процедура	procedimento	процедура	procedimento	N;INAN;NOM;FEM;SG	N;MASC;SG
разногласия	divergências	разногласие	divergência	N;INAN;NOM;NEUT;PL	N;FEM;PL
разногласия	diferenças	разногласие	diferença	N;INAN;NOM;NEUT;PL	N;FEM;PL
разногласия	desentendimentos	разногласие	desentendimento	N;INAN;NOM;NEUT;PL	N;MASC;PL
разногласия	divergências	разногласие	divergência	N;INAN;NOM;NEUT;PL	N;FEM;PL
операторы	operadoras	оператор	operadora	N;ANIM;NOM;MASC;PL	N;FEM;PL
операторы	operadores	оператор	operador	N;ANIM;NOM;MASC;PL	N;MASC;PL
производственного	produtiva	производственный	produtivo	ADJ;GEN;MASC;SG	ADJ;FEM;SG
производственного	produtivo	производственный	produtivo	ADJ;GEN;MASC;SG	ADJ;MASC;SG
эмигрировал	emigrou	эмигрировать	emigrar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
риа	ria	риа	ria	N;INAN;NOM;NEUT;SG	N;FEM;SG
традиционный	tradicional	традиционный	tradicional	ADJ;NOM;MASC;SG	ADJ;MASC;SG
генералов	generais	генерал	general	N;ANIM;GEN;MASC;PL	N;MASC;PL
фонтан	fonte	фонтан	fonte	N;INAN;NOM;MASC;SG	N;FEM;SG
авторство	autoria	авторство	autoria	N;INAN;NOM;NEUT;SG	N;FEM;SG
ресторан	restaurante	ресторан	restaurante	N;INAN;NOM;MASC;SG	N;MASC;SG
присутствовали	compareceram	присутствовать	comparecer	V;IPFV;IND;PL;PST;FIN;ACT	V;IND;PL;3;FIN
углы	cantos	угол	canto	N;INAN;NOM;MASC;PL	N;MASC;PL
углы	esquinas	угол	esquina	N;INAN;NOM;MASC;PL	N;FEM;PL
углы	ângulos	угол	ângulo	N;INAN;NOM;MASC;PL	N;MASC;PL
партизаны	partidários	партизан	partidário	N;ANIM;NOM;MASC;PL	N;MASC;PL
партизаны	guerrilheiros	партизан	guerrilheiro	N;ANIM;NOM;MASC;PL	N;MASC;PL
отчет	relatório	отчет	relatório	N;INAN;NOM;MASC;SG	N;MASC;SG
экспорт	exportação	экспорт	exportação	N;INAN;NOM;MASC;SG	N;FEM;SG
экспорт	exportação	экспорт	exportação	N;INAN;NOM;MASC;SG	N;FEM;SG
экспорт	exportação	экспорт	exportação	N;INAN;NOM;MASC;SG	N;FEM;SG
антония	antonia	антоний	antonia	N;ANIM;ACC;MASC;SG	N;FEM;SG
фёдоровна	feodorovna	фёдоровна	feodorovna	N;ANIM;NOM;FEM;SG	N;FEM;SG
вещь	coisa	вещь	coisa	N;INAN;NOM;FEM;SG	N;FEM;SG
подтверждено	confirmado	подтвердить	confirmar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
подтверждено	confirmou	подтвердить	confirmar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
подтверждено	confirmada	подтвердить	confirmar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
враг	inimigo	враг	inimigo	N;ANIM;NOM;MASC;SG	N;MASC;SG
враг	inimiga	враг	inimigar	N;ANIM;NOM;MASC;SG	N;FEM;SG
изменилось	mudado	измениться	mudar	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;MASC;SG;V.PTCP
изменилось	alterado	измениться	alterar	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;MASC;SG;V.PTCP
изменилось	mudou	измениться	mudar	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN
изменилось	alterada	измениться	alterar	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;FEM;SG;V.PTCP
изменилось	mudei	измениться	mudar	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;IND;SG;1;PST;FIN
богдана	bohdan	богданин	bohdan	N;ANIM;ACC;MASC;SG	N;FEM;SG
наследник	herdeiro	наследник	herdeiro	N;ANIM;NOM;MASC;SG	N;MASC;SG
наследник	herdeira	наследник	herdeira	N;ANIM;NOM;MASC;SG	N;FEM;SG
коммунистическая	comunista	коммунистический	comunista	ADJ;NOM;FEM;SG	ADJ;MASC;SG
широкая	vasto	широкий	vasto	ADJ;NOM;FEM;SG	ADJ;MASC;SG
широкая	ampla	широкий	ampla	ADJ;NOM;FEM;SG	ADJ;FEM;SG
широкая	amplo	широкий	amplo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
широкая	ampla	широкий	ampla	ADJ;NOM;FEM;SG	ADJ;FEM;SG
широкая	amplo	широкий	amplo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
резерв	reserva	резерв	reserva	N;INAN;NOM;MASC;SG	N;FEM;SG
репрессий	represálias	репрессия	represália	N;INAN;GEN;FEM;PL	N;FEM;PL
репрессий	represálias	репрессия	represália	N;INAN;GEN;FEM;PL	N;FEM;PL
прозвища	apelidos	прозвище	apelido	N;INAN;NOM;NEUT;PL	N;MASC;PL
прозвища	alcunhas	прозвище	alcunha	N;INAN;NOM;NEUT;PL	N;FEM;PL
интересный	interessante	интересный	interessante	ADJ;NOM;MASC;SG	ADJ;MASC;SG
реальные	verdadeiros	реальный	verdadeiro	ADJ;NOM;PL	ADJ;MASC;PL
теннис	ténis	теннис	ténis	N;INAN;NOM;MASC;SG	N;MASC;SG
теннис	tênis	теннис	tênis	N;INAN;NOM;MASC;SG	N;MASC;SG
теннис	tenis	теннис	tenis	N;INAN;NOM;MASC;SG	N;MASC;SG
ключи	chaves	ключ	chave	N;INAN;NOM;MASC;PL	N;MASC;PL
ключи	teclas	ключ	tecla	N;INAN;NOM;MASC;PL	N;FEM;PL
лавры	louros	лавр	louro	N;INAN;NOM;MASC;PL	N;MASC;PL
сделанные	feitos	делать	fazer	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;MASC;PL;V.PTCP
восприятия	percepções	восприятие	percepção	N;INAN;NOM;NEUT;PL	N;FEM;PL
банды	gangues	банда	gangue	N;INAN;NOM;FEM;PL	N;MASC;PL
банды	gangs	банда	gang	N;INAN;NOM;FEM;PL	N;MASC;PL
банды	bandos	банда	bando	N;INAN;NOM;FEM;PL	N;MASC;PL
духовное	espiritual	духовный	espiritual	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
славу	fama	слава	fama	N;INAN;ACC;FEM;SG	N;FEM;SG
славу	fame	слава	fame	N;INAN;ACC;FEM;SG	N;MASC;SG
славу	glória	слава	glória	N;INAN;ACC;FEM;SG	N;FEM;SG
славу	glory	слава	glory	N;INAN;ACC;FEM;SG	N;MASC;SG
поляна	polyana	поляна	polyana	N;INAN;NOM;FEM;SG	N;FEM;SG
таиланд	tailândia	таиланд	tailândia	N;INAN;NOM;MASC;SG	N;FEM;SG
финансирование	financiamento	финансирование	financiamento	N;INAN;NOM;NEUT;SG	N;MASC;SG
финансирование	financiamento	финансирование	financiamento	N;INAN;NOM;NEUT;SG	N;MASC;SG
глазго	glasgow	глазго	glasgow	N;INAN;NOM;MASC;SG	N;MASC;SG
соперников	rivais	соперник	rival	N;ANIM;ACC;MASC;PL	N;MASC;PL
пакистан	paquistão	пакистан	paquistão	N;INAN;NOM;MASC;SG	N;MASC;SG
робин	robin	робин	robin	N;ANIM;NOM;MASC;SG	N;MASC;SG
робин	robyn	робин	robyn	N;ANIM;NOM;MASC;SG	N;FEM;SG
библиотек	bibliotecas	библиотека	biblioteca	N;INAN;GEN;FEM;PL	N;FEM;PL
угроза	ameaça	угроза	ameaça	N;INAN;NOM;FEM;SG	N;FEM;SG
угроза	ameaça	угроза	ameaça	N;INAN;NOM;FEM;SG	N;FEM;SG
мтс	mts	мтс	mts	N;INAN;NOM;MASC;SG	N;MASC;SG
председатели	cadeiras	председатель	cadeira	N;ANIM;NOM;MASC;PL	N;FEM;PL
председатели	presidentes	председатель	presidente	N;ANIM;NOM;MASC;PL	N;MASC;PL
мозель	moselle	мозель	moselle	N;INAN;NOM;MASC;SG	N;MASC;SG
подростков	adolescentes	подросток	adolescente	N;ANIM;GEN;MASC;PL	N;MASC;PL
подростков	adolescentes	подросток	adolescente	N;ANIM;GEN;MASC;PL	N;MASC;PL
трагедия	tragédia	трагедия	tragédia	N;INAN;NOM;FEM;SG	N;FEM;SG
заседание	sessão	заседание	sessão	N;INAN;NOM;NEUT;SG	N;FEM;SG
заседание	encontro	заседание	encontro	N;INAN;NOM;NEUT;SG	N;MASC;SG
заседание	reunião	заседание	reunião	N;INAN;NOM;NEUT;SG	N;FEM;SG
ушла	ido	уйти	ir	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
ушла	sumido	уйти	sumido	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
луки	arcos	лук	arco	N;INAN;NOM;MASC;PL	N;MASC;PL
таиланда	tailândia	таиланд	tailândia	N;INAN;GEN;MASC;SG	N;FEM;SG
таиланда	tailandesa	таиланд	tailandês	N;INAN;GEN;MASC;SG	N;FEM;SG
таиланда	tailandês	таиланд	tailandês	N;INAN;GEN;MASC;SG	N;MASC;SG
таиланда	thai	таиланд	thai	N;INAN;GEN;MASC;SG	N;MASC;SG
пройдя	passando	пройти	passar	V;PFV;PST;V.CVB;ACT	V;V.MSDR
советники	consultores	советник	consultor	N;ANIM;NOM;MASC;PL	N;MASC;PL
советники	conselheiros	советник	conselheiro	N;ANIM;NOM;MASC;PL	N;MASC;PL
советники	conselheiros	советник	conselheiro	N;ANIM;NOM;MASC;PL	N;MASC;PL
советники	vereadores	советник	vereador	N;ANIM;NOM;MASC;PL	N;MASC;PL
советники	conselheiros	советник	conselheiro	N;ANIM;NOM;MASC;PL	N;MASC;PL
отправили	enviados	отправить	enviar	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;PL;V.PTCP
отправили	enviadas	отправить	enviar	V;PFV;IND;PL;PST;FIN;ACT	V;FEM;PL;V.PTCP
отправили	enviados	отправить	enviar	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;PL;V.PTCP
аэропорты	aeroportos	аэропорт	aeroporto	N;INAN;NOM;MASC;PL	N;MASC;PL
гитлер	hitler	гитлер	hitler	N;ANIM;NOM;MASC;SG	N;MASC;SG
связанный	vinculado	связать	vincular	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
связанный	ligado	связать	ligar	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
связанный	ligada	связать	ligar	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
оплаты	pagamento	оплата	pagamento	N;INAN;GEN;FEM;SG	N;MASC;SG
организмов	organismos	организм	organismo	N;INAN;GEN;MASC;PL	N;MASC;PL
присоединиться	participe	присоединиться	participe	V;PFV;NFIN;MID	V;SBJV;SG;3;PRS;FIN
присоединиться	aderir	присоединиться	aderir	V;PFV;NFIN;MID	V;NFIN
присоединиться	juntar	присоединиться	juntar	V;PFV;NFIN;MID	V;NFIN
присоединиться	participar	присоединиться	participar	V;PFV;NFIN;MID	V;NFIN
хьюстон	houston	хьюстон	houston	N;INAN;NOM;MASC;SG	N;MASC;SG
счастье	felicidade	счастье	felicidade	N;INAN;NOM;NEUT;SG	N;FEM;SG
загрузки	downloads	загрузка	downloar	N;INAN;NOM;FEM;PL	N;MASC;PL
загрузки	descargas	загрузка	descarga	N;INAN;NOM;FEM;PL	N;FEM;PL
загрузки	transferências	загрузка	transferência	N;INAN;NOM;FEM;PL	N;FEM;PL
холл	hall	холл	hall	N;INAN;NOM;MASC;SG	N;MASC;SG
холл	salão	холл	salão	N;INAN;NOM;MASC;SG	N;MASC;SG
культ	cult	культ	cult	N;INAN;NOM;MASC;SG	N;MASC;SG
культ	seita	культ	ser	N;INAN;NOM;MASC;SG	N;FEM;SG
культ	culto	культ	culto	N;INAN;NOM;MASC;SG	N;MASC;SG
никитин	nikitin	никитин	nikitin	N;ANIM;NOM;MASC;SG	N;FEM;SG
поколений	gerações	поколение	geração	N;INAN;GEN;NEUT;PL	N;FEM;PL
македония	macedónia	македония	macedónia	N;INAN;NOM;FEM;SG	N;FEM;SG
македония	macedônia	македония	macedônia	N;INAN;NOM;FEM;SG	N;FEM;SG
утверждено	aprovada	утвердить	aprovar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
утверждено	aprovado	утвердить	aprovar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
волос	cabelos	волос	cabelo	N;INAN;GEN;FEM;PL	N;MASC;PL
создатели	criadores	создатель	criador	N;ANIM;NOM;MASC;PL	N;MASC;PL
покрытия	tintas	покрытие	tinta	N;INAN;NOM;NEUT;PL	N;FEM;PL
покрытия	revestimentos	покрытие	revestimento	N;INAN;NOM;NEUT;PL	N;MASC;PL
ферма	fazenda	ферма	fazenda	N;INAN;NOM;FEM;SG	N;FEM;SG
ферма	quinta	ферма	quinta	N;INAN;NOM;FEM;SG	N;FEM;SG
произносится	pronunciado	произносить	pronunciar	V;IPFV;IND;SG;3;PRS;FIN;MID	V;MASC;SG;V.PTCP
произносится	pronunciada	произносить	pronunciar	V;IPFV;IND;SG;3;PRS;FIN;MID	V;FEM;SG;V.PTCP
условие	condição	условие	condição	N;INAN;NOM;NEUT;SG	N;FEM;SG
условие	estado	условие	estado	N;INAN;NOM;NEUT;SG	N;MASC;SG
объединять	combine	объединять	combinar	V;IPFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
объединять	combinar	объединять	combinar	V;IPFV;NFIN;ACT	V;NFIN
древесины	madeiras	древесина	madeira	N;INAN;NOM;FEM;PL	N;FEM;PL
уменьшить	reduzir	уменьшить	reduzir	V;PFV;NFIN;ACT	V;NFIN
уменьшить	reduza	уменьшить	reduzir	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
уменьшить	diminuir	уменьшить	diminuir	V;PFV;NFIN;ACT	V;NFIN
уменьшить	encolhe	уменьшить	encolher	V;PFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
уменьшить	encolher	уменьшить	encolher	V;PFV;NFIN;ACT	V;NFIN
типичный	típico	типичный	típico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
типичный	típica	типичный	típico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
геолог	geólogo	геолог	geólogo	N;ANIM;NOM;MASC;SG	N;MASC;SG
получены	receberam	получить	receber	V;PFV;PL;PST;V.PTCP;PASS	V;IND;PL;3;FIN
получены	recebidos	получить	receber	V;PFV;PL;PST;V.PTCP;PASS	V;MASC;PL;V.PTCP
получены	recebidas	получить	receber	V;PFV;PL;PST;V.PTCP;PASS	V;FEM;PL;V.PTCP
азота	nitrogénio	азот	nitrogénio	N;INAN;GEN;MASC;SG	N;MASC;SG
азота	azoto	азот	azoto	N;INAN;GEN;MASC;SG	N;MASC;SG
азота	nitrogênio	азот	nitrogênio	N;INAN;GEN;MASC;SG	N;MASC;SG
усовершенствования	melhoramentos	усовершенствование	melhoramento	N;INAN;NOM;NEUT;PL	N;MASC;PL
усовершенствования	melhorias	усовершенствование	melhoria	N;INAN;NOM;NEUT;PL	N;FEM;PL
усовершенствования	melhoramentos	усовершенствование	melhoramento	N;INAN;NOM;NEUT;PL	N;MASC;PL
усовершенствования	melhorias	усовершенствование	melhoria	N;INAN;NOM;NEUT;PL	N;FEM;PL
дань	tributo	дань	tributo	N;INAN;NOM;FEM;SG	N;MASC;SG
дань	homenagem	дань	homenagem	N;INAN;NOM;FEM;SG	N;FEM;SG
мозг	cérebro	мозг	cérebro	N;INAN;NOM;MASC;SG	N;MASC;SG
мозг	brain	мозг	brain	N;INAN;NOM;MASC;SG	N;MASC;SG
мозг	cérebro	мозг	cérebro	N;INAN;NOM;MASC;SG	N;MASC;SG
поднял	criado	поднять	criar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
бред	brad	бред	brad	N;INAN;NOM;MASC;SG	N;MASC;SG
бред	delírio	бред	delírio	N;INAN;NOM;MASC;SG	N;MASC;SG
дэнни	danny	дэнный	danny	N;ANIM;NOM;MASC;SG	N;MASC;SG
дэнни	danni	дэнный	danni	N;ANIM;NOM;MASC;SG	N;MASC;SG
дэнни	denny	дэнный	denny	N;ANIM;NOM;MASC;SG	N;MASC;SG
секция	seção	секция	seção	N;INAN;NOM;FEM;SG	N;FEM;SG
секция	secção	секция	secção	N;INAN;NOM;FEM;SG	N;FEM;SG
десятка	ten	десяток	ten	N;INAN;NOM;MASC;SG	N;MASC;SG
десятка	dúzia	десяток	dúzia	N;INAN;NOM;MASC;SG	N;FEM;SG
господин	senhor	господин	senhor	N;ANIM;NOM;MASC;SG	N;MASC;SG
господин	mister	господин	mister	N;ANIM;NOM;MASC;SG	N;MASC;SG
господин	dominus	господин	dominu	N;ANIM;NOM;MASC;SG	N;MASC;SG
богатых	ricas	богатый	rico	ADJ;GEN;PL	ADJ;FEM;PL
биология	biologia	биология	biologia	N;INAN;NOM;FEM;SG	N;FEM;SG
акулы	tubarões	акула	tubarão	N;ANIM;NOM;FEM;PL	N;MASC;PL
акулы	tubarões	акула	tubarão	N;ANIM;NOM;FEM;PL	N;MASC;PL
диалектов	dialetos	диалект	dialeto	N;INAN;GEN;MASC;PL	N;MASC;PL
сложность	dificuldade	сложность	dificuldade	N;INAN;NOM;FEM;SG	N;FEM;SG
сложность	complexidade	сложность	complexidade	N;INAN;NOM;FEM;SG	N;FEM;SG
осло	oslo	осло	oslo	N;INAN;NOM;MASC;SG	N;MASC;SG
расписание	calendário	расписание	calendário	N;INAN;NOM;NEUT;SG	N;MASC;SG
расписание	horário	расписание	horário	N;INAN;NOM;NEUT;SG	N;MASC;SG
расписание	horário	расписание	horário	N;INAN;NOM;NEUT;SG	N;MASC;SG
расписание	agendamento	расписание	agendamento	N;INAN;NOM;NEUT;SG	N;MASC;SG
расписание	programação	расписание	programação	N;INAN;NOM;NEUT;SG	N;FEM;SG
введено	introduzida	ввести	introduzir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
введено	introduziu	ввести	introduzir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
введено	introduzido	ввести	introduzir	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
джонатан	jonathan	джонатан	jonathan	N;ANIM;NOM;MASC;SG	N;MASC;SG
снималась	estrelou	снимать	estrelar	V;IPFV;FEM;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN
разрыв	rompimento	разрыв	rompimento	N;INAN;NOM;MASC;SG	N;MASC;SG
разрыв	ruptura	разрыв	ruptura	N;INAN;NOM;MASC;SG	N;FEM;SG
разрыв	rotura	разрыв	rotura	N;INAN;NOM;MASC;SG	N;FEM;SG
разрыв	lacuna	разрыв	lacuna	N;INAN;NOM;MASC;SG	N;FEM;SG
разрыв	fosso	разрыв	fosso	N;INAN;NOM;MASC;SG	N;MASC;SG
разрыв	gap	разрыв	gap	N;INAN;NOM;MASC;SG	N;MASC;SG
греки	gregos	грек	grego	N;ANIM;NOM;MASC;PL	N;MASC;PL
греки	gregos	грек	grego	N;ANIM;NOM;MASC;PL	N;MASC;PL
проявления	manifestações	проявление	manifestação	N;INAN;NOM;NEUT;PL	N;FEM;PL
богослов	teólogo	богосл	teólogo	N;ANIM;NOM;MASC;SG	N;MASC;SG
эволюция	evolution	эволюция	evolution	N;INAN;NOM;FEM;SG	N;MASC;SG
эволюция	evolução	эволюция	evolução	N;INAN;NOM;FEM;SG	N;FEM;SG
леонардо	leonardo	леонардо	leonardo	N;ANIM;NOM;MASC;SG	N;MASC;SG
сеньор	señor	сеньор	señor	N;ANIM;NOM;MASC;SG	N;MASC;SG
сеньор	signor	сеньор	signor	N;ANIM;NOM;MASC;SG	N;MASC;SG
сеньор	señor	сеньор	señor	N;ANIM;NOM;MASC;SG	N;MASC;SG
водитель	condutor	водитель	condutor	N;ANIM;NOM;MASC;SG	N;MASC;SG
водитель	maquinista	водитель	maquinista	N;ANIM;NOM;MASC;SG	N;MASC;SG
водитель	driver	водитель	driver	N;ANIM;NOM;MASC;SG	N;MASC;SG
водитель	motorista	водитель	motorista	N;ANIM;NOM;MASC;SG	N;MASC;SG
постоянная	permanente	постоянный	permanente	ADJ;NOM;FEM;SG	ADJ;MASC;SG
постоянная	constante	постоянный	constante	ADJ;NOM;FEM;SG	ADJ;MASC;SG
монахов	monges	монах	monge	N;ANIM;GEN;MASC;PL	N;MASC;PL
паоло	paolo	пайть	paolo	N;INAN;NOM;MASC;SG	N;MASC;SG
завоевать	conquistar	завоевать	conquistar	V;PFV;NFIN;ACT	V;NFIN
завоевать	conquiste	завоевать	conquistir	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
вино	vinho	вино	vinho	N;INAN;NOM;NEUT;SG	N;MASC;SG
бокс	boxe	бокс	boxe	N;INAN;NOM;MASC;SG	N;MASC;SG
откровенно	francamente	откровенно	francamente	ADV	ADV
прожил	viveu	прожить	viver	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
прожил	vivi	прожить	viver	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;1;PST;FIN
прожил	vivido	прожить	viver	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
рабов	escravos	раб	escravo	N;ANIM;GEN;MASC;PL	N;MASC;PL
рабов	escravas	раб	escrava	N;ANIM;GEN;MASC;PL	N;FEM;PL
формируется	formando	формироваться	formar	V;IPFV;IND;SG;3;PRS;FIN;MID	V;V.MSDR
популярная	popular	популярный	popular	ADJ;NOM;FEM;SG	ADJ;MASC;SG
желающие	desejando	желать	desejar	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	V;V.MSDR
шейх	sheikh	шейх	sheikh	N;ANIM;NOM;MASC;SG	N;MASC;SG
шейх	xeque	шейх	xeque	N;ANIM;NOM;MASC;SG	N;FEM;SG
шейх	sheik	шейх	sheik	N;ANIM;NOM;MASC;SG	N;MASC;SG
шейх	xeque	шейх	xeque	N;ANIM;NOM;MASC;SG	N;FEM;SG
шейх	sheik	шейх	sheik	N;ANIM;NOM;MASC;SG	N;MASC;SG
путешественник	traveler	путешественник	traveler	N;ANIM;NOM;MASC;SG	N;MASC;SG
путешественник	viajante	путешественник	viajante	N;ANIM;NOM;MASC;SG	N;MASC;SG
путешественник	viajante	путешественник	viajante	N;ANIM;NOM;MASC;SG	N;MASC;SG
гаити	haiti	гаить	haitir	N;INAN;NOM;FEM;SG	N;MASC;SG
арсенал	arsenal	арсенал	arsenal	N;INAN;NOM;MASC;SG	N;MASC;SG
