catégorie	類別	catégorie	類別	N;FEM;SG	N
frontière	前	frontière	前	N;FEM;SG	N
frontière	邊境	frontière	邊境	N;FEM;SG	N
indépendance	獨立	indépendance	獨立	N;FEM;SG	N
eaux	水	eau	水	N;FEM;PL	N
eaux	水域	eau	水域	N;FEM;PL	N
bâtiments	建築	bâtiment	建築	N;MASC;PL	N
uniquement	只	uniquement	只	ADV	ADV
résistance	力氣	résistance	力氣	N;FEM;SG	N
résistance	強度	résistance	強度	N;FEM;SG	N
résistance	實力	résistance	實力	N;FEM;SG	N
résistance	力量	résistance	力量	N;FEM;SG	N
résistance	體力	résistance	體力	N;FEM;SG	N
résistance	阻力	résistance	阻力	N;FEM;SG	N
résistance	電阻	résistance	電阻	N;FEM;SG	N
dessous	下方	dessous	下方	N;MASC;SG	N
caractère	字元	caractère	字元	N;MASC;SG	N
caractère	人物	caractère	人物	N;MASC;SG	N
caractère	角色	caractère	角色	N;MASC;SG	N
caractère	性格	caractère	性格	N;MASC;SG	N
caractère	品格	caractère	品格	N;MASC;SG	N
contient	含有	contenir	含有	V;IND;SG;3;PRS;FIN	V
contient	包含	contenir	包含	V;IND;SG;3;PRS;FIN	V
bleu	藍	bleu	藍	N;MASC;SG	N
bleu	藍色	bleu	藍色	N;MASC;SG	N
classé	評分	classer	評分	V;MASC;SG;PST;V.PTCP	V
classé	排名	classer	排名	V;MASC;SG;PST;V.PTCP	V
objets	物體	objet	物體	N;MASC;PL	N
objets	天體	objet	天體	N;MASC;PL	N
objets	物件	objet	物件	N;MASC;PL	N
border	邊界	border	邊界	N;MASC;SG	N
border	邊框	border	邊框	N;MASC;SG	N
border	邊境	border	邊境	N;MASC;SG	N
construite	建	construire	建	V;FEM;SG;PST;V.PTCP	V
licence	執照	licence	執照	N;FEM;SG	N
licence	執照	licence	執照	N;FEM;SG	N
licence	駕照	licence	駕照	N;FEM;SG	N
médecin	內科	médecin	內科	N;MASC;SG	N
médecin	醫師	médecin	醫師	N;MASC;SG	N
médecin	醫生	médecin	醫生	N;MASC;SG	N
médecin	博士	médecin	博士	N;MASC;SG	N
écrire	撰寫	écrire	撰寫	V;NFIN	V
écrire	寫	écrire	寫	V;NFIN	V
écrire	寫信	écrire	寫信	V;NFIN	V
écrire	寫入	écrire	寫入	V;NFIN	V
écrire	書寫	écrire	書寫	V;NFIN	V
écrire	寫入	écrire	寫入	V;NFIN	V
écrire	寫	écrire	寫	V;NFIN	V
écrire	撰寫	écrire	撰寫	V;NFIN	V
lance	長矛	lance	長矛	N;FEM;SG	N
lance	長矛	lance	長矛	N;FEM;SG	N
lance	矛	lance	矛	N;FEM;SG	N
fonds	基金	fonds	基金	N;MASC;SG	N
fonds	基金	fonds	基金	N;MASC;SG	N
fonds	資金	fonds	資金	N;MASC;SG	N
besoin	需求	besoin	需求	N;MASC;SG	N
règles	規則	règle	規則	N;FEM;PL	N
règles	細則	règle	細則	N;FEM;PL	N
soldats	士兵	soldat	士兵	N;MASC;PL	N
publie	刊登	publier	刊登	V;SG;PRS;V.PTCP	V
publie	發表	publier	發表	V;SG;PRS;V.PTCP	V
religion	宗教	religion	宗教	N;FEM;SG	N
religion	宗教	religion	宗教	N;FEM;SG	N
cimetière	墓園	cimetière	墓園	N;MASC;SG	N
cimetière	墓地	cimetière	墓地	N;MASC;SG	N
cimetière	公墓	cimetière	公墓	N;MASC;SG	N
cimetière	墓地	cimetière	墓地	N;MASC;SG	N
somme	總和	somme	總和	N;FEM;SG	N
éviter	避免	éviter	避免	V;NFIN	V
éviter	避免	éviter	避免	V;NFIN	V
éviter	撤銷	éviter	撤銷	V;NFIN	V
réserve	儲備	réserve	儲備	N;FEM;SG	N
réserve	儲備	réserve	儲備	N;FEM;SG	N
défaite	敗	défaite	敗	N;FEM;SG	N
sports	體育	sport	體育	N;MASC;PL	N
sports	運動	sport	運動	N;MASC;PL	N
ceci	這	ceci	這	PRO;SG	PRO
épreuve	磨難	épreuve	磨難	N;FEM;SG	N
épreuve	測試	épreuve	測試	N;FEM;SG	N
épreuve	試驗	épreuve	試驗	N;FEM;SG	N
épreuve	測驗	épreuve	測驗	N;FEM;SG	N
exploitation	剝削	exploitation	剝削	N;FEM;SG	N
sert	服務	servir	服務	V;IND;SG;3;PRS;FIN	V
encyclopédie	百科	encyclopédie	百科	N;FEM;SG	N
encyclopédie	百科	encyclopédie	百科	N;FEM;SG	N
lutte	摔	lutte	摔	N;FEM;SG	N
lutte	打架	lutte	打架	N;FEM;SG	N
lutte	戰鬥	lutte	戰鬥	N;FEM;SG	N
lutte	鬥爭	lutte	鬥爭	N;FEM;SG	N
lutte	奮鬥	lutte	奮鬥	N;FEM;SG	N
parents	父母	parent	父母	N;MASC;PL	N
parents	父母	parent	父母	N;MASC;PL	N
parents	家長	parent	家長	N;MASC;PL	N
parents	家長	parent	家長	N;MASC;PL	N
parents	父母	parent	父母	N;MASC;PL	N
tournée	遊覽	tourner	遊覽	V;FEM;SG;PST;V.PTCP	V
tournée	巡演	tourner	巡演	V;FEM;SG;PST;V.PTCP	V
disque	碟片	disque	碟片	N;MASC;SG	N
disque	碟	disque	碟	N;MASC;SG	N
disque	磁碟	disque	磁碟	N;MASC;SG	N
disque	碟片	disque	碟片	N;MASC;SG	N
disque	碟	disque	碟	N;MASC;SG	N
disque	磁碟	disque	磁碟	N;MASC;SG	N
recensement	人口	recensement	人口	N;MASC;SG	N
recensement	普查	recensement	普查	N;MASC;SG	N
philosophie	哲學	philosophie	哲學	N;FEM;SG	N
philosophie	理念	philosophie	理念	N;FEM;SG	N
hôpital	醫院	hôpital	醫院	N;MASC;SG	N
hôpital	醫院	hôpital	醫院	N;MASC;SG	N
propriété	地產	propriété	地產	N;FEM;SG	N
propriété	屬性	propriété	屬性	N;FEM;SG	N
propriété	財產	propriété	財產	N;FEM;SG	N
propriété	物業	propriété	物業	N;FEM;SG	N
collaboration	協作	collaboration	協作	N;FEM;SG	N
ouvert	營業	ouvrir	營業	V;MASC;SG;PST;V.PTCP	V
ouvert	開啟	ouvrir	開啟	V;MASC;SG;PST;V.PTCP	V
ouvert	開放	ouvrir	開放	V;MASC;SG;PST;V.PTCP	V
parler	聊	parler	聊	V;NFIN	V
expression	表情	expression	表情	N;FEM;SG	N
champions	冠軍	champion	冠軍	N;MASC;PL	N
modèles	模型	modèle	模型	N;MASC;PL	N
modèles	模特	modèle	模特	N;MASC;PL	N
modèles	型號	modèle	型號	N;MASC;PL	N
modèles	模特	modèle	模特	N;MASC;PL	N
modèles	樣板	modèle	樣板	N;MASC;PL	N
modèles	模板	modèle	模板	N;MASC;PL	N
meilleurs	更好	meilleur	更好	ADJ;MASC;PL	ADJ
meilleurs	最好	meilleur	最好	ADJ;MASC;PL	ADJ
animaux	寵物	animal	寵物	N;MASC;PL	N
animaux	動物	animal	動物	N;MASC;PL	N
cheval	馬	cheval	馬	N;MASC;SG	N
cheval	馬匹	cheval	馬匹	N;MASC;SG	N
cheval	馬	cheval	馬	N;MASC;SG	N
cheval	馬匹	cheval	馬匹	N;MASC;SG	N
navires	船隻	navire	船隻	N;MASC;PL	N
navires	船舶	navire	船舶	N;MASC;PL	N
navires	船隻	navire	船隻	N;MASC;PL	N
débuts	開端	début	開端	N;MASC;PL	N
rive	岸	rive	岸	N;FEM;SG	N
rive	岸邊	rive	岸邊	N;FEM;SG	N
rive	海岸	rive	海岸	N;FEM;SG	N
méthode	方法	méthode	方法	N;FEM;SG	N
méthode	辦法	méthode	辦法	N;FEM;SG	N
méthode	方式	méthode	方式	N;FEM;SG	N
communication	通訊	communication	通訊	N;FEM;SG	N
jardin	園	jardin	園	N;MASC;SG	N
jardin	園林	jardin	園林	N;MASC;SG	N
jardin	花園	jardin	花園	N;MASC;SG	N
jardin	園藝	jardin	園藝	N;MASC;SG	N
avion	飛機	avion	飛機	N;MASC;SG	N
avion	平面	avion	平面	N;MASC;SG	N
avion	飛機	avion	飛機	N;MASC;SG	N
avion	飛機	avion	飛機	N;MASC;SG	N
paroisse	教區	paroisse	教區	N;FEM;SG	N
mots	詞語	mot	詞語	N;MASC;PL	N
mots	字	mot	字	N;MASC;PL	N
mots	詞	mot	詞	N;MASC;PL	N
personnel	個人	personnel	個人	N;MASC;SG	N
personnel	人員	personnel	人員	N;MASC;SG	N
personnel	人事	personnel	人事	N;MASC;SG	N
historien	歷史	historien	歷史	N;MASC;SG	N
relation	關係	relation	關係	N;FEM;SG	N
relation	戀愛	relation	戀愛	N;FEM;SG	N
relation	感情	relation	感情	N;FEM;SG	N
relation	關係	relation	關係	N;FEM;SG	N
crée	創建	créer	創建	V;FEM;SG;PST;V.PTCP	V
navire	船隻	navire	船隻	N;MASC;SG	N
navire	船	navire	船	N;MASC;SG	N
navire	船隻	navire	船隻	N;MASC;SG	N
navire	艦	navire	艦	N;MASC;SG	N
navire	船舶	navire	船舶	N;MASC;SG	N
étudiants	學生	étudiant	學生	N;MASC;PL	N
étudiants	學生	étudiant	學生	N;MASC;PL	N
maisons	房屋	maison	房屋	N;FEM;PL	N
maisons	房子	maison	房子	N;FEM;PL	N
apparition	外觀	apparition	外觀	N;FEM;SG	N
apparition	外表	apparition	外表	N;FEM;SG	N
apparition	外貌	apparition	外貌	N;FEM;SG	N
naturel	天然	naturel	天然	ADJ;MASC;SG	ADJ
simplement	只	simplement	只	ADV	ADV
essentiellement	大多	essentiellement	大多	ADV	ADV
pourtant	然而	pourtant	然而	ADV	ADV
abbé	方丈	abbé	方丈	N;MASC;SG	N
argument	論證	argument	論證	N;MASC;SG	N
argument	論據	argument	論據	N;MASC;SG	N
argument	論點	argument	論點	N;MASC;SG	N
semaines	星期	semaine	星期	N;FEM;PL	N
semaines	週	semaine	週	N;FEM;PL	N
semaines	星期	semaine	星期	N;FEM;PL	N
semaines	週數	semaine	週數	N;FEM;PL	N
familles	家庭	famille	家庭	N;FEM;PL	N
familles	家人	famille	家人	N;FEM;PL	N
familles	家屬	famille	家屬	N;FEM;PL	N
familles	家庭	famille	家庭	N;FEM;PL	N
expérience	試驗	expérience	試驗	N;FEM;SG	N
expérience	實驗	expérience	實驗	N;FEM;SG	N
expérience	體驗	expérience	體驗	N;FEM;SG	N
expérience	經驗	expérience	經驗	N;FEM;SG	N
gardien	守護	gardien	守護	N;MASC;SG	N
gardien	守護	gardien	守護	N;MASC;SG	N
gardien	衛兵	gardien	衛兵	N;MASC;SG	N
gardien	警衛	gardien	警衛	N;MASC;SG	N
gardien	守護	gardien	守護	N;MASC;SG	N
appelle	致電	appeler	致電	V;IND;SG;3;PRS;FIN	V
appelle	打電	appeler	打電	V;IND;SG;3;PRS;FIN	V
appelle	呼叫	appeler	呼叫	V;IND;SG;3;PRS;FIN	V
extérieur	外部	extérieur	外部	N;MASC;SG	N
extérieur	室外	extérieur	室外	N;MASC;SG	N
extérieur	外面	extérieur	外面	N;MASC;SG	N
extérieur	外	extérieur	外	N;MASC;SG	N
extérieur	室外	extérieur	室外	N;MASC;SG	N
extérieur	戶外	extérieur	戶外	N;MASC;SG	N
extérieur	外部	extérieur	外部	N;MASC;SG	N
extérieur	外表	extérieur	外表	N;MASC;SG	N
restauration	餐	restauration	餐	N;FEM;SG	N
médecine	藥品	médecine	藥品	N;FEM;SG	N
médecine	藥物	médecine	藥物	N;FEM;SG	N
médecine	醫學	médecine	醫學	N;FEM;SG	N
médecine	藥	médecine	藥	N;FEM;SG	N
médecine	醫藥	médecine	醫藥	N;FEM;SG	N
thème	題目	thème	題目	N;MASC;SG	N
thème	話題	thème	話題	N;MASC;SG	N
thème	專題	thème	專題	N;MASC;SG	N
thème	主題	thème	主題	N;MASC;SG	N
thème	專題	thème	專題	N;MASC;SG	N
thème	主題	thème	主題	N;MASC;SG	N
prison	監獄	prison	監獄	N;FEM;SG	N
prison	監獄	prison	監獄	N;FEM;SG	N
capacité	能力	capacité	能力	N;FEM;SG	N
capacité	容量	capacité	容量	N;FEM;SG	N
capacité	能力	capacité	能力	N;FEM;SG	N
capacité	能力	capacité	能力	N;FEM;SG	N
écoles	學校	école	學校	N;FEM;PL	N
arrêté	被	arrêter	被	V;MASC;SG;PST;V.PTCP	V;PASS
tradition	傳統	tradition	傳統	N;FEM;SG	N
réalité	現實	réalité	現實	N;FEM;SG	N
connaissance	熟人	connaissance	熟人	N;FEM;SG	N
connaissance	知識	connaissance	知識	N;FEM;SG	N
étoile	星星	étoile	星星	N;FEM;SG	N
étoile	恆星	étoile	恆星	N;FEM;SG	N
étoile	星	étoile	星	N;FEM;SG	N
étoile	明星	étoile	明星	N;FEM;SG	N
marche	步行	marche	步行	N;FEM;SG	N
marche	步行	marche	步行	N;FEM;SG	N
permettent	允許	permettre	允許	V;IND;PL;3;PRS;FIN	V
traitement	治療	traitement	治療	N;MASC;SG	N
masse	質量	masse	質量	N;FEM;SG	N
masse	彌撒	masse	彌撒	N;FEM;SG	N
arc	彩虹	arc	彩虹	N;MASC;SG	N
arc	弧	arc	弧	N;MASC;SG	N
arc	弓	arc	弓	N;MASC;SG	N
risque	風險	risque	風險	N;MASC;SG	N
risque	危害	risque	危害	N;MASC;SG	N
vrai	真實	vrai	真實	ADJ;MASC;SG	ADJ
vrai	真實	vrai	真實	ADJ;MASC;SG	ADJ
baseball	棒球	baseball	棒球	N;MASC;SG	N
acte	地契	acte	地契	N;MASC;SG	N
acte	契約	acte	契約	N;MASC;SG	N
major	少校	major	少校	N;MASC;SG	N
essai	作文	essai	作文	N;MASC;SG	N
essai	論文	essai	論文	N;MASC;SG	N
essai	測試	essai	測試	N;MASC;SG	N
essai	測驗	essai	測驗	N;MASC;SG	N
essai	檢驗	essai	檢驗	N;MASC;SG	N
essai	試驗	essai	試驗	N;MASC;SG	N
essai	審訊	essai	審訊	N;MASC;SG	N
essai	審判	essai	審判	N;MASC;SG	N
essai	測試	essai	測試	N;MASC;SG	N
essai	試驗	essai	試驗	N;MASC;SG	N
essai	測驗	essai	測驗	N;MASC;SG	N
albums	相簿	album	相簿	N;MASC;PL	N
albums	專輯	album	專輯	N;MASC;PL	N
héros	英雄	héros	英雄	N;MASC;SG	N
héros	英雄	héros	英雄	N;MASC;SG	N
termes	術語	terme	術語	N;MASC;PL	N
termes	條款	terme	條款	N;MASC;PL	N
permis	許可	permettre	許可	V;MASC;SG;PST;V.PTCP	V
permis	許可	permettre	許可	V;MASC;SG;PST;V.PTCP	V
permis	許可	permettre	許可	V;MASC;SG;PST;V.PTCP	V
permis	許可	permettre	許可	V;MASC;SG;PST;V.PTCP	V
filles	女孩	fille	女孩	N;FEM;PL	N
filles	女生	fille	女生	N;FEM;PL	N
filles	女	fille	女	N;FEM;PL	N
midi	正午	midi	正午	N;MASC;SG	N
midi	中午	midi	中午	N;MASC;SG	N
midi	正午	midi	正午	N;MASC;SG	N
midi	中午	midi	中午	N;MASC;SG	N
ciel	天國	ciel	天國	N;MASC;SG	N
ciel	天堂	ciel	天堂	N;MASC;SG	N
ciel	天空	ciel	天空	N;MASC;SG	N
rang	划	rang	划	N;MASC;SG	N
rang	排	rang	排	N;MASC;SG	N
maladie	病	maladie	病	N;FEM;SG	N
maladie	疾病	maladie	疾病	N;FEM;SG	N
maladie	病	maladie	病	N;FEM;SG	N
maladie	疾病	maladie	疾病	N;FEM;SG	N
maladie	病	maladie	病	N;FEM;SG	N
maladie	疾病	maladie	疾病	N;FEM;SG	N
aéroport	機場	aéroport	機場	N;MASC;SG	N
dictionnaire	詞典	dictionnaire	詞典	N;MASC;SG	N
dictionnaire	字典	dictionnaire	字典	N;MASC;SG	N
autorité	權威	autorité	權威	N;FEM;SG	N
portant	穿	porter	穿	V;PRS;V.PTCP	V
objectif	目標	objectif	目標	N;MASC;SG	N
objectif	鏡頭	objectif	鏡頭	N;MASC;SG	N
objectif	鏡片	objectif	鏡片	N;MASC;SG	N
objectif	透鏡	objectif	透鏡	N;MASC;SG	N
objectif	目標	objectif	目標	N;MASC;SG	N
objectif	目標	objectif	目標	N;MASC;SG	N
cap	角	cap	角	N;MASC;SG	N
cap	帽	cap	帽	N;MASC;SG	N
cap	上限	cap	上限	N;MASC;SG	N
ingénieur	工程	ingénieur	工程	N;MASC;SG	N
ingénieur	工程	ingénieur	工程	N;MASC;SG	N
peine	句子	peine	句子	N;FEM;SG	N
peine	刑期	peine	刑期	N;FEM;SG	N
peine	罰	peine	罰	N;FEM;SG	N
peine	懲罰	peine	懲罰	N;FEM;SG	N
peine	處罰	peine	處罰	N;FEM;SG	N
peine	刑罰	peine	刑罰	N;FEM;SG	N
peine	痛	peine	痛	N;FEM;SG	N
peine	傷痛	peine	傷痛	N;FEM;SG	N
peine	疼痛	peine	疼痛	N;FEM;SG	N
peine	痛苦	peine	痛苦	N;FEM;SG	N
importants	重要	important	重要	ADJ;MASC;PL	ADJ
guerres	戰爭	guerre	戰爭	N;FEM;PL	N
sociétés	公司	société	公司	N;FEM;PL	N
chanteuse	歌手	chanteur	歌手	N;FEM;SG	N
crise	危機	crise	危機	N;FEM;SG	N
brigade	班長	brigade	班長	N;FEM;SG	N
brigade	小隊	brigade	小隊	N;FEM;SG	N
brigade	旅	brigade	旅	N;FEM;SG	N
drapeau	旗幟	drapeau	旗幟	N;MASC;SG	N
drapeau	國旗	drapeau	國旗	N;MASC;SG	N
drapeau	旗	drapeau	旗	N;MASC;SG	N
drapeau	旗子	drapeau	旗子	N;MASC;SG	N
utilisés	使用	utiliser	使用	V;MASC;PL;PST;V.PTCP	V
circuit	迴路	circuit	迴路	N;MASC;SG	N
circuit	電路	circuit	電路	N;MASC;SG	N
banque	銀行	banque	銀行	N;FEM;SG	N
danse	舞蹈	danse	舞蹈	N;FEM;SG	N
danse	跳舞	danse	跳舞	N;FEM;SG	N
danse	舞	danse	舞	N;FEM;SG	N
danse	舞蹈	danse	舞蹈	N;FEM;SG	N
danse	舞動	danse	舞動	N;FEM;SG	N
danse	跳舞	danse	跳舞	N;FEM;SG	N
danse	舞	danse	舞	N;FEM;SG	N
systèmes	系統	système	系統	N;MASC;PL	N
élèves	學生	élève	學生	N;MASC;PL	N
officiellement	正式	officiellement	正式	ADV	ADV
officiellement	正式	officiellement	正式	ADV	ADV
remplacé	取代	remplacer	取代	V;MASC;SG;PST;V.PTCP	V
fleuve	河	fleuve	河	N;MASC;SG	N
fleuve	江河	fleuve	江河	N;MASC;SG	N
fleuve	河流	fleuve	河流	N;MASC;SG	N
univers	宇宙	univers	宇宙	N;MASC;SG	N
villages	鄉村	village	鄉村	N;MASC;PL	N
villages	村	village	村	N;MASC;PL	N
critiques	批判	critique	批判	N;MASC;PL	N
critiques	審查	critique	審查	N;MASC;PL	N
critiques	批判	critique	批判	N;MASC;PL	N
critiques	臨界	critique	臨界	N;MASC;PL	N
salon	沙龍	salon	沙龍	N;MASC;SG	N
écriture	寫作	écriture	寫作	N;FEM;SG	N
écriture	筆跡	écriture	筆跡	N;FEM;SG	N
écriture	字跡	écriture	字跡	N;FEM;SG	N
entièrement	完全	entièrement	完全	ADV	ADV
jazz	爵士	jazz	爵士	N;MASC;SG	N
jazz	爵士	jazz	爵士	N;MASC;SG	N
réunion	會議	réunion	會議	N;FEM;SG	N
réunion	團	réunion	團	N;FEM;SG	N
réunion	同學	réunion	同學	N;FEM;SG	N
trente	三十	trente	三十	NUM	NUM
chasse	獵	chasse	獵	N;FEM;SG	N
chasse	獵	chasse	獵	N;FEM;SG	N
gaz	氣	gaz	氣	N;MASC;SG	N
gaz	汽油	gaz	汽油	N;MASC;SG	N
gaz	氣體	gaz	氣體	N;MASC;SG	N
gaz	氣體	gaz	氣體	N;MASC;SG	N
catégories	類別	catégorie	類別	N;FEM;PL	N
catégories	類別	catégorie	類別	N;FEM;PL	N
véritable	真實	véritable	真實	ADJ;MASC;SG	ADJ
véritable	真實	véritable	真實	ADJ;MASC;SG	ADJ
agriculture	農業	agriculture	農業	N;FEM;SG	N
traduit	翻譯	traduire	翻譯	V;MASC;SG;PST;V.PTCP	V
traduit	翻譯	traduire	翻譯	V;MASC;SG;PST;V.PTCP	V
chœur	合唱	chœur	合唱	N;MASC;SG	N
chœur	合唱	chœur	合唱	N;MASC;SG	N
chœur	合唱	chœur	合唱	N;MASC;SG	N
décret	法令	décret	法令	N;MASC;SG	N
décret	政令	décret	政令	N;MASC;SG	N
léon	獅子	léon	獅子	N;MASC;SG	N
naturelle	天然	naturel	天然	ADJ;FEM;SG	ADJ
plantes	植物	plante	植物	N;FEM;PL	N
permettre	允許	permettre	允許	V;NFIN	V
résidence	住宅	résidence	住宅	N;FEM;SG	N
résidence	居所	résidence	居所	N;FEM;SG	N
fusion	熔化	fusion	熔化	N;FEM;SG	N
critères	標準	critère	標準	N;MASC;PL	N
commandement	戒律	commandement	戒律	N;MASC;SG	N
portrait	畫像	portrait	畫像	N;MASC;SG	N
portrait	肖像	portrait	肖像	N;MASC;SG	N
choses	事情	chose	事情	N;FEM;PL	N
sang	血液	sang	血液	N;MASC;SG	N
sang	血	sang	血	N;MASC;SG	N
sang	血跡	sang	血跡	N;MASC;SG	N
sang	鮮血	sang	鮮血	N;MASC;SG	N
yeux	眼神	oeil	眼神	N;MASC;PL	N
yeux	眼睛	oeil	眼睛	N;MASC;PL	N
yeux	眼	oeil	眼	N;MASC;PL	N
yeux	眼	oeil	眼	N;MASC;PL	N
yeux	眼睛	oeil	眼睛	N;MASC;PL	N
types	類型	type	類型	N;MASC;PL	N
reprise	恢復	reprendre	恢復	V;FEM;SG;PST;V.PTCP	V
prédécesseur	前身	prédécesseur	前身	N;MASC;SG	N
emploi	工作	emploi	工作	N;MASC;SG	N
emploi	就業	emploi	就業	N;MASC;SG	N
alliance	聯盟	alliance	聯盟	N;FEM;SG	N
alliance	同盟	alliance	同盟	N;FEM;SG	N
unités	單元	unité	單元	N;FEM;PL	N
unités	單位	unité	單位	N;FEM;PL	N
importantes	重要	important	重要	ADJ;FEM;PL	ADJ
faune	遠足	faune	遠足	N;FEM;SG	N
faune	登山	faune	登山	N;FEM;SG	N
faite	完成	faire	完成	V;FEM;SG;PST;V.PTCP	V
participé	出席	participer	出席	V;MASC;SG;PST;V.PTCP	V
actions	股份	action	股份	N;FEM;PL	N
actions	行動	action	行動	N;FEM;PL	N
baron	男爵	baron	男爵	N;MASC;SG	N
biographie	傳記	biographie	傳記	N;FEM;SG	N
biographie	自傳	biographie	自傳	N;FEM;SG	N
effets	特效	effet	特效	N;MASC;PL	N
effets	效應	effet	效應	N;MASC;PL	N
effets	效果	effet	效果	N;MASC;PL	N
effets	特效	effet	特效	N;MASC;PL	N
effets	效果	effet	效果	N;MASC;PL	N
effets	效應	effet	效應	N;MASC;PL	N
explique	解釋	expliquer	解釋	V;IND;SG;3;PRS;FIN	V
avenue	大街	avenue	大街	N;FEM;SG	N
avenue	大道	avenue	大道	N;FEM;SG	N
blocage	區塊	blocage	區塊	N;MASC;SG	N
nœud	節點	nœud	節點	N;MASC;SG	N
événements	事件	événement	事件	N;MASC;PL	N
événements	活動	événement	活動	N;MASC;PL	N
raisons	理由	raison	理由	N;FEM;PL	N
raisons	原因	raison	原因	N;FEM;PL	N
raisons	理由	raison	理由	N;FEM;PL	N
raisons	理性	raison	理性	N;FEM;PL	N
raisons	原因	raison	原因	N;FEM;PL	N
voiture	車	voiture	車	N;FEM;SG	N
voiture	汽車	voiture	汽車	N;FEM;SG	N
agent	特工	agent	特工	N;MASC;SG	N
écrite	書寫	écrire	書寫	V;FEM;SG;PST;V.PTCP	V
écrite	撰寫	écrire	撰寫	V;FEM;SG;PST;V.PTCP	V
chute	瀑布	chute	瀑布	N;FEM;SG	N
chute	秋季	chute	秋季	N;FEM;SG	N
chute	秋天	chute	秋天	N;FEM;SG	N
étranger	異形	étranger	異形	N;MASC;SG	N
étranger	外星	étranger	外星	N;MASC;SG	N
étranger	外國	étranger	外國	N;MASC;SG	N
étranger	老外	étranger	老外	N;MASC;SG	N
étranger	陌生	étranger	陌生	N;MASC;SG	N
étranger	外國	étranger	外國	N;MASC;SG	N
étranger	外籍	étranger	外籍	N;MASC;SG	N
documentaire	紀錄	documentaire	紀錄	N;MASC;SG	N
cartes	紙牌	carte	紙牌	N;FEM;PL	N
cartes	卡片	carte	卡片	N;FEM;PL	N
cartes	牌	carte	牌	N;FEM;PL	N
cartes	地圖	carte	地圖	N;FEM;PL	N
cartes	地圖	carte	地圖	N;FEM;PL	N
sièges	座位	siège	座位	N;MASC;PL	N
sièges	席位	siège	席位	N;MASC;PL	N
sièges	座位	siège	座位	N;MASC;PL	N
couple	夫妻	couple	夫妻	N;MASC;SG	N
couple	情侶	couple	情侶	N;MASC;SG	N
couple	夫婦	couple	夫婦	N;MASC;SG	N
couple	力	couple	力	N;MASC;SG	N
couple	扭矩	couple	扭矩	N;MASC;SG	N
couple	扭力	couple	扭力	N;MASC;SG	N
col	山口	col	山口	N;MASC;SG	N
col	項圈	col	項圈	N;MASC;SG	N
métro	地鐵	métro	地鐵	N;MASC;SG	N
métro	捷運	métro	捷運	N;MASC;SG	N
métro	地鐵	métro	地鐵	N;MASC;SG	N
mines	礦業	mine	礦業	N;FEM;PL	N
mines	採礦	mine	採礦	N;FEM;PL	N
mines	地雷	mine	地雷	N;FEM;PL	N
conférence	會議	conférence	會議	N;FEM;SG	N
conférence	講課	conférence	講課	N;FEM;SG	N
conférence	演講	conférence	演講	N;FEM;SG	N
mains	手	main	手	N;FEM;PL	N
publiée	出版	publier	出版	V;FEM;SG;PST;V.PTCP	V
publiée	發表	publier	發表	V;FEM;SG;PST;V.PTCP	V
soir	晚間	soir	晚間	N;MASC;SG	N
soir	晚上	soir	晚上	N;MASC;SG	N
soir	傍晚	soir	傍晚	N;MASC;SG	N
soir	夜晚	soir	夜晚	N;MASC;SG	N
soir	晚上	soir	晚上	N;MASC;SG	N
soir	夜	soir	夜	N;MASC;SG	N
basé	基	baser	基	V;MASC;SG;PST;V.PTCP	V
différence	差額	différence	差額	N;FEM;SG	N
différence	區別	différence	區別	N;FEM;SG	N
différence	差別	différence	差別	N;FEM;SG	N
différence	差異	différence	差異	N;FEM;SG	N
bateau	船	bateau	船	N;MASC;SG	N
bateau	船隻	bateau	船隻	N;MASC;SG	N
bateau	艇	bateau	艇	N;MASC;SG	N
enregistré	註冊	enregistrer	註冊	V;MASC;SG;PST;V.PTCP	V
diocèse	教區	diocèse	教區	N;MASC;SG	N
identité	身分	identité	身分	N;FEM;SG	N
identité	身份	identité	身份	N;FEM;SG	N
variation	差異	variation	差異	N;FEM;SG	N
variation	變異	variation	變異	N;FEM;SG	N
romans	小說	roman	小說	N;MASC;PL	N
rejoindre	加入	rejoindre	加入	V;NFIN	V
collecte	募款	collecte	募款	N;FEM;SG	N
collecte	收藏	collecte	收藏	N;FEM;SG	N
transports	運輸	transport	運輸	N;MASC;PL	N
transports	交通	transport	交通	N;MASC;PL	N
transports	運輸	transport	運輸	N;MASC;PL	N
transports	交通	transport	交通	N;MASC;PL	N
juge	法官	juge	法官	N;MASC;SG	N
complexe	複雜	complexe	複雜	ADJ;MASC;SG	ADJ
concept	構想	concept	構想	N;MASC;SG	N
concept	概念	concept	概念	N;MASC;SG	N
concept	理念	concept	理念	N;MASC;SG	N
vis	螺絲	vis	螺絲	N;MASC;SG	N
concert	音樂	concert	音樂	N;MASC;SG	N
lois	法律	loi	法律	N;FEM;PL	N
douze	十二	douze	十二	NUM	NUM
massif	固體	massif	固體	N;MASC;SG	N
massif	固態	massif	固態	N;MASC;SG	N
massif	實心	massif	實心	N;MASC;SG	N
massif	扎實	massif	扎實	N;MASC;SG	N
massif	堅固	massif	堅固	N;MASC;SG	N
athlétisme	田徑	athlétisme	田徑	N;MASC;SG	N
culte	邪教	culte	邪教	N;MASC;SG	N
culte	禮拜	culte	禮拜	N;MASC;SG	N
