και	e	και	e	CONJ	CONJ
δικαιοσύνης	xuíza	δικαιοσύνη	xuízar	N;GEN;FEM;SG	N
φυσικός	natural	φυσικός	natural	ADJ;NOM;MASC;SG	ADJ
φυσικός	normal	φυσικός	normal	ADJ;NOM;MASC;SG	ADJ
φυσικός	naturais	φυσικός	natural	ADJ;NOM;MASC;SG	ADJ
φυσικός	físico	φυσικός	físico	ADJ;NOM;MASC;SG	ADJ
σωματεία	sindicatos	σωματείο	sindicato	N;NOM;NEUT;PL	N
ημερολόγιο	diario	ημερολόγιο	diario	N;NOM;NEUT;SG	N
ημερολόγιο	revista	ημερολόγιο	revista	N;NOM;NEUT;SG	N
βασικές	básica	βασικός	básico	ADJ;NOM;FEM;PL	ADJ
βασικές	básicos	βασικός	básico	ADJ;NOM;FEM;PL	ADJ
βασικές	básico	βασικός	básico	ADJ;NOM;FEM;PL	ADJ
βασικές	básicas	βασικός	básico	ADJ;NOM;FEM;PL	ADJ
στυλ	estilo	στυλ	estilo	N;NOM;NEUT;SG	N
ήλιο	helio	ήλιο	helio	N;ACC;MASC;SG	N
βοήθησε	axudou	βοηθώ	axudar	V;PFV;IND;SG;3;PST;FIN;ACT	V
βοήθησε	axudaron	βοηθώ	axudar	V;PFV;IND;SG;3;PST;FIN;ACT	V
κρατών	estados	κράτος	estado	N;GEN;NEUT;PL	N
γράφτηκε	escrita	γράφτω	escribir	V;PFV;IND;SG;3;PST;FIN;PASS	V
βοηθός	axudante	βοηθός	axudante	N;NOM;MASC;SG	N
βοηθός	axudante	βοηθός	axudante	N;NOM;MASC;SG	N
αναζήτηση	procura	αναζήτηση	procura	N;NOM;FEM;SG	N
βιομηχανία	industria	βιομηχανία	industria	N;NOM;FEM;SG	N
καλλιτεχνικό	artístico	καλλιτεχνικός	artístico	ADJ;NOM;NEUT;SG	ADJ
τεύχος	tema	τεύχος	tema	N;NOM;NEUT;SG	N
τεύχος	problema	τεύχος	problema	N;NOM;NEUT;SG	N
επιστρέφει	volve	επιστρέφω	volver	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
κοιλάδα	val	κοιλάδα	val	N;ACC;FEM;SG	N
προϊόν	produto	προϊόν	produto	N;NOM;NEUT;SG	N
εμπειρία	experiencia	εμπειρία	experiencia	N;ACC;FEM;SG	N
σκηνές	escenas	σκηνός	escena	N;NOM;FEM;PL	N
σκηνές	tendas	σκηνός	tenda	N;NOM;FEM;PL	N
χρυσός	ouro	χρυσός	ouro	N;NOM;MASC;SG	N
χρυσός	ouro	χρυσός	ouro	N;NOM;MASC;SG	N
φίλος	amigo	φίλος	amigo	N;NOM;MASC;SG	N
φίλος	amiga	φίλος	amigar	N;NOM;MASC;SG	N
επιστήμονες	sociólogos	επιστήμονας	sociólogo	N;NOM;MASC;PL	N
περιφέρειες	rexións	περιφέρεια	rexión	N;NOM;FEM;PL	N
δικηγόρος	avogado	δικηγόρος	avogado	N;NOM;MASC;SG	N
δικηγόρος	avogado	δικηγόρος	avogado	N;NOM;MASC;SG	N
πρίγκιπας	príncipe	πρίγκιπας	príncipe	N;NOM;MASC;SG	N
έφυγε	marchou	φεύγω	marchar	V;PFV;IND;SG;3;PST;FIN;ACT	V
οδηγός	condutor	οδηγός	condutor	N;NOM;MASC;SG	N
οδηγός	permiso	οδηγός	permiso	N;NOM;MASC;SG	N
οδηγός	guía	οδηγός	guía	N;NOM;MASC;SG	N
δρόμος	rúa	δρόμος	rúa	N;NOM;MASC;SG	N
δρόμος	estrada	δρόμος	estrada	N;NOM;MASC;SG	N
δρόμος	camiño	δρόμος	camiño	N;NOM;MASC;SG	N
τελικός	derradeira	τελικός	derradeiro	ADJ;NOM;MASC;SG	ADJ
τελικός	último	τελικός	último	ADJ;NOM;MASC;SG	ADJ
τελικός	definitivo	τελικός	definitivo	ADJ;NOM;MASC;SG	ADJ
συνέβη	pasou	συμβαίνω	pasar	V;PFV;IND;SG;3;PST;FIN;ACT	V
συνέβη	ocorreu	συμβαίνω	ocorrer	V;PFV;IND;SG;3;PST;FIN;ACT	V
συνέβη	aconteceu	συμβαίνω	acontecer	V;PFV;IND;SG;3;PST;FIN;ACT	V
συνέβη	sucedeu	συμβαίνω	suceder	V;PFV;IND;SG;3;PST;FIN;ACT	V
πίστη	fe	πίστα	fe	N;NOM;FEM;SG	N
πίστη	lealdade	πίστα	lealdade	N;NOM;FEM;SG	N
προέλευση	orixe	προέλευση	orixe	N;ACC;FEM;SG	N
ισχυρή	poderosa	ισχυρός	poder	ADJ;NOM;FEM;SG	ADJ
ισχυρή	poderosos	ισχυρός	poderoso	ADJ;NOM;FEM;SG	ADJ
ισχυρή	poderoso	ισχυρός	poderoso	ADJ;NOM;FEM;SG	ADJ
διαχείριση	facelo	διαχείριση	facelo	N;NOM;FEM;SG	N
διαχείριση	xestión	διαχείριση	xestión	N;NOM;FEM;SG	N
διαχείριση	dirección	διαχείριση	dirección	N;NOM;FEM;SG	N
σταδιοδρομία	carreira	σταδιοδρομία	carreira	N;NOM;FEM;SG	N
πιθανό	probable	πιθανός	probable	ADJ;NOM;NEUT;SG	ADJ
πιθανό	posible	πιθανός	posible	ADJ;NOM;NEUT;SG	ADJ
πιθανό	posíbel	πιθανός	posíbel	ADJ;NOM;NEUT;SG	ADJ
αίμα	sangue	αίμα	sangue	N;NOM;NEUT;SG	N
ιστορικές	históricos	ιστορικός	histórico	ADJ;NOM;FEM;PL	ADJ
ιστορικές	histórico	ιστορικός	histórico	ADJ;NOM;FEM;PL	ADJ
ιστορικές	histórica	ιστορικός	histórico	ADJ;NOM;FEM;PL	ADJ
βελτίωση	vexas	βελτίωση	vexa	N;ACC;FEM;SG	N
διάμετρος	diámetro	διάμετρος	diámetro	N;GEN;FEM;SG	N
κτήριο	edificio	κτήριο	edificio	N;NOM;NEUT;SG	N
κτήριο	construción	κτήριο	construción	N;NOM;NEUT;SG	N
αστυνομία	policía	αστυνομία	policía	N;NOM;FEM;SG	N
επιμέλεια	custodia	επιμέλεια	custodia	N;NOM;FEM;SG	N
πτήση	voo	πτήση	voo	N;NOM;FEM;SG	N
καρκίνο	cancro	καρκίνος	cancro	N;ACC;MASC;SG	N
απευθείας	directamente	απευθείας	directamente	ADV	ADV
πρίγκιπα	príncipe	πρίγκιπας	príncipe	N;ACC;MASC;SG	N
φυλή	clans	φυλή	clan	N;NOM;FEM;SG	N
φυλή	carreira	φυλή	carreira	N;NOM;FEM;SG	N
φυλή	raza	φυλή	raza	N;NOM;FEM;SG	N
χαρακτήρας	carácter	χαρακτήρας	carácter	N;NOM;MASC;SG	N
κόστος	custo	κόστος	custo	N;NOM;NEUT;SG	N
κόστος	costa	κόστος	costa	N;NOM;NEUT;SG	N
κόστος	custos	κόστος	custo	N;NOM;NEUT;SG	N
τύποι	tipos	τύπος	tipo	N;NOM;MASC;PL	N
σύζυγο	marido	σύζυγος	marido	N;ACC;FEM;SG	N
σύζυγο	home	σύζυγος	home	N;ACC;FEM;SG	N
σύζυγο	muller	σύζυγος	muller	N;ACC;FEM;SG	N
σύζυγο	esposa	σύζυγος	esposa	N;ACC;FEM;SG	N
σύζυγο	dona	σύζυγος	don	N;ACC;FEM;SG	N
δημοκρατικό	democrático	δημοκρατικός	democrático	ADJ;NOM;NEUT;SG	ADJ
δυνατή	forte	δυνατός	forte	ADJ;NOM;FEM;SG	ADJ
δυνατή	fortes	δυνατός	forte	ADJ;NOM;FEM;SG	ADJ
μέτρο	medida	μέτρο	medida	N;NOM;NEUT;SG	N
κλασική	clásico	κλασικός	clásico	ADJ;NOM;FEM;SG	ADJ
πιάνο	piano	πιάνος	piano	N;NOM;NEUT;SG	N
απώλεια	perda	απώλεια	perda	N;ACC;FEM;SG	N
υπέστη	sufriron	υφίσταμαι	sufrir	V;PFV;IND;SG;3;PST;FIN;PASS	V
υπέστη	sofre	υφίσταμαι	sofrer	V;PFV;IND;SG;3;PST;FIN;PASS	V
υπέστη	sufrín	υφίσταμαι	sufrín	V;PFV;IND;SG;3;PST;FIN;PASS	V
πραγματική	real	πραγματικός	real	ADJ;NOM;FEM;SG	ADJ
ψήφους	votos	ψήφος	voto	N;NOM;FEM;PL	N
αποστολές	misións	αποστολή	misión	N;NOM;FEM;PL	N
κυριακή	domingo	κυριακή	domingo	N;ACC;FEM;SG	N
κυριακή	domingos	κυριακή	domingo	N;ACC;FEM;SG	N
κυριακή	dominical	κυριακή	dominical	N;ACC;FEM;SG	N
βουνό	montaña	βουνό	montaña	N;NOM;NEUT;SG	N
ανθρώπινη	humanos	ανθρώπινος	humano	ADJ;NOM;FEM;SG	ADJ
ανθρώπινη	humana	ανθρώπινος	humano	ADJ;NOM;FEM;SG	ADJ
ανθρώπινη	humano	ανθρώπινος	humano	ADJ;NOM;FEM;SG	ADJ
σωστά	ben	σωστά	ben	ADV	ADV
άνοιξε	abertos	ανοίγω	aberto	V;PFV;IND;SG;3;PST;FIN;ACT	V
άνοιξε	abrir	ανοίγω	abrir	V;PFV;IND;SG;3;PST;FIN;ACT	V
άνοιξε	aberto	ανοίγω	abrir	V;PFV;IND;SG;3;PST;FIN;ACT	V
άνοιξε	abre	ανοίγω	abre	V;PFV;IND;SG;3;PST;FIN;ACT	V
άνοιξε	abra	ανοίγω	abra	V;PFV;IND;SG;3;PST;FIN;ACT	V
τρόπους	formas	τρόπος	forma	N;ACC;MASC;PL	N
τρόπους	xeitos	τρόπος	xeito	N;ACC;MASC;PL	N
τρόπους	xeito	τρόπος	xeito	N;ACC;MASC;PL	N
τρόπους	maneiras	τρόπος	maneira	N;ACC;MASC;PL	N
τρόπους	forma	τρόπος	forma	N;ACC;MASC;PL	N
συμπτώματα	síntomas	σύμπτωμα	síntoma	N;NOM;NEUT;PL	N
συμπτώματα	síntoma	σύμπτωμα	síntoma	N;NOM;NEUT;PL	N
προσωρινά	temporalmente	προσωρινά	témporal	ADV	ADV
κερδίζει	gaña	κερδίζω	gaña	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
υδρογόνου	hidróxeno	υδρογόνος	hidróxeno	N;GEN;NEUT;SG	N
άγνωστο	descoñecida	άγνωστος	descoñecido	ADJ;NOM;NEUT;SG	ADJ
εντούτοις	porén	εντούτοις	porén	ADV	ADV
εντούτοις	aínda	εντούτοις	aínda	ADV	ADV
κύτταρα	células	κύτταρα	célula	N;NOM;NEUT;PL	N
συνέντευξη	entrevista	συνέντευξη	entrevista	N;ACC;FEM;SG	N
συνέντευξη	entrevisto	συνέντευξη	entrevisto	N;ACC;FEM;SG	N
συνάντηση	xunta	συνάντηση	xunta	N;ACC;FEM;SG	N
συνάντηση	reunión	συνάντηση	reunión	N;ACC;FEM;SG	N
συνάντηση	encontro	συνάντηση	encontro	N;ACC;FEM;SG	N
συνάντηση	cita	συνάντηση	cita	N;ACC;FEM;SG	N
μετακόμισε	mudouse	μετακομίζω	mudouse	V;PFV;IND;SG;3;PST;FIN;ACT	V
αντ	vez	αντ	vez	N	N
αντ	lugar	αντ	lugar	N	N
ανακάλυψε	descubrimos	ανακαλύπτω	descubrir	V;PFV;IND;SG;3;PST;FIN;ACT	V
ανακάλυψε	descuberto	ανακαλύπτω	descuberto	V;PFV;IND;SG;3;PST;FIN;ACT	V
ανακάλυψε	descubriu	ανακαλύπτω	descubriu	V;PFV;IND;SG;3;PST;FIN;ACT	V
ανακάλυψε	descubrín	ανακαλύπτω	descubrín	V;PFV;IND;SG;3;PST;FIN;ACT	V
λογισμικό	software	λογισμικός	software	N;NOM;NEUT;SG	N
ενέργειες	accións	ενέργεια	acción	N;NOM;FEM;PL	N
σωματείο	unión	σωματείο	unión	N;NOM;NEUT;SG	N
σωματείο	sindicato	σωματείο	sindicato	N;NOM;NEUT;SG	N
σωματείο	sindicalista	σωματείο	sindicalista	N;NOM;NEUT;SG	N
σωματείο	sindical	σωματείο	sindical	N;NOM;NEUT;SG	N
παρόν	agasallo	παρόν	agasallo	N;NOM;NEUT;SG	N
ιησού	xesucristo	ιησός	xesucristo	N;VOC;MASC;SG	N
ιησού	xesús	ιησός	xesús	N;VOC;MASC;SG	N
ιησού	cristo	ιησός	cristo	N;VOC;MASC;SG	N
ιησού	hostia	ιησός	hostia	N;VOC;MASC;SG	N
ιησού	dios	ιησός	dio	N;VOC;MASC;SG	N
ιησού	deus	ιησός	daus	N;VOC;MASC;SG	N
πρακτικά	practicamente	πρακτικά	practicamente	ADV	ADV
σημαντικός	importante	σημαντικός	importante	ADJ;NOM;MASC;SG	ADJ
σημαντικός	importantes	σημαντικός	importante	ADJ;NOM;MASC;SG	ADJ
ενεργό	activa	ενεργός	activo	N;NOM;NEUT;SG	N
ενεργό	activo	ενεργός	activo	N;NOM;NEUT;SG	N
ενεργό	activos	ενεργός	activo	N;NOM;NEUT;SG	N
ενεργό	militante	ενεργός	militante	N;NOM;NEUT;SG	N
προβολή	proxección	προβολή	proxección	N;NOM;FEM;SG	N
προβολή	vista	προβολή	vista	N;NOM;FEM;SG	N
προβολή	opinión	προβολή	opinión	N;NOM;FEM;SG	N
προβολή	punto	προβολή	punto	N;NOM;FEM;SG	N
προβολή	visión	προβολή	visión	N;NOM;FEM;SG	N
ρυθμό	ritmo	ρυθμός	ritmo	N;ACC;MASC;SG	N
συνελήφθη	arrestados	συνελήφος	arrestar	V;PFV;IND;SG;3;PST;FIN;PASS	V
συνελήφθη	arrestaron	συνελήφος	arrestar	V;PFV;IND;SG;3;PST;FIN;PASS	V
συνελήφθη	deteñan	συνελήφος	deter	V;PFV;IND;SG;3;PST;FIN;PASS	V
καλλιτέχνης	artista	καλλιτέχνος	artista	N;NOM;MASC;SG	N
καλλιτέχνης	artistas	καλλιτέχνος	artista	N;NOM;MASC;SG	N
στήλη	columna	στήλλω	columna	N;ACC;FEM;SG	N
στήλη	retagarda	στήλλω	retagarda	N;ACC;FEM;SG	N
νόμισμα	moeda	νόμισμα	moeda	N;NOM;NEUT;SG	N
νόμισμα	moeda	νόμισμα	moeda	N;NOM;NEUT;SG	N
αξιωματικός	oficial	αξιωματικός	oficial	ADJ;NOM;MASC;SG	ADJ
δημιουργώντας	crear	δημιουργώ	crear	V;IPFV;V.CVB;ACT	V
δημιουργώντας	creando	δημιουργώ	crear	V;IPFV;V.CVB;ACT	V
στόλου	negro	στόλος	negro	N;GEN;MASC;SG	N
στόλου	frota	στόλος	frota	N;GEN;MASC;SG	N
καταστράφηκε	destruídos	καταστρέφω	destruír	V;PFV;IND;SG;3;PST;FIN;PASS	V
καταστράφηκε	destruíron	καταστρέφω	destruír	V;PFV;IND;SG;3;PST;FIN;PASS	V
καταστράφηκε	destruído	καταστρέφω	destruír	V;PFV;IND;SG;3;PST;FIN;PASS	V
καταστράφηκε	destruír	καταστρέφω	destruír	V;PFV;IND;SG;3;PST;FIN;PASS	V
καθηγητή	mestre	καθηγητής	mestre	N;ACC;MASC;SG	N
καθηγητή	profesor	καθηγητής	profesor	N;ACC;MASC;SG	N
καρδιά	corazón	καρδιός	corazón	N;NOM;FEM;SG	N
καρδιά	cardíacas	καρδιός	cardíaco	N;NOM;FEM;SG	N
καρδιά	cardíaca	καρδιός	cardíaco	N;NOM;FEM;SG	N
στάδια	fases	στάδιο	fase	N;NOM;NEUT;PL	N
στάδια	pasos	στάδιο	paso	N;NOM;NEUT;PL	N
ολοκλήρωση	total	ολοκλήρωση	total	N;ACC;FEM;SG	N
έδειξε	mostrou	δείχνω	mostrar	V;PFV;IND;SG;3;PST;FIN;ACT	V
έδειξε	demostramos	δείχνω	demostrar	V;PFV;IND;SG;3;PST;FIN;ACT	V
ανεξάρτητη	independente	ανεξάρτητος	independente	ADJ;NOM;FEM;SG	ADJ
εργαστήριο	laboratorio	εργαστήριο	laboratorio	N;NOM;NEUT;SG	N
εργαστήριο	laboratorio	εργαστήριο	laboratorio	N;NOM;NEUT;SG	N
αντικατέστησε	substituída	αντικαθιστώ	substituír	V;PFV;IND;SG;3;PST;FIN;ACT	V
αντικατέστησε	substituír	αντικαθιστώ	substituír	V;PFV;IND;SG;3;PST;FIN;ACT	V
δείγμα	mostra	δείγμα	mostra	N;NOM;NEUT;SG	N
δημιουργήθηκαν	creamos	δημιουργώ	crear	V;PFV;IND;PL;3;PST;FIN;PASS	V
δημιουργήθηκαν	creou	δημιουργώ	crear	V;PFV;IND;PL;3;PST;FIN;PASS	V
δημιουργήθηκαν	creado	δημιουργώ	crear	V;PFV;IND;PL;3;PST;FIN;PASS	V
δημιουργήθηκαν	creei	δημιουργώ	crear	V;PFV;IND;PL;3;PST;FIN;PASS	V
δημιουργήθηκαν	creados	δημιουργώ	crear	V;PFV;IND;PL;3;PST;FIN;PASS	V
πληροφορία	información	πληροφορία	información	N;ACC;FEM;SG	N
ονομασίες	nomes	ονομασία	nome	N;NOM;FEM;PL	N
ονομασίες	nome	ονομασία	nome	N;NOM;FEM;PL	N
παραμονή	aninovo	παραμονή	aninovo	N;ACC;FEM;SG	N
παραμονή	data	παραμονή	data	N;ACC;FEM;SG	N
παραμονή	véspera	παραμονή	véspera	N;ACC;FEM;SG	N
μεγάλωσε	criados	μεγάλω	criar	V;PFV;IND;SG;3;PST;FIN;ACT	V
μεγάλωσε	criamos	μεγάλω	criar	V;PFV;IND;SG;3;PST;FIN;ACT	V
ακρίβεια	precisión	ακρίβεια	precisión	N;ACC;FEM;SG	N
υγεία	saúde	υγεία	saúde	N;NOM;FEM;SG	N
πολέμους	guerras	πόλεμος	guerra	N;ACC;MASC;PL	N
πολέμους	guerra	πόλεμος	guerra	N;ACC;MASC;PL	N
σταθμοί	comisarías	σταθμός	comisarías	N;NOM;MASC;PL	N
σταθμοί	postos	σταθμός	posto	N;NOM;MASC;PL	N
σταμάτησε	parei	σταματώ	parei	V;PFV;IND;SG;3;PST;FIN;ACT	V
σταμάτησε	parou	σταματώ	parar	V;PFV;IND;SG;3;PST;FIN;ACT	V
σταμάτησε	detívose	σταματώ	detívose	V;PFV;IND;SG;3;PST;FIN;ACT	V
σταμάτησε	paramos	σταματώ	parar	V;PFV;IND;SG;3;PST;FIN;ACT	V
προηγούμενο	anteriores	προηγούμενος	anterior	ADJ;NOM;NEUT;SG	ADJ
μέσος	media	μέσος	media	N;NOM;MASC;SG	N
μέσος	medio	μέσος	medio	N;NOM;MASC;SG	N
μέσος	mediocre	μέσος	mediocre	N;NOM;MASC;SG	N
επάγγελμα	profesión	επάγγελμα	profesión	N;NOM;NEUT;SG	N
επάγγελμα	ocupación	επάγγελμα	ocupación	N;NOM;NEUT;SG	N
αριθμοί	figuras	αριθμός	figura	N;NOM;MASC;PL	N
αριθμοί	números	αριθμός	número	N;NOM;MASC;PL	N
αριθμοί	das	αριθμός	das	N;NOM;MASC;PL	N
αριθμοί	número	αριθμός	número	N;NOM;MASC;PL	N
εμπορίου	comercio	εμπόριο	comercio	N;GEN;NEUT;SG	N
εμπορίου	comercio	εμπόριο	comercio	N;GEN;NEUT;SG	N
εμπορίου	oficio	εμπόριο	oficio	N;GEN;NEUT;SG	N
απαιτεί	require	απαιτώ	requirir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
έληξε	rematamos	λήγω	rematar	V;PFV;IND;SG;3;PST;FIN;ACT	V
έληξε	rematou	λήγω	rematar	V;PFV;IND;SG;3;PST;FIN;ACT	V
έληξε	acabou	λήγω	acabar	V;PFV;IND;SG;3;PST;FIN;ACT	V
γάμος	casamento	γάμος	casamento	N;NOM;MASC;SG	N
γάμος	matrimonio	γάμος	matrimonio	N;NOM;MASC;SG	N
γάμος	voda	γάμος	vodo	N;NOM;MASC;SG	N
γάμος	matrimonio	γάμος	matrimonio	N;NOM;MASC;SG	N
γάμος	noiva	γάμος	noiva	N;NOM;MASC;SG	N
μηχανή	máquina	μηχανή	máquina	N;NOM;FEM;SG	N
μηχανή	lavadora	μηχανή	lavador	N;NOM;FEM;SG	N
μηχανή	maquinaria	μηχανή	maquinaria	N;NOM;FEM;SG	N
μηχανή	metralladoras	μηχανή	metrallador	N;NOM;FEM;SG	N
μηχανή	máquina	μηχανή	máquina	N;NOM;FEM;SG	N
μηχανή	motor	μηχανή	motor	N;NOM;FEM;SG	N
ειδικές	específicas	ειδικός	específico	ADJ;NOM;FEM;PL	ADJ
ειδικές	específica	ειδικός	específico	ADJ;NOM;FEM;PL	ADJ
ειδικές	específico	ειδικός	específico	ADJ;NOM;FEM;PL	ADJ
ειδικές	concreto	ειδικός	concreto	ADJ;NOM;FEM;PL	ADJ
ειδικές	específicos	ειδικός	específico	ADJ;NOM;FEM;PL	ADJ
εγχώρια	caseira	εγχώριο	caseira	N;NOM;NEUT;PL	N
ισπανική	español	ισπανικός	español	ADJ;NOM;FEM;SG	ADJ
ισπανική	española	ισπανικός	español	ADJ;NOM;FEM;SG	ADJ
λεπτομέρειες	detalles	λεπτομέρεια	detalle	N;NOM;FEM;PL	N
λεπτομέρειες	crédito	λεπτομέρεια	crédito	N;NOM;FEM;PL	N
λεπτομέρειες	detalles	λεπτομέρεια	detalle	N;NOM;FEM;PL	N
όψη	vista	όψο	vista	N;NOM;FEM;SG	N
όψη	opinión	όψο	opinión	N;NOM;FEM;SG	N
όψη	punto	όψο	punto	N;NOM;FEM;SG	N
όψη	visión	όψο	visión	N;NOM;FEM;SG	N
εργαλεία	ferramentas	εργαλείο	ferramenta	N;NOM;NEUT;PL	N
ευθύνη	responsabilidade	ευθύνη	responsabilidade	N;ACC;FEM;SG	N
εργάζεται	funciona	εργάζομαι	funcionar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
εργάζεται	traballa	εργάζομαι	traballar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
δίδαξε	ensinar	διδάζω	ensinar	V;PFV;IND;SG;3;PST;FIN;ACT	V
δίδαξε	ensinarche	διδάζω	ensinarche	V;PFV;IND;SG;3;PST;FIN;ACT	V
δίδαξε	ensinou	διδάζω	ensinar	V;PFV;IND;SG;3;PST;FIN;ACT	V
κανονικά	normalmente	κανονικά	normal	ADV	ADV
νικητές	gañadores	νικητής	gañador	N;NOM;MASC;PL	N
φοιτητές	estudantes	φοιτητής	estudantes	N;NOM;MASC;PL	N
φοιτητές	alumnos	φοιτητής	alumno	N;NOM;MASC;PL	N
οδηγήσει	conducir	οδηγώ	conducir	V;PFV;NFIN;ACT	V
οδηγήσει	levar	οδηγώ	levar	V;PFV;NFIN;ACT	V
αποφάσεις	decisións	απόφαση	decisión	N;NOM;FEM;PL	N
αποφάσεις	xuízos	απόφαση	xuízo	N;NOM;FEM;PL	N
κύκλου	ciclo	κύκλος	ciclo	N;GEN;MASC;SG	N
εγκατάσταση	aparello	εγκατάσταση	aparello	N;NOM;FEM;SG	N
εγκατάσταση	instalación	εγκατάσταση	instalación	N;NOM;FEM;SG	N
εγκατάσταση	instalacións	εγκατάσταση	instalación	N;NOM;FEM;SG	N
νόημα	significado	νόημα	significado	N;NOM;NEUT;SG	N
νόημα	sentido	νόημα	sentido	N;NOM;NEUT;SG	N
ψηφοφορία	voto	ψηφοφορία	voto	N;NOM;FEM;SG	N
ψηφοφορία	votos	ψηφοφορία	voto	N;NOM;FEM;SG	N
ψηφοφορία	votación	ψηφοφορία	votación	N;NOM;FEM;SG	N
βρετανός	británico	βρετανός	británico	ADJ;NOM;MASC;SG	ADJ
βρετανός	británica	βρετανός	británico	ADJ;NOM;MASC;SG	ADJ
βρετανός	británicos	βρετανός	británico	ADJ;NOM;MASC;SG	ADJ
βρετανός	británicas	βρετανός	británico	ADJ;NOM;MASC;SG	ADJ
βρετανός	inglesa	βρετανός	inglesa	ADJ;NOM;MASC;SG	ADJ
ατμόσφαιρα	atmosfera	ατμόσφαιρα	atmosfera	N;NOM;FEM;SG	N
ατμόσφαιρα	ambiente	ατμόσφαιρα	ambiente	N;NOM;FEM;SG	N
τύπους	tipos	τύπος	tipo	N;ACC;MASC;PL	N
άμυνα	defensa	άμυνα	defensa	N;NOM;FEM;SG	N
άμυνα	defensa	άμυνα	defensa	N;NOM;FEM;SG	N
σχετικό	relevante	σχετικός	relevante	ADJ;NOM;NEUT;SG	ADJ
σχετικό	relevantes	σχετικός	relevante	ADJ;NOM;NEUT;SG	ADJ
βράδυ	tarde	βράδυ	tarde	N;ACC;NEUT;SG	N
βράδυ	noite	βράδυ	noite	N;ACC;NEUT;SG	N
βράδυ	noites	βράδυ	noite	N;ACC;NEUT;SG	N
βράδυ	tardes	βράδυ	tarde	N;ACC;NEUT;SG	N
ποσό	cantidade	ποσό	cantidade	N;NOM;NEUT;SG	N
παντρεμένος	casou	παντρεμένος	casar	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V
παντρεμένος	casar	παντρεμένος	casar	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V
παντρεμένος	casado	παντρεμένος	casado	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V
μεθόδους	métodos	μέθοδος	método	N;NOM;FEM;PL	N
τελετή	cerimonia	τελετός	cerimonia	N;ACC;FEM;SG	N
κόμης	conta	κόμη	conta	N;NOM;MASC;SG	N
συγκέντρωση	concentración	συγκέντρωση	concentración	N;ACC;FEM;SG	N
συγκέντρωση	reunión	συγκέντρωση	reunión	N;ACC;FEM;SG	N
