los	os	él	o	PRO;ACC;MASC;PL;3	PRO;ACC;MASC;PL;3
voto	voto	voto	voto	N;MASC;SG	N;MASC;SG
nicolás	nicolas	nicolás	nicola	N;MASC;SG	N;MASC;SG
nicolás	nicolás	nicolás	nicolás	N;MASC;SG	N;MASC;SG
nicolás	nicolás	nicolás	nicolás	N;MASC;SG	N;MASC;SG
nicolás	nicolás	nicolás	nicolás	N;MASC;SG	N;MASC;SG
nicolás	nicolau	nicolás	nicolar	N;MASC;SG	N;MASC;SG
arquitecto	arquitecto	arquitecto	arquitecto	N;MASC;SG	N;MASC;SG
arquitecto	arquiteto	arquitecto	arquiteto	N;MASC;SG	N;MASC;SG
arquitecto	arquiteta	arquitecto	arquiteta	N;MASC;SG	N;FEM;SG
convierte	converte	convertir	convertar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
solar	solar	solar	solar	N;MASC;SG	N;MASC;SG
perdió	perdido	perder	perder	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
perdió	perdida	perder	perder	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
perdió	perdeu	perder	perder	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
playa	praia	playa	praia	N;FEM;SG	N;FEM;SG
playa	playa	playa	playa	N;FEM;SG	N;FEM;SG
playa	praia	playa	praia	N;FEM;SG	N;FEM;SG
rango	cordilheira	rango	cordilheira	N;MASC;SG	N;FEM;SG
rango	alcance	rango	alcance	N;MASC;SG	N;MASC;SG
rango	intervalo	rango	intervalo	N;MASC;SG	N;MASC;SG
rango	gama	rango	gama	N;MASC;SG	N;FEM;SG
rango	patente	rango	patente	N;MASC;SG	N;FEM;SG
rango	rank	rango	rank	N;MASC;SG	N;MASC;SG
rango	posto	rango	posto	N;MASC;SG	N;MASC;SG
cantantes	cantoras	cantante	cantora	N;PL	N;FEM;PL
cantantes	cantores	cantante	cantor	N;PL	N;MASC;PL
arriba	acima	arriba	acima	ADV	ADV
conseguir	apanha	conseguir	apanhar	V;NFIN	V;IND;SG;3;PRS;FIN
conseguir	obtenha	conseguir	obter	V;NFIN	V;SBJV;SG;3;PRS;FIN
conseguir	receba	conseguir	receber	V;NFIN	V;SBJV;SG;3;PRS;FIN
conseguir	obter	conseguir	obter	V;NFIN	V;NFIN
femenino	feminino	femenino	feminino	ADJ;MASC;SG	ADJ;MASC;SG
femenino	feminino	femenino	feminino	ADJ;MASC;SG	ADJ;MASC;SG
regresó	retornado	regresar	retornar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
regresó	retornou	regresar	retornar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
regresó	regressou	regresar	regressar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
regresó	voltou	regresar	voltar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
regresó	devolvido	regresar	devolver	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
instalaciones	instalações	instalación	instalação	N;FEM;PL	N;FEM;PL
instalaciones	facilidades	instalación	facilidade	N;FEM;PL	N;FEM;PL
instalaciones	instalações	instalación	instalação	N;FEM;PL	N;FEM;PL
instalaciones	instalações	instalación	instalação	N;FEM;PL	N;FEM;PL
vive	viver	vivir	viver	V;IND;SG;3;PRS;FIN	V;NFIN
vive	mora	vivir	morar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
vive	vive	vivir	viver	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cosa	coisa	cosa	coisa	N;FEM;SG	N;FEM;SG
derrota	derrota	derrota	derrota	N;FEM;SG	N;FEM;SG
king	king	king	king	N	N;MASC;SG
king	rei	king	rei	N	N;MASC;SG
sola	sozinho	solo	sozinho	ADJ;FEM;SG	ADJ;MASC;SG
castellano	castelhano	castellano	castelhano	N;MASC;SG	N;MASC;SG
castellano	castellano	castellano	castellano	N;MASC;SG	N;MASC;SG
castellano	castelhano	castellano	castelhano	N;MASC;SG	N;MASC;SG
castellano	espanhola	castellano	espanhola	N;MASC;SG	N;FEM;SG
castellano	espanhol	castellano	espanhol	N;MASC;SG	N;MASC;SG
international	internacional	international	internacional	ADJ;SG	ADJ;MASC;SG
oriente	oriente	oriente	oriente	N;MASC;SG	N;MASC;SG
oriente	leste	oriente	leste	N;MASC;SG	N;MASC;SG
oriente	east	oriente	east	N;MASC;SG	N;MASC;SG
oriente	oriente	oriente	oriente	N;MASC;SG	N;MASC;SG
campeones	campeões	campeón	campeão	N;MASC;PL	N;MASC;PL
leyes	estatutos	ley	estatuto	N;FEM;PL	N;MASC;PL
leyes	leis	ley	lei	N;FEM;PL	N;FEM;PL
leyes	leis	ley	lei	N;FEM;PL	N;FEM;PL
estructuras	estruturas	estructura	estrutura	N;FEM;PL	N;FEM;PL
entrevista	entrevista	entrevista	entrevista	N;FEM;SG	N;FEM;SG
niveles	níveis	nivel	nível	N;MASC;PL	N;MASC;PL
arco	arc	arco	arc	N;MASC;SG	N;MASC;SG
arco	arco	arco	arco	N;MASC;SG	N;MASC;SG
arco	arco	arco	arco	N;MASC;SG	N;MASC;SG
arco	arc	arco	arc	N;MASC;SG	N;MASC;SG
arco	arch	arco	arch	N;MASC;SG	N;MASC;SG
arco	arco	arco	arco	N;MASC;SG	N;MASC;SG
arco	arco	arco	arco	N;MASC;SG	N;MASC;SG
arco	proa	arco	proa	N;MASC;SG	N;FEM;SG
arco	bow	arco	bow	N;MASC;SG	N;MASC;SG
ficción	ficção	ficción	ficção	N;FEM;SG	N;FEM;SG
ficción	fiction	ficción	fiction	N;FEM;SG	N;MASC;SG
socialista	socialista	socialista	socialista	N;SG	N;MASC;SG
administrativa	administrativo	administrativo	administrativo	ADJ;FEM;SG	ADJ;MASC;SG
difícil	manhoso	difícil	manhoso	ADJ;SG	ADJ;MASC;SG
difícil	duro	difícil	duro	ADJ;SG	ADJ;MASC;SG
difícil	difícil	difícil	difícil	ADJ;SG	ADJ;MASC;SG
difícil	dificil	difícil	dificil	ADJ;SG	ADJ;MASC;SG
difícil	difícil	difícil	difícil	ADJ;SG	ADJ;MASC;SG
one	one	one	one	N	N;MASC;SG
novelas	novelas	novela	novela	N;FEM;PL	N;FEM;PL
novelas	romances	novela	romance	N;FEM;PL	N;MASC;PL
conocidos	conhecidas	conocido	conhecido	ADJ;MASC;PL;V.PTCP	ADJ;FEM;PL
conocidos	conhecidos	conocido	conhecido	ADJ;MASC;PL;V.PTCP	ADJ;MASC;PL
conocidos	conhecidos	conocido	conhecido	ADJ;MASC;PL;V.PTCP	ADJ;MASC;PL
conocidos	conhecidos	conocido	conhecido	ADJ;MASC;PL;V.PTCP	ADJ;MASC;PL
discos	discotecas	disco	discoteca	N;MASC;PL	N;FEM;PL
discos	discos	disco	disco	N;MASC;PL	N;MASC;PL
discos	disquetes	disco	disquete	N;MASC;PL	N;MASC;PL
discos	registos	disco	registo	N;MASC;PL	N;MASC;PL
discos	registros	disco	registro	N;MASC;PL	N;MASC;PL
discos	discos	disco	disco	N;MASC;PL	N;MASC;PL
discos	discos	disco	disco	N;MASC;PL	N;MASC;PL
simple	simples	simple	simples	ADJ;SG	ADJ;MASC;SG
listas	listas	lista	lista	N;FEM;PL	N;FEM;PL
histórica	histórico	histórico	histórico	ADJ;FEM;SG	ADJ;MASC;SG
histórica	histórica	histórico	histórico	ADJ;FEM;SG	ADJ;FEM;SG
histórica	histórico	histórico	histórico	ADJ;FEM;SG	ADJ;MASC;SG
histórica	histórica	histórico	histórico	ADJ;FEM;SG	ADJ;FEM;SG
diputado	delegada	diputado	delegada	N;MASC;SG	N;FEM;SG
diputado	adjunto	diputado	adjunto	N;MASC;SG	N;MASC;SG
diputado	deputado	diputado	deputado	N;MASC;SG	N;MASC;SG
diputado	delegado	diputado	delegado	N;MASC;SG	N;MASC;SG
diputado	deputado	diputado	deputado	N;MASC;SG	N;MASC;SG
diputado	congressista	diputado	congressista	N;MASC;SG	N;MASC;SG
ideas	ideias	idea	ideia	N;FEM;PL	N;FEM;PL
ideas	idéias	idea	idéia	N;FEM;PL	N;FEM;PL
ojos	olhos	ojo	olho	N;MASC;PL	N;MASC;PL
continuó	continuado	continuar	continuar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
continuó	continuou	continuar	continuar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
músico	músico	músico	músico	N;MASC;SG	N;MASC;SG
números	numeros	número	numero	N;MASC;PL	N;MASC;PL
números	números	número	número	N;MASC;PL	N;MASC;PL
destino	destino	destino	destino	N;MASC;SG	N;MASC;SG
destino	destino	destino	destino	N;MASC;SG	N;MASC;SG
destino	destiny	destino	destiny	N;MASC;SG	N;MASC;SG
destino	destino	destino	destino	N;MASC;SG	N;MASC;SG
destino	fate	destino	fate	N;MASC;SG	N;MASC;SG
comarca	região	comarca	região	N;FEM;SG	N;FEM;SG
comarca	shire	comarca	shire	N;FEM;SG	N;MASC;SG
comarca	condado	comarca	condar	N;FEM;SG	N;MASC;SG
vasco	vasco	vasco	vasco	N;MASC;SG	N;MASC;SG
vasco	basco	vasco	basco	N;MASC;SG	N;MASC;SG
vasco	basca	vasco	basco	N;MASC;SG	N;MASC;SG
contacto	contacto	contacto	contacto	N;MASC;SG	N;MASC;SG
contacto	contato	contacto	contato	N;MASC;SG	N;MASC;SG
reforma	reforma	reforma	reforma	N;FEM;SG	N;FEM;SG
reforma	reforma	reforma	reforma	N;FEM;SG	N;FEM;SG
teniendo	levando	tener	levar	V;V.MSDR	V;V.MSDR
teniendo	tomando	tener	tomar	V;V.MSDR	V;V.MSDR
teniendo	ter	tener	ter	V;V.MSDR	V;NFIN
teniendo	tendo	tener	ter	V;V.MSDR	V;V.MSDR
carreras	runs	carrera	rum	N;FEM;PL	N;MASC;PL
carreras	raças	carrera	raça	N;FEM;PL	N;FEM;PL
carreras	corridas	carrera	corrida	N;FEM;PL	N;FEM;PL
carreras	corridas	carrera	corrida	N;FEM;PL	N;FEM;PL
carreras	carreiras	carrera	carreira	N;FEM;PL	N;FEM;PL
single	solteira	single	solteira	N;MASC;SG	N;FEM;SG
single	solteiro	single	solteiro	N;MASC;SG	N;MASC;SG
single	single	single	single	N;MASC;SG	N;MASC;SG
expedición	expedição	expedición	expedição	N;FEM;SG	N;FEM;SG
invierno	inverno	invierno	inverno	N;MASC;SG	N;MASC;SG
llegaron	chegaram	llegar	chegar	V;IND;PL;3;PST;FIN	V;IND;PL;3;FIN
nadie	ninguém	nadie	ninguém	PRO;SG	PRO;MASC;SG
diferente	diferente	diferente	diferente	ADJ;SG	ADJ;MASC;SG
barrios	bairros	barrio	bairro	N;MASC;PL	N;MASC;PL
barrios	barrios	barrio	barrio	N;MASC;PL	N;MASC;PL
barrios	bairros	barrio	bairro	N;MASC;PL	N;MASC;PL
barrios	vizinhanças	barrio	vizinhança	N;MASC;PL	N;FEM;PL
barrios	favelas	barrio	favela	N;MASC;PL	N;FEM;PL
barrios	bairros	barrio	bairro	N;MASC;PL	N;MASC;PL
barrios	distritos	barrio	distrito	N;MASC;PL	N;MASC;PL
cree	crê	creer	crer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cree	acredita	creer	acreditar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ofrece	oferece	ofrecer	oferecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
lanzó	lançado	lanzar	lançar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
lanzó	lançou	lanzar	lançar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
lanzó	lançada	lanzar	lançar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
relevancia	relevância	relevancia	relevância	N;FEM;SG	N;FEM;SG
relevancia	pertinência	relevancia	pertinência	N;FEM;SG	N;FEM;SG
ancho	largura	ancho	largura	N;MASC;SG	N;FEM;SG
ancho	gabarito	ancho	gabarito	N;MASC;SG	N;MASC;SG
ancho	bitola	ancho	bitola	N;MASC;SG	N;FEM;SG
ancho	wide	ancho	wide	N;MASC;SG	N;MASC;SG
grabación	gravação	grabación	gravação	N;FEM;SG	N;FEM;SG
esas	essas	ese	esse	PRO;FEM;PL	PRO;FEM;PL
boca	boquinha	boca	boquinha	N;FEM;SG	N;FEM;SG
boca	mouth	boca	mouth	N;FEM;SG	N;MASC;SG
boca	boca	boca	boca	N;FEM;SG	N;FEM;SG
boca	foz	boca	foz	N;FEM;SG	N;FEM;SG
boca	boca	boca	boca	N;FEM;SG	N;FEM;SG
panamá	panamá	panamá	panamá	N;MASC;SG	N;MASC;SG
completa	completa	completo	completo	ADJ;FEM;SG	ADJ;FEM;SG
negra	negro	negro	negro	ADJ;FEM;SG	ADJ;MASC;SG
dando	dar	dar	dar	V;V.MSDR	V;NFIN
dando	dando	dar	dar	V;V.MSDR	V;V.MSDR
variedad	variedade	variedad	variedade	N;FEM;SG	N;FEM;SG
variedad	variety	variedad	variety	N;FEM;SG	N;MASC;SG
dominio	domínio	dominio	domínio	N;MASC;SG	N;MASC;SG
dominio	dominio	dominio	dominio	N;MASC;SG	N;MASC;SG
dominio	dominação	dominio	dominação	N;MASC;SG	N;FEM;SG
dominio	dominação	dominio	dominação	N;MASC;SG	N;FEM;SG
trabajadores	trabalhadores	trabajador	trabalhador	N;MASC;PL	N;MASC;PL
trabajadores	operários	trabajador	operário	N;MASC;PL	N;MASC;PL
trabajadores	trabalhadoras	trabajador	trabalhador	N;MASC;PL	N;FEM;PL
star	estrela	star	estrela	N	N;FEM;SG
star	star	star	star	N	N;MASC;SG
star	estrelas	star	estrela	N	N;FEM;PL
valores	títulos	valor	título	N;MASC;PL	N;MASC;PL
valores	valores	valor	valor	N;MASC;PL	N;MASC;PL
mas	mais	mas	mais	ADV	ADV
movimientos	movimentos	movimiento	movimento	N;MASC;PL	N;MASC;PL
movimientos	movimentos	movimiento	movimento	N;MASC;PL	N;MASC;PL
movimientos	jogadas	movimiento	jogada	N;MASC;PL	N;FEM;PL
movimientos	movimentos	movimiento	movimento	N;MASC;PL	N;MASC;PL
océano	oceano	océano	oceano	N;MASC;SG	N;MASC;SG
promedio	média	promedio	média	N;MASC;SG	N;FEM;SG
promedio	média	promedio	média	N;MASC;SG	N;FEM;SG
árabe	árabe	árabe	árabe	N;SG	N;MASC;SG
árabe	árabe	árabe	árabe	N;SG	N;MASC;SG
aplicación	implementação	aplicación	implementação	N;FEM;SG	N;FEM;SG
aplicación	execução	aplicación	execução	N;FEM;SG	N;FEM;SG
aplicación	aplicativo	aplicación	aplicativo	N;FEM;SG	N;MASC;SG
aplicación	aplicação	aplicación	aplicação	N;FEM;SG	N;FEM;SG
aplicación	app	aplicación	app	N;FEM;SG	N;MASC;SG
aplicación	aplicativo	aplicación	aplicativo	N;FEM;SG	N;MASC;SG
aplicación	aplicação	aplicación	aplicação	N;FEM;SG	N;FEM;SG
ámbito	escopo	ámbito	escopo	N;MASC;SG	N;MASC;SG
ámbito	âmbito	ámbito	âmbito	N;MASC;SG	N;MASC;SG
refiere	remete	referir	remeter	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
famoso	famosa	famoso	famoso	ADJ;MASC;SG	ADJ;FEM;SG
famoso	famoso	famoso	famoso	ADJ;MASC;SG	ADJ;MASC;SG
interpretación	interpretação	interpretación	interpretação	N;FEM;SG	N;FEM;SG
interpretación	interpretação	interpretación	interpretação	N;FEM;SG	N;FEM;SG
competición	concurso	competición	concurso	N;FEM;SG	N;MASC;SG
competición	competição	competición	competição	N;FEM;SG	N;FEM;SG
competición	concorrência	competición	concorrência	N;FEM;SG	N;FEM;SG
terreno	land	terreno	land	N;MASC;SG	N;MASC;SG
terreno	terra	terreno	terra	N;MASC;SG	N;FEM;SG
terreno	terreno	terreno	terreno	N;MASC;SG	N;MASC;SG
terreno	ground	terreno	ground	N;MASC;SG	N;MASC;SG
terreno	terreno	terreno	terreno	N;MASC;SG	N;MASC;SG
respectivamente	respectivamente	respectivamente	respectivamente	ADV	ADV
respectivamente	respetivamente	respectivamente	respetivamente	ADV	ADV
entró	entrou	entrar	entrar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
similares	semelhantes	similar	semelhante	ADJ;PL	ADJ;MASC;PL
similares	semelhantes	similar	semelhante	ADJ;PL	ADJ;MASC;PL
construir	construir	construir	construir	V;NFIN	V;NFIN
construir	construir	construir	construir	V;NFIN	V;NFIN
construir	construa	construir	construo	V;NFIN	V;SBJV;SG;3;PRS;FIN
construir	constrói	construir	construir	V;NFIN	V;IND;SG;3;PRS;FIN
toledo	toledo	toledo	toledo	N;MASC;SG	N;MASC;SG
periódico	periódico	periódico	periódico	N;MASC;SG	N;MASC;SG
periódico	periódica	periódico	periódico	N;MASC;SG	N;FEM;SG
periódico	jornal	periódico	jornal	N;MASC;SG	N;MASC;SG
noticias	novidades	noticia	novidade	N;FEM;PL	N;FEM;PL
noticias	noticias	noticia	noticia	N;FEM;PL	N;FEM;PL
noticias	notícias	noticia	notícia	N;FEM;PL	N;FEM;PL
miss	menina	miss	menina	N;FEM;SG	N;FEM;SG
miss	saudade	miss	saudade	N;FEM;SG	N;FEM;SG
normalmente	geralmente	normalmente	geralmente	ADV	ADV
normalmente	normalmente	normalmente	normalmente	ADV	ADV
normalmente	habitualmente	normalmente	habitualmente	ADV	ADV
normalmente	usualmente	normalmente	usualmente	ADV	ADV
normalmente	normalmente	normalmente	normalmente	ADV	ADV
normalmente	tipicamente	normalmente	tipicamente	ADV	ADV
normalmente	normalmente	normalmente	normalmente	ADV	ADV
trayectoria	trajetória	trayectoria	trajetória	N;FEM;SG	N;FEM;SG
trayectoria	trajectória	trayectoria	trajectória	N;FEM;SG	N;FEM;SG
piloto	pilot	piloto	pilot	N;SG	N;MASC;SG
piloto	piloto	piloto	piloto	N;SG	N;MASC;SG
unió	unida	unir	unida	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
abogado	advogada	abogado	advogado	N;MASC;SG	N;FEM;SG
abogado	advogado	abogado	advogado	N;MASC;SG	N;MASC;SG
abogado	procurador	abogado	procurador	N;MASC;SG	N;MASC;SG
abogado	jurista	abogado	jurista	N;MASC;SG	N;MASC;SG
abogado	advogada	abogado	advogado	N;MASC;SG	N;FEM;SG
abogado	advogado	abogado	advogado	N;MASC;SG	N;MASC;SG
chicago	chicago	chicago	chicago	N;MASC;SG	N;MASC;SG
figuras	figuras	figura	figura	N;FEM;PL	N;FEM;PL
figuras	números	figura	número	N;FEM;PL	N;MASC;PL
ópera	ópera	ópera	ópera	N;FEM;SG	N;FEM;SG
candidato	candidata	candidato	candidata	N;MASC;SG	N;FEM;SG
candidato	candidato	candidato	candidato	N;MASC;SG	N;MASC;SG
activo	ativo	activo	ativo	ADJ;MASC;SG	ADJ;MASC;SG
activo	activo	activo	activo	ADJ;MASC;SG	ADJ;MASC;SG
activo	ativa	activo	ativo	ADJ;MASC;SG	ADJ;FEM;SG
activo	activa	activo	activo	ADJ;MASC;SG	ADJ;FEM;SG
activo	activo	activo	activo	ADJ;MASC;SG	ADJ;MASC;SG
activo	ativo	activo	ativo	ADJ;MASC;SG	ADJ;MASC;SG
irlanda	irish	irlanda	irish	N;FEM;SG	N;MASC;SG
irlanda	irlandesa	irlanda	irlandesa	N;FEM;SG	N;FEM;SG
irlanda	irlandês	irlanda	irlandês	N;FEM;SG	N;MASC;SG
irlanda	irlanda	irlanda	irlanda	N;FEM;SG	N;FEM;SG
detrás	atrás	detrás	atrás	ADV	ADV
llegando	chegando	llegar	chegar	V;V.MSDR	V;V.MSDR
llegando	vindo	llegar	vir	V;V.MSDR	V;MASC;V.PTCP
llegando	chegando	llegar	chegar	V;V.MSDR	V;V.MSDR
descripción	descrição	descripción	descrição	N;FEM;SG	N;FEM;SG
aspecto	aparição	aspecto	aparição	N;MASC;SG	N;FEM;SG
aspecto	aparência	aspecto	aparência	N;MASC;SG	N;FEM;SG
aspecto	aparecimento	aspecto	aparecimento	N;MASC;SG	N;MASC;SG
aspecto	aspecto	aspecto	aspecto	N;MASC;SG	N;MASC;SG
málaga	malaga	málaga	malaga	N;MASC;SG	N;MASC;SG
málaga	málaga	málaga	málaga	N;MASC;SG	N;MASC;SG
málaga	málaga	málaga	málaga	N;MASC;SG	N;MASC;SG
vídeo	vídeo	vídeo	vídeo	N;MASC;SG	N;MASC;SG
vídeo	video	vídeo	video	N;MASC;SG	N;MASC;SG
presión	pressão	presión	pressão	N;FEM;SG	N;FEM;SG
conciertos	concertos	concierto	concerto	N;MASC;PL	N;MASC;PL
conciertos	shows	concierto	show	N;MASC;PL	N;MASC;PL
conciertos	concertos	concierto	concerto	N;MASC;PL	N;MASC;PL
vecinos	vizinhos	vecino	vizinho	N;MASC;PL	N;MASC;PL
vecinos	vizinhos	vecino	vizinho	N;MASC;PL	N;MASC;PL
lorenzo	laurence	lorenzo	laurence	N;MASC;SG	N;MASC;SG
lorenzo	lourenço	lorenzo	lourenço	N;MASC;SG	N;MASC;SG
lorenzo	lorenzo	lorenzo	lorenzo	N;MASC;SG	N;MASC;SG
lorenzo	lourenço	lorenzo	lourenço	N;MASC;SG	N;MASC;SG
lorenzo	lourenço	lorenzo	lourenço	N;MASC;SG	N;MASC;SG
lorenzo	lawrence	lorenzo	lawrence	N;MASC;SG	N;MASC;SG
competencia	competência	competencia	competência	N;FEM;SG	N;FEM;SG
competencia	jurisdição	competencia	jurisdição	N;FEM;SG	N;FEM;SG
competencia	competência	competencia	competência	N;FEM;SG	N;FEM;SG
competencia	concurso	competencia	concurso	N;FEM;SG	N;MASC;SG
competencia	competição	competencia	competição	N;FEM;SG	N;FEM;SG
competencia	concorrência	competencia	concorrência	N;FEM;SG	N;FEM;SG
sky	ceu	sky	ceu	N	N;MASC;SG
sky	sky	sky	sky	N	N;MASC;SG
sky	céu	sky	céu	N	N;MASC;SG
punta	punta	punta	punta	N;FEM;SG	N;MASC;SG
punta	dica	punta	dica	N;FEM;SG	N;FEM;SG
punta	ponta	punta	ponta	N;FEM;SG	N;FEM;SG
punta	tip	punta	tip	N;FEM;SG	N;MASC;SG
punta	ponto	punta	ponto	N;FEM;SG	N;MASC;SG
punta	point	punta	point	N;FEM;SG	N;MASC;SG
fórmula	formula	fórmula	formular	N;FEM;SG	N;FEM;SG
fórmula	fórmula	fórmula	fórmula	N;FEM;SG	N;FEM;SG
núcleo	core	núcleo	core	N;MASC;SG	N;MASC;SG
núcleo	núcleo	núcleo	núcleo	N;MASC;SG	N;MASC;SG
núcleo	núcleo	núcleo	núcleo	N;MASC;SG	N;MASC;SG
núcleo	kernel	núcleo	kernel	N;MASC;SG	N;MASC;SG
núcleo	núcleo	núcleo	núcleo	N;MASC;SG	N;MASC;SG
illinois	illinois	illinois	illinol	N;MASC;SG	N;MASC;SG
galería	galeria	galería	galeria	N;FEM;SG	N;FEM;SG
humana	humano	humano	humano	ADJ;FEM;SG	ADJ;MASC;SG
humana	humana	humano	humano	ADJ;FEM;SG	ADJ;FEM;SG
cambiar	mudando	cambiar	mudar	V;NFIN	V;V.MSDR
cambiar	mudar	cambiar	mudar	V;NFIN	V;NFIN
asturias	astúrias	asturio	astúria	N;FEM;PL	N;FEM;PL
verdad	true	verdad	true	N;FEM;SG	N;MASC;SG
verdad	verdade	verdad	verdade	N;FEM;SG	N;FEM;SG
verdad	verdade	verdad	verdade	N;FEM;SG	N;FEM;SG
verdad	truth	verdad	truth	N;FEM;SG	N;MASC;SG
une	une	unir	unir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
une	une	unir	unir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
juventud	juventude	juventud	juventude	N;FEM;SG	N;FEM;SG
golpe	golpe	golpe	golpe	N;MASC;SG	N;MASC;SG
golpe	derrame	golpe	derrame	N;MASC;SG	N;MASC;SG
golpe	avc	golpe	avc	N;MASC;SG	N;MASC;SG
avión	avião	avión	avião	N;MASC;SG	N;MASC;SG
avión	aeronave	avión	aeronave	N;MASC;SG	N;FEM;SG
avión	avião	avión	avião	N;MASC;SG	N;MASC;SG
avión	avião	avión	avião	N;MASC;SG	N;MASC;SG
avión	avião	avión	avião	N;MASC;SG	N;MASC;SG
estadounidenses	americanos	estadounidense	americano	N;PL	N;MASC;PL
masa	massa	masa	massa	N;FEM;SG	N;FEM;SG
masa	missa	masa	missa	N;FEM;SG	N;FEM;SG
masa	massa	masa	massa	N;FEM;SG	N;FEM;SG
masa	masa	masa	masa	N;FEM;SG	N;MASC;SG
bosques	florestais	bosque	florestal	N;MASC;PL	N;MASC;PL
bosques	florestas	bosque	floresta	N;MASC;PL	N;FEM;PL
bosques	bosques	bosque	bosque	N;MASC;PL	N;MASC;PL
bosques	florestas	bosque	floresta	N;MASC;PL	N;FEM;PL
bosques	florestas	bosque	floresta	N;MASC;PL	N;FEM;PL
bienes	bens	bien	bem	N;MASC;PL	N;MASC;PL
bienes	mercadorias	bien	mercadoria	N;MASC;PL	N;FEM;PL
bienes	activos	bien	ativo	N;MASC;PL	N;MASC;PL
bienes	ativos	bien	ativo	N;MASC;PL	N;MASC;PL
egipto	egipto	egipto	egipto	N;MASC;SG	N;MASC;SG
egipto	egito	egipto	egito	N;MASC;SG	N;MASC;SG
egipto	egípcio	egipto	egípcio	N;MASC;SG	N;MASC;SG
egipto	egípcia	egipto	egípcio	N;MASC;SG	N;FEM;SG
moderna	moderno	moderno	moderno	ADJ;FEM;SG	ADJ;MASC;SG
intento	tentada	intentar	tentar	V;IND;SG;1;PRS;FIN	V;FEM;SG;V.PTCP
textos	textos	texto	texto	N;MASC;PL	N;MASC;PL
presentación	apresentação	presentación	apresentação	N;FEM;SG	N;FEM;SG
presentación	apresentação	presentación	apresentação	N;FEM;SG	N;FEM;SG
presentación	envio	presentación	envio	N;FEM;SG	N;MASC;SG
presentación	finalização	presentación	finalização	N;FEM;SG	N;FEM;SG
presentación	submissão	presentación	submissão	N;FEM;SG	N;FEM;SG
escribir	escreve	escribir	escrever	V;NFIN	V;IND;SG;3;PRS;FIN
escribir	escreva	escribir	escrever	V;NFIN	V;SBJV;SG;3;PRS;FIN
escribir	escrever	escribir	escrever	V;NFIN	V;NFIN
escribir	digitando	escribir	digitar	V;NFIN	V;V.MSDR
escribir	escrevendo	escribir	escrever	V;NFIN	V;V.MSDR
escribir	escrever	escribir	escrever	V;NFIN	V;NFIN
históricos	históricas	histórico	histórico	ADJ;MASC;PL	ADJ;FEM;PL
históricos	históricos	histórico	histórico	ADJ;MASC;PL	ADJ;MASC;PL
históricos	históricas	histórico	histórico	ADJ;MASC;PL	ADJ;FEM;PL
históricos	históricos	histórico	histórico	ADJ;MASC;PL	ADJ;MASC;PL
reserva	reserva	reserva	reserva	N;FEM;SG	N;FEM;SG
reserva	reserva	reserva	reserva	N;FEM;SG	N;FEM;SG
reserva	reserva	reserva	reserva	N;FEM;SG	N;FEM;SG
live	viva	live	vivo	N	N;FEM;SG
live	live	live	live	N	N;MASC;SG
árboles	árvores	árbol	árvore	N;MASC;PL	N;FEM;PL
árboles	arvores	árbol	arvor	N;MASC;PL	N;FEM;PL
culturales	culturais	cultural	cultural	ADJ;PL	ADJ;MASC;PL
comienzo	início	comienzo	início	N;MASC;SG	N;MASC;SG
comienzo	início	comienzo	início	N;MASC;SG	N;MASC;SG
comienzo	começo	comienzo	começo	N;MASC;SG	N;MASC;SG
denominación	nome	denominación	nome	N;FEM;SG	N;MASC;SG
denominación	designação	denominación	designação	N;FEM;SG	N;FEM;SG
denominación	denominação	denominación	denominação	N;FEM;SG	N;FEM;SG
denominación	denominação	denominación	denominação	N;FEM;SG	N;FEM;SG
