jako	като	jako	като	CONJ	CONJ
boj	борба	boj	борба	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
boj	борба	boj	борба	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
boj	битка	boj	битка	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
boj	бой	boj	бой	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
literatura	литература	literatura	литература	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
slovenská	словашки	slovenský	словашки	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
areál	кампуса	areál	кампус	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
reference	препратки	reference	препратка	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
reference	препоръки	reference	препоръка	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
reference	позовавания	reference	позовавам-(се)	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
deska	рекорд	deska	рекорд	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
deska	запис	deska	запис	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
deska	чинията	deska	чиния	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
deska	чиния	deska	чиния	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
deska	плоча	deska	плоча-(се)	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
vévoda	херцог	vévoda	херцог	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
vévoda	дук	vévoda	дук	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
mladé	млади	mladý	млад	ADJ;NOM;MASC;PL;POS	ADJ;INDF;PL
provedení	осъществяване	provedení	осъществяване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
provedení	прилагане	provedení	прилагане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
provedení	изпълнение	provedení	изпълнение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
provedení	внедряване	provedení	внедряване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
provedení	транспонирането	provedení	транспониране	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
provedení	транспониране	provedení	транспониране	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
provedení	екзекуция	provedení	екзекуция	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
provedení	изпълнение	provedení	изпълнение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
pan	пан	pan	пан	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
pan	тиган	pan	тиган	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
píše	пише	psát	пиша	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
potřeby	нужди	potřeba	нужда	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
učitel	учителка	učitel	учителка	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
učitel	учител	učitel	учител	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
chybí	липсва	chybět	липсвам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
odpovídá	съвпада	odpovídat	съвпадам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
odpovídá	съответства	odpovídat	съответство	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
tradice	традицията	tradice	традиция	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
tradice	традиция	tradice	традиция	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
nemocnice	болница	nemocnice	болница	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
nemocnice	болницата	nemocnice	болница	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
autora	автор	autor	автор	N;ANIM;ACC;MASC;SG;POS	N;INDF;MASC;SG
italské	италианска	italský	италиански	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
italské	италиански	italský	италиански	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
popisuje	описва	popisovat	описвам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
povrch	повърхност	povrch	повърхност	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
povrch	повърхността	povrch	повърхност	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
karty	картите	karta	карта	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
karty	карти	karta	карта	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
karty	картички	karta	картичка	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
osady	селища	osada	селище	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
příbuzná	роднина	příbuzná	роднина	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
široké	широк	široký	широк	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
široké	широка	široký	широк	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
široké	широка	široký	широк	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
lidi	момчета	člověk	момче	N;ANIM;NOM;MASC;PL;POS	N;INDF;NEUT;PL
forma	формуляр	forma	формуляр	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
forma	форма	forma	форма	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
doporučení	препоръка	doporučení	препоръка	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
rozcestník	пояснение	rozcestník	пояснение	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
vlajka	флаг	vlajka	флаг	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
vlajka	знамето	vlajka	знаме	N;NOM;FEM;SG;POS	N;DEF;NEUT;SG
vlajka	знаме	vlajka	знаме	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
mise	мисията	mise	мисия	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
mise	мисия	mise	мисия	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
gól	цел	gól	цел	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
gól	гол	gól	гол	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
relativně	относително	relativně	относително	ADV;POS	ADV
relativně	сравнително	relativně	сравнително	ADV;POS	ADV
relativně	относително	relativně	относително	ADV;POS	ADV
mistrů	господари	mistr	господар	N;ANIM;GEN;MASC;PL;POS	N;INDF;MASC;PL
mistrů	майстори	mistr	майстор	N;ANIM;GEN;MASC;PL;POS	N;INDF;MASC;PL
mistrů	шампиони	mistr	шампион	N;ANIM;GEN;MASC;PL;POS	N;INDF;MASC;PL
mistrů	шампионите	mistr	шампион	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
letounu	самолет	letoun	самолет	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
celková	общ	celkový	общ	ADJ;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
celková	обща	celkový	общ	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
noviny	вестници	noviny	вестник	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
noviny	вестниците	noviny	вестник	N;NOM;FEM;PL;POS	N;DEF;MASC;PL
noviny	вестници	noviny	вестник	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
objekty	предмети	objekt	предмет	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
objekty	обектите	objekt	обект	N;INAN;NOM;MASC;PL;POS	N;DEF;MASC;PL
objekty	обекти	objekt	обект	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
motoru	двигател	motor	двигател	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
strávil	прекарал	strávit	прекарам-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
návrat	завръщане	návrat	завръщане	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
návrat	връщане	návrat	връщане	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
návrat	завръщане	návrat	завръщане	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
váha	тегло	váha	тегло	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
váha	тежест	váha	тежест	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
váha	претегляне	váha	претегляне	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
tvrzení	твърдение	tvrzení	твърдение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
tvrzení	иск	tvrzení	иск	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
tvrzení	твърдение	tvrzení	твърдение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
tvrzení	претенция	tvrzení	претенция	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
známo	позната	známý	познат	ADJ;NEUT;SG;POS	ADJ;INDF;FEM;SG
známo	известна	známý	известен	ADJ;NEUT;SG;POS	ADJ;INDF;FEM;SG
známo	известен	známý	известен	ADJ;NEUT;SG;POS	ADJ;INDF;MASC;SG
správa	мениджмънт	správa	мениджмънт	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
správa	управление	správa	управление	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
správa	администриране	správa	администриране	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
správa	администрация	správa	администрация	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
správa	управление	správa	управление	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
svobody	свободи	svoboda	свобода	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
péče	грижа	péče	грижа	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
řekl	каза	říci	кажа	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
židé	евреите	žid	евреин	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
židé	евреи	žid	евреин	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;PL
bílý	бяла	bílý	бял	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
bílý	бял	bílý	бял	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
museum	музей	museum	музей	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
tel	тел	telefon	тел	N;INAN;MASC;POS	N;INDF;FEM;SG
psát	пиши	psát	пиша	V;POS;NFIN	V;IPFV;IMP;SG;2;FIN
psát	напишете	psát	напиша	V;POS;NFIN	V;PFV;IMP;PL;2;FIN
psát	пишете	psát	пиша	V;POS;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
buňky	килии	buňka	килия	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
buňky	клетките	buňka	клетка	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
buňky	клетки	buňka	клетък	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
ministerstvo	министерство	ministerstvo	министерство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
ministerstvo	министерството	ministerstvo	министерство	N;NOM;NEUT;SG;POS	N;DEF;NEUT;SG
křídla	крилата	křídlo	крило	N;NOM;NEUT;PL;POS	N;DEF;NEUT;PL
křídla	крила	křídlo	крило	N;NOM;NEUT;PL;POS	N;INDF;NEUT;PL
křídla	крилца	křídlo	крилца	N;NOM;NEUT;PL;POS	N;INDF;NEUT;PL
křídla	крилете	křídlo	криля	N;NOM;NEUT;PL;POS	N;DEF;MASC;PL
křídla	криле	křídlo	крило	N;NOM;NEUT;PL;POS	N;INDF;NEUT;PL
katolické	католическа	katolický	католически	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
právník	адвокатка	právník	адвокатка	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
právník	адвокат	právník	адвокат	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
právník	юрист	právník	юрист	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
zvířat	животни	zvíře	животно	N;GEN;NEUT;PL;POS	N;INDF;NEUT;PL
zvířat	животните	zvíře	животно	N;GEN;NEUT;PL;POS	N;DEF;NEUT;PL
zvířat	животни	zvíře	животно	N;GEN;NEUT;PL;POS	N;INDF;NEUT;PL
obrazy	изображения	obraz	изображение	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;PL
obrazy	образи	obraz	образ	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
obrazy	картини	obraz	картина	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
obrazy	картините	obraz	картина	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
vnější	външна	vnější	външен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
vnější	външен	vnější	външен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
vnější	външна	vnější	външен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
vnější	външен	vnější	външен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
podnik	предприятие	podnik	предприятие	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
podnik	ентърпрайз	podnik	ентърпрайз	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
podnik	ентърпрайс	podnik	ентърпрайс	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
play	игра	play	игра	N;FEM;POS	N;INDF;FEM;SG
techniky	техники	technika	техника	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
objekt	предмет	objekt	предмет	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
objekt	обект	objekt	обект	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
orchestr	оркестър	orchestr	оркестър	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
hodnota	стойност	hodnota	стойност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
volný	свободен	volný	свободен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
volný	свободна	volný	свободен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
status	статус	status	статус	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
status	състояние	status	състояние	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
status	положение	status	положение	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
status	статут	status	статут	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
bitvy	сражения	bitva	сражение	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
bitvy	битки	bitva	битка	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
bitvy	битките	bitva	битка	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
hvězda	звезда	hvězda	звезда	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
nezávislost	независимост	závislost	независимост	N;NOM;FEM;SG;NEG	N;INDF;FEM;SG
zahrady	градините	zahrada	градина	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
zahrady	градини	zahrada	градина	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
zbraně	оръжия	zbraň	оръжие	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
zbraně	оръжията	zbraň	оръжие	N;NOM;FEM;PL;POS	N;DEF;NEUT;PL
zbraně	пистолети	zbraň	пистолет	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
zbraně	оръжия	zbraň	оръжие	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
zbraně	пушки	zbraň	пушка	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
zbraně	ръце	zbraň	ръка	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
zbraně	оръжия	zbraň	оръжие	N;NOM;FEM;PL;POS	N;INDF;NEUT;PL
světla	светлини	světlo	светлина	N;NOM;NEUT;PL;POS	N;INDF;FEM;PL
úsek	сечение	úsek	сечение	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
úsek	секция	úsek	секция	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
úsek	раздел	úsek	раздел	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
úsek	купе	úsek	купе	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
úsek	отделение	úsek	отделение	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
kámen	камък	kámen	камък	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kámen	скала	kámen	скала	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
kámen	рок	kámen	рок	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kámen	камък	kámen	камък	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
marek	белези	marka	белеза	N;GEN;FEM;PL;POS	N;INDF;FEM;PL
marek	маркировки	marka	маркировка	N;GEN;FEM;PL;POS	N;INDF;FEM;PL
marek	марки	marka	марка	N;GEN;FEM;PL;POS	N;INDF;FEM;PL
peníze	пари	peníze	пара	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;PL
peníze	парите	peníze	пара	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
fakulta	факултета	fakulta	факултет	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
fakulta	факултет	fakulta	факултет	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
představení	изпълнение	představení	изпълнение	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
představení	ефективност	představení	ефективност	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
představení	показване	představení	показване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
poměr	съотношение	poměr	съотношение	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
poměr	коефициент	poměr	коефициент	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
zahájení	откриване	zahájení	откриване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
zahájení	отваряне	zahájení	отваряне	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
zahájení	започване	zahájení	започване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
zahájení	спускане	zahájení	спускане	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
zahájení	изстрелване	zahájení	изстрелване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
zkratka	акроним	zkratka	акроним	N;NOM;FEM;SG;POS	N;INDF;MASC;SG
zkratka	съкращение	zkratka	съкращение	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
zkratka	съкращение	zkratka	съкращение	N;NOM;FEM;SG;POS	N;INDF;NEUT;SG
vznikly	възникнали	vzniknout	възникна	V;INAN;PFV;PL;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;PST;V.PTCP;ACT
vznikly	възникнали	vzniknout	възникна	V;INAN;PFV;PL;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;PST;V.PTCP;ACT
umělecké	артистична	umělecký	артистичен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
umělecké	художествена	umělecký	художествен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
umělecké	артистичен	umělecký	артистичен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
hodnotu	стойност	hodnota	стойност	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
filmy	филми	film	филм	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
filmy	филми	film	филм	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
plochy	райони	plocha	район	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
plochy	зони	plocha	зоня	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
plochy	площи	plocha	площ	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
plochy	области	plocha	област	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
síla	сила	síla	сила	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
síla	мощ	síla	мощ	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
síla	якост	síla	якост	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
síla	сила	síla	сила	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
síla	мощност	síla	мощност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
síla	сила	síla	сила	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
síla	власт	síla	власт	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
síla	мощ	síla	мощ	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
sport	спорт	sport	спорт	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
sport	спорт	sport	спорт	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
zbytky	остатъци	zbytek	остатък	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
zbytky	остатъци	zbytek	остатък	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
zbytky	остатъци	zbytek	остатък	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;PL
režim	схема	režim	схема	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
režim	режим	režim	режим	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
režim	режим	režim	режим	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
schopnost	способност	schopnost	способност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
schopnost	способност	schopnost	способност	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
obchodu	магазин	obchod	магазин	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
obchodu	съхранение	obchod	съхранение	N;INAN;GEN;MASC;SG;POS	N;INDF;NEUT;SG
princ	княз	princ	княз	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
princ	принц	princ	принц	N;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
princ	принцът	princ	принц	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
podobný	подобен	podobný	подобен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
podobný	сходен	podobný	сходен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
podobný	подобна	podobný	подобен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
příležitosti	възможности	příležitost	възможност	N;NOM;FEM;PL;POS	N;INDF;FEM;PL
příležitosti	поводи	příležitost	повод	N;NOM;FEM;PL;POS	N;INDF;MASC;PL
architektury	архитектурата	architektura	архитектура	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
architektury	архитектура	architektura	архитектура	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
tabulka	масата	tabulka	маса	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
tabulka	маса	tabulka	маса	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
tabulka	масичка	tabulka	масичка	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
tabulka	таблица	tabulka	таблица	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
tabulka	диаграма	tabulka	диаграма	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
tabulka	картона	tabulka	картон	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
tabulka	таблетка	tabulka	таблетка	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
tabulka	плоча	tabulka	плоча-(се)	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
používání	използване	používání	използване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
používání	употреба	používání	употреба	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zranění	контузен	zranění	контузен	N;NOM;NEUT;SG;POS	N;INDF;MASC;SG
zranění	раната	zranění	рана	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
zranění	рана	zranění	рана	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zranění	нараняване	zranění	нараняване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
zranění	контузия	zranění	контузия	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
