the	de	the	de	DET;DEF	DET;DEF
friend	vriend	friend	vriend	N;SG	N;MASC+FEM;SG
unknown	onbekende	unknown	onbekend	ADJ	ADJ
unknown	onbekend	unknown	onbekend	ADJ	ADJ
winner	winnares	winner	winnare	N;SG	N;MASC+FEM;SG
winner	winnaar	winner	winnaar	N;SG	N;MASC+FEM;SG
chart	grafiek	chart	grafiek	N;SG	N;MASC+FEM;SG
loss	verlies	loss	verlies	N;SG	N;NEUT;SG
sites	sites	site	sites	N;PL	N;PL
starting	beginnend	start	beginnen	V;V.MSDR	V;V.PTCP
architecture	architectuur	architecture	architectuur	N;SG	N;MASC+FEM;SG
relations	betrekkingen	relation	betrekking	N;PL	N;PL
relations	relaties	relation	relatie	N;PL	N;PL
supported	gesteund	support	steunen	V;PST;V.PTCP	V;V.PTCP
supported	ondersteunde	support	ondersteunen	V;PST;V.PTCP	V;SG;PST;FIN
supported	ondersteund	support	ondersteunen	V;PST;V.PTCP	V;V.PTCP
supported	gesteunde	support	steunen	V;PST;V.PTCP	V;V.PTCP
tracks	nummers	track	nummer	N;PL	N;PL
tracks	tracks	track	tracks	N;PL	N;PL
tracks	sporen	track	spoor	N;PL	N;PL
tracks	rupsbanden	track	rupsband	N;PL	N;PL
contract	contract	contract	contract	N;SG	N;NEUT;SG
face	gelaat	face	gelaat	N;SG	N;NEUT;SG
face	aangezicht	face	aanzichten	N;SG	N;NEUT;SG
face	gezicht	face	gezicht	N;SG	N;NEUT;SG
face	face	face	face	N;SG	N;MASC+FEM;SG
spent	besteed	spend	besteden	V;PST;V.PTCP	V;V.PTCP
spent	bestede	spend	bestede	V;PST;V.PTCP	V;V.PTCP
spent	uitgegeven	spend	uitgeven	V;PST;V.PTCP	V;V.PTCP
girl	meis	girl	meis	N;SG	N;MASC+FEM;SG
girl	meisje	girl	meisje	N;SG	N;NEUT;SG
girl	meid	girl	meid	N;SG	N;MASC+FEM;SG
junior	junior	junior	junior	N;SG	N;MASC+FEM;SG
presented	gepresenteerde	present	presenteren	V;PST;V.PTCP	V;V.PTCP
presented	aangeboden	present	aanbieden	V;PST;V.PTCP	V;V.PTCP
presented	gepresenteerd	present	presenteren	V;PST;V.PTCP	V;V.PTCP
cause	oorzaak	cause	oorzaak	N;SG	N;MASC+FEM;SG
volume	volume	volume	volume	N;SG	N;NEUT;SG
caused	veroorzaakte	cause	veroorzaken	V;PST;V.PTCP	V;SG;PST;FIN
caused	veroorzaakt	cause	veroorzaken	V;PST;V.PTCP	V;V.PTCP
flight	vlucht	flight	vlucht	N;SG	N;MASC+FEM;SG
candidate	kandidaat	candidate	kandidaat	N;SG	N;MASC+FEM;SG
matches	wedstrijden	match	wedstrijd	N;PL	N;PL
matches	lucifers	match	lucifer	N;PL	N;PL
claimed	geclaimd	claim	claimen	V;IND;PST;FIN	V;V.PTCP
claimed	opgeëist	claim	oplissen	V;IND;PST;FIN	V;V.PTCP
claimed	claimde	claim	claimen	V;IND;PST;FIN	V;SG;PST;FIN
claimed	beweerde	claim	beweren	V;IND;PST;FIN	V;SG;PST;FIN
claimed	geclaimde	claim	claimen	V;IND;PST;FIN	V;V.PTCP
oil	olieverf	oil	olieverf	N;SG	N;MASC+FEM;SG
oil	aardolie	oil	aardolie	N;SG	N;MASC+FEM;SG
oil	olie	oil	olie	N;SG	N;MASC+FEM;SG
assistant	assistente	assistant	assistent	N;SG	N;MASC+FEM;SG
assistant	assistent	assistant	assistent	N;SG	N;MASC+FEM;SG
surface	oppervlak	surface	oppervlak	N;SG	N;NEUT;SG
regiment	regiment	regiment	regiment	N;SG	N;NEUT;SG
stories	verslagen	story	verslag	N;PL	N;PL
stories	verhalen	story	verhaal	N;PL	N;PL
stories	verhaaltjes	story	verhaal	N;PL	N;PL
represented	vertegenwoordigde	represent	vertegenwoordigen	V;PST;V.PTCP	V;SG;PST;FIN
represented	vertegenwoordigd	represent	vertegenwoordigen	V;PST;V.PTCP	V;V.PTCP
gets	krijgt	get	krijgen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
speedy	snelle	speedy	snel	ADJ	ADJ
weeks	weken	week	week	N;PL	N;PL
allow	toestaan	allow	toestaan	V;IMP;FIN	V;NFIN
branch	bijkantoor	branch	bijkantoor	N;SG	N;NEUT;SG
branch	filiaal	branch	filiaal	N;SG	N;NEUT;SG
branch	branch	branch	branch	N;SG	N;MASC+FEM;SG
branch	tak	branch	tak	N;SG	N;MASC+FEM;SG
retired	gepensioneerde	retire	pensioneren	V;PST;V.PTCP	V;V.PTCP
retired	gepensioneerd	retire	pensioneren	V;PST;V.PTCP	V;V.PTCP
communities	gemeenschappen	community	gemeenschap	N;PL	N;PL
train	trein	train	trein	N;SG	N;MASC+FEM;SG
paper	papier	paper	papier	N;SG	N;NEUT;SG
adding	toevoegen	add	toevoegen	V;V.MSDR	V;NFIN
metal	metal	metal	metal	N;SG	N;MASC+FEM;SG
metal	metaal	metal	metaal	N;SG	N;NEUT;SG
wrong	verkeerd	wrong	verkeerd	ADJ	ADJ
wrong	verkeerde	wrong	verkeerd	ADJ	ADJ
direct	rechtstreeks	direct	rechtstreeks	ADJ	ADJ
direct	directe	direct	direct	ADJ	ADJ
direct	direct	direct	direct	ADJ	ADJ
direct	rechtstreekse	direct	rechtstreeks	ADJ	ADJ
miles	miles	mile	mil	N;PL	N;PL
miles	mijlen	mile	mijlen	N;PL	N;PL
miles	kilometers	mile	kilometer	N;PL	N;PL
blocked	geblokkeerde	block	blokkeren	V;PST;V.PTCP	V;V.PTCP
blocked	geblokkeerd	block	blokkeren	V;PST;V.PTCP	V;V.PTCP
launched	gelanceerd	launch	lanceren	V;PST;V.PTCP	V;V.PTCP
mass	massa	mass	massa	N;SG	N;MASC+FEM;SG
chairman	voorzitter	chairman	voorzitter	N;SG	N;MASC+FEM;SG
comedy	comedy	comedy	comedy	N;SG	N;MASC+FEM;SG
comedy	komedie	comedy	komedie	N;SG	N;MASC+FEM;SG
relationship	relatie	relationship	relatie	N;SG	N;MASC+FEM;SG
knowledge	kennis	knowledge	kennis	N;SG	N;MASC+FEM;SG
format	indeling	format	indeling	N;SG	N;MASC+FEM;SG
format	opmaak	format	opmaak	N;SG	N;MASC+FEM;SG
format	format	format	format	N;SG	N;NEUT;SG
format	formaat	format	formaat	N;SG	N;NEUT;SG
meeting	ontmoeting	meeting	ontmoeting	N;SG	N;MASC+FEM;SG
meeting	vergadering	meeting	vergadering	N;SG	N;MASC+FEM;SG
meeting	meeting	meeting	meeting	N;SG	N;MASC+FEM;SG
meeting	bijeenkomst	meeting	bijeenkomst	N;SG	N;MASC+FEM;SG
failed	gezakt	fail	zakken	V;PST;V.PTCP	V;V.PTCP
failed	mislukt	fail	mislukken	V;PST;V.PTCP	V;V.PTCP
failed	mislukte	fail	mislukken	V;PST;V.PTCP	V;SG;PST;FIN
failed	gefaald	fail	falen	V;PST;V.PTCP	V;V.PTCP
officers	officiers	officer	officier	N;PL	N;PL
officers	agenten	officer	agent	N;PL	N;PL
officers	officieren	officer	officier	N;PL	N;PL
goes	gaat	go	gaan	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
fight	vechten	fight	vechten	V;IMP;FIN	V;NFIN
fight	vecht	fight	vechten	V;IMP;FIN	V;SG;PRS;FIN
faculty	faculteit	faculty	faculteit	N;SG	N;MASC+FEM;SG
camp	kamp	camp	kamp	N;SG	N;NEUT;SG
ran	rende	run	rennen	V;IND;PST;FIN	V;SG;PST;FIN
variety	variëteit	variety	variëteit	N;SG	N;MASC+FEM;SG
variety	variatie	variety	variatie	N;SG	N;MASC+FEM;SG
owner	eigenaar	owner	eigenaar	N;SG	N;MASC+FEM;SG
owner	baasje	owner	baas	N;SG	N;NEUT;SG
statistics	statistieken	statistic	statistiek	N;PL	N;PL
raised	opgegroeid	raise	opgroeien	V;PST;V.PTCP	V;V.PTCP
raised	getogen	raise	tijgen	V;PST;V.PTCP	V;V.PTCP
raised	opgevoed	raise	opvoeden	V;PST;V.PTCP	V;V.PTCP
heavy	zwaar	heavy	zwaar	ADJ	ADJ
heavy	zware	heavy	zwaar	ADJ	ADJ
heavy	heftig	heavy	heftig	ADJ	ADJ
alone	alleen	alone	alleen	ADV	ADV
understand	begrijpen	understand	begrijpen	V;IMP;FIN	V;NFIN
understand	begrijp	understand	begrijpen	V;IMP;FIN	V;SG;PRS;FIN
episodes	afleveringen	episode	aflevering	N;PL	N;PL
gives	geeft	give	geven	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
educational	leerzaam	educational	leerzaam	ADJ	ADJ
educational	educatief	educational	educatief	ADJ	ADJ
products	producten	product	product	N;PL	N;PL
products	produkten	product	product	N;PL	N;PL
dark	duister	dark	duister	ADJ	ADJ
dark	donker	dark	donker	ADJ	ADJ
dark	donkere	dark	donker	ADJ	ADJ
attention	aandacht	attention	aandacht	N;SG	N;MASC+FEM;SG
attention	attentie	attention	attentie	N;SG	N;MASC+FEM;SG
religion	religie	religion	religie	N;SG	N;MASC+FEM;SG
religion	godsdienst	religion	godsdienst	N;SG	N;MASC+FEM;SG
mind	geest	mind	geest	N;SG	N;MASC+FEM;SG
corps	corps	corps	corps	N;SG	N;NEUT;SG
corps	korps	corps	korps	N;SG	N;NEUT;SG
administrative	administratief	administrative	administratief	ADJ	ADJ
administrative	administratieve	administrative	administratief	ADJ	ADJ
cut	knippen	cut	knip	V;IMP;FIN	V;NFIN
cut	snijden	cut	snijden	V;IMP;FIN	V;NFIN
footballer	voetballer	footballer	voetballer	N;SG	N;MASC+FEM;SG
footballer	profvoetballer	footballer	profvoetballer	N;SG	N;MASC+FEM;SG
mayor	burgemeester	mayor	burgemeester	N;SG	N;MASC+FEM;SG
descent	afdaling	descent	afdaling	N;SG	N;MASC+FEM;SG
nearly	bijna	nearly	bijna	ADV	ADV
leaving	vertrekken	leave	vertrekken	V;V.MSDR	V;NFIN
leaving	weggaan	leave	weggaan	V;V.MSDR	V;NFIN
cast	cast	cast	cast	N;SG	N;MASC+FEM;SG
cast	gips	cast	gips	N;SG	N;NEUT;SG
territory	grondgebied	territory	grondgebied	N;SG	N;NEUT;SG
territory	territorium	territory	territorium	N;SG	N;NEUT;SG
write	schrijven	write	schrijven	V;IMP;FIN	V;NFIN
write	schrijf	write	schrijf	V;IMP;FIN	V;SG;PRS;FIN
forms	formulieren	form	formulier	N;PL	N;PL
wanted	gezocht	want	zoeken	V;IND;PST;FIN	V;V.PTCP
solid	stevig	solid	stevig	ADJ	ADJ
solid	massief	solid	massief	ADJ	ADJ
solid	solide	solid	solide	ADJ	ADJ
solid	vaste	solid	vast	ADJ	ADJ
individuals	particulieren	individual	particulier	N;PL	N;PL
individuals	individuen	individual	individuen	N;PL	N;PL
authority	autoriteit	authority	autoriteit	N;SG	N;MASC+FEM;SG
authority	gezag	authority	gezag	N;SG	N;NEUT;SG
projects	projecten	project	project	N;PL	N;PL
continue	doorgaan	continue	doorgaan	V;IMP;FIN	V;NFIN
continue	voortzetten	continue	voortzetten	V;IMP;FIN	V;NFIN
cost	kostprijs	cost	kostprijs	N;SG	N;MASC+FEM;SG
drive	rijden	drive	rijden	V;IMP;FIN	V;NFIN
drive	rijd	drive	rijden	V;IMP;FIN	V;SG;PRS;FIN
forced	geforceerde	force	forceren	V;PST;V.PTCP	V;V.PTCP
forced	gedwongen	force	dwingen	V;PST;V.PTCP	V;V.PTCP
forced	afgedwongen	force	afdwingen	V;PST;V.PTCP	V;V.PTCP
forced	geforceerd	force	forceren	V;PST;V.PTCP	V;V.PTCP
reasons	redenen	reason	reden	N;PL	N;PL
job	job	job	job	N;SG	N;MASC+FEM;SG
job	baan	job	baan	N;SG	N;MASC+FEM;SG
photo	foto	photo	foto	N;SG	N;MASC+FEM;SG
hope	hopen	hope	hopen	V;IND;PRS;FIN	V;NFIN
log	logboek	log	logboek	N;SG	N;NEUT;SG
log	log	log	log	N;SG	N;MASC+FEM;SG
parents	ouders	parent	ouder	N;PL	N;PL
entered	binnengegaan	enter	binnengaan	V;PST;V.PTCP	V;V.PTCP
entered	binnengekomen	enter	binnenkomen	V;PST;V.PTCP	V;V.PTCP
basic	fundamentele	basic	fundamenteel	ADJ	ADJ
basic	basic	basic	basic	ADJ	ADJ
scientific	wetenschappelijk	scientific	wetenschappelijk	ADJ	ADJ
amount	bedrag	amount	bedrag	N;SG	N;NEUT;SG
spring	voorjaar	spring	voorjaar	N;SG	N;NEUT;SG
spring	lente	spring	lente	N;SG	N;MASC+FEM;SG
opera	opera	opera	opera	N;SG	N;MASC+FEM;SG
tried	geprobeerd	try	proberen	V;IND;PST;FIN	V;V.PTCP
tried	uitgeprobeerd	try	uitproberen	V;IND;PST;FIN	V;V.PTCP
tried	probeerde	try	proberen	V;IND;PST;FIN	V;SG;PST;FIN
critical	kritische	critical	kritisch	ADJ	ADJ
critical	kritisch	critical	kritisch	ADJ	ADJ
simple	eenvoudige	simple	eenvoudig	ADJ	ADJ
simple	simpel	simple	simpel	ADJ	ADJ
simple	eenvoudig	simple	eenvoudig	ADJ	ADJ
founder	stichter	founder	stichter	N;SG	N;MASC+FEM;SG
founder	oprichter	founder	oprichter	N;SG	N;MASC+FEM;SG
told	verteld	tell	vertellen	V;PST;V.PTCP	V;V.PTCP
told	vertelde	tell	vertellen	V;PST;V.PTCP	V;SG;PST;FIN
husband	echtgenoot	husband	echtgenoot	N;SG	N;MASC+FEM;SG
useful	bruikbaar	useful	bruikbaar	ADJ	ADJ
useful	nuttig	useful	nuttig	ADJ	ADJ
technical	technische	technical	technisch	ADJ	ADJ
technical	technisch	technical	technisch	ADJ	ADJ
necessary	noodzakelijke	necessary	noodzakelijk	ADJ	ADJ
necessary	nodig	necessary	nodig	ADJ	ADJ
necessary	noodzakelijk	necessary	noodzakelijk	ADJ	ADJ
believed	geloofden	believe	geloven	V;PST;V.PTCP	V;PL;PST;FIN
believed	geloofde	believe	geloven	V;PST;V.PTCP	V;SG;PST;FIN
believed	geloofd	believe	loven	V;PST;V.PTCP	V;V.PTCP
operated	geopereerd	operate	opereren	V;PST;V.PTCP	V;V.PTCP
operated	geëxploiteerd	operate	exploiteren	V;PST;V.PTCP	V;V.PTCP
importance	belangrijkheid	importance	belangrijkheid	N;SG	N;MASC+FEM;SG
importance	belang	importance	belang	N;SG	N;NEUT;SG
musicians	musici	musician	musicus	N;PL	N;PL
musicians	muzikanten	musician	muzikant	N;PL	N;PL
girls	meiden	girl	meiden	N;PL	N;PL
girls	meisjes	girl	meisje	N;PL	N;PL
girls	girls	girl	girls	N;PL	N;PL
crew	bemanning	crew	bemanning	N;SG	N;MASC+FEM;SG
crew	crew	crew	crew	N;SG	N;MASC+FEM;SG
boy	boy	boy	boy	N;SG	N;MASC+FEM;SG
boy	jongen	boy	jongen	N;SG	N;MASC+FEM;SG
nation	natie	nation	natie	N;SG	N;MASC+FEM;SG
defense	verdediging	defense	verdediging	N;SG	N;MASC+FEM;SG
defense	defensie	defense	defensie	N;SG	N;MASC+FEM;SG
wiki	wiki	wiki	wiki	N;SG	N;MASC+FEM;SG
champions	kampioenen	champion	kampioen	N;PL	N;PL
champions	champions	champion	champion	N;PL	N;PL
golden	gouden	golden	gouden	ADJ	ADJ
districts	districten	district	district	N;PL	N;PL
districts	wijken	district	wijken	N;PL	N;PL
faith	faith	faith	faith	N;SG	N;MASC+FEM;SG
faith	vertrouwen	faith	vertrouwen	N;SG	N;NEUT;SG
racing	racing	racing	racing	N;SG	N;MASC+FEM;SG
auto	automaat	auto	automaat	N;SG	N;MASC+FEM;SG
lives	levens	life	levens	N;PL	N;PL
swedish	zweedse	swedish	zweeds	ADJ	ADJ
swedish	zweeds	swedish	zweeds	ADJ	ADJ
hot	warm	hot	warm	ADJ	ADJ
entertainment	vermaak	entertainment	vermaak	N;SG	N;NEUT;SG
entertainment	amusement	entertainment	amusement	N;SG	N;NEUT;SG
entertainment	entertainment	entertainment	entertainment	N;SG	N;NEUT;SG
net	netto	net	netto	N;SG	N;MASC+FEM;SG
soccer	voetbal	soccer	voetbal	N;SG	N;NEUT;SG
creation	schepping	creation	schepping	N;SG	N;MASC+FEM;SG
creation	creatie	creation	creatie	N;SG	N;MASC+FEM;SG
product	product	product	product	N;SG	N;NEUT;SG
product	produkt	product	produkken	N;SG	N;NEUT;SG
tower	tower	tower	tower	N;SG	N;MASC+FEM;SG
tower	toren	tower	toren	N;SG	N;MASC+FEM;SG
increased	toegenomen	increase	toenemen	V;PST;V.PTCP	V;V.PTCP
increased	verhoogd	increase	verhogen	V;PST;V.PTCP	V;V.PTCP
increased	verhoogde	increase	verhogen	V;PST;V.PTCP	V;SG;PST;FIN
votes	stemmen	vote	stem	N;PL	N;PL
votes	stemmingen	vote	stemming	N;PL	N;PL
squadron	eskader	squadron	eskader	N;SG	N;NEUT;SG
squadron	squadron	squadron	squadron	N;SG	N;NEUT;SG
contemporary	hedendaags	contemporary	hedendaags	ADJ	ADJ
contemporary	hedendaagse	contemporary	hedendaags	ADJ	ADJ
contemporary	eigentijdse	contemporary	eigentijds	ADJ	ADJ
contemporary	eigentijds	contemporary	eigentijds	ADJ	ADJ
subsequently	vervolgens	subsequently	vervolgens	ADV	ADV
focus	focus	focus	focus	N;SG	N;MASC+FEM;SG
marriage	huwelijk	marriage	huwelijk	N;SG	N;NEUT;SG
details	details	detail	detail	N;PL	N;PL
details	bijzonderheden	detail	bijzonderheid	N;PL	N;PL
forward	vooruit	forward	vooruit	ADV	ADV
peace	vrede	peace	vrede	N;SG	N;MASC+FEM;SG
kept	gehouden	keep	houden	V;PST;V.PTCP	V;V.PTCP
analysis	analyse	analysis	analyse	N;SG	N;MASC+FEM;SG
winners	winnaars	winner	winnaar	N;PL	N;PL
poor	arme	poor	arm	ADJ	ADJ
poor	arm	poor	arm	ADJ	ADJ
grade	graad	grade	graad	N;SG	N;MASC+FEM;SG
cricket	cricket	cricket	cricket	N;SG	N;MASC+FEM;SG
cricket	krekel	cricket	krekel	N;SG	N;MASC+FEM;SG
judge	rechter	judge	rechter	N;SG	N;MASC+FEM;SG
judge	judge	judge	judg	N;SG	N;MASC+FEM;SG
electric	elektrische	electric	elektrisch	ADJ	ADJ
electric	electrische	electric	electrisch	ADJ	ADJ
electric	elektrisch	electric	elektrisch	ADJ	ADJ
exist	besta	exist	besta	V;IMP;FIN	V;SG;PRS;FIN
exist	bestaan	exist	bestaan	V;IMP;FIN	V;NFIN
corporation	corporatie	corporation	corporatie	N;SG	N;MASC+FEM;SG
corporation	corporation	corporation	corporation	N;SG	N;MASC+FEM;SG
hold	vasthouden	hold	vasthouden	V;IMP;FIN	V;NFIN
campus	campus	campus	campus	N;SG	N;MASC+FEM;SG
increase	verhoging	increase	verhoging	N;SG	N;MASC+FEM;SG
increase	stijging	increase	stijging	N;SG	N;MASC+FEM;SG
summary	samenvatting	summary	samenvatting	N;SG	N;MASC+FEM;SG
remaining	overgebleven	remain	overblijven	V;V.MSDR	V;V.PTCP
remaining	resterend	remain	resteren	V;V.MSDR	V;V.PTCP
remaining	resterende	remain	resteren	V;V.MSDR	V;V.PTCP
statement	statement	statement	statement	N;SG	N;NEUT;SG
statement	verklaring	statement	verklaring	N;SG	N;MASC+FEM;SG
broadcast	uitgezonden	broadcast	uitzenden	V;PST;V.PTCP	V;V.PTCP
broadcast	uitzenden	broadcast	uitzenden	V;PST;V.PTCP	V;NFIN
getting	krijgen	get	krijgen	V;V.MSDR	V;PL;PRS;FIN
piano	piano	piano	piano	N;SG	N;MASC+FEM;SG
novels	romans	novel	romans	N;PL	N;PL
hour	uurtje	hour	uur	N;SG	N;NEUT;SG
hour	uur	hour	uur	N;SG	N;NEUT;SG
moving	verplaatsen	move	verplaatsen	V;V.MSDR	V;NFIN
moving	bewegen	move	bewegen	V;V.MSDR	V;NFIN
moving	bewegend	move	bewegenen	V;V.MSDR	V;V.PTCP
moving	verhuizen	move	verhuizen	V;V.MSDR	V;NFIN
resolution	resolutie	resolution	resolutie	N;SG	N;MASC+FEM;SG
concept	concept	concept	concept	N;SG	N;NEUT;SG
alternative	alternatief	alternative	alternatief	N;SG	N;NEUT;SG
brothers	brothers	brother	brother	N;PL	N;PL
brothers	broeders	brother	broeder	N;PL	N;PL
brothers	broertjes	brother	broer	N;PL	N;PL
brothers	gebroeders	brother	gebroeder	N;PL	N;PL
brothers	broers	brother	broer	N;PL	N;PL
attacks	aanslagen	attack	aanslaan	N;PL	N;PL
attacks	aanvallen	attack	aanval	N;PL	N;PL
encyclopedia	encyclopedie	encyclopedia	encyclopedie	N;SG	N;MASC+FEM;SG
representatives	vertegenwoordigers	representative	vertegenwoordiger	N;PL	N;PL
politicians	politici	politician	politicus	N;PL	N;PL
difficult	lastig	difficult	lastig	ADJ	ADJ
difficult	moeilijk	difficult	moeilijk	ADJ	ADJ
difficult	moeilijke	difficult	moeilijk	ADJ	ADJ
ability	vermogen	ability	vermogen	N;SG	N;NEUT;SG
studied	bestudeerde	study	bestuderen	V;PST;V.PTCP	V;SG;PST;FIN
studied	studeerde	study	studeren	V;PST;V.PTCP	V;SG;PST;FIN
studied	bestudeerd	study	bestuderen	V;PST;V.PTCP	V;V.PTCP
host	organisator	host	organisator	N;SG	N;MASC+FEM;SG
host	gastheer	host	gastheer	N;SG	N;MASC+FEM;SG
host	host	host	host	N;SG	N;MASC+FEM;SG
wall	prikbord	wall	prikbord	N;SG	N;NEUT;SG
wall	wand	wall	wand	N;SG	N;MASC+FEM;SG
wall	muur	wall	muur	N;SG	N;MASC+FEM;SG
urban	stedelijk	urban	stedelijk	ADJ	ADJ
urban	stedelijke	urban	stedelijk	ADJ	ADJ
marine	marinier	marine	marinier	N;SG	N;MASC+FEM;SG
physical	lichamelijk	physical	lichamelijk	ADJ	ADJ
physical	lichamelijke	physical	lichamelijk	ADJ	ADJ
physical	fysieke	physical	fysiek	ADJ	ADJ
physical	fysiek	physical	fysiek	ADJ	ADJ
troops	troepen	troops	troep	N;PL	N;PL
interview	interview	interview	interview	N;SG	N;NEUT;SG
interview	sollicitatiegesprek	interview	sollicitatiegesprek	N;SG	N;NEUT;SG
interview	sollicitatie	interview	sollicitatie	N;SG	N;MASC+FEM;SG
coming	komen	come	komen	V;V.MSDR	V;NFIN
suggest	suggereren	suggest	suggereren	V;IMP;FIN	V;NFIN
letter	brief	letter	brief	N;SG	N;MASC+FEM;SG
letter	letter	letter	letter	N;SG	N;MASC+FEM;SG
couple	paar	couple	paar	N;SG	N;NEUT;SG
couple	koppel	couple	koppel	N;SG	N;NEUT;SG
tell	vertel	tell	vertel	V;IMP;FIN	V;SG;PRS;FIN
gallery	galerie	gallery	galerie	N;SG	N;MASC+FEM;SG
gallery	galerij	gallery	galerij	N;SG	N;MASC+FEM;SG
follow	volg	follow	volg	V;IMP;FIN	V;SG;PRS;FIN
follow	volgt	follow	volgen	V;IMP;FIN	V;SG;PRS;FIN
follow	volgen	follow	volgen	V;IMP;FIN	V;NFIN
windows	windows	window	windows	N;PL	N;PL
windows	vensters	window	venster	N;PL	N;PL
windows	ruiten	window	ruit	N;PL	N;PL
windows	ramen	window	raam	N;PL	N;PL
tree	boom	tree	boom	N;SG	N;MASC+FEM;SG
tree	boomstructuur	tree	boomstructuur	N;SG	N;MASC+FEM;SG
hits	hits	hit	hits	N;PL	N;PL
hits	treffers	hit	treffer	N;PL	N;PL
protection	bescherming	protection	bescherming	N;SG	N;MASC+FEM;SG
relevant	relevant	relevant	relevant	ADJ	ADJ
relevant	relevante	relevant	relevant	ADJ	ADJ
count	telling	count	telling	N;SG	N;MASC+FEM;SG
count	graaf	count	graaf	N;SG	N;MASC+FEM;SG
count	tel	count	tellen	N;SG	N;MASC+FEM;SG
situation	situatie	situation	situatie	N;SG	N;MASC+FEM;SG
situation	toestand	situation	toestand	N;SG	N;MASC+FEM;SG
reviews	reviews	review	review	N;PL	N;PL
reviews	beoordelingen	review	beoordeling	N;PL	N;PL
reviews	recensies	review	recensie	N;PL	N;PL
containing	bevatten	contain	bevatten	V;V.MSDR	V;NFIN
containing	bevattende	contain	bevatten	V;V.MSDR	V;V.PTCP
classical	klassiek	classical	klassiek	ADJ	ADJ
classical	klassieke	classical	klassiek	ADJ	ADJ
offered	aangeboden	offer	aanbieden	V;PST;V.PTCP	V;V.PTCP
lady	lady	lady	lady	N;SG	N;MASC+FEM;SG
lady	vrouwe	lady	vrouw	N;SG	N;MASC+FEM;SG
lady	dame	lady	dame	N;SG	N;MASC+FEM;SG
reports	rapporten	report	rapport	N;PL	N;PL
reports	verslagen	report	verslag	N;PL	N;PL
influence	invloed	influence	invloed	N;SG	N;MASC+FEM;SG
influence	beïnvloeding	influence	beïnvloeding	N;SG	N;MASC+FEM;SG
address	adres	address	adres	N;SG	N;NEUT;SG
linear	lineaire	linear	lineair	ADJ	ADJ
linear	lineair	linear	lineair	ADJ	ADJ
consider	overwegen	consider	overwegen	V;IMP;FIN	V;NFIN
consider	overweeg	consider	overweeg	V;IMP;FIN	V;SG;PRS;FIN
machine	machine	machine	machine	N;SG	N;MASC+FEM;SG
domain	domein	domain	domein	N;SG	N;NEUT;SG
elements	elementen	element	element	N;PL	N;PL
types	soorten	type	soort	N;PL	N;PL
types	types	type	type	N;PL	N;PL
serve	opdienen	serve	opdienen	V;IMP;FIN	V;NFIN
serve	serveren	serve	serveren	V;IMP;FIN	V;NFIN
serve	dienen	serve	dienen	V;IMP;FIN	V;NFIN
ministry	ministerie	ministry	ministerie	N;SG	N;NEUT;SG
blood	bloed	blood	bloed	N;SG	N;NEUT;SG
distance	afstand	distance	afstand	N;SG	N;MASC+FEM;SG
bottom	bodem	bottom	bodem	N;SG	N;MASC+FEM;SG
bottom	onderkant	bottom	onderkant	N;SG	N;MASC+FEM;SG
bottom	bottom	bottom	bottom	N;SG	N;MASC+FEM;SG
giving	geven	give	geven	V;V.MSDR	V;NFIN
boys	boys	boy	boys	N;PL	N;PL
boys	jongens	boy	jongens	N;PL	N;PL
potential	potentieel	potential	potentieel	N;SG	N;NEUT;SG
potential	potentie	potential	potentie	N;SG	N;MASC+FEM;SG
edited	bewerkt	edite	bewerken	V;PST;V.PTCP	V;V.PTCP
edited	bewerkte	edite	bewerken	V;PST;V.PTCP	V;SG;PST;FIN
infantry	infanterie	infantry	infanterie	N;SG	N;MASC+FEM;SG
formerly	voorheen	formerly	voorheen	ADV	ADV
conflict	conflict	conflict	conflict	N;SG	N;NEUT;SG
workers	werkers	worker	werker	N;PL	N;PL
workers	arbeiders	worker	arbeider	N;PL	N;PL
workers	werknemers	worker	werknemer	N;PL	N;PL
helped	geholpen	help	helpen	V;IND;PST;FIN	V;V.PTCP
helped	hielp	help	helpen	V;IND;PST;FIN	V;SG;PST;FIN
nationality	nationaliteit	nationality	nationaliteit	N;SG	N;MASC+FEM;SG
dispute	geschil	dispute	geschil	N;SG	N;NEUT;SG
scene	scène	scene	scène	N;SG	N;MASC+FEM;SG
scene	scene	scene	scene	N;SG	N;MASC+FEM;SG
method	methode	method	methode	N;SG	N;MASC+FEM;SG
titles	titels	title	titel	N;PL	N;PL
conditions	omstandigheden	condition	omstandigheid	N;PL	N;PL
conditions	condities	condition	conditie	N;PL	N;PL
conditions	voorwaarden	condition	voorwaarde	N;PL	N;PL
arms	wapens	arm	wapen	N;PL	N;PL
arms	armen	arm	arm	N;PL	N;PL
races	rassen	race	ras	N;PL	N;PL
races	races	race	race	N;PL	N;PL
maybe	misschien	maybe	misschien	ADV	ADV
discovered	ontdekte	discover	ontdekken	V;PST;V.PTCP	V;SG;PST;FIN
discovered	ontdekt	discover	ontdekken	V;PST;V.PTCP	V;V.PTCP
extended	uitgebreid	extend	uitbreiden	V;PST;V.PTCP	V;V.PTCP
extended	verlengd	extend	verlengen	V;PST;V.PTCP	V;V.PTCP
