võtmine	braní	võtmine	braní	N;NOM;SG	N;NOM;NEUT;SG;POS
põrgu	peklo	põrgu	peklo	N;NOM;SG	N;NOM;NEUT;SG;POS
eranditult	výlučně	eranditult	výlučně	ADV	ADV;POS
eranditult	výhradně	eranditult	výhradně	ADV	ADV;POS
kollektsioon	sběr	kollektsioon	sběr	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kollektsioon	kolekce	kollektsioon	kolekce	N;NOM;SG	N;NOM;FEM;SG;POS
kollektsioon	sbírka	kollektsioon	sbírka	N;NOM;SG	N;NOM;FEM;SG;POS
kollektsioon	shromažďování	kollektsioon	shromažďování	N;NOM;SG	N;NOM;NEUT;SG;POS
spordiala	sport	spordi_ala	sport	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
moto	motto	moto	motto	N;NOM;SG	N;NOM;NEUT;SG;POS
moto	moto	moto	moto	N;NOM;SG	N;NOM;MASC;SG;POS
dünamo	dynamo	dünamo	dynamo	N;NOM;SG	N;NOM;NEUT;SG;POS
elektriliselt	elektricky	elektriliselt	elektricky	ADV	ADV;POS
osapooled	protistrany	osa_pool	protistrana`strana	N;NOM;PL	N;NOM;FEM;PL;POS
lõpetamine	dokončení	lõpetamine	dokončení	N;NOM;SG	N;NOM;NEUT;SG;POS
lõpetamine	uzavření	lõpetamine	uzavření	N;NOM;SG	N;NOM;NEUT;SG;POS
lõpetamine	ukončení	lõpetamine	ukončení	N;NOM;SG	N;NOM;NEUT;SG;POS
lõpetamine	maturita	lõpetamine	maturita	N;NOM;SG	N;NOM;FEM;SG;POS
lõpetamine	ukončení	lõpetamine	ukončení	N;NOM;SG	N;NOM;NEUT;SG;POS
potentsiaal	potenciál	potentsiaal	potenciál	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
klient	zákaznice	klient	zákaznice	N;NOM;SG	N;NOM;FEM;SG;POS
klient	zákazník	klient	zákazník	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
klient	zákazník	klient	zákazník	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
klient	klient	klient	klient	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
edastamine	převodovka	edastamine	převodovka	N;NOM;SG	N;NOM;FEM;SG;POS
edastamine	vysílání	edastamine	vysílání	N;NOM;SG	N;NOM;NEUT;SG;POS
edastamine	předávání	edastamine	předávání	N;NOM;SG	N;NOM;NEUT;SG;POS
edastamine	přenos	edastamine	přenos	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
edastamine	předání	edastamine	předání	N;NOM;SG	N;NOM;NEUT;SG;POS
edastamine	předávání	edastamine	předávání	N;NOM;SG	N;NOM;NEUT;SG;POS
skt	hdp	skt	hdp	N;NOM;SG	N;INAN;MASC;POS
fanny	fanny	fanny	fann	N;NOM;SG	N;NOM;FEM;SG;POS
amor	amor	amor	amor	N;NOM;SG	N;NOM;MASC;SG;POS
seks	pohlaví	seks	pohlaví	N;NOM;SG	N;NOM;NEUT;SG;POS
seks	sex	seks	sex	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
renoveeritud	zrekonstruované	renoveerima	zrekonstruovaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
renoveeritud	zrekonstruované	renoveerima	zrekonstruovaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
stabiilsus	stabilita	stabiilsus	stabilita	N;NOM;SG	N;NOM;FEM;SG;POS
stabiilsus	stability	stabiilsus	stabilita	N;NOM;SG	N;NOM;FEM;SG;POS
reaalsus	skutečnost	reaalsus	skutečnost	N;NOM;SG	N;NOM;FEM;SG;POS
reaalsus	realita	reaalsus	realita	N;NOM;SG	N;NOM;FEM;SG;POS
evolutsioon	vývoj	evolutsioon	vývoj	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
evolutsioon	evoluce	evolutsioon	evoluce	N;NOM;SG	N;NOM;FEM;SG;POS
tõmbas	vytáhl	tõmbama	vytáhnout	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
konfliktid	konflikty	konflikt	konflikt	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
konfliktid	konflikty	konflikt	konflikt	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
signaalid	signály	signaal	signál	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
junior	junior	junior	junior	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
phd	doktorát	phd	doktorát	N	N;INAN;NOM;MASC;SG;POS
phd	phd	phd	phd	N	N;NOM;MASC;SG;POS
sõjalised	vojenské	sõjaline	vojenský	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
salvatore	salvatore	salva_tore	salvator	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
süüdistus	obvinění	süüdistus	obvinění	N;NOM;SG	N;NOM;NEUT;SG;POS
süüdistus	poplatek	süüdistus	poplatek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
süüdistus	obvinění	süüdistus	obvinění	N;NOM;SG	N;NOM;NEUT;SG;POS
süüdistus	nálož	süüdistus	nálož	N;NOM;SG	N;NOM;FEM;SG;POS
süüdistus	obžaloba	süüdistus	obžaloba	N;NOM;SG	N;NOM;FEM;SG;POS
süüdistus	obvinění	süüdistus	obvinění	N;NOM;SG	N;NOM;NEUT;SG;POS
airbus	airbus	airbuma	airbus	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
setted	sedimenty	sete	sediment	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
uraan	uran	uraan	uran	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
uraan	uran	uraan	uran	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
süstemaatiliselt	systematicky	süstemaatiliselt	systematicky	ADV	ADV;POS
piibel	bible	piibel	bible	N;NOM;SG	N;NOM;FEM;SG;POS
borussia	borussia	borussia	borussium	N;NOM;SG	N;NOM;FEM;SG;POS
palk	mzda	palk	mzda	N;NOM;SG	N;NOM;FEM;SG;POS
palk	plat	palk	plat	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
palk	mzda	palk	mzda	N;NOM;SG	N;NOM;FEM;SG;POS
kosmonaut	kosmonaut	kosmonaut	kosmonaut	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
graf	graf	graf	graf	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
riba	proužek	riba	proužek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
riba	strip	riba	stripe	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
sojuz	sojuz	sojuz	sojuz	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
teravalt	akutně	teravalt	akutně	ADV	ADV;POS
sõltus	záviselo	sõltuma	záviset	V;IND;SG;3;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
hüljatud	opuštěné	hüljatud	opuštěný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
hüljatud	opuštěná	hüljatud	opuštěný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
hüljatud	opuštěný	hüljatud	opuštěný	ADJ;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
vahekord	soulož	vahe_kord	soulož	N;NOM;SG	N;NOM;FEM;SG;POS
vahekord	soulož	vahe_kord	soulož	N;NOM;SG	N;NOM;FEM;SG;POS
vahekord	styk	vahe_kord	styk	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
failid	soubory	fail	soubor	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
failid	spisy	fail	spis	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
failid	složky	fail	složka	N;NOM;PL	N;NOM;FEM;PL;POS
tõlgendus	výklad	tõlgendus	výklad	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
tõlgendus	interpretace	tõlgendus	interpretace	N;NOM;SG	N;NOM;FEM;SG;POS
tõlgendus	tlumočení	tõlgendus	tlumočení	N;NOM;SG	N;NOM;NEUT;SG;POS
mõistmine	porozumění	mõistmine	porozumění	N;NOM;SG	N;NOM;NEUT;SG;POS
mõistmine	pochopení	mõistmine	pochopení	N;NOM;SG	N;NOM;NEUT;SG;POS
mõistmine	chápání	mõistmine	chápání	N;NOM;SG	N;NOM;NEUT;SG;POS
kuraator	kurátor	kuraator	kurátor	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
metsik	divočina	metsik	divočina	N;NOM;SG	N;NOM;FEM;SG;POS
streik	strike	streik	strika	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
streik	stávka	streik	stávka	N;NOM;SG	N;NOM;FEM;SG;POS
karistada	potrestat	karistama	potrestat	V;NFIN	V;PFV;POS;NFIN
karistada	trestat	karistama	trestat	V;NFIN	V;IPFV;POS;NFIN
vangid	vězni	vang	vězeň	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
vangid	zajatci	vang	zajatek	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
vangid	nevýhody	vang	nevýhoda	N;NOM;PL	N;NOM;FEM;PL;POS
määratleb	vymezuje	määratlema	vymezovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
määratleb	definuje	määratlema	definovat	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
vaatlused	průzkumy	vaatlus	průzkum	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
vaatlused	postřehy	vaatlus	postřeh	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
vaatlused	připomínky	vaatlus	připomínka	N;NOM;PL	N;NOM;FEM;PL;POS
tunnustus	uznávání	tunnustus	uznávání	N;NOM;SG	N;NOM;NEUT;SG;POS
tunnustus	uznání	tunnustus	uznání	N;NOM;SG	N;NOM;NEUT;SG;POS
tunnustus	rozpoznání	tunnustus	rozpoznání	N;NOM;SG	N;NOM;NEUT;SG;POS
tunnustus	rozpoznávání	tunnustus	rozpoznávání	N;NOM;SG	N;NOM;NEUT;SG;POS
diagnostika	diagnostika	diagnostika	diagnostika	N;NOM;SG	N;NOM;FEM;SG;POS
diagnostika	diagnostika	diagnostika	diagnostika	N;NOM;SG	N;NOM;FEM;SG;POS
cpu	procesor	cpu	procesor	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
cpu	cpu	cpu	cpu	N;NOM;SG	N;NOM;MASC;SG;POS
füüsilised	fyzické	füüsiline	fyzický	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
efektiivselt	účinně	efektiivselt	účinně	ADV	ADV;POS
efektiivselt	efektivně	efektiivselt	efektivně	ADV	ADV;POS
efektiivselt	účinně	efektiivselt	účinně	ADV	ADV;POS
efektiivselt	efektivně	efektiivselt	efektivně	ADV	ADV;POS
peer	protějšek	peer	protějšek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
peer	prd	peer	prd	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
meeleavaldajate	demonstrantů	meele_avaldaja	demonstrant	N;GEN;PL	N;ANIM;GEN;MASC;PL;POS
crystal	krystal	crystal	krystat	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
politseinikud	policisté	politseinik	policista	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
kubernerkond	gubernie	kubernerkond	gubernie	N;NOM;SG	N;NOM;FEM;SG;POS
lahutatud	rozvedený	lahutama	rozvedený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
lahutatud	rozvedená	lahutama	rozvedený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
hollywood	hollywood	hollywood	hollywood	N;NOM;SG	N;NOM;FEM;SG;POS
sobilik	vhodný	sobilik	vhodný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
sobilik	vhodná	sobilik	vhodný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
sobilik	vhodné	sobilik	vhodný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
sobilik	vhodný	sobilik	vhodný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
sobilik	vhodná	sobilik	vhodný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
sobilik	vhodné	sobilik	vhodný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
neeru	ledvina	neer	ledvina	N;NOM;SG	N;NOM;FEM;SG;POS
lilian	lilian	lilian	lilian	N;NOM;SG	N;NOM;FEM;SG;POS
mendelssohn	mendelssohna	mendelssohn	mendelssohna	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
falcon	falcon	falcon	falcon	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
alkohol	alkohol	alkohol	alkohol	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kristen	kristen	kristen	kristen	N;NOM;SG	N;NOM;FEM;SG;POS
hinged	závěsy	hing	závěs	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
hinged	panty	hing	pant	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
hinged	destiláty	hing	destilát	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
hinged	lihoviny	hing	lihovina	N;NOM;PL	N;NOM;FEM;PL;POS
hinged	duchové	hing	duch	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
paigutus	umístění	paigutus	umístění	N;NOM;SG	N;NOM;NEUT;SG;POS
paigutus	rozvržení	paigutus	rozvržení	N;NOM;SG	N;NOM;NEUT;SG;POS
paigutus	uspořádání	paigutus	uspořádání	N;NOM;SG	N;NOM;NEUT;SG;POS
paigutus	rozložení	paigutus	rozložení	N;NOM;SG	N;NOM;NEUT;SG;POS
paigutus	uspořádání	paigutus	uspořádání	N;NOM;SG	N;NOM;NEUT;SG;POS
paigutus	ujednání	paigutus	ujednání	N;NOM;SG	N;NOM;NEUT;SG;POS
kinnitamine	ověření	kinnitamine	ověření	N;NOM;SG	N;NOM;NEUT;SG;POS
kinnitamine	potvrzení	kinnitamine	potvrzení	N;NOM;SG	N;NOM;NEUT;SG;POS
veinid	vína	vein	víno	N;NOM;PL	N;NOM;NEUT;PL;POS
veinid	vína	vein	víno	N;NOM;PL	N;NOM;NEUT;PL;POS
temperatuurid	teploty	temperatuur	teplota	N;NOM;PL	N;NOM;FEM;PL;POS
günter	günter	günter	günter	N;NOM;SG	N;ANIM;NOM;MASC;SG;POS
jumalik	božské	jumalik	božský	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;POS
jumalik	božská	jumalik	božský	ADJ;NOM;SG	ADJ;NOM;FEM;SG;POS
jumalik	božský	jumalik	božský	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;POS
jumalik	rozkošný	jumalik	rozkošný	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG;POS
aneemia	anémie	aneemia	anémie	N;NOM;SG	N;NOM;FEM;SG;POS
aneemia	anémie	aneemia	anémie	N;NOM;SG	N;NOM;FEM;SG;POS
arch	oblouk	arch	oblouk	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
suurendamine	navýšení	suurendamine	navýšení	N;NOM;SG	N;NOM;NEUT;SG;POS
suurendamine	zvýšení	suurendamine	zvýšení	N;NOM;SG	N;NOM;NEUT;SG;POS
suurendamine	nárůst	suurendamine	nárůst	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
suurendamine	zvyšování	suurendamine	zvyšování	N;NOM;SG	N;NOM;NEUT;SG;POS
uni	spánek	uni	spánek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
vältimatu	nevyhnutelné	vältimatu	vyhnutelný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;NEG
vältimatu	nevyhnutelný	vältimatu	vyhnutelný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;NEG
vältimatu	nevyhnutelná	vältimatu	vyhnutelný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;NEG
vältimatu	nevyhnutelné	vältimatu	vyhnutelný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG;NEG
vältimatu	nevyhnutelný	vältimatu	vyhnutelný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG;NEG
vältimatu	nevyhnutelná	vältimatu	vyhnutelný	ADJ;NOM;SG	ADJ;NOM;FEM;SG;NEG
kehad	těla	keha	tělo	N;NOM;PL	N;NOM;NEUT;PL;POS
monica	monika	monica	monika	N;NOM;SG	N;NOM;FEM;SG;POS
str	str	str	strana	N	N;FEM;POS
kartaago	carthage	kartaago	carthage	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
epideemia	epidemie	epideemia	epidemie	N;NOM;SG	N;NOM;FEM;SG;POS
epideemia	epidemie	epideemia	epidemie	N;NOM;SG	N;NOM;FEM;SG;POS
kink	dárek	kink	dárek	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
kink	dar	kink	dar	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
pood	shop	pood	shop	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
pood	obchod	pood	obchod	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
pood	prodejna	pood	prodejna	N;NOM;SG	N;NOM;FEM;SG;POS
pood	obchod	pood	obchod	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
hõredalt	řídce	hõredalt	řídce	ADV	ADV;POS
hõredalt	řídce	hõredalt	řídce	ADV	ADV;POS
subjektiivne	subjektivní	subjektiivne	subjektivní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
kahjustused	léze	kahjustus	lézt	N;NOM;PL	N;NOM;FEM;PL;POS
kahjustused	škody	kahjustus	škoda	N;NOM;PL	N;NOM;FEM;PL;POS
soojus	horko	soojus	horko	N;NOM;SG	N;NOM;NEUT;SG;POS
soojus	žár	soojus	žár	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
soojus	tepla	soojus	teplo	N;NOM;SG	N;NOM;NEUT;SG;POS
soojus	teplo	soojus	teplo	N;NOM;SG	N;NOM;NEUT;SG;POS
soojus	teplo	soojus	teplo	N;NOM;SG	N;NOM;NEUT;SG;POS
grove	háj	grove	háj	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
sark	sark	sark	sark	N;NOM;SG	N;NOM;FEM;SG;POS
trumm	buben	trumm	buben	N;NOM;SG	N;INAN;NOM;MASC;SG;POS
üleriigiline	celostátní	üleriigiline	celostátní	ADJ;NOM;SG	ADJ;NOM;MASC;SG;POS
juhatab	vede	juhatama	vést	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
ruttu	rychle	ruttu	rychle	ADV	ADV;POS
ruttu	rychle	ruttu	rychle	ADV	ADV;POS
registreerida	registrovat	registreerima	registrovat	V;NFIN	V;POS;NFIN
registreerida	zaregistrovat	registreerima	zaregistrovat	V;NFIN	V;PFV;POS;NFIN
