категория	kategória	категория	kategória	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
преподавал	učil	преподавать	učiť	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
преподавал	učila	преподавать	učiť	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
короткая	krátka	короткий	krátka	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
короткая	krátky	короткий	krátky	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
короткая	krátke	короткий	krátky	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
географии	geografia	география	geografia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
огонь	oheň	огонь	oheň	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
огонь	požiar	огонь	požiar	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
нижний	dolné	нижний	dolný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
нижний	dolný	нижний	dolný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG
нижний	dolná	нижний	dolný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
критики	kritici	критика	kritica	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
жены	manželky	жена	manželka	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL
независимости	nezávislosť	независимость	nezávislosť	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
подробно	podrobne	подробно	podrobne	ADV	ADV
предмет	predmet	предмет	predmet	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
предмет	objekt	предмет	objekt	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
предмет	predmet	предмет	predmet	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
предмет	subjekt	предмет	subjekt	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ричард	richard	ричард	richard	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
география	geografia	география	geografia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
центральная	centrálna	центральный	centrálny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
центральная	stredná	центральный	stredný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
центральная	centrálny	центральный	centrálny	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
понятия	pojmy	понятие	pojem	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
понятия	koncepcie	понятие	koncepcia	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
понятия	koncepty	понятие	koncept	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
какая	aké	какой	aký	DET;NOM;FEM;SG	DET;NOM;NEUT;SG
нападающий	útočník	нападающий	útočník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
нападающий	útočník	нападающий	útočník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
папа	ocko	папа	ocko	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
папа	otec	папа	otec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
папа	ocko	папа	ocko	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
папа	otecko	папа	otecko	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
папа	tatko	папа	tatko	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
папа	tatko	папа	tatko	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
двигатель	motor	двигатель	motor	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
наталья	natália	наталья	natáliť	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
наталья	natalia	наталья	natalia	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
крови	krv	кровь	krv	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сообщество	spoločenstvo	сообщество	spoločenstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
сообщество	komunita	сообщество	komunita	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
кампании	kampane	кампания	kampaň	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
рейтинг	rating	рейтинг	rating	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
рейтинг	hodnotenie	рейтинг	hodnotenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
рейтинг	poradie	рейтинг	poradie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
судов	plavidiel	суд	plavidlo	N;INAN;GEN;MASC;PL	N;GEN;NEUT;PL
труд	dielo	труд	dielo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
труд	praca	труд	praca	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
труд	práca	труд	práca	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
предыдущий	predošlý	предыдущий	predošlý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
предыдущий	predchádzajúci	предыдущий	predchádzajúci	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
предыдущий	predošlé	предыдущий	predošlý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
предыдущий	predchádzajúca	предыдущий	predchádzajúci	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
предыдущий	predchádzajúce	предыдущий	predchádzajúci	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
реформы	reformy	реформа	reforma	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
борьба	wrestling	борьба	wrestling	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
борьба	boj	борьба	boj	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
оператор	prevádzkovateľ	оператор	prevádzkovateľ	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
оператор	kameraman	оператор	kameraman	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
пресс	tlač	пресс	tlač	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
войн	vojen	война	vojna	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL
чёрный	čierne	чёрный	čierny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
чёрный	čierny	чёрный	čierny	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
чёрный	čierna	чёрный	čierny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
письма	písmená	письмо	písmeno	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
письма	listy	письмо	list	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
письма	písmen	письмо	písmen	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
плохо	zlý	плохой	zlý	ADJ;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
плохо	zlé	плохой	zlý	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
очки	body	очки	boda	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
очки	okuliare	очки	okuliare	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
очки	sklá	очки	sklo	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
очки	poháre	очки	pohár	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
служба	obsluha	служба	obsluha	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
служба	služba	служба	služba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
служба	servis	служба	servis	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
служба	doručovanie	служба	doručovanie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
примеры	príklady	пример	príklad	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
баку	baku	бак	bak	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
библиотеки	knižnice	библиотека	knižnica	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
библиотеки	knižnice	библиотека	knižnica	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
музыкант	hudobník	музыкант	hudobník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
интересно	zaujímavá	интересный	zaujímavý	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
интересно	zaujímavé	интересный	zaujímavý	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
интересно	zaujímavý	интересный	zaujímavý	ADJ;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
супруга	manželka	супруга	manželka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
муж	manžel	муж	manžel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
существенно	podstatne	существенно	podstatne	ADV	ADV
существенно	podstatne	существенно	podstatne	ADV	ADV
существенно	významne	существенно	významne	ADV	ADV
существенно	výrazne	существенно	výrazne	ADV	ADV
офф	voľno	офф	voľno	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
обязанности	záväzky	обязанность	záväzok	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
обязанности	povinnosti	обязанность	povinnosť	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
обязанности	zodpovednosti	обязанность	zodpovednosť	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
обязанности	povinnosti	обязанность	povinnosť	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
обязанности	clá	обязанность	clo	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
обязанности	povinnosti	обязанность	povinnosť	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
давление	tlak	давление	tlak	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
давление	nátlak	давление	nátlak	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
запрос	dotaz	запрос	dotaz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
запрос	žiadosť	запрос	žiadosť	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
запрос	požiadavka	запрос	požiadavka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
запрос	prosba	запрос	prosba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
отметить	označiť	отметить	označiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
отметить	osláviť	отметить	osláviť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
отметить	označiť	отметить	označiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
известность	sláva	известность	slávať	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
другая	ďalšie	другой	ďalší	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
другая	ostatné	другой	ostatný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
другая	ďalšia	другой	ďalší	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
другая	ďalší	другой	ďalší	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
сестра	sestra	сестра	sestra	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
сестра	sestrička	сестра	sestrička	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
сестра	sestra	сестра	sestra	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
сестра	sestrička	сестра	sestrička	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
детский	detský	детский	detský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
ваш	tvoje	ваш	tvoj	DET;NOM;MASC;SG	DET;NOM;NEUT;SG;2
ваш	váš	ваш	tvoj	DET;NOM;MASC;SG	DET;INAN;NOM;MASC;SG;2
ваш	vaša	ваш	tvoj	DET;NOM;MASC;SG	DET;NOM;FEM;SG;2
ваш	vaše	ваш	váš	DET;NOM;MASC;SG	DET;NOM;NEUT;SG;2
ваш	tvoja	ваш	tvoj	DET;NOM;MASC;SG	DET;NOM;FEM;SG;2
ваш	tvoj	ваш	tvoj	DET;NOM;MASC;SG	DET;ANIM;NOM;MASC;SG;2
ваш	váš	ваш	tvoj	DET;NOM;MASC;SG	DET;INAN;NOM;MASC;SG;2
ваш	tvoje	ваш	tvoj	DET;NOM;MASC;SG	DET;NOM;NEUT;SG;2
ваш	tvoj	ваш	tvoj	DET;NOM;MASC;SG	DET;ANIM;NOM;MASC;SG;2
ваш	vaše	ваш	váš	DET;NOM;MASC;SG	DET;NOM;NEUT;SG;2
ваш	tvoja	ваш	tvoj	DET;NOM;MASC;SG	DET;NOM;FEM;SG;2
ваш	vaša	ваш	tvoj	DET;NOM;MASC;SG	DET;NOM;FEM;SG;2
режим	režim	режим	režiť	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
режим	mód	режим	mód	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
режим	režim	режим	režiť	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
зависит	záleží	зависеть	záležať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
канада	kanade	канада	kanada	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
обратно	späť	обратно	späť	ADV	ADV
обратно	naspäť	обратно	naspäť	ADV	ADV
принцип	zásada	принцип	zásada	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
принцип	princípe	принцип	princíp	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
принцип	princíp	принцип	princíp	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
учреждения	inštitúcie	учреждение	inštitúcia	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
учреждения	agentúry	учреждение	agentúra	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
блок	blok	блок	blok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
блок	blokovanie	блок	blokovanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
блок	zablokovanie	блок	zablokovanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
прошла	prešiel	пройти	prejsť	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
прошла	prešlo	пройти	prejsť	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
военная	vojenský	военный	vojenský	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
военная	vojenské	военный	vojenský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
восточная	východná	восточный	východný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
восточная	východné	восточный	východný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
восточная	východný	восточный	východný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
восточная	orientálne	восточный	orientálne	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
восточная	východná	восточный	východný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
восточная	východné	восточный	východný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
восточная	východný	восточный	východný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
максим	maximus	максим	maximus	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
максим	maxim	максим	mať	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
предприятие	podnik	предприятие	podnik	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
предприятие	podnikanie	предприятие	podnikanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
предприятие	enterprise	предприятие	enterprisa	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
лидер	vodca	лидер	vodca	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
лидер	líder	лидер	líder	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
выбор	výber	выбор	výber	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
выбор	výber	выбор	výber	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
выбор	výber	выбор	výber	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
выбор	voľba	выбор	voľba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
питер	peter	питер	peter	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
редко	zriedka	редко	zriedka	ADV	ADV
редко	málokedy	редко	málokedy	ADV	ADV
редко	zriedka	редко	zriedka	ADV	ADV
редко	zriedkavo	редко	zriedkavo	ADV	ADV
редко	málokedy	редко	málokedy	ADV	ADV
редко	vzácne	редко	vzácne	ADV	ADV
меры	akcie	мера	akcia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
меры	opatrenia	мера	opatrenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
меры	akcie	мера	akcia	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
меры	činy	мера	čin	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
югославии	juhoslávie	югославия	juhoslávie	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
характеристики	ukazovatele	характеристика	ukazovateľ	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
характеристики	vlastnosti	характеристика	vlastnosť	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
характеристики	charakteristiky	характеристика	charakteristika	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
тел	tiel	тело	telo	N;INAN;GEN;NEUT;PL	N;GEN;NEUT;PL
регулярно	pravidelne	регулярно	pravidelne	ADV	ADV
понять	porozumieť	понять	porozumieť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
понять	pochopiť	понять	pochopiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
отдельно	oddelene	отдельно	oddelene	ADV	ADV
отдельно	samostatne	отдельно	samostatne	ADV	ADV
даты	dátumy	дата	dátum	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
даты	termíny	дата	termín	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
знает	nevie	знать	vedieť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;NEG;PRS;FIN
знает	pozná	знать	poznať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
знает	vie	знать	vedieť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
носит	nosí	носить	nosiť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
личная	osobný	личный	osobný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
личная	osobná	личный	osobný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
личная	osobné	личный	osobný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
справочник	priečinok	справочник	priečinka	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
справочник	adresár	справочник	adresár	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
справочник	príručka	справочник	príručka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
специалист	odborník	специалист	odborník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
специалист	špecialista	специалист	špecialista	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
каждая	každý	каждый	každý	DET;NOM;FEM;SG	DET;ANIM;NOM;MASC;SG
каждая	každá	каждый	každý	DET;NOM;FEM;SG	DET;NOM;FEM;SG
каждая	každý	каждый	každý	DET;NOM;FEM;SG	DET;ANIM;NOM;MASC;SG
каждая	každé	каждый	každý	DET;NOM;FEM;SG	DET;NOM;NEUT;SG
каждая	každá	каждый	každý	DET;NOM;FEM;SG	DET;NOM;FEM;SG
зданий	budov	здание	budova	N;INAN;GEN;NEUT;PL	N;GEN;FEM;PL
побережье	pobrežie	побережье	pobrežie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
могла	mohla	мочь	môcť	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
могла	mohol	мочь	môcť	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
могла	mohlo	мочь	môcť	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
причин	príčin	причина	príčina	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL
говорил	hovoril	говорить	hovoriť	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
говорил	hovoril	говорить	hovoriť	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
говорил	rozprával	говорить	rozprávať	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
формула	vzorec	формула	vzorec	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
среды	stredu	среда	stred	N;INAN;GEN;FEM;SG	N;INAN;GEN;MASC;SG
континентальный	kontinentálne	континентальный	kontinentálne	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
переход	prechod	переход	prechod	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
врач	liečiteľ	врач	liečiteľ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
врач	lekár	врач	lekár	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
врач	doktor	врач	doktor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
врач	lekár	врач	lekár	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
врач	lekárka	врач	lekárka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
певец	spevák	певец	spevák	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
певец	speváčka	певец	speváčka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
башни	veže	башня	veža	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
ирина	irina	ирина	irina	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
наши	naši	наш	náš	DET;NOM;PL	DET;ANIM;NOM;MASC;PL;1
ранга	hodnosť	ранг	hodnosť	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
современный	moderné	современный	moderný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
современный	moderný	современный	moderný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
современный	moderná	современный	moderný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
современный	súčasné	современный	súčasný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
современный	súčasná	современный	súčasný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
современный	súčasný	современный	súčasný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
взять	vziať	брать	vziať	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
взять	zober	брать	zober	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;POS;FIN
взять	zoberte	брать	zoberiť	V;PFV;NFIN;ACT	V;PFV;IMP;PL;2;POS;FIN
устройства	pomôcky	устройство	pomôcka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
устройства	pomôcky	устройство	pomôcka	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
устройства	prístroje	устройство	prístroj	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
устройства	zariadenia	устройство	zariadenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
описания	opisy	описание	opis	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
святых	svätých	святой	svätý	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL
якобы	zdanlivo	якобы	zdanlivo	ADV	ADV
якобы	údajne	якобы	údajne	ADV	ADV
документы	dokumenty	документ	dokument	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
документы	doklady	документ	doklad	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL
документы	písomnosti	документ	písomnosť	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
лицо	tvár	лицо	tvár	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
неизвестно	neznámy	неизвестный	neznámy	ADJ;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
неизвестно	neznáme	неизвестный	neznámy	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
неизвестно	neznáma	неизвестный	neznámy	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
брак	manželstvo	брак	manželstvo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
сотрудник	zamestnanec	сотрудник	zamestnanec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
приказ	poradie	приказ	poradie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
приказ	objednávka	приказ	objednávka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
приказ	poriadok	приказ	poriadok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
стены	múry	стена	múr	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
стены	steny	стена	stena	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
пары	dvojice	пара	dvojica	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
пары	páry	пара	pára	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
пары	dvojice	пара	dvojica	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
пары	páry	пара	pára	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL
архив	archíve	архив	archíva	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
архив	archív	архив	archív	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
архив	archív	архив	archív	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
показывает	ukazuje	показывать	ukazovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
показывает	zobrazuje	показывать	zobrazovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
