年	jaar	年	jaar	N	N;NEUT;SG
戰役	gevechten	戰役	gevecht	N	N;PL
電台	radio	電台	radio	N	N;MASC+FEM;SG
墓	tombe	墓	tombe	N	N;MASC+FEM;SG
墓	graftombe	墓	graftombe	N	N;MASC+FEM;SG
墓	graf	墓	graf	N	N;NEUT;SG
墓	grave	墓	grave	N	N;MASC+FEM;SG
墓	graf	墓	graf	N	N;NEUT;SG
北方	noorden	北方	noorden	N	N;NEUT;SG
北方	noord	北方	noord	N	N;NEUT;SG
活躍	active	活躍	active	N	N;MASC+FEM;SG
業務	bedrijf	業務	bedrijf	N	N;NEUT;SG
射	shoot	射	shoot	N	N;MASC+FEM;SG
前身	voorganger	前身	voorganger	N	N;MASC+FEM;SG
前身	voorloper	前身	voorloper	N	N;MASC+FEM;SG
投資	investering	投資	investering	N	N;MASC+FEM;SG
投資	investeringen	投資	investering	N	N;PL
投資	beleggingen	投資	belegging	N	N;PL
投資	investeringen	投資	investering	N	N;PL
投資	investering	投資	investering	N	N;MASC+FEM;SG
海洋	oceanen	海洋	oceaan	N	N;PL
海洋	oceaan	海洋	oceaan	N	N;MASC+FEM;SG
類型	genre	類型	genre	N	N;NEUT;SG
類型	type	類型	type	N	N;NEUT;SG
類型	soort	類型	soort	N	N;SG
類型	soorten	類型	soort	N	N;PL
類型	types	類型	type	N	N;PL
機會	chance	機會	chance	N	N;MASC+FEM;SG
機會	kans	機會	kans	N	N;MASC+FEM;SG
機會	gelegenheid	機會	gelegenheid	N	N;MASC+FEM;SG
機會	kans	機會	kans	N	N;MASC+FEM;SG
機會	kansen	機會	kans	N	N;PL
機會	mogelijkheden	機會	mogelijkheid	N	N;PL
錯誤	vergissing	錯誤	vergissing	N	N;MASC+FEM;SG
錯誤	fout	錯誤	fout	N	N;MASC+FEM;SG
錯誤	foutje	錯誤	foutje	N	N;NEUT;SG
錯誤	fout	錯誤	fout	N	N;MASC+FEM;SG
錯誤	fouten	錯誤	fout	N	N;PL
錯誤	vergissingen	錯誤	vergissing	N	N;PL
錯誤	fouten	錯誤	fout	N	N;PL
錯誤	vergissing	錯誤	vergissing	N	N;MASC+FEM;SG
錯誤	fout	錯誤	fout	N	N;MASC+FEM;SG
總部	hoofdkantoor	總部	hoofdkantoor	N	N;NEUT;SG
總部	hoofdkwartier	總部	hoofdkwartier	N	N;NEUT;SG
健康	gezondheid	健康	gezondheid	N	N;MASC+FEM;SG
股	eenheid	股	eenheid	N	N;MASC+FEM;SG
股	unit	股	unit	N	N;MASC+FEM;SG
身高	hoogte	身高	hoogte	N	N;MASC+FEM;SG
身高	lengte	身高	lengte	N	N;MASC+FEM;SG
空中	antenne	空中	antenn	N	N;MASC+FEM;SG
空中	lucht	空中	lucht	N	N;MASC+FEM;SG
工人	werkers	工人	werker	N	N;PL
工人	arbeiders	工人	arbeider	N	N;PL
工人	werknemers	工人	werknemer	N	N;PL
工人	werker	工人	werker	N	N;MASC+FEM;SG
工人	werknemer	工人	werknemer	N	N;MASC+FEM;SG
工人	arbeider	工人	arbeider	N	N;MASC+FEM;SG
經常	dikwijls	經常	dikwijls	ADV	ADV
爆炸	knallen	爆炸	knallen	V	V;NFIN
警方	politie	警方	politie	N	N;MASC+FEM;SG
十七	zeventien	十七	zeventien	NUM	NUM
能量	energie	能量	energie	N	N;MASC+FEM;SG
酒	alcohol	酒	alcohol	N	N;MASC+FEM;SG
酒	wijn	酒	wijn	N	N;MASC+FEM;SG
地面	oppervlak	地面	oppervlak	N	N;NEUT;SG
地面	grond	地面	grond	N	N;MASC+FEM;SG
然後	dan	然後	dan	ADV	ADV
然後	daarna	然後	daarna	ADV	ADV
十四	veertien	十四	veertien	NUM	NUM
鬼	ghost	鬼	ghost	N	N;MASC+FEM;SG
鬼	geest	鬼	geest	N	N;MASC+FEM;SG
鬼	spook	鬼	spook	N	N;NEUT;SG
鼠	ratten	鼠	rat	N	N;PL
鼠	rat	鼠	rat	N	N;MASC+FEM;SG
鼠	muizen	鼠	muis	N	N;PL
鼠	muis	鼠	muis	N	N;MASC+FEM;SG
鼠	muizen	鼠	muis	N	N;PL
退出	afsluiten	退出	afsluiten	V	V;NFIN
退出	stoppen	退出	stoppen	V	V;NFIN
兒童	kinderen	兒童	kind	N	N;PL
兒童	kind	兒童	kind	N	N;NEUT;SG
兒童	kindje	兒童	kind	N	N;NEUT;SG
東部	oosten	東部	oosten	N	N;NEUT;SG
東部	oost	東部	oost	N	N;MASC+FEM;SG
博物	musea	博物	museum	N	N;PL
博物	museum	博物	museum	N	N;NEUT;SG
對話	conversatie	對話	conversatie	N	N;MASC+FEM;SG
對話	gesprek	對話	gesprek	N	N;NEUT;SG
對話	dialoog	對話	dialoog	N	N;MASC+FEM;SG
對話	dialogen	對話	dialoog	N	N;PL
對話	dialoog	對話	dialoog	N	N;MASC+FEM;SG
對話	gesprekken	對話	gesprek	N	N;PL
對話	conversaties	對話	conversatie	N	N;PL
琴	viool	琴	viool	N	N;MASC+FEM;SG
階段	fase	階段	fase	N	N;MASC+FEM;SG
階段	fasen	階段	fas	N	N;PL
階段	fases	階段	fase	N	N;PL
階段	fasen	階段	fas	N	N;PL
階段	etappes	階段	etap	N	N;PL
階段	stadia	階段	stadium	N	N;PL
階段	podium	階段	podium	N	N;NEUT;SG
階段	fase	階段	fase	N	N;MASC+FEM;SG
階段	toneel	階段	toneel	N	N;NEUT;SG
階段	stadium	階段	stadium	N	N;NEUT;SG
游	rondreis	游	rondreis	N	N;MASC+FEM;SG
游	tour	游	tour	N	N;MASC+FEM;SG
游	rondleiding	游	rondleiding	N	N;MASC+FEM;SG
游	tournee	游	tournee	N	N;MASC+FEM;SG
病	ziekte	病	ziekte	N	N;MASC+FEM;SG
病	ziekte	病	ziekte	N	N;MASC+FEM;SG
病	ziekte	病	ziekte	N	N;MASC+FEM;SG
維持	handhaven	維持	handhaven	V	V;NFIN
格式	opmaak	格式	opmaak	N	N;MASC+FEM;SG
格式	formaten	格式	formaat	N	N;PL
格式	indeling	格式	indeling	N	N;MASC+FEM;SG
格式	opmaak	格式	opmaak	N	N;MASC+FEM;SG
格式	format	格式	format	N	N;NEUT;SG
格式	formaat	格式	formaat	N	N;NEUT;SG
事故	ongeval	事故	ongeval	N	N;NEUT;SG
事故	ongeluk	事故	ongeluk	N	N;NEUT;SG
事故	ongelukje	事故	ongeluk	N	N;NEUT;SG
事故	ongevallen	事故	ongeval	N	N;PL
事故	ongelukken	事故	ongeluk	N	N;PL
藝人	entertainers	藝人	entertainer	N	N;PL
藝人	kunstenares	藝人	kunstenares	N	N;MASC+FEM;SG
藝人	artiest	藝人	artiest	N	N;MASC+FEM;SG
藝人	kunstenaar	藝人	kunstenaar	N	N;MASC+FEM;SG
藝人	artist	藝人	artist	N	N;MASC+FEM;SG
藝人	kunstenaars	藝人	kunstenaar	N	N;PL
藝人	artiesten	藝人	artiest	N	N;PL
藝人	entertainer	藝人	entertainer	N	N;MASC+FEM;SG
天使	engeltjes	天使	engel	N	N;PL
天使	engelen	天使	engel	N	N;PL
天使	angels	天使	angel	N	N;PL
天使	engel	天使	engel	N	N;MASC+FEM;SG
天使	angel	天使	angel	N	N;MASC+FEM;SG
天使	engeltje	天使	engel	N	N;NEUT;SG
表面	oppervlak	表面	oppervlak	N	N;NEUT;SG
池	vijver	池	vijver	N	N;MASC+FEM;SG
池	pool	池	pool	N	N;MASC+FEM;SG
池	zwembad	池	zwembad	N	N;NEUT;SG
圖片	foto	圖片	foto	N	N;MASC+FEM;SG
圖片	plaatjes	圖片	plaat	N	N;PL
圖片	imago	圖片	imago	N	N;NEUT;SG
圖片	beeld	圖片	beeld	N	N;NEUT;SG
圖片	afbeelding	圖片	afbeelding	N	N;MASC+FEM;SG
圖片	beelden	圖片	beeld	N	N;PL
圖片	afbeeldingen	圖片	afbeelding	N	N;PL
建設	bouwen	建設	bouwen	V	V;NFIN
風暴	stormen	風暴	stormen	N	N;PL
風暴	noodweer	風暴	noodweer	N	N;NEUT;SG
風暴	onweer	風暴	onweer	N	N;NEUT;SG
風暴	storm	風暴	storm	N	N;MASC+FEM;SG
定義	definitie	定義	definitie	N	N;MASC+FEM;SG
定義	definities	定義	definitie	N	N;PL
步兵	infanterie	步兵	infanterie	N	N;MASC+FEM;SG
指定	specificeert	指定	specificeren	V	V;SG;PRS;FIN
指定	specificeren	指定	specificeren	V	V;NFIN
指定	aangeduide	指定	aanduiden	V	V;V.PTCP
指定	aangeduid	指定	aanduiden	V	V;V.PTCP
指定	aangewezen	指定	aanwijzen	V	V;V.PTCP
指定	specificeren	指定	specificeren	V	V;NFIN
解決	oplossen	解決	oplossen	V	V;NFIN
解決	oplossen	解決	oplossen	V	V;NFIN
熊	bears	熊	bears	N	N;MASC+FEM;SG
熊	beren	熊	beer	N	N;PL
熊	xiong	熊	xiengen	N	N;MASC+FEM;SG
熊	beer	熊	beer	N	N;MASC+FEM;SG
熊	beertje	熊	beer	N	N;NEUT;SG
熊	bear	熊	bear	N	N;MASC+FEM;SG
熊	beren	熊	beer	N	N;PL
休	hugh	休	hugh	N	N;MASC+FEM;SG
國語	mandarijn	國語	mandarijn	N	N;MASC+FEM;SG
火箭	raketten	火箭	raket	N	N;PL
火箭	raket	火箭	raket	N	N;MASC+FEM;SG
火箭	rocket	火箭	rocket	N	N;MASC+FEM;SG
騎士	ridder	騎士	ridder	N	N;MASC+FEM;SG
騎士	knights	騎士	knights	N	N;MASC+FEM;SG
騎士	ridders	騎士	ridders	N	N;PL
象	olifanten	象	olifant	N	N;PL
象	olifant	象	olifant	N	N;MASC+FEM;SG
象	olifanten	象	olifant	N	N;PL
象	olifant	象	olifant	N	N;MASC+FEM;SG
明星	ster	明星	ster	N	N;MASC+FEM;SG
明星	star	明星	star	N	N;MASC+FEM;SG
明星	sterren	明星	ster	N	N;PL
潮	getij	潮	getij	N	N;NEUT;SG
潮	tij	潮	tij	N	N;NEUT;SG
潮	vloed	潮	vloed	N	N;MASC+FEM;SG
你	je	你	je	PRO;2	PRO;NOM;2
你	uw	你	uw	PRO;2	PRO;2
你	jouw	你	jou	PRO;2	PRO;ACC;2
羊	schapen	羊	schaap	N	N;PL
羊	schaap	羊	schaap	N	N;NEUT;SG
羊	geiten	羊	geiten	N	N;PL
羊	geit	羊	geit	N	N;MASC+FEM;SG
河流	rivier	河流	rivier	N	N;MASC+FEM;SG
河流	river	河流	river	N	N;MASC+FEM;SG
河流	rivieren	河流	rivier	N	N;PL
出席	bijwonen	出席	bijwonen	V	V;NFIN
出席	bijgewoond	出席	bijwonen	V	V;V.PTCP
改造	verbouwen	改造	verbouwen	V	V;NFIN
車輛	voertuigen	車輛	voertuig	N	N;PL
車輛	voertuig	車輛	voertuig	N	N;NEUT;SG
上午	goeiemorgen	上午	goeiemorgen	N	N;PL
上午	goedemorgen	上午	goedemorgen	N	N;PL
上午	ochtend	上午	ochtend	N	N;MASC+FEM;SG
機械	machine	機械	machine	N	N;MASC+FEM;SG
機械	machines	機械	machine	N	N;PL
爭議	polemiek	爭議	polemiek	N	N;MASC+FEM;SG
爭議	geschillen	爭議	geschil	N	N;PL
爭議	controverses	爭議	controverse	N	N;PL
爭議	geschillen	爭議	geschil	N	N;PL
爭議	geschil	爭議	geschil	N	N;NEUT;SG
發射	lanceren	發射	lanceren	V	V;NFIN
同盟	league	同盟	league	N	N;MASC+FEM;SG
同盟	liga	同盟	liga	N	N;MASC+FEM;SG
同盟	allianties	同盟	alliantie	N	N;PL
同盟	bondgenootschappen	同盟	bondgenootschap	N	N;PL
同盟	alliance	同盟	alliance	N	N;MASC+FEM;SG
同盟	bondgenootschap	同盟	bondgenootschap	N	N;NEUT;SG
同盟	alliantie	同盟	alliantie	N	N;MASC+FEM;SG
同盟	bondgenoten	同盟	bondgenoot	N	N;PL
同盟	geallieerden	同盟	geallieerde	N	N;PL
轉換	omzetten	轉換	omzetten	V	V;NFIN
轉換	bekeren	轉換	bekeren	V	V;NFIN
轉換	converteren	轉換	converteren	V	V;NFIN
轉換	transformeren	轉換	transformeren	V	V;NFIN
轉換	converteren	轉換	converteren	V	V;NFIN
疑似	verdacht	疑似	verdenken	V	V;V.PTCP
疑似	vermoedde	疑似	vermoeden	V	V;SG;PST;FIN
疑似	vermoede	疑似	vermoeden	V	V;FIN
血	bloed	血	bloed	N	N;NEUT;SG
努力	inspanningen	努力	inspanning	N	N;PL
事情	dingen	事情	dingen	N	N;PL
監督	oversight	監督	oversight	N	N;MASC+FEM;SG
監督	toezicht	監督	toezicht	N	N;NEUT;SG
監督	supervisie	監督	supervisie	N	N;MASC+FEM;SG
監督	toezicht	監督	toezicht	N	N;NEUT;SG
監督	toezicht	監督	toezicht	N	N;NEUT;SG
監督	bewaking	監督	bewaking	N	N;MASC+FEM;SG
軌道	track	軌道	track	N	N;MASC+FEM;SG
軌道	spoor	軌道	spoor	N	N;NEUT;SG
軌道	nummers	軌道	nummer	N	N;PL
軌道	tracks	軌道	tracks	N	N;PL
軌道	sporen	軌道	spoor	N	N;PL
軌道	rupsbanden	軌道	rupsband	N	N;PL
狼	wolf	狼	wolf	N	N;MASC+FEM;SG
部門	departement	部門	departement	N	N;NEUT;SG
部門	afdeling	部門	afdeling	N	N;MASC+FEM;SG
部門	sector	部門	sector	N	N;MASC+FEM;SG
汗	zweet	汗	zweet	N	N;NEUT;SG
汗	khan	汗	khan	N	N;MASC+FEM;SG
汗	zweet	汗	zweet	N	N;NEUT;SG
廣播	uitzending	廣播	uitzending	N	N;MASC+FEM;SG
廣播	uitzending	廣播	uitzending	N	N;MASC+FEM;SG
廣播	omroep	廣播	omroep	N	N;MASC+FEM;SG
廣播	radio	廣播	radio	N	N;MASC+FEM;SG
河畔	nad	河畔	nad	N	N;MASC+FEM;SG
比例	ratio	比例	ratio	N	N;MASC+FEM;SG
比例	verhouding	比例	verhouding	N	N;MASC+FEM;SG
比例	proportie	比例	proportie	N	N;MASC+FEM;SG
比例	proporties	比例	proportie	N	N;PL
比例	proportie	比例	proportie	N	N;MASC+FEM;SG
偶像	afgoden	偶像	afgod	N	N;PL
偶像	idool	偶像	idool	N	N;MASC+FEM;SG
側	kant	側	kant	N	N;MASC+FEM;SG
側	zijde	側	zijde	N	N;MASC+FEM;SG
側	zijkant	側	zijkant	N	N;MASC+FEM;SG
父母	ouders	父母	ouder	N	N;PL
父母	moedermaatschappij	父母	moedermaatschappij	N	N;MASC+FEM;SG
它們	ze	它	ze	PRO;PL;3	PRO;3
它們	zij	它	zij	PRO;PL;3	PRO;NOM;3
選區	kiesdistricten	選區	kiesdistrict	N	N;PL
選區	kiesdistrict	選區	kiesdistrict	N	N;NEUT;SG
渡	wataru	渡	wataru	N	N;MASC+FEM;SG
飛行	vliegend	飛行	vliegen	V	V;V.PTCP
飛行	vliegen	飛行	vliegen	V	V;NFIN
冬	winter	冬	winter	N	N;MASC+FEM;SG
大獎	jackpot	大獎	jackpot	N	N;MASC+FEM;SG
恢復	terugzetten	恢復	terugzetten	V	V;NFIN
恢復	herstellen	恢復	herstellen	V	V;NFIN
恢復	restaureren	恢復	restaureren	V	V;NFIN
恢復	hervat	恢復	hervatten	V	V;V.PTCP
恢復	hervatten	恢復	hervatten	V	V;NFIN
綠	midori	綠	midori	N	N;MASC+FEM;SG
設施	faciliteiten	設施	faciliteit	N	N;PL
設施	faciliteiten	設施	faciliteit	N	N;PL
設施	voorzieningen	設施	voorziening	N	N;PL
設施	installaties	設施	installatie	N	N;PL
設施	faciliteit	設施	faciliteit	N	N;MASC+FEM;SG
退役	gepensioneerde	退役	pensioneren	V	V;V.PTCP
退役	gepensioneerd	退役	pensioneren	V	V;V.PTCP
退役	ontmanteld	退役	ontmantelen	V	V;V.PTCP
框	box	框	box	N	N;MASC+FEM;SG
框	vak	框	vak	N	N;NEUT;SG
框	doos	框	doos	N	N;MASC+FEM;SG
框	frames	框	frame	N	N;PL
框	kaders	框	kader	N	N;PL
框	frame	框	frame	N	N;MASC+FEM;SG
框	kader	框	kader	N	N;NEUT;SG
住宅	verblijfplaats	住宅	verblijfplaats	N	N;MASC+FEM;SG
住宅	residentie	住宅	residentie	N	N;MASC+FEM;SG
住宅	woonplaats	住宅	woonplaats	N	N;MASC+FEM;SG
圍	wai	圍	wai	N	N;MASC+FEM;SG
混合	mengen	混合	mengen	V	V;NFIN
混合	mixen	混合	mixen	V	V;NFIN
混合	meng	混合	meng	V	V;SG;PRS;FIN
混合	mengen	混合	mengen	V	V;NFIN
混合	vermengd	混合	vermengen	V	V;V.PTCP
混合	gemixt	混合	mixten	V	V;V.PTCP
混合	gemengde	混合	mengen	V	V;V.PTCP
混合	gemengd	混合	mengen	V	V;V.PTCP
混合	mengen	混合	mengen	V	V;NFIN
混合	mengen	混合	mengen	V	V;NFIN
混合	mixen	混合	mixen	V	V;NFIN
殺	slachten	殺	slacht	V	V;NFIN
殺	slacht	殺	slacht	V	V;SG;PRS;FIN
山脈	bereik	山脈	bereik	N	N;NEUT;SG
食品	levensmiddelen	食品	levensmiddelen	N	N;PL
食品	voedsel	食品	voedsel	N	N;NEUT;SG
食品	levensmiddelen	食品	levensmiddelen	N	N;PL
食品	voedingsmiddelen	食品	voedingsmiddel	N	N;PL
食品	levensmiddelen	食品	levensmiddelen	N	N;PL
食品	voedingswaren	食品	voedingswaren	N	N;PL
食品	voedingsmiddelen	食品	voedingsmiddel	N	N;PL
王國	koninkrijk	王國	koninkrijk	N	N;NEUT;SG
王國	koninkrijken	王國	koninkrijk	N	N;PL
深度	diepten	深度	diepte	N	N;PL
深度	diepte	深度	diepte	N	N;MASC+FEM;SG
深度	diepgang	深度	diepgang	N	N;MASC+FEM;SG
法案	bill	法案	bill	N	N;MASC+FEM;SG
法案	wetsontwerp	法案	wetsontwerp	N	N;NEUT;SG
法案	wetsvoorstel	法案	wetsvoorstel	N	N;NEUT;SG
法案	biljetten	法案	biljet	N	N;PL
法案	rekeningen	法案	rekening	N	N;PL
有限	eindig	有限	eindig	ADJ	ADJ
有限	eindige	有限	eindig	ADJ	ADJ
學者	academici	學者	academicus	N	N;PL
戰士	soldaat	戰士	soldaat	N	N;MASC+FEM;SG
戰士	strijder	戰士	strijder	N	N;MASC+FEM;SG
戰士	krijger	戰士	krijger	N	N;MASC+FEM;SG
被	geforceerde	被	forceren	V;PASS	V;V.PTCP
被	gedwongen	被	dwingen	V;PASS	V;V.PTCP
被	afgedwongen	被	afdwingen	V;PASS	V;V.PTCP
被	geforceerd	被	forceren	V;PASS	V;V.PTCP
合成	synthese	合成	synthese	N	N;MASC+FEM;SG
四十	veertig	四十	veertig	NUM	NUM
基因	gene	基因	gene	N	N;MASC+FEM;SG
基因	gen	基因	gen	N	N;NEUT;SG
基因	genen	基因	gen	N	N;PL
罪	zonde	罪	zonde	N	N;MASC+FEM;SG
罪	zonden	罪	zonde	N	N;PL
罪	sin	罪	sin	N	N;MASC+FEM;SG
罪	zonden	罪	zonde	N	N;PL
鳥	vogeltje	鳥	vogel	N	N;NEUT;SG
鳥	vogels	鳥	vogel	N	N;PL
鳥	vogel	鳥	vogel	N	N;MASC+FEM;SG
鳥	vogels	鳥	vogel	N	N;PL
教練	trainer	教練	trainer	N	N;MASC+FEM;SG
教練	coach	教練	coach	N	N;MASC+FEM;SG
教練	koets	教練	koets	N	N;MASC+FEM;SG
展示	tonen	展示	tonen	V	V;NFIN
槍	wapen	槍	wapen	N	N;NEUT;SG
槍	pistool	槍	pistool	N	N;NEUT;SG
槍	geweer	槍	geweer	N	N;NEUT;SG
讀	lezen	讀	lezen	V	V;NFIN
讀	gelezen	讀	lezen	V	V;V.PTCP
讀	lees	讀	lezen	V	V;SG;PRS;FIN
讀	lezen	讀	lezen	V	V;NFIN
很快	binnenkort	很快	binnenkort	ADV	ADV
很快	weldra	很快	weldra	ADV	ADV
拍	schieten	拍	schieten	V	V;NFIN
拍	schiet	拍	schieten	V	V;SG;PRS;FIN
統治	regeren	統治	regeren	V	V;NFIN
部落	stam	部落	stam	N	N;MASC+FEM;SG
部落	tribal	部落	tribal	N	N;NEUT;SG
部落	stammen	部落	stam	N	N;PL
幫助	helpen	幫助	helpen	V	V;NFIN
教會	kerken	教會	kerk	N	N;PL
教會	kerk	教會	kerk	N	N;MASC+FEM;SG
連結	verbinden	連結	verbinden	V	V;NFIN
連結	verbind	連結	verbind	V	V;SG;PRS;FIN
連結	verbinden	連結	verbinden	V	V;NFIN
設定	instellen	設定	instellen	V	V;NFIN
設定	ingesteld	設定	instellen	V	V;V.PTCP
記者	verslaggevers	記者	verslaggever	N	N;PL
記者	journalisten	記者	journalist	N	N;PL
記者	reporters	記者	reporter	N	N;PL
記者	journalisten	記者	journalist	N	N;PL
記者	journaliste	記者	journalist	N	N;MASC+FEM;SG
記者	journalist	記者	journalist	N	N;MASC+FEM;SG
記者	verslaggeefster	記者	verslaggeefster	N	N;MASC+FEM;SG
記者	verslaggever	記者	verslaggever	N	N;MASC+FEM;SG
記者	journaliste	記者	journalist	N	N;MASC+FEM;SG
記者	journalist	記者	journalist	N	N;MASC+FEM;SG
記者	reporter	記者	reporter	N	N;MASC+FEM;SG
數量	hoeveelheden	數量	hoeveelheid	N	N;PL
數量	hoeveelheid	數量	hoeveelheid	N	N;MASC+FEM;SG
數量	kwantiteit	數量	kwantiteit	N	N;MASC+FEM;SG
星系	sterrenstelsels	星系	sterrenstelsel	N	N;PL
星系	sterrenstelsel	星系	sterrenstelsel	N	N;NEUT;SG
星系	melkwegstelsel	星系	melkwegstelsel	N	N;NEUT;SG
星系	galaxy	星系	galaxy	N	N;MASC+FEM;SG
星系	melkweg	星系	melkweg	N	N;MASC+FEM;SG
感	zintuig	感	zintuig	N	N;NEUT;SG
留下	blijven	留下	blijven	V	V;PL;PRS;FIN
留下	blijf	留下	blijven	V	V;SG;PRS;FIN
程式	programma	程式	programma	N	N;NEUT;SG
校長	schoolhoofd	校長	schoolhoofd	N	N;NEUT;SG
校長	rector	校長	rector	N	N;MASC+FEM;SG
校長	aangever	校長	aangever	N	N;MASC+FEM;SG
校長	schoolhoofd	校長	schoolhoofd	N	N;NEUT;SG
步	step	步	step	N	N;MASC+FEM;SG
步	stap	步	stap	N	N;MASC+FEM;SG
步	stapje	步	stap	N	N;NEUT;SG
勇	yong	勇	yong	N	N;MASC+FEM;SG
解釋	verklaar	解釋	verklaar	V	V;SG;PRS;FIN
解釋	uitleggen	解釋	uitleggen	V	V;NFIN
十九	negentien	十九	negentien	NUM	NUM
刀	degen	刀	degen	N	N;SG
刀	zwaard	刀	zwaard	N	N;NEUT;SG
刀	mes	刀	mes	N	N;NEUT;SG
批評	bekritiseren	批評	bekritiseren	V	V;NFIN
太子	prince	太子	prince	N	N;MASC+FEM;SG
太子	prins	太子	prins	N	N;MASC+FEM;SG
檔案	bestanden	檔案	bestand	N	N;PL
檔案	dossiers	檔案	dossier	N	N;PL
檔案	archief	檔案	archief	N	N;NEUT;SG
檔案	archieven	檔案	archief	N	N;PL
檔案	dossier	檔案	dossier	N	N;NEUT;SG
檔案	bestand	檔案	bestand	N	N;NEUT;SG
檔案	archief	檔案	archief	N	N;NEUT;SG
爵士	jazz	爵士	jazz	N	N;MASC+FEM;SG
狗	hond	狗	hond	N	N;MASC+FEM;SG
狗	hondje	狗	hondje	N	N;NEUT;SG
狗	honden	狗	hond	N	N;PL
國會	parlement	國會	parlement	N	N;NEUT;SG
國會	congres	國會	congres	N	N;NEUT;SG
病毒	virus	病毒	virus	N	N;NEUT;SG
病毒	virussen	病毒	virus	N	N;PL
病毒	virussen	病毒	virus	N	N;PL
當選	verkozen	當選	verkiezen	V	V;V.PTCP
當選	gekozen	當選	kiezen	V	V;V.PTCP
計算	bereken	計算	bereken	V	V;SG;PRS;FIN
計算	berekenen	計算	berekenen	V	V;NFIN
計算	berekenen	計算	berekenen	V	V;NFIN
計算	berekenen	計算	berekenen	V	V;NFIN
對手	rivaal	對手	rivaal	N	N;MASC+FEM;SG
對手	tegenstanders	對手	tegenstander	N	N;PL
對手	rivalen	對手	rivaal	N	N;PL
對手	tegenstander	對手	tegenstander	N	N;MASC+FEM;SG
湯	soep	湯	soep	N	N;MASC+FEM;SG
艦隊	vloot	艦隊	vloot	N	N;MASC+FEM;SG
艦隊	wagenpark	艦隊	wagenpark	N	N;NEUT;SG
錢	geld	錢	geld	N	N;NEUT;SG
碑	stele	碑	stele	N	N;MASC+FEM;SG
棒球	baseball	棒球	baseball	N	N;MASC+FEM;SG
棒球	honkbal	棒球	honkbal	N	N;NEUT;SG
中立	neutraliteit	中立	neutraliteit	N	N;MASC+FEM;SG
質量	massa	質量	massa	N	N;MASC+FEM;SG
質量	kwaliteit	質量	kwaliteit	N	N;MASC+FEM;SG
化石	fossielen	化石	fossiel	N	N;PL
化石	fossiel	化石	fossiel	N	N;NEUT;SG
持有	bezit	持有	bezitten	V	V;SG;PRS;FIN
持有	vasthouden	持有	vasthouden	V	V;NFIN
理解	begrepen	理解	begrijpen	V	V;V.PTCP
理解	begrijpen	理解	begrijpen	V	V;NFIN
恆星	ster	恆星	ster	N	N;MASC+FEM;SG
恆星	star	恆星	star	N	N;MASC+FEM;SG
恆星	sterren	恆星	ster	N	N;PL
部長	minister	部長	minister	N	N;MASC+FEM;SG
挑戰	uitdagen	挑戰	uitdag	V	V;NFIN
挑戰	uitdagende	挑戰	uitdagen	V	V;V.PTCP
挑戰	uitdagend	挑戰	uitdagen	V	V;V.PTCP
東方	oosten	東方	oosten	N	N;NEUT;SG
東方	oost	東方	oost	N	N;MASC+FEM;SG
東方	orient	東方	orient	N	N;MASC+FEM;SG
羽毛	badminton	羽毛	badminton	N	N;MASC+FEM;SG
幾乎	bijna	幾乎	bijna	ADV	ADV
消失	verdwijnen	消失	verdwijnen	V	V;PL;PRS;FIN
例子	voorbeelden	例子	voorbeeld	N	N;PL
司令	gezagvoerder	司令	gezagvoerder	N	N;MASC+FEM;SG
司令	commander	司令	commander	N	N;MASC+FEM;SG
司令	bevelhebber	司令	bevelhebber	N	N;MASC+FEM;SG
司令	commandant	司令	commandant	N	N;MASC+FEM;SG
司令	overste	司令	overste	N	N;MASC+FEM;SG
月球	maan	月球	maan	N	N;MASC+FEM;SG
月球	moon	月球	moon	N	N;MASC+FEM;SG
地圖	plattegrond	地圖	plattegrond	N	N;MASC+FEM;SG
地圖	kaart	地圖	kaart	N	N;MASC+FEM;SG
地圖	kaarten	地圖	kaarten	N	N;PL
地圖	kaart	地圖	kaart	N	N;MASC+FEM;SG
女兒	dochter	女兒	dochter	N	N;MASC+FEM;SG
結婚	trouwen	結婚	trouwen	V	V;NFIN
引用	aangehaalde	引用	aanhalen	V	V;V.PTCP
引用	aangehaald	引用	aanhalen	V	V;V.PTCP
引用	geciteerde	引用	citeren	V	V;V.PTCP
引用	geciteerd	引用	citeren	V	V;V.PTCP
引用	citeren	引用	citeren	V	V;NFIN
引用	citeer	引用	citeer	V	V;SG;PRS;FIN
官員	ambtenaren	官員	ambtenaar	N	N;PL
官員	functionarissen	官員	functionaris	N	N;PL
請求	aanvragen	請求	aanvragen	V	V;NFIN
請求	aanvragen	請求	aanvragen	V	V;NFIN
原子	atomen	原子	atomen	N	N;PL
原子	atoom	原子	atoom	N	N;NEUT;SG
原子	atom	原子	atom	N	N;MASC+FEM;SG
觀眾	toeschouwers	觀眾	toeschouwer	N	N;PL
觀眾	doelgroep	觀眾	doelgroep	N	N;MASC+FEM;SG
觀眾	publiek	觀眾	publiek	N	N;NEUT;SG
觀眾	doelgroepen	觀眾	doelgroep	N	N;PL
觀眾	kijkers	觀眾	kijker	N	N;PL
貓	katten	貓	kat	N	N;PL
貓	poes	貓	poes	N	N;MASC+FEM;SG
貓	kat	貓	kat	N	N;MASC+FEM;SG
