年	рік	年	рік	N	N;INAN;NOM;MASC;SG
同意	погоджуюсь	同意	погоджуватися	V	V;IPFV;IND;SG;1;PRS;FIN
同意	погоджуюся	同意	погоджуватися	V	V;IPFV;IND;SG;1;PRS;FIN
同意	погодьтеся	同意	погодитися	V	V;PFV;IMP;PL;2;FIN
果	фрукт	果	фрукт	N	N;INAN;NOM;MASC;SG
果	фрукти	果	фрукт	N	N;INAN;NOM;MASC;PL
果	плід	果	плід	N	N;INAN;NOM;MASC;SG
果	плоди	果	плода	N	N;INAN;NOM;MASC;PL
地下	підпілля	地下	підпілля	N	N;INAN;NOM;NEUT;SG
十	десять	十	десять	NUM	NUM;NOM
十	десяти	十	десять	NUM	NUM;NOM
銀行	береги	銀行	берег	N	N;INAN;NOM;MASC;PL
銀行	банків	銀行	банк	N	N;INAN;GEN;MASC;PL
銀行	банки	銀行	банк	N	N;INAN;NOM;MASC;PL
銀行	банк	銀行	банк	N	N;INAN;NOM;MASC;SG
媒體	медіа	媒體	медіа	N	N;INAN;NOM;MASC;SG
媒體	носії	媒體	носій	N	N;ANIM;NOM;MASC;PL
媒體	носій	媒體	ніс	N	N;INAN;NOM;MASC;SG
支援	підтримую	支援	підтримувати	V	V;IPFV;IND;SG;1;PRS;FIN
支援	підтримати	支援	підтримати	V	V;PFV;NFIN
陵	мавзолей	陵	мавзоль	N	N;INAN;NOM;MASC;SG
拍攝	стріляти	拍攝	стріляти	V	V;IPFV;NFIN
拍攝	стріляй	拍攝	стріляй	V	V;IPFV;IMP;SG;2;FIN
拍攝	знімати	拍攝	знімати	V	V;IPFV;NFIN
拍攝	доходить	拍攝	доходити	V	V;IPFV;IND;SG;3;PRS;FIN
拍攝	знімаю	拍攝	знімати	V	V;IPFV;IND;SG;1;PRS;FIN
旗	прапорці	旗	прапорк	N	N;INAN;NOM;MASC;PL
旗	прапори	旗	прапор	N	N;INAN;NOM;MASC;PL
旗	прапором	旗	прапір	N	N;INAN;INS;MASC;SG
旗	прапорець	旗	прапорець	N	N;INAN;NOM;MASC;SG
旗	прапор	旗	прапор	N	N;INAN;NOM;MASC;SG
旗	прапора	旗	прапор	N	N;INAN;NOM;MASC;SG
旗	стяг	旗	стягти	N	N;INAN;NOM;MASC;SG
旗	банер	旗	банер	N	N;INAN;NOM;MASC;SG
行星	планета	行星	планета	N	N;INAN;NOM;FEM;SG
行星	планети	行星	планета	N	N;INAN;NOM;FEM;PL
作者	письменник	作者	письменник	N	N;ANIM;NOM;MASC;SG
作者	авторів	作者	автор	N	N;ANIM;NOM;MASC;PL
作者	автори	作者	автор	N	N;ANIM;NOM;MASC;PL
作者	письменники	作者	письменник	N	N;ANIM;NOM;MASC;PL
作者	письменників	作者	письменник	N	N;ANIM;ACC;MASC;PL
作者	автор	作者	автор	N	N;ANIM;NOM;MASC;SG
作者	автора	作者	автор	N	N;ANIM;NOM;MASC;SG
作者	автором	作者	автор	N	N;ANIM;INS;MASC;SG
皇家	рояль	皇家	рояль	N	N;INAN;NOM;MASC;SG
電子	електрон	電子	електрон	N	N;INAN;NOM;MASC;SG
電子	електроніка	電子	електроніка	N	N;INAN;NOM;FEM;SG
電子	електроніка	電子	електроніка	N	N;INAN;NOM;FEM;SG
三十	тридцять	三十	тридцять	NUM	NUM;NOM
範圍	видимості	範圍	видимість	N	N;INAN;ACC;FEM;PL
範圍	діапазон	範圍	діапазон	N	N;INAN;NOM;MASC;SG
範圍	діапазони	範圍	діапазон	N	N;INAN;NOM;MASC;PL
範圍	асортимент	範圍	асортимент	N	N;INAN;NOM;MASC;SG
範圍	діапазон	範圍	діапазон	N	N;INAN;NOM;MASC;SG
範圍	хребет	範圍	хребет	N	N;INAN;NOM;MASC;SG
黨	вечірка	黨	вечірка	N	N;INAN;NOM;FEM;SG
黨	партії	黨	партія	N	N;INAN;GEN;FEM;SG
黨	вечірки	黨	вечірка	N	N;INAN;NOM;FEM;PL
黨	партія	黨	партія	N	N;INAN;NOM;FEM;SG
教堂	церкви	教堂	церква	N	N;INAN;NOM;FEM;PL
教堂	церквах	教堂	церква	N	N;INAN;ESS;FEM;PL
教堂	храми	教堂	храм	N	N;INAN;NOM;MASC;PL
教堂	церков	教堂	церков	N	N;INAN;GEN;FEM;PL
教堂	церква	教堂	церква	N	N;INAN;NOM;FEM;SG
教堂	костел	教堂	костел	N	N;INAN;NOM;MASC;SG
警察	поліція	警察	поліція	N	N;INAN;NOM;FEM;SG
帝國	імперія	帝國	імперія	N	N;INAN;NOM;FEM;SG
娛樂	відпочинок	娛樂	відпочинок	N	N;INAN;NOM;MASC;SG
娛樂	розваги	娛樂	розвага	N	N;INAN;NOM;FEM;PL
坡	схил	坡	схила	N	N;INAN;NOM;MASC;SG
坡	схилу	坡	схил	N	N;INAN;GEN;MASC;SG
方案	програма	方案	програма	N	N;INAN;NOM;FEM;SG
方案	програми	方案	програма	N	N;INAN;NOM;FEM;PL
方案	програми	方案	програма	N	N;INAN;NOM;FEM;PL
方案	програма	方案	програма	N	N;INAN;NOM;FEM;SG
屋	хати	屋	хата	N	N;INAN;NOM;FEM;PL
屋	будинок	屋	будинок	N	N;INAN;NOM;MASC;SG
部隊	поповнення	部隊	поповнення	N	N;INAN;NOM;NEUT;SG
部隊	війська	部隊	військо	N	N;INAN;NOM;NEUT;PL
詞	словом	詞	слово	N	N;INAN;INS;NEUT;SG
詞	слово	詞	слово	N	N;INAN;NOM;NEUT;SG
詞	слів	詞	слово	N	N;INAN;GEN;NEUT;PL
詞	слова	詞	слово	N	N;INAN;NOM;NEUT;PL
宮	палац	宮	палац	N	N;INAN;NOM;MASC;SG
影	тіні	影	тінь	N	N;INAN;NOM;FEM;PL
影	тіней	影	тінь	N	N;INAN;GEN;FEM;PL
影	морок	影	морок	N	N;INAN;NOM;MASC;SG
影	тінь	影	тінь	N	N;INAN;NOM;FEM;SG
速	швидкість	速	швидкість	N	N;INAN;NOM;FEM;SG
會議	конференція	會議	конференція	N	N;INAN;NOM;FEM;SG
會議	конференції	會議	конференція	N	N;INAN;NOM;FEM;PL
會議	зустрічей	會議	зустріч	N	N;INAN;GEN;FEM;PL
會議	зустрічі	會議	зустріч	N	N;INAN;NOM;FEM;PL
會議	засідання	會議	засідання	N	N;INAN;NOM;NEUT;SG
會議	нарада	會議	нарада	N	N;INAN;NOM;FEM;SG
會議	зустрічі	會議	зустріч	N	N;INAN;NOM;FEM;PL
會議	зустріч	會議	зустріч	N	N;INAN;NOM;FEM;SG
資訊	відомості	資訊	відомість	N	N;INAN;NOM;FEM;PL
資訊	інформація	資訊	інформація	N	N;INAN;NOM;FEM;SG
戰鬥	битва	戰鬥	битво	N	N;INAN;NOM;FEM;SG
戰鬥	бій	戰鬥	бій	N	N;INAN;NOM;MASC;SG
戰鬥	боротьба	戰鬥	боротьба	N	N;INAN;NOM;FEM;SG
戰鬥	боротьбі	戰鬥	боротьба	N	N;INAN;DAT;FEM;SG
戰鬥	бійка	戰鬥	бійка	N	N;INAN;NOM;FEM;SG
戰鬥	бій	戰鬥	бій	N	N;INAN;NOM;MASC;SG
戰鬥	бійка	戰鬥	бійка	N	N;INAN;NOM;FEM;SG
項目	проект	項目	проект	N	N;INAN;NOM;MASC;SG
項目	елементів	項目	елемент	N	N;INAN;GEN;MASC;PL
項目	пункти	項目	пункт	N	N;INAN;NOM;MASC;PL
項目	елементи	項目	елемент	N	N;INAN;NOM;MASC;PL
項目	проекти	項目	проект	N	N;INAN;NOM;MASC;PL
項目	проектів	項目	проект	N	N;INAN;GEN;MASC;PL
項目	елемент	項目	елемент	N	N;INAN;NOM;MASC;SG
玩家	гравця	玩家	гравець	N	N;ANIM;ACC;MASC;SG
玩家	програвач	玩家	програвач	N	N;INAN;NOM;MASC;SG
玩家	гравець	玩家	гравець	N	N;ANIM;NOM;MASC;SG
玩家	геймер	玩家	геймер	N	N;ANIM;NOM;MASC;SG
玩家	гравців	玩家	гравець	N	N;ANIM;ACC;MASC;PL
玩家	гравці	玩家	гравка	N	N;ANIM;NOM;MASC;PL
限制	накладає	限制	накладати	V	V;IPFV;IND;SG;3;PRS;FIN
限制	обмежити	限制	обмежити	V	V;PFV;NFIN
引擎	рушій	引擎	рушія	N	N;INAN;NOM;MASC;SG
引擎	двигун	引擎	двигун	N	N;INAN;NOM;MASC;SG
引擎	двигуни	引擎	двигун	N	N;INAN;NOM;MASC;PL
引擎	рушії	引擎	рушія	N	N;INAN;NOM;FEM;PL
執行	виконати	執行	виконати	V	V;PFV;NFIN
英雄	герої	英雄	герой	N	N;ANIM;NOM;MASC;PL
英雄	героїв	英雄	герой	N	N;ANIM;ACC;MASC;PL
英雄	герой	英雄	герой	N	N;ANIM;NOM;MASC;SG
透過	через	透過	через	ADP	ADP;ACC
反對	заперечую	反對	заперечувати	V	V;IPFV;IND;SG;1;PRS;FIN
小時	годин	小時	година	N	N;INAN;GEN;FEM;PL
小時	години	小時	година	N	N;INAN;NOM;FEM;PL
小時	година	小時	година	N	N;INAN;NOM;FEM;SG
小時	години	小時	година	N	N;INAN;NOM;FEM;PL
小時	годину	小時	година	N	N;INAN;ACC;FEM;SG
體育	спорт	體育	спорт	N	N;INAN;NOM;MASC;SG
體育	спорт	體育	спорт	N	N;INAN;NOM;MASC;SG
體育	спорту	體育	спорт	N	N;INAN;GEN;MASC;SG
元素	елементи	元素	елемент	N	N;INAN;NOM;MASC;PL
元素	інгредієнти	元素	інгредієнт	N	N;INAN;NOM;MASC;PL
元素	елемент	元素	елемент	N	N;INAN;NOM;MASC;SG
元素	елементом	元素	елемент	N	N;INAN;INS;MASC;SG
元素	елементи	元素	елемент	N	N;INAN;NOM;MASC;PL
王朝	династія	王朝	династія	N	N;INAN;NOM;FEM;SG
區域	зона	區域	зона	N	N;INAN;NOM;FEM;SG
區域	область	區域	область	N	N;INAN;NOM;FEM;SG
區域	ділянка	區域	ділянка	N	N;INAN;NOM;FEM;SG
區域	площа	區域	площа	N	N;INAN;NOM;FEM;SG
區域	місцевість	區域	місцевість	N	N;INAN;NOM;FEM;SG
區域	ділянку	區域	ділянка	N	N;INAN;ACC;FEM;SG
區域	регіон	區域	регіон	N	N;INAN;NOM;MASC;SG
區域	регіони	區域	регіон	N	N;INAN;NOM;MASC;PL
區域	регіонів	區域	регіон	N	N;INAN;GEN;MASC;PL
區域	регіонах	區域	регіон	N	N;INAN;ESS;MASC;PL
區域	областях	區域	область	N	N;INAN;ESS;FEM;PL
報	газета	報	газета	N	N;INAN;NOM;FEM;SG
分子	молекула	分子	молекула	N	N;INAN;NOM;FEM;SG
分子	молекули	分子	молекула	N	N;INAN;NOM;FEM;PL
分子	молекул	分子	молекула	N	N;INAN;GEN;FEM;PL
分子	молекули	分子	молекула	N	N;INAN;NOM;FEM;PL
隧道	тунель	隧道	тунель	N	N;INAN;NOM;MASC;SG
隧道	тунелів	隧道	тунель	N	N;INAN;GEN;MASC;PL
隧道	тунелі	隧道	тунель	N	N;INAN;NOM;MASC;PL
禮	обряд	禮	обряд	N	N;INAN;NOM;MASC;SG
雜誌	журнал	雜誌	журнал	N	N;INAN;NOM;MASC;SG
雜誌	часопис	雜誌	часопис	N	N;INAN;NOM;MASC;SG
雜誌	журнали	雜誌	журнал	N	N;INAN;NOM;MASC;PL
平台	платформи	平台	платформа	N	N;INAN;NOM;FEM;PL
平台	платформу	平台	платформа	N	N;INAN;ACC;FEM;SG
平台	платформа	平台	платформа	N	N;INAN;NOM;FEM;SG
平台	платформи	平台	платформа	N	N;INAN;NOM;FEM;PL
概念	поняття	概念	поняття	N	N;INAN;NOM;NEUT;SG
概念	концепція	概念	концепція	N	N;INAN;NOM;FEM;SG
概念	концепції	概念	концепція	N	N;INAN;NOM;FEM;PL
概念	принципи	概念	принцип	N	N;INAN;NOM;MASC;PL
議會	парламент	議會	парламент	N	N;INAN;NOM;MASC;SG
議會	парламенти	議會	парламент	N	N;INAN;NOM;MASC;PL
傳統	традиція	傳統	традиція	N	N;INAN;NOM;FEM;SG
傳統	традиції	傳統	традиція	N	N;INAN;NOM;FEM;PL
傳統	традиції	傳統	традиція	N	N;INAN;NOM;FEM;PL
夏季	літо	夏季	літо	N	N;INAN;NOM;NEUT;SG
照片	фотографій	照片	фотографія	N	N;INAN;GEN;FEM;PL
照片	зображення	照片	зображення	N	N;INAN;NOM;NEUT;SG
照片	картинка	照片	картинка	N	N;INAN;NOM;FEM;SG
照片	фотографії	照片	фотографія	N	N;INAN;NOM;FEM;PL
照片	фотографія	照片	фотографія	N	N;INAN;NOM;FEM;SG
照片	фотографію	照片	фотографія	N	N;INAN;ACC;FEM;SG
照片	зображення	照片	зображення	N	N;INAN;NOM;NEUT;SG
照片	картинки	照片	картинка	N	N;INAN;NOM;FEM;PL
照片	фотографії	照片	фотографія	N	N;INAN;NOM;FEM;PL
照片	світлини	照片	світлина	N	N;INAN;NOM;FEM;PL
照片	світлин	照片	світлина	N	N;INAN;GEN;FEM;PL
照片	світлину	照片	світлина	N	N;INAN;ACC;FEM;SG
照片	світлина	照片	світлина	N	N;INAN;NOM;FEM;SG
照片	світлині	照片	світлина	N	N;INAN;NOM;FEM;PL
核	ядро	核	ядро	N	N;INAN;NOM;NEUT;SG
停止	припинити	停止	припинити	V	V;PFV;NFIN
停止	зупинити	停止	зупинити	V	V;PFV;NFIN
停止	зупинитись	停止	зупинитися	V	V;PFV;NFIN
劍	шаблі	劍	шабля	N	N;INAN;NOM;FEM;PL
劍	мечі	劍	меч	N	N;INAN;NOM;MASC;PL
劍	мечем	劍	меч	N	N;INAN;INS;MASC;SG
劍	меч	劍	меч.	N	N;INAN;NOM;MASC;SG
機構	агенція	機構	агенція	N	N;INAN;NOM;FEM;SG
機構	агентство	機構	агентство	N	N;INAN;NOM;NEUT;SG
機構	закладів	機構	заклад	N	N;INAN;GEN;MASC;PL
機構	установи	機構	установа	N	N;INAN;NOM;FEM;PL
機構	інституції	機構	інституція	N	N;INAN;NOM;FEM;PL
機構	установ	機構	установа	N	N;INAN;GEN;FEM;PL
機構	установа	機構	установий	N	N;INAN;NOM;FEM;SG
機構	інститут	機構	інститут	N	N;INAN;NOM;MASC;SG
機構	установи	機構	установа	N	N;INAN;NOM;FEM;PL
帶	принести	帶	принести	V	V;PFV;NFIN
帶	принесе	帶	принести	V	V;PFV;IND;SG;3;FUT;FIN
帶	привезти	帶	привезти	V	V;PFV;NFIN
取消	скасувати	取消	скасувати	V	V;IPFV;NFIN
人類	людини	人類	людина	N	N;ANIM;NOM;FEM;SG
人類	люди	人類	людина	N	N;ANIM;NOM;FEM;PL
人類	людина	人類	людина	N	N;ANIM;NOM;FEM;SG
市場	крамниця	市場	крамниця	N	N;INAN;NOM;FEM;SG
市場	ринки	市場	ринок	N	N;INAN;NOM;MASC;PL
市場	ринків	市場	ринок	N	N;INAN;GEN;MASC;PL
市場	ринок	市場	ринок	N	N;INAN;NOM;MASC;SG
市場	ринку	市場	ринка	N	N;INAN;DAT;FEM;SG
接近	наближається	接近	наближатися	V	V;IPFV;IND;SG;3;PRS;FIN
飛	муха	飛	муха	N	N;ANIM;NOM;FEM;SG
飛	лети	飛	лета	N	N;INAN;NOM;FEM;SG
飛	польоту	飛	політ	N	N;INAN;GEN;MASC;SG
橋	місток	橋	місток	N	N;INAN;NOM;MASC;SG
橋	мости	橋	міст	N	N;INAN;NOM;MASC;PL
橋	мостів	橋	місто	N	N;INAN;GEN;MASC;PL
調查	розслідувати	調查	розслідувати	V	V;PFV;NFIN
調查	перевіряли	調查	перевіряти	V	V;IPFV;IND;PL;PST;FIN
投	тону	投	тон	N	N;INAN;GEN;MASC;SG
主教	єпископа	主教	єпископ	N	N;ANIM;ACC;MASC;SG
主教	єпископ	主教	єпископ	N	N;ANIM;NOM;MASC;SG
地點	місце	地點	місце	N	N;INAN;NOM;NEUT;SG
地點	розміщення	地點	розміщення	N	N;INAN;NOM;NEUT;SG
地點	місцезнаходження	地點	місцезнаходження	N	N;INAN;NOM;NEUT;SG
地點	локація	地點	локація	N	N;INAN;NOM;FEM;SG
地點	місце	地點	місце	N	N;INAN;NOM;NEUT;SG
地點	розташування	地點	розташування	N	N;INAN;NOM;NEUT;SG
地點	місць	地點	місце	N	N;INAN;GEN;NEUT;PL
地點	місця	地點	місце	N	N;INAN;NOM;NEUT;PL
地點	місцини	地點	місцина	N	N;INAN;NOM;FEM;PL
地點	розташування	地點	розташування	N	N;INAN;NOM;NEUT;SG
地點	адреси	地點	адреса	N	N;INAN;NOM;FEM;PL
地點	місця	地點	місце	N	N;INAN;NOM;NEUT;PL
颱風	тайфун	颱風	тайфуна	N	N;INAN;NOM;MASC;SG
決賽	фінал	決賽	фінал	N	N;INAN;NOM;MASC;SG
大臣	міністр	大臣	міністр	N	N;ANIM;NOM;MASC;SG
大臣	міністру	大臣	міністр	N	N;ANIM;DAT;MASC;SG
移動	пересунути	移動	пересунути	V	V;PFV;NFIN
移動	перемістити	移動	перемістити	V	V;PFV;NFIN
陸軍	армії	陸軍	армія	N	N;INAN;GEN;FEM;SG
陸軍	армія	陸軍	армія	N	N;INAN;NOM;FEM;SG
陸軍	військо	陸軍	військо	N	N;INAN;NOM;NEUT;SG
法院	суд	法院	суд	N	N;INAN;NOM;MASC;SG
法院	суди	法院	судити	N	N;INAN;NOM;MASC;PL
法院	судів	法院	суд	N	N;INAN;GEN;MASC;PL
留	залишитися	留	залишитися	V	V;PFV;NFIN
留	залишатися	留	залишатися	V	V;IPFV;NFIN
電	електрику	電	електрика	N	N;INAN;ACC;FEM;SG
電	електрика	電	електрик	N	N;INAN;NOM;FEM;SG
電	електрики	電	електрика	N	N;INAN;NOM;FEM;PL
電	електроенергії	電	електроенергія	N	N;INAN;NOM;FEM;PL
電	електрика	電	електрик	N	N;INAN;NOM;FEM;SG
夢	сон	夢	сон	N	N;INAN;NOM;MASC;SG
夢	мрія	夢	мрія	N	N;INAN;NOM;FEM;SG
夢	сни	夢	сон	N	N;INAN;NOM;MASC;PL
夢	снів	夢	сон	N	N;INAN;GEN;MASC;PL
夢	мрій	夢	мрія	N	N;INAN;GEN;FEM;PL
夢	мрії	夢	мрія	N	N;INAN;NOM;FEM;PL
科學	наука	科學	наука	N	N;INAN;NOM;FEM;SG
科學	науки	科學	наука	N	N;INAN;NOM;FEM;PL
啟用	ввімкнути	啟用	ввімкнути	V	V;PFV;NFIN
啟用	увімкнути	啟用	увімкнути	V	V;PFV;NFIN
啟用	дозволити	啟用	дозволити	V	V;PFV;NFIN
啟用	ввімкнено	啟用	ввімкнути	V	V;PFV;IND;0;FIN
啟用	увімкнено	啟用	увімкнути	V	V;PFV;IND;0;FIN
啟用	активувати	啟用	активувати	V	V;PFV;NFIN
啟用	активізувати	啟用	активізувати	V	V;PFV;NFIN
皇后	імператриця	皇后	імператриця	N	N;ANIM;NOM;FEM;SG
皇后	цариці	皇后	царика	N	N;ANIM;NOM;FEM;PL
皇后	королева	皇后	королевий	N	N;ANIM;NOM;FEM;SG
皇后	краля	皇后	краля	N	N;ANIM;NOM;FEM;SG
皇后	цариця	皇后	цариця	N	N;ANIM;NOM;FEM;SG
柱	колонка	柱	колонка	N	N;INAN;NOM;FEM;SG
柱	стовпчик	柱	стовпчик	N	N;INAN;NOM;MASC;SG
柱	колона	柱	колоно	N	N;INAN;NOM;FEM;SG
柱	стовп	柱	стовп	N	N;INAN;NOM;MASC;SG
動物	звірі	動物	звір	N	N;ANIM;NOM;MASC;PL
動物	тварини	動物	тварина	N	N;ANIM;NOM;FEM;PL
動物	тварини	動物	тварина	N	N;ANIM;NOM;FEM;PL
動物	тварина	動物	тварина	N	N;ANIM;NOM;FEM;SG
佛教	буддизм	佛教	буддизм	N	N;INAN;NOM;MASC;SG
精神	колорит	精神	колорит	N	N;INAN;NOM;MASC;SG
精神	дух	精神	дух	N	N;ANIM;NOM;MASC;SG
企業	підприємств	企業	підприємство	N	N;INAN;GEN;NEUT;PL
企業	підприємства	企業	підприємство	N	N;INAN;NOM;NEUT;PL
