for	dla	for	dla	ADP	ADP
britisk	brytyjskie	britisk	brytyjski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
britisk	brytyjska	britisk	brytyjski	ADJ;INDF;SG	ADJ;NOM;FEM;SG
britisk	brytyjski	britisk	brytyjski	ADJ;INDF;SG	ADJ;NOM;MASC;SG
omfattende	kompleksowa	omfattende	kompleksowy	ADJ	ADJ;NOM;FEM;SG
omfattende	kompleksowy	omfattende	kompleksowy	ADJ	ADJ;NOM;MASC;SG
omfattende	kompleksowe	omfattende	kompleksowy	ADJ	ADJ;NOM;NEUT;SG
omfattende	obszerne	omfattende	obszerny	ADJ	ADJ;NOM;NEUT;SG
etableret	ustanowiono	etablere	ustanowić	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
etableret	ustalono	etablere	ustalić	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
alene	samotnie	alene	samotnie	ADV	ADV
hustru	żona	hustru	żona	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
turneringen	turniej	turnering	turnia	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
turneringen	turnieju	turnering	turniej	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
hovedstad	kapitał	hovedstad	kapitał	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
hovedstad	stolica	hovedstad	stolica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hovedstad	kapitału	hovedstad	kapitał	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
dyr	zwierzak	dyr	zwierzak	N;INDF;NEUT;SG	N;NOM;MASC;SG
dyr	zwierzę	dyr	zwierzę	N;INDF;NEUT;SG	N;NOM;NEUT;SG
stemme	głosowanie	stemme	głosować	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG;POS;V.MSDR
stemme	głos	stemme	głos	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
stemme	głosu	stemme	głos	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
tekst	tekst	tekst	tekst	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
nordisk	nordyckiej	nordisk	nordycki	ADJ;INDF;SG	ADJ;GEN;FEM;SG
historien	historia	historie	historia	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
historien	opowieść	historie	opowieść	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
historien	zdarzenie	historie	zdarzenie	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
historien	opowiadanie	historie	opowiadać	N;DEF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
livet	życia	liv	życie	N;DEF;NEUT;SG	N;GEN;NEUT;SG
livet	dożywocie	liv	dożywocie	N;DEF;NEUT;SG	N;NOM;NEUT;SG
livet	życie	liv	życie	N;DEF;NEUT;SG	N;NOM;NEUT;SG
stockholm	sztokholmu	stockholm	sztokholm	N;INDF;NEUT;SG	N;GEN;MASC;SG
stockholm	sztokholmie	stockholm	sztokholm	N;INDF;NEUT;SG	N;ACC;MASC;SG
mente	oznaczało	mene	oznaczać	V;IND;PST;FIN;ACT	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
mente	znaczyło	mene	znaczyć	V;IND;PST;FIN;ACT	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
længe	długo	længe	długo	ADV	ADV
sanger	piosenkarz	sang	piosenkarz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sanger	wokalista	sang	wokalista	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sanger	piosenkarka	sang	piosenkarka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bane	wybiegu	bane	wybieg	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
bane	trajektorii	bane	trajektoria	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
solgt	sprzedano	sælge	sprzedać	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
interesse	interesie	interesse	interes	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
interesse	odsetek	interesse	odsetka	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
interesse	zainteresowanie	interesse	zainteresowanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kejser	imperator	kejse	imperator	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kejser	cesarzem	kejse	cesarz	N;INDF;MASC+FEM;SG	N;INS;MASC;SG
kejser	cesarza	kejse	cesarz	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
kejser	cesarz	kejse	cesarz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
link	odnośnik	link	odnośnik	N;INDF;NEUT;SG	N;ACC;MASC;SG
royal	królewska	royal	królewski	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
royal	królewski	royal	królewski	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
royal	królewskie	royal	królewski	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
soldater	żołnierzy	soldat	żołnierz	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
soldater	żołnierze	soldat	żołnierz	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
udtryk	wyrażenia	udtryk	wyrażenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
udtryk	wyrażenia	udtryk	wyrażenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
udtryk	wypowiedzi	udtryk	wypowiedź	N;INDF;NEUT;SG	N;ACC;FEM;SG
udtryk	wyrażenie	udtryk	wyrażenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
fri	wolne	fri	wolny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
fri	wolny	fri	wolny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
fri	bezpłatne	fri	bezpłatny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
ende	koniec	ende	koniec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
instruktør	dyrektor	instruktør	dyrektor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
instruktør	dyrektora	instruktør	dyrektor	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
instruktør	reżyser	instruktør	reżyser	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
instruktør	instruktor	instruktør	instruktor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
siger	mowi	sige	mówić	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;PRS;FIN;ACT
siger	mówi	sige	mówić	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vinde	wygraj	vinde	wygraić	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
vinde	wygrać	vinde	wygrać	V;NFIN;ACT	V;PFV;NFIN;ACT
vinde	wygrywa	vinde	wygrywać	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vinde	wygrywają	vinde	wygrywać	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
krav	roszczenia	krav	roszczenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
krav	należności	krav	należność	N;INDF;NEUT;SG	N;ACC;FEM;SG
krav	wierzytelności	krav	wierzytelność	N;INDF;NEUT;SG	N;ACC;FEM;SG
krav	wymóg	krav	wymóg	N;INDF;NEUT;SG	N;NOM;MASC;SG
krav	wymaganie	krav	wymagać	N;INDF;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
krav	wymagania	krav	wymagać	N;INDF;NEUT;SG	N;NOM;NEUT;SG
sejr	zwycięstwa	sejr	zwycięstwo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sejr	zwycięstwo	sejr	zwycięstwo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
dræbt	zabił	dræbe	zabić	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
grænser	granice	grænse	granica	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
grænser	granic	grænse	granica	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
grænser	granice	grænse	granica	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
grænser	granic	grænse	granica	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
grænser	granice	grænse	granica	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
grænser	limity	grænse	limita	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
specielt	szczególnie	specielt	szczególnie	ADV	ADV
specielt	szczególnie	specielt	szczególnie	ADV	ADV
specielt	specjalnie	specielt	specjalnie	ADV	ADV
spillere	zawodnicy	spiller	zawodnik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
spillere	graczy	spiller	gracz	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
spillere	gracze	spiller	gracz	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
spillere	graczy	spiller	gracz	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
spillere	gracze	spiller	gracz	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
valg	selekcja	valg	selekcja	N;INDF;NEUT;SG	N;NOM;FEM;SG
valg	zaznaczenie	valg	zaznaczyć	N;INDF;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
valg	wybór	valg	wybór	N;INDF;NEUT;SG	N;NOM;MASC;SG
valg	wybór	valg	wybór	N;INDF;NEUT;SG	N;NOM;MASC;SG
træk	remis	træk	remis	N;INDF;NEUT;SG	N;NOM;MASC;SG
træk	losowanie	træk	losowanie	N;INDF;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
rejse	podróż	rejse	podróż	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rejse	podróży	rejse	podróż	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
rejse	podróż	rejse	podróż	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
modsætning	przeciwieństwie	modsætning	przeciwieństwo	N;INDF;MASC+FEM;SG	N;DAT;NEUT;SG
modsætning	kontrast	modsætning	kontrast	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
baggrund	kontekst	baggrund	kontekst	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fortæller	opowiada	fortælle	opowiadać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
delstat	stan	delstat	stan	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
delstat	państwo	delstat	państwo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
chef	szef	chef	szef	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
chef	szef	chef	szef	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
model	wzór	model	wzór	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
model	model	model	model	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
model	modelka	model	modelka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
russisk	rosyjski	russisk	rosyjski	ADJ;INDF;SG	ADJ;NOM;MASC;SG
russisk	rosyjska	russisk	rosyjski	ADJ;INDF;SG	ADJ;NOM;FEM;SG
russisk	rosyjskie	russisk	rosyjski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
litteratur	literatury	litteratur	literatura	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
litteratur	literaturze	litteratur	literatura	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
litteratur	literaturę	litteratur	literatura	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
litteratur	literatura	litteratur	literatura	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forsøgte	próbowano	forsøge	próbować	V;IND;PST;FIN;ACT	V;IPFV;IND;0;PST;FIN;ACT
forsøgte	próbował	forsøge	próbować	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
forsøgte	próbował	forsøge	próbować	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
selskab	towarzystwo	selskab	towarzystwo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
selskab	kompania	selskab	kompania	N;INDF;NEUT;SG	N;NOM;FEM;SG
selskab	firma	selskab	firma	N;INDF;NEUT;SG	N;NOM;FEM;SG
selskab	przedsiębiorstwo	selskab	przedsiębiorstwo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
slået	pokonać	slå	pokonać	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN;ACT
slået	pokonał	slå	pokonać	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
opstod	powstały	opstå	powstać	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;PL;PST;FIN;ACT
tidsskrift	czasopismo	tidsskrift	czasopismo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
tidsskrift	magazyn	tidsskrift	magazyn	N;INDF;NEUT;SG	N;NOM;MASC;SG
tidsskrift	magazynek	tidsskrift	magazynka	N;INDF;NEUT;SG	N;NOM;MASC;SG
tidsskrift	czasopisma	tidsskrift	czasopismo	N;INDF;NEUT;SG	N;ACC;MASC;SG
tidsskrift	dziennik	tidsskrift	dziennik	N;INDF;NEUT;SG	N;NOM;MASC;SG
tidsskrift	czasopismo	tidsskrift	czasopismo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
tidsskrift	pamiętnik	tidsskrift	pamiętnik	N;INDF;NEUT;SG	N;ACC;MASC;SG
handler	stanowiąc	handle	stanowić	V;IND;PRS;FIN;ACT	V;IPFV;PRS;V.CVB;ACT
ludvig	ludwik	ludvig	ludwik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sikre	zabezpieczyć	sikre	zabezpieczyć	V;NFIN;ACT	V;PFV;NFIN;ACT
sikre	zapewniają	sikre	zapewniać	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
deltagelse	obecność	deltagelse	obecność	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
deltagelse	uczestnictwo	deltagelse	uczestnictwo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
deltagelse	uczestnictwa	deltagelse	uczestnictwo	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
deltagelse	uczestnictwo	deltagelse	uczestnictwo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
samfund	społeczności	samfund	społeczność	N;INDF;NEUT;SG	N;GEN;FEM;SG
samfund	wspólnoty	samfund	wspólnota	N;INDF;NEUT;SG	N;GEN;FEM;SG
samfund	społeczeństwo	samfund	społeczeństwo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
samfund	towarzystwo	samfund	towarzystwo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
samfund	społeczeństwa	samfund	społeczeństwo	N;INDF;NEUT;SG	N;GEN;NEUT;SG
samfund	społeczeństwa	samfund	społeczeństwo	N;INDF;NEUT;SG	N;GEN;NEUT;SG
faldt	spadł	falde	spaść	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
faldt	spadła	falde	spaść	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
faldt	upadła	falde	upaść	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
faldt	upadł	falde	upaść	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
faldt	spadła	falde	spaść	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
klasse	stopień	klasse	stopień	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
klasse	klasie	klasse	klasa	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
klasse	klasy	klasse	klasa	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
økonomisk	gospodarczo	økonomisk	gospodarczo	ADV	ADV
økonomisk	ekonomicznie	økonomisk	ekonomicznie	ADV	ADV
sort	czarna	sort	czarny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
sort	czarne	sort	czarny	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
sort	czarny	sort	czarny	ADJ;INDF;SG	ADJ;NOM;MASC;SG
vilhelm	williamie	vilhelm	williamia	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
vilhelm	williama	vilhelm	williem	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vis	widok	vis	widok	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vis	pokaz	vis	pokaz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
generelt	generalnie	generel	generalnie	ADV	ADV
generelt	ogólnie	generel	ogólnie	ADV	ADV
generelt	ogólnie	generel	ogólnie	ADV	ADV
generelt	ogólnie	generel	ogólnie	ADV	ADV
skibet	statek	skib	statek	N;DEF;NEUT;SG	N;NOM;MASC;SG
skibet	statkiem	skib	statek	N;DEF;NEUT;SG	N;INS;MASC;SG
skibet	okręt	skib	okręt	N;DEF;NEUT;SG	N;NOM;MASC;SG
magt	władza	magt	władza	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
magt	siła	magt	siła	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
magt	zasilanie	magt	zasilać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
befolkningen	populacja	befolkning	populacja	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
befolkningen	populacji	befolkning	populacja	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
befolkningen	ludność	befolkning	ludność	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
dagen	dnia	dag	dzień	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
dagen	dzień	dag	dzień	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
skov	lasu	skov	las	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
skov	lesie	skov	las	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
skov	las	skov	las	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
skov	lasu	skov	las	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
skov	las	skov	las	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
samling	kompilacji	samling	kompilacja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
samling	zgromadzenie	samling	zgromadzenie	N;INDF;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
samling	zbieranie	samling	zbierać	N;INDF;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
samling	kolekcja	samling	kolekcja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
samling	zbiór	samling	zbiór	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
samling	kolekcji	samling	kolekcja	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
forslag	propozycje	forslag	propozycja	N;INDF;NEUT;PL	N;NOM;FEM;PL
forslag	propozycje	forslag	propozycja	N;INDF;NEUT;PL	N;NOM;FEM;PL
forslag	oświadczyny	forslag	oświadczyna	N;INDF;NEUT;PL	N;NOM;FEM;PL
forslag	propozycje	forslag	propozycja	N;INDF;NEUT;PL	N;NOM;FEM;PL
forslag	propozycje	forslag	propozycja	N;INDF;NEUT;PL	N;NOM;FEM;PL
gud	bóg	gud	bóg	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
grænsen	granicy	grænse	granica	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
grænsen	granica	grænse	granica	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
grænsen	granicę	grænse	granica	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
voksede	rósł	vokse	rosnąć	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
stat	stan	stat	stan	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
stat	państwo	stat	państwo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
union	związek	union	związek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ændret	zmieniono	ændre	zmienić	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
ændret	zmienił	ændre	zmienić	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
arkitekt	architektem	arkitekt	architekt	N;INDF;MASC+FEM;SG	N;INS;MASC;SG
arkitekt	architekta	arkitekt	architekta	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
arkitekt	architekt	arkitekt	architekt	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
studerede	badano	studere	badać	V;IND;PST;FIN;ACT	V;IPFV;IND;0;PST;FIN;ACT
studerede	studiował	studere	studiować	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
vigtig	ważne	vigtig	ważny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
vigtig	ważny	vigtig	ważny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
vigtig	ważna	vigtig	ważny	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
faktisk	rzeczywiście	faktisk	rzeczywiście	ADV	ADV
faktisk	właściwie	faktisk	właściwie	ADV	ADV
alder	wieku	alder	wiek	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
alder	wiek	alder	wiek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tilsvarende	podobna	tilsvarende	podobny	ADJ	ADJ;NOM;FEM;SG
tilsvarende	podobny	tilsvarende	podobny	ADJ	ADJ;NOM;MASC;SG
tilsvarende	podobne	tilsvarende	podobny	ADJ	ADJ;NOM;NEUT;SG
tilsvarende	równoważny	tilsvarende	równoważny	ADJ	ADJ;NOM;MASC;SG
tilsvarende	równoważne	tilsvarende	równoważny	ADJ	ADJ;NOM;NEUT;SG
tilsvarende	odpowiadający	tilsvarende	odpowiadać	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
tilsvarende	odpowiadające	tilsvarende	odpowiadać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
tilsvarende	odpowiadających	tilsvarende	odpowiadać	ADJ	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
tilsvarende	odpowiadająca	tilsvarende	odpowiadać	ADJ	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
dec	grudzień	dec	grudzienie	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
spørgsmål	pytania	spørgsmål	pytanie	N;INDF;NEUT;PL	N;NOM;NEUT;PL
spørgsmål	zagadnienia	spørgsmål	zagadnienie	N;INDF;NEUT;PL	N;NOM;NEUT;PL
spørgsmål	kwestie	spørgsmål	kwest	N;INDF;NEUT;PL	N;NOM;FEM;PL
spørgsmål	problemy	spørgsmål	problem	N;INDF;NEUT;PL	N;NOM;MASC;PL
spørgsmål	pytania	spørgsmål	pytanie	N;INDF;NEUT;PL	N;NOM;NEUT;PL
spørgsmål	pytań	spørgsmål	pytanie	N;INDF;NEUT;PL	N;GEN;NEUT;PL
alexander	aleksander	alexander	aleksander	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
alexander	alexander	alexander	alexander	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
begynder	zaczyna	begynde	zaczynać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
begynder	zaczynamy	begynde	zaczynać	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
tab	strata	tab	strata	N;INDF;NEUT;SG	N;NOM;FEM;SG
tab	karta	tab	karta	N;INDF;NEUT;SG	N;NOM;FEM;SG
eksempler	przykładów	eksempel	przykład	N;INDF;NEUT;PL	N;GEN;MASC;PL
eksempler	przykłady	eksempel	przykład	N;INDF;NEUT;PL	N;NOM;MASC;PL
højt	głośne	høj	głośny	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
højt	głośny	høj	głośny	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
skabt	utworzono	skabe	utworzyć	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
skabt	stworzył	skabe	stworzyć	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
provinsen	województwo	provins	województwo	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
provinsen	prowincji	provins	prowincja	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
provinsen	prowincja	provins	prowincja	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
slag	cios	slag	cios	N;INDF;NEUT;SG	N;NOM;MASC;SG
slag	walka	slag	walka	N;INDF;NEUT;SG	N;NOM;FEM;SG
slag	cios	slag	cios	N;INDF;NEUT;SG	N;NOM;MASC;SG
slag	policzek	slag	policzek	N;INDF;NEUT;SG	N;NOM;MASC;SG
status	status	status	status	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
status	statusu	status	status	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
træner	trener	træne	trener	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
træner	trenerem	træne	trener	N;INDF;MASC+FEM;SG	N;INS;MASC;SG
træner	trener	træne	trener	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
roller	ról	rolle	ról	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
roller	rolach	rolle	ról	N;INDF;MASC+FEM;PL	N;DAT;FEM;PL
kontrakt	umowa	kontrakt	umowa	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kontrakt	zlecenie	kontrakt	zlecenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kontrakt	kontrakt	kontrakt	kontrakt	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
tildelt	przyznano	tildele	przyznać	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
tildelt	przypisano	tildele	przypisać	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
tildelt	przyznano	tildele	przyznać	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
tildelt	przypisano	tildele	przypisać	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
italiensk	włoska	italiensk	włoski	ADJ;INDF;SG	ADJ;NOM;FEM;SG
italiensk	włoskie	italiensk	włoski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
kilde	źródło	kilde	źródło	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
græsk	grecki	græsk	grecki	ADJ;INDF;SG	ADJ;NOM;MASC;SG
græsk	grecka	græsk	grecki	ADJ;INDF;SG	ADJ;NOM;FEM;SG
græsk	greckie	græsk	grecki	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
enheder	jednostki	enhed	jednostka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
enheder	jednostek	enhed	jednostka	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
enheder	podmioty	enhed	podmiot	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
enheder	podmiotów	enhed	podmiot	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
enheder	okazy	enhed	okaz	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
enheder	okazów	enhed	okaz	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
enheder	urządzenia	enhed	urządzenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
regel	zasada	regel	zasada	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
regel	reguła	regel	reguła	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
våben	pistolety	våben	pistolet	N;INDF;NEUT;PL	N;NOM;MASC;PL
