από	de	από	de	ADP	ADP
ορίζεται	definida	ορίζω	definir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
ορίζεται	definido	ορίζω	definir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
έξω	fora	έξω	fora	ADV	ADV
έξω	fora	έξω	fora	ADV	ADV
πέρασε	passou	περνώ	passar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
διοίκηση	comando	διοίκηση	comando	N;ACC;FEM;SG	N;MASC;SG
διοίκηση	gerência	διοίκηση	gerência	N;ACC;FEM;SG	N;FEM;SG
διοίκηση	gestão	διοίκηση	gestão	N;ACC;FEM;SG	N;FEM;SG
διοίκηση	gerenciamento	διοίκηση	gerenciamento	N;ACC;FEM;SG	N;MASC;SG
διοίκηση	administração	διοίκηση	administração	N;ACC;FEM;SG	N;FEM;SG
εφαρμογή	implementação	εφαρμογή	implementação	N;NOM;FEM;SG	N;FEM;SG
εφαρμογή	execução	εφαρμογή	execução	N;NOM;FEM;SG	N;FEM;SG
εφαρμογή	app	εφαρμογή	app	N;NOM;FEM;SG	N;MASC;SG
εφαρμογή	aplicativo	εφαρμογή	aplicativo	N;NOM;FEM;SG	N;MASC;SG
εφαρμογή	aplicação	εφαρμογή	aplicação	N;NOM;FEM;SG	N;FEM;SG
εφαρμογή	aplicativo	εφαρμογή	aplicativo	N;NOM;FEM;SG	N;MASC;SG
εφαρμογή	aplicação	εφαρμογή	aplicação	N;NOM;FEM;SG	N;FEM;SG
σύζυγος	cônjuge	σύζυγος	cônjuge	N;NOM;MASC;SG	N;MASC;SG
σύζυγος	esposo	σύζυγος	esposo	N;NOM;MASC;SG	N;MASC;SG
σύζυγος	marido	σύζυγος	marido	N;NOM;MASC;SG	N;MASC;SG
σύζυγος	esposo	σύζυγος	esposo	N;NOM;MASC;SG	N;MASC;SG
σύζυγος	mulher	σύζυγος	mulher	N;NOM;MASC;SG	N;FEM;SG
σύζυγος	esposa	σύζυγος	esposo	N;NOM;MASC;SG	N;FEM;SG
βραβεία	prémios	βραβείο	prémio	N;NOM;NEUT;PL	N;MASC;PL
βραβεία	prêmios	βραβείο	prêmio	N;NOM;NEUT;PL	N;MASC;PL
βραβεία	prémios	βραβείο	prémio	N;NOM;NEUT;PL	N;MASC;PL
βραβεία	prêmios	βραβείο	prêmio	N;NOM;NEUT;PL	N;MASC;PL
ημερομηνία	data	ημερομηνία	data	N;ACC;FEM;SG	N;FEM;SG
συμμετείχαν	participaram	συμμετέχω	participar	V;IPFV;IND;PL;3;PST;FIN;ACT	V;IND;PL;3;FIN
ανατολική	oriental	ανατολικός	oriental	ADJ;NOM;FEM;SG	ADJ;MASC;SG
υπουργείο	ministério	υπουργείο	ministério	N;NOM;NEUT;SG	N;MASC;SG
μέρη	peças	μέρος	peça	N;NOM;NEUT;PL	N;FEM;PL
μέρη	partes	μέρος	parte	N;NOM;NEUT;PL	N;FEM;PL
μέρη	locais	μέρος	local	N;NOM;NEUT;PL	N;MASC;PL
μέρη	lugares	μέρος	lugar	N;NOM;NEUT;PL	N;MASC;PL
μέρη	sítios	μέρος	sítio	N;NOM;NEUT;PL	N;MASC;PL
μέρη	festas	μέρος	festa	N;NOM;NEUT;PL	N;FEM;PL
μέρη	partidos	μέρος	partido	N;NOM;NEUT;PL	N;MASC;PL
λόγος	razão	λόγος	razão	N;NOM;MASC;SG	N;FEM;SG
λόγος	motivo	λόγος	motivo	N;NOM;MASC;SG	N;MASC;SG
λόγος	discurso	λόγος	discurso	N;NOM;MASC;SG	N;MASC;SG
παιχνίδι	game	παιχνίδι	game	N;NOM;NEUT;SG	N;MASC;SG
παιχνίδι	jogo	παιχνίδι	jogo	N;NOM;NEUT;SG	N;MASC;SG
παιχνίδι	toy	παιχνίδι	toy	N;NOM;NEUT;SG	N;MASC;SG
παιχνίδι	brinquedo	παιχνίδι	brinquedo	N;NOM;NEUT;SG	N;MASC;SG
παιχνίδι	play	παιχνίδι	play	N;NOM;NEUT;SG	N;MASC;SG
διοργάνωση	organização	διοργάνωση	organização	N;NOM;FEM;SG	N;FEM;SG
σχήμα	forma	σχήμα	forma	N;NOM;NEUT;SG	N;FEM;SG
σχήμα	shape	σχήμα	shape	N;NOM;NEUT;SG	N;MASC;SG
σχήμα	figura	σχήμα	figura	N;NOM;NEUT;SG	N;FEM;SG
σχήμα	figure	σχήμα	figure	N;NOM;NEUT;SG	N;MASC;SG
φεστιβάλ	festival	φεστιβάλ	festival	N;NOM;NEUT;SG	N;MASC;SG
ονόματα	nomes	όνομα	nome	N;NOM;NEUT;PL	N;MASC;PL
επίσημα	formalmente	επίσημα	formalmente	ADV	ADV
επίσημα	oficialmente	επίσημα	oficialmente	ADV	ADV
επιχείρηση	funcionamento	επιχείρηση	funcionamento	N;ACC;FEM;SG	N;MASC;SG
επιχείρηση	operação	επιχείρηση	operação	N;ACC;FEM;SG	N;FEM;SG
επιχείρηση	empreendimento	επιχείρηση	empreendimento	N;ACC;FEM;SG	N;MASC;SG
επιχείρηση	empresa	επιχείρηση	empresa	N;ACC;FEM;SG	N;FEM;SG
επιχείρηση	enterprise	επιχείρηση	enterprise	N;ACC;FEM;SG	N;MASC;SG
αποφάσισε	decidida	αποφασίζω	decidir	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
αποφάσισε	decidiu	αποφασίζω	decidir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
αποφάσισε	decidido	αποφασίζω	decidir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
αποφάσισε	decidir	αποφασίζω	decidir	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
πρόσωπο	pessoa	πρόσωπο	pessoa	N;NOM;NEUT;SG	N;FEM;SG
πρόσωπο	cara	πρόσωπο	cara	N;NOM;NEUT;SG	N;FEM;SG
πρόσωπο	carinha	πρόσωπο	carinha	N;NOM;NEUT;SG	N;FEM;SG
πρόσωπο	rosto	πρόσωπο	rosto	N;NOM;NEUT;SG	N;MASC;SG
εξέλιξη	desenvolvimento	εξέλιξη	desenvolvimento	N;ACC;FEM;SG	N;MASC;SG
εξέλιξη	evolução	εξέλιξη	evolução	N;ACC;FEM;SG	N;FEM;SG
εξέλιξη	evolution	εξέλιξη	evolution	N;ACC;FEM;SG	N;MASC;SG
εξέλιξη	evolução	εξέλιξη	evolução	N;ACC;FEM;SG	N;FEM;SG
κοινότητας	comunidade	κοινότητα	comunidade	N;GEN;FEM;SG	N;FEM;SG
κίνηση	moção	κίνηση	moção	N;ACC;FEM;SG	N;FEM;SG
κίνηση	motion	κίνηση	motion	N;ACC;FEM;SG	N;MASC;SG
κίνηση	movimento	κίνηση	movimento	N;ACC;FEM;SG	N;MASC;SG
κίνηση	trânsito	κίνηση	trânsito	N;ACC;FEM;SG	N;MASC;SG
κίνηση	tráfego	κίνηση	tráfego	N;ACC;FEM;SG	N;MASC;SG
κίνηση	movimentação	κίνηση	movimentação	N;ACC;FEM;SG	N;FEM;SG
κίνηση	movimento	κίνηση	movimento	N;ACC;FEM;SG	N;MASC;SG
μέρα	dia	μέρα	dia	N;ACC;FEM;SG	N;MASC;SG
κομμάτι	pedaço	κομμάτι	pedaço	N;NOM;NEUT;SG	N;MASC;SG
κομμάτι	peça	κομμάτι	peça	N;NOM;NEUT;SG	N;FEM;SG
ώρα	hora	ώρα	hora	N;ACC;FEM;SG	N;FEM;SG
ώρα	horário	ώρα	horário	N;ACC;FEM;SG	N;MASC;SG
ώρα	tempo	ώρα	tempo	N;ACC;FEM;SG	N;MASC;SG
ώρα	time	ώρα	time	N;ACC;FEM;SG	N;MASC;SG
συμφωνία	acordo	συμφωνία	acordo	N;ACC;FEM;SG	N;MASC;SG
συμφωνία	concordância	συμφωνία	concordância	N;ACC;FEM;SG	N;FEM;SG
λοιπόν	bem	λοιπόν	bem	ADV	ADV
ιστορικά	historicamente	ιστορικά	historicamente	ADV	ADV
συγγραφείς	roteiristas	σύγγραφη	roteirista	N;NOM;MASC;PL	N;MASC;PL
συγγραφείς	escritores	σύγγραφη	escritor	N;NOM;MASC;PL	N;MASC;PL
συγγραφείς	autores	σύγγραφη	autor	N;NOM;MASC;PL	N;MASC;PL
πλοία	barcos	πλοίο	barco	N;NOM;NEUT;PL	N;MASC;PL
πλοία	navios	πλοίο	navio	N;NOM;NEUT;PL	N;MASC;PL
πλοία	naves	πλοίο	nave	N;NOM;NEUT;PL	N;FEM;PL
πλοία	navios	πλοίο	navio	N;NOM;NEUT;PL	N;MASC;PL
πλοία	embarcações	πλοίο	embarcação	N;NOM;NEUT;PL	N;FEM;PL
συστήματα	sistemas	σύστημα	sistema	N;NOM;NEUT;PL	N;MASC;PL
σημεία	pontos	σημείο	ponto	N;NOM;NEUT;PL	N;MASC;PL
αλλαγή	mudança	αλλαγή	mudança	N;ACC;FEM;SG	N;FEM;SG
αλλαγή	troco	αλλαγή	troco	N;ACC;FEM;SG	N;MASC;SG
σημασία	importancia	σημασία	importancia	N;NOM;FEM;SG	N;FEM;SG
σημασία	importância	σημασία	importância	N;NOM;FEM;SG	N;FEM;SG
σημασία	significância	σημασία	significância	N;NOM;FEM;SG	N;FEM;SG
σημασία	significado	σημασία	significado	N;NOM;FEM;SG	N;MASC;SG
λέει	diz	λέγω	dizer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
χαρακτηριστικό	característica	χαρακτηριστικός	característica	N;NOM;NEUT;SG	N;FEM;SG
χαρακτηριστικό	característica	χαρακτηριστικός	característica	N;NOM;NEUT;SG	N;FEM;SG
χαρακτηριστικό	funcionalidade	χαρακτηριστικός	funcionalidade	N;NOM;NEUT;SG	N;FEM;SG
χαρακτηριστικό	atributo	χαρακτηριστικός	atributo	N;NOM;NEUT;SG	N;MASC;SG
διαίρεση	divisão	διαίρεση	divisão	N;NOM;FEM;SG	N;FEM;SG
διαίρεση	split	διαίρεση	split	N;NOM;FEM;SG	N;MASC;SG
διαίρεση	divida	διαίρεση	divida	N;NOM;FEM;SG	N;FEM;SG
διευθυντής	director	διευθυντής	director	N;NOM;MASC;SG	N;MASC;SG
διευθυντής	directora	διευθυντής	directora	N;NOM;MASC;SG	N;FEM;SG
διευθυντής	diretora	διευθυντής	diretora	N;NOM;MASC;SG	N;FEM;SG
διευθυντής	diretor	διευθυντής	diretor	N;NOM;MASC;SG	N;MASC;SG
διευθυντής	realizador	διευθυντής	realizador	N;NOM;MASC;SG	N;MASC;SG
διευθυντής	gerenciador	διευθυντής	gerenciador	N;NOM;MASC;SG	N;MASC;SG
διευθυντής	gerente	διευθυντής	gerente	N;NOM;MASC;SG	N;MASC;SG
διευθυντής	gestor	διευθυντής	gestor	N;NOM;MASC;SG	N;MASC;SG
τέχνη	art	τέχνω	art	N;NOM;FEM;SG	N;MASC;SG
τέχνη	arte	τέχνω	arte	N;NOM;FEM;SG	N;FEM;SG
επτά	sete	επτά	sete	NUM;NOM;MASC;PL	NUM
διεθνές	internacional	διεθνής	internacional	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
δικαιώματα	direitos	δικαίωμα	direito	N;NOM;NEUT;PL	N;MASC;PL
διαφορά	diferenca	διαφορά	diferenca	N;NOM;FEM;SG	N;FEM;SG
διαφορά	diferença	διαφορά	diferença	N;NOM;FEM;SG	N;FEM;SG
χρησιμοποιεί	usa	χρησιμοποιώ	usar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
επίδραση	influência	επίδραση	influência	N;ACC;FEM;SG	N;FEM;SG
επίδραση	efeito	επίδραση	efeito	N;ACC;FEM;SG	N;MASC;SG
βάρος	ónus	βάρος	ónus	N;ACC;NEUT;SG	N;MASC;SG
βάρος	fardo	βάρος	fardo	N;ACC;NEUT;SG	N;MASC;SG
βάρος	peso	βάρος	peso	N;ACC;NEUT;SG	N;MASC;SG
ναό	temple	ναός	temple	N;ACC;MASC;SG	N;MASC;SG
ναό	templo	ναός	templo	N;ACC;MASC;SG	N;MASC;SG
τροχιά	track	τροχιά	track	N;NOM;FEM;SG	N;MASC;SG
τροχιά	trilha	τροχιά	trilha	N;NOM;FEM;SG	N;FEM;SG
τροχιά	faixa	τροχιά	faixa	N;NOM;FEM;SG	N;FEM;SG
τροχιά	trajetória	τροχιά	trajetória	N;NOM;FEM;SG	N;FEM;SG
τροχιά	trajectória	τροχιά	trajectória	N;NOM;FEM;SG	N;FEM;SG
τροχιά	órbita	τροχιά	órbita	N;NOM;FEM;SG	N;FEM;SG
τροχιά	orbita	τροχιά	orbita	N;NOM;FEM;SG	N;FEM;SG
πρόσωπα	caras	πρόσωπο	cara	N;NOM;NEUT;PL	N;FEM;PL
πρόσωπα	rostos	πρόσωπο	rosto	N;NOM;NEUT;PL	N;MASC;PL
πρόσωπα	caretas	πρόσωπο	careta	N;NOM;NEUT;PL	N;FEM;PL
πρόσωπα	faces	πρόσωπο	face	N;NOM;NEUT;PL	N;FEM;PL
ιδέα	idéia	ιδέα	idéia	N;NOM;FEM;SG	N;FEM;SG
ιδέα	idea	ιδέα	idea	N;NOM;FEM;SG	N;MASC;SG
ιδέα	ideia	ιδέα	ideia	N;NOM;FEM;SG	N;FEM;SG
ιστορική	histórico	ιστορικός	histórico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ιστορική	histórica	ιστορικός	histórico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ιστορική	histórico	ιστορικός	histórico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ιστορική	histórica	ιστορικός	histórico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
αντίθεση	oposição	αντίθεση	oposição	N;ACC;FEM;SG	N;FEM;SG
αντίθεση	contraste	αντίθεση	contraste	N;ACC;FEM;SG	N;MASC;SG
πίνακα	pintura	πίνακα	pintura	N;ACC;MASC;SG	N;FEM;SG
υπηρεσία	agencia	υπηρεσία	agencia	N;NOM;FEM;SG	N;FEM;SG
υπηρεσία	agência	υπηρεσία	agência	N;NOM;FEM;SG	N;FEM;SG
υπηρεσία	serviço	υπηρεσία	serviço	N;NOM;FEM;SG	N;MASC;SG
σύντομα	logo	σύντομα	logo	ADV	ADV
σύντομα	brevemente	σύντομα	brevemente	ADV	ADV
στοιχείο	item	στοιχείο	item	N;NOM;NEUT;SG	N;MASC;SG
στοιχείο	elemento	στοιχείο	elemento	N;NOM;NEUT;SG	N;MASC;SG
ταχύτητα	velocidade	ταχύτητα	velocidade	N;ACC;FEM;SG	N;FEM;SG
ταχύτητα	rapidez	ταχύτητα	rapidez	N;ACC;FEM;SG	N;FEM;SG
ταχύτητα	velocidade	ταχύτητα	velocidade	N;ACC;FEM;SG	N;FEM;SG
ταχύτητα	speed	ταχύτητα	speed	N;ACC;FEM;SG	N;MASC;SG
όρους	termos	όρος	termos	N;ACC;MASC;PL	N;MASC;PL
αεκ	aek	αεκ	aek	N	N;MASC;SG
αεκ	img	αεκ	img	N	N;FEM;SG
λιγότερο	menos	λίγο	menos	ADV;CMPR	ADV
κυκλοφορία	trânsito	κυκλοφορία	trânsito	N;ACC;FEM;SG	N;MASC;SG
κυκλοφορία	tráfego	κυκλοφορία	tráfego	N;ACC;FEM;SG	N;MASC;SG
κυκλοφορία	circulação	κυκλοφορία	circulação	N;ACC;FEM;SG	N;FEM;SG
κυκλοφορία	tiragem	κυκλοφορία	tiragem	N;ACC;FEM;SG	N;FEM;SG
αλλαγές	mudanças	αλλαγή	mudança	N;NOM;FEM;PL	N;FEM;PL
αλλαγές	alterações	αλλαγή	alteração	N;NOM;FEM;PL	N;FEM;PL
αλλαγές	modificações	αλλαγή	modificação	N;NOM;FEM;PL	N;FEM;PL
μυθολογία	mitologia	μυθολογία	mitologia	N;NOM;FEM;SG	N;FEM;SG
παντρεύτηκε	casou	παντρέω	casar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
αντικείμενο	item	αντικείμενο	item	N;NOM;NEUT;SG	N;MASC;SG
αντικείμενο	objeto	αντικείμενο	objeto	N;NOM;NEUT;SG	N;MASC;SG
αντικείμενο	objecto	αντικείμενο	objecto	N;NOM;NEUT;SG	N;MASC;SG
πραγματικότητα	realidade	πραγματικότητα	realidade	N;ACC;FEM;SG	N;FEM;SG
πραγματικότητα	reality	πραγματικότητα	reality	N;ACC;FEM;SG	N;MASC;SG
μετάλλιο	medalha	μετάλλιο	medalha	N;NOM;NEUT;SG	N;FEM;SG
χρονικό	crônica	χρονικός	crônico	N;NOM;NEUT;SG	N;FEM;SG
χρονικό	chronicle	χρονικός	chronicle	N;NOM;NEUT;SG	N;MASC;SG
χρονικό	crónica	χρονικός	crónica	N;NOM;NEUT;SG	N;FEM;SG
ίδρυση	estabelecimento	ίδρυση	estabelecimento	N;NOM;FEM;SG	N;MASC;SG
ίδρυση	fundação	ίδρυση	fundação	N;NOM;FEM;SG	N;FEM;SG
καλή	boa	καλός	bom	ADJ;NOM;FEM;SG	ADJ;FEM;SG
καλή	bom	καλός	bom	ADJ;NOM;FEM;SG	ADJ;MASC;SG
πλαίσιο	framework	πλαίσιο	framework	N;NOM;NEUT;SG	N;MASC;SG
πλαίσιο	enquadramento	πλαίσιο	enquadramento	N;NOM;NEUT;SG	N;MASC;SG
πλαίσιο	quadro	πλαίσιο	quadro	N;NOM;NEUT;SG	N;MASC;SG
πλαίσιο	contexto	πλαίσιο	contexto	N;NOM;NEUT;SG	N;MASC;SG
έδαφος	solo	έδαφος	solo	N;NOM;NEUT;SG	N;MASC;SG
έδαφος	território	έδαφος	território	N;NOM;NEUT;SG	N;MASC;SG
έδαφος	terreno	έδαφος	terreno	N;NOM;NEUT;SG	N;MASC;SG
έδαφος	ground	έδαφος	ground	N;NOM;NEUT;SG	N;MASC;SG
έδαφος	terreno	έδαφος	terreno	N;NOM;NEUT;SG	N;MASC;SG
αυτοκράτορας	imperador	αυτοκράτορα	imperador	N;NOM;MASC;SG	N;MASC;SG
έδρες	assentos	έδρα	assento	N;NOM;FEM;PL	N;MASC;PL
έδρες	lugares	έδρα	lugar	N;NOM;FEM;PL	N;MASC;PL
έδρες	bancos	έδρα	banco	N;NOM;FEM;PL	N;MASC;PL
αναφορές	petições	αναφορά	petição	N;NOM;FEM;PL	N;FEM;PL
αναφορές	referências	αναφορά	referência	N;NOM;FEM;PL	N;FEM;PL
αναφορές	relatórios	αναφορά	relatório	N;NOM;FEM;PL	N;MASC;PL
αναφορές	denúncias	αναφορά	denúncia	N;NOM;FEM;PL	N;FEM;PL
αγωνίζεται	lutando	αγωνίζομαι	lutar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;V.MSDR
πέρα	além	πέρα	além	ADV	ADV
εκπαίδευση	formação	εκπαίδευση	formação	N;ACC;FEM;SG	N;FEM;SG
εκπαίδευση	treinamento	εκπαίδευση	treinamento	N;ACC;FEM;SG	N;MASC;SG
εκπαίδευση	treino	εκπαίδευση	treino	N;ACC;FEM;SG	N;MASC;SG
εκπαίδευση	educação	εκπαίδευση	educação	N;ACC;FEM;SG	N;FEM;SG
εκπαίδευση	ensino	εκπαίδευση	ensino	N;ACC;FEM;SG	N;MASC;SG
γάλλος	french	γάλλος	french	N;NOM;MASC;SG	N;MASC;SG
γάλλος	francês	γάλλος	francês	N;NOM;MASC;SG	N;MASC;SG
δέκα	dez	δέκα	dez	NUM;NOM;NEUT;PL	NUM
επόμενο	seguinte	επόμενος	seguinte	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
επόμενο	próxima	επόμενος	próximo	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
ανθρώπους	humanos	άνθρωπος	humano	N;ACC;MASC;PL	N;MASC;PL
ανθρώπους	pessoas	άνθρωπος	pessoa	N;ACC;MASC;PL	N;FEM;PL
φυσική	natural	φυσικός	natural	ADJ;NOM;FEM;SG	ADJ;MASC;SG
τομέα	sector	τομέας	sector	N;ACC;MASC;SG	N;MASC;SG
τομέα	setor	τομέας	setor	N;ACC;MASC;SG	N;MASC;SG
πρωταθλητής	campeão	πρωταθλητής	campeão	N;NOM;MASC;SG	N;MASC;SG
πρωταθλητής	champ	πρωταθλητής	champ	N;NOM;MASC;SG	N;MASC;SG
πρωταθλητής	campeão	πρωταθλητής	campeão	N;NOM;MASC;SG	N;MASC;SG
πρωταθλητής	campeã	πρωταθλητής	campeã	N;NOM;MASC;SG	N;FEM;SG
πρωταθλητής	champion	πρωταθλητής	champion	N;NOM;MASC;SG	N;MASC;SG
πεδίο	escopo	πεδίο	escopo	N;NOM;NEUT;SG	N;MASC;SG
πεδίο	âmbito	πεδίο	âmbito	N;NOM;NEUT;SG	N;MASC;SG
πεδίο	field	πεδίο	field	N;NOM;NEUT;SG	N;MASC;SG
πεδίο	campo	πεδίο	campo	N;NOM;NEUT;SG	N;MASC;SG
ενότητα	unidade	ενότητα	unidade	N;NOM;FEM;SG	N;FEM;SG
ενότητα	unity	ενότητα	unity	N;NOM;FEM;SG	N;MASC;SG
ενότητα	seção	ενότητα	seção	N;NOM;FEM;SG	N;FEM;SG
ενότητα	secção	ενότητα	secção	N;NOM;FEM;SG	N;FEM;SG
ενότητα	módulo	ενότητα	módulo	N;NOM;FEM;SG	N;MASC;SG
χρησιμοποιήθηκε	utilizada	χρησιμοποιώ	utilizar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
χρησιμοποιήθηκε	usada	χρησιμοποιώ	usar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
χρησιμοποιήθηκε	usado	χρησιμοποιώ	usar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
χρησιμοποιήθηκε	utilizado	χρησιμοποιώ	utilizar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
ερμηνεία	interpretação	ερμηνεία	interpretação	N;NOM;FEM;SG	N;FEM;SG
παγκόσμια	mundial	παγκόσμιος	mundial	ADJ;NOM;FEM;SG	ADJ;MASC;SG
παγκόσμια	global	παγκόσμιος	global	ADJ;NOM;FEM;SG	ADJ;MASC;SG
κίνημα	movimentação	κίνημα	movimentação	N;NOM;NEUT;SG	N;FEM;SG
κίνημα	movimento	κίνημα	movimento	N;NOM;NEUT;SG	N;MASC;SG
φέρει	trazer	φέρω	trazer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
φέρει	traz	φέρω	trazer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
κιθάρα	guitarra	κιθάρα	guitarra	N;NOM;FEM;SG	N;FEM;SG
κιθάρα	violão	κιθάρα	violão	N;NOM;FEM;SG	N;MASC;SG
δεδομένα	dados	δεδομένο	dado	N;NOM;NEUT;PL	N;MASC;PL
έναρξη	início	έναρξη	início	N;ACC;FEM;SG	N;MASC;SG
έναρξη	iniciação	έναρξη	iniciação	N;ACC;FEM;SG	N;FEM;SG
οκτώβριο	outubro	οκτώβριο	outubro	N	N;MASC;SG
ιανουάριο	janeiro	ιανουάριο	janeiro	N	N;MASC;SG
αποστολή	envio	αποστολή	envio	N;NOM;FEM;SG	N;MASC;SG
αποστολή	missão	αποστολή	missão	N;NOM;FEM;SG	N;FEM;SG
αποστολή	missao	αποστολή	missao	N;NOM;FEM;SG	N;FEM;SG
αποστολή	mission	αποστολή	mission	N;NOM;FEM;SG	N;MASC;SG
χρώματα	cores	χρώμα	cor	N;NOM;NEUT;PL	N;FEM;PL
χρώματα	cores	χρώμα	cor	N;NOM;NEUT;PL	N;FEM;PL
μορφές	formas	μορφή	forma	N;NOM;FEM;PL	N;FEM;PL
μορφές	impressos	μορφή	imprimir	N;NOM;FEM;PL	N;MASC;PL
μορφές	formulários	μορφή	formulário	N;NOM;FEM;PL	N;MASC;PL
αρχική	inicial	αρχικός	inicial	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αρχική	original	αρχικός	original	ADJ;NOM;FEM;SG	ADJ;MASC;SG
έμεινε	ficou	μένω	ficar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
έμεινε	permaneceu	μένω	permanecer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ύπαρξη	existência	ύπαρξη	existência	N;ACC;FEM;SG	N;FEM;SG
ακολουθεί	seguindo	ακολουθώ	seguir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
ακολουθεί	segue	ακολουθώ	seguir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ήττα	derrota	ήττα	derrota	N;ACC;FEM;SG	N;FEM;SG
διεθνείς	internacionais	διεθνής	internacional	ADJ;NOM;FEM;PL	ADJ;MASC;PL
τόμος	volume	τόμος	volume	N;NOM;MASC;SG	N;MASC;SG
νέος	novo	νέος	novo	ADJ;NOM;MASC;SG	ADJ;MASC;SG
νέος	nova	νέος	novo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
νέος	jovem	νέος	jovem	ADJ;NOM;MASC;SG	ADJ;MASC;SG
θρόνο	trono	θρόνος	trono	N;ACC;MASC;SG	N;MASC;SG
δημήτρης	dimitris	δημήτρης	dimitris	N;NOM;MASC;SG	N;MASC;SG
δημήτρης	dmitri	δημήτρης	dmitri	N;NOM;MASC;SG	N;MASC;SG
δημήτρης	dimitri	δημήτρης	dimitrir	N;NOM;MASC;SG	N;MASC;SG
εσωτερικό	interior	εσωτερικό	interior	N;NOM;NEUT;SG	N;MASC;SG
εσωτερικό	interior	εσωτερικό	interior	N;NOM;NEUT;SG	N;MASC;SG
ενέργεια	energia	ενέργεια	energia	N;NOM;FEM;SG	N;FEM;SG
μοντέλο	model	μοντέλο	model	N;NOM;NEUT;SG	N;MASC;SG
μοντέλο	modelo	μοντέλο	modelo	N;NOM;NEUT;SG	N;MASC;SG
στρατιώτες	soldados	στρατιώτης	soldado	N;NOM;MASC;PL	N;MASC;PL
στρατιώτες	tropas	στρατιώτης	tropa	N;NOM;MASC;PL	N;FEM;PL
πώς	como	πώς	como	ADV	ADV
επιλογή	seleção	επιλογή	seleção	N;NOM;FEM;SG	N;FEM;SG
επιλογή	selecção	επιλογή	selecção	N;NOM;FEM;SG	N;FEM;SG
επιλογή	opção	επιλογή	opção	N;NOM;FEM;SG	N;FEM;SG
επιλογή	escolha	επιλογή	escolha	N;NOM;FEM;SG	N;FEM;SG
επιλογή	escolha	επιλογή	escolha	N;NOM;FEM;SG	N;FEM;SG
σεπτέμβριο	setembro	σεπτέμβριο	setembro	N	N;MASC;SG
στρατός	militar	στρατός	militar	N;NOM;MASC;SG	N;MASC;SG
στρατός	exército	στρατός	exército	N;NOM;MASC;SG	N;MASC;SG
στρατός	tropa	στρατός	tropa	N;NOM;MASC;SG	N;FEM;SG
στρατός	army	στρατός	army	N;NOM;MASC;SG	N;MASC;SG
παραμένει	permanece	παραμένω	permanecer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
