dan	et	dan	et	CONJ	CONJ
fifa	fifa	fifa	fif	N	N;FEM;SG
olimpiade	olympiade	olimpiade	olympiade	N;SG	N;FEM;SG
penampilan	apparence	pentampilan	apparence	N;SG	N;FEM;SG
penampilan	apparition	pentampilan	apparition	N;SG	N;FEM;SG
penampilan	aspect	pentampilan	aspect	N;SG	N;MASC;SG
satuan	unité	satuan	unité	N;SG	N;FEM;SG
satuan	unite	satuan	unite	N;SG	N;FEM;SG
efek	effet	efek	effet	N;SG	N;MASC;SG
calon	candidate	calon	candidat	N;SG	N;FEM;SG
calon	candidat	calon	candidat	N;SG	N;MASC;SG
upaya	tentative	upaya	tentative	N;SG	N;FEM;SG
upaya	effort	upaya	effort	N;SG	N;MASC;SG
pembuatan	création	penbuatan	création	N;SG	N;FEM;SG
ajaran	doctrine	ajaran	doctrine	N;SG	N;FEM;SG
uskup	évêque	uskup	évêque	N;SG	N;MASC;SG
harga	prix	harga	prix	N;SG	N;MASC;SG
harga	prix	harga	prix	N;SG	N;MASC;SG
harga	tarif	harga	tarif	N;SG	N;MASC;SG
harga	taux	harga	taux	N;SG	N;MASC;SG
harga	tarification	harga	tarification	N;SG	N;FEM;SG
drs	drs	drs	donteur	N	N;MASC;SG
kebutuhan	nécessité	kebutuhan	nécessité	N;SG	N;FEM;SG
kebutuhan	besoin	kebutuhan	besoin	N;SG	N;MASC;SG
kebutuhan	nécessité	kebutuhan	nécessité	N;SG	N;FEM;SG
menyediakan	fournir	mensediakan	fournir	V;SG;ACT	V;NFIN
menyediakan	fournissant	mensediakan	fournir	V;SG;ACT	V;PRS;V.PTCP
menyediakan	fournit	mensediakan	fournir	V;SG;ACT	V;IND;SG;3;PRS;FIN
remaja	teen	remaja	teen	N;SG	N;MASC;SG
remaja	adolescent	remaja	adolescent	N;SG	N;MASC;SG
remaja	ado	remaja	ado	N;SG	N;MASC;SG
remaja	ado	remaja	ado	N;SG	N;MASC;SG
remaja	adolescente	remaja	adolescent	N;SG	N;FEM;SG
remaja	adolescent	remaja	adolescent	N;SG	N;MASC;SG
remaja	adolescence	remaja	adolescence	N;SG	N;FEM;SG
terminal	terminal	terminal	terminal	N	N;MASC;SG
terminal	terminaux	terminal	terminal	N	N;MASC;PL
terminal	terminaux	terminal	terminal	N	N;MASC;PL
terminal	bornes	terminal	borne	N	N;FEM;PL
biaya	redevance	biaya	redevance	N;SG	N;FEM;SG
biaya	charge	biaya	charge	N;SG	N;FEM;SG
biaya	coût	biaya	coût	N;SG	N;MASC;SG
terbagi	divisé	terbagi	diviser	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terbagi	divisée	terbagi	diviser	V;SG;PASS	V;FEM;SG;PST;V.PTCP
artis	artiste	artis	artiste	N;SG	N;MASC;SG
memenuhi	accomplir	menpenuhi	accomplir	V;SG;ACT	V;NFIN
rekaman	enregistrement	rekaman	enregistrement	N;SG	N;MASC;SG
rekaman	ruban	rekaman	ruban	N;SG	N;MASC;SG
rekaman	cassette	rekaman	cassette	N;SG	N;FEM;SG
rekaman	bande	rekaman	bande	N;SG	N;FEM;SG
tahap	étape	tahap	étape	N;SG	N;FEM;SG
tahap	stade	tahap	stade	N;SG	N;MASC;SG
tahap	scène	tahap	scène	N;SG	N;FEM;SG
game	jeu	game	jeu	N;SG	N;MASC;SG
game	gibier	game	gibier	N;SG	N;MASC;SG
game	match	game	match	N;SG	N;MASC;SG
game	jeu	game	jeu	N;SG	N;MASC;SG
pertemuan	rencontre	pertemuan	rencontre	N;SG	N;FEM;SG
pertemuan	réunion	pertemuan	réunion	N;SG	N;FEM;SG
administrasi	administration	administrasi	administration	N;SG	N;FEM;SG
langit	ciel	langit	ciel	N;SG	N;MASC;SG
indah	beau	indah	beau	ADJ;SG	ADJ;MASC;SG
indah	superbe	indah	superbe	ADJ;SG	ADJ;MASC;SG
indah	magnifique	indah	magnifique	ADJ;SG	ADJ;MASC;SG
indah	belle	indah	beau	ADJ;SG	ADJ;FEM;SG
indah	belle	indah	beau	ADJ;SG	ADJ;FEM;SG
indah	ravissante	indah	ravissant	ADJ;SG	ADJ;FEM;SG
indah	charmant	indah	charmant	ADJ;SG	ADJ;MASC;SG
indah	charmante	indah	charmant	ADJ;SG	ADJ;FEM;SG
indah	adorable	indah	adorable	ADJ;SG	ADJ;MASC;SG
indah	merveilleuse	indah	merveilleux	ADJ;SG	ADJ;FEM;SG
indah	merveilleux	indah	merveilleux	ADJ;SG	ADJ;MASC;SG
indah	exquis	indah	exquis	ADJ;SG	ADJ;MASC;SG
indah	exquise	indah	exquise	ADJ;SG	ADJ;FEM;SG
mencakup	couvre	mencakup	couvrir	V;SG;ACT	V;IND;SG;3;PRS;FIN
mencakup	inclut	mencakup	inclure	V;SG;ACT	V;IND;SG;3;PRS;FIN
mencakup	comprend	mencakup	comprendre	V;SG;ACT	V;IND;SG;3;PRS;FIN
dibawah	sous	dibawah	sous	ADP;SG;PASS	ADP
perwakilan	représentation	perwakilan	représentation	N;SG	N;FEM;SG
perwakilan	représentant	perwakilan	représentant	N;SG	N;MASC;SG
perwakilan	représentante	perwakilan	représentant	N;SG	N;FEM;SG
pagi	matin	pagi	matin	N;SG	N;MASC;SG
dilihat	vu	dilihat	voir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dilihat	visionné	dilihat	visionner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
percaya	croire	percaya	croire	V;SG;ACT	V;NFIN
percaya	croyant	percaya	croire	V;SG;ACT	V;PRS;V.PTCP
percaya	croire	percaya	croire	V;SG;ACT	V;NFIN
lengkap	complète	lengkap	complet	ADJ;SG	ADJ;FEM;SG
lengkap	complet	lengkap	complet	ADJ;SG	ADJ;MASC;SG
volume	volume	volume	volume	N;SG	N;MASC;SG
tari	danse	tari	danse	N;SG	N;FEM;SG
bukti	preuve	bukti	preuve	N;SG	N;FEM;SG
bukti	preuve	bukti	preuve	N;SG	N;FEM;SG
adipati	duc	adipati	duc	N	N;MASC;SG
kopi	café	kopi	café	N;SG	N;MASC;SG
region	régions	region	région	N	N;FEM;PL
region	région	region	région	N	N;FEM;SG
diterima	reçu	diterima	recevoir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diterima	reçue	diterima	recevoir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diterima	acceptée	diterima	accepter	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diterima	accepté	diterima	accepter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ibrani	hébreu	ibrani	hébreu	N	N;MASC;SG
ibrani	hébreux	ibrani	hébreux	N	N;MASC;PL
turun	descendre	turun	descendre	V;SG;ACT	V;NFIN
hujan	pluie	hujan	pluie	N;SG	N;FEM;SG
makam	cimetière	makam	cimetière	N;SG	N;MASC;SG
makam	tombeau	makam	tombeau	N;SG	N;MASC;SG
makam	caveau	makam	caveau	N;SG	N;MASC;SG
ketinggian	altitude	ketinggian	altitude	N;SG	N;FEM;SG
ketinggian	altitude	ketinggian	altitude	N;SG	N;FEM;SG
ketinggian	élévation	ketinggian	élévation	N;SG	N;FEM;SG
kejuaraan	championnat	kejuaraan	championnat	N;SG	N;MASC;SG
profesional	professionnelle	profesional	professionnel	ADJ;SG	ADJ;FEM;SG
profesional	professionnel	profesional	professionnel	ADJ;SG	ADJ;MASC;SG
pembentukan	etablissement	penbentukan	etablissement	N;SG	N;MASC;SG
pembentukan	établissement	penbentukan	établissement	N;SG	N;MASC;SG
mengumumkan	annoncer	menumumkan	annoncer	V;SG;ACT	V;NFIN
mengumumkan	annonçant	menumumkan	annoncer	V;SG;ACT	V;PRS;V.PTCP
mengumumkan	annoncer	menumumkan	annoncer	V;SG;ACT	V;NFIN
mengumumkan	annoncé	menumumkan	annoncer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
mengumumkan	annoncée	menumumkan	annoncer	V;SG;ACT	V;FEM;SG;PST;V.PTCP
dipilih	choisi	dipilih	choisir	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dipilih	choisie	dipilih	choisir	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dipilih	sélectionnée	dipilih	sélectionner	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dipilih	sélectionné	dipilih	sélectionner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
konser	concert	konser	concert	N;SG	N;MASC;SG
sayap	escadre	sayap	escadre	N;SG	N;FEM;SG
sayap	aile	sayap	aile	N;SG	N;FEM;SG
sayap	ailier	sayap	ailier	N;SG	N;MASC;SG
sayap	wing	sayap	wing	N;SG	N;MASC;SG
suka	apprécié	suka	apprécier	V;SG	V;MASC;SG;PST;V.PTCP
suka	aimée	suka	aimer	V;SG	V;FEM;SG;PST;V.PTCP
suka	aimé	suka	aimer	V;SG	V;MASC;SG;PST;V.PTCP
suka	aime	suka	aimer	V;SG	V;IND;SG;3;PRS;FIN
suka	aime	suka	aimer	V;SG	V;IND;SG;3;PRS;FIN
channel	canal	channel	canal	N	N;MASC;SG
channel	chaîne	channel	chaîne	N	N;FEM;SG
channel	chenal	channel	chenal	N	N;MASC;SG
channel	channel	channel	channel	N	N;MASC;SG
parlemen	parlement	parlemen	parlement	N;SG	N;MASC;SG
putaran	rotation	putaran	rotation	N;SG	N;FEM;SG
penonton	afficheur	pentonton	afficheur	N;SG	N;MASC;SG
penonton	spectateur	pentonton	spectateur	N;SG	N;MASC;SG
penonton	visionneuse	pentonton	visionneux	N;SG	N;FEM;SG
penonton	audience	pentonton	audience	N;SG	N;FEM;SG
penonton	auditoire	pentonton	auditoire	N;SG	N;MASC;SG
penonton	spectateur	pentonton	spectateur	N;SG	N;MASC;SG
tema	thème	tema	thème	N;SG	N;MASC;SG
berhubungan	lié	berhubungan	lier	V;SG;ACT	V;MASC;SG;PST;V.PTCP
setuju	accepté	setuju	accepter	V;SG;ACT	V;MASC;SG;PST;V.PTCP
setuju	convenu	setuju	convenu	V;SG;ACT	V;MASC;SG;PST;V.PTCP
setuju	convenir	setuju	convenir	V;SG;ACT	V;NFIN
komandan	commandeur	komandan	commandeur	N;SG	N;MASC;SG
komandan	commandant	komandan	commandant	N;SG	N;MASC;SG
pemuda	jeunesse	pemuda	jeunesse	N;SG	N;FEM;SG
golongan	faction	golongan	faction	N;SG	N;FEM;SG
motor	motocyclette	motor	motocyclette	N;SG	N;FEM;SG
motor	motocycle	motor	motocycle	N;SG	N;MASC;SG
motor	moto	motor	moto	N;SG	N;FEM;SG
motor	moteur	motor	moteur	N;SG	N;MASC;SG
miliar	milliard	miliar	milliard	N	N;MASC;SG
miliar	milliards	miliar	milliard	N	N;MASC;PL
miliar	milliards	miliar	milliard	N	N;MASC;PL
miliar	billions	miliar	billion	N	N;MASC;PL
diikuti	suit	diikuti	suivre	V;SG;PASS	V;IND;SG;3;PRS;FIN
diikuti	suivit	diikuti	suivre	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diikuti	suivie	diikuti	suivre	V;SG;PASS	V;FEM;SG;PST;V.PTCP
lulus	diplômée	lulus	diplômer	V;SG	V;FEM;SG;PST;V.PTCP
lulus	diplômée	lulus	diplômer	V;SG	V;FEM;SG;PST;V.PTCP
lulus	passer	lulus	passer	V;SG	V;NFIN
lulus	passe	lulus	passer	V;SG	V;IND;SG;3;PRS;FIN
pernikahan	mariage	pernikahan	mariage	N;SG	N;MASC;SG
pernikahan	mariage	pernikahan	mariage	N;SG	N;MASC;SG
memasuki	pénètre	menmasuki	pénétrer	V;SG;ACT	V;IND;SG;3;PRS;FIN
melayani	servant	menlayani	servir	V;SG;ACT	V;PRS;V.PTCP
melayani	servir	menlayani	servir	V;SG;ACT	V;NFIN
melayani	servir	menlayani	servir	V;SG;ACT	V;NFIN
melayani	sers	menlayani	ser	V;SG;ACT	V;IND;SG;1;PRS;FIN
melayani	sert	menlayani	servir	V;SG;ACT	V;IND;SG;3;PRS;FIN
terbatas	limitée	terbatas	limiter	V;SG	V;FEM;SG;PST;V.PTCP
terbatas	limité	terbatas	limiter	V;SG	V;MASC;SG;PST;V.PTCP
terbatas	limité	terbatas	limiter	V;SG	V;MASC;SG;PST;V.PTCP
berkaitan	lié	berkaitan	lier	V;SG;ACT	V;MASC;SG;PST;V.PTCP
disingkat	taillé	disingkat	tailler	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disingkat	taillée	disingkat	tailler	V;SG;PASS	V;FEM;SG;PST;V.PTCP
disingkat	paré	disingkat	paré	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disingkat	abrégé	disingkat	abréger	V;SG;PASS	V;MASC;SG;PST;V.PTCP
disingkat	abrégée	disingkat	abrégé	V;SG;PASS	V;FEM;SG;PST;V.PTCP
pemeran	plâtre	penperan	plâtre	N;SG	N;MASC;SG
turnamen	tournoi	turnamen	tournoi	N;SG	N;MASC;SG
dokter	médecin	dokter	médecin	N;SG	N;MASC;SG
dokter	physicien	dokter	physicien	N;SG	N;MASC;SG
dokter	médecin	dokter	médecin	N;SG	N;MASC;SG
dokter	docteur	dokter	docteur	N;SG	N;MASC;SG
menyelesaikan	finaliser	menselesaikan	finaliser	V;SG;ACT	V;NFIN
menyelesaikan	terminer	menselesaikan	terminer	V;SG;ACT	V;NFIN
kuil	sanctuaire	kuil	sanctuaire	N;SG	N;MASC;SG
kuil	autel	kuil	autel	N;SG	N;MASC;SG
kuil	temple	kuil	temple	N;SG	N;MASC;SG
kuil	tempe	kuil	tempe	N;SG	N;FEM;SG
lambang	insigne	lambang	insigne	N;SG	N;MASC;SG
lambang	emblème	lambang	emblème	N;SG	N;MASC;SG
produser	producteur	produser	producteur	N;SG	N;MASC;SG
produser	productrice	produser	producteur	N;SG	N;FEM;SG
obat	médecine	obat	médecine	N;SG	N;FEM;SG
obat	médicament	obat	médicament	N;SG	N;MASC;SG
obat	drogue	obat	drogue	N;SG	N;FEM;SG
obat	drogue	obat	drogue	N;SG	N;FEM;SG
obat	médicament	obat	médicament	N;SG	N;MASC;SG
sederhana	simple	sederhana	simple	ADJ;SG	ADJ;MASC;SG
beroperasi	opérer	beroperasi	opérer	V;SG;ACT	V;NFIN
beroperasi	fonctionne	beroperasi	fonctionner	V;SG;ACT	V;IND;SG;3;PRS;FIN
beroperasi	opère	beroperasi	opérer	V;SG;ACT	V;IND;SG;3;PRS;FIN
dukungan	soutien	dukungan	soutien	N;SG	N;MASC;SG
dukungan	assistance	dukungan	assistance	N;SG	N;FEM;SG
dukungan	appui	dukungan	appui	N;SG	N;MASC;SG
teater	théatre	teater	théatre	N	N;MASC;SG
teater	théâtre	teater	théâtre	N	N;MASC;SG
teater	théatre	teater	théatre	N	N;MASC;SG
teater	théâtre	teater	théâtre	N	N;MASC;SG
teater	théâtres	teater	théâtre	N	N;MASC;PL
teater	théâtres	teater	théâtre	N	N;MASC;PL
teater	théâtres	teater	théâtre	N	N;MASC;PL
referensi	référencement	referensi	référencement	N;SG	N;MASC;SG
referensi	référence	referensi	référence	N;SG	N;FEM;SG
menjelaskan	expliquant	menjelaskan	expliquer	V;SG;ACT	V;PRS;V.PTCP
menjelaskan	expliquer	menjelaskan	expliquer	V;SG;ACT	V;NFIN
menjelaskan	expliqué	menjelaskan	expliquer	V;SG;ACT	V;MASC;SG;PST;V.PTCP
menjelaskan	expliquée	menjelaskan	expliquer	V;SG;ACT	V;FEM;SG;PST;V.PTCP
menjelaskan	décrivant	menjelaskan	décrire	V;SG;ACT	V;PRS;V.PTCP
menjelaskan	expliquer	menjelaskan	expliquer	V;SG;ACT	V;NFIN
menjelaskan	explique	menjelaskan	expliquer	V;SG;ACT	V;IND;SG;3;PRS;FIN
menjelaskan	explique	menjelaskan	expliquer	V;SG;ACT	V;IND;SG;3;PRS;FIN
lebar	large	lebar	large	ADJ;SG	ADJ;MASC;SG
lebar	vaste	lebar	vaste	ADJ;SG	ADJ;MASC;SG
alias	pseudonyme	alias	pseudonyme	N;SG	N;MASC;SG
kabar	fil	kabar	fil	N;SG	N;MASC;SG
menara	tour	menara	tour	N;SG	N;MASC;SG
menara	clocher	menara	clocher	N;SG	N;MASC;SG
benteng	fortification	benteng	fortification	N	N;FEM;SG
benteng	bastion	benteng	bastion	N	N;MASC;SG
benteng	château	benteng	château	N	N;MASC;SG
benteng	chateau	benteng	château	N	N;MASC;SG
benteng	forteresses	benteng	forteresse	N	N;FEM;PL
benteng	forteresse	benteng	forteresse	N	N;FEM;SG
benteng	citadelle	benteng	citadelle	N	N;FEM;SG
logo	logo	logo	logo	N;SG	N;MASC;SG
daging	viande	daging	viande	N;SG	N;FEM;SG
daging	chair	daging	chair	N;SG	N;FEM;SG
menggambarkan	dépeindre	mengambarkan	dépeindre	V;SG;ACT	V;NFIN
menggambarkan	décrivant	mengambarkan	décrire	V;SG;ACT	V;PRS;V.PTCP
digantikan	remplacé	digantikan	remplacer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
digantikan	remplacée	digantikan	remplacer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
pengadilan	tribunal	penadilan	tribunal	N;SG	N;MASC;SG
pengadilan	cour	penadilan	cour	N;SG	N;FEM;SG
pengadilan	tribunal	penadilan	tribunal	N;SG	N;MASC;SG
pengadilan	magistrature	penadilan	magistrature	N;SG	N;FEM;SG
transportasi	transport	transportasi	transport	N;SG	N;MASC;SG
transportasi	transport	transportasi	transport	N;SG	N;MASC;SG
tiap	chaque	tiap	chaque	DET	DET;FEM;SG
sinetron	sitcoms	sinetron	sitcom	N	N;FEM;PL
memainkan	joue	menmainkan	jouer	V;SG;ACT	V;IND;SG;3;PRS;FIN
memainkan	jouer	menmainkan	jouer	V;SG;ACT	V;NFIN
memainkan	jouant	menmainkan	jouer	V;SG;ACT	V;PRS;V.PTCP
faktor	facteur	faktor	facteur	N;SG	N;MASC;SG
link	lien	link	lien	N	N;MASC;SG
link	liens	link	lien	N	N;MASC;PL
reaksi	réaction	reaksi	réaction	N;SG	N;FEM;SG
kesempatan	occasion	kesempatan	occasion	N;SG	N;FEM;SG
kesempatan	hasard	kesempatan	hasard	N;SG	N;MASC;SG
kesempatan	chance	kesempatan	chance	N;SG	N;FEM;SG
kesempatan	opportunité	kesempatan	opportunité	N;SG	N;FEM;SG
mengeluarkan	éjecter	menkeluarkan	éjecter	V;SG;ACT	V;NFIN
gitar	guitare	gitar	guitare	N;SG	N;FEM;SG
peta	plan	peta	plan	N;SG	N;MASC;SG
peta	carte	peta	carte	N;SG	N;FEM;SG
injil	évangile	injil	évangile	N;SG	N;MASC;SG
injil	evangile	injil	evangile	N;SG	N;FEM;SG
pabrik	usine	pabrik	usine	N;SG	N;FEM;SG
ditetapkan	attribué	ditetapkan	attribuer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditetapkan	assignée	ditetapkan	assigné	V;SG;PASS	V;FEM;SG;PST;V.PTCP
ditetapkan	affecté	ditetapkan	affecter	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditetapkan	assigné	ditetapkan	assigner	V;SG;PASS	V;MASC;SG;PST;V.PTCP
kehilangan	perte	kehilangan	perte	N;SG	N;FEM;SG
irlandia	irlande	irlandia	irlande	N;SG	N;MASC;SG
mewakili	représenter	menwakili	représenter	V;SG;ACT	V;NFIN
mewakili	représenter	menwakili	représenter	V;SG;ACT	V;NFIN
mewakili	représente	menwakili	représenter	V;SG;ACT	V;IND;SG;3;PRS;FIN
staf	personnel	staf	personnel	N;SG	N;MASC;SG
delapan	huit	delapan	huit	NUM	NUM
gelandang	milieu	gelandang	milieu	N;SG	N;MASC;SG
antena	antenne	antena	antenne	N;SG	N;FEM;SG
telepon	téléphone	telepon	téléphone	N;SG	N;MASC;SG
telepon	appel	telepon	appel	N;SG	N;MASC;SG
telepon	telephone	telepon	telephone	N;SG	N;MASC;SG
telepon	téléphone	telepon	téléphone	N;SG	N;MASC;SG
sulit	difficile	sulit	difficile	ADJ;SG	ADJ;MASC;SG
menentukan	détermine	mententukan	déterminer	V;SG;ACT	V;IND;SG;3;PRS;FIN
menentukan	déterminer	mententukan	déterminer	V;SG;ACT	V;NFIN
menentukan	déterminant	mententukan	déterminant	V;SG;ACT	V;PRS;V.PTCP
menentukan	déterminer	mententukan	déterminer	V;SG;ACT	V;NFIN
menentukan	détermine	mententukan	déterminer	V;SG;ACT	V;IND;SG;3;PRS;FIN
menentukan	déterminant	mententukan	déterminant	V;SG;ACT	V;PRS;V.PTCP
menentukan	préciser	mententukan	préciser	V;SG;ACT	V;NFIN
menentukan	spécifier	mententukan	spécifier	V;SG;ACT	V;NFIN
perintah	commandement	perintah	commandement	N;SG	N;MASC;SG
perintah	commande	perintah	commande	N;SG	N;FEM;SG
aksi	action	aksi	action	N;SG	N;FEM;SG
dana	fonds	dana	fonds	N;SG	N;MASC;SG
dana	financement	dana	financement	N;SG	N;MASC;SG
dana	fonds	dana	fonds	N;SG	N;MASC;SG
famili	famille	famili	famille	N;SG	N;FEM;SG
musuh	ennemi	musuh	ennemi	N;SG	N;MASC;SG
musuh	adversaire	musuh	adversaire	N;SG	N;MASC;SG
musuh	ennemi	musuh	ennemi	N;SG	N;MASC;SG
perbatasan	bordure	perbatasan	bordure	N;SG	N;FEM;SG
perbatasan	frontière	perbatasan	frontière	N;SG	N;FEM;SG
perbatasan	border	perbatasan	border	N;SG	N;MASC;SG
perbatasan	bordure	perbatasan	bordure	N;SG	N;FEM;SG
perbatasan	frontière	perbatasan	frontière	N;SG	N;FEM;SG
pemberontakan	insurrection	penberontakan	insurrection	N;SG	N;FEM;SG
pemberontakan	insurrection	penberontakan	insurrection	N;SG	N;FEM;SG
pemberontakan	révolte	penberontakan	révolte	N;SG	N;FEM;SG
pemberontakan	insurrection	penberontakan	insurrection	N;SG	N;FEM;SG
pemberontakan	soulèvement	penberontakan	soulèvement	N;SG	N;MASC;SG
pemberontakan	révolte	penberontakan	révolte	N;SG	N;FEM;SG
pemberontakan	révolte	penberontakan	révolte	N;SG	N;FEM;SG
pemberontakan	rébellion	penberontakan	rébellion	N;SG	N;FEM;SG
pemberontakan	mutinerie	penberontakan	mutinerie	N;SG	N;FEM;SG
revolusi	revolution	revolusi	revolution	N;SG	N;FEM;SG
revolusi	révolution	revolusi	révolution	N;SG	N;FEM;SG
kucing	félin	kucing	félin	N;SG	N;MASC;SG
kucing	félin	kucing	félin	N;SG	N;MASC;SG
kucing	chatte	kucing	chatte	N;SG	N;FEM;SG
kucing	chat	kucing	chat	N;SG	N;MASC;SG
toko	boutique	toko	boutique	N;SG	N;FEM;SG
toko	magasin	toko	magasin	N;SG	N;MASC;SG
toko	boutique	toko	boutique	N;SG	N;FEM;SG
toko	magasin	toko	magasin	N;SG	N;MASC;SG
arti	signification	arti	signification	N;SG	N;FEM;SG
arti	sens	arti	sens	N;SG	N;MASC;SG
pelatih	dresseur	penlatih	dresseur	N;SG	N;MASC;SG
pelatih	formateur	penlatih	formateur	N;SG	N;MASC;SG
pelatih	entraîneur	penlatih	entraîneur	N;SG	N;MASC;SG
pelatih	entraineur	penlatih	entraîneur	N;SG	N;MASC;SG
pelatih	coach	penlatih	coach	N;SG	N;MASC;SG
pelatih	entraineur	penlatih	entraîneur	N;SG	N;MASC;SG
pelatih	entraîneur	penlatih	entraîneur	N;SG	N;MASC;SG
kursi	chaise	kursi	chaise	N;SG	N;FEM;SG
kursi	président	kursi	président	N;SG	N;MASC;SG
kursi	présidence	kursi	présidence	N;SG	N;FEM;SG
kursi	fauteuil	kursi	fauteuil	N;SG	N;MASC;SG
kursi	banquette	kursi	banquette	N;SG	N;FEM;SG
kursi	siège	kursi	siège	N;SG	N;MASC;SG
komisi	commission	komisi	commission	N;SG	N;FEM;SG
rute	itinéraire	rute	itinéraire	N;SG	N;MASC;SG
rute	route	rute	route	N;SG	N;FEM;SG
rute	trajet	rute	trajet	N;SG	N;MASC;SG
rute	parcours	rute	parcours	N;SG	N;MASC;SG
pertunjukan	spectacle	pertunjukan	spectacle	N;SG	N;MASC;SG
berfungsi	travaillant	berfungsi	travailler	V;SG;ACT	V;PRS;V.PTCP
berfungsi	travailler	berfungsi	travailler	V;SG;ACT	V;NFIN
pertumbuhan	croissance	pertumbuhan	croissance	N;SG	N;FEM;SG
atom	atome	atom	atome	N;SG	N;MASC;SG
atom	atom	atom	atom	N;SG	N;MASC;SG
layar	screen	layar	screen	N;SG	N;MASC;SG
layar	ecran	layar	ecran	N;SG	N;MASC;SG
layar	écran	layar	écran	N;SG	N;MASC;SG
layar	voilier	layar	voilier	N;SG	N;MASC;SG
layar	voile	layar	voile	N;SG	N;FEM;SG
konflik	conflit	konflik	conflit	N;SG	N;MASC;SG
konflik	conflit	konflik	conflit	N;SG	N;MASC;SG
sarjana	érudit	sarjana	érudit	N	N;MASC;SG
sarjana	bachelor	sarjana	bachelor	N	N;MASC;SG
sarjana	baccalauréat	sarjana	baccalauréat	N	N;MASC;SG
institut	institute	institut	instituter	N	N;MASC;SG
institut	institut	institut	institut	N	N;MASC;SG
peningkatan	amélioration	pentingkatan	amélioration	N;SG	N;FEM;SG
peningkatan	augmentation	pentingkatan	augmentation	N;SG	N;FEM;SG
peningkatan	accroissement	pentingkatan	accroissement	N;SG	N;MASC;SG
peningkatan	accroissement	pentingkatan	accroissement	N;SG	N;MASC;SG
penjualan	vente	penjualan	vente	N;SG	N;FEM;SG
penjualan	vente	penjualan	vente	N;SG	N;FEM;SG
pesisir	littoral	pesisir	littoral	N	N;MASC;SG
pesisir	côtier	pesisir	côtier	N	N;MASC;SG
pesisir	côte	pesisir	côte	N	N;FEM;SG
urutan	ordre	urutan	ordre	N;SG	N;MASC;SG
urutan	commande	urutan	commande	N;SG	N;FEM;SG
urutan	séquence	urutan	séquence	N;SG	N;FEM;SG
berhenti	arrêter	berhenti	arrêter	V;SG;ACT	V;NFIN
berhenti	arrête	berhenti	arrêter	V;SG;ACT	V;IND;SG;3;PRS;FIN
hadiah	récompense	hadiah	récompense	N;SG	N;FEM;SG
hadiah	cadeau	hadiah	cadeau	N;SG	N;MASC;SG
tekanan	pression	tekanan	pression	N;SG	N;FEM;SG
prinsip	principe	prinsip	principe	N;SG	N;MASC;SG
line	ligne	line	ligne	N	N;FEM;SG
line	line	line	line	N	N;SG
bulu	plume	bulu	plume	N;SG	N;FEM;SG
bulu	fourrure	bulu	fourrure	N;SG	N;FEM;SG
bulu	pelage	bulu	pelage	N;SG	N;MASC;SG
terjemahan	traduction	terjemahan	traduction	N;SG	N;FEM;SG
terjemahan	traduction	terjemahan	traduction	N;SG	N;FEM;SG
kamu	tu	kamu	il	PRO;SG;2;INFM	PRO;SG;2
kamu	toi	kamu	soi	PRO;SG;2;INFM	PRO;SG;2
kamu	you	kamu	you	PRO;SG;2;INFM	PRO;SG;2
angkasa	ciel	angkasa	ciel	N;SG	N;MASC;SG
angkasa	espace	angkasa	espace	N;SG	N;MASC;SG
diluncurkan	lancée	diluncurkan	lancer	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diluncurkan	lancé	diluncurkan	lancer	V;SG;PASS	V;MASC;SG;PST;V.PTCP
pemilik	propriétaire	penmilik	propriétaire	N;SG	N;MASC;SG
pelajaran	leçon	pelajaran	leçon	N;SG	N;FEM;SG
munisipalitas	municipalité	munisipalitas	municipalité	N	N;FEM;SG
html	html	html	html	N;SG	N;MASC;SG
kalah	perdant	kalah	perdre	V;SG	V;PRS;V.PTCP
kalah	perdre	kalah	perdre	V;SG	V;NFIN
kalah	perdu	kalah	perdre	V;SG	V;MASC;SG;PST;V.PTCP
kalah	perdue	kalah	perdre	V;SG	V;FEM;SG;PST;V.PTCP
kalah	vaincu	kalah	vaincre	V;SG	V;MASC;SG;PST;V.PTCP
kalah	battu	kalah	battre	V;SG	V;MASC;SG;PST;V.PTCP
