und	och	und	och	CONJ	CONJ
dient	tjänar	dienen	tjäna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
dient	serverar	dienen	servera	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
neun	nio	neun	nio	NUM	NUM;NOM
genommen	tagit	nehmen	ta	V;V.PTCP	V;V.CVB;ACT
genommen	togs	nehmen	ta	V;V.PTCP	V;IND;PST;FIN;PASS
enthalten	ingår	enthalten	ingå	V;NFIN	V;IND;PRS;FIN;ACT
enthalten	innehöll	enthalten	innehålla	V;NFIN	V;IMP;PST;FIN;ACT
enthalten	inkluderar	enthalten	inkludera	V;NFIN	V;IND;PRS;FIN;ACT
enthalten	inkludera	enthalten	inkludera	V;NFIN	V;IMP;FIN;ACT
enthalten	innehålla	enthalten	innehålla	V;NFIN	V;IMP;FIN;ACT
enthalten	innehåller	enthalten	innehålla	V;NFIN	V;IND;PRS;FIN;ACT
städte	städer	staden	stad	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
städte	städer	staden	stad	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
städte	orter	staden	ort	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
städte	städerna	staden	stad	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
kapelle	kapellet	kapell	kapell	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
kapelle	kapell	kapell	kapell	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
neuer	ny	neu	ny	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
neuer	nya	neu	ny	ADJ	ADJ;NOM;PL
neuer	nytt	neu	ny	ADJ	ADJ;NOM;INDF;NEUT;SG
neuer	nyare	neu	ny	ADJ	ADJ;NOM;CMPR
jugend	unga	jugend	ung	ADJ	ADJ;NOM;PL
jugend	yngre	jugend	ung	ADJ	ADJ;NOM;CMPR
jugend	ung	jugend	ung	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
allgemeinen	allmän	allgemein	allmän	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
allgemeinen	allmänna	allgemein	allmän	ADJ	ADJ;NOM;PL
entweder	antingen	entweder	antingen	CONJ	CONJ
soldaten	soldater	soldat	soldat	N;PL	N;NOM;INDF;MASC+FEM;PL
soldaten	trupper	soldat	trupp	N;PL	N;NOM;INDF;MASC+FEM;PL
zeigen	avslöjar	zeigen	avslöja	V;NFIN	V;IND;PRS;FIN;ACT
zeigen	avslöja	zeigen	avslöja	V;NFIN	V;IMP;NFIN;ACT
zeigen	visar	zeigen	visa	V;NFIN	V;IND;PRS;FIN;ACT
zeigen	visa	zeigen	visa	V;NFIN	V;IMP;FIN;ACT
sinnvoll	meningsfullt	sinnvoll	meningsfull	ADJ	ADJ;NOM;INDF;NEUT;SG
sinnvoll	meningsfulla	sinnvoll	meningsfull	ADJ	ADJ;NOM;PL
sinnvoll	vettigt	sinnvoll	vettig	ADJ	ADJ;NOM;INDF;NEUT;SG
sinnvoll	förnuftigt	sinnvoll	förnuftig	ADJ	ADJ;NOM;INDF;NEUT;SG
sinnvoll	vettig	sinnvoll	vettig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
sinnvoll	förnuftig	sinnvoll	förnuftig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
umgebung	omgivning	Umgebung	omgivning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umgebung	miljön	Umgebung	miljö	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
umgebung	miljö	Umgebung	miljö	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umgebung	omgivning	Umgebung	omgivning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umgebung	omgivningen	Umgebung	omgivning	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
bücher	böcker	büchern	bok	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
medien	medier	medeinen	medie	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
medien	massmedia	medeinen	massmedium	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
medien	medierna	medeinen	medie	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
jedes	någon	jed	någon	PRO;NOM;INDF;NEUT;SG	PRO;INDF;MASC+FEM;SG
entscheidung	beslutet	entscheidung	beslut	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
entscheidung	beslut	entscheidung	beslut	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
entscheidung	domen	entscheidung	dom	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
anlage	tillägg	anlage	tillägg	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
anlage	bilaga	anlage	bilag	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
anlage	montering	anlage	montering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
anlage	installation	anlage	installation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
anlage	anläggning	anlage	anläggning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
anlage	bilaga	anlage	bilag	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
anlage	bilagan	anlage	bilaga	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
anlage	annex	anlage	annex	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
anlage	bilaga	anlage	bilag	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
anlage	bilagan	anlage	bilaga	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
beschrieben	beskriver	beschreiben	beskriva	V;V.PTCP	V;IND;PRS;FIN;ACT
beschrieben	beskrivs	beschreiben	beskriva	V;V.PTCP	V;IND;PRS;FIN;PASS
beschrieben	beskrev	beschreiben	beskrev	V;V.PTCP	V;IMP;PST;FIN;ACT
beschrieben	beskrivs	beschreiben	beskriva	V;V.PTCP	V;IND;PRS;FIN;PASS
mehrfach	multipla	mehrfach	multipla	ADJ	ADJ;NOM;PL
schutz	skydd	schutz	skydd	N	N;NOM;INDF;NEUT;SG
schutz	skyddsrum	schutz	skyddsrum	N	N;NOM;INDF;NEUT;SG
schutz	härbärge	schutz	härbärge	N	N;NOM;INDF;NEUT;SG
schutz	beskydd	schutz	beskydd	N	N;NOM;INDF;NEUT;SG
schutz	skydd	schutz	skydd	N	N;NOM;INDF;NEUT;SG
lied	låten	lied	låt	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
lied	sång	lied	sång	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
eröffnet	invigdes	eröffnen	inviga	V;V.PTCP	V;IND;PST;FIN;PASS
eröffnet	invigde	eröffnen	invigde	V;V.PTCP	V;IND;PST;FIN;ACT
eröffnet	öppnades	eröffnen	öppna	V;V.PTCP	V;IND;PST;FIN;PASS
eröffnet	öppnade	eröffnen	öppna	V;V.PTCP	V;IND;PST;FIN;ACT
eröffnet	öppnat	eröffnen	öppna	V;V.PTCP	V;V.CVB;ACT
eröffnet	öppnas	eröffnen	öppna	V;V.PTCP	V;NFIN;PASS
eröffnet	öppnar	eröffnen	öppna	V;V.PTCP	V;IND;PRS;FIN;ACT
ansonsten	annars	ansonsten	annars	ADV	ADV
erkennbar	synlig	erkennbar	synlig	ADJ	ADJ;NOM;DEF;SG
erkennbar	synligt	erkennbar	synlig	ADJ	ADJ;NOM;INDF;NEUT;SG
erkennbar	synliga	erkennbar	synlig	ADJ	ADJ;NOM;PL
italienischer	italienska	italienisch	italiensk	ADJ	ADJ;NOM;PL
italienischer	italienskt	italienisch	italiensk	ADJ	ADJ;NOM;INDF;NEUT;SG
italienischer	italiensk	italienisch	italiensk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
live	levande	live	levande	ADJ	ADJ;NOM;PRS;V.PTCP
entspricht	uppfyller	entsprechen	uppfylla	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
entspricht	motsvarar	entsprechen	motsvara	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
unten	neråt	unten	neråt	ADV	ADV
unten	nere	unten	nere	ADV	ADV
unten	nedåt	unten	nedåt	ADV	ADV
unten	ner	unten	ner	ADV	ADV
unten	nedan	unten	nedan	ADV	ADV
unten	nedanför	unten	nedanför	ADV	ADV
unten	nerifrån	unten	nerifrån	ADV	ADV
papst	påven	papst	påv	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
zugleich	samtidigt	zugleich	samtidig	ADV	ADV
regelmäßig	regelbundna	regelmäßig	regelbunden	ADJ	ADJ;NOM;PL
regelmäßig	periodiskt	regelmäßig	periodisk	ADJ	ADJ;NOM;INDF;NEUT;SG
regelmäßig	periodiskt	regelmäßig	periodisk	ADJ	ADJ;NOM;INDF;NEUT;SG
regelmäßig	periodisk	regelmäßig	periodisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
regelmäßig	periodiska	regelmäßig	periodisk	ADJ	ADJ;NOM;PL
erschienen	verkade	erscheinen	verka	V;V.PTCP	V;IND;PST;FIN;ACT
erschienen	släpps	erscheinen	släppa	V;V.PTCP	V;IND;PRS;FIN;PASS
erschienen	släppts	erscheinen	släppa	V;V.PTCP	V;V.CVB;PASS
junge	unga	jung	ung	ADJ;NOM;FEM;PL	ADJ;NOM;PL
junge	yngre	jung	ung	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR
folgt	följer	folgen	följa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
folgt	följer	folgen	följa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ländern	delstaterna	ländern	delstat	N;PL	N;NOM;DEF;MASC+FEM;PL
ländern	delstater	ländern	delstat	N;PL	N;NOM;INDF;MASC+FEM;PL
ländern	länderna	ländern	land	N;PL	N;NOM;DEF;NEUT;PL
ländern	länder	ländern	land	N;PL	N;NOM;INDF;NEUT;PL
größe	höjden	groß	höjd	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
größe	längd	groß	längd	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
größe	storhet	groß	storhet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
größe	storlek	groß	storlek	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
größe	storleken	groß	storlek	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
weltweit	världsomfattande	weltweit	världsomfattande	ADJ	ADJ;NOM;PRS;V.PTCP
weltweit	världsomspännande	weltweit	världsomspännande	ADJ	ADJ;NOM;PRS;V.PTCP
weltweit	globala	weltweit	global	ADJ	ADJ;NOM;PL
weltweit	globalt	weltweit	global	ADJ	ADJ;NOM;INDF;NEUT;SG
weltweit	globalt	weltweit	global	ADJ	ADJ;NOM;INDF;NEUT;SG
offenbar	tydligen	offenbar	tydligen	ADV	ADV
offenbar	uppenbarligen	offenbar	uppenbarligen	ADV	ADV
offenbar	uppenbarligen	offenbar	uppenbarligen	ADV	ADV
offenbar	uppenbarligen	offenbar	uppenbarligen	ADV	ADV
katholische	katolska	katholisch	katolsk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
spricht	talar	sprechen	tala	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
spricht	talar	sprechen	tala	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
hielt	höll	halten	hålla	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
hielt	hölls	halten	hålla	V;IND;SG;3;PST;FIN	V;IND;FIN;PASS
hielt	varade	halten	vara	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
philosophie	filosofin	philosophie	filosofi	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
philosophie	filosofi	philosophie	filosofi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vorher	tidigare	vorher	tidig	ADV	ADV;CMPR
vorher	förut	vorher	förut	ADV	ADV
kannst	kan	können	kunna	V;IND;SG;2;PRS;FIN	V;IND;PRS;FIN;ACT
auftrag	uppdrag	auftragen	uppdrag	N;MASC;SG	N;NOM;INDF;NEUT;SG
auftrag	överlåtelse	auftragen	överlåtelse	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
auftrag	mandatperiod	auftragen	mandatperiod	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
auftrag	mandat	auftragen	manda	N;MASC;SG	N;NOM;INDF;NEUT;SG
auftrag	mandatet	auftragen	mandat	N;MASC;SG	N;NOM;DEF;NEUT;SG
auftrag	uppdrag	auftragen	uppdrag	N;MASC;SG	N;NOM;INDF;NEUT;SG
auftrag	mission	auftragen	mission	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
auftrag	ordningsföljd	auftragen	ordningsföljd	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
auftrag	beställning	auftragen	beställning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
auftrag	ordning	auftragen	ordning	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
größere	större	groß	stor	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR
größere	större	groß	stor	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR
größere	större	groß	stor	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR
brücke	bridge	brücken	bridge	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
brücke	bro	brücken	bro	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
brücke	bron	brücken	bron	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
brücke	brygga	brücken	brygga	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
brücke	bryggan	brücken	brygga	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
überwiegend	övervägande	überwiegend	övervägande	ADJ	ADJ;NOM
zerstört	förstöras	zerstören	förstöra	V;V.PTCP	V;NFIN;PASS
zerstört	förstörde	zerstören	förstöra	V;V.PTCP	V;IND;PST;FIN;ACT
zerstört	krossade	zerstören	krossad	V;V.PTCP	V;IND;PST;V.PTCP;ACT
teilen	dela	teilen	dela	V;NFIN	V;IMP;FIN;ACT
teilen	dela	teilen	dela	V;NFIN	V;IMP;FIN;ACT
teilen	dela	teilen	dela	V;NFIN	V;IMP;FIN;ACT
teilen	dela	teilen	dela	V;NFIN	V;IMP;FIN;ACT
nacht	nattetid	nacht	nattetid	N	N;NOM;INDF;NEUT;SG
nacht	natten	nacht	natt	N	N;NOM;DEF;MASC+FEM;SG
nacht	night	nacht	night	N	N;NOM;INDF;MASC+FEM;SG
nacht	kväll	nacht	kväll	N	N;NOM;INDF;MASC+FEM;SG
nacht	natt	nacht	natt	N	N;NOM;INDF;MASC+FEM;SG
versionen	utsläpp	versionen	utsläpp	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
versionen	utgåvor	versionen	utgåva	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
versionen	versioner	versionen	version	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
versionen	versionerna	versionen	version	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
lesen	läs	lesen	läsa	V;NFIN	V;IMP;FIN;ACT
lesen	läser	lesen	läsa	V;NFIN	V;IND;PRS;FIN;ACT
lesen	läsa	lesen	läsa	V;NFIN	V;IMP;FIN;ACT
lesen	läste	lesen	läsa	V;NFIN	V;IMP;FIN;ACT
lesen	läser	lesen	läsa	V;NFIN	V;IND;PRS;FIN;ACT
lesen	läsa	lesen	läsa	V;NFIN	V;IMP;FIN;ACT
idee	idé	idee	idé	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rot	ruttna	rot	rutt	ADJ	ADJ;NOM;PL
rot	röda	rot	röd	ADJ	ADJ;NOM;PL
rot	rött	rot	rött	ADJ	ADJ;NOM;INDF;NEUT;SG
rot	röd	rot	röd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
eindeutig	entydigt	eindeutig	entydig	ADJ	ADJ;NOM;INDF;NEUT;SG
eindeutig	entydig	eindeutig	entydig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
eindeutig	otvetydigt	eindeutig	otvetydig	ADJ	ADJ;NOM;INDF;NEUT;SG
eindeutig	entydiga	eindeutig	entydig	ADJ	ADJ;NOM;PL
eindeutig	entydig	eindeutig	entydig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
eindeutig	otvetydigt	eindeutig	otvetydig	ADJ	ADJ;NOM;INDF;NEUT;SG
eindeutig	entydiga	eindeutig	entydig	ADJ	ADJ;NOM;PL
eindeutig	uttryckliga	eindeutig	uttrycklig	ADJ	ADJ;NOM;PL
eindeutig	uttrycklig	eindeutig	uttrycklig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
eindeutig	uttryckligt	eindeutig	uttrycklig	ADJ	ADJ;NOM;INDF;NEUT;SG
eindeutig	klart	eindeutig	klar	ADJ	ADJ;NOM;INDF;NEUT;SG
eindeutig	tydligt	eindeutig	tydlig	ADJ	ADJ;NOM;INDF;NEUT;SG
lebte	levde	leben	leva	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
lebte	bodde	leben	böa	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
lebte	bott	leben	bott	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
lebte	levt	leben	leva	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
entlang	utmed	entlang	utmed	ADP	ADP
klein	små	klein	liten	ADJ	ADJ;NOM;PL
klein	liten	klein	liten	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
klein	lilla	klein	liten	ADJ	ADJ;NOM;DEF;SG
klein	liten	klein	liten	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
klein	liten	klein	liten	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
darum	alltså	darum	alltså	ADV	ADV
darum	därför	darum	därför	ADV	ADV
einführung	introduktion	einführung	introduktion	N;SG	N;NOM;INDF;MASC+FEM;SG
einführung	inledning	einführung	inledning	N;SG	N;NOM;INDF;MASC+FEM;SG
einführung	införande	einführung	införande	N;SG	N;NOM;INDF;NEUT;SG
einführung	införsel	einführung	införsel	N;SG	N;NOM;INDF;NEUT;SG
einführung	lansering	einführung	lansering	N;SG	N;NOM;INDF;MASC+FEM;SG
einführung	avfyrning	einführung	avfyrning	N;SG	N;NOM;INDF;MASC+FEM;SG
einführung	uppskjutning	einführung	uppskjutning	N;SG	N;NOM;INDF;MASC+FEM;SG
freien	gratis	frei	gratis	ADJ;NOM;PL	ADJ;NOM
freien	fria	frei	fri	ADJ;NOM;PL	ADJ;NOM;PL
genug	nog	genug	nog	ADV	ADV
genug	tillräckligt	genug	tillräcklig	ADV	ADV
zuerst	först	zuerst	först	ADV	ADV
enzyklopädie	uppslagsbok	enzyklopädie	uppslagsbok	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kind	kid	kind	kid	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kind	grabb	kind	grabb	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kind	grabben	kind	grabb	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
kind	child	kind	child	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
eingestellt	avbröt	einstellen	avbröta	V;V.PTCP	V;IND;PST;FIN;ACT
eingestellt	anlitade	einstellen	anlita	V;V.PTCP	V;PST;V.PTCP;ACT
kleiner	små	klein	liten	ADJ	ADJ;NOM;PL
kleiner	liten	klein	liten	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
kleiner	lilla	klein	liten	ADJ	ADJ;NOM;DEF;SG
kleiner	liten	klein	liten	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
römischen	romerska	römisch	romersk	ADJ;NOM;PL	ADJ;NOM;PL
ost	öst	ost	öst	N;NOM;NEUT	N
ost	öster	ost	öster	N;NOM;NEUT	N;NOM;INDF;MASC+FEM;SG
ost	öst	ost	öst	N;NOM;NEUT	N
fehlt	saknar	fehlen	sakna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
fehlt	saknas	fehlen	sakna	V;IND;SG;3;PRS;FIN	V;NFIN;PASS
kurze	korta	kurz	kort	ADJ;NOM;FEM;PL	ADJ;NOM;PL
kurze	korta	kurz	kort	ADJ;NOM;FEM;PL	ADJ;NOM;PL
gesagt	sa	sagen	säga	V;V.PTCP	V;IMP;FIN;ACT
gesagt	said	sagen	said	V;V.PTCP	V;IMP;FIN;ACT
gesagt	sade	sagen	säga	V;V.PTCP	V;IND;PST;FIN;ACT
gesagt	berättade	sagen	berätta	V;V.PTCP	V;IND;PST;FIN;ACT
kampf	battle	kampfen	battle	N;SG	N;NOM;INDF;NEUT;SG
kampf	slaget	kampfen	slag	N;SG	N;NOM;DEF;NEUT;SG
kampf	kamp	kampfen	kamp	N;SG	N;NOM;INDF;MASC+FEM;SG
kampf	strid	kampfen	strid	N;SG	N;NOM;INDF;MASC+FEM;SG
kampf	strid	kampfen	strid	N;SG	N;NOM;INDF;MASC+FEM;SG
kampf	kamp	kampfen	kamp	N;SG	N;NOM;INDF;MASC+FEM;SG
kampf	kamp	kampfen	kamp	N;SG	N;NOM;INDF;MASC+FEM;SG
kampf	clash	kampfen	clash	N;SG	N;NOM;INDF;MASC+FEM;SG
kampf	krock	kampfen	krock	N;SG	N;NOM;INDF;MASC+FEM;SG
kampf	kamp	kampfen	kamp	N;SG	N;NOM;INDF;MASC+FEM;SG
vertreten	representeras	vertreten	representera	V;V.PTCP	V;IND;PRS;NFIN;PASS
vertreten	företrätt	vertreten	företrätt	V;V.PTCP	V;V.CVB;ACT
vertreten	representera	vertreten	representera	V;V.PTCP	V;IMP;FIN;ACT
vertreten	företräda	vertreten	företräda	V;V.PTCP	V;IMP;FIN;ACT
vertreten	representerar	vertreten	representera	V;V.PTCP	V;IND;PRS;FIN;ACT
solchen	sådana	solch	sån	PRO;ACC;INDF;MASC;PL	PRO;INDF;PL
durchgeführt	medföras	durchführen	medföra	V;V.PTCP	V;IND;PRS;FIN;PASS
durchgeführt	burit	durchführen	burit	V;V.PTCP	V;V.CVB;ACT
durchgeführt	genomförde	durchführen	genomföra	V;V.PTCP	V;IND;PST;FIN;ACT
durchgeführt	utförs	durchführen	utföra	V;V.PTCP	V;IND;PRS;FIN;PASS
durchgeführt	implementeras	durchführen	implementera	V;V.PTCP	V;IND;PRS;FIN;PASS
durchgeführt	genomföras	durchführen	genomföra	V;V.PTCP	V;IND;NFIN;PASS
beginnt	börjar	beginnen	börja	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
beginnt	startar	beginnen	starta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
beginnt	börjar	beginnen	börja	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
schwarz	svart	schwarz	svart	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
schwarz	svarta	schwarz	svart	ADJ	ADJ;NOM;PL
fiel	föll	fallen	föll	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
fiel	trillade	fallen	trilla	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
fiel	ramlade	fallen	ramla	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
fiel	fallit	fallen	falla	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
fiel	ramlat	fallen	ramla	V;IND;SG;3;PST;FIN	V;V.CVB;ACT
fiel	stupade	fallen	stupa	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
fiel	tappade	fallen	tappa	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
fiel	släppte	fallen	släppa	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
forschung	forskning	forschung	forskning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
wald	ved	wald	ved	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
wald	trä	wald	trä	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
wald	virke	wald	virken	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
wald	skog	wald	skog	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
wald	woods	wald	woods	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
wald	skogen	wald	skog	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
wald	skogsmark	wald	skogsmark	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
wald	skog	wald	skog	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
wald	skogs	wald	skoga	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
wald	skogen	wald	skog	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
wald	forest	wald	forest	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
wald	skog	wald	skog	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
erfolge	framgångarna	erfolge	framgång	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
erfolge	framgångar	erfolge	framgång	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
erfolge	prestationer	erfolge	prestation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
erfolge	bedrifter	erfolge	bedrift	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
erfolge	prestationer	erfolge	prestation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
erfolge	segrar	erfolge	segra	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
erfolge	framgångar	erfolge	framgång	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
löschung	utplåning	löschung	utplåning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
löschung	borttagning	löschung	borttagning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
löschung	radering	löschung	radering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
löschung	strykning	löschung	strykning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
besondere	särskilda	besonder	särskild	ADJ;NOM;FEM;PL	ADJ;NOM;PL;PST;V.PTCP
besondere	speciella	besonder	speciell	ADJ;NOM;FEM;PL	ADJ;NOM;PL
bekannten	kända	bekannt	känd	ADJ;PL	ADJ;NOM;PL;PST;V.PTCP
bekannten	bekanta	bekannt	bekant	ADJ;PL	ADJ;NOM;PL
bekannten	bekanta	bekannt	bekant	ADJ;PL	ADJ;NOM;PL
britische	brittiska	britisch	brittisk	ADJ;NOM;FEM;PL	ADJ;NOM;PL
ergebnisse	prestationer	ergebnis	prestation	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
ergebnisse	bedrifter	ergebnis	bedrift	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
ergebnisse	resultaten	ergebnis	resultat	N;NOM;NEUT;PL	N;NOM;DEF;NEUT;PL
verkauft	såld	verkaufen	såld	V;V.PTCP	V;NOM;SG;PST;V.PTCP
verkauft	säljs	verkaufen	sälja	V;V.PTCP	V;IND;PRS;FIN;PASS
verkauft	sålt	verkaufen	sålt	V;V.PTCP	V;V.CVB;ACT
verkauft	säljer	verkaufen	sälja	V;V.PTCP	V;IND;PRS;FIN;ACT
süd	söder	süd	söder	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zwölf	tolv	zwölf	tolv	NUM	NUM;NOM
gelten	tillämpa	gelten	tillämpa	V;NFIN	V;IMP;FIN;ACT
gelten	applicera	gelten	applicera	V;NFIN	V;IMP;FIN;ACT
