年	سال	年	سال	N	N;SG
吻	بوسه	吻	None	N	N;SG
吻	ماچ	吻	ماچ	N	N;SG
吻	kiss	吻	kiss	N	N;SG
吻	ببوس	吻	ببوس	N	N;SG
火山	آتشفشان	火山	آتشفشان	N	N;SG
火山	آتشفشانی	火山	آتشفشانی	N	N;SG
廟	پرستشگاه	廟	پرستشگاه	N	N;SG
廟	عبادتگاه	廟	عبادتگاه	N	N;SG
廟	معبد	廟	None	N	N;SG
廟	تمپل	廟	تمپل	N	N;SG
腳	پاهای	腳	پا	N	N;PL
腳	پایی	腳	پا	N	N;SG
腳	پای	腳	پا	N	N;SG
腳	فوت	腳	فوت	N	N;SG
腳	پیاده	腳	پیاده	N	N;SG
腳	پا	腳	پا	N	N;SG
產業	صنایع	產業	صنعت	N	N;PL
產業	صنعت	產業	صنعت	N	N;SG
產業	صنایع	產業	صنعت	N	N;PL
產業	ملک	產業	ملک	N	N;SG
產業	املاک	產業	None	N	N;PL
棒	عالیه	棒	عالیه	N	N;SG
裝置	دستگاهی	裝置	دستگاه	N	N;SG
裝置	دستگاهها	裝置	دستگاه	N	N;PL
裝置	وسیله	裝置	وسیله	N	N;SG
裝置	دستگاه	裝置	دستگاه	N	N;SG
裝置	دستگاهها	裝置	دستگاه	N	N;PL
裝置	دستگاههای	裝置	دستگاه	N	N;PL
現象	پدیده	現象	پدیده	N	N;SG
現象	پدیدهای	現象	پدید	N	N;PL
女孩	دختری	女孩	None	N	N;SG
女孩	دختر	女孩	دختر	N	N;SG
女孩	دخترها	女孩	دختر	N	N;PL
女孩	دختران	女孩	None	N	N;PL
早上	صبح	早上	صبح	N	N;SG
早上	بامداد	早上	بامداد	N	N;SG
商品	فرآورده	商品	فرآورده	N	N;SG
商品	محصول	商品	محصول	N	N;SG
商品	ضرب	商品	None	N	N;SG
商品	حاصل	商品	حاصل	N	N;SG
商品	کالاهای	商品	کالا	N	N;PL
商品	کالا	商品	کالا	N	N;SG
商品	اجناس	商品	اجناس	N	N;PL
商品	کالاها	商品	کالا	N	N;PL
商品	کالاها	商品	کالا	N	N;PL
商品	محصولاتی	商品	محصول	N	N;PL
商品	محصولات	商品	محصول	N	N;PL
狀況	وضعیت	狀況	وضعیت	N	N;SG
狀況	شرط	狀況	شرط	N	N;SG
狀況	شرایط	狀況	شرایط	N	N;PL
小組	تابلو	小組	تابلو	N	N;SG
小組	پانل	小組	پانل	N	N;SG
小組	پنل	小組	پنل	N	N;SG
小組	تابلوی	小組	تابلو	N	N;SG
年齡	عصر	年齡	عصر	N	N;SG
年齡	سنی	年齡	سنی	N	N;SG
年齡	سن	年齡	سن	N	N;SG
嶺	ریج	嶺	ریج	N	N;SG
序	دیباچه	序	دیباچه	N	N;SG
序	سرآغاز	序	سرآغاز	N	N;SG
泥	گِل	泥	گِل	N	N;SG
泥	ماد	泥	ماد	N	N;SG
泥	گلی	泥	گل	N	N;SG
訪問	برسد	訪問	رسید#رس	V	V;SBJV;SG;3;PRS
拳	مشت	拳	مشت	N	N;SG
利益	علایق	利益	علایق	N	N;PL
利益	دلبستگی	利益	دلبستگی	N	N;SG
利益	منافع	利益	منفعت	N	N;PL
最低	پایینترین	最低	پایین	ADJ	ADJ;RL
衛星	ماهواره	衛星	ماهواره	N	N;SG
衛星	ماهوارهای	衛星	ماهوار	N	N;PL
衛星	ماهها	衛星	ماه	N	N;PL
海上	دریا	海上	دریا	N	N;SG
海上	دریای	海上	دریا	N	N;SG
愛情	دوست	愛情	دوست	N	N;SG
愛情	عشق	愛情	عشق	N	N;SG
愛情	عشقی	愛情	None	N	N;SG
愛情	عاشق	愛情	عاشق	N	N;SG
島嶼	آیلند	島嶼	آیلند	N	N;SG
島嶼	جزیره	島嶼	جزیره	N	N;SG
島嶼	جزایر	島嶼	جزایر	N	N;PL
生日	تولد	生日	تولد	N	N;SG
生日	تولد	生日	تولد	N	N;SG
生日	زادروز	生日	زادروز	N	N;SG
蟹	خرچنگ	蟹	خرچنگ	N	N;SG
蟹	خرچنگ	蟹	خرچنگ	N	N;SG
蟹	کرب	蟹	کرب	N	N;SG
邨	ملک	邨	ملک	N	N;SG
邨	املاک	邨	None	N	N;PL
桃	هلو	桃	هلو	N	N;SG
桃	پیچ	桃	پیچ	N	N;SG
農業	کشاورزی	農業	کشاورزی	N	N;SG
農業	زراعتی	農業	زراعت	N	N;SG
農業	کشاورزی	農業	کشاورزی	N	N;SG
農業	زراعت	農業	زراعت	N	N;SG
農業	کشاورزی	農業	کشاورزی	N	N;SG
舞蹈	dance	舞蹈	dance	N	N;SG
舞蹈	رقص	舞蹈	رقص	N	N;SG
舞蹈	رقص	舞蹈	رقص	N	N;SG
舞蹈	رقصیدن	舞蹈	رقصیدن	N	N;SG
民主	دموکراتها	民主	دموکرات	N	N;PL
誠	ماکوتو	誠	ماکوتو	N	N;SG
丸	قرص	丸	قرص	N	N;SG
衝突	درگیریهای	衝突	درگیری	N	N;PL
衝突	تضاد	衝突	None	N	N;SG
衝突	ناسازگار	衝突	ناسازگار	N	N;SG
衝突	ناسازگاری	衝突	ناسازگاری	N	N;SG
衝突	درگیریها	衝突	درگیری	N	N;PL
衝突	clashes	衝突	clashes	N	N;SG
衝突	کلش	衝突	کلش	N	N;SG
衝突	برخورد	衝突	برخورد	N	N;SG
衝突	درگیری	衝突	درگیری	N	N;SG
衝突	منازعه	衝突	منازعه	N	N;SG
衝突	کشمکش	衝突	کشمکش	N	N;SG
衝突	نزاع	衝突	نزاع	N	N;SG
衝突	ناسازگاری	衝突	ناسازگاری	N	N;SG
湖泊	لیکس	湖泊	لیکس	N	N;SG
崖	بلوف	崖	بلوف	N	N;SG
崖	سخره	崖	سخره	N	N;SG
崖	کلیف	崖	کلیف	N	N;SG
崖	پرتگاه	崖	پرتگاه	N	N;SG
崖	صخره	崖	None	N	N;SG
犬	سگ	犬	سگ	N	N;SG
犬	سگی	犬	سگی	N	N;SG
犬	سگهای	犬	سگ	N	N;PL
犬	سگها	犬	سگ	N	N;PL
犬	سگا	犬	سگا	N	N;SG
編劇	فیلمنامه	編劇	فیلمنامه	N	N;SG
編劇	نویسنده	編劇	نویسنده	N	N;SG
勳	هون	勳	هون	N	N;SG
粒子	ذرات	粒子	None	N	N;PL
粒子	ذرات	粒子	None	N	N;PL
粒子	ذرات	粒子	None	N	N;PL
粒子	ذره	粒子	ذره	N	N;SG
婚姻	ازدواج	婚姻	ازدواج	N	N;SG
成本	هزینه	成本	هزینه	N	N;SG
數字	شکلها	數字	شکل	N	N;PL
數字	شکلی	數字	شکل	N	N;SG
數字	شکلهای	數字	شکل	N	N;PL
數字	ارقام	數字	رقم	N	N;PL
數字	عدد	數字	عدد	N	N;SG
數字	شمارۀ	數字	شمارۀ	N	N;SG
數字	شماره	數字	شماره	N	N;SG
數字	اعداد	數字	اعداد	N	N;PL
數字	عدد	數字	عدد	N	N;SG
數字	اعدادی	數字	اعدادی	N	N;PL
鼓	طبل	鼓	طبل	N	N;SG
鼓	درام	鼓	درام	N	N;SG
鼓	طبل	鼓	طبل	N	N;SG
鼓	درامز	鼓	درامز	N	N;SG
裝甲	زره	裝甲	زره	N	N;SG
裝甲	زره	裝甲	زره	N	N;SG
裝甲	زرهی	裝甲	زرهی	N	N;SG
惡	شرور	惡	شرور	N	N;SG
惡	شرارت	惡	شرارت	N	N;SG
政治	سیاستمداران	政治	سیاستمدار	N	N;PL
政治	سیاستمدار	政治	سیاستمدار	N	N;SG
丈夫	همسر	丈夫	همسر	N	N;SG
丈夫	شوهر	丈夫	شوهر	N	N;SG
丈夫	شوهری	丈夫	شوهر	N	N;SG
丈夫	شوهرش	丈夫	شوهرش	N	N;SG
黃金	زرین	黃金	None	N	N;SG
黃金	گلدن	黃金	گلدن	N	N;SG
黃金	طلائی	黃金	طلایی	N	N;SG
黃金	طلای	黃金	طلا	N	N;SG
黃金	gold	黃金	gold	N	N;SG
黃金	طلا	黃金	طلا	N	N;SG
黃金	گلد	黃金	گلد	N	N;SG
黃金	زرین	黃金	None	N	N;SG
醫學	دارو	醫學	دارو	N	N;SG
醫學	طب	醫學	طب	N	N;SG
醫學	پزشکی	醫學	پزشکی	N	N;SG
醫學	داروها	醫學	دارو	N	N;PL
醫學	طبی	醫學	طبی	N	N;SG
醫學	medical	醫學	medical	N	N;SG
醫學	پزشکی	醫學	پزشکی	N	N;SG
到	آمد	到	آمد#آ	V	V;SG;3;PST
山口	یاماگوچی	山口	یاماگوچی	N	N;SG
紅色	رد	紅色	رد	N	N;SG
紅色	قرمز	紅色	قرمز	N	N;SG
紅色	سرخ	紅色	سرخ	N	N;SG
商人	بازرگانی	商人	بازرگانی	N	N;SG
商人	تاجر	商人	تاجر	N	N;SG
商人	بازرگان	商人	بازره	N	N;SG
商人	کارآفرین	商人	کارآفرین	N	N;SG
商人	کاسب	商人	کاسب	N	N;SG
商人	تاجران	商人	تاجران	N	N;PL
商人	بازرگان	商人	بازره	N	N;SG
商人	تجار	商人	تاجر	N	N;PL
商人	بازرگانان	商人	None	N	N;PL
金屬	متال	金屬	متال	N	N;SG
金屬	فلز	金屬	فلز	N	N;SG
金屬	فلزی	金屬	فلزی	N	N;SG
金屬	فلزات	金屬	فلز	N	N;PL
金屬	قلیایی	金屬	قلیایی	N	N;SG
金屬	فلز	金屬	فلز	N	N;SG
金屬	فلزی	金屬	فلزی	N	N;SG
糖	کندی	糖	کندی	N	N;SG
糖	آبنبات	糖	آبنبات	N	N;SG
糖	نبات	糖	نبات	N	N;SG
糖	شکری	糖	شکری	N	N;SG
糖	قند	糖	قند	N	N;SG
糖	شکر	糖	None	N	N;SG
動作	کنش	動作	None	N	N;SG
動作	اکشن	動作	اکشن	N	N;SG
動作	اقدام	動作	اقدام	N	N;SG
動作	عمل	動作	عمل	N	N;SG
動作	حرکات	動作	None	N	N;PL
分裂	تقسیم	分裂	تقسیم	N	N;SG
分裂	شکافتن	分裂	شکافتن	N	N;SG
分裂	تفرقه	分裂	تفرقه	N	N;SG
分裂	تقسیم	分裂	تقسیم	N	N;SG
隊伍	تیمهای	隊伍	تیم	N	N;PL
隊伍	تیم	隊伍	تیم	N	N;SG
隊伍	تیمی	隊伍	تیم	N	N;SG
收藏	مجموعۀ	收藏	مجموعۀ	N	N;SG
收藏	مجموعه	收藏	مجموعه	N	N;SG
能源	انرژی	能源	انرژی	N	N;SG
大多	غالبا	大多	غالبا	ADV	ADV
暴力	خشونت	暴力	خشونت	N	N;SG
暴力	خشونت	暴力	خشونت	N	N;SG
人們	افراد	人	فرد	N;PL	N;PL
人們	مردمان	人	مردم	N;PL	N;PL
人們	آدمها	人	آدم	N;PL	N;PL
觀測	مشاهده	觀測	مشاهده	N	N;SG
觀測	رصد	觀測	رصد	N	N;SG
實際	راستش	實際	راستش	N	N;SG
農	نانگ	農	نانگ	N	N;SG
暗	دارک	暗	دارک	N	N;SG
暗	تاریک	暗	None	N	N;SG
暗	تیره	暗	تیره	N	N;SG
划	سطر	划	سطر	N	N;SG
壁	دیواری	壁	دیواری	N	N;SG
壁	دیوار	壁	دیوار	N	N;SG
知識	دانش	知識	دانش	N	N;SG
知識	آگاهی	知識	آگاهی	N	N;SG
知識	علم	知識	علم	N	N;SG
知識	معرفت	知識	معرفت	N	N;SG
粉	پینک	粉	پینک	N	N;SG
粉	صورتی	粉	صورت	N	N;SG
粉	باروت	粉	باروت	N	N;SG
粉	پودر	粉	پودر	N	N;SG
顏色	رنگ	顏色	رنگ	N	N;SG
顏色	رنگها	顏色	رنگ	N	N;PL
顏色	رنگها	顏色	رنگ	N	N;PL
顏色	رنگ	顏色	رنگ	N	N;SG
顏色	رنگهای	顏色	رنگ	N	N;PL
顏色	رنگها	顏色	رنگ	N	N;PL
團隊	تیمهای	團隊	تیم	N	N;PL
團隊	تیم	團隊	تیم	N	N;SG
團隊	تیمی	團隊	تیم	N	N;SG
碳	کربن	碳	None	N	N;SG
碳	کربنی	碳	کربنی	N	N;SG
分支	شعبه	分支	شعبه	N	N;SG
分支	شاخه	分支	شاخه	N	N;SG
分支	انشعاب	分支	انشعاب	N	N;SG
分支	برنچ	分支	برنچ	N	N;SG
分支	شاخه	分支	شاخه	N	N;SG
女神	الهه	女神	الهه	N	N;SG
律師	وکیل	律師	وکیل	N	N;SG
律師	وکلا	律師	None	N	N;PL
律師	وکیل	律師	وکیل	N	N;SG
年份	سالهای	年份	سال	N	N;PL
年份	سالها	年份	سال	N	N;PL
年份	سال	年份	سال	N	N;SG
年份	سال	年份	سال	N	N;SG
免費	free	免費	free	N	N;SG
免費	آزادی	免費	آزادی	N	N;SG
免費	رایگان	免費	None	N	N;SG
免費	آزاده	免費	آزاده	N	N;SG
物質	مادهای	物質	ماد	N	N;PL
物質	اموال	物質	مال	N	N;PL
家人	فامیل	家人	فامیل	N	N;SG
家人	خانوادگی	家人	خانوادگی	N	N;SG
家人	خانواده	家人	خانواده	N	N;SG
任期	ترم	任期	ترم	N	N;SG
任期	اصطلاح	任期	None	N	N;SG
任期	تصدی	任期	تصدی	N	N;SG
永久	پایدار	永久	پایدار	N	N;SG
永久	دائمی	永久	دائمی	N	N;SG
永久	دایمی	永久	دایمی	N	N;SG
永久	دایم	永久	داد#ده	N	N;SG
幻想	فانتزی	幻想	فانتزی	N	N;SG
幻想	توهم	幻想	توهم	N	N;SG
購買	بخرم	購買	خرم	V	V;SBJV;SG;1;PRS
購買	بخرید	購買	رسید#خر	V	V;SBJV;PL;2;PRS
經驗	تجارب	經驗	تجارب	N	N;PL
經驗	تجربه	經驗	تجربه	N	N;SG
經驗	تجربیات	經驗	تجربه	N	N;PL
經驗	تجربه	經驗	تجربه	N	N;SG
航空	ایرلاینز	航空	None	N	N;SG
航空	هواپیمایی	航空	هواپیمایی	N	N;SG
物種	گونه	物種	گونه	N	N;SG
物種	گونههای	物種	گونه	N	N;PL
治療	درمانی	治療	درمان	N	N;SG
治療	درمانی	治療	درمان	N	N;SG
治療	معالجه	治療	معالجه	N	N;SG
治療	درمان	治療	درمان	N	N;SG
治療	معالجه	治療	معالجه	N	N;SG
治療	درمان	治療	درمان	N	N;SG
戀	koi	戀	koi	N	N;SG
國民	کومینتانگ	國民	کومینتانگ	N	N;PL
玻璃	گلاس	玻璃	گلاس	N	N;SG
玻璃	گلس	玻璃	گلس	N	N;SG
玻璃	لیوان	玻璃	لیوان	N	N;SG
玻璃	شیشه	玻璃	شیشه	N	N;SG
學術	دانشگاهی	學術	دانشگاهی	N	N;SG
學術	آکادمیک	學術	آکادمیک	N	N;SG
學術	تحصیلی	學術	تحصیلی	N	N;SG
學術	دانشگاهیان	學術	دانشگاهی	N	N;PL
斜	اسلنت	斜	اسلنت	N	N;SG
港口	درگاه	港口	درگاه	N	N;SG
港口	بندر	港口	بندر	N	N;SG
港口	بندرگاه	港口	بندرگاه	N	N;SG
港口	هاربر	港口	هاربر	N	N;SG
港口	بنادر	港口	بندر	N	N;PL
穩定	پایداری	穩定	پایداری	N	N;SG
穩定	ثبات	穩定	ثبات	N	N;SG
穩定	پایدارسازی	穩定	پایدارسازی	N	N;SG
穩定	تثبیت	穩定	تثبیت	N	N;SG
穩定	پایدار	穩定	پایدار	N	N;SG
氣	گس	氣	گس	N	N;SG
氣	گاز	氣	گاز	N	N;SG
法官	داوری	法官	داوری	N	N;SG
法官	قاضی	法官	قاضی	N	N;SG
法官	داوران	法官	داور	N	N;PL
法官	قضات	法官	قضات	N	N;PL
法官	حاکمان	法官	حاکم	N	N;PL
古典	کلاسیک	古典	کلاسیک	N	N;SG
古典	کلاسیک	古典	کلاسیک	N	N;SG
古典	classic	古典	classic	N	N;SG
共和	جمهوری	共和	جمهوری	N	N;SG
教宗	پاپ	教宗	پاپ	N	N;SG
教宗	پوپ	教宗	پوپ	N	N;SG
角度	زاویۀ	角度	زاویۀ	N	N;SG
角度	زاویه	角度	زاویه	N	N;SG
地址	آدرس	地址	آدرس	N	N;SG
地址	نشانی	地址	None	N	N;SG
身分	هویت	身分	هویت	N	N;SG
碼	کد	碼	کرد#کن	N	N;SG
碼	حیاط	碼	حیاط	N	N;SG
碼	یارد	碼	یارد#یار	N	N;SG
碼	یارد	碼	یارد#یار	N	N;SG
保障	تضمین	保障	تضمین	N	N;SG
保障	تضمینی	保障	تضمینی	N	N;SG
保障	ضامن	保障	None	N	N;SG
保障	ضمانت	保障	None	N	N;SG
原則	اصول	原則	اصل	N	N;PL
原則	تعالیم	原則	تعالیم	N	N;PL
原則	اصل	原則	اصل	N	N;SG
簡單	ساده	簡單	ساده	ADJ	ADJ
簡單	آسان	簡單	None	ADJ	ADJ
簡單	ساده	簡單	ساده	ADJ	ADJ
簡單	راحت	簡單	راحت	ADJ	ADJ
男人	مردانی	男人	مردانی	N	N;PL
男人	مردها	男人	مرد	N	N;PL
男人	مردان	男人	مرد	N	N;PL
男人	انسان	男人	انسان	N	N;SG
男人	مَرد	男人	مَرد	N	N;SG
男人	مرد	男人	مرد	N	N;SG
規則	قواعد	規則	None	N	N;PL
規則	قوانین	規則	قانون	N	N;PL
法庭	دادگاه	法庭	دادگاه	N	N;SG
法庭	دادگاه	法庭	دادگاه	N	N;SG
法庭	دربار	法庭	دربار	N	N;SG
法庭	دادگاههای	法庭	دادگاه	N	N;SG
貴	ونک	貴	ونک	N	N;SG
貴	گران	貴	گران	N	N;SG
貴	گرونه	貴	گرونه	N	N;SG
榮譽	عزت	榮譽	None	N	N;SG
榮譽	شرافت	榮譽	شرافت	N	N;SG
榮譽	شرف	榮譽	None	N	N;SG
榮譽	افتخار	榮譽	افتخار	N	N;SG
榮譽	شرافتی	榮譽	شرافتی	N	N;SG
榮譽	عزت	榮譽	None	N	N;SG
出售	بفروشید	出售	None	V	V;SBJV;PL;2;PRS
妹妹	خواهر	妹妹	None	N	N;SG
妹妹	خواهری	妹妹	خواهر	N	N;SG
妹妹	خواهرش	妹妹	خواهرش	N	N;SG
成人	بزرگسال	成人	بزرگسال	N	N;SG
成人	بزرگسالان	成人	بزرگسال	N	N;PL
成人	بزرگسال	成人	بزرگسال	N	N;SG
成人	بزرگسالان	成人	بزرگسال	N	N;PL
成人	بزرگترها	成人	بزرگتر	N	N;PL
整合	مجتمع	整合	مجتمع	N	N;SG
整合	یکپارچگی	整合	None	N	N;SG
整合	تحکیم	整合	تحکیم	N	N;SG
岸	ساحل	岸	ساحل	N	N;SG
祖父	پدربزرگ	祖父	پدربزرگ	N	N;SG
哥哥	برادر	哥哥	برادر	N	N;SG
哥哥	داداش	哥哥	داداش	N	N;SG
終於	سرانجام	終於	سرانجام	ADV	ADV
終於	بالاخره	終於	بالاخره	ADV	ADV
終於	بلاخره	終於	بلاخره	ADV	ADV
龜	لاکپشت	龜	لاکپشت	N	N;SG
醫生	دکتری	醫生	دکتری	N	N;SG
醫生	داکتر	醫生	داکتر	N	N;SG
醫生	دکتر	醫生	دکتر	N	N;SG
教師	معلم	教師	معلم	N	N;SG
教師	معلمی	教師	معلم	N	N;SG
教師	teacher	教師	teacher	N	N;SG
教師	آموزگار	教師	آموزگار	N	N;SG
教師	اساتید	教師	استاد	N	N;PL
教師	معلم	教師	معلم	N	N;SG
教師	مدرس	教師	مدرس	N	N;SG
伯爵	شمارش	伯爵	شمارش	N	N;SG
親王	پرنس	親王	پرنس	N	N;SG
親王	پرینس	親王	پرینس	N	N;SG
親王	شاهزاده	親王	شاهزاده	N	N;SG
特徵	ویژگیها	特徵	ویژگی	N	N;PL
特徵	ویژگیهای	特徵	ویژگی	N	N;PL
特徵	مشخصات	特徵	مشخصه	N	N;PL
特徵	ویژگی	特徵	ویژگی	N	N;SG
航天	هوافضا	航天	هوافضا	N	N;SG
傷	مجروح	傷	مجروح	N	N;SG
傷	مصدوم	傷	مصدوم	N	N;SG
傷	زخمی	傷	None	N	N;SG
政黨	مهمانی	政黨	مهمان	N	N;SG
政黨	پارتی	政黨	پارت	N	N;SG
政黨	مهمونی	政黨	مهمونی	N	N;SG
政黨	حزب	政黨	حزب	N	N;SG
政黨	جشن	政黨	جشن	N	N;SG
入口	ورودی	入口	ورودی	N	N;SG
入口	مدهوش	入口	مدهوش	N	N;SG
路口	چهارراه	路口	چهارراه	N	N;SG
路口	تقاطع	路口	تقاطع	N	N;SG
危機	بحرانها	危機	بحران	N	N;PL
危機	بحرانی	危機	بحرانی	N	N;SG
危機	بحران	危機	بحران	N	N;SG
軍團	لژیون	軍團	لژیون	N	N;SG
軍團	سپاه	軍團	سپاه	N	N;SG
天然	طبیعی	天然	طبیعی	ADJ	ADJ
打破	بشکند	打破	شکست#شکن	V	V;SBJV;SG;3;PRS
恐龍	دایناسور	恐龍	دایناسور	N	N;SG
恐龍	دایناسورها	恐龍	دایناسور	N	N;PL
特性	مشخصات	特性	مشخصه	N	N;PL
名人	سلبریتی	名人	سلبریتی	N	N;SG
名人	مشاهیر	名人	مشهور	N	N;PL
腹	بطن	腹	بطن	N	N;SG
腹	شکم	腹	شکم	N	N;SG
腹	شکمش	腹	شکمش	N	N;SG
戰車	ارابه	戰車	ارابه	N	N;SG
笑	لبخند	笑	None	N	N;SG
笑	تبسم	笑	تبسم	N	N;SG
笑	خندیدن	笑	خندیدن	N	N;SG
笑	خنده	笑	None	N	N;SG
總督	حاکم	總督	حاکم	N	N;SG
總督	فرماندار	總督	فرماندار	N	N;SG
通訊	ارتباطات	通訊	ارتباط	N	N;PL
通訊	مخابرات	通訊	مخابرات	N	N;SG
通訊	آیات	通訊	None	N	N;PL
通訊	خبرنامه	通訊	خبرنامه	N	N;SG
通訊	ارتباط	通訊	ارتباط	N	N;SG
通訊	ارتباطات	通訊	ارتباط	N	N;PL
通訊	مکاتبه	通訊	مکاتبه	N	N;SG
通訊	ارتباطی	通訊	ارتباط	N	N;SG
商店	فروشگاه	商店	فروشگاه	N	N;SG
商店	خرید	商店	خرید	N	N;SG
商店	فروشی	商店	فروشی	N	N;SG
商店	مغازه	商店	مغازه	N	N;SG
商店	shop	商店	shop	N	N;SG
商店	فروشگاه	商店	فروشگاه	N	N;SG
商店	ذخیره	商店	ذخیره	N	N;SG
裝備	تجهیزات	裝備	تجهیزات	N	N;PL
裝備	وسایل	裝備	وسیله	N	N;PL
裝備	دنده	裝備	دنده	N	N;SG
裝備	همسفر	裝備	همسفر	N	N;SG
顧問	مشاور	顧問	مشاور	N	N;SG
顧問	مشاور	顧問	مشاور	N	N;SG
顧問	مشاوران	顧問	مشاور	N	N;PL
醫療	طبی	醫療	طبی	N	N;SG
醫療	medical	醫療	medical	N	N;SG
醫療	پزشکی	醫療	پزشکی	N	N;SG
細胞	سلول	細胞	سلول	N	N;SG
細胞	یاخته	細胞	یاخت#یاز	N	N;SG
細胞	سلولهای	細胞	None	N	N;PL
細胞	سلول	細胞	سلول	N	N;SG
細胞	سلولها	細胞	None	N	N;PL
患者	بیمارها	患者	بیمار	N	N;PL
患者	بیماران	患者	بیمار	N	N;PL
患者	بیمار	患者	بیمار	N	N;SG
患者	صبور	患者	None	N	N;SG
患者	صبر	患者	None	N	N;SG
患者	استقامت	患者	None	N	N;SG
劇情	درام	劇情	درام	N	N;SG
劇情	رسم	劇情	رسم	N	N;SG
劇情	نیرنگ	劇情	نیرنگ	N	N;SG
站台	سکوی	站台	سکوی	N	N;SG
站台	سکو	站台	سکو	N	N;SG
急	فوری	急	فوری	N	N;SG
急	فوریه	急	فوریه	N	N;SG
急	راش	急	راش	N	N;SG
男	هنرپیشه	男	هنرپیشه	N	N;SG
男	بازیگر	男	بازیگر	N	N;SG
男	actor	男	actor	N	N;SG
中間	وسطی	中間	وسطی	N	N;SG
中間	میدل	中間	میدل	N	N;SG
中間	میانی	中間	None	N	N;SG
中間	میانه	中間	میانه	N	N;SG
中間	میانجی	中間	میانجی	N	N;SG
中間	واسطه	中間	واسطه	N	N;SG
中間	میانی	中間	None	N	N;SG
文獻	ادبیات	文獻	ادبیات	N	N;SG
文獻	literature	文獻	literature	N	N;SG
蜥	مارمولک	蜥	مارمولک	N	N;SG
蜥	سوسمار	蜥	سوسمار	N	N;SG
多數	اکثر	多數	اکثر	ADJ	ADJ
多數	بیشتر	多數	بیش	ADJ	ADJ;CMPR
