egy	une	egy	un	DET;INDF	DET;INDF;FEM;SG
körzet	district	körzet	district	N;NOM;SG	N;MASC;SG
edit	édition	edit	édition	N;NOM;SG	N;FEM;SG
gyár	usine	gyár	usine	N;NOM;SG	N;FEM;SG
jelzi	indique	jelz	indiquer	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
rendőrség	police	rendőrség	police	N;NOM;SG	N;FEM;SG
rendőrség	policier	rendőrség	policier	N;NOM;SG	N;MASC;SG
dánia	danemark	dánia	danemark	N;NOM;SG	N;MASC;SG
versenyzők	chauffeurs	versenyző	chauffeur	N;NOM;PL	N;MASC;PL
versenyzők	conducteurs	versenyző	conducteur	N;NOM;PL	N;MASC;PL
versenyzők	pilotes	versenyző	pilote	N;NOM;PL	N;MASC;PL
versenyzők	concurrents	versenyző	concurrent	N;NOM;PL	N;MASC;PL
versenyzők	compétiteurs	versenyző	compétiteur	N;NOM;PL	N;MASC;PL
versenyzők	coureurs	versenyző	coureur	N;NOM;PL	N;MASC;PL
versenyzők	cavaliers	versenyző	cavalier	N;NOM;PL	N;MASC;PL
fejezet	chapitre	fejezet	chapitre	N;NOM;SG	N;MASC;SG
eurovíziós	eurovision	eurovíziós	eurovision	N;NOM;SG	N;FEM;SG
net	filet	net	filet	N;NOM;SG	N;MASC;SG
hangszer	instrument	hangszer	instrument	N;NOM;SG	N;MASC;SG
elem	batterie	elem	batterie	N;NOM;SG	N;FEM;SG
elem	pile	elem	pile	N;NOM;SG	N;FEM;SG
elem	accumulateur	elem	accumulateur	N;NOM;SG	N;MASC;SG
elem	élément	elem	élément	N;NOM;SG	N;MASC;SG
elem	batterie	elem	batterie	N;NOM;SG	N;FEM;SG
elem	widget	elem	widget	N;NOM;SG	N;MASC;SG
elem	element	elem	element	N;NOM;SG	N;MASC;SG
elem	élément	elem	élément	N;NOM;SG	N;MASC;SG
írott	ecrit	írott	ecrire	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
írott	écrite	írott	écrire	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
írott	écrit	írott	écrire	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
vereség	défaite	vereség	défaite	N;NOM;SG	N;FEM;SG
oktatás	enseignement	oktatás	enseignement	N;NOM;SG	N;MASC;SG
oktatás	éducation	oktatás	éducation	N;NOM;SG	N;FEM;SG
videó	vidéo	videó	vidéo	N;NOM;SG	N;MASC;SG
videó	video	videó	video	N;NOM;SG	N;FEM;SG
részletek	détails	részlet	détail	N;NOM;PL	N;MASC;PL
blues	blues	blues	blues	N;NOM;SG	N;MASC;SG
blues	cafard	blues	cafard	N;NOM;SG	N;MASC;SG
dráma	drame	dráma	drame	N;NOM;SG	N;MASC;SG
húsz	vingt	húsz	vingt	NUM;NOM;SG	NUM
mozdonyok	locomotives	mozdony	locomotive	N;NOM;PL	N;FEM;PL
oktatók	formateurs	oktató	formateur	N;NOM;PL	N;MASC;PL
oktatók	moniteurs	oktató	moniteur	N;NOM;PL	N;MASC;PL
oktatók	instructeurs	oktató	instructeur	N;NOM;PL	N;MASC;PL
oktatók	entraîneurs	oktató	entraîneur	N;NOM;PL	N;MASC;PL
oktatók	formateurs	oktató	formateur	N;NOM;PL	N;MASC;PL
oktatók	éducateurs	oktató	éducateur	N;NOM;PL	N;MASC;PL
segít	aidant	segít	aider	V;INDF;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
segít	aider	segít	aider	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
autó	voiture	autó	voiture	N;NOM;SG	N;FEM;SG
feladat	tâche	feladat	tâche	N;NOM;SG	N;FEM;SG
feladat	mission	feladat	mission	N;NOM;SG	N;FEM;SG
javaslat	proposition	javaslat	proposition	N;NOM;SG	N;FEM;SG
javaslat	suggestion	javaslat	suggestion	N;NOM;SG	N;FEM;SG
regionális	régional	regionális	régional	ADJ;NOM;SG	ADJ;MASC;SG
beteg	patient	beteg	patient	N;NOM;SG	N;MASC;SG
portál	portail	por	portail	N;NOM;SG	N;MASC;SG
változik	changeant	változik	changer	V;INDF;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
változik	changer	változik	changer	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
festett	peinte	festett	peinte	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
festett	peint	festett	peindre	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
mtk	mtk	mtk	mtk	N;NOM;SG	N;MASC;SG
hal	poisson	hal	poisson	N;NOM;SG	N;MASC;SG
kérte	demandée	kér	demander	V;DEF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
kérte	demandé	kér	demander	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kérte	sollicité	kér	solliciter	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kérte	demandé	kér	demander	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kutatás	recherche	kutatás	recherche	N;NOM;SG	N;FEM;SG
rendelkezésre	disponibilité	rendelkezés	disponibilité	N;ON+ALL;SG	N;FEM;SG
típusa	type	típus	type	N;NOM;SG	N;MASC;SG
temetőben	cimetière	temető	cimetière	N;IN+ESS;SG	N;MASC;SG
temetőben	cimetière	temető	cimetière	N;IN+ESS;SG	N;MASC;SG
völgy	vallée	völgy	vallée	N;NOM;SG	N;FEM;SG
érvényes	valide	érvényes	valide	ADJ;NOM;SG	ADJ;MASC;SG
érvényes	valable	érvényes	valable	ADJ;NOM;SG	ADJ;MASC;SG
kórház	hopital	kórház	hopital	N;NOM;SG	N;MASC;SG
kórház	hôpital	kórház	hôpital	N;NOM;SG	N;MASC;SG
kórház	hospitalisation	kórház	hospitalisation	N;NOM;SG	N;FEM;SG
kézilabda	handball	kézilabda	handball	N;NOM;SG	N;MASC;SG
görögország	grèce	görögország	grèce	N;NOM;SG	N;FEM;SG
okoz	causant	okoz	causer	V;INDF;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
lép	rate	lép	rater	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ügyvéd	avocat	ügyvéd	avocat	N;NOM;SG	N;MASC;SG
ügyvéd	avocate	ügyvéd	avocat	N;NOM;SG	N;FEM;SG
ügyvéd	avocat	ügyvéd	avocat	N;NOM;SG	N;MASC;SG
ügyvéd	juriste	ügyvéd	juriste	N;NOM;SG	N;MASC;SG
ügyvéd	avocate	ügyvéd	avocat	N;NOM;SG	N;FEM;SG
törzs	tribu	törzs	tribu	N;NOM;SG	N;FEM;SG
törzs	torse	törzs	torse	N;NOM;SG	N;MASC;SG
törzs	déformation	törzs	déformation	N;NOM;SG	N;FEM;SG
törzs	souche	törzs	souche	N;NOM;SG	N;FEM;SG
példány	spécimen	példány	spécimen	N;NOM;SG	N;MASC;SG
nyújt	fournit	nyújt	fournir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
verzió	version	verzió	version	N;NOM;SG	N;FEM;SG
gyártott	produite	gyárt	produire	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
gyártott	fabriqué	gyárt	fabriquer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
egyezmény	convention	egyezmény	convention	N;NOM;SG	N;FEM;SG
londonban	londres	london	londre	N;IN+ESS;SG	N;MASC;SG
professzor	professeur	professzor	professeur	N;NOM;SG	N;MASC;SG
professzor	professeure	professzor	professeur	N;NOM;SG	N;FEM;SG
pénzt	monnaie	pénz	monnaie	N;ACC;SG	N;FEM;SG
pénzt	argent	pénz	argent	N;ACC;SG	N;MASC;SG
pénzt	argent	pénz	argent	N;ACC;SG	N;MASC;SG
festők	peintres	festő	peintre	N;NOM;PL	N;MASC;PL
rendkívüli	extraordinaire	rendkívüli	extraordinaire	ADJ;NOM;SG	ADJ;MASC;SG
rendkívüli	exceptionnel	rendkívüli	exceptionnel	ADJ;NOM;SG	ADJ;MASC;SG
rendkívüli	exceptionnelle	rendkívüli	exceptionnel	ADJ;NOM;SG	ADJ;FEM;SG
szultán	sultan	szultán	sultan	N;NOM;SG	N;MASC;SG
tétel	élément	tétel	élément	N;NOM;SG	N;MASC;SG
tétel	lot	tétel	lot	N;NOM;SG	N;MASC;SG
tétel	lot	tétel	lot	N;NOM;SG	N;MASC;SG
tétel	théorème	tétel	théorème	N;NOM;SG	N;MASC;SG
növekvő	croissante	növekvő	croissant	ADJ;NOM;SG	ADJ;FEM;SG
növekvő	croissante	növekvő	croissant	ADJ;NOM;SG	ADJ;FEM;SG
visszatér	retourne	visszatér	retourner	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
visszatér	retourner	visszatér	retourner	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
visszatér	revenir	visszatér	revenir	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
kezdeti	initiale	kezdeti	initial	ADJ;NOM;SG	ADJ;FEM;SG
kezdeti	initial	kezdeti	initial	ADJ;NOM;SG	ADJ;MASC;SG
alacsonyabb	inférieur	alacsony	inférieur	ADJ;NOM;CMPR;SG	ADJ;MASC;SG
alacsonyabb	inférieure	alacsony	inférieur	ADJ;NOM;CMPR;SG	ADJ;FEM;SG
önkormányzat	municipalité	önkormányzat	municipalité	N;NOM;SG	N;FEM;SG
jármű	véhicule	jármű	véhicule	N;NOM;SG	N;MASC;SG
magassága	taille	magasság	taille	N;NOM;SG	N;FEM;SG
magassága	hauteur	magasság	hauteur	N;NOM;SG	N;FEM;SG
vonatkozik	applique	vonatkozik	appliquer	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tulajdonosa	propriétaire	tulajdonos	propriétaire	N;NOM;SG	N;MASC;SG
harcok	combats	harc	combat	N;NOM;PL	N;MASC;PL
harcok	combats	harc	combat	N;NOM;PL	N;MASC;PL
xiv	xive	xiv	xive	N;NOM;SG	N;MASC;SG
képeket	images	kép	image	N;ACC;PL	N;FEM;PL
képeket	images	kép	image	N;ACC;PL	N;FEM;PL
képeket	photos	kép	photo	N;ACC;PL	N;FEM;PL
zászló	pavillon	zászló	pavillon	N;NOM;SG	N;MASC;SG
zászló	flag	zászló	flag	N;NOM;SG	N;MASC;SG
zászló	drapeau	zászló	drapeau	N;NOM;SG	N;MASC;SG
szélesség	latitude	szélesség	latitude	N;NOM;SG	N;FEM;SG
szélesség	largeur	szélesség	largeur	N;NOM;SG	N;FEM;SG
tömege	masse	tömeg	masse	N;NOM;SG	N;FEM;SG
tömege	messe	tömeg	messe	N;NOM;SG	N;FEM;SG
népszámlálás	recensement	népszámlálás	recensement	N;NOM;SG	N;MASC;SG
vokál	chant	vokál	chant	N;NOM;SG	N;MASC;SG
mérete	taille	méret	taille	N;NOM;SG	N;FEM;SG
mérete	pointure	méret	pointure	N;NOM;SG	N;FEM;SG
segített	aidé	segít	aider	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
beszél	parler	beszél	parler	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
beszél	parlant	beszél	parler	V;INDF;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
beszél	parle	beszél	parler	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
beszél	parlant	beszél	parler	V;INDF;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
öböl	golfe	öböl	golfe	N;NOM;SG	N;MASC;SG
öböl	baie	öböl	baie	N;NOM;SG	N;FEM;SG
legyőzte	vaincu	legyőz	vaincre	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
legyőzte	battu	legyőz	battre	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
legyőzte	vaincue	legyőz	vaincre	V;DEF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
tört	brisé	tört	briser	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tört	fauché	tört	faucher	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tört	cassé	tört	cassé	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tört	rompu	tört	rompre	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
tört	cassée	tört	casser	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
hím	mâle	hím	mâle	N;NOM;SG	N;MASC;SG
hím	homme	hím	homme	N;NOM;SG	N;MASC;SG
elérni	portée	el+ér	porter	V;NFIN;ACT	V;FEM;SG;PST;V.PTCP
elérni	atteindre	el+ér	atteindre	V;NFIN;ACT	V;NFIN
hőmérséklet	température	hőmérséklet	température	N;NOM;SG	N;FEM;SG
hőmérséklet	température	hőmérséklet	température	N;NOM;SG	N;FEM;SG
hőmérséklet	temp	hőmérséklet	temp	N;NOM;SG	N;FEM;SG
hőmérséklet	intérim	hőmérséklet	intérim	N;NOM;SG	N;MASC;SG
hőmérséklet	température	hőmérséklet	température	N;NOM;SG	N;FEM;SG
fordított	inversée	fordított	inverser	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
fordított	inversé	fordított	inverser	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
fordított	inverser	fordított	inverser	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
fordított	inversé	fordított	inverser	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
fordított	inversée	fordított	inverser	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
fordított	inversé	fordított	inverser	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
újságírók	journalistes	újságíró	journaliste	N;NOM;PL	N;MASC;PL
újságírók	journalistes	újságíró	journaliste	N;NOM;PL	N;MASC;PL
vitatott	contesté	vitat	contester	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
vitatott	contestée	vitat	contester	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
vitatott	contesté	vitat	contester	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
vitatott	contestée	vitat	contester	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
vitatott	controversée	vitat	controverser	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
júlia	juliette	júlia	juliette	N;NOM;SG	N;FEM;SG
címere	emblème	címer	emblème	N;NOM;SG	N;MASC;SG
címere	crest	címer	crest	N;NOM;SG	N;MASC;SG
címere	crête	címer	crête	N;NOM;SG	N;FEM;SG
eltűnt	parti	el+tűnik	partir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
eltűnt	disparu	el+tűnik	disparaître	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
eltűnt	disparu	el+tűnik	disparaître	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
eltűnt	disparu	el+tűnik	disparaître	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
szokásos	normale	szokásos	normal	ADJ;NOM;SG	ADJ;FEM;SG
szokásos	normal	szokásos	normal	ADJ;NOM;SG	ADJ;MASC;SG
szokásos	habituel	szokásos	habituel	ADJ;NOM;SG	ADJ;MASC;SG
szokásos	habituelle	szokásos	habituel	ADJ;NOM;SG	ADJ;FEM;SG
képviselői	représentants	képviselő	représentant	N;NOM;PL	N;MASC;PL
dolgok	choses	dolog	chose	N;NOM;PL	N;FEM;PL
választott	choisi	választott	choisir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
választott	choisie	választott	choisir	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
választott	choisi	választott	choisir	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
bolygó	planete	bolygó	planete	N;NOM;SG	N;FEM;SG
bolygó	planète	bolygó	planète	N;NOM;SG	N;FEM;SG
buddha	bouddha	buddha	bouddha	N;NOM;SG	N;MASC;SG
kutya	chien	kutya	chien	N;NOM;SG	N;MASC;SG
kutya	chienne	kutya	chienne	N;NOM;SG	N;FEM;SG
kutya	chien	kutya	chien	N;NOM;SG	N;MASC;SG
műfajok	genres	műfaj	genre	N;NOM;PL	N;MASC;PL
döntés	décision	döntés	décision	N;NOM;SG	N;FEM;SG
döntés	choix	döntés	choix	N;NOM;SG	N;MASC;SG
felkelés	révolte	felkelés	révolte	N;NOM;SG	N;FEM;SG
felkelés	insurrection	felkelés	insurrection	N;NOM;SG	N;FEM;SG
felkelés	soulèvement	felkelés	soulèvement	N;NOM;SG	N;MASC;SG
felkelés	insurrection	felkelés	insurrection	N;NOM;SG	N;FEM;SG
felkelés	insurrection	felkelés	insurrection	N;NOM;SG	N;FEM;SG
felkelés	révolte	felkelés	révolte	N;NOM;SG	N;FEM;SG
felkelés	révolte	felkelés	révolte	N;NOM;SG	N;FEM;SG
felkelés	rébellion	felkelés	rébellion	N;NOM;SG	N;FEM;SG
levél	courrier	levél	courrier	N;NOM;SG	N;MASC;SG
levél	mail	levél	mail	N;NOM;SG	N;MASC;SG
levél	feuille	levél	feuille	N;NOM;SG	N;FEM;SG
levél	leaf	levél	leaf	N;NOM;SG	N;FEM;SG
levél	lettre	levél	lettre	N;NOM;SG	N;FEM;SG
újpest	újpest	újpest	újpest	N;NOM;SG	N;MASC;SG
vég	end	vég	end	N;NOM;SG	N;MASC;SG
vég	fin	vég	fin	N;NOM;SG	N;FEM;SG
régebbi	aîné	régebbi	aîné	ADJ;NOM;CMPR;SG	ADJ;MASC;SG
gépek	machines	gép	machine	N;NOM;PL	N;FEM;PL
gépek	machines	gép	machine	N;NOM;PL	N;FEM;PL
harcolt	combattu	harcol	combattre	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
mutatta	montré	mutat	montrer	V;DEF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
hiányzik	manquant	hiányzik	manquer	V;INDF;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
kialakított	fabriqué	kialakított	fabriquer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
font	police	font	police	N;NOM;SG	N;FEM;SG
font	dièse	font	dièse	N;NOM;SG	N;MASC;SG
font	livre	font	livre	N;NOM;SG	N;MASC;SG
mondat	phrase	mondat	phrase	N;NOM;SG	N;FEM;SG
mondat	phrase	mondat	phrase	N;NOM;SG	N;FEM;SG
mondat	sentence	mondat	sentence	N;NOM;SG	N;FEM;SG
mondat	peine	mondat	peine	N;NOM;SG	N;FEM;SG
részesült	profité	részesül	profiter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
részesült	bénéficié	részesül	bénéficier	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
stúdió	studio	stúdió	studio	N;NOM;SG	N;MASC;SG
tökéletes	parfait	tökéletes	parfait	ADJ;NOM;SG	ADJ;MASC;SG
tökéletes	parfaite	tökéletes	parfait	ADJ;NOM;SG	ADJ;FEM;SG
közlekedés	transport	közlekedés	transport	N;NOM;SG	N;MASC;SG
közlekedés	trafic	közlekedés	trafic	N;NOM;SG	N;MASC;SG
közlekedés	circulation	közlekedés	circulation	N;NOM;SG	N;FEM;SG
közlekedés	transport	közlekedés	transport	N;NOM;SG	N;MASC;SG
microsoft	microsoft	microsoft	microsoft	N;NOM;SG	N;MASC;SG
vezetői	meneurs	vezető	meneur	N;NOM;PL	N;MASC;PL
vezetői	leaders	vezető	leader	N;NOM;PL	N;MASC;PL
vezetői	dirigeants	vezető	dirigeant	N;NOM;PL	N;MASC;PL
szerzetesek	moines	szerzetes	moine	N;NOM;PL	N;MASC;PL
szobrász	sculpteur	szobrász	sculpteur	N;NOM;SG	N;MASC;SG
schleswig	schleswig	schleswig	schleswig	N;NOM;SG	N;MASC;SG
láttam	vu	lát	voir	V;DEF;IND;SG;1;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
rómaiak	romans	római	roman	N;NOM;PL	N;MASC;PL
enciklopédia	encyclopédie	enciklopédia	encyclopédie	N;NOM;SG	N;FEM;SG
enciklopédia	encyclopédie	enciklopédia	encyclopédie	N;NOM;SG	N;FEM;SG
jellemzően	typiquement	jellemző	typiquement	ADV	ADV
jellemzően	habituellement	jellemző	habituellement	ADV	ADV
jellemzően	généralement	jellemző	généralement	ADV	ADV
dns	adn	dns	adn	N;NOM;SG	N;MASC;SG
dns	dns	dns	un	N;NOM;SG	N;MASC;SG
közepes	moyen	közepes	moyen	ADJ;NOM;SG	ADJ;MASC;SG
közepes	modéré	közepes	modéré	ADJ;NOM;SG	ADJ;MASC;SG
közepes	modérée	közepes	modéré	ADJ;NOM;SG	ADJ;FEM;SG
hajók	bateaux	hajó	bateau	N;NOM;PL	N;MASC;PL
hajók	navires	hajó	navire	N;NOM;PL	N;MASC;PL
hajók	vaisseaux	hajó	vaisseau	N;NOM;PL	N;MASC;PL
hajók	navires	hajó	navire	N;NOM;PL	N;MASC;PL
hajók	vaisseaux	hajó	vaisseau	N;NOM;PL	N;MASC;PL
szerzők	auteurs	szerző	auteur	N;NOM;PL	N;MASC;PL
felhasznált	utilisé	felhasznált	utiliser	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
felhasznált	utilisée	felhasznált	utiliser	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
ellenfél	adversaire	ellenfél	adversaire	N;NOM;SG	N;MASC;SG
jövő	future	jövő	futur	ADJ;NOM;SG	ADJ;FEM;SG
jövő	futur	jövő	futur	ADJ;NOM;SG	ADJ;MASC;SG
igazság	justice	igazság	justice	N;NOM;SG	N;FEM;SG
igazság	verite	igazság	verite	N;NOM;SG	N;FEM;SG
igazság	vérité	igazság	vérité	N;NOM;SG	N;FEM;SG
természet	nature	természet	nature	N;NOM;SG	N;FEM;SG
találni	trouver	talál	trouver	V;NFIN;ACT	V;NFIN
találni	trouvez	talál	trouver	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
kért	demandée	kér	demander	V;INDF;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
kért	demandé	kér	demander	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kért	sollicité	kér	solliciter	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
koncert	concert	koncer	concert	N;NOM;SG	N;MASC;SG
engedélyt	autorisation	engedély	autorisation	N;ACC;SG	N;FEM;SG
engedélyt	permission	engedély	permission	N;ACC;SG	N;FEM;SG
csere	commerce	csere	commerce	N;NOM;SG	N;MASC;SG
csere	échange	csere	échange	N;NOM;SG	N;MASC;SG
csere	remplacement	csere	remplacement	N;NOM;SG	N;MASC;SG
csere	échange	csere	échange	N;NOM;SG	N;MASC;SG
csere	swap	csere	swap	N;NOM;SG	N;MASC;SG
csere	échange	csere	échange	N;NOM;SG	N;MASC;SG
csere	echange	csere	echanger	N;NOM;SG	N;MASC;SG
művészek	artistes	művész	artiste	N;NOM;PL	N;MASC;PL
védelem	protection	védelem	protection	N;NOM;SG	N;FEM;SG
védelem	défense	védelem	défense	N;NOM;SG	N;FEM;SG
védelem	défense	védelem	défense	N;NOM;SG	N;FEM;SG
látták	vus	lát	voir	V;DEF;IND;PL;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
kiegészítő	supplémentaire	kiegészítő	supplémentaire	ADJ;NOM;SG	ADJ;MASC;SG
kiegészítő	additionnel	kiegészítő	additionnel	ADJ;NOM;SG	ADJ;MASC;SG
kiegészítő	complémentaire	kiegészítő	complémentaire	ADJ;NOM;SG	ADJ;MASC;SG
kiegészítő	supplémentaire	kiegészítő	supplémentaire	ADJ;NOM;SG	ADJ;MASC;SG
kiegészítő	complémentaire	kiegészítő	complémentaire	ADJ;NOM;SG	ADJ;MASC;SG
gazdaság	économie	gazdaság	économie	N;NOM;SG	N;FEM;SG
gazdaság	economie	gazdaság	économie	N;NOM;SG	N;FEM;SG
gazdaság	économie	gazdaság	économie	N;NOM;SG	N;FEM;SG
gazdaság	economie	gazdaság	économie	N;NOM;SG	N;FEM;SG
hiánya	manque	hiány	manque	N;NOM;SG	N;MASC;SG
félsziget	péninsule	félszig	péninsule	N;NOM;SG	N;FEM;SG
egyetértek	convenir	egyetért	convenir	V;INDF;IND;PL;3;PST;FIN;ACT	V;NFIN
törvények	lois	törvény	loi	N;NOM;PL	N;FEM;PL
hallható	auditive	hallható	auditif	ADJ;NOM;SG	ADJ;FEM;SG
hallható	auditif	hallható	auditif	ADJ;NOM;SG	ADJ;MASC;SG
entertainment	divertissement	entert	divertissement	N;ABS;SG	N;MASC;SG
hadjárat	croisade	hadjárat	croisade	N;NOM;SG	N;FEM;SG
szabály	règle	szabály	règle	N;NOM;SG	N;FEM;SG
filozófia	philosophie	filozófia	philosophie	N;NOM;SG	N;FEM;SG
dolgozó	travailleuse	dolgozó	travailleur	ADJ;NOM;SG	ADJ;FEM;SG
segíteni	aidez	segít	aider	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
segíteni	aider	segít	aider	V;NFIN;ACT	V;NFIN
előadás	performance	előadás	performance	N;NOM;SG	N;FEM;SG
előadás	rendement	előadás	rendement	N;NOM;SG	N;MASC;SG
előadás	conférence	előadás	conférence	N;NOM;SG	N;FEM;SG
cambridge	cambridge	cambridge	cambridge	N;NOM;SG	N;MASC;SG
gyakorlat	stagiaire	gyakorlat	stagiaire	N;NOM;SG	N;MASC;SG
gyakorlat	stage	gyakorlat	stage	N;NOM;SG	N;MASC;SG
gyakorlat	exercice	gyakorlat	exercice	N;NOM;SG	N;MASC;SG
fejlődött	évolué	fejlődik	évoluer	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ügy	cas	ügy	cas	N;NOM;SG	N;MASC;SG
ügy	étui	ügy	étui	N;NOM;SG	N;MASC;SG
ügy	affaire	ügy	affaire	N;NOM;SG	N;FEM;SG
kapu	porte	kapu	porte	N;NOM;SG	N;FEM;SG
kapu	passerelle	kapu	passerelle	N;NOM;SG	N;FEM;SG
kapu	gateway	kapu	gateway	N;NOM;SG	N;MASC;SG
madár	oiseau	madár	oiseau	N;NOM;SG	N;MASC;SG
legidősebb	aîné	fenős	aîné	ADJ;NOM;RL;SG	ADJ;MASC;SG
legidősebb	aîné	fenős	aîné	ADJ;NOM;RL;SG	ADJ;MASC;SG
állapot	état	állap	état	N;NOM;SG	N;MASC;SG
állapot	statut	állap	statut	N;NOM;SG	N;MASC;SG
állapot	etat	állap	etat	N;NOM;SG	N;MASC;SG
állapot	état	állap	état	N;NOM;SG	N;MASC;SG
állapot	état	állap	état	N;NOM;SG	N;MASC;SG
állapot	condition	állap	condition	N;NOM;SG	N;FEM;SG
arányban	proportion	arány	proportion	N;IN+ESS;SG	N;FEM;SG
