vili	villa	vila	villa	N;NOM;FEM;SG	N;FEM;SG
ravnotežje	saldo	ravnotežje	saldo	N;NOM;NEUT;SG	N;MASC;SG
ravnotežje	equilibrio	ravnotežje	equilibrio	N;NOM;NEUT;SG	N;MASC;SG
ravnotežje	equilibrio	ravnotežje	equilibrio	N;NOM;NEUT;SG	N;MASC;SG
zbrani	reunidos	zbran	reunido	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
desetletij	decenios	desetletje	decenio	N;GEN;NEUT;PL	N;MASC;PL
desetletij	décadas	desetletje	década	N;GEN;NEUT;PL	N;FEM;PL
zmanjšati	reduzca	zmanjšati	reducir	V;PFV;NFIN	V;IMP;SG;3;FIN
zmanjšati	reduce	zmanjšati	reducir	V;PFV;NFIN	V;IND;SG;3;PRS;FIN
zmanjšati	reducir	zmanjšati	reducir	V;PFV;NFIN	V;NFIN
jamie	jamie	jamia	jamie	N;NOM;MASC;SG	N;SG
spore	esporas	spora	espora	N;NOM;FEM;PL	N;FEM;PL
spore	controversias	spora	controversia	N;NOM;FEM;PL	N;FEM;PL
spore	disputas	spora	disputa	N;NOM;FEM;PL	N;FEM;PL
minuto	minuto	minuta	minuto	N;ACC;FEM;SG	N;MASC;SG
pojasnjuje	explica	pojasnjevati	explicar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pastor	pastor	pastor	pastor	N;NOM;MASC;SG	N;MASC;SG
pastor	pastora	pastor	pastora	N;NOM;MASC;SG	N;FEM;SG
ust	mouth	usta	mouth	N;GEN;NEUT;PL	N
ust	bocas	usta	boca	N;GEN;NEUT;PL	N;FEM;PL
ponatis	reimpresión	ponatis	reimpresión	N;NOM;MASC;SG	N;FEM;SG
makarova	makarova	makarov	makarovo	N;NOM;FEM;SG	N;FEM;SG
telefon	teléfono	telefon	teléfono	N;NOM;MASC;SG	N;MASC;SG
telefon	telefono	telefon	telefono	N;NOM;MASC;SG	N;MASC;SG
telefon	teléfono	telefon	teléfono	N;NOM;MASC;SG	N;MASC;SG
telefon	telefono	telefon	telefono	N;NOM;MASC;SG	N;MASC;SG
telefon	telefonía	telefon	telefonía	N;NOM;MASC;SG	N;FEM;SG
razmnoževanje	multiplicación	razmnoževanje	multiplicación	N;NOM;NEUT;SG	N;FEM;SG
razmnoževanje	reproducción	razmnoževanje	reproducción	N;NOM;NEUT;SG	N;FEM;SG
pojasnil	explicó	pojasniti	explicar	V;PFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
pojasnil	explicaba	pojasniti	explicar	V;PFV;MASC;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
priznan	reconocido	priznan	reconocido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
priznan	reconocida	priznan	reconocido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
priznan	reconocido	priznan	reconocido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
priznan	reconocida	priznan	reconocido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
priznan	reconocido	priznan	reconocido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
priznan	reconocida	priznan	reconocido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
urbana	urbana	urban	urbano	ADJ;NOM;FEM;SG	ADJ;FEM;SG
urbana	urbano	urban	urbano	ADJ;NOM;FEM;SG	ADJ;MASC;SG
sio	sio	sio	sio		
kovanci	monedas	kovanec	moneda	N;NOM;MASC;PL	N;FEM;PL
kovanci	monedas	kovanec	moneda	N;NOM;MASC;PL	N;FEM;PL
možgani	brain	možgani	brain	N;NOM;MASC;PL	N
možgani	sesos	možgani	seso	N;NOM;MASC;PL	N;MASC;PL
možgani	cerebros	možgani	cerebro	N;NOM;MASC;PL	N;MASC;PL
kontrole	mandos	kontrola	mando	N;NOM;FEM;PL	N;MASC;PL
kontrole	controles	kontrola	control	N;NOM;FEM;PL	N;MASC;PL
prazen	vacía	prazen	vacío	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
prazen	blanco	prazen	blanco	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
usposabljanja	formación	usposabljanje	formación	N;GEN;NEUT;SG	N;FEM;SG
usposabljanja	adiestramiento	usposabljanje	adiestramiento	N;GEN;NEUT;SG	N;MASC;SG
usposabljanja	entrenamiento	usposabljanje	entrenamiento	N;GEN;NEUT;SG	N;MASC;SG
usposabljanja	capacitación	usposabljanje	capacitación	N;GEN;NEUT;SG	N;FEM;SG
omenil	menciona	omeniti	mencionar	V;PFV;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
omenil	mencionar	omeniti	mencionar	V;PFV;MASC;SG;V.PTCP	V;NFIN
omenil	mencione	omeniti	mencionar	V;PFV;MASC;SG;V.PTCP	V;IMP;SG;3;FIN
stroji	maquinarias	stroj	maquinaria	N;NOM;MASC;PL	N;FEM;PL
stroji	máquinas	stroj	máquina	N;NOM;MASC;PL	N;FEM;PL
stroji	máquinas	stroj	máquina	N;NOM;MASC;PL	N;FEM;PL
stroji	maquinas	stroj	maquina	N;NOM;MASC;PL	N;FEM;PL
izboljšati	mejore	izboljšati	mejorar	V;PFV;NFIN	V;IMP;SG;3;FIN
izboljšati	mejorar	izboljšati	mejorar	V;PFV;NFIN	V;NFIN
foster	foster	foster	foster	N;NOM;MASC;SG	N;SG
organizirana	organizada	organiziran	organizado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
organizirana	organizado	organiziran	organizado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
organizirana	organizada	organiziran	organizado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
organizirana	organizado	organiziran	organizado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
turnbull	turnbull	turnbull	turnbull	N;NOM;MASC;SG	N;SG
junaki	heroes	junak	heroe	N;NOM;MASC;PL	N;MASC;PL
junaki	héroes	junak	héroe	N;NOM;MASC;PL	N;MASC;PL
poteze	movimientos	poteza	movimiento	N;NOM;FEM;PL	N;MASC;PL
poteze	mudanzas	poteza	mudanza	N;NOM;FEM;PL	N;FEM;PL
premikanje	mudanza	premikanje	mudanza	N;NOM;NEUT;SG	N;FEM;SG
premikanje	movimiento	premikanje	movimiento	N;NOM;NEUT;SG	N;MASC;SG
vreden	digno	vreden	digno	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
vreden	digna	vreden	digno	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
ujetništvu	cautiva	ujetništvo	cautivar	N;DAT;NEUT;SG	N;FEM;SG
ujetništvu	cautiverio	ujetništvo	cautiverio	N;DAT;NEUT;SG	N;MASC;SG
ujetništvu	cautividad	ujetništvo	cautividad	N;DAT;NEUT;SG	N;FEM;SG
storia	storia	storia	storia	N;NOM;MASC;SG	N
čevljev	zapatillas	čevelj	zapatilla	N;GEN;MASC;PL	N;FEM;PL
čevljev	zapatos	čevelj	zapato	N;GEN;MASC;PL	N;MASC;PL
železnico	ferrocarril	železnica	ferrocarril	N;ACC;FEM;SG	N;MASC;SG
povabilo	invitación	povabilo	invitación	N;NOM;NEUT;SG	N;FEM;SG
povabilo	invitación	povabilo	invitación	N;NOM;NEUT;SG	N;FEM;SG
rotor	rotor	rotor	rotor	N;NOM;MASC;SG	N;MASC;SG
protokol	protocolo	protokol	protocolo	N;NOM;MASC;SG	N;MASC;SG
protipapež	antipapa	protipapež	antipapo	N;NOM;MASC;SG	N;MASC;SG
prepovedi	ban	prepoved	ban	N;NOM;FEM;SG	N
prepovedi	prohibición	prepoved	prohibición	N;NOM;FEM;SG	N;FEM;SG
kronanje	coronación	kronanje	coronación	N;NOM;NEUT;SG	N;FEM;SG
kronanje	coronación	kronanje	coronación	N;NOM;NEUT;SG	N;FEM;SG
žogo	bola	žoga	bola	N;ACC;FEM;SG	N;FEM;SG
žogo	balón	žoga	balón	N;ACC;FEM;SG	N;MASC;SG
žogo	pelota	žoga	pelota	N;ACC;FEM;SG	N;FEM;SG
žogo	ball	žoga	ball	N;ACC;FEM;SG	N;MASC;SG
hodi	caminar	hoditi	caminar	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN
hodi	caminando	hoditi	caminar	V;IPFV;IND;SG;3;PRS;FIN	V;V.MSDR
hodi	pasear	hoditi	pasear	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN
hodi	paseando	hoditi	pasear	V;IPFV;IND;SG;3;PRS;FIN	V;V.MSDR
hodi	caminar	hoditi	caminar	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN
hodi	camina	hoditi	camina	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
martini	martini	martina	martini	N;NOM;MASC;SG	N;MASC;SG
pisatelji	guionistas	pisatelj	guionista	N;NOM;MASC;PL	N;PL
pisatelji	escritores	pisatelj	escritor	N;NOM;MASC;PL	N;MASC;PL
pisatelji	redactores	pisatelj	redactor	N;NOM;MASC;PL	N;MASC;PL
pel	cantó	peti	cantar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
pel	cantaba	peti	cantar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
duhovne	espirituales	duhoven	espiritual	ADJ;NOM;FEM;PL	ADJ;PL
romain	romain	romain	romain	N;NOM;MASC;SG	N;SG
temna	oscuro	temen	oscuro	ADJ;NOM;FEM;SG	ADJ;MASC;SG
temna	oscura	temen	oscuro	ADJ;NOM;FEM;SG	ADJ;FEM;SG
hollywood	hollywood	hollywood	hollywood	N;NOM;MASC;SG	N;MASC;SG
pekingu	pekín	peking	pekín	N;DAT;MASC;SG	N;MASC;SG
pekingu	beijing	peking	beijing	N;DAT;MASC;SG	N;MASC;SG
zidovi	murallas	zid	muralla	N;NOM;MASC;PL	N;FEM;PL
zidovi	paredes	zid	pared	N;NOM;MASC;PL	N;FEM;PL
zidovi	muros	zid	muro	N;NOM;MASC;PL	N;MASC;PL
šesta	sexto	šesti	sexto	ADJ;NOM;FEM;SG	ADJ;MASC;SG
šesta	sexta	šesti	sexto	ADJ;NOM;FEM;SG	ADJ;FEM;SG
kentucky	kentucky	kentucky	kentucky	N;NOM;MASC;SG	N;MASC;SG
lepi	hermosos	lep	hermoso	ADJ;NOM;MASC;PL	ADJ;MASC;PL
lepi	bellos	lep	bello	ADJ;NOM;MASC;PL	ADJ;MASC;PL
lepi	guapos	lep	guapo	ADJ;NOM;MASC;PL	ADJ;MASC;PL
chiron	chiron	chiron	chir	N;NOM;MASC;SG	N;MASC;SG
sonata	sonata	sonata	sonata	N;NOM;FEM;SG	N;FEM;SG
zaposlene	asalariados	zaposlen	asalariado	ADJ;NOM;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
zaposlene	empleadas	zaposlen	empleada	ADJ;NOM;FEM;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
istván	istván	istvcen	istián	N;NOM;MASC;SG	N;MASC;SG
jelen	ciervo	jelen	ciervo	N;NOM;MASC;SG	N;MASC;SG
sullivan	sullivan	sullivan	sullivar	N;NOM;MASC;SG	N;SG
geolog	geólogo	geolog	geólogo	N;NOM;MASC;SG	N;MASC;SG
centralno	céntrica	centralno	céntrico	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
centralno	central	centralno	central	ADJ;NOM;NEUT;SG	ADJ;SG
centralno	céntrico	centralno	céntrico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ohrani	conservar	ohran	conservar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
ohrani	preservar	ohran	preservar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
ohrani	mantener	ohran	mantener	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
ohrani	conservar	ohran	conservar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
ohrani	mantener	ohran	mantener	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
sanj	dreams	sanja	dreams	N;GEN;FEM;PL	N
sanj	sueños	sanja	sueño	N;GEN;FEM;PL	N;MASC;PL
sigismund	segismundo	sigismund	segismundo	N;NOM;MASC;SG	N;MASC;SG
dram	dram	drama	dram	N;NOM;FEM;SG	N;FEM;SG
dram	dram	drama	dram	N;NOM;FEM;SG	N;FEM;SG
farra	farra	farer	farra	N;NOM;MASC;SG	N;FEM;SG
antibiotiki	antibióticos	antibiotika	antibiótico	N;NOM;MASC;PL	N;MASC;PL
petrov	petrov	peter	petrov	N;NOM;MASC;SG	N;MASC;SG
gene	gene	gen	gene	N;NOM;MASC;PL	N
gene	genes	gen	gen	N;NOM;MASC;PL	N;MASC;PL
skrivaj	secretamente	skrivaj	secretamente	ADV	ADV
trupa	torso	trup	torso	N;NOM;MASC;SG	N;MASC;SG
označeni	etiquetados	označen	etiquetado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
označeni	marcadas	označen	marcado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
označeni	marcados	označen	marcado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
sporno	polémico	sporen	polémico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
sporno	cuestionado	sporen	cuestionar	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
sporno	disputado	sporen	disputado	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
sporno	discutido	sporen	discutido	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
sporno	controvertida	sporen	controvertido	ADJ;NOM;NEUT;SG	ADJ;FEM;SG;V.PTCP
sporno	controversial	sporen	controversial	ADJ;NOM;NEUT;SG	ADJ;SG
sporno	polémico	sporen	polémico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
sporno	controvertido	sporen	controvertido	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
subjekt	asignatura	subjekt	asignatura	N;NOM;MASC;SG	N;FEM;SG
subjekt	asunto	subjekt	asunto	N;NOM;MASC;SG	N;MASC;SG
subjekt	súbdito	subjekt	súbdito	N;NOM;MASC;SG	N;MASC;SG
subjekt	tema	subjekt	tema	N;NOM;MASC;SG	N;MASC;SG
subjekt	entidad	subjekt	entidad	N;NOM;MASC;SG	N;FEM;SG
kuga	peste	kuga	peste	N;NOM;FEM;SG	N;FEM;SG
kuga	plaga	kuga	plaga	N;NOM;FEM;SG	N;FEM;SG
žile	venas	žila	vena	N;NOM;FEM;PL	N;FEM;PL
daljnogled	telescopio	daljnogled	telescopio	N;NOM;MASC;SG	N;MASC;SG
specifični	específicas	specifičen	especifico	ADJ;NOM;MASC;PL	ADJ;FEM;PL
specifični	específicos	specifičen	específico	ADJ;NOM;MASC;PL	ADJ;MASC;PL
rane	heridas	ran	herida	N;NOM;FEM;PL	N;FEM;PL
trdne	sólidos	trden	sólido	ADJ;NOM;FEM;PL	ADJ;MASC;PL
kupole	cúpulas	kupola	cúpula	N;NOM;FEM;PL	N;FEM;PL
profesionalno	profesionalmente	profesionalen	profesionalmente	ADV	ADV
branilec	defensor	branilec	defensor	N;NOM;MASC;SG	N;MASC;SG
branilec	defensora	branilec	defensora	N;NOM;MASC;SG	N;FEM;SG
valentina	valentina	valentina	valentino	N;NOM;MASC;SG	N;FEM;SG
valentina	valentino	valentina	valentino	N;NOM;MASC;SG	N;MASC;SG
švico	suiza	švica	suiza	N;ACC;FEM;SG	N;FEM;SG
obrti	artesanía	obrt	artesanía	N;NOM;FEM;SG	N;FEM;SG
akt	ley	akt	ley	N;NOM;MASC;SG	N;FEM;SG
akt	acta	akt	acta	N;NOM;MASC;SG	N;FEM;SG
akt	acto	akt	acto	N;NOM;MASC;SG	N;MASC;SG
spremljanje	supervisión	spremljanje	supervisión	N;NOM;NEUT;SG	N;FEM;SG
spremljanje	monitoreo	spremljanje	monitoreo	N;NOM;NEUT;SG	N;MASC;SG
spremljanje	monitorización	spremljanje	monitorización	N;NOM;NEUT;SG	N;FEM;SG
spremljanje	seguimiento	spremljanje	seguimiento	N;NOM;NEUT;SG	N;MASC;SG
spremljanje	vigilancia	spremljanje	vigilancia	N;NOM;NEUT;SG	N;FEM;SG
spremljanje	monitor	spremljanje	monitor	N;NOM;NEUT;SG	N;MASC;SG
demokracija	democracia	demokracija	democracia	N;NOM;FEM;SG	N;FEM;SG
hmcs	hmcs	hmcs	hmcs	N;NOM;MASC;SG	N
dežja	lluvia	dež	lluvia	N;GEN;MASC;SG	N;FEM;SG
okrogle	redondos	okrogel	redondo	ADJ;NOM;FEM;PL	ADJ;MASC;PL
uporabljeno	utilizada	uporabljeno	utilizado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
uporabljeno	usada	uporabljeno	usado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
uporabljeno	usado	uporabljeno	usado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
uporabljeno	utilizado	uporabljeno	utilizado	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
zaposlena	empleada	zaposlen	empleado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
zaposlena	ocupada	zaposlen	ocupado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
zaposlena	ocupado	zaposlen	ocupado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
oxfordu	oxford	onford	oxford	N;DAT;MASC;SG	N;MASC;SG
čista	pura	čist	puro	ADJ;NOM;FEM;SG	ADJ;FEM;SG
čista	puro	čist	puro	ADJ;NOM;FEM;SG	ADJ;MASC;SG
biološke	biológicas	biološki	biológico	ADJ;NOM;FEM;PL	ADJ;FEM;PL
biološke	biológicos	biološki	biológico	ADJ;NOM;FEM;PL	ADJ;MASC;PL
zmaja	cometa	zmaj	cometer	N;ACC;MASC;SG	N;SG
zmaja	kite	zmaj	kite	N;ACC;MASC;SG	N
deseto	décimo	deseti	décimo	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
flora	flora	flora	flora	N;NOM;FEM;SG	N;FEM;SG
nevarna	peligroso	nevaren	peligroso	ADJ;NOM;FEM;SG	ADJ;MASC;SG
nevarna	peligrosa	nevaren	peligroso	ADJ;NOM;FEM;SG	ADJ;FEM;SG
nevarna	peligroso	nevaren	peligroso	ADJ;NOM;FEM;SG	ADJ;MASC;SG
nevarna	peligrosa	nevaren	peligroso	ADJ;NOM;FEM;SG	ADJ;FEM;SG
montgomery	montgomery	montgomery	montgomery	N;NOM;MASC;SG	N;MASC;SG
barja	marismas	barje	marisma	N;NOM;NEUT;PL	N;FEM;PL
barja	pantanos	barje	pantano	N;NOM;NEUT;PL	N;MASC;PL
pekel	hell	pečel	hell	N;NOM;MASC;SG	N
pekel	infierno	pečel	infierno	N;NOM;MASC;SG	N;MASC;SG
pekel	infierno	pečel	infierno	N;NOM;MASC;SG	N;MASC;SG
obstajal	existió	obstajati	existir	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
obstajal	existía	obstajati	existir	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
trgovanje	comercio	trgovanje	comercio	N;NOM;NEUT;SG	N;MASC;SG
trgovanje	trading	trgovanje	trading	N;NOM;NEUT;SG	N
trgovanje	comercio	trgovanje	comercio	N;NOM;NEUT;SG	N;MASC;SG
epizoda	episodio	epizod	episodio	N;NOM;FEM;SG	N;MASC;SG
ran	heridas	ran	herida	N;GEN;FEM;PL	N;FEM;PL
aluminij	aluminio	aluminija	aluminio	N;NOM;MASC;SG	N;MASC;SG
aluminij	aluminio	aluminija	aluminio	N;NOM;MASC;SG	N;MASC;SG
flota	flota	flot	flota	N;NOM;FEM;SG	N;FEM;SG
akademski	académico	akademski	académico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
akademski	académica	akademski	académico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
popotnik	viajero	popotnik	viajero	N;NOM;MASC;SG	N;MASC;SG
popotnik	viajero	popotnik	viajero	N;NOM;MASC;SG	N;MASC;SG
popotnik	vagabundo	popotnik	vagar	N;NOM;MASC;SG	N;MASC;SG
popotnik	caminante	popotnik	caminante	N;NOM;MASC;SG	N;SG
moment	momento	moment	momento	N;NOM;MASC;SG	N;MASC;SG
semen	semillas	seme	semilla	N;GEN;NEUT;PL	N;FEM;PL
standardi	normas	standard	norma	N;NOM;MASC;PL	N;FEM;PL
standardi	estándares	standard	estándar	N;NOM;MASC;PL	N;MASC;PL
težavo	problemática	težava	problemática	N;ACC;FEM;SG	N;FEM;SG
težavo	problema	težava	problema	N;ACC;FEM;SG	N;MASC;SG
kandidatov	candidatas	kandidat	candidata	N;GEN;MASC;PL	N;FEM;PL
kandidatov	candidaturas	kandidat	candidatura	N;GEN;MASC;PL	N;FEM;PL
kandidatov	candidatos	kandidat	candidato	N;GEN;MASC;PL	N;MASC;PL
televizijo	televisor	televizija	televisor	N;ACC;FEM;SG	N;MASC;SG
televizijo	television	televizija	television	N;ACC;FEM;SG	N;FEM;SG
televizijo	televisión	televizija	televisión	N;ACC;FEM;SG	N;FEM;SG
marussia	marussia	marussio	marussia	N;NOM;MASC;SG	N;MASC;SG
odkrita	descubierta	odkriti	descubrir	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
odkrita	detectada	odkriti	detectado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
odkrita	detectado	odkriti	detectado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
obraza	rostro	obraz	rostro	N;GEN;MASC;SG	N;MASC;SG
obraza	carita	obraz	carita	N;GEN;MASC;SG	N;FEM;SG
obraza	cara	obraz	cara	N;GEN;MASC;SG	N;FEM;SG
obraza	face	obraz	facer	N;GEN;MASC;SG	N
produkti	productos	produkt	producto	N;NOM;MASC;PL	N;MASC;PL
magister	magister	magister	magister	N;NOM;MASC;SG	N;SG
željko	željko	željko	željko	N;NOM;MASC;SG	N;MASC;SG
razkol	cisma	razkol	cisma	N;NOM;MASC;SG	N;MASC;SG
strehe	techos	streha	techo	N;NOM;FEM;PL	N;MASC;PL
strehe	tejados	streha	tejado	N;NOM;FEM;PL	N;MASC;PL
strehe	tejados	streha	tejado	N;NOM;FEM;PL	N;MASC;PL
strehe	tejados	streha	tejado	N;NOM;FEM;PL	N;MASC;PL
zastrupitev	intoxicación	zastrupitev	intoxicación	N;NOM;FEM;SG	N;FEM;SG
zastrupitev	envenenamiento	zastrupitev	envenenamiento	N;NOM;FEM;SG	N;MASC;SG
gas	gasolina	gas	gasolina	N;NOM;MASC;SG	N;FEM;SG
gas	gas	gas	gas	N;NOM;MASC;SG	N;MASC;SG
niki	nicki	nik	nicki	N;NOM;MASC;SG	N;SG
rojene	nacidos	rojen	nacido	ADJ;NOM;FEM;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
prusija	prusia	prusija	prusia	N;NOM;FEM;SG	N;FEM;SG
zaprti	cerrados	zaprt	cerrado	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
testi	tests	testi	test	N;NOM;MASC;PL	N;MASC;PL
testi	ensayos	testi	ensayo	N;NOM;MASC;PL	N;MASC;PL
testi	pruebas	testi	prueba	N;NOM;MASC;PL	N;FEM;PL
rušilcev	destructores	rušilec	destructor	N;GEN;MASC;PL	N;MASC;PL
verstappen	verstappen	verstappen	verstappar	N;NOM;MASC;SG	N;MASC;SG
zdravi	saludables	zdrav	saludable	ADJ;NOM;MASC;PL	ADJ;PL
pariški	parisino	pariški	parisino	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
pariški	parisina	pariški	parisina	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
madison	madison	madison	madison	N;NOM;MASC;SG	N;MASC;SG
privrženci	seguidores	privrženec	seguidor	N;NOM;MASC;PL	N;MASC;PL
operator	operador	operator	operador	N;NOM;MASC;SG	N;MASC;SG
operator	operadora	operator	operadora	N;NOM;MASC;SG	N;FEM;SG
pasme	razas	pasma	raza	N;NOM;FEM;PL	N;FEM;PL
pasme	razas	pasma	raza	N;NOM;FEM;PL	N;FEM;PL
stabilen	estable	stabilen	estable	ADJ;NOM;INDF;MASC;SG	ADJ;SG
grafični	gráfico	grafičen	gráfico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
grafični	gráfica	grafičen	gráfico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
kemična	químico	kemičen	químico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
spremenjena	modificada	spremenjen	modificado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
spremenjena	modificado	spremenjen	modificado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
spremenjena	enmendada	spremenjen	enmendado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
spremenjena	enmendado	spremenjen	enmendado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
enotnost	unidad	enotnost	unidad	N;NOM;FEM;SG	N;FEM;SG
globalno	mundialmente	globalen	mundialmente	ADV	ADV
globalno	globalmente	globalen	globalmente	ADV	ADV
opozorilo	aviso	opozoriti	aviso	N;NOM;NEUT;SG	N;MASC;SG
opozorilo	advertencia	opozoriti	advertencia	N;NOM;NEUT;SG	N;FEM;SG
avtoceste	carreteras	avtocesta	carretera	N;NOM;FEM;PL	N;FEM;PL
avtoceste	autopistas	avtocesta	autopista	N;NOM;FEM;PL	N;FEM;PL
avtoceste	autopistas	avtocesta	autopista	N;NOM;FEM;PL	N;FEM;PL
avtoceste	autopistas	avtocesta	autopista	N;NOM;FEM;PL	N;FEM;PL
darilo	obsequio	darilo	obsequio	N;NOM;NEUT;SG	N;MASC;SG
darilo	regalo	darilo	regalo	N;NOM;NEUT;SG	N;MASC;SG
potomcev	descendientes	potomec	descendiente	N;GEN;MASC;PL	N;PL
euler	euler	euler	euler	N;NOM;MASC;SG	N;MASC;SG
aretiran	detenida	aretiran	detenido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
aretiran	detenido	aretiran	detenido	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
aretiran	arrestada	aretiran	arrestado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
aretiran	arrestado	aretiran	arrestado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
harper	harper	harper	harper	N;NOM;MASC;SG	N;SG
uporniki	insurgentes	upornik	insurgente	N;NOM;MASC;PL	N;PL
uporniki	rebeldes	upornik	rebelde	N;NOM;MASC;PL	N;PL
sloves	renombre	sloves	renombre	N;NOM;MASC;SG	N;MASC;SG
sloves	fama	sloves	fama	N;NOM;MASC;SG	N;FEM;SG
sloves	renombre	sloves	renombre	N;NOM;MASC;SG	N;MASC;SG
sloves	reputación	sloves	reputación	N;NOM;MASC;SG	N;FEM;SG
pridobijo	adquirir	pridobiti	adquirir	V;PFV;IND;PL;3;PRS;FIN	V;NFIN
ugodno	favorable	ugoden	favorable	ADJ;NOM;NEUT;SG	ADJ;SG
ugodno	favorable	ugoden	favorable	ADJ;NOM;NEUT;SG	ADJ;SG
