nuits	nopți	nuit	noapte	N;FEM;PL	N;INDF;FEM;PL
sabre	sabie	sabre	sabie	N;MASC;SG	N;INDF;FEM;SG
loups	lupii	loup	lupe	N;MASC;PL	N;DEF;MASC;PL
loups	lupi	loup	lupă	N;MASC;PL	N;INDF;MASC;PL
frise	friesland	frise	friesland	N;FEM;SG	N;INDF;MASC;SG
itinéraire	traseu	itinéraire	traseu	N;MASC;SG	N;INDF;MASC;SG
itinéraire	rută	itinéraire	rută	N;MASC;SG	N;INDF;FEM;SG
itinéraire	ruta	itinéraire	ruta	N;MASC;SG	N;DEF;FEM;SG
itinéraire	traseul	itinéraire	traseu	N;MASC;SG	N;DEF;MASC;SG
itinéraire	itinerariul	itinéraire	itinerariu	N;MASC;SG	N;DEF;MASC;SG
pertinence	relevanța	pertinence	relevanță	N;FEM;SG	N;DEF;FEM;SG
pertinence	relevanță	pertinence	relevanță	N;FEM;SG	N;INDF;FEM;SG
pertinence	adecvarea	pertinence	adecvare	N;FEM;SG	N;DEF;FEM;SG
complexité	complexitate	complexité	complexitate	N;FEM;SG	N;INDF;FEM;SG
complexité	complexitatea	complexité	complexitate	N;FEM;SG	N;DEF;FEM;SG
rechercher	cauta	rechercher	cauta	V;NFIN	V;IND;SG;3;IPFV;FIN
rechercher	caută	rechercher	căuta	V;NFIN	V;IND;3;PRS;FIN
slalom	slalom	slalom	slalom	N;MASC;SG	N;INDF;MASC;SG
natal	natal	natal	natal	ADJ;MASC;SG	ADJ;INDF;MASC;SG
préside	prezidează	présider	prezida	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
enjeux	mize	enjeu	eiză	N;MASC;PL	N;INDF;FEM;PL
enjeux	mizele	enjeu	miză	N;MASC;PL	N;DEF;FEM;PL
distinctes	distincte	distinct	distinct	ADJ;FEM;PL	ADJ;INDF;FEM;PL
hector	hector	hector	hector	N;MASC;SG	N;INDF;MASC;SG
exacte	precisă	exact	precis	ADJ;FEM;SG	ADJ;INDF;FEM;SG
exacte	exacta	exact	exacta	ADJ;FEM;SG	ADJ;DEF;FEM;SG
exacte	exactă	exact	exact	ADJ;FEM;SG	ADJ;INDF;FEM;SG
papiers	hârtii	papier	hârtie	N;MASC;PL	N;INDF;FEM;PL
papiers	acte	papier	act	N;MASC;PL	N;INDF;FEM;PL
pêcheurs	pescarii	pêcheur	pescar	N;MASC;PL	N;DEF;MASC;PL
pêcheurs	pescarilor	pêcheur	pescar	N;MASC;PL	N;DEF;MASC;PL
pêcheurs	pescari	pêcheur	pescar	N;MASC;PL	N;INDF;MASC;PL
vecteur	vectorul	vecteur	vector	N;MASC;SG	N;DEF;MASC;SG
vecteur	vector	vecteur	vector	N;MASC;SG	N;INDF;MASC;SG
créent	creează	créer	crea	V;IND;PL;3;PRS;FIN	V;IND;3;PRS;FIN
grange	hambarul	grange	hambar	N;FEM;SG	N;DEF;MASC;SG
grange	hambar	grange	hambar	N;FEM;SG	N;INDF;MASC;SG
break	break	break	break	N;MASC;SG	N;INDF;MASC;SG
break	pauza	break	pauză	N;MASC;SG	N;DEF;FEM;SG
break	pauză	break	pauză	N;MASC;SG	N;INDF;FEM;SG
script	scenariul	script	scenariu	N;MASC;SG	N;DEF;MASC;SG
script	scenariu	script	scenariu	N;MASC;SG	N;INDF;MASC;SG
script	script	script	script	N;MASC;SG	N;INDF;MASC;SG
détention	detenție	détention	detenție	N;FEM;SG	N;INDF;FEM;SG
crête	ridge	crête	ridge	N;FEM;SG	N;INDF;MASC;SG
crête	creastă	crête	creastă	N;FEM;SG	N;INDF;FEM;SG
crête	culmea	crête	culme	N;FEM;SG	N;DEF;FEM;SG
crête	creasta	crête	creast	N;FEM;SG	N;DEF;FEM;SG
crête	culme	crête	culme	N;FEM;SG	N;INDF;FEM;SG
crête	vârf	crête	vârf	N;FEM;SG	N;INDF;MASC;SG
crête	crest	crête	crest	N;FEM;SG	N;INDF;MASC;SG
textile	textil	textile	textil	N;MASC;SG	N;INDF;MASC;SG
planche	scândură	planche	scândură	N;FEM;SG	N;INDF;FEM;SG
planche	bord	planche	bord	N;FEM;SG	N;INDF;MASC;SG
planche	tablă	planche	tablă	N;FEM;SG	N;INDF;FEM;SG
pionnier	pionierat	pionnier	pionierat	N;MASC;SG	N;INDF;MASC;SG
pionnier	pionier	pionnier	pionier	N;MASC;SG	N;INDF;MASC;SG
assise	stând	asseoir	sta	V;FEM;SG;PST;V.PTCP	V;V.MSDR
perche	biban	perche	biban	N;FEM;SG	N;INDF;MASC;SG
sables	nisipuri	sable	nisip	N;MASC;PL	N;INDF;FEM;PL
sables	nisipurile	sable	nisip	N;MASC;PL	N;DEF;FEM;PL
mystique	mistic	mystique	mistic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
mystique	mistică	mystique	mistic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
mystique	mistic	mystique	mistic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
zoo	zoo	zoo	zoo	N;MASC;SG	N;INDF;MASC;SG
innocent	nevinovat	innocent	nevinovat	ADJ;MASC;SG	ADJ;INDF;MASC;SG
innocent	inocent	innocent	inocent	ADJ;MASC;SG	ADJ;INDF;MASC;SG
innocent	nevinovată	innocent	nevinovat	ADJ;MASC;SG	ADJ;INDF;FEM;SG
innocent	inocentă	innocent	inocent	ADJ;MASC;SG	ADJ;INDF;FEM;SG
parking	parcare	parking	parcare	N;MASC;SG	N;INDF;FEM;SG
parking	parcarea	parking	parcare	N;MASC;SG	N;DEF;FEM;SG
trek	trek	trek	trek	N;MASC;SG	N;INDF;MASC;SG
boule	minge	boule	minge	N;FEM;SG	N;INDF;FEM;SG
boule	mingea	boule	minge	N;FEM;SG	N;DEF;FEM;SG
boule	bilă	boule	bilă	N;FEM;SG	N;INDF;FEM;SG
boule	bila	boule	bilă	N;FEM;SG	N;DEF;FEM;SG
fabriqué	făcut	fabriquer	face	V;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
comportements	comportamente	comportement	comportament	N;MASC;PL	N;INDF;FEM;PL
comportements	comportamentele	comportement	comportament	N;MASC;PL	N;DEF;FEM;PL
leçons	lectii	leçon	lectie	N;FEM;PL	N;INDF;FEM;PL
leçons	lecții	leçon	lecție	N;FEM;PL	N;INDF;FEM;PL
cardinaux	cardinali	cardinal	cardinal	N;MASC;PL	N;INDF;MASC;PL
locomotives	locomotive	locomotive	locomotiv	N;FEM;PL	N;INDF;FEM;PL
locomotives	locomotive	locomotive	locomotiv	N;FEM;PL	N;INDF;FEM;PL
expressions	frazele	expression	frază	N;FEM;PL	N;DEF;FEM;PL
expressions	fraze	expression	frază	N;FEM;PL	N;INDF;FEM;PL
expressions	expresii	expression	expresie	N;FEM;PL	N;INDF;FEM;PL
expressions	expresiile	expression	expresie	N;FEM;PL	N;DEF;FEM;PL
expressions	expresii	expression	expresie	N;FEM;PL	N;INDF;FEM;PL
tactique	tactic	tactique	tactic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
fondamentale	fundamentală	fondamental	fundamental	ADJ;FEM;SG	ADJ;INDF;FEM;SG
fondamentale	fundamental	fondamental	fundamental	ADJ;FEM;SG	ADJ;INDF;MASC;SG
originaux	originale	original	original	ADJ;MASC;PL	ADJ;INDF;FEM;PL
originaux	originali	original	original	ADJ;MASC;PL	ADJ;INDF;MASC;PL
originaux	originale	original	original	ADJ;MASC;PL	ADJ;INDF;FEM;PL
boeing	boeing	boeing	boeing	N;MASC;SG	N;INDF;MASC;SG
phrases	frazele	phrase	frază	N;FEM;PL	N;DEF;FEM;PL
phrases	fraze	phrase	frază	N;FEM;PL	N;INDF;FEM;PL
phrases	expresii	phrase	expresie	N;FEM;PL	N;INDF;FEM;PL
jambes	picioarele	jambe	picior	N;FEM;PL	N;DEF;FEM;PL
jambes	picioare	jambe	picior	N;FEM;PL	N;INDF;FEM;PL
transit	tranzitul	transit	tranzit	N;MASC;SG	N;DEF;MASC;SG
transit	tranzit	transit	tranzit	N;MASC;SG	N;INDF;MASC;SG
sensibilité	sensibilitate	sensibilité	sensibilitate	N;FEM;SG	N;INDF;FEM;SG
sensibilité	sensibilitatea	sensibilité	sensibilitate	N;FEM;SG	N;DEF;FEM;SG
épidémie	focar	épidémie	focar	N;FEM;SG	N;INDF;MASC;SG
épidémie	epidemie	épidémie	epidemie	N;FEM;SG	N;INDF;FEM;SG
épidémie	epidemie	épidémie	epidemie	N;FEM;SG	N;INDF;FEM;SG
épidémie	epidemia	épidémie	epidemie	N;FEM;SG	N;DEF;FEM;SG
soulèvement	revolta	soulèvement	revolta	N;MASC;SG	N;DEF;FEM;SG
soulèvement	răscoală	soulèvement	răscoală	N;MASC;SG	N;INDF;FEM;SG
soulèvement	revoltă	soulèvement	revolta	N;MASC;SG	N;INDF;FEM;SG
atomique	atomic	atomique	atomic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
atomique	atomică	atomique	atomic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
oreille	urechea	oreille	ureche	N;FEM;SG	N;DEF;FEM;SG
oreille	ureche	oreille	ureche	N;FEM;SG	N;INDF;FEM;SG
défenseurs	apărători	défenseur	apărător	N;MASC;PL	N;INDF;MASC;PL
défenseurs	apărătorii	défenseur	apărător	N;MASC;PL	N;DEF;MASC;PL
défenseurs	apărătorilor	défenseur	apărător	N;MASC;PL	N;DEF;MASC;PL
ambiance	atmosferă	ambiance	atmosferă	N;FEM;SG	N;INDF;FEM;SG
ambiance	atmosfera	ambiance	atmosferă	N;FEM;SG	N;DEF;FEM;SG
ambiance	dispozitie	ambiance	dispozitie	N;FEM;SG	N;INDF;FEM;SG
ambiance	ambiantă	ambiance	ambiant	N;FEM;SG	N;INDF;FEM;SG
opposer	opune	opposer	opune	V;NFIN	V;IND;SG;3;PRS;FIN
céréales	cereale	céréale	cereală	N;FEM;PL	N;INDF;FEM;PL
céréales	cerealele	céréale	cereală	N;FEM;PL	N;DEF;FEM;PL
céréales	cereale	céréale	cereală	N;FEM;PL	N;INDF;FEM;PL
pts	pts	pts	pts	N;MASC;SG	N;INDF;MASC
confirmer	confirmând	confirmer	confirma	V;NFIN	V;V.MSDR
confirmer	confirma	confirmer	confirma	V;NFIN	V;IND;SG;3;IPFV;FIN
confirmer	confirmă	confirmer	confirma	V;NFIN	V;IND;SG;3;PST;FIN
confirmer	confirm	confirmer	confirm	V;NFIN	V;IND;SG;1;PRS;FIN
diminuer	scade	diminuer	scădea	V;NFIN	V;IND;SG;3;PRS;FIN
coréenne	coreean	coréen	coreean	ADJ;FEM;SG	ADJ;INDF;MASC;SG
intermédiaires	intermediare	intermédiaire	intermediar	ADJ;MASC;PL	ADJ;INDF;FEM;PL
intermédiaires	intermediari	intermédiaire	intermediar	ADJ;MASC;PL	ADJ;INDF;MASC;PL
obstacles	bariere	obstacle	barieră	N;MASC;PL	N;INDF;FEM;PL
obstacles	barierele	obstacle	barieră	N;MASC;PL	N;DEF;FEM;PL
obstacles	obstacole	obstacle	obstacol	N;MASC;PL	N;INDF;FEM;PL
obstacles	obstacolele	obstacle	obstacol	N;MASC;PL	N;DEF;FEM;PL
rabat	rabat	rabat	rabat	N;MASC;SG	N;INDF;MASC;SG
habsbourg	habsburg	habsbourg	habsburg	N;MASC;SG	N;INDF;MASC;SG
sociologue	sociolog	sociologue	sociolog	N;MASC;SG	N;INDF;MASC;SG
anatomie	anatomie	anatomie	anatomie	N;FEM;SG	N;INDF;FEM;SG
anatomie	anatomia	anatomie	anatomie	N;FEM;SG	N;DEF;FEM;SG
occurrence	apariție	occurrence	apariție	N;FEM;SG	N;INDF;FEM;SG
rubrique	poziția	rubrique	poziție	N;FEM;SG	N;DEF;FEM;SG
pcf	ccp	pcf	ccp	N;MASC;SG	N
vérification	audit	vérification	audi	N;FEM;SG	N;INDF;MASC;SG
vérification	auditul	vérification	audit	N;FEM;SG	N;DEF;MASC;SG
vérification	verificarea	vérification	verificare	N;FEM;SG	N;DEF;FEM;SG
vérification	verificare	vérification	verificare	N;FEM;SG	N;INDF;FEM;SG
renouvellement	reînnoire	renouvellement	reînnoire	N;MASC;SG	N;INDF;FEM;SG
renouvellement	reînnoirea	renouvellement	reînnoire	N;MASC;SG	N;DEF;FEM;SG
corrèze	corrèze	corrèze	corra	N;FEM;SG	N;INDF;FEM;SG
plumes	penele	plume	penă	N;FEM;PL	N;DEF;FEM;PL
plumes	pene	plume	pană	N;FEM;PL	N;INDF;FEM;PL
entrepreneur	antreprenor	entrepreneur	antreprenor	N;MASC;SG	N;INDF;MASC;SG
entrepreneur	întreprinzător	entrepreneur	întreprinzător	N;MASC;SG	N;INDF;MASC;SG
entrepreneur	antreprenor	entrepreneur	antreprenor	N;MASC;SG	N;INDF;MASC;SG
entrepreneur	contractor	entrepreneur	contractor	N;MASC;SG	N;INDF;MASC;SG
municipaux	municipale	municipal	municipal	ADJ;MASC;PL	ADJ;INDF;FEM;PL
généalogie	genealogia	généalogie	genealogie	N;FEM;SG	N;DEF;FEM;SG
oricon	oricon	oricon	oricon	N;MASC;SG	N;INDF;MASC;SG
psychanalyse	psihanaliza	psychanalyse	psihanaliza	N;FEM;SG	N;DEF;FEM;SG
manœuvre	manevra	œuvre	manevra	N;FEM;SG	N;DEF;FEM;SG
manœuvre	manevră	œuvre	manevră	N;FEM;SG	N;INDF;FEM;SG
manœuvre	manevra	œuvre	manevra	N;FEM;SG	N;DEF;FEM;SG
manœuvre	manevră	œuvre	manevră	N;FEM;SG	N;INDF;FEM;SG
pompiers	pompieri	pompier	pompier	N;MASC;PL	N;INDF;MASC;PL
pompiers	pompierii	pompier	pompier	N;MASC;PL	N;DEF;MASC;PL
vagues	valuri	vague	val	N;FEM;PL	N;INDF;FEM;PL
vagues	valurile	vague	val	N;FEM;PL	N;DEF;FEM;PL
