and	oraz	and	oraz	CONJ	CONJ
simple	prosty	simple	prosty	ADJ	ADJ;NOM;MASC;SG
founder	założyciel	founder	założyciel	N;SG	N;NOM;MASC;SG
husband	mąż	husband	mąż	N;SG	N;NOM;MASC;SG
useful	użyteczny	useful	użyteczny	ADJ	ADJ;NOM;MASC;SG;POS;V.PTCP;PASS
useful	przydatne	useful	przydatny	ADJ	ADJ;NOM;NEUT;SG
useful	użyteczne	useful	użyteczny	ADJ	ADJ;NOM;NEUT;SG
useful	przydatny	useful	przydatny	ADJ	ADJ;NOM;MASC;SG
useful	przydatna	useful	przydatny	ADJ	ADJ;NOM;FEM;SG
technical	techniczne	technical	techniczny	ADJ	ADJ;NOM;NEUT;SG
technical	techniczny	technical	techniczny	ADJ	ADJ;NOM;MASC;SG
technical	techniczna	technical	techniczny	ADJ	ADJ;NOM;FEM;SG
necessary	niezbędny	necessary	niezbędny	ADJ	ADJ;NOM;MASC;SG
necessary	konieczny	necessary	konieczny	ADJ	ADJ;NOM;MASC;SG
necessary	konieczna	necessary	konieczny	ADJ	ADJ;NOM;FEM;SG
necessary	niezbędne	necessary	niezbędny	ADJ	ADJ;NOM;NEUT;SG
necessary	konieczne	necessary	konieczny	ADJ	ADJ;NOM;NEUT;SG
believed	uwierzyli	believe	uwierzyć	V;PST;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
believed	wierzył	believe	wierzyć	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
believed	wierzyli	believe	wierzyć	V;PST;V.PTCP	V;IPFV;MASC;IND;PL;PST;FIN;ACT
operated	operował	operate	operować	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mountains	góry	mountain	góra	N;PL	N;NOM;FEM;PL
importance	znaczenie	importance	znaczenie	N;SG	N;NOM;NEUT;SG
musicians	muzyków	musician	muzyk	N;PL	N;ACC;MASC;PL
musicians	muzycy	musician	muzyk	N;PL	N;NOM;MASC;PL
hotel	hotel	hotel	hotel	N;SG	N;NOM;MASC;SG
girls	dziewczyny	girl	dziewczyna	N;PL	N;NOM;FEM;PL
girls	dziewczynki	girl	dziewczynka	N;PL	N;NOM;FEM;PL
girls	dziewczęta	girl	dziewczę	N;PL	N;NOM;NEUT;PL
crew	ekipa	crew	ekipa	N;SG	N;NOM;FEM;SG
crew	załoga	crew	załoga	N;SG	N;NOM;FEM;SG
boy	chłopak	boy	chłopak	N;SG	N;NOM;MASC;SG
boy	chłopiec	boy	chłopiec	N;SG	N;NOM;MASC;SG
nation	narodu	nation	naród	N;SG	N;GEN;MASC;SG
nation	naród	nation	naród	N;SG	N;NOM;MASC;SG
defense	obronie	defense	obrona	N;SG	N;DAT;FEM;SG
defense	obrona	defense	obrona	N;SG	N;NOM;FEM;SG
champions	mistrzowie	champion	mistrz	N;PL	N;NOM;MASC;PL
champions	mistrzów	champion	mistrz	N;PL	N;ACC;MASC;PL
districts	dzielnice	district	dzielnica	N;PL	N;NOM;FEM;PL
districts	okręgi	district	okręga	N;PL	N;NOM;MASC;PL
districts	okręgów	district	okręg	N;PL	N;GEN;MASC;PL
faith	wiara	faith	wiara	N;SG	N;NOM;FEM;SG
faith	wiary	faith	wiara	N;SG	N;GEN;FEM;SG
faith	wiarę	faith	wiara	N;SG	N;ACC;FEM;SG
racing	wyścig	racing	wyścig	N;SG	N;NOM;MASC;SG
racing	ściganie	racing	ścigać	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
mainly	głownie	mainly	głownie	ADV	ADV
auto	auto	auto	auto	N;SG	N;NOM;NEUT;SG
swedish	szwedzki	swedish	szwedzki	ADJ	ADJ;NOM;MASC;SG
swedish	szwedzkie	swedish	szwedzki	ADJ	ADJ;NOM;NEUT;SG
swedish	szwedzka	swedish	szwedzko	ADJ	ADJ;NOM;FEM;SG
hot	gorące	hot	gorący	ADJ	ADJ;NOM;NEUT;SG
hot	gorąca	hot	gorący	ADJ	ADJ;NOM;FEM;SG
hot	gorący	hot	gorący	ADJ	ADJ;NOM;MASC;SG
entertainment	rozrywkę	entertainment	rozrywka	N;SG	N;ACC;FEM;SG
entertainment	rozrywka	entertainment	rozrywka	N;SG	N;NOM;FEM;SG
net	sieć	net	sieć	N;SG	N;NOM;FEM;SG
net	siatka	net	siatka	N;SG	N;NOM;FEM;SG
creation	tworzenie	creation	tworzyć	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
creation	tworzenia	creation	tworzyć	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
creation	utworzenie	creation	utworzenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
creation	stworzenie	creation	stworzenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
product	produkt	product	produkt	N;SG	N;ACC;MASC;SG
product	wyrób	product	wyrób	N;SG	N;NOM;MASC;SG
product	produktu	product	produkt	N;SG	N;GEN;MASC;SG
tower	wieża	tower	wieża	N;SG	N;NOM;FEM;SG
votes	głosy	vote	głos	N;PL	N;NOM;MASC;PL
votes	głosów	vote	głos	N;PL	N;GEN;MASC;PL
squadron	eskadra	squadron	eskadra	N;SG	N;NOM;FEM;SG
contemporary	nowoczesny	contemporary	nowoczesny	ADJ	ADJ;NOM;MASC;SG
focus	skupienie	focus	skupienie	N;SG	N;NOM;NEUT;SG
focus	koncentracja	focus	koncentracja	N;SG	N;NOM;FEM;SG
marriage	ślub	marriage	ślub	N;SG	N;NOM;MASC;SG
marriage	małżeństwo	marriage	małżeństwo	N;SG	N;NOM;NEUT;SG
marriage	małżeństwa	marriage	małżeństwo	N;SG	N;NOM;NEUT;SG
questions	pytania	question	pytanie	N;PL	N;NOM;NEUT;PL
questions	pytań	question	pytanie	N;PL	N;GEN;NEUT;PL
details	szczegóły	detail	szczegół	N;PL	N;NOM;MASC;PL
peace	pokoju	peace	pokój	N;SG	N;GEN;MASC;SG
peace	pokój	peace	pokój	N;SG	N;NOM;MASC;SG
analysis	analiza	analysis	analiza	N;SG	N;NOM;FEM;SG
winners	zwycięzców	winner	zwycięzca	N;PL	N;ACC;MASC;PL
winners	zwycięzcami	winner	zwycięzca	N;PL	N;INS;MASC;PL
poor	biedny	poor	biedny	ADJ	ADJ;NOM;MASC;SG
poor	biedne	poor	biedny	ADJ	ADJ;NOM;NEUT;SG
poor	biedna	poor	biedny	ADJ	ADJ;NOM;FEM;SG
grade	stopień	grade	stopień	N;SG	N;NOM;MASC;SG
grade	klasie	grade	klasa	N;SG	N;DAT;FEM;SG
judge	sędziego	judge	sędzia	N;SG	N;ACC;MASC;SG
judge	sędzia	judge	sędzia	N;SG	N;NOM;MASC;SG
electric	elektryczny	electric	elektryczny	ADJ	ADJ;NOM;MASC;SG
electric	elektryczne	electric	elektryczny	ADJ	ADJ;NOM;NEUT;SG
corporation	korporacji	corporation	korporacja	N;SG	N;GEN;FEM;SG
corporation	korporacja	corporation	korporacja	N;SG	N;NOM;FEM;SG
campus	kampusu	campus	kampus	N;SG	N;GEN;MASC;SG
campus	kampus	campus	kampus	N;SG	N;NOM;MASC;SG
campus	kampusie	campus	kampus	N;SG	N;ACC;MASC;SG
increase	zwiększenie	increase	zwiększyć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
increase	wzrost	increase	wzrost	N;SG	N;NOM;MASC;SG
summary	streszczenie	summary	streszczenie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
summary	zestawienie	summary	zestawienie	N;SG	N;NOM;NEUT;SG
summary	podsumowanie	summary	podsumowanie	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
remaining	pozostało	remain	pozostać	V;V.MSDR	V;PFV;NEUT;IND;SG;PST;FIN;ACT
remaining	pozostały	remain	pozostać	V;V.MSDR	V;PFV;FEM;IND;PL;PST;FIN;ACT
remaining	pozostała	remain	pozostać	V;V.MSDR	V;PFV;FEM;IND;SG;PST;FIN;ACT
statement	deklaracja	statement	deklaracja	N;SG	N;NOM;FEM;SG
statement	oświadczenie	statement	oświadczenie	N;SG	N;NOM;NEUT;SG
statement	oświadczenia	statement	oświadczenie	N;SG	N;NOM;NEUT;SG
statement	stwierdzenie	statement	stwierdzenie	N;SG	N;NOM;NEUT;SG
piano	pianinie	piano	pianino	N;SG	N;ACC;NEUT;SG
piano	fortepian	piano	fortepianin	N;SG	N;NOM;MASC;SG
piano	pianino	piano	pianino	N;SG	N;NOM;NEUT;SG
hour	godzina	hour	godzina	N;SG	N;NOM;FEM;SG
hour	godzinę	hour	godzina	N;SG	N;ACC;FEM;SG
resolution	rozdzielczość	resolution	rozdzielczość	N;SG	N;ACC;FEM;SG
resolution	rezolucja	resolution	rezolucja	N;SG	N;NOM;FEM;SG
resolution	rozdzielczości	resolution	rozdzielczość	N;SG	N;GEN;FEM;SG
resolution	rezolucji	resolution	rezolucja	N;SG	N;GEN;FEM;SG
concept	koncepcja	concept	koncepcja	N;SG	N;NOM;FEM;SG
concept	pojęcie	concept	pojęcie	N;SG	N;NOM;NEUT;SG
concept	koncepcji	concept	koncepcja	N;SG	N;GEN;FEM;SG
alternative	alternatywa	alternative	alternatywa	N;SG	N;NOM;FEM;SG
brothers	bracia	brother	brat	N;PL	N;NOM;MASC;PL
attacks	ataki	attack	atak	N;PL	N;NOM;MASC;PL
attacks	ataków	attack	atak	N;PL	N;GEN;MASC;PL
representatives	przedstawicieli	representative	przedstawiciel	N;PL	N;ACC;MASC;PL
representatives	reprezentantów	representative	reprezentant	N;PL	N;ACC;MASC;PL
representatives	przedstawiciele	representative	przedstawiciel	N;PL	N;NOM;MASC;PL
politicians	politycy	politician	polityk	N;PL	N;NOM;MASC;PL
politicians	polityków	politician	polityk	N;PL	N;ACC;MASC;PL
difficult	trudna	difficult	trudny	ADJ	ADJ;NOM;FEM;SG
difficult	trudny	difficult	trudny	ADJ	ADJ;NOM;MASC;SG
ability	zdolność	ability	zdolność	N;SG	N;NOM;FEM;SG
ability	umiejętność	ability	umiejętność	N;SG	N;NOM;FEM;SG
studied	badano	study	badać	V;PST;V.PTCP	V;IPFV;IND;0;PST;FIN;ACT
studied	studiował	study	studiować	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
host	gospodarza	host	gospodarz	N;SG	N;ACC;MASC;SG
host	organizator	host	organizator	N;SG	N;NOM;MASC;SG
host	gospodarz	host	gospodarz	N;SG	N;NOM;MASC;SG
wall	ściana	wall	ściana	N;SG	N;NOM;FEM;SG
wall	mur	wall	mur	N;SG	N;NOM;MASC;SG
wall	ścianie	wall	ściana	N;SG	N;DAT;FEM;SG
wall	tablica	wall	tablica	N;SG	N;NOM;FEM;SG
immediately	natychmiast	immediately	natychmiast	ADV	ADV
urban	miejskie	urban	miejski	ADJ	ADJ;NOM;NEUT;SG
urban	miejski	urban	miejski	ADJ	ADJ;NOM;MASC;SG
urban	miejskich	urban	miejski	ADJ	ADJ;GEN;MASC;PL
urban	miejska	urban	miejski	ADJ	ADJ;NOM;FEM;SG
marine	żołnierz	marine	żołnierz	N;SG	N;NOM;MASC;SG
physical	fizyczne	physical	fizyczny	ADJ	ADJ;NOM;NEUT;SG
physical	fizyczna	physical	fizyczny	ADJ	ADJ;NOM;FEM;SG
physical	fizyczny	physical	fizyczny	ADJ	ADJ;NOM;MASC;SG
troops	żołnierzy	troops	żołnierz	N;PL	N;ACC;MASC;PL
troops	oddziały	troops	oddział	N;PL	N;NOM;MASC;PL
interview	wywiad	interview	wywiad	N;SG	N;NOM;MASC;SG
interview	przesłuchanie	interview	przesłuchanie	N;SG	N;NOM;NEUT;SG
interview	rozmowa	interview	rozmowa	N;SG	N;NOM;FEM;SG
coming	przyjdzie	come	przyjść	V;V.MSDR	V;PFV;IND;SG;3;FUT;FIN;ACT
suggest	zaproponuj	suggest	zaproponować	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
suggest	zasugerować	suggest	zasugerować	V;IMP;FIN	V;PFV;NFIN;ACT
letter	list	letter	list	N;SG	N;NOM;MASC;SG
letter	pismo	letter	pismo	N;SG	N;NOM;NEUT;SG
letter	litera	letter	liter	N;SG	N;NOM;FEM;SG
gallery	galerii	gallery	galeria	N;SG	N;GEN;FEM;SG
follow	obserwuj	follow	obserwować	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
follow	śledź	follow	śledź	V;IMP;FIN	V;IPFV;IMP;SG;2;FIN;ACT
windows	okna	window	okno	N;PL	N;NOM;NEUT;PL
tree	drzewo	tree	drzewo	N;SG	N;NOM;NEUT;SG
tree	drzewko	tree	drzewko	N;SG	N;NOM;NEUT;SG
hits	trafień	hit	trafień	N;PL	N;GEN;NEUT;PL
protection	ochrona	protection	ochrona	N;SG	N;NOM;FEM;SG
relevant	istotna	relevant	istotny	ADJ	ADJ;NOM;FEM;SG
relevant	stosowne	relevant	stosowny	ADJ	ADJ;NOM;NEUT;SG
relevant	odpowiednich	relevant	odpowiedni	ADJ	ADJ;GEN;MASC;PL
count	hrabia	count	hrabia	N;SG	N;NOM;MASC;SG
situation	sytuacji	situation	sytuacja	N;SG	N;DAT;FEM;SG
situation	sytuacja	situation	sytuacja	N;SG	N;NOM;FEM;SG
reviews	przeglądy	review	przegląd	N;PL	N;NOM;MASC;PL
reviews	opinie	review	opinia	N;PL	N;NOM;FEM;PL
classical	klasycznego	classical	klasyczny	ADJ	ADJ;ACC;MASC;SG
classical	klasyczna	classical	klasyczny	ADJ	ADJ;NOM;FEM;SG
classical	klasyczny	classical	klasyczny	ADJ	ADJ;NOM;MASC;SG
classical	klasyczne	classical	klasyczny	ADJ	ADJ;NOM;NEUT;SG
lady	pani	lady	pani	N;SG	N;NOM;FEM;SG
reports	raporty	report	raport	N;PL	N;NOM;MASC;PL
reports	sprawozdania	report	sprawozdać	N;PL	N;NOM;NEUT;PL
reports	raportów	report	raport	N;PL	N;GEN;MASC;PL
influence	wpływ	influence	wpływ	N;SG	N;NOM;MASC;SG
address	adres	address	adres	N;SG	N;ACC;MASC;SG
linear	liniowe	linear	liniowy	ADJ	ADJ;NOM;NEUT;SG
consider	rozważ	consider	rozważ	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
machine	automat	machine	automat	N;SG	N;NOM;MASC;SG
machine	maszyna	machine	maszyna	N;SG	N;NOM;FEM;SG
domain	domena	domain	domen	N;SG	N;NOM;FEM;SG
domain	dziedzina	domain	dziedzina	N;SG	N;NOM;FEM;SG
elements	elementy	element	element	N;PL	N;NOM;MASC;PL
elements	pierwiastki	element	pierwiastek	N;PL	N;NOM;MASC;PL
types	typy	type	typ	N;PL	N;NOM;MASC;PL
types	rodzaje	type	rodzawać	N;PL	N;NOM;MASC;PL
serve	służyć	serve	służyć	V;IMP;FIN	V;IPFV;NFIN;ACT
ministry	ministerstwa	ministry	ministerstwo	N;SG	N;GEN;NEUT;SG
ministry	ministerstwo	ministry	ministerstwo	N;SG	N;NOM;NEUT;SG
blood	krew	blood	krew	N;SG	N;NOM;FEM;SG
distance	odległość	distance	odległość	N;SG	N;ACC;FEM;SG
distance	dystans	distance	dystans	N;SG	N;NOM;MASC;SG
distance	odległości	distance	odległość	N;SG	N;GEN;FEM;SG
bottom	dół	bottom	dół	N;SG	N;NOM;MASC;SG
giving	daje	give	dawać	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
boys	chłopcy	boy	chłopiec	N;PL	N;NOM;MASC;PL
boys	chłopaki	boy	chłopak	N;PL	N;NOM;MASC;PL
potential	potencjał	potential	potencjać	N;SG	N;ACC;MASC;SG
infantry	piechotę	infantry	piechota	N;SG	N;ACC;FEM;SG
infantry	piechota	infantry	piechoty	N;SG	N;NOM;FEM;SG
formerly	dawniej	formerly	dawno	ADV	ADV;CMPR
conflict	konfliktu	conflict	konflikt	N;SG	N;GEN;MASC;SG
conflict	konflikt	conflict	konflikt	N;SG	N;NOM;MASC;SG
workers	pracowników	worker	pracownik	N;PL	N;ACC;MASC;PL
workers	pracownicy	worker	pracownik	N;PL	N;NOM;MASC;PL
workers	robotnicy	worker	robotnik	N;PL	N;NOM;MASC;PL
helped	pomogły	help	pomóc	V;IND;PST;FIN	V;PFV;FEM;IND;PL;PST;FIN;ACT
helped	pomogło	help	pomóc	V;IND;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;ACT
helped	pomógł	help	pomóc	V;IND;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
nationality	obywatelstwo	nationality	obywatelstwo	N;SG	N;NOM;NEUT;SG
nationality	narodowość	nationality	narodowość	N;SG	N;NOM;FEM;SG
dispute	spór	dispute	spór	N;SG	N;NOM;MASC;SG
scene	scena	scene	scena	N;SG	N;NOM;FEM;SG
method	metoda	method	metoda	N;SG	N;NOM;FEM;SG
titles	tytułów	title	tytuł	N;PL	N;GEN;MASC;PL
titles	tytuły	title	tytuł	N;PL	N;NOM;MASC;PL
conditions	warunki	condition	warunki	N;PL	N;NOM;NEUT;PL
arms	ramiona	arm	ramię	N;PL	N;NOM;NEUT;PL
arms	ręce	arm	ręka	N;PL	N;NOM;FEM;PL
races	wyścigi	race	wyścig	N;PL	N;NOM;MASC;PL
races	ras	race	rasa	N;PL	N;GEN;MASC;PL
races	rasy	race	rasa	N;PL	N;ACC;FEM;PL
discovered	odkrył	discover	odkryć	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
discovered	odkryto	discover	odkryć	V;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
churches	kościoły	church	kościół	N;PL	N;NOM;MASC;PL
positive	pozytywna	positive	pozytywny	ADJ	ADJ;NOM;FEM;SG
positive	pozytywne	positive	pozytywny	ADJ	ADJ;NOM;NEUT;SG
positive	pozytywny	positive	pozytywny	ADJ	ADJ;NOM;MASC;SG
imperial	cesarska	imperial	cesarski	ADJ	ADJ;NOM;FEM;SG
ball	piłkę	ball	piłka	N;SG	N;ACC;FEM;SG
ball	piłka	ball	piłka	N;SG	N;NOM;FEM;SG
width	szerokość	width	szerokość	N;SG	N;NOM;FEM;SG
width	szerokości	width	szerokość	N;SG	N;GEN;FEM;SG
quickly	szybko	quickly	szybko	ADV	ADV
correct	poprawna	correct	poprawny	ADJ	ADJ;NOM;FEM;SG
correct	poprawny	correct	poprawny	ADJ	ADJ;NOM;MASC;SG
correct	poprawne	correct	poprawny	ADJ	ADJ;NOM;NEUT;SG
responsible	odpowiedzialny	responsible	odpowiedzialny	ADJ	ADJ;NOM;MASC;SG
responsible	odpowiedzialna	responsible	odpowiedzialny	ADJ	ADJ;NOM;FEM;SG
responsible	odpowiedzialne	responsible	odpowiedzialny	ADJ	ADJ;NOM;NEUT;SG
possibly	prawdopodobnie	possibly	prawdopodobnie	ADV	ADV
soldiers	żołnierzy	soldier	żołnierz	N;PL	N;ACC;MASC;PL
soldiers	żołnierze	soldier	żołnierz	N;PL	N;NOM;MASC;PL
examples	przykładów	example	przykład	N;PL	N;GEN;MASC;PL
examples	przykłady	example	przykład	N;PL	N;NOM;MASC;PL
genre	gatunek	genre	gatunek	N;SG	N;NOM;MASC;SG
fish	ryba	fish	ryba	N;SG	N;NOM;FEM;SG
fish	rybka	fish	rybka	N;SG	N;NOM;FEM;SG
effects	efekty	effect	efekt	N;PL	N;NOM;MASC;PL
effects	skutki	effect	skutek	N;PL	N;NOM;MASC;PL
gun	pistolet	gun	pistolet	N;SG	N;NOM;MASC;SG
check	sprawdź	check	sprawdzić	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
check	zaznacz	check	zaznaczyć	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
appearances	pozory	appearance	pozór	N;PL	N;ACC;MASC;PL
plans	planów	plan	plan	N;PL	N;GEN;MASC;PL
plans	plany	plan	plan	N;PL	N;NOM;MASC;PL
sign	znak	sign	znak	N;SG	N;NOM;MASC;SG
heritage	dziedzictwo	heritage	dziedzictwo	N;SG	N;NOM;NEUT;SG
heritage	dziedzictwa	heritage	dziedzictwo	N;SG	N;GEN;NEUT;SG
tag	znacznik	tag	znacznik	N;SG	N;NOM;MASC;SG
doctor	lekarz	doctor	lekarz	N;SG	N;NOM;MASC;SG
leaders	przywódców	leader	przywódca	N;PL	N;ACC;MASC;PL
leaders	liderów	leader	lider	N;PL	N;GEN;MASC;PL
leaders	liderzy	leader	lider	N;PL	N;NOM;MASC;PL
crime	przestępstwo	crime	przestępstwo	N;SG	N;NOM;NEUT;SG
crime	przestępczość	crime	przestępczość	N;SG	N;NOM;FEM;SG
crime	przestępstwa	crime	przestępstwo	N;SG	N;NOM;NEUT;SG
crime	zbrodnie	crime	zbrodnie	N;SG	N;NOM;FEM;SG
crime	zbrodnia	crime	zbrodnia	N;SG	N;NOM;FEM;SG
liberal	liberalne	liberal	liberalny	ADJ	ADJ;NOM;NEUT;SG
stand	stać	stand	stać	V;IMP;FIN	V;IPFV;NFIN;ACT
publishing	wydawnictwo	publish	wydawnictwo	N;SG	N;NOM;NEUT;SG
publishing	publikacja	publish	publikacja	N;SG	N;NOM;FEM;SG
publishing	wydawnictwa	publish	wydawnictwo	N;SG	N;NOM;NEUT;SG
publishing	publikowania	publish	publikowanie	N;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
publishing	publikowanie	publish	publikowanie	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
industrial	przemysłowy	industrial	przemysłowy	ADJ	ADJ;NOM;MASC;SG
industrial	przemysłowych	industrial	przemysłowy	ADJ	ADJ;GEN;MASC;PL
industrial	przemysłowe	industrial	przemysłowy	ADJ	ADJ;NOM;NEUT;SG
answer	odpowiedź	answer	odpowiedź	N;SG	N;NOM;FEM;SG
split	podział	split	podziać	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
split	podziel	split	podziel	V;V.PTCP	V;PFV;IMP;SG;2;FIN;ACT
sex	płeć	sex	płeć	N;SG	N;NOM;FEM;SG
sex	seksu	sex	seks	N;SG	N;GEN;MASC;SG
sex	seks	sex	seks	N;SG	N;NOM;MASC;SG
acting	stanowiąc	act	stanowić	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
rail	kolej	rail	kolej	N;SG	N;NOM;FEM;SG
rail	szyny	rail	szyna	N;SG	N;ACC;FEM;SG
premier	premiera	premier	premier	N;SG	N;ACC;MASC;SG
approach	podejście	approach	podejść	N;SG	N;NOM;NEUT;SG
approach	podejścia	approach	podejść	N;SG	N;GEN;NEUT;SG
sentence	wyrok	sentence	wyrok	N;SG	N;NOM;MASC;SG
sentence	zdanie	sentence	zdanie	N;SG	N;NOM;NEUT;SG
root	korzenie	root	korzenie	N;SG	N;NOM;NEUT;SG
root	korzeń	root	korzeń	N;SG	N;NOM;MASC;SG
root	pierwiastek	root	pierwiastka	N;SG	N;NOM;MASC;SG
standards	standardy	standard	standard	N;PL	N;NOM;MASC;PL
comics	komiksów	comic	komiks	N;PL	N;GEN;MASC;PL
comics	komiksy	comic	komiks	N;PL	N;NOM;MASC;PL
earned	zarobił	earn	zarobić	V;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
specifically	konkretnie	specifically	konkretnie	ADV	ADV
specifically	specjalnie	specifically	specjalnie	ADV	ADV
horse	konia	horse	koń	N;SG	N;ACC;MASC;SG
horse	koń	horse	koń	N;SG	N;NOM;MASC;SG
horse	koniu	horse	koń	N;SG	N;ACC;MASC;SG
contributions	składki	contribution	składka	N;PL	N;NOM;FEM;PL
contributions	składek	contribution	składka	N;PL	N;ACC;FEM;PL
contributions	wkłady	contribution	wkład	N;PL	N;NOM;MASC;PL
carried	niósł	carry	nieść	V;IND;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
lieutenant	porucznik	lieutenant	porucznik	N;SG	N;NOM;MASC;SG
wood	drewno	wood	drewno	N;SG	N;NOM;NEUT;SG
plants	rośliny	plant	roślina	N;PL	N;ACC;FEM;PL
initial	początkowy	initial	początkowy	ADJ	ADJ;NOM;MASC;SG
initial	wstępne	initial	wstępny	ADJ	ADJ;NOM;NEUT;SG
initial	początkowe	initial	początkowy	ADJ	ADJ;NOM;NEUT;SG
initial	początkowa	initial	początkowy	ADJ	ADJ;NOM;FEM;SG
origin	pochodzenia	origin	pochodzić	N;SG	N;GEN;NEUT;SG
origin	pochodzenie	origin	pochodzenie	N;SG	N;NOM;NEUT;SG
environment	środowiska	environment	środowisko	N;SG	N;NOM;NEUT;SG
environment	środowisko	environment	środowisko	N;SG	N;NOM;NEUT;SG
environment	otoczenie	environment	otoczyć	N;SG	N;NOM;NEUT;SG
pretty	całkiem	pretty	całkiem	ADV	ADV
rank	stopień	rank	stopień	N;SG	N;NOM;MASC;SG
bus	autobusem	bus	autobus	N;SG	N;INS;MASC;SG
bus	autobus	bus	autobus	N;SG	N;NOM;MASC;SG
gas	gaz	gas	gaz	N;SG	N;NOM;MASC;SG
direction	kierunku	direction	kierunek	N;SG	N;GEN;MASC;SG
direction	kierunek	direction	kierunek	N;SG	N;NOM;MASC;SG
guide	przewodniku	guide	przewodnik	N;SG	N;DAT;MASC;SG
guide	poradnik	guide	poradnik	N;SG	N;NOM;MASC;SG
guide	przewodnikiem	guide	przewodnik	N;SG	N;INS;MASC;SG
guide	przewodnika	guide	przewodnik	N;SG	N;ACC;MASC;SG
guide	przewodnik	guide	przewodnik	N;SG	N;NOM;MASC;SG
resources	zasoby	resource	zasóba	N;PL	N;NOM;MASC;PL
resources	zasobów	resource	zasób	N;PL	N;GEN;MASC;PL
resources	środki	resource	środek	N;PL	N;NOM;MASC;PL
affairs	romanse	affair	romans	N;PL	N;NOM;MASC;PL
affairs	spraw	affair	sprawa	N;PL	N;GEN;FEM;PL
animals	zwierząt	animal	zwierzę	N;PL	N;GEN;NEUT;PL
animals	zwierzęta	animal	zwierzę	N;PL	N;NOM;NEUT;PL
activity	aktywność	activity	aktywność	N;SG	N;NOM;FEM;SG
activity	działalności	activity	działalność	N;SG	N;GEN;FEM;SG
activity	czynność	activity	czynność	N;SG	N;NOM;FEM;SG
activity	działalność	activity	działalność	N;SG	N;NOM;FEM;SG
activity	aktywności	activity	aktywność	N;SG	N;GEN;FEM;SG
levels	poziomy	level	poziom	N;PL	N;NOM;MASC;PL
levels	poziomów	level	poziom	N;PL	N;GEN;MASC;PL
composer	kompozytor	composer	kompozytor	N;SG	N;NOM;MASC;SG
composer	edytor	composer	edytor	N;SG	N;NOM;MASC;SG
remove	usuń	remove	usiń	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
remove	usunąć	remove	usunąć	V;IMP;FIN	V;PFV;NFIN;ACT
agency	agencji	agency	agencja	N;SG	N;GEN;FEM;SG
agency	agencję	agency	agencja	N;SG	N;ACC;FEM;SG
agency	agencja	agency	agencja	N;SG	N;NOM;FEM;SG
reserve	rezerwa	reserve	rezerwa	N;SG	N;NOM;FEM;SG
reserve	rezerwat	reserve	rezerwat	N;SG	N;NOM;MASC;SG
reserve	rezerwę	reserve	rezerwa	N;SG	N;ACC;FEM;SG
weight	ciężar	weight	ciężar	N;SG	N;NOM;MASC;SG
weight	wagi	weight	waga	N;SG	N;ACC;FEM;SG
ask	pytaj	ask	pytać	V;IMP;FIN	V;IPFV;IMP;SG;2;FIN;ACT
ask	zapytaj	ask	zapytać	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
ask	poproś	ask	poproś	V;IMP;FIN	V;PFV;IMP;SG;2;FIN;ACT
fighting	walka	fighting	walka	N;SG	N;NOM;FEM;SG
fighting	walki	fighting	walka	N;SG	N;ACC;FEM;SG
treatment	traktowanie	treatment	traktować	N;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
treatment	leczenie	treatment	leczenie	N;SG	N;NOM;NEUT;SG
