من	từ	مِن	từ	ADP	ADP
النمر	cọp	نَمَر	cọp	N;NOM;DEF;SG	N
النمر	hổ	نَمَر	hổ	N;NOM;DEF;SG	N
النمر	báo	نَمَر	báo	N;NOM;DEF;SG	N
النمر	panther	نَمَر	panther	N;NOM;DEF;SG	N
التدفق	màng	تَدَفُّق	màng	N;NOM;DEF;SG	N
التدفق	flow	تَدَفُّق	flow	N;NOM;DEF;SG	N
اعتمدت	nuôi	اِعتَمَد	nuôi	V;PFV;FEM;SG;3;ACT	V
بوصة	inch	بُوصَة	inch	N;NOM;INDF;SG	N
بوصة	cm	بُوصَة	cm	N;NOM;INDF;SG	N
سيئة	xấu	سَيِّئ	xấu	ADJ;NOM;INDF;FEM;SG	ADJ
سيئة	kém	سَيِّئ	kém	ADJ;NOM;INDF;FEM;SG	ADJ
الجدران	tường	جِدَار	tường	N;NOM;DEF;PL	N
الانضمام	accession	اِنضِمَام	accession	N;NOM;DEF;SG	N
عينة	mẫu	عَيِّنَة	mẫu	N;NOM;INDF;SG	N
النحل	ong	نَحل	ong	N;NOM;DEF;SG	N
النحل	ong	نَحل	ong	N;NOM;DEF;SG	N
غابة	rừng	غَابَة	rừng	N;NOM;INDF;SG	N
غابة	rừng	غَابَة	rừng	N;NOM;INDF;SG	N
غابة	jungle	غَابَة	jungle	N;NOM;INDF;SG	N
المطر	rain	مُطرَة	rain	N;NOM;DEF;SG	N
المطر	mưa	مُطرَة	mưa	N;NOM;DEF;SG	N
ذراع	tay	ذِرَاع	tay	N;NOM;INDF;SG	N
ناتج	xuất	نَاتِج	xuất	N;NOM;INDF;SG	N
عملة	xu	عُملَة	xu	N;NOM;INDF;SG	N
المعجم	lexicon	مُعجِم	lexicon	N;NOM;DEF;SG	N
الفروع	cành	فَرع	cành	N;NOM;DEF;PL	N
رؤوس	đầu	رَأس	đầu	N;NOM;INDF;PL	N
حافة	mép	حَافّ	mép	N;NOM;INDF;SG	N
حافة	cạnh	حَافّ	cạnh	N;NOM;INDF;SG	N
اتباع	minions	اِتِّبَاع	minions	N;NOM;INDF;SG	N
مبكرة	sớm	مُبَكِّر	sớm	ADJ;NOM;INDF;FEM;SG	ADJ
سمعت	nghe	سَمَع	nghe	V;PFV;FEM;SG;3;ACT	V
لتر	lít	لِتر	lít	N;NOM;INDF;SG	N
المجرات	galaxies	مَجرَة	galaxies	N;NOM;DEF;PL	N
القدرات	năng	قُدرَة	năng	N;NOM;DEF;PL	N
كلب	chó	كُلب	chó	N;NOM;INDF;SG	N
الفك	hàm	فِكّ	hàm	N;NOM;DEF;SG	N
قنبلة	bomb	قُنبُلَة	bomb	N;NOM;INDF;SG	N
قنبلة	bom	قُنبُلَة	bom	N;NOM;INDF;SG	N
استعمل	dùng	اِستَعمَل	dùng	V;PFV;MASC;SG;3;ACT	V
استعمل	phơi	اِستَعمَل	phơi	V;PFV;MASC;SG;3;ACT	V
الحجارة	đá	حَجَّارَة	đá	N;NOM;DEF;SG	N
الراديو	đài	رَادِيُو	đài	N;NOM;DEF;SG	N
الكلب	chó	كُلب	chó	N;NOM;DEF;SG	N
الساعات	tiếng	سَاعَة	tiếng	N;NOM;DEF;PL	N
الساعات	giờ	سَاعَة	giờ	N;NOM;DEF;PL	N
الفصول	chương	فَصل	chương	N;NOM;DEF;PL	N
الفصول	hạng	فَصل	hạng	N;NOM;DEF;PL	N
الفصول	mùa	فَصل	mùa	N;NOM;DEF;PL	N
ممر	lang	مَمَرّ	lang	N;NOM;INDF;SG	N
الجرعة	liều	جُرعَة	liều	N;NOM;DEF;SG	N
لشبونة	lisbon	لشبونة	lisbon	N;NOM;INDF;SG	N
جنوبا	nam	جَنُوب	nam	N;ACC;INDF;SG	N
القيامة	resurrection	قِيَامَة	resurrection	N;NOM;DEF;SG	N
ذيل	đuôi	ذَيل	đuôi	N;NOM;INDF;SG	N
الزهور	hoa	زَهر	hoa	N;NOM;DEF;SG	N
حزمة	gói	حُزمَة	gói	N;NOM;INDF;SG	N
حزمة	gói	حُزمَة	gói	N;NOM;INDF;SG	N
حزمة	gói	حُزمَة	gói	N;NOM;INDF;SG	N
الكلاب	chó	كَلَاب	chó	N;NOM;DEF;PL	N
تربة	đất	تَربَة	đất	N;NOM;INDF;SG	N
رائحة	mùi	رَائِحَة	mùi	N;NOM;INDF;SG	N
غطاء	che	غِطَاء	che	N;NOM;INDF;SG	N
غابات	rừng	غَابَة	rừng	N;NOM;INDF;PL	N
غابات	rừng	غَابَة	rừng	N;NOM;INDF;PL	N
غابات	rừng	غَابَة	rừng	N;NOM;INDF;PL	N
معادن	khoáng	مَعدِن	khoáng	N;NOM;INDF;PL	N
الذكرى	ức	ذِكرَى	ức	N;NOM;DEF;SG	N
البديل	alternative	بَدِيل	alternative	N;NOM;DEF;SG	N
التاج	vương	تَاج	vương	N;NOM;DEF;SG	N
بات	vỗ	بَات	vỗ	V;PFV;MASC;SG;3;ACT	V
الجريدة	báo	جَرِيد	báo	N;NOM;DEF;SG	N
تسويق	marketing	تَسوِيق	marketing	N;NOM;INDF;SG	N
صف	hạng	صَفّ	hạng	N;NOM;INDF;SG	N
صف	lớp	صَفّ	lớp	N;NOM;INDF;SG	N
صف	hàng	صَفّ	hàng	N;NOM;INDF;SG	N
النشيد	ca	نَشِيد	ca	N;NOM;DEF;SG	N
الراحة	comfort	رَاحَة	comfort	N;NOM;DEF;SG	N
المزارع	quê	مَزرَعَة	quê	N;NOM;DEF;PL	N
القيصر	ceasar	قَيصَر	ceasar	N;NOM;DEF;SG	N
القيصر	caesar	قَيصَر	caesar	N;NOM;DEF;SG	N
استخراج	trekking	اِستِخرَاج	trekking	N;NOM;INDF;SG	N
المجرة	galaxy	مَجرَة	galaxy	N;NOM;DEF;SG	N
الغطاء	che	غِطَاء	che	N;NOM;DEF;SG	N
الخيمة	lều	خِيمَة	lều	N;NOM;DEF;SG	N
يحتل	chiếm	اِحتَلّ	chiếm	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
الشر	ác	شَرّ	ác	N;NOM;DEF;SG	N
العينة	mẫu	عَينَة	mẫu	N;NOM;DEF;SG	N
مزارع	quê	مَزرَعَة	quê	N;NOM;INDF;PL	N
المجد	vinh	مَجد	vinh	N;NOM;DEF;SG	N
السهول	plains	سُهُول	plains	N;NOM;DEF;PL	N
كهرباء	điện	كَهرَبَاء	điện	N;NOM;INDF;SG	N
المدفعية	pháo	مَدفَعِيّ	pháo	N;NOM;DEF;SG	N
اللحوم	thịt	لَحم	thịt	N;NOM;DEF;PL	N
عقوبة	penalty	عُقُوبَة	penalty	N;NOM;INDF;SG	N
عقوبة	phạt	عُقُوبَة	phạt	N;NOM;INDF;SG	N
البلجيكي	bỉ	بِلجِيكِيّ	bỉ	N;NOM;DEF;SG	N
قلوب	nhép	قَلب	nhép	N;NOM;INDF;PL	N
قلوب	cơ	قَلب	cơ	N;NOM;INDF;PL	N
الطين	bùn	طِين	bùn	N;NOM;DEF;SG	N
نقول	nói	قَال	nói	V;IPFV;MASC;IND;PL;1;FIN;ACT	V
عملات	xu	عُملَة	xu	N;NOM;INDF;PL	N
ثقب	hố	ثَقب	hố	N;NOM;INDF;SG	N
استقال	thoát	اِستَقَال	thoát	V;PFV;MASC;SG;3;ACT	V
حقائق	sự	حَقِيقَة	sự	N;NOM;INDF;PL	N
محاكاة	mô	مُحَاكَاة	mô	N;NOM;INDF;SG	N
المرتفعات	highlands	مُرتَفِع	highlands	N;NOM;DEF;PL	N
محلات	shop	مَحَلّ	shop	N;NOM;INDF;PL	N
الشعبة	division	شُعبَة	division	N;NOM;DEF;SG	N
عاصفة	bão	عَاصِفَة	bão	N;NOM;INDF;SG	N
كشفت	lộ	كَشَف	lộ	V;PFV;FEM;SG;3;ACT	V
المحطات	trạm	مَحَطَّة	trạm	N;NOM;DEF;PL	N
الصلاحيات	quyền	صَلَاحِيَّة	quyền	N;NOM;DEF;PL	N
الحزم	gói	حِزم	gói	N;NOM;DEF;SG	N
كيلومترات	km	كِيلُومِتر	km	N;NOM;INDF;PL	N
التوراة	torah	تَوَرَّاة	torah	N;NOM;DEF;SG	N
عربة	xe	عَرَبَة	xe	N;NOM;INDF;SG	N
حلم	mơ	حُلم	mơ	N;NOM;INDF;SG	N
حلم	dream	حُلم	dream	N;NOM;INDF;SG	N
البلاط	ngói	بَلَاط	ngói	N;NOM;DEF;SG	N
زرع	implant	زَرع	implant	N;NOM;INDF;SG	N
السحب	mây	سَحب	mây	N;NOM;DEF;SG	N
قاع	dưới	قَاع	dưới	N;NOM;INDF;SG	N
قاع	bậc	قَاع	bậc	N;NOM;INDF;SG	N
قاع	đáy	قَاع	đáy	N;NOM;INDF;SG	N
جسيمات	hạt	جَسِيم	hạt	N;NOM;INDF;PL	N
جسيمات	hạt	جَسِيم	hạt	N;NOM;INDF;PL	N
معدن	khoáng	مَعدِن	khoáng	N;NOM;INDF;SG	N
الفوائد	lợi	فَائِدَة	lợi	N;NOM;DEF;PL	N
ملتقى	confluence	مُلتَقَى	confluence	N;NOM;INDF;SG	N
ملتقى	junction	مُلتَقَى	junction	N;NOM;INDF;SG	N
الفوضى	chaos	فَوضَى	chaos	N;NOM;DEF;SG	N
اللوحات	tranh	لَوحَة	tranh	N;NOM;DEF;PL	N
الخيول	ngựa	خَيل	ngựa	N;NOM;DEF;PL	N
المذاهب	doctrines	مَذهَب	doctrines	N;NOM;DEF;PL	N
العود	stick	عَود	stick	N;NOM;DEF;SG	N
صعب	cứng	صَعب	cứng	ADJ;NOM;INDF;MASC;SG	ADJ
صعب	khó	صَعب	khó	ADJ;NOM;INDF;MASC;SG	ADJ
صعب	khổ	صَعب	khổ	ADJ;NOM;INDF;MASC;SG	ADJ
صعب	đắng	صَعب	đắng	ADJ;NOM;INDF;MASC;SG	ADJ
صعب	khó	صَعب	khó	ADJ;NOM;INDF;MASC;SG	ADJ
المفتاح	khóa	مُفتَاح	khóa	N;NOM;DEF;SG	N
المفتاح	phím	مُفتَاح	phím	N;NOM;DEF;SG	N
العملات	xu	عُملَة	xu	N;NOM;DEF;PL	N
استطلاع	reconnaissance	اِستِطلَاع	reconnaissance	N;NOM;INDF;SG	N
صحافة	bào	صَحَافَة	bào	N;NOM;INDF;SG	N
صحافة	ấn	صَحَافَة	ấn	N;NOM;INDF;SG	N
الملاكمة	boxing	مُلَاكَمَة	boxing	N;NOM;DEF;SG	N
وعد	hứa	وَعَد	hứa	V;PFV;MASC;SG;3;ACT	V
سلك	dây	سٰلِكَ	dây	N;NOM;INDF;SG	N
الرائدة	pioneer	رَائِدَة	pioneer	N;NOM;DEF;SG	N
مدونة	blog	مُدَوَّنَة	blog	N;NOM;INDF;SG	N
الدمام	dammam	دَمَّام	dammam	N;NOM;DEF;SG	N
جسور	cầu	جِسر	cầu	N;NOM;INDF;PL	N
البلازما	plasma	البلازما	plasma	N;NOM;DEF;SG	N
رياح	gió	رِيح	gió	N;NOM;INDF;PL	N
رياح	gió	رِيح	gió	N;NOM;INDF;PL	N
طعام	mat	طَعَام	mat	N;NOM;INDF;SG	N
السر	mật	سُرّ	mật	N;NOM;DEF;SG	N
السر	bí	سُرّ	bí	N;NOM;DEF;SG	N
خطي	tuyến	خَطِّيّ	tuyến	N;NOM;INDF;SG	N
الشرب	nhậu	شُرب	nhậu	N;NOM;DEF;SG	N
التوجيه	hướng	تَوجِيه	hướng	N;NOM;DEF;SG	N
البدو	bedouin	بَدَوِيّ	bedouin	N;NOM;DEF;PL	N
الماشية	bò	مَاشِيَة	bò	N;NOM;DEF;SG	N
السجلات	records	سِجِلّ	records	N;NOM;DEF;PL	N
التلال	đồi	تَلَال	đồi	N;NOM;DEF;PL	N
التقدير	appreciation	تَقدِير	appreciation	N;NOM;DEF;SG	N
عقدة	node	عقدة	node	N;NOM;INDF;SG	N
عقدة	nút	عقدة	nút	N;NOM;INDF;SG	N
عقدة	gút	عقدة	gút	N;NOM;INDF;SG	N
عقدة	knot	عقدة	knot	N;NOM;INDF;SG	N
الليزر	laser	لِيزِر	laser	N;NOM;DEF;SG	N
الليزر	laze	لِيزِر	laze	N;NOM;DEF;SG	N
الليزر	laser	لِيزِر	laser	N;NOM;DEF;SG	N
الثمن	giá	ثَمَن	giá	N;NOM;DEF;SG	N
الركن	góc	الركن	góc	N;NOM;DEF;SG	N
سوسة	susa	سُوسَة	susa	N;NOM;INDF;SG	N
كلاب	chó	كَلَاب	chó	N;NOM;INDF;PL	N
الكرسي	ghế	كُرسِيّ	ghế	N;NOM;DEF;SG	N
الكرسي	lí	كُرسِيّ	lí	N;NOM;DEF;SG	N
حاجز	đệm	حَاجِز	đệm	N;NOM;INDF;SG	N
حاجز	barrier	حَاجِز	barrier	N;NOM;INDF;SG	N
عميق	sâu	عَمِيق	sâu	ADJ;NOM;INDF;MASC;SG	ADJ
اغسطس	augustus	أَغُسطُس	augustus	N;GEN;INDF;SG	N
ميثاق	compact	مِيثَاق	compact	N;NOM;INDF;SG	N
الامير	hoàng	أَمِير	hoàng	N;NOM;DEF;SG	N
الامير	prince	أَمِير	prince	N;NOM;DEF;SG	N
طويلا	lâu	طَوِيل	lâu	ADJ;ACC;INDF;MASC;SG	ADJ
طويلا	dài	طَوِيل	dài	ADJ;ACC;INDF;MASC;SG	ADJ
الامن	ninh	أَمن	ninh	N;NOM;DEF;SG	N
شباك	lưới	شِبَاك	lưới	N;NOM;INDF;SG	N
شباك	web	شِبَاك	web	N;NOM;INDF;SG	N
سمكة	cá	سُمكَة	cá	N;NOM;INDF;SG	N
قريبا	sớm	قَرِيب	sớm	ADJ;ACC;INDF;MASC;SG	ADJ
نخبة	elite	نُخبَة	elite	N;NOM;INDF;SG	N
النخبة	elite	نُخبَة	elite	N;NOM;DEF;SG	N
فولت	volt	فَوَّل	volt	N;NOM;INDF;SG	N
فولت	vôn	فَوَّل	vôn	N;NOM;INDF;SG	N
فولت	volt	فَوَّل	volt	N;NOM;INDF;SG	N
فولت	vôn	فَوَّل	vôn	N;NOM;INDF;SG	N
الطيف	spectrum	طَيف	spectrum	N;NOM;DEF;SG	N
الدرع	shield	دَرع	shield	N;NOM;DEF;SG	N
الدرع	khiên	دَرع	khiên	N;NOM;DEF;SG	N
كسب	giành	كَسب	giành	V;PFV;MASC;SG;3;ACT	V
الحاجز	barrier	حَاجِز	barrier	N;NOM;DEF;SG	N
اجتمع	trúng	اِجتَمَع	trúng	V;PFV;MASC;SG;3;ACT	V
اللبن	yogurt	اللبن	yogurt	N;NOM;DEF;SG	N
اللبن	sữa	اللبن	sữa	N;NOM;DEF;SG	N
الريح	gió	رَيح	gió	N;NOM;DEF;SG	N
العقوبات	phạt	عُقُوبَة	phạt	N;NOM;DEF;PL	N
تغذية	feed	تَغذِيَة	feed	N;NOM;INDF;SG	N
الغرف	phòng	غُرفَة	phòng	N;NOM;DEF;PL	N
حفلة	đảng	حَفلَة	đảng	N;NOM;INDF;SG	N
حفلة	tiệc	حَفلَة	tiệc	N;NOM;INDF;SG	N
الدرجات	dục	دَرَجَة	dục	N;NOM;DEF;PL	N
مدرس	thầy	مُدَرِّس	thầy	N;NOM;INDF;SG	N
الحقول	fields	حَقل	fields	N;NOM;DEF;PL	N
الحقول	trường	حَقل	trường	N;NOM;DEF;PL	N
غربا	tây	غَرب	tây	N;ACC;INDF;SG	N
مفاتيح	phím	مِفتَاح	phím	N;NOM;INDF;PL	N
الجد	nội	جِدّ	nội	N;NOM;DEF;SG	N
الجد	nội	جِدّ	nội	N;NOM;DEF;SG	N
انواع	loại	نَوع	loại	N;NOM;INDF;PL	N
بطاقات	bài	بِطَاقَة	bài	N;NOM;INDF;PL	N
بطاقات	thẻ	بِطَاقَة	thẻ	N;NOM;INDF;PL	N
المجموع	tổng	مَجمُوع	tổng	N;NOM;DEF;SG	N
التل	đồi	تَلّ	đồi	N;NOM;DEF;SG	N
الذراع	tay	ذِرَاع	tay	N;NOM;DEF;SG	N
رقيقة	mỏng	رَقِيقَة	mỏng	ADJ;NOM;INDF;FEM;SG	ADJ
رقيقة	gầy	رَقِيقَة	gầy	ADJ;NOM;INDF;FEM;SG	ADJ
ثروة	fortune	ثَروَة	fortune	N;NOM;INDF;SG	N
اللهجات	dialects	لَهجَة	dialects	N;NOM;DEF;PL	N
شعارات	logo	شِعَار	logo	N;NOM;INDF;PL	N
السمع	thính	سَمعَة	thính	N;NOM;DEF;SG	N
الهزيمة	đảnh	هَزِيمَة	đảnh	N;NOM;DEF;SG	N
الحبل	dây	حَبل	dây	N;NOM;DEF;SG	N
الدب	gấu	دَبّ	gấu	N;NOM;DEF;SG	N
حجرة	phòng	حُجرَة	phòng	N;NOM;INDF;SG	N
غشاء	veneer	غِشَاء	veneer	N;NOM;INDF;SG	N
ملحمة	huyền	مَلحَمَة	huyền	N;NOM;INDF;SG	N
الاعتداء	assault	اِعتِدَاء	assault	N;NOM;DEF;SG	N
نافذة	sổ	نَافِذ	sổ	N;NOM;INDF;SG	N
الصدمة	sốc	صَدمَة	sốc	N;NOM;DEF;SG	N
المسافرين	travellers	مُسَافِر	travellers	N;NOM;DEF;PL	N
البني	nâu	بَنِّيّ	nâu	N;NOM;DEF;SG	N
الرمل	bi	رَمل	bi	N;NOM;DEF;SG	N
الرمل	cát	رَمل	cát	N;NOM;DEF;SG	N
القاعة	lang	قَاعَة	lang	N;NOM;DEF;SG	N
القاعة	sảnh	قَاعَة	sảnh	N;NOM;DEF;SG	N
المميز	chê	مُمَيَّز	chê	ADJ;NOM;DEF;MASC;SG	ADJ
القنابل	bom	قُنبُلَة	bom	N;NOM;DEF;PL	N
ينمو	trồng	نَمَا	trồng	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
ينمو	mọc	نَمَا	mọc	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
ينمو	mọc	نَمَا	mọc	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
البيانو	piano	بِيَانُو	piano	N;NOM;DEF;SG	N
تلمسان	tlemcen	تَلَمَّس	tlemcen	V;IPFV;FEM;IND;DU;3;FIN;ACT	V
المتحدث	loa	مُتَحَدِّث	loa	N;NOM;DEF;SG	N
التخلي	abandonment	تَخَلِّي	abandonment	N;NOM;DEF;SG	N
التعادل	nơ	تَعَادُل	nơ	N;NOM;DEF;SG	N
شمل	gồm	شَمِل	gồm	V;PFV;MASC;SG;3;ACT	V
شمل	kèm	شَمِل	kèm	V;PFV;MASC;SG;3;ACT	V
الترفيه	entertainment	تَرفِيه	entertainment	N;NOM;DEF;SG	N
الملائكة	angels	مُلَائَكَة	angels	N;NOM;DEF;SG	N
كارثة	họa	كَارِثَة	họa	N;NOM;INDF;SG	N
عميقة	sâu	عَمِيق	sâu	ADJ;NOM;INDF;FEM;SG	ADJ
الكريمة	kem	كَرِيم	kem	N;NOM;DEF;SG	N
فهرس	index	فهرس	index	N;NOM;INDF;SG	N
دماء	máu	دَم	máu	N;NOM;INDF;PL	N
دماء	huyết	دَم	huyết	N;NOM;INDF;PL	N
المفاتيح	phím	مُفَاتِيح	phím	N;NOM;DEF;PL	N
الناصرة	nazareth	نَاصِرَة	nazareth	N;NOM;DEF;SG	N
اختراق	hack	اِختِرَاق	hack	N;NOM;INDF;SG	N
شق	rạch	شَقّ	rạch	N;NOM;INDF;SG	N
شق	đê	شَقّ	đê	N;NOM;INDF;SG	N
حدد	chọn	حَدَّد	chọn	V;PFV;MASC;SG;3;ACT	V
حدد	đặt	حَدَّد	đặt	V;PFV;MASC;SG;3;ACT	V
الكتف	vai	كِتف	vai	N;NOM;DEF;SG	N
دجلة	tigris	دِجلَة	tigris	N;NOM;INDF;SG	N
مصرف	ngân	مَصرِف	ngân	N;NOM;INDF;SG	N
مصرف	bank	مَصرِف	bank	N;NOM;INDF;SG	N
خزان	tank	خَزَّان	tank	N;NOM;INDF;SG	N
مجلد	mục	مُجَلَّد	mục	N;NOM;INDF;SG	N
السكن	nhà	سَكَن	nhà	N;NOM;DEF;SG	N
يولد	sinh	وَلَّد	sinh	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
جلسات	phiên	جَلسَة	phiên	N;NOM;INDF;PL	N
مريض	bệnh	مَرِيض	bệnh	N;NOM;INDF;SG	N
مريض	cúm	مَرِيض	cúm	N;NOM;INDF;SG	N
جرعة	liều	جُرعَة	liều	N;NOM;INDF;SG	N
شرب	nhậu	شُرب	nhậu	N;NOM;INDF;SG	N
العملاق	giant	عِملَاق	giant	N;NOM;DEF;SG	N
العملاق	toshiba	عِملَاق	toshiba	N;NOM;DEF;SG	N
ليلا	đêm	ليلا	đêm	N;NOM;INDF;SG	N
الانتقام	thù	اِنتِقَام	thù	N;NOM;DEF;SG	N
جرام	gam	جرَام	gam	N;NOM;INDF;SG	N
جرام	gram	جرَام	gram	N;NOM;INDF;SG	N
الكود	code	الكود	code	N;NOM;DEF;SG	N
الكود	mã	الكود	mã	N;NOM;DEF;SG	N
حريق	lửa	حَرِيق	lửa	N;NOM;INDF;SG	N
حريق	lứa	حَرِيق	lứa	N;NOM;INDF;SG	N
زمان	zaman	زَمَان	zaman	N;NOM;INDF;SG	N
تصريح	phép	تَصرِيح	phép	N;NOM;INDF;SG	N
بديلة	alternative	بَدِيلَة	alternative	N;NOM;INDF;SG	N
ذروة	peak	ذُروَة	peak	N;NOM;INDF;SG	N
الشهادات	chứng	شَهَادَة	chứng	N;NOM;DEF;PL	N
ترميز	coding	تَرمِيز	coding	N;NOM;INDF;SG	N
اصدار	phiên	إِصدَار	phiên	N;NOM;INDF;SG	N
اصدار	bản	إِصدَار	bản	N;NOM;INDF;SG	N
صغار	trẻ	صَغِير	trẻ	N;NOM;INDF;PL	N
صديقة	bồ	صَدِيقَة	bồ	N;NOM;INDF;SG	N
الجمجمة	skull	جُمجُمَة	skull	N;NOM;DEF;SG	N
الجمجمة	sọ	جُمجُمَة	sọ	N;NOM;DEF;SG	N
الجمجمة	quang	جُمجُمَة	quang	N;NOM;DEF;SG	N
الكبريت	sulfur	كِبرِيت	sulfur	N;NOM;DEF;SG	N
الكبريت	sulphur	كِبرِيت	sulphur	N;NOM;DEF;SG	N
الظل	bóng	ظِلّ	bóng	N;NOM;DEF;SG	N
الظل	bóng	ظِلّ	bóng	N;NOM;DEF;SG	N
الظل	shadow	ظِلّ	shadow	N;NOM;DEF;SG	N
الظل	khuất	ظِلّ	khuất	N;NOM;DEF;SG	N
القلم	pen	قَلَم	pen	N;NOM;DEF;SG	N
القلم	bút	قَلَم	bút	N;NOM;DEF;SG	N
تدرج	chèn	دَرَج	chèn	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
التنين	rồng	تَنَيَّن	rồng	N;NOM;DEF;SG	N
التنين	diều	تَنَيَّن	diều	N;NOM;DEF;SG	N
التنين	long	تَنَيَّن	long	N;NOM;DEF;SG	N
التنين	dragon	تَنَيَّن	dragon	N;NOM;DEF;SG	N
الفطر	nấm	فِطر	nấm	N;NOM;DEF;SG	N
جرذ	chuột	جُرذ	chuột	N;NOM;INDF;SG	N
ثمان	tám	ثَمَانِيَة	tám	NUM;NOM;INDF;FEM	NUM
ثمان	eight	ثَمَانِيَة	eight	NUM;NOM;INDF;FEM	NUM
السجل	album	سِجِلّ	album	N;NOM;DEF;SG	N
السجل	log	سِجِلّ	log	N;NOM;DEF;SG	N
التحدي	thạch	تَحَدِّي	thạch	N;NOM;DEF;SG	N
النانو	nano	النانو	nano	N;NOM;DEF;SG	N
البقرة	bò	بَقَرَة	bò	N;NOM;DEF;SG	N
اربع	bốn	أَربَعَة	bốn	NUM;NOM;INDF;FEM	NUM
الحافة	mép	حَافّ	mép	N;NOM;DEF;SG	N
الحافة	cạnh	حَافّ	cạnh	N;NOM;DEF;SG	N
متسابق	racer	مُتَسَابِق	racer	N;NOM;INDF;SG	N
دفعة	đợt	دَفعَة	đợt	N;NOM;INDF;SG	N
دفعة	batch	دَفعَة	batch	N;NOM;INDF;SG	N
الميل	dặm	مِيل	dặm	N;NOM;DEF;SG	N
المليون	triệu	مِليُون	triệu	NUM;NOM;DEF;SG	NUM
التهديد	mối	تَهدِيد	mối	N;NOM;DEF;SG	N
خفيف	nhạt	خفيف	nhạt	ADJ;NOM;INDF;MASC;SG	ADJ
تهديد	mối	تَهدِيد	mối	N;NOM;INDF;SG	N
المنفى	exile	مَنفَى	exile	N;NOM;DEF;SG	N
المصلحة	vốn	مَصلَحَة	vốn	N;NOM;DEF;SG	N
المصلحة	lãi	مَصلَحَة	lãi	N;NOM;DEF;SG	N
تعليقات	comments	تَعلِيق	comments	N;NOM;INDF;PL	N
المهن	nguyễn	مِهنَة	nguyễn	N;NOM;DEF;PL	N
جيب	jeep	جيب	jeep	N;NOM;INDF;SG	N
جيب	giỏ	جيب	giỏ	N;NOM;INDF;SG	N
جيب	túi	جيب	túi	N;NOM;INDF;SG	N
جيب	pocket	جيب	pocket	N;NOM;INDF;SG	N
الجلسة	phiên	جَلسَة	phiên	N;NOM;DEF;SG	N
تغلب	đánh	تَغَلَّب	đánh	V;PFV;MASC;SG;3;ACT	V
احداث	truyện	حَدَث	truyện	N;NOM;INDF;PL	N
الخريف	ngã	خَرِيف	ngã	N;NOM;DEF;SG	N
الكثيرون	nhiều	كَثِير	nhiều	ADJ;NOM;DEF;MASC;PL	ADJ
نشيد	ca	نشيد	ca	N;NOM;INDF;SG	N
اخذ	bắt	أَخذ	bắt	V;PFV;MASC;SG;3;ACT	V
اخذ	chụp	أَخذ	chụp	V;PFV;MASC;SG;3;ACT	V
اخذ	lấy	أَخذ	lấy	V;PFV;MASC;SG;3;ACT	V
اخذ	bắt	أَخذ	bắt	V;PFV;MASC;SG;3;ACT	V
اخذ	chụp	أَخذ	chụp	V;PFV;MASC;SG;3;ACT	V
النيتروجين	nitơ	النيتروجين	nitơ	N;NOM;DEF;DU	N
النيتروجين	nitrogen	النيتروجين	nitrogen	N;NOM;DEF;DU	N
زرقاء	xanh	زَرِيق	xanh	N;NOM;INDF;PL	N
منطق	luận	مَنطِق	luận	N;NOM;INDF;SG	N
منطق	logic	مَنطِق	logic	N;NOM;INDF;SG	N
قنابل	bom	قنابل	bom	N;NOM;INDF;PL	N
الفولاذ	thép	فُولَاذ	thép	N;NOM;DEF;SG	N
راية	banner	رَايَة	banner	N;NOM;INDF;SG	N
ضريبة	thuế	ضَرِيبَة	thuế	N;NOM;INDF;SG	N
ذكية	khôn	ذَكِيّ	khôn	ADJ;NOM;INDF;FEM;SG	ADJ
الزيارة	khách	زِيَارَة	khách	N;NOM;DEF;SG	N
دمرت	hỏng	دَمَّر	hỏng	V;PFV;FEM;SG;3;ACT	V
الكهف	cave	كَهف	cave	N;NOM;DEF;SG	N
الحارس	gác	حَارِس	gác	N;NOM;DEF;SG	N
الحارس	canh	حَارِس	canh	N;NOM;DEF;SG	N
شعاع	beam	شعاع	beam	N;NOM;INDF;SG	N
القران	koran	قَرن	koran	N;NOM;DEF;SG	N
الجذر	root	جِذر	root	N;NOM;DEF;SG	N
الجذر	chủ	جِذر	chủ	N;NOM;DEF;SG	N
قمع	phễu	قَمع	phễu	N;NOM;INDF;SG	N
متفرقة	loãng	مُتَفَرِّق	loãng	ADJ;NOM;INDF;FEM;SG	ADJ
السند	bond	سَنَد	bond	N;NOM;DEF;SG	N
السند	sindh	سَنَد	sindh	N;NOM;DEF;SG	N
المخيم	camp	مُخَيَّم	camp	N;NOM;DEF;SG	N
المخيم	trại	مُخَيَّم	trại	N;NOM;DEF;SG	N
عصابة	đảng	عِصَابَة	đảng	N;NOM;INDF;SG	N
عصابة	đám	عِصَابَة	đám	N;NOM;INDF;SG	N
عصابة	lũ	عِصَابَة	lũ	N;NOM;INDF;SG	N
البخار	lết	بِخَار	lết	N;NOM;DEF;SG	N
مسارات	banner	مَسَار	banner	N;NOM;INDF;PL	N
