ve	en	ve	en	CONJ	CONJ
matematik	wiskunde	matematik	wiskunde	N;NOM;SG;3	N;MASC+FEM;SG
matematik	wiskunde	matematik	wiskunde	N;NOM;SG;3	N;MASC+FEM;SG
matematik	wiskunde	matematik	wiskunde	N;NOM;SG;3	N;MASC+FEM;SG
salonu	hal	salon	hal	N;ACC;SG;3	N;MASC+FEM;SG
salonu	zaal	salon	zaal	N;ACC;SG;3	N;MASC+FEM;SG
salonu	hall	salon	hall	N;ACC;SG;3	N;MASC+FEM;SG
seçilen	uitverkorene	seç	uitverkoren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
seçilen	uitgekozen	seç	uitkiezen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
seçilen	gekozen	seç	kiezen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
seçilen	uitverkoren	seç	uitverkoren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
seçilen	geselecteerde	seç	selecteren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
seçilen	geselecteerd	seç	selecteren	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
seçilen	uitgekozen	seç	uitkiezen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
seçilen	gekozen	seç	kiezen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
evlendi	gehuwd	evlen	huwen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
evlendi	getrouwd	evlen	trouwen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
yaşadı	woonde	yaşa	wonen	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
yaşadı	leefde	yaşa	leven	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
takımlar	kostuums	takım	kostuum	N;NOM;PL;3	N;PL
takımlar	ploegen	takım	ploeg	N;NOM;PL;3	N;PL
takımlar	teams	takım	team	N;NOM;PL;3	N;PL
kuantum	quantum	kuantum	quantum	N;NOM;SG;3	N;MASC+FEM;SG
kuantum	kwantum	kuantum	kwantum	N;NOM;SG;3	N;MASC+FEM;SG
teorisi	theorie	teori	theorie	N;NOM;SG;3	N;MASC+FEM;SG
harita	plattegrond	harit	plattegrond	N;NOM;SG;3	N;MASC+FEM;SG
harita	kaart	harit	kaart	N;NOM;SG;3	N;MASC+FEM;SG
harita	kaart	harit	kaart	N;NOM;SG;3	N;MASC+FEM;SG
değişiklikler	modificaties	değişiklik	modificatie	N;NOM;PL;3	N;PL
değişiklikler	wijzigingen	değişiklik	wijziging	N;NOM;PL;3	N;PL
değişiklikler	veranderingen	değişiklik	verandering	N;NOM;PL;3	N;PL
değişiklikler	wijzigingen	değişiklik	wijziging	N;NOM;PL;3	N;PL
türkler	turken	türk	turken	N;NOM;PL;3	N;PL
uzunluğu	lengte	uzunluk	lengte	N;ACC;SG;3	N;MASC+FEM;SG
çekilen	gefilmd	çek	filmen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
işler	jobs	iş	job	N;NOM;PL;3	N;PL
işler	vacatures	iş	vacature	N;NOM;PL;3	N;PL
işler	banen	iş	baan	N;NOM;PL;3	N;PL
ayrılmıştır	voorbehouden	ayrıl	voorbehouden	V;PFV;NFH;SG;3;POS;PST	V;V.PTCP
ayrılmıştır	gereserveerde	ayrıl	reserveren	V;PFV;NFH;SG;3;POS;PST	V;V.PTCP
ayrılmıştır	gereserveerd	ayrıl	reserveren	V;PFV;NFH;SG;3;POS;PST	V;V.PTCP
şeyler	dingen	şey	dingen	N;NOM;PL;3	N;PL
şeyler	spullen	şey	spul	N;NOM;PL;3	N;PL
otomobil	automobiel	otomobil	automobiel	N;NOM;SG;3	N;MASC+FEM;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;MASC+FEM;SG
otomobil	wagen	otomobil	wagen	N;NOM;SG;3	N;MASC+FEM;SG
otomobil	automotive	otomobil	automotive	N;NOM;SG;3	N;MASC+FEM;SG
otomobil	automobiel	otomobil	automobiel	N;NOM;SG;3	N;MASC+FEM;SG
otomobil	automaat	otomobil	automaat	N;NOM;SG;3	N;MASC+FEM;SG
kutusu	box	kutu	box	N;NOM;SG;3	N;MASC+FEM;SG
kutusu	vak	kutu	vak	N;NOM;SG;3	N;NEUT;SG
kutusu	doos	kutu	doos	N;NOM;SG;3	N;MASC+FEM;SG
kutusu	inbox	kutu	inbox	N;NOM;SG;3	N;MASC+FEM;SG
sahipliği	eigendom	sahiplik	eigendom	N;NOM;SG;3	N;NEUT;SG
sayfada	bladzijde	sayfa	bladzijde	N;ESS;SG;3	N;MASC+FEM;SG
sayfada	pagina	sayfa	pagina	N;ESS;SG;3	N;MASC+FEM;SG
istiyorum	wilt	iste	willen	V;PROG;IND;SG;1;POS;INFM;PRS	V;SG;PRS;FIN
istiyorum	wil	iste	willen	V;PROG;IND;SG;1;POS;INFM;PRS	V;SG;PRS;FIN
istiyorum	willen	iste	willen	V;PROG;IND;SG;1;POS;INFM;PRS	V;NFIN
kullanıldı	gebruikt	kullan	gebruiken	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
kullanıldı	gebruikte	kullan	gebruiken	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PST;FIN
kullanıldı	afgelost	kullan	aflossen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
kullanıldı	verlost	kullan	verlossen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
kullanıldı	ingewisseld	kullan	inwisselen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
blue	blue	blue	blue	N;NOM;SG;3	N;MASC+FEM;SG
ilişkileri	relaties	ilişki	relatie	N;ACC;PL;3	N;PL
ilişkileri	betrekkingen	ilişki	betrekking	N;ACC;PL;3	N;PL
ilişkileri	relaties	ilişki	relatie	N;ACC;PL;3	N;PL
uzanan	strekken	uza	strekken	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NFIN
uzanan	uitrekken	uza	uitrekken	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NFIN
çekti	trok	çek	trekken	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
çekti	getrokken	çek	trekken	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
belediyespor	belediyespor	belediyespor	belediyespor	N;NOM;SG;3	N;MASC+FEM;SG
sekreteri	secretaris	sekreter	secretaris	N;ACC;SG;3	N;MASC+FEM;SG
sekreteri	secretaresse	sekreter	secretaresse	N;ACC;SG;3	N;MASC+FEM;SG
düştü	viel	düş	vallen	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
desteği	ondersteuning	destek	ondersteuning	N;NOM;SG;3	N;MASC+FEM;SG
desteği	steun	destek	steun	N;NOM;SG;3	N;MASC+FEM;SG
desteği	support	destek	support	N;NOM;SG;3	N;MASC+FEM;SG
yüksekliği	hoogte	yükseklik	hoogte	N;ACC;SG;3	N;MASC+FEM;SG
yüksekliği	lengte	yükseklik	lengte	N;ACC;SG;3	N;MASC+FEM;SG
ilişki	relatie	ilişki	relatie	N;NOM;SG;3	N;MASC+FEM;SG
ilişki	geslachtsgemeenschap	ilişki	geslachtsgemeenschap	N;NOM;SG;3	N;NEUT;SG
imzaladı	ondertekend	imzala	ondertekenen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
imzaladı	gesigneerd	imzala	signeren	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
imzaladı	getekend	imzala	tekenen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
cumhurbaşkanlığı	voorzitterschap	cumhurbaşkanlığı	voorzitterschap	N;NOM;SG;3	N;NEUT;SG
cumhurbaşkanlığı	presidentschap	cumhurbaşkanlığı	presidentschap	N;NOM;SG;3	N;NEUT;SG
kitapları	boeken	kitap	boek	N;ACC;PL;3	N;PL
çıkardı	geëxtraheerd	çıkar	extraheren	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
çıkardı	onttrokken	çıkar	onttrekken	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
birini	iemand	biri	iemand	PRO;ACC;SG;3	PRO;3
öldürüldü	vermoord	öl	vermoorden	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
öldürüldü	vermoorde	öl	vermoorden	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PST;FIN
öldürüldü	gedood	öl	doden	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
öldürüldü	vermoord	öl	vermoorden	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
demek	betekend	de	betekenen	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;PRS;FIN
demek	betekent	de	betekenen	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;PRS;FIN
köprüsü	brug	köprü	brug	N;NOM;SG;3	N;MASC+FEM;SG
köprüsü	bridge	köprü	brieg	N;NOM;SG;3	N;MASC+FEM;SG
yılların	jaren	yıl	jaar	N;GEN;PL;3	N;PL
başkanlık	voorzitterschap	başkanlık	voorzitterschap	N;NOM;SG;3	N;NEUT;SG
başkanlık	presidentschap	başkanlık	presidentschap	N;NOM;SG;3	N;NEUT;SG
araştırmalar	onderzoeken	araştır	onderzoeken	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
seçilmiş	uitverkorene	seç	uitverkoren	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçilmiş	uitgekozen	seç	uitkiezen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçilmiş	gekozen	seç	kiezen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçilmiş	uitverkoren	seç	uitverkoren	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçilmiş	verkozen	seç	verkiezen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçilmiş	gekozen	seç	kiezen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçilmiş	geselecteerde	seç	selecteren	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçilmiş	geselecteerd	seç	selecteren	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçilmiş	uitgekozen	seç	uitkiezen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
seçilmiş	gekozen	seç	kiezen	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
finali	finale	finali	finale	N;NOM;SG;3	N;MASC+FEM;SG
kütüphanesi	bibliotheek	kütüphane	bibliotheek	N;NOM;SG;3	N;MASC+FEM;SG
barajı	dam	barajı	dam	N;NOM;SG;3	N;MASC+FEM;SG
barajı	stuwdam	barajı	stuwdam	N;NOM;SG;3	N;MASC+FEM;SG
air	lucht	air	lucht	N;NOM;SG;3	N;MASC+FEM;SG
sözleri	teksten	söz	tekst	N;NOM;PL;3	N;PL
kapağı	deksel	kapak	deksel	N;NOM;SG;3	N;MASC+FEM;SG
şehristanı	county	şehristan	county	N;NOM;SG;3	N;MASC+FEM;SG
şehristanı	graafschap	şehristan	graafschap	N;NOM;SG;3	N;NEUT;SG
sanatsal	artistieke	sanatsal	artistiek	ADJ	ADJ
sanatsal	artistiek	sanatsal	artistiek	ADJ	ADJ
sanatsal	artistiek	sanatsal	artistiek	ADJ	ADJ
sesi	geluid	ses	geluid	N;NOM;SG;3	N;NEUT;SG
sesi	volume	ses	volume	N;NOM;SG;3	N;NEUT;SG
sesi	voice	ses	voic	N;NOM;SG;3	N;MASC+FEM;SG
sesi	stem	ses	stem	N;NOM;SG;3	N;MASC+FEM;SG
gösterilmiştir	getoond	göster	tonen	V;PFV;NFH;SG;3;POS;PST;PASS	V;V.PTCP
gösterilmiştir	getoonde	göster	tonen	V;PFV;NFH;SG;3;POS;PST;PASS	V;V.PTCP
yerler	plaatsen	yer	plaats	N;NOM;PL;3	N;PL
yerler	locaties	yer	locatie	N;NOM;PL;3	N;PL
yerler	vloeren	yer	vloeren	N;NOM;PL;3	N;PL
yerler	verdiepingen	yer	verdieping	N;NOM;PL;3	N;PL
yerler	bestemmingen	yer	bestemming	N;NOM;PL;3	N;PL
sürümü	versie	sürü	versie	N;ACC;SG;3	N;MASC+FEM;SG
tanınmış	gerenommeerde	tanı	renommeren	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
hristiyan	christen	hristiyan	christen	N;NOM;SG;3	N;SG
hristiyan	christian	hristiyan	christian	N;NOM;SG;3	N;MASC+FEM;SG
komisyonu	commissie	komisyon	commissie	N;ACC;SG;3	N;MASC+FEM;SG
geliştirme	verbeteren	geliş	verbeteren	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
geliştirme	ontwikkelen	geliş	ontwikkelen	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
teklif	bod	teklif	bod	N;NOM;SG;3	N;NEUT;SG
teklif	voorstel	teklif	voorstel	N;NOM;SG;3	N;NEUT;SG
teklif	aanbod	teklif	aanbod	N;NOM;SG;3	N;NEUT;SG
teklif	aanbieding	teklif	aanbieding	N;NOM;SG;3	N;MASC+FEM;SG
ayak	voet	ayak	voet	N;NOM;SG;3	N;MASC+FEM;SG
siz	jij	siz	jij	PRO;NOM;PL;2	PRO;NOM;2
sizin	uw	siz	uw	PRO;GEN;PL;2	PRO;2
bağımsızlık	zelfstandigheid	bağımsızlık	zelfstandigheid	N;NOM;SG;3	N;MASC+FEM;SG
bağımsızlık	onafhankelijkheid	bağımsızlık	onafhankelijkheid	N;NOM;SG;3	N;MASC+FEM;SG
bağımsızlık	independence	bağımsızlık	independence	N;NOM;SG;3	N;MASC+FEM;SG
gençler	jongeren	genç	jong	ADJ;NOM;PL;3	ADJ;CMPR
kulesi	tower	kule	tower	N;NOM;SG;3	N;MASC+FEM;SG
kulesi	toren	kule	toren	N;NOM;SG;3	N;MASC+FEM;SG
şampiyonluk	kampioenschap	şampiyonluk	kampioenschap	N;NOM;SG;3	N;NEUT;SG
istasyonu	station	ista	station	N;ACC;SG;3	N;NEUT;SG
dağlık	nagorno	dağlık	nagorno	N;NOM;SG;3	N;MASC+FEM;SG
dağlık	hilly	dağlık	hilly	N;NOM;SG;3	N;MASC+FEM;SG
mühendislik	engineering	mühendislik	engineering	N;NOM;SG;3	N;MASC+FEM;SG
mühendislik	machinebouw	mühendislik	machinebouw	N;NOM;SG;3	N;MASC+FEM;SG
mühendislik	techniek	mühendislik	techniek	N;NOM;SG;3	N;MASC+FEM;SG
oyunlar	toneelstukken	oyun	toneelstuk	N;NOM;PL;3	N;PL
oyunlar	games	oyun	game	N;NOM;PL;3	N;PL
oyunlar	spelletjes	oyun	spel	N;NOM;PL;3	N;PL
oyunlar	spellen	oyun	spellen	N;NOM;PL;3	N;PL
performansı	prestatie	performans	prestatie	N;NOM;SG;3	N;MASC+FEM;SG
dedi	zei	de	zeggen	V;PFV;IND;SG;3;POS;PST	V;SG;PST;FIN
dedi	gezegd	de	zeggen	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
çocuklar	boys	çocuk	boys	N;NOM;PL;3	N;PL
çocuklar	jongens	çocuk	jongens	N;NOM;PL;3	N;PL
çocuklar	kinderen	çocuk	kind	N;NOM;PL;3	N;PL
çocuklar	kerels	çocuk	kerel	N;NOM;PL;3	N;PL
çocuklar	jongens	çocuk	jongens	N;NOM;PL;3	N;PL
çocuklar	kinderen	çocuk	kind	N;NOM;PL;3	N;PL
facebook	facebook	facebook	facebook	N;NOM;SG;3	N;NEUT;SG
paralel	parallel	paralel	parallel	ADJ	ADJ
paralel	parallelle	paralel	parallel	ADJ	ADJ
erişim	toegang	erişim	toegang	N;NOM;SG;3	N;MASC+FEM;SG
erişim	bereik	erişim	bereik	N;NOM;SG;3	N;NEUT;SG
dönen	roteren	dön	roteren	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN
dönen	draaiend	dön	draaien	V;PFV;IND;POS;PRS;V.PTCP	V;V.PTCP
dönen	draaien	dön	draaien	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN
dönen	roterende	dön	roteren	V;PFV;IND;POS;PRS;V.PTCP	V;V.PTCP
yaşamış	woonde	yaşa	wonen	V;PFV;NFH;IND;SG;3;POS;PST	V;SG;PST;FIN
yaşamış	leefde	yaşa	leven	V;PFV;NFH;IND;SG;3;POS;PST	V;SG;PST;FIN
kelimesi	woord	kelime	woord	N;NOM;SG;3	N;NEUT;SG
istedi	gevraagd	iste	vraag	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
vergi	belasting	vergi	belasting	N;NOM;SG;3	N;MASC+FEM;SG
vergi	fiscaliteit	vergi	fiscaliteit	N;NOM;SG;3	N;MASC+FEM;SG
vergi	belasting	vergi	belasting	N;NOM;SG;3	N;MASC+FEM;SG
vergi	belasting	vergi	belasting	N;NOM;SG;3	N;MASC+FEM;SG
hastalık	ziekte	hastalık	ziekte	N;NOM;SG;3	N;MASC+FEM;SG
hastalık	ziekte	hastalık	ziekte	N;NOM;SG;3	N;MASC+FEM;SG
hastalık	ziekte	hastalık	ziekte	N;NOM;SG;3	N;MASC+FEM;SG
şekli	shape	şekli	shape	N;ACC;SG;3	N;MASC+FEM;SG
şekli	vorm	şekli	vorm	N;ACC;SG;3	N;MASC+FEM;SG
içeriği	inhoud	içerik	inhoud	N;NOM;SG;3	N;MASC+FEM;SG
içeriği	inhoud	içerik	inhoud	N;NOM;SG;3	N;MASC+FEM;SG
içeriği	inhoudsopgave	içerik	inhoudsopgave	N;NOM;SG;3	N;MASC+FEM;SG
etkileri	uitwerkingen	etki	uitwerking	N;ACC;PL;3	N;PL
etkileri	effecten	etki	effect	N;ACC;PL;3	N;PL
etkileri	gevolgen	etki	gevolg	N;ACC;PL;3	N;PL
etkileri	inslagen	etki	inslaan	N;ACC;PL;3	N;PL
dolar	dollar	dolar	dollar	N;NOM;SG;3	N;MASC+FEM;SG
getiren	brengt	getir	brengen	V;PFV;IND;POS;PRS;V.PTCP	V;SG;PRS;FIN
dikkate	overweging	dikkat	overweging	N;DAT;SG;3	N;MASC+FEM;SG
belirtti	geïndiceerd	belir	indiceren	V;PFV;IND;SG;3;POS;PST;CAUS	V;V.PTCP
belirtti	aangegeven	belir	aangeven	V;PFV;IND;SG;3;POS;PST;CAUS	V;V.PTCP
belirtti	aangeduid	belir	aanduiden	V;PFV;IND;SG;3;POS;PST;CAUS	V;V.PTCP
akşam	avondje	akşam	avond	N;NOM;SG;3	N;NEUT;SG
akşam	avond	akşam	avond	N;NOM;SG;3	N;MASC+FEM;SG
bilimleri	wetenschappen	bilim	wetenschap	N;ACC;PL;3	N;PL
eklendi	toegevoegd	ekle	toevoegen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
eklendi	toegevoegde	ekle	toevoegen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
bayrağı	vlag	bayrak	vlag	N;NOM;SG;3	N;MASC+FEM;SG
alana	alana	alan	alana	N;DAT;SG;3	N;MASC+FEM;SG
yolları	paden	yol	pad	N;NOM;PL;3	N;PL
yolları	manieren	yol	manier	N;NOM;PL;3	N;PL
yolları	routes	yol	route	N;NOM;PL;3	N;PL
gösterildi	getoond	göster	tonen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
gösterildi	getoonde	göster	tonen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
gösterildi	gescreend	göster	scrijnen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
köyleri	dorpen	köy	dorp	N;ACC;PL;3	N;PL
köyleri	dorpjes	köy	dorp	N;ACC;PL;3	N;PL
vermiş	gaf	ver	geven	V;PFV;NFH;IND;SG;3;POS;PST	V;SG;PST;FIN
temsilcisi	vertegenwoordiger	temsilci	vertegenwoordiger	N;NOM;SG;3	N;MASC+FEM;SG
gerekiyor	vereiste	gerek	vereisen	V;PROG;IND;SG;3;POS;INFM;PRS	V;V.PTCP
gerekiyor	vereist	gerek	vereisen	V;PROG;IND;SG;3;POS;INFM;PRS	V;V.PTCP
bulunması	vinden	bulun	vinden	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;NFIN
verilmiş	gegeven	ver	geven	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;V.PTCP
chp	wkk	chp	wkk	N;NOM;SG;3	N;MASC+FEM;SG
özellikler	functies	özellik	functie	N;NOM;PL;3	N;PL
özellikler	kenmerken	özellik	kenmerk	N;NOM;PL;3	N;PL
özellikler	specificaties	özellik	specificatie	N;NOM;PL;3	N;PL
özellikler	karakteristieken	özellik	karakteristiek	N;NOM;PL;3	N;PL
özellikler	kenmerken	özellik	kenmerk	N;NOM;PL;3	N;PL
özellikler	eigenschappen	özellik	eigenschap	N;NOM;PL;3	N;PL
özellikler	attributen	özellik	attribuut	N;NOM;PL;3	N;PL
özellikler	kenmerken	özellik	kenmerk	N;NOM;PL;3	N;PL
özellikler	eigenschappen	özellik	eigenschap	N;NOM;PL;3	N;PL
özellikler	eigendommen	özellik	eigendom	N;NOM;PL;3	N;PL
özellikler	eigenschappen	özellik	eigenschap	N;NOM;PL;3	N;PL
taşındı	bewoog	taşı	bewegen	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PST;FIN
taşındı	verplaatst	taşı	verplaatsen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
taşındı	bewogen	taşı	bewegen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
taşındı	verhuisd	taşı	verhuizen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
konumu	lokatie	konum	lokatie	N;ACC;SG;3	N;MASC+FEM;SG
konumu	locatie	konum	locatie	N;ACC;SG;3	N;MASC+FEM;SG
konumu	ligging	konum	ligging	N;ACC;SG;3	N;MASC+FEM;SG
gösterilen	getoond	göster	tonen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
gösterilen	getoonde	göster	tonen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
gösterilen	getoond	göster	tonen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
gösterilen	getoonde	göster	tonen	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
gösterilen	weergegeven	göster	weergeven	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.PTCP
başlığı	kop	başlık	kop	N;NOM;SG;3	N;MASC+FEM;SG
başlığı	koptekst	başlık	koptekst	N;NOM;SG;3	N;MASC+FEM;SG
başlığı	header	başlık	header	N;NOM;SG;3	N;MASC+FEM;SG
başlığı	titel	başlık	titel	N;NOM;SG;3	N;MASC+FEM;SG
binlerce	duizenden	binlerce	duizend	NUM	NUM
kulüpler	clubs	kulüp	club	N;NOM;PL;3	N;PL
dersleri	lessen	ders	les	N;NOM;PL;3	N;PL
dersleri	lessen	ders	les	N;NOM;PL;3	N;PL
dersleri	klassen	ders	klasse	N;NOM;PL;3	N;PL
kolordu	corps	kolor	corps	N;NOM;SG;3	N;NEUT;SG
kolordu	korps	kolor	korps	N;NOM;SG;3	N;NEUT;SG
isimler	naamwoorden	isim	naamwoord	N;NOM;PL;3	N;PL
elizabeth	elizabeth	elizabeth	elizabeth	N;NOM;SG;3	N;MASC+FEM;SG
elizabeth	elisabeth	elizabeth	elisabeth	N;NOM;SG;3	N;MASC+FEM;SG
madalyası	medaille	madalya	medaille	N;NOM;SG;3	N;MASC+FEM;SG
gönderildi	ingezonden	gönder	inzenden	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
gönderildi	ingediende	gönder	indienen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
gönderildi	ingediend	gönder	indienen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
gönderildi	verzonden	gönder	verzinden	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
gönderildi	verstuurd	gönder	versturen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
gönderildi	verzonden	gönder	verzinden	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
gönderildi	gestuurd	gönder	sturen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
gönderildi	gepost	gönder	posten	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
gönderildi	geplaatste	gönder	plaatsen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
gönderildi	geplaatst	gönder	plaatsen	V;PFV;IND;SG;3;POS;PST;PASS	V;V.PTCP
tarihçi	historicus	tarihçi	historicus	N;NOM;SG;3	N;MASC+FEM;SG
tarihçi	kroniekschrijver	tarihçi	kroniekschrijver	N;NOM;SG;3	N;MASC+FEM;SG
mutlu	vrolijk	mutlu	vrolijk	ADJ	ADJ
mutlu	blij	mutlu	blij	ADJ	ADJ
mutlu	tevreden	mutlu	tevreden	ADJ	ADJ
mutlu	gelukkig	mutlu	gelukkig	ADJ	ADJ
varlığını	aanwezigheid	varlık	aanwezigheid	N;ACC;SG;3	N;MASC+FEM;SG
kişiye	persoon	kişi	persoon	N;DAT;SG;3	N;MASC+FEM;SG
bölümler	afleveringen	bölüm	aflevering	N;NOM;PL;3	N;PL
bölümler	afdelingen	bölüm	afdeling	N;NOM;PL;3	N;PL
bölümler	secties	bölüm	sectie	N;NOM;PL;3	N;PL
bölümler	hoofdstukken	bölüm	hoofdstuk	N;NOM;PL;3	N;PL
bölümler	afdelingen	bölüm	afdeling	N;NOM;PL;3	N;PL
bölümler	departementen	bölüm	departement	N;NOM;PL;3	N;PL
varlığı	aanwezigheid	varlık	aanwezigheid	N;NOM;SG;3	N;MASC+FEM;SG
oda	kamer	oda	kamer	N;NOM;SG;3	N;MASC+FEM;SG
alınmış	genomen	al	nemen	V;PFV;NFH;IND;POS;PST;PASS	V;V.PTCP
alınmış	meegenomen	al	meenemen	V;PFV;NFH;IND;POS;PST;PASS	V;V.PTCP
okuma	lezen	oku	lezen	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
okuma	gelezen	oku	lezen	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;V.PTCP
okuma	lees	oku	lezen	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;PRS;FIN
okuma	lezen	oku	lezen	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
grupları	groepen	grup	groep	N;ACC;PL;3	N;PL
yöntemi	methode	yöntem	methode	N;ACC;SG;3	N;MASC+FEM;SG
seçimi	selectie	seçim	selectie	N;ACC;SG;3	N;MASC+FEM;SG
çevresi	omtrek	çevre	omtrek	N;NOM;SG;3	N;MASC+FEM;SG
çevresi	omgeving	çevre	omgeving	N;NOM;SG;3	N;MASC+FEM;SG
museum	museum	museum	museum	N;NOM;SG;3	N;NEUT;SG
karakterler	personages	karak	personage	N;NOM;PL;3	N;PL
karakterler	tekens	karak	teken	N;NOM;PL;3	N;PL
karakterler	karakters	karak	karakter	N;NOM;PL;3	N;PL
alanlar	velden	alan	vellen	N;NOM;PL;3	N;PL
alanlar	fields	alan	fields	N;NOM;PL;3	N;PL
alanlar	akkers	alan	akker	N;NOM;PL;3	N;PL
alanlar	oppervlakten	alan	oppervlakte	N;NOM;PL;3	N;PL
alanlar	gebieden	alan	gebied	N;NOM;PL;3	N;PL
oyunculuk	acteer	oyunculuk	acteer	N;NOM;SG;3	N;MASC+FEM;SG
sorunları	kwesties	sorun	kwestie	N;ACC;PL;3	N;PL
eve	home	ev	home	N;DAT;SG;3	N;MASC+FEM;SG
eve	huis	ev	huis	N;DAT;SG;3	N;NEUT;SG
eve	startpagina	ev	startpagina	N;DAT;SG;3	N;MASC+FEM;SG
