この	इस	この	यह	DET	DET;ACC;SG;3
リード	सीसा	リード	सीसा	N	N;NOM;MASC;SG;3
リード	सीसे	リード	सीसे	N	N;NOM;MASC;SG;3
ゴルフ	गोल्फ़	ゴルフ	गोल्फ़	N	N;NOM;MASC;SG;3
シート	चादर	シート	चादर	N	N;NOM;FEM;SG;3
シート	चादरें	シート	चादर	N	N;NOM;FEM;PL;3
ミッション	मिशन	ミッション	मिशन	N	N;NOM;MASC;SG;3
ミッション	मिशन	ミッション	मिशन	N	N;NOM;MASC;SG;3
人形	गुड़िया	人形	गुड़िया	N	N;NOM;FEM;SG;3
現場	दृश्य	現場	दृश्य	N	N;NOM;MASC;SG;3
現場	सीन	現場	सीन	N	N;NOM;MASC;SG;3
現場	झाँकी	現場	झाँकी	N	N;NOM;FEM;SG;3
趣味	शौक	趣味	शौक	N	N;NOM;MASC;SG;3
趣味	शौक	趣味	शौक	N	N;NOM;MASC;SG;3
料金	किराया	料金	किराया	N	N;NOM;MASC;SG;3
料金	शुल्क	料金	शुल्क	N	N;NOM;MASC;SG;3
身体	जिस्म	身体	जिस्म	N	N;NOM;MASC;SG;3
身体	बॉडी	身体	बॉडी	N	N;NOM;FEM;SG;3
身体	शरीर	身体	शरीर	N	N;NOM;MASC;SG;3
作者	रचयिता	作者	रचयिता	N	N;NOM;MASC;SG;3
作者	लेखक	作者	लेखक	N	N;NOM;MASC;SG;3
作者	रचयिता	作者	रचयिता	N	N;NOM;MASC;SG;3
作者	लेखक	作者	लेखक	N	N;NOM;MASC;SG;3
統治	शासी	統治	शासी	N	N;NOM;MASC;SG;3
地理	भूगोल	地理	भूगोल	N	N;NOM;MASC;SG;3
百万	लाख	百万	लाख	NUM	NUM
表面	सतह	表面	सतह	N	N;NOM;FEM;SG;3
合格	गुजर	合格	गुजर	V	V;ACT
パイロット	पायलटों	パイロット	पायलट	N	N;ACC;MASC;PL;3
パイロット	पायलट	パイロット	पायलट	N	N;NOM;MASC;SG;3
ディスク	डिस्क	ディスク	डिस्क	N	N;NOM;MASC;SG;3
ディスク	डिस्क	ディスク	डिस्क	N	N;NOM;MASC;SG;3
国勢調査	जनगणना	国勢調査	जनगणना	N	N;NOM;FEM;SG;3
国勢調査	जनसांख्यिकी	国勢調査	जनसांख्यिकी	N	N;NOM;MASC;SG;3
次元	आयाम	次元	आयाम	N	N;NOM;MASC;SG;3
パーソナリティ	व्यक्तित्व	パーソナリティ	व्यक्तित्व	N	N;NOM;MASC;SG;3
国籍	राष्ट्रीयता	国籍	राष्ट्रीयता	N	N;NOM;FEM;SG;3
国籍	राष्ट्रीयता	国籍	राष्ट्रीयता	N	N;NOM;FEM;SG;3
称号	शीर्षक	称号	शीर्षक	N	N;NOM;MASC;SG;3
称号	शीर्षक	称号	शीर्षक	N	N;NOM;MASC;SG;3
規則	नियम	規則	नियम	N	N;NOM;MASC;SG;3
車線	लेन	車線	लेन	N	N;NOM;MASC;SG;3
車線	गलियों	車線	गली	N	N;ACC;FEM;PL;3
機会	अवसर	機会	अवसर	N	N;NOM;MASC;SG;3
機会	अवसर	機会	अवसर	N	N;NOM;MASC;SG;3
大隊	बटालियन	大隊	बटालियन	N	N;NOM;FEM;SG;3
新幹線	शिनकानसेन	新幹線	शिनकानसेन	N	N;NOM;FEM;SG;3
スカイ	आकाश	スカイ	आकाश	N	N;NOM;MASC;SG;3
スカイ	आसमान	スカイ	आसमान	N	N;NOM;MASC;SG;3
ドリーム	सपने	ドリーム	सपना	N	N;NOM;MASC;PL;3
ドリーム	ख्वाब	ドリーム	ख्वाब	N	N;NOM;MASC;PL;3
ドリーム	स्वप्न	ドリーム	स्वप्न	N	N;NOM;MASC;SG;3
ドリーム	सपना	ドリーム	सपना	N	N;NOM;MASC;SG;3
学期	सेमेस्टर	学期	सेमेस्टर	N	N;NOM;MASC;SG;3
大人	वयस्कों	大人	वयस्क	N	N;ACC;MASC;PL;3
海岸	समुद्रतट	海岸	समुद्रतट	N	N;NOM;MASC;SG;3
ボックス	डिब्बा	ボックス	डिब्बा	N	N;NOM;MASC;SG;3
ボックス	बॉक्स	ボックス	बॉक्स	N	N;NOM;MASC;SG;3
ボックス	बक्सा	ボックス	बक्सा	N	N;NOM;MASC;SG;3
ボックス	बॉक्स	ボックス	बॉक्स	N	N;NOM;MASC;SG;3
ボックス	बक्से	ボックス	बक्से	N	N;NOM;MASC;SG;3
ボックス	बाक्स	ボックス	बाक्स	N	N;NOM;MASC;SG;3
神話	मिथकों	神話	मिथक	N	N;ACC;MASC;PL;3
神話	मिथक	神話	मिथक	N	N;NOM;MASC;SG;3
フィギュア	आंकड़े	フィギュア	आंकड़ा	N	N;NOM;MASC;PL;3
フィギュア	आकृति	フィギュア	आकृति	N	N;NOM;FEM;SG;3
支部	शाखा	支部	शाखा	N	N;NOM;FEM;SG;3
どこ	कहाँ	どこ	कहाँ	PRO	PRO
どこ	जहां	どこ	जहाँ	PRO	PRO;NOM
どこ	जहाँ	どこ	जहाँ	PRO	PRO;NOM
貿易	व्यापार	貿易	व्यापार	N	N;NOM;MASC;SG;3
敷地	परिसर	敷地	परिसर	N	N;NOM;MASC;SG;3
敷地	प्रांगण	敷地	प्रांगण	N	N;NOM;MASC;SG;3
敷地	साइटें	敷地	साइट	N	N;NOM;FEM;PL;3
敷地	साइट	敷地	साइट	N	N;NOM;FEM;SG;3
敷地	साईट	敷地	साईट	N	N;NOM;FEM;SG;3
マッチ	मिलान	マッチ	मिलान	N	N;NOM;MASC;SG;3
マッチ	माचिस	マッチ	माचिस	N	N;NOM;FEM;SG;3
マッチ	मिलान	マッチ	मिलान	N	N;NOM;MASC;SG;3
マッチ	मैच	マッチ	मैच	N	N;NOM;MASC;SG;3
空気	वायु	空気	वायु	N	N;NOM;FEM;SG;3
空気	एयर	空気	एयर	N	N;NOM;FEM;SG;3
ピン	पिन	ピン	पिन	N	N;NOM;MASC;SG;3
ピン	पिन	ピン	पिन	N	N;NOM;MASC;SG;3
両親	अभिभावक	両親	अभिभावक	N	N;NOM;MASC;SG;3
投資	निवेश	投資	निवेश	N	N;NOM;MASC;SG;3
投資	निवेश	投資	निवेश	N	N;NOM;MASC;SG;3
投資	निवेश	投資	निवेश	N	N;NOM;MASC;SG;3
ミステリー	रहस्य	ミステリー	रहस्य	N	N;NOM;MASC;SG;3
経過	बीता	経過	बीत	V	V;PFV;MASC;SG;V.PTCP;ACT
キャンパス	कैंपस	キャンパス	कैंपस	N	N;NOM;MASC;SG;3
キャンパス	कैम्पस	キャンパス	कैम्पस	N	N;NOM;MASC;SG;3
ゲート	गेट	ゲート	गेट	N	N;NOM;MASC;SG;3
ゲート	द्वार	ゲート	द्वार	N	N;NOM;MASC;SG;3
ゲート	फाटक	ゲート	फाटक	N	N;NOM;MASC;SG;3
恋人	प्रेमी	恋人	प्रेमी	N	N;NOM;MASC;SG;3
恋人	प्रेमियों	恋人	प्रेमी	N	N;ACC;MASC;PL;3
恋人	प्रेमी	恋人	प्रेमी	N	N;NOM;MASC;SG;3
話題	विषय	話題	विषय	N	N;NOM;MASC;SG;3
本体	जिस्म	本体	जिस्म	N	N;NOM;MASC;SG;3
本体	बॉडी	本体	बॉडी	N	N;NOM;FEM;SG;3
本体	शरीर	本体	शरीर	N	N;NOM;MASC;SG;3
怪獣	राक्षस	怪獣	राक्षस	N	N;NOM;MASC;SG;3
怪獣	दानव	怪獣	दानव	N	N;NOM;MASC;SG;3
反乱	बगावत	反乱	बगावत	N	N;NOM;FEM;SG;3
反乱	विद्रोह	反乱	विद्रोह	N	N;NOM;MASC;SG;3
反乱	विद्रोह	反乱	विद्रोह	N	N;NOM;MASC;SG;3
反乱	विद्रोह	反乱	विद्रोह	N	N;NOM;MASC;SG;3
利益	लाभ	利益	लाभ	N	N;NOM;MASC;SG;3
利益	फायदा	利益	फायदा	N	N;NOM;MASC;SG;3
利益	लाभ	利益	लाभ	N	N;NOM;MASC;SG;3
爆弾	बम	爆弾	बम	N	N;NOM;MASC;SG;3
爆弾	बमों	爆弾	बम	N	N;ACC;MASC;PL;3
爆弾	बमबारी	爆弾	बमबारी	N	N;NOM;FEM;SG;3
文芸	साहित्य	文芸	साहित्य	N	N;NOM;MASC;SG;3
側面	पहलुओं	側面	पहलू	N	N;ACC;MASC;PL;3
側面	पहलु	側面	पहलु	N	N;NOM;MASC;SG;3
側面	पहलू	側面	पहलू	N	N;NOM;MASC;SG;3
患者	रोगियों	患者	रोगी	N	N;ACC;MASC;PL;3
患者	मरीजों	患者	मरीज	N	N;ACC;MASC;PL;3
患者	मरीज	患者	मरीज	N	N;NOM;MASC;PL;3
患者	रोगी	患者	रोगी	N	N;NOM;MASC;SG;3
メタル	धातु	メタル	धातु	N	N;NOM;MASC;SG;3
メタル	मेटल	メタル	मेटल	N	N;NOM;MASC;SG;3
学年	ग्रेड	学年	ग्रेड	N	N;NOM;MASC;SG;3
相互	पारस्परिक	相互	पारस्परिक	N	N;NOM;MASC;SG;3
業界	उद्योग	業界	उद्योग	N	N;NOM;MASC;SG;3
株主	शेयरधारकों	株主	शेयरधारक	N	N;ACC;MASC;PL;3
場面	दृश्यों	場面	दृश्य	N	N;ACC;MASC;PL;3
場面	दृश्य	場面	दृश्य	N	N;NOM;MASC;SG;3
場面	सीन	場面	सीन	N	N;NOM;MASC;SG;3
場面	झाँकी	場面	झाँकी	N	N;NOM;FEM;SG;3
書く	लिखे	書く	लिख	V	V;PFV;MASC;PL;V.PTCP;ACT
書く	लिखें	書く	लिख	V	V;SBJV;PL;FIN;ACT
警視	अधीक्षक	警視	अधीक्षक	N	N;NOM;MASC;SG;3
ジム	जिम	ジム	जिम	N	N;NOM;MASC;SG;3
ジム	जिम	ジム	जिम	N	N;NOM;MASC;SG;3
メッセージ	सन्देश	メッセージ	सन्देश	N	N;NOM;MASC;SG;3
メッセージ	संदेश	メッセージ	संदेश	N	N;NOM;MASC;SG;3
メッセージ	संदेश	メッセージ	संदेश	N	N;NOM;MASC;SG;3
詩人	कवि	詩人	कवि	N	N;NOM;MASC;SG;3
詩人	कवियों	詩人	कवी	N	N;ACC;MASC;PL;3
ランク	पद	ランク	पद	N	N;NOM;MASC;SG;3
ランク	दर्जा	ランク	दर्जा	N	N;NOM;MASC;SG;3
オンライン	ऑनलाइन	オンライン	ऑनलाइन	N	N;NOM;MASC;SG;3
記号	चिन्ह	記号	चिन्ह	N	N;NOM;MASC;SG;3
記号	प्रतीक	記号	प्रतीक	N	N;NOM;MASC;SG;3
記号	प्रतीकों	記号	प्रतीक	N	N;ACC;MASC;PL;3
記号	संकेत	記号	संकेत	N	N;NOM;MASC;SG;3
記号	प्रतीक	記号	प्रतीक	N	N;NOM;MASC;SG;3
変換	बदलें	変換	बदल	V	V;SBJV;SG;FIN;ACT
過程	प्रक्रिया	過程	प्रक्रिया	N	N;NOM;FEM;SG;3
過程	प्रक्रम	過程	प्रक्रम	N	N;NOM;MASC;SG;3
ヘッド	दिमाग़	ヘッド	दिमाग़	N	N;NOM;MASC;SG;3
ヘッド	सिर	ヘッド	सिर	N	N;NOM;MASC;SG;3
資産	एसेट	資産	एसेट	N	N;NOM;MASC;SG;3
資産	संपत्ति	資産	संपत्ति	N	N;NOM;FEM;SG;3
資産	एसेट	資産	एसेट	N	N;NOM;MASC;SG;3
手紙	अक्षर	手紙	अक्षर	N	N;NOM;MASC;SG;3
手紙	लेटर	手紙	लेटर	N	N;NOM;MASC;SG;3
手紙	पत्र	手紙	पत्र	N	N;NOM;MASC;SG;3
手紙	अक्षर	手紙	अक्षर	N	N;NOM;MASC;SG;3
アイテム	वस्तु	アイテム	वस्तु	N	N;NOM;FEM;SG;3
アイテム	आइटम	アイテム	आइटम	N	N;NOM;MASC;SG;3
アイテム	आइटम	アイテム	आइटम	N	N;NOM;MASC;SG;3
アイテム	वस्तुएँ	アイテム	वस्तु	N	N;NOM;FEM;PL;3
アイテム	वस्तुएं	アイテム	वस्तु	N	N;NOM;FEM;PL;3
任意	voluntary	任意	voluntary	N	N;NOM;MASC;SG;3
任意	मनमानी	任意	मनमाना	N	N;NOM;FEM;SG;3
短い	छोटा	短い	छोटा	ADJ	ADJ;NOM;MASC;SG
短い	छोटी	短い	छोटा	ADJ	ADJ;FEM;SG
神経	तंत्रिका	神経	तंत्रिका	N	N;NOM;FEM;SG;3
ボード	बोर्ड	ボード	बोर्ड	N	N;NOM;MASC;SG;3
ボード	फलक	ボード	फलक	N	N;NOM;MASC;SG;3
ボード	बोर्ड	ボード	बोर्ड	N	N;NOM;MASC;SG;3
ボード	फलक	ボード	फलक	N	N;NOM;MASC;SG;3
姿勢	तेवर	姿勢	तेवर	N	N;NOM;MASC;PL;3
姿勢	attitude	姿勢	ओॉीओाठ	N	N;NOM;MASC;SG;3
姿勢	रवैया	姿勢	रवैया	N	N;NOM;MASC;SG;3
議長	वक्ता	議長	वक्ता	N	N;NOM;MASC;SG;3
議長	अध्यक्ष	議長	अध्यक्ष	N	N;NOM;MASC;SG;3
議長	स्पीकर	議長	स्पीकर	N	N;NOM;MASC;SG;3
議長	चेयरमैन	議長	चेयरमैन	N	N;NOM;MASC;SG;3
議長	अध्यक्ष	議長	अध्यक्ष	N	N;NOM;MASC;SG;3
スポンサー	प्रायोजक	スポンサー	प्रायोजक	N	N;NOM;MASC;SG;3
スポンサー	प्रायोजक	スポンサー	प्रायोजक	N	N;NOM;MASC;SG;3
スポンサー	प्रायोजकों	スポンサー	प्रायोजक	N	N;ACC;MASC;PL;3
スポンサー	प्रायोजन	スポンサー	प्रायोजन	N	N;NOM;MASC;SG;3
気象	मौसम	気象	मौसम	N	N;NOM;MASC;SG;3
ボディ	जिस्म	ボディ	जिस्म	N	N;NOM;MASC;SG;3
ボディ	बॉडी	ボディ	बॉडी	N	N;NOM;FEM;SG;3
ボディ	शरीर	ボディ	शरीर	N	N;NOM;MASC;SG;3
ポケット	जेब	ポケット	जेब	N	N;NOM;FEM;SG;3
ヒーロー	हीरो	ヒーロー	हीरो	N	N;NOM;MASC;SG;3
ヒーロー	नायिका	ヒーロー	नायिका	N	N;NOM;FEM;SG;3
再	पुनर्निर्माण	再	पुनर्निर्माण	N	N;NOM;MASC;SG;3
ドーム	गुम्बद	ドーム	गुम्बद	N	N;NOM;MASC;SG;3
オス	पुरुष	オス	पुरुष	N	N;NOM;MASC;SG;3
オス	नर	オス	नर	N	N;NOM;MASC;SG;3
オス	पुरूष	オス	पुरूष	N	N;NOM;MASC;SG;3
国境	सीमा	国境	सीमा	N	N;NOM;FEM;SG;3
国境	सीमांत	国境	सीमांत	N	N;NOM;MASC;SG;3
国境	बॉर्डर	国境	बॉर्डर	N	N;NOM;MASC;SG;3
国境	किनारा	国境	किनारा	N	N;NOM;MASC;SG;3
リニューアル	नवीकरण	リニューアル	नवीकरण	N	N;NOM;MASC;SG;3
ドライブ	ड्राइव	ドライブ	ड्राइव	N	N;NOM;MASC;SG;3
ドライブ	ड्राइव	ドライブ	ड्राइव	N	N;NOM;MASC;SG;3
不動産	एस्टेट	不動産	एस्टेट	N	N;NOM;MASC;SG;3
立候補	उम्मीदवारी	立候補	उम्मीदवारी	N	N;NOM;FEM;SG;3
手段	मतलब	手段	मतलब	N	N;NOM;MASC;SG;3
分岐	bifurcation	分岐	ओनुौओणेधी	V	V;IPFV;MASC;V.PTCP;ACT
ラウンド	दौर	ラウンド	दौर	N	N;NOM;MASC;SG;3
ラウンド	गोल	ラウンド	गोल	N	N;NOM;MASC;SG;3
ラウンド	राउंड	ラウンド	राउंड	N	N;NOM;MASC;SG;3
ラウンド	गोलाकार	ラウンド	गोलाकार	N	N;NOM;MASC;SG;3
循環	परिसंचरण	循環	परिसंचरण	N	N;NOM;MASC;SG;3
循環	परिसंचरण	循環	परिसंचरण	N	N;NOM;MASC;SG;3
現実	हकीकत	現実	हकीकत	N	N;NOM;FEM;SG;3
現実	हकीकत	現実	हकीकत	N	N;NOM;FEM;SG;3
現実	वास्तविकता	現実	वास्तविकता	N	N;NOM;FEM;SG;3
幼稚	किंडरगार्टन	幼稚	किंडरगार्टन	N	N;NOM;MASC;SG;3
幼稚	प्रीस्कूल	幼稚	प्रीस्कूल	N	N;NOM;MASC;SG;3
フライ	मक्खी	フライ	मक्खी	N	N;NOM;MASC;SG;3
学ぶ	सीखें	学ぶ	सीख	V	V;SBJV;PL;FIN;ACT
学ぶ	सीख	学ぶ	सीख	V	V;FIN;ACT
スピード	रफ्तार	スピード	रफ्तार	N	N;NOM;FEM;SG;3
スピード	गति	スピード	गति	N	N;NOM;FEM;SG;3
プレス	प्रेस	プレス	प्रेस	N	N;NOM;FEM;SG;3
アシスタント	सहायक	アシスタント	सहायक	N	N;NOM;MASC;SG;3
半分	हाफ़	半分	हाफ़	N	N;NOM;MASC;SG;3
半分	आधी	半分	आधा	N	N;NOM;FEM;SG;3
イカ	स्क्विड	イカ	स्क्विड		
定員	क्षमता	定員	क्षमता	N	N;NOM;FEM;SG;3
研究者	शोधकर्ता	研究者	शोधकर्ता	N	N;NOM;MASC;PL;3
研究者	शोधकर्ताओं	研究者	शोधकर्ता	N	N;ACC;MASC;PL;3
意図	मंशा	意図	मंशा	N	N;NOM;FEM;SG;3
意図	इरादों	意図	इरादा	N	N;ACC;MASC;PL;3
ケーブル	केबल	ケーブル	केबल	N	N;NOM;MASC;SG;3
ケーブル	केबल	ケーブル	केबल	N	N;NOM;MASC;SG;3
十字	पार	十字	पार	N	N;NOM;MASC;SG;3
ハード	मेहनत	ハード	मेहनत	N	N;NOM;FEM;SG;3
教皇	पोप	教皇	पोप	N	N;NOM;MASC;SG;3
ドラム	ड्रम	ドラム	ड्रम	N	N;NOM;MASC;SG;3
ドラム	ढोल	ドラム	ढोल	N	N;NOM;MASC;SG;3
ドラム	ड्रम	ドラム	ड्रम	N	N;NOM;MASC;SG;3
ガラス	काच	ガラス	काच	N	N;NOM;MASC;SG;3
ガラス	गिलास	ガラス	गिलास	N	N;NOM;MASC;SG;3
ガラス	ग्लास	ガラス	ग्लास	N	N;NOM;MASC;SG;3
ガラス	कांच	ガラス	कांच	N	N;NOM;MASC;SG;3
悪い	खराब	悪い	खराब	ADJ	ADJ
ヤード	यार्ड	ヤード	यार्ड	N	N;NOM;MASC;SG;3
教員	शिक्षक	教員	शिक्षक	N	N;NOM;MASC;SG;3
教員	अध्यापक	教員	अध्यापक	N	N;NOM;MASC;SG;3
教員	टीचर	教員	टीचर	N	N;NOM;MASC;SG;3
教員	शिक्षकों	教員	शिक्षक	N	N;ACC;MASC;PL;3
教員	शिक्षक	教員	शिक्षक	N	N;NOM;MASC;SG;3
キャリア	कैरियर	キャリア	कैरियर	N	N;NOM;MASC;SG;3
キャリア	आजीविका	キャリア	आजीविका	N	N;NOM;MASC;SG;3
キャリア	करियर	キャリア	करियर	N	N;NOM;MASC;SG;3
