категория	kategorie	категория	kategorie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
премьер	premiéra	премьер	premiér	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
премьер	premiér	премьер	premiér	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
сначала	nejprve	сначала	nejprve	ADV	ADV
действительно	vskutku	действительно	vskutku	ADV	ADV
действительно	skutečně	действительно	skutečně	ADV	ADV;POS
действительно	skutečně	действительно	skutečně	ADV	ADV;POS
действительно	opravdu	действительно	opravdu	ADV	ADV
игра	zápas	игра	zápas	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
игра	hra	игра	hra	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
решения	roztoky	решение	roztok	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
строительство	budování	строительство	budování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
строительство	stavění	строительство	stavění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
строительство	budova	строительство	budova	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
строительство	stavebnictví	строительство	stavebnictví	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
строительство	výstavba	строительство	výstavba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
строительство	stavba	строительство	stavba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
строительство	konstrukce	строительство	konstrukce	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
пункт	položka	пункт	položka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
пункт	předmět	пункт	předmět	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
пункт	paragraf	пункт	paragraf	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
пункт	odstavec	пункт	odstavec	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
мать	matka	мать	matka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
снова	znovu	снова	znovu	ADV	ADV
снова	zase	снова	zase	ADV	ADV
снова	opět	снова	opět	ADV	ADV
здания	budovy	здание	budova	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
здания	stavby	здание	stavba	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
тренер	trenér	тренер	trenér	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
тренер	kouč	тренер	kouč	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
тренер	trenér	тренер	trenér	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
поле	obor	поле	obor	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
поле	pole	поле	pole	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
написал	psal	писать	psát	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
написал	napsal	писать	napsat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
значения	hodnoty	значение	hodnota	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
пути	způsoby	путь	způsob	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
пути	stezky	путь	stezka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
пути	cesty	путь	cesta	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
женщины	ženy	женщина	žena	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;POS
женщины	ženy	женщина	žena	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL;POS
майор	major	майор	major	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
провинция	provincie	провинция	provincie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
программы	programy	программа	program	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
программы	programy	программа	program	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
храм	svatyně	храм	svatyně	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
храм	chrám	храм	chrám	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
исследования	studie	исследование	studie	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
исследования	výzkumy	исследование	výzkum	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
мнение	názor	мнение	názor	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
мнение	stanovisko	мнение	stanovisko	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
сообщения	zprávy	сообщение	zpráva	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
сообщения	vzkazy	сообщение	vzkaz	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
раздел	úsek	раздел	úsek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
раздел	oddíl	раздел	oddíl	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
раздел	sekce	раздел	sekce	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
матч	zápas	матч	zápas	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
матч	utkání	матч	utkání	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
матч	shoda	матч	shoda	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
быстро	rychle	быстро	rychle	ADV	ADV;POS
быстро	rychle	быстро	rychle	ADV	ADV;POS
быстро	rychle	быстро	rychle	ADV	ADV;POS
удаление	odebírání	удаление	odebírání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
удаление	odstraňování	удаление	odstraňování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
удаление	odstranění	удаление	odstranění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
удаление	odebrání	удаление	odebrání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
удаление	vyjmutí	удаление	vyjmutí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
удаление	mazání	удаление	mazání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
проходит	míjí	проходить	míj	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
проходит	projde	проходить	projít	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
влияние	vliv	влияние	vliv	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
влияние	náraz	влияние	náraz	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
влияние	dopad	влияние	dopad	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
влияние	vliv	влияние	vliv	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
епископ	biskup	епископ	biskup	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
епископ	střelec	епископ	střelec	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
следующий	další	следующий	další	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
максимальная	maximální	максимальный	maximální	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
капитан	kapitáne	капитан	kapitán	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
капитан	kapitán	капитан	kapitán	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
никто	nikdo	никто	nikdo	PRO;NOM	PRO;ANIM;NOM;MASC
работает	pracuje	работать	pracovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
работает	funguje	работать	fungovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
довольно	docela	довольно	docela	ADV	ADV
интернет	internet	интернет	internet	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
руководитель	vůdce	руководитель	vůdce	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
армия	armáda	армия	armáda	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
армия	vojsko	армия	vojsko	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
степень	stupeň	степень	stupeň	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
лейтенант	poručík	лейтенант	poručík	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
науки	vědy	наука	věda	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
науки	vědy	наука	věda	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
версия	verze	версия	verze	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
думаю	přemýšlím	думать	přemýšlet	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
полковник	plukovník	полковник	plukovník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
воды	vody	вода	voda	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
титул	nadpis	титул	nadpis	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
титул	titul	титул	titul	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
титул	název	титул	název	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
сражения	bitvy	сражение	bitva	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
князь	kníže	князь	kníže	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
князь	princ	князь	princ	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
стадион	stadion	стадион	stadión	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
стадион	stadium	стадион	stadium	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
кубок	hrnek	кубок	hrnek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
кубок	cup	кубок	cup	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
кубок	pohár	кубок	pohár	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
кубок	kelímek	кубок	kelímek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
кубок	šálek	кубок	šálek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
пять	pět	пять	pět	NUM;NOM	NUM;NOM;SG
движение	návrh	движение	návrh	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
движение	pohyb	движение	pohyb	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
движение	provoz	движение	provoz	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
движение	doprava	движение	doprava	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
движение	hnutí	движение	hnutí	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
движение	pohyb	движение	pohyb	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
выпуск	výstup	выпуск	výstup	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
выпуск	vydání	выпуск	vydání	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
святой	svatý	святой	svatý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
святой	svatá	святой	svatý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
святой	svatý	святой	svatý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
святой	svaté	святой	svatý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
святой	svatá	святой	svatý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
союз	union	союз	union	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
союз	svaz	союз	svaz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
союз	unie	союз	unie	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
союз	sojuz	союз	sojuz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
удалить	odstranit	удалить	odstranit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
удалить	odebrat	удалить	odebrat	V;PFV;NFIN;ACT	V;POS;NFIN
удалить	odstranit	удалить	odstranit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
удалить	vymazat	удалить	vymazat	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
остров	ostrov	остров	ostrov	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
операции	úkony	операция	úkon	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
операции	transakce	операция	transakce	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
французский	francouzské	французский	francouzský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
французский	francouzská	французский	francouzský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
издание	edice	издание	edice	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
издание	vydání	издание	vydání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
издание	zveřejňování	издание	zveřejňování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
издание	vyhlášení	издание	vyhlášení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
издание	publikace	издание	publikace	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
издание	uveřejnění	издание	uveřejnění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
издание	zveřejnění	издание	zveřejnění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
необходимо	nutná	необходимый	nutný	ADJ;NEUT;SG	ADJ;NOM;FEM;SG;POS
необходимо	nezbytná	необходимый	zbytný	ADJ;NEUT;SG	ADJ;NOM;FEM;SG;NEG
необходимо	nezbytné	необходимый	zbytný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;NEG
необходимо	nutné	необходимый	nutný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
необходимо	nezbytný	необходимый	zbytný	ADJ;NEUT;SG	ADJ;INAN;NOM;MASC;SG;NEG
результаты	výsledky	результат	výsledek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
говорит	hovoří	говорить	hovořit	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
говорит	mluví	говорить	mluvit	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
говорит	říká	говорить	říkat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
павел	pavlo	павел	pavnout	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
золотой	zlatý	золотой	zlatý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
золотой	zlatá	золотой	zlatý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
золотой	zlatá	золотой	zlatý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
золотой	zlatý	золотой	zlatý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
известный	známo	известный	známý	ADJ;NOM;MASC;SG	ADJ;NEUT;SG;POS
известный	známý	известный	známý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
известный	známé	известный	známý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
известный	známá	известный	známý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
известный	slavná	известный	slavný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
известный	slavný	известный	slavný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
известный	slavné	известный	slavný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
известный	proslulý	известный	proslulý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
михайлович	michajlovič	михайлович	michajlovič	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
использование	užití	использование	užití	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
использование	využití	использование	využití	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
использование	použití	использование	použití	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
использование	používání	использование	používání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
использование	použití	использование	použití	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
использование	používání	использование	používání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
использование	využití	использование	využití	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
использование	použití	использование	použití	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
использование	užití	использование	užití	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
далее	dále	далее	dále	ADV	ADV
далее	dále	далее	dále	ADV	ADV
немецкий	německý	немецкий	německý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
немецкий	německá	немецкий	německý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
империя	říše	империя	říše	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
империя	impérium	империя	impérium	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
совершенно	kompletně	совершенно	kompletně	ADV	ADV;POS
совершенно	zcela	совершенно	zcela	ADV	ADV
совершенно	naprosto	совершенно	naprosto	ADV	ADV
совершенно	úplně	совершенно	úplně	ADV	ADV;POS
совершенно	úplně	совершенно	úplně	ADV	ADV;POS
совершенно	naprosto	совершенно	naprosto	ADV	ADV
совершенно	zcela	совершенно	zcela	ADV	ADV
очередь	fronta	очередь	fronta	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
записи	záznamy	запись	záznam	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
записи	rekordy	запись	rekord	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
записи	desky	запись	deska	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
записи	položky	запись	položka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
записи	zápisy	запись	zápis	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
записи	záznamy	запись	záznam	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
мог	mohl	мочь	moci	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
термин	pojem	термин	pojem	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
термин	výraz	термин	výraz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
термин	termín	термин	termín	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
вторая	druhé	второй	druhý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
вторая	druhá	второй	druhý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
вторая	druhý	второй	druhý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
дети	děti	ребенок	dítě	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL;POS
дети	děcka	ребенок	děcko	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;PL;POS
дети	děti	ребенок	dítě	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL;POS
дети	miminka	ребенок	miminko	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;PL;POS
дети	děti	ребенок	dítě	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL;POS
издательство	nakladatelství	издательство	nakladatelství	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
издательство	nakladatelství	издательство	nakladatelství	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
издательство	vydavatelství	издательство	vydavatelství	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
издательство	zveřejňování	издательство	zveřejňování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
издательство	publikování	издательство	publikování	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
издательство	zveřejnění	издательство	zveřejnění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
карьера	kariéra	карьера	kariéra	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
карьера	kariéra	карьера	kariéra	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
композитор	skladatel	композитор	skladatel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
должности	polohy	должность	poloha	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
должности	příspěvky	должность	příspěvek	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
семьи	rodiny	семья	rodina	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
военный	vojenský	военный	vojenský	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
военный	vojenská	военный	vojenský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
английский	anglické	английский	anglický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
создание	vytvoření	создание	vytvoření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
создание	vytváření	создание	vytváření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
создание	tvorba	создание	tvorba	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
создание	vznik	создание	vznik	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
создание	vytvoření	создание	vytvoření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
создание	vytváření	создание	vytváření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
создание	tvoření	создание	tvoření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
создание	vytvoření	создание	vytvoření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
создание	vytváření	создание	vytváření	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
актриса	herečka	актриса	herečka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
писать	píšu	писать	psát	V;IPFV;NFIN;ACT	V;IND;SG;1;POS;PRS;FIN;ACT
корпус	trup	корпус	trup	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
корпус	corpus	корпус	corpus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
относительно	poměrně	относительно	poměrně	ADV	ADV;POS
относительно	relativně	относительно	relativně	ADV	ADV;POS
членов	členů	член	člen	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
позиции	polohy	позиция	poloha	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
речь	proslov	речь	proslov	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
речь	projev	речь	projev	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
речь	řeč	речь	řeč	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
жена	žena	жена	žena	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
жена	manželka	жена	manželka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
альбомы	alba	альбом	album	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL;POS
правительство	vláda	правительство	vláda	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
знак	znak	знак	znak	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
знак	podpis	знак	podpis	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
слишком	taky	слишком	také	ADV	ADV
энциклопедия	encyklopedie	энциклопедия	encyklopedie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
поэт	básník	поэт	básník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
заместитель	zástupce	заместитель	zástupce	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
