dlhší	duži	dlhý	dug	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;CMPR;MASC;SG
jadrá	jezgre	jadrý	jezgra	N;NOM;NEUT;PL	N;NOM;FEM;PL
podľahol	podlegao	podľahnúť	podlegati	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
atlantic	atlantic	atlantica	atlantic	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
atlantic	atlantik	atlantica	atlantik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
suché	suha	suchý	suh	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
suché	suhi	suchý	suhi	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
opraviť	popraviti	opraviť	popraviti	V;PFV;POS;NFIN	V;NFIN
opraviť	popravi	opraviť	poprava	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
opraviť	ispravi	opraviť	isprava	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
civilistov	civile	civilista	civil	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
závody	trke	závod	trka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
závody	rase	závod	rasa	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
závody	utrke	závod	utrka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
zbory	zborovi	zbor	zbor	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
sovieti	sovjeti	sovetieť	sovjeti	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
predpoklady	preduvjeti	predpoklad	preduvjet	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
predpoklady	pretpostavke	predpoklad	pretpostavka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
predpoklady	pretpostavki	predpoklad	pretpostavki	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
zimy	zime	zim	zima	N;NOM;FEM;PL	N;NOM;FEM;PL
stratu	gubitka	strata	gubitak	N;ACC;FEM;SG	N;ACC;MASC;SG
tunela	tunel	tunieť	tunel	N;NOM;FEM;SG	N;NOM;MASC;SG
plná	pun	plný	pun	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
plná	puna	plný	pun	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
plná	puni	plný	pun	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
námorníctvo	mornarica	námorníctvo	mornarica	N;NOM;NEUT;SG	N;NOM;FEM;SG
riadiť	vodila	riadiť	voditi	V;IPFV;POS;NFIN	V;FEM;SG;PST;V.PTCP;ACT
riadiť	upravljati	riadiť	upravljati	V;IPFV;POS;NFIN	V;NFIN
učiteľka	učiteljica	učiteľka	učiteljica	N;NOM;FEM;SG	N;NOM;FEM;SG
učiteľka	nastavnik	učiteľka	nastavnik	N;NOM;FEM;SG	N;NOM;MASC;SG
učiteľka	učitelj	učiteľka	učitelj	N;NOM;FEM;SG	N;NOM;MASC;SG
pivo	piva	pivo	pivo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pivo	pivo	pivo	pivo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pivo	ale	pivo	ale	N;NOM;NEUT;SG	N;NOM;MASC;SG
pripojený	povezano	pripojený	povezan	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP
obľúbený	omiljena	obľúbený	omiljen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
obľúbený	omiljeni	obľúbený	omiljen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
obľúbený	omiljeno	obľúbený	omiljeno	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;NEUT;SG
obľúbený	omiljena	obľúbený	omiljen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
obľúbený	omiljeni	obľúbený	omiljen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
obľúbený	omiljeno	obľúbený	omiljeno	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;NEUT;SG
biskupský	episkopalna	biskupský	episkopalan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
evanjelium	evanđelja	evanjelium	evanđelj	N;NOM;NEUT;SG	N;NOM;MASC;SG
evanjelium	evanđelje	evanjelium	evanđelje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
korisť	plijen	korisť	plijen	N;NOM;FEM;SG	N;NOM;MASC;SG
korisť	plijen	korisť	plijen	N;NOM;FEM;SG	N;NOM;MASC;SG
pozemky	zavjere	pozemok	zavjera	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
pozemky	parcele	pozemok	parcela	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
pozemky	parcele	pozemok	parcela	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
rna	rnk	rno	rnk	N;NOM;FEM;SG	N;NOM;FEM;SG
prototypy	prototipovi	prototyp	prototip	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
jadrové	nuklearni	jadrový	nuklearan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
jadrové	nuklearna	jadrový	nuklearan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
kov	metal	kov	metal	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
rola	uloga	rol	uloga	N;NOM;FEM;SG	N;NOM;FEM;SG
pečene	jetra	pečen	jetar	N;NOM;MASC;SG	N;NOM;FEM;SG
stupnice	ljuske	stupnica	ljuska	N;NOM;FEM;PL	N;NOM;FEM;PL
stupnice	vage	stupnica	vag	N;NOM;FEM;PL	N;NOM;FEM;PL
brať	uzimam	brať	uzimati	V;IPFV;POS;NFIN	V;IND;SG;1;PRS;FIN
ušiel	pobjegla	ujsť	pobjeći	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
ušiel	pobjegao	ujsť	pobjeći	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
vstúpiť	unesite	vstúpiť	unijeti	V;PFV;POS;NFIN	V;IMP;PL;2;FIN
multi	multi	mult	mult	N;NOM;MASC;SG	N;NOM;MASC;SG
kazateľ	propovjednik	kazateľ	propovjednik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
priechod	prolaz	priechod	prolaz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
telefóny	telefoni	telefón	telefon	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
telefóny	telefoni	telefón	telefon	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
vonkajšia	vanjski	vonkajší	vanjski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
vonkajšia	vanjska	vonkajší	vanjski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
vonkajšia	vanjski	vonkajší	vanjski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
vonkajšia	vanjska	vonkajší	vanjski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
vonkajšia	vanjski	vonkajší	vanjski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
vonkajšia	vanjska	vonkajší	vanjski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
dobytok	stoka	dobytok	stoka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
dobytok	stoka	dobytok	stoka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
dobytok	goveda	dobytok	goved	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
muzikál	mjuzikl	muzikál	mjuzikl	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
fanúšikovia	ljubitelji	fanúšik	ljubitelj	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
fanúšikovia	navijači	fanúšik	navijač	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
fanúšikovia	obožavatelji	fanúšik	obožavatelj	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
fanúšikovia	fanovi	fanúšik	fan	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
plyny	plinovi	plyn	plin	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
ryba	riba	ryba	riba	N;NOM;FEM;SG	N;NOM;FEM;SG
ryba	ribica	ryba	ribica	N;NOM;FEM;SG	N;NOM;FEM;SG
aktivista	aktivist	aktivista	aktivist	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
nádoby	spremnici	nádoba	spremnik	N;NOM;FEM;PL	N;NOM;MASC;PL
väzni	zarobljenici	väzeň	zarobljenik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
väzni	zatvorenici	väzeň	zatvorenik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
väzni	zatvorenici	väzeň	zatvorenik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
zoltán	zoltán	zoltán	zoltan	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
prebehol	prebjegao	prebehnúť	prebjeći	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
priehrada	brana	priehrada	brana	N;NOM;FEM;SG	N;NOM;FEM;SG
priehrada	rezervoar	priehrada	rezervoar	N;NOM;FEM;SG	N;NOM;MASC;SG
money	novac	money	novac	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
money	love	money	lova	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zranení	ozljede	zranenie	ozljeda	N;NOM;NEUT;PL	N;NOM;FEM;PL
zranení	ozlijede	zranenie	ozlijediti	N;NOM;NEUT;PL	N;NOM;FEM;PL
zranení	povrede	zranenie	povreda	N;NOM;NEUT;PL	N;NOM;FEM;PL
zachovať	sačuvati	zachovať	sačuvati	V;PFV;POS;NFIN	V;NFIN
zachovať	održavati	zachovať	održavati	V;PFV;POS;NFIN	V;NFIN
zachovať	zadrži	zachovať	zadržiti	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
ministri	ministri	minister	ministar	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
platforma	platforma	platforma	platforma	N;NOM;FEM;SG	N;NOM;FEM;SG
platformy	platforme	platforma	platforma	N;NOM;FEM;PL	N;NOM;FEM;PL
esperanto	esperanto	esperanto	esperanto	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
hercov	glumce	herec	glumac	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
ohrozený	ugrožena	ohrozený	ugroziti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
ohrozený	ugrožena	ohrozený	ugroziti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
ohrozený	kompromitiran	ohrozený	kompromitiran	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP
ohrozený	ugrožen	ohrozený	ugroziti	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
poéziu	poeziju	poézia	poezija	N;ACC;FEM;SG	N;ACC;FEM;SG
viditeľný	vidljiv	viditeľný	vidljiv	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
viditeľný	vidljiva	viditeľný	vidljiv	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
viditeľný	vidljivo	viditeľný	vidljiv	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;NEUT;SG
videa	videozapis	videa	videozapis	N;NOM;NEUT;SG	N;NOM;MASC;SG
videa	video	videa	video	N;NOM;NEUT;SG	N;NOM;MASC;SG
kresby	skice	kresb	skica	N;NOM;FEM;PL	N;NOM;FEM;PL
kresby	crteži	kresb	crtež	N;NOM;FEM;PL	N;NOM;MASC;PL
rozhodnúť	odluči	rozhodnúť	odlučiti	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
rozhodnúť	odlučite	rozhodnúť	odlučiti	V;PFV;POS;NFIN	V;IMP;PL;2;PRS;FIN
podaní	administracija	podanie	administracija	N;NOM;NEUT;SG	N;NOM;FEM;SG
bolesť	boli	bolesť	bol	N;NOM;FEM;SG	N;NOM;FEM;SG
bolesť	bol	bolesť	bol	N;NOM;FEM;SG	N;NOM;FEM;SG
originálny	izvorna	originálny	izvoran	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
originálny	izvorni	originálny	izvoran	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
komik	komičar	komik	komičar	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
súostrovie	arhipelag	súostrovie	arhipelag	N;NOM;NEUT;SG	N;NOM;MASC;SG
ekonomicky	gospodarski	ekonomicky	gospodarski	ADV	ADV
ekonomicky	ekonomski	ekonomicky	ekonomski	ADV	ADV
lúč	greda	lúč	gred	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
orientované	orijentiran	orientovaný	orijentiran	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG
prežili	preživjele	prežiť	preživjeti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;FEM;PL;PST;V.PTCP;ACT
prežili	preživjeli	prežiť	preživjeti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
prežili	preživjeli	prežiť	preživjeti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
vyšetrovanie	istraga	vyšetrovanie	istraga	N;NOM;NEUT;SG	N;NOM;FEM;SG
vinyl	vinil	vinyť	vinil	N;NOM;FEM;SG	N;NOM;MASC;SG
občan	državljanin	občan	državljanin	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
občan	građanin	občan	građanin	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
disky	diskovi	diska	disk	N;NOM;FEM;PL	N;NOM;MASC;PL
disky	diskovi	diska	disk	N;NOM;FEM;PL	N;NOM;MASC;PL
vzácny	dragocjena	vzácny	dragocjen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
vzácny	dragocjeno	vzácny	dragocjeno	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;NEUT;SG
vzácny	dragocjeni	vzácny	dragocjen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
vzácny	dragocjen	vzácny	dragocjen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
vzácny	rijetka	vzácny	rijedak	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
krivka	zavoj	krivka	zav	N;NOM;FEM;SG	N;NOM;MASC;SG
sláva	slava	slávať	slava	N;NOM;FEM;SG	N;NOM;FEM;SG
sláva	slava	slávať	slava	N;NOM;FEM;SG	N;NOM;FEM;SG
splniť	ispuni	splniť	ispuniti	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
splniť	ispuniti	splniť	ispuniti	V;PFV;POS;NFIN	V;NFIN
šéf	gazda	šéf	gazda	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
šéf	šef	šéf	šef	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
nádor	tumor	nádor	tumor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
nádor	tumor	nádor	tumor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
finančná	financijska	finančný	financijski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
prápor	bojna	prápor	bojna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
prápor	bataljun	prápor	bataljun	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prápor	bataljon	prápor	bataljon	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
natočil	snimio	natočiť	snimiti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
anjou	anjoua	ano	anjou	N;NOM;FEM;SG	N;NOM;MASC;SG
wrestling	hrvanje	wrestling	hrvanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
zhrnutie	sažetak	zhrnutie	sažetak	N;NOM;NEUT;SG	N;NOM;MASC;SG
vetu	kaznu	vetu	kazna	N;ACC;FEM;SG	N;ACC;FEM;SG
trhy	tržišta	trha	tržište	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
trhy	tržnice	trha	tržnica	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
dávid	david	dávid	david	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
blackhawks	blackhawks	blackhawks	blackhawks	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
lasica	lasica	lasica	lasica	N;NOM;FEM;SG	N;NOM;FEM;SG
jasná	bistar	jasný	bistar	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
znížiť	smanji	znížiť	smanjiti	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
znížiť	smanji	znížiť	smanjiti	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
vyhnúť	izbjegla	vyhnúť	izbjeći	V;PFV;POS;NFIN	V;FEM;SG;PST;V.PTCP;ACT
vyhnúť	izbjeći	vyhnúť	izbjeći	V;PFV;POS;NFIN	V;NFIN
vyhnúť	izbjegavao	vyhnúť	izbjegavati	V;PFV;POS;NFIN	V;MASC;SG;PST;V.PTCP;ACT
vyhnúť	izbjegao	vyhnúť	izbjeći	V;PFV;POS;NFIN	V;MASC;SG;PST;V.PTCP;ACT
inšpiroval	inspirirala	inšpirovať	inspirirati	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
pologuli	hemisferi	pologuť	hemisfer	N;NOM;FEM;SG	N;NOM;MASC;SG
slnečný	sunčani	slnečný	sunčan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
slnečný	sunčano	slnečný	sunčano	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
okna	prozor	okno	prozor	N;NOM;NEUT;SG	N;NOM;MASC;SG
najrýchlejšie	najbrže	rýchlo	brzo	ADV;RL	ADV;RL
pristátia	slijetanja	pristátiť	slijetanje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
pristátia	slijetanja	pristátiť	slijetanje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
raj	raj	raj	raj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
raj	raj	raj	raj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
raj	paradise	raj	paradis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
budovanie	zgrada	budovanie	zgrada	N;NOM;NEUT;SG	N;NOM;FEM;SG
územné	teritorijalni	územný	teritorijalni	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
bývanie	stanovanje	bývanie	stanovanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
nepretržite	neprekidno	nepretržite	neprekidno	ADV	ADV
nepretržite	konstantno	nepretržite	konstantno	ADV	ADV
nepretržite	kontinuirano	nepretržite	kontinuirano	ADV	ADV
zobrazí	prikazuje	zobraziť	prikazivati	V;PFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
zobrazí	pokazuje	zobraziť	pokazivati	V;PFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
viditeľná	vidljiv	viditeľný	vidljiv	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
viditeľná	vidljiva	viditeľný	vidljiv	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
viditeľná	vidljivo	viditeľný	vidljiv	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;NEUT;SG
trend	trend	trend	trend	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
júlia	julie	júlia	juliti	N;NOM;FEM;SG	N;NOM;FEM;SG
júlia	julija	júlia	julij	N;NOM;FEM;SG	N;NOM;FEM;SG
júlia	julia	júlia	juliti	N;NOM;FEM;SG	N;NOM;FEM;SG
júlia	juliet	júlia	juliet	N;NOM;FEM;SG	N;NOM;FEM;SG
júlia	julija	júlia	julij	N;NOM;FEM;SG	N;NOM;FEM;SG
kuchyňa	kuhinja	kuchyňa	kuhinja	N;NOM;FEM;SG	N;NOM;FEM;SG
carolina	karolina	carolina	karolina	N;NOM;FEM;SG	N;NOM;FEM;SG
pravdepodobnosti	vjerojatnosti	pravdepodobnosť	vjerojatnost	N;NOM;FEM;PL	N;NOM;FEM;PL
pravdepodobnosti	vjerojatnosti	pravdepodobnosť	vjerojatnost	N;NOM;FEM;PL	N;NOM;FEM;PL
obsadiť	zauzimaju	obsadiť	zauzimati	V;PFV;POS;NFIN	V;IND;PL;3;PRS;FIN
reagovať	reagirati	reagovať	reagirati	V;IPFV;POS;NFIN	V;NFIN
reagovať	odgovorite	reagovať	odgovoriti	V;IPFV;POS;NFIN	V;IMP;PL;2;FIN
plošiny	platforme	plošina	platforma	N;NOM;FEM;PL	N;NOM;FEM;PL
referendum	referendum	referendum	referendum	N;NOM;NEUT;SG	N;NOM;MASC;SG
piata	peta	piata	peti	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
piata	peto	piata	peti	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
piata	peti	piata	peti	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
tempo	tempo	tempo	tempo	N;NOM;NEUT;SG	N;NOM;MASC;SG
tempo	tempo	tempo	tempo	N;NOM;NEUT;SG	N;NOM;MASC;SG
stĺpy	stupovi	stĺp	stup	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
stĺpy	poljaci	stĺp	poljak	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
stĺpy	kolone	stĺp	kolona	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
stĺpy	stupovi	stĺp	stup	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
liečba	terapija	liečba	terapija	N;NOM;FEM;SG	N;NOM;FEM;SG
liečba	liječenje	liečba	liječenje	N;NOM;FEM;SG	N;NOM;NEUT;SG
liečba	tretman	liečba	tretman	N;NOM;FEM;SG	N;NOM;MASC;SG
komerčný	komercijalni	komerčný	komercijalan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
králik	zec	králik	zec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
králik	zeko	králik	zeko	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
indická	indijski	indický	indijski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
indická	indijska	indický	indijski	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
presvedčenie	uvjeravanje	presvedčenie	uvjeravanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
presvedčenie	uvjerenje	presvedčenie	uvjerenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
presvedčenie	osuda	presvedčenie	osuda	N;NOM;NEUT;SG	N;NOM;FEM;SG
prechodné	prolazno	prechodný	prolazno	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
prechodné	prolazni	prechodný	prolazan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
tmavé	mračno	tmavý	mračan	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
tmavé	tamni	tmavý	taman	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
tmavé	tamna	tmavý	tamna	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
kancelária	kancelarija	kancelária	kancelarija	N;NOM;FEM;SG	N;NOM;FEM;SG
kancelária	ured	kancelária	ured	N;NOM;FEM;SG	N;NOM;MASC;SG
horolezec	planinar	horolezec	planinar	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
finančný	financijska	finančný	financijski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
rozhrania	sučelja	rozhranie	sučelje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
prispieva	pridonosi	prispievať	pridonositi	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
kaplán	kapelan	kaplán	kapelan	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
porsche	porsche	porsch	porscha	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zvýšená	povećana	zvýšený	povećati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
zvýšená	povećan	zvýšený	povećati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
zvýšená	povišen	zvýšený	povišen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
predčasne	prerano	predčasne	prerano	ADV	ADV
