catégorie	категория	catégorie	категория	N;FEM;SG	N;INDF;FEM;SG
actuelle	текуща	actuel	текущ	ADJ;FEM;SG	ADJ;INDF;FEM;SG
classique	класическа	classique	класически	ADJ;MASC;SG	ADJ;INDF;FEM;SG
classique	класическа	classique	класически	ADJ;MASC;SG	ADJ;INDF;FEM;SG
mandat	мандат	mandat	мандат	N;MASC;SG	N;INDF;MASC;SG
taux	ставка	taux	ставка	N;MASC;SG	N;INDF;FEM;SG
surface	повърхност	surface	повърхност	N;FEM;SG	N;INDF;FEM;SG
surface	повърхността	surface	повърхност	N;FEM;SG	N;DEF;FEM;SG
architecture	архитектурата	architecture	архитектура	N;FEM;SG	N;DEF;FEM;SG
architecture	архитектура	architecture	архитектура	N;FEM;SG	N;INDF;FEM;SG
inscrit	регистриран	inscrire	регистрирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
inscrit	регистрирана	inscrire	регистрирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
inscrit	регистрирано	inscrire	регистрирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
astéroïde	астероид	astéroïde	астероид	N;MASC;SG	N;INDF;MASC;SG
transport	транспорт	transport	транспорт	N;MASC;SG	N;INDF;MASC;SG
transport	транспортиране	transport	транспортиране	N;MASC;SG	N;INDF;NEUT;SG
transport	превоз	transport	превоз	N;MASC;SG	N;INDF;MASC;SG
transport	транспорт	transport	транспорт	N;MASC;SG	N;INDF;MASC;SG
transport	превоз	transport	превоз	N;MASC;SG	N;INDF;MASC;SG
transport	транспортиране	transport	транспортиране	N;MASC;SG	N;INDF;NEUT;SG
sort	заклинание	sort	заклинание	N;MASC;SG	N;INDF;NEUT;SG
sort	заклинанието	sort	заклинание	N;MASC;SG	N;DEF;NEUT;SG
annonce	обявяване	annonce	обявяване	N;FEM;SG	N;INDF;NEUT;SG
annonce	съобщение	annonce	съобщение	N;FEM;SG	N;INDF;NEUT;SG
annonce	обявление	annonce	обявление	N;FEM;SG	N;INDF;NEUT;SG
annonce	обява	annonce	обявам-(се)	N;FEM;SG	N;INDF;FEM;SG
annonce	реклама	annonce	реклама	N;FEM;SG	N;INDF;FEM;SG
pièce	монета	pièce	монета	N;FEM;SG	N;INDF;FEM;SG
pratique	удобен	pratique	удобен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
pratique	удобна	pratique	удобен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
pratique	практичен	pratique	практичен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
pratique	практически	pratique	практически	ADJ;FEM;SG	ADJ;INDF;MASC;SG
pratique	практична	pratique	практичен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
conseiller	съветник	conseiller	съветник	N;MASC;SG	N;INDF;MASC;SG
conseiller	консултант	conseiller	консултант	N;MASC;SG	N;INDF;MASC;SG
conseiller	съветник	conseiller	съветник	N;MASC;SG	N;INDF;MASC;SG
conseiller	съветник	conseiller	съветник	N;MASC;SG	N;INDF;MASC;SG
portail	портал	portail	портал	N;MASC;SG	N;INDF;MASC;SG
terrain	земя	terrain	земя	N;MASC;SG	N;INDF;FEM;SG
terrain	терена	terrain	терен	N;MASC;SG	N;DEF;MASC;SG
terrain	терен	terrain	терен	N;MASC;SG	N;INDF;MASC;SG
usage	използване	usage	използване	N;MASC;SG	N;INDF;NEUT;SG
usage	употреба	usage	употреба	N;MASC;SG	N;INDF;FEM;SG
comprend	включва	comprendre	включвам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
secrétaire	секретар	secrétaire	секретар	N;MASC;SG	N;INDF;MASC;SG
secrétaire	секретарка	secrétaire	секретарка	N;MASC;SG	N;INDF;FEM;SG
tennis	тенис	tennis	тенис	N;MASC;SG	N;INDF;MASC;SG
donner	дари	donner	даря	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
donner	дай	donner	дам-(се)	V;NFIN	V;PFV;IMP;SG;2;FIN
pièces	монети	pièce	монета	N;FEM;PL	N;INDF;MASC;PL
pièces	части	pièce	част	N;FEM;PL	N;INDF;FEM;PL
fonctions	функции	fonction	функция	N;FEM;PL	N;INDF;FEM;PL
fonctions	функции	fonction	функция	N;FEM;PL	N;INDF;FEM;PL
fonctions	черти	fonction	черта	N;FEM;PL	N;INDF;FEM;PL
fonctions	особености	fonction	особеност	N;FEM;PL	N;INDF;FEM;PL
fonctions	характеристики	fonction	характеристика	N;FEM;PL	N;INDF;FEM;PL
fonctions	мита	fonction	мито	N;FEM;PL	N;INDF;NEUT;PL
fonctions	задължения	fonction	задължение	N;FEM;PL	N;INDF;NEUT;PL
accès	достъп	accès	достъп	N;MASC;SG	N;INDF;MASC;SG
charge	натоварване	charge	натоварване	N;FEM;SG	N;INDF;NEUT;SG
charge	зареждане	charge	зареждане	N;FEM;SG	N;INDF;NEUT;SG
charge	товар	charge	товар	N;FEM;SG	N;INDF;MASC;SG
charge	зареждане	charge	зареждане	N;FEM;SG	N;INDF;NEUT;SG
charge	заряд	charge	заряд	N;FEM;SG	N;INDF;MASC;SG
charge	товар	charge	товар	N;FEM;SG	N;INDF;MASC;SG
alpes	алпи	alpe	алпи	N;FEM;PL	N;INDF;FEM;PL
alpes	алпите	alpe	алп	N;FEM;PL	N;DEF;FEM;PL
sites	сайтове	site	сайт	N;MASC;PL	N;INDF;MASC;PL
sites	сайтове	site	сайт	N;MASC;PL	N;INDF;MASC;PL
sites	уебсайтове	site	уебсайт	N;MASC;PL	N;INDF;MASC;PL
basket	кош	basket	кош	N;MASC;SG	N;INDF;MASC;SG
basket	кошница	basket	кошница	N;MASC;SG	N;INDF;FEM;SG
basket	баскетбол	basket	баскетбол	N;MASC;SG	N;INDF;MASC;SG
basket	баскетбола	basket	баскетбол	N;MASC;SG	N;DEF;MASC;SG
utiliser	използвайки	utiliser	използвам	V;NFIN	V;IPFV;IMP;SG;2;FIN
utiliser	използвайте	utiliser	използвам	V;NFIN	V;IPFV;IMP;PL;2;FIN
économie	икономика	économie	икономика	N;FEM;SG	N;INDF;FEM;SG
économie	икономия	économie	икономия	N;FEM;SG	N;INDF;FEM;SG
économie	икономика	économie	икономика	N;FEM;SG	N;INDF;FEM;SG
longueur	дължина	longueur	дължина	N;FEM;SG	N;INDF;FEM;SG
légende	заглавие	légende	заглавие	N;FEM;SG	N;INDF;NEUT;SG
légende	надпис	légende	надпис	N;FEM;SG	N;INDF;MASC;SG
légende	легендата	légende	легенда	N;FEM;SG	N;DEF;FEM;SG
légende	легенда	légende	легенда	N;FEM;SG	N;INDF;FEM;SG
vingt	двадесет	vingt	двадесет	NUM	NUM;INDF;PL
conditions	състояния	condition	състояние	N;FEM;PL	N;INDF;NEUT;PL
conditions	условията	condition	условие	N;FEM;PL	N;DEF;NEUT;PL
conditions	условия	condition	условие	N;FEM;PL	N;INDF;NEUT;PL
protection	защита	protection	защита	N;FEM;SG	N;INDF;FEM;SG
protection	закрила	protection	закрила	N;FEM;SG	N;INDF;FEM;SG
scénariste	писателка	scénariste	писателка	N;MASC;SG	N;INDF;FEM;SG
scénariste	сценарист	scénariste	сценарист	N;MASC;SG	N;INDF;MASC;SG
scénariste	писател	scénariste	писател	N;MASC;SG	N;INDF;MASC;SG
scénariste	сценарист	scénariste	сценарист	N;MASC;SG	N;INDF;MASC;SG
bibliothèque	библиотеката	bibliothèque	библиотека	N;FEM;SG	N;DEF;FEM;SG
bibliothèque	библиотека	bibliothèque	библиотека	N;FEM;SG	N;INDF;FEM;SG
commerce	търговия	commerce	търговия	N;MASC;SG	N;INDF;FEM;SG
commerce	търговия	commerce	търговия	N;MASC;SG	N;INDF;FEM;SG
influence	влияние	influence	влияние	N;FEM;SG	N;INDF;NEUT;SG
énergie	енергия	énergie	енергия	N;FEM;SG	N;INDF;FEM;SG
énergie	енергетика	énergie	енергетика	N;FEM;SG	N;INDF;FEM;SG
publique	публична	public	публичен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
publique	публичен	public	публичен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
petits	малки	petit	малък	ADJ;MASC;PL	ADJ;INDF;PL
parties	части	partie	част	N;FEM;PL	N;INDF;FEM;PL
parties	партита	partie	партита	N;FEM;PL	N;INDF;NEUT;PL
parties	партии	partie	партия	N;FEM;PL	N;INDF;FEM;PL
parties	купони	partie	купон	N;FEM;PL	N;INDF;MASC;PL
parties	страни	partie	страна	N;FEM;PL	N;INDF;FEM;PL
fiction	фантастика	fiction	фантастика	N;FEM;SG	N;INDF;FEM;SG
fiction	измислица	fiction	измислица	N;FEM;SG	N;INDF;FEM;SG
intérêt	интерес	intérêt	интерес	N;MASC;SG	N;INDF;MASC;SG
intérêt	лихва	intérêt	лихва	N;MASC;SG	N;INDF;FEM;SG
structure	структура	structure	структура	N;FEM;SG	N;INDF;FEM;SG
structure	конструкция	structure	конструкция	N;FEM;SG	N;INDF;FEM;SG
kilomètres	километри	kilomètre	километър	N;MASC;PL	N;INDF;MASC;PL
kilomètres	километри	kilomètre	километър	N;MASC;PL	N;INDF;MASC;PL
kilomètres	километри	kilomètre	километър	N;MASC;PL	N;INDF;MASC;PL
jeunesse	младежта	jeunesse	младеж	N;FEM;SG	N;DEF;FEM;SG
jeunesse	младост	jeunesse	младост	N;FEM;SG	N;INDF;FEM;SG
jeunesse	младеж	jeunesse	младеж	N;FEM;SG	N;INDF;MASC;SG
jeunesse	младостта	jeunesse	младост	N;FEM;SG	N;DEF;FEM;SG
régions	райони	région	район	N;FEM;PL	N;INDF;MASC;PL
régions	региони	région	регион	N;FEM;PL	N;INDF;MASC;PL
régions	регионите	région	регион	N;FEM;PL	N;DEF;MASC;PL
majorité	мнозинство	majorité	мнозинство	N;FEM;SG	N;INDF;NEUT;SG
majorité	мнозинството	majorité	мнозинство	N;FEM;SG	N;DEF;NEUT;SG
passer	мине	passer	мина-(се)	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
enseignement	преподаването	enseignement	преподаване	N;MASC;SG	N;DEF;NEUT;SG
enseignement	преподаване	enseignement	преподаване	N;MASC;SG	N;INDF;NEUT;SG
enseignement	обучение	enseignement	обучение	N;MASC;SG	N;INDF;NEUT;SG
enseignement	образование	enseignement	образование	N;MASC;SG	N;INDF;NEUT;SG
enseignement	възпитание	enseignement	възпитание	N;MASC;SG	N;INDF;NEUT;SG
seigneur	лорд	seigneur	лорд	N;MASC;SG	N;INDF;MASC;SG
veut	иска	vouloir	искам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
exposition	изложба	exposition	изложба	N;FEM;SG	N;INDF;FEM;SG
exposition	експонат	exposition	експонат	N;FEM;SG	N;INDF;MASC;SG
exposition	изложение	exposition	изложение	N;FEM;SG	N;INDF;NEUT;SG
exposition	изложба	exposition	изложба	N;FEM;SG	N;INDF;FEM;SG
exposition	излагане	exposition	излагане	N;FEM;SG	N;INDF;NEUT;SG
exposition	облъчване	exposition	облъчване	N;FEM;SG	N;INDF;NEUT;SG
exposition	експозиция	exposition	експозиция	N;FEM;SG	N;INDF;FEM;SG
poids	тегло	poids	тегло	N;MASC;SG	N;INDF;NEUT;SG
poids	тежест	poids	тежест	N;MASC;SG	N;INDF;FEM;SG
santé	здраве	santé	здраве	N;FEM;SG	N;INDF;NEUT;SG
santé	здравеопазване	santé	здравеопазване	N;FEM;SG	N;INDF;NEUT;SG
santé	здравето	santé	здраве	N;FEM;SG	N;DEF;NEUT;SG
heure	час	heure	час	N;FEM;SG	N;INDF;MASC;SG
heure	времето	heure	време	N;FEM;SG	N;DEF;NEUT;SG
heure	време	heure	време	N;FEM;SG	N;INDF;NEUT;SG
feu	огън	feu	огън	N;MASC;SG	N;INDF;MASC;SG
feu	пожар	feu	пожар	N;MASC;SG	N;INDF;MASC;SG
italienne	италианска	italien	италиански	ADJ;FEM;SG	ADJ;INDF;FEM;SG
italienne	италиански	italien	италиански	ADJ;FEM;SG	ADJ;INDF;MASC;SG
atteint	постигнато	atteindre	постигна	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
atteint	достигната	atteindre	достигна	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
atteint	постигнато	atteindre	постигна	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
atteint	постигната	atteindre	постигна	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
atteint	постигнат	atteindre	постигна	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
profession	професия	profession	професия	N;FEM;SG	N;INDF;FEM;SG
profession	професия	profession	професия	N;FEM;SG	N;INDF;FEM;SG
profession	окупация	profession	окупация	N;FEM;SG	N;INDF;FEM;SG
trouver	открийте	trouver	открия-(се)	V;NFIN	V;PFV;IMP;PL;2;FIN
trouver	намерете	trouver	намеря-(се)	V;NFIN	V;PFV;IMP;PL;2;FIN
trouver	намери	trouver	намеря-(се)	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
trouver	намеря	trouver	намеря-(се)	V;NFIN	V;PFV;IND;SG;1;PRS;FIN;ACT
voyage	пътуване	voyage	пътуване	N;MASC;SG	N;INDF;NEUT;SG
voyage	пътуване	voyage	пътуване	N;MASC;SG	N;INDF;NEUT;SG
voyage	пътешествие	voyage	пътешествие	N;MASC;SG	N;INDF;NEUT;SG
voyage	пътуване	voyage	пътуване	N;MASC;SG	N;INDF;NEUT;SG
voyage	пътешествие	voyage	пътешествие	N;MASC;SG	N;INDF;NEUT;SG
voyage	трип	voyage	трип	N;MASC;SG	N;INDF;MASC;SG
voyage	екскурзия	voyage	екскурзия	N;MASC;SG	N;INDF;FEM;SG
supérieur	горна	supérieur	горен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
supérieur	горен	supérieur	горен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
logo	лого	logo	лого	N;MASC;SG	N;INDF;NEUT;SG
logo	логото	logo	лого	N;MASC;SG	N;DEF;NEUT;SG
gestion	мениджмънт	gestion	мениджмънт	N;FEM;SG	N;INDF;MASC;SG
gestion	управление	gestion	управление	N;FEM;SG	N;INDF;NEUT;SG
derniers	последни	dernier	последен	ADJ;MASC;PL	ADJ;INDF;PL
localité	местоположение	localité	местоположение	N;FEM;SG	N;INDF;NEUT;SG
localité	място	localité	място	N;FEM;SG	N;INDF;NEUT;SG
localité	местонахождение	localité	местонахождение	N;FEM;SG	N;INDF;NEUT;SG
localité	локация	localité	локация	N;FEM;SG	N;INDF;FEM;SG
localité	местност	localité	местност	N;FEM;SG	N;INDF;FEM;SG
arrière	гръб	arrière	гръб	N;MASC;SG	N;INDF;MASC;SG
régime	диета	régime	диета	N;MASC;SG	N;INDF;FEM;SG
régime	режим	régime	режим	N;MASC;SG	N;INDF;MASC;SG
black	черна	black	чер	ADJ;MASC;SG	ADJ;INDF;FEM;SG
black	черен	black	черен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
résultat	резултат	résultat	резултат	N;MASC;SG	N;INDF;MASC;SG
résultat	резултата	résultat	резултат	N;MASC;SG	N;DEF;MASC;SG
couleurs	цветове	couleur	цвят	N;FEM;PL	N;INDF;MASC;PL
couleurs	цветове	couleur	цвят	N;FEM;PL	N;INDF;MASC;PL
couleurs	цветове	couleur	цвят	N;FEM;PL	N;INDF;MASC;PL
couleurs	цветове	couleur	цвят	N;FEM;PL	N;INDF;MASC;PL
comment	как	comment	как	ADV	ADV
nations	народи	nation	народ	N;FEM;PL	N;INDF;MASC;PL
nations	нации	nation	нация	N;FEM;PL	N;INDF;FEM;PL
central	централен	central	централен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
central	централна	central	централен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
signe	табела	signe	табел	N;MASC;SG	N;INDF;FEM;SG
signe	знак	signe	знак	N;MASC;SG	N;INDF;MASC;SG
orchestre	група	orchestre	група	N;MASC;SG	N;INDF;FEM;SG
orchestre	оркестър	orchestre	оркестър	N;MASC;SG	N;INDF;MASC;SG
orchestre	банда	orchestre	банда	N;MASC;SG	N;INDF;FEM;SG
orchestre	лента	orchestre	лента	N;MASC;SG	N;INDF;FEM;SG
orchestre	оркестър	orchestre	оркестър	N;MASC;SG	N;INDF;MASC;SG
concours	конкурс	concours	конкурс	N;MASC;SG	N;INDF;MASC;SG
concours	състезание	concours	състезание	N;MASC;SG	N;INDF;NEUT;SG
concours	конкуренция	concours	конкуренция	N;MASC;SG	N;INDF;FEM;SG
concours	конкурс	concours	конкурс	N;MASC;SG	N;INDF;MASC;SG
concours	състезание	concours	състезание	N;MASC;SG	N;INDF;NEUT;SG
moderne	модерна	moderne	модерен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
moderne	модерен	moderne	модерен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
moderne	съвременен	moderne	съвременен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
longue	дълъг	long	дълъг	ADJ;FEM;SG	ADJ;INDF;MASC;SG
wikipedia	уикипедия	wikipedia	уикипедия	N;FEM;SG	N;INDF;FEM;SG
phase	фаза	phase	фаза	N;FEM;SG	N;INDF;FEM;SG
phase	етап	phase	етап	N;FEM;SG	N;INDF;MASC;SG
problèmes	проблеми	problème	проблем	N;MASC;PL	N;INDF;MASC;PL
problèmes	проблемите	problème	проблем	N;MASC;PL	N;DEF;MASC;PL
problèmes	въпроси	problème	въпрос	N;MASC;PL	N;INDF;MASC;PL
problèmes	проблеми	problème	проблем	N;MASC;PL	N;INDF;MASC;PL
journaliste	журналист	journaliste	журналист	N;MASC;SG	N;INDF;MASC;SG
journaliste	журналистка	journaliste	журналистка	N;MASC;SG	N;INDF;FEM;SG
journaliste	репортера	journaliste	репортер	N;MASC;SG	N;DEF;MASC;SG
journaliste	репортер	journaliste	репортер	N;MASC;SG	N;INDF;MASC;SG
journaliste	репортерка	journaliste	репортерка	N;MASC;SG	N;INDF;FEM;SG
journaliste	репортерът	journaliste	репортер	N;MASC;SG	N;DEF;MASC;SG
record	рекорд	record	рекорд	N;MASC;SG	N;INDF;MASC;SG
record	запис	record	запис	N;MASC;SG	N;INDF;MASC;SG
célèbre	прочут	célèbre	прочут	ADJ;MASC;SG	ADJ;INDF;MASC;SG
célèbre	прочута	célèbre	прочутам-се	ADJ;MASC;SG	ADJ;INDF;FEM;SG
célèbre	известна	célèbre	известен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
célèbre	известен	célèbre	известен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
musical	музикален	musical	музикален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
musical	музикална	musical	музикален	ADJ;MASC;SG	ADJ;INDF;FEM;SG
mariage	женитба	mariage	женитба	N;MASC;SG	N;INDF;FEM;SG
mariage	брака	mariage	брак	N;MASC;SG	N;DEF;MASC;SG
mariage	брак	mariage	брак	N;MASC;SG	N;INDF;MASC;SG
mariage	сватба	mariage	сватба	N;MASC;SG	N;INDF;FEM;SG
mariage	бракът	mariage	брак	N;MASC;SG	N;DEF;MASC;SG
mariage	свадба	mariage	свадба	N;MASC;SG	N;INDF;FEM;SG
mariage	сватба	mariage	сватба	N;MASC;SG	N;INDF;FEM;SG
devenir	ставайки	devenir	ставам	V;NFIN	V;IPFV;IMP;SG;2;FIN
svg	svg	svg	svg	N;MASC;SG	N;INDF;MASC;SG
architecte	архитект	architecte	архитект	N;MASC;SG	N;INDF;MASC;SG
message	послание	message	послание	N;MASC;SG	N;INDF;NEUT;SG
message	съобщение	message	съобщение	N;MASC;SG	N;INDF;NEUT;SG
message	съобщението	message	съобщение	N;MASC;SG	N;DEF;NEUT;SG
artistes	творци	artiste	творец	N;MASC;PL	N;INDF;MASC;PL
artistes	художници	artiste	художник	N;MASC;PL	N;INDF;MASC;PL
artistes	изпълнители	artiste	изпълнител	N;MASC;PL	N;INDF;MASC;PL
artistes	артисти	artiste	артист	N;MASC;PL	N;INDF;MASC;PL
