اتھاہ	sedalam	اتھاہ	sedalam		;SG
آڑ	dukung	آڑ	dukung	N;NOM;MASC;SG;3	N;SG;ACT
آڑ	mendukung	آڑ	mendukung	N;NOM;MASC;SG;3	N;SG;ACT
آڑ	keselamatan	آڑ	keselamatan	N;NOM;MASC;SG;3	N;SG
آڑ	keamanan	آڑ	keamanan	N;NOM;MASC;SG;3	N;SG
آڑ	guise	آڑ	guise	N;NOM;MASC;SG;3	N
آڑ	kedok	آڑ	kedok	N;NOM;MASC;SG;3	N;SG
آزادی	pembebasan	آزادی	penbebasan	N;NOM;MASC;SG;3	N;SG
آزادی	kemerdekaan	آزادی	kemerdekaan	N;NOM;MASC;SG;3	N;SG
آزادی	kemandirian	آزادی	kemandirian	N;NOM;MASC;SG;3	N;SG
آزادی	kebebasan	آزادی	kebebasan	N;NOM;MASC;SG;3	N;SG
آزادی	peterpan	آزادی	peterpan	N;NOM;MASC;SG;3	N
آزادی	kemerdekaan	آزادی	kemerdekaan	N;NOM;MASC;SG;3	N;SG
آزادی	pembebasan	آزادی	penbebasan	N;NOM;MASC;SG;3	N;SG
آزادی	kemerdekaan	آزادی	kemerdekaan	N;NOM;MASC;SG;3	N;SG
آزادی	kemandirian	آزادی	kemandirian	N;NOM;MASC;SG;3	N;SG
آزاری	kekejaman	آزاری	kekejaman	N;NOM;FEM;SG;3	N;SG
آزاری	penyiksaan	آزاری	pensiksaan	N;NOM;FEM;SG;3	N;SG
آزاری	siksa	آزاری	siksa	N;NOM;FEM;SG;3	N;SG
آزاری	siksaan	آزاری	siksaan	N;NOM;FEM;SG;3	N;SG
آزُردگی	marabahaya	آزُردگی	marabahaya	N;NOM;MASC;SG;3	N;SG
آزُردگی	kemarahan	آزُردگی	kemarahan	N;NOM;MASC;SG;3	N;SG
آزُردگی	amarah	آزُردگی	amarah	N;NOM;MASC;SG;3	N;SG
آزُردگی	masalah	آزُردگی	masalah	N;NOM;MASC;SG;3	N;SG
آزُردگی	kesulitan	آزُردگی	kesulitan	N;NOM;MASC;SG;3	N;SG
آزُردگی	kesedihan	آزُردگی	kesedihan	N;NOM;MASC;SG;3	N;SG
آزُردگی	duka	آزُردگی	duka	N;NOM;MASC;SG;3	N;SG
آزُردگی	kesedihan	آزُردگی	kesedihan	N;NOM;MASC;SG;3	N;SG
آزُردگی	duka	آزُردگی	duka	N;NOM;MASC;SG;3	N;SG
آزُردہ	sebal	آزُردہ	sebal	ADJ	ADJ;SG
آزُردہ	kesal	آزُردہ	kesal	ADJ	ADJ;SG
آزُردہ	sedih	آزُردہ	sedih	ADJ	ADJ;SG
آزمانا	menguji	آزما	menkuji	V;SG;ACT	V;SG;ACT
آزمائش	pemeriksaan	آزمائش	penperiksaan	N;NOM;MASC;SG;3	N;SG
آزمائش	sidang	آزمائش	sidang	N;NOM;MASC;SG;3	N;SG
آزمائش	fitnah	آزمائش	fitnah	N;NOM;MASC;SG;3	N;SG
آزمائش	ujian	آزمائش	ujian	N;NOM;MASC;SG;3	N;SG
آزمائش	pengujian	آزمائش	penujian	N;NOM;MASC;SG;3	N;SG
آزمائش	tes	آزمائش	tes	N;NOM;MASC;SG;3	N;SG
آزمائش	pemeriksaan	آزمائش	penperiksaan	N;NOM;MASC;SG;3	N;SG
آس	percayai	آس	percayai		
آسان	nyaman	آسان	nyaman	ADJ	ADJ;SG
آسان	gampang	آسان	gampang	ADJ	ADJ;SG
آسان	mudah	آسان	mudah	ADJ	ADJ;SG
آسان	nyaman	آسان	nyaman	ADJ	ADJ;SG
آسانی	kemudahan	آسانی	kemudahan	N;NOM;MASC;SG;3	N;SG
آسانی	kemudahan	آسانی	kemudahan	N;NOM;MASC;SG;3	N;SG
آسانی	fasilitas	آسانی	fasilitas	N;NOM;MASC;SG;3	N;SG
آسائش	kemudahan	آسائش	kemudahan	N;NOM;MASC;SG;3	N;SG
آسائش	kenyamanan	آسائش	kenyamanan	N;NOM;MASC;SG;3	N;SG
آسرا	shelter	آسرا	shelter	N;NOM;MASC;SG;3	N
آسرا	penampungan	آسرا	pentampungan	N;NOM;MASC;SG;3	N;SG
آسرا	retret	آسرا	retret	N;NOM;MASC;SG;3	N
آسرا	perlindungan	آسرا	perlindungan	N;NOM;MASC;SG;3	N;SG
آسرا	pengungsian	آسرا	penkungsian	N;NOM;MASC;SG;3	N;SG
آسرا	kepercayaan	آسرا	kepercayaan	N;NOM;MASC;SG;3	N;SG
آسرا	ekspektasi	آسرا	ekspektasi	N;NOM;MASC;SG;3	N;SG
آسرا	harapan	آسرا	harapan	N;NOM;MASC;SG;3	N;SG
آسرا	iman	آسرا	iman	N;NOM;MASC;SG;3	N;SG
آسرا	keyakinan	آسرا	keyakinan	N;NOM;MASC;SG;3	N;SG
آسرا	keimanan	آسرا	keimanan	N;NOM;MASC;SG;3	N;SG
آسرا	keyakinan	آسرا	keyakinan	N;NOM;MASC;SG;3	N;SG
آسمان	hujan	آسمان	hujan	N;NOM;MASC;SG;3	N;SG
آسمان	langit	آسمان	langit	N;NOM;MASC;SG;3	N;SG
آسمان	angkasa	آسمان	angkasa	N;NOM;MASC;SG;3	N;SG
آسمان	cakrawala	آسمان	cakrawala	N;NOM;MASC;SG;3	N;SG
آسمان	cakrawala	آسمان	cakrawala	N;NOM;MASC;SG;3	N;SG
آسمان	hujan	آسمان	hujan	N;NOM;MASC;SG;3	N;SG
آسمان	langit	آسمان	langit	N;NOM;MASC;SG;3	N;SG
آسمان	angkasa	آسمان	angkasa	N;NOM;MASC;SG;3	N;SG
آسمان	sorga	آسمان	sorga	N;NOM;MASC;SG;3	N
آسمان	kayangan	آسمان	kayangan	N;NOM;MASC;SG;3	N
آسمان	cakrawala	آسمان	cakrawala	N;NOM;MASC;SG;3	N;SG
آسمان	cakrawala	آسمان	cakrawala	N;NOM;MASC;SG;3	N;SG
آسمانی	tinggi	آسمانی	tinggi	ADJ	ADJ;SG
آشتی	damai	آشتی	damai	ADJ	ADJ;SG
آشکار	tampak	آشکار	tampak	ADJ	ADJ;SG
آشکار	jelas	آشکار	jelas	ADJ	ADJ;SG
آشکار	tampak	آشکار	tampak	ADJ	ADJ;SG
آشکار	jelas	آشکار	jelas	ADJ	ADJ;SG
آغاز	permulaan	آغاز	permulaan	N;NOM;MASC;SG;3	N;SG
آغاز	asal	آغاز	asal	N;NOM;MASC;SG;3	N;SG
آغاز	permulaan	آغاز	permulaan	N;NOM;MASC;SG;3	N;SG
آغاز	asal	آغاز	asal	N;NOM;MASC;SG;3	N;SG
آغوش	perlindungan	آغوش	perlindungan	N;NOM;MASC;SG;3	N;SG
آغوش	pengungsian	آغوش	penkungsian	N;NOM;MASC;SG;3	N;SG
آغوش	sisi	آغوش	sisi	N;NOM;MASC;SG;3	N;SG
آغوش	samping	آغوش	samping	N;NOM;MASC;SG;3	N;SG
آغوش	gesper	آغوش	gesper	N;NOM;MASC;SG;3	N
آغوش	pangkuan	آغوش	pangkuan	N;NOM;MASC;SG;3	N;SG
آغوش	payudara	آغوش	payudara	N;NOM;MASC;SG;3	N;SG
آغوش	suaka	آغوش	suaka	N;NOM;MASC;SG;3	N;SG
آفاقی	global	آفاقی	global	ADJ	ADJ
آفاقی	universal	آفاقی	universal	ADJ	ADJ
آفاقی	global	آفاقی	global	ADJ	ADJ
آفاقیت	kosmopolitanisme	آفاقیت	kosmopolitanisme	N;NOM;MASC;SG;3	N
آفاقیت	kosmopolitanisme	آفاقیت	kosmopolitanisme	N;NOM;MASC;SG;3	N
آفاقیت	keuniversalan	آفاقیت	keuniversalan	N;NOM;MASC;SG;3	N;SG
آفت	kesusahan	آفت	kesusahan	N;NOM;FEM;SG;3	N;SG
آفت	kesulitan	آفت	kesulitan	N;NOM;FEM;SG;3	N;SG
آفت	noise	آفت	noise	N;NOM;FEM;SG;3	N
آفت	bising	آفت	bising	N;NOM;FEM;SG;3	N;SG
آفت	kebisingan	آفت	kebisingan	N;NOM;FEM;SG;3	N;SG
آفت	derau	آفت	derau	N;NOM;FEM;SG;3	N;SG
آفت	masalah	آفت	masalah	N;NOM;FEM;SG;3	N;SG
آفت	kesulitan	آفت	kesulitan	N;NOM;FEM;SG;3	N;SG
آفت	nakal	آفت	nakal	N;NOM;FEM;SG;3	N;SG
آفت	musibah	آفت	musibah	N;NOM;FEM;SG;3	N;SG
آفت	kemalangan	آفت	kemalangan	N;NOM;FEM;SG;3	N;SG
آفت	kesialan	آفت	kesialan	N;NOM;FEM;SG;3	N;SG
آفت	kesukaran	آفت	kesukaran	N;NOM;FEM;SG;3	N;SG
آفت	kesusahan	آفت	kesusahan	N;NOM;FEM;SG;3	N;SG
آفت	kekejaman	آفت	kekejaman	N;NOM;FEM;SG;3	N;SG
آفت	kelicikan	آفت	kelicikan	N;NOM;FEM;SG;3	N;SG
آفت	kebrutalan	آفت	kebrutalan	N;NOM;FEM;SG;3	N;SG
آفت	brutal	آفت	brutal	N;NOM;FEM;SG;3	N
آفت	kesukaran	آفت	kesukaran	N;NOM;FEM;SG;3	N;SG
آفت	kesempitan	آفت	kesempitan	N;NOM;FEM;SG;3	N
آفت	kesusahan	آفت	kesusahan	N;NOM;FEM;SG;3	N;SG
آفت	kesulitan	آفت	kesulitan	N;NOM;FEM;SG;3	N;SG
آفت	ketidakbahagiaan	آفت	pastiak	N;NOM;FEM;SG;3	N;SG
آفت	kesedihan	آفت	kesedihan	N;NOM;FEM;SG;3	N;SG
آفت	duka	آفت	duka	N;NOM;FEM;SG;3	N;SG
آفت	kejahatan	آفت	kejahatan	N;NOM;FEM;SG;3	N;SG
آفت	bencana	آفت	bencana	N;NOM;FEM;SG;3	N;SG
آفت	musibah	آفت	musibah	N;NOM;FEM;SG;3	N;SG
آفت	kegemparan	آفت	kegemparan	N;NOM;FEM;SG;3	N;SG
آفت	heboh	آفت	heboh	N;NOM;FEM;SG;3	N;SG
آفت	kesengsaraan	آفت	kesengsaraan	N;NOM;FEM;SG;3	N;SG
آفت	bencana	آفت	bencana	N;NOM;FEM;SG;3	N;SG
آفت	malapetaka	آفت	malapetaka	N;NOM;FEM;SG;3	N;SG
آفت	masalah	آفت	masalah	N;NOM;FEM;SG;3	N;SG
آفتاب	arak	آفتاب	arak	N;NOM;MASC;SG;3	N;SG
آفتاب	anggur	آفتاب	anggur	N;NOM;MASC;SG;3	N;SG
آفتاب	tercinta	آفتاب	tercinta	N;NOM;MASC;SG;3	N;SG;PASS
آگ	nafsu	آگ	nafsu	N;NOM;FEM;SG;3	N;SG
آگ	pemberontakan	آگ	penberontakan	N;NOM;FEM;SG;3	N;SG
آگ	permusuhan	آگ	permusuhan	N;NOM;FEM;SG;3	N;SG
آگ	kemarahan	آگ	kemarahan	N;NOM;FEM;SG;3	N;SG
آگ	amarah	آگ	amarah	N;NOM;FEM;SG;3	N;SG
آگ	sifilis	آگ	sifilis	N;NOM;FEM;SG;3	N;SG
آگ	antusiasme	آگ	antusiasme	N;NOM;FEM;SG;3	N;SG
آگ	kecemburuan	آگ	kecemburuan	N;NOM;FEM;SG;3	N;SG
آگ	kebencian	آگ	kebencian	N;NOM;FEM;SG;3	N;SG
آگ	semangat	آگ	semangat	N;NOM;FEM;SG;3	N;SG
آگ	api	آگ	api	N;NOM;FEM;SG;3	N;SG
آگ	kebakaran	آگ	kebakaran	N;NOM;FEM;SG;3	N;SG
آگ	iri	آگ	iri	N;NOM;FEM;SG;3	N;SG
آگ	dengki	آگ	dengki	N;NOM;FEM;SG;3	N;SG
آگ	pertengkaran	آگ	pertengkaran	N;NOM;FEM;SG;3	N;SG
آگا	dahi	آگا	dahi	N;NOM;MASC;SG;3	N;SG
آگا	depan	آگا	depan	N;NOM;MASC;SG;3	N;SG
آگاہی	kewaspadaan	آگاہی	kewaspadaan	N;NOM;MASC;SG;3	N;SG
آگاہی	wawasan	آگاہی	wawasan	N;NOM;MASC;SG;3	N;SG
آگاہی	informasi	آگاہی	informasi	N;NOM;MASC;SG;3	N;SG
آگاہی	pengetahuan	آگاہی	pengetahuan	N;NOM;MASC;SG;3	N;SG
آگاہی	kesadaran	آگاہی	kesadaran	N;NOM;MASC;SG;3	N;SG
آگاہی	kewaspadaan	آگاہی	kewaspadaan	N;NOM;MASC;SG;3	N;SG
آگاہی	wawasan	آگاہی	wawasan	N;NOM;MASC;SG;3	N;SG
آگاہی	informasi	آگاہی	informasi	N;NOM;MASC;SG;3	N;SG
آگاہی	pengetahuan	آگاہی	pengetahuan	N;NOM;MASC;SG;3	N;SG
آگہی	kesadaran	آگہی	kesadaran	N;NOM;MASC;SG;3	N;SG
آگے	seterusnya	آگے	seterusnya	ADV;NOM;MASC;SG;3	ADV
آگے	seterusnya	آگے	seterusnya	ADV;NOM;MASC;SG;3	ADV
آگے	sebelumnya	آگے	sebelumnya	ADV;NOM;MASC;SG;3	ADV
آلات	tools	آلہ	tools	N;NOM;MASC;PL;3	N
آلسی	malas	آلسی	malas	ADJ	ADJ;SG
آلو	kentang	آلو	kentang	N;NOM;MASC;SG;3	N;SG
آلودہ	kotor	آلودہ	kotor	ADJ	ADJ;SG
آلہ	instrumen	آلہ	instrumen	N;NOM;MASC;SG;3	N;SG
آلہ	senjata	آلہ	senjata	N;NOM;MASC;SG;3	N;SG
آلہ	perkakas	آلہ	perkakas	N;NOM;MASC;SG;3	N;SG
آلہ	alat	آلہ	alat	N;NOM;MASC;SG;3	N;SG
آلہ	peralatan	آلہ	peralatan	N;NOM;MASC;SG;3	N;SG
آلہ	instrumen	آلہ	instrumen	N;NOM;MASC;SG;3	N;SG
آلہ	senjata	آلہ	senjata	N;NOM;MASC;SG;3	N;SG
آلہ	perkakas	آلہ	perkakas	N;NOM;MASC;SG;3	N;SG
آلہ	alat	آلہ	alat	N;NOM;MASC;SG;3	N;SG
آمادگی	kecermatan	آمادگی	kecermatan	N;NOM;MASC;SG;3	N;SG
آمادگی	kesiapan	آمادگی	kesiapan	N;NOM;MASC;SG;3	N;SG
آمادگی	kecermatan	آمادگی	kecermatan	N;NOM;MASC;SG;3	N;SG
آمادگی	kesiapan	آمادگی	kesiapan	N;NOM;MASC;SG;3	N;SG
آمادگی	kesediaan	آمادگی	kesediaan	N;NOM;MASC;SG;3	N;SG
آمادگی	kesiapan	آمادگی	kesiapan	N;NOM;MASC;SG;3	N;SG
آمادہ	waspada	آمادہ	waspada	ADJ	ADJ;SG
آمادہ	tersedia	آمادہ	tersedia	ADJ	ADJ;SG
آمادہ	siap	آمادہ	siap	ADJ	ADJ;SG
آمادہ	waspada	آمادہ	waspada	ADJ	ADJ;SG
آمادہ	tersedia	آمادہ	tersedia	ADJ	ADJ;SG
آمد	kedatangan	آمد	kedatangan	N;NOM;MASC;SG;3	N;SG
آمد	pendapatan	آمد	pendapatan	N;NOM;MASC;SG;3	N;SG
آمد	pendekatan	آمد	pendekatan	N;NOM;MASC;SG;3	N;SG
آمد	akses	آمد	akses	N;NOM;MASC;SG;3	N;SG
آمد	spontanitas	آمد	spontanitas	N;NOM;MASC;SG;3	N
آمد	entri	آمد	entri	N;NOM;MASC;SG;3	N;SG
آمد	masukan	آمد	masukan	N;NOM;MASC;SG;3	N;SG
آمد	kuitansi	آمد	kuitansi	N;NOM;MASC;SG;3	N;SG
آمد	adven	آمد	adven	N;NOM;MASC;SG;3	N
آمد	inspirasi	آمد	inspirasi	N;NOM;MASC;SG;3	N
آمد	kedatangan	آمد	kedatangan	N;NOM;MASC;SG;3	N;SG
آمد	pendapatan	آمد	pendapatan	N;NOM;MASC;SG;3	N;SG
آمد	pendekatan	آمد	pendekatan	N;NOM;MASC;SG;3	N;SG
آمد	akses	آمد	akses	N;NOM;MASC;SG;3	N;SG
آمد	spontanitas	آمد	spontanitas	N;NOM;MASC;SG;3	N
آمد	entri	آمد	entri	N;NOM;MASC;SG;3	N;SG
آمد	masukan	آمد	masukan	N;NOM;MASC;SG;3	N;SG
آمد	pendapatan	آمد	pendapatan	N;NOM;MASC;SG;3	N;SG
آمد	penghasilan	آمد	penhasilan	N;NOM;MASC;SG;3	N;SG
آمد	pemasukan	آمد	penpasukan	N;NOM;MASC;SG;3	N;SG
آمد	kuitansi	آمد	kuitansi	N;NOM;MASC;SG;3	N;SG
آمد	adven	آمد	adven	N;NOM;MASC;SG;3	N
آمد	inspirasi	آمد	inspirasi	N;NOM;MASC;SG;3	N
آمدن	kedatangan	آمدن	kedatangan	N;NOM;MASC;SG;3	N;SG
آمدن	adven	آمدن	adven	N;NOM;MASC;SG;3	N
آمدن	pendapatan	آمدن	pendapatan	N;NOM;MASC;SG;3	N;SG
آمدن	penghasilan	آمدن	penhasilan	N;NOM;MASC;SG;3	N;SG
آمدن	pemasukan	آمدن	penpasukan	N;NOM;MASC;SG;3	N;SG
آمدنی	pendapatan	آمدنی	pendapatan	N;NOM;FEM;SG;3	N;SG
آمدنی	kuitansi	آمدنی	kuitansi	N;NOM;FEM;SG;3	N;SG
آمدنی	pendapatan	آمدنی	pendapatan	N;NOM;FEM;SG;3	N;SG
آمدنی	pendapatan	آمدنی	pendapatan	N;NOM;FEM;SG;3	N;SG
آمدنی	penghasilan	آمدنی	penhasilan	N;NOM;FEM;SG;3	N;SG
آمدنی	pemasukan	آمدنی	penpasukan	N;NOM;FEM;SG;3	N;SG
آمدنی	kuitansi	آمدنی	kuitansi	N;NOM;FEM;SG;3	N;SG
آملیٹ	omelet	آملیٹ	omelet	N;NOM;MASC;SG;3	N
آملیٹ	dadar	آملیٹ	dadar	N;NOM;MASC;SG;3	N
آمیزش	campuran	آمیزش	campuran	N;NOM;MASC;SG;3	N;SG
آمیزش	temperamen	آمیزش	temperamen	N;NOM;MASC;SG;3	N;SG
آمیزش	persekongkolan	آمیزش	persekongkolan	N;NOM;MASC;SG;3	N
آمیزش	konspirasi	آمیزش	konspirasi	N;NOM;MASC;SG;3	N;SG
آمیزش	pencampuran	آمیزش	pencampuran	N;NOM;MASC;SG;3	N;SG
آنا	jatuhkan	آ	jatuhkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	tumbuhkan	آ	tumbuhkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	kembangkan	آ	kembangkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	tumbuh	آ	tumbuh	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	bertumbuh	آ	bertumbuh	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	maju	آ	maju	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	naikkan	آ	naikkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	tingkatkan	آ	tingkatkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	meningkat	آ	mentingkat	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	meningkatkan	آ	mentingkatkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	tampil	آ	tampil	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	muncul	آ	muncul	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	dekati	آ	dekati	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	tiba	آ	tiba	V;MASC;SG;NFIN;ACT	V;SG
آنا	jatuhkan	آ	jatuhkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	tumbuhkan	آ	tumbuhkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	kembangkan	آ	kembangkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	tumbuh	آ	tumbuh	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	bertumbuh	آ	bertumbuh	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	maju	آ	maju	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	naikkan	آ	naikkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	tingkatkan	آ	tingkatkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	meningkat	آ	mentingkat	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	meningkatkan	آ	mentingkatkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	tampil	آ	tampil	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	muncul	آ	muncul	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	dekati	آ	dekati	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	datang	آ	datang	V;MASC;SG;NFIN;ACT	V;SG;ACT
آنا	tiba	آ	tiba	V;MASC;SG;NFIN;ACT	V;SG
آنت	usus	آنت	usus	N;NOM;FEM;SG;3	N;SG
آنت	usus	آنت	usus	N;NOM;FEM;SG;3	N;SG
آنت	ususnya	آنت	usus	N;NOM;FEM;SG;3	N;SG
آنچ	sidang	آنچ	sidang	N;NOM;MASC;SG;3	N;SG
آنچ	fitnah	آنچ	fitnah	N;NOM;MASC;SG;3	N;SG
آنچ	silau	آنچ	silau	N;NOM;MASC;SG;3	N;SG
آنچ	kesukaran	آنچ	kesukaran	N;NOM;MASC;SG;3	N;SG
آنچ	kesempitan	آنچ	kesempitan	N;NOM;MASC;SG;3	N
آنچ	kesusahan	آنچ	kesusahan	N;NOM;MASC;SG;3	N;SG
آنچ	kesulitan	آنچ	kesulitan	N;NOM;MASC;SG;3	N;SG
آنچ	semangat	آنچ	semangat	N;NOM;MASC;SG;3	N;SG
آنچ	api	آنچ	api	N;NOM;MASC;SG;3	N;SG
آنچ	kebakaran	آنچ	kebakaran	N;NOM;MASC;SG;3	N;SG
آنچ	hangatnya	آنچ	hangat	N;NOM;MASC;SG;3	N;SG
آنچ	kehangatan	آنچ	kehangatan	N;NOM;MASC;SG;3	N;SG
آندھی	siklon	آندھی	siklon	N;NOM;MASC;SG;3	N
آندھی	topan	آندھی	topan	N;NOM;MASC;SG;3	N;SG
آندھی	kencangnya	آندھی	kencang	N;NOM;MASC;SG;3	N;SG
آندھی	siklon	آندھی	siklon	N;NOM;MASC;SG;3	N
آندھی	topan	آندھی	topan	N;NOM;MASC;SG;3	N;SG
آندھی	kencangnya	آندھی	kencang	N;NOM;MASC;SG;3	N;SG
آنکھ	opini	آنکھ	opini	N;NOM;MASC;SG;3	N;SG
آنکھ	pendapat	آنکھ	pendapat	N;NOM;MASC;SG;3	N;SG
آنکھ	penglihatan	آنکھ	penlihatan	N;NOM;MASC;SG;3	N;SG
آنکھ	anak	آنکھ	anak	N;NOM;MASC;SG;3	N;SG
آنکھ	perkiraan	آنکھ	perkiraan	N;NOM;MASC;SG;3	N;SG
آنکھ	estimasi	آنکھ	estimasi	N;NOM;MASC;SG;3	N
آنکھ	keturunan	آنکھ	keturunan	N;NOM;MASC;SG;3	N;SG
آنکھ	respek	آنکھ	respek	N;NOM;MASC;SG;3	N;SG
آنکھ	hormat	آنکھ	hormat	N;NOM;MASC;SG;3	N;SG
آنکھ	petunjuk	آنکھ	petunjuk	N;NOM;MASC;SG;3	N;SG
آنکھ	gestur	آنکھ	gestur	N;NOM;MASC;SG;3	N
آنکھ	gerak	آنکھ	gerak	N;NOM;MASC;SG;3	N;SG;ACT
آنکھ	sikap	آنکھ	sikap	N;NOM;MASC;SG;3	N;SG
آنکھ	ekspektasi	آنکھ	ekspektasi	N;NOM;MASC;SG;3	N;SG
آنکھ	harapan	آنکھ	harapan	N;NOM;MASC;SG;3	N;SG
آنکھ	sekilas	آنکھ	sekilas	N;NOM;MASC;SG;3	N
آنی	mati	آنی	mati	ADJ	ADJ;SG
آنی	singkat	آنی	singkat	ADJ	ADJ;SG
آوارگی	ketidaksopanan	آوارگی	ketidaksopanan	N;NOM;MASC;SG;3	N;SG
آواز	lidah	آواز	lidah	N;NOM;FEM;SG;3	N;SG
آواز	bahasa	آواز	bahasa	N;NOM;FEM;SG;3	N;SG
آواز	nada	آواز	nada	N;NOM;FEM;SG;3	N;SG
آواز	tone	آواز	tone	N;NOM;FEM;SG;3	N
آواز	telepon	آواز	telepon	N;NOM;FEM;SG;3	N;SG
آواز	panggilan	آواز	panggilan	N;NOM;FEM;SG;3	N;SG
آواز	suaranya	آواز	suara	N;NOM;FEM;SG;3	N;SG
آواز	proklamasi	آواز	proklamasi	N;NOM;FEM;SG;3	N
آواز	pengumuman	آواز	penumuman	N;NOM;FEM;SG;3	N;SG
آواز	ketenaran	آواز	ketenaran	N;NOM;FEM;SG;3	N;SG
آواز	lidah	آواز	lidah	N;NOM;FEM;SG;3	N;SG
آواز	bahasa	آواز	bahasa	N;NOM;FEM;SG;3	N;SG
آواز	nada	آواز	nada	N;NOM;FEM;SG;3	N;SG
آواز	tone	آواز	tone	N;NOM;FEM;SG;3	N
آواز	noise	آواز	noise	N;NOM;FEM;SG;3	N
آواز	bising	آواز	bising	N;NOM;FEM;SG;3	N;SG
آواز	kebisingan	آواز	kebisingan	N;NOM;FEM;SG;3	N;SG
آواز	derau	آواز	derau	N;NOM;FEM;SG;3	N;SG
آواز	telepon	آواز	telepon	N;NOM;FEM;SG;3	N;SG
آواز	panggilan	آواز	panggilan	N;NOM;FEM;SG;3	N;SG
آواز	suaranya	آواز	suara	N;NOM;FEM;SG;3	N;SG
آواز	proklamasi	آواز	proklamasi	N;NOM;FEM;SG;3	N
آواز	pengumuman	آواز	penumuman	N;NOM;FEM;SG;3	N;SG
آواز	ketenaran	آواز	ketenaran	N;NOM;FEM;SG;3	N;SG
آون	datang	آون	datang	V;SG;ACT	V;SG;ACT
آویزش	perselisihan	آویزش	perselisihan	N;NOM;MASC;SG;3	N;SG
آویزش	perselisihan	آویزش	perselisihan	N;NOM;MASC;SG;3	N;SG
آویزش	konflik	آویزش	konflik	N;NOM;MASC;SG;3	N;SG
آہِستگی	kelembutan	آہِستگی	kelembutan	N;NOM;MASC;SG;3	N;SG
آہِستگی	kelembutan	آہِستگی	kelembutan	N;NOM;MASC;SG;3	N;SG
آہنکاری	sombong	آہنکاری	sombong	N;NOM;MASC;SG;3	N
آہنگ	tujuan	آہنگ	tujuan	N;NOM;MASC;SG;3	N;SG
آہنگ	musik	آہنگ	musik	N;NOM;MASC;SG;3	N;SG
آہنگ	niat	آہنگ	niat	N;NOM;MASC;SG;3	N;SG
آہنگ	simetri	آہنگ	simetri	N;NOM;MASC;SG;3	N;SG
آہنگ	suaranya	آہنگ	suara	N;NOM;MASC;SG;3	N;SG
آہنگ	metoda	آہنگ	metoda	N;NOM;MASC;SG;3	N;SG
آہنگ	metode	آہنگ	metode	N;NOM;MASC;SG;3	N;SG
آہنگ	melodi	آہنگ	melodi	N;NOM;MASC;SG;3	N;SG
آہنگ	tujuan	آہنگ	tujuan	N;NOM;MASC;SG;3	N;SG
آہنگ	musik	آہنگ	musik	N;NOM;MASC;SG;3	N;SG
آہنگ	niat	آہنگ	niat	N;NOM;MASC;SG;3	N;SG
آہنگ	simetri	آہنگ	simetri	N;NOM;MASC;SG;3	N;SG
آہنگ	suaranya	آہنگ	suara	N;NOM;MASC;SG;3	N;SG
آہنگ	keharmonisan	آہنگ	keharmonisan	N;NOM;MASC;SG;3	N;SG
آہنگ	harmoni	آہنگ	harmoni	N;NOM;MASC;SG;3	N;SG
آہنگ	metoda	آہنگ	metoda	N;NOM;MASC;SG;3	N;SG
آہنگ	metode	آہنگ	metode	N;NOM;MASC;SG;3	N;SG
آہنگ	melodi	آہنگ	melodi	N;NOM;MASC;SG;3	N;SG
آہنی	tegar	آہنی	tegar	ADJ	ADJ;SG
آہنی	kuat	آہنی	kuat	ADJ	ADJ;SG
آہنی	susah	آہنی	susah	ADJ	ADJ;SG
آہنی	keras	آہنی	keras	ADJ	ADJ;SG
آئل	oli	آئل	oli	N;NOM;MASC;SG;3	N
آئل	minyak	آئل	minyak	N;NOM;MASC;SG;3	N;SG
آئی	datang	آ	datang	V;PFV;FEM;SG;V.PTCP;ACT	V;SG;ACT
