sunt	हैं	fi	है	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
fondator	संस्थापक	fondator	संस्थापक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
document	दस्तावेज़	document	दस्तावेज़	N;INDF;MASC;SG	N;NOM;MASC;SG;3
concurs	प्रतिस्पर्धा	concurs	प्रतिस्पर्धा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
concurs	प्रतियोगिता	concurs	प्रतियोगिता	N;INDF;MASC;SG	N;NOM;FEM;SG;3
concurs	प्रतियोगिता	concurs	प्रतियोगिता	N;INDF;MASC;SG	N;NOM;FEM;SG;3
sol	मृदा	sol	मृदा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sol	ग्राउंड	sol	ग्राउंड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sol	जमीन	sol	जमीन	N;INDF;MASC;SG	N;NOM;FEM;SG;3
sol	मैदान	sol	मैदान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
statut	स्टेटस	statut	स्टेटस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
statut	स्थिति	statut	स्थिति	N;INDF;MASC;SG	N;NOM;FEM;SG;3
statut	प्रस्थिति	statut	प्रस्थिति	N;INDF;MASC;SG	N;NOM;MASC;SG;3
nave	जहाजों	navă	जहाज	N;INDF;FEM;PL	N;ACC;MASC;PL;3
cat	कैट	cat	कैट		
lucruri	बातों	lucru	बात	N;INDF;FEM;PL	N;ACC;FEM;PL;3
lucruri	चीजें	lucru	चीज	N;INDF;FEM;PL	N;NOM;FEM;PL;3
lucruri	चीज़ें	lucru	चीज़	N;INDF;FEM;PL	N;NOM;FEM;PL;3
lucruri	बातें	lucru	बात	N;INDF;FEM;PL	N;NOM;FEM;PL;3
masini	कारों	masină	कार	N;INDF;FEM;PL	N;ACC;FEM;PL;3
masini	कारें	masină	कार	N;INDF;FEM;PL	N;NOM;FEM;PL;3
masini	गाड़ियाँ	masină	गाड़ी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
masini	मशीनों	masină	मशीन	N;INDF;FEM;PL	N;ACC;FEM;PL;3
masini	मशीनें	masină	मशीन	N;INDF;FEM;PL	N;NOM;FEM;PL;3
masini	कारों	masină	कार	N;INDF;FEM;PL	N;ACC;FEM;PL;3
masini	कारें	masină	कार	N;INDF;FEM;PL	N;NOM;FEM;PL;3
masini	गाड़ियाँ	masină	गाड़ी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
masini	मशीनों	masină	मशीन	N;INDF;FEM;PL	N;ACC;FEM;PL;3
masini	मशीनें	masină	मशीन	N;INDF;FEM;PL	N;NOM;FEM;PL;3
masini	कारों	masină	कार	N;INDF;FEM;PL	N;ACC;FEM;PL;3
masini	कारें	masină	कार	N;INDF;FEM;PL	N;NOM;FEM;PL;3
masini	गाड़ियाँ	masină	गाड़ी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
liste	सूचियां	listă	सूची	N;INDF;FEM;PL	N;NOM;FEM;PL;3
liste	सूचियाँ	listă	सूची	N;INDF;FEM;PL	N;NOM;FEM;PL;3
campion	चैम्पियन	campion	चैम्पियन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
campion	चैंपियन	campion	चैंपियन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dedicat	समर्पित	dedica	समर्पित	ADJ;INDF;MASC;SG	ADJ
incluse	शामिल	inclus	शामिल	ADJ;INDF;FEM;PL	ADJ
frumos	सुंदर	frumos	सुन्दर	ADJ;INDF;MASC;SG	ADJ
frumos	खूबसूरत	frumos	खूबसूरत	ADJ;INDF;MASC;SG	ADJ
intotdeauna	सदा	intotdeauna	सदा		
intotdeauna	सदा	intotdeauna	सदा		
mereu	हमेशा	mereu	हमेशा	ADV	ADV
implicat	शामिल	implicat	शामिल	ADJ;INDF;MASC;SG	ADJ
lot	बैच	lot	बैच	N;INDF;MASC;SG	N;NOM;MASC;SG;3
jet	जेट	jet	जेट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tradus	अनुवादित	traduce	अनुवादित	ADJ;INDF;MASC;SG	ADJ
adevar	सच	adevar	सच	N;INDF;MASC;SG	N;NOM;MASC;SG;3
adevar	सच्चाई	adevar	सच्चाई	N;INDF;MASC;SG	N;NOM;FEM;SG;3
adevar	सच	adevar	सच	N;INDF;MASC;SG	N;NOM;MASC;SG;3
adevar	सच्चाई	adevar	सच्चाई	N;INDF;MASC;SG	N;NOM;FEM;SG;3
trupe	सैनिकों	trupă	सैनिक	N;INDF;FEM;PL	N;ACC;MASC;PL;3
profil	रूपरेखा	profil	रूपरेखा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
profil	प्रोफाइल	profil	प्रोफाइल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
profil	प्रोफ़ाइल	profil	प्रोफ़ाइल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
software	सॉफ़्टवेयर	software	सॉफ़्टवेयर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
software	सॉफ्टवेयर	software	सॉफ्टवेयर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
software	साफ्टवेयर	software	साफ्टवेयर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
software	तन्त्र	software	तन्त्र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dans	डांस	dans	डांस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dans	नृत्य	dans	नृत्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
val	तरंग	val	तरंग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
val	लहर	val	लहर	N;INDF;MASC;SG	N;NOM;FEM;SG;3
val	ओट	val	ओट	N;INDF;MASC;SG	N;NOM;FEM;SG;3
val	घूंघट	val	घूंघट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
evoluat	विकसित	evolua	विकसित	ADJ;INDF;MASC;SG	ADJ
angajat	नियुक्त	angaja	नियुक्त	ADJ;INDF;MASC;SG	ADJ
tour	भ्रमण	tour	भ्रमण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tour	टूर	tour	टूर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tour	दौरे	tour	दौरा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
utilizatori	उपयोगकर्ताओं	utilizator	उपयोगकर्ता	N;INDF;MASC;PL	N;ACC;MASC;PL;3
utilizatori	प्रयोगकर्ता	utilizator	प्रयोगकर्ता	N;INDF;MASC;PL	N;NOM;MASC;PL;3
utilizatori	उपयोगकर्ता	utilizator	उपयोगकर्ता	N;INDF;MASC;PL	N;NOM;MASC;PL;3
spring	स्प्रिंग	springe	स्प्रिंग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
voturi	वोटों	vot	वोट	N;INDF;FEM;PL	N;ACC;MASC;PL;3
documentar	वृत्तचित्र	documentar	वृत्तचित्र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
silver	चाँदी	silver	चाँदी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
silver	चांदी	silver	चांदी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
valori	मानों	valoare	मान	N;INDF;FEM;PL	N;ACC;MASC;PL;3
grande	ग्रांडे	grandă	ग्रांडा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
may	may	may	may		
back	बैक	back	बैक		
independente	स्वतंत्र	independent	स्वतंत्र	ADJ;INDF;FEM;PL	ADJ;NOM
create	निर्मित	crea	निर्मित	ADJ;INDF;FEM;PL	ADJ
football	फुटबॉल	football	फुटबॉल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
football	फुटबाल	football	फुटबाल	N;INDF;MASC;SG	N;NOM;FEM;SG;3
football	फ़ुटबॉल	football	फ़ुटबॉल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
nationalteam	nationalteam	nationalte	nationalteam	V;IND;1;IPFV;FIN	V;IPFV;MASC;PL;V.PTCP;ACT
serviciu	सेवा	serviciu	सेवा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
gol	नंगा	gol	नंगा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
gol	गोल	gol	गोल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
gol	ध्येय	gol	ध्येय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
gol	लक्ष्य	gol	लक्ष्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
moare	मरता	muri	मर	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
#aaa	#aaa	gata	#aaa		
management	प्रबंधन	management	प्रबंधन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
management	प्रबन्धन	management	प्रबन्धन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dragoste	प्यार	dragoste	प्यार	N;INDF;MASC	N;NOM;MASC;SG;3
dragoste	मोहब्बत	dragoste	मोहब्बत	N;INDF;MASC	N;NOM;FEM;SG;3
dragoste	प्रेम	dragoste	प्रेम	N;INDF;MASC	N;NOM;MASC;SG;3
transformat	रूपांतरित	transforma	रूपांतरित	ADJ;INDF;MASC;SG	ADJ
con	शंकु	con	शंकु	N;INDF;MASC;SG	N;NOM;MASC;SG;3
intoarce	मोड़ना	intoarce	मोड़	V;IND;SG;3;PRS;FIN	V;MASC;NFIN;ACT
intoarce	फेरे	intoarce	फेरा	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;FIN;ACT
simbol	संकेत	simbol	संकेत	N;INDF;MASC;SG	N;NOM;MASC;SG;3
simbol	प्रतीक	simbol	प्रतीक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
arestat	गिरफ्तार	aresta	गिरफ्तार	ADJ;INDF;MASC;SG	ADJ
sri	श्री	sru	श्री	N	N;NOM;MASC;SG;3
albastru	नीला	albastru	नीला	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
protejate	संरक्षित	protejat	संरक्षित	ADJ;INDF;FEM;PL	ADJ;NOM
protejate	सुरक्षित	protejat	सुरक्षित	ADJ;INDF;FEM;PL	ADJ
zbor	मक्खी	zbor	मक्खी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
zbor	फ्लाइट	zbor	फ्लाइट	N;INDF;MASC;SG	N;NOM;FEM;SG;3
zbor	फ़्लाइट	zbor	फ़्लाइट	N;INDF;MASC;SG	N;NOM;FEM;SG;3
zbor	उड़ान	zbor	उडान	N;INDF;MASC;SG	N;NOM;FEM;SG;3
avion	विमान	avion	विमान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
avion	वायुयान	avion	वायुयान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
avion	समतल	avion	समतल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
avion	प्लेन	avion	प्लेन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
vas	पोत	vas	पोत	N;INDF;MASC;SG	N;NOM;MASC;SG;3
vot	वोट	vot	वोट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pilot	पायलट	pilot	पायलट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
atins	हासिल	atinge	हासिल	ADJ;INDF;MASC;SG	ADJ
metode	विधियाँ	metodă	विधि	N;INDF;FEM;PL	N;NOM;FEM;PL;3
metode	विधियां	metodă	विधि	N;INDF;FEM;PL	N;NOM;FEM;PL;3
ortodox	सनातनी	ortodox	सनातनी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
dublu	दोहरा	dublu	दोहरा	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
magazin	शॉप	magazin	शॉप	N;INDF;MASC;SG	N;NOM;FEM;SG;3
magazin	दुकान	magazin	दुकान	N;INDF;MASC;SG	N;NOM;FEM;SG;3
magazin	दूकान	magazin	दूकान	N;INDF;MASC;SG	N;NOM;FEM;SG;3
magazin	स्टोर	magazin	स्टोर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bazin	बेसिन	bazin	बेसिन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bazin	जलाशय	bazin	जलाशय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
turneu	भ्रमण	turneu	भ्रमण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
turneu	टूर	turneu	टूर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
turneu	दौरे	turneu	दौरा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
turneu	टूर्नामेंट	turneu	टूर्नामेंट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sex	सेक्स	sex	सेक्स	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sex	मैथुन	sex	मैथुन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sange	लहू	sange	लहू		
sange	लहू	sange	लहू		
fete	लड़कियां	fată	लड़की	N;INDF;FEM;PL	N;NOM;FEM;PL;3
fete	लड़कियाँ	fată	लड़की	N;INDF;FEM;PL	N;NOM;FEM;PL;3
fete	लड़कियों	fată	लड़की	N;INDF;FEM;PL	N;ACC;FEM;PL;3
fete	चेहरे	fată	चेहरा	N;INDF;FEM;PL	N;NOM;MASC;PL;3
fete	चेहरों	fată	चेहरा	N;INDF;FEM;PL	N;ACC;MASC;PL;3
separat	अलग	separat	अलग	ADJ;INDF;MASC;SG	ADJ
separat	अलग	separat	अलग	ADJ;INDF;MASC;SG	ADJ
pasari	पक्षियों	pasar	पक्षी	N;INDF;MASC;PL	N;ACC;MASC;PL;3
pasari	पक्षियों	pasar	पक्षी	N;INDF;MASC;PL	N;ACC;MASC;PL;3
prieten	मित्र	prieten	मित्र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
prieten	दोस्त	prieten	दोस्त	N;INDF;MASC;SG	N;NOM;MASC;SG;3
inclusa	शामिल	inclus	शामिल	ADJ;DEF;FEM;SG	ADJ
pri	pri	pri	pri		
organizatii	संगठनों	organizat	संगठन	N;INDF;FEM;PL	N;ACC;MASC;PL;3
high	उच्च	high	उच्च		
financiare	वित्तीय	financiar	वित्तीय	ADJ;INDF;FEM;PL	ADJ;NOM
song	गाना	song	गाना	N;INDF;MASC;SG	N;NOM;MASC;SG;3
paduri	वनों	pad	वन	N;INDF;FEM;PL	N;NOM;MASC;PL;3
paduri	वनों	pad	वन	N;INDF;FEM;PL	N;NOM;MASC;PL;3
turn	बुर्ज	turn	बुर्ज	N;INDF;MASC;SG	N;NOM;MASC;SG;3
turn	टावर	turn	टावर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
turn	मीनार	turn	मीनार	N;INDF;MASC;SG	N;NOM;FEM;SG;3
continut	विषयवस्तु	continut	विषयवस्तु	N;INDF;MASC;SG	N;NOM;FEM;SG;3
continut	सामग्री	continut	सामग्री	N;INDF;MASC;SG	N;NOM;FEM;SG;3
continut	विषयवस्तु	continut	विषयवस्तु	N;INDF;MASC;SG	N;NOM;FEM;SG;3
continut	सामग्री	continut	सामग्री	N;INDF;MASC;SG	N;NOM;FEM;SG;3
pod	ब्रिज	pod	ब्रिज	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pod	पुल	pod	पुल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pod	सेतु	pod	सेतु	N;INDF;MASC;SG	N;NOM;MASC;SG;3
deseori	अक्सर	deseori	अक्सर	ADV	ADV
deseori	प्रायः	deseori	प्रायः	ADV	ADV
museum	संग्रहालय	museum	संग्रहालय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
saxon	सैक्सन	saxon	सैक्सन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
caracteristici	विशेषताएँ	caracteristică	विशेषता	N;INDF;FEM;PL	N;NOM;FEM;PL;3
caracteristici	विशेषताएं	caracteristică	विशेषता	N;INDF;FEM;PL	N;NOM;FEM;PL;3
caracteristici	विशेषताएँ	caracteristică	विशेषता	N;INDF;FEM;PL	N;NOM;FEM;PL;3
caracteristici	सुविधाएँ	caracteristică	सुविधा	N;INDF;FEM;PL	N;NOM;FEM;PL;3
dvd	डीवीडी	dvd	डीवीडी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dvd	dvd	dvd	dvd	N;INDF;MASC;SG	N;NOM;MASC;SG;3
vorbeste	बोलती	vorbi	बोल	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;SG;V.PTCP;ACT
idei	विचारों	idee	विचार	N;INDF;FEM;PL	N;ACC;MASC;PL;3
tron	अर्श	tron	अर्श		
tron	ट्रोल	tron	ट्रोल		
palatinat	palatinate	palatina	palatinate	N;INDF;MASC;SG	N;NOM;MASC;SG;3
anterioare	पिछले	anterior	पिछला	ADJ;INDF;FEM;PL	ADJ;ACC;MASC;PL
complex	जटिल	complex	जटिल	ADJ;INDF;MASC;SG	ADJ
organizate	संगठित	organizat	संगठित	ADJ;INDF;FEM;PL	ADJ
organizate	व्यवस्थित	organizat	व्यवस्थित	ADJ;INDF;FEM;PL	ADJ
organizate	संगठित	organizat	संगठित	ADJ;INDF;FEM;PL	ADJ
puteri	शक्तियों	putere	शक्ति	N;INDF;FEM;PL	N;ACC;FEM;PL;3
puteri	शक्तियाँ	putere	शक्ति	N;INDF;FEM;PL	N;NOM;FEM;PL;3
puteri	शक्तियां	putere	शक्ति	N;INDF;FEM;PL	N;NOM;FEM;PL;3
grele	भारी	greu	भारी	ADJ;INDF;FEM;PL	ADJ;NOM
aspecte	पहलुओं	aspect	पहलू	N;INDF;FEM;PL	N;ACC;MASC;PL;3
aspecte	समस्याएँ	aspect	समस्या	N;INDF;FEM;PL	N;NOM;FEM;PL;3
aspecte	मुद्दे	aspect	मुद्दा	N;INDF;FEM;PL	N;NOM;MASC;PL;3
efect	असर	efect	असर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
efect	प्रभाव	efect	प्रभाव	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rapida	तेज	rapida	तेज	ADJ;DEF;FEM;SG	ADJ
boli	बीमारियाँ	boală	बीमारी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
boli	रोगों	boală	रोग	N;INDF;FEM;PL	N;ACC;MASC;PL;3
matematician	गणितीय	matematician	गणितीय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
matematician	गणितज्ञ	matematician	गणितज्ञ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
font	फ़ॉन्ट	font	फाॉन्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
organizata	संगठित	organizat	संगठित	ADJ;DEF;FEM;SG	ADJ
organizata	संगठित	organizat	संगठित	ADJ;DEF;FEM;SG	ADJ
organizata	व्यवस्थित	organizat	व्यवस्थित	ADJ;DEF;FEM;SG	ADJ
handbal	हैंडबॉल	handbal	हैंडबॉल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
times	बार	times	बार	N;INDF;MASC;SG	N;NOM;FEM;SG;3
specific	विशिष्ट	specific	विशिष्ट	ADJ;INDF;MASC;SG	ADJ
industriale	औद्योगिक	industrial	औद्योगिक	ADJ;INDF;FEM;PL	ADJ;NOM
soare	सूर्य	soare	सूर्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
soare	धूप	soare	धूप	N;INDF;MASC;SG	N;NOM;FEM;SG;3
soare	सनशाइन	soare	सनशाइन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
soare	sunny	soare	sunny	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fotografii	तस्वीरें	fotografie	तस्वीर	N;INDF;FEM;PL	N;NOM;FEM;PL;3
masuri	उपाय	mas	उपाय	N;INDF;FEM;PL	N;NOM;MASC;PL;3
masuri	उपायों	mas	उपाय	N;INDF;FEM;PL	N;ACC;MASC;PL;3
masuri	उपाय	mas	उपाय	N;INDF;FEM;PL	N;NOM;MASC;PL;3
masuri	उपायों	mas	उपाय	N;INDF;FEM;PL	N;ACC;MASC;PL;3
vie	जिन्दा	viu	जिन्दा		
vie	vie	viu	vie		
cantaret	गायक	cantaret	गायक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
romanian	अंग्रेज	romanian	अंग्रेज	N;INDF;MASC;SG	N;NOM;MASC;SG;3
audio	ऑडियो	audio	ऑडियो	N;INDF;MASC;SG	N;NOM;MASC;SG;3
digital	डिजीटल	digital	डिजीटल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
digital	डिजिटल	digital	डिजिटल	N;INDF;MASC;SG	N;NOM
pierde	खोना	pierde	खो	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
eliberat	जारी	elibera	जारी	ADJ;INDF;MASC;SG	ADJ
treptat	धीरे	treptat	धीरे	ADV	ADV
originale	असली	original	असली	ADJ;INDF;FEM;PL	ADJ;NOM
record	रिकॉर्ड	record	रिकॉर्ड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
record	रेकार्ड	record	रेकार्ड	N;INDF;MASC;SG	N;NOM;FEM;SG;3
record	रिकार्ड	record	रिकार्ड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
promovat	प्रचारित	promova	प्रचारित	ADJ;INDF;MASC;SG	ADJ
sfant	पावन	sfant	पावन		
activat	सक्षम	activat	सक्षम	ADJ;INDF;MASC;SG	ADJ
activat	सक्रिय	activat	सक्रिय	ADJ;INDF;MASC;SG	ADJ
lac	झील	lac	झील	N;INDF;MASC;SG	N;NOM;FEM;SG;3
instrument	यंत्र	instrument	यंत्र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
instrument	औज़ार	instrument	औज़ार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
instrument	औजार	instrument	औजार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
posibila	संभव	posibil	संभव	ADJ;DEF;FEM;SG	ADJ
posibila	संभव	posibil	संभव	ADJ;DEF;FEM;SG	ADJ
francezi	फ्रांसीसी	francez	फ्रांसीसी	ADJ;INDF;MASC;PL	ADJ;NOM
realizari	उपलब्धियाँ	realizar	उपलब्धि	N;INDF;FEM;PL	N;NOM;FEM;PL;3
realizari	उपलब्धियाँ	realizar	उपलब्धि	N;INDF;FEM;PL	N;NOM;FEM;PL;3
prezentate	प्रस्तुत	prezentat	प्रस्तुत	ADJ;INDF;FEM;PL	ADJ
journal	पत्रिका	journal	पत्रिका	N;INDF;MASC;SG	N;NOM;FEM;SG;3
journal	जर्नल	journal	जर्नल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
super	अदभुत	super	अदभुत		
super	कमाल	super	कमाल		
super	गजब	super	गजब		
super	सूपर	super	सूपर		
super	super	super	super		
declarata	घोषित	declarat	घोषित	ADJ;DEF;FEM;SG	ADJ
inspirat	प्रेरित	inspira	प्रेरित	ADJ;INDF;MASC;SG	ADJ
tur	भ्रमण	tur	भ्रमण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tur	टूर	tur	टूर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tur	दौरे	tur	दौरा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
deal	पहाड़ी	deal	पहाडी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
set	सेट	set	सेट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
set	समुच्चय	set	समुच्चय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
muzeu	संग्रहालय	muzeu	संग्रहालय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
stemma	stemma	stemmă	stemma		
extins	विस्तारित	extins	विस्तारित	ADJ;INDF;MASC;SG	ADJ
extins	विस्तारित	extins	विस्तारित	ADJ;INDF;MASC;SG	ADJ
atinge	छू	atinge	छू	V;IND;SG;3;PRS;FIN	V;ACT
leftarm	leftarm	leftarm	leftarm	N;INDF;MASC;SG	N;NOM;MASC;SG;3
locotenent	लेफ्टिनेंट	locotenent	लेफ्टिनेंट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
picioare	पैरों	picior	पैर	N;INDF;FEM;PL	N;ACC;MASC;PL;3
picioare	पैर	picior	पैर	N;INDF;FEM;PL	N;NOM;MASC;PL;3
picioare	पैरों	picior	पैर	N;INDF;FEM;PL	N;ACC;MASC;PL;3
picioare	पैर	picior	पैर	N;INDF;FEM;PL	N;NOM;MASC;PL;3
