medaljen	medaljen	medalje	medalj	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
skyder	skjuter	skyde	skjuta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
indledning	introduktion	indledning	introduktion	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
indledning	inledning	indledning	inledning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
indledning	införande	indledning	införande	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
indledning	införsel	indledning	införsel	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
syndrom	syndrom	syndrom	syndrom	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
orientering	genomgång	orientering	genomgång	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
orientering	läggning	orientering	läggning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
orientering	orientering	orientering	orientering	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
orientering	inriktning	orientering	inriktning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hegn	stängsel	hegn	stängsel	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
hegn	fäktning	hegn	fäktning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
hegn	staket	hegn	stak	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
hegn	stängsel	hegn	stängsel	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
hegn	staket	hegn	stak	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
hegn	stängsel	hegn	stängsel	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
massiv	massiv	massiv	massiv	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
massiv	massivt	massiv	massiv	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
meninger	åsikter	mening	åsikt	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
meninger	yttranden	mening	yttrande	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
groft	ungefär	groft	ungefär	ADV	ADV
krydset	korsningen	kryds	korsning	N;DEF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
ledsaget	åtföljdes	ledsag	åtfölja	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
litteraturen	litteraturen	litteratur	litteratur	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
gennemgang	översyn	gennemgang	översyn	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
gennemgang	granskning	gennemgang	granskning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
gennemgang	omprövning	gennemgang	omprövning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
gennemgang	recension	gennemgang	recension	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
butler	butler	butle	butler	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
butler	betjänt	butle	betjänt	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kaos	förödelse	kaos	förödelse	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kaos	kaos	kaos	kaos	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
kaos	kaos	kaos	kaos	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
arrangerede	ordnade	arrangere	ordna	V;IND;PST;FIN;ACT	V;NOM;PL;PST;V.PTCP
konsul	konsul	konsul	konsul	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kvaliteten	kvaliteten	kvalitet	kvalitet	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
sværere	hårdare	svær	hård	ADJ;CMPR	ADJ;NOM;CMPR
sværere	svårare	svær	svår	ADJ;CMPR	ADJ;NOM;CMPR
teknikken	tekniken	teknik	teknik	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
hangarskibe	transportföretag	hangarskib	transportföretag	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
hangarskibe	bärare	hangarskib	bärare	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
geologi	geologi	geologi	geologi	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
begrænsninger	begränsningar	begrænsning	begränsning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
begrænsninger	inskränkningar	begrænsning	inskränkning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
begrænsninger	begränsningar	begrænsning	begränsning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
begrænsninger	inskränkningar	begrænsning	inskränkning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
begrænsninger	restriktioner	begrænsning	restriktion	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
begrænsninger	gränsvärden	begrænsning	gränsvärd	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
begrænsninger	begränsningar	begrænsning	begränsning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
begrænsninger	gränser	begrænsning	gräns	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
begrænsninger	restriktioner	begrænsning	restriktion	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
gaver	gåvor	gave	gåva	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
gaver	presenter	gave	present	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
gaver	presenter	gave	present	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
gaver	julklappar	gave	julklapp	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
oplevelse	upplevelse	oplevelse	upplevelse	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
oplevelse	erfarenhet	oplevelse	erfarenhet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mystiske	mystiska	mystisk	mystisk	ADJ;PL	ADJ;NOM;PL
paradise	paradis	paradis	paradis	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
paradise	paradise	paradis	paradise	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
glade	glada	glad	glad	ADJ;PL	ADJ;NOM;PL
glade	lyckliga	glad	lycklig	ADJ;PL	ADJ;NOM;PL
krater	krater	krate	krata	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
bestilt	bokades	bestille	boka	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
bestilt	beställde	bestille	beställa	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
moser	mossar	mose	moss	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
astronomi	astronomi	astronomi	astronomi	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
afsluttende	avslutar	afslutte	avsluta	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
afsluttende	stänger	afslutte	stang	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
afsluttende	stänga	afslutte	stänga	V;PRS;V.PTCP	V;IMP;NFIN;ACT
profession	yrke	profession	yrke	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
rigeste	rikaste	rig	rik	ADJ;DEF;RL	ADJ;NOM;DEF;RL
rigeste	rikaste	rig	rik	ADJ;DEF;RL	ADJ;NOM;DEF;RL
forretningsmand	affärsman	forretningsmand	affärsman	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
karakterer	figurer	karakter	figur	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
karakterer	karaktärer	karakter	karaktär	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
provinserne	provinserna	provins	provins	N;DEF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
arving	arvtagerska	arving	arvtagersk	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
arving	arvinge	arving	arvinge	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
arving	arvtagare	arving	arvtagare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
fattig	fattig	fattig	fattig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
nedrykning	nedflyttning	nedrykning	nedflyttning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
funktionen	funktionen	funktion	funktion	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
funktionen	funktionen	funktion	funktion	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
dagmar	dagmar	dagmar	dag	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
udsatte	utsatta	udsat	utsätta	ADJ;PL	ADJ;NOM;PL;PST;V.PTCP
udsatte	sårbara	udsat	sårbar	ADJ;PL	ADJ;NOM;PL
beregninger	beräkningar	beregning	beräkning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
stjernen	stjärnan	stjerne	stjärna	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
håndværkere	hantverkare	håndværker	hantverkare	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
håndværkere	hantverkare	håndværker	hantverkare	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
kalk	kalcium	kalk	kalcium	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
kalk	kalk	kalk	kalk	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kalk	lime	kalk	lime	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
distribution	fördelning	distribution	fördelning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
distribution	distribution	distribution	distribution	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
smal	smalt	smal	smal	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
smal	smal	smal	smal	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
mekaniske	mekaniska	mekanisk	mekanisk	ADJ;PL	ADJ;NOM;PL
litterær	litterär	litterær	litterär	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
fylde	fylla	fylde	fylla	V;NFIN;ACT	V;IMP;FIN;ACT
fylde	fyll	fylde	fyll	V;NFIN;ACT	V;IMP;FIN;ACT
dokumentar	dokumentär	dokumentar	dokumentär	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
farvande	farvatten	farvand	farvatten	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
platforme	plattformar	platform	plattform	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
gener	olägenheter	gen	olägenhet	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
gener	gener	gen	gen	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
generaler	generaler	general	general	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
teatre	teatrar	teater	teatra	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
teatre	teatrar	teater	teatra	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
teatre	biografer	teater	biograf	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
understøtter	stöttar	understøtte	stötta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
understøtter	stöder	understøtte	stödja	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
understøtter	stödjer	understøtte	stödja	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
flytning	flytt	flytning	flytt	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
flytning	flyttning	flytning	flyttning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
flytning	omlokalisering	flytning	omlokalisering	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
flytning	rörelse	flytning	rörelse	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
flytning	förflyttning	flytning	förflyttning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
munke	munkar	munke	munk	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
undersøgte	undersökte	undersøge	undersöka	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
mexicansk	mexikansk	mexicansk	mexikansk	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
mexicansk	mexikanskt	mexicansk	mexikansk	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
turnerede	turnerade	turnere	turnera	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
elektroner	elektroner	elektrone	elektron	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
anerkende	erkänna	anerkende	erkänna	V;NFIN;ACT	V;IMP;FIN;ACT
påstande	fordringar	påstande	fordran	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
påstande	påståenden	påstande	påstående	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
påstande	beskyllningar	påstande	beskyllning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
påstande	anklagelser	påstande	anklagelse	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
påstande	påståenden	påstande	påstående	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
påstande	påståenden	påstande	påstående	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
eftermiddagen	eftermiddagen	eftermiddag	eftermiddag	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kigger	söker	kigge	söka	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
kigger	letar	kigge	leta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
kigger	tittar	kigge	titta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
kigger	tittar	kigge	titta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
deutschen	deutschen	deutschen	deutschen	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
vedligeholdelse	underhåll	vedligeholdelse	underhåll	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
sid	sid	sid	sid	N;INDF;MASC+FEM;SG	N
perfekt	perfekt	perfekt	perfekt	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
fugtige	fuktiga	fugtig	fuktig	ADJ;PL	ADJ;NOM;PL
fugtige	fuktiga	fugtig	fuktig	ADJ;PL	ADJ;NOM;PL
seere	tittare	seer	titta	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
udfald	utfall	udfald	utfall	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
udfald	utfall	udfald	utfall	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
forudsætning	förutsättning	forudsætning	förutsättning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
forudsætning	premiss	forudsætning	premiss	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
forudsætning	förutsättning	forudsætning	förutsättning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hovedperson	huvudperson	hovedperson	huvudperson	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kunstig	konstgjord	kunstig	konstgjord	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
kunstig	artificiellt	kunstig	artificiell	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
fods	fot	fod	fot	N;INDF	N;NOM;INDF;MASC+FEM;SG
fods	foot	fod	foot	N;INDF	N;NOM;INDF;MASC+FEM;SG
spørge	frågar	spørge	fråga	V;NFIN;ACT	V;IND;PRS;FIN;ACT
fænomenet	fenomenet	fænomene	fenomen	N;DEF;NEUT;SG	N;NOM;DEF;NEUT;SG
fænomenet	företeelsen	fænomene	företeelse	N;DEF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
fotos	fotografier	fotos	fotografi	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
fotos	bilder	fotos	bild	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
heeresgruppe	heeresgruppe	heeresgruppe	heeresgruppe	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
stage	scen	stage	scen	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
stage	etapp	stage	etapp	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
stage	stadium	stage	stadium	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
stage	skede	stage	skede	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
salling	salling	salling	salling	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mistanke	misstanke	mistanke	misstanke	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mistanke	misstänksamhet	mistanke	misstänksamhet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mistanke	misstanke	mistanke	misstanke	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
paradis	paradis	paradis	paradis	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
paradis	paradise	paradis	paradise	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
svømmer	simmar	svømme	simma	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
maine	maine	maine	maine	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
helikoptere	helikoptrar	helikopter	helikoptra	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
moderat	måttlig	moderat	måttlig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
moderat	måttlig	moderat	måttlig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
brændende	brinner	brænde	brinna	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
brændende	bränna	brænde	bränna	V;PRS;V.PTCP	V;IMP;FIN;ACT
købmænd	köpmän	købmand	köpman	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
kontinent	världsdel	kontinent	världsdel	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kontinent	kontinent	kontinent	kontinent	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
baser	grunder	base	grund	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
baser	baser	base	bas	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
gemt	räddade	gemme	rädda	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
gemt	sparade	gemme	spara	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
oplyste	tände	oplyse	tände	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
tang	tang	tang	tang	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
tang	tång	tang	tång	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tang	sjögräs	tang	sjögräs	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
tang	tång	tang	tång	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
opretter	skapar	oprette	skapa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
opretter	skapar	oprette	skapa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
opretter	skapar	oprette	skapa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
midterste	mellersta	midter	mellersta	ADJ;DEF;RL	ADJ;NOM;DEF;RL
affald	avfall	affald	avfall	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
affald	avfall	affald	avfall	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
maximilian	maximilian	maximilian	maximilian	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
positioner	ståndpunkter	position	ståndpunkt	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
positioner	positioner	position	position	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
positioner	befattningar	position	befattning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
positioner	ställningar	position	ställning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
lægen	läkaren	læge	läkare	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
taktik	taktik	taktik	taktik	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
taktik	taktik	taktik	taktik	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
munden	munnen	mund	mun	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kæmpet	kämpat	kæmpe	kämpa	V;INDF;SG;PST;V.PTCP	V;V.CVB;ACT
kæmpet	kämpade	kæmpe	kämpa	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
kæmpet	slogs	kæmpe	slå	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
kæmpet	kämpat	kæmpe	kämpa	V;INDF;SG;PST;V.PTCP	V;V.CVB;ACT
kæmpet	kämpade	kæmpe	kämpa	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
kæmpet	slagits	kæmpe	sla	V;INDF;SG;PST;V.PTCP	V;V.CVB;PASS
filmet	filmade	film	filma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
demonstrationer	protester	demonstration	protest	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
demonstrationer	demonstrationer	demonstration	demonstration	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
henningsen	henningsen	henningsen	hennings	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
footballdatabase	footballdatabase	footballdatabase	footballdatabase	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
afviser	förkastar	afvise	förkasta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
afviser	avvisar	afvise	avvisa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
bemærkede	noterade	bemærket	notera	V;IND;PST;FIN;ACT	V;IND;PST;V.PTCP;ACT
bemærkede	konstaterade	bemærket	konstatera	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
sorg	sorg	sorg	sorg	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sorg	sorg	sorg	sorg	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sorg	sorg	sorg	sorg	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sorg	sorg	sorg	sorg	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
anseelse	rykte	anseelse	ryka	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
anseelse	anseende	anseelse	anseende	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
smed	kastade	smide	kasta	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
smed	slängde	smide	slänga	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
absolutte	absoluta	absolutte	absolut	ADJ;PL	ADJ;NOM;PL
aske	aska	aske	ask	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
aske	aska	aske	ask	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kardinal	kardinal	kardinal	kardinal	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sår	sår	sår	så	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
sår	sår	sår	så	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
affære	affär	affære	affär	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kulturarv	kulturarv	kulturarv	kulturarv	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
kulturarv	arv	kulturarv	arv	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
regime	regim	regime	regim	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
regime	regim	regime	regim	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
paludan	paludan	paludan	paluda	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
alliancen	alliansen	alliance	allians	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
identificeret	identifierats	identificere	identifiera	V;INDF;SG;PST;V.PTCP	V;V.CVB;PASS
identificeret	identifierades	identificere	identifiera	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
udfordringer	utmaningar	udfordring	utmaning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
protein	protein	protein	protein	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
netværket	nätverket	netværk	nätverk	N;DEF;NEUT;SG	N;NOM;DEF;NEUT;SG
klipper	klippor	klippe	klippa	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
klipper	rockar	klippe	rocka	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
klipper	klippor	klippe	klippa	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
klipper	stenar	klippe	sten	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
ekspansion	utökning	ekspansion	utökning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ekspansion	utbyggnad	ekspansion	utbyggnad	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ekspansion	expansion	ekspansion	expansion	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ekspansion	utvidgning	ekspansion	utvidgning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
genetisk	genetiskt	genetisk	genetisk	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
genetisk	genetiskt	genetisk	genetisk	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
genetisk	genetisk	genetisk	genetisk	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
tømmer	timmer	tømme	timme	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
tømmer	timmer	tømme	timme	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
intellektuelle	intellektuella	intellektuel	intellektuell	ADJ;PL	ADJ;NOM;PL
intellektuelle	intellektuella	intellektuel	intellektuell	ADJ;PL	ADJ;NOM;PL
rangering	växling	rangering	växling	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hellig	helig	hellig	helig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
hellig	heligt	hellig	helig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
