daha	više	daha	mnogo	ADV	ADV;CMPR
şirketler	kompanije	şirket	kompanija	N;NOM;PL;3	N;NOM;FEM;PL
şirketler	firme	şirket	firma	N;NOM;PL;3	N;NOM;FEM;PL
programlar	programi	program	program	N;NOM;PL;3	N;NOM;MASC;PL
programlar	programi	program	program	N;NOM;PL;3	N;NOM;MASC;PL
işlevi	funkcija	işlev	funkcija	N;NOM;SG;3	N;NOM;FEM;SG
beach	plaža	beach	plaž	N;NOM;SG;3	N;NOM;FEM;SG
düzenledi	uredio	düzenle	urediti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
beraberlik	kravata	beraberlik	kravat	N;NOM;SG;3	N;NOM;FEM;SG
beraberlik	zajedništvo	beraberlik	zajedništvo	N;NOM;SG;3	N;NOM;NEUT;SG
hlist	hlist	hlist	hlist		
çalışmış	radila	çalış	raditi	V;PFV;NFH;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP;ACT
çalışmış	uspjelo	çalış	uspjeti	V;PFV;NFH;IND;SG;3;POS;PST	V;NEUT;SG;PST;V.PTCP;ACT
çapı	promjer	çapı	promjer	N;NOM;SG;3	N;NOM;MASC;SG
kurumsal	institucionalne	kurumsal	institucionalan	ADJ	ADJ;NOM;DEF;FEM;PL
kurumsal	korporativne	kurumsal	korporativan	ADJ	ADJ;NOM;DEF;FEM;PL
htm	htm	htm	htm		
cinayet	ubojstvo	cinayet	ubojstvo	N;NOM;SG;3	N;NOM;NEUT;SG
farklılıklar	razlike	farklılık	razlika	N;NOM;PL;3	N;NOM;FEM;PL
reddetti	odbio	reddet	odbiti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
reddetti	odbio	reddet	odbiti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
haçlılar	križari	haçlı	križar	N;NOM;PL;3	N;NOM;MASC;PL
mesleği	profesija	meslek	profesija	N;NOM;SG;3	N;NOM;FEM;SG
mesleği	zanimanje	meslek	zanimanje	N;NOM;SG;3	N;NOM;NEUT;SG
mesleği	zanimanje	meslek	zanimanje	N;NOM;SG;3	N;NOM;NEUT;SG
üreticisi	proizvođač	üretici	proizvođač	N;NOM;SG;3	N;NOM;MASC;SG
papalık	papinstvo	papalık	papinstvo	N;NOM;SG;3	N;NOM;NEUT;SG
yönlendirme	preusmjeriti	yönlen	preusmjeriti	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
danışmanı	konzultant	danışman	konzultant	N;NOM;SG;3	N;NOM;MASC;SG
danışmanı	savjetnik	danışman	savjetnik	N;NOM;SG;3	N;NOM;MASC;SG
danışmanı	savjetnik	danışman	savjetnik	N;NOM;SG;3	N;NOM;MASC;SG
danışmanı	savjetnik	danışman	savjetnik	N;NOM;SG;3	N;NOM;MASC;SG
yorumları	komentare	yorum	komentar	N;ACC;PL;3	N;ACC;MASC;PL
bitkiler	biljke	bitki	biljka	N;NOM;PL;3	N;NOM;FEM;PL
benzerlik	afinitet	benzerlik	afinitet	N;NOM;SG;3	N;NOM;MASC;SG
benzerlik	sličnost	benzerlik	sličnost	N;NOM;SG;3	N;NOM;FEM;SG
benzerlik	sličnost	benzerlik	sličnost	N;NOM;SG;3	N;NOM;FEM;SG
benzerlik	sličnost	benzerlik	sličnost	N;NOM;SG;3	N;NOM;FEM;SG
kimliği	identitet	kimlik	identitet	N;NOM;SG;3	N;NOM;MASC;SG
suları	sokove	su	sok	N;ACC;PL;3	N;ACC;MASC;PL
hakaret	kleveta	hakaret	klevet	N;NOM;SG;3	N;NOM;FEM;SG
hakaret	vrijeđanje	hakaret	vrijeđanje	N;NOM;SG;3	N;NOM;NEUT;SG
hakaret	uvreda	hakaret	uvred	N;NOM;SG;3	N;NOM;FEM;SG
kurtlar	vukovi	kurt	vuk	N;NOM;PL;3	N;NOM;MASC;PL
kurtlar	crvi	kurt	crv	N;NOM;PL;3	N;NOM;MASC;PL
izledi	gledao	izle	gledati	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
izledi	gledala	izle	gledati	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP;ACT
özgürlüğü	slobodu	özgürlük	sloboda	N;ACC;SG;3	N;ACC;FEM;SG
renault	renault	renault	renault	N;NOM;SG;3	N;NOM;MASC;SG
değerler	vrednosti	değer	vrednost	N;NOM;PL;3	N;NOM;FEM;PL
değerler	vrijednosti	değer	vrijednost	N;NOM;PL;3	N;NOM;FEM;PL
yeğeni	nećak	yeğen	nećak	N;NOM;SG;3	N;NOM;MASC;SG
yeğeni	nećakinja	yeğen	nećakinja	N;NOM;SG;3	N;NOM;FEM;SG
stabilize	stabilizirati	stabilize	stabilizirati	V;PFV;IND;SG;POS;PRS	V;NFIN
veriyor	daje	ver	davati	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
burnu	njuška	burun	njuški	N;NOM;SG;3	N;NOM;FEM;SG
burnu	rt	burun	rt	N;NOM;SG;3	N;NOM;MASC;SG
burnu	plašt	burun	plašt	N;NOM;SG;3	N;NOM;MASC;SG
burnu	ogrtač	burun	ogrtač	N;NOM;SG;3	N;NOM;MASC;SG
burnu	nos	burun	nos	N;NOM;SG;3	N;NOM;MASC;SG
kaçtı	pobjegla	kaç	pobjeći	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP;ACT
kaçtı	pobjegao	kaç	pobjeći	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
renkler	boje	renk	boja	N;NOM;PL;3	N;NOM;FEM;PL
renkler	boje	renk	boja	N;NOM;PL;3	N;NOM;FEM;PL
ordular	armije	ordu	armija	N;NOM;PL;3	N;NOM;FEM;PL
ordular	vojske	ordu	vojska	N;NOM;PL;3	N;NOM;FEM;PL
kurucuları	osnivači	kurucu	osnivač	N;NOM;PL;3	N;NOM;MASC;PL
romancı	romanopisac	romancı	romanopisac	N;NOM;SG;3	N;NOM;MASC;SG
sendromu	sindrom	sendromu	sindar	N;NOM;SG;3	N;NOM;MASC;SG
projeleri	projekte	proje	projekt	N;ACC;PL;3	N;ACC;MASC;PL
volkanik	eruptivne	volkanik	eruptivan	ADJ	ADJ;NOM;DEF;FEM;PL
volkanik	vulkanske	volkanik	vulkanski	ADJ	ADJ;NOM;DEF;FEM;PL
volkanik	vulkanska	volkanik	vulkanski	ADJ	ADJ;NOM;DEF;FEM;SG
bekleyen	čekam	bekle	čekati	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;1;PRS;FIN
yetenekli	nadareni	yetenekli	nadaren	ADJ	ADJ;NOM;DEF;MASC;PL
yetenekli	nadarena	yetenekli	nadariti	ADJ	ADJ;NOM;DEF;FEM;SG
yetenekli	nadaren	yetenekli	nadaren	ADJ	ADJ;NOM;INDF;MASC;SG
yetenekli	talentiran	yetenekli	talentiran	ADJ	ADJ;NOM;INDF;MASC;SG
yetenekli	talentirana	yetenekli	talentirati	ADJ	ADJ;NOM;DEF;FEM;SG
yetenekli	vješt	yetenekli	vješt	ADJ	ADJ;NOM;INDF;MASC;SG
fff	fff	fff	fff		
müslümanlar	muslimani	müslüman	musliman	N;NOM;PL;3	N;NOM;MASC;PL
müslümanlar	muslimani	müslüman	musliman	N;NOM;PL;3	N;NOM;MASC;PL
gözleri	oci	göz	oko	N;NOM;PL;3	N;NOM;MASC;PL
gözleri	oči	göz	oko	N;NOM;PL;3	N;NOM;FEM;PL
konserler	svirke	konser	svirka	N;NOM;PL;3	N;NOM;FEM;PL
açısal	kutna	açısal	kutna	ADJ	ADJ;NOM;DEF;FEM;SG
binalar	građevine	bina	građevina	N;NOM;PL;3	N;NOM;FEM;PL
namlu	cijev	namlu	cijev	N;NOM;SG;3	N;NOM;FEM;SG
namlu	bačva	namlu	bačva	N;NOM;SG;3	N;NOM;FEM;SG
tarihçiler	povjesničari	tarihçi	povjesničar	N;NOM;PL;3	N;NOM;MASC;PL
büyüdü	porastao	büyü	porasti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
büyüdü	narastao	büyü	narastati	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
büyüdü	narasla	büyü	narasti	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP;ACT
büyüdü	porasla	büyü	porasti	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP;ACT
büyüdü	rasla	büyü	rasti	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP;ACT
simgesi	ikona	simge	ikona	N;NOM;SG;3	N;NOM;FEM;SG
avukatlık	pravnik	avukatlık	pravnik	N;NOM;SG;3	N;NOM;MASC;SG
avukatlık	odvjetnik	avukatlık	odvjetnik	N;NOM;SG;3	N;NOM;MASC;SG
avukatlık	odvjetnica	avukatlık	odvjetnica	N;NOM;SG;3	N;NOM;FEM;SG
avukatlık	advokat	avukatlık	advokat	N;NOM;SG;3	N;NOM;MASC;SG
sorumlusu	odgovoran	sorumlu	odgovoran	ADJ;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
sorumlusu	odgovorno	sorumlu	odgovoran	ADJ;NOM;SG;3	ADJ;NOM;NEUT;SG
sorumlusu	odgovorna	sorumlu	odgovoran	ADJ;NOM;SG;3	ADJ;NOM;DEF;FEM;SG
anlamak	razumijem	anla	razumjeti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;1;PRS;FIN
anlamak	shvati	anla	shvati	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
cennet	raj	cennet	raj	N;NOM;SG;3	N;NOM;MASC;SG
cennet	nebesa	cennet	nebes	N;NOM;SG;3	N;NOM;MASC;SG
cennet	nebo	cennet	nebo	N;NOM;SG;3	N;NOM;NEUT;SG
cennet	raj	cennet	raj	N;NOM;SG;3	N;NOM;MASC;SG
cennet	paradise	cennet	paradis	N;NOM;SG;3	N;NOM;MASC;SG
hotel	hotel	hotel	hotel	N;NOM;SG;3	N;NOM;MASC;SG
memnun	zadovoljan	memnun	zadovoljan	ADJ	ADJ;NOM;INDF;MASC;SG
memnun	zadovoljan	memnun	zadovoljan	ADJ	ADJ;NOM;INDF;MASC;SG
memnun	zadovoljna	memnun	zadovoljan	ADJ	ADJ;NOM;DEF;FEM;SG
memnun	zadovoljni	memnun	zadovoljan	ADJ	ADJ;NOM;DEF;MASC;PL
teknikleri	tehnike	teknik	tehnika	N;NOM;PL;3	N;NOM;FEM;PL
kavga	borba	kavga	borba	N;NOM;SG;3	N;NOM;FEM;SG
komedyen	komičar	komedyen	komičar	N;NOM;SG;3	N;NOM;MASC;SG
platformu	platforma	platform	platforma	N;NOM;SG;3	N;NOM;FEM;SG
cerrahi	kirurgija	cerrahi	kirurgija	N;NOM;SG;3	N;NOM;FEM;SG
cerrahi	operacija	cerrahi	operacija	N;NOM;SG;3	N;NOM;FEM;SG
gözü	oka	göz	oko	N;NOM;SG;3	N;NOM;NEUT;SG
marth	marth	marth	marth		
sorumluluk	odgovornost	sorumluluk	odgovornost	N;NOM;SG;3	N;NOM;FEM;SG
sorumluluk	odgovornost	sorumluluk	odgovornost	N;NOM;SG;3	N;NOM;FEM;SG
sorumluluk	odgovornost	sorumluluk	odgovornost	N;NOM;SG;3	N;NOM;FEM;SG
aralığı	interval	aralık	interval	N;NOM;SG;3	N;NOM;MASC;SG
konut	boravište	konut	boravište	N;NOM;SG;3	N;NOM;NEUT;SG
konut	rezidencija	konut	rezidencija	N;NOM;SG;3	N;NOM;FEM;SG
konut	prebivalište	konut	prebivalište	N;NOM;SG;3	N;NOM;NEUT;SG
konut	stanovanje	konut	stanovanje	N;NOM;SG;3	N;NOM;NEUT;SG
öncülük	pionir	öncülük	pionir	N;NOM;SG;3	N;NOM;MASC;SG
kelimeler	riječi	kelime	riječ	N;NOM;PL;3	N;NOM;FEM;PL
kelimeler	reči	kelime	reči	N;NOM;PL;3	N;NOM;FEM;PL
solunum	dišni	sol	dišni	ADJ;NOM;SG;3	ADJ;NOM;DEF;MASC;SG
hazine	blaga	hazin	blago	N;NOM;SG;3	N;NOM;FEM;SG
hazine	blago	hazin	blago	N;NOM;SG;3	N;NOM;NEUT;SG
hazine	riznica	hazin	riznica	N;NOM;SG;3	N;NOM;FEM;SG
güreşçi	hrvač	güreşçi	hrvač	N;NOM;SG;3	N;NOM;MASC;SG
planet	planet	planet	planet	N;NOM;SG;3	N;NOM;MASC;SG
öğretmenlik	nastava	öğretmenlik	nastava	N;NOM;SG;3	N;NOM;FEM;SG
denizaltı	podmornica	denizaltı	podmornica	N;NOM;SG;3	N;NOM;FEM;SG
denizaltı	podmornica	denizaltı	podmornica	N;NOM;SG;3	N;NOM;FEM;SG
gösteriyor	prikazuje	göster	prikazivati	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
gösteriyor	pokazuje	göster	pokazivati	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
çoğunluk	većina	çoğunluk	većina	N;NOM;SG;3	N;NOM;FEM;SG
çoğunluk	kvorum	çoğunluk	kvorum	N;NOM;SG;3	N;NOM;MASC;SG
yoğunluk	intenzitet	yoğunluk	intenzitet	N;NOM;SG;3	N;NOM;MASC;SG
yoğunluk	gustoća	yoğunluk	gustoća	N;NOM;SG;3	N;NOM;FEM;SG
hilmi	hilmi	hilmi	hilm		
kişileri	kontakte	kişi	kontakt	N;ACC;PL;3	N;ACC;MASC;PL
gelirler	prihodi	gel	prihod	N;NOM;PL;3	N;NOM;MASC;PL
deportivo	deportivo	deportivo	deportivo	N;NOM;SG;3	N;NOM;MASC;SG
yarattı	stvorio	yarat	stvoriti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
etkinlikler	aktivnosti	etkinlik	aktivnost	N;NOM;PL;3	N;NOM;FEM;PL
etkinlikler	događaji	etkinlik	događaj	N;NOM;PL;3	N;NOM;MASC;PL
ifadeler	reakcije	ifade	reakcija	N;NOM;PL;3	N;NOM;FEM;PL
ifadeler	izjave	ifade	izjava	N;NOM;PL;3	N;NOM;FEM;PL
ifadeler	fraze	ifade	fraza	N;NOM;PL;3	N;NOM;FEM;PL
ifadeler	izrazi	ifade	izraz	N;NOM;PL;3	N;NOM;MASC;PL
eksikliği	nedostatak	eksiklik	nedostatak	N;NOM;SG;3	N;NOM;MASC;SG
eksikliği	manjak	eksiklik	manjak	N;NOM;SG;3	N;NOM;MASC;SG
eksikliği	nedostatak	eksiklik	nedostatak	N;NOM;SG;3	N;NOM;MASC;SG
puanlar	točke	puan	točka	N;NOM;PL;3	N;NOM;FEM;PL
puanlar	bodovi	puan	bod	N;NOM;PL;3	N;NOM;MASC;PL
mekanizması	mehanizam	mekaniz	mehanizam	N;NOM;SG;3	N;NOM;MASC;SG
güzellik	ljepota	güzellik	ljepota	N;NOM;SG;3	N;NOM;FEM;SG
güzellik	ljepotica	güzellik	ljepotica	N;NOM;SG;3	N;NOM;FEM;SG
müşteri	kupac	müşteri	kupac	N;NOM;SG;3	N;NOM;MASC;SG
müşteri	mušterija	müşteri	mušterija	N;NOM;SG;3	N;NOM;FEM;SG
müşteri	klijent	müşteri	klijent	N;NOM;SG;3	N;NOM;MASC;SG
ayıran	razdvaja	ayır	razdvajati	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
ayıran	odvaja	ayır	odvajati	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
ilkesi	princip	ilke	princip	N;NOM;SG;3	N;NOM;MASC;SG
ilkesi	načelo	ilke	načelo	N;NOM;SG;3	N;NOM;NEUT;SG
dostu	prijateljska	dost	prijateljski	ADJ;NOM;SG;3	ADJ;NOM;DEF;FEM;SG
ann	en	ann	en		
saldırılar	napadi	sal	napad	N;NOM;PL;3	N;NOM;MASC;PL
okulları	škole	okul	škola	N;NOM;PL;3	N;NOM;FEM;PL
okulları	skole	okul	skola	N;NOM;PL;3	N;NOM;FEM;PL
kolları	rukave	kol	rukav	N;ACC;PL;3	N;ACC;FEM;PL
fotoğraflar	fotografije	fotoğraf	fotografija	N;NOM;PL;3	N;NOM;FEM;PL
fotoğraflar	slike	fotoğraf	slika	N;NOM;PL;3	N;NOM;FEM;PL
fotoğraflar	slike	fotoğraf	slika	N;NOM;PL;3	N;NOM;FEM;PL
oluşturma	stvoriti	oluş	stvoriti	V;PFV;IND;SG;2;POS;PRS;CAUS	V;NFIN
nilüfer	lotus	nilüfer	lotus	N;NOM;SG;3	N;NOM;MASC;SG
pasaport	putovnica	pasaport	putovnica	N;NOM;SG;3	N;NOM;FEM;SG
onuncu	tenth	onuncu	tent		
eşitlik	paritet	eşitlik	paritet	N;NOM;SG;3	N;NOM;MASC;SG
eşitlik	jednadžba	eşitlik	jednadžba	N;NOM;SG;3	N;NOM;FEM;SG
eşitlik	jednakost	eşitlik	jednakost	N;NOM;SG;3	N;NOM;FEM;SG
taburu	bojna	tabur	bojna	N;NOM;SG;3	N;NOM;FEM;SG
taburu	bataljun	tabur	bataljun	N;NOM;SG;3	N;NOM;MASC;SG
taburu	bataljon	tabur	bataljon	N;NOM;SG;3	N;NOM;MASC;SG
öğrendi	naučio	öğren	naučiti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
penaltı	kazna	penaltı	kazna	N;NOM;SG;3	N;NOM;FEM;SG
penaltı	penal	penaltı	penal	N;NOM;SG;3	N;NOM;MASC;SG
atlama	skip	atla	skip		
kalitesi	kvalitet	kalite	kvalitet	N;NOM;SG;3	N;NOM;MASC;SG
kalitesi	kvaliteta	kalite	kvaliteta	N;NOM;SG;3	N;NOM;FEM;SG
jüpiter	jupiter	jüpiter	jupiter	N;NOM;SG;3	N;NOM;MASC;SG
projeler	projekti	proje	projekt	N;NOM;PL;3	N;NOM;MASC;PL
patates	krumpir	patates	krumpir	N;NOM;SG;3	N;NOM;MASC;SG
patates	krumpir	patates	krumpir	N;NOM;SG;3	N;NOM;MASC;SG
büyükelçiliği	veleposlanstvo	büyükelçilik	veleposlanstvo	N;NOM;SG;3	N;NOM;NEUT;SG
etiketi	etiketa	etiket	etiketa	N;NOM;SG;3	N;NOM;FEM;SG
etiketi	oznaka	etiket	oznaka	N;NOM;SG;3	N;NOM;FEM;SG
anime	anime	anim	anima		
görüntüleri	snimke	görüntü	snimka	N;NOM;PL;3	N;NOM;FEM;PL
hastalıklar	bolesti	hastalık	bolest	N;NOM;PL;3	N;NOM;FEM;PL
hastalıklar	bolesti	hastalık	bolest	N;NOM;PL;3	N;NOM;FEM;PL
çiftlik	farma	çiftlik	farma	N;NOM;SG;3	N;NOM;FEM;SG
çiftlik	ranč	çiftlik	ranč	N;NOM;SG;3	N;NOM;MASC;SG
yüzyıllar	stoljeća	yüzyıl	stoljeće	N;NOM;PL;3	N;NOM;NEUT;PL
görelilik	relativnost	görelilik	relativnost	N;NOM;SG;3	N;NOM;FEM;SG
gemiler	brodovi	gemi	brod	N;NOM;PL;3	N;NOM;MASC;PL
gemiler	čamci	gemi	čamac	N;NOM;PL;3	N;NOM;MASC;PL
gemiler	brodovi	gemi	brod	N;NOM;PL;3	N;NOM;MASC;PL
gemiler	plovila	gemi	plovilo	N;NOM;PL;3	N;NOM;NEUT;PL
gemiler	žile	gemi	žila	N;NOM;PL;3	N;NOM;FEM;PL
silahları	oružja	silah	oružje	N;NOM;PL;3	N;NOM;NEUT;PL
silahları	pištolji	silah	pištolja	N;NOM;PL;3	N;NOM;MASC;PL
silahları	puške	silah	puška	N;NOM;PL;3	N;NOM;FEM;PL
takvimi	kalendar	takvim	kalendar	N;NOM;SG;3	N;NOM;MASC;SG
kararlar	rezolucije	karar	rezolucija	N;NOM;PL;3	N;NOM;FEM;PL
kararlar	odluke	karar	odluka	N;NOM;PL;3	N;NOM;FEM;PL
girmek	ulazimo	gir	ulaziti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PL;1;PRS;FIN
girmek	ulazim	gir	ulaziti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;1;PRS;FIN
giderler	troškovi	git	trošak	N;NOM;PL;3	N;NOM;MASC;PL
dayanıklı	otporan	dayanıklı	otporan	ADJ	ADJ;NOM;INDF;MASC;SG
dayanıklı	otporna	dayanıklı	otporan	ADJ	ADJ;NOM;DEF;FEM;SG
dayanıklı	otporno	dayanıklı	otporno	ADJ	ADJ;NOM;DEF;NEUT;SG
dayanıklı	trajan	dayanıklı	trajan	ADJ	ADJ;NOM;INDF;MASC;SG
dayanıklı	izdržljiv	dayanıklı	izdržljiv	ADJ	ADJ;NOM;INDF;MASC;SG
işlemci	cpu	işlemci	cpu	N;NOM;SG;3	N;NOM;MASC;SG
işlemci	procesor	işlemci	procesor	N;NOM;SG;3	N;NOM;MASC;SG
azınlık	manjina	azınlık	manjina	N;NOM;SG;3	N;NOM;FEM;SG
azınlık	manjina	azınlık	manjina	N;NOM;SG;3	N;NOM;FEM;SG
fakülte	fakultet	fakül	fakultet	N;NOM;SG;3	N;NOM;MASC;SG
bordeaux	bordeaux	bordeau	bordeaux	N;NOM;SG;3	N;NOM;MASC;SG
şekilleri	oblike	şekil	oblik	N;ACC;PL;3	N;ACC;MASC;PL
makaleler	članci	makale	članak	N;NOM;PL;3	N;NOM;MASC;PL
futbolcular	nogometaši	futbolcu	nogometaš	N;NOM;PL;3	N;NOM;MASC;PL
danışma	savjetovanje	danış	savjetovanje	N;NOM;SG;3	N;NOM;NEUT;SG
danışma	konzultacija	danış	konzultacija	N;NOM;SG;3	N;NOM;FEM;SG
danışma	savjetovanje	danış	savjetovanje	N;NOM;SG;3	N;NOM;NEUT;SG
bağışıklık	imunitet	bağışıklık	imunitet	N;NOM;SG;3	N;NOM;MASC;SG
akışı	tijek	akış	tijek	N;NOM;SG;3	N;NOM;MASC;SG
akışı	tok	akış	tok	N;NOM;SG;3	N;NOM;MASC;SG
akışı	protok	akış	protok	N;NOM;SG;3	N;NOM;MASC;SG
sorular	pitanja	soru	pitanje	N;NOM;PL;3	N;NOM;NEUT;PL
araplar	arapi	arap	arap	N;NOM;PL;3	N;NOM;MASC;PL
araplar	saraceni	arap	saracen	N;NOM;PL;3	N;NOM;MASC;PL
çiçeği	cvet	çiçek	cvet	N;NOM;SG;3	N;NOM;MASC;SG
çiçeği	cvijet	çiçek	cvijet	N;NOM;SG;3	N;NOM;MASC;SG
gözler	oci	göz	oko	N;NOM;PL;3	N;NOM;MASC;PL
gözler	oči	göz	oko	N;NOM;PL;3	N;NOM;FEM;PL
willow	willow	willow	willow		
yöntemler	metode	yöntem	metoda	N;NOM;PL;3	N;NOM;FEM;PL
denizcilik	marinac	denizcilik	marinac	N;NOM;SG;3	N;NOM;MASC;SG
balıkçılık	ribarstvo	balıkçılık	ribarstvo	N;NOM;SG;3	N;NOM;NEUT;SG
balıkçılık	pecanje	balıkçılık	pecanje	N;NOM;SG;3	N;NOM;NEUT;SG
balıkçılık	ribolov	balıkçılık	ribolov	N;NOM;SG;3	N;NOM;MASC;SG
taraftar	ventilator	taraf	ventilator	N;NOM;SG;3	N;NOM;MASC;SG
taraftar	obožavatelj	taraf	obožavatelj	N;NOM;SG;3	N;NOM;MASC;SG
taraftar	navijač	taraf	navijač	N;NOM;SG;3	N;NOM;MASC;SG
taraftar	fan	taraf	fan	N;NOM;SG;3	N;NOM;MASC;SG
yıldızları	zvijezde	yıldız	zvijezda	N;NOM;PL;3	N;NOM;FEM;PL
yıldızları	zvezde	yıldız	zvezda	N;NOM;PL;3	N;NOM;FEM;PL
yıldızları	zvjezdice	yıldız	zvjezdica	N;NOM;PL;3	N;NOM;MASC;PL
blog	blog	blog	blog	N;NOM;SG;3	N;NOM;MASC;SG
üniversiteler	sveučilišta	üniversite	sveučilište	N;NOM;PL;3	N;NOM;NEUT;PL
kelebek	leptir	kelebek	leptir	N;NOM;SG;3	N;NOM;MASC;SG
dikkatli	oprezni	dikkatli	oprezan	ADJ	ADJ;NOM;DEF;MASC;PL
dikkatli	oprezan	dikkatli	oprezan	ADJ	ADJ;NOM;INDF;MASC;SG
araştırmacılar	istraživači	araştır	istraživač	N;NOM;PL;3	N;NOM;MASC;PL
araştırmacılar	istražitelji	araştır	istražitelj	N;NOM;PL;3	N;NOM;MASC;PL
yetenek	vještina	yetenek	vještina	N;NOM;SG;3	N;NOM;FEM;SG
yetenek	umijeće	yetenek	umijeće	N;NOM;SG;3	N;NOM;NEUT;SG
yetenek	talent	yetenek	talent	N;NOM;SG;3	N;NOM;MASC;SG
yetenek	talenat	yetenek	talenat	N;NOM;SG;3	N;NOM;MASC;SG
yetenek	sposobnost	yetenek	sposobnost	N;NOM;SG;3	N;NOM;FEM;SG
malzemeler	sastojci	malzeme	sastojac	N;NOM;PL;3	N;NOM;MASC;PL
malzemeler	materijali	malzeme	materijal	N;NOM;PL;3	N;NOM;MASC;PL
malzemeler	zalihe	malzeme	zaliha	N;NOM;PL;3	N;NOM;FEM;PL
malzemeler	namirnice	malzeme	namirnica	N;NOM;PL;3	N;NOM;FEM;PL
malzemeler	potrepštine	malzeme	potrepština	N;NOM;PL;3	N;NOM;FEM;PL
listeler	liste	liste	lista	N;NOM;PL;3	N;NOM;FEM;PL
sesleri	zvukovi	ses	zvuk	N;NOM;PL;3	N;NOM;MASC;PL
sesleri	glasovi	ses	glas	N;NOM;PL;3	N;NOM;MASC;PL
ölçüm	mjerenje	ölçüm	mjerenje	N;NOM;SG;3	N;NOM;NEUT;SG
ölçüm	mjera	ölçüm	mjera	N;NOM;SG;3	N;NOM;FEM;SG
ölçüm	mjerenje	ölçüm	mjerenje	N;NOM;SG;3	N;NOM;NEUT;SG
diff	diff	diff	diff		
strateji	strategija	strateji	strategija	N;NOM;SG;3	N;NOM;FEM;SG
kuruluşlar	organizacije	kuruluş	organizacija	N;NOM;PL;3	N;NOM;FEM;PL
kuruluşlar	institucije	kuruluş	institucija	N;NOM;PL;3	N;NOM;FEM;PL
kuruluşlar	ustanove	kuruluş	ustanova	N;NOM;PL;3	N;NOM;FEM;PL
yükleme	instalirati	yükle	instalirati	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
görüntüler	slike	görüntü	slika	N;NOM;PL;3	N;NOM;FEM;PL
görüntüler	snimke	görüntü	snimka	N;NOM;PL;3	N;NOM;FEM;PL
ağzı	usta	ağzı	usta	N;NOM;SG;3	N;NOM;NEUT;SG
işlemler	operacije	işlem	operacija	N;NOM;PL;3	N;NOM;FEM;PL
işlemler	transakcije	işlem	transakcija	N;NOM;PL;3	N;NOM;FEM;PL
kurumlar	institucije	kurum	institucija	N;NOM;PL;3	N;NOM;FEM;PL
kurumlar	ustanove	kurum	ustanova	N;NOM;PL;3	N;NOM;FEM;PL
öneri	predlog	öneri	predlog	N;NOM;SG;3	N;NOM;MASC;SG
öneri	prijedlog	öneri	prijedlog	N;NOM;SG;3	N;NOM;MASC;SG
öneri	preporuka	öneri	preporuka	N;NOM;SG;3	N;NOM;FEM;SG
öneri	predlog	öneri	predlog	N;NOM;SG;3	N;NOM;MASC;SG
öneri	prijedlog	öneri	prijedlog	N;NOM;SG;3	N;NOM;MASC;SG
rehberi	direktorij	rehber	direktorij	N;NOM;SG;3	N;NOM;MASC;SG
rehberi	imenik	rehber	imenik	N;NOM;SG;3	N;NOM;MASC;SG
rehberi	vodič	rehber	vodič	N;NOM;SG;3	N;NOM;MASC;SG
hizmetler	usluge	hizmet	usluga	N;NOM;PL;3	N;NOM;FEM;PL
