for	για	for	για	ADP	ADP
sendte	έστειλε	sende	στέλνω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
sendte	στάλθηκε	sende	στέλνω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
sendte	εστάλη	sende	εστάλλω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
gud	θεός	gud	θεός	N;INDF;MASC;SG	N;NOM;MASC;SG
don	ντόν	don	ντόν	N;INDF;MASC;SG	N
don	δον	don	δον	N;INDF;MASC;SG	N;NOM;MASC;SG
riktig	σωστό	riktig	σωστός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
riktig	σωστή	riktig	σωστός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
riktig	σωστό	riktig	σωστός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
riktig	σωστός	riktig	σωστός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
full	πλήρη	full	πλήρης	ADJ;INDF;SG	ADJ;NOM;FEM;SG
full	πλήρης	full	πλήρης	ADJ;INDF;SG	ADJ;NOM;FEM;SG
full	μεθυσμένη	full	μεθυσμένος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
full	μεθυσμένος	full	μεθυσμένος	ADJ;INDF;SG	ADJ;NOM;MASC;SG
regel	κανόνας	regel	κανόνας	N;INDF;MASC;SG	N;NOM;MASC;SG
utover	πέραν	utover	πέραν	ADP	ADP
frank	φρανκ	frank	φρανκ	N;MASC	N
bygningen	κτίριο	bygning	κτίριο	N;DEF;MASC;SG	N;NOM;NEUT;SG
bygningen	κτήριο	bygning	κτήριο	N;DEF;MASC;SG	N;NOM;NEUT;SG
kraft	δύναμη	kraft	δύναμη	N;INDF;FEM;SG	N;ACC;FEM;SG
kraft	εξουσία	kraft	εξουσία	N;INDF;FEM;SG	N;NOM;FEM;SG
kraft	δύναμη	kraft	δύναμη	N;INDF;FEM;SG	N;ACC;FEM;SG
kraft	ισχύς	kraft	ισχύς	N;INDF;FEM;SG	N;NOM;FEM;SG
stå	σταθεί	stå	στέκω	V;NFIN	V;PFV;NFIN;PASS
geografi	γεωγραφία	geografi	γεωγραφία	N;INDF;MASC;SG	N;NOM;FEM;SG
kvinne	γυναικα	kvinne	γυναικα	N;INDF;FEM;SG	N;NOM;FEM;SG
kvinne	γυναίκα	kvinne	γυναίκα	N;INDF;FEM;SG	N;NOM;FEM;SG
kvinne	γυναίκα	kvinne	γυναίκα	N;INDF;FEM;SG	N;NOM;FEM;SG
kvinne	θηλυκό	kvinne	θηλυκός	N;INDF;FEM;SG	N;NOM;NEUT;SG
minutter	λεπτα	minutter	λέπτα	N;INDF;MASC;SG	N
offisiell	επίσημο	offisiell	επίσημος	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
offisiell	επίσημη	offisiell	επίσημος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
normalt	φυσιολογικός	normal	φυσιολογικός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
normalt	κανονικό	normal	κανονικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
normalt	φυσιολογική	normal	φυσιολογικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
normalt	φυσιολογικό	normal	φυσιολογικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
normalt	κανονική	normal	κανονικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
retning	κατεύθυνση	retning	κατεύθυνση	N;INDF;FEM;SG	N;ACC;FEM;SG
region	περιφέρεια	region	περιφέρεια	N;INDF;MASC;SG	N;NOM;FEM;SG
region	περιοχή	region	περιοχή	N;INDF;MASC;SG	N;NOM;FEM;SG
studier	μελέτες	studie	μελέτα	N;INDF;MASC;PL	N;NOM;FEM;PL
studier	σπουδές	studie	σπουδός	N;INDF;MASC;PL	N;NOM;FEM;PL
jorden	γη	jord	γη	N;DEF;MASC;SG	N;NOM;FEM;SG
jorden	γή	jord	γή	N;DEF;MASC;SG	N;ACC;FEM;SG
stilling	στίγμα	stilling	στίγμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
stilling	θεση	stilling	θεση	N;INDF;FEM;SG	N;ACC;FEM;SG
stilling	θέση	stilling	θέση	N;INDF;FEM;SG	N;ACC;FEM;SG
leksikon	εγκυκλοπαίδεια	leksikon	εγκυκλοπαίδεια	N;INDF;NEUT;SG	N;NOM;FEM;SG
typer	τύπους	type	τύπος	N;INDF;MASC;PL	N;ACC;MASC;PL
typer	τύποι	type	τύπος	N;INDF;MASC;PL	N;NOM;MASC;PL
pris	τιμή	pris	τιμή	N;INDF;MASC;SG	N;NOM;FEM;SG
naturlig	φυσική	naturlig	φυσικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
naturlig	φυσικό	naturlig	φυσικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
naturlig	φυσικός	naturlig	φυσικός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
romersk	ρωμαϊκό	romersk	ρωμαϊκός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
romersk	ρωμαϊκή	romersk	ρωμαϊκός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
danner	σχηματίζεται	dann	σχηματίζω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
samling	σύναξη	samling	σύναξη	N;INDF;FEM;SG	N;ACC;FEM;SG
samling	συγκέντρωση	samling	συγκέντρωση	N;INDF;FEM;SG	N;ACC;FEM;SG
samling	συλλογη	samling	συλλογή	N;INDF;FEM;SG	N;NOM;FEM;SG
samling	συλλογή	samling	συλλογή	N;INDF;FEM;SG	N;NOM;FEM;SG
penger	χρήμα	penge	χρήμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
vis	θεα	vis	θεα	N;INDF;NEUT;SG	N;NOM;FEM;SG
vis	θέα	vis	θέα	N;INDF;NEUT;SG	N;NOM;FEM;SG
vis	όψη	vis	όψο	N;INDF;NEUT;SG	N;NOM;FEM;SG
vis	προβολή	vis	προβολή	N;INDF;NEUT;SG	N;NOM;FEM;SG
vis	εμφάνιση	vis	εμφάνιση	N;INDF;NEUT;SG	N;ACC;FEM;SG
vis	προβολή	vis	προβολή	N;INDF;NEUT;SG	N;NOM;FEM;SG
vis	απεικόνιση	vis	απεικόνιση	N;INDF;NEUT;SG	N;NOM;FEM;SG
vis	εμφάνιση	vis	εμφάνιση	N;INDF;NEUT;SG	N;ACC;FEM;SG
vis	παράσταση	vis	παράσταση	N;INDF;NEUT;SG	N;ACC;FEM;SG
populære	δημοφιλείς	populær	δημοφιλέας	ADJ;PL	ADJ;NOM;FEM;PL
populære	δημοφιλείς	populær	δημοφιλέας	ADJ;PL	ADJ;NOM;FEM;PL
nasjonalitet	ιθαγένεια	nasjonalitet	ιθαγένεια	N;INDF;MASC;SG	N;NOM;FEM;SG
nasjonalitet	εθνικότητα	nasjonalitet	εθνικότητα	N;INDF;MASC;SG	N;ACC;FEM;SG
nasjonalitet	υπηκοότητα	nasjonalitet	υπηκοότητα	N;INDF;MASC;SG	N;ACC;FEM;SG
delta	συμμετέχετε	delta	συμμετέχω	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
delta	συμμετάσχετε	delta	συμμετέχω	V;NFIN	V;PFV;IND;PL;2;FIN;ACT
delta	συμμετέχουν	delta	συμμετέχω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
størrelse	μέγεθος	størrelse	μέγεθος	N;INDF;MASC;SG	N;NOM;NEUT;SG
opprinnelse	προέλευση	opprinnelse	προέλευση	N;INDF;MASC;SG	N;ACC;FEM;SG
opprinnelse	καταγωγή	opprinnelse	καταγωγή	N;INDF;MASC;SG	N;NOM;FEM;SG
nødvendig	απαραίτητος	nødvendig	απαραίτητος	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
nødvendig	απαραίτητο	nødvendig	απαραίτητος	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
nødvendig	αναγκαίος	nødvendig	αναγκαίος	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
nødvendig	αναγκαίο	nødvendig	αναγκαίος	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
nødvendig	αναγκαία	nødvendig	αναγκαίος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
nødvendig	απαραίτητη	nødvendig	απαραίτητος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
vinner	νίκη	vinne	νίκη	N;INDF;MASC;SG	N;ACC;FEM;SG
vinner	νικήτρια	vinne	νικήτριος	N;INDF;MASC;SG	N;NOM;FEM;SG
vinner	νικητής	vinne	νικητής	N;INDF;MASC;SG	N;NOM;MASC;SG
vinner	νικητή	vinne	νικητής	N;INDF;MASC;SG	N;ACC;MASC;SG
vinner	νίκη	vinne	νίκη	N;INDF;MASC;SG	N;ACC;FEM;SG
club	λέσχη	club	λέσχω	N;INDF;MASC;SG	N;NOM;FEM;SG
republikken	δημοκρατια	republikk	δημοκρατια	N;DEF;MASC;SG	N;NOM;FEM;SG
republikken	δημοκρατία	republikk	δημοκρατία	N;DEF;MASC;SG	N;NOM;FEM;SG
kontakt	επαφη	kontakt	επαφη	N;INDF;MASC;SG	N;NOM;FEM;SG
kontakt	επαφή	kontakt	επαφή	N;INDF;MASC;SG	N;ACC;FEM;SG
kontakt	επικοινωνία	kontakt	επικοινωνία	N;INDF;MASC;SG	N;NOM;FEM;SG
eier	ιδιοκτήτη	eine	ιδιοκτήτης	N;INDF;NEUT;SG	N;ACC;MASC;SG
eier	κάτοχος	eine	κάτοχος	N;INDF;NEUT;SG	N;NOM;MASC;SG
eier	ιδιοκτήτρια	eine	ιδιοκτήτρια	N;INDF;NEUT;SG	N;NOM;FEM;SG
eier	ιδιοκτήτης	eine	ιδιοκτήτης	N;INDF;NEUT;SG	N;NOM;MASC;SG
sju	επτά	sju	επτά	NUM;PL	NUM;NOM;MASC;PL
sju	εφτά	sju	εφτά	NUM;PL	NUM;NOM;NEUT;PL
sannsynligvis	πιθανότατα	sannsynligvis	πιθανώς	ADV	ADV;CMPR
sannsynligvis	πιθανόν	sannsynligvis	πιθανώς	ADV	ADV
sannsynligvis	πιθανώς	sannsynligvis	πιθανώς	ADV	ADV
stat	κράτος	stat	κράτος	N;INDF;MASC;SG	N;NOM;NEUT;SG
stat	πολιτεία	stat	πολιτεία	N;INDF;MASC;SG	N;ACC;FEM;SG
standard	αθέτηση	standard	αθέτηση	N;INDF;MASC;SG	N;ACC;FEM;SG
standard	προεπιλογή	standard	προεπιλογή	N;INDF;MASC;SG	N;NOM;FEM;SG
standard	πρότυπο	standard	πρότυπο	N;INDF;MASC;SG	N;NOM;NEUT;SG
hundre	εκατό	hundre	εκατό	NUM;PL	NUM;NOM;NEUT;PL
japansk	γιαπωνέζικο	japansk	γιαπωνέζικος	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
befolkning	πληθυσμός	befolkning	πληθυσμός	N;INDF;FEM;SG	N;NOM;MASC;SG
befolkning	πληθυσμού	befolkning	πληθυσμός	N;INDF;FEM;SG	N;GEN;MASC;SG
typisk	τυπικός	typisk	τυπικός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
typisk	τυπικό	typisk	τυπικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
typisk	τυπική	typisk	τυπικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
utdannelse	εκπαίδευση	utdannelse	εκπαίδευση	N;INDF;MASC;SG	N;ACC;FEM;SG
utdannelse	παιδεία	utdannelse	παιδεία	N;INDF;MASC;SG	N;NOM;FEM;SG
nasjonal	εθνικός	nasjonal	εθνικός	ADJ;INDF;SG	ADJ;NOM;MASC;SG
nasjonal	εθνικό	nasjonal	εθνικός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
nasjonal	εθνικη	nasjonal	εθνικη	ADJ;INDF;SG	ADJ;NOM;FEM;SG
nasjonal	εθνική	nasjonal	εθνικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
stemme	ψηφοφορία	stemme	ψηφοφορία	N;INDF;FEM;SG	N;NOM;FEM;SG
stemme	ψήφος	stemme	ψήφος	N;INDF;FEM;SG	N;NOM;FEM;SG
stemme	φωνή	stemme	φωνή	N;INDF;FEM;SG	N;ACC;FEM;SG
stemme	φωνη	stemme	φωνη	N;INDF;FEM;SG	N;NOM;FEM;SG
roller	ρόλων	roller	ρόλος	N;INDF;FEM;PL	N;GEN;MASC;PL
roller	ρόλους	roller	ρόλος	N;INDF;FEM;PL	N;ACC;MASC;PL
roller	ρόλοι	roller	ρόλος	N;INDF;FEM;PL	N;NOM;MASC;PL
mulighet	ευκαιρία	mulighet	ευκαιρία	N;INDF;FEM;SG	N;ACC;FEM;SG
mulighet	δυνατότητα	mulighet	δυνατότητα	N;INDF;FEM;SG	N;ACC;FEM;SG
mulighet	πιθανότητα	mulighet	πιθανότητα	N;INDF;FEM;SG	N;ACC;FEM;SG
kaptein	κυβερνήτη	kaptein	κυβερνήτης	N;INDF;MASC;SG	N;ACC;MASC;SG
ung	νέος	ung	νέος	ADJ;INDF;SG	ADJ;NOM;MASC;SG
dekker	καλύπτει	dekke	καλύπτω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dekker	καλύπτει	dekke	καλύπτω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
unntak	εξαίρεση	unntak	εξαίρεση	N;INDF;NEUT;SG	N;ACC;FEM;SG
unntak	εξαίρεση	unntak	εξαίρεση	N;INDF;NEUT;SG	N;ACC;FEM;SG
rom	χώρος	rom	χώρος	N;INDF;NEUT;SG	N;NOM;MASC;SG
rom	χώρο	rom	χώρος	N;INDF;NEUT;SG	N;ACC;MASC;SG
rom	διαστημα	rom	διαστημα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
rom	διάστημα	rom	διάστημα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
rom	δωμάτιο	rom	δωμάτιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
rom	ρομ	rom	ρομ	N;INDF;NEUT;SG	N
rom	ρούμι	rom	ρούμι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
hvit	άσπρο	hvit	άσπρο	N;INDF;MASC;SG	N;NOM;NEUT;SG
hvit	λευκό	hvit	λευκός	N;INDF;MASC;SG	N;NOM;NEUT;SG
representerer	αντιπροσωπεύουν	representere	αντιπροσωπεύω	V;IND;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
representerer	εκπροσωπεί	representere	εκπροσωπώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
representerer	αντιπροσωπεύει	representere	αντιπροσωπεύω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
representerer	αναπαριστά	representere	αναπαριστώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
fred	ειρήνη	fred	ειρήνη	N;INDF;MASC;SG	N;NOM;FEM;SG
fred	γαλήνη	fred	γαλήνω	N;INDF;MASC;SG	N;NOM;FEM;SG
klassisk	κλασσική	klassisk	κλασσικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
klassisk	κλασική	klassisk	κλασικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
klassisk	κλασσικό	klassisk	κλασσικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
klassisk	κλασική	klassisk	κλασικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
klassisk	κλασικό	klassisk	κλασικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
tilknytning	υπαγωγή	tilknytning	υπαγωγή	N;INDF;FEM;SG	N;NOM;FEM;SG
nedre	χαμηλότερο	nedre	χαμηλός	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
omtale	επανεξέταση	omtale	επανεξέταση	N;INDF;FEM;SG	N;ACC;FEM;SG
omtale	αναθεώρηση	omtale	αναθεώρηση	N;INDF;FEM;SG	N;NOM;FEM;SG
omtale	ανασκόπηση	omtale	ανασκόπηση	N;INDF;FEM;SG	N;NOM;FEM;SG
møter	πληροί	møte	πληρώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
møter	συναντά	møte	συναντώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
selskap	λόχος	selskap	λόχος	N;INDF;NEUT;SG	N;NOM;MASC;SG
selskap	εταιρεία	selskap	εταιρεία	N;INDF;NEUT;SG	N;NOM;FEM;SG
selskap	εταιρία	selskap	εταιρία	N;INDF;NEUT;SG	N;NOM;FEM;SG
ungdom	νιότη	ungdom	νιότης	N;INDF;MASC;SG	N;ACC;FEM;SG
ungdom	νεολαία	ungdom	νεολαία	N;INDF;MASC;SG	N;NOM;FEM;SG
ungdom	νεότητα	ungdom	νεότητα	N;INDF;MASC;SG	N;NOM;FEM;SG
innflytelse	επίδραση	innflytels	επίδραση	N;INDF;MASC;SG	N;ACC;FEM;SG
innflytelse	επιρροή	innflytels	επιρροή	N;INDF;MASC;SG	N;ACC;FEM;SG
brøt	απένταρος	brøt	απένταρος	N;INDF;NEUT;SG	N;NOM;MASC;SG
innhold	περιεκτικότητα	innhold	περιεκτικότητα	N;INDF;NEUT;SG	N;NOM;FEM;SG
innhold	περιεχόμενο	innhold	περιεχόμενο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
innhold	περιεχόμενο	innhold	περιεχόμενο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
innsats	προσπάθεια	innsats	προσπάθεια	N;INDF;MASC;SG	N;NOM;FEM;SG
innsats	προσπαθεια	innsats	προσπαθεια	N;INDF;MASC;SG	N;ACC;FEM;SG
sammenheng	πλαίσιο	sammenheng	πλαίσιο	N;INDF;MASC;SG	N;NOM;NEUT;SG
former	μορφές	form	μορφή	N;INDF;FEM;PL	N;NOM;FEM;PL
former	φόρμες	form	φόρμος	N;INDF;FEM;PL	N;NOM;FEM;PL
former	έντυπα	form	έντυπο	N;INDF;FEM;PL	N;NOM;NEUT;PL
former	σχήματα	form	σχήμα	N;INDF;FEM;PL	N;NOM;NEUT;PL
former	σχημάτων	form	σχήμα	N;INDF;FEM;PL	N;GEN;NEUT;PL
kone	γυναίκα	kone	γυναίκα	N;INDF;FEM;SG	N;NOM;FEM;SG
kone	σύζυγος	kone	σύζυγος	N;INDF;FEM;SG	N;NOM;MASC;SG
kone	σύζυγο	kone	σύζυγος	N;INDF;FEM;SG	N;ACC;FEM;SG
episode	επεισόδιο	episode	επεισόδιο	N;INDF;MASC;SG	N;NOM;NEUT;SG
kjøpte	αγόρασε	kjøpe	αγοράζω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
kjøpte	αγοράστηκαν	kjøpe	αγοράζω	V;IND;PST;FIN	V;PFV;IND;PL;3;PST;FIN;PASS
kjøpte	αγοράστηκε	kjøpe	αγοράζω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
kristiania	χριστιανία	kristiani	χριστιανία	N;DEF;NEUT;SG	N;NOM;FEM;SG
studenter	σπουδαστές	studenter	σπουδαστής	N;INDF;FEM;PL	N;NOM;MASC;PL
studenter	μαθητές	studenter	μαθητής	N;INDF;FEM;PL	N;NOM;MASC;PL
studenter	φοιτητές	studenter	φοιτητής	N;INDF;FEM;PL	N;NOM;MASC;PL
uttrykk	έκφραση	uttrykk	έκφραση	N;INDF;NEUT;SG	N;ACC;FEM;SG
formen	σχήμα	form	σχήμα	N;DEF;MASC;SG	N;NOM;NEUT;SG
tekster	κείμενα	tekst	κείμενο	N;INDF;FEM;PL	N;NOM;NEUT;PL
tekster	στίχοι	tekst	στίχος	N;INDF;FEM;PL	N;NOM;MASC;PL
tekster	στίχους	tekst	στίχος	N;INDF;FEM;PL	N;ACC;MASC;PL
endring	αλλαγή	endring	αλλαγή	N;INDF;FEM;SG	N;ACC;FEM;SG
endring	μεταβολή	endring	μεταβολή	N;INDF;FEM;SG	N;NOM;FEM;SG
økt	συνεδρία	økt	συνεδρία	N;INDF;FEM;SG	N;NOM;FEM;SG
nederlandsk	ντατς	nederlandsk	ντατς	N;INDF;MASC;SG	N
timer	ώρες	time	ώρα	N;INDF;FEM;PL	N;NOM;FEM;PL
timer	ωρες	time	ωρα	N;INDF;FEM;PL	N;NOM;FEM;PL
lavere	κατώτερη	lavere	κατώς	N;INDF;MASC;SG	N;NOM;FEM;SG
piano	πιάνο	piano	πιάνος	N;INDF;MASC;SG	N;NOM;NEUT;SG
effekt	αποτέλεσμα	effekt	αποτέλεσμα	N;INDF;MASC;SG	N;ACC;NEUT;SG
effekt	επίδραση	effekt	επίδραση	N;INDF;MASC;SG	N;ACC;FEM;SG
song	τραγουδι	song	τραγουδι	N;INDF;MASC;SG	N;NOM;NEUT;SG
song	τραγούδι	song	τραγούδι	N;INDF;MASC;SG	N;NOM;NEUT;SG
sitter	καθιστός	sitter	καθιστός	N;INDF;MASC;SG	N;NOM;MASC;SG
skøyter	πέδιλα	skøyte	πέδιλος	N;INDF;NEUT;PL	N;NOM;NEUT;PL
skøyter	πατίνια	skøyte	πατίνια	N;INDF;NEUT;PL	N;NOM;NEUT;PL
bakken	έδαφος	bakke	έδαφος	N;DEF;MASC;SG	N;NOM;NEUT;SG
militær	στρατιωτικός	militær	στρατιωτικός	ADJ;INDF;SG	ADJ;NOM;MASC;SG
militær	στρατιωτική	militær	στρατιωτικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
sterke	δυνατοί	sterk	δυνατός	ADJ;PL	ADJ;NOM;MASC;PL
rød	κόκκινο	rød	κόκκινος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
rød	κοκκινο	rød	κοκκινός	N;INDF;NEUT;SG	N;NOM;NEUT;SG
energi	ενέργειας	energi	ενέργεια	N;INDF;MASC;SG	N;GEN;FEM;SG
energi	ενέργεια	energi	ενέργεια	N;INDF;MASC;SG	N;NOM;FEM;SG
edvard	έντβαρτ	edvard	έντβαρτ	N;INDF;MASC;SG	N
hær	στρατός	hær	στρατός	N;INDF;MASC;SG	N;NOM;MASC;SG
hær	στρατό	hær	στρατός	N;INDF;MASC;SG	N;ACC;MASC;SG
solgte	πούλησε	solgje	πουλώ	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
solgte	πουλήθηκε	solgje	πουλώ	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
solgte	πωλήθηκε	solgje	πωλώ	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
internasjonalt	διεθνής	internasjonal	διεθνής	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
internasjonalt	διεθνές	internasjonal	διεθνής	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
sosiale	κοινωνικές	sosial	κοινωνικός	ADJ;PL	ADJ;NOM;FEM;PL
union	ένωση	union	ένωση	N;INDF;MASC;SG	N;NOM;FEM;SG
union	ενωση	union	ενωση	N;INDF;MASC;SG	N;NOM;FEM;SG
union	συνδικάτο	union	συνδικάτο	N;INDF;MASC;SG	N;NOM;NEUT;SG
union	σωματείο	union	σωματείο	N;INDF;MASC;SG	N;NOM;NEUT;SG
våre	μας	vår	μου	PRO;PL	PRO;GEN;MASC;PL;1
grunnlag	βαση	grunnlag	βαση	N;INDF;NEUT;SG	N;NOM;FEM;SG
grunnlag	βάση	grunnlag	βάση	N;INDF;NEUT;SG	N;ACC;FEM;SG
spill	παιχνίδι	spill	παιχνίδι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
spill	παιχνίδι	spill	παιχνίδι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
fungerer	εργάζεται	fungere	εργάζομαι	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
fungerer	δουλεύει	fungere	δουλεύω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
start	αρχή	start	αρχή	N;INDF;MASC;SG	N;NOM;FEM;SG
start	εκκίνηση	start	εκκίνηση	N;INDF;MASC;SG	N;ACC;FEM;SG
start	έναρξη	start	έναρξη	N;INDF;MASC;SG	N;ACC;FEM;SG
materiale	υλικό	materiale	υλικό	N;INDF;NEUT;SG	N;NOM;NEUT;SG
starter	ξεκινά	starte	ξεκινός	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
starter	ξεκινάει	starte	ξεκινώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
starter	αρχίζει	starte	αρχίζω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
starter	αρχίζοντας	starte	αρχίζω	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
starter	ξεκινώντας	starte	ξεκινώ	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
forrige	προηγούμενες	forrige	προηγούμενος	ADJ;PL	ADJ;NOM;FEM;PL
tradisjonelle	παραδοσιακές	tradisjonell	παραδοσιακός	ADJ;PL	ADJ;NOM;FEM;PL
inkluderer	συμπεριλάβετε	inkludere	συμπεριλαμβάνω	V;IND;PRS;FIN	V;PFV;IND;PL;2;FIN;ACT
inkluderer	περιλαμβάνουν	inkludere	περιλαμβάνω	V;IND;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
inkluderer	περιλαμβάνονται	inkludere	περιλαμβάνω	V;IND;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;PASS
inkluderer	περιλαμβάνει	inkludere	περιλαμβάνω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
brann	φωτιά	brann	φωτιό	N;INDF;MASC;SG	N;ACC;FEM;SG
brann	πυρ	brann	πυρ	N;INDF;MASC;SG	N;NOM;NEUT;SG
brann	φωτια	brann	φωτι	N;INDF;MASC;SG	N;NOM;FEM;SG
brann	πυρκαγιά	brann	πυρκαγιά	N;INDF;MASC;SG	N;NOM;FEM;SG
dekket	καλυμμένο	dekk	καλύμμενος	N;DEF;NEUT;SG	N;NOM;NEUT;SG
hertug	δούκας	hertug	δούκα	N;INDF;MASC;SG	N;NOM;MASC;SG
hertug	δούκα	hertug	δούκα	N;INDF;MASC;SG	N;ACC;MASC;SG
regissør	διευθυντή	regissør	διευθυντής	N;INDF;MASC;SG	N;ACC;MASC;SG
regissør	διευθύντρια	regissør	διευθύντρια	N;INDF;MASC;SG	N;NOM;FEM;SG
regissør	σκηνοθέτης	regissør	σκηνόθετος	N;INDF;MASC;SG	N;NOM;MASC;SG
regissør	διευθυντής	regissør	διευθυντής	N;INDF;MASC;SG	N;NOM;MASC;SG
religiøse	θρησκευτικές	religiøs	θρησκευτικός	ADJ;PL	ADJ;NOM;FEM;PL
verker	πονάει	verke	πονάγω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
mat	τροφή	mat	τροφή	N;INDF;MASC;SG	N;NOM;FEM;SG
mat	φαγητό	mat	φαγητό	N;INDF;MASC;SG	N;NOM;NEUT;SG
tett	πυκνή	tett	πυκνός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
white	άσπρο	white	άσπρο	N;INDF	N;NOM;NEUT;SG
white	λευκό	white	λευκός	N;INDF	N;NOM;NEUT;SG
white	λευκά	white	λευκός	N;INDF	N;NOM;NEUT;PL
åpen	ανοιχτό	åpen	ανοιχτός	N;INDF;MASC;SG	N;NOM;NEUT;SG
