brilla	brille	brilla	briller	V	V;IND;SG;3;PRS;FIN
competición	compétition	competición	compétition	N	N;FEM;SG
competición	concurrence	competición	concurrence	N	N;FEM;SG
competición	concours	competición	concours	N	N;MASC;SG
finxir	prétendre	finxir	prétendre	V	V;NFIN
finxir	prétends	finxir	prétendre	V	V;IND;SG;1;PRS;FIN
finxir	prétendez	finxir	prétendre	V	V;IMP;PL;2;PRS;FIN
finxir	semblant	finxir	sembler	V	V;PRS;V.PTCP
tenden	tendent	tender	tendre	V	V;IND;PL;3;PRS;FIN
posicións	poses	posición	pose	N	N;FEM;PL
posicións	pose	posición	pose	N	N;FEM;SG
posicións	positions	posición	position	N	N;FEM;PL
aplicar	postuler	aplicar	postuler	V	V;NFIN
aplicar	appliquer	aplicar	appliquer	V	V;NFIN
aplicar	appliquez	aplicar	appliquer	V	V;IMP;PL;2;PRS;FIN
positiva	positive	positivo	positif	ADJ	ADJ;FEM;SG
positiva	positives	positivo	positif	ADJ	ADJ;FEM;PL
positiva	positif	positivo	positif	ADJ	ADJ;MASC;SG
positiva	positifs	positivo	positif	ADJ	ADJ;MASC;PL
sufrín	subie	sufrín	subie	V	V;FEM;SG;PST;V.PTCP
sufrín	souffert	sufrín	souffert	V	V;MASC;SG;PST;V.PTCP
seriamente	sérieusement	seriamente	sérieusement	ADV	ADV
ecuación	équation	ecuación	équation	N	N;FEM;SG
axudas	aide	axuda	aide	N	N;FEM;SG
típica	typiques	típico	typique	ADJ	ADJ;MASC;PL
típica	typique	típico	typique	ADJ	ADJ;MASC;SG
deixara	avais	deixar	avoir	V	V;IND;SG;1;IPFV;FIN
xenocidio	génocide	xenocidio	génocide	N	N;MASC;SG
xenocidio	génocides	xenocidio	génocide	N	N;MASC;PL
racial	raciale	racial	racial	ADJ	ADJ;FEM;SG
nixeria	nigéria	nixeria	nigéria	N	N;MASC;SG
casco	casques	casco	casque	N	N;MASC;PL
casco	casque	casco	casque	N	N;MASC;SG
deberan	devrait	deber	devoir	V	V;COND;SG;3;PRS;FIN
deberan	devraient	deber	devoir	V	V;COND;PL;3;PRS;FIN
deberan	devrais	deber	devoir	V	V;COND;SG;1;PRS;FIN
africana	africains	africano	africain	ADJ	ADJ;MASC;PL
africana	africain	africano	africain	ADJ	ADJ;MASC;SG
africana	africaine	africano	africain	ADJ	ADJ;FEM;SG
africana	africaines	africano	africain	ADJ	ADJ;FEM;PL
paisaxes	paysages	paisaxe	paysage	N	N;MASC;PL
imitar	imiter	imitar	imiter	V	V;NFIN
imitar	imite	imitar	imiter	V	V;IND;SG;3;PRS;FIN
recoñeceu	reconnu	recoñecer	reconnaître	V	V;MASC;SG;PST;V.PTCP
recoñeceu	reconnues	recoñecer	reconnaître	V	V;FEM;PL;PST;V.PTCP
recoñeceu	reconnue	recoñecer	reconnaître	V	V;FEM;SG;PST;V.PTCP
recoñeceu	reconnus	recoñecer	reconnaître	V	V;MASC;PL;PST;V.PTCP
fragmentos	fragments	fragmento	fragment	N	N;MASC;PL
atrapar	attrape	atrapar	attrape	V	V;IND;SG;3;PRS;FIN
atrapar	attraper	atrapar	attraper	V	V;NFIN
morrían	morte	morrer	mourir	V	V;FEM;SG;PST;V.PTCP
morrían	décédé	morrer	décéder	V	V;MASC;SG;PST;V.PTCP
morrían	mort	morrer	mourir	V	V;MASC;SG;PST;V.PTCP
existente	existantes	existente	existant	ADJ	ADJ;FEM;PL
existente	existants	existente	existant	ADJ	ADJ;MASC;PL
electrónica	électroniques	electrónico	électronique	ADJ	ADJ;MASC;PL
electrónica	electronique	electrónico	electronique	ADJ	ADJ;MASC;SG
electrónica	électronique	electrónico	électronique	ADJ	ADJ;MASC;SG
eficacia	efficacité	eficacia	efficacité	N	N;FEM;SG
eficacia	effectivité	eficacia	effectivité	N	N;FEM;SG
eficacia	efficacité	eficacia	efficacité	N	N;FEM;SG
eficacia	efficience	eficacia	efficience	N	N;FEM;SG
eficacia	rendement	eficacia	rendement	N	N;MASC;SG
debuxar	dessine	debuxar	dessiner	V	V;IND;SG;3;PRS;FIN
debuxar	dessiner	debuxar	dessiner	V	V;NFIN
debuxar	dessiner	debuxar	dessiner	V	V;NFIN
desesperada	désespérée	desesperar	désespéré	V	V;FEM;SG;PST;V.PTCP
desesperada	désespérés	desesperar	désespéré	V	V;MASC;PL;PST;V.PTCP
desesperada	désespéré	desesperar	désespérer	V	V;MASC;SG;PST;V.PTCP
desesperada	désespérées	desesperar	désespérer	V	V;FEM;PL;PST;V.PTCP
balea	baleines	balea	baleine	N	N;FEM;PL
balea	baleine	balea	baleine	N	N;FEM;SG
tráxico	tragique	tráxico	tragique	ADJ	ADJ;MASC;SG
tráxico	tragiques	tráxico	tragique	ADJ	ADJ;MASC;PL
rexeita	refuse	rexeitar	refuser	V	V;IND;SG;3;PRS;FIN
biolóxico	biologiques	biolóxico	biologique	ADJ	ADJ;MASC;PL
biolóxico	biologique	biolóxico	biologique	ADJ	ADJ;MASC;SG
abren	ouverte	abren	ouvrir	V	V;FEM;SG;PST;V.PTCP
abren	ouvrez	abren	ouvrir	V	V;IMP;PL;2;PRS;FIN
abren	ouvert	abren	ouvrir	V	V;MASC;SG;PST;V.PTCP
abren	ouvrir	abren	ouvrir	V	V;NFIN
variedade	variété	variedade	variété	N	N;FEM;SG
caribe	caraïbes	caribe	caraïbe	N	N;MASC;PL
caribe	antilles	caribe	antille	N	N;FEM;PL
recuperación	rétablissement	recuperación	rétablissement	N	N;MASC;SG
recuperación	recouvrement	recuperación	recouvrement	N	N;MASC;SG
recuperación	récupération	recuperación	récupération	N	N;FEM;SG
recuperación	guérison	recuperación	guérison	N	N;FEM;SG
contaminación	pollution	contaminación	pollution	N	N;FEM;SG
pedazos	morceaux	pedazo	morceau	N	N;MASC;PL
bases	bases	base	base	N	N;FEM;PL
bases	fondements	base	fondement	N	N;MASC;PL
minte	mentir	minte	mentir	V	V;NFIN
minte	mentir	minte	mentir	V	V;NFIN
exercicios	exercices	exercicio	exercice	N	N;MASC;PL
lixeiramente	légèrement	lixeiramente	légèrement	ADV	ADV
ventos	vents	vento	vent	N	N;MASC;PL
atopen	trouver	atopar	trouver	V	V;NFIN
atopen	trouvez	atopar	trouver	V	V;IMP;PL;2;PRS;FIN
fundación	fondement	fundación	fondement	N	N;MASC;SG
fundación	fondation	fundación	fondation	N	N;FEM;SG
fundación	fondations	fundación	fondation	N	N;FEM;PL
construir	bâtir	construir	bâtir	V	V;NFIN
construir	construire	construir	construire	V	V;NFIN
farrapos	chiffons	farrapo	chiffon	N	N;MASC;PL
tarda	prend	tarda	prendre	V	V;IND;SG;3;PRS;FIN
traballaban	fonctionné	traballar	fonctionner	V	V;MASC;SG;PST;V.PTCP
traballaban	travaillé	traballar	travailler	V	V;MASC;SG;PST;V.PTCP
traballaban	travaillant	traballar	travailler	V	V;PRS;V.PTCP
traballaban	travailler	traballar	travailler	V	V;NFIN
tiveran	avoir	ter	avoir	V	V;NFIN
tiveran	avais	ter	avoir	V	V;IND;SG;1;IPFV;FIN
ainda	encore	ainda	encore	ADV	ADV
ainda	toujours	ainda	toujours	ADV	ADV
usala	utiliser	usalar	utiliser	V	V;NFIN
usala	utilise	usalar	utiliser	V	V;IND;SG;3;PRS;FIN
usala	utilisez	usalar	utiliser	V	V;IMP;PL;2;PRS;FIN
optimista	optimiste	optimista	optimiste	ADJ	ADJ;MASC;SG
optimista	optimistes	optimista	optimiste	ADJ	ADJ;MASC;PL
medran	grandir	medrar	grandir	V	V;NFIN
medran	croître	medrar	croître	V	V;NFIN
medran	pousser	medrar	pousser	V	V;NFIN
cadela	chiens	cadela	chien	N	N;MASC;PL
cadela	chien	cadela	chien	N	N;MASC;SG
cadela	chienne	cadela	chienne	N	N;FEM;SG
cadela	salope	cadela	salope	N	N;FEM;SG
cadela	chienne	cadela	chienne	N	N;FEM;SG
cadela	garce	cadela	garce	N	N;FEM;SG
cadela	connasse	cadela	connasse	N	N;FEM;SG
encantaríame	aime	encantaríame	aimer	V	V;IND;SG;3;PRS;FIN
encantaríame	aimer	encantaríame	aimer	V	V;NFIN
virtude	vertu	virtude	vertu	N	N;FEM;SG
perigos	dangers	perigo	danger	N	N;MASC;PL
intencións	intentions	intención	intention	N	N;FEM;PL
cursos	cours	curso	cours	N	N;MASC;SG
cursos	séminaires	curso	séminaire	N	N;MASC;PL
herbas	pelouse	herba	pelouse	N	N;FEM;SG
herbas	gazon	herba	gazon	N	N;MASC;SG
herbas	herbe	herba	herbe	N	N;FEM;SG
herbas	herbes	herba	herbe	N	N;FEM;PL
golpear	frappe	golpear	frapper	V	V;IND;SG;3;PRS;FIN
golpear	frapper	golpear	frapper	V	V;NFIN
computadora	ordinateurs	computar	ordinateur	N	N;MASC;PL
computadora	ordinateur	computar	ordinateur	N	N;MASC;SG
contactar	contacter	contactar	contacter	V	V;NFIN
contactar	contactez	contactar	contacter	V	V;IMP;PL;2;PRS;FIN
contactar	contacte	contactar	contacter	V	V;IND;SG;3;PRS;FIN
arquitecto	architecte	arquitecto	architecte	N	N;MASC;SG
arquitecto	architectes	arquitecto	architecte	N	N;MASC;PL
catedral	cathédrale	catedral	cathédrale	N	N;FEM;SG
catedral	cathédrales	catedral	cathédrale	N	N;FEM;PL
comparar	comparez	comparar	comparer	V	V;IMP;PL;2;PRS;FIN
comparar	compare	comparar	comparer	V	V;IND;SG;3;PRS;FIN
comparar	comparons	comparar	comparon	V	V;IMP;PL;1;PRS;FIN
comparar	comparer	comparar	comparer	V	V;NFIN
manexar	manipuler	manexar	manipuler	V	V;NFIN
manexar	poignée	manexar	poigné	V	V;FEM;SG;PST;V.PTCP
española	espagnol	español	espagnol	ADJ	ADJ;MASC;SG
española	espagnole	español	espagnol	ADJ	ADJ;FEM;SG
española	espagnols	español	espagnol	ADJ	ADJ;MASC;PL
xogador	joueurs	xogador	joueur	N	N;MASC;PL
xogador	joueur	xogador	joueur	N	N;MASC;SG
xogador	lecteur	xogador	lecteur	N	N;MASC;SG
computadores	ordinateurs	computador	ordinateur	N	N;MASC;PL
durmía	dormir	durmía	dormir	V	V;NFIN
durmía	dormi	durmía	dormir	V	V;MASC;SG;PST;V.PTCP
bacteria	bactérie	bacteria	bactérie	N	N;FEM;SG
bacteria	bactéries	bacteria	bactérie	N	N;FEM;PL
bacteria	bactérie	bacteria	bactérie	N	N;FEM;SG
entren	obtenez	entren	obtenir	V	V;IMP;PL;2;PRS;FIN
entren	obtenir	entren	obtenir	V	V;NFIN
bailes	danses	baile	danse	N	N;FEM;PL
empezaron	commencé	empezar	commencer	V	V;MASC;SG;PST;V.PTCP
empezaron	démarré	empezar	démarrer	V	V;MASC;SG;PST;V.PTCP
empezaron	commencée	empezar	commencer	V	V;FEM;SG;PST;V.PTCP
estadio	stade	estadio	stade	N	N;MASC;SG
estadio	aréna	estadio	aréna	N	N;MASC;SG
estadio	arène	estadio	arène	N	N;FEM;SG
intentos	tentatives	intento	tentative	N	N;FEM;PL
obstáculos	entraves	obstáculo	entrave	N	N;FEM;PL
obstáculos	obstacles	obstáculo	obstacle	N	N;MASC;PL
sinxelamente	simplement	sinxelamente	simplement	ADV	ADV
sinxelamente	simplement	sinxelamente	simplement	ADV	ADV
sinxelamente	juste	sinxelamente	juste	ADV	ADV
variedades	cépages	variedade	cépage	N	N;MASC;PL
variedades	variétés	variedade	variété	N	N;FEM;PL
estupidez	stupidité	estupidez	stupidité	N	N;FEM;SG
estupidez	bêtise	estupidez	bêtise	N	N;FEM;SG
hamburguesa	hamburger	hamburguesa	hamburger	N	N;MASC;SG
hamburguesa	hamburgers	hamburguesa	hamburger	N	N;MASC;PL
deitados	mensonge	deitado	mensonge	N	N;MASC;SG
deitados	menteur	deitado	menteur	N	N;MASC;SG
razas	courses	raza	course	N	N;FEM;PL
razas	pluies	raza	pluie	N	N;FEM;PL
razas	pluie	raza	pluie	N	N;FEM;SG
declarou	déclarées	declarar	déclarer	V	V;FEM;PL;PST;V.PTCP
declarou	déclarée	declarar	déclarer	V	V;FEM;SG;PST;V.PTCP
declarou	déclaré	declarar	déclarer	V	V;MASC;SG;PST;V.PTCP
declarou	déclarés	declarar	déclarer	V	V;MASC;PL;PST;V.PTCP
pulmón	poumon	pulmón	poumon	N	N;MASC;SG
pulmón	poumons	pulmón	poumon	N	N;MASC;PL
detectar	détecter	detectar	détecter	V	V;NFIN
detectar	détectent	detectar	détecter	V	V;IND;PL;3;PRS;FIN
detectar	détecte	detectar	détecte	V	V;IND;SG;3;PRS;FIN
cambiará	fera	cambiar	faire	V	V;IND;SG;3;FUT;FIN
cambiará	modifier	cambiar	modifier	V	V;NFIN
cambiará	changer	cambiar	changer	V	V;NFIN
catástrofe	catastrophe	catástrofe	catastrophe	N	N;FEM;SG
descuberta	découvert	descuberta	découvrir	V	V;MASC;SG;PST;V.PTCP
descuberta	découverts	descuberta	découvrir	V	V;MASC;PL;PST;V.PTCP
descuberta	découvertes	descuberta	découvrir	V	V;FEM;PL;PST;V.PTCP
descuberta	découverte	descuberta	découvrir	V	V;FEM;SG;PST;V.PTCP
descuberta	découvertes	descuberta	découvrir	V	V;FEM;PL;PST;V.PTCP
voluntario	bénévolat	voluntario	bénévolat	N	N;MASC;SG
ombro	épaules	ombro	épaule	N	N;FEM;PL
ombro	épaule	ombro	épaule	N	N;FEM;SG
desesperado	désespérée	desesperar	désespéré	V	V;FEM;SG;PST;V.PTCP
desesperado	désespérés	desesperar	désespéré	V	V;MASC;PL;PST;V.PTCP
desesperado	désespéré	desesperar	désespérer	V	V;MASC;SG;PST;V.PTCP
desesperado	désespérées	desesperar	désespérer	V	V;FEM;PL;PST;V.PTCP
sentenza	phrase	sentenza	phrase	N	N;FEM;SG
sentenza	sentence	sentenza	sentence	N	N;FEM;SG
sentenza	peine	sentenza	peine	N	N;FEM;SG
moralmente	moralement	moral	moralement	ADV	ADV
construímos	construite	construír	construire	V	V;FEM;SG;PST;V.PTCP
construímos	construit	construír	construire	V	V;MASC;SG;PST;V.PTCP
construímos	bâti	construír	bâtir	V	V;MASC;SG;PST;V.PTCP
construímos	construits	construír	construire	V	V;MASC;PL;PST;V.PTCP
cambiamos	changé	cambiar	changer	V	V;MASC;SG;PST;V.PTCP
cambiamos	changée	cambiar	changer	V	V;FEM;SG;PST;V.PTCP
cambiamos	modifier	cambiar	modifier	V	V;NFIN
cambiamos	changer	cambiar	changer	V	V;NFIN
comparado	comparés	comparar	comparer	V	V;MASC;PL;PST;V.PTCP
comparado	comparé	comparar	comparer	V	V;MASC;SG;PST;V.PTCP
entendedes	comprenez	entendede	comprendre	V	V;IMP;PL;2;PRS;FIN
entendedes	comprendre	entendede	comprendre	V	V;NFIN
entendedes	comprends	entendede	comprendre	V	V;IMP;SG;1;PRS;FIN
creador	créatrice	creador	créateur	N	N;FEM;SG
creador	créateur	creador	créateur	N	N;MASC;SG
feixóns	fèves	feixón	fève	N	N;FEM;PL
feixóns	haricot	feixón	haricot	N	N;MASC;SG
feixóns	haricots	feixón	haricot	N	N;MASC;PL
barras	bars	barra	bar	N	N;MASC;PL
barras	barres	barra	barre	N	N;FEM;PL
barras	kilos	barra	kilo	N	N;MASC;PL
eficiente	efficace	eficiente	efficace	ADJ	ADJ;MASC;SG
eficiente	efficaces	eficiente	efficace	ADJ	ADJ;MASC;PL
concordo	convenir	concordo	convenir	V	V;NFIN
concordo	acceptez	concordo	accepter	V	V;IMP;PL;2;PRS;FIN
nenez	enfance	nenez	enfance	N	N;FEM;SG
vales	vallées	val	vallée	N	N;FEM;PL
imaxinaba	pense	imaxinar	penser	V	V;IND;SG;3;PRS;FIN
imaxinaba	pensez	imaxinar	penser	V	V;IMP;PL;2;PRS;FIN
imaxinaba	penser	imaxinar	penser	V	V;NFIN
imaxinaba	réfléchir	imaxinar	réfléchir	V	V;NFIN
naturais	naturel	natural	naturel	ADJ	ADJ;MASC;SG
naturais	naturelles	natural	naturel	ADJ	ADJ;FEM;PL
naturais	naturels	natural	naturel	ADJ	ADJ;MASC;PL
naturais	naturelle	natural	naturel	ADJ	ADJ;FEM;SG
valioso	précieux	valioso	précieux	ADJ	ADJ;MASC;SG
valioso	précieuse	valioso	précieux	ADJ	ADJ;FEM;SG
caendo	tomber	caendo	tomber	V	V;NFIN
caendo	tombant	caendo	tomber	V	V;PRS;V.PTCP
caendo	descendre	caendo	descendre	V	V;NFIN
lavadora	lavage	lavador	lavage	N	N;MASC;SG
lavadora	machine	lavador	machine	N	N;FEM;SG
leña	bois	leñar	bois	N	N;MASC;SG
deixará	quitter	deixar	quitter	V	V;NFIN
deixará	laisser	deixar	laisser	V	V;NFIN
deixará	partir	deixar	partir	V	V;NFIN
xeada	givre	xeada	givre	N	N;MASC;SG
cráteres	cratères	cráteres	cratère	N	N;MASC;PL
cráteres	bombe	cráteres	bombe	N	N;FEM;SG
cráteres	bombes	cráteres	bombe	N	N;FEM;PL
fadas	fées	facer	fée	N	N;FEM;PL
fadas	fée	facer	fée	N	N;FEM;SG
fadas	récit	facer	récit	N	N;MASC;SG
fadas	conte	facer	conte	N	N;MASC;SG
crearon	avoir	crear	avoir	V	V;NFIN
crearon	créée	crear	créer	V	V;FEM;SG;PST;V.PTCP
crearon	créé	crear	créer	V	V;MASC;SG;PST;V.PTCP
crearon	crée	crear	créer	V	V;FEM;SG;PST;V.PTCP
crearon	crées	crear	créer	V	V;FEM;PL;PST;V.PTCP
crearon	créés	crear	créer	V	V;MASC;PL;PST;V.PTCP
gobernamental	gouvernement	gobernamental	gouvernement	N	N;MASC;SG
gobernamental	gouvernements	gobernamental	gouvernement	N	N;MASC;PL
viran	vu	vir	voir	V	V;MASC;SG;PST;V.PTCP
viran	vus	vir	voir	V	V;MASC;PL;PST;V.PTCP
matemática	mathématique	matemático	mathématique	ADJ	ADJ;MASC;SG
matemática	mathématique	matemático	mathématique	ADJ	ADJ;MASC;SG
pílulas	cachets	pílula	cachet	N	N;MASC;PL
pílulas	pilules	pílula	pilule	N	N;FEM;PL
contando	compter	contar	compter	V	V;NFIN
leccións	leçons	lección	leçon	N	N;FEM;PL
leccións	enseignements	lección	enseignement	N	N;MASC;PL
fotógrafo	photographe	fotógrafo	photographe	N	N;MASC;SG
rematara	etait	rematar	etever	V	V;IND;SG;3;IPFV;FIN
paquetes	packs	paquete	pack	N	N;MASC;PL
paquetes	forfaits	paquete	forfait	N	N;MASC;PL
paquetes	paquets	paquete	paquet	N	N;MASC;PL
detívose	stoppé	detívose	stoppé	V	V;MASC;SG;PST;V.PTCP
produciu	produite	producir	produire	V	V;FEM;SG;PST;V.PTCP
produciu	produites	producir	produire	V	V;FEM;PL;PST;V.PTCP
sudáfrica	méridional	sudáfricar	méridional	ADJ	ADJ;MASC;SG
sudáfrica	afrique	sudáfricar	afrique	ADJ	ADJ;MASC;SG
inmensa	immense	inmenso	immense	ADJ	ADJ;MASC;SG
inmensa	immenses	inmenso	immense	ADJ	ADJ;MASC;PL
quererías	genre	querería	genre	N	N;MASC;SG
quererías	envie	querería	envie	N	N;FEM;SG
teñades	avoir	terade	avoir	V	V;NFIN
vistas	afficher	vista	afficher	V	V;NFIN
vistas	vue	vista	voir	V	V;FEM;SG;PST;V.PTCP
vistas	voir	vista	voir	V	V;NFIN
vistas	visualiser	vista	visualiser	V	V;NFIN
instrumentos	instruments	instrumento	instrument	N	N;MASC;PL
unir	joindre	unir	joindre	V	V;NFIN
unir	rejoignez	unir	rejoindre	V	V;IMP;PL;2;PRS;FIN
unir	adhérer	unir	adhérer	V	V;NFIN
unir	rejoindre	unir	rejoindre	V	V;NFIN
protagonista	protagoniste	protagonista	protagoniste	N	N;MASC;SG
vicio	mœurs	vicio	mœur	N	N;FEM;PL
vicio	vice	vicio	vice	N	N;MASC;SG
esqueceu	oublié	esquecer	oublier	V	V;MASC;SG;PST;V.PTCP
esqueceu	oubliée	esquecer	oublier	V	V;FEM;SG;PST;V.PTCP
esqueceu	oubliés	esquecer	oublier	V	V;MASC;PL;PST;V.PTCP
esqueceu	oubliées	esquecer	oublier	V	V;FEM;PL;PST;V.PTCP
esqueceu	oublié	esquecer	oublier	V	V;MASC;SG;PST;V.PTCP
esqueceu	oubliée	esquecer	oublier	V	V;FEM;SG;PST;V.PTCP
cociñas	cuisines	cociña	cuisine	N	N;FEM;PL
gravación	enregistrement	gravación	enregistrement	N	N;MASC;SG
carriño	wagon	carriño	wagon	N	N;MASC;SG
carriño	chariot	carriño	chariot	N	N;MASC;SG
gordos	graisses	gordo	grais	N	N;FEM;PL
gordos	graisse	gordo	graisse	N	N;FEM;SG
televisor	téléviseur	televisor	téléviseur	N	N;MASC;SG
televisor	télévision	televisor	télévision	N	N;FEM;SG
televisor	télé	televisor	télé	N	N;FEM;SG
seguiron	suivis	seguir	suivre	V	V;MASC;PL;PST;V.PTCP
seguiron	suivit	seguir	suivre	V	V;MASC;SG;PST;V.PTCP
seguiron	suivie	seguir	suivre	V	V;FEM;SG;PST;V.PTCP
seguiron	suivies	seguir	suivre	V	V;FEM;PL;PST;V.PTCP
misterioso	mystérieuses	misterioso	mystérieux	ADJ	ADJ;FEM;PL
misterioso	mystérieux	misterioso	mystérieux	ADJ	ADJ;MASC;SG
misterioso	mystérieuse	misterioso	mystérieux	ADJ	ADJ;FEM;SG
obradoiros	ateliers	obradoiro	atelier	N	N;MASC;PL
conseguen	obtenez	conseguir	obtenir	V	V;IMP;PL;2;PRS;FIN
conseguen	obtenir	conseguir	obtenir	V	V;NFIN
conseguen	peuvent	conseguir	pouvoir	V	V;IND;PL;3;PRS;FIN
conseguen	pouvez	conseguir	pouvoir	V	V;IMP;PL;2;PRS;FIN
conseguen	peux	conseguir	pouvoir	V	V;IND;SG;1;PRS;FIN
conseguen	peut	conseguir	pouvoir	V	V;IND;SG;3;PRS;FIN
