από	از	από	از	ADP	ADP
μικρότερο	کوچکتر	μικρός	کوچک	ADJ;NOM;CMPR;NEUT;SG	ADJ;CMPR
σώματα	اجساد	σώμα	جسد	N;NOM;NEUT;PL	N;PL
εξαίρεση	استثنا	εξαίρεση	استثنا	N;ACC;FEM;SG	N;SG
εξαίρεση	استثنای	εξαίρεση	استثنای	N;ACC;FEM;SG	N;SG
εξαίρεση	استثنا	εξαίρεση	استثنا	N;ACC;FEM;SG	N;SG
εξαίρεση	معافیت	εξαίρεση	معافیت	N;ACC;FEM;SG	N;SG
αιτία	دلیلی	αιτία	دلیل	N;NOM;FEM;SG	N;SG
αιτία	علت	αιτία	علت	N;NOM;FEM;SG	N;SG
αιτία	دلیل	αιτία	دلیل	N;NOM;FEM;SG	N;SG
αιτία	علت	αιτία	علت	N;NOM;FEM;SG	N;SG
αιτία	دلیل	αιτία	دلیل	N;NOM;FEM;SG	N;SG
αιτία	cause	αιτία	cause	N;NOM;FEM;SG	N;SG
πολιτισμός	تمدن	πολιτισμός	تمدن	N;NOM;MASC;SG	N;SG
πολιτισμός	فرهنگی	πολιτισμός	فرهنگی	N;NOM;MASC;SG	N;SG
πολιτισμός	فرهنگ	πολιτισμός	فرهنگ	N;NOM;MASC;SG	N;SG
πολιτισμός	تمدن	πολιτισμός	تمدن	N;NOM;MASC;SG	N;SG
πολιτισμός	تمدنی	πολιτισμός	تمدن	N;NOM;MASC;SG	N;SG
τράπεζα	بنک	τράπεζα	بنک	N;NOM;FEM;SG	N;SG
τράπεζα	بانک	τράπεζα	بانک	N;NOM;FEM;SG	N;SG
διαφορετική	متفاوت	διαφορετικός	متفاوت	ADJ;NOM;FEM;SG	ADJ
εκκλησίες	کلیساها	εκκλησία	کلیسا	N;NOM;FEM;PL	N;PL
εκκλησίες	کلیساهای	εκκλησία	کلیسا	N;NOM;FEM;PL	N;PL
πύργος	تاور	πύργος	تاور	N;NOM;MASC;SG	N;SG
πύργος	برج	πύργος	برج	N;NOM;MASC;SG	N;SG
σχολεία	مدارس	σχολείο	None	N;NOM;NEUT;PL	N;PL
προπονητή	coach	προπονητής	coach	N;ACC;MASC;SG	N;SG
προπονητή	دلیجان	προπονητής	دلیج	N;ACC;MASC;SG	N;SG
προπονητή	مربیگری	προπονητής	None	N;ACC;MASC;SG	N;SG
προπονητή	مربی	προπονητής	مربی	N;ACC;MASC;SG	N;SG
συζητήσεις	بحثهای	συζήτηση	بحث	N;NOM;FEM;PL	N;PL
προώθηση	ترویج	προώθηση	ترویج	N;ACC;FEM;SG	N;SG
προώθηση	ارتقاء	προώθηση	ارتقاءء	N;ACC;FEM;SG	N;SG
προώθηση	ترفیع	προώθηση	ترفیع	N;ACC;FEM;SG	N;SG
προώθηση	تبلیغ	προώθηση	تبلیغ	N;ACC;FEM;SG	N;SG
προώθηση	ارتقای	προώθηση	ارتقا	N;ACC;FEM;SG	N;SG
προώθηση	ارتقا	προώθηση	ارتقا	N;ACC;FEM;SG	N;SG
προώθηση	ترویج	προώθηση	ترویج	N;ACC;FEM;SG	N;SG
προώθηση	ارتقاء	προώθηση	ارتقاءء	N;ACC;FEM;SG	N;SG
προώθηση	ترفیع	προώθηση	ترفیع	N;ACC;FEM;SG	N;SG
προώθηση	ارتقا	προώθηση	ارتقا	N;ACC;FEM;SG	N;SG
προώθηση	تبلیغ	προώθηση	تبلیغ	N;ACC;FEM;SG	N;SG
επίσκοπος	اسقف	επίσκοπος	اسقف	N;NOM;MASC;SG	N;SG
επίσκοπος	بیشاپ	επίσκοπος	بیشاپ	N;NOM;MASC;SG	N;SG
πλούσια	غنی	πλούσιος	غنی	ADJ;NOM;FEM;SG	ADJ
παράσταση	عملکرد	παράσταση	عملکرد	N;ACC;FEM;SG	N;SG
παράσταση	اجرا	παράσταση	اجرا	N;ACC;FEM;SG	N;SG
παράσταση	کارایی	παράσταση	کارایی	N;ACC;FEM;SG	N;SG
παράσταση	نمایش	παράσταση	نمایش	N;ACC;FEM;SG	N;SG
σοφία	سوفیا	σοφία	سوفیا	N;NOM;FEM;SG	N;SG
σοφία	حکمت	σοφία	حکمت	N;NOM;FEM;SG	N;SG
σοφία	حکمتی	σοφία	حکمت	N;NOM;FEM;SG	N;SG
παρουσίαση	ارائه	παρουσίαση	ارائه	N;NOM;FEM;SG	N;SG
δυνατόν	ممکن	δυνατός	ممکن	ADJ;NOM;NEUT;SG	ADJ
κατάληψη	تصاحب	κατάληψη	تصاحب	N;ACC;FEM;SG	N;SG
αναγνώριση	شناسایی	αναγνώριση	شناسایی	N;ACC;FEM;SG	N;SG
τάγμα	گردان	τάγμα	گردان	N;NOM;NEUT;SG	N;SG
σήμα	انتن	σήμα	انتن	N;NOM;NEUT;SG	N;SG
σήμα	سیگنال	σήμα	سیگنال	N;NOM;NEUT;SG	N;SG
σήμα	علامت	σήμα	None	N;NOM;NEUT;SG	N;SG
σήμα	نشان	σήμα	نشان	N;NOM;NEUT;SG	N;SG
αεροσκάφος	هواپیمای	αεροσκάφος	هواپیما	N;NOM;NEUT;SG	N;SG
αεροσκάφος	هواگرد	αεροσκάφος	هواگرد	N;NOM;NEUT;SG	N;SG
χρόνος	زمان	χρόνος	زمان	N;NOM;MASC;SG	N;SG
χρόνος	تایم	χρόνος	تایم	N;NOM;MASC;SG	N;SG
πράξεις	عملیات	πράξη	عملیات	N;NOM;FEM;PL	N;PL
δυνατό	قوی	δυνατός	قوی	ADJ;NOM;NEUT;SG	ADJ
βασιλείς	پادشاهان	βασίλης	پادشاه	N;NOM;MASC;PL	N;PL
βασιλείς	سلاطین	βασίλης	سلاطین	N;NOM;MASC;PL	N;PL
βασιλείς	شاهان	βασίλης	None	N;NOM;MASC;PL	N;PL
δήμοι	شهرهای	δήμος	شهر	N;NOM;MASC;PL	N;PL
δήμοι	دهستانهای	δήμος	دهستان	N;NOM;MASC;PL	N;PL
ύφος	سبک	ύφος	سبک	N;NOM;NEUT;SG	N;SG
χώρους	فضاهای	χώρος	فضا	N;ACC;MASC;PL	N;PL
παράγοντες	عوامل	παράγοντας	عامل	N;NOM;MASC;PL	N;PL
αστέρας	استار	αστέρα	استار	N;NOM;MASC;SG	N;SG
αστέρας	ستاره	αστέρα	ستاره	N;NOM;MASC;SG	N;SG
φυτά	گیاهان	φυτώ	گیاه	N;NOM;NEUT;PL	N;PL
αγίων	مقدسات	άγιος	مقدسه	N;GEN;NEUT;PL	N;PL
προτάσεις	پیشنهادهای	πρόταση	پیشنهاد	N;NOM;FEM;PL	N;PL
προτάσεις	پیشنهادات	πρόταση	پیشناد	N;NOM;FEM;PL	N;PL
προτάσεις	پیشنهادهای	πρόταση	پیشنهاد	N;NOM;FEM;PL	N;PL
σύμβουλος	مشاور	σύμβουλος	مشاور	N;NOM;MASC;SG	N;SG
σύμβουλος	مشاور	σύμβουλος	مشاور	N;NOM;MASC;SG	N;SG
τεχνολογία	فناوری	τεχνολογία	فناوری	N;NOM;FEM;SG	N;SG
τεχνολογία	تکنولوژی	τεχνολογία	None	N;NOM;FEM;SG	N;SG
όπλα	بازوها	όπλο	بازو	N;NOM;NEUT;PL	N;PL
όπλα	سلاح	όπλο	سلاح	N;NOM;NEUT;PL	N;PL
έκρηξη	فوران	έκρηξη	فوران	N;ACC;FEM;SG	N;SG
έκρηξη	دمیدن	έκρηξη	None	N;ACC;FEM;SG	N;SG
έκρηξη	خروش	έκρηξη	خروش	N;ACC;FEM;SG	N;SG
έκρηξη	انفجار	έκρηξη	انفجار	N;ACC;FEM;SG	N;SG
έκρηξη	انفجاری	έκρηξη	انفجاری	N;ACC;FEM;SG	N;SG
έκρηξη	انفجار	έκρηξη	انفجار	N;ACC;FEM;SG	N;SG
συνέλευση	مجلس	συνέλευση	مجلس	N;NOM;FEM;SG	N;SG
συνέλευση	مجمع	συνέλευση	مجمع	N;NOM;FEM;SG	N;SG
συνέλευση	محفل	συνέλευση	محفل	N;NOM;FEM;SG	N;SG
συνέλευση	کنوانسیون	συνέλευση	کنوانسیون	N;NOM;FEM;SG	N;SG
συνέλευση	همایش	συνέλευση	همایش	N;NOM;FEM;SG	N;SG
πάρκο	park	πάρκο	park	N;NOM;NEUT;SG	N;SG
πάρκο	پارک	πάρκο	None	N;NOM;NEUT;SG	N;SG
ποίηση	شعر	ποίηση	شعر	N;NOM;FEM;SG	N;SG
εθνών	ملتها	εθνό	ملت	N;GEN;NEUT;PL	N;PL
εθνών	ملل	εθνό	ملت	N;GEN;NEUT;PL	N;PL
διαστάσεις	ابعاد	διάσταση	بعد	N;NOM;FEM;PL	N;PL
ασφάλεια	امنیتی	ασφάλεια	امنیتی	N;NOM;FEM;SG	N;SG
ασφάλεια	حراست	ασφάλεια	حراست	N;NOM;FEM;SG	N;SG
ασφάλεια	امنیت	ασφάλεια	امنیت	N;NOM;FEM;SG	N;SG
ασφάλεια	سلامت	ασφάλεια	سلامت	N;NOM;FEM;SG	N;SG
ασφάλεια	امن	ασφάλεια	None	N;NOM;FEM;SG	N;SG
ασφάλεια	امنیت	ασφάλεια	امنیت	N;NOM;FEM;SG	N;SG
ασφάλεια	ایمنی	ασφάλεια	ایمنی	N;NOM;FEM;SG	N;SG
ασφάλεια	بیمه	ασφάλεια	بیمه	N;NOM;FEM;SG	N;SG
γραφείο	اداره	γραφείο	اداره	N;NOM;NEUT;SG	N;SG
γραφείο	دفتر	γραφείο	دفتر	N;NOM;NEUT;SG	N;SG
γραφείο	میز	γραφείο	میز	N;NOM;NEUT;SG	N;SG
εσωτερική	داخلی	εσωτερικός	داخلی	ADJ;NOM;FEM;SG	ADJ
εσωτερική	درونی	εσωτερικός	درونی	ADJ;NOM;FEM;SG	ADJ
απλή	ساده	απλός	ساده	ADJ;NOM;FEM;SG	ADJ
αρχεία	آرشیو	αρχείο	آرشیو	N;NOM;NEUT;PL	N;PL
διάκριση	تبعیض	διάκριση	تبعیض	N;ACC;FEM;SG	N;SG
διάκριση	تمایز	διάκριση	تمایز	N;ACC;FEM;SG	N;SG
επιστολή	حرف	επιστολή	حرف	N;ACC;FEM;SG	N;SG
επιστολή	نامه	επιστολή	نامه	N;ACC;FEM;SG	N;SG
συνεισφορά	سهم	συνεισφορά	سهم	N;ACC;FEM;SG	N;SG
πιθανότητα	احتمال	πιθανότητα	احتمال	N;ACC;FEM;SG	N;SG
πιθανότητα	احتمال	πιθανότητα	احتمال	N;ACC;FEM;SG	N;SG
πιθανότητα	امکان	πιθανότητα	امکان	N;ACC;FEM;SG	N;SG
πέρασμα	گذری	πέρασμα	گذری	N;NOM;NEUT;SG	N;SG
πέρασμα	گذر	πέρασμα	None	N;NOM;NEUT;SG	N;SG
πέρασμα	عبور	πέρασμα	عبور	N;NOM;NEUT;SG	N;SG
πέρασμα	پاس	πέρασμα	پاس	N;NOM;NEUT;SG	N;SG
συγκρούσεις	درگیریهای	σύγκρουση	درگیری	N;NOM;FEM;PL	N;PL
δία	زاوش	δία	زاوش	N;VOC;MASC;SG	N;SG
δία	زئوس	δία	زئوس	N;VOC;MASC;SG	N;SG
δία	مشتری	δία	مشتری	N;VOC;MASC;SG	N;SG
εταιρείες	شرکتها	εταιρεία	شرکت	N;NOM;FEM;PL	N;PL
εταιρείες	شرکتها	εταιρεία	شرکت	N;NOM;FEM;PL	N;PL
εταιρείες	شرکتهای	εταιρεία	شرکت	N;NOM;FEM;PL	N;PL
εταιρείες	احزاب	εταιρεία	حزب	N;NOM;FEM;PL	N;PL
εφημερίδες	کاغذها	εφημερίδα	کاغذ	N;NOM;FEM;PL	N;PL
εφημερίδες	اسناد	εφημερίδα	سند	N;NOM;FEM;PL	N;PL
τραγουδίστρια	خواننده	τραγουδίστρια	خواننده	N;NOM;FEM;SG	N;SG
κλίμακα	مقیاس	κλίμακα	مقیاس	N;NOM;FEM;SG	N;SG
μέλλον	future	μέλλον	future	N;NOM;NEUT;SG	N;SG
μέλλον	آینده	μέλλον	آینده	N;NOM;NEUT;SG	N;SG
κύκλος	چرخه	κύκλος	چرخه	N;NOM;MASC;SG	N;SG
κύκλος	دایره	κύκλος	دایره	N;NOM;MASC;SG	N;SG
κύκλος	سیکل	κύκλος	سیکل	N;NOM;MASC;SG	N;SG
κύκλος	چرخه	κύκλος	چرخه	N;NOM;MASC;SG	N;SG
σκοτώθηκε	کشته	σκοτώνω	کشت#کش	V;PFV;IND;SG;3;PST;FIN;PASS	V;SG;3;V.PTCP
βασιλείας	بازل	βασιλεία	بازل	N;GEN;FEM;SG	N;SG
εφαρμογές	کاربردها	εφαρμογή	کاربرد	N;NOM;FEM;PL	N;PL
αιώνες	قرنها	αιώνας	قرن	N;NOM;MASC;PL	N;PL
ιστορίες	داستانها	ιστορία	داستان	N;NOM;FEM;PL	N;PL
ιστορίες	داستانها	ιστορία	داستان	N;NOM;FEM;PL	N;PL
έρευνες	تحقیقاتی	έρευνα	تحقیق	N;NOM;FEM;PL	N;PL
έρευνες	تحقیقات	έρευνα	تحقیق	N;NOM;FEM;PL	N;PL
πρακτική	عملی	πρακτικός	عملی	ADJ;NOM;FEM;SG	ADJ
μερικοί	برخی	μερικοί	برخی	PRO;NOM;MASC;PL;3	PRO
ποιητές	شاعران	ποιητής	شاعر	N;NOM;MASC;PL	N;PL
σύνδεση	ارتباط	σύνδεση	ارتباط	N;NOM;FEM;SG	N;SG
σύνδεση	اتصال	σύνδεση	اتصال	N;NOM;FEM;SG	N;SG
σύνδεση	اتصال	σύνδεση	اتصال	N;NOM;FEM;SG	N;SG
σύνδεση	پیوند	σύνδεση	پیوند	N;NOM;FEM;SG	N;SG
σύνδεση	لینک	σύνδεση	لینک	N;NOM;FEM;SG	N;SG
σύνδεση	وصل	σύνδεση	وصل	N;NOM;FEM;SG	N;SG
σύνδεση	اتصال	σύνδεση	اتصال	N;NOM;FEM;SG	N;SG
αυτοκίνητα	ماشینها	αυτοκίνητο	ماشین	N;NOM;NEUT;PL	N;PL
διαδίκτυο	اینترنت	διαδίκτυο	اینترنت	N;NOM;NEUT;SG	N;SG
διαδίκτυο	اینترنتی	διαδίκτυο	اینترنتی	N;NOM;NEUT;SG	N;SG
νούμερο	عدد	νούμερος	عدد	N	N;SG
νούμερο	شمارۀ	νούμερος	شمارۀ	N	N;SG
νούμερο	شماره	νούμερος	شماره	N	N;SG
καφέ	براون	καφένας	براون	N;NOM;NEUT;SG	N;SG
καφέ	قهوه	καφένας	قهوه	N;NOM;NEUT;SG	N;SG
πατριάρχης	ایلخانی	πατριάρχης	ایلخانی	N;NOM;MASC;SG	N;SG
ευρύτερη	بازتر	ευρύς	باز	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
ευρύτερη	وسیعتر	ευρύς	وسیع	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
ευρύτερη	وسیعتر	ευρύς	وسیع	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
οδός	مسیر	οδός	مسیر	N;NOM;FEM;SG	N;SG
οδός	استریت	οδός	استریت	N;NOM;FEM;SG	N;SG
οδός	خیابانی	οδός	خیابانی	N;NOM;FEM;SG	N;SG
οδός	خیابان	οδός	خیابان	N;NOM;FEM;SG	N;SG
οδός	خیابون	οδός	خیابون	N;NOM;FEM;SG	N;SG
οδός	جاده	οδός	جاده	N;NOM;FEM;SG	N;SG
γνωστές	معلوم	γνωστός	معلوم	ADJ;NOM;FEM;PL	ADJ
άμυνας	دفاع	άμυνα	دفاع	N;GEN;FEM;SG	N;SG
μάτια	چشمها	μάτι	چشم	N;NOM;NEUT;PL	N;PL
μάτια	چشمانی	μάτι	چشمانی	N;NOM;NEUT;PL	N;PL
μάτια	چشمان	μάτι	چشم	N;NOM;NEUT;PL	N;PL
επιγραφή	حکاکی	επιγραφή	حکاکی	N;NOM;FEM;SG	N;SG
επιγραφή	کتیبه	επιγραφή	کتیبه	N;NOM;FEM;SG	N;SG
εκδηλώσεις	رویدادهای	εκδήλωση	رویداد	N;NOM;FEM;PL	N;PL
εκδηλώσεις	رویدادها	εκδήλωση	رویداد	N;NOM;FEM;PL	N;PL
εκδηλώσεις	حوادث	εκδήλωση	حوادث	N;NOM;FEM;PL	N;PL
εκδηλώσεις	اتفاقات	εκδήλωση	اتفاق	N;NOM;FEM;PL	N;PL
ποικιλία	همیاری	ποικιλία	همیاری	N;NOM;FEM;SG	N;SG
ποικιλία	گوناگونی	ποικιλία	گوناگون	N;NOM;FEM;SG	N;SG
ποικιλία	تنوع	ποικιλία	تنوع	N;NOM;FEM;SG	N;SG
ποικιλία	جوره	ποικιλία	جوره	N;NOM;FEM;SG	N;SG
ποικιλία	تنوع	ποικιλία	تنوع	N;NOM;FEM;SG	N;SG
δολοφονία	ترور	δολοφονία	ترور	N;NOM;FEM;SG	N;SG
δολοφονία	قتل	δολοφονία	قتل	N;NOM;FEM;SG	N;SG
αθλητής	athlete	αθλητής	athlete	N;NOM;MASC;SG	N;SG
αθλητής	پهلوان	αθλητής	None	N;NOM;MASC;SG	N;SG
αθλητής	ورزشکار	αθλητής	ورزشکار	N;NOM;MASC;SG	N;SG
φιλόσοφος	فیلسوف	φιλόσοφος	فیلسوف	N;NOM;MASC;SG	N;SG
παρασκευή	آدینه	παρασκευή	آدینه	N;FEM	N;SG
παρασκευή	جمعه	παρασκευή	جمعه	N;FEM	N;SG
καθήκοντα	وظایف	καθήκον	None	N;NOM;NEUT;PL	N;PL
απώλειες	خسارات	απώλεια	خسارت	N;NOM;FEM;PL	N;PL
απώλειες	تلفات	απώλεια	None	N;NOM;FEM;PL	N;PL
εκπομπή	پخش	εκπομπή	پخش	N;ACC;FEM;SG	N;SG
εκπομπή	مخابره	εκπομπή	None	N;ACC;FEM;SG	N;SG
εκπομπή	نشر	εκπομπή	نشر	N;ACC;FEM;SG	N;SG
εκπομπή	گسیل	εκπομπή	گسیل	N;ACC;FEM;SG	N;SG
κινητήρα	موتور	κινητήρας	موتور	N;ACC;MASC;SG	N;SG
κινητήρα	موتوری	κινητήρας	موتوری	N;ACC;MASC;SG	N;SG
κινητήρα	موتور	κινητήρας	موتور	N;ACC;MASC;SG	N;SG
απλό	ساده	απλός	ساده	ADJ;NOM;NEUT;SG	ADJ
απλό	ساده	απλός	ساده	ADJ;NOM;NEUT;SG	ADJ
εβδομάδα	هفته	εβδομάδα	هفته	N;ACC;FEM;SG	N;SG
εβδομάδα	هفتۀ	εβδομάδα	هفتۀ	N;ACC;FEM;SG	N;SG
επιστήμες	علوم	επιστήμα	علم	N;NOM;FEM;PL	N;PL
επιστήμες	علوم	επιστήμα	علم	N;NOM;FEM;PL	N;PL
αυλή	حیاط	αυλός	حیاط	N;ACC;FEM;SG	N;SG
αυλή	حیاط	αυλός	حیاط	N;ACC;FEM;SG	N;SG
αυλή	یارد	αυλός	یارد#یار	N;ACC;FEM;SG	N;SG
αυλή	حیاط	αυλός	حیاط	N;ACC;FEM;SG	N;SG
φήμη	اعتبار	φήμη	اعتبار	N;ACC;FEM;SG	N;SG
φήμη	آبرو	φήμη	None	N;ACC;FEM;SG	N;SG
φήμη	شهرت	φήμη	شهرت	N;ACC;FEM;SG	N;SG
φήμη	شهرتش	φήμη	شهرتش	N;ACC;FEM;SG	N;SG
φήμη	شهرتش	φήμη	شهرتش	N;ACC;FEM;SG	N;SG
φήμη	شهرت	φήμη	شهرت	N;ACC;FEM;SG	N;SG
φήμη	شهرتی	φήμη	شهرت	N;ACC;FEM;SG	N;SG
φήμη	شایعه	φήμη	شایعه	N;ACC;FEM;SG	N;SG
κόλπο	حیله	κόλπος	None	N;ACC;MASC;SG	N;SG
κόλπο	حقه	κόλπος	حقه	N;ACC;MASC;SG	N;SG
κόλπο	ترفند	κόλπος	ترفند	N;ACC;MASC;SG	N;SG
κόλπο	کلک	κόλπος	None	N;ACC;MASC;SG	N;SG
ανακάλυψη	کشف	ανακάλυψη	کشف	N;ACC;FEM;SG	N;SG
ανακάλυψη	اکتشاف	ανακάλυψη	اکتشاف	N;ACC;FEM;SG	N;SG
ανακάλυψη	دیسکاوری	ανακάλυψη	دیسکاوری	N;ACC;FEM;SG	N;SG
ανακάλυψη	کشف	ανακάλυψη	کشف	N;ACC;FEM;SG	N;SG
ιδρυτής	بنیانگذار	ιδρυτός	بنیانگذار	N;NOM;MASC;SG	N;SG
ιδρυτής	موسس	ιδρυτός	موسس	N;NOM;MASC;SG	N;SG
διαφορές	اختلافات	διαφορά	اختلاف	N;NOM;FEM;PL	N;PL
κινήσεις	حرکات	κίνηση	None	N;NOM;FEM;PL	N;PL
κινήσεις	حرکات	κίνηση	None	N;NOM;FEM;PL	N;PL
πυρήνα	هسته	πυρήνας	هسته	N;ACC;MASC;SG	N;SG
πυρήνα	هسته	πυρήνας	هسته	N;ACC;MASC;SG	N;SG
νόμπελ	نوبل	νόμπελ	نوبل	N;NOM;NEUT;SG	N;SG
κανονική	منظم	κανονικός	منظم	ADJ;NOM;FEM;SG	ADJ
κανονική	نرمال	κανονικός	نرمال	ADJ;NOM;FEM;SG	ADJ
κανονική	عادی	κανονικός	عادی	ADJ;NOM;FEM;SG	ADJ
κανονική	معمولی	κανονικός	معمولی	ADJ;NOM;FEM;SG	ADJ
κανονική	طبیعی	κανονικός	طبیعی	ADJ;NOM;FEM;SG	ADJ
αδελφή	خواهر	αδελφή	None	N;NOM;FEM;SG	N;SG
αδελφή	خواهری	αδελφή	خواهر	N;NOM;FEM;SG	N;SG
αδελφή	خواهرش	αδελφή	خواهرش	N;NOM;FEM;SG	N;SG
άγαλμα	مجسمه	άγαλμα	مجسمه	N;NOM;NEUT;SG	N;SG
άγαλμα	تندیس	άγαλμα	None	N;NOM;NEUT;SG	N;SG
βορρά	شمالی	βορράς	شمالی	N;ACC;MASC;SG	N;SG
βορρά	نورث	βορράς	نورث	N;ACC;MASC;SG	N;SG
βορρά	شمال	βορράς	شمال	N;ACC;MASC;SG	N;SG
δύσκολο	دشوار	δύσκολος	دشوار	ADJ;NOM;NEUT;SG	ADJ
δύσκολο	دشوار	δύσκολος	دشوار	ADJ;NOM;NEUT;SG	ADJ
αριθμούς	اعداد	αριθμός	اعداد	N;ACC;MASC;PL	N;PL
αριθμούς	اعدادی	αριθμός	اعدادی	N;ACC;MASC;PL	N;PL
στρατόπεδο	اردوگاه	στρατόπεδο	اردوگاه	N;NOM;NEUT;SG	N;SG
στρατόπεδο	اردو	στρατόπεδο	اردو	N;NOM;NEUT;SG	N;SG
στρατόπεδο	کمپ	στρατόπεδο	کمپ	N;NOM;NEUT;SG	N;SG
διαφορετικό	متفاوت	διαφορετικός	متفاوت	ADJ;NOM;NEUT;SG	ADJ
αλήθεια	حقیقی	αλήθεια	حقیقی	N;NOM;FEM;SG	N;SG
αλήθεια	true	αλήθεια	true	N;NOM;FEM;SG	N;SG
αλήθεια	حقیقتی	αλήθεια	None	N;NOM;FEM;SG	N;SG
αλήθεια	واقعیت	αλήθεια	واقعیت	N;NOM;FEM;SG	N;SG
αλήθεια	حقیقت	αλήθεια	حقیقت	N;NOM;FEM;SG	N;SG
αλήθεια	حق	αλήθεια	حق	N;NOM;FEM;SG	N;SG
ποσότητα	کمیت	ποσότητα	کمیت	N;NOM;FEM;SG	N;SG
διαδρομή	مسیر	διαδρομή	مسیر	N;ACC;FEM;SG	N;SG
διαδρομή	راه	διαδρομή	راه	N;ACC;FEM;SG	N;SG
διαδρομή	مسیر	διαδρομή	مسیر	N;ACC;FEM;SG	N;SG
νερά	آبها	νερό	آب	N;NOM;NEUT;PL	N;PL
νερά	آبهای	νερό	آب	N;NOM;NEUT;PL	N;PL
ολόκληρο	کل	ολόκληρος	کل	ADJ;NOM;NEUT;SG	ADJ
έκφραση	تجلّی	έκφραση	تجلّی	N;ACC;FEM;SG	N;SG
έκφραση	عبارت	έκφραση	عبارت	N;ACC;FEM;SG	N;SG
υπολογιστή	رایانه	υπολογιστής	رایانه	N;ACC;MASC;SG	N;SG
υπολογιστή	کامپیوتر	υπολογιστής	کامپیو	N;ACC;MASC;SG	N;SG
γνωστοί	معلوم	γνωστός	معلوم	ADJ;NOM;MASC;PL	ADJ
προσφορά	بید	προσφορά	بید#بین	N;ACC;FEM;SG	N;SG
προσφορά	پیشکش	προσφορά	پیشکش	N;ACC;FEM;SG	N;SG
προσφορά	پیشنهاد	προσφορά	پیشنهاد	N;ACC;FEM;SG	N;SG
προσφορά	تقدیم	προσφορά	تقدیم	N;ACC;FEM;SG	N;SG
φρούριο	قلعه	φρούριο	قلعه	N;NOM;NEUT;SG	N;SG
φρούριο	دژ	φρούριο	دژ	N;NOM;NEUT;SG	N;SG
φρούριο	فورت	φρούριο	فورت	N;NOM;NEUT;SG	N;SG
φρούριο	دژ	φρούριο	دژ	N;NOM;NEUT;SG	N;SG
παρατηρήσεις	مشاهدات	παρατήρηση	مشاهده	N;NOM;FEM;PL	N;PL
παρατηρήσεις	نظرات	παρατήρηση	نظر	N;NOM;FEM;PL	N;PL
