amb	مع	amb	مَعَ	ADP	ADP;ACC
comercial	تجارية	comercial	تِجَارِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
exposició	المعرض	exposició	مَعرِض	N;FEM;SG	N;NOM;DEF;SG
exposició	معرض	exposició	مَعرِض	N;FEM;SG	N;NOM;INDF;SG
exposició	التعرض	exposició	تَعَرُّض	N;FEM;SG	N;NOM;DEF;SG
arriba	يصل	arribar	وَصَل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
bandera	العلم	bandera	عِلم	N;FEM;SG	N;NOM;DEF;SG
proves	اختبارات	prova	اِختِبَار	N;FEM;PL	N;NOM;INDF;PL
proves	الاختبارات	prova	اِختِبَار	N;FEM;PL	N;NOM;DEF;PL
equipaments	المعدات	equipament	مُعَدَّات	N;MASC;PL	N;NOM;DEF;PL
equipaments	معدات	equipament	مُعَدَّات	N;MASC;PL	N;NOM;INDF;PL
apartaments	الشقق	apartament	شَقَّة	N;MASC;PL	N;NOM;DEF;PL
nau	السفينة	nau	سَفِينَة	N;FEM;SG	N;NOM;DEF;SG
nau	سفينة	nau	سَفِينَة	N;FEM;SG	N;NOM;INDF;SG
última	الاخيرة	últim	أَخِير	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
última	اخر	últim	آخَر	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
última	اخير	últim	أَخِير	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
última	الاخير	últim	أَخِير	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
cançons	اغان	cançó	أَغَان	N;FEM;PL	N;NOM;INDF;PL
cançons	اغاني	cançó	اغاني	N;FEM;PL	N;NOM;INDF;PL
piano	البيانو	piano	بِيَانُو	N;MASC;SG	N;NOM;DEF;SG
temes	مواضيع	tema	مَوضُوع	N;MASC;PL	N;NOM;INDF;PL
temes	موضوعات	tema	موضوعات	N;MASC;PL	N;NOM;INDF;PL
temes	المواضيع	tema	مَوضُوع	N;MASC;PL	N;NOM;DEF;PL
temes	الموضوعات	tema	مَوضُوع	N;MASC;PL	N;NOM;DEF;PL
temes	مواضيع	tema	مَوضُوع	N;MASC;PL	N;NOM;INDF;PL
temes	موضوعات	tema	موضوعات	N;MASC;PL	N;NOM;INDF;PL
temes	المواضيع	tema	مَوضُوع	N;MASC;PL	N;NOM;DEF;PL
temes	الموضوعات	tema	مَوضُوع	N;MASC;PL	N;NOM;DEF;PL
funcions	الوظائف	funció	وَظِيفَة	N;FEM;PL	N;NOM;DEF;PL
funcions	المهام	funció	مَهَمَّة	N;FEM;PL	N;NOM;DEF;PL
funcions	وظائف	funció	وَظِيفَة	N;FEM;PL	N;NOM;INDF;PL
economia	اقتصاد	economia	اِقتِصَاد	N;FEM;SG	N;NOM;INDF;SG
economia	الاقتصاد	economia	اِقتِصَاد	N;FEM;SG	N;NOM;DEF;SG
matrimoni	الزواج	matrimoni	زَوَاج	N;MASC;SG	N;NOM;DEF;SG
matrimoni	زواج	matrimoni	زَوَاج	N;MASC;SG	N;NOM;INDF;SG
independent	المستقل	independent	مُستَقِلّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
independent	مستقل	independent	مُستَقِلّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
independent	مستقلة	independent	مُستَقِلّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
independent	المستقلة	independent	مُستَقِلّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
treballs	الوظائف	treball	وَظِيفَة	N;MASC;PL	N;NOM;DEF;PL
treballs	وظائف	treball	وَظِيفَة	N;MASC;PL	N;NOM;INDF;PL
idea	الفكرة	idea	فِكرَة	N;FEM;SG	N;NOM;DEF;SG
idea	فكرة	idea	فِكرَة	N;FEM;SG	N;NOM;INDF;SG
tradició	تقليد	tradició	تَقلِيد	N;FEM;SG	N;NOM;INDF;SG
tradició	التقليد	tradició	تَقلِيد	N;FEM;SG	N;NOM;DEF;SG
federació	الاتحاد	federació	اِتِّحَاد	N;FEM;SG	N;NOM;DEF;SG
federació	اتحاد	federació	اِتِّحَاد	N;FEM;SG	N;NOM;INDF;SG
actriu	الممثلة	actriu	مُمَثَّل	N;FEM;SG	N;NOM;DEF;SG
actriu	ممثلة	actriu	مُمَثِّلَة	N;FEM;SG	N;NOM;INDF;SG
mercat	سوق	mercat	سُوق	N;MASC;SG	N;NOM;INDF;SG
mercat	السوق	mercat	سُوق	N;MASC;SG	N;NOM;DEF;SG
mercat	سوق	mercat	سُوق	N;MASC;SG	N;NOM;INDF;SG
mercat	السوق	mercat	سُوق	N;MASC;SG	N;NOM;DEF;SG
grau	بدرجة	grau	بدرجة	N;MASC;SG	N;NOM;INDF;SG
grau	درجة	grau	دَرَجَة	N;MASC;SG	N;NOM;INDF;SG
grau	الدرجة	grau	دَرَجَة	N;MASC;SG	N;NOM;DEF;SG
sector	قطاع	sector	قِطَاع	N;MASC;SG	N;NOM;INDF;SG
sector	القطاع	sector	قِطَاع	N;MASC;SG	N;NOM;DEF;SG
llac	بحيرة	llac	بُحَيرَة	N;MASC;SG	N;NOM;INDF;SG
llac	البحيرة	llac	بُحَيرَة	N;MASC;SG	N;NOM;DEF;SG
motiu	سبب	motiu	سَبَب	N;MASC;SG	N;NOM;INDF;SG
motiu	السبب	motiu	سَبَب	N;MASC;SG	N;NOM;DEF;SG
condicions	المصطلحات	condició	مُصطَلَح	N;FEM;PL	N;NOM;DEF;PL
condicions	الشروط	condició	شَرط	N;FEM;PL	N;NOM;DEF;PL
condicions	شروط	condició	شَرط	N;FEM;PL	N;NOM;INDF;PL
comú	شائعة	comú	شَائِعَة	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
comú	شائع	comú	شَائِع	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
efecte	الاثر	efecte	أَثَر	N;MASC;SG	N;NOM;DEF;SG
efecte	تاثير	efecte	تَأثِير	N;MASC;SG	N;NOM;INDF;SG
efecte	التاثير	efecte	تَاثِير	N;MASC;SG	N;NOM;DEF;SG
americà	امريكية	americà	أَمرِيكِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
americà	امريكي	americà	أَمرِيكِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
entitat	كيان	entitat	كِيَان	N;FEM;SG	N;NOM;INDF;SG
entitat	الكيان	entitat	كِيَان	N;FEM;SG	N;NOM;DEF;SG
muntanyes	جبال	muntanya	جَبَل	N;FEM;PL	N;NOM;INDF;PL
muntanyes	الجبال	muntanya	جَبَل	N;FEM;PL	N;NOM;DEF;PL
tradicional	التقليدي	tradicional	تَقلِيدِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
tradicional	التقليدية	tradicional	تَقلِيدِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
tradicional	تقليدية	tradicional	تَقلِيدِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
tradicional	تقليدي	tradicional	تَقلِيدِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
poeta	الشاعر	poeta	شَاعِر	N;SG	N;NOM;DEF;SG
poeta	شاعر	poeta	شَاعِر	N;SG	N;NOM;INDF;SG
problema	مشكلة	problema	مُشكِلَة	N;MASC;SG	N;NOM;INDF;SG
problema	المشكلة	problema	مُشكِلَة	N;MASC;SG	N;NOM;DEF;SG
problema	مشكل	problema	مُشكِلَة	N;MASC;SG	N;NOM;INDF;SG
propietat	ملكية	propietat	مِلكِيَّة	N;FEM;SG	N;NOM;INDF;SG
propietat	الملكية	propietat	مِلكِيَّة	N;FEM;SG	N;NOM;DEF;SG
canvis	تغيرات	canvi	تَغَيُّر	N;MASC;PL	N;NOM;INDF;PL
canvis	تغييرات	canvi	تَغيِير	N;MASC;PL	N;NOM;INDF;PL
canvis	التغييرات	canvi	تَغيِير	N;MASC;PL	N;NOM;DEF;PL
canvis	التغيرات	canvi	تَغَيُّر	N;MASC;PL	N;NOM;DEF;PL
composició	التشكيل	composició	تَشكِيل	N;FEM;SG	N;NOM;DEF;SG
composició	تشكيل	composició	تَشكِيل	N;FEM;SG	N;NOM;INDF;SG
composició	تكوين	composició	تَكوِين	N;FEM;SG	N;NOM;INDF;SG
composició	التكوين	composició	تَكوِين	N;FEM;SG	N;NOM;DEF;SG
històric	تاريخي	històric	تَارِيخِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
històric	تاريخية	històric	تَارِيخِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
escrit	خطية	escrit	خَطِّيّ	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
escrit	مكتوبة	escrit	مَكتُوب	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
edicions	تعديلات	edició	تَعدِيل	N;FEM;PL	N;NOM;INDF;PL
edicions	التعديلات	edició	تَعدِيل	N;FEM;PL	N;NOM;DEF;PL
diferent	مختلف	diferent	مُختَلِف	ADJ;SG	ADJ;NOM;INDF;MASC;SG
diferent	مختلفة	diferent	مُختَلِف	ADJ;SG	ADJ;NOM;INDF;FEM;SG
diferent	مختلفا	diferent	مُختَلِف	ADJ;SG	ADJ;ACC;INDF;MASC;SG
escala	مقياس	escala	مِقيَاس	N;FEM;SG	N;NOM;INDF;SG
escala	المقياس	escala	مِقيَاس	N;FEM;SG	N;NOM;DEF;SG
vuit	ثمان	vuit	ثَمَانِيَة	NUM;PL	NUM;NOM;INDF;FEM
vuit	ثمانية	vuit	ثَمَانِيَة	NUM;PL	NUM;NOM;INDF;MASC
vuit	ثماني	vuit	ثَمَانِيَة	NUM;PL	NUM;NOM;INDF;FEM
passat	الماضي	passat	مَاضِي	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
revolució	ثورة	revolució	ثَورَة	N;FEM;SG	N;NOM;INDF;SG
revolució	الثورة	revolució	ثَورَة	N;FEM;SG	N;NOM;DEF;SG
competició	المنافسة	competició	مُنَافَسَة	N;FEM;SG	N;NOM;DEF;SG
competició	منافسة	competició	مُنَافَسَة	N;FEM;SG	N;NOM;INDF;SG
competició	مسابقة	competició	مُسَابَقَة	N;FEM;SG	N;NOM;INDF;SG
competició	المسابقة	competició	مُسَابَقَة	N;FEM;SG	N;NOM;DEF;SG
indústria	صناعة	indústria	صِنَاعَة	N;FEM;SG	N;NOM;INDF;SG
indústria	الصناعة	indústria	صِنَاعَة	N;FEM;SG	N;NOM;DEF;SG
arquitectura	عمارة	arquitectura	عِمَارَة	N;FEM;SG	N;NOM;INDF;SG
arquitectura	العمارة	arquitectura	العمارة	N;FEM;SG	N;NOM;DEF;SG
agrícola	زراعية	agrícola	زِرَاعِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
gen	الجين	gen	جِين	N;MASC;SG	N;NOM;DEF;SG
aquells	هؤلاء	aquell	هٰذَا	DET;MASC;PL	DET;NOM;MASC;PL
armes	اسلحة	arma	سِلَاح	N;FEM;PL	N;NOM;INDF;PL
armes	الاسلحة	arma	سِلَاح	N;FEM;PL	N;NOM;DEF;PL
armes	اسلحة	arma	سِلَاح	N;FEM;PL	N;NOM;INDF;PL
armes	الاسلحة	arma	سِلَاح	N;FEM;PL	N;NOM;DEF;PL
armes	البنادق	arma	بُندُقِيَّة	N;FEM;PL	N;NOM;DEF;PL
quarta	الرابعة	quart	رَابِع	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
quarta	رابع	quart	رَابِع	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
quarta	رابعة	quart	رَابِع	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
quarta	رابعا	quart	رَابِع	ADJ;FEM;SG	ADJ;ACC;INDF;MASC;SG
quarta	الرابع	quart	رَابِع	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
similar	مشابهة	similar	مُشَابِه	ADJ;SG	ADJ;NOM;INDF;FEM;SG
similar	مماثل	similar	مُمَاثِل	ADJ;SG	ADJ;NOM;INDF;MASC;SG
similar	مماثلة	similar	مُمَاثِل	ADJ;SG	ADJ;NOM;INDF;FEM;SG
seguretat	الامن	seguretat	أَمن	N;FEM;SG	N;NOM;DEF;SG
seguretat	الامنية	seguretat	أُمنِيَّة	N;FEM;SG	N;NOM;DEF;SG
seguretat	السلامة	seguretat	سَلَامَة	N;FEM;SG	N;NOM;DEF;SG
seguretat	سلامة	seguretat	سَلَامَة	N;FEM;SG	N;NOM;INDF;SG
seguretat	الامان	seguretat	أَمَان	N;FEM;SG	N;NOM;DEF;SG
pertany	ينتمي	pertànyer	اِنتَمَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
present	الحالي	present	حَالِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
edificis	المباني	edifici	مَبنَى	N;MASC;PL	N;NOM;DEF;PL
edificis	البنايات	edifici	بِنَايَة	N;MASC;PL	N;NOM;DEF;PL
edificis	مبان	edifici	مَبَّان	N;MASC;PL	N;NOM;INDF;PL
edificis	مباني	edifici	مَبنَى	N;MASC;PL	N;NOM;INDF;PL
camps	ميادين	camp	مَيَادِين	N;MASC;PL	N;NOM;INDF;PL
camps	الحقول	camp	حَقل	N;MASC;PL	N;NOM;DEF;PL
camps	حقول	camp	حَقل	N;MASC;PL	N;NOM;INDF;PL
camps	الميادين	camp	مَيدَان	N;MASC;PL	N;NOM;DEF;PL
festa	حفلة	festa	حَفلَة	N;FEM;SG	N;NOM;INDF;SG
festa	الطرف	festa	طَرَف	N;FEM;SG	N;NOM;DEF;SG
festa	حزب	festa	حِزب	N;FEM;SG	N;NOM;INDF;SG
festa	حفل	festa	حَفل	N;FEM;SG	N;NOM;INDF;SG
festa	الحزب	festa	حِزب	N;FEM;SG	N;NOM;DEF;SG
soldats	جنود	soldat	جُندِيّ	N;MASC;PL	N;NOM;INDF;PL
soldats	الجنود	soldat	جُندِيّ	N;MASC;PL	N;NOM;DEF;PL
comissió	اللجنة	comissió	لَجنَة	N;FEM;SG	N;NOM;DEF;SG
comissió	عمولة	comissió	عُمُولَة	N;FEM;SG	N;NOM;INDF;SG
soviètica	السوفييتية	soviètic	سُوفيِيتِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
soviètica	السوفياتي	soviètic	سُوفيَاتِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
arxiu	الارشيف	arxiu	اَلأَرشِيف	N;MASC;SG	N;NOM;DEF;SG
arxiu	ملف	arxiu	مِلَفّ	N;MASC;SG	N;NOM;INDF;SG
arxiu	الملف	arxiu	مِلَفّ	N;MASC;SG	N;NOM;DEF;SG
arribada	وصول	arribada	وُصُول	N;FEM;SG	N;NOM;INDF;SG
arribada	الوصول	arribada	وُصُول	N;FEM;SG	N;NOM;DEF;SG
línies	السطور	línia	سُطُور	N;FEM;PL	N;NOM;DEF;PL
línies	الخطوط	línia	خَطّ	N;FEM;PL	N;NOM;DEF;PL
línies	خطوط	línia	خَطّ	N;FEM;PL	N;NOM;INDF;PL
germans	الاخوان	germà	أَخ	N;MASC;PL	N;NOM;DEF;PL
objectes	الاجسام	objecte	جِسم	N;MASC;PL	N;NOM;DEF;PL
moderna	حديثة	modern	حَدِيث	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
moderna	الحديثة	modern	حَدِيث	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
artistes	للفنانين	artista	لِ	N;PL	N;NOM;DEF;PL
artistes	الفنانين	artista	فَنَّان	N;PL	N;NOM;DEF;PL
entitats	الكيانات	entitat	كِيَانَة	N;FEM;PL	N;NOM;DEF;PL
entitats	كيانات	entitat	كِيَان	N;FEM;PL	N;NOM;INDF;PL
fase	الطور	fase	طُور	N;FEM;SG	N;NOM;DEF;SG
fase	المرحلة	fase	مَرحَلَة	N;FEM;SG	N;NOM;DEF;SG
fase	مرحلة	fase	مَرحَلَة	N;FEM;SG	N;NOM;INDF;SG
amor	العشق	amor	عِشق	N;MASC;SG	N;NOM;DEF;SG
amor	حب	amor	حُبّ	N;MASC;SG	N;NOM;INDF;SG
amor	الحب	amor	حُبّ	N;MASC;SG	N;NOM;DEF;SG
ciències	العلوم	ciència	عِلم	N;FEM;PL	N;NOM;DEF;PL
ciències	علوم	ciència	عِلم	N;FEM;PL	N;NOM;INDF;PL
pis	طابق	pis	طَابِق	N;MASC;SG	N;NOM;INDF;SG
pis	الطابق	pis	طَابِق	N;MASC;SG	N;NOM;DEF;SG
darrer	الاخيرة	darrer	أَخِير	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
darrer	اخر	darrer	آخَر	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
darrer	اخير	darrer	أَخِير	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
darrer	الاخير	darrer	أَخِير	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
defunció	الموت	defunció	مَوت	N;FEM;SG	N;NOM;DEF;SG
defunció	الوفاة	defunció	وَفَاة	N;FEM;SG	N;NOM;DEF;SG
defunció	وفاة	defunció	وَفَاة	N;FEM;SG	N;NOM;INDF;SG
cursa	السباق	cursa	سِبَاق	N;FEM;SG	N;NOM;DEF;SG
cursa	سباق	cursa	سِبَاق	N;FEM;SG	N;NOM;INDF;SG
cursa	العرق	cursa	عِرق	N;FEM;SG	N;NOM;DEF;SG
doble	مزدوج	doble	مزدوج	ADJ;SG	ADJ;NOM;INDF;MASC;SG
doble	مزدوجة	doble	مُزدَوِج	ADJ;SG	ADJ;NOM;INDF;FEM;SG
doble	مضاعف	doble	مَضعِف	ADJ;SG	ADJ;NOM;INDF;MASC;SG
distància	المسافة	distància	مَسَافَة	N;FEM;SG	N;NOM;DEF;SG
distància	البعد	distància	بُعد	N;FEM;SG	N;NOM;DEF;SG
distància	مسافة	distància	مَسَافَة	N;FEM;SG	N;NOM;INDF;SG
econòmica	اقتصادية	econòmic	اِقتِصَادِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
traducció	ترجمة	traducció	تَرجَمَة	N;FEM;SG	N;NOM;INDF;SG
traducció	الترجمة	traducció	تَرجَمَة	N;FEM;SG	N;NOM;DEF;SG
termes	المصطلحات	terme	مُصطَلَح	N;MASC;PL	N;NOM;DEF;PL
termes	الشروط	terme	شَرط	N;MASC;PL	N;NOM;DEF;PL
termes	شروط	terme	شَرط	N;MASC;PL	N;NOM;INDF;PL
consta	تتكون	constar	تَكَوَّن	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
consta	يتالف	constar	تَالف	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
consta	يتكون	constar	تَكَوَّن	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
joves	صغار	jove	صَغِير	N;PL	N;NOM;INDF;PL
normal	طبيعي	normal	طَبِيعِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
normal	عادي	normal	عَادِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
botiga	محل	botiga	مَحَلّ	N;FEM;SG	N;NOM;INDF;SG
botiga	محلا	botiga	مَحَلّ	N;FEM;SG	N;ACC;INDF;SG
botiga	مخزن	botiga	مَخزَن	N;FEM;SG	N;NOM;INDF;SG
botiga	المخزن	botiga	مَخزَن	N;FEM;SG	N;NOM;DEF;SG
botiga	المتجر	botiga	مُتَجَرِّر	N;FEM;SG	N;NOM;DEF;SG
botiga	تخزين	botiga	تَخزِين	N;FEM;SG	N;NOM;INDF;SG
vots	اصوات	vot	صَوت	N;MASC;PL	N;NOM;INDF;PL
vots	الاصوات	vot	صَوت	N;MASC;PL	N;NOM;DEF;PL
llarga	طويلا	llarg	طَوِيل	ADJ;FEM;SG	ADJ;ACC;INDF;MASC;SG
llarga	طويلة	llarg	طَوِيل	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
llarga	طويل	llarg	طَوِيل	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
regions	مناطق	regió	مِنطَقَة	N;FEM;PL	N;NOM;INDF;PL
regions	المناطق	regió	مِنطَقَة	N;FEM;PL	N;NOM;DEF;PL
industrial	صناعي	industrial	صِنَاعِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
industrial	صناعية	industrial	صِنَاعِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
industrial	الصناعية	industrial	صِنَاعِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
element	العنصر	element	عُنصُر	N;MASC;SG	N;NOM;DEF;SG
element	عنصر	element	عُنصُر	N;MASC;SG	N;NOM;INDF;SG
pàgines	صفحات	pàgina	صَفحَة	N;FEM;PL	N;NOM;INDF;PL
pàgines	الصفحات	pàgina	صَفحَة	N;FEM;PL	N;NOM;DEF;PL
artista	فنان	artista	فَنّ	N;SG	N;NOM;INDF;SG
artista	الفنان	artista	فَنَّان	N;SG	N;NOM;DEF;SG
artista	فنانة	artista	فَنَّانَة	N;SG	N;NOM;INDF;SG
mida	المقاس	mida	مَقَاس	N;FEM;SG	N;NOM;DEF;SG
mida	الحجم	mida	حَجم	N;FEM;SG	N;NOM;DEF;SG
mida	حجم	mida	حَجم	N;FEM;SG	N;NOM;INDF;SG
secretari	سكرتيرة	secretari	سِكرِتِيرَة	N;MASC;SG	N;NOM;INDF;SG
secretari	الامين	secretari	أَمِين	N;MASC;SG	N;NOM;DEF;SG
secretari	سكرتير	secretari	سِكرِتِير	N;MASC;SG	N;NOM;INDF;SG
secretari	السكرتير	secretari	سِكرِتِير	N;MASC;SG	N;NOM;DEF;SG
objecte	الكائن	objecte	كَائِن	N;MASC;SG	N;NOM;DEF;SG
objecte	جسم	objecte	جَسم	N;MASC;SG	N;NOM;INDF;SG
esposa	الزوجة	esposar	زَوجَة	N;FEM;SG	N;NOM;DEF;SG
esposa	زوجة	esposar	زَوجَة	N;FEM;SG	N;NOM;INDF;SG
rep	يستلم	rebre	اِستَلَم	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
rep	يستقبل	rebre	اِستَقبَل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
rep	تتلقى	rebre	تَلَقَّى	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
rep	يتلقى	rebre	تَلَقَّى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
materials	المواد	material	مَادَّة	N;MASC;PL	N;NOM;DEF;PL
materials	مواد	material	مَادَّة	N;MASC;PL	N;NOM;INDF;PL
roca	الصخرة	roca	صُخرَة	N;FEM;SG	N;NOM;DEF;SG
roca	صخرة	roca	صُخرَة	N;FEM;SG	N;NOM;INDF;SG
notes	الملاحظات	nota	مُلَاحَظَة	N;FEM;PL	N;NOM;DEF;PL
notes	ملاحظات	nota	مُلَاحَظَة	N;FEM;PL	N;NOM;INDF;PL
usuari	مستخدم	usuari	مُستَخدَم	N;MASC;SG	N;NOM;INDF;SG
usuari	المستخدم	usuari	مُستَخدَم	N;MASC;SG	N;NOM;DEF;SG
usuari	مستعمل	usuari	مُستَعمَل	N;MASC;SG	N;NOM;INDF;SG
hivern	الشتاء	hivern	شِتَاء	N;MASC;SG	N;NOM;DEF;SG
hivern	شتاء	hivern	شِتَاء	N;MASC;SG	N;NOM;INDF;SG
paraules	الكلمات	paraula	كَلِمَة	N;FEM;PL	N;NOM;DEF;PL
paraules	كلمات	paraula	كَلِمَة	N;FEM;PL	N;NOM;INDF;PL
temperatura	الحرارة	temperatura	حَرَارَة	N;FEM;SG	N;NOM;DEF;SG
contingut	محتوى	contingut	مُحتَوَى	N;MASC;SG	N;NOM;INDF;SG
contingut	المحتوى	contingut	المحتوى	N;MASC;SG	N;NOM;DEF;SG
contingut	المضمون	contingut	المضمون	N;MASC;SG	N;NOM;DEF;SG
evolució	التطور	evolució	تَطَوُّر	N;FEM;SG	N;NOM;DEF;SG
evolució	تطور	evolució	تَطَوُّر	N;FEM;SG	N;NOM;INDF;SG
representació	التمثيل	representació	تَمثِيل	N;FEM;SG	N;NOM;DEF;SG
representació	تمثيل	representació	تَمثِيل	N;FEM;SG	N;NOM;INDF;SG
cantant	مغني	cantant	مَغِين	N;SG	N;NOM;INDF;SG
cantant	المغني	cantant	مَغَنِيّ	N;SG	N;NOM;DEF;SG
cantant	غناء	cantant	غناء	N;SG	N;NOM;INDF;SG
cantant	الغناء	cantant	غِنَاء	N;SG	N;NOM;DEF;SG
existència	الوجود	existència	وُجُود	N;FEM;SG	N;NOM;DEF;SG
llibertat	حرية	llibertat	حُرِّيَّة	N;FEM;SG	N;NOM;INDF;SG
llibertat	الحرية	llibertat	حُرِّيَّة	N;FEM;SG	N;NOM;DEF;SG
plantilla	قالب	plantilla	قَالِب	N;FEM;SG	N;NOM;INDF;SG
plantilla	القالب	plantilla	قَالِب	N;FEM;SG	N;NOM;DEF;SG
malaltia	المرض	malaltia	مَرَض	N;FEM;SG	N;NOM;DEF;SG
malaltia	مرض	malaltia	مَرَض	N;FEM;SG	N;NOM;INDF;SG
elemental	ابتدائية	elemental	اِبتِدَائِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
elemental	الابتدائية	elemental	اِبتِدَائِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
rius	الانهار	riu	إِنهَار	N;MASC;PL	N;NOM;DEF;PL
produeix	تنتج	produir	أَنتَج	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
produeix	ينتج	produir	أَنتَج	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
tron	العرش	tron	عَرش	N;MASC;SG	N;NOM;DEF;SG
torneig	البطولة	torneig	بُطُولَة	N;MASC;SG	N;NOM;DEF;SG
torneig	بطولة	torneig	بُطُولَة	N;MASC;SG	N;NOM;INDF;SG
salut	الصحة	salut	صِحَّة	N;FEM;SG	N;NOM;DEF;SG
salut	صحة	salut	صِحَّة	N;FEM;SG	N;NOM;INDF;SG
crítica	الانتقاد	crítica	اِنتِقَاد	N;FEM;SG	N;NOM;DEF;SG
crítica	انتقاد	crítica	اِنتِقَاد	N;FEM;SG	N;NOM;INDF;SG
crítica	نقد	crítica	نَقد	N;FEM;SG	N;NOM;INDF;SG
crítica	النقد	crítica	نَقد	N;FEM;SG	N;NOM;DEF;SG
crítica	نقد	crítica	نَقد	N;FEM;SG	N;NOM;INDF;SG
oficina	المكتب	oficina	مَكتَب	N;FEM;SG	N;NOM;DEF;SG
oficina	مكتب	oficina	مَكتَب	N;FEM;SG	N;NOM;INDF;SG
oficina	المنصب	oficina	مَنصِب	N;FEM;SG	N;NOM;DEF;SG
efectes	التاثيرات	efecte	تَاثِير	N;MASC;PL	N;NOM;DEF;PL
efectes	تاثيرات	efecte	تَاثِير	N;MASC;PL	N;NOM;INDF;PL
hora	الساعة	hora	سَاعَة	N;FEM;SG	N;NOM;DEF;SG
hora	ساعة	hora	سَاعَة	N;FEM;SG	N;NOM;INDF;SG
estadi	استاد	estadi	استاد	N;MASC;SG	N;NOM;INDF;SG
estadi	ملعب	estadi	مَلعَب	N;MASC;SG	N;NOM;INDF;SG
estadi	الملعب	estadi	مَلعَب	N;MASC;SG	N;NOM;DEF;SG
estadi	ملعب	estadi	مَلعَب	N;MASC;SG	N;NOM;INDF;SG
barranc	المجرى	barranc	مَجرَى	N;MASC;SG	N;NOM;DEF;SG
hospital	المشفى	hospital	مُشِفِّيّ	N;MASC;SG	N;NOM;DEF;SG
hospital	مستشفي	hospital	مُستَشفَى	N;MASC;SG	N;NOM;INDF;SG
