irmandade	veljeskunta	irmandade	veljes#kunta	N	N;NOM;SG
seguise	oli	seguir	olla	V	V;IND;SG;3;PST;FIN;ACT
seguise	ottaa	seguir	ottaa	V	V;IND;SG;3;PRS;FIN;ACT
seguise	ota	seguir	ottaa	V	V;IMP;SG;2;FIN;ACT
seguise	otetaan	seguir	ottaa	V	V;IND;PRS;FIN;PASS
vendía	myi	vendía	myydä	V	V;IND;SG;3;PST;FIN;ACT
vendía	myyty	vendía	myydä	V	V;NOM;SG;V.PTCP;PASS
vendía	myydään	vendía	myydä	V	V;IND;PRS;FIN;PASS
decatámonos	tajusi	decatámonos	tajuta	V	V;IND;SG;3;PST;FIN;ACT
poemas	runoja	poema	runo	N	N;PRT;PL
coñecedes	tietää	coñecede	tietää	V	V;IND;SG;PRS;FIN;ACT
coñecedes	tiedä	coñecede	tietää	V	V;IMP;SG;2;FIN;ACT
ensaios	oikeudenkäynnit	ensalo	oikeuden#käynti	N	N;NOM;PL
ensaios	kokeet	ensalo	koe	N	N;NOM;PL
táboa	rikki	táboa	rikki	N	N;NOM;SG
errada	väärä	errada	väärä	ADJ	ADJ;NOM;SG
illamento	eristäminen	illamento	eristäminen	N	N;NOM;SG
illamento	eristyksissä	illamento	eristys	N	N;IN+ESS;PL
aparellos	laitteita	aparello	laite	N	N;PRT;PL
aparellos	laitteiden	aparello	laite	N	N;GEN;PL
aparellos	laitteet	aparello	laite	N	N;NOM;PL
negociacións	neuvotteluihin	negociación	neuvottelu	N	N;IN+ALL;PL
negociacións	neuvotteluja	negociación	neuvottelu	N	N;PRT;PL
negociacións	neuvottelut	negociación	neuvottelu	N	N;NOM;PL
competición	kilpailun	competición	kilpailu	N	N;GEN;SG
competición	kilpailu	competición	kilpailu	N	N;NOM;SG
finxir	teeskennellä	finxir	teeskennellä	V	V;SG;NFIN;ACT
posicións	asemat	posición	asema	N	N;NOM;PL
aplicar	sovelletaan	aplicar	soveltaa	V	V;IND;PRS;FIN;PASS
aplicar	soveltaa	aplicar	soveltaa	V	V;SG;NFIN;ACT
positiva	positiiviset	positivo	positiivinen	ADJ	ADJ;NOM;PL
positiva	myönteinen	positivo	myönteinen	ADJ	ADJ;NOM;SG
positiva	positiivinen	positivo	positiivinen	ADJ	ADJ;NOM;SG
positiva	positiivista	positivo	positiivinen	ADJ	ADJ;PRT;SG
sufrín	kärsi	sufrín	kärsiä	V	V;IND;SG;3;PST;FIN;ACT
sufrín	kärsineet	sufrín	kärsiä	V	V;NOM;PL;V.PTCP;ACT
sufrín	kärsinyt	sufrín	kärsiä	V	V;NOM;SG;V.PTCP;ACT
seriamente	oikeesti	seriamente	oikeasti	ADV	ADV
seriamente	vakavasti	seriamente	vakavasti	ADV	ADV
ecuación	yhtälö	ecuación	yhtälö	N	N;NOM;SG
axudas	apua	axuda	apu	N	N;PRT;SG
axudas	ohje	axuda	ohje	N	N;NOM;SG
típica	tyypillistä	típico	tyypillinen	ADJ	ADJ;PRT;SG
típica	tyypillisiä	típico	tyypillinen	ADJ	ADJ;PRT;PL
típica	tyypillinen	típico	tyypillinen	ADJ	ADJ;NOM;SG
deixara	oli	deixar	olla	V	V;IND;SG;3;PST;FIN;ACT
rematan	päättyy	rematar	päättyä	V	V;IND;SG;3;PRS;FIN;ACT
rematan	päättynyt	rematar	päättyä	V	V;NOM;SG;V.PTCP;ACT
xenocidio	kansanmurhan	xenocidio	kansan#murha	N	N;GEN;SG
xenocidio	kansanmurha	xenocidio	kansan#murha	N	N;NOM;SG
nixeria	nigerian	nixeria	nigeria	N	N;GEN;SG
nixeria	nigeriassa	nixeria	nigeria	N	N;IN+ESS;SG
casco	kypärä	casco	kypärä	N	N;NOM;SG
casco	kypärää	casco	kypärä	N	N;PRT;SG
refiro	tarkoita	referir	tarkoittaa	V	V;IMP;SG;2;FIN;ACT
africana	afrikkalainen	africano	afrikkalainen	ADJ	ADJ;NOM;SG
paisaxes	maisemat	paisaxe	maisema	N	N;NOM;PL
paisaxes	maisemia	paisaxe	maisema	N	N;PRT;PL
recoñeceu	tunnustettu	recoñecer	tunnustaa	V	V;NOM;SG;V.PTCP;PASS
recoñeceu	tunnistin	recoñecer	tunnistaa	V	V;IND;SG;1;PST;FIN;ACT
recoñeceu	tunnisti	recoñecer	tunnistaa	V	V;IND;SG;3;PST;FIN;ACT
fragmentos	sirpaleita	fragmento	sirpale	N	N;PRT;PL
atrapar	nappaa	atrapar	napa	V	V;IMP;SG;2;PRS;FIN;ACT
morrían	kuolin	morrer	kuolla	V	V;IND;SG;1;PST;FIN;ACT
morrían	kuoli	morrer	kuolla	V	V;IND;SG;3;PST;FIN;ACT
morrían	kuolivat	morrer	kuolla	V	V;IND;PL;3;PST;FIN;ACT
existente	nykyiset	existente	nykyinen	ADJ	ADJ;NOM;PL
electrónica	sähköiset	electrónico	sähköinen	ADJ	ADJ;NOM;PL
electrónica	sähköisen	electrónico	sähköinen	ADJ	ADJ;GEN;SG
electrónica	sähköinen	electrónico	sähköinen	ADJ	ADJ;NOM;SG
electrónica	elektroninen	electrónico	elektroninen	ADJ	ADJ;NOM;SG
electrónica	elektroniset	electrónico	elektroninen	ADJ	ADJ;NOM;PL
eficacia	tehon	eficacia	teho	N	N;GEN;SG
eficacia	teho	eficacia	teho	N	N;NOM;SG
eficacia	tehokkuus	eficacia	tehokkuus	N	N;NOM;SG
eficacia	tehokkuutta	eficacia	tehokkuus	N	N;PRT;SG
eficacia	tehoa	eficacia	teho	N	N;PRT;SG
eficacia	tehokkuutta	eficacia	tehokkuus	N	N;PRT;SG
eficacia	tehokkuus	eficacia	tehokkuus	N	N;NOM;SG
eficacia	tehokkuuden	eficacia	tehokkuus	N	N;GEN;SG
debuxar	piirrä	debuxar	piirrä	V	V;IMP;SG;2;FIN;ACT
debuxar	piirtää	debuxar	piirtää	V	V;IND;SG;FIN;ACT
debuxar	piirtää	debuxar	piirtää	V	V;IND;SG;FIN;ACT
balea	valaan	balea	valaa	N	N;GEN;SG
balea	valasta	balea	vala	N	N;IN+ABL;SG
balea	valas	balea	valas	N	N;NOM;SG
tráxico	traagista	tráxico	traagi	ADJ	ADJ;PRT;SG
tráxico	traaginen	tráxico	traaginen	ADJ	ADJ;NOM;SG
rexeita	kieltäytyy	rexeitar	kieltäytyä	V	V;IND;SG;3;PRS;FIN;ACT
biolóxico	biologinen	biolóxico	biologinen	ADJ	ADJ;NOM;SG
abren	avaa	abren	avata	V	V;IMP;SG;2;FIN;ACT
variedade	lajikkeen	variedade	lajike	N	N;GEN;SG
caribe	karibian	caribe	karibia	N	N;GEN;SG
recuperación	toipuminen	recuperación	toipuminen	N	N;NOM;SG
recuperación	toipumista	recuperación	toipuminen	N	N;PRT;SG
recuperación	hyödyntäminen	recuperación	hyödyntäminen	N	N;NOM;SG
recuperación	elpymisen	recuperación	elpyminen	N	N;GEN;SG
recuperación	palautus	recuperación	palautus	N	N;NOM;SG
contaminación	pilaantuminen	contaminación	pilaantuminen	N	N;NOM;SG
contaminación	pilaantumisen	contaminación	pilaantuminen	N	N;GEN;SG
contaminación	saastuminen	contaminación	saastuminen	N	N;NOM;SG
contaminación	saasteet	contaminación	saaste	N	N;NOM;PL
pedazos	palasia	pedazo	palanen	N	N;PRT;PL
pedazos	kpl	pedazo	kpl	N	N;GEN;SG
pedazos	palat	pedazo	palat	N	N;NOM;PL
minte	valehtelee	minte	valehdella	V	V;IND;SG;3;PRS;FIN;ACT
minte	valehdella	minte	valehti	V	V;SG;NFIN;ACT
minte	valehtele	minte	valehtele	V	V;IMP;SG;2;FIN;ACT
exercicios	harjoituksia	exercicio	harjoitus	N	N;PRT;PL
exercicios	harjoitukset	exercicio	harjoitus	N	N;NOM;PL
lixeiramente	hieman	lixeiramente	hieman	ADV	ADV
lixeiramente	hiukan	lixeiramente	hiukan	ADV	ADV
ventos	tuulia	vento	tuuli	N	N;PRT;PL
ventos	tuulet	vento	tuuli	N	N;NOM;PL
atopen	löydä	atopar	löydä	V	V;IMP;SG;2;FIN;ACT
atopen	etsi	atopar	etsiä	V	V;IMP;SG;2;FIN;ACT
atopen	etsiä	atopar	etsiä	V	V;SG;NFIN;ACT
atopen	löytää	atopar	löytää	V	V;SG;NFIN;ACT
fundación	säätiö	fundación	säätiö	N	N;NOM;SG
fundación	säätiön	fundación	säätiö	N	N;GEN;SG
fundación	perusta	fundación	perusta	N	N;NOM;SG
construir	rakentaa	construir	rakentaa	V	V;SG;NFIN;ACT
construir	rakenna	construir	rakenna	V	V;IMP;SG;2;FIN;ACT
tarda	vaatii	tarda	vaatia	V	V;IND;SG;3;PRS;FIN;ACT
traballaban	työskennellyt	traballar	työskennellä	V	V;NOM;SG;V.PTCP;ACT
traballaban	työskenteli	traballar	työskennellä	V	V;IND;SG;3;PST;FIN;ACT
traballaban	toiminut	traballar	toimia	V	V;NOM;SG;V.PTCP;ACT
tiveran	oli	ter	olla	V	V;IND;SG;3;PST;FIN;ACT
ainda	vielä	ainda	vielä	ADV	ADV
ainda	vieläkin	ainda	vieläkin	ADV	ADV
ainda	edelleen	ainda	edelleen	ADV	ADV
ainda	yhä	ainda	yhä	ADV	ADV
usala	käyttää	usalar	käyttää	V	V;IND;SG;PRS;FIN;ACT
usala	käytä	usalar	käyttää	V	V;IMP;SG;2;FIN;ACT
usala	käytettävä	usalar	käyttää	V	V;NOM;SG;V.PTCP;PASS
optimista	optimistinen	optimista	optimistinen	ADJ	ADJ;NOM;SG
medran	kasva	medrar	kasva	V	V;IMP;SG;2;FIN;ACT
medran	kasvaa	medrar	kasvaa	V	V;IND;SG;3;PRS;FIN;ACT
medran	kasvata	medrar	kasvattaa	V	V;IMP;SG;2;FIN;ACT
medran	kasvattaa	medrar	kasvattaa	V	V;IND;SG;3;PRS;FIN;ACT
cadela	koiran	cadela	koira	N	N;GEN;SG
cadela	koira	cadela	koira	N	N;NOM;SG
cadela	narttu	cadela	narttu	N	N;NOM;SG
cadela	akka	cadela	akka	N	N;NOM;SG
encantaríame	rakastaa	encantaríame	rakastaa	V	V;IND;SG;3;PRS;FIN;ACT
virtude	hyve	virtude	hyve	N	N;NOM;SG
perigos	vaaroja	perigo	vaara	N	N;PRT;PL
perigos	vaarat	perigo	vaara	N	N;NOM;PL
intencións	aikeet	intención	aie	N	N;NOM;PL
intencións	aikeita	intención	aie	N	N;PRT;PL
cursos	kurssit	curso	kurssi	N	N;NOM;PL
cursos	kurssien	curso	kurssi	N	N;GEN;PL
cursos	kursseja	curso	kurssi	N	N;PRT;PL
cursos	seminaarit	curso	seminaari	N	N;NOM;PL
cursos	seminaareja	curso	seminaari	N	N;PRT;PL
herbas	ruohoa	herba	ruoho	N	N;PRT;SG
herbas	ruoho	herba	ruoho	N	N;NOM;SG
herbas	yrttejä	herba	yrtti	N	N;PRT;PL
computadora	tietokoneet	computar	tieto#kone	N	N;NOM;PL
computadora	tietokone	computar	tieto#kone	N	N;NOM;SG
computadora	tietokoneen	computar	tieto#kone	N	N;GEN;SG
arquitecto	arkkitehti	arquitecto	arkkitehti	N	N;NOM;SG
catedral	katedraali	catedral	katedraali	N	N;NOM;SG
comparar	vertaa	comparar	vertaa	V	V;IMP;SG;2;FIN;ACT
comparar	vertailla	comparar	vertailla	V	V;SG;NFIN;ACT
comparar	verrata	comparar	verrata	V	V;SG;NFIN;ACT
manexar	käsittele	manexar	käsitellä	V	V;IMP;SG;2;FIN;ACT
manexar	hoitaa	manexar	hoitaa	V	V;IND;SG;3;PRS;FIN;ACT
española	espanjalainen	español	espanjalainen	ADJ	ADJ;NOM;SG
xogador	pelaajan	xogador	pelaaja	N	N;GEN;SG
xogador	pelaaja	xogador	pelaaja	N	N;NOM;SG
xogador	peluri	xogador	peluri	N	N;NOM;SG
xogador	uhkapeluri	xogador	uhka#peluri	N	N;NOM;SG
computadores	tietokoneita	computador	tieto#kone	N	N;PRT;PL
computadores	tietokoneet	computador	tieto#kone	N	N;NOM;PL
durmía	nuku	durmía	nukkua	V	V;IMP;SG;2;FIN;ACT
durmía	nukkua	durmía	nukkua	V	V;SG;NFIN;ACT
durmía	nukkui	durmía	nukkua	V	V;IND;SG;3;PST;FIN;ACT
durmía	nukkunut	durmía	nukkua	V	V;NOM;SG;V.PTCP;ACT
bacteria	bakteeri	bacteria	bakteeri	N	N;NOM;SG
bacteria	bakteerit	bacteria	bakteeri	N	N;NOM;PL
bacteria	bakteeri	bacteria	bakteeri	N	N;NOM;SG
élle	välitä	élle	välittää	V	V;IMP;SG;2;FIN;ACT
entren	hanki	entren	hankkia	V	V;IMP;SG;2;FIN;ACT
entren	saada	entren	saada	V	V;SG;NFIN;ACT
entren	saa	entren	saada	V	V;IND;SG;0;PRS;FIN;ACT
entren	hae	entren	hakea	V	V;IMP;SG;2;FIN;ACT
parentes	sukulaiset	parente	suku#lainen	N	N;NOM;PL
parentes	sukulaisia	parente	suku#lainen	N	N;PRT;PL
bailes	tanssit	baile	tanssi	N	N;NOM;PL
empezaron	alkanut	empezar	alkaa	V	V;NOM;SG;V.PTCP;ACT
empezaron	alkoi	empezar	alkaa	V	V;IND;SG;3;PST;FIN;ACT
empezaron	aloitti	empezar	aloittaa	V	V;IND;SG;3;PST;FIN;ACT
empezaron	aloitettu	empezar	aloittaa	V	V;NOM;SG;V.PTCP;PASS
estadio	stadion	estadio	stadion	N	N;NOM;SG
estadio	stadium	estadio	stadium	N	N;NOM;SG
estadio	arena	estadio	arena	N	N;NOM;SG
estadio	areenalla	estadio	areena	N	N;AT+ESS
;SG
estadio	areena	estadio	are	N	N;NOM;SG
obstáculos	esteitä	obstáculo	este	N	N;PRT;PL
obstáculos	esteet	obstáculo	este	N	N;NOM;PL
sinxelamente	yksinkertaisesti	sinxelamente	yksinkertaisesti	ADV	ADV
sinxelamente	vain	sinxelamente	vain	ADV	ADV
variedades	lajikkeiden	variedade	lajike	N	N;GEN;PL
variedades	lajikkeet	variedade	lajike	N	N;NOM;PL
hamburguesa	hampurilainen	hamburguesa	hampurilainen	N	N;NOM;SG
hamburguesa	hampurilaisen	hamburguesa	hampurilainen	N	N;GEN;SG
deitados	valehtelu	deitado	valehtelu	N	N;NOM;SG
razas	sateen	raza	sade	N	N;GEN;SG
razas	sataa	raza	sataa	N	N;PRT;SG
razas	sade	raza	sade	N	N;NOM;SG
razas	sadetta	raza	sade	N	N;PRT;SG
declarou	ilmoitettu	declarar	ilmoittaa	V	V;NOM;SG;V.PTCP;PASS
declarou	julisti	declarar	julistaa	V	V;IND;SG;3;PST;FIN;ACT
declarou	julistettiin	declarar	julistaa	V	V;IND;PST;FIN;PASS
declarou	julistettu	declarar	julistaa	V	V;NOM;SG;V.PTCP;PASS
pulmón	keuhkot	pulmón	keuhko	N	N;NOM;PL
pulmón	keuhko	pulmón	keuhko	N	N;NOM;SG
detectar	havaitse	detectar	havaita	V	V;IMP;SG;2;FIN;ACT
detectar	havaita	detectar	havaita	V	V;SG;NFIN;ACT
cambiará	vaihda	cambiar	vaihda	V	V;IMP;SG;2;FIN;ACT
cambiará	muuttaa	cambiar	muuttaa	V	V;SG;NFIN;ACT
catástrofe	katastrofi	catástrofe	katastrofi	N	N;NOM;SG
descuberta	löydetty	descuberta	löytää	V	V;NOM;SG;V.PTCP;PASS
descuberta	löydettiin	descuberta	löytää	V	V;IND;PST;FIN;PASS
voluntario	vapaaehtoistyö	voluntario	vapaa#ehtois#työ	N	N;NOM;SG
ombro	olkapää	ombro	olka#pää	N	N;NOM;SG
sentenza	lause	sentenza	lause	N	N;NOM;SG
sentenza	virke	sentenza	virke	N	N;NOM;SG
sentenza	tuomio	sentenza	tuomio	N	N;NOM;SG
moralmente	moraalisesti	moral	moraalisesti	ADV	ADV
construímos	rakensi	construír	rakentaa	V	V;IND;SG;3;PST;FIN;ACT
construímos	rakennettu	construír	rakentaa	V	V;NOM;SG;V.PTCP;PASS
cambiamos	muutettu	cambiar	muuttaa	V	V;NOM;SG;V.PTCP;PASS
cambiamos	muuttunut	cambiar	muuttua	V	V;NOM;SG;V.PTCP;ACT
cambiamos	muutti	cambiar	muuttaa	V	V;IND;SG;3;PST;FIN;ACT
cambiamos	vaihdettu	cambiar	vaihtaa	V	V;NOM;SG;V.PTCP;PASS
cambiamos	vaihda	cambiar	vaihda	V	V;IMP;SG;2;FIN;ACT
cambiamos	muuttaa	cambiar	muuttaa	V	V;SG;NFIN;ACT
comparado	verrattuna	comparar	verrata	V	V;FRML;SG;V.PTCP;PASS
entendedes	ymmärrä	entendede	ymmärtää	V	V;IMP;SG;2;FIN;ACT
entendedes	ymmärtää	entendede	ymmärtää	V	V;IND;SG;3;PRS;FIN;ACT
creador	luoja	creador	luoja	N	N;NOM;SG
feixóns	papuja	feixón	papu	N	N;PRT;PL
feixóns	pavut	feixón	papu	N	N;NOM;PL
barras	tangot	barra	tankko	N	N;NOM;PL
barras	baareissa	barra	baari	N	N;IN+ESS;PL
barras	baarit	barra	baari	N	N;NOM;PL
barras	baareja	barra	baari	N	N;PRT;PL
eficiente	tehokasta	eficiente	tehokas	ADJ	ADJ;PRT;SG
eficiente	tehokas	eficiente	tehokas	ADJ	ADJ;NOM;SG
eficiente	tehokkaat	eficiente	tehokas	ADJ	ADJ;NOM;PL
concordo	hyväksy	concordo	hyväksyä	V	V;IMP;SG;2;FIN;ACT
concordo	sovittava	concordo	sopia	V	V;NOM;SG;V.PTCP;PASS
nenez	lapsuuden	nenez	lapsuus	N	N;GEN;SG
nenez	lapsuus	nenez	lapsuus	N	N;NOM;SG
nenez	lapsuudesta	nenez	lapsuus	N	N;IN+ABL;SG
vales	laaksot	val	laakso	N	N;NOM;PL
imaxinaba	ajattele	imaxinar	ajatella	V	V;IMP;SG;2;FIN;ACT
imaxinaba	mieti	imaxinar	mieti	V	V;IMP;SG;2;FIN;ACT
naturais	luonnolliset	natural	luonnollinen	ADJ	ADJ;NOM;PL
naturais	luonnollinen	natural	luonnollinen	ADJ	ADJ;NOM;SG
naturais	luonnollista	natural	luonnollinen	ADJ	ADJ;PRT;SG
valioso	arvokkaita	valioso	arvokas	ADJ	ADJ;PRT;PL
valioso	arvokas	valioso	arvokas	ADJ	ADJ;NOM;SG
valioso	arvokasta	valioso	arvokas	ADJ	ADJ;PRT;SG
caendo	kaatuu	caendo	kaatua	V	V;IND;SG;3;PRS;FIN;ACT
caendo	putoaa	caendo	pudota	V	V;IND;SG;3;PRS;FIN;ACT
lavadora	pesu	lavador	pesu	N	N;NOM;SG
lavadora	laite	lavador	laite	N	N;NOM;SG
lavadora	koneen	lavador	kone	N	N;GEN;SG
lavadora	kone	lavador	kone	N	N;NOM;SG
leña	puu	leñar	puu	N	N;NOM;SG
leña	puuta	leñar	puu	N	N;PRT;SG
leña	puusta	leñar	puu	N	N;IN+ABL;SG
deixará	poistu	deixar	poistua	V	V;IMP;SG;2;FIN;ACT
deixará	jätä	deixar	jättää	V	V;IMP;SG;2;FIN;ACT
xeada	frost	xeada	frost	N	N;NOM;SG
cráteres	kraattereita	cráteres	kraatteri	N	N;PRT;PL
cráteres	pommi	cráteres	pommi	N	N;NOM;SG
fadas	keiju	facer	keiju	N	N;NOM;SG
crearon	luotu	crear	luoda	V	V;NOM;SG;V.PTCP;PASS
crearon	loi	crear	luo	V	V;IND;SG;3;PST;FIN;ACT
crearon	luodut	crear	luoda	V	V;NOM;PL;V.PTCP;PASS
crearon	luonut	crear	luoda	V	V;NOM;SG;V.PTCP;ACT
crearon	luotiin	crear	luoda	V	V;IND;PST;FIN;PASS
gobernamental	valtio	gobernamental	valtio	N	N;NOM;SG
gobernamental	hallitus	gobernamental	hallitus	N	N;NOM;SG
gobernamental	hallituksen	gobernamental	hallitus	N	N;GEN;SG
viran	nähnyt	vir	nähdä	V	V;NOM;SG;V.PTCP;ACT
viran	nähty	vir	nähdä	V	V;NOM;SG;V.PTCP;PASS
viran	nähneet	vir	nähdä	V	V;NOM;PL;V.PTCP;ACT
matemática	matemaattinen	matemático	matemaattinen	ADJ	ADJ;NOM;SG
pílulas	pillereitä	pílula	pilleri	N	N;PRT;PL
contando	laskee	contar	laskea	V	V;IND;SG;3;PRS;FIN;ACT
leccións	tunnit	lección	tunti	N	N;NOM;PL
leccións	oppitunteja	lección	oppi#tunti	N	N;PRT;PL
fotógrafo	valokuvaaja	fotógrafo	valokuvaaja	N	N;NOM;SG
fotógrafo	kuvaaja	fotógrafo	kuvaaja	N	N;NOM;SG
rematara	oli	rematar	olla	V	V;IND;SG;3;PST;FIN;ACT
paquetes	pakkausta	paquete	pakkaus	N	N;PRT;SG
paquetes	pakkaukset	paquete	pakkaus	N	N;NOM;PL
paquetes	paketit	paquete	paketti	N	N;NOM;PL
paquetes	paketteja	paquete	paketti	N	N;PRT;PL
paquetes	pakkaukset	paquete	pakkaus	N	N;NOM;PL
detívose	pysähtyi	detívose	pysähtyä	V	V;IND;SG;3;PST;FIN;ACT
detívose	lopetti	detívose	lopettaa	V	V;IND;SG;3;PST;FIN;ACT
detívose	pysäytetty	detívose	pysäyttää	V	V;NOM;SG;V.PTCP;PASS
produciu	tuotetut	producir	tuotettu	V	V;NOM;PL;V.PTCP;PASS
produciu	tuotettu	producir	tuottaa	V	V;NOM;SG;V.PTCP;PASS
produciu	tuottanut	producir	tuottaa	V	V;NOM;SG;V.PTCP;ACT
vistas	näytä	vista	näyttää	V	V;IMP;SG;2;FIN;ACT
instrumentos	instrumentit	instrumento	instrumentti	N	N;NOM;PL
instrumentos	välineitä	instrumento	väline	N	N;PRT;PL
instrumentos	välineet	instrumento	väline	N	N;NOM;PL
unir	liittyä	unir	liittyä	V	V;SG;NFIN;ACT
unir	liity	unir	liittyä	V	V;IMP;SG;2;FIN;ACT
protagonista	päähenkilö	protagonista	pää#henkilö	N	N;NOM;SG
esqueceu	unohdin	esquecer	unohtaa	V	V;IND;SG;1;PST;FIN;ACT
esqueceu	unohti	esquecer	unohtaa	V	V;IND;SG;3;PST;FIN;ACT
esqueceu	unohdettu	esquecer	unohtaa	V	V;NOM;SG;V.PTCP;PASS
esqueceu	unohtanut	esquecer	unohtaa	V	V;NOM;SG;V.PTCP;ACT
esqueceu	unohtunut	esquecer	unohtua	V	V;NOM;SG;V.PTCP;ACT
cociñas	keittiöt	cociña	keittiö	N	N;NOM;PL
gravación	nauhoitus	gravación	nauhoitus	N	N;NOM;SG
gravación	kirjaaminen	gravación	kirjaaminen	N	N;NOM;SG
gravación	tallentaminen	gravación	tallentaminen	N	N;NOM;SG
gravación	tallennus	gravación	tallennus	N	N;NOM;SG
carriño	vaunun	carriño	vaunu	N	N;GEN;SG
carriño	vaunut	carriño	vaunu	N	N;NOM;PL
carriño	vaunu	carriño	vaunu	N	N;NOM;SG
dáche	antaa	dáche	antaa	V	V;IND;SG;3;PRS;FIN;ACT
gordos	rasvaa	gordo	rasva	N	N;PRT;SG
gordos	rasva	gordo	rasva	N	N;NOM;SG
gordos	läski	gordo	läski	N	N;NOM;SG
televisor	tv	televisor	tv	N	N;NOM;SG
televisor	televisio	televisor	televisio	N	N;NOM;SG
seguiron	seurasi	seguir	seurata	V	V;IND;SG;3;PST;FIN;ACT
seguiron	seurannut	seguir	seurata	V	V;NOM;SG;V.PTCP;ACT
seguiron	seurattu	seguir	seurata	V	V;NOM;SG;V.PTCP;PASS
seguiron	seurasin	seguir	seurata	V	V;IND;SG;1;PST;FIN;ACT
misterioso	salaperäinen	misterioso	sala#peräinen	ADJ	ADJ;NOM;SG
misterioso	mystinen	misterioso	mystinen	ADJ	ADJ;NOM;SG
quendas	vuoroja	quenda	vuoro	N	N;PRT;PL
obradoiros	työpajoja	obradoiro	työ#paja	N	N;PRT;PL
conseguen	hanki	conseguir	hankkia	V	V;IMP;SG;2;FIN;ACT
conseguen	saada	conseguir	saada	V	V;SG;NFIN;ACT
conseguen	saa	conseguir	saada	V	V;IND;SG;0;PRS;FIN;ACT
conseguen	hae	conseguir	hakea	V	V;IMP;SG;2;FIN;ACT
levaría	ottaa	levar	ottaa	V	V;IND;SG;3;PRS;FIN;ACT
levaría	ota	levar	ottaa	V	V;IMP;SG;2;FIN;ACT
levaría	otetaan	levar	ottaa	V	V;IND;PRS;FIN;PASS
ulises	odysseus	ulir	odysseus	N	N;NOM;SG
miserable	onneton	miserable	onneton	ADJ	ADJ;NOM;SG
miserable	kurja	miserable	kurja	ADJ	ADJ;NOM;SG
miserable	surkea	miserable	surkea	ADJ	ADJ;NOM;SG
órbita	kiertoradalta	órbita	kierto#rata	N	N;AT+ABL;SG
órbita	kiertoradalle	órbita	kierto#rata	N	N;AT+ALL;SG
apuntar	tähtää	apuntar	tähdätä	V	V;IND;SG;3;PRS;FIN;ACT
apuntar	tähdätä	apuntar	tähdätä	V	V;SG;NFIN;ACT
esmagar	murskasi	esmagar	murskata	V	V;IND;SG;3;PST;FIN;ACT
ofreceu	tarjosi	ofrecer	tarjota	V	V;IND;SG;3;PST;FIN;ACT
ofreceu	tarjottu	ofrecer	tarjota	V	V;NOM;SG;V.PTCP;PASS
ofreceu	tarjotaan	ofrecer	tarjota	V	V;IND;PRS;FIN;PASS
dificultade	vaikeuksia	dificultade	vaikeus	N	N;PRT;PL
dificultade	vaikeudet	dificultade	vaikeus	N	N;NOM;PL
dificultade	vaikeus	dificultade	vaikeus	N	N;NOM;SG
parlamento	parlamentin	parlamento	parlamentti	N	N;GEN;SG
parlamento	parlamentti	parlamento	parlamentti	N	N;NOM;SG
espellos	peilit	espello	peili	N	N;NOM;PL
espellos	peilejä	espello	peili	N	N;PRT;PL
rota	rikki	rota	rikki	N	N;NOM;SG
caixeiro	kassa	caixeiro	kassa	N	N;NOM;SG
caixeiro	laite	caixeiro	laite	N	N;NOM;SG
caixeiro	koneen	caixeiro	kone	N	N;GEN;SG
caixeiro	kone	caixeiro	kone	N	N;NOM;SG
alias	alias	alio	alias	N	N;NOM;SG
títulos	osastot	título	osasto	N	N;NOM;PL
títulos	otsikot	título	otsikko	N	N;NOM;PL
custos	kustannukset	custo	kustannus	N	N;NOM;PL
custos	kulut	custo	kulu	N	N;NOM;PL
custos	kustannukset	custo	kustannus	N	N;NOM;PL
custos	hinta	custo	hinta	N	N;NOM;SG
custos	kulut	custo	kulu	N	N;NOM;PL
custos	kustannus	custo	kustannus	N	N;NOM;SG
vehículos	ajoneuvot	vehículo	ajo#neuvo	N	N;NOM;PL
vehículos	ajoneuvojen	vehículo	ajo#neuvo	N	N;GEN;PL
metín	pistä	metín	pistää	V	V;IMP;SG;2;FIN;ACT
metín	laita	metín	laittaa	V	V;IMP;SG;2;FIN;ACT
metín	laittakaa	metín	laittaa	V	V;IMP;SG;2;FIN;ACT
soña	haaveilla	soña	haaveilla	V	V;SG;NFIN;ACT
consolo	lohtua	consolo	lohtua	N	N;PRT;SG
espíritos	henget	espírito	henki	N	N;NOM;PL
espíritos	henkiä	espírito	henkiä	N	N;PRT;PL
algures	jonnekin	algures	jonnekin	ADV	ADV
tornou	ryhdy	tornar	ryhtyä	V	V;IMP;SG;2;FIN;ACT
taberna	baariin	taberno	baari	N	N;IN+ALL;SG
taberna	baarissa	taberno	baari	N	N;IN+ESS;SG
taberna	baari	taberno	baari	N	N;NOM;SG
taberna	baarin	taberno	baari	N	N;GEN;SG
taberna	tavernassa	taberno	taverna	N	N;IN+ESS;SG
vapor	höyryä	vapor	höyry	N	N;PRT;SG
amarga	katkera	amargar	katkera	ADJ	ADJ;NOM;SG
afogar	hukuttaa	afogar	hukuttaa	V	V;SG;NFIN;ACT
afogar	hukkua	afogar	hukkua	V	V;SG;NFIN;ACT
afogar	hukkuu	afogar	hukkua	V	V;IND;SG;3;PRS;FIN;ACT
localizacións	sijainnit	localización	sijainti	N	N;NOM;PL
ditadura	diktatuuri	ditadura	diktatuuri	N	N;NOM;SG
