البني	brown	بَنِّيّ	brown	N;NOM;DEF;SG	N;MASC+FEM;SG
لاتينية	latijnse	لاتينية	Latijns	ADJ;NOM;INDF;FEM;SG	ADJ
لاتينية	latijns	لاتينية	latijn	ADJ;NOM;INDF;FEM;SG	ADJ
الممتلكات	eigendommen	مُمتَلَكَات	eigendom	N;NOM;DEF;PL	N;PL
الممتلكات	eigenschappen	مُمتَلَكَات	eigenschap	N;NOM;DEF;PL	N;PL
اتجاهات	tendensen	اِتِّجَاه	tendens	N;NOM;INDF;PL	N;PL
اتجاهات	trends	اِتِّجَاه	trends	N;NOM;INDF;PL	N;PL
الغاية	doel	غَايَة	doel	N;NOM;DEF;SG	N;NEUT;SG
باع	verkocht	بَاع	verkopen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
باع	verkochte	بَاع	verkopen	V;PFV;MASC;SG;3;ACT	V;SG;PST;FIN
الرعد	thunder	رَعد	thunder	N;NOM;DEF;SG	N;MASC+FEM;SG
الرعد	onweer	رَعد	onweer	N;NOM;DEF;SG	N;NEUT;SG
الرعد	donder	رَعد	donder	N;NOM;DEF;SG	N;MASC+FEM;SG
رسومات	tekeningen	رَسم	tekening	N;NOM;INDF;PL	N;PL
رسومات	grafieken	رَسم	grafiek	N;NOM;INDF;PL	N;PL
رسومات	graphics	رَسم	graphics	N;NOM;INDF;PL	N;PL
التغطية	dekking	تَغطِيَة	dekking	N;NOM;DEF;SG	N;MASC+FEM;SG
عقيد	kolonel	عَقِيد	kolonel	N;NOM;INDF;SG	N;MASC+FEM;SG
التراجع	aftocht	تَرَاجُع	aftocht	N;NOM;DEF;SG	N;MASC+FEM;SG
التراجع	terugtocht	تَرَاجُع	terugtocht	N;NOM;DEF;SG	N;MASC+FEM;SG
الزينة	decoratie	زِينَة	decoratie	N;NOM;DEF;SG	N;MASC+FEM;SG
الكلوي	nier	كُلُوِيّ	nier	N;NOM;DEF;SG	N;MASC+FEM;SG
الكلوي	renale	كُلُوِيّ	renale	N;NOM;DEF;SG	N;MASC+FEM;SG
السقف	plafond	سَقف	plafond	N;NOM;DEF;SG	N;NEUT;SG
السقف	dak	سَقف	dak	N;NOM;DEF;SG	N;NEUT;SG
فراغ	leegte	فَرَاغ	leegte	N;NOM;INDF;SG	N;MASC+FEM;SG
فراغ	leegte	فَرَاغ	leegte	N;NOM;INDF;SG	N;MASC+FEM;SG
فراغ	vacuüm	فَرَاغ	vacuüm	N;NOM;INDF;SG	N;NEUT;SG
الطاولة	tafel	طَاوِلَة	tafel	N;NOM;DEF;SG	N;MASC+FEM;SG
الطاولة	tafeltje	طَاوِلَة	tafel	N;NOM;DEF;SG	N;NEUT;SG
الطاولة	tabel	طَاوِلَة	tabel	N;NOM;DEF;SG	N;MASC+FEM;SG
الطاولة	backgammon	طَاوِلَة	backgammon	N;NOM;DEF;SG	N;MASC+FEM;SG
بلاط	tegel	بَلَاط	tegel	N;NOM;INDF;SG	N;MASC+FEM;SG
المرات	tijden	مَرَّة	tijd	N;NOM;DEF;PL	N;PL
تولد	geboren	تَوَلُّد	geboren	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;V.PTCP
تولد	fokken	تَوَلُّد	fokken	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
تولد	voortplanten	تَوَلُّد	voortplant	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
تولد	genereert	تَوَلُّد	genereren	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
تولد	genereren	تَوَلُّد	genereren	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
تمرير	rol	تَمرِير	rol	N;NOM;INDF;SG	N;MASC+FEM;SG
تمرير	geschrift	تَمرِير	geschrift	N;NOM;INDF;SG	N;NEUT;SG
تمرير	pass	تَمرِير	pass	N;NOM;INDF;SG	N;MASC+FEM;SG
عجلة	rad	عَجَلَة	rad	N;NOM;INDF;SG	N;NEUT;SG
عجلة	wiel	عَجَلَة	wiel	N;NOM;INDF;SG	N;NEUT;SG
المثلية	homoseksualiteit	مِثلِيَّة	homoseksualiteit	N;NOM;DEF;SG	N;MASC+FEM;SG
الطحالب	algen	طَحَالَب	alg	N;NOM;DEF;PL	N;PL
تخرجت	afgestudeerd	تَخَرَّج	afstuderen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
تخرجت	geslaagd	تَخَرَّج	slagen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
مطلقة	absolute	مُطلَق	absoluut	ADJ;NOM;INDF;FEM;SG	ADJ
كروية	bolvormige	كُروِيّ	bolvormig	ADJ;NOM;INDF;FEM;SG	ADJ
كروية	sferische	كُروِيّ	sferisch	ADJ;NOM;INDF;FEM;SG	ADJ
يشترط	vereist	اِشتَرَط	vereisen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;V.PTCP
المدمرة	vernietiger	مُدَمِّر	vernietig	N;NOM;DEF;SG	N;MASC+FEM;SG
المدمرة	destroyer	مُدَمِّر	destroyer	N;NOM;DEF;SG	N;MASC+FEM;SG
الحائط	prikbord	حَائِط	prikbord	N;NOM;DEF;SG	N;NEUT;SG
الحائط	wand	حَائِط	wand	N;NOM;DEF;SG	N;MASC+FEM;SG
الحائط	muur	حَائِط	muur	N;NOM;DEF;SG	N;MASC+FEM;SG
الهدنة	wapenstilstand	هُدنَة	wapenstilstand	N;NOM;DEF;SG	N;MASC+FEM;SG
الهدنة	wapenstilstand	هُدنَة	wapenstilstand	N;NOM;DEF;SG	N;MASC+FEM;SG
البيئات	omgevingen	بَيئَة	omvingen	N;NOM;DEF;PL	N;PL
الكتل	blokken	كَتل	blok	N;NOM;DEF;PL	N;PL
رقيق	mager	رَقِيق	maag	ADJ;NOM;INDF;MASC;SG	ADJ
رقيق	dun	رَقِيق	dun	ADJ;NOM;INDF;MASC;SG	ADJ
فعلت	gedaan	فَعَل	doen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
ازدهرت	bloeide	أَزدَه	bloeien	V;PFV;FEM;SG;3;ACT	V;SG;PST;FIN
الشيشان	tsjetsjenië	شِيشَان	tsjetsjenië	N;NOM;DEF;SG	N;MASC+FEM;SG
يفهم	begrepen	فَهِم	begrijpen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;V.PTCP
يفهم	begrijpt	فَهِم	begrijpen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
غسل	wash	غُسل	wash	N;NOM;INDF;SG	N;MASC+FEM;SG
دمر	vernietigd	دَمَّر	vernietigen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
دمر	vernietigde	دَمَّر	vernietigen	V;PFV;MASC;SG;3;ACT	V;SG;PST;FIN
دمر	vernield	دَمَّر	vernielen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
دمر	verwoest	دَمَّر	verwoesten	V;PFV;MASC;SG;3;ACT	V;V.PTCP
دمر	verwoesten	دَمَّر	verwoesten	V;PFV;MASC;SG;3;ACT	V;NFIN
دمر	vernietigen	دَمَّر	vernietigen	V;PFV;MASC;SG;3;ACT	V;NFIN
دمر	vernietig	دَمَّر	vernietig	V;PFV;MASC;SG;3;ACT	V;SG;PRS;FIN
الاسكتلندي	schotse	إِسكُتلَندِيّ	schots	ADJ;NOM;DEF;MASC;SG	ADJ
الاسكتلندي	schots	إِسكُتلَندِيّ	schots	ADJ;NOM;DEF;MASC;SG	ADJ
تنفذ	uitvoert	نَفَّذ	uitvoeren	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;SG;PRS;FIN
ميزان	weegschaal	مِيزَان	weegschaal	N;NOM;INDF;SG	N;MASC+FEM;SG
العشاء	diner	عَشَاء	diner	N;NOM;DEF;SG	N;NEUT;SG
العشاء	avondeten	عَشَاء	avondeten	N;NOM;DEF;SG	N;NEUT;SG
اهداف	doelstellingen	هَدَف	doelstelling	N;NOM;INDF;PL	N;PL
اهداف	doelstellingen	هَدَف	doelstelling	N;NOM;INDF;PL	N;PL
اهداف	doelpunten	هَدَف	doelpunt	N;NOM;INDF;PL	N;PL
اهداف	goals	هَدَف	goal	N;NOM;INDF;PL	N;PL
اهداف	doelen	هَدَف	doel	N;NOM;INDF;PL	N;PL
اهداف	doelwitten	هَدَف	doelwit	N;NOM;INDF;PL	N;PL
اهداف	doelstellingen	هَدَف	doelstelling	N;NOM;INDF;PL	N;PL
اهداف	doelen	هَدَف	doel	N;NOM;INDF;PL	N;PL
التميز	uitmuntendheid	تَمَيُّز	uitmuntendheid	N;NOM;DEF;SG	N;NEUT;SG
التميز	excellentie	تَمَيُّز	excellentie	N;NOM;DEF;SG	N;MASC+FEM;SG
الليبرالي	liberale	لِيبِرَالِيّ	liberaal	ADJ;NOM;DEF;MASC;SG	ADJ
الليبرالي	liberaal	لِيبِرَالِيّ	liberaal	ADJ;NOM;DEF;MASC;SG	ADJ
تطوان	tétouan	طَوَّان	tétouan	N;NOM;INDF;SG	N;MASC+FEM;SG
امر	commando	أَمر	commando	N;NOM;INDF;SG	N;NEUT;SG
امر	opdracht	أَمر	opdracht	N;NOM;INDF;SG	N;MASC+FEM;SG
امر	orde	أَمر	orde	N;NOM;INDF;SG	N;MASC+FEM;SG
امر	order	أَمر	order	N;NOM;INDF;SG	N;MASC+FEM;SG
امر	bestelling	أَمر	bestelling	N;NOM;INDF;SG	N;MASC+FEM;SG
تصريف	lozing	تَصرِيف	lozing	N;NOM;INDF;SG	N;MASC+FEM;SG
تصريف	drainage	تَصرِيف	drainage	N;NOM;INDF;SG	N;MASC+FEM;SG
تحكيم	arbitrage	تَحكِيم	arbitrage	N;NOM;INDF;SG	N;MASC+FEM;SG
ابطال	helden	بَطَل	helden	N;NOM;INDF;PL	N;PL
ابطال	kampioenen	بَطَل	kampioen	N;NOM;INDF;PL	N;PL
ابطال	champions	بَطَل	champion	N;NOM;INDF;PL	N;PL
مهنية	professioneel	مِهنِيّ	professioneel	ADJ;NOM;INDF;FEM;SG	ADJ
مهنية	professionele	مِهنِيّ	professioneel	ADJ;NOM;INDF;FEM;SG	ADJ
معسكرات	kampen	مُعَسكَر	kamp	N;NOM;INDF;PL	N;PL
عطلة	feestdag	عُطلَة	feestdag	N;NOM;INDF;SG	N;MASC+FEM;SG
عطلة	vakantie	عُطلَة	vakantie	N;NOM;INDF;SG	N;MASC+FEM;SG
عطلة	vakantie	عُطلَة	vakantie	N;NOM;INDF;SG	N;MASC+FEM;SG
المحامين	juristen	مُحَامِي	jurist	N;NOM;DEF;PL	N;PL
المحامين	advocaten	مُحَامِي	advocaat	N;NOM;DEF;PL	N;PL
ديانة	religie	دِيَانَة	religie	N;NOM;INDF;SG	N;MASC+FEM;SG
ديانة	godsdienst	دِيَانَة	godsdienst	N;NOM;INDF;SG	N;MASC+FEM;SG
الحمى	koorts	حَمَى	koorts	N;NOM;DEF;SG	N;MASC+FEM;SG
نفق	tunnel	نَفَق	tunnel	N;NOM;INDF;SG	N;MASC+FEM;SG
الديون	schulden	دَين	schuld	N;NOM;DEF;PL	N;PL
الديون	schulden	دَين	schuld	N;NOM;DEF;PL	N;PL
مظاهرة	betoging	مُظَاهَرَة	betoging	N;NOM;INDF;SG	N;MASC+FEM;SG
مظاهرة	demonstratie	مُظَاهَرَة	demonstratie	N;NOM;INDF;SG	N;MASC+FEM;SG
طالبان	taliban	طَالِبَان	taliban	N;NOM;INDF;SG	N;MASC+FEM;SG
الولد	boy	وَلَد	boy	N;NOM;DEF;SG	N;MASC+FEM;SG
الولد	jongen	وَلَد	jongen	N;NOM;DEF;SG	N;MASC+FEM;SG
الراية	banner	رَايَة	banner	N;NOM;DEF;SG	N;MASC+FEM;SG
الراية	vaandel	رَايَة	vaandel	N;NOM;DEF;SG	N;NEUT;SG
الراية	spandoek	رَايَة	spandoek	N;NOM;DEF;SG	N;NEUT;SG
تحفة	antiek	حَفَص	antiek	N;NOM;INDF;SG	N;MASC+FEM;SG
تحفة	meesterwerk	حَفَص	meesterwerk	N;NOM;INDF;SG	N;NEUT;SG
عقاقير	drugs	عَقَّاقِير	drug	N;NOM;INDF;PL	N;PL
الصعوبات	moeilijkheden	صُعُوبَة	moeilijkheid	N;NOM;DEF;PL	N;PL
الصعوبات	moeilijkheden	صُعُوبَة	moeilijkheid	N;NOM;DEF;PL	N;PL
توافر	beschikbaarheid	تَوَافُر	beschikbaarheid	N;NOM;INDF;SG	N;MASC+FEM;SG
عقاب	bestraffing	عَقَاب	bestraffing	N;NOM;INDF;SG	N;MASC+FEM;SG
عقاب	straf	عَقَاب	straf	N;NOM;INDF;SG	N;MASC+FEM;SG
الراعي	herder	رَاعِي	herder	N;NOM;DEF;SG	N;MASC+FEM;SG
الراعي	shepherd	رَاعِي	shepherd	N;NOM;DEF;SG	N;MASC+FEM;SG
الراعي	sponsor	رَاعِي	sponsor	N;NOM;DEF;SG	N;MASC+FEM;SG
قياسات	metingen	قِيَاسَة	meting	N;NOM;INDF;PL	N;PL
نزيف	bloeding	نَزِيف	bloeding	N;NOM;INDF;SG	N;MASC+FEM;SG
نمساوي	oostenrijks	نِمسَاوِيّ	oostenrijks	ADJ;NOM;INDF;MASC;SG	ADJ
نمساوي	oostenrijkse	نِمسَاوِيّ	oostenrijks	ADJ;NOM;INDF;MASC;SG	ADJ
مسطح	plat	مَسطَح	plat	ADJ;NOM;INDF;MASC;SG	ADJ
معقد	gecompliceerd	مُعَقَّد	compliceren	ADJ;NOM;INDF;MASC;SG	ADJ
معقد	gecompliceerde	مُعَقَّد	gecompliceerd	ADJ;NOM;INDF;MASC;SG	ADJ
معقد	ingewikkeld	مُعَقَّد	ingewikkeld	ADJ;NOM;INDF;MASC;SG	ADJ
تحية	groet	تَحِيَّة	groet	N;NOM;INDF;SG	N;MASC+FEM;SG
تحية	begroeting	تَحِيَّة	begroeting	N;NOM;INDF;SG	N;MASC+FEM;SG
تحية	groet	تَحِيَّة	groet	N;NOM;INDF;SG	N;MASC+FEM;SG
اطار	raamwerk	إِطَار	raamwerk	N;NOM;INDF;SG	N;NEUT;SG
اطار	framework	إِطَار	framework	N;NOM;INDF;SG	N;NEUT;SG
اطار	kader	إِطَار	kader	N;NOM;INDF;SG	N;NEUT;SG
اطار	frame	إِطَار	frame	N;NOM;INDF;SG	N;MASC+FEM;SG
اطار	kader	إِطَار	kader	N;NOM;INDF;SG	N;NEUT;SG
المشاهدين	kijkers	مُشَاهِد	kijker	N;NOM;DEF;PL	N;PL
خامس	vijfde	خَامِس	vijf	ADJ;NOM;INDF;MASC;SG	ADJ
الوجوه	gezichten	وَجه	gezicht	N;NOM;DEF;PL	N;PL
تبريد	koeling	تَبرِيد	koeling	N;NOM;INDF;SG	N;MASC+FEM;SG
تبريد	afkoeling	تَبرِيد	afkoeling	N;NOM;INDF;SG	N;MASC+FEM;SG
تبريد	koeling	تَبرِيد	koeling	N;NOM;INDF;SG	N;MASC+FEM;SG
الجوع	honger	جُوع	honger	N;NOM;DEF;SG	N;MASC+FEM;SG
موثوق	betrouwbare	مَوثُوق	betrouwbaar	ADJ;NOM;INDF;MASC;SG	ADJ
موثوق	betrouwbaar	مَوثُوق	betrouwbaar	ADJ;NOM;INDF;MASC;SG	ADJ
القياسات	metingen	قِيَاسَة	meting	N;NOM;DEF;PL	N;PL
القياسات	maten	قِيَاسَة	maten	N;NOM;DEF;PL	N;PL
امتياز	privilege	امتياز	privilege	N;NOM;INDF;SG	N;NEUT;SG
امتياز	voorrecht	امتياز	voorrecht	N;NOM;INDF;SG	N;NEUT;SG
امتياز	franchise	امتياز	franchise	N;NOM;INDF;SG	N;MASC+FEM;SG
امتياز	concessie	امتياز	concessie	N;NOM;INDF;SG	N;MASC+FEM;SG
امتياز	tegemoetkoming	امتياز	tegemoetkoming	N;NOM;INDF;SG	N;MASC+FEM;SG
تحد	uitdagen	أَحَدّ	uitdag	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
الملونة	kleurrijke	مُلَوَّن	kleurrijk	ADJ;NOM;DEF;FEM;SG	ADJ
الملونة	kleurrijk	مُلَوَّن	kleurrijk	ADJ;NOM;DEF;FEM;SG	ADJ
الانتماء	aansluiting	اِنتِمَاء	aansluiting	N;NOM;DEF;SG	N;MASC+FEM;SG
المحاولة	poging	مُحَاوَلَة	poging	N;NOM;DEF;SG	N;MASC+FEM;SG
البلاستيك	kunststof	بلَاستِيك	kunststof	N;NOM;DEF;SG	N;MASC+FEM;SG
البلاستيك	kunststof	بلَاستِيك	kunststof	N;NOM;DEF;SG	N;MASC+FEM;SG
البلاستيك	plastic	بلَاستِيك	plastic	N;NOM;DEF;SG	N;NEUT;SG
قمم	toppen	قِمَّة	toppen	N;NOM;INDF;PL	N;PL
قمم	tops	قِمَّة	tops	N;NOM;INDF;PL	N;PL
قمم	pieken	قِمَّة	pieken	N;NOM;INDF;PL	N;PL
تشكيلات	formaties	تشكيلات	formatie	N;NOM;INDF;PL	N;PL
تشكيلات	configuraties	تشكيلات	configuratie	N;NOM;INDF;PL	N;PL
المزارعين	landbouwers	مُزَارِع	landbouwer	N;NOM;DEF;PL	N;PL
المزارعين	boeren	مُزَارِع	boer	N;NOM;DEF;PL	N;PL
تماثيل	beeldjes	تِمثَال	beeld	N;NOM;INDF;PL	N;PL
تماثيل	standbeelden	تِمثَال	standbeeld	N;NOM;INDF;PL	N;PL
الرصد	monitoring	رَصد	monitoring	N;NOM;DEF;SG	N;MASC+FEM;SG
الرصد	toezicht	رَصد	toezicht	N;NOM;DEF;SG	N;NEUT;SG
بطلة	heldin	بَطَلَة	heldin	N;NOM;INDF;SG	N;MASC+FEM;SG
المشاركات	aandelen	المشاركات	aandeel	N;NOM;DEF;PL	N;PL
عملاقة	reuze	عِملَاق	reuze	ADJ;NOM;INDF;FEM;SG	ADJ
البطلة	heldin	بَطلَة	heldin	N;NOM;DEF;SG	N;MASC+FEM;SG
شرعي	legaal	شَرعِيّ	legaal	ADJ;NOM;INDF;MASC;SG	ADJ
شرعي	legitiem	شَرعِيّ	legitiem	ADJ;NOM;INDF;MASC;SG	ADJ
الغد	tomorrow	غَد	tomorrow	N;NOM;DEF;SG	N;MASC+FEM;SG
يغلب	slaat	غَلَّب	slaan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
ختم	verzegelen	خَتَم	verzegelen	V;PFV;MASC;SG;3;ACT	V;NFIN
المراهقة	adolescentie	مُرَاهَقَة	adolescentie	N;NOM;DEF;SG	N;MASC+FEM;SG
المراهقة	puberteit	مُرَاهَقَة	puberteit	N;NOM;DEF;SG	N;MASC+FEM;SG
يضيف	voegt	أَضَاف	voegen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
للسياحة	toerisme	للسياحة	toerisme	N;GEN;DEF;SG	N;NEUT;SG
ذكي	smart	ذَكَى	smart	N;NOM;INDF;SG	N;MASC+FEM;SG
قشرة	korst	قَشَرَة	korst	N;NOM;INDF;SG	N;MASC+FEM;SG
قشرة	aardkorst	قَشَرَة	aardkorst	N;NOM;INDF;SG	N;MASC+FEM;SG
شهري	maandelijkse	شَهرِيّ	maandelijks	ADJ;NOM;INDF;MASC;SG	ADJ
شهري	maandelijks	شَهرِيّ	maandelijk	ADJ;NOM;INDF;MASC;SG	ADJ
الدبلجة	nasynchronisatie	دُبلَج	nasynchronisatie	N;NOM;DEF;SG	N;MASC+FEM;SG
شهرية	maandelijkse	شَهرِيّ	maandelijks	ADJ;NOM;INDF;FEM;SG	ADJ
شهرية	maandelijks	شَهرِيّ	maandelijk	ADJ;NOM;INDF;FEM;SG	ADJ
مرشد	handleiding	مُرشِد	handleiding	N;NOM;INDF;SG	N;MASC+FEM;SG
مرشد	gids	مُرشِد	gids	N;NOM;INDF;SG	N;MASC+FEM;SG
الوحش	beast	وَحش	beast	N;NOM;DEF;SG	N;MASC+FEM;SG
الوحش	beest	وَحش	beest	N;NOM;DEF;SG	N;NEUT;SG
الوحش	monster	وَحش	monster	N;NOM;DEF;SG	N;NEUT;SG
المهبل	vagina	مُهبِل	vagina	N;NOM;DEF;SG	N;MASC+FEM;SG
عمالة	tewerkstelling	عَمَالَة	tewerkstelling	N;NOM;INDF;SG	N;MASC+FEM;SG
عمالة	werkgelegenheid	عَمَالَة	werkgelegenheid	N;NOM;INDF;SG	N;MASC+FEM;SG
عمالة	arbeid	عَمَالَة	arbeid	N;NOM;INDF;SG	N;MASC+FEM;SG
تلال	heuvels	تَلَال	heuvel	N;NOM;INDF;PL	N;PL
تلال	hills	تَلَال	hill	N;NOM;INDF;PL	N;PL
الجن	djinn	جُنّ	djinn	N;NOM;DEF;SG	N;MASC+FEM;SG
الافتتاح	opening	اِفتِتَاح	opening	N;NOM;DEF;SG	N;MASC+FEM;SG
ضحية	slachtoffer	ضَحِيَّة	slachtoffer	N;NOM;INDF;SG	N;NEUT;SG
سلبي	negatieve	سَلبِيّ	negatief	ADJ;NOM;INDF;MASC;SG	ADJ
سلبي	negatief	سَلبِيّ	negatief	ADJ;NOM;INDF;MASC;SG	ADJ
الشرط	eis	شَرط	eis	N;NOM;DEF;SG	N;MASC+FEM;SG
الشرط	voorschrift	شَرط	voorschrift	N;NOM;DEF;SG	N;NEUT;SG
الشرط	conditie	شَرط	conditie	N;NOM;DEF;SG	N;MASC+FEM;SG
الشرط	aandoening	شَرط	aandoening	N;NOM;DEF;SG	N;MASC+FEM;SG
الشرط	voorwaarde	شَرط	voorwaard	N;NOM;DEF;SG	N;MASC+FEM;SG
الشرط	toestand	شَرط	toestand	N;NOM;DEF;SG	N;MASC+FEM;SG
بنوك	banks	بَنك	banks	N;NOM;INDF;PL	N;PL
بنوك	banken	بَنك	bank	N;NOM;INDF;PL	N;PL
مرئية	zichtbaar	مَرئِيّ	zichtbaar	ADJ;NOM;INDF;FEM;SG	ADJ
مرئية	zichtbare	مَرئِيّ	zichtbaar	ADJ;NOM;INDF;FEM;SG	ADJ
يتفاعل	reageert	تَفَاعَل	reageren	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
راتب	salaris	رَاتِب	salaris	N;NOM;INDF;SG	N;NEUT;SG
اختلافات	verschillen	اِختِلَاف	verschil	N;NOM;INDF;PL	N;PL
اختلافات	variaties	اِختِلَاف	variatie	N;NOM;INDF;PL	N;PL
اختلافات	varianten	اِختِلَاف	variant	N;NOM;INDF;PL	N;PL
الصخرة	rots	صُخرَة	rots	N;NOM;DEF;SG	N;MASC+FEM;SG
الصخرة	steen	صُخرَة	steen	N;NOM;DEF;SG	N;MASC+FEM;SG
الصخرة	rock	صُخرَة	rock	N;NOM;DEF;SG	N;MASC+FEM;SG
الغزل	flirt	غَزل	flieren	N;NOM;DEF;SG	N;MASC+FEM;SG
جينات	genen	جَينَة	gen	N;NOM;INDF;PL	N;PL
اعتقاد	overtuiging	اِعتِقَاد	overtuiging	N;NOM;INDF;SG	N;MASC+FEM;SG
عربات	voertuigen	عَرَبَة	voertuig	N;NOM;INDF;PL	N;PL
عربات	strijdwagens	عَرَبَة	strijdwagen	N;NOM;INDF;PL	N;PL
اعلن	kondig	أَعلَن	kondigen	V;PFV;MASC;SG;3;ACT	V;SG;PRS;FIN
اعلن	kondigen	أَعلَن	kondigen	V;PFV;MASC;SG;3;ACT	V;NFIN
اعلن	aankondigen	أَعلَن	aankondigen	V;PFV;MASC;SG;3;ACT	V;NFIN
اعلن	uitroepen	أَعلَن	uitroepen	V;PFV;MASC;SG;3;ACT	V;NFIN
اعلن	verklaar	أَعلَن	verklaar	V;PFV;MASC;SG;3;ACT	V;SG;PRS;FIN
اعلن	verklaren	أَعلَن	verklaren	V;PFV;MASC;SG;3;ACT	V;NFIN
اعلن	aangekondigde	أَعلَن	aankondigen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
اعلن	aangekondigd	أَعلَن	aankondigen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
اعلن	kondigde	أَعلَن	kondigen	V;PFV;MASC;SG;3;ACT	V;SG;PST;FIN
ملونة	kleurrijke	مُلَوَّن	kleurrijk	ADJ;NOM;INDF;FEM;SG	ADJ
ملونة	kleurrijk	مُلَوَّن	kleurrijk	ADJ;NOM;INDF;FEM;SG	ADJ
صخرة	rots	صُخرَة	rots	N;NOM;INDF;SG	N;MASC+FEM;SG
صخرة	steen	صُخرَة	steen	N;NOM;INDF;SG	N;MASC+FEM;SG
صخرة	rock	صُخرَة	rock	N;NOM;INDF;SG	N;MASC+FEM;SG
ابناء	zoons	اِبن	zoon	N;NOM;INDF;PL	N;PL
ابناء	zonen	اِبن	zone	N;NOM;INDF;PL	N;PL
المرصد	observatorium	مَرصَد	observatorium	N;NOM;DEF;SG	N;NEUT;SG
تصاميم	designs	تَصمِيم	designs	N;NOM;INDF;PL	N;PL
صبغة	kleurstof	صُبغَة	kleurstof	N;NOM;INDF;SG	N;MASC+FEM;SG
صبغة	tint	صُبغَة	tint	N;NOM;INDF;SG	N;MASC+FEM;SG
صبغة	pigment	صُبغَة	pigment	N;NOM;INDF;SG	N;NEUT;SG
جنسي	seksuele	جِنسِيّ	seksueel	ADJ;NOM;INDF;MASC;SG	ADJ
جنسي	seksueel	جِنسِيّ	seksueel	ADJ;NOM;INDF;MASC;SG	ADJ
التوفيق	bemiddeling	تَوفِيق	bemiddeling	N;NOM;DEF;SG	N;MASC+FEM;SG
التوفيق	succes	تَوفِيق	succes	N;NOM;DEF;SG	N;NEUT;SG
التجزئة	detailhandel	تَجزِئَة	detailhandel	N;NOM;DEF;SG	N;MASC+FEM;SG
التجزئة	kleinhandel	تَجزِئَة	kleinhandel	N;NOM;DEF;SG	N;MASC+FEM;SG
الحزن	rouw	حُزن	rouw	N;NOM;DEF;SG	N;MASC+FEM;SG
الحزن	verdriet	حُزن	verdriet	N;NOM;DEF;SG	N;NEUT;SG
الحزن	verdriet	حُزن	verdriet	N;NOM;DEF;SG	N;NEUT;SG
الحزن	droefheid	حُزن	droefheid	N;NOM;DEF;SG	N;MASC+FEM;SG
الحزن	verdriet	حُزن	verdriet	N;NOM;DEF;SG	N;NEUT;SG
الحزن	smart	حُزن	smart	N;NOM;DEF;SG	N;MASC+FEM;SG
تلاميذ	pupillen	تِلمِيذ	pupil	N;NOM;INDF;PL	N;PL
تلاميذ	leerlingen	تِلمِيذ	leerling	N;NOM;INDF;PL	N;PL
تلاميذ	discipelen	تِلمِيذ	discipelen	N;NOM;INDF;PL	N;PL
الرسل	gezanten	رَسُول	zanten	N;NOM;DEF;PL	N;PL
الرسل	boodschappers	رَسُول	boodschapper	N;NOM;DEF;PL	N;PL
الرسل	apostelen	رَسُول	aposteel	N;NOM;DEF;PL	N;PL
الرسل	gezanten	رَسُول	zanten	N;NOM;DEF;PL	N;PL
الرسل	boodschappers	رَسُول	boodschapper	N;NOM;DEF;PL	N;PL
الوجبات	maaltijden	وَجبَة	maaltijd	N;NOM;DEF;PL	N;PL
ممارسات	praktijken	مُمَارَسَة	praktijk	N;NOM;INDF;PL	N;PL
شيدت	gebouwd	شَيَّد	bouwen	V;PFV;FEM;SG;3;PASS	V;V.PTCP
شيدت	geconstrueerd	شَيَّد	construeren	V;PFV;FEM;SG;3;PASS	V;V.PTCP
القاموس	woordenboek	قَامُوس	woordenboek	N;NOM;DEF;SG	N;NEUT;SG
مرضية	bevredigend	مَرضِيّ	bevredigend	ADJ;NOM;INDF;FEM;SG	ADJ
مختلطة	mixed	مُختَلِط	mixed	ADJ;NOM;INDF;FEM;SG	ADJ
فم	mond	فَمّ	mond	N;NOM;INDF;SG	N;MASC+FEM;SG
مجهود	inspanning	مَجهُود	inspanning	N;NOM;INDF;SG	N;MASC+FEM;SG
التضخم	inflatie	تَضَخُّم	inflatie	N;NOM;DEF;SG	N;MASC+FEM;SG
