matado	zabil	matado	zabít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
delicioso	vynikající	delicioso	vynikající	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
coñeciches	nej	coñeciche	nej	N	N;NOM;MASC;SG;POS
pau	klacek	pau	klacek	N	N;INAN;NOM;MASC;SG;POS
filliña	dopis	filliña	dopis	N	N;INAN;NOM;MASC;SG;POS
filliña	písmeno	filliña	písmeno	N	N;NOM;NEUT;SG;POS
filliña	dívka	filliña	dívka	N	N;NOM;FEM;SG;POS
filliña	děvče	filliña	děvče	N	N;NOM;NEUT;SG;POS
filliña	holčička	filliña	holčička	N	N;NOM;FEM;SG;POS
filliña	holka	filliña	holka	N	N;NOM;FEM;SG;POS
excusas	výmluvy	excusa	výmluva	N	N;NOM;FEM;PL;POS
insolente	drzý	insolente	drzý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
mineral	ruda	mineral	ruda	N	N;NOM;FEM;SG;POS
mineral	rudy	mineral	ruda	N	N;NOM;FEM;PL;POS
cantaba	zpívej	cantar	zpívej	V	V;IMP;SG;2;POS;FIN
cantaba	zpívat	cantar	zpívat	V	V;IPFV;POS;NFIN
cantaba	zpíval	cantar	zpívat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
cantaba	zpívala	cantar	zpívat	V	V;IPFV;POS;PST;V.PTCP;ACT
tentaron	zkusil	tentar	zkusit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
tentaron	zkoušela	tentar	zkoušet	V	V;IPFV;POS;PST;V.PTCP;ACT
tentaron	zkusila	tentar	zkusit	V	V;PFV;POS;PST;V.PTCP;ACT
tentaron	zkoušeli	tentar	zkoušet	V	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
tentaron	zkoušel	tentar	zkoušet	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
anarquista	anarchista	anarquista	anarchista	N	N;ANIM;NOM;MASC;SG;POS
escribo	psát	escribir	psát	V	V;POS;NFIN
escribo	napište	escribir	napišit	V	V;IMP;PL;2;POS;FIN
escribo	napiš	escribir	napiš	V	V;PFV;IMP;SG;1;POS;FIN
escribo	pište	escribir	psát	V	V;IMP;PL;2;POS;FIN
escribo	napsat	escribir	napsat	V	V;POS;NFIN
revolucionarios	revolucionáři	revolucionario	revolucionář	N	N;ANIM;NOM;MASC;PL;POS
artillería	dělostřelectvo	artillería	dělostřelectvo	N	N;NOM;NEUT;SG;POS
terroristas	teroristy	terrorista	terorista	N	N;ANIM;ACC;MASC;PL;POS
terroristas	teroristé	terrorista	terorista	N	N;ANIM;NOM;MASC;PL;POS
ambulancias	sanitky	ambulancia	sanitka	N	N;NOM;FEM;PL;POS
ambulancias	ambulance	ambulancia	ambulance	N	N;NOM;FEM;SG;POS
punk	punk	punk	punk	N	N;INAN;NOM;MASC;SG;POS
condesa	hraběnka	condesa	hraběnka	N	N;NOM;FEM;SG;POS
profes	učitele	profe	učitel	N	N;ANIM;ACC;MASC;PL;POS
profes	učitelé	profe	učitel	N	N;ANIM;NOM;MASC;PL;POS
asteroides	asteroidy	asteroide	asteroid	N	N;INAN;NOM;MASC;PL;POS
asteroides	asteroid	asteroide	asteroid	N	N;INAN;NOM;MASC;SG;POS
desexaba	chtěl	desexar	chtít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
desexaba	doufala	desexar	doufat	V	V;IPFV;POS;PST;V.PTCP;ACT
desexaba	doufal	desexar	doufat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
ensina	učí	ensinar	učit	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
solucionar	řešit	solucionar	řešit	V	V;IPFV;POS;NFIN
solucionar	vyřešit	solucionar	vyřešit	V	V;PFV;POS;NFIN
doenzas	choroby	doenza	choroba	N	N;NOM;FEM;PL;POS
doenzas	nemoci	doenza	nemoc	N	N;NOM;FEM;PL;POS
doenzas	onemocnění	doenza	onemocnění	N	N;NOM;NEUT;SG;POS
hormona	hormon	hormona	hormon	N	N;INAN;NOM;MASC;SG;POS
doutores	doktoři	doutor	doktor	N	N;ANIM;NOM;MASC;PL;POS
doutores	doktorů	doutor	doktor	N	N;ANIM;GEN;MASC;PL;POS
doutores	lékaři	doutor	lékař	N	N;ANIM;NOM;MASC;PL;POS
cambiando	měním	cambiar	měnit	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
tocamos	hrajte	tocar	hrát	V	V;PFV;IMP;PL;2;POS;FIN
tocamos	přehrát	tocar	přehrát	V	V;POS;NFIN
tocamos	hrát	tocar	hrát	V	V;POS;NFIN
bendición	požehnání	bendición	požehnání	N	N;NOM;NEUT;SG;POS
incribles	úžasný	incrible	úžasný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
incribles	úžasné	incrible	úžasný	ADJ	ADJ;NOM;NEUT;SG;POS
incribles	úžasná	incrible	úžasný	ADJ	ADJ;NOM;FEM;SG;POS
incribles	neuvěřitelné	incrible	uvěřitelný	ADJ	ADJ;NOM;NEUT;SG;NEG
incribles	neuvěřitelný	incrible	uvěřitelný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
inspiración	inspiraci	inspiración	inspirace	N	N;ACC;FEM;SG;POS
inspiración	inspirace	inspiración	inspirace	N	N;NOM;FEM;SG;POS
estudamos	studovat	estudar	studovat	V	V;IPFV;POS;NFIN
sabia	věděl	sabia	vědět	V	V;MASC;SG;POS;PST;V.PTCP;ACT
sabia	věděla	sabia	vědět	V	V;POS;PST;V.PTCP;ACT
ministerio	ministerstvo	ministerio	ministerstvo	N	N;NOM;NEUT;SG;POS
ministerio	ministerstva	ministerio	ministerstvo	N	N;NOM;NEUT;PL;POS
ministerio	kancelář	ministerio	kancelář	N	N;NOM;FEM;SG;POS
ministerio	kanceláře	ministerio	kancelář	N	N;NOM;FEM;PL;POS
ministerio	úřad	ministerio	úřad	N	N;INAN;NOM;MASC;SG;POS
ministerio	office	ministerio	office	N	N;NOM;FEM;SG;POS
noventa	devadesát	noventa	devadesát	NUM	NUM;NOM;SG
nostalxia	nostalgie	nostalxia	nostalgie	N	N;NOM;FEM;SG;POS
existía	bylo	existir	být	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
existía	byl	existir	být	V	V;MASC;SG;POS;PST;V.PTCP;ACT
existía	byla	existir	být	V	V;POS;PST;V.PTCP;ACT
seguise	bylo	seguir	být	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
seguise	byl	seguir	být	V	V;MASC;SG;POS;PST;V.PTCP;ACT
seguise	byla	seguir	být	V	V;POS;PST;V.PTCP;ACT
seguise	vzít	seguir	vzít	V	V;POS;NFIN
vendía	prodal	vendía	prodat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
poemas	básně	poema	báseň	N	N;NOM;FEM;PL;POS
poemas	básní	poema	báseň	N	N;INS;FEM;SG;POS
coñecedes	vědět	coñecede	vědět	V	V;POS;NFIN
ducias	desítky	ducia	desítka	N	N;NOM;FEM;PL;POS
ducias	tucty	ducia	tucty	N	N;INAN;NOM;MASC;PL;POS
ducias	desítek	ducia	desítka	N	N;GEN;FEM;PL;POS
ensaios	zkoušky	ensalo	zkouška	N	N;NOM;FEM;PL;POS
táboa	stůl	táboa	stůl	N	N;INAN;NOM;MASC;SG;POS
táboa	tabulka	táboa	tabulka	N	N;NOM;FEM;SG;POS
táboa	stolek	táboa	stolek	N	N;INAN;NOM;MASC;SG;POS
errada	nesprávné	errada	správný	ADJ	ADJ;NOM;NEUT;SG;NEG
illamento	izolace	illamento	izolace	N	N;NOM;FEM;SG;POS
illamento	izolaci	illamento	izolace	N	N;ACC;FEM;SG;POS
peculiar	nevšední	peculiar	všední	ADJ	ADJ;NOM;MASC;SG;NEG
aparellos	přístroje	aparello	přístroj	N	N;INAN;NOM;MASC;PL;POS
aparellos	zařízení	aparello	zařízení	N	N;NOM;NEUT;SG;POS
negociacións	vyjednávání	negociación	vyjednávání	N	N;NOM;NEUT;SG;POS
negociacións	jednání	negociación	jednání	N	N;NOM;NEUT;SG;POS
competición	soutěž	competición	soutěž	N	N;NOM;FEM;SG;POS
competición	soutěže	competición	soutěž	N	N;NOM;FEM;PL;POS
competición	konkurence	competición	konkurence	N	N;NOM;FEM;SG;POS
finxir	předstírat	finxir	předstírat	V	V;IPFV;POS;NFIN
posicións	pozic	posición	pozice	N	N;GEN;FEM;PL;POS
posicións	polohy	posición	poloha	N	N;NOM;FEM;PL;POS
posicións	pozice	posición	pozice	N	N;NOM;FEM;SG;POS
aplicar	aplikovat	aplicar	aplikovat	V	V;POS;NFIN
aplicar	uplatnit	aplicar	uplatnit	V	V;POS;NFIN
positiva	kladný	positivo	kladný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
positiva	kladné	positivo	kladný	ADJ	ADJ;NOM;NEUT;SG;POS
positiva	pozitivní	positivo	pozitivní	ADJ	ADJ;INAN;NOM;MASC;SG;POS
sufrín	trpěli	sufrín	trpět	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
sufrín	trpěla	sufrín	trpět	V	V;POS;PST;V.PTCP;ACT
sufrín	trpěl	sufrín	trpět	V	V;MASC;SG;POS;PST;V.PTCP;ACT
seriamente	vážně	seriamente	vážně	ADV	ADV;POS
ecuación	rovnici	ecuación	rovnice	N	N;ACC;FEM;SG;POS
ecuación	rovnice	ecuación	rovnice	N	N;NOM;FEM;SG;POS
axudas	pomoc	axuda	pomoc	N	N;NOM;FEM;SG;POS
típica	typický	típico	typický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
típica	typická	típico	typický	ADJ	ADJ;NOM;FEM;SG;POS
típica	typické	típico	typický	ADJ	ADJ;NOM;NEUT;SG;POS
deixara	měl	deixar	mít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
deixara	měla	deixar	mít	V	V;POS;PST;V.PTCP;ACT
rematan	ukončit	rematar	ukončit	V	V;PFV;POS;NFIN
xenocidio	genocida	xenocidio	genocida	N	N;NOM;FEM;SG;POS
racial	rasové	racial	rasový	ADJ	ADJ;NOM;FEM;SG;POS
casco	helma	casco	helma	N	N;NOM;FEM;SG;POS
casco	helmu	casco	helma	N	N;ACC;FEM;SG;POS
casco	přilbu	casco	přilba	N	N;ACC;FEM;SG;POS
africana	africký	africano	africký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
africana	africká	africano	africký	ADJ	ADJ;NOM;FEM;SG;POS
africana	africké	africano	africký	ADJ	ADJ;NOM;MASC;PL;POS
paisaxes	krajiny	paisaxe	krajina	N	N;NOM;FEM;SG;POS
imitar	napodobit	imitar	napodobit	V	V;PFV;POS;NFIN
recoñeceu	poznal	recoñecer	poznat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
fragmentos	fragmenty	fragmento	fragment	N	N;INAN;NOM;MASC;PL;POS
fragmentos	útržky	fragmento	útržek	N	N;NOM;FEM;PL;POS
fragmentos	úlomky	fragmento	úlomek	N	N;INAN;NOM;MASC;PL;POS
atrapar	chytit	atrapar	chytit	V	V;PFV;POS;NFIN
morrían	zemřel	morrer	zemřít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
existente	existující	existente	existující	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
existente	stávající	existente	stávající	ADJ	ADJ;NOM;MASC;SG;POS
electrónica	elektronický	electrónico	elektronický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
electrónica	elektronická	electrónico	elektronický	ADJ	ADJ;NOM;FEM;SG;POS
electrónica	elektronické	electrónico	elektronický	ADJ	ADJ;NOM;MASC;PL;POS
eficacia	účinnost	eficacia	účinnost	N	N;NOM;FEM;SG;POS
eficacia	účinnosti	eficacia	účinnost	N	N;NOM;FEM;SG;POS
eficacia	efektivita	eficacia	efektivita	N	N;NOM;FEM;SG;POS
eficacia	účinnost	eficacia	účinnost	N	N;NOM;FEM;SG;POS
eficacia	efektivnost	eficacia	efektivnost	N	N;NOM;FEM;SG;POS
debuxar	nakreslit	debuxar	nakreslit	V	V;PFV;POS;NFIN
debuxar	kreslit	debuxar	kreslit	V	V;IPFV;POS;NFIN
balea	velryba	balea	velryba	N	N;NOM;FEM;SG;POS
tráxico	tragický	tráxico	tragický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
tráxico	tragická	tráxico	tragický	ADJ	ADJ;NOM;FEM;SG;POS
tráxico	tragické	tráxico	tragický	ADJ	ADJ;NOM;NEUT;SG;POS
rexeita	odmítá	rexeitar	odmítat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
biolóxico	biologický	biolóxico	biologický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
biolóxico	biologická	biolóxico	biologický	ADJ	ADJ;NOM;FEM;SG;POS
biolóxico	biologické	biolóxico	biologický	ADJ	ADJ;NOM;MASC;SG;POS
abren	otevřít	abren	otevřít	V	V;POS;NFIN
variedade	odrůdy	variedade	odrůda	N	N;NOM;FEM;PL;POS
variedade	odrůda	variedade	odrůda	N	N;NOM;FEM;SG;POS
caribe	karibiku	caribe	karibika	N	N;INAN;DAT;MASC;SG;POS
recuperación	vymáhání	recuperación	vymáhání	N	N;NOM;NEUT;SG;POS
recuperación	zotavení	recuperación	zotavení	N	N;NOM;NEUT;SG;POS
recuperación	obnova	recuperación	obnova	N	N;NOM;FEM;SG;POS
recuperación	obnovy	recuperación	obnova	N	N;NOM;FEM;SG;POS
contaminación	znečištění	contaminación	znečištění	N	N;NOM;NEUT;SG;POS
pedazos	kusy	pedazo	kus	N	N;INAN;NOM;MASC;PL;POS
pedazos	kousky	pedazo	kousek	N	N;INAN;NOM;MASC;PL;POS
pedazos	kusů	pedazo	kus	N	N;INAN;GEN;MASC;PL;POS
bases	základny	base	základna	N	N;NOM;FEM;PL;POS
bases	báze	base	báze	N	N;NOM;FEM;SG;POS
minte	lhát	minte	lhát	V	V;POS;NFIN
exercicios	cvičení	exercicio	cvičení	N	N;NOM;NEUT;SG;POS
lixeiramente	mírně	lixeiramente	mírně	ADV	ADV;POS
lixeiramente	lehce	lixeiramente	lehce	ADV	ADV;POS
ventos	větry	vento	vítr	N	N;INAN;NOM;MASC;PL;POS
ventos	vítr	vento	vítr	N	N;INAN;NOM;MASC;SG;POS
atopen	najděte	atopar	najít	V	V;IMP;PL;2;POS;FIN
atopen	najdi	atopar	najdi	V	V;IMP;SG;2;POS;FIN
atopen	najít	atopar	najít	V	V;POS;NFIN
fundación	nadace	fundación	nadace	N	N;NOM;FEM;SG;POS
fundación	základy	fundación	základ	N	N;INAN;NOM;MASC;PL;POS
fundación	základ	fundación	základ	N	N;INAN;NOM;MASC;SG;POS
construir	postavit	construir	postavit	V	V;PFV;POS;NFIN
construir	vybudovat	construir	vybudovat	V	V;PFV;POS;NFIN
construir	stavět	construir	stavět	V	V;IPFV;POS;NFIN
farrapos	hadry	farrapo	hadr	N	N;INAN;NOM;MASC;PL;POS
tarda	bere	tarda	brát	V	V;IND;SG;3;POS;PRS;FIN;ACT
traballaban	fungovalo	traballar	fungovat	V	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
traballaban	pracoval	traballar	pracovat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
traballaban	pracovala	traballar	pracovat	V	V;IPFV;POS;PST;V.PTCP;ACT
tiveran	mít	ter	mít	V	V;POS;NFIN
tiveran	měl	ter	mít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
tiveran	měla	ter	mít	V	V;POS;PST;V.PTCP;ACT
ainda	stále	ainda	stále	ADV	ADV
ainda	pořád	ainda	pořád	ADV	ADV
ainda	ještě	ainda	ještě	ADV	ADV
usala	použijte	usalar	použít	V	V;PFV;IMP;PL;2;POS;FIN
usala	použít	usalar	použít	V	V;POS;NFIN
optimista	optimistický	optimista	optimistický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
medran	rostou	medrar	růst	V	V;IND;PL;3;POS;PRS;FIN;ACT
cadela	pejsek	cadela	pejsek	N	N;ANIM;NOM;MASC;SG;POS
cadela	pes	cadela	pes	N	N;ANIM;NOM;MASC;SG;POS
cadela	děvka	cadela	děvka	N	N;NOM;FEM;SG;POS
encantaríame	miluj	encantaríame	milovat	V	V;IMP;SG;2;POS;FIN
virtude	ctnosti	virtude	ctnost	N	N;NOM;FEM;PL;POS
virtude	ctnost	virtude	ctnost	N	N;NOM;FEM;SG;POS
perigos	nebezpečí	perigo	nebezpečí	N	N;NOM;NEUT;SG;POS
intencións	úmysly	intención	úmysl	N	N;INAN;NOM;MASC;PL;POS
intencións	záměry	intención	záměr	N	N;INAN;NOM;MASC;PL;POS
cursos	kurzů	curso	kurs	N	N;INAN;GEN;MASC;PL;POS
cursos	kurzy	curso	kurs	N	N;INAN;NOM;MASC;PL;POS
cursos	seminářů	curso	seminář	N	N;INAN;GEN;MASC;PL;POS
cursos	semináře	curso	seminář	N	N;INAN;NOM;MASC;PL;POS
herbas	tráva	herba	tráva	N	N;NOM;FEM;SG;POS
herbas	trávy	herba	tráva	N	N;NOM;FEM;PL;POS
herbas	bylinky	herba	bylinka	N	N;NOM;FEM;PL;POS
herbas	byliny	herba	býlina	N	N;NOM;FEM;PL;POS
computadora	počítač	computar	počítač	N	N;INAN;NOM;MASC;SG;POS
computadora	počítače	computar	počítač	N	N;INAN;NOM;MASC;PL;POS
computadora	počítači	computar	počítač	N	N;INAN;NOM;MASC;PL;POS
contactar	kontaktovat	contactar	kontaktovat	V	V;IPFV;POS;NFIN
contactar	kontaktujte	contactar	kontaktovat	V	V;PFV;IMP;PL;2;POS;FIN
arquitecto	architekt	arquitecto	architekt	N	N;ANIM;NOM;MASC;SG;POS
catedral	katedrála	catedral	katedrála	N	N;NOM;FEM;SG;POS
catedral	katedrály	catedral	katedrála	N	N;NOM;FEM;PL;POS
comparar	porovnávat	comparar	porovnávat	V	V;IPFV;POS;NFIN
comparar	porovnat	comparar	porovnat	V	V;PFV;POS;NFIN
comparar	srovnat	comparar	srovnat	V	V;PFV;POS;NFIN
manexar	zvládnout	manexar	zvládnout	V	V;PFV;POS;NFIN
española	španělská	español	španělský	ADJ	ADJ;NOM;FEM;SG;POS
española	španělské	español	španělský	ADJ	ADJ;NOM;FEM;SG;POS
xogador	hráče	xogador	hráč	N	N;ANIM;ACC;MASC;PL;POS
xogador	hráči	xogador	hráč	N	N;ANIM;NOM;MASC;PL;POS
xogador	přehrávač	xogador	přehrávač	N	N;INAN;NOM;MASC;SG;POS
xogador	hráč	xogador	hráč	N	N;ANIM;NOM;MASC;SG;POS
computadores	počítače	computador	počítač	N	N;INAN;NOM;MASC;PL;POS
durmía	spát	durmía	spát	V	V;POS;NFIN
durmía	spala	durmía	spát	V	V;POS;PST;V.PTCP;ACT
durmía	spal	durmía	spát	V	V;MASC;SG;POS;PST;V.PTCP;ACT
bacteria	bakterie	bacteria	bakterie	N	N;NOM;FEM;PL;POS
bacteria	bakterie	bacteria	bakterie	N	N;NOM;FEM;PL;POS
bacteria	bakterií	bacteria	bakterie	N	N;INS;FEM;SG;POS
entren	získat	entren	získat	V	V;PFV;POS;NFIN
entren	dostat	entren	dostat	V	V;POS;NFIN
parentes	příbuzných	parente	příbuzný	N	N;ANIM;GEN;MASC;PL;POS
parentes	příbuzné	parente	příbuzný	N	N;ANIM;NOM;MASC;PL;POS
parentes	příbuzní	parente	příbuzný	N	N;ANIM;NOM;MASC;PL;POS
bailes	tance	baile	tanec	N	N;INAN;NOM;MASC;PL;POS
empezaron	začalo	empezar	začít	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
empezaron	začal	empezar	začít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
empezaron	začala	empezar	začít	V	V;POS;PST;V.PTCP;ACT
estadio	stadionu	estadio	stadión	N	N;INAN;GEN;MASC;SG;POS
estadio	stadion	estadio	stadión	N	N;INAN;NOM;MASC;SG;POS
estadio	stadium	estadio	stadium	N	N;NOM;NEUT;SG;POS
estadio	aréně	estadio	aréna	N	N;DAT;FEM;SG;POS
intentos	pokusů	intento	pokus	N	N;INAN;GEN;MASC;PL;POS
intentos	pokusy	intento	pokus	N	N;INAN;NOM;MASC;PL;POS
fósemos	byli	fósemo	být	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
fósemos	byly	fósemo	být	V	V;INAN;PL;POS;PST;V.PTCP;ACT
obstáculos	překážky	obstáculo	překážka	N	N;NOM;FEM;PL;POS
obstáculos	překážek	obstáculo	překážka	N	N;GEN;FEM;PL;POS
sinxelamente	jednoduše	sinxelamente	jednoduše	ADV	ADV;POS
sinxelamente	prostě	sinxelamente	prostě	ADV	ADV;POS
variedades	odrůdy	variedade	odrůda	N	N;NOM;FEM;PL;POS
estupidez	hloupost	estupidez	hloupost	N	N;NOM;FEM;SG;POS
sabiades	know	sabiar	know	N	N;FEM;SG;POS
hamburguesa	hamburger	hamburguesa	hamburger	N	N;INAN;NOM;MASC;SG;POS
deitados	lhaní	deitado	lhaní	N	N;NOM;NEUT;SG;POS
razas	dostihy	raza	dostih	N	N;INAN;NOM;MASC;PL;POS
razas	závody	raza	závod	N	N;INAN;NOM;MASC;PL;POS
razas	rasy	raza	rasa	N	N;NOM;FEM;PL;POS
razas	deště	raza	déšť	N	N;INAN;NOM;MASC;SG;POS
razas	déšť	raza	déšť	N	N;INAN;NOM;MASC;SG;POS
declarou	prohlásil	declarar	prohlásit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
pulmón	plíce	pulmón	plíce	N	N;NOM;FEM;PL;POS
pulmón	plic	pulmón	plíce	N	N;GEN;FEM;PL;POS
detectar	detekovat	detectar	detekovat	V	V;IPFV;POS;NFIN
cambiará	bude	cambiar	být	V	V;IND;SG;3;POS;FUT;FIN;ACT
cambiará	změnit	cambiar	změnit	V	V;PFV;POS;NFIN
catástrofe	katastrofa	catástrofe	katastrofa	N	N;NOM;FEM;SG;POS
descuberta	objevil	descuberta	objevit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
descuberta	objevili	descuberta	objevit	V	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
descuberta	objevila	descuberta	objevit	V	V;PFV;POS;PST;V.PTCP;ACT
voluntario	dobrovolník	voluntario	dobrovolník	N	N;ANIM;NOM;MASC;SG;POS
ombro	rameno	ombro	rameno	N	N;NOM;NEUT;SG;POS
sentenza	věta	sentenza	věta	N	N;NOM;FEM;SG;POS
sentenza	trest	sentenza	trest	N	N;INAN;NOM;MASC;SG;POS
sentenza	rozsudek	sentenza	rozsudek	N	N;INAN;NOM;MASC;SG;POS
moralmente	morálně	moral	morálně	ADV	ADV;POS
construímos	postavil	construír	postavit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
cambiamos	změnit	cambiar	změnit	V	V;PFV;POS;NFIN
entendedes	pochopit	entendede	pochopit	V	V;PFV;POS;NFIN
hoxendía	dnešek	hoxender	dnešek	N	N;INAN;NOM;MASC;SG;POS
creador	stvořitel	creador	stvořitel	N	N;ANIM;NOM;MASC;SG;POS
creador	tvůrce	creador	tvůrce	N	N;ANIM;NOM;MASC;SG;POS
creador	stvořiteli	creador	stvořitel	N	N;ANIM;DAT;MASC;SG;POS
feixóns	fazole	feixón	fazole	N	N;NOM;FEM;PL;POS
feixóns	boby	feixón	bob	N	N;INAN;NOM;MASC;PL;POS
barras	bary	barra	bar	N	N;INAN;NOM;MASC;PL;POS
barras	mříže	barra	mříž	N	N;NOM;FEM;PL;POS
barras	barech	barra	bar	N	N;INAN;GEN;MASC;PL;POS
barras	barů	barra	bar	N	N;INAN;GEN;MASC;PL;POS
barras	tyče	barra	tyč	N	N;NOM;FEM;PL;POS
barras	kila	barra	kilo	N	N;NOM;NEUT;PL;POS
eficiente	účinné	eficiente	účinný	ADJ	ADJ;NOM;NEUT;SG;POS
eficiente	efektivní	eficiente	efektivní	ADJ	ADJ;NOM;MASC;SG;POS
concordo	souhlasím	concordo	souhlasit	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
concordo	souhlasit	concordo	souhlasit	V	V;IPFV;POS;NFIN
nenez	malička	nenez	malička	N	N;NOM;FEM;SG;POS
nenez	dětství	nenez	dětství	N	N;NOM;NEUT;SG;POS
naturais	přírodní	natural	přírodní	ADJ	ADJ;NOM;MASC;PL;POS
naturais	přirozený	natural	přirozený	ADJ	ADJ;INAN;NOM;MASC;SG;POS
naturais	přirozené	natural	přirozený	ADJ	ADJ;NOM;NEUT;SG;POS
naturais	přirozená	natural	přirozený	ADJ	ADJ;NOM;FEM;SG;POS
valioso	cenný	valioso	cenný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
valioso	cenná	valioso	cenný	ADJ	ADJ;NOM;FEM;SG;POS
valioso	cenné	valioso	cenný	ADJ	ADJ;NOM;MASC;PL;POS
valioso	hodnotné	valioso	hodnotný	ADJ	ADJ;NOM;MASC;PL;POS
caendo	padá	caendo	padat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
lavadora	praní	lavador	praní	N	N;NOM;NEUT;SG;POS
lavadora	mytí	lavador	mytí	N	N;NOM;NEUT;SG;POS
lavadora	přístroj	lavador	přístroj	N	N;INAN;NOM;MASC;SG;POS
lavadora	stroj	lavador	stroj	N	N;INAN;NOM;MASC;SG;POS
leña	dřevo	leñar	dřevo	N	N;NOM;NEUT;SG;POS
leña	dřeva	leñar	dřevo	N	N;NOM;NEUT;PL;POS
deixará	opustit	deixar	opustit	V	V;PFV;POS;NFIN
deixará	odejít	deixar	odejít	V	V;POS;NFIN
xeada	mráz	xeada	mráz	N	N;ANIM;NOM;MASC;SG;POS
cráteres	krátery	cráteres	kráter	N	N;INAN;NOM;MASC;PL;POS
cráteres	bomba	cráteres	bomba	N	N;NOM;FEM;SG;POS
fadas	víla	facer	víla	N	N;NOM;FEM;SG;POS
fadas	příběh	facer	příběh	N	N;INAN;NOM;MASC;SG;POS
crearon	mít	crear	mít	V	V;POS;NFIN
crearon	stvořil	crear	stvořit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
crearon	vytvořil	crear	vytvořit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
gobernamental	vládou	gobernamental	vláda	N	N;INS;FEM;SG;POS
gobernamental	vláda	gobernamental	vláda	N	N;NOM;FEM;SG;POS
gobernamental	vlády	gobernamental	vláda	N	N;NOM;FEM;PL;POS
viran	viděl	vir	vidět	V	V;MASC;SG;POS;PST;V.PTCP;ACT
viran	viděli	vir	vidět	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
matemática	matematické	matemático	matematický	ADJ	ADJ;NOM;NEUT;SG;POS
matemática	matematický	matemático	matematický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
pílulas	prášky	pílula	prášek	N	N;INAN;NOM;MASC;PL;POS
pílulas	pilulky	pílula	pilulka	N	N;NOM;FEM;PL;POS
contando	počítám	contar	počítat	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
contando	počítat	contar	počítat	V	V;IPFV;POS;NFIN
leccións	lekce	lección	lekce	N	N;NOM;FEM;SG;POS
leccións	poučení	lección	poučení	N	N;NOM;NEUT;SG;POS
fotógrafo	fotograf	fotógrafo	fotograf	N	N;ANIM;NOM;MASC;SG;POS
fotógrafo	fotografka	fotógrafo	fotografka	N	N;NOM;FEM;SG;POS
rematara	bylo	rematar	být	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
rematara	byl	rematar	být	V	V;MASC;SG;POS;PST;V.PTCP;ACT
rematara	byla	rematar	být	V	V;POS;PST;V.PTCP;ACT
saíches	out	saíches	out	N	N;INAN;NOM;MASC;SG;POS
paquetes	balíčky	paquete	balíček	N	N;INAN;NOM;MASC;PL;POS
