もの	şeyler	もの	şey	N	N;NOM;PL;3
観客	izleyiciler	観客	izleyici	N	N;NOM;PL;3
観客	izleyenler	観客	izle	N	N;NOM;PL;3
免許	ehliyet	免許	ehliyet	N	N;NOM;SG;3
寺院	tapınak	寺院	tapınak	N	N;NOM;SG;3
寺院	tapınağı	寺院	tapınak	N	N;NOM;SG;3
寺院	tapınakları	寺院	tapınak	N	N;NOM;PL;3
準備	hazırlanıyor	準備	hazırla	V	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
除去	kaldırılması	除去	kal	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
形状	şekiller	形状	şekil	N	N;NOM;PL;3
形状	şekilleri	形状	şekil	N	N;ACC;PL;3
形状	şekli	形状	şekli	N	N;ACC;SG;3
シアター	tiyatro	シアター	tiyatro	N	N;NOM;SG;3
知事	valiler	知事	vali	N	N;NOM;PL;3
知事	valilik	知事	valilik	N	N;NOM;SG;3
キリスト	hıristiyan	キリスト	hıristiyan	N	N;NOM;SG;3
キリスト	hristiyan	キリスト	hristiyan	N	N;NOM;SG;3
キリスト	hıristiyanlık	キリスト	hıristiyanlık	N	N;NOM;SG;3
普及	yayılmasını	普及	yay	V	V;PFV;ACC;IND;POS;PRS;V.MSDR;PASS
マスター	hocam	マスター	hocam	N	N;NOM;SG;3
最近	geçenlerde	最近	geçenlerde	N	N;ESS;PL;3
整理	temizle	整理	temiz	V	V;PFV;IMP;SG;2;POS;PRS
スクール	okula	スクール	okul	N	N;DAT;SG;3
スクール	okulumuz	スクール	okul	N	N;NOM;SG;3
スクール	okulu	スクール	okul	N	N;NOM;SG;3
推定	sanılıyor	推定	san	V	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
ブック	kitap	ブック	kitap	N	N;NOM;SG;3
軍団	kolordu	軍団	kolor	N	N;NOM;SG;3
遺跡	kalıntılar	遺跡	kalıntı	N	N;NOM;PL;3
アクション	eylemler	アクション	eylem	N	N;NOM;PL;3
アクション	eylemleri	アクション	eylem	N	N;ACC;PL;3
アクション	hareketler	アクション	hareket	N	N;NOM;PL;3
検証	doğrulaması	検証	doğrul	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
検証	onaylama	検証	onayla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
逮捕	tutuklanma	逮捕	tutuklan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
逮捕	tutuklama	逮捕	tutukla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
逮捕	tutuklanmış	逮捕	tutukla	V	V;PFV;NFH;IND;SG;3;POS;PST;PASS
逮捕	tutuklandı	逮捕	tutukla	V	V;PFV;IND;SG;3;POS;PST;PASS
逮捕	tutuklanan	逮捕	tutukla	V	V;PFV;IND;POS;PRS;V.PTCP;PASS
逮捕	tutuklamalar	逮捕	tutukla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
逮捕	tutuklama	逮捕	tutukla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
オフ	izin	オフ	izin		
オフ	kapalı	オフ	kapalı		
オフ	off	オフ	off		
古墳	tümülüs	古墳	tümülüs	N	N;NOM;SG;3
バラ	güller	バラ	gül	N	N;NOM;PL;3
拒否	reddetmek	拒否	reddet	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
拒否	reddetmek	拒否	reddet	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
拒否	reddetmesi	拒否	reddet	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
拒否	reddetmek	拒否	reddet	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
戦略	stratejileri	戦略	strateji	N	N;ACC;PL;3
戦略	strateji	戦略	strateji	N	N;NOM;SG;3
戦略	stratejisi	戦略	strateji	N	N;NOM;SG;3
ゴールデン	golden	ゴールデン	gol	N	N;AT+ABL;SG;3
スケート	paten	スケート	paten	N	N;NOM;SG;3
関数	işlevi	関数	işlev	N	N;NOM;SG;3
関数	fonksiyonu	関数	fonksiyon	N	N;NOM;SG;3
関数	işlevleri	関数	işlev	N	N;NOM;PL;3
負傷	yaralandı	負傷	yarala	V	V;PFV;IND;SG;3;POS;PST;PASS
職員	personelin	職員	personel	N	N;GEN;SG;3
職員	official	職員	official	N	N;NOM;SG;3
ポート	limanlar	ポート	liman	N	N;NOM;PL;3
検査	sınav	検査	sınav	N	N;NOM;SG;3
検査	muayene	検査	muayene	N	N;NOM;SG;3
資金	fonlar	資金	fon	N	N;NOM;PL;3
閉鎖	kapatılması	閉鎖	kapa	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
閉鎖	kapanış	閉鎖	kapa	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
閉鎖	kapatma	閉鎖	kapa	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
演劇	tiyatro	演劇	tiyatro	N	N;NOM;SG;3
演劇	tiyatro	演劇	tiyatro	N	N;NOM;SG;3
言及	bahsetmek	言及	bahset	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
言及	bahsedilen	言及	bahset	V	V;PFV;IND;POS;PRS;V.PTCP;PASS
ライフ	yaşam	ライフ	yaşam	N	N;NOM;SG;3
大使	büyükelçi	大使	büyükelçi	N	N;NOM;SG;3
大使	büyükelçileri	大使	büyükelçi	N	N;NOM;PL;3
大使	elçiler	大使	elçi	N	N;NOM;PL;3
大使	elçileri	大使	elçi	N	N;ACC;PL;3
常に	hep	常に	hep	ADV	ADV
売上	satışlar	売上	satış	N	N;NOM;PL;3
概念	kavramları	概念	kavram	N	N;ACC;PL;3
パート	parçası	パート	parça	N	N;NOM;SG;3
ドライバー	sürücüler	ドライバー	sürücü	N	N;NOM;PL;3
ドライバー	sürücüleri	ドライバー	sürücü	N	N;ACC;PL;3
ドライバー	sürücüsü	ドライバー	sürücü	N	N;NOM;SG;3
トーナメント	turnuvası	トーナメント	turnuva	N	N;NOM;SG;3
トーナメント	turnuva	トーナメント	tur	N	N;NOM;SG;3
調整	ayarlamalar	調整	ayarla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
根拠	gerekçesiyle	根拠	gerekçe	N	N;INS;SG;3
買収	edinme	買収	edin	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
プレイ	oynayın	プレイ	oyna	V	V;PFV;IMP;PL;2;POS;PRS
ビット	parçaları	ビット	parça	N	N;ACC;PL;3
日曜日	pazarları	日曜日	pazar	N	N;NOM;PL;3
日曜日	pazarlar	日曜日	pazar	N	N;NOM;PL;3
パス	yolu	パス	yol	N	N;ACC;SG;3
パス	yolları	パス	yol	N	N;NOM;PL;3
パス	yollar	パス	yol	N	N;NOM;PL;3
ミュージシャン	müzisyenler	ミュージシャン	müzisyen	N	N;NOM;PL;3
リーダー	okuyucular	リーダー	okuyucu	N	N;NOM;PL;3
リーダー	okurlar	リーダー	okur	N	N;NOM;PL;3
リーダー	lideri	リーダー	lider	N	N;NOM;SG;3
与える	verin	与える	ver	V	V;PFV;IMP;PL;2;POS;PRS
高度	yükseklik	高度	yükseklik	N	N;NOM;SG;3
結合	tahvil	結合	tahvil	N	N;NOM;SG;3
知識	bilgi	知識	bilgi	N	N;NOM;SG;3
ライセンス	lisansları	ライセンス	lisans	N	N;ACC;PL;3
ライセンス	ehliyet	ライセンス	ehliyet	N	N;NOM;SG;3
ライセンス	ehliyet	ライセンス	ehliyet	N	N;NOM;SG;3
メール	postalar	メール	posta	N	N;NOM;PL;3
赤い	kırmızı	赤い	kırmızı	ADJ	ADJ
実績	başarılar	実績	başarı	N	N;NOM;PL;3
実績	başarılar	実績	başarı	N	N;NOM;PL;3
実績	başarım	実績	baş	N	N;NOM;SG;3
アリ	karınca	アリ	kar		
アリ	ant	アリ	ant		
アリ	ari	アリ	ari		
アリ	arı	アリ	arı		
アリ	karınca	アリ	kar		
バスケット	basketbol	バスケット	basketbol	N	N;NOM;SG;3
バスケット	basket	バスケット	basket	N	N;NOM;SG;3
新規	yeni	新規	yeni	ADJ	ADJ
土曜日	cumartesileri	土曜日	cumartesi	N	N;NOM;PL;3
端末	terminalleri	端末	terminal	N	N;ACC;PL;3
下り	yönlendiren	下りる	yönlen	V	V;PFV;IND;POS;PRS;V.PTCP;CAUS
上昇	kalkın	上昇	kalk	V	V;PFV;IMP;PL;2;POS;PRS
都道府県	devlet	都道府県	devlet	N	N;NOM;SG;3
規制	düzenlenmiş	規制	düzenle	V	V;PFV;NFH;IND;3;POS;PST;PASS
駐車	otopark	駐車	otopark	N	N;NOM;SG;3
駐車	park	駐車	park	N	N;NOM;SG;3
女王	kraliçe	女王	kraliçe	N	N;NOM;SG;3
修了	tamamlanması	修了	tamamla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
数字	numaralar	数字	numara	N	N;NOM;PL;3
数字	sayılar	数字	say	N	N;NOM;PL;3
数字	rakamlar	数字	rakam	N	N;NOM;PL;3
数字	numaraları	数字	numara	N	N;ACC;PL;3
提示	sunmak	提示	sun	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
提示	sunuldu	提示	sun	V	V;PFV;IND;SG;3;POS;PST;PASS
提示	sunulan	提示	sun	V	V;PFV;IND;POS;PRS;V.PTCP;PASS
提示	sundu	提示	sun	V	V;PFV;IND;SG;3;POS;PST
国旗	bayrağı	国旗	bayrak	N	N;NOM;SG;3
国旗	bayrakları	国旗	bayrak	N	N;ACC;PL;3
国旗	bayraklar	国旗	bayrak	N	N;NOM;PL;3
人類	insanlığı	人類	insanlık	N	N;ACC;SG;3
人類	insanlık	人類	insanlık	N	N;NOM;SG;3
人類	insanlık	人類	insanlık	N	N;NOM;SG;3
祭り	festivali	祭り	festivali	N	N;ACC;SG;3
祭り	festivalde	祭り	festival	N	N;ESS;SG;3
祭り	festivaller	祭り	festival	N	N;NOM;PL;3
社員	çalışanları	社員	çalışan	N	N;ACC;PL;3
社員	çalışanlar	社員	çalışan	N	N;NOM;PL;3
社員	işçiler	社員	işçi	N	N;NOM;PL;3
ボタン	düğmeleri	ボタン	düğ	N	N;ACC;PL;3
ボタン	düğmeler	ボタン	düğ	N	N;NOM;PL;3
ボタン	düğmesi	ボタン	düğ	N	N;NOM;SG;3
プロフィール	profilleri	プロフィール	profil	N	N;ACC;PL;3
ストリート	sokak	ストリート	sokak	N	N;NOM;SG;3
ストリート	cadde	ストリート	cadde	N	N;NOM;SG;3
ストリート	sokak	ストリート	sokak	N	N;NOM;SG;3
ストリート	sokaklar	ストリート	sokak	N	N;NOM;PL;3
ストリート	sokaklarda	ストリート	sokak	N	N;ESS;PL;3
ストリート	sokakları	ストリート	sokak	N	N;NOM;PL;3
強制	zorunlu	強制	zorunlu		
強制	mecburi	強制	mecburi		
サウンド	sesi	サウンド	ses	N	N;NOM;SG;3
サウンド	ses	サウンド	ses	N	N;NOM;SG;3
サウンド	sesleri	サウンド	ses	N	N;NOM;PL;3
サウンド	sesler	サウンド	ses	N	N;NOM;PL;3
衝突	çarpışma	衝突	çarpış	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
生成	oluştur	生成	oluş	V	V;PFV;IMP;SG;2;POS;PRS;CAUS
境界	sınırlar	境界	sınır	N	N;NOM;PL;3
境界	sınırları	境界	sınır	N	N;NOM;PL;3
巡洋艦	kruvazörü	巡洋艦	kruvazör	N	N;NOM;SG;3
アメリカン	american	アメリカン	american	N	N;NOM;SG;3
ブレーキ	frenleri	ブレーキ	fren	N	N;ACC;PL;3
ブレーキ	frenler	ブレーキ	fren	N	N;NOM;PL;3
兵士	askerler	兵士	asker	N	N;NOM;PL;3
シート	levhalar	シート	levha	N	N;NOM;PL;3
ミッション	görev	ミッション	görev	N	N;NOM;SG;3
ミッション	görevler	ミッション	görev	N	N;NOM;PL;3
組み合わせ	birleştirme	組み合わせる	birleş	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
人形	bebekler	人形	bebek	N	N;NOM;PL;3
人形	bebekleri	人形	bebek	N	N;NOM;PL;3
現場	sahnesi	現場	sahne	N	N;NOM;SG;3
将来	gelecek	将来	gel		
授業	dersleri	授業	ders	N	N;NOM;PL;3
授業	dersler	授業	ders	N	N;NOM;PL;3
作者	yazarlar	作者	yazar	N	N;NOM;PL;3
合格	geçiyor	合格	geç	V	V;PROG;IND;SG;3;POS;INFM;PRS
合格	geçtim	合格	geç	V	V;PFV;IND;SG;1;POS;PST
合格	geçti	合格	geç	V	V;PFV;IND;SG;3;POS;PST
パイロット	pilotlar	パイロット	pilot	N	N;NOM;PL;3
マス	alabalık	マス	alabalık	N	N;NOM;SG;3
パーソナリティ	kişiliği	パーソナリティ	kişilik	N	N;NOM;SG;3
パーソナリティ	kişilik	パーソナリティ	kişilik	N	N;NOM;SG;3
国籍	milletlerden	国籍	millet	N	N;AT+ABL;PL;3
称号	başlıklar	称号	başlık	N	N;NOM;PL;3
称号	unvanlar	称号	unvan	N	N;NOM;PL;3
称号	başlığı	称号	başlık	N	N;NOM;SG;3
規則	kurallar	規則	kural	N	N;NOM;PL;3
規則	kuralları	規則	kural	N	N;ACC;PL;3
機会	fırsatlar	機会	fırsat	N	N;NOM;PL;3
機会	fırsatlar	機会	fırsat	N	N;NOM;PL;3
大隊	taburu	大隊	tabur	N	N;NOM;SG;3
ロゴ	logosu	ロゴ	logo	N	N;NOM;SG;3
コア	çekirdeği	コア	çekir	N	N;NOM;SG;3
大人	yetişkinler	大人	yetişkin	N	N;NOM;PL;3
大人	yetişkinlere	大人	yetişkin	N	N;DAT;PL;3
海岸	sahili	海岸	sahili	N	N;ACC;SG;3
ボックス	kutusu	ボックス	kutu	N	N;NOM;SG;3
ボックス	kutular	ボックス	kutu	N	N;NOM;PL;3
神話	efsaneler	神話	efsane	N	N;NOM;PL;3
フィギュア	sayılar	フィギュア	say	N	N;NOM;PL;3
フィギュア	rakamlar	フィギュア	rakam	N	N;NOM;PL;3
フィギュア	şekiller	フィギュア	şekil	N	N;NOM;PL;3
支部	dalın	支部	dal	N	N;GEN;SG;3
どこ	nereye	どこ	nere	PRO	PRO;DAT;SG;3
どこ	nerede	どこ	nere	PRO	PRO;ESS;SG;3
敷地	site	敷地	sit	N	N;NOM;SG;3
敷地	sitede	敷地	site	N	N;ESS;SG;3
マッチ	maçlar	マッチ	maç	N	N;NOM;PL;3
マッチ	maç	マッチ	maç	N	N;NOM;SG;3
空気	air	空気	air	N	N;NOM;SG;3
ピン	iğneler	ピン	iğne	N	N;NOM;PL;3
ピン	iğne	ピン	iğne	N	N;NOM;SG;3
両親	aileler	両親	aile	N	N;NOM;PL;3
両親	ebeveynler	両親	ebeveyn	N	N;NOM;PL;3
投資	yatırım	投資	yatırım	N	N;NOM;SG;3
投資	yatırım	投資	yatırım	N	N;NOM;SG;3
投資	yatırımları	投資	yatırım	N	N;ACC;PL;3
投資	yatırımlar	投資	yatırım	N	N;NOM;PL;3
投資	yatırım	投資	yatırım	N	N;NOM;SG;3
キャンパス	kampüsleri	キャンパス	kampüs	N	N;ACC;PL;3
ゲート	kapısı	ゲート	kapı	N	N;NOM;SG;3
ゲート	kapı	ゲート	kapı	N	N;NOM;SG;3
恋人	sevenler	恋人	seven	N	N;NOM;PL;3
それら	bunlar	それら	bu	PRO	PRO;NOM;PL;3
不可能	imkansız	不可能	imkânsız	ADJ	ADJ
不可能	imkânsız	不可能	imkınsız	ADJ	ADJ
利益	kazanç	利益	kazanç	N	N;NOM;SG;3
文芸	edebiyatı	文芸	edebiyat	N	N;ACC;SG;3
文芸	edebiyat	文芸	edebiyat	N	N;NOM;SG;3
側面	yönleri	側面	yön	N	N;NOM;PL;3
側面	yönü	側面	yön	N	N;ACC;SG;3
患者	hastalar	患者	hasta	N	N;NOM;PL;3
患者	hastalara	患者	hasta	N	N;DAT;PL;3
離脱	çekilme	離脱	çek	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
離脱	çekilmesi	離脱	çek	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
場面	sahneler	場面	sahne	N	N;NOM;PL;3
場面	sahnesi	場面	sahne	N	N;NOM;SG;3
メッセージ	mesajınız	メッセージ	mesaj	N	N;NOM;SG;3
メッセージ	mesajı	メッセージ	mesaj	N	N;ACC;SG;3
メッセージ	mesajları	メッセージ	mesaj	N	N;ACC;PL;3
メッセージ	mesajlar	メッセージ	mesaj	N	N;NOM;PL;3
詩人	şairler	詩人	şair	N	N;NOM;PL;3
顧問	danışmanı	顧問	danışman	N	N;NOM;SG;3
ランク	rütbe	ランク	rütbe	N	N;NOM;SG;3
オンライン	çevrimiçi	オンライン	çevrimiçi	N	N;NOM;SG;3
オンライン	internette	オンライン	internet	N	N;ESS;SG;3
脱退	çekilme	脱退	çek	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
脱退	çekilmesi	脱退	çek	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
記号	semboller	記号	sembol	N	N;NOM;PL;3
記号	sembolleri	記号	sembol	N	N;ACC;PL;3
記号	simgeler	記号	simge	N	N;NOM;PL;3
記号	sembolü	記号	sembolü	N	N;ACC;SG;3
変換	dönüştür	変換	dönüş	V	V;PFV;IMP;SG;2;POS;PRS;CAUS
変換	dönüştür	変換	dönüş	V	V;PFV;IMP;SG;2;POS;PRS;CAUS
変換	dönüştürme	変換	dönüş	V	V;PFV;IND;SG;2;POS;PRS;CAUS
オーバー	üzeri	オーバー	üzer		
オーバー	palto	オーバー	palto		
襲撃	saldırdılar	襲撃	sal	V	V;PFV;IND;PL;3;POS;PST;CAUS
襲撃	saldırdı	襲撃	sal	V	V;PFV;IND;SG;3;POS;PST;CAUS
ヘッド	baş	ヘッド	baş	N	N;NOM;SG;3
ヘッド	kafası	ヘッド	kafa	N	N;NOM;SG;3
ヘッド	tura	ヘッド	tur	N	N;DAT;SG;3
ヘッド	kafalar	ヘッド	kafa	N	N;NOM;PL;3
資産	varlıkları	資産	varlık	N	N;ACC;PL;3
資産	varlıklar	資産	varlık	N	N;NOM;PL;3
手紙	mektuplar	手紙	mektup	N	N;NOM;PL;3
手紙	harfler	手紙	harf	N	N;NOM;PL;3
手紙	mektup	手紙	mektup	N	N;NOM;SG;3
手紙	mektup	手紙	mektup	N	N;NOM;SG;3
アイテム	eşyalar	アイテム	eşya	N	N;NOM;PL;3
アイテム	ürünler	アイテム	ürün	N	N;NOM;PL;3
入力	girdi	入力	gir	V	V;PFV;IND;SG;3;POS;PST
入力	girdiler	入力	gir	V	V;PFV;IND;PL;3;POS;PST
公表	yayınlama	公表	yayınla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
任意	keyfi	任意	keyif	N	N;NOM;SG;3
黄金	golden	黄金	gol	N	N;AT+ABL;SG;3
短い	kısa	短い	kısa	ADJ	ADJ
発達	geliştirme	発達	geliş	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
姿勢	davranış	姿勢	davranış	N	N;NOM;SG;3
姿勢	duruşu	姿勢	duruş	N	N;NOM;SG;3
議長	hoparlör	議長	hopar	N	N;NOM;SG;3
スポンサー	sponsoru	スポンサー	sponsoru	N	N;ACC;SG;3
スポンサー	sponsorluk	スポンサー	sponsorluk	N	N;NOM;SG;3
ヒーロー	kahramanlık	ヒーロー	kahramanlık	N	N;NOM;SG;3
ドライブ	sürücüler	ドライブ	sürücü	N	N;NOM;PL;3
ドライブ	sürücüleri	ドライブ	sürücü	N	N;ACC;PL;3
不動産	emlak	不動産	emlak	N	N;NOM;SG;3
不動産	gayrimenkul	不動産	gayrimenkul	N	N;NOM;SG;3
立候補	adaylığı	立候補	adaylık	N	N;NOM;SG;3
立候補	adaylığını	立候補	adaylık	N	N;ACC;SG;3
手段	anlamı	手段	anlam	N	N;ACC;SG;3
循環	dolaşımı	循環	dolaş	N	N;NOM;SG;3
地獄	cehennem	地獄	cehenne	N	N;NOM;SG;3
現実	gerçeklik	現実	gerçeklik	N	N;NOM;SG;3
承認	onaylama	承認	onayla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
承認	onaylamak	承認	onayla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
フライ	kızartma	フライ	kızar	N	N;NOM;PL;3
学ぶ	öğrenin	学ぶ	öğren	V	V;PFV;IMP;PL;2;POS;PRS
学ぶ	öğrenmek	学ぶ	öğren	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
スピード	sürat	スピード	sürat	N	N;NOM;SG;3
プレス	basında	プレス	bas	N	N;ESS;SG;3
アシスタント	yardımcısı	アシスタント	yardımcı	N	N;NOM;SG;3
アシスタント	asistanı	アシスタント	asistan	N	N;ACC;SG;3
イカ	kalamar	イカ	kalamar		
定員	kapasitesi	定員	kapasite	N	N;NOM;SG;3
財政	finansman	財政	finansman	N	N;NOM;SG;3
研究者	araştırmacılar	研究者	araştır	N	N;NOM;PL;3
意図	niyetleri	意図	niyet	N	N;ACC;PL;3
ケーブル	kabloları	ケーブル	kablo	N	N;ACC;PL;3
ケーブル	kablolar	ケーブル	kablo	N	N;NOM;PL;3
ドラム	bateri	ドラム	bateri	N	N;NOM;SG;3
ドラム	davullar	ドラム	davul	N	N;NOM;PL;3
ドラム	bateri	ドラム	bateri	N	N;NOM;SG;3
ガラス	bardak	ガラス	bardak	N	N;NOM;SG;3
ガラス	camlar	ガラス	cam	N	N;NOM;PL;3
ヤード	avlu	ヤード	avlu	N	N;NOM;SG;3
教員	hocam	教員	hocam	N	N;NOM;SG;3
教員	öğretmenim	教員	öğretmen	N	N;NOM;SG;3
教員	öğretmenler	教員	öğretmen	N	N;NOM;PL;3
教員	öğretmenleri	教員	öğretmen	N	N;ACC;PL;3
マラソン	maratonu	マラソン	maraton	N	N;NOM;SG;3
恐れ	korkmak	恐れる	kork	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
自宅	ev	自宅	ev	N	N;NOM;SG;3
自宅	evde	自宅	ev	N	N;ESS;SG;3
自宅	eve	自宅	ev	N	N;DAT;SG;3
自宅	evim	自宅	ev	N	N;NOM;SG;3
出発	ayrılıyor	出発	ayrıl	V	V;PROG;IND;SG;3;POS;INFM;PRS
単純	basit	単純	basit	ADJ	ADJ
インターナショナル	international	インターナショナル	international	N	N;NOM;SG;3
合唱	korosu	合唱	koro	N	N;NOM;SG;3
パック	paketler	パック	paket	N	N;NOM;PL;3
パック	paketle	パック	paket	N	N;INS;SG;3
脱出	kaçmak	脱出	kaç	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
ガイド	rehberlik	ガイド	rehberlik	N	N;NOM;SG;3
ガイド	rehberi	ガイド	rehber	N	N;NOM;SG;3
ガイド	kılavuzu	ガイド	kılavuz	N	N;ACC;SG;3
混乱	karıştı	混乱	karış	V	V;PFV;IND;SG;3;POS;PST
ファースト	öncelikle	ファースト	öncelik	N	N;INS;SG;3
タワー	tower	タワー	tower	N	N;NOM;SG;3
タワー	kulesi	タワー	kule	N	N;NOM;SG;3
絵画	resimler	絵画	resim	N	N;NOM;PL;3
絵画	tablolar	絵画	tablo	N	N;NOM;PL;3
予算	bütçeyi	予算	bütçe	N	N;ACC;SG;3
予算	bütçeleri	予算	bütçe	N	N;ACC;PL;3
両方	ikisi	両方	iki		
災害	felaketler	災害	felaket	N	N;NOM;PL;3
プール	havuzları	プール	havuz	N	N;ACC;PL;3
プール	havuzu	プール	havuz	N	N;NOM;SG;3
社団	derneği	社団	dernek	N	N;NOM;SG;3
ショップ	alışveriş	ショップ	alışveriş	N	N;NOM;SG;3
ショップ	dükkan	ショップ	dükkan	N	N;NOM;SG;3
ショップ	mağaza	ショップ	mağaz	N	N;NOM;SG;3
ショップ	dükkanlar	ショップ	dükkan	N	N;NOM;PL;3
ショップ	mağazalar	ショップ	mağaza	N	N;NOM;PL;3
仮面	maskesi	仮面	maske	N	N;NOM;SG;3
タクシー	taksiyle	タクシー	taks	N	N;INS;SG;3
楽章	hareket	楽章	hareket	N	N;NOM;SG;3
楽章	hareketler	楽章	hareket	N	N;NOM;PL;3
楽章	hareketlilik	楽章	hareketlilik	N	N;NOM;SG;3
ウッド	ahşap	ウッド	ahşap	N	N;NOM;SG;3
離婚	boşanmak	離婚	boşa	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
離婚	boşanma	離婚	boşan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
離婚	boşandı	離婚	boşa	V	V;PFV;IND;SG;3;POS;PST;PASS
離婚	boşanmış	離婚	boşa	V	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ペン	kalemleri	ペン	kalem	N	N;ACC;PL;3
ペン	kalemler	ペン	kalem	N	N;NOM;PL;3
ボーナス	ikramiye	ボーナス	ikrami	N	N;NOM;SG;3
オフィス	ofisleri	オフィス	ofis	N	N;ACC;PL;3
キャンペーン	kampanyalar	キャンペーン	kampanya	N	N;NOM;PL;3
キャンペーン	kampanyaları	キャンペーン	kampanya	N	N;ACC;PL;3
キャンペーン	kampanya	キャンペーン	kampanya	N	N;NOM;SG;3
弟子	havariler	弟子	havari	N	N;NOM;PL;3
走る	koşarak	走る	koş	V	V;PFV;IND;POS;PRS;V.CVB
走る	koşmak	走る	koş	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
走る	koşarken	走る	koş	V	V;IPFV;IND;SG;3;POS;V.CVB
走る	koşuyor	走る	koş	V	V;PROG;IND;SG;3;POS;INFM;PRS
看護	hemşirelik	看護	hemşirelik	N	N;NOM;SG;3
助手	yardımcısı	助手	yardımcı	N	N;NOM;SG;3
助手	asistanı	助手	asistan	N	N;ACC;SG;3
バラエティ	çeşitlilik	バラエティ	çeşitlilik	N	N;NOM;SG;3
バラエティ	çeşitliliği	バラエティ	çeşitlilik	N	N;NOM;SG;3
最低	minimum	最低	minim	N	N;NOM;SG;3
権限	izinleri	権限	izin	N	N;ACC;PL;3
権限	izinler	権限	izinle	N	N;NOM;PL;3
署名	imzalama	署名	imzala	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
コーラス	korosu	コーラス	koro	N	N;NOM;SG;3
ナンバー	numarası	ナンバー	numara	N	N;NOM;SG;3
印刷	yazdır	印刷	yaz	V	V;PFV;IMP;SG;2;POS;PRS;CAUS
クレジット	krediler	クレジット	kredi	N	N;NOM;PL;3
クレジット	kredi	クレジット	kredi	N	N;NOM;SG;3
クレジット	kredileri	クレジット	kredi	N	N;ACC;PL;3
クレジット	kredi	クレジット	kredi	N	N;NOM;SG;3
発音	telaffuz	発音	telaffuz	N	N;NOM;SG;3
発音	telaffuz	発音	telaffuz	N	N;NOM;SG;3
ショッピング	alışverişe	ショッピング	alışveriş	N	N;DAT;SG;3
ショッピング	alışveriş	ショッピング	alışveriş	N	N;NOM;SG;3
送信	gönderiliyor	送信	gönder	V	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
送信	gönderiyor	送信	gönder	V	V;PROG;IND;SG;3;POS;INFM;PRS
送信	gönderiyorum	送信	gönder	V	V;PROG;IND;SG;1;POS;INFM;PRS
送信	gönderin	送信	gönder	V	V;PFV;IMP;PL;2;POS;PRS
送信	gönder	送信	gönder	V	V;PFV;IMP;SG;2;POS;PRS
送信	gönderin	送信	gönder	V	V;PFV;IMP;PL;2;POS;PRS
送信	gönder	送信	gönder	V	V;PFV;IMP;SG;2;POS;PRS
パートナー	partner	パートナー	partner	N	N;NOM;SG;3
パートナー	partner	パートナー	partner	N	N;NOM;SG;3
ダイヤモンド	diamond	ダイヤモンド	diamond	N	N;NOM;SG;3
ダイヤモンド	pırlanta	ダイヤモンド	pırla	N	N;NOM;SG;3
ダイヤモンド	pırlanta	ダイヤモンド	pırla	N	N;NOM;SG;3
デモ	gösteriler	デモ	göster	N	N;NOM;PL;3
小さい	küçük	小さい	küçük	ADJ	ADJ
小さい	küçük	小さい	küçük	ADJ	ADJ
養子	evlatlık	養子	evlatlık	N	N;NOM;SG;3
