vsebovala	zawierał	vsebovati	zawierać	V;IPFV;FEM;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
nepravilno	nieprawidłowo	nepravilen	nieprawidłowo	ADV	ADV
nagrajen	nagrodzony	nagrajen	nagrodzić	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vodilna	prowadząca	vodilen	prowadząca	ADJ;NOM;FEM;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
vodilna	prowadzący	vodilen	prowadzić	ADJ;NOM;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
vodilna	prowadzące	vodilen	prowadzić	ADJ;NOM;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
srečen	zadowolona	srečen	zadowolony	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
srečen	szczęśliwa	srečen	szczęśliwy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
srečen	szczęśliwy	srečen	szczęśliwy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
srečen	zadowolony	srečen	zadowolony	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
pionir	pioneer	pionir	pioneer	N;NOM;MASC;SG	N;NOM;MASC;SG
demo	demonstracja	demo	demonstracja	N;NOM;MASC;SG	N;NOM;FEM;SG
natančen	dokładne	natančen	dokładny	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
natančen	precyzyjne	natančen	precyzyjny	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
natančen	dokładny	natančen	dokładny	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
natančen	dokładna	natančen	dokładny	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
natančen	dokładne	natančen	dokładny	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
natančen	dokładna	natančen	dokładny	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
natančen	dokładny	natančen	dokładny	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
natančen	dokładne	natančen	dokładny	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
natančen	dokładny	natančen	dokładny	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
natančen	dokładna	natančen	dokładny	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
balet	balet	balet	balet	N;NOM;MASC;SG	N;NOM;MASC;SG
aparat	aparatura	aparat	aparatura	N;NOM;MASC;SG	N;NOM;FEM;SG
aparat	przyrząd	aparat	przyrząd	N;NOM;MASC;SG	N;NOM;MASC;SG
mrk	zaćmienie	mrk	zaćmienie	N;NOM;MASC;SG	N;NOM;NEUT;SG
ekonomija	ekonomia	ekonomija	ekonomia	N;NOM;FEM;SG	N;NOM;FEM;SG
ekonomija	gospodarka	ekonomija	gospodarka	N;NOM;FEM;SG	N;NOM;FEM;SG
ekonomija	ekonomia	ekonomija	ekonomia	N;NOM;FEM;SG	N;NOM;FEM;SG
trpljenje	cierpienia	trpljenje	cierpienie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
trpljenje	cierpienie	trpljenje	cierpienie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zvest	lojalny	zvest	lojalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
zvest	lojalna	zvest	lojalny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
lažji	prostsze	lahek	prosty	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
lažji	łatwiejsze	lahek	łatwy	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
lažji	łatwiejszy	lahek	łatwy	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
lažji	łatwiejsza	lahek	łatwy	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
lažji	lżejsze	lahek	lekki	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
lažji	lżejszy	lahek	lekki	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
povprečje	średnia	povprečje	średnia	N;NOM;NEUT;SG	N;NOM;FEM;SG
depresija	depresja	depresija	depresja	N;NOM;FEM;SG	N;NOM;FEM;SG
vpogled	wgląd	vpogled	wgląd	N;NOM;MASC;SG	N;NOM;MASC;SG
športnik	lekkoatleta	športnik	lekkoatleta	N;NOM;MASC;SG	N;NOM;MASC;SG
športnik	sportowiec	športnik	sportowiec	N;NOM;MASC;SG	N;NOM;MASC;SG
kirurg	chirurg	kirurg	chirurg	N;NOM;MASC;SG	N;NOM;MASC;SG
škrat	elf	škrat	elf	N;NOM;MASC;SG	N;NOM;MASC;SG
škrat	karzeł	škrat	karzeć	N;NOM;MASC;SG	N;NOM;MASC;SG
mlajša	młodsza	mlad	młody	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
mlajša	młodszy	mlad	młody	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
mlajša	młodsze	mlad	młody	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
rjava	brązowa	rjav	brązowy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
rjava	brązowe	rjav	brązowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
rjava	brązowy	rjav	brązowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
prazno	pusta	prazen	pusty	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
prazno	pusty	prazen	pusty	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
prazno	pusta	prazen	pusty	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
prazno	pusty	prazen	pusty	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
poklicna	zawodowe	poklicen	zawodowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
poklicna	profesjonalne	poklicen	profesjonalny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
poklicna	profesjonalna	poklicen	profesjonalny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
poklicna	profesjonalny	poklicen	profesjonalny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
poklicna	zawodowe	poklicen	zawodowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
pomočnika	asystenta	pomočnik	asystent	N;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
pomočnika	pomocnika	pomočnik	pomocnik	N;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
pričakovali	oczekiwano	pričakovati	oczekiwać	V;IPFV;MASC;PL;V.PTCP	V;IPFV;IND;0;PST;FIN;ACT
pričakovali	oczekiwać	pričakovati	oczekiwać	V;IPFV;MASC;PL;V.PTCP	V;IPFV;NFIN;ACT
galaksija	galaktyka	galaksija	galaktyka	N;NOM;FEM;SG	N;NOM;FEM;SG
večno	wiecznie	večen	wiecznie	ADV	ADV
španci	hiszpanie	španec	hiszpan	N;NOM;MASC;PL	N;NOM;MASC;PL
tokov	strumieni	tok	strumień	N;GEN;MASC;PL	N;GEN;MASC;PL
tokov	przepływów	tok	przepływ	N;GEN;MASC;PL	N;GEN;MASC;PL
sonda	sonda	sonda	sonda	N;NOM;FEM;SG	N;NOM;FEM;SG
maša	masza	maša	masza	N;NOM;FEM;SG	N;NOM;FEM;SG
jakost	siła	jakost	siła	N;NOM;FEM;SG	N;NOM;FEM;SG
jakost	wytrzymałość	jakost	wytrzymałość	N;NOM;FEM;SG	N;NOM;FEM;SG
protiletalski	przeciwlotnicze	protiletalski	przeciwlotniczy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
sončna	słoneczna	sončen	słoneczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
sončna	słoneczny	sončen	słoneczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
sončna	słoneczne	sončen	słoneczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
sončna	słoneczna	sončen	słoneczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
sončna	słoneczny	sončen	słoneczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
sončna	słoneczne	sončen	słoneczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
nositi	nosić	nositi	nosić	V;IPFV;NFIN	V;IPFV;NFIN;ACT
nositi	nieść	nositi	nieść	V;IPFV;NFIN	V;IPFV;NFIN;ACT
nositi	nosić	nositi	nosić	V;IPFV;NFIN	V;IPFV;NFIN;ACT
rodov	rodzajów	rod	rodzaj	N;GEN;MASC;PL	N;GEN;MASC;PL
informacija	informacja	informacija	informacja	N;NOM;FEM;SG	N;NOM;FEM;SG
sektor	sektor	sektor	sektor	N;NOM;MASC;SG	N;NOM;MASC;SG
sektor	branża	sektor	branż	N;NOM;MASC;SG	N;NOM;FEM;SG
izdeluje	czyni	izdelovati	czynić	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
listine	dokumenty	listina	dokument	N;NOM;FEM;PL	N;NOM;MASC;PL
dušik	azot	dušik	azot	N;NOM;MASC;SG	N;NOM;MASC;SG
sliši	słyszy	slišati	słyszeć	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
črpalka	pompa	črpalka	pompa	N;NOM;FEM;SG	N;NOM;FEM;SG
torpedo	torpeda	torpeda	torpeda	N;NOM;MASC;SG	N;NOM;FEM;SG
luther	luther	luther	luther	N;NOM;MASC;SG	N;NOM;MASC;SG
lane	lane	lan	lany		
preliv	polewa	preliv	polewać	N;NOM;MASC;SG	N;NOM;FEM;SG
preliv	opatrunek	preliv	opatrunek	N;NOM;MASC;SG	N;NOM;MASC;SG
vladavina	panowanie	vladavina	panować	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
planeti	planety	planet	planet	N;NOM;MASC;PL	N;NOM;FEM;PL
združi	połączyć	združiti	połączyć	V;PFV;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
združi	połączyć	združiti	połączyć	V;PFV;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
združi	zjednoczyć	združiti	zjednoczyć	V;PFV;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
prejemnik	odbiorca	prejemnik	odbiorzec	N;NOM;MASC;SG	N;NOM;MASC;SG
prejemnik	odbiornik	prejemnik	odbiornik	N;NOM;MASC;SG	N;NOM;MASC;SG
prejemnik	odbiorca	prejemnik	odbiorzec	N;NOM;MASC;SG	N;NOM;MASC;SG
obiskovalci	goście	obiskovalec	gość	N;NOM;MASC;PL	N;NOM;MASC;PL
uči	uczy	uči	uczyć	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
čaščenje	adoracja	čaščenje	adoracja	N;NOM;NEUT;SG	N;NOM;FEM;SG
čaščenje	kult	čaščenje	kult	N;NOM;NEUT;SG	N;NOM;MASC;SG
fletcher	fletcher	fletcher	fletcher	N;NOM;MASC;SG	N;NOM;MASC;SG
filippo	filippo	filippo	filippo	N;NOM;MASC;SG	N;NOM;MASC;SG
pojasnilo	wyjaśnienie	pojasniti	wyjaśnić	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pojasnilo	wyjaśnienia	pojasniti	wyjaśnienie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pojasnilo	wyjaśnienie	pojasniti	wyjaśnić	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pojasnilo	wyjaśnienia	pojasniti	wyjaśnienie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
tisočletje	tysiąclecia	tisočletje	tysiąclecie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
tisočletje	millennium	tisočletje	millennium	N;NOM;NEUT;SG	N;NOM;NEUT;SG
tisočletje	tysiąclecia	tisočletje	tysiąclecie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
plače	zarobki	plača	zarobek	N;NOM;FEM;PL	N;NOM;MASC;PL
plače	zarobki	plača	zarobek	N;NOM;FEM;PL	N;NOM;MASC;PL
plače	pensje	plača	pensja	N;NOM;FEM;PL	N;NOM;FEM;PL
vladislav	władysław	vladislav	władysław	N;NOM;MASC;SG	N;NOM;MASC;SG
dodaten	dodatkowa	dodaten	dodatkowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
dodaten	dodatkowe	dodaten	dodatkowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
dodaten	dodatkowy	dodaten	dodatkowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
kapital	stolica	kapital	stolica	N;NOM;MASC;SG	N;NOM;FEM;SG
eksplozija	wybuch	eksplozija	wybuch	N;NOM;FEM;SG	N;NOM;MASC;SG
eksplozija	eksplozja	eksplozija	eksplozja	N;NOM;FEM;SG	N;NOM;FEM;SG
vrtenje	obrót	vrtenje	obrót	N;NOM;NEUT;SG	N;NOM;MASC;SG
ugotovitev	ustalenia	ugotovitev	ustalenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
ugotovitev	wniosek	ugotovitev	wniosek	N;NOM;FEM;SG	N;NOM;MASC;SG
ugotovitev	zawarcie	ugotovitev	zawarcie	N;NOM;FEM;SG	N;NOM;NEUT;SG;V.MSDR
oblikovana	sformułowane	oblikovan	sformułować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
podružnice	gałęzie	podružnica	gałąź	N;NOM;FEM;PL	N;NOM;FEM;PL
podružnice	oddziały	podružnica	oddział	N;NOM;FEM;PL	N;NOM;MASC;PL
karta	kupon	karta	kupon	N;NOM;FEM;SG	N;NOM;MASC;SG
karta	bilet	karta	bilet	N;NOM;FEM;SG	N;NOM;MASC;SG
karta	kartka	karta	kartka	N;NOM;FEM;SG	N;NOM;FEM;SG
karta	karta	karta	karta	N;NOM;FEM;SG	N;NOM;FEM;SG
karta	wizytówka	karta	wizytówka	N;NOM;FEM;SG	N;NOM;FEM;SG
poslanstvo	misja	poslanstvo	misja	N;NOM;NEUT;SG	N;NOM;FEM;SG
kmetijski	rolniczy	kmetijski	rolniczyć	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
kmetijski	rolnicze	kmetijski	rolniczy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
budizem	buddyzm	budizem	buddyzm	N;NOM;MASC;SG	N;NOM;MASC;SG
kršitev	naruszenie	kršitev	naruszenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
kršitev	naruszenie	kršitev	naruszenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
kršitev	naruszenie	kršitev	naruszenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
pečat	pieczęć	pečat	pieczęć	N;NOM;MASC;SG	N;NOM;FEM;SG
irsko	irlandzkie	irski	irlandzki	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
irsko	irlandzki	irski	irlandzka	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
irsko	irlandzka	irski	irlandzka	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
spodbujanje	zachęcanie	spodbujanje	zachęcać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
spodbujanje	zachęta	spodbujanje	zachąć	N;NOM;NEUT;SG	N;NOM;FEM;SG
spodbujanje	pobudzenie	spodbujanje	pobudzić	N;NOM;NEUT;SG	N;NOM;NEUT;SG
spodbujanje	promowanie	spodbujanje	promować	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
spodbujanje	promowanie	spodbujanje	promować	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
spodbujanje	awans	spodbujanje	awans	N;NOM;NEUT;SG	N;NOM;MASC;SG
spodbujanje	promowanie	spodbujanje	promować	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kmeta	rolnika	kmet	rolnik	N;ACC;MASC;SG	N;ACC;MASC;SG
pripadala	należał	pripadati	należeć	V;IPFV;FEM;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
basist	basista	basist	basisty	N;NOM;MASC;SG	N;NOM;MASC;SG
pivo	piwko	pivo	piwko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pivo	piwo	pivo	piwo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pivo	piwo	pivo	piwo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vrtec	przedszkole	vrtec	przedszkole	N;NOM;MASC;SG	N;NOM;NEUT;SG
vrtec	przedszkole	vrtec	przedszkole	N;NOM;MASC;SG	N;NOM;NEUT;SG
absorbira	wchłania	absorbirati	wchłaniać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
absorbira	wchłonąć	absorbirati	wchłonąć	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
znamenja	znaki	znamenje	znak	N;NOM;NEUT;PL	N;NOM;MASC;PL
znamenja	ślady	znamenje	ślad	N;NOM;NEUT;PL	N;NOM;MASC;PL
znamenja	znaki	znamenje	znak	N;NOM;NEUT;PL	N;NOM;MASC;PL
znamenja	oznaki	znamenje	oznak	N;NOM;NEUT;PL	N;NOM;MASC;PL
bratranec	kuzyn	bratranec	kuzyn	N;NOM;MASC;SG	N;NOM;MASC;SG
bratranec	kuzynka	bratranec	kuzynek	N;NOM;MASC;SG	N;NOM;FEM;SG
slovesno	uroczyście	slovesno	uroczyście	ADV	ADV
raznolikost	zróżnicowanie	raznolikost	zróżnicowanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
raznolikost	różnorodność	raznolikost	różnorodność	N;NOM;FEM;SG	N;NOM;FEM;SG
raznolikost	odmiana	raznolikost	odmiana	N;NOM;FEM;SG	N;NOM;FEM;SG
raznolikost	różnorodność	raznolikost	różnorodność	N;NOM;FEM;SG	N;NOM;FEM;SG
romantike	romanse	romantika	romans	N;NOM;FEM;PL	N;NOM;MASC;PL
nogo	stopę	noga	stopa	N;ACC;FEM;SG	N;ACC;FEM;SG
nogo	nogę	noga	noga	N;ACC;FEM;SG	N;ACC;FEM;SG
lamborghini	lamborghini	lamborghina	lamborghinia	N;NOM;MASC;SG	N;NOM;MASC;SG
sporna	kwestionowane	sporen	kwestionować	ADJ;NOM;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sporna	kontrowersyjne	sporen	kontrowersyjny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
skladišče	magazyn	skladišče	magazyn	N;NOM;NEUT;SG	N;NOM;MASC;SG
skladišče	składowanie	skladišče	składowanie	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
skladišče	magazyn	skladišče	magazyn	N;NOM;NEUT;SG	N;NOM;MASC;SG
skladišče	przechowywanie	skladišče	przechowywać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
skladišče	magazynowanie	skladišče	magazynowanie	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
northrop	northrop	northrop	northrop	N;NOM;MASC;SG	N;NOM;MASC;SG
planete	planety	planet	planet	N;NOM;FEM;PL	N;NOM;FEM;PL
posvečeno	poświęcone	posvečen	poświęcić	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
posvečeno	oddany	posvečen	oddać	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
posvečeno	poświęcona	posvečen	poświęcić	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
posvečeno	poświęcony	posvečen	poświęcić	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enciklopedije	encyklopedie	enciklopedija	encyklopedia	N;NOM;FEM;PL	N;NOM;FEM;PL
ogrodje	klatka	ogrodje	klatka	N;NOM;NEUT;SG	N;NOM;FEM;SG
ogrodje	ramka	ogrodje	ramka	N;NOM;NEUT;SG	N;NOM;FEM;SG
prizore	sceny	prizor	scena	N;ACC;MASC;PL	N;ACC;FEM;PL
temeljna	fundamentalne	temeljen	fundamentalny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
temeljna	zasadnicza	temeljen	zasadniczy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
izrecno	wyraźnie	izrecno	wyraźnie	ADV	ADV
izrecno	konkretnie	izrecno	konkretnie	ADV	ADV
izrecno	specjalnie	izrecno	specjalnie	ADV	ADV
augustus	augustus	augustus	augustus	N;NOM;MASC;SG	N;NOM;MASC;SG
klubi	kluby	klub	klub	N;NOM;MASC;PL	N;NOM;MASC;PL
potrditev	potwierdzenie	potrditev	potwierdzenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
potrditev	zatwierdzanie	potrditev	zatwierdzać	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
potrditev	zatwierdzenie	potrditev	zatwierdzenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
slapovi	wodospady	slap	wodospad	N;NOM;MASC;PL	N;NOM;MASC;PL
rezidenca	rezydencja	rezidenca	rezydencja	N;NOM;FEM;SG	N;NOM;FEM;SG
portugalsko	portugalski	portugalski	portugalski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
portugalsko	portugalska	portugalski	portugalski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
portugalsko	portugalskie	portugalski	portugalski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
strop	sufit	strop	sufit	N;NOM;MASC;SG	N;NOM;MASC;SG
strop	pułap	strop	pułap	N;NOM;MASC;SG	N;NOM;MASC;SG
izdano	wyemitowane	izdano	wyemitować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
izdano	wydany	izdano	wydać	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
izdano	wydane	izdano	wydać	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
izdano	wydawane	izdano	wydawać	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
spori	konflikty	spor	konflikt	N;NOM;MASC;PL	N;NOM;MASC;PL
digitalna	cyfrowe	digitalen	cyfrowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
