daha	更	daha	更	ADV	ADV
palace	王宮	palace	王宮	N;NOM;SG;3	N
palace	宮廷	palace	宮廷	N;NOM;SG;3	N
palace	宮	palace	宮	N;NOM;SG;3	N
denklemi	方程	denklem	方程	N;NOM;SG;3	N
denklemi	方程	denklem	方程	N;NOM;SG;3	N
ilkeleri	原則	ilke	原則	N;NOM;PL;3	N
ilkeleri	政策	ilke	政策	N;NOM;PL;3	N
anlaşmazlık	分歧	anlaşmazlık	分歧	N;NOM;SG;3	N
anlaşmazlık	分歧	anlaşmazlık	分歧	N;NOM;SG;3	N
anlaşmazlık	衝突	anlaşmazlık	衝突	N;NOM;SG;3	N
anlaşmazlık	爭端	anlaşmazlık	爭端	N;NOM;SG;3	N
anlaşmazlık	糾紛	anlaşmazlık	糾紛	N;NOM;SG;3	N
anlaşmazlık	爭議	anlaşmazlık	爭議	N;NOM;SG;3	N
domates	番	domates	番	N;NOM;SG;3	N
domates	西紅	domates	西紅	N;NOM;SG;3	N
domates	蕃	domates	蕃	N;NOM;SG;3	N
domates	番	domates	番	N;NOM;SG;3	N
domates	西紅	domates	西紅	N;NOM;SG;3	N
domates	蕃	domates	蕃	N;NOM;SG;3	N
okullar	學校	okul	學校	N;NOM;PL;3	N
kanalları	頻道	kanal	頻道	N;ACC;PL;3	N
kanalları	渠道	kanal	渠道	N;ACC;PL;3	N
kardeşleri	兄妹	kardeş	兄妹	N;NOM;PL;3	N
çabaları	努力	çaba	努力	N;NOM;PL;3	N
hikaye	動態	hika	動態	N;NOM;SG;3	N
hikaye	故事	hika	故事	N;NOM;SG;3	N
cenazesi	葬禮	cenaze	葬禮	N;NOM;SG;3	N
hücreler	細胞	hücre	細胞	N;NOM;PL;3	N
ormanları	森林	orman	森林	N;NOM;PL;3	N
gazeteciler	記者	gazeteci	記者	N;NOM;PL;3	N
şartlar	條件	şart	條件	N;NOM;PL;3	N
şartlar	術語	şart	術語	N;NOM;PL;3	N
şartlar	條款	şart	條款	N;NOM;PL;3	N
sevgiler	戀愛	sevgi	戀愛	N;NOM;PL;3	N
sevgiler	愛情	sevgi	愛情	N;NOM;PL;3	N
selamlar	問候	selam	問候	N;NOM;PL;3	N
yakaladı	抓到	yakala	抓到	V;PFV;IND;SG;3;POS;PST	V
depremi	地震	deprem	地震	N;NOM;SG;3	N
ayakkabı	鞋	ayakkabı	鞋	N;NOM;SG;3	N
ayakkabı	鞋子	ayakkabı	鞋子	N;NOM;SG;3	N
ayakkabı	皮鞋	ayakkabı	皮鞋	N;NOM;SG;3	N
ayakkabı	鞋	ayakkabı	鞋	N;NOM;SG;3	N
ayakkabı	鞋子	ayakkabı	鞋子	N;NOM;SG;3	N
ayakkabı	鞋類	ayakkabı	鞋類	N;NOM;SG;3	N
öğrenmek	學習	öğren	學習	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
öğrenmek	學習	öğren	學習	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
ibadet	禮拜	ibadet	禮拜	N;NOM;SG;3	N
garden	園	garden	園	N;NOM;SG;3	N
garden	園林	garden	園林	N;NOM;SG;3	N
garden	花園	garden	花園	N;NOM;SG;3	N
garden	園藝	garden	園藝	N;NOM;SG;3	N
içerdiği	含有	içer	含有	V;PFV;IND;POS;PST;V.PTCP	V
içerdiği	包含	içer	包含	V;PFV;IND;POS;PST;V.PTCP	V
destekler	背書	destek	背書	N;NOM;PL;3	N
etkinliği	成效	etkinlik	成效	N;ACC;SG;3	N
etkinliği	有效性	etkinlik	有效性	N;ACC;SG;3	N
etkinliği	效能	etkinlik	效能	N;ACC;SG;3	N
etkinliği	事件	etkinlik	事件	N;ACC;SG;3	N
etkinliği	活動	etkinlik	活動	N;ACC;SG;3	N
danışmanlık	咨詢	danışmanlık	咨詢	N;NOM;SG;3	N
danışmanlık	咨詢	danışmanlık	咨詢	N;NOM;SG;3	N
danışmanlık	咨詢	danışmanlık	咨詢	N;NOM;SG;3	N
temsilciler	代表	temsilci	代表	N;NOM;PL;3	N
sesler	噪音	ses	噪音	N;NOM;PL;3	N
davranışları	行為	davranış	行為	N;NOM;PL;3	N
davranışları	行為	davranış	行為	N;NOM;PL;3	N
vatandaşlık	公民	vatandaşlık	公民	N;NOM;SG;3	N
veritabanı	資料	verit	資料	N;NOM;SG;3	N
veritabanı	資料	verit	資料	N;NOM;SG;3	N
yoksul	窮	yoksul	窮		
yazarlık	寫作	yazarlık	寫作	N;NOM;SG;3	N
insanlık	人性	insanlık	人性	N;NOM;SG;3	N
insanlık	人道	insanlık	人道	N;NOM;SG;3	N
element	元素	element	元素	N;NOM;SG;3	N
element	要件	element	要件	N;NOM;SG;3	N
element	元素	element	元素	N;NOM;SG;3	N
element	元件	element	元件	N;NOM;SG;3	N
element	要件	element	要件	N;NOM;SG;3	N
çevrilmiş	翻譯	çevir	翻譯	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
havayolu	航空	havayolu	航空	N;NOM;SG;3	N
havayolu	航空	havayolu	航空	N;NOM;SG;3	N
havayolu	航空	havayolu	航空	N;NOM;SG;3	N
havayolu	航空	havayolu	航空	N;NOM;SG;3	N
dedesi	祖父	dede	祖父	N;NOM;SG;3	N
sinagogu	會堂	sinagogu	會堂	N;NOM;SG;3	N
internette	網上	internet	網上	N;ESS;SG;3	N
malzemeleri	元素	malzeme	元素	N;ACC;PL;3	N
malzemeleri	成分	malzeme	成分	N;ACC;PL;3	N
malzemeleri	原料	malzeme	原料	N;ACC;PL;3	N
malzemeleri	成份	malzeme	成份	N;ACC;PL;3	N
peynir	乳酪	peynir	乳酪	N;NOM;SG;3	N
peynir	乾酪	peynir	乾酪	N;NOM;SG;3	N
modeller	模型	model	模型	N;NOM;PL;3	N
modeller	模特	model	模特	N;NOM;PL;3	N
modeller	型號	model	型號	N;NOM;PL;3	N
modeller	模特	model	模特	N;NOM;PL;3	N
değiştirilmiş	修改	değiş	修改	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
şablonlar	樣板	şablon	樣板	N;NOM;PL;3	N
şablonlar	模板	şablon	模板	N;NOM;PL;3	N
haklar	權利	hak	權利	N;NOM;PL;3	N
koordinat	坐標	koordinat	坐標	N;NOM;SG;3	N
koordinat	坐標	koordinat	坐標	N;NOM;SG;3	N
koordinat	座	koordinat	座	N;NOM;SG;3	N
takvim	曆	takvim	曆		
silindi	刪除	sil	刪除	V;PFV;IND;SG;3;POS;PST;PASS	V
tanrıça	女神	tanrıç	女神	N;NOM;SG;3	N
hafıza	記憶	hafız	記憶	N;NOM;SG;3	N
hafıza	記憶	hafız	記憶	N;NOM;SG;3	N
hafıza	記憶	hafız	記憶	N;NOM;SG;3	N
amaçlar	目標	amaç	目標	N;NOM;PL;3	N
amaçlar	目的	amaç	目的	N;NOM;PL;3	N
amaçlar	宗旨	amaç	宗旨	N;NOM;PL;3	N
amaçlar	目標	amaç	目標	N;NOM;PL;3	N
tankı	坦克	tankı	坦克	N;NOM;SG;3	N
station	站	station	站	N;NOM;SG;3	N
station	車站	station	車站	N;NOM;SG;3	N
koşullar	條件	koş	條件	N;NOM;PL;3	N
koşullar	術語	koş	術語	N;NOM;PL;3	N
koşullar	條款	koş	條款	N;NOM;PL;3	N
dışarıya	外部	dışarı	外部	N;DAT;SG;3	N
dışarıya	室外	dışarı	室外	N;DAT;SG;3	N
dışarıya	外面	dışarı	外面	N;DAT;SG;3	N
dışarıya	外	dışarı	外	N;DAT;SG;3	N
yarın	明天	yarın	明天	N;NOM;SG;3	N
yarın	明日	yarın	明日	N;NOM;SG;3	N
tower	塔	tower	塔	N;NOM;SG;3	N
tower	塔台	tower	塔台	N;NOM;SG;3	N
sohbet	對話	sohbet	對話	N;NOM;SG;3	N
sohbet	聊天	sohbet	聊天	N;NOM;SG;3	N
soğan	洋蔥	soğ	洋蔥	N;NOM;SG;3	N
soğan	洋蔥	soğ	洋蔥	N;NOM;SG;3	N
tepkiler	反應	tepki	反應	N;NOM;PL;3	N
tepkiler	心情	tepki	心情	N;NOM;PL;3	N
korudu	保護	koru	保護	V;PFV;IND;SG;3;POS;PST	V
harici	對外	harici	對外		
muhafazakar	保守	muhafazak	保守	ADJ	ADJ
muhafazakar	保守	muhafazak	保守	ADJ	ADJ
bozuk	斷	bozuk	斷		
önerilen	推薦	öner	推薦	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
önerilen	推薦	öner	推薦	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
çevrildi	翻譯	çevir	翻譯	V;PFV;IND;SG;3;POS;PST;PASS	V
çevrimiçi	網上	çevrimiçi	網上	N;NOM;SG;3	N
üyelik	認購	üyelik	認購	N;NOM;SG;3	N
garanti	保固	garanti	保固	N;NOM;SG;3	N
garanti	保障	garanti	保障	N;NOM;SG;3	N
parçacıklar	顆	parçacık	顆	N;NOM;PL;3	N
parçacıklar	粒子	parçacık	粒子	N;NOM;PL;3	N
parçacıklar	微粒	parçacık	微粒	N;NOM;PL;3	N
dağınık	凌亂	dağınık	凌亂		
far	遠	far	遠		
faaliyetler	活動	faaliyet	活動	N;NOM;PL;3	N
gezegenler	行星	gezegen	行星	N;NOM;PL;3	N
yasaları	法律	yasa	法律	N;NOM;PL;3	N
rejimi	政權	rejim	政權	N;ACC;SG;3	N
rejimi	制度	rejim	制度	N;ACC;SG;3	N
tuhaf	奇怪	tuhaf	奇怪	N;NOM;SG;3	N
tuhaf	怪人	tuhaf	怪人	N;NOM;SG;3	N
tuhaf	怪	tuhaf	怪	N;NOM;SG;3	N
tuhaf	單數	tuhaf	單數	N;NOM;SG;3	N
tuhaf	怪	tuhaf	怪	N;NOM;SG;3	N
basket	籃	basket	籃	N;NOM;SG;3	N
basket	籃子	basket	籃子	N;NOM;SG;3	N
basket	籃球	basket	籃球	N;NOM;SG;3	N
camp	難民	camp	難民	N;NOM;SG;3	N
camp	營	camp	營	N;NOM;SG;3	N
camp	營地	camp	營地	N;NOM;SG;3	N
kabilesi	部族	kabile	部族	N;NOM;SG;3	N
kabilesi	部落	kabile	部落	N;NOM;SG;3	N
temsilcileri	代表	temsilci	代表	N;NOM;PL;3	N
imar	區劃	imar	區劃	N;NOM;SG;3	N
mezarlık	墓園	mezarlık	墓園	N;NOM;SG;3	N
mezarlık	墓地	mezarlık	墓地	N;NOM;SG;3	N
mezarlık	公墓	mezarlık	公墓	N;NOM;SG;3	N
mezarlık	墓地	mezarlık	墓地	N;NOM;SG;3	N
sakinleri	居民	sakin	居民	N;ACC;PL;3	N
detayları	細節	detay	細節	N;NOM;PL;3	N
detayları	詳情	detay	詳情	N;NOM;PL;3	N
halı	地毯	hal	地毯	N;NOM;SG;3	N
halı	地毯	hal	地毯	N;NOM;SG;3	N
amaçları	目標	amaç	目標	N;ACC;PL;3	N
nişancı	射手	nişancı	射手	N;NOM;SG;3	N
tamamlanmış	完成	tamamla	完成	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
kayıtlar	紀錄	kayıt	紀錄	N;NOM;PL;3	N
tropikal	熱帶	tropikal	熱帶	N;NOM;SG;3	N
parçacıkların	顆	parçacık	顆	N;GEN;PL;3	N
parçacıkların	粒子	parçacık	粒子	N;GEN;PL;3	N
parçacıkların	微粒	parçacık	微粒	N;GEN;PL;3	N
nedenleri	理由	neden	理由	N;ACC;PL;3	N
nedenleri	原因	neden	原因	N;ACC;PL;3	N
nedenleri	起因	neden	起因	N;ACC;PL;3	N
dosyaları	文件	dosya	文件	N;NOM;PL;3	N
dosyaları	檔案	dosya	檔案	N;NOM;PL;3	N
paketi	包裝	paket	包裝	N;NOM;SG;3	N
yatak	床墊	yatak	床墊	N;NOM;SG;3	N
yatak	床	yatak	床	N;NOM;SG;3	N
yatak	床上	yatak	床上	N;NOM;SG;3	N
yatak	床墊	yatak	床墊	N;NOM;SG;3	N
yatak	床位	yatak	床位	N;NOM;SG;3	N
yatak	床	yatak	床	N;NOM;SG;3	N
yatak	床鋪	yatak	床鋪	N;NOM;SG;3	N
yatak	病床	yatak	病床	N;NOM;SG;3	N
satılan	賣	sat	賣	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
satılan	售出	sat	售出	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
akrabalık	關係	akrabalık	關係	N;NOM;SG;3	N
akrabalık	親情	akrabalık	親情	N;NOM;SG;3	N
akrabalık	親屬	akrabalık	親屬	N;NOM;SG;3	N
tesisi	設施	tesi	設施	N;NOM;SG;3	N
temizlik	潔淨	temizlik	潔淨	N;NOM;SG;3	N
kapanış	閉幕	kapa	閉幕	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
trans	跨	trans	跨		
çiftliği	牧場	çiftlik	牧場	N;ACC;SG;3	N
mountain	山	mountain	山	N;NOM;SG;3	N
mountain	山區	mountain	山區	N;NOM;SG;3	N
mountain	山地	mountain	山地	N;NOM;SG;3	N
kanıtlar	證據	kanıt	證據	N;NOM;PL;3	N
duvarları	牆壁	duvar	牆壁	N;ACC;PL;3	N
duvarları	城牆	duvar	城牆	N;ACC;PL;3	N
duvarları	牆	duvar	牆	N;ACC;PL;3	N
çekirdeği	核心	çekir	核心	N;NOM;SG;3	N
çekirdeği	核心	çekir	核心	N;NOM;SG;3	N
çılgın	瘋	çılgın	瘋		
üstünlük	優勢	üstünlük	優勢	N;NOM;SG;3	N
üstünlük	上級	üstünlük	上級	N;NOM;SG;3	N
patinaj	滑冰	patinaj	滑冰	N;NOM;SG;3	N
geyik	鹿	geyik	鹿	N;NOM;SG;3	N
siteleri	網站	site	網站	N;ACC;PL;3	N
noktalar	點	nokta	點	N;NOM;PL;3	N
noktalar	點數	nokta	點數	N;NOM;PL;3	N
noktalar	斑點	nokta	斑點	N;NOM;PL;3	N
yuva	首頁	yuva	首頁		
koltuk	扶手	koltuk	扶手	N;NOM;SG;3	N
koltuk	座位	koltuk	座位	N;NOM;SG;3	N
koltuk	沙發	koltuk	沙發	N;NOM;SG;3	N
koltuk	椅	koltuk	椅	N;NOM;SG;3	N
koltuk	椅子	koltuk	椅子	N;NOM;SG;3	N
koltuk	沙發	koltuk	沙發	N;NOM;SG;3	N
yara	刀疤	yara	刀疤		
birleşmesi	合併	birleş	合併	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kayak	滑雪	kayak	滑雪	N;NOM;SG;3	N
kayak	獨木	kayak	獨木	N;NOM;SG;3	N
kayak	滑雪	kayak	滑雪	N;NOM;SG;3	N
kayak	滑雪	kayak	滑雪	N;NOM;SG;3	N
fikirleri	意見	fikir	意見	N;NOM;PL;3	N
fikirleri	想法	fikir	想法	N;NOM;PL;3	N
politikalar	政策	politika	政策	N;NOM;PL;3	N
dosyası	文件	dosya	文件	N;NOM;SG;3	N
dosyası	檔案	dosya	檔案	N;NOM;SG;3	N
cehennem	地獄	cehenne	地獄	N;NOM;SG;3	N
çarpışma	撞擊	çarpış	撞擊	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çarpışma	影響	çarpış	影響	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çarpışma	影響	çarpış	影響	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çarpışma	衝擊	çarpış	衝擊	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çarpışma	碰撞	çarpış	碰撞	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çarpışma	相撞	çarpış	相撞	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çarpışma	撞擊	çarpış	撞擊	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çarpışma	碰撞	çarpış	碰撞	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kompozisyon	作文	kompozisyon	作文	N;NOM;SG;3	N
kompozisyon	論文	kompozisyon	論文	N;NOM;SG;3	N
bozukluğu	失調	bozukluk	失調	N;NOM;SG;3	N
izleri	曲目	iz	曲目	N;ACC;PL;3	N
izleri	軌道	iz	軌道	N;ACC;PL;3	N
denklem	方程	denkle	方程	N;NOM;SG;3	N
denklem	方程	denkle	方程	N;NOM;SG;3	N
fiziği	體格	fizik	體格	N;NOM;SG;3	N
fiziği	體質	fizik	體質	N;NOM;SG;3	N
fiziği	物理	fizik	物理	N;NOM;SG;3	N
fiziği	物理	fizik	物理	N;NOM;SG;3	N
egemenlik	主權	egemenlik	主權	N;NOM;SG;3	N
markası	品牌	marka	品牌	N;NOM;SG;3	N
fransızlar	法文	fransız	法文	N;NOM;PL;3	N
url	網址	url	網址	N;NOM;SG;3	N
çakmak	輕	çak	輕		
ahlak	倫理	ahlak	倫理	N;NOM;SG;3	N
ahlak	倫理	ahlak	倫理	N;NOM;SG;3	N
ahlak	道義	ahlak	道義	N;NOM;SG;3	N
ahlak	道德	ahlak	道德	N;NOM;SG;3	N
ahlak	道德	ahlak	道德	N;NOM;SG;3	N
ahlak	道德	ahlak	道德	N;NOM;SG;3	N
ahlak	道義	ahlak	道義	N;NOM;SG;3	N
ahlak	道德	ahlak	道德	N;NOM;SG;3	N
şiddetle	暴力	şiddet	暴力	N;INS;SG;3	N
logosu	標誌	logo	標誌	N;NOM;SG;3	N
logosu	標識	logo	標識	N;NOM;SG;3	N
işçiler	工人	işçi	工人	N;NOM;PL;3	N
işçiler	僱員	işçi	僱員	N;NOM;PL;3	N
işçiler	員工	işçi	員工	N;NOM;PL;3	N
görüşmeler	面試	görüşme	面試	N;NOM;PL;3	N
görüşmeler	會議	görüşme	會議	N;NOM;PL;3	N
kalıntılar	殘渣	kalıntı	殘渣	N;NOM;PL;3	N
kalıntılar	廢墟	kalıntı	廢墟	N;NOM;PL;3	N
kalıntılar	遺址	kalıntı	遺址	N;NOM;PL;3	N
kalıntılar	遺跡	kalıntı	遺跡	N;NOM;PL;3	N
kalıntılar	殘渣	kalıntı	殘渣	N;NOM;PL;3	N
pasaportu	護照	pasaport	護照	N;ACC;SG;3	N
şampiyonları	冠軍	şampiyon	冠軍	N;NOM;PL;3	N
zincir	鎖鏈	zincir	鎖鏈	N;NOM;SG;3	N
zincir	鏈	zincir	鏈	N;NOM;SG;3	N
zincir	鏈	zincir	鏈	N;NOM;SG;3	N
zincir	鐵鍊	zincir	鐵鍊	N;NOM;SG;3	N
zincir	鏈	zincir	鏈	N;NOM;SG;3	N
zincir	連鎖	zincir	連鎖	N;NOM;SG;3	N
zincir	鏈	zincir	鏈	N;NOM;SG;3	N
mekaniği	力學	mekanik	力學	N;NOM;SG;3	N
depo	貯存	depo	貯存		
çerçeve	幀	çerçev	幀	N;NOM;SG;3	N
çerçeve	框架	çerçev	框架	N;NOM;SG;3	N
çerçeve	框	çerçev	框	N;NOM;SG;3	N
çerçeve	框架	çerçev	框架	N;NOM;SG;3	N
çerçeve	幀	çerçev	幀	N;NOM;SG;3	N
çerçeve	框框	çerçev	框框	N;NOM;SG;3	N
çerçeve	框架	çerçev	框架	N;NOM;SG;3	N
çerçeve	框	çerçev	框	N;NOM;SG;3	N
çerçeve	骨架	çerçev	骨架	N;NOM;SG;3	N
cadde	街頭	cadde	街頭	N;NOM;SG;3	N
cadde	街道	cadde	街道	N;NOM;SG;3	N
cadde	街	cadde	街	N;NOM;SG;3	N
tanımlama	識別	tanımla	識別	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
tanımlama	說明	tanımla	說明	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
tanımlama	描述	tanımla	描述	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
disiplin	紀律	dis	紀律	N;NOM;SG;3	N
disiplin	紀律	dis	紀律	N;NOM;SG;3	N
genişletilmiş	擴大	genişle	擴大	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V
çekilmesi	撤回	çek	撤回	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
honda	本田	hon	本田	N;NOM;SG;3	N
defteri	筆記	defteri	筆記	N;NOM;SG;3	N
defteri	筆	defteri	筆	N;NOM;SG;3	N
milyonlarca	百萬	milyonlarca	百萬	NUM	NUM
yaratmak	創建	yarat	創建	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yöneticiler	董事	yönetici	董事	N;NOM;PL;3	N
pazarı	市場	pazar	市場	N;ACC;SG;3	N
diferansiyel	差分	diferansiyel	差分	N;NOM;SG;3	N
aydınlık	光線	aydınlık	光線	N;NOM;SG;3	N
aydınlık	光	aydınlık	光	N;NOM;SG;3	N
aydınlık	燈光	aydınlık	燈光	N;NOM;SG;3	N
aydınlık	光明	aydınlık	光明	N;NOM;SG;3	N
aydınlık	明亮	aydınlık	明亮	N;NOM;SG;3	N
aydınlık	亮度	aydınlık	亮度	N;NOM;SG;3	N
aralıklarla	間	aralık	間	N;INS;PL;3	N
diziler	陣列	dizi	陣列	N;NOM;PL;3	N
asistanı	助手	asistan	助手	N;ACC;SG;3	N
asistanı	助理	asistan	助理	N;ACC;SG;3	N
aileleri	家庭	aile	家庭	N;ACC;PL;3	N
oranları	比率	oran	比率	N;ACC;PL;3	N
cihazlar	裝置	cihaz	裝置	N;NOM;PL;3	N
okumak	讀	oku	讀	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okumak	讀取	oku	讀取	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okumak	讀取	oku	讀取	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okumak	讀	oku	讀	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
uzmanlık	專長	uzmanlık	專長	N;NOM;SG;3	N
uzmanlık	專長	uzmanlık	專長	N;NOM;SG;3	N
uzmanlık	專長	uzmanlık	專長	N;NOM;SG;3	N
uzmanlık	專業	uzmanlık	專業	N;NOM;SG;3	N
şimdiden	已經	şimdiden	已經	ADV	ADV
yüzük	環	yüzük	環	N;NOM;SG;3	N
yüzük	戒指	yüzük	戒指	N;NOM;SG;3	N
yüzük	環	yüzük	環	N;NOM;SG;3	N
yüzük	戒指	yüzük	戒指	N;NOM;SG;3	N
deneyimi	體驗	deney	體驗	N;ACC;SG;3	N
deneyimi	經驗	deney	經驗	N;ACC;SG;3	N
genişleme	擴大	genişle	擴大	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
genişleme	膨脹	genişle	膨脹	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
genişleme	擴建	genişle	擴建	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
genişleme	擴張	genişle	擴張	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
genişleme	拓展	genişle	拓展	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
genişleme	擴大	genişle	擴大	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
genişleme	擴展	genişle	擴展	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
bağlanmış	被	bağla	被	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PASS
fikirler	意見	fikir	意見	N;NOM;PL;3	N
fikirler	想法	fikir	想法	N;NOM;PL;3	N
sağlanan	提供	sağla	提供	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
parametre	參數	parametre	參數	N;NOM;SG;3	N
karşılaşma	偶遇	karşılaşma	偶遇		
topluluklar	社會	topluluk	社會	N;NOM;PL;3	N
hentbol	手球	hentbol	手球	N;NOM;SG;3	N
derinliği	深度	derinlik	深度	N;ACC;SG;3	N
beğeni	讚	beğen	讚		
şifreleme	加密	şifrele	加密	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
şifreleme	加密	şifrele	加密	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kulüpleri	俱樂部	kulüp	俱樂部	N;ACC;PL;3	N
taklit	仿	taklit	仿		
yakalandı	抓到	yakala	抓到	V;PFV;IND;SG;3;POS;PST;PASS	V
yakalandı	被	yakala	被	V;PFV;IND;SG;3;POS;PST;PASS	V;PASS
çekimler	鏡頭	çekim	鏡頭	N;NOM;PL;3	N
monarşi	君主	monarşi	君主	N;NOM;SG;3	N
monarşi	君主	monarşi	君主	N;NOM;SG;3	N
monarşi	君主	monarşi	君主	N;NOM;SG;3	N
kaybeder	輸	kaybet	輸	V;IPFV;IND;SG;3;POS	V
sipariş	秩序	sipariş	秩序	N;NOM;SG;3	N
sipariş	順序	sipariş	順序	N;NOM;SG;3	N
ağaçlar	樹	ağaç	樹	N;NOM;PL;3	N
ağaçlar	樹木	ağaç	樹木	N;NOM;PL;3	N
toplamak	收集	topla	收集	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
bataklık	沼澤	bataklık	沼澤	N;NOM;SG;3	N
bataklık	沼澤	bataklık	沼澤	N;NOM;SG;3	N
bataklık	沼澤	bataklık	沼澤	N;NOM;SG;3	N
bataklık	流沙	bataklık	流沙	N;NOM;SG;3	N
katılacak	出席	kat	出席	V;PFV;IND;SG;3;POS;FUT;PASS	V
katılacak	參加	kat	參加	V;PFV;IND;SG;3;POS;FUT;PASS	V
göller	湖泊	göl	湖泊	N;NOM;PL;3	N
havzası	盆地	havza	盆地	N;NOM;SG;3	N
havzası	海盆	havza	海盆	N;NOM;SG;3	N
havzası	流域	havza	流域	N;NOM;SG;3	N
havzası	盆	havza	盆	N;NOM;SG;3	N
ilaçlar	藥品	ilaç	藥品	N;NOM;PL;3	N
ilaçlar	醫藥	ilaç	醫藥	N;NOM;PL;3	N
ilaçlar	藥品	ilaç	藥品	N;NOM;PL;3	N
ilaçlar	藥物	ilaç	藥物	N;NOM;PL;3	N
ilaçlar	醫學	ilaç	醫學	N;NOM;PL;3	N
ilaçlar	藥	ilaç	藥	N;NOM;PL;3	N
ilaçlar	醫藥	ilaç	醫藥	N;NOM;PL;3	N
ilaçlar	丸	ilaç	丸	N;NOM;PL;3	N
ilaçlar	藥片	ilaç	藥片	N;NOM;PL;3	N
ilaçlar	藥	ilaç	藥	N;NOM;PL;3	N
piknik	野餐	piknik	野餐	N;NOM;SG;3	N
piknik	郊遊	piknik	郊遊	N;NOM;SG;3	N
yaklaşan	接近	yaklaş	接近	V;PFV;IND;POS;PRS;V.PTCP	V
iğne	針	iğne	針	N;NOM;SG;3	N
iğne	針頭	iğne	針頭	N;NOM;SG;3	N
iğne	針	iğne	針	N;NOM;SG;3	N
iğne	別針	iğne	別針	N;NOM;SG;3	N
eşsiz	獨特	eşsiz	獨特	ADJ	ADJ
eşsiz	獨一	eşsiz	獨一	ADJ	ADJ
ameliyat	手術	ameliyat	手術	N;NOM;SG;3	N
ameliyat	外科	ameliyat	外科	N;NOM;SG;3	N
ameliyat	手術	ameliyat	手術	N;NOM;SG;3	N
ameliyat	行動	ameliyat	行動	N;NOM;SG;3	N
kaplar	容器	kap	容器	N;NOM;PL;3	N
kaplar	貨櫃	kap	貨櫃	N;NOM;PL;3	N
harfler	信	harf	信	N;NOM;PL;3	N
harfler	字母	harf	字母	N;NOM;PL;3	N
harfler	信件	harf	信件	N;NOM;PL;3	N
hesaplama	運算	hesaplama	運算	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
hesaplama	計算	hesaplama	計算	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
hesaplama	計算	hesaplama	計算	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
hesaplama	計算	hesaplama	計算	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
tarafsızlık	中性	tarafsızlık	中性	N;NOM;SG;3	N
tarafsızlık	中立	tarafsızlık	中立	N;NOM;SG;3	N
motorları	引擎	motor	引擎	N;ACC;PL;3	N
bahçeleri	花園	bahçe	花園	N;ACC;PL;3	N
açıklamalar	解釋	açıkla	解釋	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
açıklamalar	描述	açıkla	描述	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
kumaş	布	kumaş	布		
sınav	考試	sınav	考試	N;NOM;SG;3	N
sınav	測驗	sınav	測驗	N;NOM;SG;3	N
sınav	考試	sınav	考試	N;NOM;SG;3	N
sınav	考試	sınav	考試	N;NOM;SG;3	N
