この	這	この	這	DET	DET
手紙	字母	手紙	字母	N	N
手紙	信函	手紙	信函	N	N
手紙	信件	手紙	信件	N	N
アイテム	項目	アイテム	項目	N	N
アイテム	項目	アイテム	項目	N	N
交響曲	交響	交響曲	交響	N	N
交響曲	交響	交響曲	交響	N	N
入力	投入	入力	投入	V	V
入力	輸入	入力	輸入	V	V
入力	投入	入力	投入	V	V
公表	公告	公表	公告	V	V
公表	出版	公表	出版	V	V
公表	出版	公表	出版	V	V
任意	自願	任意	自願	N	N
黄金	黃金	黄金	黃金	N	N
黄金	金色	黄金	金色	N	N
短い	簡短	短い	簡短	ADJ	ADJ
発達	發展	発達	發展	V	V
神経	神經	神経	神經	N	N
ボード	董事	ボード	董事	N	N
ボード	板	ボード	板	N	N
姿勢	態度	姿勢	態度	N	N
姿勢	態勢	姿勢	態勢	N	N
姿勢	姿態	姿勢	姿態	N	N
姿勢	姿勢	姿勢	姿勢	N	N
議長	主席	議長	主席	N	N
議長	議長	議長	議長	N	N
議長	主席	議長	主席	N	N
気象	天氣	気象	天氣	N	N
気象	氣象	気象	氣象	N	N
ボディ	屍體	ボディ	屍體	N	N
ボディ	體	ボディ	體	N	N
ボディ	身體	ボディ	身體	N	N
ポケット	口袋	ポケット	口袋	N	N
ポケット	袖珍	ポケット	袖珍	N	N
ポケット	口袋	ポケット	口袋	N	N
ヒーロー	英雄	ヒーロー	英雄	N	N
フロント	前面	フロント	前面	N	N
フロント	陣線	フロント	陣線	N	N
ドーム	穹	ドーム	穹	N	N
ドーム	圓頂	ドーム	圓頂	N	N
ブラウン	棕	ブラウン	棕	N	N
ブラウン	褐	ブラウン	褐	N	N
ブラウン	棕色	ブラウン	棕色	N	N
オス	男性	オス	男性	N	N
オス	男性	オス	男性	N	N
オス	男	オス	男	N	N
国境	邊界	国境	邊界	N	N
国境	邊框	国境	邊框	N	N
国境	邊境	国境	邊境	N	N
不動産	產業	不動産	產業	N	N
不動産	邨	不動産	邨	N	N
試み	嘗試	試みる	嘗試	V	V
試み	企圖	試みる	企圖	V	V
暗殺	刺殺	暗殺	刺殺	V	V
武将	軍閥	武将	軍閥	N	N
クール	酷	クール	酷	N	N
約束	許諾	約束	許諾	V	V
ラウンド	輪	ラウンド	輪	N	N
循環	環流	循環	環流	N	N
循環	迴圈	循環	迴圈	N	N
上陸	降落	上陸	降落	V	V
上陸	登陸	上陸	登陸	V	V
感染	傳染	感染	傳染	V	V
感染	感染	感染	感染	V	V
地獄	地獄	地獄	地獄	N	N
現実	現實	現実	現實	N	N
幼稚	幼兒	幼稚	幼兒	N	N
幼稚	幼兒	幼稚	幼兒	N	N
若い	年輕	若い	年輕	ADJ	ADJ
承認	驗收	承認	驗收	V	V
承認	接受	承認	接受	V	V
承認	接受	承認	接受	V	V
承認	核准	承認	核准	V	V
承認	批准	承認	批准	V	V
承認	核准	承認	核准	V	V
承認	批准	承認	批准	V	V
フライ	飛	フライ	飛	N	N
フライ	蒼蠅	フライ	蒼蠅	N	N
フライ	飛翔	フライ	飛翔	N	N
フライ	油炸	フライ	油炸	N	N
フライ	煎	フライ	煎	N	N
学ぶ	學習	学ぶ	學習	V	V
スピード	速度	スピード	速度	N	N
スピード	速	スピード	速	N	N
アシスタント	助手	アシスタント	助手	N	N
アシスタント	助理	アシスタント	助理	N	N
半分	半數	半分	半數	N	N
指示	指示	指示	指示	V	V
指示	指示	指示	指示	V	V
答え	回答	答える	回答	V	V
定員	容量	定員	容量	N	N
定員	能力	定員	能力	N	N
財政	財務	財政	財務	N	N
意図	意圖	意図	意圖	N	N
意図	意向	意図	意向	N	N
ケーブル	電線	ケーブル	電線	N	N
ケーブル	電纜	ケーブル	電纜	N	N
ケーブル	纜繩	ケーブル	纜繩	N	N
ケーブル	電纜	ケーブル	電纜	N	N
トランス	恍惚	トランス	恍惚	N	N
トランス	轉運	トランス	轉運	N	N
十字	十字	十字	十字	N	N
十字	十字	十字	十字	N	N
十字	交叉	十字	交叉	N	N
ハード	難	ハード	難	N	N
ハード	辛苦	ハード	辛苦	N	N
教皇	教皇	教皇	教皇	N	N
教皇	教宗	教皇	教宗	N	N
任命	任用	任命	任用	V	V
任命	任命	任命	任命	V	V
任命	預約	任命	預約	V	V
ドラム	鼓	ドラム	鼓	N	N
ドラム	鼓聲	ドラム	鼓聲	N	N
ドラム	鼓	ドラム	鼓	N	N
ガラス	玻璃	ガラス	玻璃	N	N
ヤード	院子	ヤード	院子	N	N
ヤード	碼	ヤード	碼	N	N
ヤード	庭院	ヤード	庭院	N	N
ヤード	碼	ヤード	碼	N	N
教員	老師	教員	老師	N	N
教員	教師	教員	教師	N	N
教員	教師	教員	教師	N	N
キャリア	職業	キャリア	職業	N	N
キャリア	航空	キャリア	航空	N	N
キャリア	載體	キャリア	載體	N	N
キャリア	職業	キャリア	職業	N	N
月曜日	星期	月曜日	星期	N	N
月曜日	週	月曜日	週	N	N
月曜日	星期	月曜日	星期	N	N
マラソン	馬拉松	マラソン	馬拉松	N	N
自宅	家	自宅	家	N	N
自宅	住家	自宅	住家	N	N
出発	出境	出発	出境	V	V
出発	離境	出発	離境	V	V
単純	簡單	単純	簡單	ADJ	ADJ
インターナショナル	國際	インターナショナル	國際	N	N
合唱	合唱	合唱	合唱	N	N
脱出	逃離	脱出	逃離	V	V
体育館	健身	体育館	健身	N	N
体育館	體育	体育館	體育	N	N
体育館	體育	体育館	體育	N	N
ガイド	指南	ガイド	指南	N	N
ガイド	指引	ガイド	指引	N	N
ガイド	嚮導	ガイド	嚮導	N	N
ガイド	指南	ガイド	指南	N	N
ガイド	嚮導	ガイド	嚮導	N	N
混乱	困惑	混乱	困惑	V	V
混乱	困惑	混乱	困惑	V	V
タワー	塔	タワー	塔	N	N
タワー	塔台	タワー	塔台	N	N
絵画	畫	絵画	畫	N	N
絵画	油畫	絵画	油畫	N	N
絵画	繪畫	絵画	繪畫	N	N
絵画	油畫	絵画	油畫	N	N
絵画	繪畫	絵画	繪畫	N	N
予算	預算	予算	預算	N	N
予算	預算	予算	預算	N	N
ボクシング	拳擊	ボクシング	拳擊	N	N
コート	外衣	コート	外衣	N	N
コート	外套	コート	外套	N	N
コート	法庭	コート	法庭	N	N
コート	法院	コート	法院	N	N
災害	災害	災害	災害	N	N
災害	災難	災害	災難	N	N
災害	災害	災害	災害	N	N
災害	災難	災害	災難	N	N
イヤー	年度	イヤー	年度	N	N
イヤー	年份	イヤー	年份	N	N
イヤー	年	イヤー	年	N	N
経歴	職業	経歴	職業	N	N
プール	撞球	プール	撞球	N	N
プール	池	プール	池	N	N
プール	游泳	プール	游泳	N	N
プール	泳池	プール	泳池	N	N
社団	協會	社団	協會	N	N
ショップ	購物	ショップ	購物	N	N
ショップ	店鋪	ショップ	店鋪	N	N
ショップ	店	ショップ	店	N	N
ショップ	商店	ショップ	商店	N	N
ショップ	店鋪	ショップ	店鋪	N	N
ショップ	商店	ショップ	商店	N	N
仮面	口罩	仮面	口罩	N	N
仮面	面具	仮面	面具	N	N
仮面	面罩	仮面	面罩	N	N
タクシー	計程	タクシー	計程	N	N
相談	協商	相談	協商	V	V
相談	磋	相談	磋	V	V
相談	協商	相談	協商	V	V
シナリオ	情景	シナリオ	情景	N	N
シナリオ	情景	シナリオ	情景	N	N
楽章	運動	楽章	運動	N	N
ヒロイン	女	ヒロイン	女	N	N
辞任	辭職	辞任	辭職	V	V
辞任	辭職	辞任	辭職	V	V
ウッド	木	ウッド	木	N	N
ウッド	木材	ウッド	木材	N	N
ウッド	木頭	ウッド	木頭	N	N
離婚	離婚	離婚	離婚	V	V
離婚	離異	離婚	離異	V	V
離婚	離婚	離婚	離婚	V	V
ペン	鋼筆	ペン	鋼筆	N	N
ペン	筆	ペン	筆	N	N
ペン	鋼筆	ペン	鋼筆	N	N
ペン	筆	ペン	筆	N	N
ボーナス	獎金	ボーナス	獎金	N	N
ボーナス	紅利	ボーナス	紅利	N	N
ボーナス	獎勵	ボーナス	獎勵	N	N
弟子	門徒	弟子	門徒	N	N
弟子	門徒	弟子	門徒	N	N
弟子	徒弟	弟子	徒弟	N	N
弟子	弟子	弟子	弟子	N	N
走る	奔	走る	奔	V	V
走る	跑步	走る	跑步	V	V
走る	運行	走る	運行	V	V
走る	跑步	走る	跑步	V	V
走る	運行	走る	運行	V	V
看護	護理	看護	護理	N	N
看護	哺乳	看護	哺乳	N	N
交代	交替	交代	交替	V	V
交代	交錯	交代	交錯	V	V
助手	助手	助手	助手	N	N
助手	助理	助手	助理	N	N
権限	權威	権限	權威	N	N
取扱	處理	取扱	處理	V	V
ラグビー	橄欖	ラグビー	橄欖	N	N
退職	退休	退職	退休	V	V
退職	退休	退職	退休	V	V
退職	退役	退職	退役	V	V
署名	簽約	署名	簽約	V	V
署名	簽署	署名	簽署	V	V
署名	簽字	署名	簽字	V	V
署名	簽	署名	簽	V	V
署名	簽字	署名	簽字	V	V
署名	簽署	署名	簽署	V	V
コーラス	合唱	コーラス	合唱	N	N
コーラス	合唱	コーラス	合唱	N	N
北西	西北	北西	西北	N	N
ナンバー	數字	ナンバー	數字	N	N
ナンバー	數	ナンバー	數	N	N
ナンバー	號碼	ナンバー	號碼	N	N
ナンバー	編號	ナンバー	編號	N	N
校長	校長	校長	校長	N	N
校長	校長	校長	校長	N	N
印刷	列	印刷	列	V	V
印刷	列	印刷	列	V	V
クレジット	點數	クレジット	點數	N	N
クレジット	信用	クレジット	信用	N	N
クレジット	學分	クレジット	學分	N	N
クレジット	信貸	クレジット	信貸	N	N
クレジット	信用	クレジット	信用	N	N
クレジット	信貸	クレジット	信貸	N	N
発音	讀音	発音	讀音	N	N
上部	頂	上部	頂	N	N
上部	頂端	上部	頂端	N	N
上部	熱門	上部	熱門	N	N
ショッピング	購物	ショッピング	購物	N	N
送信	卸任	送信	卸任	V	V
送信	離任	送信	離任	V	V
送信	提交	送信	提交	V	V
送信	送出	送信	送出	V	V
パートナー	伴侶	パートナー	伴侶	N	N
パートナー	夥伴	パートナー	夥伴	N	N
パートナー	搭檔	パートナー	搭檔	N	N
パートナー	夥伴	パートナー	夥伴	N	N
保障	擔保	保障	擔保	V	V
回答	解答	回答	解答	V	V
回答	回答	回答	回答	V	V
ダイヤモンド	金剛	ダイヤモンド	金剛	N	N
ダイヤモンド	鑽石	ダイヤモンド	鑽石	N	N
ダイヤモンド	鑽石	ダイヤモンド	鑽石	N	N
主体	主題	主体	主題	N	N
小さい	小	小さい	小	ADJ	ADJ
小さい	微小	小さい	微小	ADJ	ADJ
司令部	總部	司令部	總部	N	N
コール	電話	コール	電話	N	N
コール	通話	コール	通話	N	N
楽器	儀器	楽器	儀器	N	N
楽器	樂器	楽器	樂器	N	N
楽器	文書	楽器	文書	N	N
ツール	工具	ツール	工具	N	N
ツール	工具	ツール	工具	N	N
文明	文明	文明	文明	N	N
選考	挑選	選考	挑選	V	V
選考	選取	選考	選取	V	V
選考	選擇	選考	選擇	V	V
選考	放映	選考	放映	V	V
選考	甄別	選考	甄別	V	V
屋根	屋頂	屋根	屋頂	N	N
ファンタジー	幻想	ファンタジー	幻想	N	N
合戦	戰役	合戦	戰役	N	N
本文	屍體	本文	屍體	N	N
本文	體	本文	體	N	N
本文	身體	本文	身體	N	N
描写	描繪	描写	描繪	V	V
描写	描繪	描写	描繪	V	V
座席	席位	座席	席位	N	N
座席	座位	座席	座位	N	N
座席	座位	座席	座位	N	N
騎手	騎師	騎手	騎師	N	N
連携	協調	連携	協調	V	V
レストラン	飯店	レストラン	飯店	N	N
レストラン	餐廳	レストラン	餐廳	N	N
レストラン	餐館	レストラン	餐館	N	N
レストラン	飯店	レストラン	飯店	N	N
レストラン	餐廳	レストラン	餐廳	N	N
レストラン	餐館	レストラン	餐館	N	N
信仰	信仰	信仰	信仰	N	N
信仰	信心	信仰	信心	N	N
信仰	信念	信仰	信念	N	N
信仰	信仰	信仰	信仰	N	N
車庫	車庫	車庫	車庫	N	N
アマチュア	業餘	アマチュア	業餘	N	N
アマチュア	業餘	アマチュア	業餘	N	N
コンテスト	競爭	コンテスト	競爭	N	N
コンテスト	競賽	コンテスト	競賽	N	N
コンテスト	比賽	コンテスト	比賽	N	N
コンテスト	競賽	コンテスト	競賽	N	N
ジェット	噴氣	ジェット	噴氣	N	N
旅団	旅	旅団	旅	N	N
研修	訓練	研修	訓練	V	V
テロ	恐怖	テロ	恐怖	N	N
流行	趨向	流行	趨向	V	V
起源	原產	起源	原產	N	N
起源	起源	起源	起源	N	N
起源	起源	起源	起源	N	N
攻略	擷取	攻略	擷取	V	V
攻略	捕捉	攻略	捕捉	V	V
攻略	捕獲	攻略	捕獲	V	V
法学	法律	法学	法律	N	N
法学	法理	法学	法理	N	N
法学	法理	法学	法理	N	N
法学	法學	法学	法學	N	N
法学	判例	法学	判例	N	N
パッケージ	包裝	パッケージ	包裝	N	N
明日	明天	明日	明天	N	N
明日	明日	明日	明日	N	N
火災	消防	火災	消防	N	N
火災	火	火災	火	N	N
火災	火災	火災	火災	N	N
測定	測量	測定	測量	V	V
測定	衡量	測定	衡量	V	V
測定	測量	測定	測量	V	V
測定	衡量	測定	衡量	V	V
測定	測量	測定	測量	V	V
測定	測量	測定	測量	V	V
測定	衡量	測定	衡量	V	V
フェスティバル	節慶	フェスティバル	節慶	N	N
フェスティバル	節日	フェスティバル	節日	N	N
人工	人工	人工	人工	N	N
人工	人造	人工	人造	N	N
ファッション	時裝	ファッション	時裝	N	N
ファッション	時尚	ファッション	時尚	N	N
キーボード	鍵盤	キーボード	鍵盤	N	N
キーボード	鍵盤	キーボード	鍵盤	N	N
滞在	留	滞在	留	V	V
滞在	留下	滞在	留下	V	V
滞在	留下	滞在	留下	V	V
酵素	酶	酵素	酶	N	N
ジャケット	夾克	ジャケット	夾克	N	N
ジャケット	外套	ジャケット	外套	N	N
容量	容量	容量	容量	N	N
容量	能力	容量	能力	N	N
解消	解決	解消	解決	V	V
著者	作者	著者	作者	N	N
著者	作者	著者	作者	N	N
温度	氣溫	温度	氣溫	N	N
温度	溫度	温度	溫度	N	N
温度	體溫	温度	體溫	N	N
続編	續集	続編	續集	N	N
改訂	訂正	改訂	訂正	V	V
台風	颱風	台風	颱風	N	N
アナログ	模擬	アナログ	模擬	N	N
アナログ	類比	アナログ	類比	N	N
アナログ	模擬	アナログ	模擬	N	N
カレッジ	學院	カレッジ	學院	N	N
カレッジ	院校	カレッジ	院校	N	N
カレッジ	學院	カレッジ	學院	N	N
カレッジ	書院	カレッジ	書院	N	N
カレッジ	大學	カレッジ	大學	N	N
読む	讀	読む	讀	V	V
読む	讀取	読む	讀取	V	V
奴隷	奴隸	奴隷	奴隸	N	N
モール	商場	モール	商場	N	N
事例	案例	事例	案例	N	N
マイクロ	微觀	マイクロ	微觀	N	N
マイクロ	微型	マイクロ	微型	N	N
評論	批判	評論	批判	N	N
祖父	祖父	祖父	祖父	N	N
解体	拆卸	解体	拆卸	V	V
解体	拆解	解体	拆解	V	V
解体	拆除	解体	拆除	V	V
解体	拆毀	解体	拆毀	V	V
解体	拆除	解体	拆除	V	V
ラスト	上次	ラスト	上次	N	N
ラスト	最後	ラスト	最後	N	N
ヒル	山	ヒル	山	N	N
異常	異常	異常	異常	ADJ	ADJ
異常	異常	異常	異常	ADJ	ADJ
プレミア	首映	プレミア	首映	N	N
プレミア	總理	プレミア	總理	N	N
期限	限期	期限	限期	N	N
期限	期限	期限	期限	N	N
負担	負擔	負担	負擔	V	V
分子	分子	分子	分子	N	N
分子	分子	分子	分子	N	N
分子	分子	分子	分子	N	N
開館	營業	開館	營業	V	V
開館	開啟	開館	開啟	V	V
開館	開放	開館	開放	V	V
経路	路線	経路	路線	N	N
経路	路徑	経路	路徑	N	N
経路	途徑	経路	途徑	N	N
進化	演化	進化	演化	V	V
進化	演變	進化	演變	V	V
進化	進化	進化	進化	V	V
進化	演進	進化	演進	V	V
データベース	資料	データベース	資料	N	N
データベース	資料	データベース	資料	N	N
方言	話	方言	話	N	N
方言	方言	方言	方言	N	N
方言	方言	方言	方言	N	N
構築	建	構築	建	V	V
構築	建立	構築	建立	V	V
複合	合成	複合	合成	N	N
受け入れ	接受	受け入れる	接受	V	V
ヴァイオリン	琴	ヴァイオリン	琴	N	N
ヴァイオリン	提琴	ヴァイオリン	提琴	N	N
モーニング	早晨	モーニング	早晨	N	N
モーニング	早上	モーニング	早上	N	N
モーニング	上午	モーニング	上午	N	N
外交	外交	外交	外交	N	N
もっと	更	もっと	更	ADV	ADV
射撃	射擊	射撃	射擊	N	N
射撃	槍擊	射撃	槍擊	N	N
木造	木質	木造	木質	N	N
木造	木	木造	木	N	N
メモリ	記憶	メモリ	記憶	N	N
メモリ	記憶	メモリ	記憶	N	N
メモリ	記憶	メモリ	記憶	N	N
時計	手錶	時計	手錶	N	N
時計	鐘	時計	鐘	N	N
時計	時鐘	時計	時鐘	N	N
メイク	化妝	メイク	化妝	N	N
成人	成人	成人	成人	N	N
成人	成年	成人	成年	N	N
少佐	少校	少佐	少校	N	N
パターン	圖案	パターン	圖案	N	N
パターン	格局	パターン	格局	N	N
パターン	模式	パターン	模式	N	N
パターン	格局	パターン	格局	N	N
パターン	模式	パターン	模式	N	N
複雑	複雜	複雑	複雜	ADJ	ADJ
複雑	複雜	複雑	複雜	ADJ	ADJ
遠征	探險	遠征	探險	V	V
自殺	自殺	自殺	自殺	V	V
チャレンジ	挑戰	チャレンジ	挑戰	V	V
チャレンジ	挑戰	チャレンジ	挑戰	V	V
シングルス	單曲	シングルス	單曲	N	N
シングルス	單打	シングルス	單打	N	N
プリンス	王子	プリンス	王子	N	N
プリンス	太子	プリンス	太子	N	N
プリンス	親王	プリンス	親王	N	N
レーダー	雷達	レーダー	雷達	N	N
監視	監測	監視	監測	V	V
監視	監視	監視	監視	V	V
部品	部件	部品	部件	N	N
フィート	英尺	フィート	英尺	N	N
フィート	腳	フィート	腳	N	N
フィート	腳	フィート	腳	N	N
フィート	英尺	フィート	英尺	N	N
オーケストラ	管弦	オーケストラ	管弦	N	N
オーケストラ	樂團	オーケストラ	樂團	N	N
キャスト	投	キャスト	投	N	N
キャスト	演員	キャスト	演員	N	N
風景	風景	風景	風景	N	N
風景	景觀	風景	景觀	N	N
風景	風景	風景	風景	N	N
風景	景觀	風景	景觀	N	N
オーディション	試鏡	オーディション	試鏡	N	N
オーディション	試鏡	オーディション	試鏡	N	N
戦時	戰時	戦時	戰時	N	N
南西	西南	南西	西南	N	N
航海	航程	航海	航程	N	N
魚雷	魚雷	魚雷	魚雷	N	N
魚雷	魚雷	魚雷	魚雷	N	N
出資	繳款	出資	繳款	V	V
読者	讀者	読者	讀者	N	N
読者	讀者	読者	讀者	N	N
遺伝子	基因	遺伝子	基因	N	N
遺伝子	基因	遺伝子	基因	N	N
簡単	簡單	簡単	簡單	ADJ	ADJ
簡単	輕鬆	簡単	輕鬆	ADJ	ADJ
簡単	簡單	簡単	簡單	ADJ	ADJ
ボーイ	男孩	ボーイ	男孩	N	N
資源	資源	資源	資源	N	N
資源	資源	資源	資源	N	N
材料	成分	材料	成分	N	N
材料	成份	材料	成份	N	N
材料	物料	材料	物料	N	N
材料	材質	材料	材質	N	N
材料	材料	材料	材料	N	N
材料	物料	材料	物料	N	N
材料	材料	材料	材料	N	N
材料	元素	材料	元素	N	N
材料	成分	材料	成分	N	N
材料	原料	材料	原料	N	N
材料	成份	材料	成份	N	N
徐々に	逐漸	徐々に	逐漸	ADV	ADV
感情	情感	感情	情感	N	N
感情	感情	感情	感情	N	N
感情	情緒	感情	情緒	N	N
感情	情感	感情	情感	N	N
感情	感情	感情	感情	N	N
感情	情緒	感情	情緒	N	N
感情	感情	感情	感情	N	N
流通	分布	流通	分布	V	V
流通	分配	流通	分配	V	V
ベルト	腰帶	ベルト	腰帶	N	N
ベルト	皮帶	ベルト	皮帶	N	N
航路	通道	航路	通道	N	N
運賃	票價	運賃	票價	N	N
ファイター	拳手	ファイター	拳手	N	N
ファイター	鬥士	ファイター	鬥士	N	N
