jako	जैसे	jako	जैसे	CONJ	CONJ
kód	संहिता	kód	संहिता	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
využití	उपयोग	využití	उपयोग	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
využití	प्रयोग	využití	प्रयोग	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
využití	उपयोग	využití	उपयोग	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
historické	ऐतिहासिक	historický	ऐतिहासिक	ADJ;NOM;MASC;SG;POS	ADJ
historické	ऐतिहासिक	historický	ऐतिहासिक	ADJ;NOM;MASC;SG;POS	ADJ
klášter	मठ	klášter	मठ	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
klášter	कान्वेंट	klášter	कान्वेंट	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
příběh	कहानी	příběh	कहानी	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
příběh	स्टोरी	příběh	स्टोरी	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
měsíce	महीनों	měsíc	महीना	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
povstání	बगावत	povstání	बगावत	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
povstání	विद्रोह	povstání	विद्रोह	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
povstání	उग्रवाद	povstání	उग्रवाद	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
povstání	विद्रोह	povstání	विद्रोह	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
start	प्रारंभ	start	प्रारंभ	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
start	लांच	start	लांच	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
start	लॉन्च	start	लॉन्च	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
prvky	विशेषताएं	prvek	विशेषता	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
prvky	विशेषताएँ	prvek	विशेषता	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
prvky	सुविधाएँ	prvek	सुविधा	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
síly	शक्तियां	síla	शक्ति	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
lepší	बेहतर	dobrý	बेहतर	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
dlouhá	लंबी	dlouhý	लंबा	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
dlouhá	लंबा	dlouhý	लंबा	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
dlouhá	लम्बी	dlouhý	लंबा	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
liga	लीग	liga	लीग	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
černý	काला	černý	काला	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
rodina	फैमिली	rodina	फैमिली	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
rodina	परिवार	rodina	परिवार	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
pohled	पोस्टकार्ड	pohled	पोस्टकार्ड	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
pohled	दृश्य	pohled	दृश्य	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
těla	लाशें	tělo	लाश	N;NOM;NEUT;PL;POS	N;NOM;FEM;PL;3
bratr	भाई	bratr	भाई	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
povolání	व्यवसाय	povolání	व्यवसाय	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
povolání	वृत्ति	povolání	वृत्ति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
povolání	व्यवसायिक	povolání	व्यवसायिक	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prakticky	वस्तुतः	prakticky	वस्तुतः	ADV;POS	ADV
dynastie	वंश	dynastie	वंश	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
dynastie	राजवंश	dynastie	राजवंश	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
zvláštní	विशेष	zvláštní	विशेष	ADJ;NOM;MASC;SG;POS	ADJ;NOM
zvláštní	खास	zvláštní	खास	ADJ;NOM;MASC;SG;POS	ADJ;NOM
věž	बुर्ज	věž	बुर्ज	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
věž	टावर	věž	टावर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
věž	मीनार	věž	मीनार	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
motor	इंजन	motor	इंजन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
motor	मोटर	motor	मोटर	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
rostliny	पौधे	rostlina	पौधा	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
operace	संचालन	operace	संचालन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
operace	परिचालन	operace	परिचालन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
operace	ऑपरेशन	operace	ऑपरेशन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
operace	संचालन	operace	संचालन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
operace	आपरेशन	operace	आपरेशन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
operace	सर्जरी	operace	सर्जरी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
získat	पाएँ	získat	पा	V;PFV;POS;NFIN	V;SBJV;PL;FIN;ACT
získat	मिलेंगी	získat	मिल	V;PFV;POS;NFIN	V;FEM;IND;SG;3;FUT;FIN;ACT
politický	राजनीतिक	politický	राजनीतिक	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM
provoz	ऑपरेशन	provoz	ऑपरेशन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
provoz	संचालन	provoz	संचालन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
provoz	आपरेशन	provoz	आपरेशन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
provoz	ट्रैफिक	provoz	ट्रैफिक	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
provoz	traffic	provoz	traffic	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
provoz	यातायात	provoz	यातायात	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
maximální	अधिकतम	maximální	अधिकतम	ADJ;NOM;MASC;SG;POS	ADJ
konec	अंत	konec	अंत	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
konec	समाप्ति	konec	समाप्ति	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
léta	सालों	rok	साल	N;NOM;NEUT;PL;POS	N;NOM;MASC;PL;3
léta	वर्षों	rok	वर्ष	N;NOM;NEUT;PL;POS	N;NOM;MASC;PL;3
rezervace	आरक्षण	rezervace	आरक्षण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
rezervace	रिज़र्वेशन	rezervace	रिज़र्वेशन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
rezervace	आरक्षण	rezervace	आरक्षण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
rezervace	रिज़र्वेशन	rezervace	रिज़र्वेशन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
rezervace	बुकिंग	rezervace	बुकिंग	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
rozvoj	विकास	rozvoj	विकास	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
překlad	अनुवाद	překlad	अनुवाद	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
voda	वाटर	voda	वाटर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
voda	पानी	voda	पानी	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
voda	जल	voda	जल	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
přehled	अवलोकन	přehled	अवलोकलन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
nějaké	कुछ	nějaký	कुछ	DET;NOM;NEUT;PL	DET
chování	व्यवहार	chování	व्यवहार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
chování	बर्ताव	chování	बर्ताव	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
chování	आचरण	chování	आचरण	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
chování	व्यवहार	chování	व्यवहार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
chování	व्यवहार	chování	व्यवहार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
chování	बर्ताव	chování	बर्ताव	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
přístup	एक्सेस	přístup	एक्सेस	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přístup	अभिगम	přístup	अभिगम	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přístup	दृष्टिकोण	přístup	दृष्टिकोण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
stroje	मशीनें	stroj	मशीन	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
manželství	शादी	manželství	शादी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
manželství	विवाह	manželství	विवाह	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
členy	सदस्यों	člen	सदस्य	N;ANIM;ACC;MASC;PL;POS	N;ACC;MASC;PL;3
architekt	वास्तुकला	architekt	वास्तुकला	N;ANIM;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
architekt	आर्किटेक्ट	architekt	आर्किटेक्ट	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
architekt	वास्तुकार	architekt	वास्तुकार	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
architekt	वास्तु	architekt	वास्तु	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
starosta	मेयर	starosta	मेयर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
starosta	महापौर	starosta	महापौर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
obraz	छवि	obraz	छवि	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
obraz	प्रतिबिम्ब	obraz	प्रतिबिम्ब	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
obraz	चित्र	obraz	चित्र	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
obraz	चित्रकारी	obraz	चित्रकारी	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
obraz	चित्रकला	obraz	चित्रकला	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
obraz	पेंटिंग	obraz	पेंटिंग	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
příjmení	सरनेम	příjmení	सरनेम	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
příjmení	उपनाम	příjmení	उपनाम	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
obor	फील्ड	obor	फील्ड	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
obor	फ़ील्ड	obor	फ़ील्ड	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
kanton	कैण्टन	kanton	कैण्टन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
letiště	एयरपोर्ट	letiště	एयरपोर्ट	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
letiště	विमानक्षेत्र	letiště	विमानक्षेत्र	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
letiště	एयरपोर्ट	letiště	एयरपोर्ट	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zůstal	रुके	zůstat	रुक	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
zůstal	ठहरे	zůstat	ठहर	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
proces	प्रक्रिया	proces	प्रक्रिया	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
proces	प्रक्रम	proces	प्रक्रम	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
proces	मुकदमा	proces	मुकदमा	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
proces	ट्रायल	proces	ट्रायल	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
proces	विचारण	proces	विचारण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vhodné	उपयुक्त	vhodný	उपयुक्त	ADJ;NOM;NEUT;SG;POS	ADJ
vhodné	उचित	vhodný	उचित	ADJ;NOM;NEUT;SG;POS	ADJ;NOM
vhodné	उपयुक्त	vhodný	उपयुक्त	ADJ;NOM;NEUT;SG;POS	ADJ
soud	मुकदमा	soud	मुकदमा	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
soud	ट्रायल	soud	ट्रायल	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
soud	विचारण	soud	विचारण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
soud	कोर्ट	soud	कोर्ट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
soud	न्यायालय	soud	न्यायालय	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
soud	अदालत	soud	अदालत	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
lodě	नौकाएँ	loď	नौका	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
diecéze	diocese	diecéze	diocese	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
zápas	गेम	zápas	गेम	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zápas	खेल	zápas	खेल	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zápas	माचिस	zápas	माचिस	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
zápas	मिलान	zápas	मिलान	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zápas	मैच	zápas	मैच	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
účast	उपस्थिति	účast	उपस्थिति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
účast	भागीदारी	účast	भागीदारी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
náboženské	धार्मिक	náboženský	धार्मिक	ADJ;NOM;NEUT;SG;POS	ADJ;NOM
linky	पंक्तियां	linka	पंक्ति	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
linky	पंक्तियाँ	linka	पंक्ति	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
linky	रेखाएं	linka	रेखा	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
linky	लकीरें	linka	लकीर	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
statistiky	आंकड़े	statistika	आंकड़ा	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
statistiky	आंकड़े	statistika	आंकड़ा	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
premiéra	प्रीमियर	premiér	प्रीमियर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
premiéra	प्रीमियर	premiér	प्रीमियर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
populace	जनसंख्या	populace	जनसंख्या	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
populace	आबादी	populace	आबादी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
populace	जनसांख्यिकी	populace	जनसांख्यिकी	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
vztah	रिश्ता	vztah	रिश्ता	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vztah	संबंध	vztah	संबंध	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
pomoc	मदद	pomoc	मदद	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
pomoc	सहायता	pomoc	सहायता	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
ukončení	समाप्ति	ukončení	समाप्ति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
oddělení	विभाग	oddělení	विभाग	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prosím	कृपया	prosit	कृपया	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT	V;SG;FIN;ACT
ministr	मंत्री	ministr	मंत्री	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
rada	सलाह	rada	सलाह	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
rada	मंत्रिपरिषद	rada	मंत्रिपरिषद	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
rada	काउंसिल	rada	काउंसिल	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
rada	परिषद	rada	परिषद	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
vzdělání	शिक्षा	vzdělání	शिक्षा	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
vrchol	शीर्ष	vrchol	शीर्ष	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vrchol	शिखर	vrchol	शिखर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
výběr	चयन	výběr	चयन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
výběr	पसंद	výběr	पसंद	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
výběr	चुनाव	výběr	चुनाव	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
náboženství	धर्म	náboženství	धर्म	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
šablony	टेम्पलेट्स	šablon	टेम्पलेट	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
profesor	प्रोफ़ेसर	profesor	प्रोफ़ेसर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
profesor	प्रोफेसर	profesor	प्रोफेसर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
profesor	प्राध्यापक	profesor	प्राध्यापक	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
podmínky	शर्तें	podmínka	शर्त	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
podmínky	शर्तें	podmínka	शर्त	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
nástroje	उपकरण	nástroj	उपकरण	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
nástroje	टूल्स	nástroj	टूल्स	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
smrt	निधन	smrt	निधन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
smrt	मृत्यु	smrt	मृत्यु	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
smrt	मौत	smrt	मौत	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
semifinále	सेमीफाइनल	semifinále	सेमीफाइनल	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
heslo	कूटशब्द	heslo	कूटशब्द	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
heslo	पासवर्ड	heslo	पासवर्ड	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
studium	अध्ययन	studium	अध्ययन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
studium	अध्ययन	studium	अध्ययन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
studium	पढ़ाई	studium	पढ़ाई	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
studium	अध्ययन	studium	अध्ययन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
komise	कमीशन	komise	कमीशन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
komise	आयोग	komise	आयोग	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
finanční	वित्तीय	finanční	वित्तीय	ADJ;NOM;MASC;SG;POS	ADJ;NOM
právní	कानूनी	právní	कानूनी	ADJ;NOM;MASC;SG;POS	ADJ;NOM
názor	पुनर्भरण	názor	पुनर्भरण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
názor	प्रतिक्रिया	názor	प्रतिक्रिया	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
unie	यूनियन	unie	यूनियन	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
unie	संघ	unie	संघ	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
skladby	रचनाएं	skladba	रचना	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
skladby	गाने	skladba	गाना	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
skladby	गीत	skladba	गीत	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
encyklopedie	ज्ञानकोष	encyklopedie	ज्ञानकोष	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
postavena	निर्मित	postavený	निर्मित	ADJ;POS;V.PTCP;PASS	ADJ
manželka	जीवनसाथी	manželka	जीवनसाथी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
manželka	पत्नी	manželka	पत्नी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
manželka	बीवी	manželka	बीवी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
online	ऑनलाइन	online	ऑनलाइन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
volby	फंक्शन्स	volba	फंक्शन्स	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
síť	जाल	síť	जाल	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
síť	ग्रिड	síť	ग्रिड	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
síť	नेटवर्क	síť	नेटवर्क	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
socha	मूर्तिकला	socha	मूर्तिकला	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
socha	प्रतिमा	socha	प्रतिमा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
ačkoliv	हालाँकि	ačkoliv	हालाँकि	CONJ	CONJ
ačkoliv	हालांकि	ačkoliv	हालांकि	CONJ	CONJ
ačkoliv	हालांकि	ačkoliv	हालांकि	CONJ	CONJ
jednotka	यूनिट	jednotka	यूनिट	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
jednotka	इकाई	jednotka	इकाई	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
jednotka	ईकाई	jednotka	ईकाई	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
mandát	आदेश	mandát	आदेश	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
mandát	जनादेश	mandát	जनादेश	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
hřbitov	कब्रिस्तान	hřbitov	कब्रिस्तान	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
časopis	पत्रिका	časopis	पत्रिका	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
divize	विभाग	divize	विभाग	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
divize	विभाजन	divize	विभाजन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
divize	प्रभाग	divize	प्रभाग	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
svaz	यूनियन	svaz	यूनियन	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
svaz	संघ	svaz	संघ	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
výroba	उत्पादन	výroba	उत्पादन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
výroba	विनिर्माण	výroba	विनिर्माण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
výroba	निर्माण	výroba	निर्माण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
přišel	आया	přijít	आ	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
přišel	आये	přijít	आ	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
přišel	आए	přijít	आ	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
zájem	रुचि	zájem	रुचि	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
zájem	दिलचस्पी	zájem	दिलचस्पी	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
zájem	रुचि	zájem	रुचि	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
zájem	रूचि	zájem	रूचि	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
zájem	ब्याज	zájem	ब्याज	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
předtím	पहले	předtím	पहले	ADV	ADV;NOM;MASC;SG;3
předtím	पहले	předtím	पहले	ADV	ADV;NOM;MASC;SG;3
východ	निकास	východ	निकास	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
tvar	आकृति	tvar	आकृति	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
tvar	आकार	tvar	आकार	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
kněz	पुजारी	kněz	पुजारी	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
výsledek	रिजल्ट	výsledek	रिजल्ट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
nástroj	यंत्र	nástroj	यंत्र	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
nástroj	औज़ार	nástroj	औज़ार	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
nástroj	औजार	nástroj	औजार	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
závod	जाति	závod	जाति	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
závod	रेस	závod	रेस	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zahraničí	विदेश	zahraničí	विदेश	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
jezera	झीलें	jezero	झील	N;NOM;NEUT;PL;POS	N;NOM;FEM;PL;3
doba	वक़्त	doba	वक़्त	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
doba	वक्त	doba	वक्त	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
