med	साथ	med	साथ	ADV	ADV;NOM;MASC;SG;3
base	बेस	base	बेस	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
base	आधार	base	आधार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
læse	पढ़ें	læse	पढ़	V;NFIN;ACT	V;SBJV;PL;FIN;ACT
læse	पढ़े	læse	पढ़े	V;NFIN;ACT	V;PFV;MASC;SG;FIN;ACT
læse	पढ़ा	læse	पढ	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
læse	पढ़ना	læse	पढ़	V;NFIN;ACT	V;MASC;NFIN;ACT
læse	पढना	læse	पढ	V;NFIN;ACT	V;NFIN;ACT
lag	लेयर	lag	लेयर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
lag	लेयर	lag	लेयर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
lag	परत	lag	परत	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
fjerne	निकालकर	fjerne	निकाल	V;NFIN;ACT	V;V.CVB
fjerne	निकालना	fjerne	निकाल	V;NFIN;ACT	V;MASC;NFIN;ACT
fjerne	निकालें	fjerne	निकाल	V;NFIN;ACT	V;SBJV;PL;FIN;ACT
fjerne	हटाएँ	fjerne	हटा	V;NFIN;ACT	V;SBJV;PL;FIN;ACT
ligaen	लीग	liga	लीग	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
pave	पोप	pave	पोप	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afstand	दूरी	afstand	दूरी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
afstand	सीमा	afstand	सीमा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
afstand	दायरा	afstand	दायरा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hellige	पवित्र	hellig	पवित्र	ADJ;PL	ADJ
instrument	यंत्र	instrument	यंत्र	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
fort	किला	fort	किला	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fort	किला	fort	किला	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ægtefælle	जीवनसाथी	ægtefælle	जीवनसाथी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ferdinand	फर्डिनेंड	ferdinand	फर्डिनेंड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
windows	विंडोज़	windows	विंडोज़	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
udgivelse	प्रकाशन	udgivelse	प्रकाशन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
udgivelse	प्रकाशन	udgivelse	प्रकाशन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
organisationen	संगठन	organisation	संगठन	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
organisationen	संगठन	organisation	संगठन	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
bil	कार	bil	कार	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
bil	गाड़ी	bil	गाड़ी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
bil	गाडी	bil	गाडी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
bil	ऑटोमोबाइल	bil	ऑटोमोबाइल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forholdet	रिश्ता	forhold	रिश्ता	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
forholdet	संबंध	forhold	संबंध	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
rettigheder	अधिकारों	rettighed	अधिकार	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
ordre	क्रम	ordre	क्रम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ordre	ऑर्डर	ordre	ऑर्डर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ordre	आदेश	ordre	आदेश	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ordre	अनुक्रम	ordre	अनुक्रम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ordre	ऑर्डर	ordre	ऑर्डर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ordre	आदेश	ordre	आदेश	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
opmærksomhed	ध्यान	opmærksomhed	ध्यान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
republikken	गणतंत्र	republik	गणतंत्र	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
transport	परिवहन	transport	परिवहन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
transport	परिवहन	transport	परिवहन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
transport	ट्रांसपोर्ट	transport	ट्रांसपोर्ट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
transport	यातायात	transport	यातायात	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
transport	हस्तांतरण	transport	हस्तांतरण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gade	सड़क	gade	सड़क	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
gade	गली	gade	गली	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
vælge	चुनें	vælge	चुन	V;NFIN;ACT	V;SBJV;SG;FIN;ACT
vælge	चुनना	vælge	चुन	V;NFIN;ACT	V;MASC;NFIN;ACT
vælge	चुनें	vælge	चुन	V;NFIN;ACT	V;SBJV;SG;FIN;ACT
musikken	संगीत	musik	संगीत	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
musikken	म्यूज़िक	musik	म्यूज़िक	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
gaden	सड़क	gade	सड़क	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
gaden	गली	gade	गली	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
premiere	प्रीमियर	premiere	प्रीमियर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forskel	भिन्नता	forskel	भिन्नता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
koncert	फिरकी	koncert	फिरकी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
koncert	concerto	koncert	concerto	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koncert	कॉन्सर्ट	koncert	कॉन्सर्ट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
parlamentet	संसद	parlament	संसद	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
parlamentet	लोकसभा	parlament	लोकसभा	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
parlamentet	पार्लियामेंट	parlament	पार्लियामेंट	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
svar	जवाब	svar	जवाब	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
svar	प्रत्युत्तर	svar	प्रत्युत्तर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
svar	जवाब	svar	जवाब	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
svar	जवाब	svar	जवाब	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
svar	जवाब	svar	जवाब	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
svar	प्रतिक्रिया	svar	प्रतिक्रिया	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
svar	अनुक्रिया	svar	अनुक्रिया	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
svar	जवाब	svar	जवाब	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
rigtig	यथार्थ	rigtig	यथार्थ	ADV	ADV
naturlige	स्वाभाविक	naturlig	स्वाभाविक	ADJ;PL	ADJ
gård	खेत	gård	खेत	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gård	फ़ार्म	gård	फाार्म	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gård	फार्म	gård	फार्म	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
publikum	श्रोता	publikum	श्रोता	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
publikum	ऑडियंस	publikum	ऑडियंस	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
publikum	भीड़	publikum	भीड़	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
publikum	भीड	publikum	भीड	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
hav	समुद्र	hav	समुद्र	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
hav	समंदर	hav	समंदर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
effekt	असर	effekt	असर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
effekt	प्रभाव	effekt	प्रभाव	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
effekt	पावर	effekt	पावर	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
effekt	शक्ति	effekt	शक्ति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kanalen	नहर	kanal	नहर	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
kanalen	चैनल	kanal	चैनल	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kæmpe	विशाल	kæmpe	विशाल	ADJ	ADJ;NOM
lejlighed	फ्लैट	lejlighed	फ्लैट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lejlighed	समतल	lejlighed	समतल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lejlighed	चपटा	lejlighed	चपटा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lejlighed	अपार्टमेंट	lejlighed	अपार्टमेंट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
avisen	अख़बार	avis	अख़बार	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
avisen	अखबार	avis	अखबार	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
avisen	समाचारपत्र	avis	समाचारपत्र	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
jernbane	रेलवे	jernbane	रेलवे	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
jernbane	रेल	jernbane	रेल	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
jernbane	रेल	jernbane	रेल	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
retten	कोर्ट	ret	कोर्ट	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
retten	न्यायालय	ret	न्यायालय	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
retten	अदालत	ret	अदालत	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
originale	असली	original	असली	ADJ;PL	ADJ;NOM
stoffer	दवाएँ	stof	दवा	N;INDF;NEUT;PL	N;NOM;FEM;PL;3
menneske	मनुष्य	menneske	मनुष्य	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
menneske	मानव	menneske	मानव	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
menneske	इंसान	menneske	इंसान	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
digter	कवि	digte	कवि	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
statistik	सांख्यिकी	statistik	सांख्यिकी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
statistik	आंकडे	statistik	आंकडा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kategorier	श्रेणियाँ	kategori	श्रेणी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
anerkendt	पहचाना	anerkende	पहचान	V;INDF;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
bladet	पत्रिका	blad	पत्रिका	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
tradition	परम्परा	tradition	परम्परा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tradition	परंपरा	tradition	परंपरा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
virkede	लगा	virke	लगा	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
stjerner	तारों	stjerne	तारा	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
stjerner	सितारों	stjerne	सितारा	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
dør	मरना	dø	मर	V;IND;PRS;FIN;ACT	V;MASC;NFIN;ACT
dør	मरता	dø	मर	V;IND;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
kørte	दौड़ा	køre	दौड़ा	V;IND;PST;FIN;ACT	V;MASC;SG;FIN;ACT
kørte	भागा	køre	भाग	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
omfang	स्कोप	omfang	स्कोप	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
omfang	गुंजाइश	omfang	गुंजाइश	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
omfang	कार्यक्षेत्र	omfang	कार्यक्षेत्र	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
omfang	पैमाना	omfang	पैमाना	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
foretaget	बनाया	foretage	बना	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
foretaget	बना	foretage	बन	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
forfatteren	रचयिता	forfatter	रचयिता	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
forfatteren	लेखक	forfatter	लेखक	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
opdaget	खोजा	opdage	खोजा	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
brand	फायर	brand	फायर	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
brand	आग	brand	आग	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
brand	ब्रांड	brand	ब्रांड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fløj	उड़ाया	flyve	उड़ा	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
færdig	समाप्त	færdig	समाप्त	ADJ;INDF;MASC+FEM;SG	ADJ
deltagere	प्रतिभागियों	deltager	प्रतिभागी	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
interview	साक्षात्कार	interview	साक्षात्कार	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
interview	इंटरव्यू	interview	इंटरव्यू	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
interview	साक्षात्कार	interview	साक्षात्कार	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
vol	आवाज़	vol	आवाज़	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
begivenheder	घटनाएँ	begivenhed	घटना	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
undervisning	शिक्षण	undervisning	शिक्षण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
undervisning	शिक्षा	undervisning	शिक्षा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
dato	तारीख	dato	तारीख	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
dato	तारीख़	dato	तारीख़	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
dato	दिनांक	dato	दिनांक	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
dato	तिथि	dato	तिथि	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
mission	मिशन	mission	मिशन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kæmpede	लड़ा	kæmpe	लड़ा	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
skade	नुक़सान	skade	नुक़सान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skade	चोट	skade	चोट	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
skade	नुक्सान	skade	नुक्सान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skade	नुकसान	skade	नुकसान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skade	क्षति	skade	क्षति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
numre	संख्याएँ	nummer	संख्या	N;INDF;NEUT;PL	N;NOM;FEM;PL;3
bord	सारणी	bord	सारणी	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
bord	बोर्ड	bord	बोर्ड	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bord	फलक	bord	फलक	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
konkurrence	प्रतिस्पर्धा	konkurrence	प्रतिस्पर्धा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
konkurrence	प्रतियोगिता	konkurrence	प्रतियोगिता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
konkurrence	प्रतियोगिता	konkurrence	प्रतियोगिता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
muligheder	संभावनाओं	mulighed	संभावना	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
muligheder	फंक्शन्स	mulighed	फंक्शन्स	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
association	सम्बद्धता	association	सम्बद्धता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
association	एसोसिएशन	association	एसोसिएशन	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
association	संघ	association	संघ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilladelse	प्राधिकरण	tilladelse	प्राधिकरण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilladelse	इजाजत	tilladelse	इजाजत	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tilladelse	अनुमति	tilladelse	अनुमति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
forfattere	लेखकों	forfatter	लेखक	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
ungdom	युवा	ungdom	युवा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ungdom	युवावस्था	ungdom	युवावस्था	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
vinteren	सर्दी	vinter	सर्दी	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
vinteren	शीत	vinter	शीत	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
sikkerhed	मिलावट	sikkerhed	मिलावट	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sikkerhed	सुरक्षा	sikkerhed	सुरक्षा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sikkerhed	सुरक्षा	sikkerhed	सुरक्षा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
solen	सूर्य	sol	सूर्य	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
virkeligheden	हकीकत	virkelighed	हकीकत	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
virkeligheden	वास्तविकता	virkelighed	वास्तविकता	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
situation	परिस्थिति	situation	परिस्थिति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
situation	स्थिति	situation	स्थिति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
varme	गर्मी	varme	गर्मी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
varme	गरमी	varme	गरमी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
varme	हीट	varme	हीट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
varme	ऊष्मा	varme	ऊष्मा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tag	ले	tage	ले	V;IMP	V;ACT
biler	कारों	bil	कार	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
biler	कारें	bil	कार	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
biler	गाड़ियाँ	bil	गाड़ी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
biler	ऑटोमोबाइल्स	bil	ऑटोमोबाइल	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
hårdt	कड़ा	hård	कड़ा	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
hårdt	कठोर	hård	कठोर	ADJ;INDF;NEUT;SG	ADJ
oprør	विद्रोह	oprør	विद्रोह	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
oprør	राजद्रोह	oprør	राजद्रोह	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
oprør	बगावत	oprør	बगावत	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
oprør	विद्रोह	oprør	विद्रोह	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
oprør	विद्रोह	oprør	विद्रोह	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
træer	पेड़ों	træ	पेड़	N;INDF;NEUT;PL	N;ACC;MASC;PL;3
døden	निधन	død	निधन	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
døden	मृत्यु	død	मृत्यु	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
døden	मौत	død	मौत	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
undersøgelse	अध्ययन	undersøgelse	अध्ययन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
undersøgelse	पढ़ाई	undersøgelse	पढ़ाई	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
undersøgelse	पूछताछ	undersøgelse	पूछताछ	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
undersøgelse	जांच	undersøgelse	जांच	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
undersøgelse	छानबीन	undersøgelse	छानबीन	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
undersøgelse	परीक्षा	undersøgelse	परीक्षा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
undersøgelse	परिक्षा	undersøgelse	परिक्षा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
undersøgelse	सर्वेक्षण	undersøgelse	सर्वेक्षण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
provins	प्रान्त	provins	प्रान्त	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
provins	प्रांत	provins	प्रांत	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stof	पदार्थ	stof	पदार्थ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
stof	कपड़ा	stof	कपडा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
leve	जीना	leve	जी	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
mulige	संभव	mulig	संभव	ADJ;PL	ADJ
automatisk	स्वचालित	automatisk	स्वचालित	ADJ;INDF;SG	ADJ;NOM
automatisk	स्वचालित	automatisk	स्वचालित	ADJ;INDF;SG	ADJ;NOM
indsat	चिपकाया	indsætte	चिपका	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
fyr	फायर	fyr	फायर	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
fyr	आग	fyr	आग	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
fyr	यार	fyr	यार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
metode	विधि	metode	विधि	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
anlæg	पौधा	anlæg	पौधा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
anlæg	पादप	anlæg	पादप	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
anlæg	संयंत्र	anlæg	संयंत्र	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
anlæg	संस्थापन	anlæg	संस्थापन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
anlæg	स्थापना	anlæg	स्थापना	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
anlæg	अधिष्ठापन	anlæg	अधिष्ठापन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
anlæg	संस्थापना	anlæg	संस्थापना	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
anlæg	स्थापना	anlæg	स्थापना	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
anlæg	संस्थापना	anlæg	संस्थापना	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
fugle	पक्षियों	fugl	पक्षी	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
hospital	चिकित्सालय	hospital	चिकित्सालय	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
hospital	अस्पताल	hospital	अस्पताल	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
hospital	हॉस्पिटल	hospital	हॉस्पिटल	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
alliance	गठबंधन	alliance	गठबंधन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
last	लोड	last	लोड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilstand	अवस्था	tilstand	अवस्था	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tilstand	स्टेट	tilstand	स्टेट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilstand	स्थिति	tilstand	स्थिति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tilstand	राज्य	tilstand	राज्य	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilstand	मोड	tilstand	मोड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilstand	विधि	tilstand	विधि	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tilstand	हालत	tilstand	हालत	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tilstand	स्थिति	tilstand	स्थिति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tilstand	शर्त	tilstand	शर्त	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tilstand	कंडीशन	tilstand	कंडीशन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
polsk	पॉलिश	polsk	पॉलिश	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
sende	भेजें	sende	भेज	V;NFIN;ACT	V;SBJV;PL;FIN;ACT
luften	वायु	luft	वायु	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
luften	एयर	luft	एयर	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
lyd	ध्वनि	lyd	ध्वनि	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
lyd	ऑडियो	lyd	ऑडियो	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
passagerer	यात्रियों	passager	यात्री	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
passagerer	यात्री	passager	यात्री	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
passagerer	यात्री	passager	यात्री	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
regiment	रेजीमेंट	regiment	रेजीमेंट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
