con	с	con	с	ADP	ADP
amigo	друга	amigo	друг	N;MASC;SG	N;ANIM;ACC;MASC;SG
amigo	подруга	amigo	подруга	N;MASC;SG	N;ANIM;NOM;FEM;SG
empezó	началось	empezar	начаться	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;MID
evitar	избегая	evitar	избегать	V;NFIN	V;IPFV;PRS;V.CVB;ACT
evitar	избежать	evitar	избегнуть	V;NFIN	V;PFV;NFIN;ACT
evitar	избегать	evitar	избегать	V;NFIN	V;IPFV;NFIN;ACT
evitar	избежать	evitar	избегнуть	V;NFIN	V;PFV;NFIN;ACT
evitar	избегать	evitar	избегать	V;NFIN	V;IPFV;NFIN;ACT
evitar	избегайте	evitar	избегать	V;NFIN	V;IPFV;IMP;PL;2;FIN;ACT
emperador	император	emperador	император	N;MASC;SG	N;ANIM;NOM;MASC;SG
restos	останки	resto	останки	N;MASC;PL	N;INAN;NOM;MASC;PL
ingresos	поступлений	ingreso	поступление	N;MASC;PL	N;INAN;GEN;NEUT;PL
ingresos	поступления	ingreso	поступление	N;MASC;PL	N;INAN;NOM;NEUT;PL
ingresos	доходы	ingreso	доход	N;MASC;PL	N;INAN;NOM;MASC;PL
ingresos	поступления	ingreso	поступление	N;MASC;PL	N;INAN;NOM;NEUT;PL
ingresos	доходы	ingreso	доход	N;MASC;PL	N;INAN;NOM;MASC;PL
ingresos	поступления	ingreso	поступление	N;MASC;PL	N;INAN;NOM;NEUT;PL
ingresos	доходы	ingreso	доход	N;MASC;PL	N;INAN;NOM;MASC;PL
ingresos	чеки	ingreso	чек	N;MASC;PL	N;INAN;NOM;MASC;PL
ingresos	квитанции	ingreso	квитанция	N;MASC;PL	N;INAN;NOM;FEM;PL
santos	святых	santo	святой	N;MASC;PL	N;ANIM;GEN;MASC;PL
obispo	слон	obispo	слон	N;MASC;SG	N;ANIM;NOM;MASC;SG
obispo	бишоп	obispo	бишоп	N;MASC;SG	N;ANIM;NOM;MASC;SG
obispo	епископ	obispo	епископ	N;MASC;SG	N;ANIM;NOM;MASC;SG
toma	принять	tomar	принять	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
toma	взять	tomar	брать	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
campos	полей	campo	поле	N;MASC;PL	N;INAN;GEN;NEUT;PL
campos	поля	campo	поле	N;MASC;PL	N;INAN;NOM;NEUT;PL
campos	лагерях	campo	лагерь	N;MASC;PL	N;INAN;ESS;MASC;PL
campos	лагеря	campo	лагерь	N;MASC;PL	N;INAN;NOM;MASC;PL
campos	лагерей	campo	лагерь	N;MASC;PL	N;INAN;GEN;MASC;PL
nov	ноя	nov	она		
europea	европейская	europeo	европейский	ADJ;FEM;SG	ADJ;NOM;FEM;SG
europea	европейского	europeo	европейский	ADJ;FEM;SG	ADJ;GEN;MASC;SG
europea	европейское	europeo	европейский	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
europea	европейский	europeo	европейский	ADJ;FEM;SG	ADJ;NOM;MASC;SG
kilómetros	километров	kilómetro	километр	N;MASC;PL	N;INAN;GEN;MASC;PL
kilómetros	мили	kilómetro	мили	N;MASC;PL	N;INAN;NOM;MASC;PL
kilómetros	миль	kilómetro	миля	N;MASC;PL	N;INAN;GEN;FEM;PL
kilómetros	километров	kilómetro	километр	N;MASC;PL	N;INAN;GEN;MASC;PL
justicia	справедливость	justicia	справедливость	N;FEM;SG	N;INAN;NOM;FEM;SG
justicia	правосудие	justicia	правосудие	N;FEM;SG	N;INAN;NOM;NEUT;SG
justicia	справедливость	justicia	справедливость	N;FEM;SG	N;INAN;NOM;FEM;SG
bastante	довольно	bastante	довольно	ADV	ADV
love	любовь	love	любовь	N	N;INAN;NOM;FEM;SG
señora	хозяйка	señora	хозяйка	N;FEM;SG	N;ANIM;NOM;FEM;SG
señora	любовница	señora	любовница	N;FEM;SG	N;ANIM;NOM;FEM;SG
señora	госпожа	señora	госпожа	N;FEM;SG	N;ANIM;NOM;FEM;SG
señora	дама	señora	дама	N;FEM;SG	N;ANIM;NOM;FEM;SG
señora	леди	señora	леди	N;FEM;SG	N;ANIM;NOM;FEM;SG
realiza	исполняет	realizar	исполнять	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
realiza	выполняет	realizar	выполнять	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dic	дек	decir	дек		
ana	ана	ana	ан	N;FEM;SG	N;INAN;NOM;FEM;SG
ana	энн	ana	энн	N;FEM;SG	N;ANIM;NOM;FEM;SG
ana	анн	ana	анна	N;FEM;SG	N;INAN;NOM;FEM;SG
ana	анна	ana	анна	N;FEM;SG	N;ANIM;NOM;FEM;SG
ana	анна	ana	анна	N;FEM;SG	N;ANIM;NOM;FEM;SG
naturales	естественные	natural	естественный	ADJ;PL	ADJ;NOM;PL
naturales	природных	natural	природный	ADJ;PL	ADJ;GEN;PL
naturales	натуральные	natural	натуральный	ADJ;PL	ADJ;NOM;PL
publicación	издательство	publicación	издательство	N;FEM;SG	N;INAN;NOM;NEUT;SG
publicación	публикация	publicación	публикация	N;FEM;SG	N;INAN;NOM;FEM;SG
publicación	публикация	publicación	публикация	N;FEM;SG	N;INAN;NOM;FEM;SG
publicación	пост	publicación	пост	N;FEM;SG	N;INAN;NOM;MASC;SG
publicación	публикация	publicación	публикация	N;FEM;SG	N;INAN;NOM;FEM;SG
publicación	опубликование	publicación	опубликование	N;FEM;SG	N;INAN;NOM;NEUT;SG
publicación	издание	publicación	издание	N;FEM;SG	N;INAN;NOM;NEUT;SG
figura	фигура	figura	фигура	N;FEM;SG	N;INAN;NOM;FEM;SG
figura	диаграмма	figura	диаграмма	N;FEM;SG	N;INAN;NOM;FEM;SG
figura	рисунок	figura	рисунок	N;FEM;SG	N;INAN;NOM;MASC;SG
figura	цифра	figura	цифра	N;FEM;SG	N;INAN;NOM;FEM;SG
soldados	солдаты	soldado	солдат	N;MASC;PL	N;ANIM;NOM;MASC;PL
soldados	сварных	soldado	сварный	N;MASC;PL	N;INAN;GEN;FEM;PL
blanca	белый	blanco	белый	ADJ;FEM;SG	ADJ;NOM;MASC;SG
blanca	белое	blanco	белый	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
aves	птички	ave	птичка	N;FEM;PL	N;ANIM;NOM;FEM;PL
aves	птицы	ave	птица	N;FEM;PL	N;ANIM;NOM;FEM;PL
aves	птиц	ave	птица	N;FEM;PL	N;ANIM;GEN;FEM;PL
aves	птицы	ave	птица	N;FEM;PL	N;ANIM;NOM;FEM;PL
peter	петр	peter	петр	N;MASC;SG	N;ANIM;NOM;MASC;SG
peter	питер	peter	питер	N;MASC;SG	N;ANIM;NOM;MASC;SG
peter	петер	peter	петер	N;MASC;SG	N;ANIM;NOM;MASC;SG
peter	пётр	peter	пётр	N;MASC;SG	N;ANIM;NOM;MASC;SG
pie	нога	pie	нога	N;MASC;SG	N;INAN;NOM;FEM;SG
pie	ногу	pie	нога	N;MASC;SG	N;INAN;ACC;FEM;SG
pie	пирожок	pie	пирожок	N;MASC;SG	N;INAN;NOM;MASC;SG
pie	пирог	pie	пирог	N;MASC;SG	N;INAN;NOM;MASC;SG
hora	час	hora	час	N;FEM;SG	N;INAN;NOM;MASC;SG
hora	время	hora	время	N;FEM;SG	N;INAN;NOM;NEUT;SG
hora	времени	hora	время	N;FEM;SG	N;INAN;GEN;NEUT;SG
hora	тайм	hora	тайма	N;FEM;SG	N;INAN;NOM;MASC;SG
amigos	друзей	amigo	друг	N;MASC;PL	N;ANIM;GEN;MASC;PL
amigos	друзья	amigo	друг	N;MASC;PL	N;ANIM;NOM;MASC;PL
numerosos	многочисленные	numeroso	многочисленный	ADJ;MASC;PL	ADJ;NOM;PL
crítica	критика	crítica	критика	N;FEM;SG	N;INAN;NOM;FEM;SG
crítica	критику	crítica	критика	N;FEM;SG	N;INAN;ACC;FEM;SG
crítica	критик	crítica	критик	N;FEM;SG	N;INAN;NOM;MASC;SG
crítica	критика	crítica	критика	N;FEM;SG	N;INAN;NOM;FEM;SG
maestro	мастер	maestro	мастер	N;MASC;SG	N;ANIM;NOM;MASC;SG
maestro	хозяин	maestro	хозяин	N;MASC;SG	N;ANIM;NOM;MASC;SG
maestro	учитель	maestro	учитель	N;MASC;SG	N;ANIM;NOM;MASC;SG
maestro	преподаватель	maestro	преподаватель	N;MASC;SG	N;ANIM;NOM;MASC;SG
maestro	учительница	maestro	учительница	N;MASC;SG	N;ANIM;NOM;FEM;SG
cuba	кубе	cuba	куб	N;FEM;SG	N;INAN;NOM;MASC;SG
cuba	кубу	cuba	куб	N;FEM;SG	N;INAN;ACC;FEM;SG
cuba	куба	cuba	куб	N;FEM;SG	N;INAN;NOM;FEM;SG
asia	азии	asia	азия	N;FEM;SG	N;INAN;NOM;FEM;SG
asia	азии	asia	азия	N;FEM;SG	N;INAN;NOM;FEM;SG
asia	азия	asia	азия	N;FEM;SG	N;INAN;NOM;FEM;SG
motor	мотор	motor	мотор	N;MASC;SG	N;INAN;NOM;MASC;SG
motor	двигатель	motor	двигатель	N;MASC;SG	N;INAN;NOM;MASC;SG
motor	движок	motor	движок	N;MASC;SG	N;INAN;NOM;MASC;SG
motor	двигателя	motor	двигатель	N;MASC;SG	N;INAN;GEN;MASC;SG
motor	мотор	motor	мотор	N;MASC;SG	N;INAN;NOM;MASC;SG
efecto	эффект	efecto	эффект	N;MASC;SG	N;INAN;NOM;MASC;SG
completo	полный	completo	полный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
completo	полное	completo	полный	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
completo	полного	completo	полный	ADJ;MASC;SG	ADJ;GEN;MASC;SG
completo	полная	completo	полный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
completo	полный	completo	полный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
completo	полная	completo	полный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
trabajó	работал	trabajar	работать	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
trabajó	работала	trabajar	работать	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
trabajó	сработало	trabajar	сработать	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;ACT
crecimiento	роста	crecimiento	рост	N;MASC;SG	N;INAN;GEN;MASC;SG
crecimiento	рост	crecimiento	рост	N;MASC;SG	N;INAN;NOM;MASC;SG
doctor	доктор	doctor	доктор	N;MASC;SG	N;ANIM;NOM;MASC;SG
doctor	врач	doctor	врач	N;MASC;SG	N;ANIM;NOM;MASC;SG
pequeños	маленькие	pequeño	маленький	ADJ;MASC;PL	ADJ;NOM;PL
pequeños	малых	pequeño	малый	ADJ;MASC;PL	ADJ;GEN;PL
pequeños	мелкие	pequeño	мелкий	ADJ;MASC;PL	ADJ;NOM;PL
pequeños	малые	pequeño	малый	ADJ;MASC;PL	ADJ;NOM;PL
autores	авторов	autor	автор	N;MASC;PL	N;ANIM;GEN;MASC;PL
autores	авторы	autor	автор	N;MASC;PL	N;ANIM;NOM;MASC;PL
junta	прокладка	junta	прокладка	N;FEM;SG	N;INAN;NOM;FEM;SG
junta	доска	junta	доска	N;FEM;SG	N;INAN;NOM;FEM;SG
junta	правление	junta	правление	N;FEM;SG	N;INAN;NOM;NEUT;SG
europeo	европейская	europeo	европейский	ADJ;MASC;SG	ADJ;NOM;FEM;SG
europeo	европейского	europeo	европейский	ADJ;MASC;SG	ADJ;GEN;MASC;SG
europeo	европейское	europeo	европейский	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
europeo	европейский	europeo	европейский	ADJ;MASC;SG	ADJ;NOM;MASC;SG
nuevamente	опять	nuevamente	опять	ADV	ADV
nuevamente	вновь	nuevamente	вновь	ADV	ADV
nuevamente	снова	nuevamente	снова	ADV	ADV
grado	классе	grado	класс	N;MASC;SG	N;INAN;ESS;MASC;SG
grado	степень	grado	степень	N;MASC;SG	N;INAN;NOM;FEM;SG
facultad	факультет	facultad	факультет	N;FEM;SG	N;INAN;NOM;MASC;SG
tradicional	традиционный	tradicional	традиционный	ADJ;SG	ADJ;NOM;MASC;SG
tradicional	традиционная	tradicional	традиционный	ADJ;SG	ADJ;NOM;FEM;SG
tradicional	традиционное	tradicional	традиционный	ADJ;SG	ADJ;NOM;NEUT;SG
niño	мальчик	niño	мальчик	N;MASC;SG	N;ANIM;NOM;MASC;SG
niño	парень	niño	парень	N;MASC;SG	N;ANIM;NOM;MASC;SG
niño	парень	niño	парень	N;MASC;SG	N;ANIM;NOM;MASC;SG
niño	дитя	niño	дитя	N;MASC;SG	N;INAN;NOM;NEUT;SG
niño	ребенок	niño	ребенок	N;MASC;SG	N;ANIM;NOM;MASC;SG
niño	ребёнок	niño	ребёнок	N;MASC;SG	N;ANIM;NOM;MASC;SG
niño	ребенка	niño	ребенок	N;MASC;SG	N;ANIM;ACC;MASC;SG
plantilla	шаблон	plantilla	шаблон	N;FEM;SG	N;INAN;NOM;MASC;SG
votos	голоса	voto	голос	N;MASC;PL	N;INAN;NOM;MASC;PL
votos	голосов	voto	голос	N;MASC;PL	N;INAN;GEN;MASC;PL
votos	клятвы	voto	клятва	N;MASC;PL	N;INAN;NOM;FEM;PL
votos	обеты	voto	обет	N;MASC;PL	N;INAN;NOM;MASC;PL
banco	банк	banco	банк	N;MASC;SG	N;INAN;NOM;MASC;SG
banco	банка	banco	банк	N;MASC;SG	N;INAN;GEN;MASC;SG
banco	скамейке	banco	скамейка	N;MASC;SG	N;INAN;DAT;FEM;SG
consiguió	получила	conseguir	получить	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
consiguió	получил	conseguir	получить	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
contrato	контракт	contrato	контракт	N;MASC;SG	N;INAN;NOM;MASC;SG
pintura	краска	pintura	краска	N;FEM;SG	N;INAN;NOM;FEM;SG
pintura	картина	pintura	картина	N;FEM;SG	N;INAN;NOM;FEM;SG
pintura	живопись	pintura	живопись	N;FEM;SG	N;INAN;NOM;FEM;SG
pintura	рисование	pintura	рисование	N;FEM;SG	N;INAN;NOM;NEUT;SG
ruso	русская	ruso	русский	ADJ;MASC;SG	ADJ;NOM;FEM;SG
ruso	российская	ruso	российский	ADJ;MASC;SG	ADJ;NOM;FEM;SG
ruso	русский	ruso	русский	ADJ;MASC;SG	ADJ;NOM;MASC;SG
cuenca	бассейн	cuenca	бассейн	N;FEM;SG	N;INAN;NOM;MASC;SG
cuenca	бассейна	cuenca	бассейн	N;FEM;SG	N;INAN;GEN;MASC;SG
cuenca	куэнка	cuenca	куэнка	N;FEM;SG	N;INAN;NOM;MASC;SG
cuenca	водораздел	cuenca	водораздел	N;FEM;SG	N;INAN;NOM;MASC;SG
batería	аккумулятор	batería	аккумулятор	N;FEM;SG	N;INAN;NOM;MASC;SG
batería	батарея	batería	батарея	N;FEM;SG	N;INAN;NOM;FEM;SG
diputados	депутатов	diputado	депутат	N;MASC;PL	N;ANIM;GEN;MASC;PL
diputados	депутаты	diputado	депутат	N;MASC;PL	N;ANIM;NOM;MASC;PL
diputados	членов	diputado	член	N;MASC;PL	N;ANIM;GEN;MASC;PL
diputados	члены	diputado	член	N;MASC;PL	N;ANIM;NOM;MASC;PL
diputados	участники	diputado	участник	N;MASC;PL	N;ANIM;NOM;MASC;PL
diputados	депутатов	diputado	депутат	N;MASC;PL	N;ANIM;GEN;MASC;PL
diputados	заместители	diputado	заместитель	N;MASC;PL	N;ANIM;NOM;MASC;PL
diputados	депутаты	diputado	депутат	N;MASC;PL	N;ANIM;NOM;MASC;PL
pasa	случается	pasar	случаться	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;MID
pasa	проходит	pasar	проходить	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pasa	пройти	pasar	пройти	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
máximo	максимальный	máximo	максимальный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
máximo	максимальное	máximo	максимальный	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
máximo	максимальная	máximo	максимальный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
representa	представляет	representar	представлять	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
representa	изображает	representar	изображать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
representa	представлять	representar	представлять	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
recursos	ресурсы	recurso	ресурс	N;MASC;PL	N;INAN;NOM;MASC;PL
misión	миссия	misión	миссия	N;FEM;SG	N;INAN;NOM;FEM;SG
compositor	композитор	compositor	композитор	N;MASC;SG	N;ANIM;NOM;MASC;SG
futuro	будущее	futuro	будущее	N;MASC;SG	N;INAN;NOM;NEUT;SG
ángeles	ангелами	ángel	ангел	N;MASC;PL	N;ANIM;INS;MASC;PL
ángeles	ангелы	ángel	ангел	N;MASC;PL	N;ANIM;NOM;MASC;PL
ángeles	ангелов	ángel	ангел	N;MASC;PL	N;ANIM;GEN;MASC;PL
vicente	висенте	vicente	висент	N;SG	N;INAN;NOM;MASC;SG
vicente	винсент	vicente	винсент	N;SG	N;ANIM;NOM;MASC;SG
vicente	вэл	vicente	вэт	N;SG	N;ANIM;NOM;MASC;SG
vicente	вал	vicente	вал	N;SG	N;INAN;NOM;MASC;SG
terminó	закончилось	terminar	закончиться	V;IND;SG;3;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;MID
terminó	закончилась	terminar	закончиться	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;MID
terminó	закончился	terminar	закончиться	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;MID
tecnología	технология	tecnología	технология	N;FEM;SG	N;INAN;NOM;FEM;SG
tecnología	техника	tecnología	техника	N;FEM;SG	N;INAN;NOM;FEM;SG
trabajar	работаем	trabajar	работать	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
considera	считает	considerar	считать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
tiempos	времена	tiempo	время	N;MASC;PL	N;INAN;NOM;NEUT;PL
ramón	рамон	ramón	рамон	N;MASC;SG	N;ANIM;NOM;MASC;SG
ramón	рамон	ramón	рамон	N;MASC;SG	N;ANIM;NOM;MASC;SG
ramón	рэймонд	ramón	рэймонд	N;MASC;SG	N;ANIM;NOM;MASC;SG
ramón	реймонд	ramón	реймонд	N;MASC;SG	N;ANIM;NOM;MASC;SG
ramón	рамон	ramón	рамон	N;MASC;SG	N;ANIM;NOM;MASC;SG
fiesta	сторона	fiesta	сторона	N;FEM;SG	N;INAN;NOM;FEM;SG
fiesta	партия	fiesta	партия	N;FEM;SG	N;INAN;NOM;FEM;SG
fiesta	вечеринка	fiesta	вечеринка	N;FEM;SG	N;INAN;NOM;FEM;SG
jardín	гарден	jardín	гарден	N;MASC;SG	N;INAN;NOM;MASC;SG
jardín	сад	jardín	сад	N;MASC;SG	N;INAN;NOM;MASC;SG
madera	дерево	madera	дерево	N;FEM;SG	N;INAN;NOM;NEUT;SG
madera	древесина	madera	древесина	N;FEM;SG	N;INAN;NOM;FEM;SG
madera	вуд	madera	вуд	N;FEM;SG	N;ANIM;NOM;MASC;SG
madera	древесина	madera	древесина	N;FEM;SG	N;INAN;NOM;FEM;SG
inferior	ниже	inferior	низкий	ADJ;SG	ADJ;CMPR
inferior	нижняя	inferior	нижний	ADJ;SG	ADJ;NOM;FEM;SG
inferior	нижний	inferior	нижний	ADJ;SG	ADJ;NOM;MASC;SG
clubes	клубы	club	клуб	N;MASC;PL	N;INAN;NOM;MASC;PL
mexicana	мексиканская	mexicano	мексиканский	ADJ;FEM;SG	ADJ;NOM;FEM;SG
mexicana	мексиканский	mexicano	мексиканский	ADJ;FEM;SG	ADJ;NOM;MASC;SG
incluyen	включить	incluir	включить	V;IND;PL;3;PRS;FIN	V;PFV;NFIN;ACT
incluyen	включать	incluir	включать	V;IND;PL;3;PRS;FIN	V;IPFV;NFIN;ACT
frontera	граница	frontera	граница	N;FEM;SG	N;INAN;NOM;FEM;SG
frontera	границу	frontera	граница	N;FEM;SG	N;INAN;ACC;FEM;SG
frontera	граница	frontera	граница	N;FEM;SG	N;INAN;NOM;FEM;SG
frontera	граница	frontera	граница	N;FEM;SG	N;INAN;NOM;FEM;SG
frontera	рубеж	frontera	рубеж	N;FEM;SG	N;INAN;NOM;MASC;SG
atención	вниманию	atención	внимание	N;FEM;SG	N;INAN;DAT;NEUT;SG
atención	внимание	atención	внимание	N;FEM;SG	N;INAN;NOM;NEUT;SG
digital	цифровая	digital	цифровой	ADJ;SG	ADJ;NOM;FEM;SG
digital	цифровой	digital	цифровой	ADJ;SG	ADJ;NOM;MASC;SG
torres	башни	torre	башня	N;FEM;PL	N;INAN;NOM;FEM;PL
doble	двойная	doble	двойной	ADJ;SG	ADJ;NOM;FEM;SG
doble	двойное	doble	двойной	ADJ;SG	ADJ;NOM;NEUT;SG
doble	двойной	doble	двойной	ADJ;SG	ADJ;NOM;MASC;SG
comandante	майор	comandante	майор	N;SG	N;ANIM;NOM;MASC;SG
comandante	командор	comandante	командор	N;SG	N;ANIM;NOM;MASC;SG
comandante	командующий	comandante	командующий	N;SG	N;ANIM;NOM;MASC;SG
comandante	коммандер	comandante	коммандер	N;SG	N;ANIM;NOM;MASC;SG
comandante	командир	comandante	командир	N;SG	N;ANIM;NOM;MASC;SG
corazón	сердце	corazón	сердце	N;MASC;SG	N;INAN;NOM;NEUT;SG
corazón	сердцу	corazón	сердце	N;MASC;SG	N;INAN;DAT;NEUT;SG
secretario	регистратор	secretario	регистратор	N;MASC;SG	N;ANIM;NOM;MASC;SG
secretario	секретаря	secretario	секретарь	N;MASC;SG	N;ANIM;ACC;MASC;SG
secretario	секретарь	secretario	секретарь	N;MASC;SG	N;ANIM;NOM;MASC;SG
secretario	секретарь	secretario	секретарь	N;MASC;SG	N;ANIM;NOM;MASC;SG
secretario	секретарша	secretario	секретарша	N;MASC;SG	N;ANIM;NOM;FEM;SG
letras	буквы	letra	буква	N;FEM;PL	N;INAN;NOM;FEM;PL
letras	письма	letra	письмо	N;FEM;PL	N;INAN;NOM;NEUT;PL
lenguas	языки	lengua	язык	N;FEM;PL	N;INAN;NOM;MASC;PL
lenguas	языках	lengua	язык	N;FEM;PL	N;INAN;ESS;MASC;PL
vivo	живой	vivo	живой	ADJ;MASC;SG	ADJ;NOM;MASC;SG
vivo	живым	vivo	живой	ADJ;MASC;SG	ADJ;INS;NEUT;SG
vivo	живая	vivo	живой	ADJ;MASC;SG	ADJ;NOM;FEM;SG
vivo	жив	vivo	живой	ADJ;MASC;SG	ADJ;MASC;SG
encuentro	собрание	encuentro	собрание	N;MASC;SG	N;INAN;NOM;NEUT;SG
encuentro	заседание	encuentro	заседание	N;MASC;SG	N;INAN;NOM;NEUT;SG
