une	egy	un	egy	DET;INDF;FEM;SG	DET;INDF
joué	játszott	jouer	játszik	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
joué	játszottam	jouer	játszik	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
derrière	mögött	derrière	mögött	ADP	ADP
piano	zongorát	piano	zongora	N;MASC;SG	N;ACC;SG
piano	zongorán	piano	zongora	N;MASC;SG	N;ON+ESS;SG
gros	nagy	gros	nagy	ADJ;MASC;SG	ADJ;NOM;SG
montagne	hegyen	montagne	hegy	N;FEM;SG	N;ON+ESS;SG
montagne	hegy	montagne	hegy	N;FEM;SG	N;NOM;SG
montagne	hegység	montagne	hegység	N;FEM;SG	N;NOM;SG
découverte	felfedezni	découvrir	felfedez	V;FEM;SG;PST;V.PTCP	V;NFIN;ACT
front	eleje	front	eleje	N;MASC;SG	N;NOM;SG
front	homlokán	front	homloka	N;MASC;SG	N;ON+ESS;SG
front	szemöldök	front	szemöld	N;MASC;SG	N;NOM;SG
circonscription	hadosztály	circonscription	hadosztály	N;FEM;SG	N;NOM;SG
circonscription	körzet	circonscription	körzet	N;FEM;SG	N;NOM;SG
circonscription	részleg	circonscription	részleg	N;FEM;SG	N;NOM;SG
circonscription	divízió	circonscription	divízió	N;FEM;SG	N;NOM;SG
poète	költő	poète	költő	N;MASC;SG	N;NOM;SG
champ	mező	champ	mező	N;MASC;SG	N;NOM;SG
champ	bajnok	champ	bajn	N;MASC;SG	N;NOM;SG
religieux	vallási	religieux	vallási	ADJ;MASC;SG	ADJ;NOM;SG
vote	szavazás	vote	szavazás	N;MASC;SG	N;NOM;SG
vote	szavazás	vote	szavazás	N;MASC;SG	N;NOM;SG
vote	szavazati	vote	szavazati	N;MASC;SG	N;NOM;SG
projets	projektek	projet	projek	N;MASC;PL	N;NOM;PL
formes	formák	forme	forma	N;FEM;PL	N;NOM;PL
formes	formák	forme	forma	N;FEM;PL	N;NOM;PL
proximité	közelség	proximité	közelség	N;FEM;SG	N;NOM;SG
proximité	közelben	proximité	közel	N;FEM;SG	N;IN+ESS;SG
appelée	hívott	appeler	hív	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
romaine	római	romain	római	ADJ;FEM;SG	ADJ;NOM;SG
motif	motiváció	motif	motiváció	N;MASC;SG	N;NOM;SG
motif	indíték	motif	indít	N;MASC;SG	N;NOM;SG
motif	minta	motif	minta	N;MASC;SG	N;NOM;SG
motif	motívum	motif	motívum	N;MASC;SG	N;NOM;SG
chant	dal	chant	dal	N;MASC;SG	N;NOM;SG
chant	dalt	chant	dalt	N;MASC;SG	N;ACC;SG
chant	kántálás	chant	kántálás	N;MASC;SG	N;NOM;SG
chant	vokál	chant	vokál	N;MASC;SG	N;NOM;SG
chant	ének	chant	én	N;MASC;SG	N;NOM;SG
chant	ének	chant	én	N;MASC;SG	N;NOM;SG
chant	éneklés	chant	éneklés	N;MASC;SG	N;NOM;SG
mondial	világszintű	mondial	világszintű	ADJ;MASC;SG	ADJ;NOM;SG
mondial	világméretű	mondial	világméretű	ADJ;MASC;SG	ADJ;NOM;SG
mondial	globális	mondial	globális	ADJ;MASC;SG	ADJ;NOM;SG
colonel	ezredes	colonel	ezredes	N;MASC;SG	N;NOM;SG
congrès	kongresszus	congrès	kongresszus	N;MASC;SG	N;NOM;SG
soleil	napsütés	soleil	napsütés	N;MASC;SG	N;NOM;SG
soleil	nap	soleil	nap	N;MASC;SG	N;NOM;SG
soleil	napfény	soleil	napfény	N;MASC;SG	N;NOM;SG
soleil	napsütés	soleil	napsütés	N;MASC;SG	N;NOM;SG
soleil	napfény	soleil	napfény	N;MASC;SG	N;NOM;SG
amis	barátokkal	ami	barát	N;MASC;PL	N;INS;PL
amis	barátok	ami	barát	N;MASC;PL	N;NOM;PL
amis	barátaim	ami	barát	N;MASC;PL	N;NOM;PL
amis	ismerősök	ami	ismerős	N;MASC;PL	N;NOM;PL
lnh	nhl	lnh	nhl	N;FEM;SG	N;NOM;SG
peinture	festés	peinture	festés	N;FEM;SG	N;NOM;SG
peinture	festék	peinture	festék	N;FEM;SG	N;NOM;SG
peinture	festés	peinture	festés	N;FEM;SG	N;NOM;SG
peinture	festmény	peinture	festmény	N;FEM;SG	N;NOM;SG
légion	légió	légion	légió	N;FEM;SG	N;NOM;SG
inclinaison	lejtő	inclinaison	lejtő	N;FEM;SG	N;NOM;SG
inclinaison	dőlés	inclinaison	dőlés	N;FEM;SG	N;NOM;SG
figure	figura	figure	figura	N;FEM;SG	N;NOM;SG
figure	ábra	figure	áb	N;FEM;SG	N;NOM;SG
limite	határ	limite	határ	N;FEM;SG	N;NOM;SG
limite	határérték	limite	határérték	N;FEM;SG	N;NOM;SG
limite	korlát	limite	korlát	N;FEM;SG	N;NOM;SG
cinquième	ötödik	cinquième	ötödik	ADJ;MASC;SG	ADJ;NOM;SG
gens	emberek	gens	ember	N;MASC;PL	N;NOM;PL
guitare	gitár	guitare	gitár	N;FEM;SG	N;NOM;SG
liberté	szabadság	liberté	szabadság	N;FEM;SG	N;NOM;SG
liberté	szabadság	liberté	szabadság	N;FEM;SG	N;NOM;SG
html	html	html	html	N;MASC;SG	N;NOM;SG
star	csillagos	star	csillagos	N;FEM;SG	N;NOM;SG
star	csillag	star	csillag	N;FEM;SG	N;NOM;SG
star	sztár	star	sztár	N;FEM;SG	N;NOM;SG
fête	fesztivál	fête	fesztivál	N;FEM;SG	N;NOM;SG
fête	lakoma	fête	lakom	N;FEM;SG	N;NOM;SG
fête	buli	fête	buli	N;FEM;SG	N;NOM;SG
photo	kép	photo	kép	N;FEM;SG	N;NOM;SG
photo	fénykép	photo	fénykép	N;FEM;SG	N;NOM;SG
photo	fotó	photo	fotó	N;FEM;SG	N;NOM;SG
photo	képet	photo	kép	N;FEM;SG	N;ACC;SG
photo	kép	photo	kép	N;FEM;SG	N;NOM;SG
photo	fénykép	photo	fénykép	N;FEM;SG	N;NOM;SG
canal	csatorna	canal	csator	N;MASC;SG	N;NOM;SG
canal	csatorna	canal	csator	N;MASC;SG	N;NOM;SG
jouer	játszani	jouer	játszik	V;NFIN	V;NFIN;ACT
jouer	játszik	jouer	játszik	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
jouer	játszom	jouer	játszik	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
précédente	korábbi	précédent	korábbi	ADJ;FEM;SG	ADJ;NOM;CMPR;SG
analyse	elemzés	analyse	elemzés	N;FEM;SG	N;NOM;SG
analyse	analízis	analyse	analízis	N;FEM;SG	N;NOM;SG
recherches	keresések	recherche	keresés	N;FEM;PL	N;NOM;PL
recherches	kutatások	recherche	kutatás	N;FEM;PL	N;NOM;PL
offre	ajánlat	offre	ajánlat	N;FEM;SG	N;NOM;SG
offre	ajánlat	offre	ajánlat	N;FEM;SG	N;NOM;SG
offre	ajánlatot	offre	ajánlat	N;FEM;SG	N;ACC;SG
frontière	határ	frontière	határ	N;FEM;SG	N;NOM;SG
frontière	határon	frontière	határ	N;FEM;SG	N;ON+ESS;SG
frontière	határ	frontière	határ	N;FEM;SG	N;NOM;SG
existence	lét	existence	lét	N;FEM;SG	N;NOM;SG
existence	létezése	existence	létezés	N;FEM;SG	N;NOM;SG
existence	létezés	existence	létezés	N;FEM;SG	N;NOM;SG
indépendance	függetlenség	indépendance	függetlenség	N;FEM;SG	N;NOM;SG
eaux	vizei	eau	viz	N;FEM;PL	N;NOM;PL
eaux	vizek	eau	víz	N;FEM;PL	N;NOM;PL
bâtiments	épületek	bâtiment	épület	N;MASC;PL	N;NOM;PL
uniquement	csak	uniquement	csak	ADV	ADV
résistance	erőt	résistance	erő	N;FEM;SG	N;ACC;SG
résistance	erő	résistance	erő	N;FEM;SG	N;NOM;SG
résistance	rezisztencia	résistance	rezisztencia	N;FEM;SG	N;NOM;SG
résistance	ellenállás	résistance	ellenállás	N;FEM;SG	N;NOM;SG
caractère	jellem	caractère	jellem	N;MASC;SG	N;NOM;SG
caractère	karakter	caractère	karakter	N;MASC;SG	N;NOM;SG
contient	tartalmazza	contenir	tartalmaz	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
contient	tartalmaz	contenir	tartalmaz	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
classé	értékelt	classer	értékel	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
classé	minősített	classer	minősít	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
classé	titkosított	classer	titkosított	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
classé	benyújtott	classer	benyújtott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
objets	tárgyak	objet	tárgy	N;MASC;PL	N;NOM;PL
objets	objektumok	objet	ob	N;MASC;PL	N;NOM;PL
sommet	csúcstalálkozó	sommet	csúcstalálkozó	N;MASC;SG	N;NOM;SG
border	határ	border	határ	N;MASC;SG	N;NOM;SG
border	határon	border	határ	N;MASC;SG	N;ON+ESS;SG
construite	épült	construire	épül	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
construite	épített	construire	épít	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
construite	felépített	construire	felépít	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
construite	beépített	construire	beépített	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
licence	jogosítvány	licence	jogosítvány	N;FEM;SG	N;NOM;SG
licence	jogosítványt	licence	jogosítvány	N;FEM;SG	N;ACC;SG
juifs	zsidók	juif	zsidó	N;MASC;PL	N;NOM;PL
juifs	zsidók	juif	zsidó	N;MASC;PL	N;NOM;PL
suit	követi	suivre	követ	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
médecin	orvos	médecin	orvos	N;MASC;SG	N;NOM;SG
médecin	orvos	médecin	orvos	N;MASC;SG	N;NOM;SG
écrire	írni	écrire	ír	V;NFIN	V;NFIN;ACT
écrire	írjon	écrire	ír	V;NFIN	V;INDF;IMP;SG;3;PRS;FIN;ACT
lance	lándzsa	lance	lándzs	N;FEM;SG	N;NOM;SG
lance	lándzsa	lance	lándzs	N;FEM;SG	N;NOM;SG
fondateur	alapítója	fondateur	alapító	N;MASC;SG	N;NOM;SG
fondateur	alapító	fondateur	alapító	N;MASC;SG	N;NOM;SG
avance	előleg	avance	előleg	N;FEM;SG	N;NOM;SG
règles	szabályok	règle	szabály	N;FEM;PL	N;NOM;PL
soldats	katonák	soldat	katona	N;MASC;PL	N;NOM;PL
religion	vallás	religion	vallás	N;FEM;SG	N;NOM;SG
successeur	utódja	successeur	utód	N;MASC;SG	N;NOM;SG
cimetière	temetőben	cimetière	temető	N;MASC;SG	N;IN+ESS;SG
cimetière	temető	cimetière	temető	N;MASC;SG	N;NOM;SG
cimetière	temetőben	cimetière	temető	N;MASC;SG	N;IN+ESS;SG
cimetière	temető	cimetière	temető	N;MASC;SG	N;NOM;SG
somme	somme	somme	somme	N;FEM;SG	N;NOM;SG
somme	összeg	somme	összeg	N;FEM;SG	N;NOM;SG
formé	kialakult	former	kialakult	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
formé	alakított	former	alakított	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
formé	alakult	former	alakul	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
formé	edzett	former	edzett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
formé	képzett	former	képzett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
formé	kiképzett	former	kiképzett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
éviter	kerülni	éviter	kerül	V;NFIN	V;NFIN;ACT
éviter	kerüld	éviter	kerüld	V;NFIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
réserve	fenntartás	réserve	fenntartás	N;FEM;SG	N;NOM;SG
réserve	foglalás	réserve	foglalás	N;FEM;SG	N;NOM;SG
réserve	tartalékot	réserve	tartalék	N;FEM;SG	N;ACC;SG
défaite	vereség	défaite	vereség	N;FEM;SG	N;NOM;SG
ceci	ezt	ceci	ez	PRO;SG	PRO;ACC;SG;3
ceci	ez	ceci	ez	PRO;SG	PRO;NOM;SG;3
maritime	tengerészeti	maritime	tengerészeti	ADJ;MASC;SG	ADJ;NOM;SG
épreuve	megpróbáltatás	épreuve	megpróbáltatás	N;FEM;SG	N;NOM;SG
épreuve	vizsgálati	épreuve	vizsgálati	N;FEM;SG	N;NOM;SG
épreuve	vizsgálat	épreuve	vizsgálat	N;FEM;SG	N;NOM;SG
épreuve	próba	épreuve	pró	N;FEM;SG	N;NOM;SG
épreuve	teszt	épreuve	tesz	N;FEM;SG	N;NOM;SG
exploitation	hasznosítás	exploitation	hasznosítás	N;FEM;SG	N;NOM;SG
exploitation	kizsákmányolás	exploitation	kizsákmányolás	N;FEM;SG	N;NOM;SG
sert	szolgálja	servir	szolgál	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
sert	szolgál	servir	szolgál	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
encyclopédie	enciklopédia	encyclopédie	enciklopédia	N;FEM;SG	N;NOM;SG
encyclopédie	enciklopédia	encyclopédie	enciklopédia	N;FEM;SG	N;NOM;SG
lutte	birkózás	lutte	birkózás	N;FEM;SG	N;NOM;SG
lutte	birkózó	lutte	birkózó	N;FEM;SG	N;NOM;SG
lutte	harc	lutte	harc	N;FEM;SG	N;NOM;SG
lutte	küzdelem	lutte	küzdelem	N;FEM;SG	N;NOM;SG
parents	szülei	parent	szül	N;MASC;PL	N;NOM;PL
parents	szülők	parent	szülő	N;MASC;PL	N;NOM;PL
parents	szüleim	parent	szül	N;MASC;PL	N;NOM;PL
disque	lemez	disque	lemez	N;MASC;SG	N;NOM;SG
disque	lemezt	disque	lemez	N;MASC;SG	N;ACC;SG
disque	lemez	disque	lemez	N;MASC;SG	N;NOM;SG
disque	lemezt	disque	lemez	N;MASC;SG	N;ACC;SG
recensement	népszámlálás	recensement	népszámlálás	N;MASC;SG	N;NOM;SG
philosophie	filozófia	philosophie	filozófia	N;FEM;SG	N;NOM;SG
hôpital	kórház	hôpital	kórház	N;MASC;SG	N;NOM;SG
propriété	ingatlan	propriété	ingatlan	N;FEM;SG	N;NOM;SG
propriété	tulajdonság	propriété	tulajdonság	N;FEM;SG	N;NOM;SG
propriété	tulajdonjog	propriété	tulajdonjog	N;FEM;SG	N;NOM;SG
collaboration	együttműködés	collaboration	együttműködés	N;FEM;SG	N;NOM;SG
ouvert	megnyitott	ouvrir	megnyitott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ouvert	megnyílt	ouvrir	megnyílt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
parler	beszél	parler	beszél	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
parler	beszélni	parler	beszél	V;NFIN	V;NFIN;ACT
parler	beszélj	parler	beszél	V;NFIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
expression	kifejezés	expression	kifejezés	N;FEM;SG	N;NOM;SG
astéroïdes	aszteroidák	astéroïde	aszteroida	N;MASC;PL	N;NOM;PL
nécessaire	szükséges	nécessaire	szükséges	ADJ;MASC;SG	ADJ;NOM;SG
nécessaire	szükséges	nécessaire	szükséges	ADJ;MASC;SG	ADJ;NOM;SG
nécessaire	szükséges	nécessaire	szükséges	ADJ;MASC;SG	ADJ;NOM;SG
règne	uralma	règne	uralma	N;MASC;SG	N;NOM;SG
règne	uralom	règne	uralom	N;MASC;SG	N;NOM;SG
suède	svédország	suède	svédország	N;FEM;SG	N;NOM;SG
champions	bajnokok	champion	bajnok	N;MASC;PL	N;NOM;PL
modèles	modellek	modèle	modell	N;MASC;PL	N;NOM;PL
modèles	modelleket	modèle	modellek	N;MASC;PL	N;ACC;PL
modèles	sablonok	modèle	sablon	N;MASC;PL	N;NOM;PL
animaux	háziállatok	animal	háziállat	N;MASC;PL	N;NOM;PL
animaux	állatok	animal	állat	N;MASC;PL	N;NOM;PL
cheval	ló	cheval	ló	N;MASC;SG	N;NOM;SG
cheval	cheval	cheval	cheval	N;MASC;SG	N;NOM;SG
soutien	támogatás	soutien	támogatás	N;MASC;SG	N;NOM;SG
soutien	támogatást	soutien	támogatás	N;MASC;SG	N;ACC;SG
navires	hajók	navire	hajó	N;MASC;PL	N;NOM;PL
navires	hajók	navire	hajó	N;MASC;PL	N;NOM;PL
débuts	kezdetek	début	kezdet	N;MASC;PL	N;NOM;PL
rive	partra	rive	partra	N;FEM;SG	N;ON+ALL;SG
animation	animáció	animation	animáció	N;FEM;SG	N;NOM;SG
méthode	módszer	méthode	módszer	N;FEM;SG	N;NOM;SG
méthode	módszertan	méthode	módszert	N;FEM;SG	N;NOM;SG
méthode	módszer	méthode	módszer	N;FEM;SG	N;NOM;SG
communication	kommunikáció	communication	kommunikáció	N;FEM;SG	N;NOM;SG
communication	közlemény	communication	közlemény	N;FEM;SG	N;NOM;SG
jardin	kert	jardin	ker	N;MASC;SG	N;NOM;SG
jardin	kertje	jardin	kert	N;MASC;SG	N;NOM;SG
jardin	kertben	jardin	kert	N;MASC;SG	N;IN+ESS;SG
avion	légijármű	avion	légijármű	N;MASC;SG	N;NOM;SG
avion	repülőgép	avion	repülőgép	N;MASC;SG	N;NOM;SG
avion	repülővel	avion	repülő	N;MASC;SG	N;INS;SG
avion	repülőgép	avion	repülőgép	N;MASC;SG	N;NOM;SG
avion	repülőgép	avion	repülőgép	N;MASC;SG	N;NOM;SG
avion	repülőgép	avion	repülőgép	N;MASC;SG	N;NOM;SG
mots	szavakat	mot	szó	N;MASC;PL	N;ACC;PL
mots	szavak	mot	szó	N;MASC;PL	N;NOM;PL
devint	lett	devenir	lesz	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
devint	vált	devenir	válik	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
personnel	személyzet	personnel	személyzet	N;MASC;SG	N;NOM;SG
personnel	személyzet	personnel	személyzet	N;MASC;SG	N;NOM;SG
catherine	katalin	catherine	katalin	N;FEM;SG	N;NOM;SG
catherine	catherine	catherine	catherine	N;FEM;SG	N;NOM;SG
historien	történész	historien	történész	N;MASC;SG	N;NOM;SG
relation	kapcsolat	relation	kapcsolat	N;FEM;SG	N;NOM;SG
crée	teremtett	créer	teremtett	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
navire	hajó	navire	hajó	N;MASC;SG	N;NOM;SG
navire	edény	navire	edény	N;MASC;SG	N;NOM;SG
navire	hajóval	navire	hajó	N;MASC;SG	N;INS;SG
navire	hajó	navire	hajó	N;MASC;SG	N;NOM;SG
baptiste	baptista	baptiste	baptista	N;MASC;SG	N;NOM;SG
étudiants	diákok	étudiant	diák	N;MASC;PL	N;NOM;PL
étudiants	hallgatók	étudiant	hallgató	N;MASC;PL	N;NOM;PL
étudiants	tanulók	étudiant	tanuló	N;MASC;PL	N;NOM;PL
maisons	házak	maison	ház	N;FEM;PL	N;NOM;PL
maisons	házakat	maison	ház	N;FEM;PL	N;ACC;PL
apparition	jelenés	apparition	jelenés	N;FEM;SG	N;NOM;SG
apparition	megjelenés	apparition	megjelenés	N;FEM;SG	N;NOM;SG
apparition	megjelenése	apparition	megjelenés	N;FEM;SG	N;NOM;SG
manque	hiánya	manque	hiány	N;MASC;SG	N;NOM;SG
naturel	természetes	naturel	természetes	ADJ;MASC;SG	ADJ;NOM;SG
opposition	ellenzék	opposition	ellenzék	N;FEM;SG	N;NOM;SG
simplement	csak	simplement	csak	ADV	ADV
essentiellement	leginkább	essentiellement	inkább	ADV	ADV
essentiellement	elsősorban	essentiellement	elsősorban	ADV	ADV
adaptation	kiigazítás	adaptation	kiigazítás	N;FEM;SG	N;NOM;SG
adaptation	alkalmazkodás	adaptation	alkalmazkodás	N;FEM;SG	N;NOM;SG
argument	érvelés	argument	érvelés	N;MASC;SG	N;NOM;SG
argument	érv	argument	érv	N;MASC;SG	N;NOM;SG
semaines	hetekig	semaine	het	N;FEM;PL	N;PL
familles	családok	famille	családok	N;FEM;PL	N;NOM;PL
expérience	kísérlet	expérience	kísérlet	N;FEM;SG	N;NOM;SG
expérience	élmény	expérience	élmény	N;FEM;SG	N;NOM;SG
expérience	tapasztalat	expérience	tapasztalat	N;FEM;SG	N;NOM;SG
expérience	tapasztalattal	expérience	tapasztalat	N;FEM;SG	N;INS;SG
gardien	őr	gardien	őr	N;MASC;SG	N;NOM;SG
gardien	gondnok	gardien	gond	N;MASC;SG	N;NOM;SG
gardien	kapus	gardien	kapus	N;MASC;SG	N;NOM;SG
dramatique	drámai	dramatique	drámai	ADJ;MASC;SG	ADJ;NOM;SG
extérieur	szabadtéri	extérieur	szabadtéri	N;MASC;SG	N;NOM;SG
extérieur	kültéri	extérieur	kültéri	N;MASC;SG	N;NOM;SG
extérieur	szabadban	extérieur	szabad	N;MASC;SG	N;IN+ESS;SG
restauration	helyreállítása	restauration	helyreállítás	N;FEM;SG	N;NOM;SG
médecine	orvosság	médecine	orvosság	N;FEM;SG	N;NOM;SG
médecine	gyógyszert	médecine	gyógyszert	N;FEM;SG	N;ACC;SG
médecine	gyógyszer	médecine	gyógyszer	N;FEM;SG	N;NOM;SG
médecine	orvostudomány	médecine	orvostudomány	N;FEM;SG	N;NOM;SG
établissement	telephely	établissement	telephely	N;MASC;SG	N;NOM;SG
établissement	létesítmény	établissement	létesítmény	N;MASC;SG	N;NOM;SG
établissement	létrehozása	établissement	létrehozás	N;MASC;SG	N;NOM;SG
établissement	letelepedés	établissement	letelepedés	N;MASC;SG	N;NOM;SG
régional	regionális	régional	regionális	ADJ;MASC;SG	ADJ;NOM;SG
thème	téma	thème	téma	N;MASC;SG	N;NOM;SG
thème	téma	thème	téma	N;MASC;SG	N;NOM;SG
prison	börtön	prison	börtön	N;FEM;SG	N;NOM;SG
prison	börtönbe	prison	börtön	N;FEM;SG	N;IN+ALL;SG
prison	börtön	prison	börtön	N;FEM;SG	N;NOM;SG
prison	börtönben	prison	börtönben	N;FEM;SG	N;IN+ESS;SG
distance	távolság	distance	távolság	N;FEM;SG	N;NOM;SG
capacité	képesség	capacité	képesség	N;FEM;SG	N;NOM;SG
capacité	kapacitás	capacité	kapacitás	N;FEM;SG	N;NOM;SG
capacité	képesség	capacité	képesség	N;FEM;SG	N;NOM;SG
écoles	iskolákban	école	iskola	N;FEM;PL	N;IN+ESS;PL
écoles	iskolák	école	iskolák	N;FEM;PL	N;NOM;PL
arrêté	letartóztatott	arrêter	letartóztatott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
arrêté	megszűnt	arrêter	megszűnt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
tradition	tradíció	tradition	tradíció	N;FEM;SG	N;NOM;SG
tradition	hagyomány	tradition	hagyomány	N;FEM;SG	N;NOM;SG
réalité	valóság	réalité	valóság	N;FEM;SG	N;NOM;SG
connaissance	tudás	connaissance	tudás	N;FEM;SG	N;NOM;SG
étoile	csillagos	étoile	csillagos	N;FEM;SG	N;NOM;SG
étoile	csillag	étoile	csillag	N;FEM;SG	N;NOM;SG
étoile	sztár	étoile	sztár	N;FEM;SG	N;NOM;SG
marche	séta	marche	séta	N;FEM;SG	N;NOM;SG
marche	március	marche	március	N;FEM;SG	N;NOM;SG
marche	séta	marche	séta	N;FEM;SG	N;NOM;SG
traitement	feldolgozás	traitement	feldolgozás	N;MASC;SG	N;NOM;SG
traitement	kezelés	traitement	kezelés	N;MASC;SG	N;NOM;SG
traitement	kezelésre	traitement	kezelés	N;MASC;SG	N;ON+ALL;SG
traitement	kezelése	traitement	kezelés	N;MASC;SG	N;NOM;SG
masse	tömege	masse	tömeg	N;FEM;SG	N;NOM;SG
masse	mise	masse	mise	N;FEM;SG	N;NOM;SG
masse	tömeg	masse	tömeg	N;FEM;SG	N;NOM;SG
arc	szivárvány	arc	szivárvány	N;MASC;SG	N;NOM;SG
arc	arc	arc	arc	N;MASC;SG	N;NOM;SG
arc	ív	arc	ív	N;MASC;SG	N;NOM;SG
arc	íj	arc	íj	N;MASC;SG	N;NOM;SG
tombe	elesik	tomber	elesik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
risque	kockázat	risque	kockázat	N;MASC;SG	N;NOM;SG
risque	veszély	risque	veszély	N;MASC;SG	N;NOM;SG
vrai	valós	vrai	valós	ADJ;MASC;SG	ADJ;NOM;SG
acte	aktus	acte	aktus	N;MASC;SG	N;NOM;SG
acte	felvonás	acte	felvonás	N;MASC;SG	N;NOM;SG
acte	okirat	acte	okirat	N;MASC;SG	N;NOM;SG
grèce	görögország	grèce	görögország	N;FEM;SG	N;NOM;SG
major	őrnagy	major	őrnagy	N;MASC;SG	N;NOM;SG
civile	polgári	civil	polgári	ADJ;FEM;SG	ADJ;NOM;SG
civile	polgári	civil	polgári	ADJ;FEM;SG	ADJ;NOM;SG
essai	tesztelés	essai	tesztelés	N;MASC;SG	N;NOM;SG
essai	vizsgálati	essai	vizsgálati	N;MASC;SG	N;NOM;SG
essai	vizsgálat	essai	vizsgálat	N;MASC;SG	N;NOM;SG
essai	próba	essai	pró	N;MASC;SG	N;NOM;SG
essai	teszt	essai	tesz	N;MASC;SG	N;NOM;SG
essai	tárgyalás	essai	tárgyalás	N;MASC;SG	N;NOM;SG
essai	vizsgálati	essai	vizsgálati	N;MASC;SG	N;NOM;SG
essai	vizsgálat	essai	vizsgálat	N;MASC;SG	N;NOM;SG
essai	próba	essai	pró	N;MASC;SG	N;NOM;SG
essai	teszt	essai	tesz	N;MASC;SG	N;NOM;SG
albums	albumok	album	album	N;MASC;PL	N;NOM;PL
héros	hős	héros	hős	N;MASC;SG	N;NOM;SG
reprend	folytatódik	reprendre	folytatódik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
termes	fogalmak	terme	fogalom	N;MASC;PL	N;NOM;PL
termes	feltételek	terme	fel+tétel	N;MASC;PL	N;NOM;PL
termes	kifejezések	terme	kifejezés	N;MASC;PL	N;NOM;PL
filles	csajok	fille	csajok	N;FEM;PL	N;NOM;PL
filles	lányok	fille	lány	N;FEM;PL	N;NOM;PL
filles	csajok	fille	csajok	N;FEM;PL	N;NOM;PL
filles	lányai	fille	lány	N;FEM;PL	N;NOM;PL
midi	délben	midi	délben	N;MASC;SG	N;IN+ESS;SG
midi	délben	midi	délben	N;MASC;SG	N;IN+ESS;SG
pdf	pdf	pdf	pdf	N;MASC;SG	N;NOM;SG
géographique	földrajzi	géographique	földrajz	ADJ;MASC;SG	ADJ;NOM;SG
géographique	földrajzi	géographique	földrajz	ADJ;MASC;SG	ADJ;NOM;SG
ciel	mennyország	ciel	mennyország	N;MASC;SG	N;NOM;SG
ciel	égbolt	ciel	égbol	N;MASC;SG	N;NOM;SG
rang	rang	rang	rang	N;MASC;SG	N;NOM;SG
rang	rangja	rang	rang	N;MASC;SG	N;NOM;SG
rang	sort	rang	sor	N;MASC;SG	N;ACC;SG
washington	washingtonban	washington	washingtonban	N;MASC;SG	N;IN+ESS;SG
