categoría	類別	categoría	類別	N;FEM;SG	N
geografía	地理	geografía	地理	N;FEM;SG	N
géneros	流派	género	流派	N;MASC;PL	N
familias	家庭	familia	家庭	N;FEM;PL	N
ferrocarril	鐵路	ferrocarril	鐵路	N;MASC;SG	N
ferrocarril	鐵道	ferrocarril	鐵道	N;MASC;SG	N
ferrocarril	鐵路	ferrocarril	鐵路	N;MASC;SG	N
ferrocarril	鐵路	ferrocarril	鐵路	N;MASC;SG	N
ferrocarril	鐵道	ferrocarril	鐵道	N;MASC;SG	N
ferrocarril	鐵路	ferrocarril	鐵路	N;MASC;SG	N
ferrocarril	鐵道	ferrocarril	鐵道	N;MASC;SG	N
american	美式	americar	美式	N;FEM;SG	N
proyectos	項目	proyecto	項目	N;MASC;PL	N
white	白	white	白	N	N
white	白色	white	白色	N	N
funciones	函數	función	函數	N;FEM;PL	N
funciones	功能	función	功能	N;FEM;PL	N
funciones	特色	función	特色	N;FEM;PL	N
funciones	特徵	función	特徵	N;FEM;PL	N
funciones	特點	función	特點	N;FEM;PL	N
corona	冠	corona	冠	N;FEM;SG	N
corona	皇冠	corona	皇冠	N;FEM;SG	N
corona	日冕	corona	日冕	N;FEM;SG	N
corona	冕	corona	冕	N;FEM;SG	N
clima	氣候	clima	氣候	N;MASC;SG	N
clima	天氣	clima	天氣	N;MASC;SG	N
clima	氣象	clima	氣象	N;MASC;SG	N
prensa	報章	prensa	報章	N;FEM;SG	N
prensa	報刊	prensa	報刊	N;FEM;SG	N
escena	場景	escena	場景	N;FEM;SG	N
escena	現場	escena	現場	N;FEM;SG	N
versiones	版本	versión	版本	N;FEM;PL	N
puerta	門	puerta	門	N;FEM;SG	N
puerta	大門	puerta	大門	N;FEM;SG	N
puerta	門	puerta	門	N;FEM;SG	N
habla	聊	hablar	聊	V;IND;SG;3;PRS;FIN	V
cierto	真實	cierto	真實	ADJ;MASC;SG	ADJ
crisis	危機	crisis	危機	N;FEM	N
crisis	危機	crisis	危機	N;FEM	N
efectos	特效	efecto	特效	N;MASC;PL	N
efectos	效應	efecto	效應	N;MASC;PL	N
efectos	效果	efecto	效果	N;MASC;PL	N
memoria	記憶	memoria	記憶	N;FEM;SG	N
memoria	記憶	memoria	記憶	N;FEM;SG	N
memoria	記憶	memoria	記憶	N;FEM;SG	N
orquesta	管弦	orquesta	管弦	N;FEM;SG	N
orquesta	樂團	orquesta	樂團	N;FEM;SG	N
montaña	山	montaña	山	N;FEM;SG	N
montaña	山區	montaña	山區	N;FEM;SG	N
montaña	山地	montaña	山地	N;FEM;SG	N
montaña	山	montaña	山	N;FEM;SG	N
montaña	山脈	montaña	山脈	N;FEM;SG	N
montaña	山區	montaña	山區	N;FEM;SG	N
mantener	維持	mantener	維持	V;NFIN	V
llama	致電	llamar	致電	V;IND;SG;3;PRS;FIN	V
llama	打電	llamar	打電	V;IND;SG;3;PRS;FIN	V
llama	呼叫	llamar	呼叫	V;IND;SG;3;PRS;FIN	V
directamente	直直	directamente	直直	ADV	ADV
directamente	直接	directamente	直接	ADV	ADV
directamente	直接	directamente	直接	ADV	ADV
poeta	詩人	poeta	詩人	N;MASC;SG	N
tradición	傳統	tradición	傳統	N;FEM;SG	N
provincias	省份	provincia	省份	N;FEM;PL	N
provincias	各省	provincia	各省	N;FEM;PL	N
hojas	樹葉	hoja	樹葉	N;FEM;PL	N
hojas	葉子	hoja	葉子	N;FEM;PL	N
hojas	葉子	hoja	葉子	N;FEM;PL	N
hojas	床單	hoja	床單	N;FEM;PL	N
hojas	刀鋒	hoja	刀鋒	N;FEM;PL	N
filosofía	哲學	filosofía	哲學	N;FEM;SG	N
filosofía	理念	filosofía	理念	N;FEM;SG	N
periodista	記者	periodista	記者	N;SG	N
periodista	記者	periodista	記者	N;SG	N
jugar	玩	jugar	玩	V;NFIN	V
jugar	播放	jugar	播放	V;NFIN	V
jugar	玩	jugar	玩	V;NFIN	V
jugar	播放	jugar	播放	V;NFIN	V
operación	手術	operación	手術	N;FEM;SG	N
operación	行動	operación	行動	N;FEM;SG	N
papa	教皇	papa	教皇	N;MASC;SG	N
papa	教宗	papa	教宗	N;MASC;SG	N
papa	土豆	papa	土豆	N;MASC;SG	N
firma	簽名	firma	簽名	N;FEM;SG	N
firma	簽名	firma	簽名	N;FEM;SG	N
nacionalidad	國籍	nacionalidad	國籍	N;FEM;SG	N
nacionalidad	公民	nacionalidad	公民	N;FEM;SG	N
patrimonio	產業	patrimonio	產業	N;MASC;SG	N
patrimonio	邨	patrimonio	邨	N;MASC;SG	N
patrimonio	遺產	patrimonio	遺產	N;MASC;SG	N
regiones	區域	región	區域	N;FEM;PL	N
poesía	詩	poesía	詩	N;FEM;SG	N
poesía	詩歌	poesía	詩歌	N;FEM;SG	N
hermana	妹妹	hermana	妹妹	N;FEM;SG	N
hermana	姐姐	hermana	姐姐	N;FEM;SG	N
hermana	姐妹	hermana	姐妹	N;FEM;SG	N
hermana	姊妹	hermana	姊妹	N;FEM;SG	N
hermana	姊姊	hermana	姊姊	N;FEM;SG	N
decide	決定	decidir	決定	V;IND;SG;3;PRS;FIN	V
alianza	聯盟	alianza	聯盟	N;FEM;SG	N
alianza	同盟	alianza	同盟	N;FEM;SG	N
respuesta	答	respuesta	答	N;FEM;SG	N
respuesta	答案	respuesta	答案	N;FEM;SG	N
pruebas	測試	prueba	測試	N;FEM;PL	N
pruebas	測驗	prueba	測驗	N;FEM;PL	N
pruebas	測試	prueba	測試	N;FEM;PL	N
pruebas	測驗	prueba	測驗	N;FEM;PL	N
pruebas	檢驗	prueba	檢驗	N;FEM;PL	N
pruebas	試驗	prueba	試驗	N;FEM;PL	N
pruebas	證據	prueba	證據	N;FEM;PL	N
pruebas	證據	prueba	證據	N;FEM;PL	N
médico	內科	médico	內科	N;MASC;SG	N
médico	醫師	médico	醫師	N;MASC;SG	N
médico	醫生	médico	醫生	N;MASC;SG	N
médico	博士	médico	博士	N;MASC;SG	N
médico	醫療	médico	醫療	N;MASC;SG	N
médico	醫務	médico	醫務	N;MASC;SG	N
médico	醫學	médico	醫學	N;MASC;SG	N
metro	地鐵	metro	地鐵	N;MASC;SG	N
metro	捷運	metro	捷運	N;MASC;SG	N
metro	地鐵	metro	地鐵	N;MASC;SG	N
marina	海軍	marina	海軍	N;FEM;SG	N
marina	陸戰	marina	陸戰	N;FEM;SG	N
marina	海軍	marina	海軍	N;FEM;SG	N
marina	海事	marina	海事	N;FEM;SG	N
eventos	事件	evento	事件	N;MASC;PL	N
eventos	活動	evento	活動	N;MASC;PL	N
músicos	樂手	músico	樂手	N;MASC;PL	N
parroquia	教區	parroquia	教區	N;FEM;SG	N
práctica	實踐	práctica	實踐	N;FEM;SG	N
práctica	實用	práctica	實用	N;FEM;SG	N
exposición	展覽	exposición	展覽	N;FEM;SG	N
exposición	展品	exposición	展品	N;FEM;SG	N
exposición	展覽	exposición	展覽	N;FEM;SG	N
exposición	展	exposición	展	N;FEM;SG	N
exposición	展覽	exposición	展覽	N;FEM;SG	N
cuadro	畫	cuadro	畫	N;MASC;SG	N
cuadro	油畫	cuadro	油畫	N;MASC;SG	N
cuadro	繪畫	cuadro	繪畫	N;MASC;SG	N
enfermedad	病	enfermedad	病	N;FEM;SG	N
enfermedad	疾病	enfermedad	疾病	N;FEM;SG	N
enfermedad	病	enfermedad	病	N;FEM;SG	N
enfermedad	疾病	enfermedad	疾病	N;FEM;SG	N
enfermedad	病	enfermedad	病	N;FEM;SG	N
enfermedad	疾病	enfermedad	疾病	N;FEM;SG	N
régimen	政權	régimen	政權	N;MASC;SG	N
régimen	制度	régimen	制度	N;MASC;SG	N
dinero	金錢	dinero	金錢	N;MASC;SG	N
dinero	錢	dinero	錢	N;MASC;SG	N
dinero	現金	dinero	現金	N;MASC;SG	N
suelo	下限	suelo	下限	N;MASC;SG	N
suelo	地板	suelo	地板	N;MASC;SG	N
suelo	泥土	suelo	泥土	N;MASC;SG	N
suelo	土壤	suelo	土壤	N;MASC;SG	N
suelo	土	suelo	土	N;MASC;SG	N
aparición	外觀	aparición	外觀	N;FEM;SG	N
aparición	外表	aparición	外表	N;FEM;SG	N
aparición	外貌	aparición	外貌	N;FEM;SG	N
concepto	構想	concepto	構想	N;MASC;SG	N
concepto	概念	concepto	概念	N;MASC;SG	N
concepto	理念	concepto	理念	N;MASC;SG	N
calles	街道	calle	街道	N;FEM;PL	N
calles	街頭	calle	街頭	N;FEM;PL	N
calles	街道	calle	街道	N;FEM;PL	N
calles	街	calle	街	N;FEM;PL	N
hechos	事實	hecho	事實	N;MASC;PL	N
ambiente	氣氛	ambiente	氣氛	N;MASC;SG	N
ambiente	大氣	ambiente	大氣	N;MASC;SG	N
ambiente	大氣	ambiente	大氣	N;MASC;SG	N
ambiente	氛圍	ambiente	氛圍	N;MASC;SG	N
ambiente	氛圍	ambiente	氛圍	N;MASC;SG	N
ambiente	環境	ambiente	環境	N;MASC;SG	N
ambiente	氛圍	ambiente	氛圍	N;MASC;SG	N
pronto	很快	pronto	很快	ADV	ADV
hall	廳	hall	廳	N;MASC;SG	N
hall	大廳	hall	大廳	N;MASC;SG	N
recibe	接收	recibir	接收	V;IND;SG;3;PRS;FIN	V
salida	輸出	salida	輸出	N;FEM;SG	N
salida	出口	salida	出口	N;FEM;SG	N
acciones	股份	acción	股份	N;FEM;PL	N
acciones	行動	acción	行動	N;FEM;PL	N
acciones	股票	acción	股票	N;FEM;PL	N
acciones	庫存	acción	庫存	N;FEM;PL	N
acciones	股票	acción	股票	N;FEM;PL	N
acciones	存貨	acción	存貨	N;FEM;PL	N
acciones	庫存	acción	庫存	N;FEM;PL	N
medicina	藥品	medicina	藥品	N;FEM;SG	N
medicina	藥物	medicina	藥物	N;FEM;SG	N
medicina	醫學	medicina	醫學	N;FEM;SG	N
medicina	藥	medicina	藥	N;FEM;SG	N
medicina	醫藥	medicina	醫藥	N;FEM;SG	N
medicina	醫療	medicina	醫療	N;FEM;SG	N
medicina	醫務	medicina	醫務	N;FEM;SG	N
medicina	醫學	medicina	醫學	N;FEM;SG	N
modelos	模型	modelo	模型	N;MASC;PL	N
modelos	模特	modelo	模特	N;MASC;PL	N
modelos	型號	modelo	型號	N;MASC;PL	N
modelos	模特	modelo	模特	N;MASC;PL	N
modelos	模範	modelo	模範	N;MASC;PL	N
modelos	模型	modelo	模型	N;MASC;PL	N
modelos	型號	modelo	型號	N;MASC;PL	N
modelos	模特	modelo	模特	N;MASC;PL	N
piano	鋼琴	piano	鋼琴	N;MASC;SG	N
procedencia	原產	procedencia	原產	N;FEM;SG	N
procedencia	起源	procedencia	起源	N;FEM;SG	N
procedencia	來源	procedencia	來源	N;FEM;SG	N
ganar	贏	ganar	贏	V;NFIN	V
pintor	畫師	pintor	畫師	N;MASC;SG	N
pintor	畫家	pintor	畫家	N;MASC;SG	N
evento	事件	evento	事件	N;MASC;SG	N
evento	活動	evento	活動	N;MASC;SG	N
campeonatos	錦標	campeonato	錦標	N;MASC;PL	N
campeonatos	錦標	campeonato	錦標	N;MASC;PL	N
solamente	只	solamente	只	ADV	ADV
pertenecían	屬	pertenecer	屬	V;IND;PL;3;IPFV;FIN	V
conocimiento	知識	conocimiento	知識	N;MASC;SG	N
términos	術語	término	術語	N;MASC;PL	N
términos	條款	término	條款	N;MASC;PL	N
generación	世代	generación	世代	N;FEM;SG	N
generación	世代	generación	世代	N;FEM;SG	N
bronce	青銅	bronce	青銅	N;MASC;SG	N
bronce	銅	bronce	銅	N;MASC;SG	N
tabla	董事	tabla	董事	N;FEM;SG	N
pareja	夫妻	pareja	夫妻	N;FEM;SG	N
pareja	情侶	pareja	情侶	N;FEM;SG	N
pareja	夫婦	pareja	夫婦	N;FEM;SG	N
pareja	夫妻	pareja	夫妻	N;FEM;SG	N
pareja	情侶	pareja	情侶	N;FEM;SG	N
pareja	夫婦	pareja	夫婦	N;FEM;SG	N
pareja	伴侶	pareja	伴侶	N;FEM;SG	N
pareja	夥伴	pareja	夥伴	N;FEM;SG	N
pareja	搭檔	pareja	搭檔	N;FEM;SG	N
producto	商品	producto	商品	N;MASC;SG	N
producto	產品	producto	產品	N;MASC;SG	N
producto	產物	producto	產物	N;MASC;SG	N
producto	收益	producto	收益	N;MASC;SG	N
territorios	領土	territorio	領土	N;MASC;PL	N
gol	目標	gol	目標	N;MASC;SG	N
institución	體制	institución	體制	N;FEM;SG	N
institución	機構	institución	機構	N;FEM;SG	N
ingeniero	工程	ingeniero	工程	N;MASC;SG	N
luna	月球	luna	月球	N;FEM;SG	N
luna	月亮	luna	月亮	N;FEM;SG	N
luna	月	luna	月	N;FEM;SG	N
reconocimiento	偵查	reconocimiento	偵查	N;MASC;SG	N
reconocimiento	偵查	reconocimiento	偵查	N;MASC;SG	N
península	半島	península	半島	N;FEM;SG	N
llevar	攜	llevar	攜	V;NFIN	V
bahía	灣	bahía	灣	N;FEM;SG	N
bahía	海灣	bahía	海灣	N;FEM;SG	N
cerro	山	cerro	山	N;MASC;SG	N
máxima	最大	máximo	最大	ADJ;FEM;SG	ADJ
máxima	最大	máximo	最大	ADJ;FEM;SG	ADJ
ganador	勝者	ganador	勝者	N;MASC;SG	N
ganador	贏家	ganador	贏家	N;MASC;SG	N
estrellas	星星	estrella	星星	N;PL	N
estrellas	明星	estrella	明星	N;PL	N
estrellas	星空	estrella	星空	N;PL	N
estrellas	星	estrella	星	N;PL	N
estrellas	恆星	estrella	恆星	N;PL	N
sangre	血液	sangre	血液	N;FEM;SG	N
sangre	血	sangre	血	N;FEM;SG	N
sangre	血跡	sangre	血跡	N;FEM;SG	N
sangre	鮮血	sangre	鮮血	N;FEM;SG	N
resistencia	耐力	resistencia	耐力	N;FEM;SG	N
resistencia	耐力	resistencia	耐力	N;FEM;SG	N
resistencia	阻力	resistencia	阻力	N;FEM;SG	N
resistencia	電阻	resistencia	電阻	N;FEM;SG	N
resistencia	韌性	resistencia	韌性	N;FEM;SG	N
conflicto	衝突	conflicto	衝突	N;MASC;SG	N
conflicto	衝突	conflicto	衝突	N;MASC;SG	N
software	軟體	software	軟體	N;MASC;SG	N
volumen	體積	volumen	體積	N;MASC;SG	N
volumen	音量	volumen	音量	N;MASC;SG	N
técnico	技師	técnico	技師	N;MASC;SG	N
técnico	技工	técnico	技工	N;MASC;SG	N
técnico	技術	técnico	技術	N;MASC;SG	N
técnico	科技	técnico	科技	N;MASC;SG	N
consecuencia	後果	consecuencia	後果	N;FEM;SG	N
colaboración	協作	colaboración	協作	N;FEM;SG	N
colores	顏色	color	顏色	N;MASC;PL	N
colores	色彩	color	色彩	N;MASC;PL	N
colores	顏色	color	顏色	N;MASC;PL	N
colores	色彩	color	色彩	N;MASC;PL	N
materiales	物料	material	物料	N;MASC;PL	N
materiales	材質	material	材質	N;MASC;PL	N
materiales	材料	material	材料	N;MASC;PL	N
materiales	物料	material	物料	N;MASC;PL	N
materiales	材料	material	材料	N;MASC;PL	N
carta	信	carta	信	N;FEM;SG	N
carta	字母	carta	字母	N;FEM;SG	N
carta	信函	carta	信函	N;FEM;SG	N
carta	信件	carta	信件	N;FEM;SG	N
centros	中心	centro	中心	N;MASC;PL	N
categorías	類別	categoría	類別	N;FEM;PL	N
curso	課程	curso	課程	N;MASC;SG	N
fiestas	節日	fiesta	節日	N;FEM;PL	N
fiestas	假期	fiesta	假期	N;FEM;PL	N
fiestas	假日	fiesta	假日	N;FEM;PL	N
fiestas	節假	fiesta	節假	N;FEM;PL	N
fiestas	節日	fiesta	節日	N;FEM;PL	N
simplemente	只	simplemente	只	ADV	ADV
japonés	日文	japonés	日文	N;MASC;SG	N
opinión	意見	opinión	意見	N;FEM;SG	N
temperatura	氣溫	temperatura	氣溫	N;FEM;SG	N
temperatura	溫度	temperatura	溫度	N;FEM;SG	N
temperatura	體溫	temperatura	體溫	N;FEM;SG	N
propuesta	提案	propuesta	提案	N;FEM;SG	N
propuesta	命題	propuesta	命題	N;FEM;SG	N
decreto	法令	decreto	法令	N;MASC;SG	N
decreto	政令	decreto	政令	N;MASC;SG	N
cara	臉	cara	臉	N;FEM;SG	N
cara	臉部	cara	臉部	N;FEM;SG	N
editor	編輯	editor	編輯	N;MASC;SG	N
hogar	家用	hogar	家用	N;MASC;SG	N
hogar	住戶	hogar	住戶	N;MASC;SG	N
hogar	家	hogar	家	N;MASC;SG	N
hogar	住家	hogar	住家	N;MASC;SG	N
experiencia	專長	experiencia	專長	N;FEM;SG	N
experiencia	體驗	experiencia	體驗	N;FEM;SG	N
experiencia	經驗	experiencia	經驗	N;FEM;SG	N
noroeste	西北	noroeste	西北	N;SG	N
noroeste	西北	noroeste	西北	N;SG	N
instituciones	機構	institución	機構	N;FEM;PL	N
monasterio	寺院	monasterio	寺院	N;MASC;SG	N
concurso	競爭	concurso	競爭	N;MASC;SG	N
concurso	競賽	concurso	競賽	N;MASC;SG	N
concurso	比賽	concurso	比賽	N;MASC;SG	N
concurso	競賽	concurso	競賽	N;MASC;SG	N
seguir	跟	seguir	跟	V;NFIN	V
altitud	海拔	altitud	海拔	N;FEM;SG	N
altitud	高度	altitud	高度	N;FEM;SG	N
altitud	海拔	altitud	海拔	N;FEM;SG	N
actuación	績效	actuación	績效	N;FEM;SG	N
actuación	業績	actuación	業績	N;FEM;SG	N
actuación	演技	actuación	演技	N;FEM;SG	N
peces	魚類	pez	魚類	N;MASC;PL	N
peces	魚	pez	魚	N;MASC;PL	N
peces	魚兒	pez	魚兒	N;MASC;PL	N
planeta	行星	planeta	行星	N;MASC;SG	N
planeta	星球	planeta	星球	N;MASC;SG	N
monumento	紀念	monumento	紀念	N;MASC;SG	N
monumento	古蹟	monumento	古蹟	N;MASC;SG	N
monumento	碑	monumento	碑	N;MASC;SG	N
turismo	旅遊	turismo	旅遊	N;MASC;SG	N
turismo	遊客	turismo	遊客	N;MASC;SG	N
turismo	旅遊	turismo	旅遊	N;MASC;SG	N
turismo	觀光	turismo	觀光	N;MASC;SG	N
ingeniería	工程	ingeniería	工程	N;FEM;SG	N
ingeniería	工程	ingeniería	工程	N;FEM;SG	N
frecuencia	頻率	frecuencia	頻率	N;FEM;SG	N
semanas	星期	semana	星期	N;FEM;PL	N
semanas	週數	semana	週數	N;FEM;PL	N
utilizar	利用	utilizar	利用	V;NFIN	V
utilizar	使用	utilizar	使用	V;NFIN	V
piezas	部件	pieza	部件	N;FEM;PL	N
religión	宗教	religión	宗教	N;FEM;SG	N
religión	宗教	religión	宗教	N;FEM;SG	N
técnicas	技術	técnica	技術	N;FEM;PL	N
estaciones	季	estación	季	N;FEM;PL	N
estaciones	季節	estación	季節	N;FEM;PL	N
escuelas	學校	escuela	學校	N;FEM;PL	N
clases	類別	clase	類別	N;FEM;PL	N
clases	班級	clase	班級	N;FEM;PL	N
clases	階級	clase	階級	N;FEM;PL	N
clases	類	clase	類	N;FEM;PL	N
clases	類別	clase	類別	N;FEM;PL	N
clases	課堂	clase	課堂	N;FEM;PL	N
clases	班級	clase	班級	N;FEM;PL	N
completamente	完全	completamente	完全	ADV	ADV
vuelo	飛	vuelo	飛	N;MASC;SG	N
vuelo	飛翔	vuelo	飛翔	N;MASC;SG	N
vuelo	班機	vuelo	班機	N;MASC;SG	N
parlamento	國會	parlamento	國會	N;MASC;SG	N
parlamento	議會	parlamento	議會	N;MASC;SG	N
titular	頭條	titular	頭條	N;MASC;SG	N
league	聯盟	league	聯盟	N;FEM;SG	N
league	同盟	league	同盟	N;FEM;SG	N
league	聯賽	league	聯賽	N;FEM;SG	N
nave	船	nave	船	N;FEM;SG	N
nave	船隻	nave	船隻	N;FEM;SG	N
nave	艦	nave	艦	N;FEM;SG	N
nave	船舶	nave	船舶	N;FEM;SG	N
isleños	島民	isleño	島民	N;MASC;PL	N
posibilidad	可能	posibilidad	可能	N;FEM;SG	N
destaca	突顯	destacar	突顯	V;IND;SG;3;PRS;FIN	V
totalmente	完全	totalmente	完全	ADV	ADV
totalmente	完全	totalmente	完全	ADV	ADV
oficialmente	正式	oficialmente	正式	ADV	ADV
autoridades	當局	autoridad	當局	N;FEM;PL	N
pista	曲目	pista	曲目	N;FEM;SG	N
pista	軌道	pista	軌道	N;FEM;SG	N
pista	軌跡	pista	軌跡	N;FEM;SG	N
pista	跑道	pista	跑道	N;FEM;SG	N
pista	線索	pista	線索	N;FEM;SG	N
iglesias	教會	iglesia	教會	N;FEM;PL	N
iglesias	教堂	iglesia	教堂	N;FEM;PL	N
método	方法	método	方法	N;MASC;SG	N
método	辦法	método	辦法	N;MASC;SG	N
método	方式	método	方式	N;MASC;SG	N
concierto	音樂	concierto	音樂	N;MASC;SG	N
agricultura	農業	agricultura	農業	N;FEM;SG	N
agricultura	農耕	agricultura	農耕	N;FEM;SG	N
agricultura	耕作	agricultura	耕作	N;FEM;SG	N
agricultura	務	agricultura	務	N;FEM;SG	N
agricultura	農業	agricultura	農業	N;FEM;SG	N
agricultura	農業	agricultura	農業	N;FEM;SG	N
par	力	par	力	N;MASC;SG	N
par	扭矩	par	扭矩	N;MASC;SG	N
par	扭力	par	扭力	N;MASC;SG	N
viejo	舊	viejo	舊	ADJ;MASC;SG	ADJ
tratamiento	治療	tratamiento	治療	N;MASC;SG	N
nueve	九	nueve	九	NUM;PL	NUM
bosque	樹林	bosque	樹林	N;MASC;SG	N
bosque	森林	bosque	森林	N;MASC;SG	N
bosque	森林	bosque	森林	N;MASC;SG	N
carga	負載	carga	負載	N;FEM;SG	N
carga	貨運	carga	貨運	N;FEM;SG	N
carga	貨物	carga	貨物	N;FEM;SG	N
carga	貨	carga	貨	N;FEM;SG	N
carga	電荷	carga	電荷	N;FEM;SG	N
carga	收費	carga	收費	N;FEM;SG	N
carga	負載	carga	負載	N;FEM;SG	N
letra	歌詞	letra	歌詞	N;FEM;SG	N
letra	信	letra	信	N;FEM;SG	N
letra	字母	letra	字母	N;FEM;SG	N
letra	信函	letra	信函	N;FEM;SG	N
letra	信件	letra	信件	N;FEM;SG	N
letra	筆跡	letra	筆跡	N;FEM;SG	N
letra	字跡	letra	字跡	N;FEM;SG	N
necesidad	需求	necesidad	需求	N;FEM;SG	N
necesidad	必要	necesidad	必要	N;FEM;SG	N
diócesis	教區	diócesis	教區	N;FEM	N
dejar	休假	dejar	休假	V;NFIN	V
dejar	離開	dejar	離開	V;NFIN	V
registro	唱片	registro	唱片	N;MASC;SG	N
registro	紀錄	registro	紀錄	N;MASC;SG	N
duración	期限	duración	期限	N;FEM;SG	N
complejo	複雜	complejo	複雜	ADJ;MASC;SG	ADJ
life	生命	life	生命	N	N
life	人生	life	人生	N	N
bandas	樂隊	banda	樂隊	N;FEM;PL	N
bandas	黑幫	banda	黑幫	N;FEM;PL	N
bandas	幫派	banda	幫派	N;FEM;PL	N
solar	太陽	solar	太陽	N;MASC;SG	N
solar	太陽	solar	太陽	N;MASC;SG	N
perdió	失	perder	失	V;IND;SG;3;PST;FIN	V
perdió	輸	perder	輸	V;IND;SG;3;PST;FIN	V
perdió	輸	perder	輸	V;IND;SG;3;PST;FIN	V
perdió	遺失	perder	遺失	V;IND;SG;3;PST;FIN	V
perdió	迷失	perder	迷失	V;IND;SG;3;PST;FIN	V
playa	沙灘	playa	沙灘	N;FEM;SG	N
playa	海灘	playa	海灘	N;FEM;SG	N
playa	沙灘	playa	沙灘	N;FEM;SG	N
playa	海灘	playa	海灘	N;FEM;SG	N
rango	山脈	rango	山脈	N;MASC;SG	N
rango	範圍	rango	範圍	N;MASC;SG	N
rango	射程	rango	射程	N;MASC;SG	N
cantantes	歌手	cantante	歌手	N;PL	N
conseguir	獲取	conseguir	獲取	V;NFIN	V
conseguir	獲得	conseguir	獲得	V;NFIN	V
conseguir	得到	conseguir	得到	V;NFIN	V
instalaciones	設施	instalación	設施	N;FEM;PL	N
instalaciones	設施	instalación	設施	N;FEM;PL	N
instalaciones	裝置	instalación	裝置	N;FEM;PL	N
vive	直播	vivir	直播	V;IND;SG;3;PRS;FIN	V
derrota	敗	derrota	敗	N;FEM;SG	N
king	國王	king	國王	N	N
oriente	東	oriente	東	N;MASC;SG	N
oriente	東部	oriente	東部	N;MASC;SG	N
oriente	東方	oriente	東方	N;MASC;SG	N
oriente	東區	oriente	東區	N;MASC;SG	N
oriente	東方	oriente	東方	N;MASC;SG	N
campeones	冠軍	campeón	冠軍	N;MASC;PL	N
leyes	法律	ley	法律	N;FEM;PL	N
leyes	法律	ley	法律	N;FEM;PL	N
estructuras	結構	estructura	結構	N;FEM;PL	N
entrevista	面試	entrevista	面試	N;FEM;SG	N
niveles	關卡	nivel	關卡	N;MASC;PL	N
arco	弧	arco	弧	N;MASC;SG	N
arco	拱	arco	拱	N;MASC;SG	N
arco	拱門	arco	拱門	N;MASC;SG	N
arco	弓	arco	弓	N;MASC;SG	N
ficción	虛構	ficción	虛構	N;FEM;SG	N
ficción	小說	ficción	小說	N;FEM;SG	N
socialista	社會	socialista	社會	N;SG	N
novelas	小說	novela	小說	N;FEM;PL	N
discos	磁碟	disco	磁碟	N;MASC;PL	N
discos	紀錄	disco	紀錄	N;MASC;PL	N
simple	簡單	simple	簡單	ADJ;SG	ADJ
listas	名單	lista	名單	N;FEM;PL	N
diputado	議員	diputado	議員	N;MASC;SG	N
diputado	國會	diputado	國會	N;MASC;SG	N
ideas	想法	idea	想法	N;FEM;PL	N
ojos	眼神	ojo	眼神	N;MASC;PL	N
ojos	眼睛	ojo	眼睛	N;MASC;PL	N
ojos	眼	ojo	眼	N;MASC;PL	N
números	數字	número	數字	N;MASC;PL	N
destino	目	destino	目	N;MASC;SG	N
destino	天命	destino	天命	N;MASC;SG	N
destino	命運	destino	命運	N;MASC;SG	N
destino	命運	destino	命運	N;MASC;SG	N
comarca	區域	comarca	區域	N;FEM;SG	N
carreras	種族	carrera	種族	N;FEM;PL	N
carreras	賽車	carrera	賽車	N;FEM;PL	N
carreras	職業	carrera	職業	N;FEM;PL	N
single	單人	single	單人	N;MASC;SG	N
single	單身	single	單身	N;MASC;SG	N
invierno	冬	invierno	冬	N;MASC;SG	N
invierno	冬季	invierno	冬季	N;MASC;SG	N
invierno	冬天	invierno	冬天	N;MASC;SG	N
llegaron	抵達	llegar	抵達	V;IND;PL;3;PST;FIN	V
llegaron	到	llegar	到	V;IND;PL;3;PST;FIN	V
diferente	不同	diferente	不同	ADJ;SG	ADJ
barrios	貧民	barrio	貧民	N;MASC;PL	N
barrios	貧民	barrio	貧民	N;MASC;PL	N
barrios	各區	barrio	各區	N;MASC;PL	N
barrios	貧民	barrio	貧民	N;MASC;PL	N
ancho	寬度	ancho	寬度	N;MASC;SG	N
ancho	儀表	ancho	儀表	N;MASC;SG	N
boca	嘴	boca	嘴	N;FEM;SG	N
boca	口	boca	口	N;FEM;SG	N
boca	嘴	boca	嘴	N;FEM;SG	N
boca	口腔	boca	口腔	N;FEM;SG	N
dominio	網域	dominio	網域	N;MASC;SG	N
dominio	域	dominio	域	N;MASC;SG	N
trabajadores	工人	trabajador	工人	N;MASC;PL	N
star	星星	star	星星	N	N
star	恆星	star	恆星	N	N
star	星	star	星	N	N
star	明星	star	明星	N	N
valores	證券	valor	證券	N;MASC;PL	N
valores	價值	valor	價值	N;MASC;PL	N
valores	價值	valor	價值	N;MASC;PL	N
valores	數值	valor	數值	N;MASC;PL	N
valores	值	valor	值	N;MASC;PL	N
mas	更	mas	更	ADV	ADV
movimientos	動作	movimiento	動作	N;MASC;PL	N
movimientos	運動	movimiento	運動	N;MASC;PL	N
océano	海洋	océano	海洋	N;MASC;SG	N
océano	大洋	océano	大洋	N;MASC;SG	N
océano	洋	océano	洋	N;MASC;SG	N
océano	海洋	océano	海洋	N;MASC;SG	N
océano	海	océano	海	N;MASC;SG	N
famoso	著名	famoso	著名	ADJ;MASC;SG	ADJ
