ve	и	ve	и	CONJ	CONJ
ulaştı	достигнут	ulaş	достичь	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;PST;V.PTCP;PASS
ulaştı	достиг	ulaş	достичь	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
getirdi	принес	getir	принести	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
getirdi	принесла	getir	принести	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
karısı	жена	karı	жена	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
matematik	математика	matematik	математика	N;NOM;SG;3	N;INAN;NOM;FEM;SG
matematik	математика	matematik	математика	N;NOM;SG;3	N;INAN;NOM;FEM;SG
matematik	математика	matematik	математика	N;NOM;SG;3	N;INAN;NOM;FEM;SG
üstünde	выше	üst	высокий	ADJ;ESS;SG;3	ADJ;CMPR
yaşadı	прожил	yaşa	прожить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
takımlar	костюмы	takım	костюм	N;NOM;PL;3	N;INAN;NOM;MASC;PL
takımlar	команды	takım	команда	N;NOM;PL;3	N;INAN;NOM;FEM;PL
teorisi	теория	teori	теория	N;NOM;SG;3	N;INAN;NOM;FEM;SG
harita	карта	harit	карта	N;NOM;SG;3	N;INAN;NOM;FEM;SG
değişiklikler	модификации	değişiklik	модификация	N;NOM;PL;3	N;INAN;NOM;FEM;PL
değişiklikler	изменения	değişiklik	изменение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
değişiklikler	изменения	değişiklik	изменение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
türkler	турки	türk	турок	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
uzunluğu	длину	uzunluk	длина	N;ACC;SG;3	N;INAN;ACC;FEM;SG
işler	вакансии	iş	вакансия	N;NOM;PL;3	N;INAN;NOM;FEM;PL
şeyler	вещи	şey	вещь	N;NOM;PL;3	N;INAN;NOM;FEM;PL
şeyler	вещи	şey	вещь	N;NOM;PL;3	N;INAN;NOM;FEM;PL
otomobil	автомобиль	otomobil	автомобиль	N;NOM;SG;3	N;INAN;NOM;MASC;SG
otomobil	автомобиль	otomobil	автомобиль	N;NOM;SG;3	N;INAN;NOM;MASC;SG
otomobil	вагон	otomobil	вагон	N;NOM;SG;3	N;INAN;NOM;MASC;SG
otomobil	машина	otomobil	машина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
otomobil	авто	otomobil	авто	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kutusu	ящик	kutu	ящик	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kutusu	коробка	kutu	коробка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kutusu	шкатулка	kutu	шкатулка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sahipliği	владение	sahiplik	владение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
sahipliği	собственность	sahiplik	собственность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kullanıldı	использовано	kullan	использовать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kullanıldı	использован	kullan	использовать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
oylama	проголосовать	oyla	голосовать	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
çekti	вытащил	çek	вытащить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
düştü	упал	düş	падать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
düştü	упала	düş	падать	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
düştü	упал	düş	падать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
düştü	пал	düş	пасть	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
desteği	поддержка	destek	поддержка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
başarısız	безуспешными	başarısız	безуспешный	ADJ	ADJ;INS;PL
başarısız	неудачная	başarısız	неудачный	ADJ	ADJ;NOM;FEM;SG
arnavutluk	албания	arnavutluk	албания	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ilişki	взаимосвязь	ilişki	взаимосвязь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
başı	баши	baş	баш		
imzaladı	подписано	imzala	подписать	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;PST;V.PTCP;PASS
imzaladı	подписан	imzala	подписать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;PST;V.PTCP;PASS
imzaladı	подписана	imzala	подписать	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;PST;V.PTCP;PASS
cumhurbaşkanlığı	председательство	cumhurbaşkanlığı	председательство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
cumhurbaşkanlığı	президиум	cumhurbaşkanlığı	президиум	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rum	рома	rum	ром		
öldürüldü	убита	öl	убить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
öldürüldü	убитый	öl	убить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
öldürüldü	убит	öl	убить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
öldürüldü	убита	öl	убить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
öldürüldü	убит	öl	убить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
köprüsü	мостик	köprü	мостик	N;NOM;SG;3	N;INAN;NOM;MASC;SG
köprüsü	мост	köprü	мост	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yılların	лет	yıl	год	N;GEN;PL;3	N;INAN;GEN;MASC;PL
başkanlık	председательство	başkanlık	председательство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
başkanlık	президиум	başkanlık	президиум	N;NOM;SG;3	N;INAN;NOM;MASC;SG
seçilmiş	выбранный	seç	выбрать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
seçilmiş	избранный	seç	избрать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
seçilmiş	избранный	seç	избрать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
seçilmiş	избрана	seç	избрать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
seçilmiş	избран	seç	избрать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
seçilmiş	выбранный	seç	выбрать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
seçilmiş	выбран	seç	выбрать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
seçilmiş	выбрано	seç	выбрать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
finali	финал	finali	финал	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ray	рей	ray	рей		
kütüphanesi	библиотека	kütüphane	библиотека	N;NOM;SG;3	N;INAN;NOM;FEM;SG
barajı	гэс	barajı	гэс	N;NOM;SG;3	N;INAN;NOM;FEM;SG
air	воздух	air	воздух	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kapağı	крышка	kapak	крышка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
şehristanı	графство	şehristan	графство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
şehristanı	округ	şehristan	округ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sanatsal	художественная	sanatsal	художественный	ADJ	ADJ;NOM;FEM;SG
sanatsal	художественных	sanatsal	художественный	ADJ	ADJ;GEN;PL
sanatsal	художественный	sanatsal	художественный	ADJ	ADJ;NOM;MASC;SG
sanatsal	художественные	sanatsal	художественный	ADJ	ADJ;NOM;PL
aşağıda	ниже	aşağı	низкий	ADJ;ESS;SG;3	ADJ;CMPR
sırp	сербо	sırp	сербо		
sesi	звук	ses	звук	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sesi	объём	ses	объем	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sesi	объем	ses	объем	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sesi	громкость	ses	громкость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sesi	голос	ses	голос	N;NOM;SG;3	N;INAN;NOM;MASC;SG
gösterilmiştir	показана	göster	показать	V;PFV;NFH;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
gösterilmiştir	показано	göster	показать	V;PFV;NFH;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
gösterilmiştir	показан	göster	показать	V;PFV;NFH;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
yerler	места	yer	место	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yerler	местоположения	yer	местоположение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yerler	места	yer	место	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yerler	полы	yer	пол	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yerler	направления	yer	направление	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yerler	назначения	yer	назначение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
brian	брайен	brian	брайный		
hristiyan	кристиан	hristiyan	кристианин	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
hristiyan	христианин	hristiyan	христианин	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
hristiyan	христианство	hristiyan	христианство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
teklif	ставка	teklif	ставка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
teklif	предложение	teklif	предложение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
teklif	предложение	teklif	предложение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ayak	нога	ayak	нога	N;NOM;SG;3	N;INAN;NOM;FEM;SG
siz	вы	siz	вы	PRO;NOM;PL;2	PRO;NOM;PL;2
bağımsızlık	независимости	bağımsızlık	независимость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bağımsızlık	независимость	bağımsızlık	независимость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kulesi	башня	kule	башня	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kulesi	тауэр	kule	тауэр	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şampiyonluk	чемпионат	şampiyonluk	чемпионат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şampiyonluk	чемпионат	şampiyonluk	чемпионат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mühendislik	инжиниринг	mühendislik	инжиниринг	N;NOM;SG;3	N;INAN;NOM;MASC;SG
oyunlar	пьесы	oyun	пьеса	N;NOM;PL;3	N;INAN;NOM;FEM;PL
oyunlar	игры	oyun	игра	N;NOM;PL;3	N;INAN;NOM;FEM;PL
performansı	исполнение	performans	исполнение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
performansı	производительность	performans	производительность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
dedi	сказал	de	сказать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
çocuklar	парни	çocuk	парень	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	мальчики	çocuk	мальчик	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	мальчишки	çocuk	мальчишка	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	детки	çocuk	детка	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	дети	çocuk	ребенок	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	ребята	çocuk	ребята	N;NOM;PL;3	N;ANIM;NOM;NEUT;PL
çocuklar	парни	çocuk	парень	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	пацаны	çocuk	пацан	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çocuklar	дети	çocuk	ребенок	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
facebook	фейсбук	facebook	фейсбук	N;NOM;SG;3	N;INAN;NOM;MASC;SG
facebook	facebook	facebook	facebook	N;NOM;SG;3	N;INAN;NOM;MASC;SG
paralel	параллельное	paralel	параллельный	ADJ	ADJ;NOM;NEUT;SG
paralel	параллельные	paralel	параллельный	ADJ	ADJ;NOM;PL
paralel	параллельных	paralel	параллельный	ADJ	ADJ;GEN;PL
erişim	доступ	erişim	доступ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
erişim	охват	erişim	охват	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yaşamış	прожил	yaşa	прожить	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
kelimesi	слово	kelime	слово	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
köprü	бридж	köprü	бридж		
istedi	спросил	iste	спросить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
istedi	спросила	iste	спросить	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
vergi	налогообложение	vergi	налогообложение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
vergi	налог	vergi	налог	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hastalık	болезнь	hastalık	болезнь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hastalık	заболевание	hastalık	заболевание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
hastalık	болезнь	hastalık	болезнь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hastalık	заболевание	hastalık	заболевание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
hastalık	болезнь	hastalık	болезнь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
içeriği	содержимое	içerik	содержимое	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
içeriği	контент	içerik	контент	N;NOM;SG;3	N;INAN;NOM;MASC;SG
içeriği	содержание	içerik	содержание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
içeriği	содержимое	içerik	содержимое	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
dolar	доллар	dolar	доллар	N;NOM;SG;3	N;INAN;NOM;MASC;SG
akşam	вечер	akşam	вечер	N;NOM;SG;3	N;INAN;NOM;MASC;SG
eklendi	добавлена	ekle	добавить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
eklendi	добавлено	ekle	добавить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
eklendi	добавлен	ekle	добавить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
bayrağı	флаг	bayrak	флаг	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bayrağı	флажок	bayrak	флажок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yolları	пути	yol	путь	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yolları	способы	yol	способ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yolları	пути	yol	путь	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yolları	маршруты	yol	маршрут	N;NOM;PL;3	N;INAN;NOM;MASC;PL
gösterildi	показана	göster	показать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
gösterildi	показано	göster	показать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
gösterildi	показан	göster	показать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
mal	тза	mal	тза		
vermiş	дала	ver	дать	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
vermiş	отдал	ver	отдать	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
vermiş	дал	ver	дать	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
temsilcisi	представитель	temsilci	представитель	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
green	грин	gre	грин		
anti	анти	anti	анти		
chp	тэц	chp	тэц	N;NOM;SG;3	N;INAN;NOM;FEM;SG
erzincan	эрзинджан	erzincan	эрзинджанин		
özellikler	особенности	özellik	особенность	N;NOM;PL;3	N;INAN;NOM;FEM;PL
özellikler	функции	özellik	функция	N;NOM;PL;3	N;INAN;NOM;FEM;PL
özellikler	спецификации	özellik	спецификация	N;NOM;PL;3	N;INAN;NOM;FEM;PL
özellikler	особенности	özellik	особенность	N;NOM;PL;3	N;INAN;NOM;FEM;PL
özellikler	характеристики	özellik	характеристика	N;NOM;PL;3	N;INAN;NOM;FEM;PL
özellikler	атрибуты	özellik	атрибут	N;NOM;PL;3	N;INAN;NOM;MASC;PL
özellikler	свойства	özellik	свойство	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
taşındı	перенесено	taşı	перенести	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kaptan	кэп	kaptan	кэп		
kaptan	кап	kaptan	кап		
başlığı	заголовок	başlık	заголовок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
başlığı	заголовок	başlık	заголовок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
başlığı	название	başlık	название	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
başlığı	титул	başlık	титул	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kulüpler	клубы	kulüp	клуб	N;NOM;PL;3	N;INAN;NOM;MASC;PL
may	май	may	май		
dersleri	уроки	ders	урок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
dersleri	занятия	ders	занятие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
dersleri	классы	ders	класс	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kolordu	корпус	kolor	корпус	N;NOM;SG;3	N;INAN;NOM;MASC;SG
isimler	названия	isim	название	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
isimler	имена	isim	имя	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
elizabeth	елизавета	elizabeth	елизавет	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
elizabeth	элизабет	elizabeth	элизабет	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
madalyası	медаль	madalya	медаль	N;NOM;SG;3	N;INAN;NOM;FEM;SG
gönderildi	представлено	gönder	представить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
gönderildi	представленное	gönder	представить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
gönderildi	представлен	gönder	представить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
gönderildi	представленный	gönder	представить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
gönderildi	отправлено	gönder	отправить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
gönderildi	опубликовано	gönder	опубликовать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
tarihçi	историк	tarihçi	историк	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
mutlu	счастливый	mutlu	счастливый	ADJ	ADJ;NOM;MASC;SG
mutlu	счастливая	mutlu	счастливый	ADJ	ADJ;NOM;FEM;SG
mutlu	счастливые	mutlu	счастливый	ADJ	ADJ;NOM;PL
mutlu	счастлива	mutlu	счастливый	ADJ	ADJ;FEM;SG
mutlu	счастлив	mutlu	счастливый	ADJ	ADJ;MASC;SG
nehir	ривер	nehir	ривер		
bölümler	секции	bölüm	секция	N;NOM;PL;3	N;INAN;NOM;FEM;PL
bölümler	разделы	bölüm	раздел	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölümler	главы	bölüm	глава	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
bölümler	департаменты	bölüm	департамент	N;NOM;PL;3	N;INAN;NOM;MASC;PL
varlığı	присутствие	varlık	присутствие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
iras	нру	iras	нру		
oda	камера	oda	камера	N;NOM;SG;3	N;INAN;NOM;FEM;SG
oda	палата	oda	палата	N;NOM;SG;3	N;INAN;NOM;FEM;SG
oda	комната	oda	комната	N;NOM;SG;3	N;INAN;NOM;FEM;SG
alınmış	принято	al	принять	V;PFV;NFH;IND;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
alınmış	принятых	al	принять	V;PFV;NFH;IND;POS;PST;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
alınmış	взяты	al	брать	V;PFV;NFH;IND;POS;PST;PASS	V;PFV;PL;PST;V.PTCP;PASS
okuma	прочитать	oku	прочесть	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
okuma	прочесть	oku	прочесть	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
çevresi	окружение	çevre	окружение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
museum	музей	museum	музей	N;NOM;SG;3	N;INAN;NOM;MASC;SG
karakterler	символы	karak	символ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
karakterler	персонажи	karak	персонаж	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
alanlar	поля	alan	поле	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
alanlar	районы	alan	район	N;NOM;PL;3	N;INAN;NOM;MASC;PL
alanlar	области	alan	область	N;NOM;PL;3	N;INAN;NOM;FEM;PL
villa	вилла	villa	вилла	N;NOM;SG;3	N;INAN;NOM;FEM;SG
seyahat	проезд	seyahat	проезд	N;NOM;SG;3	N;INAN;NOM;MASC;SG
seyahat	путешествие	seyahat	путешествие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
seyahat	путешествие	seyahat	путешествие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
seyahat	путешествие	seyahat	путешествие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
seyahat	путешествие	seyahat	путешествие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
özgürlük	свобода	özgürlük	свобода	N;NOM;SG;3	N;INAN;NOM;FEM;SG
özgürlük	свобода	özgürlük	свобода	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kadir	кадир	kadir	кадир		
kadir	кадир	kadir	кадир		
hizmetleri	услуги	hizmet	услуга	N;NOM;PL;3	N;INAN;NOM;FEM;PL
hizmetleri	службы	hizmet	служба	N;NOM;PL;3	N;INAN;NOM;FEM;PL
şikayet	отчёт	şikayet	отчёт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şikayet	доклад	şikayet	доклад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şikayet	отчет	şikayet	отчет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şikayet	отчетность	şikayet	отчетность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
öğrenciler	учащиеся	öğrenci	учащийся	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
öğrenciler	ученики	öğrenci	ученик	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
öğrenciler	студенты	öğrenci	студент	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kaydetti	отметило	kaydet	отметить	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN;ACT
kaydetti	отметила	kaydet	отметить	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
caddesi	проспект	cadde	проспект	N;NOM;SG;3	N;INAN;NOM;MASC;SG
caddesi	авеню	cadde	авень	N;NOM;SG;3	N;INAN;NOM;MASC;SG
galibiyet	победа	galibiyet	победа	N;NOM;SG;3	N;INAN;NOM;FEM;SG
elektron	электрон	elektron	электрон	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fabrikası	фабрика	fabrikası	фабрика	N;NOM;SG;3	N;INAN;NOM;FEM;SG
