the	το	the	ο	DET;DEF	DET;NOM;DEF;NEUT;SG
temple	ναός	temple	ναός	N;SG	N;NOM;MASC;SG
temple	ναό	temple	ναός	N;SG	N;ACC;MASC;SG
defeated	ηττήθηκε	defeat	ηττώμαι	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
defeated	νίκησε	defeat	νικώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
administration	διοίκηση	administration	διοίκηση	N;SG	N;ACC;FEM;SG
administration	χορήγηση	administration	χορήγηση	N;SG	N;ACC;FEM;SG
ended	έληξε	end	λήγω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
claims	απαιτήσεις	claim	απαίτηση	N;PL	N;NOM;FEM;PL
claims	αξιώσεις	claim	αξίωση	N;PL	N;NOM;FEM;PL
claims	ισχυρισμοί	claim	ισχυρισμός	N;PL	N;NOM;MASC;PL
parish	ενορία	parish	ενορία	N;SG	N;NOM;FEM;SG
actors	ηθοποιοί	actor	ηθοποιός	N;PL	N;NOM;MASC;PL
actors	ηθοποιούς	actor	ηθοποιός	N;PL	N;ACC;MASC;PL
sister	αδελφή	sister	αδελφή	N;SG	N;NOM;FEM;SG
sister	αδερφή	sister	αδερφή	N;SG	N;NOM;FEM;SG
scored	σκόραρε	score	σκοράρω	V;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
table	πίνακας	table	πίνακα	N;SG	N;NOM;MASC;SG
table	πινακας	table	πινακα	N;SG	N;NOM;MASC;SG
table	τραπέζι	table	τραπέζι	N;SG	N;NOM;NEUT;SG
attended	παρευρέθηκαν	attend	παρεύρομαι	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
newspaper	εφημερίδα	newspaper	εφημερίδα	N;SG	N;NOM;FEM;SG
newspaper	εφημεριδα	newspaper	εφημεριδα	N;SG	N;NOM;FEM;SG
friend	φίλος	friend	φίλος	N;SG	N;NOM;MASC;SG
friend	φίλη	friend	φίλος	N;SG	N;NOM;FEM;SG
unknown	άγνωστη	unknown	άγνωστος	ADJ	ADJ;NOM;FEM;SG
unknown	άγνωστος	unknown	άγνωστος	ADJ	ADJ;NOM;MASC;SG
unknown	άγνωστο	unknown	άγνωστος	ADJ	ADJ;NOM;NEUT;SG
winner	νικήτρια	winner	νικήτριος	N;SG	N;NOM;FEM;SG
winner	νικητής	winner	νικητής	N;SG	N;NOM;MASC;SG
winner	νικητή	winner	νικητής	N;SG	N;ACC;MASC;SG
chart	γράφημα	chart	γράφημα	N;SG	N;NOM;NEUT;SG
chart	διάγραμμα	chart	διάγραμμα	N;SG	N;NOM;NEUT;SG
initially	αρχικώς	initially	αρχικώς	ADV	ADV
initially	αρχικά	initially	αρχικά	ADV	ADV
loss	απώλεια	loss	απώλεια	N;SG	N;ACC;FEM;SG
loss	ζημία	loss	ζημία	N;SG	N;ACC;FEM;SG
sites	τοποθεσίες	site	τοποθεσία	N;PL	N;NOM;FEM;PL
sites	χώροι	site	χώρος	N;PL	N;NOM;MASC;PL
starting	αρχίζοντας	start	αρχίζω	V;V.MSDR	V;IPFV;V.CVB;ACT
starting	ξεκινώντας	start	ξεκινώ	V;V.MSDR	V;IPFV;V.CVB;ACT
relations	σχέσεις	relation	σχέση	N;PL	N;NOM;FEM;PL
supported	υποστηρίχθηκε	support	υποστηρίζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
supported	υποστήριξε	support	υποστηρίζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
tracks	ίχνη	track	ίχνος	N;PL	N;NOM;NEUT;PL
tracks	ράγες	track	ράγη	N;PL	N;NOM;FEM;PL
contract	σύμβαση	contract	σύμβαση	N;SG	N;ACC;FEM;SG
contract	συμβόλαιο	contract	συμβόλαιο	N;SG	N;NOM;NEUT;SG
face	πρόσωπο	face	πρόσωπο	N;SG	N;NOM;NEUT;SG
face	προσωπο	face	προσωπο	N;SG	N;NOM;NEUT;SG
face	φάτσα	face	φάτσα	N;SG	N;ACC;FEM;SG
directly	άμεσα	directly	άμεσα	ADV	ADV
directly	απευθείας	directly	απευθείας	ADV	ADV
girl	κοπέλα	girl	κοπέλα	N;SG	N;NOM;FEM;SG
girl	κορίτσι	girl	κορίτσι	N;SG	N;NOM;NEUT;SG
clearly	ξεκάθαρα	clearly	ξεκάθαρα	ADV	ADV
clearly	σαφώς	clearly	σαφώς	ADV	ADV
presented	παρουσιάστηκαν	present	παρουσιάζω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
presented	παρουσίασε	present	παρουσιάζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
presented	παρουσιάστηκε	present	παρουσιάζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
cause	αίτιο	cause	αίτιο	N;SG	N;NOM;NEUT;SG
cause	αιτία	cause	αιτία	N;SG	N;NOM;FEM;SG
volume	όγκος	volume	όγκος	N;SG	N;NOM;MASC;SG
volume	όγκο	volume	όγκος	N;SG	N;ACC;MASC;SG
volume	τόμος	volume	τόμος	N;SG	N;NOM;MASC;SG
caused	προκλήθηκαν	cause	προκλώ	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
caused	προκλήθηκε	cause	προκαλώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
caused	προκάλεσε	cause	προκαλώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
flight	φυγή	flight	φυγή	N;SG	N;ACC;FEM;SG
flight	πτήση	flight	πτήση	N;SG	N;NOM;FEM;SG
candidate	υποψήφιο	candidate	υποψήφιο	N;SG	N;NOM;NEUT;SG
matches	αγώνες	match	αγώνας	N;PL	N;NOM;MASC;PL
matches	σπίρτα	match	σπίρτα	N;PL	N;NOM;NEUT;PL
claimed	ισχυρίστηκε	claim	ισχυρίζομαι	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
except	εκτός	except	εκτός	ADV	ADV
except	εκτος	except	εκτος	ADV	ADV
oil	πετρέλαιο	oil	πετρέλαιο	N;SG	N;NOM;NEUT;SG
oil	λάδι	oil	λάδι	N;SG	N;NOM;NEUT;SG
oil	έλαιο	oil	έλαιο	N;SG	N;NOM;NEUT;SG
oil	πετρελαίου	oil	πετρέλαιο	N;SG	N;GEN;NEUT;SG
assistant	βοηθός	assistant	βοηθός	N;SG	N;NOM;MASC;SG
surface	επιφάνεια	surface	επιφάνεια	N;SG	N;NOM;FEM;SG
regiment	σύνταγμα	regiment	σύνταγμα	N;SG	N;NOM;NEUT;SG
stories	ιστορίες	story	ιστορία	N;PL	N;NOM;FEM;PL
stories	ανακοινώσεις	story	ανακοίνωση	N;PL	N;NOM;FEM;PL
gets	παίρνει	get	παίρνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
weeks	βδομάδες	week	βδομάδα	N;PL	N;NOM;FEM;PL
weeks	εβδομάδων	week	εβδομάδα	N;PL	N;GEN;FEM;PL
weeks	εβδομάδες	week	εβδομάδα	N;PL	N;NOM;FEM;PL
branch	κλαδί	branch	κλαδί	N;SG	N;NOM;NEUT;SG
branch	υποκατάστημα	branch	υποκατάστημα	N;SG	N;NOM;NEUT;SG
retired	αποσύρθηκε	retire	αποσύρω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
communities	κοινότητες	community	κοινότητα	N;PL	N;NOM;FEM;PL
train	αμαξοστοιχίας	train	αμαξοστοιχία	N;SG	N;GEN;FEM;SG
train	τρένο	train	τρένο	N;SG	N;NOM;NEUT;SG
train	αμαξοστοιχία	train	αμαξοστοιχία	N;SG	N;ACC;FEM;SG
train	τραίνο	train	τραίνος	N;SG	N;NOM;NEUT;SG
paper	χαρτί	paper	χαρτί	N;SG	N;NOM;NEUT;SG
adding	προσθέτοντας	add	προσθέτω	V;V.MSDR	V;IPFV;V.CVB;ACT
provides	παρέχει	provide	παρέχω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
metal	μέταλλο	metal	μέταλλο	N;SG	N;NOM;NEUT;SG
direct	άμεσο	direct	άμεσος	ADJ	ADJ;NOM;NEUT;SG
direct	άμεση	direct	άμεσος	ADJ	ADJ;NOM;FEM;SG
direct	άμεσος	direct	άμεσος	ADJ	ADJ;NOM;MASC;SG
miles	μίλια	mile	μίλιος	N;PL	N;NOM;NEUT;PL
miles	χιλιόμετρα	mile	χιλιόμετρο	N;PL	N;NOM;NEUT;PL
mass	μάζα	mass	μάζα	N;SG	N;NOM;FEM;SG
comedy	κωμωδία	comedy	κωμωδία	N;SG	N;NOM;FEM;SG
relationship	σχέση	relationship	σχέση	N;SG	N;ACC;FEM;SG
relationship	σχεση	relationship	σχεση	N;SG	N;ACC;FEM;SG
knowledge	γνώσει	knowledge	γνώσει	N;SG	N;DAT;FEM;SG
knowledge	γνώση	knowledge	γνώση	N;SG	N;ACC;FEM;SG
format	μορφη	format	μορφη	N;SG	N;NOM;FEM;SG
format	μορφή	format	μορφή	N;SG	N;NOM;FEM;SG
format	μορφότυπο	format	μορφότυπο	N;SG	N;NOM;MASC;SG
meeting	συνάντηση	meeting	συνάντηση	N;SG	N;ACC;FEM;SG
meeting	σύσκεψη	meeting	σύσκεψη	N;SG	N;ACC;FEM;SG
meeting	συνεδρίαση	meeting	συνεδρίαση	N;SG	N;NOM;FEM;SG
failed	απέτυχε	fail	αποτύγω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
officers	αστυφύλακες	officer	αστυφύλακας	N;PL	N;NOM;MASC;PL
draft	προσχέδιο	draft	προσχέδιο	N;SG	N;NOM;NEUT;SG
draft	σχέδιο	draft	σχέδιο	N;SG	N;NOM;NEUT;SG
camp	κατασκήνωση	camp	κατασκήνωση	N;SG	N;NOM;FEM;SG
camp	καταυλισμός	camp	καταυλισμός	N;SG	N;NOM;MASC;SG
camp	στρατόπεδο	camp	στρατόπεδο	N;SG	N;NOM;NEUT;SG
ran	έτρεξε	run	τρώω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
ran	έτρεξα	run	χτρεύδα	V;IND;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
variety	ποικιλία	variety	ποικιλία	N;SG	N;NOM;FEM;SG
owner	ιδιοκτήτη	owner	ιδιοκτήτης	N;SG	N;ACC;MASC;SG
owner	κάτοχος	owner	κάτοχος	N;SG	N;NOM;MASC;SG
owner	ιδιοκτήτρια	owner	ιδιοκτήτρια	N;SG	N;NOM;FEM;SG
owner	ιδιοκτήτης	owner	ιδιοκτήτης	N;SG	N;NOM;MASC;SG
raised	μεγάλωσε	raise	μεγάλω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
heavy	βαρύς	heavy	βαρύς	ADJ	ADJ;NOM;MASC;SG
episodes	επεισόδια	episode	επεισόδιο	N;PL	N;NOM;NEUT;PL
gives	δινει	give	δίνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
gives	δίνει	give	δίνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
educational	εκπαιδευτική	educational	εκπαιδευτικός	ADJ	ADJ;NOM;FEM;SG
educational	εκπαιδευτικό	educational	εκπαιδευτικός	ADJ	ADJ;NOM;NEUT;SG
daily	καθημερινά	daily	καθημερινά	ADV	ADV
completely	εντελώς	completely	εντελώς	ADV	ADV
products	προϊόντα	product	προϊόν	N;PL	N;NOM;NEUT;PL
attention	προσοχή	attention	προσοχή	N;SG	N;NOM;FEM;SG
religion	θρησκεία	religion	θρησκεία	N;SG	N;NOM;FEM;SG
mind	νου	mind	νου	N;SG	N;NOM;NEUT;SG
mind	μυαλό	mind	μυαλός	N;SG	N;NOM;NEUT;SG
corps	σώμα	corps	σώμα	N;SG	N;NOM;NEUT;SG
administrative	διοικητική	administrative	διοικητικός	ADJ	ADJ;NOM;FEM;SG
administrative	διοικητικές	administrative	διοικητικός	ADJ	ADJ;NOM;FEM;PL
administrative	διοικητικός	administrative	διοικητικός	ADJ	ADJ;NOM;MASC;SG
administrative	διοικητικό	administrative	διοικητικός	ADJ	ADJ;NOM;NEUT;SG
footballer	ποδοσφαιριστής	footballer	ποδοσφαιριστής	N;SG	N;NOM;MASC;SG
mayor	δήμαρχος	mayor	δήμαρχος	N;SG	N;NOM;MASC;SG
beach	παραλία	beach	παραλία	N;SG	N;NOM;FEM;SG
beach	παραλια	beach	παράλια	N;SG	N;NOM;FEM;SG
descent	κάθοδο	descent	κάθοδος	N;SG	N;ACC;FEM;SG
descent	καθόδου	descent	κάθοδος	N;SG	N;GEN;FEM;SG
nearly	σχεδόν	nearly	σχεδόν	ADV	ADV
leaving	φεύγεις	leave	φεύγη	V;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
leaving	φεύγει	leave	φεύγω	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
leaving	αφήνοντας	leave	αφήνω	V;V.MSDR	V;IPFV;V.CVB;ACT
cast	γύψο	cast	γύψος	N;SG	N;NOM;NEUT;SG
territory	έδαφος	territory	έδαφος	N;SG	N;NOM;NEUT;SG
territory	επικράτεια	territory	επικράτεια	N;SG	N;NOM;FEM;SG
write	γράψτε	write	γράψτε	V;IMP;FIN	V;PFV;IMP;PL;2;FIN;ACT
towns	πόλεις	town	πόλη	N;PL	N;NOM;FEM;PL
forms	μορφές	form	μορφή	N;PL	N;NOM;FEM;PL
forms	φόρμες	form	φόρμος	N;PL	N;NOM;FEM;PL
forms	έντυπα	form	έντυπο	N;PL	N;NOM;NEUT;PL
inside	μέσα	inside	μέσα	ADV	ADV
inside	μεσα	inside	μεσα	ADV	ADV
wanted	ήθελε	want	θέλω	V;IND;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
wanted	ηθελε	want	αθέρω	V;IND;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
individuals	άτομα	individual	άτομο	N;PL	N;NOM;NEUT;PL
authority	αρχη	authority	αρχη	N;SG	N;ACC;FEM;SG
authority	αρχή	authority	αρχή	N;SG	N;NOM;FEM;SG
authority	εξουσία	authority	εξουσία	N;SG	N;NOM;FEM;SG
projects	σχέδια	project	σχέδιο	N;PL	N;NOM;NEUT;PL
projects	έργα	project	έργο	N;PL	N;NOM;NEUT;PL
projects	εργα	project	έργο	N;PL	N;NOM;NEUT;PL
continue	συνεχίστε	continue	συνεχίζω	V;IMP;FIN	V;PFV;IMP;PL;2;FIN;ACT
cost	κόστος	cost	κόστος	N;SG	N;NOM;NEUT;SG
notice	ειδοποίηση	notice	ειδοποίηση	N;SG	N;NOM;FEM;SG
forced	ανάγκασε	force	αναγκάζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
looks	φαινεται	look	φαίνομαι	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
looks	φαίνεται	look	φαίνομαι	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
reasons	λόγους	reason	λόγος	N;PL	N;ACC;MASC;PL
reasons	λόγοι	reason	λόγος	N;PL	N;NOM;MASC;PL
job	δουλειά	job	δουλειά	N;SG	N;NOM;FEM;SG
photo	φώτο	photo	φώτος	N;SG	N;ACC;FEM;SG
photo	φωτογραφία	photo	φωτογραφία	N;SG	N;ACC;FEM;SG
photo	φωτό	photo	φωτός	N;SG	N;ACC;FEM;SG
log	κούτσουρο	log	κούτσουρος	N;SG	N;NOM;NEUT;SG
parents	γονείς	parent	γονέας	N;PL	N;NOM;MASC;PL
entered	εισήλθε	enter	εισάλλω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
basic	βασικές	basic	βασικός	ADJ	ADJ;NOM;FEM;PL
basic	βασικός	basic	βασικός	ADJ	ADJ;NOM;MASC;SG
basic	βασική	basic	βασικός	ADJ	ADJ;NOM;FEM;SG
basic	βασικό	basic	βασικός	ADJ	ADJ;NOM;NEUT;SG
basic	βασικού	basic	βασικός	ADJ	ADJ;GEN;NEUT;SG
scientific	επιστημονική	scientific	επιστημονικός	ADJ	ADJ;NOM;FEM;SG
scientific	επιστημονικό	scientific	επιστημονικός	ADJ	ADJ;NOM;NEUT;SG
amount	ποσό	amount	ποσό	N;SG	N;NOM;NEUT;SG
spring	ελατήριο	spring	ελατήριο	N;SG	N;NOM;NEUT;SG
spring	άνοιξη	spring	άνοιξη	N;SG	N;NOM;FEM;SG
spring	ανοιξη	spring	ανοιξη	N;SG	N;NOM;FEM;SG
opera	όπερα	opera	όπερα	N;SG	N;NOM;FEM;SG
critical	κρίσιμη	critical	κρίσιμος	ADJ	ADJ;NOM;FEM;SG
critical	κρίσιμα	critical	κρίσιμα	ADJ	ADJ;NOM;NEUT;PL
critical	κρίσιμο	critical	κρίσιμο	ADJ	ADJ;NOM;NEUT;SG
critical	κρίσιμες	critical	κρίσιμος	ADJ	ADJ;NOM;FEM;PL
simple	απλός	simple	απλός	ADJ	ADJ;NOM;MASC;SG
simple	απλή	simple	απλός	ADJ	ADJ;NOM;FEM;SG
simple	απλό	simple	απλός	ADJ	ADJ;NOM;NEUT;SG
founder	ιδρυτής	founder	ιδρυτός	N;SG	N;NOM;MASC;SG
founder	ιδρυτή	founder	ιδρυτός	N;SG	N;VOC;MASC;SG
husband	σύζυγος	husband	σύζυγος	N;SG	N;NOM;MASC;SG
husband	σύζυγο	husband	σύζυγος	N;SG	N;ACC;FEM;SG
useful	χρήσιμο	useful	χρήσιμο	ADJ	ADJ;NOM;NEUT;SG
useful	χρήσιμες	useful	χρήσιμος	ADJ	ADJ;NOM;FEM;PL
useful	χρήσιμα	useful	χρήσιμα	ADJ	ADJ;NOM;NEUT;PL
useful	χρήσιμη	useful	χρήσιμος	ADJ	ADJ;NOM;FEM;SG
useful	χρήσιμος	useful	χρήσιμος	ADJ	ADJ;NOM;MASC;SG
technical	τεχνικό	technical	τεχνικός	ADJ	ADJ;NOM;NEUT;SG
technical	τεχνική	technical	τεχνικός	ADJ	ADJ;NOM;FEM;SG
necessary	απαραίτητος	necessary	απαραίτητος	ADJ	ADJ;NOM;MASC;SG
necessary	απαραίτητο	necessary	απαραίτητος	ADJ	ADJ;NOM;NEUT;SG
necessary	αναγκαίος	necessary	αναγκαίος	ADJ	ADJ;NOM;MASC;SG
necessary	αναγκαίο	necessary	αναγκαίος	ADJ	ADJ;NOM;NEUT;SG
necessary	αναγκαία	necessary	αναγκαίος	ADJ	ADJ;NOM;FEM;SG
necessary	απαραίτητη	necessary	απαραίτητος	ADJ	ADJ;NOM;FEM;SG
believed	πίστευε	believe	πιστεύω	V;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
operated	λειτουργούσε	operate	λειτουργώ	V;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
mountains	όρη	mountain	όρος	N;PL	N;NOM;NEUT;PL
mountains	βουνά	mountain	βουνό	N;PL	N;NOM;NEUT;PL
importance	σπουδαιότητα	importance	σπουδαιότητα	N;SG	N;ACC;FEM;SG
importance	σημασία	importance	σημασία	N;SG	N;NOM;FEM;SG
hotel	ξενοδοχείο	hotel	ξενοδοχείο	N;SG	N;NOM;NEUT;SG
girls	κορίτσια	girl	κορίτσι	N;PL	N;NOM;NEUT;PL
crew	πλήρωμα	crew	πλήρωμα	N;SG	N;NOM;NEUT;SG
boy	αγοράκι	boy	αγοράκι	N;SG	N;NOM;NEUT;SG
boy	αγόρι	boy	αγόρι	N;SG	N;NOM;NEUT;SG
nation	έθνος	nation	έθνος	N;SG	N;NOM;NEUT;SG
defense	άμυνα	defense	άμυνα	N;SG	N;NOM;FEM;SG
defense	υπεράσπιση	defense	υπεράσπιση	N;SG	N;ACC;FEM;SG
champions	πρωταθλητές	champion	πρωταθλητής	N;PL	N;NOM;MASC;PL
districts	συνοικίες	district	συνοικία	N;PL	N;NOM;FEM;PL
faith	πίστη	faith	πίστα	N;SG	N;NOM;FEM;SG
faith	φέιθ	faith	φέιθ	N;SG	N
racing	αγωνιστική	racing	αγωνιστικός	N;SG	N;NOM;FEM;SG
mainly	κυρίως	mainly	κυρίως	ADV	ADV
mainly	κυριως	mainly	κυριως	ADV	ADV
auto	αυτόματο	auto	αύτομα	N;SG	N;NOM;NEUT;SG
lives	ζωές	life	ζωή	N;PL	N;NOM;FEM;PL
swedish	σουηδός	swedish	σουηδός	ADJ	ADJ;NOM;MASC;SG
swedish	σουηδική	swedish	σουηδικός	ADJ	ADJ;NOM;FEM;SG
swedish	σουηδικό	swedish	σουηδικός	ADJ	ADJ;NOM;NEUT;SG
hot	καυτός	hot	καυτός	ADJ	ADJ;NOM;MASC;SG
entertainment	διασκέδαση	entertainment	διασκέδαση	N;SG	N;NOM;FEM;SG
entertainment	ψυχαγωγία	entertainment	ψυχαγωγία	N;SG	N;NOM;FEM;SG
net	δίχτυ	net	δίχτυ	N;SG	N;NOM;NEUT;SG
soccer	ποδόσφαιρο	soccer	ποδόσφαιρος	N;SG	N;NOM;NEUT;SG
creation	δημιουργία	creation	δημιουργία	N;SG	N;ACC;FEM;SG
product	προϊόν	product	προϊόν	N;SG	N;NOM;NEUT;SG
tower	πύργος	tower	πύργος	N;SG	N;NOM;MASC;SG
tower	πύργο	tower	πύργος	N;SG	N;ACC;MASC;SG
increased	αυξημένος	increase	αυξημένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
increased	αυξημένο	increase	αυξημένος	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
increased	αυξημένη	increase	αυξημένος	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
votes	ψηφοφορίες	vote	ψηφοφορία	N;PL	N;NOM;FEM;PL
votes	ψήφους	vote	ψήφος	N;PL	N;NOM;FEM;PL
squadron	σμήνος	squadron	σμήνος	N;SG	N;NOM;NEUT;SG
squadron	μοίρα	squadron	μοίρα	N;SG	N;NOM;FEM;SG
contemporary	σύγχρονος	contemporary	σύγχρονος	ADJ	ADJ;NOM;MASC;SG
contemporary	σύγχρονο	contemporary	σύγχρονο	ADJ	ADJ;NOM;NEUT;SG
contemporary	σύγχρονη	contemporary	σύγχρονος	ADJ	ADJ;NOM;FEM;SG
focus	εστίαση	focus	εστίαση	N;SG	N;ACC;FEM;SG
marriage	γάμο	marriage	γάμος	N;SG	N;NOM;NEUT;SG
marriage	γάμος	marriage	γάμος	N;SG	N;NOM;MASC;SG
questions	ερωτήματα	question	έρωτημα	N;PL	N;NOM;NEUT;PL
questions	ερωτήσεις	question	ερώτηση	N;PL	N;NOM;FEM;PL
questions	απορίες	question	απορία	N;PL	N;NOM;FEM;PL
naval	ναυτική	naval	ναυτικός	ADJ	ADJ;NOM;FEM;SG
details	λεπτομέρειες	detail	λεπτομέρεια	N;PL	N;NOM;FEM;PL
forward	εμπρός	forward	εμπρός	ADV	ADV
forward	μπροστά	forward	μπροστά	ADV	ADV
peace	ειρήνη	peace	ειρήνη	N;SG	N;NOM;FEM;SG
peace	γαλήνη	peace	γαλήνω	N;SG	N;NOM;FEM;SG
analysis	ανάλυση	analysis	ανάλυση	N;SG	N;ACC;FEM;SG
winners	νικητές	winner	νικητής	N;PL	N;NOM;MASC;PL
poor	φτωχή	poor	φτωχή	ADJ	ADJ;NOM;FEM;SG
poor	φτωχό	poor	φτωχός	ADJ	ADJ;NOM;NEUT;SG
grade	βαθμός	grade	βαθμός	N;SG	N;NOM;MASC;SG
judge	δικαστής	judge	δικαστής	N;SG	N;NOM;MASC;SG
judge	δικαστή	judge	δικαστής	N;SG	N;VOC;MASC;SG
judge	κριτής	judge	κριτός	N;SG	N;NOM;MASC;SG
electric	ηλεκτρικό	electric	ηλεκτρικός	ADJ	ADJ;NOM;NEUT;SG
electric	ηλεκτρική	electric	ηλεκτρικός	ADJ	ADJ;NOM;FEM;SG
electric	ηλεκτρικός	electric	ηλεκτρικός	ADJ	ADJ;NOM;MASC;SG
campus	πανεπιστημιούπολη	campus	πανεπιστημιούπολη	N;SG	N;NOM;FEM;SG
beyond	περα	beyond	περα	ADV	ADV
beyond	πέρα	beyond	πέρα	ADV	ADV
increase	αύξηση	increase	αύξηση	N;SG	N;NOM;FEM;SG
summary	περίληψη	summary	περίληψη	N;SG	N;NOM;FEM;SG
summary	σύνοψη	summary	σύνοψη	N;SG	N;NOM;FEM;SG
remaining	παραμένοντας	remain	παραμένω	V;V.MSDR	V;IPFV;V.CVB;ACT
remaining	απομένουν	remain	απομένω	V;V.MSDR	V;IPFV;IND;PL;3;PRS;FIN;ACT
remaining	απομένει	remain	απομένω	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
statement	δήλωση	statement	δήλωση	N;SG	N;ACC;FEM;SG
piano	πιάνο	piano	πιάνος	N;SG	N;NOM;NEUT;SG
novels	μυθιστορήματα	novel	μυθιστόρημα	N;PL	N;NOM;NEUT;PL
moving	κινείται	move	κινώ	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;PASS
resolution	ψήφισμα	resolution	ψήφισμα	N;SG	N;NOM;NEUT;SG
concept	έννοια	concept	έννοια	N;SG	N;NOM;FEM;SG
brothers	αδέλφια	brother	αδέρφι	N;PL	N;NOM;NEUT;PL
brothers	αδέρφια	brother	αδέρφι	N;PL	N;NOM;NEUT;PL
brothers	αδελφοί	brother	αδελφός	N;PL	N;NOM;MASC;PL
attacks	επιθέσεις	attack	επίθεση	N;PL	N;NOM;FEM;PL
encyclopedia	εγκυκλοπαίδεια	encyclopedia	εγκυκλοπαίδεια	N;SG	N;NOM;FEM;SG
representatives	εκπροσώπους	representative	εκπρόσωπος	N;PL	N;NOM;MASC;PL
