zijn	हैं	zijn	है	V;PL;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
ster	तारे	ster	तारा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ster	स्टार	ster	स्टार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verhalen	कथाएं	verhaal	कथाएं	N;PL	N;NOM;FEM;PL;3
verhalen	किस्से	verhaal	कौन्सा	N;PL	N;NOM;MASC;PL;3
verhalen	कहानियाँ	verhaal	कहानी	N;PL	N;NOM;FEM;PL;3
verhalen	कहानियां	verhaal	कहानी	N;PL	N;NOM;FEM;PL;3
overheid	सरकार	overheid	सरकार	N;MASC+FEM;SG	N;NOM;FEM;SG;3
telde	गिना	tellen	गिना	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
telde	गिने	tellen	गिन	V;SG;PST;FIN	V;MASC;SG;FIN;ACT
iedere	हर	ieder	हर	DET	DET
iedere	प्रत्येक	ieder	प्रत्येक	DET	DET
tegenstelling	विरोध	tegenstelling	विरोध	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenstelling	कंट्रास्ट	tegenstelling	कंट्रास्ट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
relatief	संबंधी	relatief	संबंधी	ADJ	ADJ
plant	पौधा	plant	पौधा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
plant	पादप	plant	पादप	N;MASC+FEM;SG	N;NOM;MASC;SG;3
plant	संयंत्र	plant	संयंत्र	N;MASC+FEM;SG	N;NOM;MASC;SG;3
resolutie	समाधान	resolutie	समाधान	N;MASC+FEM;SG	N;NOM;MASC;SG;3
resolutie	विभेदन	resolutie	विभेदन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
resolutie	रिज़ॉल्यूशन	resolutie	रिजोॉल्यूशन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
resolutie	रेज़ोल्यूशन	resolutie	रेजोोल्यूशन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
motor	इंजन	motor	इंजन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
motor	मोटरसाइकल	motor	मोटरसाइकल	N;MASC+FEM;SG	N;NOM;FEM;SG;3
motor	मोटरसाइकिल	motor	मोटरसाइकिल	N;MASC+FEM;SG	N;NOM;FEM;SG;3
motor	मोटर	motor	मोटर	N;MASC+FEM;SG	N;NOM;FEM;SG;3
denken	सोच	denken	सोच	V;NFIN	V;SG;FIN;ACT
kracht	ताकत	kracht	ताकत	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kracht	मजबूती	kracht	मजबूती	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kracht	शक्ति	kracht	शक्ति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kracht	बल	kracht	बल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kracht	फ़ोर्स	kracht	फानर्स	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kracht	पावर	kracht	पावर	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kracht	शक्ति	kracht	शक्ति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
verschil	भिन्नता	verschil	भिन्नता	N;NEUT;SG	N;NOM;FEM;SG;3
merk	ब्रांड	merk	ब्रांड	N;NEUT;SG	N;NOM;MASC;SG;3
zwart	काले	zwart	काला	ADJ	ADJ;NOM;MASC;PL
zwart	काला	zwart	काला	ADJ	ADJ;NOM;MASC;SG
halen	लाएँ	halen	ला	V;NFIN	V;SBJV;PL;FIN;ACT
halen	लाने	halen	ला	V;NFIN	V;NFIN;ACT
kaart	नक्शा	kaart	नक्शा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kaart	मानचित्र	kaart	मानचित्र	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kaart	मैप	kaart	मैप	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kaart	नक्शे	kaart	नक्शा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kaart	मानचित्र	kaart	मानचित्र	N;MASC+FEM;SG	N;NOM;MASC;SG;3
contact	संपर्क	contact	संपर्क	N;NEUT;SG	N;NOM;MASC;SG;3
contact	सम्पर्क	contact	संपर्क	N;NEUT;SG	N;NOM;MASC;SG;3
maand	महीना	maand	महीना	N;MASC+FEM;SG	N;NOM;MASC;SG;3
maand	महीने	maand	महीना	N;MASC+FEM;SG	N;NOM;MASC;SG;3
maand	माह	maand	माह	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanval	हमला	aanval	हमला	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanval	आक्रमण	aanval	आक्रमण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
aanval	उत्पीड़न	aanval	उत्पीडन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
resultaat	रिजल्ट	resultaat	रिजल्ट	N;NEUT;SG	N;NOM;MASC;SG;3
resultaat	रिजल्ट	resultaat	रिजल्ट	N;NEUT;SG	N;NOM;MASC;SG;3
verspreiding	प्रसार	verspreiding	प्रसार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verspreiding	स्प्रेड	verspreiding	स्प्रेड	N;MASC+FEM;SG	N;NOM;MASC;SG;3
teksten	गीत	tekst	गीत	N;PL	N;NOM;MASC;PL;3
instituut	इंस्टीट्यूट	instituut	इंस्टीट्यूट	N;NEUT;SG	N;NOM;MASC;SG;3
beetje	बिट	beetje	बिट	N;NEUT;SG	N;NOM;MASC;SG;3
king	राजा	kingen	राजा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
king	बादशाह	kingen	बादशाह	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gesproken	बोला	spreken	बोल	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
arts	चिकित्सक	arts	चिकित्सक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
arts	डाक्टर	arts	डाक्टर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
arts	डॉक्टर	arts	डॉक्टर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
commissie	कमीशन	commissie	कमीशन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
commissie	आयोग	commissie	आयोग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
commissie	समिति	commissie	समिति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
commissie	कमेटी	commissie	कमेटी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kruis	पार	kruis	पार	N;NEUT;SG	N;NOM;MASC;SG;3
moeilijk	कड़ा	moeilijk	कड़ा	ADJ	ADJ;NOM;MASC;SG
moeilijk	कठोर	moeilijk	कठोर	ADJ	ADJ
don	डॉन	don	डॉन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
prix	प्रिक्स	prix	प्रिक्स	N;MASC+FEM;SG	N;NOM;MASC;SG;3
jij	आप	jij	आप	PRO;NOM;2	PRO;NOM;SG;2;FORM
zware	भारी	zwaar	भारी	ADJ	ADJ;NOM
zangeres	गायक	zangeres	गायक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bank	बैंकर	bank	बैं	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bank	बैंक	bank	बैंक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bank	बैंको	bank	बैंको	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitgeverij	प्रकाशक	uitgeverij	प्रकाशक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitgeverij	प्रकाशन	uitgeverij	प्रकाशन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitgeverij	प्रकाशक	uitgeverij	प्रकाशक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
winnen	जीतना	winnen	जीत	V;NFIN	V;MASC;NFIN;ACT
naties	राष्ट्रों	naties	राष्ट्र	N;PL	N;ACC;MASC;PL;3
sterke	मजबूत	sterk	मजबूत	ADJ	ADJ
eigenaar	मालिक	eigenaar	मालिक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
royal	royal	royal	royal	N;MASC+FEM;SG	N;NOM;MASC;SG;3
geleden	पहले	geleden	पहले	ADV	ADV;NOM;MASC;SG;3
volledige	पूरा	volledig	पूरा	ADJ	ADJ;NOM;MASC;SG
oudere	पुराने	oud	पुराना	ADJ;CMPR	ADJ;MASC;PL
oudere	पुराना	oud	पुराना	ADJ;CMPR	ADJ;MASC;SG
oudere	पुरानी	oud	पुराना	ADJ;CMPR	ADJ;FEM;SG
bos	जंगल	bos	जंगल	N;NEUT;SG	N;NOM;MASC;SG;3
begraafplaats	कब्रिस्तान	begraafplaats	कब्रिस्तान	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zoeken	खोजें	zoeken	खोज	V;NFIN	V;SBJV;FIN;ACT
zoeken	ढूंढें	zoeken	ढूंढ	V;NFIN	V;SBJV;PL;FIN;ACT
bedrijven	कंपनियों	bedrijf	कंपनी	N;PL	N;ACC;FEM;PL;3
bedrijven	कंपनियाँ	bedrijf	कंपनी	N;PL	N;NOM;FEM;PL;3
bedrijven	व्यवसायों	bedrijf	व्यवसाय	N;PL	N;ACC;MASC;PL;3
beschikbaar	उपलब्ध	beschikbaar	उपलब्ध	ADJ	ADJ
lezen	पढ़ें	lezen	पढ़	V;NFIN	V;SBJV;PL;FIN;ACT
lezen	पढ़े	lezen	पढ़े	V;NFIN	V;PFV;MASC;SG;FIN;ACT
lezen	पढ़ा	lezen	पढ	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
lezen	पढ़ना	lezen	पढ़	V;NFIN	V;MASC;NFIN;ACT
lezen	पढना	lezen	पढ	V;NFIN	V;NFIN;ACT
deelnemers	प्रतिभागियों	deelnemer	प्रतिभागी	N;PL	N;ACC;FEM;PL;3
haven	पोर्ट	haven	पोर्ट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
haven	बंदरगाह	haven	बंदरगाह	N;MASC+FEM;SG	N;NOM;MASC;SG;3
behouden	बचाना	behouden	बचा	V;V.PTCP	V;MASC;NFIN;ACT
rock	रॉक	rock	रॉक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rock	चट्टान	rock	चट्टान	N;MASC+FEM;SG	N;NOM;FEM;SG;3
theater	थिएटर	theater	थिएटर	N;NEUT;SG	N;NOM;MASC;SG;3
theater	सिनेमाघर	theater	सिनेमाघर	N;NEUT;SG	N;NOM;MASC;SG;3
theater	रंगमंच	theater	रंगमंच	N;NEUT;SG	N;NOM;MASC;SG;3
theater	थिएटर	theater	थिएटर	N;NEUT;SG	N;NOM;MASC;SG;3
tijdschrift	पत्रिका	tijdschrift	पत्रिका	N;NEUT;SG	N;NOM;FEM;SG;3
tijdschrift	पत्रिका	tijdschrift	पत्रिका	N;NEUT;SG	N;NOM;FEM;SG;3
tijdschrift	जर्नल	tijdschrift	जर्नल	N;NEUT;SG	N;NOM;MASC;SG;3
mond	मुह	mond	मुह	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mond	मुंह	mond	मुँह	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mond	मुँह	mond	मुँह	N;MASC+FEM;SG	N;NOM;MASC;SG;3
planten	पौधे	plant	पौधा	N;PL	N;NOM;MASC;PL;3
materiaal	वस्तु	materiaal	वस्तु	N;NEUT;SG	N;NOM;FEM;SG;3
materiaal	पदार्थ	materiaal	पदार्थ	N;NEUT;SG	N;NOM;MASC;SG;3
materiaal	सामग्री	materiaal	सामग्री	N;NEUT;SG	N;NOM;FEM;SG;3
materiaal	पदार्थ	materiaal	पदार्थ	N;NEUT;SG	N;NOM;MASC;SG;3
materiaal	सामग्री	materiaal	सामग्री	N;NEUT;SG	N;NOM;FEM;SG;3
activiteiten	गतिविधियाँ	activiteit	गतिविधि	N;PL	N;NOM;FEM;PL;3
activiteiten	क्रियाएँ	activiteit	क्रिया	N;PL	N;NOM;FEM;PL;3
hoogleraar	प्रोफ़ेसर	hoogleraar	प्रोफ़ेसर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hoogleraar	प्रोफेसर	hoogleraar	प्रोफेसर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hoogleraar	प्राध्यापक	hoogleraar	प्राध्यापक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
steun	सहायता	steun	सहायता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
steun	समर्थन	steun	समर्थन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
steun	सहायता	steun	सहायता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
verlaten	उजाड़	verlaten	उजाड़	V;V.PTCP	V;SG;FIN;ACT
verlaten	छोड़ें	verlaten	छोड़	V;V.PTCP	V;SBJV;PL;FIN;ACT
verlaten	छोड़	verlaten	छोड	V;V.PTCP	V;ACT
negen	नौ	negen	नौ	NUM	NUM
orgel	अंग	orgel	अंग	N;NEUT;SG	N;NOM;MASC;SG;3
bisdom	diocese	bisdom	diocese	N;NEUT;SG	N;NOM;MASC;SG;3
precies	सटीक	precies	सटीक	ADJ	ADJ
bereikte	पहुंचा	bereiken	पहुंच	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
zang	गाना	zang	गाना	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zang	गायन	zang	गायन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zang	गाना	zang	गाना	N;MASC+FEM;SG	N;NOM;MASC;SG;3
genre	विधा	genre	विधा	N;NEUT;SG	N;NOM;FEM;SG;3
verbinding	कनेक्शन	verbinding	कनेक्शन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dragen	पहनें	dragen	पहन	V;NFIN	V;SBJV;PL;FIN;ACT
kritiek	आलोचना	kritiek	आलोचना	N;MASC+FEM;SG	N;NOM;FEM;SG;3
oorsprong	उद्गम	oorsprong	उद्गम	N;MASC+FEM;SG	N;NOM;MASC;SG;3
oorsprong	मूल	oorsprong	मूल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
oorsprong	उत्पत्ति	oorsprong	उत्पत्ति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
divisie	विभाग	divisie	विभाग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
divisie	विभाजन	divisie	विभाजन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
divisie	प्रभाग	divisie	प्रभाग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zwaar	भारी	zwaar	भारी	ADJ	ADJ;NOM
vrienden	दोस्तों	vriend	दोस्त	N;PL	N;ACC;MASC;PL;3
vrienden	मित्रों	vriend	मित्र	N;PL	N;ACC;MASC;PL;3
verkozen	चुनी	verkiezen	चुन	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
kijken	देखिये	kijken	देखिया	V;NFIN	V;IND;SG;3;FIN;ACT
kijken	देखना	kijken	देख	V;NFIN	V;MASC;NFIN;ACT
kijken	देखें	kijken	देख	V;NFIN	V;SBJV;PL;FIN;ACT
soldaten	सैनिकों	soldaat	सैनिक	N;PL	N;ACC;MASC;PL;3
originele	असली	origineel	असली	ADJ	ADJ;NOM
zat	बैठा	zitten	बैठ	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
internet	इंटरनेट	internet	इंटरनेट	N;NEUT;SG	N;NOM;MASC;SG;3
internet	इन्टरनेट	internet	इन्टरनेट	N;NEUT;SG	N;NOM;MASC;SG;3
internet	अंतरजाल	internet	अंतरजाल	N;NEUT;SG	N;NOM;MASC;SG;3
thema	प्रसंग	thema	प्रसंग	N;NEUT;SG	N;NOM;MASC;SG;3
rechts	सही	rechts	सही	ADJ	ADJ
politie	पुलिस	politie	पुलिस	N;MASC+FEM;SG	N;NOM;FEM;SG;3
show	शो	show	शो	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dingen	बातों	dingen	बात	N;PL	N;ACC;FEM;PL;3
dingen	चीजें	dingen	चीज	N;PL	N;NOM;FEM;PL;3
dingen	चीज़ें	dingen	चीज़	N;PL	N;NOM;FEM;PL;3
dingen	बातें	dingen	बात	N;PL	N;NOM;FEM;PL;3
dirigent	कंडक्टर	dirigent	कंडक्टर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
last	बोझ	last	बोझ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voorkeur	प्राथमिकता	voorkeur	प्राथमिकता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
voorkeur	वरीयता	voorkeur	वरीयता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
voorkeur	वरीयता	voorkeur	वरीयता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
santa	संता	santa	संता	N;SG	N;NOM;MASC;SG;3
historisch	ऐतिहासिक	historisch	ऐतिहासिक	ADJ	ADJ
historisch	ऐतिहासिक	historisch	ऐतिहासिक	ADJ	ADJ
head	दिमाग़	head	दिमाग़	N;MASC+FEM;SG	N;NOM;MASC;SG;3
head	सिर	head	सिर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
plannen	योजनाएँ	plan	योजना	N;PL	N;NOM;FEM;PL;3
slecht	खराब	slecht	खराब	ADJ	ADJ
leggen	लेटा	leggen	लेटा	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
regisseur	निर्देशक	regisseur	निर्देशक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
regisseur	निदेशक	regisseur	निदेशक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
maatschappij	सोसायटी	maatschappij	सोसायटी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
maatschappij	समाज	maatschappij	समाज	N;MASC+FEM;SG	N;NOM;MASC;SG;3
begraven	दफनाने	begraven	दफना	V;V.PTCP	V;NFIN;ACT
afhankelijk	निर्भर	afhankelijk	निर्भर	ADJ	ADJ
onbekend	अज्ञात	onbekend	अज्ञात	ADJ	ADJ
oplossing	हल	oplossing	हल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
oplossing	समाधान	oplossing	समाधान	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gewicht	भार	gewicht	भार	N;NEUT;SG	N;NOM;MASC;SG;3
gewicht	वजन	gewicht	वजन	N;NEUT;SG	N;NOM;MASC;SG;3
gewicht	वज़न	gewicht	वज़न	N;NEUT;SG	N;NOM;MASC;SG;3
collega	सहकर्मी	collega	सहकर्मी	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bereikt	पहुंचा	bereiken	पहुंच	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
bereikt	पहुँचे	bereiken	पहुँच	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
moderator	मॉडरेटर	moderator	मॉडरेटर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
star	तारे	star	तारा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
star	स्टार	star	स्टार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beschrijving	विवरण	beschrijving	विवरण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
beschrijving	वर्णन	beschrijving	वर्णन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
info	जानकारी	info	जानकारी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
info	सूचना	info	सूचना	N;MASC+FEM;SG	N;NOM;FEM;SG;3
actie	क्रिया	actie	क्रिया	N;MASC+FEM;SG	N;NOM;FEM;SG;3
actie	एक्शन	actie	एक्शन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
actie	कार्रवाई	actie	कार्रवाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
veranderd	बदला	veranderen	बदल	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
trekken	खींचे	trekken	खींचा	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
trekken	खींचें	trekken	खींच	V;NFIN	V;SBJV;PL;FIN;ACT
vriend	मित्र	vriend	मित्र	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vriend	दोस्त	vriend	दोस्त	N;MASC+FEM;SG	N;NOM;MASC;SG;3
professor	प्रोफ़ेसर	professor	प्रोफ़ेसर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
professor	प्रोफेसर	professor	प्रोफेसर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
professor	प्राध्यापक	professor	प्राध्यापक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vogel	पंछी	vogel	पंछा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vogel	पक्षी	vogel	पक्षी	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mogelijkheid	सम्भावना	mogelijkheid	सम्भावना	N;MASC+FEM;SG	N;NOM;FEM;SG;3
route	मार्ग	route	मार्ग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
route	रूट	route	रूट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lucht	आकाश	lucht	आकाश	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lucht	आसमान	lucht	आसमान	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lucht	वायु	lucht	वायु	N;MASC+FEM;SG	N;NOM;FEM;SG;3
lucht	एयर	lucht	एयर	N;MASC+FEM;SG	N;NOM;FEM;SG;3
afbeeldingen	छवियां	afbeelding	छवी	N;PL	N;NOM;FEM;PL;3
afbeeldingen	छवियाँ	afbeelding	छवी	N;PL	N;NOM;FEM;PL;3
afdeling	विभाग	afdeling	विभाग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afdeling	विभाग	afdeling	विभाग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afdeling	विभाजन	afdeling	विभाजन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afdeling	प्रभाग	afdeling	प्रभाग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afdeling	धारा	afdeling	धारा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
afdeling	खंड	afdeling	खंड	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afdeling	अनुभाग	afdeling	अनुभाग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
afdeling	खण्ड	afdeling	खण्ड	N;MASC+FEM;SG	N;NOM;MASC;SG;3
cijfers	आंकड़े	cijfer	आंकड़ा	N;PL	N;NOM;MASC;PL;3
studio	स्टूडियो	studio	स्टूडियो	N;MASC+FEM;SG	N;NOM;MASC;SG;3
proces	प्रक्रिया	proces	प्रक्रिया	N;NEUT;SG	N;NOM;FEM;SG;3
proces	प्रक्रम	proces	प्रक्रम	N;NEUT;SG	N;NOM;MASC;SG;3
proces	मुकदमा	proces	मुकदमा	N;NEUT;SG	N;NOM;MASC;SG;3
proces	ट्रायल	proces	ट्रायल	N;NEUT;SG	N;NOM;MASC;SG;3
proces	विचारण	proces	विचारण	N;NEUT;SG	N;NOM;MASC;SG;3
hart	हृदय	hart	हृदय	N;NEUT;SG	N;NOM;MASC;SG;3
hart	ह्रदय	hart	ह्रदय	N;NEUT;SG	N;NOM;MASC;SG;3
hart	दिल	hart	दिल	N;NEUT;SG	N;NOM;MASC;SG;3
studenten	छात्रों	student	छात्र	N;PL	N;ACC;MASC;PL;3
relevant	प्रासंगिक	relevant	प्रासंगिक	ADJ	ADJ
televisie	टेलीविजन	televisie	टेलीविजन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
televisie	टीवी	televisie	टीवी	N;MASC+FEM;SG	N;NOM;MASC;SG;3
televisie	दूरदर्शन	televisie	दूरदर्शन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
televisie	टेलीविज़न	televisie	टेलीविज़न	N;MASC+FEM;SG	N;NOM;MASC;SG;3
elementen	तत्वों	element	तत्व	N;PL	N;ACC;MASC;PL;3
lijnen	पंक्तियां	lijn	पंक्ति	N;PL	N;NOM;FEM;PL;3
lijnen	पंक्तियाँ	lijn	पंक्ति	N;PL	N;NOM;FEM;PL;3
lijnen	रेखाएं	lijn	रेखा	N;PL	N;NOM;FEM;PL;3
lijnen	लकीरें	lijn	लकीर	N;PL	N;NOM;FEM;PL;3
lijnen	लाइनों	lijn	लाइन	N;PL	N;ACC;FEM;PL;3
beker	ट्रॉफी	beker	ट्रॉफी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
baron	सामन्त	baron	सामन्त	N;MASC+FEM;SG	N;NOM;MASC;SG;3
landschap	परिदृश्य	landschap	परिदृश्य	N;NEUT;SG	N;NOM;MASC;SG;3
landschap	लैंडस्केप	landschap	लैंडस्केप	N;NEUT;SG	N;NOM;MASC;SG;3
voorkomt	रोकता	voorkomen	रोक	V;SG;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
zesde	छठी	zes	छठा	ADJ	ADJ;NOM;FEM;SG
zesde	छठा	zes	छठा	ADJ	ADJ;NOM;MASC;SG
zesde	छठे	zes	छठा	ADJ	ADJ;ACC;MASC;SG
afrikaanse	अफ्रीकी	afrikaans	अफ्रीकी	ADJ	ADJ
groene	हरी	groen	हरा	ADJ	ADJ;NOM;FEM;SG
brand	फायर	brand	फायर	N;MASC+FEM;SG	N;NOM;FEM;SG;3
brand	आग	brand	आग	N;MASC+FEM;SG	N;NOM;FEM;SG;3
brand	ब्रांड	brand	ब्रांड	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verantwoordelijk	उत्तरदायी	verantwoordelijk	उत्तरदायी	ADJ	ADJ
verantwoordelijk	जिम्मेदार	verantwoordelijk	जिम्मेदार	ADJ	ADJ
rechter	जज	rechter	जज	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rechter	न्यायाधीश	rechter	न्यायाधीश	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rechter	फैसला	rechter	फैसला	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rechter	न्यायधीश	rechter	न्यायधीश	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kleuren	रंगों	kleur	रंग	N;PL	N;ACC;MASC;PL;3
exemplaren	प्रतियां	exemplaar	प्रति	N;PL	N;NOM;FEM;PL;3
