kas	誰	kas	誰	PRO;NOM	PRO
notikumi	活動	notikums	活動	N;NOM;MASC;PL	N
uzņēmumi	企業	uzņēmums	企業	N;NOM;MASC;PL	N
uzņēmumi	公司	uzņēmums	公司	N;NOM;MASC;PL	N
uzņēmumi	企業	uzņēmums	企業	N;NOM;MASC;PL	N
acis	眼神	acs	眼神	N;NOM;FEM;PL	N
acis	眼睛	acs	眼睛	N;NOM;FEM;PL	N
acis	眼	acs	眼	N;NOM;FEM;PL	N
atmosfēras	氣氛	atmosfēra	氣氛	N;NOM;FEM;PL	N
atmosfēras	大氣	atmosfēra	大氣	N;NOM;FEM;PL	N
atmosfēras	大氣	atmosfēra	大氣	N;NOM;FEM;PL	N
atmosfēras	氛圍	atmosfēra	氛圍	N;NOM;FEM;PL	N
atmosfēras	大氣	atmosfēra	大氣	N;NOM;FEM;PL	N
literatūra	文獻	literatūra	文獻	N;NOM;FEM;SG	N
literatūra	文學	literatūra	文學	N;NOM;FEM;SG	N
literatūra	書目	literatūra	書目	N;NOM;FEM;SG	N
pakāpeniski	逐漸	pakāpeniski	逐漸	ADV	ADV
pakāpeniski	逐步	pakāpeniski	逐步	ADV	ADV
pakāpeniski	逐漸	pakāpeniski	逐漸	ADV	ADV
flotes	艦隊	flote	艦隊	N;NOM;FEM;PL	N
flotes	船隊	flote	船隊	N;NOM;FEM;PL	N
flotes	車隊	flote	車隊	N;NOM;FEM;PL	N
flotes	船隊	flote	船隊	N;NOM;FEM;PL	N
četriem	四	četri	四	NUM;DAT;MASC;PL	NUM
četriem	四	četri	四	NUM;DAT;MASC;PL	NUM
četriem	四	četri	四	NUM;DAT;MASC;PL	NUM
augi	植物	augs	植物	N;NOM;MASC;PL	N
augi	藥草	augs	藥草	N;NOM;MASC;PL	N
augi	草藥	augs	草藥	N;NOM;MASC;PL	N
apvienības	社團	apvienība	社團	N;NOM;FEM;PL	N
apvienības	聯盟	apvienība	聯盟	N;NOM;FEM;PL	N
apvienības	同盟	apvienība	同盟	N;NOM;FEM;PL	N
pakāpes	等級	pakāpe	等級	N;NOM;FEM;PL	N
pakāpes	年級	pakāpe	年級	N;NOM;FEM;PL	N
pakāpes	等級	pakāpe	等級	N;NOM;FEM;PL	N
pakāpes	成績	pakāpe	成績	N;NOM;FEM;PL	N
uzvārds	姓	uzvārds	姓	N;NOM;MASC;SG	N
uzvārds	姓氏	uzvārds	姓氏	N;NOM;MASC;SG	N
rūpnīca	廠	rūpnīca	廠	N;NOM;FEM;SG	N
rūpnīca	植物	rūpnīca	植物	N;NOM;FEM;SG	N
rūpnīca	工廠	rūpnīca	工廠	N;NOM;FEM;SG	N
rūpnīca	廠	rūpnīca	廠	N;NOM;FEM;SG	N
rūpnīca	工廠	rūpnīca	工廠	N;NOM;FEM;SG	N
mācības	培訓	mācība	培訓	N;NOM;FEM;PL	N
politikas	政策	politika	政策	N;NOM;FEM;PL	N
politikas	政策	politika	政策	N;NOM;FEM;PL	N
putns	鳥	putns	鳥	N;NOM;MASC;SG	N
skolotājs	老師	skolotājs	老師	N;NOM;MASC;SG	N
skolotājs	教師	skolotājs	教師	N;NOM;MASC;SG	N
purvs	沼澤	purvs	沼澤	N;NOM;MASC;SG	N
purvs	沼澤	purvs	沼澤	N;NOM;MASC;SG	N
purvs	沼澤	purvs	沼澤	N;NOM;MASC;SG	N
pietekas	支流	pieteka	支流	N;NOM;FEM;PL	N
laukumā	平方	laukums	平方	N;ESS;MASC;SG	N
laukumā	方塊	laukums	方塊	N;ESS;MASC;SG	N
laukumā	方形	laukums	方形	N;ESS;MASC;SG	N
laukumā	廣場	laukums	廣場	N;ESS;MASC;SG	N
ražošana	產量	ražošana	產量	N;NOM;FEM;SG	N
pussalas	半島	pussala	半島	N;NOM;FEM;PL	N
idejas	想法	ideja	想法	N;NOM;FEM;PL	N
priekšsēdētāja	總統	priekšsēdētājs	總統	N;NOM;MASC;SG	N
priekšsēdētāja	主席	priekšsēdētājs	主席	N;NOM;MASC;SG	N
priekšsēdētāja	主席	priekšsēdētājs	主席	N;NOM;MASC;SG	N
tūkstošiem	數千	tūkstoši	數千	NUM;DAT;MASC;PL	NUM
profesija	職業	profesija	職業	N;NOM;FEM;SG	N
profesija	專業	profesija	專業	N;NOM;FEM;SG	N
profesija	職業	profesija	職業	N;NOM;FEM;SG	N
barību	動態	barība	動態	N;ACC;FEM;SG	N
barību	飼料	barība	飼料	N;ACC;FEM;SG	N
tramvaju	電車	tramvajs	電車	N;ACC;MASC;SG	N
tramvaju	電車	tramvajs	電車	N;ACC;MASC;SG	N
spēkā	武力	spēks	武力	N;ESS;MASC;SG	N
priekšnieks	首席	priekšnieks	首席	N;NOM;MASC;SG	N
priekšnieks	科長	priekšnieks	科長	N;NOM;MASC;SG	N
priekšnieks	老大	priekšnieks	老大	N;NOM;MASC;SG	N
priekšnieks	老闆	priekšnieks	老闆	N;NOM;MASC;SG	N
pozīcijas	職位	pozīcija	職位	N;NOM;FEM;PL	N
pozīcijas	標題	pozīcija	標題	N;NOM;FEM;PL	N
grupām	群組	grupa	群組	N;DAT;FEM;PL	N
grupām	團體	grupa	團體	N;DAT;FEM;PL	N
savienojumi	人脈	savienojums	人脈	N;NOM;MASC;PL	N
instrumenti	儀器	instruments	儀器	N;NOM;MASC;PL	N
instrumenti	樂器	instruments	樂器	N;NOM;MASC;PL	N
instrumenti	文書	instruments	文書	N;NOM;MASC;PL	N
instrumenti	工具	instruments	工具	N;NOM;MASC;PL	N
instrumenti	儀器	instruments	儀器	N;NOM;MASC;PL	N
instrumenti	儀表	instruments	儀表	N;NOM;MASC;PL	N
sievas	妻子	sieva	妻子	N;NOM;FEM;PL	N
federācija	聯邦	federācija	聯邦	N;NOM;FEM;SG	N
spēka	力氣	spēks	力氣	N;GEN;MASC;SG	N
spēka	強度	spēks	強度	N;GEN;MASC;SG	N
spēka	實力	spēks	實力	N;GEN;MASC;SG	N
spēka	力量	spēks	力量	N;GEN;MASC;SG	N
spēka	體力	spēks	體力	N;GEN;MASC;SG	N
spēka	武力	spēks	武力	N;GEN;MASC;SG	N
cenšas	嘗試	censties	嘗試	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
zvaigznes	星星	zvaigzne	星星	N;NOM;FEM;PL	N
zvaigznes	明星	zvaigzne	明星	N;NOM;FEM;PL	N
zvaigznes	星空	zvaigzne	星空	N;NOM;FEM;PL	N
zvaigznes	星	zvaigzne	星	N;NOM;FEM;PL	N
zvaigznes	恆星	zvaigzne	恆星	N;NOM;FEM;PL	N
vēsturnieks	歷史	vēsturnieks	歷史	N;NOM;MASC;SG	N
meistars	主人	meistars	主人	N;NOM;MASC;SG	N
meistars	大師	meistars	大師	N;NOM;MASC;SG	N
meistars	師父	meistars	師父	N;NOM;MASC;SG	N
meistars	師傅	meistars	師傅	N;NOM;MASC;SG	N
deputāti	成員	deputāts	成員	N;NOM;MASC;PL	N
termins	任期	termins	任期	N;NOM;MASC;SG	N
termins	術語	termins	術語	N;NOM;MASC;SG	N
termins	學期	termins	學期	N;NOM;MASC;SG	N
nesējs	航空	nesējs	航空	N;NOM;MASC;SG	N
nesējs	載體	nesējs	載體	N;NOM;MASC;SG	N
objekts	天體	objekts	天體	N;NOM;MASC;SG	N
objekts	物件	objekts	物件	N;NOM;MASC;SG	N
objekts	主題	objekts	主題	N;NOM;MASC;SG	N
lika	訂購	likt	訂購	V;FH;IND;3;POS;PST;FIN;ACT	V
uzņēmējs	商人	uzņēmējs	商人	N;NOM;MASC;SG	N
spēks	力氣	spēks	力氣	N;NOM;MASC;SG	N
spēks	強度	spēks	強度	N;NOM;MASC;SG	N
spēks	實力	spēks	實力	N;NOM;MASC;SG	N
spēks	力量	spēks	力量	N;NOM;MASC;SG	N
spēks	體力	spēks	體力	N;NOM;MASC;SG	N
spēks	武力	spēks	武力	N;NOM;MASC;SG	N
normas	規範	norma	規範	N;NOM;FEM;PL	N
aparāts	儀器	aparāt	儀器	N;NOM;MASC;SG	N
aparāts	器械	aparāt	器械	N;NOM;MASC;SG	N
ierindojās	排名	ierindoties	排名	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V
saraksti	名單	saraksts	名單	N;NOM;MASC;PL	N
lidojums	班機	lidojums	班機	N;NOM;MASC;SG	N
laikraksta	報紙	laikraksts	報紙	N;GEN;MASC;SG	N
laikraksta	報	laikraksts	報	N;GEN;MASC;SG	N
laikraksta	報章	laikraksts	報章	N;GEN;MASC;SG	N
uzvara	勝利	uzvara	勝利	N;NOM;FEM;SG	N
ieroču	軍	ierocis	軍	N;ACC;MASC;SG	N
atjaunošanas	整修	atjaunošana	整修	N;NOM;FEM;SG	N
atjaunošanas	翻新	atjaunošana	翻新	N;NOM;FEM;SG	N
atjaunošanas	裝修	atjaunošana	裝修	N;NOM;FEM;SG	N
soda	罰	sods	罰	N;GEN;MASC;SG	N
soda	懲罰	sods	懲罰	N;GEN;MASC;SG	N
soda	處罰	sods	處罰	N;GEN;MASC;SG	N
soda	刑罰	sods	刑罰	N;GEN;MASC;SG	N
soda	汽水	sods	汽水	N;GEN;MASC;SG	N
virzieni	方向	virziens	方向	N;NOM;MASC;PL	N
lietas	事情	lieta	事情	N;NOM;FEM;PL	N
lietas	案例	lieta	案例	N;NOM;FEM;PL	N
teorija	理論	teorija	理論	N;NOM;FEM;SG	N
teorija	論	teorija	論	N;NOM;FEM;SG	N
ostas	埠	osta	埠	N;NOM;FEM;PL	N
ostas	港口	osta	港口	N;NOM;FEM;PL	N
ostas	港口	osta	港口	N;NOM;FEM;PL	N
banka	銀行	banka	銀行	N;NOM;FEM;SG	N
iekļauti	包括	iekļaut	包括	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
valdnieks	尺子	valdnieks	尺子	N;NOM;MASC;SG	N
misijas	任務	misija	任務	N;NOM;FEM;PL	N
artilērijas	大炮	artilērija	大炮	N;NOM;FEM;PL	N
artilērijas	火炮	artilērija	火炮	N;NOM;FEM;PL	N
artilērijas	炮兵	artilērija	炮兵	N;NOM;FEM;PL	N
ministra	大臣	ministrs	大臣	N;GEN;MASC;SG	N
ministra	部長	ministrs	部長	N;GEN;MASC;SG	N
tūrisma	遊客	tūrisms	遊客	N;GEN;MASC;SG	N
tūrisma	旅遊	tūrisms	旅遊	N;GEN;MASC;SG	N
augšējā	最高	augšēja	最高	ADJ;NOM;FEM;SG	ADJ
parkā	樸	parks	樸	N;ESS;MASC;SG	N
parkā	公園	parks	公園	N;ESS;MASC;SG	N
kanāls	運河	kanāls	運河	N;NOM;MASC;SG	N
kanāls	頻道	kanāls	頻道	N;NOM;MASC;SG	N
kanāls	海峽	kanāls	海峽	N;NOM;MASC;SG	N
kanāls	通道	kanāls	通道	N;NOM;MASC;SG	N
progress	進步	progress	進步	N;NOM;MASC;SG	N
progress	進度	progress	進度	N;NOM;MASC;SG	N
tev	你	tu	你	PRO;DAT;SG;2	PRO;2
seko	跟	sekot	跟	V;FH;IND;3;POS;PRS;FIN;ACT	V
bibliotēkas	圖書	bibliotēka	圖書	N;NOM;FEM;PL	N
bibliotēkas	圖書	bibliotēka	圖書	N;NOM;FEM;PL	N
šosejas	公路	šoseja	公路	N;NOM;FEM;PL	N
iekšlietu	內政	iekšlietas	內政	N;GEN;FEM	N
iekšlietu	內部	iekšlietas	內部	N;GEN;FEM	N
iekšlietu	內地	iekšlietas	內地	N;GEN;FEM	N
oglekļa	碳	ogleklis	碳	N;NOM;MASC;SG	N
oglekļa	炭	ogleklis	炭	N;NOM;MASC;SG	N
māksla	藝術	māksla	藝術	N;NOM;FEM;SG	N
māksla	美術	māksla	美術	N;NOM;FEM;SG	N
māksla	藝術	māksla	藝術	N;NOM;FEM;SG	N
māksla	藝術	māksla	藝術	N;NOM;FEM;SG	N
teorijas	理論	teorija	理論	N;NOM;FEM;PL	N
dzejas	經文	dzeja	經文	N;NOM;FEM;PL	N
dzejas	詩句	dzeja	詩句	N;NOM;FEM;PL	N
dzejas	詩	dzeja	詩	N;NOM;FEM;PL	N
dzejas	詩歌	dzeja	詩歌	N;NOM;FEM;PL	N
noteikt	修復	noteikt	修復	V;POS;NFIN	V
noteikt	修	noteikt	修	V;POS;NFIN	V
galvu	頭	galva	頭	N;ACC;FEM;SG	N
galvu	頭部	galva	頭部	N;ACC;FEM;SG	N
savvaļā	狂	savvaļa	狂	N;ESS;FEM;SG	N
savvaļā	野性	savvaļa	野性	N;ESS;FEM;SG	N
savvaļā	野生	savvaļa	野生	N;ESS;FEM;SG	N
apkopoti	編譯	apkopot	編譯	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
akadēmijā	學院	akadēmija	學院	N;ESS;FEM;SG	N
līcis	海灣	līcis	海灣	N;NOM;MASC;SG	N
līcis	灣	līcis	灣	N;NOM;MASC;SG	N
līcis	海灣	līcis	海灣	N;NOM;MASC;SG	N
locekļi	成員	loceklis	成員	N;NOM;MASC;PL	N
okeānā	大洋	okeāns	大洋	N;ESS;MASC;SG	N
okeānā	洋	okeāns	洋	N;ESS;MASC;SG	N
okeānā	海洋	okeāns	海洋	N;ESS;MASC;SG	N
okeānā	海	okeāns	海	N;ESS;MASC;SG	N
aste	尾巴	aste	尾巴	N;NOM;FEM;SG	N
aste	尾	aste	尾	N;NOM;FEM;SG	N
zemēm	土地	zeme	土地	N;DAT;FEM;PL	N
dibināšanas	編隊	dibināšana	編隊	N;NOM;FEM;PL	N
lauka	欄位	lauks	欄位	N;GEN;MASC;SG	N
attīstās	演化	attīstīties	演化	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
vecā	舊	veca	舊	ADJ;NOM;FEM;SG	ADJ
sasniegumi	成績	sasniegums	成績	N;NOM;MASC;PL	N
pilots	飛行	pilots	飛行	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pilots	駕駛	pilots	駕駛	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
dienvidaustrumu	東南	dienvidaustrumi	東南	N;ACC;MASC	N
zivis	魚類	zivs	魚類	N;NOM;FEM;PL	N
zivis	魚	zivs	魚	N;NOM;FEM;PL	N
zivis	魚兒	zivs	魚兒	N;NOM;FEM;PL	N
novērot	觀察	novērot	觀察	V;POS;NFIN	V
šķirnes	品種	šķirne	品種	N;NOM;FEM;PL	N
šķirnes	品種	šķirne	品種	N;NOM;FEM;PL	N
uzbrukumu	襲擊	uzbrukums	襲擊	N;ACC;MASC;SG	N
stāsts	動態	stāsts	動態	N;NOM;MASC;SG	N
stāsts	故事	stāsts	故事	N;NOM;MASC;SG	N
bāze	基地	bāze	基地	N;NOM;FEM;SG	N
bāze	基礎	bāze	基礎	N;NOM;FEM;SG	N
bāze	基數	bāze	基數	N;NOM;FEM;SG	N
bāze	基礎	bāze	基礎	N;NOM;FEM;SG	N
žurnāls	雜誌	žurnāls	雜誌	N;NOM;MASC;SG	N
pabeigta	完成	pabeigt	完成	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
pabeigta	完成	pabeigt	完成	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
plāna	計畫	plāns	計畫	N;NOM;FEM;SG	N
cīņa	戰	cīņa	戰	N;NOM;FEM;SG	N
cīņa	戰役	cīņa	戰役	N;NOM;FEM;SG	N
cīņa	戰鬥	cīņa	戰鬥	N;NOM;FEM;SG	N
cīņa	鬥爭	cīņa	鬥爭	N;NOM;FEM;SG	N
cīņa	奮鬥	cīņa	奮鬥	N;NOM;FEM;SG	N
cīņa	格鬥	cīņa	格鬥	N;NOM;FEM;SG	N
cīņa	打架	cīņa	打架	N;NOM;FEM;SG	N
cīņa	戰鬥	cīņa	戰鬥	N;NOM;FEM;SG	N
cīņa	打架	cīņa	打架	N;NOM;FEM;SG	N
cīņa	戰鬥	cīņa	戰鬥	N;NOM;FEM;SG	N
apvienība	協會	apvienība	協會	N;NOM;FEM;SG	N
kapi	墳	kaps	墳	N;NOM;MASC;PL	N
kapi	墓穴	kaps	墓穴	N;NOM;MASC;PL	N
kapi	墓園	kaps	墓園	N;NOM;MASC;PL	N
kapi	墓地	kaps	墓地	N;NOM;MASC;PL	N
kapi	公墓	kaps	公墓	N;NOM;MASC;PL	N
izmantošana	用法	izmantošana	用法	N;NOM;FEM;SG	N
izmantošana	用量	izmantošana	用量	N;NOM;FEM;SG	N
sports	體育	sports	體育	N;NOM;MASC;SG	N
sports	運動	sports	運動	N;NOM;MASC;SG	N
sports	體育	sports	體育	N;NOM;MASC;SG	N
sports	運動	sports	運動	N;NOM;MASC;SG	N
ziemeļaustrumu	東北	ziemeļaustrumi	東北	N;GEN;MASC	N
bēgļu	難民	bēglis	難民	N;GEN;MASC;PL	N
konference	會議	konference	會議	N;NOM;FEM;SG	N
zālē	廳	zāle	廳	N;ESS;FEM;SG	N
zālē	大廳	zāle	大廳	N;ESS;FEM;SG	N
filozofijas	哲學	filozofija	哲學	N;NOM;FEM;PL	N
filozofijas	理念	filozofija	理念	N;NOM;FEM;PL	N
karaliene	女王	karaliene	女王	N;NOM;FEM;SG	N
karaliene	皇后	karaliene	皇后	N;NOM;FEM;SG	N
karaliene	王后	karaliene	王后	N;NOM;FEM;SG	N
sekretārs	秘書	sekretārs	秘書	N;NOM;MASC;SG	N
sešas	六	sešas	六	NUM;NOM;FEM;PL	NUM
sešas	六	sešas	六	NUM;NOM;FEM;PL	NUM
apzīmējums	任期	apzīmējums	任期	N;NOM;MASC;SG	N
apzīmējums	術語	apzīmējums	術語	N;NOM;MASC;SG	N
apzīmējums	學期	apzīmējums	學期	N;NOM;MASC;SG	N
kalna	山	kalns	山	N;GEN;MASC;SG	N
dienās	日子	diena	日子	N;ESS;FEM;PL	N
dienās	天數	diena	天數	N;ESS;FEM;PL	N
ķīniešu	中文	ķīnietis	中文	N;GEN;MASC;PL	N
saņem	接收	saņemt	接收	V;FH;IND;3;POS;PRS;FIN;ACT	V
arēna	舞台	arēna	舞台	N;NOM;FEM;SG	N
arēna	體育	arēna	體育	N;NOM;FEM;SG	N
kari	戰爭	karš	戰爭	N;NOM;MASC;PL	N
attīstījās	進化	attīstīties	進化	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V
tehnoloģijas	技術	tehnoloģija	技術	N;NOM;FEM;PL	N
tehnoloģijas	技術	tehnoloģija	技術	N;NOM;FEM;PL	N
tehnoloģijas	科技	tehnoloģija	科技	N;NOM;FEM;PL	N
problēmu	問題	problēma	問題	N;ACC;FEM;SG	N
viņai	她	viņa	她	PRO;DAT;FEM;SG;3	PRO;3
attēli	影像	attēls	影像	N;NOM;MASC;PL	N
attēli	圖片	attēls	圖片	N;NOM;MASC;PL	N
attēli	圖片	attēls	圖片	N;NOM;MASC;PL	N
attēli	像片	attēls	像片	N;NOM;MASC;PL	N
attēli	圖畫	attēls	圖畫	N;NOM;MASC;PL	N
attēli	照片	attēls	照片	N;NOM;MASC;PL	N
attēli	像片	attēls	像片	N;NOM;MASC;PL	N
attēli	照片	attēls	照片	N;NOM;MASC;PL	N
treneri	教練	treneris	教練	N;ACC;MASC;SG	N
elements	元素	elements	元素	N;NOM;MASC;SG	N
elements	元件	elements	元件	N;NOM;MASC;SG	N
elements	要件	elements	要件	N;NOM;MASC;SG	N
pieci	五	pieci	五	NUM;NOM;MASC;PL	NUM
pieci	五	pieci	五	NUM;NOM;MASC;PL	NUM
sienas	壁	siena	壁	N;NOM;FEM;SG	N
sienas	牆壁	siena	牆壁	N;NOM;FEM;SG	N
sienas	圍牆	siena	圍牆	N;NOM;FEM;SG	N
sienas	牆	siena	牆	N;NOM;FEM;SG	N
sienas	牆壁	siena	牆壁	N;NOM;FEM;SG	N
sienas	城牆	siena	城牆	N;NOM;FEM;SG	N
sienas	牆	siena	牆	N;NOM;FEM;SG	N
stāvoklī	孕婦	stāvoklis	孕婦	N;ESS;MASC;SG	N
gadsimts	世紀	gadsimts	世紀	N;NOM;MASC;SG	N
kultūra	文化	kultūra	文化	N;NOM;FEM;SG	N
kultūra	農作	kultūra	農作	N;NOM;FEM;SG	N
kultūra	作物	kultūra	作物	N;NOM;FEM;SG	N
tituls	標題	tituls	標題	N;NOM;MASC;SG	N
celtniecība	施工	celtniecība	施工	N;NOM;FEM;SG	N
celtniecība	建築	celtniecība	建築	N;NOM;FEM;SG	N
kalnos	山	kalns	山	N;ESS;MASC;PL	N
kalnos	山脈	kalns	山脈	N;ESS;MASC;PL	N
kalnos	山區	kalns	山區	N;ESS;MASC;PL	N
glezna	畫	glezna	畫	N;NOM;FEM;SG	N
glezna	油畫	glezna	油畫	N;NOM;FEM;SG	N
glezna	繪畫	glezna	繪畫	N;NOM;FEM;SG	N
nelielas	輕微	neliela	輕微	ADJ;NOM;FEM;PL	ADJ
koris	合唱	koris	合唱	N;NOM;MASC;SG	N
radīt	創建	radīt	創建	V;POS;NFIN	V
birojs	主席	birojs	主席	N;NOM;MASC;SG	N
vērtības	價值	vērtība	價值	N;NOM;FEM;PL	N
vērtības	價值	vērtība	價值	N;NOM;FEM;PL	N
vērtības	數值	vērtība	數值	N;NOM;FEM;PL	N
vērtības	值	vērtība	值	N;NOM;FEM;PL	N
augstumā	海拔	augstums	海拔	N;ESS;MASC;SG	N
augstumā	高度	augstums	高度	N;ESS;MASC;SG	N
rakstīt	撰寫	rakstīt	撰寫	V;POS;NFIN	V
rakstīt	寫	rakstīt	寫	V;POS;NFIN	V
rakstīt	寫信	rakstīt	寫信	V;POS;NFIN	V
rakstīt	寫入	rakstīt	寫入	V;POS;NFIN	V
karavīri	士兵	karavīrs	士兵	N;NOM;MASC;PL	N
smilšu	沙子	smilts	沙子	N;GEN;FEM;PL	N
smilšu	砂	smilts	砂	N;GEN;FEM;PL	N
lidmašīnas	飛機	lidmašīna	飛機	N;NOM;FEM;PL	N
prēmija	溢價	prēmija	溢價	N;NOM;FEM;SG	N
prēmija	保費	prēmija	保費	N;NOM;FEM;SG	N
prēmija	保險	prēmija	保險	N;NOM;FEM;SG	N
roka	手臂	roka	手臂	N;NOM;FEM;SG	N
roka	臂	roka	臂	N;NOM;FEM;SG	N
roka	胳膊	roka	胳膊	N;NOM;FEM;SG	N
roka	手	roka	手	N;NOM;FEM;SG	N
rinda	佇列	rinda	佇列	N;NOM;FEM;SG	N
rinda	划	rinda	划	N;NOM;FEM;SG	N
rinda	排	rinda	排	N;NOM;FEM;SG	N
zīme	簽名	zīme	簽名	N;NOM;FEM;SG	N
zīme	標記	zīme	標記	N;NOM;FEM;SG	N
alus	啤酒	ali	啤酒	N;NOM;MASC;SG	N
zinātnieks	科學	zinātnieks	科學	N;NOM;MASC;SG	N
gaisā	空中	gaiss	空中	N;ESS;MASC;SG	N
gaisā	空降	gaiss	空降	N;ESS;MASC;SG	N
ezeri	湖泊	ezers	湖泊	N;NOM;MASC;PL	N
krājums	股票	krājums	股票	N;NOM;MASC;SG	N
krājums	存貨	krājums	存貨	N;NOM;MASC;SG	N
krājums	庫存	krājums	庫存	N;NOM;MASC;SG	N
redaktors	編輯	redaktors	編輯	N;NOM;MASC;SG	N
matemātikas	數學	matemātika	數學	N;NOM;FEM;PL	N
metode	方法	metode	方法	N;NOM;FEM;SG	N
metode	辦法	metode	辦法	N;NOM;FEM;SG	N
metode	方式	metode	方式	N;NOM;FEM;SG	N
nodrošināt	確保	nodrošināt	確保	V;POS;NFIN	V
izdevums	版	izdevums	版	N;NOM;MASC;SG	N
autori	作者	autors	作者	N;NOM;MASC;PL	N
iesaistījās	訂婚	iesaistīties	訂婚	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V
lielāki	更大	liels	更大	ADJ;NOM;CMPR;MASC;PL	ADJ
runāt	聊	runāt	聊	V;POS;NFIN	V
popularitāti	人氣	popularitāte	人氣	N;ACC;FEM;SG	N
palīgs	助手	palīgs	助手	N;NOM;MASC;SG	N
palīgs	助理	palīgs	助理	N;NOM;MASC;SG	N
roku	手	roka	手	N;ACC;FEM;SG	N
sarunas	對話	saruna	對話	N;NOM;FEM;PL	N
sarunas	會談	saruna	會談	N;NOM;FEM;PL	N
sarunas	對話	saruna	對話	N;NOM;FEM;PL	N
gala	決賽	gals	決賽	N;NOM;MASC;SG	N
līderi	領袖	līderis	領袖	N;ACC;MASC;SG	N
kājām	英尺	kāja	英尺	N;DAT;FEM;PL	N
kājām	腳	kāja	腳	N;DAT;FEM;PL	N
orbītas	軌道	orbīta	軌道	N;NOM;FEM;PL	N
uzdevumu	任務	uzdevums	任務	N;ACC;MASC;SG	N
akadēmija	學院	akadēmija	學院	N;NOM;FEM;SG	N
suns	犬	suns	犬	N;NOM;MASC;SG	N
suns	狗	suns	狗	N;NOM;MASC;SG	N
sabiedrība	社會	sabiedrība	社會	N;NOM;FEM;SG	N
sabiedrība	公司	sabiedrība	公司	N;NOM;FEM;SG	N
fonda	基金	fonds	基金	N;GEN;MASC;SG	N
dienvidrietumu	西南	dienvidrietums	西南	N;ACC;MASC;SG	N
doma	思想	doma	思想	N;NOM;FEM;SG	N
dzimuši	生	dzimt	生	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
dzimuši	誕生	dzimt	誕生	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
dzimuši	出生	dzimt	出生	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
dome	穹	dome	穹	N;NOM;FEM;SG	N
dome	圓頂	dome	圓頂	N;NOM;FEM;SG	N
lielākas	更大	liela	更大	ADJ;NOM;CMPR;FEM;PL	ADJ
zāles	藥品	zāle	藥品	N;NOM;FEM;PL	N
zāles	藥物	zāle	藥物	N;NOM;FEM;PL	N
zāles	醫學	zāle	醫學	N;NOM;FEM;PL	N
zāles	藥	zāle	藥	N;NOM;FEM;PL	N
zāles	醫藥	zāle	醫藥	N;NOM;FEM;PL	N
zāles	藥品	zāle	藥品	N;NOM;FEM;PL	N
zāles	醫藥	zāle	醫藥	N;NOM;FEM;PL	N
osta	埠	osta	埠	N;NOM;FEM;SG	N
osta	港口	osta	港口	N;NOM;FEM;SG	N
stāvoklis	情況	stāvoklis	情況	N;NOM;MASC;SG	N
stāvoklis	條件	stāvoklis	條件	N;NOM;MASC;SG	N
stāvoklis	狀況	stāvoklis	狀況	N;NOM;MASC;SG	N
atgriežas	返回	atgriezties	返回	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
torņa	塔	torņa	塔	N;GEN;MASC;SG	N
torņa	塔台	torņa	塔台	N;GEN;MASC;SG	N
meži	樹林	mežs	樹林	N;NOM;MASC;PL	N
meži	森林	mežs	森林	N;NOM;MASC;PL	N
meži	森林	mežs	森林	N;NOM;MASC;PL	N
datoru	電腦	dators	電腦	N;ACC;MASC;SG	N
fotogrāfijas	照片	fotogrāfija	照片	N;NOM;FEM;PL	N
fotogrāfijas	像片	fotogrāfija	像片	N;NOM;FEM;PL	N
fotogrāfijas	像片	fotogrāfija	像片	N;NOM;FEM;PL	N
fotogrāfijas	照片	fotogrāfija	照片	N;NOM;FEM;PL	N
uzskaitījums	名單	uzskaitījums	名單	N;NOM;MASC;SG	N
uzskaitījums	清單	uzskaitījums	清單	N;NOM;MASC;SG	N
vērtība	價值	vērtība	價值	N;NOM;FEM;SG	N
vērtība	數值	vērtība	數值	N;NOM;FEM;SG	N
vērtība	值	vērtība	值	N;NOM;FEM;SG	N
uguns	消防	uguns	消防	N;NOM;FEM;SG	N
uguns	火	uguns	火	N;NOM;FEM;SG	N
uguns	火災	uguns	火災	N;NOM;FEM;SG	N
telpās	室內	telpa	室內	N;ESS;FEM;PL	N
telpās	室內	telpa	室內	N;ESS;FEM;PL	N
uzbrukums	襲擊	uzbrukums	襲擊	N;NOM;MASC;SG	N
svētais	神聖	svēts	神聖	ADJ;NOM;MASC;SG	ADJ
zīmes	跡象	zīme	跡象	N;NOM;FEM;PL	N
