przez	بشمول	przez	بشمول	ADP	ADP
tryb	انداز	tryb	انداز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tryb	طور	tryb	طور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tryb	شان	tryb	شان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tryb	انداز	tryb	انداز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wiadomość	مہم	wiadomość	مہم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wiadomość	پیغام	wiadomość	پیغام	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wiadomość	ارشاد	wiadomość	ارشاد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wiadomość	مقصد	wiadomość	مقصد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kąt	کونا	kąt	کونا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kąt	کونا	kąt	کونا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kąt	زاویہ	kąt	زاویہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zbiornik	منبع	zbiornik	منبع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bóg	معبود	bóg	معبود	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tłumaczenie	تقریر	tłumaczenie	تقریر	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
dworzec	مرتبہ	dworzec	مرتبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zmienić	بدلنا	zmienić	بدل	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
widok	نظر	widok	نظر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dysk	ٹکیا	dysk	ٹکیا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
force	قدرت.	forka	قدرت.		
force	قدرت.	forka	قدرت.		
magazyn	کیمرے	magazyn	کیمرا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
little	قدرے	littl	قدرے		
little	قدرے	littl	قدرے		
widoczne	واضح	widoczny	واضح	ADJ;NOM;NEUT;SG	ADJ
widoczne	ظاہری	widoczny	ظاہری	ADJ;NOM;NEUT;SG	ADJ
zjazd	ریت	zjazd	ریت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
muzyczne	غنائی	muzyczny	غنا	ADJ;NOM;NEUT;SG	ADJ
serwis	بجلی	serwis	بجلی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
serwis	دعا	serwis	دعا	N;NOM;MASC;SG	N;NOM;FEM;SG;3
serwis	گیس	serwis	گیس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
serwis	خدمت	serwis	خدمت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
żyje	چوکنا.	żyć	چوکنا.	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;FIN;ACT
karta	گولی	karta	گولی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
karta	منصوبہ	karta	منصوبہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
średnio	عامل.	średnio	عامل.		
średnio	عامل.	średnio	عامل.		
rzeczywiście	یقیناً	rzeczywiście	یقیناً	ADV	ADV
operacja	عمل	operacja	عمل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wygląd	ظہور	wygląd	ظہور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odpowiedź	جواب	odpowiedź	جواب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
historyczny	تاریخی	historyczny	تاریخی	ADJ;NOM;MASC;SG	ADJ
will	چاہنا	will	چاہ	V;PFV;IND;SG;2;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
state	وقار.	staty	وقار.		
state	وقار.	staty	وقار.		
wystawa	وظیفہ	wystawa	وظیفہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kurs	رویہ	kurs	رویہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kurs	روش	kurs	روش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szkolenia	تربیت	szkolić	تربیت	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
szkolenia	مشق	szkolić	مشق	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
ranking	قسم	ranking	قسم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ranking	سرزنش	ranking	سرزنش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
utworzenie	ایجاد	utworzenie	ایجاد	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
utworzenie	ایجاد	utworzenie	ایجاد	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
utworzenie	تخلیق	utworzenie	تخلیق	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
kolejna	مماثل	kolejny	مماثل	ADJ;NOM;FEM;SG	ADJ
kolejna	دوسرا	kolejny	دوسرا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
kolejna	مختلف	kolejny	مختلف	ADJ;NOM;FEM;SG	ADJ
drewna	بن.	drewna	بن.		
specjalnie	خصوصاً	specjalnie	خصوصاً	ADV	ADV
zakończenie	تکمیل	zakończyć	تکمیل	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zakończenie	خاتمہ	zakończyć	خاتمہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zakończenie	اختتام.	zakończyć	اختتام.	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zakończenie	انجام	zakończyć	انجام	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
band	جتھا	band	جتھا		
ogólne	رائج	ogólny	رائج	ADJ;NOM;NEUT;SG	ADJ
ogólne	مقامی	ogólny	مقامی	ADJ;NOM;NEUT;SG	ADJ
ogólne	اعلیٰ	ogólny	اعلیٰ	ADJ;NOM;NEUT;SG	ADJ
ogólne	کافی	ogólny	کافی	ADJ;NOM;NEUT;SG	ADJ
ogólne	غیرمتخصص	ogólny	غیرمتخصص	ADJ;NOM;NEUT;SG	ADJ
ogólne	رائج	ogólny	رائج	ADJ;NOM;NEUT;SG	ADJ
ogólne	عام	ogólny	عام	ADJ;NOM;NEUT;SG	ADJ
ogólne	مقامی	ogólny	مقامی	ADJ;NOM;NEUT;SG	ADJ
ogólne	اعلیٰ	ogólny	اعلیٰ	ADJ;NOM;NEUT;SG	ADJ
ogólne	کافی	ogólny	کافی	ADJ;NOM;NEUT;SG	ADJ
ogólne	غیرمتخصص	ogólny	غیرمتخصص	ADJ;NOM;NEUT;SG	ADJ
pokój	اوطاق	pokój	اوطاق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pokój	اوطاق	pokój	اوطاق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pokój	سمائی	pokój	سمائی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
baza	نیچ	baza	نیچ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
baza	مادّہ	baza	مادّہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
baza	نیچ	baza	نیچ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
baza	مادّہ	baza	مادّہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zatoki	غرانا.	zatok	غرانا.		
zatoki	کھاڑی	zatok	کھاڑی		
zatoki	غرانا.	zatok	غرانا.		
otwarty	عام	otworzyć	عام	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
otwarty	عام	otworzyć	عام	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
umowy	(	umowa	(		
pytania	حالات	pytanie	حالات	N;NOM;NEUT;PL	N;NOM;MASC;PL;3
den	کھوہ-	den	کھوہ-		
noc	رات	noc	رات	N;NOM;FEM;SG	N;NOM;FEM;SG;3
fundacja	سطح	fundacja	سطح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tłum	ہجوم	tłum	ہجوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tłum	ہجوم	tłum	ہجوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tłum	ہجوم	tłum	ہجوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
niedługo	فوراً	niedługo	فوراً	ADV	ADV
wykaz	فہرست	wykaz	فہرست	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wykaz	جدول	wykaz	جدول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
opracowanie	تکمیل	opracowanie	تکمیل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
połączone	ہمرشتہ	połączyć	ہمرشتہ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
choroba	بیماری	choroba	بیماری	N;NOM;FEM;SG	N;NOM;FEM;SG;3
choroba	مرض	choroba	مرض	N;NOM;FEM;SG	N;NOM;MASC;SG;3
choroba	بیماری	choroba	بیماری	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kontakt	ربط	kontakt	ربط	N;NOM;MASC;SG	N;NOM;MASC;SG;3
światło	روشنی	światło	روشنی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
światło	پتلا	światło	پتلا	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
światło	چمک	światło	چمک	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
światło	کثافت	światło	کثافت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
światło	روشنی	światło	روشنی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
światło	پتلا	światło	پتلا	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
światło	جوت	światło	جوت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
światło	چمک	światło	چمک	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
światło	چراغ	światło	چراغ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
światło	کثافت	światło	کثافت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
charakterystyczne	امتیازی	charakterystyczny	امتیازی	ADJ;NOM;NEUT;SG	ADJ
charakterystyczne	عاری	charakterystyczny	عاری	ADJ;NOM;NEUT;SG	ADJ
charakterystyczne	طبعی	charakterystyczny	طبعی	ADJ;NOM;NEUT;SG	ADJ
charakterystyczne	منفرد	charakterystyczny	منفرد	ADJ;NOM;NEUT;SG	ADJ
charakterystyczne	مخصوص	charakterystyczny	مخصوص	ADJ;NOM;NEUT;SG	ADJ
charakterystyczne	نمایاں	charakterystyczny	نمایاں	ADJ;NOM;NEUT;SG	ADJ
techniczny	قانونی	techniczny	قانونی	ADJ;NOM;MASC;SG	ADJ
techniczny	اصولی	techniczny	اصولی	ADJ;NOM;MASC;SG	ADJ
piąty	پانچواں	piąty	پانچواں	ADJ;NOM;MASC;SG	ADJ
grafik	بیجک	grafik	بیجک		
grafik	بیجک	grafik	بیجک		
ciśnienie	زور	ciśnienie	زور	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
patrz	پانا	patrzeć	پانا	V;IPFV;IMP;SG;2;FIN;ACT	V;SG;NFIN;ACT
patrz	سوچنا	patrzeć	سوچ	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
patrz	ملنا	patrzeć	مل	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
dziesięć	دس.	dziesięć	دس.		
nick	گڑھے	nick	گڑھا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
hot	ضرب	hot	ضرب		
spadek	جنگ	spadka	جنگ	N;NOM;MASC;SG	N;NOM;FEM;SG;3
spadek	زندگی	spadka	زندگی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
pracownik	کارکن	pracownik	کارکن	N;NOM;MASC;SG	N;NOM;MASC;SG;3
napęd	تیزی	napęd	تیزی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
napęd	قدرت	napęd	قدرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisać	لکھنا	pisać	لکھ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
ogólnie	عموماً	ogólnie	عموماً	ADV	ADV
kandydat	امیدوار	kandydat	امیدوار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzgórza	تودہ	wzgórzać	تودہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pisz	لکھنا	pisać	لکھ	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
próba	مشق	próba	مشق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	کارروائی	próba	کارروائی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
próba	کارروائی	próba	کارروائی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
próba	سعی	próba	سعی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	کوشش	próba	کوشش	N;NOM;FEM;SG	N;NOM;FEM;SG;3
próba	مقدمہ	próba	مقدمہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	آزمائش	próba	آزمائش	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	جانچ	próba	جانچ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	مقدمہ	próba	مقدمہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	امتحان	próba	امتحان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	آزمائش	próba	آزمائش	N;NOM;FEM;SG	N;NOM;MASC;SG;3
próba	امتحان	próba	امتحان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pojedyncze	متحد	pojedynczy	متحد	ADJ;NOM;NEUT;SG	ADJ
pojedyncze	متحد	pojedynczy	متحد	ADJ;NOM;NEUT;SG	ADJ
pojedyncze	نادر	pojedynczy	نادر	ADJ;NOM;NEUT;SG	ADJ
pojedyncze	عجیب	pojedynczy	عجیب	ADJ;NOM;NEUT;SG	ADJ
wrażenie	چھاپہ	wrażenie	چھاپہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wrażenie	رائے	wrażenie	رائے	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wrażenie	نقش	wrażenie	نقش	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wrażenie	چھاپہ	wrażenie	چھاپہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wrażenie	رائے	wrażenie	رائے	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
long	مدید	long	مدید		
górny	اپر	górny	اپر		
górny	اپر	górny	اپر		
czasopismo	کیمرے	czasopismo	کیمرا	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
czasopismo	جریدہ	czasopismo	جریدہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
czasopismo	راستہ	czasopismo	راستہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
argentyny	نقرئی	argentyna	نقرئی		
porozumienia	اقرار	porozumienie	اقرار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
porozumienia	معاہدہ	porozumienie	معاہدہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
porozumienia	توافق	porozumienie	توافق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
służba	بجلی	służba	بجلی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
służba	دعا	służba	دعا	N;NOM;FEM;SG	N;NOM;FEM;SG;3
służba	گیس	służba	گیس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
służba	خدمت	służba	خدمت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
religijnych	محتاط	religijny	محتاط	ADJ;GEN;MASC;PL	ADJ
religijnych	متقی	religijny	متقی	ADJ;GEN;MASC;PL	ADJ
ranny	زخمی	ranny	زخمی	ADJ;NOM;MASC;SG	ADJ
ranny	متأثر.	ranny	متأثر.	ADJ;NOM;MASC;SG	ADJ
otwarcia	ابتدا	otworzyć	ابتدا	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
dostępny	موجود	dostępny	موجود	ADJ;NOM;MASC;SG	ADJ
krótkie	تھوڑا	krótki	تھوڑ	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
nauka	تحقیق	nauka	تحقیق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nauka	مطالعہ	nauka	مطالعہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nauka	تحقیق	nauka	تحقیق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nauka	مطالعہ	nauka	مطالعہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
decyzja	ارادہ	decyzja	ارادہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
natychmiast	فوراً	natychmiast	فوراً	ADV	ADV
natychmiast	فوراً	natychmiast	فوراً	ADV	ADV
zakres	مقصد	zakres	مقصد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakres	خط	zakres	خط	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakres	سمت	zakres	سمت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakres	سلسلہ	zakres	سلسلہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakres	حدود	zakres	حد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakres	قطار	zakres	قطار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
brytyjskie	برطانوی	brytyjski	برطانوی	ADJ;NOM;NEUT;SG	ADJ
plus	بمع	plus	بمع		
auto	لفٹ	auto	لفٹ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
uzyskać	پانا	uzyskać	پانا	V;PFV;NFIN;ACT	V;SG;NFIN;ACT
land	(	land	(		
land	(	land	(		
przegląd	(	przegląd	(		
heart	کنہہ	heart	کنہہ		
heart	خلاصہ.	heart	خلاصہ.		
heart	کیفیت.	heart	کیفیت.		
występowanie	نمائندگی	występowanie	نمائندگی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
występowanie	موجودگی	występowanie	موجودگی	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
występowanie	طور	występowanie	طور	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
występowanie	وجود	występowanie	وجود	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
administrator	منتظم	administrator	منتظم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ciąg	سلسلہ	ciąg	سلسلہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ciąg	تسلسل	ciąg	تسلسل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
central	لازم	centrala	لازم		
central	لازم	centrala	لازم		
międzynarodowa	واقع	międzynarodowy	واقع	ADJ;NOM;FEM;SG	ADJ
międzynarodowa	مستعمل	międzynarodowy	مستعمل	ADJ;NOM;FEM;SG	ADJ
ludowa	روایتی	ludowy	روایتی	ADJ;NOM;FEM;SG	ADJ
święto	جشن	święto	جشن	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
socjalistycznej	اشتراکی	socjalistyczny	اشتراکی	ADJ;GEN;FEM;SG	ADJ
doświadczenia	اثر	doświadczenie	اثر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
doświadczenia	حاصل	doświadczenie	حاصل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
tor	آدمی	tor	آدمی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tor	ٹینک	tor	ٹینک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozkład	جدول	rozkład	جدول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dziennik	جریدہ	dziennik	جریدہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dziennik	راستہ	dziennik	راستہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wsparcia	توثیق	wsparcie	توثیق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wsparcia	نظریے	wsparcie	نظریہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pasmo	پٹی	pasmo	پٹی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pełne	(	pełny	(		
pełne	مملو	pełny	مملو		
pełne	وافر	pełny	وافر		
pełne	کثیر	pełny	کثیر		
pełne	خوب	pełny	خوب		
pełne	(	pełny	(		
pełne	مملو	pełny	مملو		
pełne	وافر	pełny	وافر		
pełne	کثیر	pełny	کثیر		
pełne	خوب	pełny	خوب		
poparcie	توثیق	poparcie	توثیق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
poparcie	تصدیق	poparcie	تصدیق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
napięcie	وولٹیج	napięcie	وولٹیج	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
społeczność	وحدت	społeczność	وحدت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
społeczność	گروہ	społeczność	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
społeczność	جماعت	społeczność	جماعت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
społeczność	اتحاد	społeczność	اتحاد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pojazd	خیال	pojazd	خیال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pojazd	مرکب	pojazd	مرکب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pojazd	گاڑی	pojazd	گاڑی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
pojazd	خیال	pojazd	خیال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pojazd	سواری	pojazd	سواری	N;NOM;MASC;SG	N;NOM;FEM;SG;3
pojazd	مرکب	pojazd	مرکب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wstęp	اعتراف	wstęp	اعتراف	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wstęp	تمہید	wstęp	تمہید	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mężczyzna	سپاہی	mężczyzna	سپاہی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mężczyzna	پیشے	mężczyzna	پیشا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mężczyzna	شطرنج	mężczyzna	شطرنج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mężczyzna	انسان	mężczyzna	انسان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mężczyzna	جہاز	mężczyzna	جہاز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odmiana	قسم	odmiana	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
odmiana	تنوع	odmiana	تنوع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
like	مثل	lik	مثل		
like	مثل	lik	مثل		
emisja	اجرا	emisja	اجرا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
power	قدرت.	power	قدرت.		
power	زور.	power	زور.		
power	قدرت.	power	قدرت.		
power	زور.	power	زور.		
centralny	مرکزی	centralny	مرکزی	ADJ;NOM;MASC;SG	ADJ;NOM
kierownictwo	دھوکا	kierownictwo	دھوکا	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kierownictwo	انتظام	kierownictwo	انتظام	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kierownictwo	قیادت	kierownictwo	قیادت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zawartość	مضمون	zawartość	مضمون	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zawartość	اطمینان	zawartość	اطمینان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zawartość	سامان	zawartość	سامان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zawartość	مطالب	zawartość	مطالب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zawartość	مال	zawartość	مال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zawartość	موضوع	zawartość	موضوع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zawartość	مندرجات	zawartość	مندرجات	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wysoki	(	wysoki	(		
wysoki	(	wysoki	(		
lokalne	قریبی	lokalny	قریبی	ADJ;NOM;NEUT;SG	ADJ
lokalne	علاقائی	lokalny	علاقائی	ADJ;NOM;NEUT;SG	ADJ
lokalne	قریبی	lokalny	قریبی	ADJ;NOM;NEUT;SG	ADJ
lokalne	مقامی	lokalny	مقامی	ADJ;NOM;NEUT;SG	ADJ
lokalne	علاقائی	lokalny	علاقائی	ADJ;NOM;NEUT;SG	ADJ
kierunek	ہدایت	kierunek	ہدایت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
skrót	تخفیف	skrót	تخفیف	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dance	ناچنا	danka	ناچنا		
zawód	پیشہ	zawód	پیشہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawód	عملداری.	zawód	عملداریؤ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawód	کاروبار	zawód	کاروبار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawód	قبضہ	zawód	قبضہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawód	روزگار	zawód	روزگار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawód	عملداری.	zawód	عملداریؤ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawód	کاروبار	zawód	کاروبار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawód	قبضہ	zawód	قبضہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawód	دخل	zawód	دخل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawód	روزگار	zawód	روزگار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
naukowa	باوثوق.	naukowy	باوثوق.	N;NOM;FEM;SG	N
pojedynczej	نادر	pojedynczy	نادر	ADJ;GEN;FEM;SG	ADJ
pojedynczej	عجیب	pojedynczy	عجیب	ADJ;GEN;FEM;SG	ADJ
brama	منہ	brama	منہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
brama	برطرفی.	brama	برطرفی.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
brama	بازار	brama	بازار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
brama	منہ	brama	منہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
brama	برطرفی.	brama	برطرفی.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
brama	بازار	brama	بازار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
głębokość	فاصلہ	głębokość	فاصلہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
głębokość	پیمائش	głębokość	پیمائش	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wymiany	صراف	wymiana	صراف		
wymiany	وار	wymiana	وار		
bramkarz	کلب	bramkarz	کلب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
katolickiej	جامع	katolicki	جامع	ADJ;GEN;FEM;SG	ADJ
zarys	منصوبے	zarys	منصوبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ląd	قوم	ląd	قوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ląd	پانی	ląd	پانی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ląd	قوم	ląd	قوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ląd	پانی	ląd	پانی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ląd	زمین	ląd	زمین	N;NOM;MASC;SG	N;NOM;FEM;SG;3
współpraca	تعاون	współpracać	تعاون	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pieniądze	نقدیاں.	pieniądz	نقدی	N;NOM;MASC;PL	N;NOM;MASC;PL;3
uznać	ماننا	uznać	مان	V;PFV;NFIN;ACT	V;MASC;SG;NFIN
usunięcie	اخراج	usunąć	اخراج	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
