nie	nicht	nie	nicht	PART;NEG	PART;NEG
wygląda	sieht	wyglądać	sehen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
wygląda	aussehen	wyglądać	aussehen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
wygląda	scheint	wyglądać	scheinen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
marka	brand	marka	brend		
dzisiaj	heute	dzisiaj	heute	ADV	ADV
trzykrotnie	dreifach	trzykrotnie	dreifach	ADV	ADV
trzykrotnie	dreimal	trzykrotnie	dreimal	ADV	ADV
znak	marke	znak	marken	N;NOM;MASC;SG	N;NOM;FEM;SG
biały	weiss	biały	wissen		
finał	finale	finał	final	N;NOM;MASC;SG	N;NOM;NEUT;SG
finał	finale	finał	final	N;NOM;MASC;SG	N;NOM;NEUT;SG
rozwiązania	systemlösungen	rozwiązanie	systemlösung	N;NOM;NEUT;PL	N;NOM;FEM;PL
dolna	dolna	dolny	dolna		
wersje	versionen	wersać	versionen	N;NOM;FEM;PL	N;NOM;FEM;PL
wprowadzono	vorgestellt	wprowadzić	vorstellen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
wprowadzono	eingeführt	wprowadzić	einführen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
hrabstwa	landkreis	hrabstwo	landkreis	N;ACC;NEUT;SG	N
statek	gefäß	statek	gefäß	N;NOM;MASC;SG	N;NOM;NEUT;SG
floty	fuhrpark	flota	fuhrpark	N;GEN;FEM;SG	N
łączy	kombiniert	łączyć	kombinieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
łączy	vereint	łączyć	vereinen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;FIN
łączy	verbindet	łączyć	verbinden	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
łączy	verbindet	łączyć	verbinden	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
równocześnie	zugleich	równocześnie	zugleich	ADV	ADV
maksymalna	maximal	maksymalny	maximal	ADJ;NOM;FEM;SG	ADJ
maksymalna	höchstwert	maksymalny	höchstwert	ADJ;NOM;FEM;SG	ADJ
maksymalna	höchstbetrag	maksymalny	höchstbetrag	ADJ;NOM;FEM;SG	ADJ
włochy	italiener	włochy	italiener		
wejście	eingang	wejście	eingehen	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
wejście	eintrag	wejście	eintrag	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
wejście	eingang	wejście	eingehen	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
wejście	eingang	wejście	eingehen	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
wejście	eingabe	wejście	eingabe	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;FEM;SG
stosunkowo	vergleichsweise	stosunkowo	vergleichsweise	ADV	ADV
stosunkowo	vergleichsweise	stosunkowo	vergleichsweise	ADV	ADV
czeski	tschechien	czeski	tschechen	ADJ;NOM;MASC;SG	ADJ
czeski	tschechisch	czeski	tschechisch	ADJ;NOM;MASC;SG	ADJ
pozostaje	bleibt	pozostawać	bleiben	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
startu	einführung	stary	einführung	N;GEN;MASC;SG	N;SG
zastosowanie	anwendung	zastosowanie	anwendung	N;NOM;NEUT;SG	N;NOM;FEM;SG
zastosowanie	antragstellung	zastosowanie	antragstellung	N;NOM;NEUT;SG	N;NOM;FEM;SG
zastosowanie	anwendung	zastosowanie	anwendung	N;NOM;NEUT;SG	N;NOM;FEM;SG
kobieta	frau	kobieta	frau	N;NOM;FEM;SG	N;NOM;FEM;SG
kiedyś	einst	kiedyś	einst	ADV	ADV
kiedyś	einmal	kiedyś	einmal	ADV	ADV
kiedyś	mal	kiedyś	mal	ADV	ADV
kiedyś	sobald	kiedyś	sobald	ADV	ADV
media	medien	medium	medeinen	N;NOM;NEUT;PL	N;NOM;NEUT;PL
broń	schusswaffen	broń	schußwaffen	V;IPFV;IMP;SG;2;FIN;ACT	V;NFIN
broń	schusswaffen	broń	schußwaffen	V;IPFV;IMP;SG;2;FIN;ACT	V;NFIN
złote	golden	złoty	golden		
myśli	denken	myśleć	denken	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
myśli	nachdenken	myśleć	nachdenken	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
myśli	gedanken	myśleć	panken	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
myśli	überlegungen	myśleć	überlegungen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
myśli	ideen	myśleć	ide	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
wyborów	wahl	wybory	wahl		
chciał	gewünscht	chcieć	wünschen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
chciał	gesucht	chcieć	suchen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
chciał	gewollt	chcieć	wollen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
rekordy	datensätze	rekorda	datensatz	N;NOM;MASC;PL	N;NOM;FEM;PL
zaczyna	starten	zaczynać	start	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
zaczyna	angefangen	zaczynać	anfangen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
pdf	pdf	pdfić	pdf		
rodzaje	gattungen	rodzawać	gattung	N;NOM;MASC;PL	N;NOM;FEM;PL
rodzaje	arten	rodzawać	arten	N;NOM;MASC;PL	N;PL
rodzaje	typen	rodzawać	typen	N;NOM;MASC;PL	N;NOM;PL
mapę	stadtplan	mapa	stadtplan	N;ACC;FEM;SG	N
street	strasse	street	straß		
football	fussball	football	fussball		
podziemne	unterirdisch	podziemny	unterirdisch	ADJ;NOM;NEUT;SG	ADJ
podziemne	untergrund	podziemny	untergrund	ADJ;NOM;NEUT;SG	ADJ
podziemne	tiefgarage	podziemny	tiefgarage	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
podziemne	unterirdisch	podziemny	unterirdisch	ADJ;NOM;NEUT;SG	ADJ
podziemne	unterirdischen	podziemny	unterirdisch	ADJ;NOM;NEUT;SG	ADJ
obowiązki	verantwortlichkeiten	obowiązek	verantwortlichkeiten	N;NOM;MASC;PL	N;NOM;FEM;PL
obowiązki	zölle	obowiązek	zöllen	N;NOM;MASC;PL	N;NOM
ręce	hände	ręka	hand	N;NOM;FEM;PL	N;NOM;FEM;PL
big	big	big	bigen		
pozycje	gegenstände	pozycja	gegenständ	N;NOM;FEM;PL	N;NOM;FEM;PL
pozycje	stellungen	pozycja	stellung	N;NOM;FEM;PL	N;NOM;FEM;PL
czarny	schwarzer	czarny	schwarz	ADJ;NOM;MASC;SG	ADJ
czarny	schwarz	czarny	schwarz	ADJ;NOM;MASC;SG	ADJ
czarny	schwarzen	czarny	schwarz	ADJ;NOM;MASC;SG	ADJ
naukowy	wissenschaftlich	naukowy	wissenschaftlich	ADJ;NOM;MASC;SG	ADJ
naukowy	wissenschaftlichen	naukowy	wissenschaftlich	ADJ;NOM;MASC;SG	ADJ
węgla	steinkohle	węgiel	steinkohl		
węgla	kohle	węgiel	kohl		
węgla	kohlenstoff	węgiel	kohlenstoff		
techniki	technik	technika	technik	N;ACC;FEM;SG	N;SG
zakłady	einsätze	zakład	einsätzen	N;NOM;MASC;PL	N;NOM;FEM;PL
zakłady	betriebe	zakład	betreiben	N;NOM;MASC;PL	N;NOM;MASC;PL
zdecydowanie	unbedingt	zdecydowanie	unbedingt	ADV	ADV
biura	geschäftsstelle	biuro	geschäftsstelle	N;NOM;NEUT;SG	N;NOM;FEM;SG
biura	amt	biuro	amt	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zawodnicy	spielern	zawodnik	spielern	N;NOM;MASC;PL	N;PL
zawodnicy	kandidaten	zawodnik	kandidat	N;NOM;MASC;PL	N;NOM;PL
treść	inhalt	treść	inhalt		
treść	gehalt	treść	halten		
treść	inhalt	treść	inhalt		
treść	inhaltsverzeichnis	treść	inhaltsverzeichnis		
pozdrawiam	grüsse	pozdrawiać	grüß	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;SG
silniki	motoren	silnik	motor	N;NOM;MASC;PL	N;NOM;PL
silniki	motoren	silnik	motor	N;NOM;MASC;PL	N;NOM;PL
silniki	triebwerke	silnik	triebwerk	N;NOM;MASC;PL	N;NOM;FEM;PL
silniki	motoren	silnik	motor	N;NOM;MASC;PL	N;NOM;PL
ffffff	ffffff	ffffff	ffffff		
współpracował	zusammengearbeitet	współpracować	zusammennearbeiten	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
współpracował	mitgearbeitet	współpracować	mitarbeiten	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
współpracował	zusammengearbeitet	współpracować	zusammennearbeiten	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
współpracował	arbeitete	współpracować	arbeiten	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
współpracował	mitgearbeitet	współpracować	mitarbeiten	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
nosi	trägt	nosić	tragen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
światła	beleuchtung	światło	beleuchtung	N;NOM;NEUT;SG	N;SG
ton	tonne	ton	tonnen		
żołnierz	marine	żołnierz	marin	N;NOM;MASC;SG	N;NOM;FEM;SG
lwów	löwen	lwów	löwen		
lwów	löwe	lwów	löwe		
technologii	technik	technologia	technik	N;GEN;FEM;SG	N;SG
wojnę	krieg	wojna	kriegen	N;ACC;FEM;SG	N
czwarty	vierter	czwarty	viert	ADJ;NOM;MASC;SG	ADJ
czwarty	vierte	czwarty	viert	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
czwarty	viertes	czwarty	viert	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
głosowanie	abstimmung	głosować	abstimmung	N;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
głosowanie	abstimmung	głosować	abstimmung	N;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
pary	pärchen	para	pärchen		
pary	pair	para	pair		
pary	dampf	para	dampf		
pary	steam	para	steam		
pary	wasserdampf	para	wasserdampf		
międzynarodowe	international	międzynarodowy	international	ADJ;NOM;NEUT;SG	ADJ
międzynarodowe	internationaler	międzynarodowy	international	ADJ;NOM;NEUT;SG	ADJ
pojęcie	konzeption	pojęcie	konzeption	N;NOM;NEUT;SG	N;SG
pojęcie	konzept	pojęcie	konzept	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pojęcie	begriff	pojęcie	begreifen	N;NOM;NEUT;SG	N;MASC;SG
zarządzania	geschäftsführung	zarządzanie	geschäftsführung	N;NOM;NEUT;SG	N;NOM;FEM;SG
zarządzania	unternehmensführung	zarządzanie	unternehmensführung	N;NOM;NEUT;SG	N;NOM;FEM;SG
tworzenia	schaffung	tworzyć	schaffung	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N
upadku	niedergang	upadek	niedergang	N;GEN;MASC;SG	N
upadku	untergang	upadek	untergehen	N;GEN;MASC;SG	N
upadku	einsturz	upadek	einsturz	N;GEN;MASC;SG	N;SG
ustalono	gegründet	ustalić	gründen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
ustalono	eingerichtet	ustalić	einrichten	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
ustalono	etabliert	ustalić	etablieren	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
kolonii	kolonien	kolonia	kolonien		
kolonii	kolonien	kolonia	kolonien		
polityczne	politisch	polityczny	politisch	ADJ;NOM;NEUT;SG	ADJ
polityczne	politisches	polityczny	politisch	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
polityczne	politischer	polityczny	politisch	ADJ;NOM;NEUT;SG	ADJ
podstawowe	grundlegendes	podstawowy	grundlegend	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
podstawowe	primär	podstawowy	primär	ADJ;NOM;NEUT;SG	ADJ
podstawowe	primären	podstawowy	primär	ADJ;NOM;NEUT;SG	ADJ
podstawowe	grundlegendes	podstawowy	grundlegend	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ukraiński	ukrainisch	ukraiński	ukrainisch	ADJ;NOM;MASC;SG	ADJ
ukraiński	ukrainer	ukraiński	ukrainer	ADJ;NOM;MASC;SG	ADJ
wskazuje	deutet	wskazywać	deuten	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
metal	metallverarbeitung	metal	metallverarbeitung	N;NOM;MASC;SG	N;NOM;FEM;SG
krótki	kurzer	krótki	kurz	ADJ;NOM;MASC;SG	ADJ
krótki	kurz	krótki	kurz	ADJ;NOM;MASC;SG	ADJ
krótki	kurzer	krótki	kurz	ADJ;NOM;MASC;SG	ADJ
krótki	kurz	krótki	kurz	ADJ;NOM;MASC;SG	ADJ
wspólnego	gemeinsam	wspólny	gemeinsam	ADJ;ACC;MASC;SG	ADJ
wspólnego	gemeinsamen	wspólny	gemeinsam	ADJ;ACC;MASC;SG	ADJ;SG
używa	verwendungen	używać	verwendingen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
używa	verwendet	używać	verwenden	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
niewielkie	kleines	niewielki	klein	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
niewielkie	kleiner	niewielki	klein	ADJ;NOM;NEUT;SG	ADJ
niewielkie	klein	niewielki	klein	ADJ;NOM;NEUT;SG	ADJ
potok	stream	potok	stream		
państwowego	souverän	państwowy	souverän	ADJ;ACC;MASC;SG	ADJ
państwowego	souveränen	państwowy	souverän	ADJ;ACC;MASC;SG	ADJ
państwowego	souveräner	państwowy	souverän	ADJ;ACC;MASC;SG	ADJ
zadania	aufgabenstellung	zadanie	aufgabenstellung	N;NOM;NEUT;SG	N;NOM;FEM;SG
waga	waage	waga	waage		
sztuka	kunst	sztuka	kunst	N;NOM;FEM;SG	N;NOM;FEM;SG
dziecko	kind	dziecko	kind	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zanim	bevor	zanim	bevor	CONJ	CONJ
podstawowa	basic	podstawowy	basic		
dostępne	vorhanden	dostępny	vorhanden	ADJ;NOM;NEUT;SG	ADJ
dostępne	verfügbar	dostępny	verfügbar	ADJ;NOM;NEUT;SG	ADJ
dostępne	erhältlich	dostępny	erhältlich	ADJ;NOM;NEUT;SG	ADJ
dostępne	zugänglich	dostępny	zugänglich	ADJ;NOM;NEUT;SG	ADJ
dostępne	erreichbar	dostępny	erreichbar	ADJ;NOM;NEUT;SG	ADJ
przyszłości	zukunft	przyszłość	zukunft	N;DAT;FEM;SG	N
wolny	frei	wolny	frei	ADJ;NOM;MASC;SG	ADJ
wolny	kostenlos	wolny	kostenlos	ADJ;NOM;MASC;SG	ADJ
kop	dig	kop	dig		
kop	grabe	kop	graben		
kop	kick	kop	kick		
ben	ben	ben	ben		
dowodził	kommandiert	dowodzić	kommandieren	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
dowodził	befohlen	dowodzić	befohlen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
czerwone	rot	czerwony	rot	ADJ;NOM;NEUT;SG	ADJ
portugalii	portugiesen	portugalia	portugiesen		
kontynuował	fortgesetzt	kontynuować	fortsetzen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
oznaczenie	kennzeichnung	oznaczenie	kennzeichnung	N;NOM;NEUT;SG	N;NOM;FEM;SG
oznaczenie	bestimmung	oznaczenie	bestimmung	N;NOM;NEUT;SG	N;NOM;FEM;SG
oznaczenie	indikation	oznaczenie	indikation	N;NOM;NEUT;SG	N;NOM;FEM;SG
wykonane	ausgeführte	wykonać	ausgeführt	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;SG
zastąpił	ersetzte	zastąpić	ersetzen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
zastąpił	ersetzt	zastąpić	ersetzen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
położenie	ort	położenie	ort	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG
położenie	standorte	położenie	standort	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM
dvd	dvd	dvd	dvd		
dvd	dvds	dvd	dvds		
dvd	dvds	dvd	dvds		
dvd	dvd	dvd	dvd		
korei	koreaner	korea	koreaner		
wyróżnia	unterscheidet	wyróżniać	unterscheiden	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
wyróżnia	auszeichnet	wyróżniać	auszeichnen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
określa	spezifiziert	określać	spezifizieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
określa	definiert	określać	definieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
określa	definieren	określać	definieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
stworzył	geschaffen	stworzyć	schaffen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
stworzył	erzeugt	stworzyć	erzeugen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
stworzył	erstellt	stworzyć	erstellen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
stworzył	erschaffen	stworzyć	erschaffen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
stworzył	erstellte	stworzyć	erstellt	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
albumy	alben	albuma	albe	N;NOM;FEM;PL	N;NOM;PL
pieśni	stücke	pieśń	stücken		
czerwony	rot	czerwony	rot	ADJ;NOM;MASC;SG	ADJ
wojskowe	militär	wojskowy	militär	ADJ;NOM;NEUT;SG	ADJ
wojskowe	militärisch	wojskowy	militärisch	ADJ;NOM;NEUT;SG	ADJ
centralnego	zentral	centralny	zentral	ADJ;ACC;MASC;SG	ADJ
przedstawiciele	vertretungen	przedstawiciel	vertretungen	N;NOM;MASC;PL	N;NOM;FEM;PL
rośnie	wächst	rosnąć	wachsen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
rośnie	wachsen	rosnąć	wachsen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
rośnie	wächst	rosnąć	wachsen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
drzewa	bäume	drzewo	bäumen	N;NOM;NEUT;PL	N;NOM;MASC;PL
drzewa	bäume	drzewo	bäumen	N;NOM;NEUT;PL	N;NOM;MASC;PL
estonii	estland	estonia	estlind		
zadanie	aufgabe	zadanie	aufgaben	N;NOM;NEUT;SG	N;NOM;FEM;SG
zadanie	auftrag	zadanie	auftragen	N;NOM;NEUT;SG	N;MASC;SG
zadanie	zuweisung	zadanie	zuweisung	N;NOM;NEUT;SG	N;SG
zadanie	aufgabe	zadanie	aufgaben	N;NOM;NEUT;SG	N;NOM;FEM;SG
komisja	ausschuss	komisja	ausschassen	N;NOM;FEM;SG	N
komisja	ausschuß	komisja	ausscheßen	N;NOM;FEM;SG	N;SG
praktycznie	nahezu	praktycznie	nahezu	ADV	ADV
rola	rolle	rola	roll	N;NOM;FEM;SG	N;NOM;FEM;SG
skok	sprünge	skok	sprüngen	N;NOM;MASC;SG	N;NOM;SG
skok	raub	skok	raub	N;NOM;MASC;SG	N
pisał	geschrieben	pisać	schreiben	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
pisał	schrieb	pisać	schreiben	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
zmarła	verstorben	zemrzeć	versterben	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;V.PTCP
zmarła	gestorben	zemrzeć	sterben	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;V.PTCP
mieszkał	gelebt	mieszkać	peben	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
mieszkał	lebte	mieszkać	leben	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
podstawowych	grundlegend	podstawowy	grundlegend	ADJ;GEN;MASC;PL	ADJ
społeczny	soziales	społeczny	sozial	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
społeczny	sozialer	społeczny	sozial	ADJ;NOM;MASC;SG	ADJ
społeczny	sozial	społeczny	sozial	ADJ;NOM;MASC;SG	ADJ
biuro	büro	biuro	büro		
biuro	büros	biuro	büros		
biuro	büro	biuro	büro		
par	pärchen	par	pärchen		
par	par	par	par		
trasa	strecke	trasa	strecken	N;NOM;FEM;SG	N;SG
zdecydował	beschlossen	zdecydować	beschließen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
zdecydował	entschieden	zdecydować	entscheiden	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
zdecydował	entschied	zdecydować	entscheiden	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
zdecydował	entschlossen	zdecydować	entschlossen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
włączono	ermöglicht	włączyć	ermöglichen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
włączono	eingeschrieben	włączyć	einschreiben	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
ukryj	verbergen	ukryj	verbergen	V;PFV;IMP;SG;2;FIN;ACT	V;NFIN
ukryj	verstecken	ukryj	verstecken	V;PFV;IMP;SG;2;FIN;ACT	V;NFIN
skali	waage	skala	waage		
zmieniono	geändert	zmienić	ändern	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
zmieniono	verändert	zmienić	verändern	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
zmieniono	abgeändert	zmienić	abändern	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
zmieniono	modifiziert	zmienić	modifizieren	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
zmieniono	geändert	zmienić	ändern	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
zmieniono	verändert	zmienić	verändern	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
trzecia	dritter	trzeci	dritt	ADJ;NOM;FEM;SG	ADJ
trzecia	drittel	trzeci	Drittel	ADJ;NOM;FEM;SG	ADJ;NOM
lokalnych	lokal	lokalny	lokal	ADJ;GEN;MASC;PL	ADJ
hotel	hotel	hotel	Hotel	N;NOM;MASC;SG	N;NOM;NEUT;SG
stoi	stehen	stać	stehen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
stoi	steht	stać	stehen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
związana	gebundenen	związać	gebunden	ADJ;NOM;FEM;SG	ADJ
vol	jahrgang	vol	jahrgang		
wniosek	fazit	wniosek	fazit	N;NOM;MASC;SG	N;NOM;NEUT;SG
długo	lange	długo	lange	ADV	ADV
inna	verschieden	inny	verschieden	ADJ;NOM;FEM;SG	ADJ
inna	unterschiedlich	inny	unterschiedlich	ADJ;NOM;FEM;SG	ADJ
małżeństwa	hochzeit	małżeństwo	hochzeit	N;NOM;NEUT;SG	N;NOM;FEM;SG
kolegium	hochschule	kolegium	hochschule	N;NOM;NEUT;SG	N;NOM;FEM;SG
brytyjska	britisch	brytyjski	britisch	ADJ;NOM;FEM;SG	ADJ
języki	programmiersprachen	język	programmiersprachen	N;NOM;MASC;PL	N;NOM;FEM;PL
języki	fremdsprachen	język	fremdsprachen	N;NOM;MASC;PL	N;NOM;FEM;PL
pomysł	idee	pomysł	idee	N;NOM;MASC;SG	N;NOM;FEM;SG
większej	größer	duży	groß	ADJ;GEN;CMPR;FEM;SG	ADJ
mniejsze	kleiner	mały	klein	ADJ;NOM;CMPR;NEUT;SG	ADJ
mniejsze	kleineren	mały	klein	ADJ;NOM;CMPR;NEUT;SG	ADJ
mniejsze	kleinerer	mały	klein	ADJ;NOM;CMPR;NEUT;SG	ADJ
opublikował	veröffentlichte	opublikować	veröffentlichen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
opublikował	gepostet	opublikować	posten	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
opublikował	geschrieben	opublikować	schreiben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
opublikował	veröffentlicht	opublikować	veröffentlichen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
opublikował	gesendet	opublikować	senden	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
trwa	hält	trwać	halten	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
trwa	währt	trwać	währen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
trwa	dauert	trwać	dauern	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
rosja	rußland	rosja	rußland		
para	pair	para	pair		
para	pärchen	para	pärchen		
para	dampf	para	dampf		
para	steam	para	steam		
para	wasserdampf	para	wasserdampf		
para	ziffer	para	ziffern		
wprowadzenie	einleitung	wprowadzić	einleitung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
wprowadzenie	einführung	wprowadzić	einführung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
wprowadzenie	einführung	wprowadzić	einführung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
czarne	schwarzer	czarny	schwarz	ADJ;NOM;NEUT;SG	ADJ
czarne	schwarz	czarny	schwarz	ADJ;NOM;NEUT;SG	ADJ
czarne	schwarzen	czarny	schwarz	ADJ;NOM;NEUT;SG	ADJ
powstaje	entsteht	powstawać	entstehen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
specjalne	besonderes	specjalny	besonder	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
specjalne	spezielles	specjalny	speziell	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
artystyczny	künstlerisch	artystyczny	künstlerisch	ADJ;NOM;MASC;SG	ADJ
artystyczny	künstlerischen	artystyczny	künstlerisch	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
urządzenia	geräte	urządzenie	geräten	N;NOM;NEUT;PL	N;NOM;NEUT;PL
kategorie	hauptkategorien	kategora	hauptkategorien	N;NOM;FEM;PL	N;NOM;PL
kategorie	kategorien	kategora	kategorien	N;NOM;FEM;PL	N;NOM;FEM;PL
kategorie	klassen	kategora	klassen	N;NOM;FEM;PL	N;NOM;PL
pismo	handschriften	pismo	handschreifen	N;NOM;NEUT;SG	N
mocno	fest	mocno	fest	ADV	ADV
istnienie	dasein	istnienie	dasein	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zarząd	geschäftsführung	zarząd	geschäftsführung	N;NOM;MASC;SG	N;NOM;FEM;SG
zarząd	unternehmensführung	zarząd	unternehmensführung	N;NOM;MASC;SG	N;NOM;FEM;SG
zarząd	vorstand	zarząd	vorstehen	N;NOM;MASC;SG	N;SG
