pro	für	pro	für	ADP;ACC	ADP
ruský	russisch	ruský	russisch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
úplně	absolut	úplně	absolut	ADV;POS	ADV
východ	ost	východ	ost	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT
tvar	form	tvar	form	N;INAN;NOM;MASC;SG;POS	N;SG
začalo	begonnen	začít	beginnen	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
začalo	angefangen	začít	anfangen	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
začalo	begann	začít	beginnen	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
začalo	gestartet	začít	starten	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
začalo	begonnen	začít	beginnen	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
začalo	begann	začít	beginnen	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
nástroj	urkunde	nástroj	urkunde	N;INAN;NOM;MASC;SG;POS	N
nástroj	tool	nástroj	tool	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
nástroj	werkzeug	nástroj	werkzeug	N;INAN;NOM;MASC;SG;POS	N;NOM;SG
zase	wieder	zase	wieder	ADV	ADV
procesu	vorgang	proces	vorgang	N;INAN;GEN;MASC;SG;POS	N
skutečně	wirklich	skutečně	wirklich	ADV;POS	ADV
zahraničí	ausland	zahraničí	auslinden	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
správní	administrativen	správní	administrativ	ADJ;NOM;MASC;SG;POS	ADJ
čísla	nummern	číslo	nummern	N;NOM;NEUT;PL;POS	N
papež	papst	papež	papst	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
nižší	unteren	nízký	unter	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
nižší	niedriger	nízký	niedrig	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
nižší	tiefer	nízký	tief	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
vzniká	entsteht	vznikat	entstehen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
žena	frau	žena	frau	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
žena	ehefrau	žena	ehefrau	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
žena	frau	žena	frau	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
hráčů	spielern	hráč	spielern	N;ANIM;GEN;MASC;PL;POS	N;PL
události	veranstaltungen	událost	veranstaltung	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
události	anlässe	událost	anlassen	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
federace	vereinigung	federace	vereinigung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
vlastnosti	charakteristiken	vlastnost	charakteristiken	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
vlastnosti	objekte	vlastnost	objeken	N;NOM;FEM;PL;POS	N;NOM;NEUT;PL
červené	rot	červený	rot	ADJ;NOM;NEUT;SG;POS	ADJ
kapely	bands	kapela	bands	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
kapely	bänder	kapela	Band	N;NOM;FEM;PL;POS	N
původ	herkunft	původ	herkunft	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
původ	herkunft	původ	herkunft	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
bitva	kampf	bitva	kampfen	N;NOM;FEM;SG;POS	N;SG
bitva	schlacht	bitva	schlacht	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
přesně	genau	přesně	genau	ADV;POS	ADV
přesně	genau	přesně	genau	ADV;POS	ADV
bílé	weiße	bílý	weiß	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
bílé	weißen	bílý	weiß	ADJ;NOM;MASC;PL;POS	ADJ
vozy	waggons	vůz	waggons	N;INAN;NOM;MASC;PL;POS	N
vozy	güterwagen	vůz	güterwagen	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
letní	sommerferien	letní	sommerferien	ADJ;NOM;MASC;SG;POS	ADJ
uvnitř	innen	uvnitř	innen	ADV	ADV
uvnitř	innerhalb	uvnitř	innerhalb	ADV	ADV
zúčastnil	teilgenommen	zúčastnit	teilnehmen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
zúčastnil	besucht	zúčastnit	besuchen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
zúčastnil	besuchte	zúčastnit	besuchen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
vysoká	hoch	vysoký	hoch	ADJ;NOM;FEM;SG;POS	ADJ
vysoká	groß	vysoký	groß	ADJ;NOM;FEM;SG;POS	ADJ
lékař	arzt	lékař	arzen	N;ANIM;NOM;MASC;SG;POS	N;SG
lékař	ärztin	lékař	ärztin	N;ANIM;NOM;MASC;SG;POS	N;SG
lékař	arzt	lékař	arzen	N;ANIM;NOM;MASC;SG;POS	N;SG
lékař	doktor	lékař	doktor	N;ANIM;NOM;MASC;SG;POS	N;SG
lékař	ärztin	lékař	ärztin	N;ANIM;NOM;MASC;SG;POS	N;SG
známá	bekannter	známý	bekannter	ADJ;NOM;FEM;SG;POS	ADJ
známá	bekannt	známý	bekennen	ADJ;NOM;FEM;SG;POS	ADJ
známá	bekanntschaft	známý	bekanntschaft	ADJ;NOM;FEM;SG;POS	ADJ
známá	bekannter	známý	bekannter	ADJ;NOM;FEM;SG;POS	ADJ
týmy	mannschaften	tým	mannschaften	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
týmy	teams	tým	teams	N;INAN;NOM;MASC;PL;POS	N;NOM;NEUT;PL
noci	nacht	noc	nacht	N;NOM;FEM;SG;POS	N
dost	genügend	dost	genügend	ADV;POS	ADV
dost	ausreichend	dost	ausreichend	ADV;POS	ADV
dost	genug	dost	genug	ADV;POS	ADV
sedm	sieben	sedm	sieben	NUM;NOM;SG	NUM
boje	kampfhandlungen	boj	kampfhandlungen	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
post	beitrag	post	beitregen	N;INAN;NOM;MASC;SG;POS	N;SG
veřejné	öffentlicher	veřejný	öffentlich	ADJ;NOM;NEUT;SG;POS	ADJ
veřejné	öffentlichkeit	veřejný	öffentlichkeit	ADJ;NOM;NEUT;SG;POS	ADJ
veřejné	öffentlich	veřejný	öffentlich	ADJ;NOM;NEUT;SG;POS	ADJ
hrabě	zählung	hrabě	zählung	N;ANIM;NOM;MASC;SG;POS	N;SG
list	bleche	list	blechen	N;INAN;NOM;MASC;SG;POS	N;NOM
podél	entlang	podél	entlang	ADP;GEN	ADP
útok	angriff	útok	angreifen	N;INAN;NOM;MASC;SG;POS	N
útok	anschlag	útok	anschlagen	N;INAN;NOM;MASC;SG;POS	N;SG
útok	angriff	útok	angreifen	N;INAN;NOM;MASC;SG;POS	N
útok	anschlag	útok	anschlagen	N;INAN;NOM;MASC;SG;POS	N;SG
jih	süd	jih	süd	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
zvláště	besonders	zvláště	besonders	ADV	ADV
zvláště	insbesondere	zvláště	insbesondere	ADV	ADV
zvláště	besonders	zvláště	besonders	ADV	ADV
zvláště	vorallem	zvláště	vorallem	ADV	ADV
zvláště	insbesondere	zvláště	insbesondere	ADV	ADV
zvláště	besonders	zvláště	besonders	ADV	ADV
čtvrtfinále	viertelfinale	čtvrtfinále	viertelfinale	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
názvy	bezeichnungen	název	bezeichnungen	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
francouzská	französisch	francouzský	französisch	ADJ;NOM;FEM;SG;POS	ADJ
francouzská	franzosen	francouzský	franzosen	ADJ;NOM;FEM;SG;POS	ADJ
významná	signifikante	významný	signifikante	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
významná	erheblich	významný	erheblich	ADJ;NOM;FEM;SG;POS	ADJ
významná	signifikant	významný	signifikant	ADJ;NOM;FEM;SG;POS	ADJ
mistr	meister	mistr	meist	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
slovník	vokabular	slovník	vokabular	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
probíhá	laufenden	probíhat	laufend	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;FIN
hráči	spielern	hráč	spielern	N;ANIM;NOM;MASC;PL;POS	N;PL
aktuální	aktuell	aktuální	aktuell	ADJ;NOM;MASC;SG;POS	ADJ
aktuální	aktuellen	aktuální	aktuell	ADJ;NOM;MASC;SG;POS	ADJ
aktuální	aktueller	aktuální	aktuell	ADJ;NOM;MASC;SG;POS	ADJ
aktuální	aktuelles	aktuální	aktuell	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
komunikace	mitteilung	komunikace	mitteilung	N;NOM;FEM;SG;POS	N;FEM;SG
scénář	drehbuch	scénář	drehbuch	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
scénář	szenarium	scénář	szenarium	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
scénář	drehbuch	scénář	drehbuch	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
scénář	skript	scénář	skripten	N;INAN;NOM;MASC;SG;POS	N;NOM;SG
výroby	fertigung	výroba	Fertigung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
výroby	herstellung	výroba	herstellung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
výroby	erzeugung	výroba	erzeugung	N;NOM;FEM;SG;POS	N;SG
téma	thema	téma	thema	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
téma	thema	téma	thema	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
centrální	zentral	centrální	zentral	ADJ;NOM;MASC;SG;POS	ADJ
černé	schwarzer	černý	schwarz	ADJ;NOM;NEUT;SG;POS	ADJ
černé	schwarz	černý	schwarz	ADJ;NOM;NEUT;SG;POS	ADJ
černé	schwarzen	černý	schwarz	ADJ;NOM;NEUT;SG;POS	ADJ
důležité	wichtig	důležitý	wichtig	ADJ;NOM;NEUT;SG;POS	ADJ
důležité	wichtiges	důležitý	wichtig	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
důležité	wichtiger	důležitý	wichtig	ADJ;NOM;NEUT;SG;POS	ADJ
důležité	wichtigen	důležitý	wichtig	ADJ;NOM;NEUT;SG;POS	ADJ
vztahy	beziehungen	vztah	beziehungen	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
vztahy	relationen	vztah	relationen	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
vztahy	beziehungen	vztah	beziehungen	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
vztahy	beziehungen	vztah	beziehungen	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
vytvoření	schaffung	vytvoření	schaffung	N;NOM;NEUT;SG;POS	N
typy	arten	typ	arten	N;INAN;NOM;MASC;PL;POS	N;PL
typy	typen	typ	typen	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
profesionální	professionellen	profesionální	professionell	ADJ;NOM;MASC;SG;POS	ADJ
profesionální	professionell	profesionální	professionell	ADJ;NOM;MASC;SG;POS	ADJ
fáze	bühne	fáze	bühnen	N;NOM;FEM;SG;POS	N;FEM;SG
fáze	etappe	fáze	etapp	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
velitel	kommandeur	velitel	kommandeur	N;ANIM;NOM;MASC;SG;POS	N;SG
strom	baumes	strom	baumes	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
osm	acht	osm	acht	NUM;NOM;SG	NUM
památky	sehenswürdigkeiten	památka	sehenswürdigkeiten	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
památky	sehenswürdigkeiten	památka	sehenswürdigkeiten	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
dlouhý	lang	dlouhý	lang	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
dlouhý	langen	dlouhý	lang	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
dlouhý	langer	dlouhý	lang	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
obyvatelé	einwohner	obyvatel	einwohner	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL
obyvatelé	einwohner	obyvatel	einwohner	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL
vstoupil	eingetragen	vstoupit	eintragen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
vstoupil	eingegeben	vstoupit	eingeben	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
změna	veränderung	změna	veränderung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
změna	änderung	změna	änderung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
stará	altstadt	starý	altstadt	ADJ;NOM;FEM;SG;POS	ADJ
stará	alter	starý	alt	ADJ;NOM;FEM;SG;POS	ADJ
stará	alt	starý	alt	ADJ;NOM;FEM;SG;POS	ADJ
klavír	klavier	klavír	klavier	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
opera	oper	opera	oper	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
celkově	insgesamt	celkově	insgesamt	ADV;POS	ADV
polské	polnisch	polský	polnisch	ADJ;NOM;MASC;PL;POS	ADJ
polské	polnischen	polský	polnisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;MASC;PL
polské	polnische	polský	polnisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
sovětský	sowjetischen	sovětský	sowjetisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
archiv	archivierung	archiv	archivierung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
archiv	archiv	archiv	archiv	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
archiv	archivierung	archiv	archivierung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
archiv	archiv	archiv	archiv	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
dny	tage	den	tagen	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
najít	findet	najít	finden	V;POS;NFIN	V;IND;SG;3;PRS;FIN
najít	finden	najít	finden	V;POS;NFIN	V;NFIN
najít	finde	najít	finden	V;POS;NFIN	V;IND;SG;2;PRS;FIN
najít	suchen	najít	suchen	V;POS;NFIN	V;NFIN
vytváří	schafft	vytvářet	schaffen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vytváří	erstellt	vytvářet	erstellen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
vytváří	erzeugt	vytvářet	erzeugen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
vytváří	erschafft	vytvářet	erschaffen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vůz	auto	vůz	auto	N;INAN;NOM;MASC;SG;POS	N;NOM;SG
vůz	autovermietung	vůz	autovermietung	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
konstrukce	konstruktion	konstrukce	konstruktion	N;NOM;FEM;SG;POS	N;SG
konstrukce	bau	konstrukce	bau	N;NOM;FEM;SG;POS	N;SG
konstrukce	entwurf	konstrukce	entwerfen	N;NOM;FEM;SG;POS	N
konstrukce	gestaltung	konstrukce	gestaltung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
konstrukce	konstruktion	konstrukce	konstruktion	N;NOM;FEM;SG;POS	N;SG
konstrukce	design	konstrukce	design	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
konstrukce	gliederung	konstrukce	gliederung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
turnaj	wettkampf	turnaj	wettkampf	N;INAN;NOM;MASC;SG;POS	N
říká	sagt	říkat	sagen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
výbor	ausschuss	výbor	ausschassen	N;INAN;NOM;MASC;SG;POS	N
výbor	ausschuß	výbor	ausscheßen	N;INAN;NOM;MASC;SG;POS	N;SG
obdržel	eingegangen	obdržet	eingehen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
obdržel	empfangen	obdržet	empfangen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
obdržel	erhielt	obdržet	erhalten	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
hlavy	köpfe	hlava	köpfen	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
římské	römischen	římský	römisch	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;PL
římské	römische	římský	römisch	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;FEM;PL
dítě	kind	dítě	kind	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
dítě	kind	dítě	kind	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
zpočátku	anfangs	zpočátku	anfangs	ADV	ADV
deset	zehn	deset	zehn	NUM;NOM;SG	NUM
taky	ausserdem	také	ausserdem	ADV	ADV
taky	ebenso	také	ebenso	ADV	ADV
taky	außerdem	také	außerdem	ADV	ADV
taky	ebenfalls	také	ebenfalls	ADV	ADV
taky	auch	také	auch	ADV	ADV
taky	ebenfalls	také	ebenfalls	ADV	ADV
taky	auch	také	auch	ADV	ADV
zadní	rückseite	zadní	rückseite	ADJ;NOM;MASC;SG;POS	ADJ
královské	königliches	královský	königlich	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
královské	königlich	královský	königlich	ADJ;NOM;NEUT;SG;POS	ADJ
termín	begriff	termín	begreifen	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
termín	termin	termín	termin	N;INAN;NOM;MASC;SG;POS	N;SG
zpracování	bearbeitung	zpracování	bearbeitung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
zpracování	verarbeitung	zpracování	verarbeitung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
zpracování	aufbereitung	zpracování	aufbereitung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
rozdělení	aufschlüsselung	rozdělení	aufschlüsselung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
rozdělení	gliederung	rozdělení	gliederung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
rozdělení	aufschlüsselung	rozdělení	aufschlüsselung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
rozdělení	spaltung	rozdělení	spaltung	N;NOM;NEUT;SG;POS	N;FEM;SG
rozdělení	verteilung	rozdělení	Verteilung	N;NOM;NEUT;SG;POS	N;NOM;SG
video	video	video	video	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
dálnice	schnellstraße	dálnice	schnellstraße	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
dálnice	schnellstraße	dálnice	schnellstraße	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
dálnice	schnellstraße	dálnice	schnellstraße	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
dálnice	landstraße	dálnice	landstraße	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
zlatá	goldener	zlatý	golden	ADJ;NOM;FEM;SG;POS	ADJ
zlatá	goldenes	zlatý	golden	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
židovské	jüdischen	židovský	jüdisch	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
židovské	jüdisch	židovský	jüdisch	ADJ;NOM;NEUT;SG;POS	ADJ
židovské	jüdischer	židovský	jüdisch	ADJ;NOM;NEUT;SG;POS	ADJ
tradiční	traditionell	tradiční	traditionell	ADJ;NOM;MASC;SG;POS	ADJ
tradiční	traditioneller	tradiční	traditionell	ADJ;NOM;MASC;SG;POS	ADJ
tradiční	traditionelles	tradiční	traditionell	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
lesní	forstwirtschaft	lesní	forstwirtschaft	ADJ;NOM;MASC;SG;POS	ADJ
anglické	englisch	anglický	englisch	ADJ;NOM;NEUT;SG;POS	ADJ
anglické	deutsch	anglický	deutsch	ADJ;NOM;NEUT;SG;POS	ADJ
starý	altstadt	starý	altstadt	ADJ;INAN;NOM;MASC;SG;POS	ADJ
starý	alter	starý	alt	ADJ;INAN;NOM;MASC;SG;POS	ADJ
starý	alt	starý	alt	ADJ;INAN;NOM;MASC;SG;POS	ADJ
zpráva	bericht	zpráva	berechen	N;NOM;FEM;SG;POS	N
zpráva	mitteilung	zpráva	mitteilung	N;NOM;FEM;SG;POS	N;FEM;SG
prof	professor	profesor	professor	N;ANIM;MASC;POS	N;NOM;MASC;SG
politická	politisch	politický	politisch	ADJ;NOM;FEM;SG;POS	ADJ
politická	politisches	politický	politisch	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
politická	politischer	politický	politisch	ADJ;NOM;FEM;SG;POS	ADJ
smlouvy	verträge	smlouva	verträgen	N;NOM;FEM;PL;POS	N;NOM;PL
smlouvy	verträge	smlouva	verträgen	N;NOM;FEM;PL;POS	N;NOM;PL
dělení	unterteilung	dělení	unterteilung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
produkce	fertigung	produkce	Fertigung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
produkce	herstellung	produkce	herstellung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
produkce	erzeugung	produkce	erzeugung	N;NOM;FEM;SG;POS	N;SG
dosahuje	erzielt	dosahovat	erzielen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
světová	weltweit	světový	weltweit	ADJ;NOM;FEM;SG;POS	ADJ
vojska	soldaten	vojsko	soldat	N;NOM;NEUT;PL;POS	N;PL
systémy	systeme	systém	system	N;INAN;NOM;MASC;PL;POS	N;NOM
úspěch	verwirklichung	úspěch	verwirklichung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
úspěch	leistung	úspěch	leistung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
muž	mensch	muž	mensch	N;ANIM;NOM;MASC;SG;POS	N;SG
úspěchy	ergebnisse	úspěch	ergebnis	N;INAN;NOM;MASC;PL;POS	N;NOM;NEUT;PL
úspěchy	erfolge	úspěch	erfolge	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
úspěchy	erfolge	úspěch	erfolge	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
úspěchy	erfolge	úspěch	erfolge	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
jiná	verschieden	jiný	verschieden	ADJ;NOM;FEM;SG;POS	ADJ
jiná	unterschiedlich	jiný	unterschiedlich	ADJ;NOM;FEM;SG;POS	ADJ
jiná	sonstiges	jiný	sonstig	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
jiná	anderes	jiný	ander	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
generace	erzeugung	generace	erzeugung	N;NOM;FEM;SG;POS	N;SG
výzkum	forschung	výzkum	forschung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
dobrý	guten	dobrý	gut	ADJ;INAN;NOM;MASC;SG;POS	ADJ;SG
dobrý	gute	dobrý	gut	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;SG
dobrý	guter	dobrý	gut	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC
dobrý	gutes	dobrý	gut	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
dobrý	gut	dobrý	gut	ADJ;INAN;NOM;MASC;SG;POS	ADJ
osobnosti	persönlichkeiten	osobnost	persönlichkeit	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
administrativní	administrativen	administrativní	administrativ	ADJ;NOM;MASC;SG;POS	ADJ
opatření	massnahme	opatření	massnahm	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
ležící	liegend	ležící	liegend	ADJ;IPFV;NOM;FEM;SG;POS;PRS;V.PTCP;ACT	ADJ
linka	linie	linka	linie	N;NOM;FEM;SG;POS	N
linka	strecke	linka	strecken	N;NOM;FEM;SG;POS	N;SG
brankář	torwart	brankář	torwart	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
brankář	torwart	brankář	torwart	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
vytvořit	erstellen	vytvořit	erstellen	V;PFV;POS;NFIN	V;NFIN
vytvořit	schaffen	vytvořit	schaffen	V;PFV;POS;NFIN	V;NFIN
vytvořit	erzeugen	vytvořit	erzeugen	V;PFV;POS;NFIN	V;NFIN
vytvořit	erstelle	vytvořit	erstelle	V;PFV;POS;NFIN	V;SG;FIN
vytvořit	anlegen	vytvořit	anlegen	V;PFV;POS;NFIN	V;NFIN
existence	dasein	existence	dasein	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
nese	trägt	nést	tragen	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
popisek	kennzeichnung	popisek	kennzeichnung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
pracovat	arbeiten	pracovat	arbeiten	V;IPFV;POS;NFIN	V;NFIN
teď	nun	teď	nun	ADV	ADV
teď	jetzt	teď	jetzt	ADV	ADV
občanské	zivilrecht	občanský	zivilrecht	ADJ;NOM;NEUT;SG;POS	ADJ
občanské	zivil	občanský	zivil	ADJ;NOM;NEUT;SG;POS	ADJ
občanské	bürgerlich	občanský	bürgerlich	ADJ;NOM;NEUT;SG;POS	ADJ
výstavba	konstruktion	výstavba	konstruktion	N;NOM;FEM;SG;POS	N;SG
výstavba	bau	výstavba	bau	N;NOM;FEM;SG;POS	N;SG
dostupné	vorhanden	dostupný	vorhanden	ADJ;NOM;MASC;PL;POS	ADJ
dostupné	verfügbare	dostupný	verfügbar	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
dostupné	verfügbar	dostupný	verfügbar	ADJ;NOM;MASC;PL;POS	ADJ
dostupné	erhältlich	dostupný	erhältlich	ADJ;NOM;MASC;PL;POS	ADJ
dostupné	zugänglich	dostupný	zugänglich	ADJ;NOM;MASC;PL;POS	ADJ
dostupné	zugängliche	dostupný	zugänglich	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
dostupné	erreichbar	dostupný	erreichbar	ADJ;NOM;MASC;PL;POS	ADJ
delší	länger	dlouhý	lang	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
delší	längeren	dlouhý	lang	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
delší	längere	dlouhý	lang	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;NOM;FEM;SG
jezero	stausee	jezero	stausen	N;NOM;NEUT;SG;POS	N;SG
tituly	abschlüsse	titul	abschlüß	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
hrát	abspielen	hrát	abspielen	V;POS;NFIN	V;NFIN
hrát	spielen	hrát	spielen	V;POS;NFIN	V;NFIN
možnosti	optionen	možnost	option	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
mužstvo	team	mužstvo	team	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
novinář	journalisten	novinář	journalist	N;ANIM;NOM;MASC;SG;POS	N
revoluce	revolution	revoluce	revolution	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
olympijské	olympische	olympijský	olympisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
olympijské	olympischen	olympijský	olympisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;MASC;PL
