with	با	with	با	ADP	ADP
views	نماها	view	نما	N;PL	N;PL
views	بازدیدهای	view	بازدید	N;PL	N;PL
views	نماهای	view	نما	N;PL	N;PL
density	تراکم	density	None	N;SG	N;SG
density	چگالی	density	چگالی	N;SG	N;SG
fleet	ناوگان	fleet	ناوه	N;SG	N;SG
extra	اضافه	extra	اضافه	ADJ	ADJ
theme	چهره	theme	چهره	N;SG	N;SG
theme	چهرۀ	theme	چهرۀ	N;SG	N;SG
theme	تم	theme	تم	N;SG	N;SG
interested	علاقمند	interested	علاقمند	ADJ	ADJ
heard	شنیده	hear	شنید#شنو	V;PST;V.PTCP	V;SG;3;V.PTCP
behavior	رفتاری	behavior	رفتار	N;SG	N;SG
behavior	رفتار	behavior	رفتار	N;SG	N;SG
musician	نوازنده	musician	نوازنده	N;SG	N;SG
musician	musician	musician	musician	N;SG	N;SG
musician	موسیقیدان	musician	موسیقید	N;SG	N;SG
tennis	تنیس	tennis	تنیس	N;SG	N;SG
percent	درصد	percent	درصد	N;SG	N;SG
logs	گزارشها	log	گزارش	N;PL	N;PL
convention	کنوانسیون	convention	کنوانسیون	N;SG	N;SG
convention	همایش	convention	همایش	N;SG	N;SG
ring	حلقه	ring	حلقه	N;SG	N;SG
ring	رینگ	ring	None	N;SG	N;SG
ring	انگشتر	ring	انگشتر	N;SG	N;SG
deputy	معاون	deputy	معاون	N;SG	N;SG
universities	دانشگاههای	university	دانشگاه	N;PL	N;PL
universities	دانشگاهها	university	دانشگاه	N;PL	N;PL
agent	مامور	agent	None	N;SG	N;SG
agent	کارگزار	agent	کارگزار	N;SG	N;SG
agent	مأمور	agent	مأمور	N;SG	N;SG
difference	تفاوت	difference	تفاوت	N;SG	N;SG
difference	فرق	difference	فرق	N;SG	N;SG
animal	حیوانی	animal	حیوانی	N;SG	N;SG
animal	حیوان	animal	None	N;SG	N;SG
positions	مواضع	position	موضع	N;PL	N;PL
positions	موقعیتهای	position	موقعیت	N;PL	N;PL
exactly	دقیقا	exactly	None	ADV	ADV
exactly	دقیقاً	exactly	دقیقاً	ADV	ADV
stay	بمان	stay	None	V;IMP;FIN	V;IMP;SG;2
stay	بمانی	stay	بمانی	V;IMP;FIN	V;IMP;2
combat	مقابله	combat	مقابله	N;SG	N;SG
combat	نبرد	combat	None	N;SG	N;SG
palace	کاخ	palace	کاخ	N;SG	N;SG
palace	قصر	palace	None	N;SG	N;SG
card	کارت	card	کارت	N;SG	N;SG
card	ورق	card	ورق	N;SG	N;SG
opposition	اپوزیسیون	opposition	اپوزیسیون	N;SG	N;SG
opposition	مخالف	opposition	مخالف	N;SG	N;SG
opposition	مخالفت	opposition	مخالفت	N;SG	N;SG
attempts	تلاشهای	attempt	تلاش	N;PL	N;PL
attempts	تلاشها	attempt	تلاش	N;PL	N;PL
understanding	عقل	understanding	عقل	N;SG	N;SG
wrestling	کشتی	wrestling	کشتی	N;SG	N;SG
critics	منتقدان	critic	منتقد	N;PL	N;PL
critics	منتقدین	critic	منتقد	N;PL	N;PL
hands	دستهای	hand	دست	N;PL	N;PL
hands	دستان	hand	None	N;PL	N;PL
poetry	شعر	poetry	شعر	N;SG	N;SG
materials	مواد	material	ماده	N;PL	N;PL
materials	مصالح	material	مصالح	N;PL	N;PL
promotion	ترویج	promotion	ترویج	N;SG	N;SG
promotion	ارتقاء	promotion	ارتقاءء	N;SG	N;SG
promotion	ترفیع	promotion	ترفیع	N;SG	N;SG
promotion	تبلیغ	promotion	تبلیغ	N;SG	N;SG
promotion	ارتقای	promotion	ارتقا	N;SG	N;SG
promotion	ارتقا	promotion	ارتقا	N;SG	N;SG
apparently	ظاهرا	apparently	ظاهراً	ADV	ADV
battalion	گردان	battalion	گردان	N;SG	N;SG
row	سطر	row	سطر	N;SG	N;SG
shortsummary	shortsummary	shortsummary	shortsummary	N;SG	N;SG
figures	شکلها	figure	شکل	N;PL	N;PL
figures	شکلهای	figure	شکل	N;PL	N;PL
figures	ارقام	figure	رقم	N;PL	N;PL
existence	وجود	existence	وجود	N;SG	N;SG
eye	چشم	eye	چشم	N;SG	N;SG
eye	چشمی	eye	چشم	N;SG	N;SG
brigade	تشکیلات	brigade	تشکیلات	N;SG	N;SG
brigade	تیپ	brigade	None	N;SG	N;SG
screen	پرده	screen	پرده	N;SG	N;SG
risk	خطر	risk	خطر	N;SG	N;SG
risk	ریسک	risk	None	N;SG	N;SG
ban	بان	ban	بان	N;SG	N;SG
ban	قدغن	ban	قدغن	N;SG	N;SG
labor	کارگری	labor	کارگر	N;SG	N;SG
labor	کارگر	labor	کارگر	N;SG	N;SG
labor	زایمان	labor	زایمان	N;SG	N;SG
definition	تعریف	definition	تعریف	N;SG	N;SG
application	کاربردی	application	کاربردی	N;SG	N;SG
application	کاربرد	application	کاربرد	N;SG	N;SG
steel	فولاد	steel	فولاد	N;SG	N;SG
steel	استیل	steel	استیل	N;SG	N;SG
steel	فولادی	steel	فولادی	N;SG	N;SG
presence	حضورش	presence	حضورش	N;SG	N;SG
presence	حضور	presence	حضور	N;SG	N;SG
expansion	گسترش	expansion	گسترش	N;SG	N;SG
expansion	انبساط	expansion	انبساط	N;SG	N;SG
expansion	بسط	expansion	بسط	N;SG	N;SG
easy	آسان	easy	None	ADJ	ADJ
easy	ساده	easy	ساده	ADJ	ADJ
easy	راحت	easy	راحت	ADJ	ADJ
happy	خوشبخت	happy	خوشبخت	ADJ	ADJ
happy	خوش	happy	خوش	ADJ	ADJ
happy	شاد	happy	شاد	ADJ	ADJ
happy	خوشحال	happy	None	ADJ	ADJ
classes	کلاسهای	class	کلاس	N;PL	N;PL
classes	کلاسها	class	کلاس	N;PL	N;PL
theater	theater	theater	theater	N;SG	N;SG
chance	شانس	chance	شانس	N;SG	N;SG
chance	فرصت	chance	فرصت	N;SG	N;SG
candidates	کاندیداهای	candidate	کاندیدا	N;PL	N;PL
object	شئ	object	شئ	N;SG	N;SG
object	مفعول	object	مفعول	N;SG	N;SG
object	شیء	object	شیء	N;SG	N;SG
powers	قدرتهای	power	قدرت	N;PL	N;PL
birds	پرندگان	bird	پرنده	N;PL	N;PL
spread	پخش	spread	پخش	N;SG	N;SG
teaching	تدریس	teaching	تدریس	N;SG	N;SG
teaching	آموزش	teaching	آموزش	N;SG	N;SG
guidelines	دستورالعملهای	guideline	دستورالع	N;PL	N;PL
guidelines	دستورالعملها	guideline	دستورالع	N;PL	N;PL
guidelines	رهنمودهای	guideline	رهنمود	N;PL	N;PL
depth	عمق	depth	عمق	N;SG	N;SG
lyrics	شعرای	lyric	شاعر	N;PL	N;PL
federation	فدراسیون	federation	فدراسیون	N;SG	N;SG
journalist	خبرنگار	journalist	خبرنگار	N;SG	N;SG
intelligence	هوش	intelligence	هوش	N;SG	N;SG
intelligence	هوشی	intelligence	هوشی	N;SG	N;SG
connection	ارتباط	connection	ارتباط	N;SG	N;SG
connection	اتصال	connection	اتصال	N;SG	N;SG
sons	پسران	son	پسر	N;PL	N;PL
sons	فرزندان	son	فرزند	N;PL	N;PL
plot	رسم	plot	رسم	N;SG	N;SG
plot	نیرنگ	plot	نیرنگ	N;SG	N;SG
dates	تاریخهای	date	تاریخ	N;PL	N;PL
firm	استواری	firm	استواری	N;SG	N;SG
pilot	خلبان	pilot	None	N;SG	N;SG
pilot	راهبری	pilot	راهبری	N;SG	N;SG
introduction	معرفی	introduction	معرفی	N;SG	N;SG
introduction	مقدمه	introduction	مقدمه	N;SG	N;SG
introduction	آشنایی	introduction	آشنایی	N;SG	N;SG
vehicle	خودرو	vehicle	خودرو	N;SG	N;SG
vehicle	ماشین	vehicle	ماشین	N;SG	N;SG
stock	موجودی	stock	None	N;SG	N;SG
frequently	غالبا	frequently	غالبا	ADV	ADV
performing	نمایشی	perform	نمایشی	N;SG	N;SG
drug	دارو	drug	دارو	N;SG	N;SG
residence	اقامتگاه	residence	اقامتگاه	N;SG	N;SG
residence	جایگاه	residence	جایگاه	N;SG	N;SG
residence	اقامت	residence	اقامت	N;SG	N;SG
pov	pov	pov	pov	N;SG	N;SG
interesting	جالب	interesting	جالب	ADJ	ADJ
moon	قمر	moon	قمر	N;SG	N;SG
moon	ماه	moon	ماه	N;SG	N;SG
moon	moon	moon	moon	N;SG	N;SG
limit	حد	limit	حد	N;SG	N;SG
limit	محدودیت	limit	محدودیت	N;SG	N;SG
minute	دقیقه	minute	دقیقه	N;SG	N;SG
wind	باد	wind	باد	N;SG	N;SG
wind	بادی	wind	بادی	N;SG	N;SG
architect	معمار	architect	معمار	N;SG	N;SG
architect	architect	architect	architect	N;SG	N;SG
crown	کرون	crown	کرون	N;SG	N;SG
crown	کراون	crown	کراون	N;SG	N;SG
crown	تاج	crown	تاج	N;SG	N;SG
younger	جوانتر	younger	جوان	ADJ;CMPR	ADJ;CMPR
step	گام	step	گام	N;SG	N;SG
step	مرحله	step	مرحله	N;SG	N;SG
step	قدم	step	قدم	N;SG	N;SG
weapons	سلاح	weapon	سلاح	N;PL	N;PL
armed	مسلح	armed	None	ADJ	ADJ
rating	ارزیابی	rating	ارزیابی	N;SG	N;SG
programme	برنامه	programme	برنامه	N;SG	N;SG
squad	جوخه	squad	جوخه	N;SG	N;SG
dynasty	دودمان	dynasty	دودم	N;SG	N;SG
dynasty	سلسله	dynasty	سلسله	N;SG	N;SG
alliance	ائتلاف	alliance	ائتلاف	N;SG	N;SG
alliance	وصلت	alliance	وصلت	N;SG	N;SG
alliance	اتحاد	alliance	اتحاد	N;SG	N;SG
methods	روشهای	method	روش	N;PL	N;PL
heat	گرما	heat	None	N;SG	N;SG
heat	حرارت	heat	حرارت	N;SG	N;SG
heat	گرمای	heat	None	N;SG	N;SG
fans	هواداران	fan	هوادار	N;PL	N;PL
fans	هوادارن	fan	هوادارن	N;PL	N;PL
fans	طرفداران	fan	طرفدار	N;PL	N;PL
purposes	مقاصد	purpose	مقاصد	N;PL	N;PL
credit	اعتبار	credit	اعتبار	N;SG	N;SG
credit	اعتباری	credit	اعتبار	N;SG	N;SG
boat	قایق	boat	None	N;SG	N;SG
boat	کشتی	boat	کشتی	N;SG	N;SG
arena	آرنا	arena	آرنا	N;SG	N;SG
dog	سگ	dog	سگ	N;SG	N;SG
dog	سگی	dog	سگی	N;SG	N;SG
kill	بکش	kill	بکش	V;IMP;FIN	V;IMP;SG;2
wikiproject	wikiproject	wikiproject	wikiproject	N;SG	N;SG
negative	منفی	negative	منفی	ADJ	ADJ
edge	لبه	edge	لبه	N;SG	N;SG
edge	اج	edge	اج	N;SG	N;SG
edge	لبۀ	edge	لبۀ	N;SG	N;SG
tools	ابزارها	tool	ابزار	N;PL	N;PL
tools	ابزارهای	tool	ابزار	N;PL	N;PL
colonel	سرهنگ	colonel	سرهنگ	N;SG	N;SG
weak	ضعیف	weak	ضعیف	ADJ	ADJ
weak	سست	weak	None	ADJ	ADJ
chosen	برگزیده	choose	برگزیده	V;PST;V.PTCP	V;SG;3;V.PTCP
supply	تامین	supply	تامین	N;SG	N;SG
tradition	سنت	tradition	سنت	N;SG	N;SG
tradition	رسم	tradition	رسم	N;SG	N;SG
elementary	ابتدایی	elementary	ابتدایی	N;SG	N;SG
household	خانوار	household	خانوار	N;SG	N;SG
spirit	روحی	spirit	روح	N;SG	N;SG
spirit	اسپریت	spirit	اسپریت	N;SG	N;SG
spirit	روح	spirit	روح	N;SG	N;SG
task	تکلیف	task	تکلیف	N;SG	N;SG
incident	حادثه	incident	حادثه	N;SG	N;SG
incident	واقعه	incident	واقعه	N;SG	N;SG
climate	اقلیم	climate	اقلیم	N;SG	N;SG
topics	موضوعات	topic	موضوع	N;PL	N;PL
topics	موضوعاتی	topic	موضوع	N;PL	N;PL
communications	ارتباطات	communication	ارتباط	N;PL	N;PL
communications	آیات	communication	None	N;PL	N;PL
chapter	سوره	chapter	سوره	N;SG	N;SG
chapter	فصل	chapter	فصل	N;SG	N;SG
broken	شکسته	broken	شکسته	ADJ	ADJ;SG;3;V.PTCP
license	گواهینامه	license	گواهینامه	N;SG	N;SG
license	مجوز	license	مجوز	N;SG	N;SG
license	جواز	license	جواز	N;SG	N;SG
passing	گذشتن	passing	گذشتن	N;SG	N;SG
passing	وفات	passing	وفات	N;SG	N;SG
passing	گذر	passing	None	N;SG	N;SG
citizens	شهروندان	citizen	شهروند	N;PL	N;PL
trees	درختان	tree	درخت	N;PL	N;PL
trees	درختها	tree	درخت	N;PL	N;PL
gone	رفت	go	رفت#رو	V;PST;V.PTCP	V;SG;3;PST
gone	رفته	go	رفت#رو	V;PST;V.PTCP	V;SG;3;V.PTCP
greatest	بزرگترین	greatest	بزرگ	ADJ;RL	ADJ;RL
officials	افسران	official	افسر	N;PL	N;PL
officials	مقامات	official	مقام	N;PL	N;PL
sat	نشسته	sit	نشست#نشین	V;IND;PST;FIN	V;SG;3;V.PTCP
sat	نشستم	sit	None	V;IND;PST;FIN	V;SG;1;PST
sat	نشستند	sit	None	V;IND;PST;FIN	V;PL;3;PST
glass	گلاس	glass	گلاس	N;SG	N;SG
glass	گلس	glass	گلس	N;SG	N;SG
glass	لیوان	glass	لیوان	N;SG	N;SG
glass	شیشه	glass	شیشه	N;SG	N;SG
defence	دفاع	defence	دفاع	N;SG	N;SG
rich	غنی	rich	غنی	ADJ	ADJ
fast	تند	fast	None	ADJ	ADJ
properties	ویژگیها	property	ویژگی	N;PL	N;PL
properties	ویژگیهای	property	ویژگی	N;PL	N;PL
taught	آموخت	teach	آموخت	V;PST;V.PTCP	V;SG;3;PST
taught	آموخته	teach	آموخته	V;PST;V.PTCP	V;SG;3;V.PTCP
exhibition	نمایشگاه	exhibition	نمایشگاه	N;SG	N;SG
speech	سخنرانی	speech	سخنرانی	N;SG	N;SG
speech	گفتار	speech	گفتار	N;SG	N;SG
proposal	خواستگاری	proposal	None	N;SG	N;SG
internal	داخلی	internal	داخلی	ADJ	ADJ
internal	درونی	internal	درونی	ADJ	ADJ
effective	مؤثر	effective	مؤثر	ADJ	ADJ
solution	چاره	solution	چاره	N;SG	N;SG
solution	محلول	solution	None	N;SG	N;SG
fashion	فشن	fashion	فشن	N;SG	N;SG
fashion	مد	fashion	مد	N;SG	N;SG
fashion	fashion	fashion	None	N;SG	N;SG
fashion	مُد	fashion	مُد	N;SG	N;SG
foot	پای	foot	پا	N;SG	N;SG
foot	فوت	foot	فوت	N;SG	N;SG
foot	پیاده	foot	پیاده	N;SG	N;SG
foot	پا	foot	پا	N;SG	N;SG
brief	خلاصه	brief	خلاصه	N;SG	N;SG
brief	مختصر	brief	مختصر	N;SG	N;SG
adult	بالغ	adult	بالغ	ADJ	ADJ
newly	جدیداً	newly	جدیداً	ADV	ADV
identity	هویت	identity	هویت	N;SG	N;SG
nominator	nominator	nominator	nominator	N;SG	N;SG
singers	خوانندگان	singer	خواننده	N;PL	N;PL
transfer	انتقال	transfer	انتقال	N;SG	N;SG
cells	سلولهای	cell	None	N;PL	N;PL
cells	سلولها	cell	None	N;PL	N;PL
permanent	همیشگی	permanent	همیشگی	ADJ	ADJ
phase	مرحله	phase	مرحله	N;SG	N;SG
phase	فازی	phase	فازی	N;SG	N;SG
phase	فاز	phase	فاز	N;SG	N;SG
audience	مخاطب	audience	مخاطب	N;SG	N;SG
trains	قطارها	train	قطار	N;PL	N;PL
trains	متقاضیان	train	متقاضی	N;PL	N;PL
eyes	چشمها	eye	چشم	N;PL	N;PL
eyes	چشمانی	eye	چشمانی	N;PL	N;PL
eyes	چشمان	eye	چشم	N;PL	N;PL
communication	ارتباط	communication	ارتباط	N;SG	N;SG
communication	مکاتبه	communication	مکاتبه	N;SG	N;SG
communication	ارتباطی	communication	ارتباط	N;SG	N;SG
scope	دامنه	scope	None	N;SG	N;SG
divisions	تقسیمات	division	تقسیمه	N;PL	N;PL
divisions	بخشها	division	بخش	N;PL	N;PL
warning	اخطار	warning	خطر	N;SG	N;SG
warning	هشدار	warning	هشدار	N;SG	N;SG
objects	اشیاء	object	شیء	N;PL	N;PL
objects	اجسام	object	اجسام	N;PL	N;PL
objects	اشیا	object	اشیا	N;PL	N;PL
contest	مسابقه	contest	مسابقه	N;SG	N;SG
fighter	رزمنده	fighter	رزمنده	N;SG	N;SG
fighter	جنگنده	fighter	جنگنده	N;SG	N;SG
fighter	مبارز	fighter	مبارز	N;SG	N;SG
reality	واقعیت	reality	واقعیت	N;SG	N;SG
vandalism	خرابکاری	vandalism	خرابکاری	N;SG	N;SG
enemy	دشمن	enemy	دشمن	N;SG	N;SG
enemy	دشمنی	enemy	دشمنی	N;SG	N;SG
respect	مراعات	respect	مراعه	N;SG	N;SG
respect	احترام	respect	احترام	N;SG	N;SG
authorities	مسئولین	authority	مسئولین	N;PL	N;PL
authorities	مقامات	authority	مقام	N;PL	N;PL
authorities	مسئولان	authority	مسئول	N;PL	N;PL
killing	کشتن	killing	کشتن	N;SG	N;SG
maximum	حداکثر	maximum	حداکثر	ADJ	ADJ
fan	بادبزن	fan	بادبزن	N;SG	N;SG
fan	طرفدار	fan	طرفدار	N;SG	N;SG
fan	پنکه	fan	پنکه	N;SG	N;SG
fan	فن	fan	فن	N;SG	N;SG
painter	نقاش	painter	نقاش	N;SG	N;SG
universe	کیهان	universe	کیهان	N;SG	N;SG
universe	گیتی	universe	گیت#گیر	N;SG	N;SG
obvious	واضح	obvious	واضح	ADJ	ADJ
actresses	بازیگرها	actress	بازیگر	N;PL	N;PL
driver	راننده	driver	راننده	N;SG	N;SG
driver	گرداننده	driver	گرداننده	N;SG	N;SG
baby	بچه	baby	بچه	N;SG	N;SG
billboard	بیلبورد	billboard	بیلبورد	N;SG	N;SG
wants	میخواهد	want	خواست#خواه	V;IND;SG;3;PRS;FIN	V;SG;3;PRS
formula	فرمول	formula	None	N;SG	N;SG
interior	interior	interior	None	N;SG	N;SG
weather	هوای	weather	هوا	N;SG	N;SG
weather	هوا	weather	هوا	N;SG	N;SG
powerful	نیرومند	powerful	نیرومند	ADJ	ADJ
powerful	پرقدرت	powerful	پرقدرت	ADJ	ADJ
muslim	مسلم	muslim	مسلم	ADJ	ADJ
publisher	ناشر	publisher	ناشر	N;SG	N;SG
athletes	ورزشکاران	athlete	ورزشکار	N;PL	N;PL
bird	پرنده	bird	پرنده	N;SG	N;SG
audio	صدا	audio	صدا	N;SG	N;SG
cat	cat	cat	cat	N;SG	N;SG
cat	گربه	cat	گربه	N;SG	N;SG
centuries	قرنها	century	قرن	N;PL	N;PL
valid	معتبر	valid	معتبر	ADJ	ADJ
items	موارد	item	مورد	N;PL	N;PL
counties	شهرستانهای	county	شهرستان	N;PL	N;PL
update	بهروز	update	بهروز	N;SG	N;SG
false	غلط	false	غلط	ADJ	ADJ
equivalent	معادل	equivalent	معادل	ADJ	ADJ
ending	پایان	end	پایان	N;SG	N;SG
ending	اختتامیه	end	اختتامیه	N;SG	N;SG
ending	پایانی	end	پایان	N;SG	N;SG
partner	همکار	partner	همکار	N;SG	N;SG
partner	شریک	partner	None	N;SG	N;SG
aviation	هوانوردی	aviation	هوانوردی	N;SG	N;SG
aviation	هواپیمایی	aviation	هواپیمایی	N;SG	N;SG
failure	شکست	failure	شکست	N;SG	N;SG
failure	نارسایی	failure	نارسایی	N;SG	N;SG
failure	خرابی	failure	خرابی	N;SG	N;SG
strength	قوت	strength	قوت	N;SG	N;SG
strength	نیرو	strength	نیرو	N;SG	N;SG
strength	قدرت	strength	قدرت	N;SG	N;SG
strength	استحکام	strength	استحکام	N;SG	N;SG
knight	شوالیه	knight	شوالیه	N;SG	N;SG
knight	نایت	knight	نایت	N;SG	N;SG
nominations	نامزدها	nomination	نامزد	N;PL	N;PL
nominations	نامزدهای	nomination	نامزد	N;PL	N;PL
concern	نگرانی	concern	نگرانی	N;SG	N;SG
keeping	نگهداشتن	keeping	نگهداشتن	N;SG	N;SG
keeping	نگهداری	keeping	نگهداری	N;SG	N;SG
criticism	انتقاد	criticism	انتقاد	N;SG	N;SG
criticism	نقد	criticism	نقد	N;SG	N;SG
magic	جادویی	magic	جادویی	N;SG	N;SG
magic	جادو	magic	None	N;SG	N;SG
magic	سحر	magic	سحر	N;SG	N;SG
magic	جادوی	magic	جادوی	N;SG	N;SG
treaty	عهدنامه	treaty	عهدنامه	N;SG	N;SG
treaty	معاهده	treaty	معاهده	N;SG	N;SG
treaty	پیمان	treaty	پیمان	N;SG	N;SG
selection	گزینش	selection	گزینش	N;SG	N;SG
rear	عقب	rear	عقب	N;SG	N;SG
motor	موتوری	motor	موتوری	N;SG	N;SG
motor	موتور	motor	موتور	N;SG	N;SG
circuit	مدار	circuit	مدار	N;SG	N;SG
circuit	circuit	circuit	circuit	N;SG	N;SG
compilation	کامپایل	compilation	کامپایل	N;SG	N;SG
compilation	تالیف	compilation	تالیف	N;SG	N;SG
islamic	اسلامی	islamic	اسلامی	ADJ	ADJ
determined	مصمم	determined	مصمم	ADJ	ADJ
geography	جغرافی	geography	جغرافی	N;SG	N;SG
geography	جغرافیای	geography	جغرافی	N;SG	N;SG
geography	جغرافیا	geography	جغرافیا	N;SG	N;SG
fuel	سوخت	fuel	سوخت	N;SG	N;SG
artillery	توپخانه	artillery	توپخانه	N;SG	N;SG
locations	مکانهای	location	مکان	N;PL	N;PL
locations	مکانها	location	مکان	N;PL	N;PL
locations	محلهای	location	محل	N;PL	N;PL
inclusion	شمول	inclusion	شمول	N;SG	N;SG
chamber	تالار	chamber	تالار	N;SG	N;SG
chamber	دالان	chamber	دال	N;SG	N;SG
moment	لحظه	moment	لحظه	N;SG	N;SG
moment	گشتاور	moment	گشتاور	N;SG	N;SG
condition	شرط	condition	شرط	N;SG	N;SG
instance	نمونه	instance	نمونه	N;SG	N;SG
instance	نمونۀ	instance	نمونۀ	N;SG	N;SG
instance	مثال	instance	مثال	N;SG	N;SG
changing	تغییر	changing	تغییر	N;SG	N;SG
municipalities	شهرهای	municipality	شهر	N;PL	N;PL
municipalities	دهستانهای	municipality	دهستان	N;PL	N;PL
mix	اختلاط	mix	اختلاط	N;SG	N;SG
mix	مخلوط	mix	مخلوط	N;SG	N;SG
mix	میکس	mix	میکس	N;SG	N;SG
shift	شیفت	shift	شیفت	N;SG	N;SG
investigation	تحقیق	investigation	تحقیق	N;SG	N;SG
institution	موسسه	institution	None	N;SG	N;SG
institution	مؤسسه	institution	مؤسسه	N;SG	N;SG
princess	پرنسس	princess	پرنسس	N;SG	N;SG
princess	شاهدخت	princess	شاهدخت	N;SG	N;SG
trail	دنباله	trail	دنباله	N;SG	N;SG
applications	کاربردها	application	کاربرد	N;PL	N;PL
hundred	صد	hundred	صد	NUM	NUM
requirements	نیازها	requirement	نیاز	N;PL	N;PL
requirements	نیازهای	requirement	نیاز	N;PL	N;PL
sector	بخش	sector	بخش	N;SG	N;SG
sector	سکتور	sector	سکتور	N;SG	N;SG
orders	دستورات	order	دستور	N;PL	N;PL
corner	گوشه	corner	گوشه	N;SG	N;SG
temperature	دما	temperature	دما	N;SG	N;SG
values	مقادیر	value	مقدار	N;PL	N;PL
values	ارزشها	value	ارزش	N;PL	N;PL
spot	نقطه	spot	نقطه	N;SG	N;SG
progress	پیشرفت	progress	پیشرفت	N;SG	N;SG
progress	پیشرفتی	progress	پیشرفتی	N;SG	N;SG
planet	سیاره	planet	سیاره	N;SG	N;SG
