από	從	από	從	ADP	ADP
σπίτια	住家	σπίτι	住家	N;NOM;NEUT;PL	N
σπίτια	房屋	σπίτι	房屋	N;NOM;NEUT;PL	N
σπίτια	房子	σπίτι	房子	N;NOM;NEUT;PL	N
ικανότητα	技藝	ικανότητα	技藝	N;ACC;FEM;SG	N
ικανότητα	技巧	ικανότητα	技巧	N;ACC;FEM;SG	N
ικανότητα	技能	ικανότητα	技能	N;ACC;FEM;SG	N
ικανότητα	容量	ικανότητα	容量	N;ACC;FEM;SG	N
ικανότητα	能力	ικανότητα	能力	N;ACC;FEM;SG	N
ικανότητα	能力	ικανότητα	能力	N;ACC;FEM;SG	N
μνημεία	古蹟	μνημείο	古蹟	N;NOM;NEUT;PL	N
σπάνια	極少	σπάνια	極少	ADV	ADV
διαγωνισμό	比賽	διαγωνισμός	比賽	N;ACC;MASC;SG	N
διαγωνισμό	競賽	διαγωνισμός	競賽	N;ACC;MASC;SG	N
γέφυρα	橋	γέφυρα	橋	N;NOM;FEM;SG	N
γέφυρα	艦橋	γέφυρα	艦橋	N;NOM;FEM;SG	N
γέφυρα	大橋	γέφυρα	大橋	N;NOM;FEM;SG	N
είσοδο	入場	είσοδος	入場	N;ACC;FEM;SG	N
είσοδο	入口	είσοδος	入口	N;ACC;FEM;SG	N
πυκνότητα	密度	πυκνότητα	密度	N;ACC;FEM;SG	N
μαύρο	黑	μαύρος	黑	N;NOM;NEUT;SG	N
μαύρο	黑色	μαύρος	黑色	N;NOM;NEUT;SG	N
μαύρο	黑人	μαύρος	黑人	N;NOM;NEUT;SG	N
φύλλα	紙牌	φύλλο	紙牌	N;NOM;NEUT;PL	N
φύλλα	卡片	φύλλο	卡片	N;NOM;NEUT;PL	N
φύλλα	牌	φύλλο	牌	N;NOM;NEUT;PL	N
φύλλα	樹葉	φύλλο	樹葉	N;NOM;NEUT;PL	N
φύλλα	葉子	φύλλο	葉子	N;NOM;NEUT;PL	N
φύλλα	床單	φύλλο	床單	N;NOM;NEUT;PL	N
κίνδυνο	風險	κίνδυνος	風險	N;ACC;MASC;SG	N
κίνδυνο	危險	κίνδυνος	危險	N;ACC;MASC;SG	N
σφαίρα	球體	σφαίρα	球體	N;NOM;FEM;SG	N
σφαίρα	子	σφαίρα	子	N;NOM;FEM;SG	N
σφαίρα	彈頭	σφαίρα	彈頭	N;NOM;FEM;SG	N
βάθος	深度	βάθος	深度	N;ACC;NEUT;SG	N
βήμα	台階	βήμα	台階	N;NOM;NEUT;SG	N
βήμα	步驟	βήμα	步驟	N;NOM;NEUT;SG	N
βήμα	步	βήμα	步	N;NOM;NEUT;SG	N
εγκαταστάσεις	設施	εγκατάσταση	設施	N;NOM;FEM;PL	N
εγκαταστάσεις	裝置	εγκατάσταση	裝置	N;NOM;FEM;PL	N
εγκαταστάσεις	設施	εγκατάσταση	設施	N;NOM;FEM;PL	N
βρέθηκαν	找到	βρίσκω	找到	V;PFV;IND;PL;3;PST;FIN;PASS	V
βρέθηκαν	發現	βρίσκω	發現	V;PFV;IND;PL;3;PST;FIN;PASS	V
κατάλογο	編目	κατάλογος	編目	N;ACC;MASC;SG	N
κυριαρχία	主權	κυριαρχία	主權	N;ACC;FEM;SG	N
κυβερνήτης	省長	κυβερνήτης	省長	N;NOM;MASC;SG	N
κυβερνήτης	總督	κυβερνήτης	總督	N;NOM;MASC;SG	N
κυβερνήτης	州	κυβερνήτης	州	N;NOM;MASC;SG	N
προγράμματα	方案	πρόγραμμα	方案	N;NOM;NEUT;PL	N
προγράμματα	方案	πρόγραμμα	方案	N;NOM;NEUT;PL	N
προγράμματα	程式	πρόγραμμα	程式	N;NOM;NEUT;PL	N
προσωπικά	親自	προσωπικά	親自	ADV	ADV
εισβολή	侵略	εισβολή	侵略	N;ACC;FEM;SG	N
γραφή	寫作	γραφή	寫作	N;NOM;FEM;SG	N
οργανισμός	組織	οργανισμός	組織	N;NOM;MASC;SG	N
οργανισμός	組織	οργανισμός	組織	N;NOM;MASC;SG	N
οργανισμός	機構	οργανισμός	機構	N;NOM;MASC;SG	N
ρόλος	作用	ρόλος	作用	N;NOM;MASC;SG	N
ρόλος	角色	ρόλος	角色	N;NOM;MASC;SG	N
ιστότοπος	網站	ιστότοπος	網站	N;NOM;MASC;SG	N
ιστότοπος	網頁	ιστότοπος	網頁	N;NOM;MASC;SG	N
μεγαλύτερα	較	μεγάλος	較	ADV;CMPR	ADV
νοσοκομείο	醫院	νοσοκομείο	醫院	N;NOM;NEUT;SG	N
κριτικές	審查	κριτικός	審查	N;NOM;FEM;PL	N
όριο	上限	όριο	上限	N;NOM;NEUT;SG	N
όριο	極限	όριο	極限	N;NOM;NEUT;SG	N
όριο	限	όριο	限	N;NOM;NEUT;SG	N
όριο	限額	όριο	限額	N;NOM;NEUT;SG	N
εμπόριο	商務	εμπόριο	商務	N;NOM;NEUT;SG	N
εμπόριο	商業	εμπόριο	商業	N;NOM;NEUT;SG	N
εμπόριο	貿易	εμπόριο	貿易	N;NOM;NEUT;SG	N
ανάγκες	需求	ανάγκη	需求	N;NOM;FEM;PL	N
χάρτη	地圖	χάρτης	地圖	N;ACC;MASC;SG	N
ποιήματα	詩	ποίημα	詩	N;NOM;NEUT;PL	N
ποιήματα	詩歌	ποίημα	詩歌	N;NOM;NEUT;PL	N
στόχος	目標	στόχος	目標	N;NOM;MASC;SG	N
στόχος	目標	στόχος	目標	N;NOM;MASC;SG	N
άνοιξη	春	άνοιξη	春	N;NOM;FEM;SG	N
άνοιξη	春秋	άνοιξη	春秋	N;NOM;FEM;SG	N
άνοιξη	春天	άνοιξη	春天	N;NOM;FEM;SG	N
άνοιξη	彈簧	άνοιξη	彈簧	N;NOM;FEM;SG	N
άνοιξη	春季	άνοιξη	春季	N;NOM;FEM;SG	N
ηλικίας	年紀	ηλικία	年紀	N;GEN;FEM;SG	N
ηλικίας	年齡	ηλικία	年齡	N;GEN;FEM;SG	N
συγκροτήματα	樂隊	σύγκροτημα	樂隊	N;NOM;NEUT;PL	N
συγκροτήματα	集會	σύγκροτημα	集會	N;NOM;NEUT;PL	N
διαμερίσματα	公寓	διαμέρισμα	公寓	N;NOM;NEUT;PL	N
λόγια	詞語	λόγος	詞語	N;NOM;NEUT;PL	N
λόγια	字	λόγος	字	N;NOM;NEUT;PL	N
λόγια	詞	λόγος	詞	N;NOM;NEUT;PL	N
παραλία	沙灘	παραλία	沙灘	N;NOM;FEM;SG	N
παραλία	海灘	παραλία	海灘	N;NOM;FEM;SG	N
δυτικό	西部	δυτικός	西部	N;NOM;NEUT;SG	N
αιτία	理由	αιτία	理由	N;NOM;FEM;SG	N
αιτία	理性	αιτία	理性	N;NOM;FEM;SG	N
αιτία	原因	αιτία	原因	N;NOM;FEM;SG	N
αιτία	原因	αιτία	原因	N;NOM;FEM;SG	N
πολιτισμός	文化	πολιτισμός	文化	N;NOM;MASC;SG	N
πολιτισμός	文明	πολιτισμός	文明	N;NOM;MASC;SG	N
τράπεζα	銀行	τράπεζα	銀行	N;NOM;FEM;SG	N
διαφορετική	不同	διαφορετικός	不同	ADJ;NOM;FEM;SG	ADJ
εκκλησίες	教會	εκκλησία	教會	N;NOM;FEM;PL	N
εκκλησίες	教堂	εκκλησία	教堂	N;NOM;FEM;PL	N
πύργος	塔	πύργος	塔	N;NOM;MASC;SG	N
πύργος	塔台	πύργος	塔台	N;NOM;MASC;SG	N
σχολεία	學校	σχολείο	學校	N;NOM;NEUT;PL	N
προπονητή	教練	προπονητής	教練	N;ACC;MASC;SG	N
συζητήσεις	辯論	συζήτηση	辯論	N;NOM;FEM;PL	N
αρχαίο	古老	αρχαίος	古老	ADJ;NOM;NEUT;SG	ADJ
επίσκοπος	主教	επίσκοπος	主教	N;NOM;MASC;SG	N
πλούσια	豐富	πλούσιος	豐富	ADJ;NOM;FEM;SG	ADJ
παράσταση	績效	παράσταση	績效	N;ACC;FEM;SG	N
παράσταση	業績	παράσταση	業績	N;ACC;FEM;SG	N
περάσει	通行	περνώ	通行	V;PFV;NFIN;ACT	V
σοφία	智慧	σοφία	智慧	N;NOM;FEM;SG	N
τάγμα	營	τάγμα	營	N;NOM;NEUT;SG	N
άκρο	肢	άκρο	肢	N;NOM;NEUT;SG	N
σήμα	訊號	σήμα	訊號	N;NOM;NEUT;SG	N
σήμα	徽章	σήμα	徽章	N;NOM;NEUT;SG	N
σήμα	警徽	σήμα	警徽	N;NOM;NEUT;SG	N
αεροσκάφος	飛機	αεροσκάφος	飛機	N;NOM;NEUT;SG	N
χρόνος	時光	χρόνος	時光	N;NOM;MASC;SG	N
χρόνος	時間	χρόνος	時間	N;NOM;MASC;SG	N
πράξεις	行動	πράξη	行動	N;NOM;FEM;PL	N
δυνατό	強壯	δυνατός	強壯	ADJ;NOM;NEUT;SG	ADJ
δυνατό	強烈	δυνατός	強烈	ADJ;NOM;NEUT;SG	ADJ
δυνατό	堅強	δυνατός	堅強	ADJ;NOM;NEUT;SG	ADJ
βασιλείς	皇家	βασίλης	皇家	N;NOM;MASC;PL	N
δήμοι	市	δήμος	市	N;NOM;MASC;PL	N
δήμοι	市鎮	δήμος	市鎮	N;NOM;MASC;PL	N
ύφος	樣式	ύφος	樣式	N;NOM;NEUT;SG	N
ύφος	風格	ύφος	風格	N;NOM;NEUT;SG	N
χώρους	空格	χώρος	空格	N;ACC;MASC;PL	N
χώρους	空間	χώρος	空間	N;ACC;MASC;PL	N
αστέρας	星星	αστέρα	星星	N;NOM;MASC;SG	N
αστέρας	恆星	αστέρα	恆星	N;NOM;MASC;SG	N
αστέρας	星	αστέρα	星	N;NOM;MASC;SG	N
αστέρας	明星	αστέρα	明星	N;NOM;MASC;SG	N
φυτά	植物	φυτώ	植物	N;NOM;NEUT;PL	N
αγίων	聖人	άγιος	聖人	N;GEN;NEUT;PL	N
αγίων	聖徒	άγιος	聖徒	N;GEN;NEUT;PL	N
σύμβουλος	顧問	σύμβουλος	顧問	N;NOM;MASC;SG	N
σύμβουλος	顧問	σύμβουλος	顧問	N;NOM;MASC;SG	N
τεχνολογία	技術	τεχνολογία	技術	N;NOM;FEM;SG	N
τεχνολογία	科技	τεχνολογία	科技	N;NOM;FEM;SG	N
όπλα	軍	όπλο	軍	N;NOM;NEUT;PL	N
όπλα	武器	όπλο	武器	N;NOM;NEUT;PL	N
όπλα	兵器	όπλο	兵器	N;NOM;NEUT;PL	N
όπλα	槍支	όπλο	槍支	N;NOM;NEUT;PL	N
όπλα	槍械	όπλο	槍械	N;NOM;NEUT;PL	N
έκρηξη	火山	έκρηξη	火山	N;ACC;FEM;SG	N
πάρκο	樸	πάρκο	樸	N;NOM;NEUT;SG	N
πάρκο	公園	πάρκο	公園	N;NOM;NEUT;SG	N
ποίηση	詩	ποίηση	詩	N;NOM;FEM;SG	N
ποίηση	詩歌	ποίηση	詩歌	N;NOM;FEM;SG	N
διαστάσεις	尺寸	διάσταση	尺寸	N;NOM;FEM;PL	N
ερείπια	廢墟	ερείπιο	廢墟	N;NOM;NEUT;PL	N
ερείπια	遺址	ερείπιο	遺址	N;NOM;NEUT;PL	N
ερείπια	遺跡	ερείπιο	遺跡	N;NOM;NEUT;PL	N
ασφάλεια	保險	ασφάλεια	保險	N;NOM;FEM;SG	N
ασφάλεια	保險	ασφάλεια	保險	N;NOM;FEM;SG	N
γραφείο	書	γραφείο	書	N;NOM;NEUT;SG	N
απλή	簡單	απλός	簡單	ADJ;NOM;FEM;SG	ADJ
αρχεία	文件	αρχείο	文件	N;NOM;NEUT;PL	N
αρχεία	檔案	αρχείο	檔案	N;NOM;NEUT;PL	N
αρχεία	紀錄	αρχείο	紀錄	N;NOM;NEUT;PL	N
αρχεία	檔案	αρχείο	檔案	N;NOM;NEUT;PL	N
διάκριση	區分	διάκριση	區分	N;ACC;FEM;SG	N
διάκριση	區別	διάκριση	區別	N;ACC;FEM;SG	N
εβδομάδες	星期	εβδομάδα	星期	N;NOM;FEM;PL	N
εβδομάδες	週數	εβδομάδα	週數	N;NOM;FEM;PL	N
επιστολή	信	επιστολή	信	N;ACC;FEM;SG	N
επιστολή	字母	επιστολή	字母	N;ACC;FEM;SG	N
επιστολή	信函	επιστολή	信函	N;ACC;FEM;SG	N
επιστολή	信件	επιστολή	信件	N;ACC;FEM;SG	N
πιθανότητα	概率	πιθανότητα	概率	N;ACC;FEM;SG	N
πιθανότητα	可能	πιθανότητα	可能	N;ACC;FEM;SG	N
πιθανότητα	可能	πιθανότητα	可能	N;ACC;FEM;SG	N
πέρασμα	通道	πέρασμα	通道	N;NOM;NEUT;SG	N
πέρασμα	傳球	πέρασμα	傳球	N;NOM;NEUT;SG	N
έμβλημα	國徽	έμβλημα	國徽	N;NOM;NEUT;SG	N
γύρος	輪	γύρος	輪	N;NOM;MASC;SG	N
συγκρούσεις	衝突	σύγκρουση	衝突	N;NOM;FEM;PL	N
συγκρούσεις	衝突	σύγκρουση	衝突	N;NOM;FEM;PL	N
χειμώνα	冬	χειμώνω	冬	N;NOM;NEUT;PL	N
χειμώνα	冬季	χειμώνω	冬季	N;NOM;NEUT;PL	N
χειμώνα	冬天	χειμώνω	冬天	N;NOM;NEUT;PL	N
εταιρείες	公司	εταιρεία	公司	N;NOM;FEM;PL	N
εφημερίδες	報紙	εφημερίδα	報紙	N;NOM;FEM;PL	N
εφημερίδες	報	εφημερίδα	報	N;NOM;FEM;PL	N
εφημερίδες	報章	εφημερίδα	報章	N;NOM;FEM;PL	N
εφημερίδες	報章	εφημερίδα	報章	N;NOM;FEM;PL	N
εφημερίδες	報刊	εφημερίδα	報刊	N;NOM;FEM;PL	N
εφημερίδες	論文	εφημερίδα	論文	N;NOM;FEM;PL	N
χρήματα	金錢	χρήμα	金錢	N;NOM;NEUT;PL	N
χρήματα	錢	χρήμα	錢	N;NOM;NEUT;PL	N
τραγουδίστρια	歌手	τραγουδίστρια	歌手	N;NOM;FEM;SG	N
κλίμακα	比例尺	κλίμακα	比例尺	N;NOM;FEM;SG	N
κλίμακα	規模	κλίμακα	規模	N;NOM;FEM;SG	N
μέλλον	今後	μέλλον	今後	N;NOM;NEUT;SG	N
μέλλον	將來	μέλλον	將來	N;NOM;NEUT;SG	N
μέλλον	未來	μέλλον	未來	N;NOM;NEUT;SG	N
κύκλος	圓形	κύκλος	圓形	N;NOM;MASC;SG	N
κύκλος	圓圈	κύκλος	圓圈	N;NOM;MASC;SG	N
κύκλος	迴圈	κύκλος	迴圈	N;NOM;MASC;SG	N
κύκλος	圈	κύκλος	圈	N;NOM;MASC;SG	N
κύκλος	週期	κύκλος	週期	N;NOM;MASC;SG	N
κύκλος	迴圈	κύκλος	迴圈	N;NOM;MASC;SG	N
σκοτώθηκε	被	σκοτώνω	被	V;PFV;IND;SG;3;PST;FIN;PASS	V;PASS
πρότεινε	推薦	προτείνω	推薦	V;PFV;IND;SG;3;PST;FIN;ACT	V
χτίστηκε	建	χτίζω	建	V;PFV;IND;SG;3;PST;FIN;PASS	V
ιστορίες	故事	ιστορία	故事	N;NOM;FEM;PL	N
ιστορίες	動態	ιστορία	動態	N;NOM;FEM;PL	N
έρευνες	查詢	έρευνα	查詢	N;NOM;FEM;PL	N
έρευνες	查詢	έρευνα	查詢	N;NOM;FEM;PL	N
αυτοκίνητα	車	αυτοκίνητο	車	N;NOM;NEUT;PL	N
αυτοκίνητα	汽車	αυτοκίνητο	汽車	N;NOM;NEUT;PL	N
τεράστια	巨大	τεράστιος	巨大	ADJ;NOM;FEM;SG	ADJ
διαδίκτυο	網路	διαδίκτυο	網路	N;NOM;NEUT;SG	N
διαδίκτυο	網際	διαδίκτυο	網際	N;NOM;NEUT;SG	N
νούμερο	數字	νούμερος	數字	N	N
νούμερο	數	νούμερος	數	N	N
νούμερο	號碼	νούμερος	號碼	N	N
νούμερο	編號	νούμερος	編號	N	N
καφέ	棕	καφένας	棕	N;NOM;NEUT;SG	N
καφέ	褐	καφένας	褐	N;NOM;NEUT;SG	N
καφέ	棕色	καφένας	棕色	N;NOM;NEUT;SG	N
καφέ	咖啡	καφένας	咖啡	N;NOM;NEUT;SG	N
πατριάρχης	族長	πατριάρχης	族長	N;NOM;MASC;SG	N
οδός	路線	οδός	路線	N;NOM;FEM;SG	N
οδός	街頭	οδός	街頭	N;NOM;FEM;SG	N
οδός	街道	οδός	街道	N;NOM;FEM;SG	N
οδός	街	οδός	街	N;NOM;FEM;SG	N
οδός	公路	οδός	公路	N;NOM;FEM;SG	N
οδός	道路	οδός	道路	N;NOM;FEM;SG	N
οδός	路	οδός	路	N;NOM;FEM;SG	N
συμπεριλαμβανομένων	包括	συμπεριλαμβανόμενος	包括	V;PFV;GEN;FEM;PL;V.PTCP;PASS	V
άμυνας	國防	άμυνα	國防	N;GEN;FEM;SG	N
μάτια	眼神	μάτι	眼神	N;NOM;NEUT;PL	N
μάτια	眼睛	μάτι	眼睛	N;NOM;NEUT;PL	N
μάτια	眼	μάτι	眼	N;NOM;NEUT;PL	N
εκδηλώσεις	事件	εκδήλωση	事件	N;NOM;FEM;PL	N
εκδηλώσεις	活動	εκδήλωση	活動	N;NOM;FEM;PL	N
δολοφονία	暗殺	δολοφονία	暗殺	N;NOM;FEM;SG	N
φιλόσοφος	哲學	φιλόσοφος	哲學	N;NOM;MASC;SG	N
παρασκευή	星期	παρασκευή	星期	N;FEM	N
παρασκευή	週	παρασκευή	週	N;FEM	N
καθήκοντα	任務	καθήκον	任務	N;NOM;NEUT;PL	N
καθήκοντα	職責	καθήκον	職責	N;NOM;NEUT;PL	N
απώλειες	虧損	απώλεια	虧損	N;NOM;FEM;PL	N
απώλειες	損失	απώλεια	損失	N;NOM;FEM;PL	N
απώλειες	虧損	απώλεια	虧損	N;NOM;FEM;PL	N
απώλειες	損失	απώλεια	損失	N;NOM;FEM;PL	N
απώλειες	傷亡	απώλεια	傷亡	N;NOM;FEM;PL	N
αποφοίτησε	畢業	αποφοιτώ	畢業	V;PFV;IND;SG;3;PST;FIN;ACT	V
εκπομπή	廣播	εκπομπή	廣播	N;ACC;FEM;SG	N
κινητήρα	引擎	κινητήρας	引擎	N;ACC;MASC;SG	N
κινητήρα	馬達	κινητήρας	馬達	N;ACC;MASC;SG	N
κινητήρα	電機	κινητήρας	電機	N;ACC;MASC;SG	N
αντικαταστάθηκε	取代	αντικαθιστώ	取代	V;PFV;IND;SG;3;PST;FIN;PASS	V
απλό	簡單	απλός	簡單	ADJ;NOM;NEUT;SG	ADJ
εβδομάδα	星期	εβδομάδα	星期	N;ACC;FEM;SG	N
εβδομάδα	週	εβδομάδα	週	N;ACC;FEM;SG	N
επιστήμες	科學	επιστήμα	科學	N;NOM;FEM;PL	N
αυλή	院子	αυλός	院子	N;ACC;FEM;SG	N
αυλή	庭院	αυλός	庭院	N;ACC;FEM;SG	N
αυλή	院子	αυλός	院子	N;ACC;FEM;SG	N
αυλή	碼	αυλός	碼	N;ACC;FEM;SG	N
αυλή	庭院	αυλός	庭院	N;ACC;FEM;SG	N
φήμη	名譽	φήμη	名譽	N;ACC;FEM;SG	N
φήμη	聲譽	φήμη	聲譽	N;ACC;FEM;SG	N
φήμη	名聲	φήμη	名聲	N;ACC;FEM;SG	N
φήμη	信譽	φήμη	信譽	N;ACC;FEM;SG	N
φήμη	聲望	φήμη	聲望	N;ACC;FEM;SG	N
φήμη	名望	φήμη	名望	N;ACC;FEM;SG	N
φήμη	名氣	φήμη	名氣	N;ACC;FEM;SG	N
φήμη	謠言	φήμη	謠言	N;ACC;FEM;SG	N
φήμη	傳言	φήμη	傳言	N;ACC;FEM;SG	N
φήμη	傳聞	φήμη	傳聞	N;ACC;FEM;SG	N
φήμη	流言	φήμη	流言	N;ACC;FEM;SG	N
κόλπο	戲法	κόλπος	戲法	N;ACC;MASC;SG	N
κόλπο	魔術	κόλπος	魔術	N;ACC;MASC;SG	N
τύμπανα	鼓	τύμπανο	鼓	N;NOM;NEUT;PL	N
τύμπανα	鼓聲	τύμπανο	鼓聲	N;NOM;NEUT;PL	N
τύμπανα	鼓	τύμπανο	鼓	N;NOM;NEUT;PL	N
διαφορές	差異	διαφορά	差異	N;NOM;FEM;PL	N
διαφορές	差額	διαφορά	差額	N;NOM;FEM;PL	N
διαφορές	分歧	διαφορά	分歧	N;NOM;FEM;PL	N
διαφορές	爭端	διαφορά	爭端	N;NOM;FEM;PL	N
διαφορές	糾紛	διαφορά	糾紛	N;NOM;FEM;PL	N
διαφορές	爭議	διαφορά	爭議	N;NOM;FEM;PL	N
κινήσεις	動作	κίνηση	動作	N;NOM;FEM;PL	N
πυρήνα	核心	πυρήνας	核心	N;ACC;MASC;SG	N
πυρήνα	核心	πυρήνας	核心	N;ACC;MASC;SG	N
αδελφή	妹妹	αδελφή	妹妹	N;NOM;FEM;SG	N
αδελφή	姐姐	αδελφή	姐姐	N;NOM;FEM;SG	N
αδελφή	姐妹	αδελφή	姐妹	N;NOM;FEM;SG	N
αδελφή	姊妹	αδελφή	姊妹	N;NOM;FEM;SG	N
αδελφή	姊姊	αδελφή	姊姊	N;NOM;FEM;SG	N
άγαλμα	雕像	άγαλμα	雕像	N;NOM;NEUT;SG	N
άγαλμα	雕塑	άγαλμα	雕塑	N;NOM;NEUT;SG	N
άγαλμα	塑像	άγαλμα	塑像	N;NOM;NEUT;SG	N
βορρά	北方	βορράς	北方	N;ACC;MASC;SG	N
βορρά	北	βορράς	北	N;ACC;MASC;SG	N
βορρά	北部	βορράς	北部	N;ACC;MASC;SG	N
προσπαθεί	嘗試	προσπαθώ	嘗試	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
αριθμούς	數字	αριθμός	數字	N;ACC;MASC;PL	N
στρατόπεδο	難民	στρατόπεδο	難民	N;NOM;NEUT;SG	N
στρατόπεδο	營	στρατόπεδο	營	N;NOM;NEUT;SG	N
στρατόπεδο	營地	στρατόπεδο	營地	N;NOM;NEUT;SG	N
εννέα	九	εννέα	九	NUM;NOM;NEUT;PL	NUM
διαφορετικό	不同	διαφορετικός	不同	ADJ;NOM;NEUT;SG	ADJ
αλήθεια	真理	αλήθεια	真理	N;NOM;FEM;SG	N
αλήθεια	事實	αλήθεια	事實	N;NOM;FEM;SG	N
αλήθεια	真相	αλήθεια	真相	N;NOM;FEM;SG	N
ποσότητα	數量	ποσότητα	數量	N;NOM;FEM;SG	N
ποσότητα	量	ποσότητα	量	N;NOM;FEM;SG	N
διαδρομή	路線	διαδρομή	路線	N;ACC;FEM;SG	N
διαδρομή	路徑	διαδρομή	路徑	N;ACC;FEM;SG	N
νερά	水域	νερό	水域	N;NOM;NEUT;PL	N
έκφραση	表情	έκφραση	表情	N;ACC;FEM;SG	N
υπολογιστή	電腦	υπολογιστής	電腦	N;ACC;MASC;SG	N
προσφορά	優惠	προσφορά	優惠	N;ACC;FEM;SG	N
φρούριο	堡	φρούριο	堡	N;NOM;NEUT;SG	N
παρατηρήσεις	意見	παρατήρηση	意見	N;NOM;FEM;PL	N
δίκη	審訊	δίκη	審訊	N;NOM;FEM;SG	N
δίκη	審判	δίκη	審判	N;NOM;FEM;SG	N
σχόλια	意見	σχόλιο	意見	N;NOM;NEUT;PL	N
άξονα	軸	άξονας	軸	N;ACC;MASC;SG	N
άξονα	軸線	άξονας	軸線	N;ACC;MASC;SG	N
άξονα	軸	άξονας	軸	N;ACC;MASC;SG	N
άξονα	軸心	άξονας	軸心	N;ACC;MASC;SG	N
γράμμα	信	γράμμα	信	N;NOM;NEUT;SG	N
γράμμα	字母	γράμμα	字母	N;NOM;NEUT;SG	N
γράμμα	信函	γράμμα	信函	N;NOM;NEUT;SG	N
γράμμα	信件	γράμμα	信件	N;NOM;NEUT;SG	N
πνεύμα	精神	πνεύμα	精神	N;NOM;NEUT;SG	N
βουνά	山	βουνό	山	N;NOM;NEUT;PL	N
βουνά	山脈	βουνό	山脈	N;NOM;NEUT;PL	N
βουνά	山區	βουνό	山區	N;NOM;NEUT;PL	N
παλιό	舊	παλιός	舊	ADJ;NOM;NEUT;SG	ADJ
συμφωνώ	同意	συμφωνώ	同意	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
γενιά	世代	γενιά	世代	N;NOM;FEM;SG	N
κατανομή	分銷	κατανομή	分銷	N;NOM;FEM;SG	N
στίχους	經文	στίχος	經文	N;ACC;MASC;PL	N
στίχους	詩句	στίχος	詩句	N;ACC;MASC;PL	N
στίχους	歌詞	στίχος	歌詞	N;ACC;MASC;PL	N
αυτοκίνητο	車	αυτοκίνητο	車	N;NOM;NEUT;SG	N
αυτοκίνητο	汽車	αυτοκίνητο	汽車	N;NOM;NEUT;SG	N
κατάταξη	名次	κατάταξη	名次	N;ACC;FEM;SG	N
κατάταξη	分類	κατάταξη	分類	N;ACC;FEM;SG	N
δικαιοσύνης	正義	δικαιοσύνη	正義	N;GEN;FEM;SG	N
δικαιοσύνης	司法	δικαιοσύνη	司法	N;GEN;FEM;SG	N
φυσικός	天然	φυσικός	天然	ADJ;NOM;MASC;SG	ADJ
τουρνουά	錦標	τουρνο	錦標	N;NOM;NEUT;SG	N
τουρνουά	錦標	τουρνο	錦標	N;NOM;NEUT;SG	N
σωματεία	工會	σωματείο	工會	N;NOM;NEUT;PL	N
αντίτυπα	拷貝	αντίτυπο	拷貝	N;NOM;NEUT;PL	N
ημερολόγιο	日曆	ημερολόγιο	日曆	N;NOM;NEUT;SG	N
ημερολόγιο	曆	ημερολόγιο	曆	N;NOM;NEUT;SG	N
ημερολόγιο	日記	ημερολόγιο	日記	N;NOM;NEUT;SG	N
ημερολόγιο	日誌	ημερολόγιο	日誌	N;NOM;NEUT;SG	N
ημερολόγιο	日刊	ημερολόγιο	日刊	N;NOM;NEUT;SG	N
ημερολόγιο	日記	ημερολόγιο	日記	N;NOM;NEUT;SG	N
ημερολόγιο	期刊	ημερολόγιο	期刊	N;NOM;NEUT;SG	N
στυλ	樣式	στυλ	樣式	N;NOM;NEUT;SG	N
στυλ	風格	στυλ	風格	N;NOM;NEUT;SG	N
στυλ	樣式	στυλ	樣式	N;NOM;NEUT;SG	N
στυλ	風格	στυλ	風格	N;NOM;NEUT;SG	N
ήλιο	氦	ήλιο	氦	N;ACC;MASC;SG	N
κρατών	國家	κράτος	國家	N;GEN;NEUT;PL	N
