ve	og	ve	og	CONJ	CONJ
parlamentosu	folketinget	parlamentosu	folketing	N;NOM;SG;3	N;DEF;NEUT;SG
parlamentosu	stortinget	parlamentosu	storting	N;NOM;SG;3	N;DEF;NEUT;SG
tahmini	anslå	tahmin	anslå	N;NOM;SG;3	N;INDF;MASC;SG
tahmini	anslag	tahmin	anslag	N;NOM;SG;3	N;INDF;NEUT;SG
tahmini	overslag	tahmin	overslag	N;NOM;SG;3	N;INDF;NEUT;SG
tahmini	estimat	tahmin	estimat	N;NOM;SG;3	N;INDF;NEUT;SG
tahmini	beregnet	tahmin	beregn	N;NOM;SG;3	N;DEF;NEUT;SG
tahmini	spådom	tahmin	spådom	N;NOM;SG;3	N;INDF;MASC;SG
analiz	analytics	analiz	analytics	N;NOM;SG;3	N;INDF;NEUT;SG
analiz	analyse	analiz	analyse	N;NOM;SG;3	N;INDF;MASC;SG
analiz	analyse	analiz	analyse	N;NOM;SG;3	N;INDF;MASC;SG
ekran	skjerm	ekran	skjerm	N;NOM;SG;3	N;INDF;MASC;SG
ekran	skjermen	ekran	skjerme	N;NOM;SG;3	N;DEF;MASC;SG
ekran	skjerm	ekran	skjerm	N;NOM;SG;3	N;INDF;MASC;SG
ekran	overvåk	ekran	overvåk	N;NOM;SG;3	N;INDF;MASC;SG
ekran	monitor	ekran	monitor	N;NOM;SG;3	N;INDF;MASC;SG
ekran	overvåke	ekran	overvåke	N;NOM;SG;3	N;INDF;FEM;SG
ekran	skjerm	ekran	skjerm	N;NOM;SG;3	N;INDF;MASC;SG
ekran	vis	ekran	vis	N;NOM;SG;3	N;INDF;NEUT;SG
ekran	display	ekran	display	N;NOM;SG;3	N;INDF;NEUT;SG
parçacık	partikkel	parçacık	partikkel	N;NOM;SG;3	N;INDF;MASC;SG
rakibi	konkurrent	rakip	konkurrent	N;NOM;SG;3	N;INDF;MASC;SG
rakibi	rival	rakip	rival	N;NOM;SG;3	N;INDF;MASC;SG
rakibi	motstander	rakip	motstand	N;NOM;SG;3	N;INDF;MASC;SG
sözlük	ordforråd	sözlük	ordforråd	N;NOM;SG;3	N;INDF;NEUT;SG
sözlük	vokabular	sözlük	vokabular	N;NOM;SG;3	N;INDF;MASC;SG
sözlük	ordbok	sözlük	ordbok	N;NOM;SG;3	N;INDF;FEM;SG
yolculuk	reise	yolculuk	reise	N;NOM;SG;3	N;INDF;FEM;SG
yolculuk	reising	yolculuk	reising	N;NOM;SG;3	N;INDF;FEM;SG
yolculuk	reise	yolculuk	reise	N;NOM;SG;3	N;INDF;FEM;SG
yolculuk	reise	yolculuk	reise	N;NOM;SG;3	N;INDF;FEM;SG
yolculuk	reisen	yolculuk	reis	N;NOM;SG;3	N;DEF;MASC;SG
yolculuk	ride	yolculuk	ride	N;NOM;SG;3	N;INDF;MASC;SG
yolculuk	ritt	yolculuk	ritt	N;NOM;SG;3	N;INDF;NEUT;SG
yolculuk	ridetur	yolculuk	ridetur	N;NOM;SG;3	N;INDF;MASC;SG
yolculuk	ri	yolculuk	ri	N;NOM;SG;3	N;INDF;NEUT;SG
yolculuk	tur	yolculuk	tur	N;NOM;SG;3	N;INDF;MASC;SG
yolculuk	turen	yolculuk	tur	N;NOM;SG;3	N;DEF;MASC;SG
saldırıya	angrepet	saldırı	angrep	N;DAT;SG;3	N;DEF;NEUT;SG
saldırıya	angrep	saldırı	angrep	N;DAT;SG;3	N;INDF;NEUT;SG
havaalanı	lufthavn	havaalanı	lufthavn	N;NOM;SG;3	N;INDF;MASC;SG
havaalanı	flyplass	havaalanı	flyplass	N;NOM;SG;3	N;INDF;MASC;SG
psikolojik	psykologisk	psikolojik	psykologisk	ADJ	ADJ;INDF;NEUT;SG
alayı	regimentet	alay	regiment	N;ACC;SG;3	N;DEF;NEUT;SG
alayı	regiment	alay	regiment	N;ACC;SG;3	N;INDF;NEUT;SG
alayı	prosesjon	alay	prosesjon	N;ACC;SG;3	N;INDF;MASC;SG
kanadalı	canadisk	kanadalı	canadisk	N;ESS;SG;3	N;INDF;MASC;SG
ilgisi	relevans	ilgi	relevans	N;NOM;SG;3	N;INDF;MASC;SG
sayısal	numerisk	sayısal	numerisk	ADJ	ADJ;INDF;NEUT;SG
sayısal	digitalt	sayısal	digital	ADJ	ADJ;INDF;NEUT;SG
sayısal	digitale	sayısal	digital	ADJ	ADJ;PL
teklifi	frieri	teklif	frieri	N;ACC;SG;3	N;INDF;MASC;SG
teklifi	tilbudet	teklif	tilbud	N;ACC;SG;3	N;DEF;NEUT;SG
teklifi	tilbud	teklif	tilbud	N;ACC;SG;3	N;INDF;NEUT;SG
kapasitesi	kapasitet	kapasite	kapasitet	N;NOM;SG;3	N;INDF;MASC;SG
kapasitesi	kapasiteten	kapasite	kapasitet	N;NOM;SG;3	N;DEF;MASC;SG
kalıntıları	levninger	kalıntı	levning	N;NOM;PL;3	N;INDF;FEM;PL
kalıntıları	rester	kalıntı	rest	N;NOM;PL;3	N;INDF;FEM;PL
şehirleri	byer	şehir	by	N;NOM;PL;3	N;INDF;FEM;PL
alfabesi	alfabet	alfabe	alfab	N;NOM;SG;3	N;INDF;NEUT;SG
alfabesi	alfabetet	alfabe	alfabetet	N;NOM;SG;3	N;INDF;MASC;SG
sıralaması	rangering	sırala	rangering	N;NOM;SG;3	N;INDF;FEM;SG
sıralaması	ranking	sırala	ranking	N;NOM;SG;3	N;INDF;FEM;SG
mühendisi	ingeniør	mühendis	ingeniør	N;NOM;SG;3	N;INDF;MASC;SG
konuları	temaer	konu	tema	N;ACC;PL;3	N;INDF;MASC;PL
konuları	emner	konu	emner	N;ACC;PL;3	N;INDF;MASC;PL
orkestrası	orchestra	orkestra	orchestre	N;NOM;SG;3	N;INDF;NEUT;SG
orkestrası	orkester	orkestra	orkester	N;NOM;SG;3	N;INDF;NEUT;SG
atlético	atlético	atlético	atlético	N;NOM;SG;3	N
arkadaşlar	vennene	arkadaş	venn	N;NOM;PL;3	N;DEF;MASC;PL
arkadaşlar	vener	arkadaş	ven	N;NOM;PL;3	N;INDF;MASC;PL
arkadaşlar	venner	arkadaş	venn	N;NOM;PL;3	N;INDF;MASC;PL
eliptik	elliptisk	eliptik	elliptisk	ADJ	ADJ;INDF;NEUT;SG
duyurdu	kunngjorde	duyur	kunngjere	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
rahat	koselig	rahat	koselig	ADJ	ADJ;INDF;SG
rahat	koselige	rahat	koselig	ADJ	ADJ;PL
rahat	komfortabel	rahat	komfortabel	ADJ	ADJ;INDF;SG
rahat	komfortabelt	rahat	komfortabel	ADJ	ADJ;INDF;NEUT;SG
rahat	behagelig	rahat	behagelig	ADJ	ADJ;INDF;NEUT;SG
rahat	komfortabelt	rahat	komfortabel	ADJ	ADJ;INDF;NEUT;SG
rahat	behagelig	rahat	behagelig	ADJ	ADJ;INDF;NEUT;SG
rahat	komfortabel	rahat	komfortabel	ADJ	ADJ;INDF;SG
anahtar	nøkler	anahtar	nøkle	N;NOM;SG;3	N;INDF;MASC;SG
anahtar	keys	anahtar	keys	N;NOM;SG;3	N
anahtar	nøkkel	anahtar	nøkkel	N;NOM;SG;3	N;INDF;MASC;SG
bayanlar	damer	bayan	dame	N;NOM;PL;3	N;INDF;FEM;PL
yollar	stier	yol	stie	N;NOM;PL;3	N;INDF;MASC;PL
yollar	måter	yol	måte	N;NOM;PL;3	N;INDF;MASC;PL
yollar	veiene	yol	veie	N;NOM;PL;3	N;DEF;FEM;PL
yollar	veier	yol	veier	N;NOM;PL;3	N;INDF;FEM;PL
gemileri	skip	gemi	skip	N;ACC;PL;3	N;INDF;NEUT;PL
havacılık	aeronautical	havacılık	aeronautical	N;NOM;SG;3	N;INDF;MASC;SG
havacılık	aviation	havacılık	aviation	N;NOM;SG;3	N;INDF;NEUT;SG
havacılık	luftfart	havacılık	luftfar	N;NOM;SG;3	N;INDF;MASC;SG
havacılık	luftfart	havacılık	luftfar	N;NOM;SG;3	N;INDF;MASC;SG
havacılık	aerospace	havacılık	aerospace	N;NOM;SG;3	N;INDF;MASC;SG
firma	firma	firma	firme	N;NOM;SG;3	N;INDF;NEUT;SG
firma	firma	firma	firme	N;NOM;SG;3	N;INDF;NEUT;SG
firma	selskap	firma	selskap	N;NOM;SG;3	N;INDF;NEUT;SG
firma	kompani	firma	kompani	N;NOM;SG;3	N;INDF;NEUT;SG
firma	bedrift	firma	bedrift	N;NOM;SG;3	N;INDF;FEM;SG
alıyor	tar	al	ta	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN
maliyeti	kostnad	maliyet	kostnad	N;NOM;SG;3	N;INDF;MASC;SG
maliyeti	koster	maliyet	koster	N;NOM;SG;3	N;INDF;MASC;SG
maliyeti	koster	maliyet	koster	N;NOM;SG;3	N;INDF;MASC;SG
sayfalar	sidene	sayfa	side	N;NOM;PL;3	N;DEF;FEM;PL
sayfalar	sider	sayfa	side	N;NOM;PL;3	N;INDF;FEM;PL
yorumlar	kritikker	yorum	kritikker	N;NOM;PL;3	N;INDF;FEM;PL
yorumlar	kommentarar	yorum	kommentar	N;NOM;PL;3	N;INDF;MASC;PL
yorumlar	kommentarer	yorum	kommentar	N;NOM;PL;3	N;INDF;FEM;PL
izleyen	ser	izle	sjå	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN
kayıtları	plater	kayıt	plate	N;ACC;PL;3	N;INDF;FEM;PL
kayıtları	registreringer	kayıt	registrering	N;ACC;PL;3	N;INDF;FEM;PL
komuta	kommandoen	komut	kommando	N;NOM;SG;3	N;DEF;MASC;SG
komuta	command	komut	command	N;NOM;SG;3	N;INDF;MASC;SG
komuta	befal	komut	befal	N;NOM;SG;3	N;INDF;NEUT;SG
komuta	kommando	komut	kommando	N;NOM;SG;3	N;INDF;MASC;SG
komuta	conn	komut	conn	N;NOM;SG;3	N;INDF;MASC;SG
kuşlar	fugler	kuş	fugle	N;NOM;PL;3	N;INDF;MASC;PL
sayfaya	sida	sayfa	side	N;DAT;SG;3	N;DEF;FEM;SG
sayfaya	side	sayfa	side	N;DAT;SG;3	N;INDF;FEM;SG
sayfaya	page	sayfa	page	N;DAT;SG;3	N;INDF;MASC;SG
önlemek	forhindrer	önle	forhindre	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
önlemek	forhindre	önle	forhindre	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
önlemek	hindre	önle	hindre	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
getirmek	bringer	getir	bringe	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
notlar	merknader	not	merknad	N;NOM;PL;3	N;INDF;MASC;PL
notlar	karakterene	not	karaktere	N;NOM;PL;3	N;DEF;MASC;PL
filme	filmes	fil	filmes	N;DAT;SG;3	N;INDF;MASC;SG
filme	filmet	fil	film	N;DAT;SG;3	N;DEF;NEUT;SG
heyeti	delegasjon	heyet	delegasjon	N;NOM;SG;3	N;INDF;MASC;SG
heyeti	delegasjonen	heyet	delegasjon	N;NOM;SG;3	N;DEF;MASC;SG
kişiliği	personlighet	kişilik	personlighet	N;NOM;SG;3	N;INDF;FEM;SG
çalışmak	studerer	çalış	studere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
çalışmak	arbeide	çalış	arbeide	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
çalışmak	jobbe	çalış	jobbe	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
çalışmak	arbeider	çalış	arbeide	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
gitmek	går	git	gå	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
gitmek	skal	git	skulle	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
gitmek	drar	git	dra	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
tapınağı	tempelet	tapınak	tempel	N;NOM;SG;3	N;DEF;NEUT;SG
tapınağı	tempel	tapınak	tempel	N;NOM;SG;3	N;INDF;NEUT;SG
tapınağı	temple	tapınak	temple	N;NOM;SG;3	N;INDF;MASC;SG
başlattı	lanserte	başla	lansere	V;PFV;IND;SG;3;POS;PST;CAUS	V;IND;PST;FIN
töreni	seremoni	tören	seremoni	N;NOM;SG;3	N;INDF;MASC;SG
güneybatı	southwestern	güneybatı	southwestern	N;ACC;SG;3	N;INDF;MASC;SG
güneybatı	sydvest	güneybatı	sydvast	N;ACC;SG;3	N;INDF;MASC;SG
gümüşhane	gümüşhane	gümüşhan	grmøphe	N;NOM;SG;3	N;INDF;FEM;SG
türler	sjangrer	tür	sjangre	N;NOM;PL;3	N;INDF;FEM;PL
türler	arter	tür	arter	N;NOM;PL;3	N;INDF;FEM;PL
türler	typer	tür	type	N;NOM;PL;3	N;INDF;MASC;PL
başarılar	bragder	başarı	bragd	N;NOM;PL;3	N;INDF;FEM;PL
başarılar	suksesser	başarı	suksesser	N;NOM;PL;3	N;INDF;FEM;PL
politikaları	retningslinjene	politika	retningslinje	N;NOM;PL;3	N;DEF;FEM;PL
politikaları	retningslinjer	politika	retningslinje	N;NOM;PL;3	N;INDF;FEM;PL
uyumlu	kompatible	uyumlu	kompatibel	ADJ	ADJ;PL
uyumlu	kompatibelt	uyumlu	kompatibel	ADJ	ADJ;INDF;NEUT;SG
yönetilen	administreres	yönet	administrere	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NFIN
antalyaspor	antalyaspor	antalya	antalyaspor	N;NOM;SG;3	N;INDF;MASC;SG
başarıyla	vellykket	başarı	vellykk	N;INS;SG;3	N;DEF;NEUT;SG
tesisleri	fasiliteter	tesis	fasilitet	N;ACC;PL;3	N;INDF;MASC;PL
lakers	lakers	lakers	lakers	N;NOM;SG;3	N;INDF;MASC;SG
katliamı	massakre	katlia	massakre	N;ACC;SG;3	N;INDF;MASC;SG
katliamı	massakren	katlia	massakre	N;ACC;SG;3	N;DEF;MASC;SG
corporation	corporation	corporation	corporation	N;NOM;SG;3	N;INDF;MASC;SG
otel	motel	otel	motel	N;NOM;SG;3	N;INDF;NEUT;SG
otel	motellet	otel	motell	N;NOM;SG;3	N;DEF;NEUT;SG
otel	motell	otel	motell	N;NOM;SG;3	N;INDF;NEUT;SG
otel	hotell	otel	hotell	N;NOM;SG;3	N;INDF;NEUT;SG
otel	hotel	otel	hotel	N;NOM;SG;3	N;INDF;NEUT;SG
tanımı	definisjon	tanım	definisjon	N;NOM;SG;3	N;INDF;MASC;SG
gerçekleştirdi	utførte	gerçekleş	utføre	V;PFV;IND;SG;3;POS;PST;CAUS	V;IND;PST;FIN
askerlik	militæret	askerlik	militær	N;NOM;SG;3	N;DEF;NEUT;SG
philip	philip	phil	philip	N;NOM;SG;3	N;INDF;MASC;SG
philip	filip	phil	filip	N;NOM;SG;3	N;INDF;MASC;SG
örümcek	edderkopp	örü	edderkopp	N;NOM;SG;3	N;INDF;MASC;SG
örümcek	edderkoppen	örü	edderkopp	N;NOM;SG;3	N;DEF;MASC;SG
örümcek	spider	örü	spider	N;NOM;SG;3	N;INDF;FEM;SG
davranış	oppførsel	davranış	oppførsel	N;NOM;SG;3	N;INDF;MASC;SG
davranış	innstilling	davranış	innstilling	N;NOM;SG;3	N;INDF;FEM;SG
davranış	attitude	davranış	attitude	N;NOM;SG;3	N;INDF;MASC;SG
davranış	holdningen	davranış	holdning	N;NOM;SG;3	N;DEF;MASC;SG
davranış	holdning	davranış	holdning	N;NOM;SG;3	N;INDF;FEM;SG
davranış	atferd	davranış	atferd	N;NOM;SG;3	N;INDF;NEUT;SG
davranış	oppførsel	davranış	oppførsel	N;NOM;SG;3	N;INDF;MASC;SG
akımı	bekk	akım	bekk	N;NOM;SG;3	N;INDF;MASC;SG
akımı	bekken	akım	bekk	N;NOM;SG;3	N;DEF;MASC;SG
akımı	strøm	akım	strøm	N;NOM;SG;3	N;INDF;MASC;SG
kütüphane	biblioteker	kütüphane	biblioteker	N;NOM;SG;3	N;INDF;NEUT;SG
kütüphane	bibliotek	kütüphane	bibliotek	N;NOM;SG;3	N;INDF;NEUT;SG
kütüphane	biblioteket	kütüphane	bibliotek	N;NOM;SG;3	N;DEF;NEUT;SG
hastalıkları	sykdommer	hastalık	sykdom	N;NOM;PL;3	N;INDF;FEM;PL
karakterleri	rollefigurer	karakter	rollefigur	N;NOM;PL;3	N;INDF;FEM;PL
juventus	juventus	juventus	juventus	N;NOM;SG;3	N;INDF;MASC;SG
görevden	avvise	görev	avvise	N;AT+ABL;SG;3	N;INDF;FEM;SG
görevden	avskjediget	görev	avskjedig	N;AT+ABL;SG;3	N;DEF;NEUT;SG
organizasyon	organisasjoner	organizasyon	organisasjon	N;NOM;SG;3	N;INDF;MASC;SG
organizasyon	organisasjon	organizasyon	organisasjon	N;NOM;SG;3	N;INDF;MASC;SG
organizasyon	organisasjonen	organizasyon	organisasjon	N;NOM;SG;3	N;DEF;MASC;SG
organizasyon	organisasjon	organizasyon	organisasjon	N;NOM;SG;3	N;INDF;MASC;SG
organizasyon	organisasjonen	organizasyon	organisasjon	N;NOM;SG;3	N;DEF;MASC;SG
yükseklik	høyden	yükseklik	høyd	N;NOM;SG;3	N;DEF;MASC;SG
yükseklik	høyde	yükseklik	høyde	N;NOM;SG;3	N;INDF;MASC;SG
yükseklik	heights	yükseklik	heights	N;NOM;SG;3	N;INDF;NEUT;SG
yükseklik	høyden	yükseklik	høyd	N;NOM;SG;3	N;DEF;MASC;SG
yükseklik	høyde	yükseklik	høyde	N;NOM;SG;3	N;INDF;MASC;SG
anıtı	monumentet	anıt	monument	N;ACC;SG;3	N;DEF;NEUT;SG
anıtı	monument	anıt	monument	N;ACC;SG;3	N;INDF;NEUT;SG
okula	skolen	okul	skole	N;DAT;SG;3	N;DEF;MASC;SG
okula	skole	okul	skole	N;DAT;SG;3	N;INDF;MASC;SG
okula	skulen	okul	skule	N;DAT;SG;3	N;DEF;MASC;SG
okula	skule	okul	skule	N;DAT;SG;3	N;INDF;MASC;SG
etkinlik	aktivitet	etkinlik	aktivitet	N;NOM;SG;3	N;INDF;MASC;SG
etkinlik	hendelse	etkinlik	hendelse	N;NOM;SG;3	N;INDF;MASC;SG
etkinlik	arrangementet	etkinlik	arrangement	N;NOM;SG;3	N;DEF;NEUT;SG
etkinlik	hending	etkinlik	hending	N;NOM;SG;3	N;INDF;FEM;SG
etkinlik	arrangement	etkinlik	arrangement	N;NOM;SG;3	N;INDF;NEUT;SG
etkinlik	hendelser	etkinlik	hendelse	N;NOM;SG;3	N;INDF;NEUT;SG
etkinlik	arrangementer	etkinlik	arrangement	N;NOM;SG;3	N;INDF;NEUT;SG
merak	nysgjerrighet	merak	nysgjerrighet	N;NOM;SG;3	N;INDF;FEM;SG
merak	wonder	merak	wonder	N;NOM;SG;3	N;INDF;MASC;SG
merak	undring	merak	undring	N;NOM;SG;3	N;INDF;FEM;SG
kaybeden	taper	kaybet	tape	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN
ferdinand	ferdinand	ferdinand	ferdinand	N;AT+ABL;SG;3	N;INDF;MASC;SG
sayfayı	sida	sayfa	side	N;ACC;SG;3	N;DEF;FEM;SG
sayfayı	side	sayfa	side	N;ACC;SG;3	N;INDF;FEM;SG
sayfayı	page	sayfa	page	N;ACC;SG;3	N;INDF;MASC;SG
devriye	patrol	devri	patrol	N;NOM;SG;3	N;INDF;MASC;SG
devriye	patrulje	devri	patrulje	N;NOM;SG;3	N;INDF;MASC;SG
ligue	ligue	ligue	ligue	N;NOM;SG;3	N;INDF;MASC;SG
açısı	vinkling	açı	vinkling	N;NOM;SG;3	N;INDF;FEM;SG
açısı	vinkel	açı	vinkel	N;NOM;SG;3	N;INDF;MASC;SG
sunucusu	programleder	sunucu	programlede	N;NOM;SG;3	N;INDF;MASC;SG
sunucusu	foredragsholder	sunucu	foredragsholde	N;NOM;SG;3	N;INDF;NEUT;SG
sunucusu	server	sunucu	server	N;NOM;SG;3	N;INDF;MASC;SG
alışveriş	butikk	alışveriş	butikk	N;NOM;SG;3	N;INDF;MASC;SG
alışveriş	sløyd	alışveriş	sløyde	N;NOM;SG;3	N;INDF;MASC;SG
alışveriş	kjøpet	alışveriş	kjøp	N;NOM;SG;3	N;DEF;NEUT;SG
alışveriş	kjøp	alışveriş	kjøp	N;NOM;SG;3	N;INDF;NEUT;SG
alışveriş	shopping	alışveriş	shopping	N;NOM;SG;3	N;INDF;FEM;SG
alışveriş	innkjøp	alışveriş	innkjøp	N;NOM;SG;3	N;INDF;NEUT;SG
alışveriş	kjøp	alışveriş	kjøp	N;NOM;SG;3	N;INDF;NEUT;SG
uygulamalar	programmer	uygulama	programme	N;NOM;PL;3	N;INDF;FEM;PL
uygulamalar	søknader	uygulama	søknad	N;NOM;PL;3	N;INDF;MASC;PL
uygulamalar	apper	uygulama	apper	N;NOM;PL;3	N;INDF;FEM;PL
uygulamalar	apper	uygulama	apper	N;NOM;PL;3	N;INDF;FEM;PL
işlemleri	transaksjonene	işlem	transaksjon	N;ACC;PL;3	N;DEF;FEM;PL
sistemler	systemene	sistem	system	N;NOM;PL;3	N;DEF;MASC;PL
sistemler	systemer	sistem	system	N;NOM;PL;3	N;INDF;MASC;PL
güvenliği	trygghet	güvenlik	trygghet	N;NOM;SG;3	N;INDF;MASC;SG
güvenliği	sikkerhet	güvenlik	sikkerhet	N;NOM;SG;3	N;INDF;NEUT;SG
tapınak	tempelet	tapınak	tempel	N;NOM;SG;3	N;DEF;NEUT;SG
tapınak	tempel	tapınak	tempel	N;NOM;SG;3	N;INDF;NEUT;SG
tapınak	temple	tapınak	temple	N;NOM;SG;3	N;INDF;MASC;SG
tapınak	tilbygg	tapınak	tilbygg	N;NOM;SG;3	N;INDF;NEUT;SG
topraklar	solis	toprak	solis	N;NOM;PL;3	N
romantik	romanse	romantik	romanse	N;NOM;SG;3	N;INDF;MASC;SG
romantik	romantikk	romantik	romantikk	N;NOM;SG;3	N;INDF;MASC;SG
romantik	romantikken	romantik	romantikk	N;NOM;SG;3	N;DEF;MASC;SG
romantik	romantiker	romantik	romantiker	N;NOM;SG;3	N;INDF;MASC;SG
bahçesi	hage	bahçe	hage	N;NOM;SG;3	N;INDF;MASC;SG
merkezleri	sentrene	merkez	senter	N;ACC;PL;3	N;DEF;FEM;PL
bakanlar	ministrene	bakan	ministere	N;NOM;PL;3	N;DEF;FEM;PL
otobüs	buss	otobüs	buss	N;NOM;SG;3	N;INDF;MASC;SG
otobüs	bus	otobüs	bus	N;NOM;SG;3	N;INDF;MASC;SG
otobüs	busser	otobüs	busse	N;NOM;SG;3	N;INDF;MASC;SG
yeteneği	evne	yetenek	evne	N;NOM;SG;3	N;INDF;FEM;SG
yatırım	investering	yatırım	investering	N;NOM;SG;3	N;INDF;FEM;SG
yatırım	investere	yatırım	investere	N;NOM;SG;3	N;INDF;NEUT;SG
yatırım	investering	yatırım	investering	N;NOM;SG;3	N;INDF;FEM;SG
yatırım	investeringen	yatırım	investering	N;NOM;SG;3	N;DEF;MASC;SG
gaziantepspor	gaziantepspor	gaziantepspor	gaziantepspor	N;NOM;SG;3	N;INDF;NEUT;SG
eskişehirspor	eskişehirspor	eskişehirspor	eskişehirspor	N;NOM;SG;3	N;INDF;MASC;SG
kurallar	regler	kural	regel	N;NOM;PL;3	N;INDF;FEM;PL
kurallar	retningslinjene	kural	retningslinje	N;NOM;PL;3	N;DEF;FEM;PL
kurallar	retningslinjer	kural	retningslinje	N;NOM;PL;3	N;INDF;FEM;PL
tekniği	teknikk	teknik	teknikk	N;ACC;SG;3	N;INDF;MASC;SG
soyundan	etterkommer	soyun	etterkomme	N;AT+ABL;SG;3	N;INDF;MASC;SG
duygusal	emosjonell	duygusal	emosjonell	ADJ	ADJ;INDF;SG
duygusal	emosjonelle	duygusal	emosjonell	ADJ	ADJ;PL
duygusal	emosjonelt	duygusal	emosjonell	ADJ	ADJ;INDF;NEUT;SG
duygusal	følelsesmessig	duygusal	følelsesmessig	ADJ	ADJ;INDF;NEUT;SG
duygusal	sentimentale	duygusal	sentimental	ADJ	ADJ;PL
duygusal	sentimental	duygusal	sentimental	ADJ	ADJ;INDF;NEUT;SG
haberleri	nyheter	haber	nyhet	N;NOM;PL;3	N;INDF;FEM;PL
haberleri	news	haber	new	N;NOM;PL;3	N
girişimi	initiativ	girişim	initiativ	N;NOM;SG;3	N;INDF;NEUT;SG
girişimi	initiativet	girişim	initiativ	N;NOM;SG;3	N;DEF;NEUT;SG
dostluk	vennskap	dostluk	vennskap	N;NOM;SG;3	N;INDF;NEUT;SG
yapıları	strukturer	yap	struktur	N;ACC;PL;3	N;INDF;MASC;PL
moon	måne	moon	måne	N;NOM;SG;3	N;INDF;MASC;SG
moon	månen	moon	måne	N;NOM;SG;3	N;DEF;MASC;SG
moon	moon	moon	moon	N;NOM;SG;3	N;INDF;SG
teori	teori	teori	teori	N;NOM;SG;3	N;INDF;MASC;SG
direniş	motstand	direniş	motstand	N;NOM;SG;3	N;INDF;MASC;SG
filosu	fleet	filo	fle	N;NOM;SG;3	N;DEF;NEUT;SG
filosu	flåten	filo	flåte	N;NOM;SG;3	N;DEF;MASC;SG
filosu	flåte	filo	flåte	N;NOM;SG;3	N;INDF;MASC;SG
fotoğrafları	bilder	fotoğraf	bilder	N;NOM;PL;3	N;INDF;FEM;PL
fotoğrafları	fotografier	fotoğraf	fotografi	N;NOM;PL;3	N;INDF;FEM;PL
sahnesi	scene	sahne	scene	N;NOM;SG;3	N;INDF;FEM;SG
bahçe	hagearbeid	bahçe	hagearbeid	N;NOM;SG;3	N;INDF;NEUT;SG
bahçe	hage	bahçe	hage	N;NOM;SG;3	N;INDF;MASC;SG
çeşitleri	varianter	çeşit	varianter	N;ACC;PL;3	N;INDF;FEM;PL
çeşitleri	typer	çeşit	type	N;ACC;PL;3	N;INDF;MASC;PL
başlangıcı	begynnelsen	başlangıç	begynnels	N;ACC;SG;3	N;DEF;MASC;SG
başlangıcı	begynnelse	başlangıç	begynnelse	N;ACC;SG;3	N;INDF;MASC;SG
tanımlanan	defineres	tanımla	defineres	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;FIN
sözler	sitater	söz	sitat	N;NOM;PL;3	N;INDF;FEM;PL
sözler	løftene	söz	løft	N;NOM;PL;3	N;DEF;FEM;PL
sözler	ord	söz	ord	N;NOM;PL;3	N;INDF;NEUT;PL
sözler	words	söz	words	N;NOM;PL;3	N
sözler	orda	söz	ord	N;NOM;PL;3	N;DEF;NEUT;PL
sözler	tekster	söz	tekst	N;NOM;PL;3	N;INDF;FEM;PL
finansal	økonomiske	finansal	økonomisk	ADJ	ADJ;PL
finansal	økonomisk	finansal	økonomisk	ADJ	ADJ;INDF;NEUT;SG
filipinler	filippinene	filip	filippin	N;NOM;PL;3	N;DEF;FEM;PL
filipinler	filippinenes	filip	filippinen	N;NOM;PL;3	N;INDF;MASC;PL
çocukluk	barndom	çocukluk	barndom	N;NOM;SG;3	N;INDF;MASC;SG
çocukluk	barndoms	çocukluk	barndoms	N;NOM;SG;3	N;INDF;MASC;SG
çocukluk	barndommen	çocukluk	barndom	N;NOM;SG;3	N;DEF;MASC;SG
yaylası	plateau	yayla	plateau	N;NOM;SG;3	N;DEF;FEM;SG
değerlendirme	omtaler	değerlen	omtale	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;IND;PRS;FIN
veriler	dataene	veri	data	N;NOM;PL;3	N;DEF;FEM;PL
ribaund	rebounds	ribaund	rebounds	N;NOM;SG;3	N;INDF;MASC;SG
aileler	foreldre	aile	forelder	N;NOM;PL;3	N;INDF;MASC;PL
