категория	categoria	категория	categoria	N;INDF;FEM;SG	N;FEM;SG
селища	aldeias	селище	aldeia	N;INDF;NEUT;PL	N;FEM;PL
селища	assentamentos	селище	assentamento	N;INDF;NEUT;PL	N;MASC;PL
лятото	summer	лято	summer	N;DEF;NEUT;SG	N;MASC;SG
продължение	prolongamento	продължение	prolongamento	N;INDF;NEUT;SG	N;MASC;SG
продължение	extensão	продължение	extensão	N;INDF;NEUT;SG	N;FEM;SG
продължение	prorrogação	продължение	prorrogação	N;INDF;NEUT;SG	N;FEM;SG
продължение	prosseguimento	продължение	prosseguimento	N;INDF;NEUT;SG	N;MASC;SG
продължение	continuação	продължение	continuação	N;INDF;NEUT;SG	N;FEM;SG
продължение	sequela	продължение	sequela	N;INDF;NEUT;SG	N;FEM;SG
продължение	sequência	продължение	sequência	N;INDF;NEUT;SG	N;FEM;SG
продължение	continuação	продължение	continuação	N;INDF;NEUT;SG	N;FEM;SG
продължение	sequencia	продължение	sequencia	N;INDF;NEUT;SG	N;FEM;SG
продължение	continuação	продължение	continuação	N;INDF;NEUT;SG	N;FEM;SG
титли	títulos	титла	título	N;INDF;FEM;PL	N;MASC;PL
описание	descrição	описание	descrição	N;INDF;NEUT;SG	N;FEM;SG
родена	nascido	родя-(се)	nascer	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
родена	nascida	родя-(се)	nascer	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
родена	nasceu	родя-(се)	nascer	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
възможност	possibilidade	възможност	possibilidade	N;INDF;FEM;SG	N;FEM;SG
възможност	opportunity	възможност	opportunity	N;INDF;FEM;SG	N;MASC;SG
възможност	oportunidade	възможност	oportunidade	N;INDF;FEM;SG	N;FEM;SG
разположени	localizados	разположа-(се)	localizar	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
луций	lúcio	луций	lúcio	N;INDF;MASC;SG	N;MASC;SG
луций	lucius	луций	luciu	N;INDF;MASC;SG	N;MASC;SG
вилхелм	wilhelm	вилхелм	wilhelm	N;INDF;MASC;SG	N;MASC;SG
вилхелм	guilherme	вилхелм	guilherme	N;INDF;MASC;SG	N;MASC;SG
зона	zona	зона	zona	N;INDF;FEM;SG	N;FEM;SG
зона	zone	зона	zone	N;INDF;FEM;SG	N;MASC;SG
зона	area	зона	area	N;INDF;FEM;SG	N;FEM;SG
зона	área	зона	área	N;INDF;FEM;SG	N;FEM;SG
винаги	sempre	винаги	sempre	ADV	ADV
издание	edição	издание	edição	N;INDF;NEUT;SG	N;FEM;SG
трети	terceira	трети	terceiro	ADJ;INDF;MASC;SG	ADJ;FEM;SG
трети	terço	трети	terço	ADJ;INDF;MASC;SG	ADJ;MASC;SG
трети	terceiro	трети	terceiro	ADJ;INDF;MASC;SG	ADJ;MASC;SG
планината	montanha	планина	montanha	N;DEF;FEM;SG	N;FEM;SG
планината	monte	планина	monte	N;DEF;FEM;SG	N;MASC;SG
планината	mount	планина	mount	N;DEF;FEM;SG	N;MASC;SG
сгради	edifícios	сграда	edifício	N;INDF;FEM;PL	N;MASC;PL
сгради	imóveis	сграда	imóvel	N;INDF;FEM;PL	N;MASC;PL
сгради	prédios	сграда	prédio	N;INDF;FEM;PL	N;MASC;PL
условия	termos	условие	termos	N;INDF;NEUT;PL	N;MASC;PL
условия	condições	условие	condição	N;INDF;NEUT;PL	N;FEM;PL
статут	status	статут	status	N;INDF;MASC;SG	N;MASC;SG
статут	estatuto	статут	estatuto	N;INDF;MASC;SG	N;MASC;SG
статут	estado	статут	estado	N;INDF;MASC;SG	N;MASC;SG
статут	estatuto	статут	estatuto	N;INDF;MASC;SG	N;MASC;SG
цели	objectivos	цел	objectivo	N;INDF;FEM;PL	N;MASC;PL
цели	objetivos	цел	objetivo	N;INDF;FEM;PL	N;MASC;PL
цели	objectivos	цел	objectivo	N;INDF;FEM;PL	N;MASC;PL
цели	gols	цел	gol	N;INDF;FEM;PL	N;MASC;PL
цели	metas	цел	meta	N;INDF;FEM;PL	N;FEM;PL
цели	golos	цел	golo	N;INDF;FEM;PL	N;MASC;PL
цели	objetivos	цел	objetivo	N;INDF;FEM;PL	N;MASC;PL
цели	metas	цел	meta	N;INDF;FEM;PL	N;FEM;PL
цели	alvos	цел	alvo	N;INDF;FEM;PL	N;MASC;PL
селище	liquidação	селище	liquidação	N;INDF;NEUT;SG	N;FEM;SG
селище	povoamento	селище	povoamento	N;INDF;NEUT;SG	N;MASC;SG
селище	assentamento	селище	assentamento	N;INDF;NEUT;SG	N;MASC;SG
политици	políticos	политик	político	N;INDF;MASC;PL	N;MASC;PL
политици	politicos	политик	politico	N;INDF;MASC;PL	N;MASC;PL
техните	suas	наш	seu	DET;DEF;PL;3	DET;FEM;PL
парк	parque	парк	parque	N;INDF;MASC;SG	N;MASC;SG
парк	park	парк	park	N;INDF;MASC;SG	N;MASC;SG
тялото	body	тяло	body	N;DEF;NEUT;SG	N;MASC;SG
тялото	corpo	тяло	corpo	N;DEF;NEUT;SG	N;MASC;SG
пространство	espaço	пространство	espaço	N;INDF;NEUT;SG	N;MASC;SG
пространство	space	пространство	space	N;INDF;NEUT;SG	N;MASC;SG
актьори	actores	актьор	actor	N;INDF;MASC;PL	N;MASC;PL
актьори	atores	актьор	ator	N;INDF;MASC;PL	N;MASC;PL
организации	organizações	организация	organização	N;INDF;FEM;PL	N;FEM;PL
организации	organizações	организация	organização	N;INDF;FEM;PL	N;FEM;PL
песен	canção	песен	canção	N;INDF;FEM;SG	N;FEM;SG
песен	song	песен	song	N;INDF;FEM;SG	N;MASC;SG
клас	turma	клас	turma	N;INDF;MASC;SG	N;FEM;SG
клас	classe	клас	classe	N;INDF;MASC;SG	N;FEM;SG
клас	aula	клас	aula	N;INDF;MASC;SG	N;FEM;SG
близост	proximidade	близост	proximidade	N;INDF;FEM;SG	N;FEM;SG
близост	proximidade	близост	proximidade	N;INDF;FEM;SG	N;FEM;SG
поп	estouro	поп	estouro	N;INDF;MASC;SG	N;MASC;SG
поп	pop	поп	pop	N;INDF;MASC;SG	N;MASC;SG
сестра	sister	сестра	sister	N;INDF;FEM;SG	N;MASC;SG
сестра	irmã	сестра	irmã	N;INDF;FEM;SG	N;FEM;SG
сестра	enfermeira	сестра	enfermeiro	N;INDF;FEM;SG	N;FEM;SG
сестра	enfermeiro	сестра	enfermeiro	N;INDF;FEM;SG	N;MASC;SG
второ	segundo	втори	segundo	ADV	ADV
земя	earth	земя	earth	N;INDF;FEM;SG	N;MASC;SG
земя	terra	земя	terra	N;INDF;FEM;SG	N;FEM;SG
земя	land	земя	land	N;INDF;FEM;SG	N;MASC;SG
земя	terra	земя	terra	N;INDF;FEM;SG	N;FEM;SG
земя	ground	земя	ground	N;INDF;FEM;SG	N;MASC;SG
земя	terreno	земя	terreno	N;INDF;FEM;SG	N;MASC;SG
земи	terras	земя	terra	N;INDF;FEM;PL	N;FEM;PL
земи	terrenos	земя	terreno	N;INDF;FEM;PL	N;MASC;PL
земи	terras	земя	terra	N;INDF;FEM;PL	N;FEM;PL
проблеми	problemas	проблем	problema	N;INDF;MASC;PL	N;MASC;PL
проблеми	sarilhos	проблем	sarilho	N;INDF;MASC;PL	N;MASC;PL
проблеми	problemas	проблем	problema	N;INDF;MASC;PL	N;MASC;PL
проблеми	problemas	проблем	problema	N;INDF;MASC;PL	N;MASC;PL
проблеми	questões	проблем	questão	N;INDF;MASC;PL	N;FEM;PL
случаи	casos	случай	caso	N;INDF;MASC;PL	N;MASC;PL
случаи	processos	случай	processo	N;INDF;MASC;PL	N;MASC;PL
пост	publicação	пост	publicação	N;INDF;MASC;SG	N;FEM;SG
пост	pós	пост	pós	N;INDF;MASC;SG	N;MASC;SG
пост	post	пост	post	N;INDF;MASC;SG	N;MASC;SG
пътя	rodoviário	път	rodoviário	N;DEF;MASC;SG	N;MASC;SG
пътя	estrada	път	estrada	N;DEF;MASC;SG	N;FEM;SG
пътя	road	път	road	N;DEF;MASC;SG	N;MASC;SG
процес	processo	процес	processo	N;INDF;MASC;SG	N;MASC;SG
процес	julgamento	процес	julgamento	N;INDF;MASC;SG	N;MASC;SG
представител	representante	представител	representante	N;INDF;MASC;SG	N;MASC;SG
представител	representante	представител	representante	N;INDF;MASC;SG	N;MASC;SG
участието	participação	участие	participação	N;DEF;NEUT;SG	N;FEM;SG
местоположение	localização	местоположение	localização	N;INDF;NEUT;SG	N;FEM;SG
списание	magazine	списание	magazine	N;INDF;NEUT;SG	N;MASC;SG
списание	revista	списание	revista	N;INDF;NEUT;SG	N;FEM;SG
неговия	seu	мой	seu	DET;DEF;MASC;SG;3	DET;MASC;SG
неговия	sua	мой	seu	DET;DEF;MASC;SG;3	DET;FEM;SG
елементи	itens	елемент	item	N;INDF;MASC;PL	N;MASC;PL
елементи	artigos	елемент	artigo	N;INDF;MASC;PL	N;MASC;PL
елементи	elementos	елемент	elemento	N;INDF;MASC;PL	N;MASC;PL
битка	battle	битка	battle	N;INDF;FEM;SG	N;MASC;SG
битка	batalha	битка	batalha	N;INDF;FEM;SG	N;FEM;SG
битка	combate	битка	combate	N;INDF;FEM;SG	N;MASC;SG
битка	luta	битка	luta	N;INDF;FEM;SG	N;FEM;SG
битка	briga	битка	briga	N;INDF;FEM;SG	N;FEM;SG
битка	combate	битка	combate	N;INDF;FEM;SG	N;MASC;SG
битка	fight	битка	fight	N;INDF;FEM;SG	N;MASC;SG
съдия	juíz	съдия	juíz	N;INDF;MASC;SG	N;MASC;SG
съдия	juíza	съдия	juíza	N;INDF;MASC;SG	N;FEM;SG
съдия	juiz	съдия	juiz	N;INDF;MASC;SG	N;MASC;SG
съдия	árbitro	съдия	árbitro	N;INDF;MASC;SG	N;MASC;SG
показва	mostra	показвам-(се)	mostrar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
връзки	conexões	връзка	conexão	N;INDF;FEM;PL	N;FEM;PL
връзки	ligações	връзка	ligação	N;INDF;FEM;PL	N;FEM;PL
връзки	relações	връзка	relação	N;INDF;FEM;PL	N;FEM;PL
връзки	relacionamentos	връзка	relacionamento	N;INDF;FEM;PL	N;MASC;PL
връзки	ligações	връзка	ligação	N;INDF;FEM;PL	N;FEM;PL
връзки	links	връзка	link	N;INDF;FEM;PL	N;MASC;PL
средства	fundos	средство	fundo	N;INDF;NEUT;PL	N;MASC;PL
произведения	obras	произведение	obra	N;INDF;NEUT;PL	N;FEM;PL
произведения	trabalhos	произведение	trabalho	N;INDF;NEUT;PL	N;MASC;PL
ниво	nivel	ниво	nivel	N;INDF;NEUT;SG	N;MASC;SG
ниво	nível	ниво	nível	N;INDF;NEUT;SG	N;MASC;SG
ниво	level	ниво	level	N;INDF;NEUT;SG	N;MASC;SG
езерото	lago	езеро	lago	N;DEF;NEUT;SG	N;MASC;SG
армията	exército	армия	exército	N;DEF;FEM;SG	N;MASC;SG
армията	tropa	армия	tropa	N;DEF;FEM;SG	N;FEM;SG
армията	army	армия	army	N;DEF;FEM;SG	N;MASC;SG
разположена	localizada	разположа-(се)	localizar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
разположена	localizado	разположа-(се)	localizar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
разположена	situado	разположа-(се)	situar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
петров	petrov	петров	petrov	N;INDF;MASC;SG	N;MASC;SG
месец	mês	месец	mês	N;INDF;MASC;SG	N;MASC;SG
развива	desenvolve	развивам-(се)	desenvolver	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
убит	assassinado	убия	assassinar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
убит	assassinada	убия	assassinar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
убит	morto	убия	morrer	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
убит	matou	убия	matar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
създаден	criada	създам	criar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
създаден	criado	създам	criar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
създаден	criou	създам	criar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
създадена	criada	създам	criar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
създадена	criado	създам	criar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
създадена	criou	създам	criar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
столица	capital	столица	capital	N;INDF;FEM;SG	N;MASC;SG
децата	crianças	дете	criança	N;DEF;NEUT;PL	N;FEM;PL
децата	filhos	дете	filho	N;DEF;NEUT;PL	N;MASC;PL
открива	descobre	откривам-(се)	descobrir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
царство	reino	царство	reino	N;INDF;NEUT;SG	N;MASC;SG
царство	kingdom	царство	kingdom	N;INDF;NEUT;SG	N;MASC;SG
поет	poeta	поет	poeta	N;INDF;MASC;SG	N;MASC;SG
поет	poetisa	поет	poetisa	N;INDF;MASC;SG	N;FEM;SG
двойки	casais	двойка	casal	N;INDF;FEM;PL	N;MASC;PL
двойки	pares	двойка	par	N;INDF;FEM;PL	N;MASC;PL
успех	êxito	успех	êxito	N;INDF;MASC;SG	N;MASC;SG
успех	sucesso	успех	sucesso	N;INDF;MASC;SG	N;MASC;SG
брак	casamento	брак	casamento	N;INDF;MASC;SG	N;MASC;SG
брак	matrimônio	брак	matrimônio	N;INDF;MASC;SG	N;MASC;SG
секретар	escrivão	секретар	escrivão	N;INDF;MASC;SG	N;MASC;SG
секретар	secretário	секретар	secretário	N;INDF;MASC;SG	N;MASC;SG
секретар	secretária	секретар	secretária	N;INDF;MASC;SG	N;FEM;SG
секретар	secretário	секретар	secretário	N;INDF;MASC;SG	N;MASC;SG
компания	empresa	компания	empresa	N;INDF;FEM;SG	N;FEM;SG
компания	company	компания	company	N;INDF;FEM;SG	N;MASC;SG
компания	companhia	компания	companhia	N;INDF;FEM;SG	N;FEM;SG
съпругата	mulher	съпруга	mulher	N;DEF;FEM;SG	N;FEM;SG
съпругата	esposa	съпруга	esposo	N;DEF;FEM;SG	N;FEM;SG
представители	representantes	представител	representante	N;INDF;MASC;PL	N;PL
участват	participar	участвам	participar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
решава	decide	решавам-(се)	decidir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
годишна	anual	годишна	anual	ADJ;INDF;FEM;SG	ADJ;MASC;SG
издаден	emitida	издам-(се)	emitir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
издаден	emitiu	издам-(се)	emitir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
издаден	emitido	издам-(се)	emitir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
ширина	latitude	ширина	latitude	N;INDF;FEM;SG	N;FEM;SG
ширина	largura	ширина	largura	N;INDF;FEM;SG	N;FEM;SG
обявява	anuncia	обявявам-(се)	anunciar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
загора	zagora	загора	zagora	N;INDF;FEM;SG	N;MASC;SG
източник	fonte	източник	fonte	N;INDF;MASC;SG	N;FEM;SG
източник	origem	източник	origem	N;INDF;MASC;SG	N;FEM;SG
модел	model	модел	model	N;INDF;MASC;SG	N;MASC;SG
модел	modelo	модел	modelo	N;INDF;MASC;SG	N;MASC;SG
културни	culturais	културен	cultural	ADJ;INDF;PL	ADJ;MASC;PL
статистика	estatística	статистика	estatístico	N;INDF;FEM;SG	N;FEM;SG
статистика	estatística	статистика	estatístico	N;INDF;FEM;SG	N;FEM;SG
момент	momento	момент	momento	N;INDF;MASC;SG	N;MASC;SG
българите	búlgaros	българин	búlgaro	N;DEF;MASC;PL	N;MASC;PL
температура	febre	температура	febre	N;INDF;FEM;SG	N;FEM;SG
температура	temperatura	температура	temperatura	N;INDF;FEM;SG	N;FEM;SG
предлага	propõe	предлагам	propor	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
предлага	oferece	предлагам	oferecer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
глава	capitulo	глава	capitulo	N;INDF;FEM;SG	N;MASC;SG
глава	capítulo	глава	capítulo	N;INDF;FEM;SG	N;MASC;SG
глава	head	глава	head	N;INDF;FEM;SG	N;MASC;SG
глава	cabeça	глава	cabeça	N;INDF;FEM;SG	N;FEM;SG
водата	agua	вода	agua	N;DEF;FEM;SG	N;FEM;SG
водата	água	вода	água	N;DEF;FEM;SG	N;FEM;SG
дело	case	дело	case	N;INDF;NEUT;SG	N;MASC;SG
дело	caso	дело	caso	N;INDF;NEUT;SG	N;MASC;SG
отношения	relações	отношение	relação	N;INDF;NEUT;PL	N;FEM;PL
отношения	relacionamentos	отношение	relacionamento	N;INDF;NEUT;PL	N;MASC;PL
отношения	relações	отношение	relação	N;INDF;NEUT;PL	N;FEM;PL
отношения	relacionamentos	отношение	relacionamento	N;INDF;NEUT;PL	N;MASC;PL
позволява	permite	позволявам-(си)	permitir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
медал	medalha	медал	medalha	N;INDF;MASC;SG	N;FEM;SG
въпрос	questão	въпрос	questão	N;INDF;MASC;SG	N;FEM;SG
въпрос	pergunta	въпрос	pergunta	N;INDF;MASC;SG	N;FEM;SG
пол	género	пол	género	N;INDF;MASC;SG	N;MASC;SG
пол	gênero	пол	gênero	N;INDF;MASC;SG	N;MASC;SG
пол	sexo	пол	sexo	N;INDF;MASC;SG	N;MASC;SG
пол	paulo	пол	paulo	N;INDF;MASC;SG	N;MASC;SG
пол	paul	пол	paul	N;INDF;MASC;SG	N;MASC;SG
дружество	empresa	дружество	empresa	N;INDF;NEUT;SG	N;FEM;SG
дружество	company	дружество	company	N;INDF;NEUT;SG	N;MASC;SG
дружество	companhia	дружество	companhia	N;INDF;NEUT;SG	N;FEM;SG
профил	profile	профил	profilir	N;INDF;MASC;SG	N;MASC;SG
профил	perfil	профил	perfil	N;INDF;MASC;SG	N;MASC;SG
съществуват	existem	съществувам	existir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
съществуват	existir	съществувам	existir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
съществуват	existirem	съществувам	existir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PL;3;NFIN
сезона	temporada	сезон	temporada	N;DEF;MASC;SG	N;FEM;SG
сезона	época	сезон	época	N;DEF;MASC;SG	N;FEM;SG
сградата	construção	сграда	construção	N;DEF;FEM;SG	N;FEM;SG
сградата	edifício	сграда	edifício	N;DEF;FEM;SG	N;MASC;SG
сградата	prédio	сграда	prédio	N;DEF;FEM;SG	N;MASC;SG
значително	significativamente	значително	significativamente	ADV	ADV
определя	determina	определям-(се)	determinar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
определя	define	определям-(се)	definir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
основан	fundado	основа	fundar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
основан	fundou	основа	fundar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
основан	fundada	основа	fundar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
кораб	recipiente	кораб	recipiente	N;INDF;MASC;SG	N;MASC;SG
кораб	embarcação	кораб	embarcação	N;INDF;MASC;SG	N;FEM;SG
кораб	navio	кораб	navio	N;INDF;MASC;SG	N;MASC;SG
кораб	nave	кораб	nave	N;INDF;MASC;SG	N;FEM;SG
кораб	embarcação	кораб	embarcação	N;INDF;MASC;SG	N;FEM;SG
кораб	navio	кораб	navio	N;INDF;MASC;SG	N;MASC;SG
кораб	artesanato	кораб	artesanato	N;INDF;MASC;SG	N;MASC;SG
кораб	barco	кораб	barco	N;INDF;MASC;SG	N;MASC;SG
кораб	bote	кораб	bote	N;INDF;MASC;SG	N;MASC;SG
кораб	embarcação	кораб	embarcação	N;INDF;MASC;SG	N;FEM;SG
икономика	economia	икономика	economia	N;INDF;FEM;SG	N;FEM;SG
икономика	economia	икономика	economia	N;INDF;FEM;SG	N;FEM;SG
кюстендил	kyustendil	кюстендил	kyustendil	N;INDF;MASC;SG	N;MASC;SG
офицер	agente	офицер	agente	N;INDF;MASC;SG	N;MASC;SG
офицер	policial	офицер	policial	N;INDF;MASC;SG	N;MASC;SG
