for	para	for	para	ADP	ADP
kraftig	pesado	kraftig	pesado	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
kraftig	pesada	kraftig	pesado	ADJ;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
kraftig	severa	kraftig	severo	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
kraftig	severo	kraftig	severo	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
kraftig	grave	kraftig	grave	ADJ;INDF;NEUT;SG	ADJ;SG
kraftig	potente	kraftig	potente	ADJ;INDF;NEUT;SG	ADJ;SG
kraftig	poderosa	kraftig	poderoso	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
kraftig	poderoso	kraftig	poderoso	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
kategorien	categoria	kategori	categoria	N;DEF;MASC;SG	N;FEM;SG
kategorien	categoría	kategori	categoría	N;DEF;MASC;SG	N;FEM;SG
kategorien	pestaña	kategori	pestaña	N;DEF;MASC;SG	N;FEM;SG
kategorien	solapa	kategori	solapa	N;DEF;MASC;SG	N;FEM;SG
kategorien	ficha	kategori	ficha	N;DEF;MASC;SG	N;FEM;SG
økonomisk	económico	økonomisk	económico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
økonomisk	economico	økonomisk	economico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
økonomisk	económica	økonomisk	económico	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
økonomisk	financiero	økonomisk	financiero	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
økonomisk	financial	økonomisk	financial	ADJ;INDF;NEUT;SG	ADJ;SG
økonomisk	financiera	økonomisk	financiero	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
ansatt	trabajador	ansatt	trabajador	N;INDF;MASC;SG	N;MASC;SG
løp	run	løp	run	N;INDF;NEUT;SG	N
torsdag	jueves	torsdag	jueves	N;INDF;MASC;SG	N
styrke	fortaleza	styrke	fortaleza	N;INDF;MASC;SG	N;FEM;SG
styrke	fuerza	styrke	fuerza	N;INDF;MASC;SG	N;FEM;SG
sentral	céntrica	sentral	céntrico	ADJ;INDF;SG	ADJ;FEM;SG
sentral	central	sentral	central	ADJ;INDF;SG	ADJ;SG
sentral	céntrico	sentral	céntrico	ADJ;INDF;SG	ADJ;MASC;SG
air	aire	air	aire	N	N;MASC;SG
air	air	air	air	N	N
marie	maría	marie	maría	N;INDF;FEM;SG	N;FEM;SG
marie	marie	marie	marie	N;INDF;FEM;SG	N;FEM;SG
arkitekt	arquitecto	arkitekt	arquitecto	N;INDF;MASC;SG	N;MASC;SG
økonomiske	financieros	økonomisk	financiero	ADJ;PL	ADJ;MASC;PL
music	music	music	music	N;INDF;MASC;SG	N
music	música	music	música	N;INDF;MASC;SG	N;FEM;SG
music	musica	music	musica	N;INDF;MASC;SG	N;FEM;SG
smith	herrero	smith	herrero	N;INDF;MASC;SG	N;MASC;SG
distriktet	distrito	distrikt	distrito	N;DEF;NEUT;SG	N;MASC;SG
stemmer	votos	stemme	voto	N;INDF;FEM;PL	N;MASC;PL
stemmer	votaciones	stemme	votación	N;INDF;FEM;PL	N;FEM;PL
stemmer	votaciones	stemme	votación	N;INDF;FEM;PL	N;FEM;PL
stemmer	voces	stemme	voz	N;INDF;FEM;PL	N;FEM;PL
stemmer	voices	stemme	voice	N;INDF;FEM;PL	N
royal	royal	royal	royal	N;INDF;MASC;SG	N;MASC;SG
louis	luis	louis	luis	N;INDF;MASC;SG	N;MASC;SG
college	college	colleg	collegar	N;INDF;NEUT;SG	N;MASC;SG
college	colegio	colleg	colegio	N;INDF;NEUT;SG	N;MASC;SG
college	universidad	colleg	universidad	N;INDF;NEUT;SG	N;FEM;SG
forening	asociación	forening	asociación	N;INDF;FEM;SG	N;FEM;SG
forening	association	forening	association	N;INDF;FEM;SG	N;FEM;SG
falt	caído	fal	caído	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
falt	caido	fal	caido	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
spørsmål	cuestión	spørsmål	cuestión	N;INDF;NEUT;SG	N;FEM;SG
spørsmål	interrogante	spørsmål	interrogante	N;INDF;NEUT;SG	N;SG
spørsmål	pregunta	spørsmål	pregunta	N;INDF;NEUT;SG	N;FEM;SG
bestemt	decidida	bestemme	decidido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
bestemt	determinado	bestemme	determinado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
bestemt	determinada	bestemme	determinado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
bestemt	decidido	bestemme	decidido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
sterk	fuerte	sterk	fuerte	ADJ;INDF;SG	ADJ;SG
etappe	pata	etappe	pata	N;INDF;MASC;SG	N;FEM;SG
etappe	pierna	etappe	pierna	N;INDF;MASC;SG	N;FEM;SG
svart	negra	svart	negro	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
svart	negro	svart	negro	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
høyt	high	høyt	high	N;INDF;NEUT;SG	N
tilgjengelig	disponible	tilgjengelig	disponible	ADJ;INDF;NEUT;SG	ADJ;SG
tilgjengelig	accesible	tilgjengelig	accesible	ADJ;INDF;NEUT;SG	ADJ;SG
les	lea	lese	leer	V;IMP;FIN	V;IMP;SG;3;FIN
les	leer	lese	leer	V;IMP;FIN	V;NFIN
tittel	titulo	tittel	titulo	N;INDF;MASC;SG	N;MASC;SG
tittel	título	tittel	título	N;INDF;MASC;SG	N;MASC;SG
endringer	ediciones	endring	edición	N;INDF;FEM;PL	N;FEM;PL
endringer	modificaciones	endring	modificación	N;INDF;FEM;PL	N;FEM;PL
endringer	cambios	endring	cambio	N;INDF;FEM;PL	N;MASC;PL
lærer	enseñar	lære	enseñar	V;IND;PRS;FIN	V;NFIN
lærer	enseñando	lære	enseñar	V;IND;PRS;FIN	V;V.MSDR
lærer	aprender	lære	aprender	V;IND;PRS;FIN	V;NFIN
lærer	aprendiendo	lære	aprender	V;IND;PRS;FIN	V;V.MSDR
pave	papa	pave	papa	N;INDF;MASC;SG	N;MASC;SG
komponist	compositor	komponist	compositor	N;INDF;MASC;SG	N;MASC;SG
komponist	compositora	komponist	compositora	N;INDF;MASC;SG	N;FEM;SG
kart	plano	kart	plano	N;INDF;NEUT;SG	N;MASC;SG
kart	mapa	kart	mapa	N;INDF;NEUT;SG	N;MASC;SG
kart	mapa	kart	mapa	N;INDF;NEUT;SG	N;MASC;SG
virker	parece	virke	parecer	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
suksess	exito	suksess	exito	N;INDF;MASC;SG	N;MASC;SG
suksess	éxito	suksess	éxito	N;INDF;MASC;SG	N;MASC;SG
kongelige	reales	kongelig	real	ADJ;PL	ADJ;PL
latin	latino	latin	latino	N;INDF;MASC;SG	N;MASC;SG
latin	latin	latin	latin	N;INDF;MASC;SG	N
latin	latín	latin	latín	N;INDF;MASC;SG	N;MASC;SG
valg	elección	valg	elección	N;INDF;NEUT;SG	N;FEM;SG
valg	opción	valg	opción	N;INDF;NEUT;SG	N;FEM;SG
valg	choice	valg	choice	N;INDF;NEUT;SG	N
belgia	bélgica	belgi	bélgico	N;INDF;NEUT;SG	N;FEM;SG
tirsdag	martes	tirsdag	martes	N;INDF;MASC;SG	N
kysten	litoral	kyst	litoral	N;DEF;MASC;SG	N;MASC;SG
kysten	costa	kyst	costa	N;DEF;MASC;SG	N;FEM;SG
kategori	categoria	kategori	categoria	N;INDF;MASC;SG	N;FEM;SG
kategori	categoría	kategori	categoría	N;INDF;MASC;SG	N;FEM;SG
israel	israel	israel	israel	N;INDF;MASC;SG	N;SG
skjer	pasa	skje	pasar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
skjer	ocurre	skje	ocurrir	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
skjer	sucede	skje	suceder	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
skjer	sucediendo	skje	suceder	V;IND;PRS;FIN	V;V.MSDR
skjer	ocurriendo	skje	ocurrir	V;IND;PRS;FIN	V;V.MSDR
mistet	perdido	miste	perdido	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
mistet	perdida	miste	perdido	ADJ;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
west	west	west	west	N;INDF;MASC;SG	N;MASC;SG
west	occidente	west	occidente	N;INDF;MASC;SG	N;MASC;SG
west	oeste	west	oeste	N;INDF;MASC;SG	N;MASC;SG
stil	style	stil	style	N;INDF;MASC;SG	N
stil	estilo	stil	estilo	N;INDF;MASC;SG	N;MASC;SG
dronning	queen	dronning	quear	N;INDF;FEM;SG	N;SG
dronning	reina	dronning	reina	N;INDF;FEM;SG	N;FEM;SG
bygninger	edificaciones	bygninger	edificación	N;INDF;MASC;PL	N;FEM;PL
bygninger	construcciones	bygninger	construcción	N;INDF;MASC;PL	N;FEM;PL
bygninger	edificios	bygninger	edificio	N;INDF;MASC;PL	N;MASC;PL
bygninger	inmuebles	bygninger	inmueble	N;INDF;MASC;PL	N;MASC;PL
bildet	foto	bilde	foto	N;DEF;NEUT;SG	N;FEM;SG
bildet	imagen	bilde	imagen	N;DEF;NEUT;SG	N;FEM;SG
bildet	imágen	bilde	imágen	N;DEF;NEUT;SG	N;FEM;SG
stein	stein	stein	stein	N;INDF;MASC;SG	N;FEM;SG
stein	piedra	stein	piedra	N;INDF;MASC;SG	N;FEM;SG
stein	roca	stein	roca	N;INDF;MASC;SG	N;FEM;SG
stein	rock	stein	rock	N;INDF;MASC;SG	N;MASC;SG
oscar	oscar	osce	oscar	N;INDF;MASC;SG	N;MASC;SG
oscar	óscar	osce	óscar	N;INDF;MASC;SG	N;SG
dikt	poemas	dikt	poema	N;INDF;NEUT;PL	N;MASC;PL
nominert	nominado	nominere	nominar	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
nominert	nominada	nominere	nominado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
reise	viaje	reise	viaje	N;INDF;FEM;SG	N;MASC;SG
reise	travesía	reise	travesía	N;INDF;FEM;SG	N;FEM;SG
reise	viaje	reise	viaje	N;INDF;FEM;SG	N;MASC;SG
reise	trayecto	reise	trayecto	N;INDF;FEM;SG	N;MASC;SG
interesse	interes	interesse	inter	N;INDF;FEM;SG	N;MASC;SG
interesse	interés	interesse	interés	N;INDF;FEM;SG	N;MASC;SG
top	cima	top	cima	N	N;FEM;SG
cup	taza	cup	taza	N;INDF;NEUT;SG	N;FEM;SG
cup	copa	cup	copa	N;INDF;NEUT;SG	N;FEM;SG
cup	cup	cup	cupo	N;INDF;NEUT;SG	N;FEM;SG
ledelse	orientación	ledelse	orientación	N;INDF;MASC;SG	N;FEM;SG
ledelse	gerencia	ledelse	gerencia	N;INDF;MASC;SG	N;FEM;SG
ledelse	gestión	ledelse	gestión	N;INDF;MASC;SG	N;FEM;SG
ledelse	dirección	ledelse	dirección	N;INDF;MASC;SG	N;FEM;SG
ledelse	administración	ledelse	administración	N;INDF;MASC;SG	N;FEM;SG
flagg	flag	flagg	flag	N;INDF;NEUT;SG	N;SG
flagg	bandera	flagg	bandera	N;INDF;NEUT;SG	N;FEM;SG
wilhelm	guillermo	wilhelm	guillermo	N;INDF;MASC;SG	N;MASC;SG
wilhelm	wilhelm	wilhelm	wilhelm	N;INDF;MASC;SG	N;MASC;SG
ungarn	hungría	ungarn	hungría	N;INDF;MASC;SG	N;FEM;SG
fjellet	montaña	fjell	montaña	N;DEF;NEUT;SG	N;FEM;SG
plassering	colocación	plassering	colocación	N;INDF;FEM;SG	N;FEM;SG
plassering	ubicación	plassering	ubicación	N;INDF;FEM;SG	N;FEM;SG
plassering	lugar	plassering	lugar	N;INDF;FEM;SG	N;MASC;SG
plassering	ubicacion	plassering	ubicacion	N;INDF;FEM;SG	N;FEM;SG
plassering	ubicación	plassering	ubicación	N;INDF;FEM;SG	N;FEM;SG
plassering	emplazamiento	plassering	emplazamiento	N;INDF;FEM;SG	N;MASC;SG
plassering	localización	plassering	localización	N;INDF;FEM;SG	N;FEM;SG
ordfører	alcalde	ordføre	alcalde	N;INDF;MASC;SG	N;MASC;SG
ordfører	intendente	ordføre	intendente	N;INDF;MASC;SG	N;SG
ordfører	alcaldesa	ordføre	alcaldesa	N;INDF;MASC;SG	N;FEM;SG
ordfører	alcaldía	ordføre	alcaldía	N;INDF;MASC;SG	N;FEM;SG
nådde	alcanzó	nå	alcanzar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
ukjent	desconocida	ukjend	desconocido	ADJ;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
ukjent	desconocido	ukjend	desconocido	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
toppen	cima	topp	cima	N;DEF;MASC;SG	N;FEM;SG
stand	stand	stand	stand	N;INDF;MASC;SG	N;MASC;SG
stand	condicion	stand	condicionr	N;INDF;MASC;SG	N;FEM;SG
stand	estado	stand	estado	N;INDF;MASC;SG	N;MASC;SG
stand	condición	stand	condición	N;INDF;MASC;SG	N;FEM;SG
områdene	áreas	område	área	N;DEF;FEM;PL	N;FEM;PL
områdene	zonas	område	zona	N;DEF;FEM;PL	N;FEM;PL
områdene	areas	område	area	N;DEF;FEM;PL	N;FEM;PL
ngc	ngc	ngc	ngc	N	N;SG
spor	huellas	spor	huella	N;INDF;NEUT;PL	N;FEM;PL
spor	pistas	spor	pista	N;INDF;NEUT;PL	N;FEM;PL
spor	tracks	spor	tracks	N;INDF;NEUT;PL	N;MASC;PL
organisasjonen	organizacion	organisasjon	organizacion	N;DEF;MASC;SG	N;FEM;SG
organisasjonen	organización	organisasjon	organización	N;DEF;MASC;SG	N;FEM;SG
organisasjonen	organizacion	organisasjon	organizacion	N;DEF;MASC;SG	N;FEM;SG
organisasjonen	organización	organisasjon	organización	N;DEF;MASC;SG	N;FEM;SG
forsøkte	intenté	forsøkje	intentar	V;IND;PST;FIN	V;IND;SG;1;PST;FIN
nordøst	noreste	nordøs	noreste	N;INDF;NEUT;SG	N;MASC;SG
nordøst	nordeste	nordøs	nordeste	N;INDF;NEUT;SG	N;MASC;SG
praksis	práctica	praksis	práctica	N;INDF;MASC;SG	N;FEM;SG
priser	precios	prise	precio	N;INDF;FEM;PL	N;MASC;PL
priser	premios	prise	premio	N;INDF;FEM;PL	N;MASC;PL
priser	galardones	prise	galardón	N;INDF;FEM;PL	N;MASC;PL
stammer	tribus	stamme	tribu	N;INDF;FEM;PL	N;FEM;PL
fordelt	distribuido	fordele	distribuir	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
fordelt	repartido	fordele	repartido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
fordelt	distribuida	fordele	distribuido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
mark	marca	mark	marca	N;INDF;NEUT;SG	N;FEM;SG
klar	listo	klar	listo	ADJ;INDF;SG	ADJ;MASC;SG
klassen	clase	klasse	clase	N;DEF;MASC;SG	N;FEM;SG
klassen	class	klasse	clas	N;DEF;MASC;SG	N;FEM;SG
jens	jens	jense	jens	N;MASC	N;MASC;SG
sagt	dicho	seie	dicho	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
fort	fuerte	fort	fuerte	ADJ;INDF;NEUT;SG	ADJ;SG
fort	rápido	fort	rápido	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
fort	rápido	fort	rápido	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
formann	presidenta	formann	presidenta	N;INDF;MASC;SG	N;FEM;SG
formann	presidente	formann	presidente	N;INDF;MASC;SG	N;MASC;SG
metal	metal	metal	metal	N;INDF;MASC;SG	N;MASC;SG
tjeneste	favor	tjeneste	favor	N;INDF;FEM;SG	N;MASC;SG
tjeneste	servicio	tjeneste	servicio	N;INDF;FEM;SG	N;MASC;SG
teater	teatro	teater	teatro	N;INDF;NEUT;SG	N;MASC;SG
teater	teatro	teater	teatro	N;INDF;NEUT;SG	N;MASC;SG
tro	faith	tro	faith	N;INDF;MASC;SG	N
tro	fe	tro	fe	N;INDF;MASC;SG	N;FEM;SG
magnus	magnus	magnus	magnus	N;INDF;MASC;SG	N;SG
tall	número	tall	número	N;INDF;NEUT;SG	N;MASC;SG
tall	numero	tall	numero	N;INDF;NEUT;SG	N;MASC;SG
hovedstad	capital	hovedstad	capital	N;INDF;MASC;SG	N;FEM;SG
renner	corre	renne	correr	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
avdeling	departamento	avdeling	departamento	N;INDF;FEM;SG	N;MASC;SG
avdeling	pelotón	avdeling	pelotón	N;INDF;FEM;SG	N;MASC;SG
avdeling	squad	avdeling	squad	N;INDF;FEM;SG	N
avdeling	escuadra	avdeling	escuadra	N;INDF;FEM;SG	N;FEM;SG
avdeling	escuadrón	avdeling	escuadrón	N;INDF;FEM;SG	N;MASC;SG
korte	cortos	kort	corto	ADJ;PL	ADJ;MASC;PL
systemet	system	system	system	N;DEF;NEUT;SG	N
systemet	sistema	system	sistema	N;DEF;NEUT;SG	N;MASC;SG
internasjonal	internacional	internasjonal	internacional	ADJ;INDF;SG	ADJ;SG
internasjonal	international	internasjonal	international	ADJ;INDF;SG	ADJ;SG
trener	formadores	trene	formador	N;INDF;MASC;PL	N;MASC;PL
bydel	borough	bydel	borough	N;INDF;MASC;SG	N;MASC;SG
våpen	armas	våpen	arma	N;INDF;NEUT;PL	N;FEM;PL
forslag	sugerencia	forslag	sugerencia	N;INDF;NEUT;SG	N;FEM;SG
forslag	sugestión	forslag	sugestión	N;INDF;NEUT;SG	N;FEM;SG
forslag	sugerencia	forslag	sugerencia	N;INDF;NEUT;SG	N;FEM;SG
møte	reunión	møte	reunión	N;INDF;NEUT;SG	N;FEM;SG
møte	encuentro	møte	encuentro	N;INDF;NEUT;SG	N;MASC;SG
personlig	personal	personlig	personal	ADJ;INDF;NEUT;SG	ADJ;SG
alder	edad	alder	edad	N;INDF;MASC;SG	N;FEM;SG
alder	age	alder	age	N;INDF;MASC;SG	N
legger	agrega	legg	agregar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
legger	añade	legg	añadir	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
legger	pon	legg	pon	V;IND;PRS;FIN	V;IND;SG;2;PRS;FIN
legger	poner	legg	poner	V;IND;PRS;FIN	V;NFIN
akershus	akershus	akershus	akershus	N;INDF;NEUT;SG	N;MASC;SG
makt	potencia	makt	potencia	N;INDF;FEM;SG	N;FEM;SG
makt	power	makt	power	N;INDF;FEM;SG	N
uavhengig	independiente	uavhengig	independiente	ADJ;INDF;NEUT;SG	ADJ;SG
institutt	institute	institutt	institute	N;INDF;NEUT;SG	N;MASC;SG
institutt	instituto	institutt	instituto	N;INDF;NEUT;SG	N;MASC;SG
otto	otón	otto	otón	N;INDF;MASC;SG	N;MASC;SG
otto	otto	otto	otto	N;INDF;MASC;SG	N;MASC;SG
konkurrerer	compite	konkurrere	competir	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
konkurrerer	compite	konkurrere	competir	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
konkurrerer	compiten	konkurrere	competir	V;IND;PRS;FIN	V;IND;PL;3;PRS;FIN
konkurrerer	competir	konkurrere	competir	V;IND;PRS;FIN	V;NFIN
konkurrerer	compitiendo	konkurrere	competir	V;IND;PRS;FIN	V;V.MSDR
konkurrerer	competir	konkurrere	competir	V;IND;PRS;FIN	V;NFIN
angrepet	ataque	angrep	ataque	N;DEF;NEUT;SG	N;MASC;SG
angrepet	atentado	angrep	atentado	N;DEF;NEUT;SG	N;MASC;SG
våren	manantial	vår	manantial	N;DEF;MASC;SG	N;MASC;SG
våren	primavera	vår	primavera	N;DEF;MASC;SG	N;FEM;SG
våren	resorte	vår	resorte	N;DEF;MASC;SG	N;MASC;SG
sendte	envió	sende	enviar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
don	don	don	don	N;INDF;MASC;SG	N;MASC;SG
gunnar	gunnar	gunne	gunnar	N;INDF;MASC;SG	N;SG
nils	nils	nils	nils	N;MASC	N;MASC;SG
american	american	american	americar	N	N;FEM;SG
american	americanos	american	americano	N	N;MASC;PL
riktig	correcto	riktig	correcto	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
riktig	correcto	riktig	correcto	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
riktig	correcta	riktig	correcto	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
full	lleno	full	lleno	ADJ;INDF;SG	ADJ;MASC;SG
full	llena	full	lleno	ADJ;INDF;SG	ADJ;FEM;SG
full	plena	full	pleno	ADJ;INDF;SG	ADJ;FEM;SG
full	completo	full	completo	ADJ;INDF;SG	ADJ;MASC;SG
full	ebrio	full	ebrio	ADJ;INDF;SG	ADJ;MASC;SG
full	borracho	full	borracho	ADJ;INDF;SG	ADJ;MASC;SG
regel	regla	regel	regla	N;INDF;MASC;SG	N;FEM;SG
utført	cumplida	utføre	cumplidar	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
utført	logrado	utføre	logrado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
utført	realizado	utføre	realizado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
linnaeus	linneo	linnaeus	linneo	N;INDF;MASC;SG	N;MASC;SG
personlige	personales	personlig	personal	ADJ;PL	ADJ;PL
frank	frank	frank	frank	N;MASC	N;SG
frank	francos	frank	franco	N;MASC	N;MASC;PL
bygningen	edificio	bygning	edificio	N;DEF;MASC;SG	N;MASC;SG
bygningen	edificación	bygning	edificación	N;DEF;MASC;SG	N;FEM;SG
bygningen	construcción	bygning	construcción	N;DEF;MASC;SG	N;FEM;SG
slag	golpe	slag	golpe	N;INDF;NEUT;SG	N;MASC;SG
slag	trazo	slag	trazo	N;INDF;NEUT;SG	N;MASC;SG
slag	derrame	slag	derrame	N;INDF;NEUT;SG	N;MASC;SG
kraft	kraft	kraft	kraft	N;INDF;FEM;SG	N;SG
kraft	fuerza	kraft	fuerza	N;INDF;FEM;SG	N;FEM;SG
kraft	force	kraft	force	N;INDF;FEM;SG	N
kraft	potencia	kraft	potencia	N;INDF;FEM;SG	N;FEM;SG
kraft	power	kraft	power	N;INDF;FEM;SG	N
geografi	geografía	geografi	geografía	N;INDF;MASC;SG	N;FEM;SG
kvinne	mujer	kvinne	mujer	N;INDF;FEM;SG	N;FEM;SG
kvinne	mujer	kvinne	mujer	N;INDF;FEM;SG	N;FEM;SG
kvinne	hembra	kvinne	hembra	N;INDF;FEM;SG	N;FEM;SG
offisiell	oficial	offisiell	oficial	ADJ;INDF;SG	ADJ;SG
troms	troms	troms	troms	N;INDF;NEUT;SG	N;MASC;SG
normalt	normal	normal	normal	ADJ;INDF;NEUT;SG	ADJ;SG
installert	instalada	installere	instalado-AB	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
installert	instalado	installere	instalado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
retning	dirección	retning	dirección	N;INDF;FEM;SG	N;FEM;SG
region	region	region	region	N;INDF;MASC;SG	N;FEM;SG
region	comarca	region	comarca	N;INDF;MASC;SG	N;FEM;SG
region	región	region	región	N;INDF;MASC;SG	N;FEM;SG
breuning	breuning	breuning	breuning	N;INDF;FEM;SG	N
studier	estudios	studie	estudio	N;INDF;MASC;PL	N;MASC;PL
jorden	earth	jord	earth	N;DEF;MASC;SG	N
jorden	tierra	jord	tierra	N;DEF;MASC;SG	N;FEM;SG
stilling	posicion	stilling	posicion	N;INDF;FEM;SG	N;FEM;SG
stilling	posición	stilling	posición	N;INDF;FEM;SG	N;FEM;SG
leksikon	enciclopedia	leksikon	enciclopedia	N;INDF;NEUT;SG	N;FEM;SG
registrert	registrado	registrere	registrado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
registrert	inscrito	registrere	inscribir	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
registrert	registrada	registrere	registrado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
registrert	registrado	registrere	registrado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
registrert	grabado	registrere	grabado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
typer	tipos	type	tipo	N;INDF;MASC;PL	N;MASC;PL
pris	precio	pris	precio	N;INDF;MASC;SG	N;MASC;SG
pris	price	pris	price	N;INDF;MASC;SG	N
naturlig	natural	naturlig	natural	ADJ;INDF;NEUT;SG	ADJ;SG
hellige	sagrados	hellige	sagrado	ADJ;PL	ADJ;MASC;PL
hordaland	hordaland	hordaland	hordaland	N;INDF;NEUT;SG	N;MASC;SG
romersk	romana	romersk	romano	ADJ;INDF;SG	ADJ;FEM;SG
romersk	romano	romersk	romano	ADJ;INDF;SG	ADJ;MASC;SG
prix	prix	prix	prix	N;INDF;MASC;SG	N;MASC;SG
junior	júnior	junior	júnior	N;INDF;MASC;SG	N;MASC;SG
junior	junior	junior	junior	N;INDF;MASC;SG	N;SG
allierte	aliadas	alliere	aliado	ADJ;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
danner	formando	dann	formar	V;IND;PRS;FIN	V;V.MSDR
samling	reunión	samling	reunión	N;INDF;FEM;SG	N;FEM;SG
samling	recolección	samling	recolección	N;INDF;FEM;SG	N;FEM;SG
samling	colección	samling	colección	N;INDF;FEM;SG	N;FEM;SG
samling	coleccion	samling	coleccionar	N;INDF;FEM;SG	N;FEM;SG
penger	dinero	penge	dinero	N;INDF;MASC;SG	N;MASC;SG
penger	money	penge	money	N;INDF;MASC;SG	N
lik	corporal	lik	corporal	ADJ;INDF;SG	ADJ;SG
publisert	publicado	publisere	publicado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
publisert	publicada	publisere	publicado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
publisert	publicada	publisere	publicado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
publisert	publicado	publisere	publicado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
vis	pantalla	vis	pantalla	N;INDF;NEUT;SG	N;FEM;SG
vis	display	vis	display	N;INDF;NEUT;SG	N
vis	visualización	vis	visualización	N;INDF;NEUT;SG	N;FEM;SG
vis	espectáculo	vis	espectáculo	N;INDF;NEUT;SG	N;MASC;SG
vis	show	vis	show	N;INDF;NEUT;SG	N;MASC;SG
ført	liderado	føre	liderado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
nasjonalitet	nacionalidad	nasjonalitet	nacionalidad	N;INDF;MASC;SG	N;FEM;SG
delta	participe	delta	participar	V;NFIN	V;SBJV;SG;3;FIN
delta	participa	delta	participar	V;NFIN	V;IND;SG;3;PRS;FIN
delta	participen	delta	participar	V;NFIN	V;IMP;PL;3;FIN
delta	participar	delta	participar	V;NFIN	V;NFIN
delta	asistir	delta	asistir	V;NFIN	V;NFIN
delta	asista	delta	asistir	V;NFIN	V;SBJV;SG;3;FIN
delta	asistan	delta	asistir	V;NFIN	V;IMP;PL;3;FIN
størrelse	size	størrelse	sizar	N;INDF;MASC;SG	N
størrelse	talla	størrelse	talla	N;INDF;MASC;SG	N;FEM;SG
