die	el	die	el	DET;DEF	DET;DEF;MASC;SG
polisie	policia	polisie	policia	N;SG	N;FEM;SG
geslag	género	geslag	género	N;SG	N;MASC;SG
geslag	genero	geslag	genero	N;SG	N;MASC;SG
geslag	sexo	geslag	sexo	N;SG	N;MASC;SG
geslag	sex	geslag	sex	N;SG	N
geslag	sexo	geslag	sexo	N;SG	N;MASC;SG
graf	tumba	graf	tumba	N;SG	N;FEM;SG
besoekers	visitantes	besoeker	visitante	N;PL	N;PL
besoekers	visitas	besoeker	visita	N;PL	N;FEM;PL
volwasse	madura	volwasse	maduro	ADJ;NOM	ADJ;FEM;SG
volwasse	maduro	volwasse	maduro	ADJ;NOM	ADJ;MASC;SG
kies	seleccione	kies	seleccionar	V;PRS	V;IMP;SG;3;FIN
kies	seleccionar	kies	seleccionar	V;PRS	V;NFIN
kies	selecciona	kies	seleccionar	V;PRS	V;IND;SG;3;PRS;FIN
duitsers	alemanes	duitser	alemán	N;PL	N;MASC;PL
basiese	básicos	basies	básico	ADJ;NOM	ADJ;MASC;PL
basiese	básico	basies	básico	ADJ;NOM	ADJ;MASC;SG
basiese	básica	basies	básico	ADJ;NOM	ADJ;FEM;SG
basiese	básicos	basies	básico	ADJ;NOM	ADJ;MASC;PL
basiese	básicas	basies	básico	ADJ;NOM	ADJ;FEM;PL
basiese	básico	basies	básico	ADJ;NOM	ADJ;MASC;SG
benodig	necesitar	benodig	necesitar	V;PRS	V;NFIN
benodig	necesito	benodig	necesitar	V;PRS	V;IND;SG;1;PRS;FIN
benodig	necesita	benodig	necesitar	V;PRS	V;IND;SG;3;PRS;FIN
broers	hermanos	broers	hermano	N;PL	N;MASC;PL
broers	brothers	broers	brothers	N;PL	N;MASC;PL
komponis	compositor	komponis	compositor	N;SG	N;MASC;SG
komponis	compositora	komponis	compositora	N;SG	N;FEM;SG
kunstenaar	artista	kunstenaar	artista	N;SG	N;SG
germaanse	germánico	germaans	germánico	ADJ;NOM	ADJ;MASC;SG
germaanse	germánica	germaans	germánico	ADJ;NOM	ADJ;FEM;SG
vermoë	capacidad	vermoë	capacidad	N;SG	N;FEM;SG
vermoë	habilidad	vermoë	habilidad	N;SG	N;FEM;SG
mond	mouth	mond	mouth	N;SG	N
mond	desembocadura	mond	desembocadura	N;SG	N;FEM;SG
mond	boca	mond	boca	N;SG	N;FEM;SG
gesondheid	sanidad	gesondheid	sanidad	N;SG	N;FEM;SG
gesondheid	salud	gesondheid	salud	N;SG	N;FEM;SG
leerders	alumnos	leerder	alumno	N;PL	N;MASC;PL
leerders	pupilas	leerder	pupila	N;PL	N;FEM;PL
geskiedkundige	históricas	geskiedkundig	histórico	ADJ;NOM	ADJ;FEM;PL
geskiedkundige	históricos	geskiedkundig	histórico	ADJ;NOM	ADJ;MASC;PL
geskiedkundige	histórica	geskiedkundig	histórico	ADJ;NOM	ADJ;FEM;SG
geskiedkundige	historico	geskiedkundig	historico	ADJ;NOM	ADJ;MASC;SG
geskiedkundige	histórico	geskiedkundig	histórico	ADJ;NOM	ADJ;MASC;SG
aktiwiteite	actividades	aktiwiteit	actividad	N;PL	N;FEM;PL
aktiwiteite	eventos	aktiwiteit	evento	N;PL	N;MASC;PL
aktiwiteite	acontecimientos	aktiwiteit	acontecimiento	N;PL	N;MASC;PL
konflik	conflicto	konflik	conflicto	N;SG	N;MASC;SG
gemeenskaplike	comunes	gemeenskaplik	común	ADJ;NOM	ADJ;PL
gemeenskaplike	frecuente	gemeenskaplik	frecuente	ADJ;NOM	ADJ;SG
gemeenskaplike	común	gemeenskaplik	común	ADJ;NOM	ADJ;SG
gemeenskaplike	frecuentes	gemeenskaplik	frecuente	ADJ;NOM	ADJ;PL
inkomste	ingreso	inkomste	ingreso	N;SG	N;MASC;SG
inkomste	renta	inkomste	renta	N;SG	N;FEM;SG
pretorius	pretorius	pretorius	pretoriu		
ken	conozca	ken	conocer	V;PRS	V;IMP;SG;3;FIN
ken	saber	ken	saber	V;PRS	V;NFIN
ken	sepa	ken	saber	V;PRS	V;IMP;SG;3;FIN
ken	sé	ken	saber	V;PRS	V;IND;SG;1;PRS;FIN
ligte	ligera	lig	ligero	ADJ;NOM	ADJ;FEM;SG
ligte	ligero	lig	ligero	ADJ;NOM	ADJ;MASC;SG
ligte	ligera	lig	ligero	ADJ;NOM	ADJ;FEM;SG
ligte	leve	lig	leve	ADJ;NOM	ADJ;SG
ligte	ligero	lig	ligero	ADJ;NOM	ADJ;MASC;SG
dirk	dirk	dirk	dirk	N;SG	N;MASC;SG
erfenis	patrimonio	erfenis	patrimonio	N;SG	N;MASC;SG
erfenis	herencia	erfenis	herencia	N;SG	N;FEM;SG
erfenis	heritage	erfenis	heritage	N;SG	N;MASC;SG
andries	andries	andries	andrie		
bladsye	páginas	bladsy	página	N;PL	N;FEM;PL
bladsye	paginas	bladsy	pagina	N;PL	N;FEM;PL
heelal	universo	heelal	universo	N;SG	N;MASC;SG
verdwyn	desaparecer	verdwyn	desaparecer	V;PRS	V;NFIN
verdwyn	desaparece	verdwyn	desaparecer	V;PRS	V;IND;SG;3;PRS;FIN
verdwyn	desaparecen	verdwyn	desaparecer	V;PRS	V;IND;PL;3;PRS;FIN
verdwyn	desaparezca	verdwyn	desaparecer	V;PRS	V;SBJV;SG;3;PRS;FIN
hoek	ángulo	hoek	ángulo	N;SG	N;MASC;SG
hoek	angulo	hoek	angulo	N;SG	N;MASC;SG
tuiste	living	tuiste	living	N;SG	N;MASC;SG
verwante	relacionada	verwant	relacionado	ADJ;NOM	ADJ;FEM;SG;V.PTCP
verwante	afines	verwant	afín	ADJ;NOM	ADJ;PL
verwante	conexo	verwant	conexo	ADJ;NOM	ADJ;MASC;SG
verwante	relacionado	verwant	relacionado	ADJ;NOM	ADJ;MASC;SG;V.PTCP
sport	sport	sport	sport	N;SG	N
sport	deporte	sport	deporte	N;SG	N;MASC;SG
sport	deporte	sport	deporte	N;SG	N;MASC;SG
selfstandige	independiente	selfstandig	independiente	ADJ;NOM	ADJ;SG
onderneming	corporación	onderneming	corporación	N;SG	N;FEM;SG
onderneming	corporation	onderneming	corporation	N;SG	N;FEM;SG
onderneming	empresa	onderneming	empresa	N;SG	N;FEM;SG
onderneming	enterprise	onderneming	enterprir	N;SG	N;SG
tempel	sien	tempel	sien	N;SG	N;FEM;SG
tempel	temple	tempel	temple	N;SG	N;MASC;SG
tempel	templo	tempel	templo	N;SG	N;MASC;SG
beroemde	famosos	beroem	famoso	ADJ;NOM	ADJ;MASC;PL
beroemde	famoso	beroem	famoso	ADJ;NOM	ADJ;MASC;SG
twintig	veinte	twintig	veinte	NUM	NUM;PL
literatuur	literatura	literatuur	literatura	N;SG	N;FEM;SG
tabel	cuadro	tabel	cuadro	N;SG	N;MASC;SG
tabel	mesa	tabel	mesa	N;SG	N;FEM;SG
tabel	tabla	tabel	tabla	N;SG	N;FEM;SG
speler	player	speler	player	N;SG	N;SG
speler	reproductor	speler	reproductor	N;SG	N;MASC;SG
speler	jugador	speler	jugador	N;SG	N;MASC;SG
speler	jugadora	speler	jugadora	N;SG	N;FEM;SG
kommunistiese	comunista	kommunisties	comunista	ADJ;NOM	ADJ;SG
sokkerspeler	futbolista	sokkerspeler	futbolista	N;SG	N;SG
prent	foto	prent	foto	N;SG	N;FEM;SG
prent	imagen	prent	imagen	N;SG	N;FEM;SG
prent	imágen	prent	imágen	N;SG	N;FEM;SG
prent	naturaleza	prent	naturaleza	N;SG	N;FEM;SG
prent	nature	prent	nature	N;SG	N
vraag	cuestión	vraag	cuestión	N;SG	N;FEM;SG
vraag	interrogante	vraag	interrogante	N;SG	N;SG
vraag	pregunta	vraag	pregunta	N;SG	N;FEM;SG
sterrebeeld	constelación	sterrebeeld	constelación	N;SG	N;FEM;SG
optrede	comportamiento	optrede	comportamiento	N;SG	N;MASC;SG
optrede	conducta	optrede	conducta	N;SG	N;FEM;SG
optrede	conducta	optrede	conducta	N;SG	N;FEM;SG
blad	pagina	blad	pagina	N;SG	N;FEM;SG
blad	página	blad	página	N;SG	N;FEM;SG
blad	page	blad	pager	N;SG	N
letters	cartas	letters	carta	N;PL	N;FEM;PL
letters	letras	letters	letra	N;PL	N;FEM;PL
reaksie	reacción	reaksie	reacción	N;SG	N;FEM;SG
opvoedkundige	educativo	opvoedkundig	educativo	ADJ;NOM	ADJ;MASC;SG
opvoedkundige	educativa	opvoedkundig	educativo	ADJ;NOM	ADJ;FEM;SG
vliegtuie	aeronaves	vliegtuig	aeronave	N;PL	N;FEM;PL
vliegtuie	aviones	vliegtuig	avión	N;PL	N;MASC;PL
fokus	centrar	fokus	centrar	V;PRS	V;NFIN
reëls	normas	reël	norma	N;PL	N;FEM;PL
reëls	reglas	reël	regla	N;PL	N;FEM;PL
reëls	líneas	reël	línea	N;PL	N;FEM;PL
reëls	lines	reël	lín	N;PL	N
reëls	lineas	reël	linea	N;PL	N;FEM;PL
geweier	declinó	weier	declinar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
verduidelik	explicar	verduidelik	explicar	V;PRS	V;NFIN
verduidelik	explique	verduidelik	explicar	V;PRS	V;IMP;SG;3;FIN
verduidelik	expliquen	verduidelik	explicar	V;PRS	V;IMP;PL;3;FIN
verduidelik	explica	verduidelik	explicar	V;PRS	V;IND;SG;3;PRS;FIN
teater	teatro	teater	teatro	N;SG	N;MASC;SG
teater	teatro	teater	teatro	N;SG	N;MASC;SG
produk	producto	produk	producto	N;SG	N;MASC;SG
gewig	peso	gewig	peso	N;SG	N;MASC;SG
vallei	valle	vallei	valle	N;SG	N;MASC;SG
enjin	motor	enjin	motor	N;SG	N;MASC;SG
oom	tio	oom	tio	N;SG	N;MASC;SG
oom	tío	oom	tío	N;SG	N;MASC;SG
klank	sonido	klank	sonido	N;SG	N;MASC;SG
klank	sound	klank	sound	N;SG	N
bygedra	contribuyó	bydra	contribuir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
bygedra	contribuyeron	bydra	contribuir	V;PST;V.PTCP	V;IND;PL;3;PST;FIN
taak	tarea	taak	tarea	N;SG	N;FEM;SG
mere	lagos	baie	lago	N;PL	N;MASC;PL
ondersteuning	apoyo	ondersteuning	apoyo	N;SG	N;MASC;SG
ondersteuning	soporte	ondersteuning	soporte	N;SG	N;MASC;SG
hertzog	hertzog	hertzog	hertzog		
administrasie	administración	administrasie	administración	N;SG	N;FEM;SG
minute	actas	minute	acta	N;PL	N;FEM;PL
minute	minutos	minute	minuto	N;PL	N;MASC;PL
oprigting	construcción	oprigting	construcción	N;SG	N;FEM;SG
oprigting	construccion	oprigting	construcciar	N;SG	N;FEM;SG
kandidaat	candidata	kandidaat	candidata	N;SG	N;FEM;SG
kandidaat	candidato	kandidaat	candidato	N;SG	N;MASC;SG
suksesvolle	exitosos	suksesvol	exitoso	ADJ;NOM	ADJ;MASC;PL
suksesvolle	exitoso	suksesvol	exitoso	ADJ;NOM	ADJ;MASC;SG
suksesvolle	exitosa	suksesvol	exitoso	ADJ;NOM	ADJ;FEM;SG
suksesvolle	exitosas	suksesvol	exitoso	ADJ;NOM	ADJ;FEM;PL
toepassing	aplicacion	toepassing	aplicacion	N;SG	N;FEM;SG
toepassing	solicitud	toepassing	solicitud	N;SG	N;FEM;SG
toepassing	aplicación	toepassing	aplicación	N;SG	N;FEM;SG
toepassing	app	toepassing	app	N;SG	N;FEM;SG
toepassing	aplicación	toepassing	aplicación	N;SG	N;FEM;SG
versterk	reforzar	versterk	reforzar	V;PRS	V;NFIN
versterk	fortalecer	versterk	fortalecer	V;PRS	V;NFIN
straat	calle	straat	calle	N;SG	N;FEM;SG
straat	callejero	straat	callejero	N;SG	N;MASC;SG
straat	street	straat	street	N;SG	N
motors	automóviles	motors	automóvil	N;PL	N;MASC;PL
motors	coches	motors	coche	N;PL	N;MASC;PL
motors	automóviles	motors	automóvil	N;PL	N;MASC;PL
motors	carros	motors	carro	N;PL	N;MASC;PL
motors	autos	motors	auto	N;PL	N;MASC;PL
litause	lituano	litaus	lituano	ADJ;NOM	ADJ;MASC;SG
litause	lituana	litaus	lituano	ADJ;NOM	ADJ;FEM;SG
maatskaplike	sociales	maatskaplik	social	ADJ;NOM	ADJ;PL
maatskaplike	social	maatskaplik	social	ADJ;NOM	ADJ;SG
getoon	expresó	toon	expresar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
getref	golpeó	tref	golpear	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
getref	golpear	tref	golpear	V;PST;V.PTCP	V;NFIN
kat	gato	kat	gato	N;SG	N;MASC;SG
kat	gata	kat	gata	N;SG	N;FEM;SG
kat	cat	kat	cat	N;SG	N
hout	madera	hout	madera	N;SG	N;FEM;SG
hout	leña	hout	echar_leña	N;SG	N;FEM;SG
hout	wood	hout	wood	N;SG	N
stroom	feed	stroom	feed	N;SG	N;MASC;SG
stroom	alimentación	stroom	alimentación	N;SG	N;FEM;SG
stroom	alimento	stroom	alimento	N;SG	N;MASC;SG
stroom	stream	stroom	stream	N;SG	N
stroom	arroyo	stroom	arroyo	N;SG	N;MASC;SG
dier	animal	dier	animal	N;SG	N;MASC;SG
rig	incitar	rig	incitar	V;PRS	V;NFIN
vry	gratis	vry	gratis		
wiskundige	matemático	wiskundig	matemático	ADJ;NOM	ADJ;MASC;SG
wiskundige	matemática	wiskundig	matemático	ADJ;NOM	ADJ;FEM;SG
vervaardiger	productor	vervaardiger	productor	N;SG	N;MASC;SG
vervaardiger	productora	vervaardiger	productora	N;SG	N;FEM;SG
vervaardiger	fabricante	vervaardiger	fabricante	N;SG	N;SG
betrekking	relación	betrekking	relación	N;SG	N;FEM;SG
wette	leyes	wet	ley	N;PL	N;FEM;PL
kritiek	crítica	kritiek	crítica	N;SG	N;FEM;SG
letter	letra	letter	letra	N;SG	N;FEM;SG
letter	carta	letter	carta	N;SG	N;FEM;SG
deelstate	estados	deelstaat	estado	N;PL	N;MASC;PL
onderrig	educación	onderrig	educación	N;SG	N;FEM;SG
onderrig	enseñanza	onderrig	enseñanza	N;SG	N;FEM;SG
onderrig	educacion	onderrig	educacion	N;SG	N;FEM;SG
onderrig	tutora	onderrig	tutora	N;SG	N;FEM;SG
onderrig	tutoría	onderrig	tutoría	N;SG	N;FEM;SG
voordeel	provecho	voordeel	provecho	N;SG	N;MASC;SG
voordeel	ventaja	voordeel	ventaja	N;SG	N;FEM;SG
voordeel	provecho	voordeel	provecho	N;SG	N;MASC;SG
voordeel	beneficio	voordeel	beneficio	N;SG	N;MASC;SG
verskille	diferencias	verskil	diferencia	N;PL	N;FEM;PL
gees	espíritu	gees	espíritu	N;SG	N;MASC;SG
gees	spirit	gees	spirit	N;SG	N
gees	espiritu	gees	espiritu	N;SG	N;MASC;SG
toets	probar	toets	probar	V;PRS	V;NFIN
toets	probando	toets	probar	V;PRS	V;V.MSDR
tropiese	tropical	tropies	tropical	ADJ;NOM	ADJ;SG
tropiese	tropicales	tropies	tropical	ADJ;NOM	ADJ;PL
kontak	contactar	kontak	contactar	V;PRS	V;NFIN
kontak	contacta	kontak	contacta	V;PRS	V;IND;SG;3;PRS;FIN
vriende	friends	vriend	friends	N;PL	N
vriende	amigos	vriend	amigo	N;PL	N;MASC;PL
vriende	amigas	vriend	amiga	N;PL	N;FEM;PL
burgerlike	cívicas	burgerlik	cívico	ADJ;NOM	ADJ;FEM;PL
burgerlike	cívico	burgerlik	cívico	ADJ;NOM	ADJ;MASC;SG
burgerlike	cívica	burgerlik	cívico	ADJ;NOM	ADJ;FEM;SG
burgerlike	cívicos	burgerlik	cívico	ADJ;NOM	ADJ;MASC;PL
aanvalle	atentados	aanval	atentado	N;PL	N;MASC;PL
aanvalle	ataques	aanval	ataque	N;PL	N;MASC;PL
dadelik	inmediatamente	dadelik	inmediatamente	ADV	ADV
maal	multiplicación	maal	multiplicación	N;SG	N;FEM;SG
onderteken	cifrar	onderteken	cifrar	V;PRS	V;NFIN
onderteken	firme	onderteken	firmar	V;PRS	V;SBJV;SG;3;PRS;FIN
onderteken	firmar	onderteken	firmar	V;PRS	V;NFIN
verbied	niegan	verbied	negar	V;PRS	V;IND;PL;3;PRS;FIN
verbied	negar	verbied	negar	V;PRS	V;NFIN
verbied	denegar	verbied	denegar	V;PRS	V;NFIN
verbied	niegue	verbied	niegue	V;PRS	V;IMP;SG;3;FIN
islamitiese	islámico	islamities	islámico	ADJ;NOM	ADJ;MASC;SG
islamitiese	islámica	islamities	islámico	ADJ;NOM	ADJ;FEM;SG
islamitiese	islámicas	islamities	islámico	ADJ;NOM	ADJ;FEM;PL
islamitiese	islámicos	islamities	islámico	ADJ;NOM	ADJ;MASC;PL
wysig	edita	wysig	editar	V;PRS	V;IND;SG;3;PRS;FIN
wysig	editar	wysig	editar	V;PRS	V;NFIN
wysig	modificar	wysig	modificar	V;PRS	V;NFIN
wysig	modifique	wysig	modificar	V;PRS	V;IMP;SG;3;FIN
wysig	modifica	wysig	modificar	V;PRS	V;IND;SG;3;PRS;FIN
wysig	cambiar	wysig	cambiar	V;PRS	V;NFIN
wysig	cambia	wysig	cambiar	V;PRS	V;IND;SG;3;PRS;FIN
oorloë	guerras	oorloë	guerra	N;PL	N;FEM;PL
hoogtepunt	destacamos	hoogtepunt	destacar	V;PRS	V;IND;PL;1;PRS;FIN
hoogtepunt	destacar	hoogtepunt	destacar	V;PRS	V;NFIN
hoogtepunt	resaltar	hoogtepunt	resaltar	V;PRS	V;NFIN
kanaal	canal	kanaal	canal	N;SG	N;MASC;SG
kanaal	canal	kanaal	canal	N;SG	N;MASC;SG
kanaal	channel	kanaal	channel	N;SG	N;SG
maksimum	máx	maksimum	máx		
fisiese	física	fisies	físico	ADJ;NOM	ADJ;FEM;SG
fisiese	físicas	fisies	físico	ADJ;NOM	ADJ;FEM;PL
fisiese	fisico	fisies	fisico	ADJ;NOM	ADJ;MASC;SG
fisiese	físicos	fisies	físico	ADJ;NOM	ADJ;MASC;PL
fisiese	físico	fisies	físico	ADJ;NOM	ADJ;MASC;SG
veldtog	campaña	veldtog	campaña	N;SG	N;FEM;SG
hare	cabello	haar	cabello	N;SG	N;MASC;SG
hare	pelo	haar	pelo	N;SG	N;MASC;SG
tekste	textos	teks	texto	N;PL	N;MASC;PL
gehoor	público	gehoor	público	N;SG	N;MASC;SG
gehoor	audiencia	gehoor	audiencia	N;SG	N;FEM;SG
gehoor	auditorio	gehoor	auditorio	N;SG	N;MASC;SG
gehoor	audición	gehoor	audición	N;SG	N;FEM;SG
toeriste	turistas	toeriste	turista	N;PL	N;PL
toeriste	turistas	toeriste	turista	N;PL	N;PL
bynaam	apodo	bynaam	apodo	N;SG	N;MASC;SG
bynaam	mote	bynaam	mote	N;SG	N;MASC;SG
bynaam	sobrenombre	bynaam	sobrenombre	N;SG	N;MASC;SG
planne	planos	plan	plano	N;PL	N;MASC;PL
planne	planes	plan	plan	N;PL	N;MASC;PL
joernalis	periodista	joernalis	periodista	N;SG	N;SG
werklikheid	realidad	werklikheid	realidad	N;SG	N;FEM;SG
werklikheid	reality	werklikheid	reality	N;SG	N;MASC;SG
instituut	institute	instituut	institute	N;SG	N;MASC;SG
instituut	instituto	instituut	instituto	N;SG	N;MASC;SG
direkte	directa	direk	directo	ADJ;NOM	ADJ;FEM;SG
direkte	directo	direk	directo	ADJ;NOM	ADJ;MASC;SG
direkte	directos	direk	directo	ADJ;NOM	ADJ;MASC;PL
direkte	directas	direk	directo	ADJ;NOM	ADJ;FEM;PL
vervaardiging	manufactura	vervaardiging	manufactura	N;SG	N;FEM;SG
vervaardiging	fabricación	vervaardiging	fabricación	N;SG	N;FEM;SG
turkse	turco	turks	turco	N;SG	N;MASC;SG
turkse	turquía	turks	turquía	N;SG	N;FEM;SG
programme	aplicaciones	program	aplicación	N;PL	N;FEM;PL
programme	solicitudes	program	solicitud	N;PL	N;FEM;PL
programme	programas	program	programa	N;PL	N;MASC;PL
programme	espectáculos	program	espectáculo	N;PL	N;MASC;PL
programme	shows	program	show	N;PL	N;MASC;PL
strand	playa	strand	playa	N;SG	N;FEM;SG
strand	reno	strand	reno	N;SG	N;MASC;SG
bewyse	evidencias	bewys	evidencia	N;PL	N;FEM;PL
bewyse	pruebas	bewys	prueba	N;PL	N;FEM;PL
beskerming	proteccion	beskerming	proteccion	N;SG	N;FEM;SG
beskerming	protección	beskerming	protección	N;SG	N;FEM;SG
nommer	número	nommer	número	N;SG	N;MASC;SG
nommer	numero	nommer	numero	N;SG	N;MASC;SG
video	vídeo	video	vídeo	N;SG	N;MASC;SG
video	video	video	video	N;SG	N;MASC;SG
gebruiker	usuario	gebruiker	usuario	N;SG	N;MASC;SG
voedsel	alimentación	voedsel	alimentación	N;SG	N;FEM;SG
voedsel	alimento	voedsel	alimento	N;SG	N;MASC;SG
voedsel	comida	voedsel	comida	N;SG	N;FEM;SG
prinses	princesas	prinses	princesa	N;PL	N;FEM;PL
prinses	princess	prinses	princess	N;PL	N
passasiers	pasajeros	passasier	pasajero	N;PL	N;MASC;PL
passasiers	pasajeros	passasier	pasajero	N;PL	N;MASC;PL
stap	escalón	stap	escalón	N;SG	N;MASC;SG
stap	step	stap	step	N;SG	N
stap	paso	stap	paso	N;SG	N;MASC;SG
leiers	lideres	leier	lider	N;PL	N;PL
leiers	dirigentes	leier	dirigente	N;PL	N;PL
leiers	líderes	leier	líder	N;PL	N;PL
tuin	jardín	tuin	jardín	N;SG	N;MASC;SG
tuin	jardinería	tuin	jardinería	N;SG	N;FEM;SG
tuin	jardin	tuin	jardin	N;SG	N;MASC;SG
toestande	condiciones	toestande	condición	N;PL	N;FEM;PL
spoed	rapidez	spoed	rapidez	N;SG	N;FEM;SG
spoed	celeridad	spoed	celeridad	N;SG	N;FEM;SG
spoed	speed	spoed	speed	N;SG	N
spoed	velocidad	spoed	velocidad	N;SG	N;FEM;SG
halfrond	hemisferio	halfrond	hemisferio	N;SG	N;MASC;SG
verkiesings	elecciones	verkiesing	elección	N;PL	N;FEM;PL
instellings	formatos	instelling	formato	N;PL	N;MASC;PL
hoeveelhede	dosis	hoeveelheid	dosis	N;PL	N;FEM
gemeenskappe	comunidades	gemeenskap	comunidad	N;PL	N;FEM;PL
sing	canta	sing	cantar	V;PRS	V;IND;SG;3;PRS;FIN
sing	cantando	sing	cantar	V;PRS	V;V.MSDR
sing	cantar	sing	cantar	V;PRS	V;NFIN
uitgebreide	ampliada	uitbrei	ampliado	ADJ;NOM	ADJ;FEM;SG;V.PTCP
uitgebreide	extendidas	uitbrei	extendido	ADJ;NOM	ADJ;FEM;PL;V.PTCP
uitgebreide	extendido	uitbrei	extendido	ADJ;NOM	ADJ;MASC;SG;V.PTCP
uitgebreide	extendida	uitbrei	extendido	ADJ;NOM	ADJ;FEM;SG;V.PTCP
uitgebreide	ampliado	uitbrei	ampliar	ADJ;NOM	ADJ;MASC;SG;V.PTCP
rekord	registro	rekord	registro	N;SG	N;MASC;SG
rekord	récord	rekord	récord	N;SG	N;MASC;SG
permanente	permanente	permanent	permanente	ADJ;NOM	ADJ;SG
permanente	permanentes	permanent	permanente	ADJ;NOM	ADJ;PL
bande	corbatas	bande	corbata	N;PL	N;FEM;PL
bande	lazos	bande	lazo	N;PL	N;MASC;PL
stert	rabo	stert	rabo	N;SG	N;MASC;SG
stert	cola	stert	cola	N;SG	N;FEM;SG
geldeenheid	divisa	geldeenheid	divisa	N;SG	N;FEM;SG
geldeenheid	moneda	geldeenheid	moneda	N;SG	N;FEM;SG
skade	lesión	skade	lesión	N;SG	N;FEM;SG
skildery	cuadro	skildery	cuadro	N;SG	N;MASC;SG
skildery	pintura	skildery	pintura	N;SG	N;FEM;SG
begrip	comprensión	begrip	comprensión	N;SG	N;FEM;SG
begrip	entendimiento	begrip	entendimiento	N;SG	N;MASC;SG
bekendheid	fama	bekendheid	fama	N;SG	N;FEM;SG
bekendheid	fame	bekendheid	fame	N;SG	N
valign	valign	valign	valign		
bydraes	contribuciones	bydraag	contribución	N;PL	N;FEM;PL
bydraes	aportaciones	bydraag	aportación	N;PL	N;FEM;PL
bydraes	cotizaciones	bydraag	cotización	N;PL	N;FEM;PL
bydraes	aportes	bydraag	aporte	N;PL	N;MASC;PL
pryse	precios	pryse	precio	N;PL	N;MASC;PL
pryse	precios	pryse	precio	N;PL	N;MASC;PL
switserse	swiss	switsers	swiss	N;PL	N
hoogs	top	hoog	top		
toekennings	premios	toekenning	premio	N;PL	N;MASC;PL
toekennings	galardones	toekenning	galardón	N;PL	N;MASC;PL
hang	colgando	hang	colgar	V;PRS	V;V.MSDR
konsep	borrador	konsep	borrador	N;SG	N;MASC;SG
konsep	draft	konsep	draft	N;SG	N;MASC;SG
fase	etapa	fase	etapa	N;SG	N;FEM;SG
fase	fase	fase	fase	N;SG	N;FEM;SG
onderwerpe	tópicos	onderwerp	tópico	N;PL	N;MASC;PL
onderwerpe	temas	onderwerp	tema	N;PL	N;MASC;PL
gedrag	comportamiento	gedrag	comportamiento	N;SG	N;MASC;SG
gedrag	conducta	gedrag	conducta	N;SG	N;FEM;SG
gedrag	comportamiento	gedrag	comportamiento	N;SG	N;MASC;SG
gedrag	conducta	gedrag	conducta	N;SG	N;FEM;SG
elektroniese	electrónicos	elektronies	electrónico	ADJ;NOM	ADJ;MASC;PL
elektroniese	electrónico	elektronies	electrónico	ADJ;NOM	ADJ;MASC;SG
elektroniese	electrónica	elektronies	electrónico	ADJ;NOM	ADJ;FEM;SG
elektroniese	electrónicas	elektronies	electrónico	ADJ;NOM	ADJ;FEM;PL
inval	invasión	inval	invasión	N;SG	N;FEM;SG
inval	raid	inval	raid	N;SG	N;SG
inval	redada	inval	redada	N;SG	N;FEM;SG
inval	incursión	inval	incursión	N;SG	N;FEM;SG
bisantynse	bizantina	bisantyns	bizantino	ADJ;NOM	ADJ;FEM;SG
bisantynse	bizantino	bisantyns	bizantino	ADJ;NOM	ADJ;MASC;SG
jupiter	júpiter	jupiter	júpiter	N;SG	N;MASC;SG
stasie	estacion	stasie	estacion	N;SG	N;FEM;SG
stasie	estación	stasie	estación	N;SG	N;FEM;SG
parlementêre	parlamentarias	parlementêre	parlamentario	ADJ;NOM	ADJ;FEM;PL
parlementêre	parlamentaria	parlementêre	parlamentario	ADJ;NOM	ADJ;FEM;SG
apostoliese	apostólico	apostolies	apostólico	ADJ;NOM	ADJ;MASC;SG
apostoliese	apostólica	apostolies	apostólico	ADJ;NOM	ADJ;FEM;SG
breek	romper	breek	romper	V;PRS	V;NFIN
kamer	sala	kamer	sala	N;SG	N;FEM;SG
kamer	habitación	kamer	habitación	N;SG	N;FEM;SG
medalje	medalla	medalje	medalla	N;SG	N;FEM;SG
verwoes	destruyan	verwoes	destruir	V;PRS	V;IMP;PL;3;FIN
verwoes	destruye	verwoes	destruir	V;PRS	V;IND;SG;3;PRS;FIN
verwoes	destruyen	verwoes	destruir	V;PRS	V;IND;PL;3;PRS;FIN
verwoes	destruir	verwoes	destruir	V;PRS	V;NFIN
matt	mat	matt	mat		
eiers	huevos	eiers	huevo	N;PL	N;MASC;PL
plase	explotaciones	plas	explotación	N;PL	N;FEM;PL
plase	granjas	plas	granja	N;PL	N;FEM;PL
plase	fincas	plas	finca	N;PL	N;FEM;PL
ondernemings	iniciativas	onderneming	iniciativa	N;PL	N;FEM;PL
ondernemings	empresas	onderneming	empresa	N;PL	N;FEM;PL
ondernemings	enterprises	onderneming	enterpris	N;PL	N;FEM
julle	te	julle	tú	PRO;SG;2	PRO;SG;2
julle	usted	julle	tú	PRO;SG;2	PRO;SG;2;FORM
julle	vos	julle	vo	PRO;SG;2	PRO;SG;2
verwerp	rechazar	verwerp	rechazar	V;PRS	V;NFIN
verwerp	descarte	verwerp	descartar	V;PRS	V;SBJV;SG;3;PRS;FIN
