yang	que	yang	que	PRO	PRO;MASC;SG
tenaga	energia	tenaga	energia	N;SG	N;FEM;SG
tenaga	poder	tenaga	poder	N;SG	N;MASC;SG
tenaga	power	tenaga	power	N;SG	N;MASC;SG
pertahanan	defesa	pertahanan	defesa	N;SG	N;FEM;SG
pertahanan	defesa	pertahanan	defesa	N;SG	N;FEM;SG
mengalahkan	batida	menkalahkan	bater	V;SG;ACT	V;FEM;SG;V.PTCP
mengalahkan	bater	menkalahkan	bater	V;SG;ACT	V;NFIN
mengalahkan	derrotar	menkalahkan	derrotar	V;SG;ACT	V;NFIN
mengalahkan	derrotando	menkalahkan	derrotar	V;SG;ACT	V;V.MSDR
mengalahkan	bate	menkalahkan	bater	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengalahkan	derrotou	menkalahkan	derrotar	V;SG;ACT	V;IND;SG;3;PST;FIN
mengalahkan	derrotado	menkalahkan	derrotar	V;SG;ACT	V;MASC;SG;V.PTCP
mengalahkan	vencido	menkalahkan	vencer	V;SG;ACT	V;MASC;SG;V.PTCP
mengalahkan	derrotada	menkalahkan	derrotar	V;SG;ACT	V;FEM;SG;V.PTCP
mengalahkan	derrotar	menkalahkan	derrotar	V;SG;ACT	V;NFIN
mengalahkan	batendo	menkalahkan	bater	V;SG;ACT	V;V.MSDR
mengalahkan	bater	menkalahkan	bater	V;SG;ACT	V;NFIN
menampilkan	mostrando	mentampilkan	mostrar	V;SG;ACT	V;V.MSDR
menampilkan	apresentando	mentampilkan	apresentar	V;SG;ACT	V;V.MSDR
menampilkan	exibindo	mentampilkan	exibir	V;SG;ACT	V;V.MSDR
menampilkan	mostrando	mentampilkan	mostrar	V;SG;ACT	V;V.MSDR
menampilkan	mostra	mentampilkan	mostrar	V;SG;ACT	V;IND;SG;3;PRS;FIN
pekerjaan	emprego	pekerjaan	emprego	N;SG	N;MASC;SG
pekerjaan	job	pekerjaan	job	N;SG	N;MASC;SG
pekerjaan	trabalho	pekerjaan	trabalho	N;SG	N;MASC;SG
pekerjaan	jó	pekerjaan	jó	N;SG	N;MASC;SG
pekerjaan	trabalho	pekerjaan	trabalho	N;SG	N;MASC;SG
pekerjaan	emprego	pekerjaan	emprego	N;SG	N;MASC;SG
kementerian	ministério	kementerian	ministério	N;SG	N;MASC;SG
rencana	plano	rencana	plano	N;SG	N;MASC;SG
rencana	plan	rencana	plan	N;SG	N;MASC;SG
era	eei	era	eai	N	N;FEM;SG
menyerap	absorver	menserap	absorver	V;SG;ACT	V;NFIN
menyerap	absorve	menserap	absorver	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyerap	absorver	menserap	absorver	V;SG;ACT	V;NFIN
menyerap	absorveu	menserap	absorver	V;SG;ACT	V;IND;SG;3;PST;FIN
menyerap	absorvido	menserap	absorver	V;SG;ACT	V;MASC;SG;V.PTCP
menyerap	absorvida	menserap	absorver	V;SG;ACT	V;FEM;SG;V.PTCP
menyerap	absorve	menserap	absorver	V;SG;ACT	V;IND;SG;3;PRS;FIN
tipe	type	tipe	type	N;SG	N;MASC;SG
tipe	tipo	tipe	tipo	N;SG	N;MASC;SG
menyerang	atacado	menserang	atacar	V;SG;ACT	V;MASC;SG;V.PTCP
menyerang	atacada	menserang	atacar	V;SG;ACT	V;FEM;SG;V.PTCP
menyerang	atacou	menserang	atacar	V;SG;ACT	V;IND;SG;3;PST;FIN
menyerang	ataca	menserang	atacar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyerang	atacar	menserang	atacar	V;SG;ACT	V;NFIN
menyerang	atacar	menserang	atacar	V;SG;ACT	V;NFIN
menyerang	atacando	menserang	atacar	V;SG;ACT	V;V.MSDR
global	global	global	global	ADJ	ADJ;MASC;SG
global	globais	global	global	ADJ	ADJ;MASC;PL
terlalu	também	terlalu	também	ADV	ADV
terlalu	demais	terlalu	demais	ADV	ADV
aliran	fluxo	aliran	fluxo	N;SG	N;MASC;SG
aliran	stream	aliran	strear	N;SG	N;MASC;SG
aliran	caudal	aliran	caudal	N;SG	N;MASC;SG
aliran	flow	aliran	flow	N;SG	N;MASC;SG
aliran	fluxo	aliran	fluxo	N;SG	N;MASC;SG
berjalan	passear	berjalan	passear	V;SG;ACT	V;NFIN
berjalan	andar	berjalan	andar	V;SG;ACT	V;NFIN
berjalan	caminhar	berjalan	caminhar	V;SG;ACT	V;NFIN
berjalan	caminha	berjalan	caminhar	V;SG;ACT	V;IND;SG;3;PRS;FIN
berjalan	executando	berjalan	executar	V;SG;ACT	V;V.MSDR
berjalan	correndo	berjalan	correr	V;SG;ACT	V;V.MSDR
berjalan	passear	berjalan	passear	V;SG;ACT	V;NFIN
berjalan	andar	berjalan	andar	V;SG;ACT	V;NFIN
berjalan	caminhar	berjalan	caminhar	V;SG;ACT	V;NFIN
teks	texto	teks	texto	N;SG	N;MASC;SG
tujuh	sete	tujuh	sete	NUM	NUM
penumpang	passageira	pentumpang	passageiro	N;SG	N;FEM;SG
penumpang	passageiro	pentumpang	passageiro	N;SG	N;MASC;SG
minyak	azeite	minyak	azeite	N;SG	N;MASC;SG
minyak	óleo	minyak	óleo	N;SG	N;MASC;SG
minyak	petróleo	minyak	petróleo	N;SG	N;MASC;SG
upacara	cerimónia	upacara	cerimónia	N;SG	N;FEM;SG
upacara	cerimônia	upacara	cerimônia	N;SG	N;FEM;SG
manajemen	gerência	manajemen	gerência	N;SG	N;FEM;SG
manajemen	gestão	manajemen	gestão	N;SG	N;FEM;SG
manajemen	gerenciamento	manajemen	gerenciamento	N;SG	N;MASC;SG
terkait	associada	terkait	associar	V;SG;PASS	V;FEM;SG;V.PTCP
terkait	associado	terkait	associar	V;SG;PASS	V;MASC;SG;V.PTCP
terkait	vinculado	terkait	vincular	V;SG;PASS	V;MASC;SG;V.PTCP
terkait	ligado	terkait	ligar	V;SG;PASS	V;MASC;SG;V.PTCP
terkait	ligada	terkait	ligar	V;SG;PASS	V;FEM;SG;V.PTCP
terkait	relacionada	terkait	relacionar	V;SG;PASS	V;FEM;SG;V.PTCP
terkait	relacionado	terkait	relacionar	V;SG;PASS	V;MASC;SG;V.PTCP
murid	aluno	murid	aluno	N;SG	N;MASC;SG
murid	aluna	murid	aluna	N;SG	N;FEM;SG
murid	estudante	murid	estudante	N;SG	N;MASC;SG
murid	student	murid	student	N;SG	N;MASC;SG
murid	discípulo	murid	discípulo	N;SG	N;MASC;SG
dibandingkan	comparado	dibandingkan	comparar	V;SG;PASS	V;MASC;SG;V.PTCP
dibandingkan	comparada	dibandingkan	comparar	V;SG;PASS	V;FEM;SG;V.PTCP
gas	gas	gas	gas	N;SG	N;MASC;SG
gas	gás	gas	gás	N;SG	N;MASC;SG
tumbuhan	planta	tumbuhan	planta	N;SG	N;FEM;SG
tumbuhan	plant	tumbuhan	plant	N;SG	N;MASC;SG
tumbuhan	usina	tumbuhan	usina	N;SG	N;FEM;SG
makan	coma	makan	coma	N;SG;ACT	N;MASC;SG
generasi	generation	generasi	generation	N;SG	N;MASC;SG
generasi	geração	generasi	geração	N;SG	N;FEM;SG
ternyata	aparentemente	ternyata	aparentemente	ADV;RL;SG	ADV
mengandung	contém	menkandung	conter	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengandung	contenha	menkandung	conter	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mengandung	conter	menkandung	conter	V;SG;ACT	V;NFIN
saluran	canal	saluran	canal	N;SG	N;MASC;SG
saluran	channel	saluran	channel	N;SG	N;MASC;SG
vokal	vocal	vokal	vocal	N;SG	N;MASC;SG
vokal	vocal	vokal	vocal	N;SG	N;MASC;SG
vokal	vogal	vokal	vogal	N;SG	N;FEM;SG
vokal	vocalista	vokal	vocalista	N;SG	N;MASC;SG
akademi	academy	akademi	academy	N;SG	N;MASC;SG
akademi	academia	akademi	academia	N;SG	N;FEM;SG
khususnya	especialmente	khususnya	especialmente	ADV	ADV
khususnya	especificamente	khususnya	especificamente	ADV	ADV
khususnya	especialmente	khususnya	especialmente	ADV	ADV
pinjaman	empréstimo	pinjaman	empréstimo	N;SG	N;MASC;SG
pinjaman	empréstimo	pinjaman	empréstimo	N;SG	N;MASC;SG
metode	método	metode	método	N;SG	N;MASC;SG
predator	predador	predator	predador	N	N;MASC;SG
predator	predadores	predator	predador	N	N;MASC;PL
predator	predadores	predator	predador	N	N;MASC;PL
peraturan	regulamentação	peraturan	regulamentação	N;SG	N;FEM;SG
peraturan	regra	peraturan	regra	N;SG	N;FEM;SG
pemenang	vencedor	penmenang	vencedor	N;SG	N;MASC;SG
pemenang	ganhador	penmenang	ganhador	N;SG	N;MASC;SG
pemenang	vencedora	penmenang	vencedor	N;SG	N;FEM;SG
cahaya	light	cahaya	light	N;SG	N;MASC;SG
cahaya	luz	cahaya	luz	N;SG	N;FEM;SG
bergerak	mover	bergerak	mover	V;SG;ACT	V;NFIN
bergerak	movendo	bergerak	mover	V;SG;ACT	V;V.MSDR
tionghoa	tangerina	tionghoa	tangerina	N	N;FEM;SG
tionghoa	mandarim	tionghoa	mandar	N	N;MASC;SG
tionghoa	chineses	tionghoa	chinês	N	N;MASC;PL
tionghoa	chinesa	tionghoa	chinês	N	N;FEM;SG
tionghoa	chinês	tionghoa	chinês	N	N;MASC;SG
skor	pontuação	skor	pontuação	N;SG	N;FEM;SG
skor	pontuação	skor	pontuação	N;SG	N;FEM;SG
skor	placar	skor	placar	N;SG	N;MASC;SG
skor	pontuação	skor	pontuação	N;SG	N;FEM;SG
pengaruh	influência	pengaruh	influência	N;SG	N;FEM;SG
kanan	kanan	kanan	kanan	N;SG	N;MASC;SG
kanan	direito	kanan	direito	N;SG	N;MASC;SG
kanan	direita	kanan	direita	N;SG	N;FEM;SG
airlines	airlines	airlines	airline	N	N;MASC;SG
kompetisi	concurso	kompetisi	concurso	N;SG	N;MASC;SG
kompetisi	competição	kompetisi	competição	N;SG	N;FEM;SG
kompetisi	concorrência	kompetisi	concorrência	N;SG	N;FEM;SG
polisi	cop	polisi	cop	N;SG	N;MASC;SG
polisi	polícia	polisi	polícia	N;SG	N;FEM;SG
polisi	policia	polisi	policia	N;SG	N;FEM;SG
hijau	verde	hijau	verde	ADJ;SG	ADJ;MASC;SG
kecepatan	velocidade	kecepatan	velocidade	N;SG	N;FEM;SG
kecepatan	rapidez	kecepatan	rapidez	N;SG	N;FEM;SG
kecepatan	velocidade	kecepatan	velocidade	N;SG	N;FEM;SG
kecepatan	speed	kecepatan	speed	N;SG	N;MASC;SG
mengetahui	conhecendo	menketahui	conhecer	V;SG;ACT	V;V.MSDR
mengetahui	sabendo	menketahui	saber	V;SG;ACT	V;V.MSDR
mencoba	tentar	mencoba	tentar	V;SG;ACT	V;NFIN
mencoba	tentando	mencoba	tentar	V;SG;ACT	V;V.MSDR
mencoba	tentou	mencoba	tentar	V;SG;ACT	V;IND;SG;3;PST;FIN
mencoba	tentei	mencoba	tentar	V;SG;ACT	V;IND;SG;1;PST;FIN
mencoba	tentado	mencoba	tentar	V;SG;ACT	V;MASC;SG;V.PTCP
penguasa	governante	penkuasa	governante	N;SG	N;MASC;SG
penguasa	régua	penkuasa	régua	N;SG	N;FEM;SG
pasangan	sócio	pasangan	sócio	N;SG	N;MASC;SG
pasangan	parceira	pasangan	parceira	N;SG	N;FEM;SG
pasangan	parceiro	pasangan	parceiro	N;SG	N;MASC;SG
pasangan	cônjuge	pasangan	cônjuge	N;SG	N;MASC;SG
pasangan	esposo	pasangan	esposo	N;SG	N;MASC;SG
pasangan	par	pasangan	par	N;SG	N;MASC;SG
menolak	recusar	mentolak	recusar	V;SG;ACT	V;NFIN
menolak	recuse	mentolak	recuse	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menolak	recusando	mentolak	recusar	V;SG;ACT	V;V.MSDR
menolak	recusou	mentolak	recusar	V;SG;ACT	V;IND;SG;3;PST;FIN
menolak	recusada	mentolak	recusar	V;SG;ACT	V;FEM;SG;V.PTCP
menolak	recusado	mentolak	recusar	V;SG;ACT	V;MASC;SG;V.PTCP
menolak	rejeitar	mentolak	rejeitar	V;SG;ACT	V;NFIN
menolak	rejeita	mentolak	rejeitar	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengubah	transformando	menubah	transformar	V;SG;ACT	V;V.MSDR
mengubah	transforme	menubah	transformer	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mengubah	transformada	menubah	transformar	V;SG;ACT	V;FEM;SG;V.PTCP
mengubah	transformar	menubah	transformar	V;SG;ACT	V;NFIN
mengubah	transforma	menubah	transformar	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengubah	mudando	menubah	mudar	V;SG;ACT	V;V.MSDR
mengubah	mudar	menubah	mudar	V;SG;ACT	V;NFIN
korban	vitima	korban	vitima	N;SG	N;FEM;SG
korban	vítima	korban	vítima	N;SG	N;FEM;SG
pelabuhan	harbour	penlabuhan	harbour	N;SG	N;MASC;SG
pelabuhan	porto	penlabuhan	porto	N;SG	N;MASC;SG
agresif	agressiva	agresif	agressivo	ADJ;SG	ADJ;FEM;SG
agresif	agressivo	agresif	agressivo	ADJ;SG	ADJ;MASC;SG
genre	género	genre	género	N	N;MASC;SG
genre	gênero	genre	gênero	N	N;MASC;SG
genre	gêneros	genre	gênero	N	N;MASC;PL
genre	géneros	genre	género	N	N;MASC;PL
jembatan	bridge	jembatan	bridge	N;SG	N;MASC;SG
jembatan	ponte	jembatan	ponte	N;SG	N;FEM;SG
jembatan	bridges	jembatan	bridge	N;SG	N;MASC;SG
yayasan	foundation	yayasan	foundation	N;SG	N;MASC;SG
yayasan	fundação	yayasan	fundação	N;SG	N;FEM;SG
yayasan	alicerce	yayasan	alicerce	N;SG	N;MASC;SG
keamanan	segurança	keamanan	segurança	N;SG	N;FEM;SG
keamanan	segurança	keamanan	segurança	N;SG	N;FEM;SG
pendiri	fundador	pendiri	fundador	N;SG	N;MASC;SG
pendiri	fundadora	pendiri	fundadora	N;SG	N;FEM;SG
adat	adat	adat	adat	N;SG	N;MASC;SG
gagal	reprovado	gagal	reprovar	V;SG	V;MASC;SG;V.PTCP
gagal	falhar	gagal	falhar	V;SG	V;NFIN
gagal	falhado	gagal	falhado	V;SG	V;MASC;SG;V.PTCP
gagal	falhou	gagal	falhar	V;SG	V;IND;SG;3;PST;FIN
perbedaan	distinção	perbedaan	distinção	N;SG	N;FEM;SG
perbedaan	diferenca	perbedaan	diferenca	N;SG	N;FEM;SG
perbedaan	diferença	perbedaan	diferença	N;SG	N;FEM;SG
perbedaan	discrepância	perbedaan	discrepância	N;SG	N;FEM;SG
pintu	porta	pintu	porta	N;SG	N;FEM;SG
pembuat	autor	penbuat	autor	N;SG	N;MASC;SG
pembuat	autora	penbuat	autora	N;SG	N;FEM;SG
pembuat	criador	penbuat	criador	N;SG	N;MASC;SG
pembuat	criador	penbuat	criador	N;SG	N;MASC;SG
pembuat	maker	penbuat	maker	N;SG	N;MASC;SG
kiri	esquerdo	kiri	esquerdo	N;SG	N;MASC;SG
kiri	left	kiri	left	N;SG	N;MASC;SG
kiri	esquerda	kiri	esquerda	N;SG	N;FEM;SG
tumbuh	crescendo	tumbuh	crescender	V;SG;ACT	V;V.MSDR
tumbuh	crescido	tumbuh	crescer	V;SG;ACT	V;MASC;SG;V.PTCP
tumbuh	crescida	tumbuh	crescer	V;SG;ACT	V;FEM;SG;V.PTCP
tumbuh	crescer	tumbuh	crescer	V;SG;ACT	V;NFIN
tumbuh	cresce	tumbuh	crescer	V;SG;ACT	V;IND;SG;3;PRS;FIN
tumbuh	cresça	tumbuh	cresco	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
tumbuh	cresce	tumbuh	crescer	V;SG;ACT	V;IND;SG;3;PRS;FIN
menciptakan	criando	menciptakan	criar	V;SG;ACT	V;V.MSDR
menciptakan	criar	menciptakan	criar	V;SG;ACT	V;NFIN
menciptakan	cria	menciptakan	criar	V;SG;ACT	V;IND;SG;3;PRS;FIN
teluk	golfo	teluk	golfo	N;SG	N;MASC;SG
teluk	baia	teluk	baia	N;SG	N;FEM;SG
teluk	baía	teluk	baía	N;SG	N;FEM;SG
teluk	bay	teluk	bay	N;SG	N;FEM;SG
difusi	difusão	difusi	difusão	N;SG	N;FEM;SG
vietnam	vietname	vietnam	vietname	N	N;MASC;SG
vietnam	vietnam	vietnam	vietnar	N	N;MASC;SG
vietnam	vietnã	vietnam	vietnã	N	N;MASC;SG
vietnam	vietnamitas	vietnam	vietnamita	N	N;MASC;PL
vietnam	vietnamita	vietnam	vietnamita	N	N;MASC;SG
jasa	serviço	jasa	serviço	N;SG	N;MASC;SG
membuka	abre	menbuka	abrir	V;SG;ACT	V;IND;SG;3;PRS;FIN
membuka	abrindo	menbuka	abrir	V;SG;ACT	V;V.MSDR
swasta	privada	swasta	privado	ADJ;SG	ADJ;FEM;SG
swasta	privado	swasta	privado	ADJ;SG	ADJ;MASC;SG
bakar	burns	bakar	burm	N;SG;ACT	N;MASC;SG
bakar	queima	bakar	queima	N;SG;ACT	N;FEM;SG
bakar	queimadura	bakar	queimadura	N;SG;ACT	N;FEM;SG
bakar	burn	bakar	burn	N;SG;ACT	N;MASC;SG
bakar	queima	bakar	queima	N;SG;ACT	N;FEM;SG
bakar	bakar	bakar	bakar	N;SG;ACT	N;MASC;SG
pegunungan	montanha	pegunungan	montanha	N;SG	N;FEM;SG
kelahiran	natividade	kelahiran	natividade	N;SG	N;FEM;SG
kelahiran	parto	kelahiran	parto	N;SG	N;MASC;SG
kelahiran	nascimento	kelahiran	nascimento	N;SG	N;MASC;SG
bendera	pavilhão	bendera	pavilhão	N;SG	N;MASC;SG
bendera	bandeira	bendera	bandeira	N;SG	N;FEM;SG
bendera	flags	bendera	flags	N;SG	N;MASC;SG
berbasis	baseado	berbasis	basear	V;SG;ACT	V;MASC;SG;V.PTCP
pelayanan	serviço	penlayanan	serviço	N;SG	N;MASC;SG
pelayanan	ministério	penlayanan	ministério	N;SG	N;MASC;SG
memimpin	conduzindo	menpimpin	conduzir	V;SG;ACT	V;V.MSDR
memimpin	liderando	menpimpin	liderar	V;SG;ACT	V;V.MSDR
memimpin	liderar	menpimpin	liderar	V;SG;ACT	V;NFIN
memimpin	liderar	menpimpin	liderar	V;SG;ACT	V;NFIN
fitur	característica	fitur	característica	N;SG	N;FEM;SG
fitur	funcionalidade	fitur	funcionalidade	N;SG	N;FEM;SG
aplikasi	aplicativo	aplikasi	aplicativo	N;SG	N;MASC;SG
aplikasi	aplicação	aplikasi	aplicação	N;SG	N;FEM;SG
aplikasi	app	aplikasi	app	N;SG	N;MASC;SG
aplikasi	aplicativo	aplikasi	aplicativo	N;SG	N;MASC;SG
aplikasi	aplicação	aplikasi	aplicação	N;SG	N;FEM;SG
tersedia	disponível	tersedia	disponível	ADJ;SG	ADJ;MASC;SG
tersedia	disponivel	tersedia	disponivel	ADJ;SG	ADJ;MASC;SG
kemenangan	vitoria	kemenangan	vitoria	N;SG	N;FEM;SG
kemenangan	victory	kemenangan	victory	N;SG	N;MASC;SG
kemenangan	vitória	kemenangan	vitória	N;SG	N;FEM;SG
kemenangan	triunfo	kemenangan	triunfo	N;SG	N;MASC;SG
artinya	significado	arti	significado	N;SG	N;MASC;SG
misi	missão	misi	missão	N;SG	N;FEM;SG
misi	missao	misi	missao	N;SG	N;FEM;SG
misi	mission	misi	mission	N;SG	N;MASC;SG
satelit	satélite	satelit	satélite	N;SG	N;MASC;SG
satelit	satellite	satelit	satellite	N;SG	N;MASC;SG
kejadian	ocorrência	kejadian	ocorrência	N;SG	N;FEM;SG
kejadian	incidente	kejadian	incidente	N;SG	N;MASC;SG
berusia	envelheceu	berusia	envelhecer	V;SG;ACT	V;IND;SG;3;PST;FIN
berusia	envelhecido	berusia	envelhecido	V;SG;ACT	V;MASC;SG;V.PTCP
berusia	envelhecida	berusia	envelhecer	V;SG;ACT	V;FEM;SG;V.PTCP
massa	mob	massa	mob	N	N;MASC;SG
massa	turba	massa	turba	N	N;FEM;SG
massa	máfia	massa	máfia	N	N;FEM;SG
massa	multidão	massa	multidão	N	N;FEM;SG
massa	massas	massa	massa	N	N;FEM;PL
massa	massa	massa	massa	N	N;FEM;SG
massa	missa	massa	missa	N	N;FEM;SG
massa	massa	massa	massa	N	N;FEM;SG
melanjutkan	retomando	menlanjutkan	retomar	V;SG;ACT	V;V.MSDR
melanjutkan	retomar	menlanjutkan	retomar	V;SG;ACT	V;NFIN
melanjutkan	continuar	menlanjutkan	continuar	V;SG;ACT	V;NFIN
melanjutkan	continuando	menlanjutkan	continuar	V;SG;ACT	V;V.MSDR
dibagi	dividida	dibagi	dividir	V;SG;PASS	V;FEM;SG;V.PTCP
dibagi	dividido	dibagi	dividir	V;SG;PASS	V;MASC;SG;V.PTCP
dibagi	divido	dibagi	divido	V;SG;PASS	V;MASC;SG;V.PTCP
jawab	resposta	jawab	resposta	N;SG;ACT	N;FEM;SG
petani	camponesa	petani	camponês	N;SG	N;FEM;SG
petani	camponês	petani	camponês	N;SG	N;MASC;SG
petani	lavrador	petani	lavrador	N;SG	N;MASC;SG
petani	agricultor	petani	agricultor	N;SG	N;MASC;SG
petani	fazendeiro	petani	fazendeiro	N;SG	N;MASC;SG
petani	camponês	petani	camponês	N;SG	N;MASC;SG
bar	barras	bar	barra	N	N;FEM;PL
bar	bares	bar	bar	N	N;MASC;PL
bar	barra	bar	barra	N	N;FEM;SG
bar	bar	bar	bar	N	N;MASC;SG
membunuh	matar	menbunuh	matar	V;SG;ACT	V;NFIN
membunuh	mate	menbunuh	mate	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
membunuh	matar	menbunuh	matar	V;SG;ACT	V;NFIN
membunuh	matando	menbunuh	matar	V;SG;ACT	V;V.MSDR
membunuh	matar	menbunuh	matar	V;SG;ACT	V;NFIN
berkata	dizendo	berkata	dizer	V;SG;ACT	V;V.MSDR
berkata	disse	berkata	dizer	V;SG;ACT	V;IND;SG;3;PST;FIN
berkata	diz	berkata	dizer	V;SG;ACT	V;IND;SG;3;PRS;FIN
nominasi	nomeação	nominasi	nomeação	N;SG	N;FEM;SG
desain	concepção	desain	concepção	N;SG	N;FEM;SG
desain	desenho	desain	desenho	N;SG	N;MASC;SG
desain	design	desain	design	N;SG	N;MASC;SG
dibuka	aberta	dibuka	abrir	V;SG;PASS	V;FEM;SG;V.PTCP
dibuka	aberto	dibuka	abrir	V;SG;PASS	V;MASC;SG;V.PTCP
dibuka	abriu	dibuka	abrir	V;SG;PASS	V;IND;SG;3;PST;FIN
dibuka	abre	dibuka	abrir	V;SG;PASS	V;IND;SG;3;PRS;FIN
dibuka	desbloqueado	dibuka	desbloquear	V;SG;PASS	V;MASC;SG;V.PTCP
puncak	topo	puncak	topo	N;SG	N;MASC;SG
puncak	top	puncak	top	N;SG	N;MASC;SG
puncak	puncak	puncak	puncak	N;SG	N;MASC;SG
puncak	pico	puncak	pico	N;SG	N;MASC;SG
puncak	peak	puncak	peak	N;SG	N;MASC;SG
dibintangi	estrelando	dibintangi	estrelar	V;SG;PASS	V;V.MSDR
insting	instinto	insting	instinto	N;SG	N;MASC;SG
profil	profile	profil	profilir	N;SG	N;MASC;SG
profil	perfil	profil	perfil	N;SG	N;MASC;SG
system	system	system	syetir	N	N;MASC;SG
system	sistema	system	sistema	N	N;MASC;SG
terlibat	implicado	terlibat	implicar	V;SG;PASS	V;MASC;SG;V.PTCP
terlibat	envolvida	terlibat	envolver	V;SG;PASS	V;FEM;SG;V.PTCP
terlibat	envolvido	terlibat	envolver	V;SG;PASS	V;MASC;SG;V.PTCP
terlibat	envolver	terlibat	envolver	V;SG;PASS	V;NFIN
pembagian	divisão	penbagian	divisão	N;SG	N;FEM;SG
tindakan	acção	tindakan	acção	N;SG	N;FEM;SG
tindakan	action	tindakan	action	N;SG	N;MASC;SG
tindakan	ação	tindakan	ação	N;SG	N;FEM;SG
sekretaris	secretária	sekretaris	secretária	N;SG	N;FEM;SG
sekretaris	secretário	sekretaris	secretário	N;SG	N;MASC;SG
biru	blue	biru	blue	N;SG	N;MASC;SG
biru	azul	biru	azul	N;SG	N;MASC;SG
gadis	menina	gadis	menina	N;SG	N;FEM;SG
gadis	moça	gadis	moça	N;SG	N;FEM;SG
gadis	miúda	gadis	miúda	N;SG	N;FEM;SG
gadis	rapariga	gadis	rapaz	N;SG	N;FEM;SG
gadis	garota	gadis	garota	N;SG	N;FEM;SG
gadis	girls	gadis	girl	N;SG	N;MASC;SG
entertainment	entretenimento	entertainment	entretenimento	N	N;MASC;SG
entertainment	entertainment	entertainment	entertainment	N	N;MASC;SG
fifa	fifa	fifa	fifa	N	N;FEM;SG
olimpiade	olympic	olimpiade	olympic	N;SG	N;MASC;SG
olimpiade	olímpico	olimpiade	olímpico	N;SG	N;MASC;SG
olimpiade	olímpica	olimpiade	olímpico	N;SG	N;FEM;SG
olimpiade	olimpíada	olimpiade	olimpíado	N;SG	N;FEM;SG
olimpiade	olimpíada	olimpiade	olimpíado	N;SG	N;FEM;SG
penampilan	aparição	pentampilan	aparição	N;SG	N;FEM;SG
penampilan	aparência	pentampilan	aparência	N;SG	N;FEM;SG
penampilan	aparecimento	pentampilan	aparecimento	N;SG	N;MASC;SG
satuan	unidade	satuan	unidade	N;SG	N;FEM;SG
efek	efeito	efek	efeito	N;SG	N;MASC;SG
calon	candidata	calon	candidata	N;SG	N;FEM;SG
calon	candidato	calon	candidato	N;SG	N;MASC;SG
merujuk	referindo	menrujuk	referir	V;SG;ACT	V;V.MSDR
merujuk	remeter	menrujuk	remeter	V;SG;ACT	V;NFIN
upaya	tentativa	upaya	tentativa	N;SG	N;FEM;SG
upaya	esforço	upaya	esforço	N;SG	N;MASC;SG
pembuatan	criação	penbuatan	criação	N;SG	N;FEM;SG
ajaran	doutrina	ajaran	doutrina	N;SG	N;FEM;SG
uskup	bispo	uskup	bispo	N;SG	N;MASC;SG
harga	preço	harga	preço	N;SG	N;MASC;SG
harga	price	harga	price	N;SG	N;MASC;SG
drs	drs	drs	drs	N	N;MASC;SG
kebutuhan	need	kebutuhan	need	N;SG	N;MASC;SG
kebutuhan	necessidade	kebutuhan	necessidade	N;SG	N;FEM;SG
kebutuhan	necessidade	kebutuhan	necessidade	N;SG	N;FEM;SG
menyediakan	fornecer	mensediakan	fornecer	V;SG;ACT	V;NFIN
menyediakan	forneça	mensediakan	fornecer	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menyediakan	providenciar	mensediakan	providenciar	V;SG;ACT	V;NFIN
menyediakan	proporcionar	mensediakan	proporcionar	V;SG;ACT	V;NFIN
menyediakan	proporcionando	mensediakan	proporcionar	V;SG;ACT	V;V.MSDR
menyediakan	fornecendo	mensediakan	fornecer	V;SG;ACT	V;V.MSDR
menyediakan	fornece	mensediakan	fornecer	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyediakan	provê	mensediakan	provê	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyediakan	proporciona	mensediakan	proporcionar	V;SG;ACT	V;IND;SG;3;PRS;FIN
remaja	teen	remaja	teen	N;SG	N;MASC;SG
remaja	adolescente	remaja	adolescente	N;SG	N;MASC;SG
remaja	adolescente	remaja	adolescente	N;SG	N;MASC;SG
remaja	adolescência	remaja	adolescência	N;SG	N;FEM;SG
terminal	terminal	terminal	terminal	N	N;MASC;SG
terminal	terminais	terminal	terminal	N	N;MASC;PL
terminal	terminais	terminal	terminal	N	N;MASC;PL
biaya	taxa	biaya	taxa	N;SG	N;FEM;SG
biaya	custo	biaya	custo	N;SG	N;MASC;SG
biaya	cost	biaya	cost	N;SG	N;MASC;SG
kuning	amarela	kuning	amarela	N;SG	N;FEM;SG
terbagi	dividida	terbagi	dividir	V;SG;PASS	V;FEM;SG;V.PTCP
