van	من	van	مِن	ADP	ADP
star	النجمة	star	نَجمَة	N;MASC+FEM;SG	N;NOM;DEF;SG
beschrijving	الوصف	beschrijving	وَصف	N;MASC+FEM;SG	N;NOM;DEF;SG
actie	العمل	actie	عَمَل	N;MASC+FEM;SG	N;NOM;DEF;SG
actie	الاجراء	actie	إِجرَاء	N;MASC+FEM;SG	N;NOM;DEF;SG
actie	اجراء	actie	إِجرَاء	N;MASC+FEM;SG	N;NOM;INDF;SG
actie	الحركة	actie	حَرَكَة	N;MASC+FEM;SG	N;NOM;DEF;SG
veranderd	تغيرت	veranderen	تَغَيَّر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
trekken	اسحب	trekken	أَسحَب	V;NFIN	V;PFV;MASC;SG;3;ACT
vriend	صديق	vriend	صَدِيق	N;MASC+FEM;SG	N;NOM;INDF;SG
vriend	الصديق	vriend	صَدِيق	N;MASC+FEM;SG	N;NOM;DEF;SG
professor	استاذ	professor	استاذ	N;MASC+FEM;SG	N;NOM;INDF;SG
professor	استاذة	professor	استاذة	N;MASC+FEM;SG	N;NOM;INDF;SG
technische	فني	technisch	فَنِّيّ	ADJ	ADJ;NOM;INDF;MASC;SG
bewaard	انقذت	bewaren	أَنقَذ	V;V.PTCP	V;PFV;FEM;SG;3;ACT
vogel	الطائر	vogel	طَائِر	N;MASC+FEM;SG	N;NOM;DEF;SG
vogel	الطير	vogel	الطير	N;MASC+FEM;SG	N;NOM;DEF;SG
vogel	طائر	vogel	طَائِر	N;MASC+FEM;SG	N;NOM;INDF;SG
mogelijkheid	احتمال	mogelijkheid	اِحتِمَال	N;MASC+FEM;SG	N;NOM;INDF;SG
mogelijkheid	الاحتمال	mogelijkheid	اِحتِمَال	N;MASC+FEM;SG	N;NOM;DEF;SG
mogelijkheid	امكانية	mogelijkheid	إِمكَانِيَّة	N;MASC+FEM;SG	N;NOM;INDF;SG
lucht	السما	lucht	سَمَا	N;MASC+FEM;SG	N;NOM;DEF;SG
lucht	سماء	lucht	سَمَاء	N;MASC+FEM;SG	N;NOM;INDF;SG
lucht	السماء	lucht	سَمَاء	N;MASC+FEM;SG	N;NOM;DEF;SG
lucht	هواء	lucht	هَوَاء	N;MASC+FEM;SG	N;NOM;INDF;SG
lucht	الهواء	lucht	هَوَاء	N;MASC+FEM;SG	N;NOM;DEF;SG
afbeeldingen	الصور	afbeelding	الصور	N;PL	N;NOM;DEF;PL
afbeeldingen	صور	afbeelding	صُورَة	N;PL	N;NOM;INDF;PL
laag	منخفض	laag	مُنخَفِض	ADJ	ADJ;NOM;INDF;MASC;SG
laag	منخفضة	laag	مُنخَفِض	ADJ	ADJ;NOM;INDF;FEM;SG
afdeling	القسم	afdeling	قِسم	N;MASC+FEM;SG	N;NOM;DEF;SG
afdeling	قسم	afdeling	قِسم	N;MASC+FEM;SG	N;NOM;INDF;SG
afdeling	الادارة	afdeling	إِدَارَة	N;MASC+FEM;SG	N;NOM;DEF;SG
afdeling	شعبة	afdeling	شُعبَة	N;MASC+FEM;SG	N;NOM;INDF;SG
afdeling	الشعبة	afdeling	شُعبَة	N;MASC+FEM;SG	N;NOM;DEF;SG
afdeling	القسم	afdeling	قِسم	N;MASC+FEM;SG	N;NOM;DEF;SG
afdeling	قسم	afdeling	قِسم	N;MASC+FEM;SG	N;NOM;INDF;SG
afdeling	الفرع	afdeling	فَرع	N;MASC+FEM;SG	N;NOM;DEF;SG
cijfers	الرتب	cijfer	رُتبَة	N;PL	N;NOM;DEF;PL
cijfers	درجات	cijfer	دَرَجَة	N;PL	N;NOM;INDF;PL
cijfers	الدرجات	cijfer	دَرَجَة	N;PL	N;NOM;DEF;PL
cijfers	الاشكال	cijfer	شَكل	N;PL	N;NOM;DEF;PL
cijfers	الارقام	cijfer	رَقم	N;PL	N;NOM;DEF;PL
cijfers	ارقام	cijfer	رَقم	N;PL	N;NOM;INDF;PL
studio	الاستديو	studio	اِستَديُو	N;MASC+FEM;SG	N;NOM;DEF;SG
studio	استوديو	studio	استوديو	N;MASC+FEM;SG	N;NOM;INDF;SG
studio	استديو	studio	اِستَدَاو	N;MASC+FEM;SG	N;NOM;INDF;SG
proces	العملية	proces	عَمَلِيَّة	N;NEUT;SG	N;NOM;DEF;SG
proces	عملية	proces	عَمَلِيَّة	N;NEUT;SG	N;NOM;INDF;SG
proces	محاكمة	proces	مُحَاكَمَة	N;NEUT;SG	N;NOM;INDF;SG
proces	المحاكمة	proces	مُحَاكَمَة	N;NEUT;SG	N;NOM;DEF;SG
behoren	تنتمي	behoren	اِنتَمَى	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
hart	القلب	hart	قَلب	N;NEUT;SG	N;NOM;DEF;SG
hart	قلبا	hart	قَلب	N;NEUT;SG	N;ACC;INDF;SG
hart	قلب	hart	قَلب	N;NEUT;SG	N;NOM;INDF;SG
houten	خشبية	houten	خَشَبِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
houten	خشبي	houten	خشبي	ADJ	ADJ;NOM;INDF;MASC;SG
gevolgd	تبعت	volgen	تَبِع	V;V.PTCP	V;PFV;FEM;SG;3;ACT
studenten	طلاب	student	طَالِب	N;PL	N;NOM;INDF;PL
studenten	التلاميذ	student	تِلمِيذ	N;PL	N;NOM;DEF;PL
studenten	الطلاب	student	طَالِب	N;PL	N;NOM;DEF;PL
studenten	طلبة	student	طَالِب	N;PL	N;NOM;INDF;PL
studenten	الطلبة	student	طَالِب	N;PL	N;NOM;DEF;PL
relevant	متقاربة	relevant	مُتَقَارِب	ADJ	ADJ;NOM;INDF;FEM;SG
televisie	تلفاز	televisie	تَلفَاز	N;MASC+FEM;SG	N;NOM;INDF;SG
televisie	التلفاز	televisie	تَلَفُّز	N;MASC+FEM;SG	N;NOM;DEF;SG
televisie	تلفزيون	televisie	تِلفِزيُون	N;MASC+FEM;SG	N;NOM;INDF;SG
televisie	التلفزيون	televisie	تِلفِزيُون	N;MASC+FEM;SG	N;NOM;DEF;SG
elementen	عناصر	element	عُنصُر	N;PL	N;NOM;INDF;PL
elementen	العناصر	element	عُنصُر	N;PL	N;NOM;DEF;PL
lijnen	السطور	lijn	سُطُور	N;PL	N;NOM;DEF;PL
lijnen	الخطوط	lijn	خَطّ	N;PL	N;NOM;DEF;PL
lijnen	خطوط	lijn	خَطّ	N;PL	N;NOM;INDF;PL
beker	كوب	beker	كُوب	N;MASC+FEM;SG	N;NOM;INDF;SG
beker	فنجان	beker	فنجان	N;MASC+FEM;SG	N;NOM;INDF;SG
beker	الكوب	beker	كُوب	N;MASC+FEM;SG	N;NOM;DEF;SG
zesde	سادس	zes	سَادِس	ADJ	ADJ;NOM;INDF;MASC;SG
zesde	السادسة	zes	سَادِس	ADJ	ADJ;NOM;DEF;FEM;SG
zesde	السادس	zes	سَادِس	ADJ	ADJ;NOM;DEF;MASC;SG
afrikaanse	افريقية	afrikaans	أَفرِيقِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
afrikaanse	افريقي	afrikaans	أَفرِيقِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
afrikaanse	الافريقية	afrikaans	أَفرِيقِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
toegepast	طبقت	toepassen	طَبَّق	V;V.PTCP	V;PFV;FEM;SG;3;ACT
toegepast	تطبق	toepassen	طَبَّق	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
brand	النار	brand	نَار	N;MASC+FEM;SG	N;NOM;DEF;SG
brand	نار	brand	نَار	N;MASC+FEM;SG	N;NOM;INDF;SG
brand	حريق	brand	حَرِيق	N;MASC+FEM;SG	N;NOM;INDF;SG
brand	ماركة	brand	مَاركَة	N;MASC+FEM;SG	N;NOM;INDF;SG
brand	الحرق	brand	حَرِيق	N;MASC+FEM;SG	N;NOM;DEF;SG
kampioenschappen	البطولات	kampioenschap	البطولات	N;PL	N;NOM;DEF;PL
kampioenschappen	بطولات	kampioenschap	بُطُولَة	N;PL	N;NOM;INDF;PL
oprichting	تاسيس	oprichting	تاسيس	N;MASC+FEM;SG	N;NOM;INDF;SG
principe	المبدا	principe	مَبدَا	N;NEUT;SG	N;NOM;DEF;SG
principe	مبدا	principe	مَبدَا	N;NEUT;SG	N;NOM;INDF;SG
rechter	القاضي	rechter	القاضي	N;MASC+FEM;SG	N;NOM;DEF;SG
rechter	قاض	rechter	قَاضِي	N;MASC+FEM;SG	N;NOM;INDF;SG
kleuren	الالوان	kleur	لَون	N;PL	N;NOM;DEF;PL
kleuren	الالوان	kleur	لَون	N;PL	N;NOM;DEF;PL
kleuren	الالوان	kleur	لَون	N;PL	N;NOM;DEF;PL
exemplaren	النسخ	exemplaar	نُسخَة	N;PL	N;NOM;DEF;PL
prijzen	اسعار	prijs	سِعر	N;PL	N;NOM;INDF;PL
prijzen	الاسعار	prijs	سِعر	N;PL	N;NOM;DEF;PL
prijzen	الاسعار	prijs	سِعر	N;PL	N;NOM;DEF;PL
vervoer	النقل	vervoer	نَقل	N;NEUT;SG	N;NOM;DEF;SG
vervoer	نقل	vervoer	نَقل	N;NEUT;SG	N;NOM;INDF;SG
vervoer	النقل	vervoer	نَقل	N;NEUT;SG	N;NOM;DEF;SG
vervoer	نقل	vervoer	نَقل	N;NEUT;SG	N;NOM;INDF;SG
verdrag	الاتفاقية	verdrag	اِتِّفَاقِيَّة	N;NEUT;SG	N;NOM;DEF;SG
verdrag	اتفاقية	verdrag	اِتِّفَاقِيَّة	N;NEUT;SG	N;NOM;INDF;SG
verdrag	المعاهدة	verdrag	مُعَاهَدَة	N;NEUT;SG	N;NOM;DEF;SG
verdrag	معاهدة	verdrag	مُعَاهَدَة	N;NEUT;SG	N;NOM;INDF;SG
personage	شخصية	personage	شَخصِيَّة	N;NEUT;SG	N;NOM;INDF;SG
biografie	سيرة	biografie	سِيرَة	N;MASC+FEM;SG	N;NOM;INDF;SG
aangenomen	اعتمدت	aannemen	اِعتَمَد	V;V.PTCP	V;PFV;FEM;SG;3;ACT
record	تسجيل	record	تَسجِيل	N;NEUT;SG	N;NOM;INDF;SG
record	السجل	record	سِجِلّ	N;NEUT;SG	N;NOM;DEF;SG
profiel	التشكيلة	profiel	تَشكِيلَة	N;NEUT;SG	N;NOM;DEF;SG
kleinere	اصغر	klein	أَصغَر	ADJ;CMPR	ADJ;NOM;INDF;MASC;SG
opstand	الانتفاضة	opstand	اِنتِفَاضَة	N;MASC+FEM;SG	N;NOM;DEF;SG
opstand	انتفاضة	opstand	اِنتِفَاضَة	N;MASC+FEM;SG	N;NOM;INDF;SG
opstand	التمرد	opstand	تَمَرُّد	N;MASC+FEM;SG	N;NOM;DEF;SG
opstand	تمرد	opstand	تَمَرُّد	N;MASC+FEM;SG	N;NOM;INDF;SG
collectie	مجموعة	collectie	مَجمُوعَة	N;MASC+FEM;SG	N;NOM;INDF;SG
collectie	المجموعة	collectie	مَجمُوعَة	N;MASC+FEM;SG	N;NOM;DEF;SG
collectie	تحصيل	collectie	تَحصِيل	N;MASC+FEM;SG	N;NOM;INDF;SG
collectie	التحصيل	collectie	تَحصِيل	N;MASC+FEM;SG	N;NOM;DEF;SG
persoonlijk	شخصي	persoonlijk	شَخصِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
persoonlijk	شخصيا	persoonlijk	شَخصِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
gesticht	اسست	stichten	أَسَاس	V;V.PTCP	V;PFV;FEM;SG;3;PASS
gesticht	تاسست	stichten	تَاسَس	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gesticht	تاسس	stichten	تَاسِس	V;V.PTCP	V;PFV;MASC;SG;3;ACT
blue	الازرق	blue	أَزرَق	N;MASC+FEM;SG	N;NOM;DEF;SG
karakter	شخصية	karakter	شَخصِيَّة	N;NEUT;SG	N;NOM;INDF;SG
albums	البومات	album	البومات	N;PL	N;NOM;DEF;PL
albums	الالبومات	album	أَلبُومَة	N;PL	N;NOM;DEF;PL
energie	طاقة	energie	طَاقَة	N;MASC+FEM;SG	N;NOM;INDF;SG
energie	الطاقة	energie	طَاقَة	N;MASC+FEM;SG	N;NOM;DEF;SG
vriendelijke	ودية	vriendelijk	وُدِّيّ	ADJ	ADJ;NOM;INDF;FEM;SG
vertelt	يحكي	vertellen	حَكَى	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
vertelt	يروي	vertellen	رَأَى	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
eigendom	ملكية	eigendom	مِلكِيَّة	N;NEUT;SG	N;NOM;INDF;SG
eigendom	الملكية	eigendom	مِلكِيَّة	N;NEUT;SG	N;NOM;DEF;SG
eigendom	المملوكة	eigendom	مَملُوك	N;NEUT;SG	N;NOM;DEF;SG
eigendom	ملكية	eigendom	مِلكِيَّة	N;NEUT;SG	N;NOM;INDF;SG
eigendom	الملكية	eigendom	مِلكِيَّة	N;NEUT;SG	N;NOM;DEF;SG
bedoeling	القصد	bedoeling	قَصد	N;MASC+FEM;SG	N;NOM;DEF;SG
bedoeling	نية	bedoeling	نِيَّة	N;MASC+FEM;SG	N;NOM;INDF;SG
bedoeling	النية	bedoeling	نِيَّة	N;MASC+FEM;SG	N;NOM;DEF;SG
gouverneur	محافظ	gouverneur	مُحَافِظ	N;MASC+FEM;SG	N;NOM;INDF;SG
gouverneur	الحاكم	gouverneur	حَاكِم	N;MASC+FEM;SG	N;NOM;DEF;SG
item	العنصر	item	عُنصُر	N;NEUT;SG	N;NOM;DEF;SG
item	عنصر	item	عُنصُر	N;NEUT;SG	N;NOM;INDF;SG
item	بند	item	بَند	N;NEUT;SG	N;NOM;INDF;SG
item	البند	item	بَند	N;NEUT;SG	N;NOM;DEF;SG
objecten	الاجسام	object	جِسم	N;PL	N;NOM;DEF;PL
inclusief	شاملة	inclusief	شَامِل	ADJ	ADJ;NOM;INDF;FEM;SG
inclusief	شامل	inclusief	شَامِل	ADJ	ADJ;NOM;INDF;MASC;SG
omstandigheden	الظروف	omstandigheid	ظَرف	N;PL	N;NOM;DEF;PL
omstandigheden	الاحوال	omstandigheid	حَال	N;PL	N;NOM;DEF;PL
omstandigheden	ظروف	omstandigheid	ظَرف	N;PL	N;NOM;INDF;PL
omstandigheden	الظروف	omstandigheid	ظَرف	N;PL	N;NOM;DEF;PL
omstandigheden	الشروط	omstandigheid	شَرط	N;PL	N;NOM;DEF;PL
omstandigheden	شروط	omstandigheid	شَرط	N;PL	N;NOM;INDF;PL
omstandigheden	ظروف	omstandigheid	ظَرف	N;PL	N;NOM;INDF;PL
omstandigheden	الظروف	omstandigheid	ظَرف	N;PL	N;NOM;DEF;PL
regel	القاعدة	regel	قَاعِدَة	N;MASC+FEM;SG	N;NOM;DEF;SG
regel	قاعدة	regel	قَاعِدَة	N;MASC+FEM;SG	N;NOM;INDF;SG
stof	الغبار	stof	غُبَار	N;MASC+FEM;SG	N;NOM;DEF;SG
stof	النسيج	stof	نَسِيج	N;MASC+FEM;SG	N;NOM;DEF;SG
stof	قماش	stof	قِمَاش	N;MASC+FEM;SG	N;NOM;INDF;SG
stof	القماش	stof	قِمَاش	N;MASC+FEM;SG	N;NOM;DEF;SG
gezegd	قالت	zeggen	قَال	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gezegd	قال	zeggen	قَال	V;V.PTCP	V;PFV;MASC;SG;3;ACT
gezegd	قالو	zeggen	قَالُو	V;V.PTCP	V;PFV;MASC;SG;3;ACT
oostenrijkse	نمساوي	oostenrijks	نِمسَاوِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
oostenrijkse	نمساوية	oostenrijks	نِمسَاوِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
beelden	الصور	beeld	الصور	N;PL	N;NOM;DEF;PL
beelden	صور	beeld	صُورَة	N;PL	N;NOM;INDF;PL
onderwerpen	مواضيع	onderwerp	مَوضُوع	N;PL	N;NOM;INDF;PL
onderwerpen	موضوعات	onderwerp	موضوعات	N;PL	N;NOM;INDF;PL
onderwerpen	المواضيع	onderwerp	مَوضُوع	N;PL	N;NOM;DEF;PL
onderwerpen	الموضوعات	onderwerp	مَوضُوع	N;PL	N;NOM;DEF;PL
onderwerpen	مواضيع	onderwerp	مَوضُوع	N;PL	N;NOM;INDF;PL
onderwerpen	موضوعات	onderwerp	موضوعات	N;PL	N;NOM;INDF;PL
onderwerpen	المواضيع	onderwerp	مَوضُوع	N;PL	N;NOM;DEF;PL
onderwerpen	الموضوعات	onderwerp	مَوضُوع	N;PL	N;NOM;DEF;PL
breed	واسعا	breed	وَاسِع	ADJ	ADJ;ACC;INDF;MASC;SG
breed	واسعة	breed	وَاسِع	ADJ	ADJ;NOM;INDF;FEM;SG
breed	عريض	breed	عَرِيض	ADJ	ADJ;NOM;INDF;MASC;SG
breed	واسع	breed	وَاسِع	ADJ	ADJ;NOM;INDF;MASC;SG
breed	واسعة	breed	وَاسِع	ADJ	ADJ;NOM;INDF;FEM;SG
breed	عريض	breed	عَرِيض	ADJ	ADJ;NOM;INDF;MASC;SG
breed	واسع	breed	وَاسِع	ADJ	ADJ;NOM;INDF;MASC;SG
secretaris	سكرتيرة	secretaris	سِكرِتِيرَة	N;MASC+FEM;SG	N;NOM;INDF;SG
secretaris	الامين	secretaris	أَمِين	N;MASC+FEM;SG	N;NOM;DEF;SG
secretaris	سكرتير	secretaris	سِكرِتِير	N;MASC+FEM;SG	N;NOM;INDF;SG
secretaris	السكرتير	secretaris	سِكرِتِير	N;MASC+FEM;SG	N;NOM;DEF;SG
grieks	يوناني	grieks	يُونَانِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
grieks	يونانية	grieks	يُونَانِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
grieks	اليوناني	grieks	يُونَانِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
grieks	اليونانية	grieks	يُونَانِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
nacht	ليلا	nacht	ليلا	N;MASC+FEM;SG	N;NOM;INDF;SG
nacht	الليل	nacht	لَيل	N;MASC+FEM;SG	N;NOM;DEF;SG
nacht	ليلة	nacht	لَيلَة	N;MASC+FEM;SG	N;NOM;INDF;SG
nacht	ليل	nacht	لَيل	N;MASC+FEM;SG	N;NOM;INDF;SG
toestemming	الموافقة	toestemming	مُوَافَقَة	N;MASC+FEM;SG	N;NOM;DEF;SG
toestemming	تصريح	toestemming	تَصرِيح	N;MASC+FEM;SG	N;NOM;INDF;SG
toestemming	الاذن	toestemming	اَلذَذِن	N;MASC+FEM;SG	N;NOM;DEF;SG
duitsers	الالمان	duitser	أَلمَانِيّ	N;PL	N;NOM;DEF;PL
ministerie	وزارة	ministerie	وِزَارَة	N;NEUT;SG	N;NOM;INDF;SG
ministerie	الوزارة	ministerie	وِزَارَة	N;NEUT;SG	N;NOM;DEF;SG
huizen	البيوت	huis	بَيت	N;PL	N;NOM;DEF;PL
huizen	منازل	huis	مَنزِل	N;PL	N;NOM;INDF;PL
huizen	بيوت	huis	بَيت	N;PL	N;NOM;INDF;PL
huizen	المنازل	huis	مَنزِل	N;PL	N;NOM;DEF;PL
huizen	المنازل	huis	مَنزِل	N;PL	N;NOM;DEF;PL
huizen	منازل	huis	مَنزِل	N;PL	N;NOM;INDF;PL
huizen	بيوت	huis	بَيت	N;PL	N;NOM;INDF;PL
huizen	البيوت	huis	بَيت	N;PL	N;NOM;DEF;PL
conflict	نزاع	conflict	نِزَاع	N;NEUT;SG	N;NOM;INDF;SG
conflict	الصراع	conflict	صِرَاع	N;NEUT;SG	N;NOM;DEF;SG
conflict	صراع	conflict	صِرَاع	N;NEUT;SG	N;NOM;INDF;SG
conflict	النزاع	conflict	نِزَاع	N;NEUT;SG	N;NOM;DEF;SG
natuur	طبيعة	natuur	طَبِيعَة	N;MASC+FEM;SG	N;NOM;INDF;SG
natuur	الطبيعة	natuur	طَبِيعَة	N;MASC+FEM;SG	N;NOM;DEF;SG
vrede	سلام	vrede	سَلَام	N;MASC+FEM;SG	N;NOM;INDF;SG
vrede	السلام	vrede	سَلَام	N;MASC+FEM;SG	N;NOM;DEF;SG
militair	عسكرية	militair	عَسكَرِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
militair	العسكري	militair	عَسكَرِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
militair	عسكري	militair	عَسكَرِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
vlucht	الرحلة	vlucht	رِحلَة	N;MASC+FEM;SG	N;NOM;DEF;SG
vlucht	طيران	vlucht	طَيَرَان	N;MASC+FEM;SG	N;NOM;INDF;SG
vlucht	الطيران	vlucht	طَيَرَان	N;MASC+FEM;SG	N;NOM;DEF;SG
poging	محاولة	poging	مُحَاوَلَة	N;MASC+FEM;SG	N;NOM;INDF;SG
poging	المحاولة	poging	مُحَاوَلَة	N;MASC+FEM;SG	N;NOM;DEF;SG
toevoegen	يضاف	toevoegen	أَضَاف	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
toevoegen	نضيف	toevoegen	أَضَاف	V;NFIN	V;IPFV;MASC;IND;PL;1;FIN;ACT
veld	الميدان	veld	مَيدَان	N;NEUT;SG	N;NOM;DEF;SG
veld	حقل	veld	حقل	N;NEUT;SG	N;NOM;INDF;SG
veld	الحقل	veld	حَقل	N;NEUT;SG	N;NOM;DEF;SG
veld	ميدان	veld	مَيدَان	N;NEUT;SG	N;NOM;INDF;SG
mogelijke	ممكن	mogelijk	مُمكِن	ADJ	ADJ;NOM;INDF;MASC;SG
tijden	اوقات	tijd	وَقت	N;PL	N;NOM;INDF;PL
tijden	المرات	tijd	مَرَّة	N;PL	N;NOM;DEF;PL
tijden	مرات	tijd	مَرَّة	N;PL	N;NOM;INDF;PL
tijden	الاوقات	tijd	وَقت	N;PL	N;NOM;DEF;PL
zijde	الحرير	zijde	حَرِير	N;MASC+FEM;SG	N;NOM;DEF;SG
zijde	جانب	zijde	جَانِب	N;MASC+FEM;SG	N;NOM;INDF;SG
zijde	الجانب	zijde	جَانِب	N;MASC+FEM;SG	N;NOM;DEF;SG
kwaliteit	النوعية	kwaliteit	نَوعِيَّة	N;MASC+FEM;SG	N;NOM;DEF;SG
kwaliteit	جودة	kwaliteit	جَودَة	N;MASC+FEM;SG	N;NOM;INDF;SG
kwaliteit	الجودة	kwaliteit	جَودَة	N;MASC+FEM;SG	N;NOM;DEF;SG
kerken	الكنائس	kerk	كَنِيسَة	N;PL	N;NOM;DEF;PL
uitgave	الطبعة	uitgave	طَبعَة	N;MASC+FEM;SG	N;NOM;DEF;SG
uitgave	اصدار	uitgave	إِصدَار	N;MASC+FEM;SG	N;NOM;INDF;SG
uitgave	طبعة	uitgave	طبعة	N;MASC+FEM;SG	N;NOM;INDF;SG
uitgave	الاصدار	uitgave	إِصدَار	N;MASC+FEM;SG	N;NOM;DEF;SG
uitvoering	تنفيذ	uitvoering	تَنفِيذ	N;MASC+FEM;SG	N;NOM;INDF;SG
uitvoering	التنفيذ	uitvoering	تَنفِيذ	N;MASC+FEM;SG	N;NOM;DEF;SG
uitvoering	اعدام	uitvoering	إِعدَام	N;MASC+FEM;SG	N;NOM;INDF;SG
uitvoering	التنفيذ	uitvoering	تَنفِيذ	N;MASC+FEM;SG	N;NOM;DEF;SG
uitvoering	الاعدام	uitvoering	إِعدَام	N;MASC+FEM;SG	N;NOM;DEF;SG
schilder	الرسام	schilder	رَسَّام	N;MASC+FEM;SG	N;NOM;DEF;SG
schilder	رسام	schilder	رَسَّام	N;MASC+FEM;SG	N;NOM;INDF;SG
economie	اقتصاد	economie	اِقتِصَاد	N;MASC+FEM;SG	N;NOM;INDF;SG
economie	الاقتصاد	economie	اِقتِصَاد	N;MASC+FEM;SG	N;NOM;DEF;SG
economie	اقتصاد	economie	اِقتِصَاد	N;MASC+FEM;SG	N;NOM;INDF;SG
economie	الاقتصاد	economie	اِقتِصَاد	N;MASC+FEM;SG	N;NOM;DEF;SG
ziekte	المرض	ziekte	مَرَض	N;MASC+FEM;SG	N;NOM;DEF;SG
ziekte	المرض	ziekte	مَرَض	N;MASC+FEM;SG	N;NOM;DEF;SG
ziekte	مرض	ziekte	مَرَض	N;MASC+FEM;SG	N;NOM;INDF;SG
ziekte	المرض	ziekte	مَرَض	N;MASC+FEM;SG	N;NOM;DEF;SG
kunstenaar	فنان	kunstenaar	فَنّ	N;MASC+FEM;SG	N;NOM;INDF;SG
kunstenaar	الفنان	kunstenaar	فَنَّان	N;MASC+FEM;SG	N;NOM;DEF;SG
kunstenaar	فنانة	kunstenaar	فَنَّانَة	N;MASC+FEM;SG	N;NOM;INDF;SG
hall	القاعة	hall	قَاعَة	N;MASC+FEM;SG	N;NOM;DEF;SG
hall	قاعة	hall	قَاعَة	N;MASC+FEM;SG	N;NOM;INDF;SG
hall	صالة	hall	صَالَة	N;MASC+FEM;SG	N;NOM;INDF;SG
verkeer	المرور	verkeer	مُرُور	N;NEUT;SG	N;NOM;DEF;SG
verwijst	يشير	verwijzen	أَشَار	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
uitspraak	النطق	uitspraak	نَطَق	N;MASC+FEM;SG	N;NOM;DEF;SG
eenheid	وحدة	eenheid	وَحدَة	N;MASC+FEM;SG	N;NOM;INDF;SG
eenheid	الوحدة	eenheid	وَحدَة	N;MASC+FEM;SG	N;NOM;DEF;SG
eenheid	وحدة	eenheid	وَحدَة	N;MASC+FEM;SG	N;NOM;INDF;SG
eenheid	الوحدة	eenheid	وَحدَة	N;MASC+FEM;SG	N;NOM;DEF;SG
bijdrage	الاسهام	bijdrage	إِسهَام	N;MASC+FEM;SG	N;NOM;DEF;SG
bijdrage	مساهمة	bijdrage	مُسَاهَمَة	N;MASC+FEM;SG	N;NOM;INDF;SG
bijdrage	المساهمة	bijdrage	مُسَاهَمَة	N;MASC+FEM;SG	N;NOM;DEF;SG
revolutie	ثورة	revolutie	ثَورَة	N;MASC+FEM;SG	N;NOM;INDF;SG
revolutie	الثورة	revolutie	ثَورَة	N;MASC+FEM;SG	N;NOM;DEF;SG
slechte	سيئة	slecht	سَيِّئ	ADJ	ADJ;NOM;INDF;FEM;SG
slechte	سيء	slecht	سِيَّة	ADJ	ADJ;NOM;INDF;MASC;SG
slechte	سيئ	slecht	سَيِّئ	ADJ	ADJ;NOM;INDF;MASC;SG
slechte	سئ	slecht	سَأّ	ADJ	ADJ;NOM;INDF;MASC;SG
verschillen	التفاوتات	verschil	تَفَاوُت	N;PL	N;NOM;DEF;PL
verschillen	الفوارق	verschil	فَارِق	N;PL	N;NOM;DEF;PL
verschillen	الخلافات	verschil	خِلَاف	N;PL	N;NOM;DEF;PL
verschillen	الاختلافات	verschil	اِختِلَاف	N;PL	N;NOM;DEF;PL
verschillen	الفروق	verschil	فَرق	N;PL	N;NOM;DEF;PL
verschillen	فروق	verschil	فَرق	N;PL	N;NOM;INDF;PL
verschillen	اختلافات	verschil	اِختِلَاف	N;PL	N;NOM;INDF;PL
fout	الخطا	fout	خَطَا	N;MASC+FEM;SG	N;NOM;DEF;SG
fout	خطا	fout	خَطّ	N;MASC+FEM;SG	N;NOM;INDF;SG
fout	الخطا	fout	خَطَا	N;MASC+FEM;SG	N;NOM;DEF;SG
fout	خطا	fout	خَطّ	N;MASC+FEM;SG	N;NOM;INDF;SG
fout	غلطة	fout	غلطة	N;MASC+FEM;SG	N;NOM;INDF;SG
fout	الخطا	fout	خَطَا	N;MASC+FEM;SG	N;NOM;DEF;SG
fout	خطا	fout	خَطّ	N;MASC+FEM;SG	N;NOM;INDF;SG
kamp	المخيم	kamp	مُخَيَّم	N;NEUT;SG	N;NOM;DEF;SG
kamp	مخيم	kamp	مُخَيَّم	N;NEUT;SG	N;NOM;INDF;SG
