cuarteto	kvarteta	cuarteto	kvartets	N	N;GEN;MASC;SG
manexar	apstrādāt	manexar	apstrādāt	V	V;POS;NFIN
xogador	spēlētājs	xogador	spēlētājs	N	N;NOM;MASC;SG
xogador	spēlmanis	xogador	spēlmanis	N	N;NOM;MASC;SG
computadores	datoriem	computador	dators	N	N;DAT;MASC;PL
computadores	datorus	computador	dators	N	N;ACC;MASC;PL
computadores	datori	computador	dators	N	N;NOM;MASC;PL
durmía	gulēt	durmía	gulēt	V	V;POS;NFIN
durmía	gulēja	durmía	gulēt	V	V;FH;IND;3;POS;PST;FIN;ACT
bacteria	baktērija	bacteria	baktērija	N	N;NOM;FEM;SG
bacteria	baktēriju	bacteria	baktērija	N	N;ACC;MASC;SG
bacteria	baktērija	bacteria	baktērija	N	N;NOM;FEM;SG
bacteria	baktērijas	bacteria	baktērija	N	N;NOM;FEM;PL
entren	iegūsti	entren	iegūt	V	V;IMP;SG;2;POS;FIN;ACT
entren	dabūt	entren	dabūt	V	V;POS;NFIN
parentes	radinieki	parente	radinieks	N	N;NOM;MASC;PL
parentes	radi	parente	rads	N	N;NOM;MASC;SG
parentes	radiniekiem	parente	radinieks	N	N;DAT;MASC;PL
bailes	dejas	baile	deja	N	N;NOM;FEM;PL
empezaron	sākts	empezar	sākt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
empezaron	sākta	empezar	sākt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
empezaron	sākās	empezar	sākties	V	V;FH;IND;3;POS;REFL;PST;FIN;ACT
estadio	stadionā	estadio	stadions	N	N;ESS;MASC;SG
estadio	stadions	estadio	stadions	N	N;NOM;MASC;SG
estadio	arēnā	estadio	arēna	N	N;ESS;MASC;SG
estadio	arēna	estadio	arēna	N	N;NOM;FEM;SG
intentos	mēģinājumi	intento	mēģinājums	N	N;NOM;MASC;PL
obstáculos	šķēršļi	obstáculo	šķērslis	N	N;NOM;MASC;PL
sinxelamente	vienkārši	sinxelamente	vienkārši	ADV	ADV
variedades	šķirnēm	variedade	šķirne	N	N;DAT;FEM;PL
variedades	šķirnes	variedade	šķirne	N	N;NOM;FEM;PL
hamburguesa	hamburgers	hamburguesa	hamburgers	N	N;NOM;MASC;SG
razas	sacīkstes	raza	sacīkste	N	N;NOM;FEM;PL
razas	sacensības	raza	sacensība	N	N;NOM;FEM;PL
razas	sacīkstēm	raza	sacīkste	N	N;DAT;FEM;PL
razas	lietus	raza	lietus	N	N;NOM;MASC;SG
declarou	deklarēts	declarar	deklarēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
pulmón	plaušas	pulmón	plausa	N	N;NOM;FEM;PL
pulmón	plaušu	pulmón	plaušas	N	N;ACC;FEM;SG
detectar	konstatēt	detectar	konstatēt	V	V;POS;NFIN
cambiará	būs	cambiar	būt	V	V;FH;IND;3;POS;FUT;FIN;ACT
cambiará	mainīt	cambiar	mainīt	V	V;POS;NFIN
catástrofe	katastrofa	catástrofe	katastrofa	N	N;NOM;FEM;SG
descuberta	atklāju	descuberta	atklāt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
ombro	pleca	ombro	plecs	N	N;GEN;MASC;SG
ombro	plecs	ombro	plecs	N	N;NOM;MASC;SG
sentenza	teikumu	sentenza	teikums	N	N;ACC;MASC;SG
sentenza	teikums	sentenza	teikums	N	N;NOM;MASC;SG
sentenza	sods	sentenza	sods	N	N;NOM;MASC;SG
moralmente	morāli	moral	morāli	ADV	ADV
construímos	celta	construír	celt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
construímos	būvēts	construír	būvēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
construímos	uzbūvēts	construír	uzbūvēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
construímos	veidots	construír	veidot	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
construímos	būvēti	construír	būvēt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
construímos	būvēta	construír	būvēt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
cambiamos	mainījies	cambiar	mainīties	V	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT
cambiamos	mainītas	cambiar	mainīt	V	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
cambiamos	mainīta	cambiar	mainīt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
cambiamos	mainīts	cambiar	mainīt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
cambiamos	mainīt	cambiar	mainīt	V	V;POS;NFIN
comparado	salīdzināja	comparar	salīdzināt	V	V;FH;IND;3;POS;PST;FIN;ACT
entendedes	saprast	entendede	saprast	V	V;POS;NFIN
entendedes	izprast	entendede	izprast	V	V;POS;NFIN
entendedes	saprotu	entendede	saprast	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
creador	radītāju	creador	radītājs	N	N;ACC;MASC;SG
creador	radītājs	creador	radītājs	N	N;NOM;MASC;SG
creador	radītāja	creador	radītāja	N	N;NOM;FEM;SG
feixóns	pupiņas	feixón	pupiņa	N	N;NOM;FEM;PL
feixóns	pupas	feixón	pupa	N	N;NOM;FEM;PL
barras	stieņi	barra	stiene	N	N;NOM;MASC;PL
eficiente	efektīva	eficiente	efektīva	ADJ	ADJ;NOM;FEM;SG
eficiente	efektīvs	eficiente	efektīvs	ADJ	ADJ;NOM;MASC;SG
concordo	vienoties	concordo	vienoties	V	V;POS;REFL;NFIN
concordo	piekrītu	concordo	piekrist	V	V;FH;IND;SG;1;POS;PST;FIN;ACT
concordo	piekrist	concordo	piekrist	V	V;POS;NFIN
concordo	vienojas	concordo	vienoties	V	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
nenez	bērnība	nenez	bērnība	N	N;NOM;FEM;SG
nenez	bērnībā	nenez	bērnība	N	N;ESS;FEM;SG
nenez	bērnības	nenez	bērnība	N	N;NOM;FEM;PL
vales	ielejas	val	ieleja	N	N;NOM;FEM;PL
imaxinaba	domājat	imaxinar	domāt	V	V;FH;IND;PL;2;POS;PRS;FIN;ACT
imaxinaba	domā	imaxinar	domāt	V	V;FH;IND;SG;2;POS;PRS;FIN;ACT
imaxinaba	domāju	imaxinar	domāt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
imaxinaba	domāt	imaxinar	domāt	V	V;POS;NFIN
imaxinaba	domājam	imaxinar	domāt	V	V;FH;IND;PL;1;POS;PRS;FIN;ACT
naturais	dabīgais	natural	dabīgs	ADJ	ADJ;NOM;MASC;SG
naturais	dabīgs	natural	dabīgs	ADJ	ADJ;NOM;MASC;SG
naturais	dabiskā	natural	dabiska	ADJ	ADJ;NOM;FEM;SG
valioso	vērtīga	valioso	vērtīga	ADJ	ADJ;NOM;FEM;SG
valioso	vērtīgs	valioso	vērtīgs	ADJ	ADJ;NOM;MASC;SG
valioso	vērtīgu	valioso	vērtīgs	ADJ	ADJ;ACC;MASC;SG
caendo	krīt	caendo	krist	V	V;FH;IND;3;POS;PRS;FIN;ACT
lavadora	mazgāšana	lavador	mazgāšana	N	N;NOM;FEM;SG
lavadora	mazgāšanas	lavador	mazgāšana	N	N;NOM;FEM;SG
lavadora	mašīna	lavador	mašīna	N	N;NOM;FEM;SG
leña	koksne	leñar	koksne	N	N;NOM;FEM;SG
leña	koks	leñar	koks	N	N;NOM;MASC;SG
leña	koka	leñar	koks	N	N;GEN;MASC;SG
leña	kokmateriāli	leñar	kokmateriāli	N	N;NOM;MASC;PL
deixará	atstāt	deixar	atstāt	V	V;POS;NFIN
xeada	sals	xeada	sals	N	N;NOM;MASC;SG
cráteres	krāteri	cráteres	krāteris	N	N;NOM;MASC;PL
cráteres	bumba	cráteres	bumba	N	N;NOM;FEM;SG
crearon	radīta	crear	radīt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
crearon	radīts	crear	radīt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
crearon	izveidots	crear	izveidot	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
crearon	radīti	crear	radīt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
crearon	izveidota	crear	izveidot	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gobernamental	valdība	gobernamental	valdība	N	N;NOM;FEM;SG
gobernamental	valdības	gobernamental	valdība	N	N;NOM;FEM;PL
viran	redzējusi	vir	redzēt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
viran	redzēti	vir	redzēt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
viran	redzējuši	vir	redzēt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
viran	redzējis	vir	redzēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
matemática	matemātisko	matemático	matemātisks	ADJ	ADJ;ACC;MASC;SG
contando	skaitīt	contar	skaitīt	V	V;POS;NFIN
leccións	nodarbības	lección	nodarbība	N	N;NOM;FEM;PL
fotógrafo	fotogrāfs	fotógrafo	fotogrāfs	N	N;NOM;MASC;SG
rematara	bija	rematar	būt	V	V;FH;IND;3;POS;PST;FIN;ACT
paquetes	iepakojumi	paquete	iepakojums	N	N;NOM;MASC;PL
paquetes	pakas	paquete	paka	N	N;NOM;FEM;PL
paquetes	iepakojumi	paquete	iepakojums	N	N;NOM;MASC;PL
paquetes	pakotnes	paquete	pakotne	N	N;NOM;FEM;PL
paquetes	pakas	paquete	paka	N	N;NOM;FEM;PL
detívose	apturēts	detívose	apturēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
detívose	pārtrauca	detívose	pārtraukt	V	V;FH;IND;3;POS;PST;FIN;ACT
produciu	ražoti	producir	ražot	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
produciu	ražota	producir	ražot	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
produciu	ražotas	producir	ražot	V	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
produciu	saražots	producir	saražot	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
produciu	ražots	producir	ražot	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
inmensa	milzīga	inmenso	milzīga	ADJ	ADJ;NOM;FEM;SG
vistas	apskatīt	vista	apskatīt	V	V;POS;NFIN
instrumentos	instrumenti	instrumento	instruments	N	N;NOM;MASC;PL
unir	pievienojies	unir	pievienoties	V	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
unir	pievienoties	unir	pievienoties	V	V;POS;REFL;NFIN
unir	pievienojos	unir	pievienoties	V	V;FH;IND;SG;1;POS;REFL;PST;FIN;ACT
esqueceu	aizmirsu	esquecer	aizmirst	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
esqueceu	aizmirsa	esquecer	aizmirst	V	V;FH;IND;3;POS;PST;FIN;ACT
esqueceu	aizmirsuši	esquecer	aizmirst	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
esqueceu	aizmirsti	esquecer	aizmirst	V	V;IMP;PL;2;POS;FIN;ACT
esqueceu	aizmirsis	esquecer	aizmirst	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
cociñas	virtuvēs	cociña	virtuve	N	N;ESS;FEM;PL
gravación	ierakstīšana	gravación	ierakstīšana	N	N;NOM;FEM;SG
gravación	reģistrēšana	gravación	reģistrēšana	N	N;NOM;FEM;SG
gravación	ierakstīšanas	gravación	ierakstīšana	N	N;NOM;FEM;SG
gravación	reģistrācija	gravación	reģistrācija	N	N;NOM;FEM;SG
carriño	vagona	carriño	vagona	N	N;GEN;MASC;SG
carriño	vagons	carriño	vagons	N	N;NOM;MASC;SG
dáche	dod	dáche	dot	V	V;FH;IND;3;POS;PRS;FIN;ACT
gordos	tauki	gordo	tauki	N	N;NOM;MASC
gordos	tauku	gordo	tauki	N	N;ACC;MASC
gordos	taukiem	gordo	tauki	N	N;DAT;MASC
televisor	televizors	televisor	televizors	N	N;NOM;MASC;SG
televisor	televīzijas	televisor	televīzija	N	N;NOM;FEM;PL
televisor	televīzija	televisor	televīzija	N	N;NOM;FEM;SG
seguiron	sekoja	seguir	sekot	V	V;FH;IND;3;POS;PST;FIN;ACT
quendas	maiņas	quenda	maiņa	N	N;NOM;FEM;PL
quendas	maiņās	quenda	maiņa	N	N;ESS;FEM;PL
obradoiros	semināri	obradoiro	seminārs	N	N;NOM;MASC;PL
obradoiros	darbnīcas	obradoiro	darbnīca	N	N;NOM;FEM;PL
conseguen	iegūsti	conseguir	iegūt	V	V;IMP;SG;2;POS;FIN;ACT
conseguen	dabūt	conseguir	dabūt	V	V;POS;NFIN
conseguen	var	conseguir	varēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
conseguen	varam	conseguir	varēt	V	V;FH;IND;PL;1;POS;PRS;FIN;ACT
descobre	atrod	descobre	atrast	V	V;FH;IND;3;POS;PRS;FIN;ACT
levaría	ņemt	levar	ņemt	V	V;POS;NFIN
levaría	ņem	levar	ņemt	V	V;IMP;SG;2;POS;FIN;ACT
ataca	uzbrukt	ataca	uzbrukt	V	V;POS;NFIN
órbita	orbītā	órbita	orbīta	N	N;ESS;FEM;SG
atractiva	pievilcīgas	atractivo	pievilcīga	ADJ	ADJ;NOM;FEM;PL
atractiva	pievilcīgs	atractivo	pievilcīgs	ADJ	ADJ;NOM;MASC;SG
atractiva	pievilcīga	atractivo	pievilcīga	ADJ	ADJ;NOM;FEM;SG
atractiva	pievilcīgu	atractivo	pievilcīgs	ADJ	ADJ;ACC;MASC;SG
ofreceu	piedāvātie	ofrecer	piedāvāt	V	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
ofreceu	piedāvātas	ofrecer	piedāvāt	V	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
ofreceu	piedāvātais	ofrecer	piedāvāt	V	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
ofreceu	piedāvāts	ofrecer	piedāvāt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
dificultade	grūtības	dificultade	grūtības	N	N;NOM;FEM
parlamento	parlaments	parlamento	parlaments	N	N;NOM;MASC;SG
espellos	spoguļi	espello	spogulis	N	N;NOM;MASC;PL
caixeiro	kase	caixeiro	kase	N	N;NOM;FEM;SG
caixeiro	mašīna	caixeiro	mašīna	N	N;NOM;FEM;SG
títulos	virsraksti	título	virsraksts	N	N;NOM;MASC;PL
custos	izmaksas	custo	izmaksa	N	N;NOM;FEM;PL
custos	izmaksas	custo	izmaksa	N	N;NOM;FEM;PL
vehículos	transportlīdzekļi	vehículo	transportlīdzeklis	N	N;NOM;MASC;PL
metín	nolikt	metín	nolikt	V	V;POS;NFIN
metín	ielikt	metín	ielikt	V	V;POS;NFIN
soña	sapņo	soña	sapnis	V	V;FH;IND;3;POS;PRS;FIN;ACT
soña	sapņot	soña	sapņot	V	V;POS;NFIN
consolo	mierinājumu	consolo	mierinājums	N	N;ACC;MASC;SG
consolo	mierinājums	consolo	mierinājums	N	N;NOM;MASC;SG
espíritos	spirti	espírito	spirts	N	N;NOM;MASC;PL
algures	kautkur	algures	kautkur	ADV	ADV
taberna	bāri	taberno	bāri	N	N;NOM;MASC;PL
taberna	bārs	taberno	bārs	N	N;NOM;MASC;SG
taberna	stienis	taberno	stienis	N	N;NOM;MASC;SG
taberna	krodziņš	taberno	krodziņš	N	N;NOM;MASC;SG
vapor	tvaika	vapor	tvaika	N	N;NOM;MASC;SG
vapor	tvaiku	vapor	tvaika	N	N;ACC;MASC;SG
amarga	rūgta	amargar	rūgta	ADJ	ADJ;NOM;FEM;SG
amarga	rūgts	amargar	rūgts	ADJ	ADJ;NOM;MASC;SG
localizacións	vietas	localización	vieta	N	N;NOM;FEM;PL
ditadura	diktatūra	ditadura	diktatūra	N	N;NOM;FEM;SG
donas	dāmas	dono	dāma	N	N;NOM;FEM;PL
donas	dāmām	dono	dāma	N	N;DAT;FEM;PL
encanto	šarmu	encanto	šarma	N	N;ACC;FEM;SG
encanto	burvība	encanto	burvība	N	N;NOM;FEM;SG
porcallada	smird	porcallar	smirdēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
imaxine	iedomāties	imaxine	iedomāties	V	V;POS;REFL;NFIN
imaxine	iedomājies	imaxine	iedomāties	V	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
imaxine	iedomājieties	imaxine	iedomājieties	V	V;IMP;PL;2;POS;REFL;FIN;ACT
gravata	kaklasaite	gravatar	kaklasaite	N	N;NOM;FEM;SG
probe	mēģini	probar	mēģināt	V	V;IMP;SG;2;POS;FIN;ACT
probe	pamēģini	probar	pamēģināt	V	V;IMP;SG;2;POS;FIN;ACT
probe	mēģināt	probar	mēģināt	V	V;POS;NFIN
volvese	nāc	volver	nākt	V	V;IMP;SG;2;POS;FIN;ACT
olle	skatiens	olle	skatiens	N	N;NOM;MASC;SG
regresou	atnācu	regresar	atnākt	V	V;FH;IND;SG;1;POS;PST;FIN;ACT
regresou	atnāca	regresar	atnākt	V	V;FH;IND;3;POS;PST;FIN;ACT
beiras	bankas	beira	banka	N	N;NOM;FEM;PL
beiras	bankās	beira	banka	N	N;ESS;FEM;PL
aloxamento	mājoklis	aloxamento	mājoklis	N	N;NOM;MASC;SG
aloxamento	mājokļi	aloxamento	mājoklis	N	N;NOM;MASC;PL
mudanzas	izmaiņas	mudanza	izmaiņa	N	N;NOM;FEM;PL
mudanzas	pārmaiņas	mudanza	pārmaiņa	N	N;NOM;FEM;PL
berro	sauciens	berro	sauciens	N	N;NOM;MASC;SG
desorde	traucējums	desorde	traucējums	N	N;NOM;MASC;SG
desorde	nekārtību	desorde	nekārtība	N	N;ACC;FEM;SG
comerciante	uzņēmējs	comerciante	uzņēmējs	N	N;NOM;MASC;SG
comerciante	tirgotājs	comerciante	tirgotājs	N	N;NOM;MASC;SG
comerciante	komersants	comerciante	komersants	N	N;NOM;MASC;SG
perfume	ķelni	perfumir	ķelns	N	N;ACC;FEM;SG
perfume	smaržu	perfumir	smarža	N	N;ACC;FEM;SG
perfume	smaržas	perfumir	smarža	N	N;NOM;FEM;PL
saiamos	iegūsti	saiar	iegūt	V	V;IMP;SG;2;POS;FIN;ACT
saiamos	dabūt	saiar	dabūt	V	V;POS;NFIN
castrón	dēls	castrón	dēls	N	N;NOM;MASC;SG
castrón	ieroci	castrón	ieroce	N	N;ACC;FEM;SG
fascistas	fašisti	fascista	fašisti	N	N;NOM;MASC;PL
fascistas	fašistu	fascista	fašists	N	N;ACC;MASC;SG
protesta	protestu	protesta	protests	N	N;ACC;MASC;SG
protesta	protests	protesta	protests	N	N;NOM;MASC;SG
bandeiras	karogi	bandeira	karogs	N	N;NOM;MASC;PL
cruza	šķērso	cruzar	šķērsot	V	V;FH;IMP;SG;2;POS;PRS;FIN;ACT
prometida	solīts	prometer	solīt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
prometida	apsolīja	prometer	apsolīt	V	V;FH;IND;3;POS;PST;FIN;ACT
prometida	solīja	prometer	solīt	V	V;FH;IND;3;POS;PST;FIN;ACT
cómoda	ērts	cómodar	ērts	ADJ	ADJ;NOM;MASC;SG
cartuchos	patronas	cartuchos	patrona	N	N;NOM;FEM
cartuchos	munīcija	cartuchos	munīcija	N	N;NOM;FEM;SG
cartuchos	munīcijas	cartuchos	munīcija	N	N;NOM;FEM;PL
balón	bumbu	balón	bumba	N	N;ACC;FEM;SG
balón	balle	balón	balle	N	N;NOM;FEM;SG
balón	bumba	balón	bumba	N	N;NOM;FEM;SG
delegación	delegācija	delegación	delegācija	N	N;NOM;FEM;SG
dispararlle	skatē	dispararlle	skate	N	N;ESS;FEM;SG
revólver	ieroci	revólver	ieroce	N	N;ACC;FEM;SG
baleiros	tukši	baleiro	tukši	ADJ	ADJ;NOM;MASC;PL
baleiros	tukšs	baleiro	tukšs	ADJ	ADJ;NOM;MASC;SG
baleiros	tukšas	baleiro	tukša	ADJ	ADJ;NOM;FEM;PL
baleiros	tukša	baleiro	tukša	ADJ	ADJ;NOM;FEM;SG
patrullas	patruļas	patrulla	patruļa	N	N;NOM;FEM;PL
patrullas	automašīnas	patrulla	automašīna	N	N;NOM;FEM;PL
patrullas	cars	patrulla	cars	N	N;NOM;MASC;SG
patrullas	automobiļi	patrulla	automobilis	N	N;NOM;MASC;PL
patrullas	automašīnām	patrulla	automašīna	N	N;DAT;FEM;PL
enxeñeiro	inženieris	enxeñeiro	inženieris	N	N;NOM;MASC;SG
subiu	saņēmu	subiu	saņemt	V	V;FH;IND;SG;1;POS;PST;FIN;ACT
discursos	runas	discurso	runa	N	N;NOM;FEM;PL
puideses	varēja	poder	varēt	V	V;FH;IND;3;POS;PST;FIN;ACT
puideses	varētu	poder	varēt	V	V;COND;POS;FIN;ACT
acusa	apsūdz	acusar	apsūgt	V	V;FH;IND;3;POS;PRS;FIN;ACT
confirmar	apstiprināt	confirmar	apstiprināt	V	V;POS;NFIN
confirmar	apstiprinu	confirmar	apstiprināt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
bañeira	pirts	bañeira	pirts	N	N;NOM;FEM;SG
bañeira	vanna	bañeira	vanna	N	N;NOM;FEM;SG
coñecerte	satiekas	coñecerter	satikties	V	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
coñecerte	tiekas	coñecerter	tikties	V	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
coñecerte	sanāk	coñecerter	sanākt	V	V;FH;IND;3;POS;PRS;FIN;ACT
chegarás	būs	chegar	būt	V	V;FH;IND;3;POS;FUT;FIN;ACT
pó	putekļu	pó	puteklis	N	N;GEN;MASC;PL
pó	putekļi	pó	puteklis	N	N;NOM;MASC;PL
pó	putekļiem	pó	puteklis	N	N;DAT;MASC;PL
gravadora	lentes	gravador	lente	N	N;NOM;FEM;PL
gravadora	lentas	gravador	lenta	N	N;NOM;FEM
gravadora	lente	gravador	lente	N	N;NOM;FEM;SG
gravadora	reģistrators	gravador	reģistrators	N	N;NOM;MASC;SG
citas	citāti	cita	citāte	N	N;NOM;MASC;PL
medallas	medaļas	medalla	medaļa	N	N;NOM;FEM;PL
mova	pārvietot	movo	pārvietot	V	V;POS;NFIN
mova	pārvietoties	movo	pārvietoties	V	V;POS;REFL;NFIN
marabillas	brīnumi	marabilla	brīnums	N	N;NOM;MASC;PL
prometeu	solīts	prometer	solīt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
prometeu	apsolīja	prometer	apsolīt	V	V;FH;IND;3;POS;PST;FIN;ACT
prometeu	solīja	prometer	solīt	V	V;FH;IND;3;POS;PST;FIN;ACT
troco	maiņa	troco	maiņa	N	N;NOM;FEM;SG
troco	izmaiņas	troco	izmaiņa	N	N;NOM;FEM;PL
troco	pārmaiņas	troco	pārmaiņa	N	N;NOM;FEM;PL
guindar	mest	guindar	mest	V	V;POS;NFIN
guindar	met	guindar	mest	V	V;IMP;SG;2;POS;FIN;ACT
explorador	explorer	explorador	explorer	N	N;NOM;FEM;SG
cafés	kafejnīcas	cafés	kafejnīca	N	N;NOM;FEM;PL
lar	mājās	lar	māja	N	N;ESS;FEM;PL
lar	mājas	lar	māja	N	N;NOM;FEM;PL
quixer	gribu	quixer	gribēt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
quixer	gribam	quixer	gribēt	V	V;FH;IND;PL;1;POS;PRS;FIN;ACT
quixer	gribi	quixer	gribēt	V	V;IMP;SG;2;POS;FIN;ACT
quixer	grib	quixer	gribēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
mula	mūlis	mulo	mūlis	N	N;NOM;MASC;SG
nomeado	nosaukta	nomear	nosaukt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
nomeado	nosaukts	nomear	nosaukt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bombardear	apšauda	bombardear	apšaudīt	V	V;FH;IND;3;POS;PST;FIN;ACT
agasallos	dāvanas	agasallos	dāvana	N	N;NOM;FEM;PL
agasallos	dāvanas	agasallos	dāvana	N	N;NOM;FEM;PL
preguntarche	prasīt	preguntarche	prasīt	V	V;POS;NFIN
preguntarche	jautāt	preguntarche	jautāt	V	V;POS;NFIN
preguntarche	lūgt	preguntarche	lūgt	V	V;POS;NFIN
preguntarche	jautā	preguntarche	jautāt	V	V;FH;IND;SG;2;POS;PRS;FIN;ACT
cicatriz	rēta	cicatriz	rēts	N	N;NOM;FEM;SG
cicatriz	rētas	cicatriz	rēta	N	N;NOM;FEM;PL
guitarra	ģitāra	guitarrar	ģitāra	N	N;NOM;FEM;SG
sela	seglu	sel	segla	N	N;ACC;MASC;SG
sheila	šeila	sheila	šeila	N	N;NOM;FEM;SG
foguete	raķešu	foguete	raķetis	N	N;GEN;FEM;PL
foguete	raķete	foguete	raķete	N	N;NOM;FEM;SG
cumpría	uzstāja	cumpría	uzstāt	V	V;FH;IND;3;POS;PST;FIN;ACT
empezas	sākums	empeza	sākums	N	N;NOM;MASC;SG
empezas	starts	empeza	starts	N	N;NOM;MASC;SG
agulla	adatu	agulla	adata	N	N;ACC;MASC;SG
agulla	adata	agulla	adata	N	N;NOM;FEM;SG
agulla	adatas	agulla	adata	N	N;NOM;FEM;PL
esgotado	lietoti	esgotar	lietot	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
acento	akcents	acento	akcents	N	N;NOM;MASC;SG
acento	akcentu	acento	akcents	N	N;ACC;MASC;SG
bólas	bumbas	bóla	bumba	N	N;NOM;FEM;PL
bólas	bumbiņas	bóla	bumbiņa	N	N;NOM;FEM;PL
orgasmo	orgasms	orgasmo	orgasms	N	N;NOM;MASC;SG
fición	fantastikas	fición	fantastika	N	N;NOM;FEM;PL
crego	mācītājs	crego	mācītājs	N	N;NOM;MASC;SG
obedecer	pakļauties	obedecer	pakļauties	V	V;POS;REFL;NFIN
maridos	vīri	marido	vīrs	N	N;NOM;MASC;PL
veterinario	veterinārārsts	veterinario	veterinārārsts	N	N;NOM;MASC;SG
excepción	izņēmums	excepción	izņēmums	N	N;NOM;MASC;SG
abandonada	pamesti	abandonar	pamest	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
abandonada	pamestas	abandonar	pamest	V	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
abandonada	pamesta	abandonar	pamest	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
exclusivamente	ekskluzīvi	exclusivamente	ekskluzīvi	ADV	ADV
relevante	attiecīgais	relevante	attiecīgs	ADJ	ADJ;NOM;MASC;SG
vídeos	video	vídeos	video	N	N
continuo	nepārtraukts	continuo	nepārtraukt	ADJ	ADJ;NOM;MASC;SG
continuo	nepārtrauktā	continuo	nepārtraukt	ADJ	ADJ;NOM;FEM;SG
sentirme	jūtu	sentirme	just	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
sentirme	jūtos	sentirme	justies	V	V;FH;IND;SG;1;POS;REFL;PRS;FIN;ACT
sentirme	justies	sentirme	justies	V	V;POS;REFL;NFIN
sentirme	sajust	sentirme	sajust	V	V;POS;NFIN
sentirme	just	sentirme	just	V	V;POS;NFIN
melodía	melodija	melodía	melodija	N	N;NOM;FEM;SG
orgánico	organisko	orgánico	organiska	ADJ	ADJ;ACC;MASC;SG
orgánico	organiskie	orgánico	organisks	ADJ	ADJ;NOM;MASC;PL
reflicte	ataino	reflectir	atainot	V	V;FH;IND;3;POS;PRS;FIN;ACT
reflicte	atspoguļo	reflectir	atspogulot	V	V;FH;IND;3;POS;PRS;FIN;ACT
rápidos	ātra	rápido	ātra	ADJ	ADJ;NOM;FEM;SG
rápidos	ātrs	rápido	ātrs	ADJ	ADJ;NOM;MASC;SG
