ve	dan	ve	dan	CONJ	CONJ
beraberlik	imbang	beraberlik	imbang	N;NOM;SG;3	N;SG
beraberlik	kebersamaan	beraberlik	kebersamaan	N;NOM;SG;3	N
çapı	diameter	çapı	diameter	N;NOM;SG;3	N;SG
sahili	pesisir	sahili	pesisir	N;ACC;SG;3	N
organı	organ	organ	organ	N;ACC;SG;3	N;SG
cinayet	pembunuhan	cinayet	penbunuhan	N;NOM;SG;3	N;SG
cinayet	pembunuhan	cinayet	penbunuhan	N;NOM;SG;3	N;SG
düzenlenmiş	diatur	düzenle	diatur	V;PFV;NFH;IND;3;POS;PST;PASS	V;SG;PASS
reddetti	ditolak	reddet	ditolak	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
reddetti	menolak	reddet	mentolak	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
reddetti	ditolak	reddet	ditolak	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
reddetti	ditolak	reddet	ditolak	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
haçlılar	crusader	haçlı	crusader	N;NOM;PL;3	N
muzaffer	menang	muzaffer	menang		;SG
mesleği	profesi	meslek	profesi	N;NOM;SG;3	N;SG
mesleği	penjajahan	meslek	penjajahan	N;NOM;SG;3	N;SG
mesleği	pendudukan	meslek	pendudukan	N;NOM;SG;3	N;SG
üreticisi	manufaktur	üretici	manufaktur	N;NOM;SG;3	N
üreticisi	produsen	üretici	produsen	N;NOM;SG;3	N;SG
üreticisi	pabrikan	üretici	pabrikan	N;NOM;SG;3	N;SG
papalık	kepausan	papalık	kepausan	N;NOM;SG;3	N;SG
papalık	kepausan	papalık	kepausan	N;NOM;SG;3	N;SG
sevilen	dicintai	sev	dicintai	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
yayınlar	publikasi	yayın	publikasi	N;NOM;PL;3	N
danışmanı	konsultan	danışman	konsultan	N;NOM;SG;3	N;SG
danışmanı	penasihat	danışman	penasihat	N;NOM;SG;3	N;SG
danışmanı	penasihat	danışman	penasihat	N;NOM;SG;3	N;SG
danışmanı	penasehat	danışman	pennasehat	N;NOM;SG;3	N;SG
konservatuvarı	konservatori	konservatuvarı	konservatori	N;ACC;SG;3	N;SG
benzerlik	afinitas	benzerlik	afinitas	N;NOM;SG;3	N;SG
benzerlik	pertalian	benzerlik	pertalian	N;NOM;SG;3	N;SG
benzerlik	kemiripan	benzerlik	kemiripan	N;NOM;SG;3	N;SG
benzerlik	kemiripan	benzerlik	kemiripan	N;NOM;SG;3	N;SG
benzerlik	kemiripan	benzerlik	kemiripan	N;NOM;SG;3	N;SG
benzerlik	kesamaan	benzerlik	kesamaan	N;NOM;SG;3	N;SG
benzerlik	kemiripan	benzerlik	kemiripan	N;NOM;SG;3	N;SG
kimliği	identitas	kimlik	identitas	N;NOM;SG;3	N;SG
hakaret	fitnah	hakaret	fitnah	N;NOM;SG;3	N;SG
hakaret	penistaan	hakaret	penistaan	N;NOM;SG;3	N;SG
hakaret	penghinaan	hakaret	penhinaan	N;NOM;SG;3	N;SG
hakaret	hinaan	hakaret	hinaan	N;NOM;SG;3	N;SG
kurtlar	srigala	kurt	srigala	N;NOM;PL;3	N
kurtlar	serigala	kurt	serigala	N;NOM;PL;3	N
kurtlar	serigala	kurt	serigala	N;NOM;PL;3	N
azami	max	azami	max		
karşılaştı	dihadapi	karşılaş	dihadapi	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
izledi	ditonton	izle	ditonton	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
izledi	disaksikan	izle	disaksikan	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
izledi	diawasi	izle	diawasi	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
özgürlüğü	kebebasan	özgürlük	kebebasan	N;ACC;SG;3	N;SG
özgürlüğü	peterpan	özgürlük	peterpan	N;ACC;SG;3	N
özgürlüğü	kemerdekaan	özgürlük	kemerdekaan	N;ACC;SG;3	N;SG
renault	renault	renault	renault	N;NOM;SG;3	N
yeğeni	keponakan	yeğen	keponakan	N;NOM;SG;3	N;SG
yeğeni	keponakan	yeğen	keponakan	N;NOM;SG;3	N;SG
stabilize	menstabilkan	stabilize	menstabilkan	V;PFV;IND;SG;POS;PRS	V;SG;ACT
veriyor	memberikan	ver	menberikan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
veriyor	memberi	ver	menberi	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
burnu	moncong	burun	moncong	N;NOM;SG;3	N;SG
burnu	hidung	burun	hidung	N;NOM;SG;3	N;SG
manastırı	vihara	manastırı	vihara	N;ACC;SG;3	N
manastırı	biara	manastırı	biara	N;ACC;SG;3	N
sunar	kado	sunar	kado	N;NOM;SG;3	N;SG
kaçtı	lolos	kaç	lolos	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
ilgilenen	berminat	ilgilen	berminat	V;PFV;IND;POS;PRS;V.PTCP	V;SG;ACT
romancı	novelis	romancı	novelis	N;NOM;SG;3	N
sendromu	sindrom	sendromu	sindrom	N;NOM;SG;3	N
planlanan	terjadwal	planla	terjadwal	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
planlanan	dijadwalkan	planla	dijadwalkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
planlanan	terencana	planla	terrencana	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
planlanan	direncanakan	planla	direncanakan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
geçmek	menyeberang	geç	menseberang	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
geçmek	melintas	geç	menlintas	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
bekleyen	menunggu	bekle	mentunggu	V;PFV;IND;POS;PRS;V.PTCP	V;SG;ACT
bekleyen	menanti	bekle	menanti	V;PFV;IND;POS;PRS;V.PTCP	V;SG;ACT
bekleyen	ditunda	bekle	ditunda	V;PFV;IND;POS;PRS;V.PTCP	V;SG;PASS
bekleyen	tertunda	bekle	tertunda	V;PFV;IND;POS;PRS;V.PTCP	V;SG;PASS
bekleyen	menunggu	bekle	mentunggu	V;PFV;IND;POS;PRS;V.PTCP	V;SG;ACT
auto	otomatis	auto	otomatis		
namlu	moncong	namlu	moncong	N;NOM;SG;3	N;SG
namlu	barel	namlu	barel	N;NOM;SG;3	N
namlu	laras	namlu	laras	N;NOM;SG;3	N
tarihçiler	sejarawan	tarihçi	sejarawan	N;NOM;PL;3	N
büyüdü	tumbuh	büyü	tumbuh	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
simgesi	icon	simge	icon	N;NOM;SG;3	N
simgesi	ikon	simge	ikon	N;NOM;SG;3	N
avukatlık	pengacara	avukatlık	pengacara	N;NOM;SG;3	N;SG
anlamak	memahami	anla	menpahami	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
anlamak	pahami	anla	pahami	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
anlamak	mengertilah	anla	menkerti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
anlamak	memahami	anla	menpahami	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
cennet	sorga	cennet	sorga	N;NOM;SG;3	N
cennet	kayangan	cennet	kayangan	N;NOM;SG;3	N
hotel	hotel	hotel	hotel	N;NOM;SG;3	N;SG
anlaşılır	dimengerti	anlaş	dimengerti	V;IPFV;IND;SG;3;POS;PASS	V;SG;PASS
tutmak	menjaga	tut	menjaga	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
memnun	puas	memnun	puas	ADJ	ADJ;SG
yorumu	komen	yorum	komen	N;ACC;SG;3	N
yorumu	komentari	yorum	komentari	N;ACC;SG;3	N;SG
yorumu	komentar	yorum	komentar	N;ACC;SG;3	N;SG
özeti	rangkuman	özet	rangkuman	N;ACC;SG;3	N;SG
özeti	ringkasan	özet	ringkasan	N;ACC;SG;3	N;SG
kavga	perkelahian	kavga	perkelahian	N;NOM;SG;3	N;SG
kavga	lawan	kavga	lawan	N;NOM;SG;3	N;SG;ACT
komedyen	pelawak	komedyen	penlawak	N;NOM;SG;3	N
komedyen	comedian	komedyen	comedian	N;NOM;SG;3	N
komedyen	komedian	komedyen	komedian	N;NOM;SG;3	N;SG
platformu	platform	platform	platform	N;NOM;SG;3	N
cerrahi	operasi	cerrahi	operasi	N;NOM;SG;3	N;SG
cerrahi	pembedahan	cerrahi	penbedahan	N;NOM;SG;3	N;SG
cerrahi	pembedahan	cerrahi	penbedahan	N;NOM;SG;3	N;SG
gözü	mata	göz	mata	N;NOM;SG;3	N;SG
sorumluluk	tanggungjawab	sorumluluk	tanggungjawab	N;NOM;SG;3	N;SG
inanılır	dipercaya	inan	dipercaya	V;IPFV;IND;SG;3;POS;PASS	V;SG;PASS
aralığı	interval	aralık	interval	N;NOM;SG;3	N
konut	residence	konut	residence	N;NOM;SG;3	N
konut	kediaman	konut	kediaman	N;NOM;SG;3	N;SG
konut	perumahan	konut	penrumahan	N;NOM;SG;3	N;SG
konut	pemukiman	konut	penmukiman	N;NOM;SG;3	N;SG
konut	perumahan	konut	penrumahan	N;NOM;SG;3	N;SG
kazanılan	diperoleh	kazan	diperoleh	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
kazanılan	diperoleh	kazan	diperoleh	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
kazanılan	didapatkan	kazan	didapatkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
kazanılan	dimenangkan	kazan	dimenangkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
hazine	harta	hazin	harta	N;NOM;SG;3	N;SG
hazine	perbendaharaan	hazin	perbendaharaan	N;NOM;SG;3	N;SG
güreşçi	pegulat	güreşçi	pegulat	N;NOM;SG;3	N;SG
harun	harun	harun	harun		
harun	harun	harun	harun		
planet	planet	planet	planet	N;NOM;SG;3	N;SG
öğretmenlik	pengajaran	öğretmenlik	penajaran	N;NOM;SG;3	N;SG
denizaltı	selam	denizaltı	selam	N;NOM;SG;3	N;SG
denizaltı	sub	denizaltı	sub	N;NOM;SG;3	N
operasyonu	operasi	operasyon	operasi	N;ACC;SG;3	N;SG
gösteriyor	memperlihatkan	göster	menperlihatkan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
gösteriyor	menunjukkan	göster	mentunjukkan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
gösteriyor	menampilkan	göster	mentampilkan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
gösteriyor	memperlihatkan	göster	menperlihatkan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
gösteriyor	menunjukkan	göster	mentunjukkan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
gösteriyor	menampilkan	göster	mentampilkan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
çoğunluk	mayoritas	çoğunluk	mayoritas	N;NOM;SG;3	N;SG
yoğunluk	intensitas	yoğunluk	intensitas	N;NOM;SG;3	N;SG
yoğunluk	kepadatan	yoğunluk	kepadatan	N;NOM;SG;3	N;SG
deep	sedalam	deep	sedalam		;SG
belirlenmiş	ditunjuk	belirle	ditunjuk	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PASS
once	duluan	once	duluan		
üretilmiş	diproduksi	üre	diproduksi	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PASS
üretilmiş	dihasilkan	üre	dihasilkan	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PASS
üretilmiş	diproduksi	üre	diproduksi	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PASS
tasarlanan	dirancang	tasarla	dirancang	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
tasarlanan	didesain	tasarla	didesain	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
yarattı	tercipta	yarat	tercipta	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
yarattı	dibuat	yarat	dibuat	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
etkinlikler	event	etkinlik	event	N;NOM;PL;3	N
ifadeler	frase	ifade	frase	N;NOM;PL;3	N
ifadeler	frasa	ifade	frasa	N;NOM;PL;3	N
ifadeler	testimonial	ifade	testimonial	N;NOM;PL;3	N
ifadeler	testimoni	ifade	testimoni	N;NOM;PL;3	N
eksikliği	kekurangan	eksiklik	kekurangan	N;NOM;SG;3	N;SG
puanlar	rating	puan	rating	N;NOM;PL;3	N
puanlar	point	puan	point	N;NOM;PL;3	N
mekanizması	mekanisme	mekaniz	mekanisme	N;NOM;SG;3	N;SG
getirilmiş	dibawa	getir	dibawa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
güzellik	keindahan	güzellik	keindahan	N;NOM;SG;3	N;SG
güzellik	cantiknya	güzellik	cantik	N;NOM;SG;3	N;SG
güzellik	kecantikan	güzellik	kecantikan	N;NOM;SG;3	N;SG
müşteri	nasabah	müşteri	nasabah	N;NOM;SG;3	N;SG
müşteri	pelanggan	müşteri	penlanggan	N;NOM;SG;3	N;SG
müşteri	pelanggan	müşteri	penlanggan	N;NOM;SG;3	N;SG
müşteri	klien	müşteri	klien	N;NOM;SG;3	N;SG
ayıran	memisahkan	ayır	menpisahkan	V;PFV;IND;POS;PRS;V.PTCP	V;SG;ACT
imzalandı	ditandatangani	imzala	ditandatangani	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
ilkesi	prinsip	ilke	prinsip	N;NOM;SG;3	N;SG
ilkesi	prinsipnya	ilke	prinsipnya	N;NOM;SG;3	N;SG
dostu	ramah	dost	ramah	ADJ;NOM;SG;3	ADJ;SG
kentsel	perkotaan	kentsel	perkotaan	N;NOM;SG;3	N;SG
kazanmak	menangkan	kazan	mentangkan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
kazanmak	memenangkan	kazan	menmenangkan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
pasaport	paspor	pasaport	paspor	N;NOM;SG;3	N;SG
pasaport	paspor	pasaport	paspor	N;NOM;SG;3	N;SG
eşitlik	paritas	eşitlik	paritas	N;NOM;SG;3	N
eşitlik	persamaan	eşitlik	persamaan	N;NOM;SG;3	N;SG
eşitlik	persamaan	eşitlik	persamaan	N;NOM;SG;3	N;SG
eşitlik	kesetaraan	eşitlik	kesetaraan	N;NOM;SG;3	N;SG
kampı	kemah	kampı	kemah	N;ACC;SG;3	N;SG
kampı	perkemahan	kampı	perkemahan	N;ACC;SG;3	N
kampı	kamp	kampı	kamp	N;ACC;SG;3	N;SG
taburu	batalyon	tabur	batalyon	N;NOM;SG;3	N
taburu	batalion	tabur	batalion	N;NOM;SG;3	N
öğrendi	dipelajari	öğren	dipelajari	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
penaltı	penalti	penaltı	penalti	N;NOM;SG;3	N;SG
penaltı	pinalti	penaltı	pinalti	N;NOM;SG;3	N
finalleri	final	final	final	N;NOM;PL;3	N
kalitesi	kualitas	kalite	kualitas	N;NOM;SG;3	N;SG
jüpiter	jupiter	jüpiter	jupiter	N;NOM;SG;3	N
patates	kentang	patates	kentang	N;NOM;SG;3	N;SG
patates	kentang	patates	kentang	N;NOM;SG;3	N;SG
büyükelçiliği	kbri	büyükelçilik	kbri	N;NOM;SG;3	N;SG
büyükelçiliği	kedutaan	büyükelçilik	kedutaan	N;NOM;SG;3	N;SG
etiketi	label	etiket	label	N;NOM;SG;3	N;SG
görüntüleri	cuplikan	görüntü	cuplikan	N;NOM;PL;3	N
çiftlik	perkebunan	çiftlik	perkebunan	N;NOM;SG;3	N;SG
çiftlik	peternakan	çiftlik	peternakan	N;NOM;SG;3	N;SG
çiftlik	ladang	çiftlik	ladang	N;NOM;SG;3	N;SG
çiftlik	pertanian	çiftlik	pertanian	N;NOM;SG;3	N;SG
çiftlik	peternakan	çiftlik	peternakan	N;NOM;SG;3	N;SG
görelilik	relativitas	görelilik	relativitas	N;NOM;SG;3	N
dairesel	melingkar	dairesel	menlingkar		;ACT
istenilen	diinginkan	iste	diinginkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
girmek	memasuki	gir	menmasuki	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
girmek	memasukkan	gir	menmasukkan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
dayanıklı	awet	dayanıklı	awet	ADJ	ADJ;SG
dayanıklı	kokoh	dayanıklı	kokoh	ADJ	ADJ;SG
nemli	dank	nemli	dank		
olimpik	olimpiade	ol	olimpiade	N;NOM;SG;3	N;SG
işlemci	prosesor	işlemci	prosesor	N;NOM;SG;3	N;SG
azınlık	minoritas	azınlık	minoritas	N;NOM;SG;3	N;SG
fakülte	fakultas	fakül	fakultas	N;NOM;SG;3	N;SG
çıkmak	berkencan	çık	berkencan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
konfederasyonu	konfederasi	konfederasyon	konfederasi	N;ACC;SG;3	N
danışma	konsultasi	danış	konsultasi	N;NOM;SG;3	N;SG
danışma	konsultan	danış	konsultan	N;NOM;SG;3	N;SG
danışma	penasihat	danış	penasihat	N;NOM;SG;3	N;SG
danışma	nasihat	danış	nasihat	N;NOM;SG;3	N;SG
danışma	penasehat	danış	pennasehat	N;NOM;SG;3	N;SG
danışma	penyuluhan	danış	pensuluhan	N;NOM;SG;3	N;SG
danışma	konsultasi	danış	konsultasi	N;NOM;SG;3	N;SG
danışma	konseling	danış	konseling	N;NOM;SG;3	N;SG
danışma	aqidah	danış	aqidah	N;NOM;SG;3	N;SG
danışma	penyuluhan	danış	pensuluhan	N;NOM;SG;3	N;SG
bağışıklık	kekebalan	bağışıklık	kekebalan	N;NOM;SG;3	N;SG
bağışıklık	imun	bağışıklık	imun	N;NOM;SG;3	N
bağışıklık	imunisasi	bağışıklık	imunisasi	N;NOM;SG;3	N
bağışıklık	kekebalan	bağışıklık	kekebalan	N;NOM;SG;3	N;SG
uygulanır	terapkan	uygula	terapkan	V;IPFV;IND;SG;3;POS;PASS	V;SG;PASS
çözümü	larutan	çözüm	larutan	N;ACC;SG;3	N;SG
çözümü	solusi	çözüm	solusi	N;ACC;SG;3	N;SG
akışı	aliran	akış	aliran	N;NOM;SG;3	N;SG
akışı	alur	akış	alur	N;NOM;SG;3	N;SG
uzakta	jauh	uzak	jauh	ADJ;ESS;SG;3	ADJ;SG
uzakta	jauh	uzak	jauh	ADJ;ESS;SG;3	ADJ;SG
koleksiyonu	koleksi	koleksiyonu	koleksi	N;ACC;SG;3	N;SG
engelli	nonaktif	engelli	nonaktif		
gönderir	mengirimkan	gönder	menkirimkan	V;IPFV;IND;SG;3;POS	V;SG;ACT
çiçeği	bunga	çiçek	bunga	N;NOM;SG;3	N;SG
yurtdışında	perantauan	yurtdışı	perantauan	N;ESS;SG;3	N
denizcilik	maritim	denizcilik	maritim	N;NOM;SG;3	N
denizcilik	kelautan	denizcilik	kelautan	N;NOM;SG;3	N;SG
denizcilik	marinir	denizcilik	marinir	N;NOM;SG;3	N
denizcilik	laut	denizcilik	laut	N;NOM;SG;3	N;SG
denizcilik	kelautan	denizcilik	kelautan	N;NOM;SG;3	N;SG
balıkçılık	perikanan	balıkçılık	perikanan	N;NOM;SG;3	N;SG
balıkçılık	perikanan	balıkçılık	perikanan	N;NOM;SG;3	N;SG
balıkçılık	perikanan	balıkçılık	perikanan	N;NOM;SG;3	N;SG
taraftar	penggemar	taraf	pengemar	N;NOM;SG;3	N;SG
taraftar	penggemar	taraf	pengemar	N;NOM;SG;3	N;SG
taraftar	kipas	taraf	kipas	N;NOM;SG;3	N;SG
kapatıldı	ditutup	kapa	ditutup	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
kapatıldı	tertutup	kapa	tertutup	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
blog	blog	blog	blog	N;NOM;SG;3	N;SG
kelebek	sampek	kelebek	sampek	N;NOM;SG;3	N
araştırmacılar	investigator	araştır	investigator	N;NOM;PL;3	N
yetenek	keahlian	yetenek	keahlian	N;NOM;SG;3	N;SG
yetenek	keterampilan	yetenek	keterampilan	N;NOM;SG;3	N;SG
yetenek	kemampuan	yetenek	kemampuan	N;NOM;SG;3	N;SG
yetenek	bakat	yetenek	bakat	N;NOM;SG;3	N;SG
yetenek	talenta	yetenek	talenta	N;NOM;SG;3	N;SG
yetenek	bakatnya	yetenek	bakat	N;NOM;SG;3	N;SG
yetenek	kemampuan	yetenek	kemampuan	N;NOM;SG;3	N;SG
ölçüm	pengukuran	ölçüm	penukuran	N;NOM;SG;3	N;SG
ölçüm	metrik	ölçüm	metrik	N;NOM;SG;3	N
ölçüm	ukur	ölçüm	ukur	N;NOM;SG;3	N;SG;ACT
ölçüm	pengukuran	ölçüm	penukuran	N;NOM;SG;3	N;SG
belirler	menspesifikasikan	belir	menspesifikasikan	V;IPFV;IND;SG;3;POS	V;SG;ACT
belirler	menentukan	belir	mententukan	V;IPFV;IND;SG;3;POS	V;SG;ACT
yenildi	kalah	yenil	kalah	V;PFV;IND;SG;3;POS;PST;PASS	V;SG
yenildi	dikalahkan	yenil	dikalahkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
tutulan	dipegang	tut	dipegang	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
tutulan	ditahan	tut	ditahan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
tutulan	diadakan	tut	diadakan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
tutulan	dipertahankan	tut	dipertahankan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
strateji	strategi	strateji	strategi	N;NOM;SG;3	N;SG
açlık	lapar	açlık	lapar		
alev	nyala	alev	nyala		
üretildi	dihasilkan	üre	dihasilkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
üretildi	diproduksi	üre	diproduksi	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
slam	banting	slam	banting		
yükleme	dimuat	yükle	dimuat	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;PASS
yükleme	memuat	yükle	menmuat	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
yükleme	mengunggah	yükle	menunggah	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
yükleme	unggah	yükle	unggah	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
yükleme	mengunduh	yükle	menunduh	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
bak	lihat	bak	lihat	V;PFV;IMP;SG;2;POS;PRS	V;SG;ACT
bak	lihatlah	bak	lihat	V;PFV;IMP;SG;2;POS;PRS	V;SG;ACT
başlatılan	diluncurkan	başla	diluncurkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
anı	ani	an	ani		
görüntüler	cuplikan	görüntü	cuplikan	N;NOM;PL;3	N
ağzı	mulut	ağzı	mulut	N;NOM;SG;3	N;SG
işlemler	transaksi	işlem	transaksi	N;NOM;PL;3	N
öneri	saran	öneri	saran	N;NOM;SG;3	N;SG
öneri	usul	öneri	usul	N;NOM;SG;3	N;SG;ACT
öneri	sugesti	öneri	sugesti	N;NOM;SG;3	N
öneri	saran	öneri	saran	N;NOM;SG;3	N;SG
öneri	rekomendasi	öneri	rekomendasi	N;NOM;SG;3	N;SG
öneri	proposal	öneri	proposal	N;NOM;SG;3	N;SG
öneri	usul	öneri	usul	N;NOM;SG;3	N;SG;ACT
öneri	usulan	öneri	usulan	N;NOM;SG;3	N;SG
öneri	lamaran	öneri	lamaran	N;NOM;SG;3	N;SG
cesur	nekad	cesur	nekad		;SG
rehberi	direktori	rehber	direktori	N;NOM;SG;3	N;SG
rehberi	pedoman	rehber	pedoman	N;NOM;SG;3	N;SG
rehberi	panduan	rehber	panduan	N;NOM;SG;3	N;SG
rehberi	pemandu	rehber	penpandu	N;NOM;SG;3	N;SG
başlıklar	header	başlık	header	N;NOM;PL;3	N
palace	istana	palace	istana	N;NOM;SG;3	N;SG
kırdı	pecah	kır	pecah	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
hilal	sabit	hilal	sabit		
düşmüş	jatuh	düş	jatuh	V;PFV;NFH;IND;SG;3;POS;PST	V;SG;ACT
denklemi	persamaan	denklem	persamaan	N;NOM;SG;3	N;SG
benfica	benfica	benfica	benfica	N;NOM;SG;3	N
denetimi	audit	denetim	audit	N;NOM;SG;3	N;SG
anlaşmazlık	ketidaksetujuan	anlaşmazlık	cukupansetsetuan	N;NOM;SG;3	N;SG
anlaşmazlık	ketidaksetujuan	anlaşmazlık	cukupansetsetuan	N;NOM;SG;3	N;SG
anlaşmazlık	konflik	anlaşmazlık	konflik	N;NOM;SG;3	N;SG
anlaşmazlık	sengketa	anlaşmazlık	sengketa	N;NOM;SG;3	N;SG
anlaşmazlık	persengketaan	anlaşmazlık	persengketaan	N;NOM;SG;3	N;SG
anlaşmazlık	perselisihan	anlaşmazlık	perselisihan	N;NOM;SG;3	N;SG
domates	tomat	domates	tomat	N;NOM;SG;3	N;SG
domates	tomat	domates	tomat	N;NOM;SG;3	N;SG
kanalları	kanal	kanal	kanal	N;ACC;PL;3	N
hikaye	cerita	hika	cerita	N;NOM;SG;3	N;SG
hikaye	berita	hika	berita	N;NOM;SG;3	N;SG
hikaye	kisah	hika	kisah	N;NOM;SG;3	N;SG
dönüşümü	transformasi	dönüşüm	transformasi	N;ACC;SG;3	N;SG
karışımı	campur	karışım	campur	N;NOM;SG;3	N;SG;ACT
karışımı	campurannya	karışım	campuran	N;NOM;SG;3	N;SG
cenazesi	pemakaman	cenaze	penmakaman	N;NOM;SG;3	N;SG
yakaladı	tertangkap	yakala	tertangkap	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
depremi	gempa	deprem	gempa	N;NOM;SG;3	N;SG
ayakkabı	sepatu	ayakkabı	sepatu	N;NOM;SG;3	N;SG
ayakkabı	sepatu	ayakkabı	sepatu	N;NOM;SG;3	N;SG
öğrenmek	belajar	öğren	belajar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG
öğrenmek	pelajari	öğren	pelajari	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
öğrenmek	belajar	öğren	belajar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG
ibadet	ibadah	ibadet	ibadah	N;NOM;SG;3	N;SG
garden	taman	garden	taman	N;NOM;SG;3	N;SG
garden	kebun	garden	kebun	N;NOM;SG;3	N;SG
güler	tertawa	gül	tertawa		
içerdiği	mengandung	içer	menkandung	V;PFV;IND;POS;PST;V.PTCP	V;SG;ACT
içerdiği	berisi	içer	berisi	V;PFV;IND;POS;PST;V.PTCP	V;SG;ACT
itunes	itunes	itunes	itunes	N;DAT;SG;3	N;SG
etkinliği	keefektifan	etkinlik	keefektifan	N;ACC;SG;3	N;SG
etkinliği	efektivitas	etkinlik	efektivitas	N;ACC;SG;3	N
etkinliği	peristiwa	etkinlik	peristiwa	N;ACC;SG;3	N;SG
etkinliği	acara	etkinlik	acara	N;ACC;SG;3	N;SG
danışmanlık	penasihat	danışmanlık	penasihat	N;NOM;SG;3	N;SG
danışmanlık	nasihat	danışmanlık	nasihat	N;NOM;SG;3	N;SG
danışmanlık	penasehat	danışmanlık	pennasehat	N;NOM;SG;3	N;SG
danışmanlık	penyuluhan	danışmanlık	pensuluhan	N;NOM;SG;3	N;SG
