para	for	para	for	ADP	ADP
sinal	tegn	sinal	tegn	N;MASC;SG	N;INDF;NEUT;SG
league	league	leagar	league	N;MASC;SG	N;INDF;MASC+FEM;SG
league	ligaen	leagar	liga	N;MASC;SG	N;DEF;MASC+FEM;SG
league	liga	leagar	liga	N;MASC;SG	N;INDF;MASC+FEM;SG
olhos	øjnene	olho	øje	N;MASC;PL	N;DEF;NEUT;PL
olhos	øjne	olho	øje	N;MASC;PL	N;INDF;NEUT;PL
olhos	øjne	olho	øje	N;MASC;PL	N;INDF;NEUT;PL
reforma	reformation	reforma	reformation	N;FEM;SG	N;INDF;MASC+FEM;SG
reforma	pensionering	reforma	pensionering	N;FEM;SG	N;INDF;MASC+FEM;SG
reforma	reformen	reforma	reformen	N;FEM;SG	N;DEF;MASC+FEM;SG
reforma	reform	reforma	reform	N;FEM;SG	N;INDF;MASC+FEM;SG
solução	løsning	solução	løsning	N;FEM;SG	N;INDF;MASC+FEM;SG
solução	opløsning	solução	opløsning	N;FEM;SG	N;INDF;MASC+FEM;SG
processos	processer	processo	processe	N;MASC;PL	N;INDF;MASC+FEM;PL
processos	sager	processo	sag	N;MASC;PL	N;INDF;MASC+FEM;PL
instrumento	instrument	instrumento	instrument	N;MASC;SG	N;INDF;NEUT;SG
instrumento	instrumentet	instrumento	instrument	N;MASC;SG	N;DEF;NEUT;SG
inferior	lavere	inferior	lav	ADJ;MASC;SG	ADJ;CMPR
inferior	nedre	inferior	nedre	ADJ;MASC;SG	ADJ
inferior	ringere	inferior	ringer	ADJ;MASC;SG	ADJ;CMPR
apresentado	fremlagt	apresentar	fremlægge	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
apresentado	præsenteret	apresentar	præsentere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
apresentado	præsenteres	apresentar	præsentere	V;MASC;SG;V.PTCP	V;NFIN;PASS
contato	kontakt	contato	kontakt	N;MASC;SG	N;INDF;MASC+FEM;SG
contato	henvendelse	contato	henvendelse	N;MASC;SG	N;INDF;MASC+FEM;SG
escolha	valg	escolha	valg	N;FEM;SG	N;INDF;NEUT;SG
críticas	anmeldelser	crítica	anmeldelse	N;FEM;PL	N;INDF;MASC+FEM;PL
críticas	kritikpunkter	crítica	kritikpunkt	N;FEM;PL	N;INDF;NEUT;PL
setor	sektor	setor	sektor	N;MASC;SG	N;INDF;MASC+FEM;SG
setor	sektoren	setor	sektor	N;MASC;SG	N;DEF;MASC+FEM;SG
gabriel	gabriel	gabriel	gabriel	N;MASC;SG	N;INDF;MASC+FEM;SG
presentes	nuværende	presente	nuværende	ADJ;MASC;PL	ADJ
trono	tronen	trono	trone	N;MASC;SG	N;DEF;MASC+FEM;SG
trono	trone	trono	trone	N;MASC;SG	N;INDF;MASC+FEM;SG
queda	efterår	queda	efterår	N;FEM;SG	N;INDF;NEUT;SG
queda	fald	queda	fald	N;FEM;SG	N;INDF;NEUT;SG
crise	krise	crise	krise	N;FEM;SG	N;INDF;MASC+FEM;SG
crise	krisesituation	crise	krisesituation	N;FEM;SG	N;INDF;MASC+FEM;SG
crise	krisen	crise	kris	N;FEM;SG	N;DEF;MASC+FEM;SG
obter	opnå	obter	opnå	V;NFIN	V;NFIN;ACT
obter	indhenter	obter	indhent	V;NFIN	V;IND;PRS;FIN;ACT
obter	få	obter	få	V;NFIN	V;NFIN;ACT
levar	tage	levar	tage	V;NFIN	V;NFIN;ACT
levar	tag	levar	tage	V;NFIN	V;IMP
encontrado	fundne	encontrar	fundne	V;MASC;SG;V.PTCP	V;NFIN;ACT
encontrado	fandt	encontrar	finde	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
encontrado	fundet	encontrar	finde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
encontrado	stødt	encontrar	støde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
encontrado	stødte	encontrar	stod	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
hall	hallen	hall	hal	N;MASC;SG	N;DEF;MASC+FEM;SG
hall	sal	hall	sal	N;MASC;SG	N;INDF;MASC+FEM;SG
nosso	vores	nosso	vores	DET;MASC;SG	DET;1
nosso	vor	nosso	vores	DET;MASC;SG	DET;MASC+FEM;SG;1
nosso	vores	nosso	vores	DET;MASC;SG	DET;1
record	plade	record	plade	N;FEM;SG	N;INDF;MASC+FEM;SG
record	rekord	record	rekord	N;FEM;SG	N;INDF;MASC+FEM;SG
biografia	bio	biografia	bio	N;FEM;SG	N;INDF;MASC+FEM;SG
biografia	biografi	biografia	biografi	N;FEM;SG	N;INDF;MASC+FEM;SG
biografia	biografi	biografia	biografi	N;FEM;SG	N;INDF;MASC+FEM;SG
apagar	sletter	apagar	slette	V;NFIN	V;IND;PRS;FIN;ACT
apagar	slette	apagar	slette	V;NFIN	V;NFIN;ACT
apagar	slette	apagar	slette	V;NFIN	V;NFIN;ACT
química	kemikalie	química	kemikalie	N;FEM;SG	N;INDF;NEUT;SG
química	kemi	química	kemi	N;FEM;SG	N;INDF;MASC+FEM;SG
casal	par	casal	par	N;MASC;SG	N;INDF;NEUT;SG
núcleo	kernen	núcleo	kerne	N;MASC;SG	N;DEF;MASC+FEM;SG
núcleo	kerne	núcleo	kerne	N;MASC;SG	N;INDF;MASC+FEM;SG
núcleo	kerne	núcleo	kerne	N;MASC;SG	N;INDF;MASC+FEM;SG
núcleo	kernen	núcleo	kerne	N;MASC;SG	N;DEF;MASC+FEM;SG
núcleo	kerne	núcleo	kerne	N;MASC;SG	N;INDF;MASC+FEM;SG
grécia	græker	grécia	græker	N;FEM;SG	N;INDF;MASC+FEM;SG
neto	barnebarn	neto	barnebarn	N;MASC;SG	N;INDF;NEUT;SG
neto	barnebarn	neto	barnebarn	N;MASC;SG	N;INDF;NEUT;SG
espanhola	spansk	espanhola	spansk	N;FEM;SG	N;INDF;NEUT;SG
fazenda	gård	fazenda	gård	N;FEM;SG	N;INDF;MASC+FEM;SG
band	band	band	band	N;MASC;SG	N;INDF;NEUT;SG
band	bandet	band	band	N;MASC;SG	N;DEF;NEUT;SG
band	orkester	band	orkester	N;MASC;SG	N;INDF;NEUT;SG
sérvia	serbien	sérvio	serbi	N;FEM;SG	N;DEF;MASC+FEM;SG
sérvia	serbiens	sérvio	serbiens	N;FEM;SG	N;GEN;DEF;MASC+FEM;SG
ato	retsakt	ato	retsakt	N;MASC;SG	N;INDF;MASC+FEM;SG
ato	akt	ato	akt	N;MASC;SG	N;INDF;MASC+FEM;SG
ato	act	ato	act	N;MASC;SG	N;INDF;MASC+FEM;SG
serviu	tjent	servir	tjene	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
serviu	serveret	servir	servere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
serviu	forkyndt	servir	forkynde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
serviu	afsonet	servir	afson	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
championship	mesterskabet	championship	mesterskab	N;MASC;SG	N;DEF;NEUT;SG
championship	mesterskab	championship	mesterskab	N;MASC;SG	N;INDF;NEUT;SG
championship	championship	championship	championship	N;MASC;SG	N;INDF;MASC+FEM;SG
resistência	bestandighed	resistência	bestandighed	N;FEM;SG	N;INDF;MASC+FEM;SG
resistência	modstandsdygtighed	resistência	modstandsdygtighed	N;FEM;SG	N;INDF;MASC+FEM;SG
resistência	resistens	resistência	resist	N;FEM;SG	N;INDF;MASC+FEM;SG
resistência	modstand	resistência	modstand	N;FEM;SG	N;INDF;MASC+FEM;SG
acidente	ulykkestilfælde	acidente	ulykkestilfælde	N;MASC;SG	N;INDF;NEUT;SG
acidente	ulykke	acidente	ulykke	N;MASC;SG	N;INDF;MASC+FEM;SG
acidente	uheld	acidente	uheld	N;MASC;SG	N;INDF;NEUT;SG
acidente	crash	acidente	crash	N;MASC;SG	N;INDF;MASC+FEM;SG
acidente	styrt	acidente	styre	N;MASC;SG	N;INDF;NEUT;SG
acidente	sammenbrud	acidente	sammenbrud	N;MASC;SG	N;INDF;NEUT;SG
debate	debatten	debate	debat	N;MASC;SG	N;DEF;MASC+FEM;SG
debate	forhandling	debate	forhandling	N;MASC;SG	N;INDF;MASC+FEM;SG
debate	debat	debate	debat	N;MASC;SG	N;INDF;MASC+FEM;SG
indivíduos	privatpersoner	indivíduo	privatperson	N;MASC;PL	N;INDF;MASC+FEM;PL
indivíduos	enkeltpersoner	indivíduo	enkeltperson	N;MASC;PL	N;INDF;MASC+FEM;PL
indivíduos	individer	indivíduo	individ	N;MASC;PL	N;INDF;MASC+FEM;PL
conclusão	udfyldelse	conclusão	udfyldelse	N;FEM;SG	N;INDF;MASC+FEM;SG
conclusão	afslutning	conclusão	afslutning	N;FEM;SG	N;INDF;MASC+FEM;SG
conclusão	færdiggørelse	conclusão	færdiggørelse	N;FEM;SG	N;INDF;MASC+FEM;SG
conclusão	fuldførelse	conclusão	fuldførelse	N;FEM;SG	N;INDF;MASC+FEM;SG
conclusão	indgåelse	conclusão	indgåelse	N;FEM;SG	N;INDF;MASC+FEM;SG
conclusão	afslutning	conclusão	afslutning	N;FEM;SG	N;INDF;MASC+FEM;SG
conclusão	konklusion	conclusão	konklusion	N;FEM;SG	N;INDF;MASC+FEM;SG
instituições	institutioner	instituição	institution	N;FEM;PL	N;INDF;MASC+FEM;PL
instituições	institutionerne	instituição	institution	N;FEM;PL	N;DEF;MASC+FEM;PL
torres	towers	torres	tow	N;FEM;PL	N;GEN;INDF;MASC+FEM;PL
torres	tårnene	torres	tå	N;FEM;PL	N;DEF;NEUT;PL
torres	tårne	torres	tå	N;FEM;PL	N;INDF;MASC+FEM;PL
dada	givet	dar	give	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
leis	lov	lei	lov	N;FEM;PL	N
leis	lovene	lei	lov	N;FEM;PL	N;DEF;NEUT;PL
décadas	årtier	década	årti	N;FEM;PL	N;INDF;NEUT;PL
décadas	årtiers	década	årti	N;FEM;PL	N;GEN;INDF;NEUT;PL
recebe	modtager	receber	modtage	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
recebe	modtage	receber	modtage	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
surgiu	opstod	surgir	opstå	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
facto	fakta	facto	fakta	N;MASC;SG	N;INDF;NEUT;SG
facto	faktum	facto	faktum	N;MASC;SG	N;INDF;NEUT;SG
células	cellerne	célula	celler	N;FEM;PL	N;DEF;NEUT;PL
células	solceller	célula	solcel	N;FEM;PL	N;INDF;NEUT;PL
células	celler	célula	celler	N;FEM;PL	N;INDF;NEUT;PL
game	kamp	game	kamp	N;MASC;SG	N;INDF;MASC+FEM;SG
game	spil	game	spil	N;MASC;SG	N;INDF;NEUT;SG
game	leg	game	leg	N;MASC;SG	N;INDF;MASC+FEM;SG
oscar	oscar	oscar	oscar	N;MASC;SG	N;INDF;MASC+FEM;SG
respectivamente	henholdsvis	respectivamente	henholdsvis	ADV	ADV
crime	forbrydelse	crime	forbrydelse	N;MASC;SG	N;INDF;MASC+FEM;SG
crime	kriminalitet	crime	kriminalitet	N;MASC;SG	N;INDF;MASC+FEM;SG
crime	forbrydelse	crime	forbrydelse	N;MASC;SG	N;INDF;MASC+FEM;SG
possibilidade	mulighed	possibilidade	mulighed	N;FEM;SG	N;INDF;MASC+FEM;SG
infantaria	infanteri	infantaria	infanteri	N;FEM;SG	N;INDF;NEUT;SG
retorno	comeback	retorno	comeback	N;MASC;SG	N;INDF;NEUT;SG
retorno	retur	retorno	retur	N;MASC;SG	N;INDF;MASC+FEM;SG
retorno	afkast	retorno	afkast	N;MASC;SG	N;INDF;NEUT;SG
afirmou	erklærede	afirmar	erklære	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
estudantes	eleverne	estudante	elev	N;MASC;PL	N;DEF;MASC+FEM;PL
estudantes	elever	estudante	elev	N;MASC;PL	N;INDF;MASC+FEM;PL
estudantes	studenter	estudante	student	N;MASC;PL	N;INDF;NEUT;PL
japonesa	japaner	japonesa	japaner	N;FEM;SG	N;INDF;MASC+FEM;SG
pesquisas	søgninger	pesquisa	søgning	N;FEM;PL	N;INDF;MASC+FEM;PL
ramos	grene	ramo	grene	N;MASC;PL	N;DEF;NEUT;PL
ramos	filialer	ramo	filiale	N;MASC;PL	N;INDF;MASC+FEM;PL
ramos	brancher	ramo	branche	N;MASC;PL	N;INDF;MASC+FEM;PL
ramos	afdelinger	ramo	afdeling	N;MASC;PL	N;INDF;MASC+FEM;PL
machado	økse	machar	økse	N;MASC;SG	N;INDF;MASC+FEM;SG
machado	økse	machar	økse	N;MASC;SG	N;INDF;MASC+FEM;SG
definição	definition	definição	definition	N;FEM;SG	N;INDF;MASC+FEM;SG
músico	musiker	músico	musiker	N;MASC;SG	N;INDF;MASC+FEM;SG
realização	opfyldelse	realização	opfyldelse	N;FEM;SG	N;INDF;MASC+FEM;SG
realização	realisering	realização	realisering	N;FEM;SG	N;INDF;MASC+FEM;SG
realização	virkeliggørelse	realização	virkeliggørelse	N;FEM;SG	N;INDF;MASC+FEM;SG
realização	erkendelse	realização	erkendelse	N;FEM;SG	N;INDF;MASC+FEM;SG
rótulo	etikette	rótulo	etikette	N;MASC;SG	N;INDF;MASC+FEM;SG
rótulo	etiket	rótulo	etike	N;MASC;SG	N;INDF;MASC+FEM;SG
rótulo	label	rótulo	label	N;MASC;SG	N;INDF;NEUT;SG
pan	pande	pan	pande	N;MASC;SG	N;INDF;MASC+FEM;SG
solar	sol	solar	sol	N;MASC;SG	N;INDF;MASC+FEM;SG
expansão	udvidelse	expansão	udvidelse	N;FEM;SG	N;INDF;MASC+FEM;SG
expansão	udbygning	expansão	udbygning	N;FEM;SG	N;INDF;MASC+FEM;SG
expansão	ekspansion	expansão	ekspansion	N;FEM;SG	N;INDF;MASC+FEM;SG
ufc	ufc	ufc	ufc	N;MASC;SG	N;INDF;MASC+FEM;SG
fundamental	fundamental	fundamental	fundamental	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
fundamental	grundlæggende	fundamental	grundlæggende	ADJ;MASC;SG	ADJ
chegada	ankomsten	chegada	ankomst	N;FEM;SG	N;DEF;MASC+FEM;SG
chegada	ankomst	chegada	ankomst	N;FEM;SG	N;INDF;MASC+FEM;SG
segundos	sekunder	segundo	sekunder	N;MASC;PL	N;INDF;MASC+FEM;PL
estatuto	status	estatuto	status	N;MASC;SG	N;INDF;MASC+FEM;SG
estatuto	statussen	estatuto	statusse	N;MASC;SG	N;DEF;MASC+FEM;SG
estatuto	vedtægt	estatuto	vedtægt	N;MASC;SG	N;INDF;MASC+FEM;SG
estatuto	statutten	estatuto	statut	N;MASC;SG	N;DEF;MASC+FEM;SG
estatuto	statut	estatuto	statut	N;MASC;SG	N;INDF;MASC+FEM;SG
medalhas	medaljer	medalha	medalje	N;FEM;PL	N;INDF;MASC+FEM;PL
sudeste	sydøst	sudeste	sydøst	N;MASC;SG	N;INDF
assuntos	anliggender	assunto	anliggende	N;MASC;PL	N;INDF;NEUT;PL
agricultura	opdræt	agricultura	opdræte	N;FEM;SG	N;INDF;NEUT;SG
agricultura	landbrug	agricultura	landbrug	N;FEM;SG	N;INDF;NEUT;SG
utilização	brug	utilização	brug	N;FEM;SG	N;INDF;MASC+FEM;SG
utilização	anvendelse	utilização	anvendelse	N;FEM;SG	N;INDF;MASC+FEM;SG
questões	spørgsmål	questão	spørgsmål	N;FEM;PL	N;INDF;NEUT;PL
questões	emner	questão	emne	N;FEM;PL	N;INDF;NEUT;PL
questões	problemer	questão	problem	N;FEM;PL	N;INDF;NEUT;PL
questões	mærkesager	questão	mærkesage	N;FEM;PL	N;INDF;MASC+FEM;PL
questões	spørgsmål	questão	spørgsmål	N;FEM;PL	N;INDF;NEUT;PL
fotografia	billed	fotografia	billed	N;FEM;SG	N;INDF;NEUT;SG
fotografia	billede	fotografia	billede	N;FEM;SG	N;INDF;NEUT;SG
fotografia	foto	fotografia	foto	N;FEM;SG	N;INDF;NEUT;SG
fotografia	fotografi	fotografia	fotografi	N;FEM;SG	N;INDF;NEUT;SG
fotografia	foto	fotografia	foto	N;FEM;SG	N;INDF;NEUT;SG
fotografia	billede	fotografia	billede	N;FEM;SG	N;INDF;NEUT;SG
fotografia	fotografering	fotografia	fotografering	N;FEM;SG	N;INDF;MASC+FEM;SG
fotografia	fotografi	fotografia	fotografi	N;FEM;SG	N;INDF;NEUT;SG
mesmos	samme	mesmo	samme	ADJ;MASC;PL	ADJ
provas	beviser	prova	bevis	N;FEM;PL	N;INDF;NEUT;PL
provas	beviser	prova	bevis	N;FEM;PL	N;INDF;NEUT;PL
provas	beviser	prova	bevis	N;FEM;PL	N;INDF;NEUT;PL
dinastia	dynasti	dinastia	dynasti	N;FEM;SG	N;INDF;NEUT;SG
gelo	is	gelo	is	N;MASC;SG	N;INDF;MASC+FEM;SG
gelo	køl	gelo	køl	N;MASC;SG	N;INDF;MASC+FEM;SG
design	udformning	design	udformning	N;MASC;SG	N;INDF;MASC+FEM;SG
design	projektering	design	projektering	N;MASC;SG	N;INDF;MASC+FEM;SG
design	konstruktion	design	konstruktion	N;MASC;SG	N;INDF;MASC+FEM;SG
design	design	design	design	N;MASC;SG	N;INDF;NEUT;SG
fauna	fauna	fauna	fauna	N;FEM;SG	N;INDF;MASC+FEM;SG
materiais	materialer	material	materiale	N;MASC;PL	N;INDF;NEUT;PL
franco	franc	franco	franc	N;MASC;SG	N;INDF;MASC+FEM;SG
franco	francs	franco	francs	N;MASC;SG	N;INDF;MASC+FEM;SG
atuais	løbende	atual	løbende	ADJ;MASC;PL	ADJ
atuais	nuværende	atual	nuværende	ADJ;MASC;PL	ADJ
alcançou	nået	alcançar	nå	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
alcançou	nåede	alcançar	nå	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
xviii	xviii	xviii	xviii	N;MASC;SG	N;INDF;MASC+FEM;SG
cenas	scener	cena	scene	N;FEM;PL	N;INDF;MASC+FEM;PL
atuação	effektivitet	atuação	effektivitet	N;FEM;SG	N;INDF;MASC+FEM;SG
atuação	ydelse	atuação	ydelse	N;FEM;SG	N;INDF;MASC+FEM;SG
atuação	ydeevne	atuação	yde	N;FEM;SG	N;INDF;MASC+FEM;SG
atuação	præstation	atuação	præstation	N;FEM;SG	N;INDF;MASC+FEM;SG
atuação	skuespil	atuação	skuespil	N;FEM;SG	N;INDF;NEUT;SG
chamados	ringede	chamar	ringe	V;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
chamados	kaldte	chamar	kalde	V;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
west	west	west	west	N;MASC;SG	N;INDF;MASC+FEM;SG
west	vest	west	vest	N;MASC;SG	N;INDF
west	vestpå	west	vestpå	N;MASC;SG	N;INDF
instrumentos	instrumenter	instrumento	instrument	N;MASC;PL	N;INDF;NEUT;PL
instrumentos	instrumenterne	instrumento	instrument	N;MASC;PL	N;DEF;NEUT;PL
martinez	martinez	martinez	martinez	N;MASC;SG	N;INDF;MASC+FEM;SG
martinez	martínez	martinez	martínez	N;MASC;SG	N;INDF;MASC+FEM;SG
símbolo	symbol	símbolo	symbol	N;MASC;SG	N;INDF;NEUT;SG
símbolo	symbolet	símbolo	symbol	N;MASC;SG	N;DEF;NEUT;SG
fãs	fans	fã	fans	N;MASC;PL	N;INDF;MASC+FEM;PL
fãs	ventilatorer	fã	ventilator	N;MASC;PL	N;INDF;MASC+FEM;PL
rafael	raphael	rafael	raphael	N;MASC;SG	N;INDF;MASC+FEM;SG
oceano	havet	oceano	hav	N;MASC;SG	N;DEF;NEUT;SG
oceano	hav	oceano	hav	N;MASC;SG	N;INDF;NEUT;SG
negócios	virksomheder	negócio	virksomhed	N;MASC;PL	N;INDF;MASC+FEM;PL
negócios	forretninger	negócio	forretning	N;MASC;PL	N;INDF;MASC+FEM;PL
posse	besiddelse	posse	besiddelse	N;FEM;SG	N;INDF;MASC+FEM;SG
posse	indsættelse	posse	indsættelse	N;FEM;SG	N;INDF;MASC+FEM;SG
posse	indvielse	posse	indvielse	N;FEM;SG	N;INDF;MASC+FEM;SG
posse	ejerskabet	posse	ejerskab	N;FEM;SG	N;DEF;NEUT;SG
posse	ejerskab	posse	ejerskab	N;FEM;SG	N;INDF;NEUT;SG
posse	ejerforhold	posse	ejerforhold	N;FEM;SG	N;INDF;NEUT;SG
posse	ejendomsret	posse	ejendomsr	N;FEM;SG	N;INDF;MASC+FEM;SG
destino	destination	destino	destination	N;MASC;SG	N;INDF;MASC+FEM;SG
destino	destinationen	destino	destination	N;MASC;SG	N;DEF;MASC+FEM;SG
destino	bestemmelsessted	destino	bestemmelsessted	N;MASC;SG	N;INDF;MASC+FEM;SG
destino	skæbne	destino	skæbne	N;MASC;SG	N;INDF;MASC+FEM;SG
destino	skæbnen	destino	skæbne	N;MASC;SG	N;DEF;MASC+FEM;SG
destino	skæbne	destino	skæbne	N;MASC;SG	N;INDF;MASC+FEM;SG
destino	skæbnen	destino	skæbne	N;MASC;SG	N;DEF;MASC+FEM;SG
publico	offentlighed	publico	offentlighed	N;MASC;SG	N;INDF;MASC+FEM;SG
publico	offentligheden	publico	offentlighed	N;MASC;SG	N;DEF;MASC+FEM;SG
wrestling	brydning	wrestling	brydning	N;MASC;SG	N;INDF;MASC+FEM;SG
wrestling	wrestling	wrestling	wrestling	N;MASC;SG	N;INDF;MASC+FEM;SG
produzida	fremstillede	produzir	fremstille	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
produzida	fremstillet	produzir	fremstille	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
produzida	produceret	produzir	producere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
produzida	producerede	produzir	producere	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
coroa	kronen	coroa	kron	N;FEM;SG	N;DEF;MASC+FEM;SG
coroa	krone	coroa	krone	N;FEM;SG	N;INDF;MASC+FEM;SG
coroa	kongehuset	coroa	kongehus	N;FEM;SG	N;DEF;NEUT;SG
introdução	introduktion	introdução	introduktion	N;FEM;SG	N;INDF;MASC+FEM;SG
introdução	indledning	introdução	indledning	N;FEM;SG	N;INDF;MASC+FEM;SG
introdução	introduktion	introdução	introduktion	N;FEM;SG	N;INDF;MASC+FEM;SG
introdução	introduktion	introdução	introduktion	N;FEM;SG	N;INDF;MASC+FEM;SG
introdução	intro	introdução	intro	N;FEM;SG	N;INDF;MASC+FEM;SG
motivos	grunde	motivo	grund	N;MASC;PL	N;INDF;MASC+FEM;PL
motivos	årsager	motivo	årsag	N;MASC;PL	N;INDF;MASC+FEM;PL
motivos	begrundelser	motivo	begrundelse	N;MASC;PL	N;INDF;MASC+FEM;PL
motivos	bevæggrunde	motivo	bevæggrunde	N;MASC;PL	N;INDF;NEUT;PL
motivos	motiver	motivo	motiv	N;MASC;PL	N;INDF;NEUT;PL
motivos	grunde	motivo	grund	N;MASC;PL	N;INDF;MASC+FEM;PL
motivos	begrundelser	motivo	begrundelse	N;MASC;PL	N;INDF;MASC+FEM;PL
consultado	konsulteret	consultar	konsultere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
consultado	hørt	consultar	høre	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
aldeia	landsbyen	aldeia	landsby	N;FEM;SG	N;DEF;MASC+FEM;SG
aldeia	landsby	aldeia	landsby	N;FEM;SG	N;INDF;MASC+FEM;SG
coleção	samling	coleção	samling	N;FEM;SG	N;INDF;MASC+FEM;SG
coleção	opsamling	coleção	opsamling	N;FEM;SG	N;INDF;MASC+FEM;SG
coleção	afhentning	coleção	afhentning	N;FEM;SG	N;INDF;MASC+FEM;SG
coleção	indsamling	coleção	indsamling	N;FEM;SG	N;INDF;MASC+FEM;SG
coleção	opkrævning	coleção	opkrævning	N;FEM;SG	N;INDF;MASC+FEM;SG
ficando	bliver	ficar	blive	V;V.MSDR	V;IND;PRS;FIN;ACT
ficando	får	ficar	få	V;V.MSDR	V;IND;PRS;FIN;ACT
localidade	lokalområde	localidade	lokalområde	N;FEM;SG	N;INDF;NEUT;SG
localidade	lokalitet	localidade	lokalitet	N;FEM;SG	N;INDF;MASC+FEM;SG
turno	skift	turno	skift	N;MASC;SG	N;INDF;NEUT;SG
turno	shift	turno	shift	N;MASC;SG	N;INDF;MASC+FEM;SG
projecto	projekt	projecto	projekt	N;MASC;SG	N;INDF;NEUT;SG
projecto	project	projecto	project	N;MASC;SG	N;INDF;MASC+FEM;SG
projecto	projektet	projecto	projekt	N;MASC;SG	N;DEF;NEUT;SG
catedral	katedral	catedral	katedral	N;FEM;SG	N;INDF;MASC+FEM;SG
catedral	katedralen	catedral	katedral	N;FEM;SG	N;DEF;MASC+FEM;SG
registro	plade	registro	plade	N;MASC;SG	N;INDF;MASC+FEM;SG
registro	rekord	registro	rekord	N;MASC;SG	N;INDF;MASC+FEM;SG
registro	registret	registro	registret	N;MASC;SG	N;DEF;NEUT;SG
registro	registret	registro	registret	N;MASC;SG	N;DEF;NEUT;SG
registro	registrering	registro	registrering	N;MASC;SG	N;INDF;MASC+FEM;SG
registro	tilmelding	registro	tilmelding	N;MASC;SG	N;INDF;MASC+FEM;SG
registro	indregistrering	registro	indregistrering	N;MASC;SG	N;INDF;MASC+FEM;SG
paradas	figurer	parada	figur	N;FEM;PL	N;INDF;MASC+FEM;PL
paradas	diagrammer	parada	diagrammer	N;FEM;PL	N;INDF;MASC+FEM;PL
paradas	parader	parada	parader	N;FEM;PL	N;INDF;MASC+FEM;PL
acontece	sker	acontecer	ske	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
mídia	medie	mídia	medie	N;FEM;SG	N;INDF;NEUT;SG
mídia	medium	mídia	medium	N;FEM;SG	N;INDF;NEUT;SG
mídia	medie	mídia	medie	N;FEM;SG	N;INDF;NEUT;SG
mídia	mediet	mídia	medie	N;FEM;SG	N;DEF;NEUT;SG
grosso	bulk	grosso	bulk	N;MASC;SG	N;INDF;MASC+FEM;SG
grosso	størstedelen	grosso	størstedel	N;MASC;SG	N;DEF;MASC+FEM;SG
flor	flor	flor	flor	N;FEM;SG	N;INDF;MASC+FEM;SG
flor	blomst	flor	blomst	N;FEM;SG	N;INDF;MASC+FEM;SG
flor	blomsten	flor	blomst	N;FEM;SG	N;DEF;MASC+FEM;SG
lopes	lopes	lope	lope	N;MASC;SG	N;INDF;MASC+FEM;SG
troca	ombytning	troca	ombytning	N;FEM;SG	N;INDF;MASC+FEM;SG
troca	udveksling	troca	udveksling	N;FEM;SG	N;INDF;MASC+FEM;SG
troca	bytte	troca	bytte	N;FEM;SG	N;INDF;MASC+FEM;SG
troca	bytte	troca	bytte	N;FEM;SG	N;INDF;MASC+FEM;SG
ficção	fiktion	ficção	fiktion	N;FEM;SG	N;INDF;MASC+FEM;SG
risco	risiko	risco	risiko	N;MASC;SG	N;INDF;MASC+FEM;SG
jogar	spille	jogar	spille	V;NFIN	V;NFIN;ACT
jogar	leger	jogar	lege	V;NFIN	V;IND;PRS;FIN;ACT
jogar	spiller	jogar	spille	V;NFIN	V;IND;PRS;FIN;ACT
jogar	spille	jogar	spille	V;NFIN	V;NFIN;ACT
reconhecimento	rekognoscering	reconhecimento	rekognoscering	N;MASC;SG	N;INDF;MASC+FEM;SG
reconhecimento	rekognoscering	reconhecimento	rekognoscering	N;MASC;SG	N;INDF;MASC+FEM;SG
reconhecimento	genkendelse	reconhecimento	genkendelse	N;MASC;SG	N;INDF;MASC+FEM;SG
