על	關於	על	關於	ADP	ADP
התעשייה	工業	התעשייה	工業	N;FEM;SG	N
התעשייה	產業	התעשייה	產業	N;FEM;SG	N
התעשייה	行業	התעשייה	行業	N;FEM;SG	N
התעשייה	業界	התעשייה	業界	N;FEM;SG	N
ראיון	面試	ראיון	面試	N;MASC;SG	N
חופש	自由	חופש	自由	N;MASC;SG	N
חובה	職責	חובה	職責	N;FEM;SG	N
קטגוריות	類別	קטגוריה	類別	N;FEM;PL	N
לגלות	發現	None	發現	V;NFIN	V
לגלות	探索	None	探索	V;NFIN	V
הודעה	留言	הודעה	留言	N;FEM;SG	N
הודעה	訊息	הודעה	訊息	N;FEM;SG	N
הודעה	信件	הודעה	信件	N;FEM;SG	N
פוליטי	政治	פוליטי	政治	N;MASC;SG	N
נבנתה	建	נבנה	建	V;FEM;SG;3;PST;MID	V
מעשי	實用	מעשה	實用	N;PSSD;MASC;PL	N
רופא	內科	רופא	內科	N;MASC;SG	N
רופא	醫師	רופא	醫師	N;MASC;SG	N
רופא	醫生	רופא	醫生	N;MASC;SG	N
רופא	博士	רופא	博士	N;MASC;SG	N
ממוקם	位	מוקם	位	V;MASC;SG;V.PTCP;PASS	V
אוכלוסיית	人口	אוכלוסייה	人口	N;PSSD;FEM;SG	N
מכתב	信	מכתב	信	N;MASC;SG	N
מכתב	字母	מכתב	字母	N;MASC;SG	N
מכתב	信函	מכתב	信函	N;MASC;SG	N
מכתב	信件	מכתב	信件	N;MASC;SG	N
קוראים	讀者	קורא	讀者	N;MASC;PL	N
בכורה	首映	בכורה	首映	N;FEM;SG	N
כתיבה	寫作	כתיבה	寫作	N;FEM;SG	N
זמנית	暫時	זמנית	暫時	ADV	ADV
קהל	觀眾	קהל	觀眾	N;MASC;SG	N
קהל	人群	קהל	人群	N;MASC;SG	N
קהל	群眾	קהל	群眾	N;MASC;SG	N
מחלות	疾病	מחלה	疾病	N;FEM;PL	N
מחלות	病	מחלה	病	N;FEM;PL	N
מחלות	疾病	מחלה	疾病	N;FEM;PL	N
סטודנטים	學生	סטודנט	學生	N;MASC;PL	N
מקצוע	職業	מקצוע	職業	N;MASC;SG	N
מקצוע	專業	מקצוע	專業	N;MASC;SG	N
מקצוע	職業	מקצוע	職業	N;MASC;SG	N
שיחות	對話	שיחה	對話	N;FEM;PL	N
זמרים	歌手	זמר	歌手	N;MASC;PL	N
הופעה	績效	הופעה	績效	N;FEM;SG	N
הופעה	業績	הופעה	業績	N;FEM;SG	N
הופעה	外觀	הופעה	外觀	N;FEM;SG	N
הופעה	外表	הופעה	外表	N;FEM;SG	N
הופעה	外貌	הופעה	外貌	N;FEM;SG	N
הופעה	音樂	הופעה	音樂	N;FEM;SG	N
להימנע	避免	נמנע	避免	V;NFIN;MID	V
להחליף	切換	החליף	切換	V;NFIN;ACT	V
להחליף	開關	החליף	開關	V;NFIN;ACT	V
הכנסות	收益	הכנסה	收益	N;FEM;PL	N
הכנסות	稅	הכנסה	稅	N;FEM;PL	N
הכנסות	收入	הכנסה	收入	N;FEM;PL	N
רע	壞	רע	壞	N;MASC;SG	N
בריאות	健康	בריאות	健康	N;FEM;SG	N
בריאות	健康	בריאות	健康	N;FEM;SG	N
כינוי	別名	כינוי	別名	N;MASC;SG	N
כינוי	暱稱	כינוי	暱稱	N;MASC;SG	N
כינוי	綽號	כינוי	綽號	N;MASC;SG	N
כיתוב	標題	כיתוב	標題	N;MASC;SG	N
תרופות	藥品	תרופה	藥品	N;FEM;PL	N
תרופות	藥物	תרופה	藥物	N;FEM;PL	N
תרופות	毒品	תרופה	毒品	N;FEM;PL	N
תרופות	藥品	תרופה	藥品	N;FEM;PL	N
תרופות	醫藥	תרופה	醫藥	N;FEM;PL	N
תרופות	藥品	תרופה	藥品	N;FEM;PL	N
תרופות	藥物	תרופה	藥物	N;FEM;PL	N
תרופות	醫藥	תרופה	醫藥	N;FEM;PL	N
הצופים	觀眾	הצוף	觀眾	N;MASC;PL	N
שעה	時辰	שעה	時辰	N;FEM;SG	N
שעה	小時	שעה	小時	N;FEM;SG	N
שורה	線	שורה	線	N;FEM;SG	N
שורה	線路	שורה	線路	N;FEM;SG	N
שורה	划	שורה	划	N;FEM;SG	N
שורה	排	שורה	排	N;FEM;SG	N
דתי	宗教	דתי	宗教	N;MASC;SG	N
חוקים	規則	חוק	規則	N;MASC;PL	N
חוקים	細則	חוק	細則	N;MASC;PL	N
חוקים	法律	חוק	法律	N;MASC;PL	N
בכיר	資深	בכיר	資深	ADJ;MASC;SG	ADJ
כותבים	作家	כותב	作家	N;MASC;PL	N
כותבים	作者	כותב	作者	N;MASC;PL	N
אמיתי	真實	אמיתי	真實	ADJ;MASC;SG	ADJ
מאפיינים	地物	אפיין	地物	V;MASC;PL;V.PTCP;ACT	V
עדות	證言	עדות	證言	N;FEM;SG	N
עדות	證詞	עדות	證詞	N;FEM;SG	N
אחרונות	上次	אחרון	上次	N;FEM;PL	N
אחרונות	最後	אחרון	最後	N;FEM;PL	N
אחרונות	最近	אחרון	最近	N;FEM;PL	N
אחרונות	近期	אחרון	近期	N;FEM;PL	N
טיסה	飛	טיסה	飛	N;FEM;SG	N
טיסה	飛翔	טיסה	飛翔	N;FEM;SG	N
טיסה	班機	טיסה	班機	N;FEM;SG	N
מטען	貨運	מטען	貨運	N;MASC;SG	N
מטען	貨物	מטען	貨物	N;MASC;SG	N
מטען	貨	מטען	貨	N;MASC;SG	N
מטען	行李	מטען	行李	N;MASC;SG	N
מטען	行李	מטען	行李	N;MASC;SG	N
מטען	載荷	מטען	載荷	N;MASC;SG	N
עקרונות	原則	עיקרון	原則	N;MASC;PL	N
השתמש	利用	השתמש	利用	V;MASC;SG;3;PST	V
השתמש	使用	השתמש	使用	V;MASC;SG;3;PST	V
מחוזות	各區	מחוז	各區	N;MASC;PL	N
מחוזות	省份	מחוז	省份	N;MASC;PL	N
מחוזות	各省	מחוז	各省	N;MASC;PL	N
מחוזות	各州	מחוז	各州	N;MASC;PL	N
מחוזות	各縣	מחוז	各縣	N;MASC;PL	N
לחיות	直播	None	直播	V;NFIN	V
אזורי	區域	אזור	區域	N;MASC;PL	N
התקבל	接受	התקבל	接受	V;MASC;SG;3;PST	V
ריכוז	濃度	ריכוז	濃度	N;MASC;SG	N
הוענק	准予	הוענק	准予	V;MASC;SG;3;PST;PASS	V
הוענק	授予	הוענק	授予	V;MASC;SG;3;PST;PASS	V
הקומוניסטית	共產	הקומוניסטי	共產	N	N
מקווה	希望	קיווה	希望	V;MASC;SG;V.PTCP;ACT	V
להסביר	解釋	הסביר	解釋	V;NFIN;ACT	V
משמר	衛兵	משמר	衛兵	N;MASC;SG	N
משמר	警衛	משמר	警衛	N;MASC;SG	N
משמר	守護	משמר	守護	N;MASC;SG	N
אלוהים	神	אלוהים	神	N;MASC;SG	N
כתובת	地址	כתובת	地址	N;FEM;SG	N
כתובת	住址	כתובת	住址	N;FEM;SG	N
עצים	樹	עץ	樹	N;MASC;PL	N
עצים	樹木	עץ	樹木	N;MASC;PL	N
תופעה	現象	תופעה	現象	N;FEM;SG	N
תופעה	現象	תופעה	現象	N;FEM;SG	N
מהלך	動	מהלך	動	N;MASC;SG	N
צי	艦隊	צי	艦隊	N;MASC;SG	N
צי	船隊	צי	船隊	N;MASC;SG	N
צי	車隊	צי	車隊	N;MASC;SG	N
שריון	盔甲	שריון	盔甲	N;MASC;SG	N
שריון	裝甲	שריון	裝甲	N;MASC;SG	N
שריון	盔甲	שריון	盔甲	N;MASC;SG	N
שריון	裝甲	שריון	裝甲	N;MASC;SG	N
פונקציה	功能	פונקציה	功能	N;FEM;SG	N
פונקציה	職能	פונקציה	職能	N;FEM;SG	N
פונקציה	函數	פונקציה	函數	N;FEM;SG	N
פונקציה	函數	פונקציה	函數	N;FEM;SG	N
מוקדם	及	מוקדם	及	ADV	ADV
להצביע	表決	הצביע	表決	V;NFIN;ACT	V
להצביע	投票	הצביע	投票	V;NFIN;ACT	V
משפטים	審判	משפט	審判	N;MASC;PL	N
משפטים	法律	משפט	法律	N;MASC;PL	N
משפטים	句子	משפט	句子	N;MASC;PL	N
משפטים	刑期	משפט	刑期	N;MASC;PL	N
דפים	頁	דף	頁	N;MASC;PL	N
רחבה	廣義	רחבה	廣義	N;FEM;SG	N
מהדורה	版	מהדורה	版	N;FEM;SG	N
מהדורה	版本	מהדורה	版本	N;FEM;SG	N
המציאות	現實	המציאות	現實	N;FEM;SG	N
רפואה	藥品	רפואה	藥品	N;FEM;SG	N
רפואה	藥物	רפואה	藥物	N;FEM;SG	N
רפואה	醫學	רפואה	醫學	N;FEM;SG	N
רפואה	藥	רפואה	藥	N;FEM;SG	N
רפואה	醫藥	רפואה	醫藥	N;FEM;SG	N
רפואה	醫療	רפואה	醫療	N;FEM;SG	N
רפואה	醫務	רפואה	醫務	N;FEM;SG	N
רפואה	醫學	רפואה	醫學	N;FEM;SG	N
חטיבה	組織	חטיבה	組織	N;FEM;SG	N
חטיבה	團	חטיבה	團	N;FEM;SG	N
חטיבה	兵團	חטיבה	兵團	N;FEM;SG	N
חטיבה	旅	חטיבה	旅	N;FEM;SG	N
קריאה	閱讀	קריאה	閱讀	N;FEM;SG	N
קריאה	閱讀	קריאה	閱讀	N;FEM;SG	N
קריאה	讀書	קריאה	讀書	N;FEM;SG	N
גז	氣	גז	氣	N;MASC;SG	N
גז	汽油	גז	汽油	N;MASC;SG	N
גז	氣體	גז	氣體	N;MASC;SG	N
כתר	冠	כתר	冠	N;MASC;SG	N
כתר	皇冠	כתר	皇冠	N;MASC;SG	N
טון	噸	טון	噸	N;MASC;SG	N
טון	噸	טון	噸	N;MASC;SG	N
טון	音調	טון	音調	N;MASC;SG	N
טון	色調	טון	色調	N;MASC;SG	N
טון	音	טון	音	N;MASC;SG	N
טון	基調	טון	基調	N;MASC;SG	N
טון	語氣	טון	語氣	N;MASC;SG	N
העמותה	協會	העמותה	協會	N;FEM;SG	N
לשפר	改進	שיפר	改進	V;NFIN;ACT	V
לשפר	改善	שיפר	改善	V;NFIN;ACT	V
ארמון	皇宮	ארמון	皇宮	N;MASC;SG	N
ארמון	宮殿	ארמון	宮殿	N;MASC;SG	N
ארמון	王宮	ארמון	王宮	N;MASC;SG	N
ארמון	宮廷	ארמון	宮廷	N;MASC;SG	N
ארמון	宮	ארמון	宮	N;MASC;SG	N
אצטדיון	體育	אצטדיון	體育	N;MASC;SG	N
אצטדיון	球場	אצטדיון	球場	N;MASC;SG	N
צמחים	植物	צמח	植物	N;MASC;PL	N
לוחמים	勇士	לוחם	勇士	N;MASC;PL	N
לוחמים	鬥士	לוחם	鬥士	N;MASC;PL	N
בנייה	大樓	בנייה	大樓	N;FEM;SG	N
בנייה	建築	בנייה	建築	N;FEM;SG	N
בנייה	施工	בנייה	施工	N;FEM;SG	N
בנייה	建築	בנייה	建築	N;FEM;SG	N
אגף	翼	אגף	翼	N;MASC;SG	N
חשש	恐懼	חשש	恐懼	N;MASC;SG	N
כדורסל	籃球	כדורסל	籃球	N;MASC;SG	N
מנגנון	機制	מנגנון	機制	N;MASC;SG	N
רבע	季度	None	季度	N	N
דתיים	宗教	דתי	宗教	N;MASC;PL	N
קורא	閱讀	קורא	閱讀	N;MASC;SG	N
קורא	讀書	קורא	讀書	N;MASC;SG	N
קורא	讀者	קורא	讀者	N;MASC;SG	N
עובדי	僱員	עובד	僱員	N;PSSD;MASC;PL	N
עובדי	員工	עובד	員工	N;PSSD;MASC;PL	N
אזרחי	民事	אזרח	民事	N;MASC;PL	N
אזרחי	市民	אזרח	市民	N;MASC;PL	N
אזרחי	公民	אזרח	公民	N;MASC;PL	N
לכבוש	征服	כבש	征服	V;NFIN;ACT	V
להרוג	殺	הרג	殺	V;NFIN;ACT	V
גבולות	邊界	גבול	邊界	N;MASC;PL	N
גבולות	界	גבול	界	N;MASC;PL	N
גבולות	界	גבול	界	N;MASC;PL	N
גבולות	邊界	גבול	邊界	N;MASC;PL	N
גבולות	邊框	גבול	邊框	N;MASC;PL	N
גבולות	邊境	גבול	邊境	N;MASC;PL	N
גבולות	極限	גבול	極限	N;MASC;PL	N
גבולות	限額	גבול	限額	N;MASC;PL	N
גבולות	邊疆	גבול	邊疆	N;MASC;PL	N
שטחים	領土	שטח	領土	N;MASC;PL	N
גלי	浪	גל	浪		
צו	法令	צו	法令	N;MASC;SG	N
צו	政令	צו	政令	N;MASC;SG	N
שוויון	平等	שוויון	平等	N;MASC;SG	N
בדיקה	測試	בדיקה	測試	N;FEM;SG	N
בדיקה	試驗	בדיקה	試驗	N;FEM;SG	N
בדיקה	測驗	בדיקה	測驗	N;FEM;SG	N
בדיקה	測試	בדיקה	測試	N;FEM;SG	N
בדיקה	測驗	בדיקה	測驗	N;FEM;SG	N
בדיקה	檢驗	בדיקה	檢驗	N;FEM;SG	N
בדיקה	試驗	בדיקה	試驗	N;FEM;SG	N
נמשך	吸引	נמשך	吸引	V;MASC;SG;3;PST;MID	V
כלכלה	經濟	כלכלה	經濟	N;FEM;SG	N
כלכלה	經濟	כלכלה	經濟	N;FEM;SG	N
כלכלה	經濟	כלכלה	經濟	N;FEM;SG	N
לימודים	學校	לימודים	學校	N;MASC;PL	N
כניסה	入場	כניסה	入場	N;FEM;SG	N
כניסה	入口	כניסה	入口	N;FEM;SG	N
גבר	人	גבר	人	N;MASC;SG	N
גבר	男人	גבר	男人	N;MASC;SG	N
התשובה	回答	התשובה	回答	V;MASC;SG;3;PST	V
דרמה	電視	דרמה	電視	N;FEM;SG	N
דרמה	劇情	דרמה	劇情	N;FEM;SG	N
דרמה	戲劇	דרמה	戲劇	N;FEM;SG	N
דרמה	劇	דרמה	劇	N;FEM;SG	N
מטרה	目標	מטרה	目標	N;FEM;SG	N
מטרה	目標	מטרה	目標	N;FEM;SG	N
מטרה	目標	מטרה	目標	N;FEM;SG	N
מחשבים	電子	מחשב	電子	N;MASC;PL	N
מחשבים	電腦	מחשב	電腦	N;MASC;PL	N
בנים	男生	בן	男生	N;MASC;PL	N
בנים	男孩	בן	男孩	N;MASC;PL	N
לנהל	管理	ניהל	管理	V;NFIN;ACT	V
טעות	錯誤	טעות	錯誤	N;FEM;SG	N
טעות	錯誤	טעות	錯誤	N;FEM;SG	N
הוראה	教書	הוראה	教書	N;FEM;SG	N
הוראה	教學	הוראה	教學	N;FEM;SG	N
הוראה	教	הוראה	教	N;FEM;SG	N
הוראה	教學	הוראה	教學	N;FEM;SG	N
הוראה	指令	הוראה	指令	N;FEM;SG	N
חלב	乳	חלב	乳	N;MASC;SG	N
חלב	牛奶	חלב	牛奶	N;MASC;SG	N
חלב	奶	חלב	奶	N;MASC;SG	N
גרסת	版	גרסה	版	N;FEM;SG	N
גרסת	版本	גרסה	版本	N;FEM;SG	N
מאבק	鬥爭	מאבק	鬥爭	N;MASC;SG	N
מאבק	奮鬥	מאבק	奮鬥	N;MASC;SG	N
אלימות	暴力	אלימות	暴力	N;FEM;SG	N
אלימות	暴力	אלימות	暴力	N;FEM;SG	N
רצה	通緝	רצה	通緝	V;MASC;SG;3;PST;ACT	V
שוחרר	獲釋	שוחרר	獲釋	V;MASC;SG;3;PST;PASS	V
ללכת	散步	הלך	散步	V;NFIN;ACT	V
ללכת	走路	הלך	走路	V;NFIN;ACT	V
תקציב	預算	תקציב	預算	N;MASC;SG	N
בדיוני	虛構	בדיוני	虛構	N;MASC;SG	N
בדיוני	虛構	בדיוני	虛構	N;MASC;SG	N
בדיוני	小說	בדיוני	小說	N;MASC;SG	N
מחזור	週期	מחזור	週期	N;MASC;SG	N
מחזור	迴圈	מחזור	迴圈	N;MASC;SG	N
מאסר	監禁	מאסר	監禁	N;MASC;SG	N
מאסר	監禁	מאסר	監禁	N;MASC;SG	N
רמות	關卡	רמה	關卡	N;FEM;PL	N
מסחר	商務	מסחר	商務	N;MASC;SG	N
מסחר	商業	מסחר	商業	N;MASC;SG	N
מסחר	貿易	מסחר	貿易	N;MASC;SG	N
מסחר	貿易	מסחר	貿易	N;MASC;SG	N
עליון	最高	עליון	最高	ADJ;MASC;SG	ADJ
עליון	最高	עליון	最高	ADJ;MASC;SG	ADJ
כותרת	頭條	כותרת	頭條	N;FEM;SG	N
כותרת	標題	כותרת	標題	N;FEM;SG	N
כותרת	標題	כותרת	標題	N;FEM;SG	N
אישיות	人格	אישיות	人格	N;FEM;SG	N
אישיות	人格	אישיות	人格	N;FEM;SG	N
אישיות	性格	אישיות	性格	N;FEM;SG	N
אישיות	個性	אישיות	個性	N;FEM;SG	N
הצטרפה	加入	הצטרף	加入	V;FEM;SG;3;PST	V
צורות	形狀	צורה	形狀	N;FEM;PL	N
צורות	表格	צורה	表格	N;FEM;PL	N
שכונה	鄰里	שכונה	鄰里	N;FEM;SG	N
שכונה	鄰里	שכונה	鄰里	N;FEM;SG	N
בד	畫布	בד	畫布	N;MASC;SG	N
בד	帆布	בד	帆布	N;MASC;SG	N
בד	布料	בד	布料	N;MASC;SG	N
בד	纖維	בד	纖維	N;MASC;SG	N
בד	織物	בד	織物	N;MASC;SG	N
קטעים	節錄	קטע	節錄	N;MASC;PL	N
תחבורה	運輸	תחבורה	運輸	N;FEM;SG	N
תחבורה	交通	תחבורה	交通	N;FEM;SG	N
תחבורה	運輸	תחבורה	運輸	N;FEM;SG	N
תחבורה	交通	תחבורה	交通	N;FEM;SG	N
צופים	觀眾	צופה	觀眾	N;MASC;PL	N
צופים	童軍	צופה	童軍	N;MASC;PL	N
צופים	觀眾	צופה	觀眾	N;MASC;PL	N
מסורת	傳統	מסורת	傳統	N;FEM;SG	N
מסורת	傳統	מסורת	傳統	N;FEM;SG	N
לשלוח	送出	שלח	送出	V;NFIN;ACT	V
מתח	壓力	מתח	壓力	N;MASC;SG	N
מתח	應力	מתח	應力	N;MASC;SG	N
מתח	懸念	מתח	懸念	N;MASC;SG	N
מתח	電壓	מתח	電壓	N;MASC;SG	N
חייל	戰士	חייל	戰士	N;MASC;SG	N
חייל	兵	חייל	兵	N;MASC;SG	N
חייל	士兵	חייל	士兵	N;MASC;SG	N
חייל	軍人	חייל	軍人	N;MASC;SG	N
הזכות	特權	הזכה	特權	N;FEM;SG	N
לטפל	對待	טיפל	對待	V;NFIN;ACT	V
להט	熱情	להט	熱情	N;MASC;SG	N
להט	激情	להט	激情	N;MASC;SG	N
הסוכנות	機構	הסוכנות	機構	N;FEM	N
ציין	指明	ציין	指明	V;MASC;SG;3;PST;ACT	V
ציין	指定	ציין	指定	V;MASC;SG;3;PST;ACT	V
חתן	新郎	חתן	新郎	N;MASC;SG	N
מוצרים	商品	מוצר	商品	N;MASC;PL	N
מוצרים	產品	מוצר	產品	N;MASC;PL	N
מפרץ	海灣	מפרץ	海灣	N;MASC;SG	N
מפרץ	灣	מפרץ	灣	N;MASC;SG	N
מפרץ	海灣	מפרץ	海灣	N;MASC;SG	N
חזית	前面	חזית	前面	N;FEM;SG	N
חזית	陣線	חזית	陣線	N;FEM;SG	N
עיתונאים	記者	עיתונאי	記者	N;MASC;PL	N
פשוטה	簡單	פשוט	簡單	ADJ;FEM;SG	ADJ
משלחת	代表	משלחת	代表	N;FEM;SG	N
טוענים	索賠	טען	索賠	V;MASC;PL;V.PTCP;ACT	V
טוענים	認領	טען	認領	V;MASC;PL;V.PTCP;ACT	V
עוזר	助手	עוזר	助手	N;MASC;SG	N
עוזר	助理	עוזר	助理	N;MASC;SG	N
משתתפים	參加	השתתף	參加	V;MASC;PL;V.PTCP	V
משתתפים	參與	השתתף	參與	V;MASC;PL;V.PTCP	V
שדות	田間	שדה	田間	N;MASC;PL	N
שדות	田地	שדה	田地	N;MASC;PL	N
שדות	欄位	שדה	欄位	N;MASC;PL	N
שדות	田野	שדה	田野	N;MASC;PL	N
מבקר	訪客	מבקר	訪客	N;MASC;SG	N
עשרים	二十	עשרים	二十	NUM;SG	NUM
עקרון	原則	עיקרון	原則	N;MASC;SG	N
עקרון	原理	עיקרון	原理	N;MASC;SG	N
מטבע	貨幣	מטבע	貨幣	N;SG	N
מטבע	幣值	מטבע	幣值	N;SG	N
מטבע	硬幣	מטבע	硬幣	N;SG	N
מטבע	錢幣	מטבע	錢幣	N;SG	N
לשאת	攜	נשא	攜	V;NFIN;ACT	V
רעיונות	想法	רעיון	想法	N;MASC;PL	N
יסודות	元素	יסוד	元素	N;MASC;PL	N
יסודות	要件	יסוד	要件	N;MASC;PL	N
מנצח	勝者	מנצח	勝者	N;MASC;SG	N
מנצח	贏家	מנצח	贏家	N;MASC;SG	N
מנצח	勝利	מנצח	勝利	N;MASC;SG	N
משא	運費	משא	運費	N;MASC;SG	N
משא	貨運	משא	貨運	N;MASC;SG	N
לשרת	服務	לשרה	服務	V;NFIN;ACT	V
לשרת	發球	לשרה	發球	V;NFIN;ACT	V
הגדרה	定義	הגדרה	定義	N;FEM;SG	N
הסתיימה	完成	הסתיים	完成	V;FEM;SG;3;PST	V
הישגים	成績	הישג	成績	N;MASC;PL	N
הישגים	成績	הישג	成績	N;MASC;PL	N
הישגים	成績	הישג	成績	N;MASC;PL	N
אוהב	愛	אהב	愛	V;MASC;SG;V.PTCP;ACT	V
אוהב	喜歡	אהב	喜歡	V;MASC;SG;V.PTCP;ACT	V
תעשיית	工業	תעשייה	工業	N;FEM;SG	N
תעשיית	產業	תעשייה	產業	N;FEM;SG	N
תעשיית	行業	תעשייה	行業	N;FEM;SG	N
תעשיית	業界	תעשייה	業界	N;FEM;SG	N
נוף	風景	נוף	風景	N;MASC;SG	N
נוף	景觀	נוף	景觀	N;MASC;SG	N
מצאתי	找到	מצא	找到	V;SG;1;PST;ACT	V
מצאתי	發現	מצא	發現	V;SG;1;PST;ACT	V
דלק	燃料	דלק	燃料	N;MASC;SG	N
דלק	燃油	דלק	燃油	N;MASC;SG	N
דלק	汽油	דלק	汽油	N;MASC;SG	N
דלק	氣	דלק	氣	N;MASC;SG	N
דלק	汽油	דלק	汽油	N;MASC;SG	N
דלק	氣體	דלק	氣體	N;MASC;SG	N
מוביל	領先	הוביל	領先	V;MASC;SG;V.PTCP;ACT	V
מוביל	領導	הוביל	領導	V;MASC;SG;V.PTCP;ACT	V
אופרה	歌劇	אופרה	歌劇	N;FEM;SG	N
מכוניות	車	מכונית	車	N;FEM;PL	N
מכוניות	汽車	מכונית	汽車	N;FEM;PL	N
חלוקה	組織	חלוקה	組織	N;FEM;SG	N
הבדל	差額	הבדל	差額	N;MASC;SG	N
הבדל	區別	הבדל	區別	N;MASC;SG	N
הבדל	差別	הבדל	差別	N;MASC;SG	N
הבדל	差異	הבדל	差異	N;MASC;SG	N
עיתונאי	記者	עיתונאי	記者	N;MASC;SG	N
בוקר	早晨	בוקר	早晨	N;MASC;SG	N
בוקר	早上	בוקר	早上	N;MASC;SG	N
בוקר	上午	בוקר	上午	N;MASC;SG	N
מוחלט	絕對	מוחלט	絕對	ADJ;MASC;SG	ADJ
אחריות	保固	אחריות	保固	N;FEM;SG	N
אחריות	責任	אחריות	責任	N;FEM;SG	N
אחריות	責任	אחריות	責任	N;FEM;SG	N
תופעות	現象	תופעה	現象	N;FEM;PL	N
תגובה	反應	תגובה	反應	N;FEM;SG	N
נפצע	受傷	נפצע	受傷	V;MASC;SG;3;PST;MID	V
להרחיב	擴張	הרחיב	擴張	V;NFIN;ACT	V
להרחיב	擴展	הרחיב	擴展	V;NFIN;ACT	V
להרחיב	拓展	הרחיב	拓展	V;NFIN;ACT	V
להרחיב	擴大	הרחיב	擴大	V;NFIN;ACT	V
טענות	債權	טענה	債權	N;FEM;PL	N
לבטל	取消	ביטל	取消	V;NFIN;ACT	V
ישר	直	ישר	直		
סבא	爺爺	סבא	爺爺	N;MASC;SG	N
סבא	祖父	סבא	祖父	N;MASC;SG	N
הסתיים	完成	הסתיים	完成	V;MASC;SG;3;PST	V
הנוכחית	電流	הנוכחית	電流	N	N
הנוכחית	現任	הנוכחית	現任	N	N
הנוכחית	目前	הנוכחית	目前	N	N
כיסוי	封面	כיסוי	封面	N;MASC;SG	N
כיסוי	掩護	כיסוי	掩護	N;MASC;SG	N
מבחן	測試	מבחן	測試	N;MASC;SG	N
מבחן	試驗	מבחן	試驗	N;MASC;SG	N
מבחן	測驗	מבחן	測驗	N;MASC;SG	N
מפלגה	黨	מפלגה	黨	N;FEM;SG	N
מפלגה	政黨	מפלגה	政黨	N;FEM;SG	N
מפלגה	宴會	מפלגה	宴會	N;FEM;SG	N
מפלגה	聚會	מפלגה	聚會	N;FEM;SG	N
גאוגרפיה	地理	גאוגרפיה	地理	N;FEM;SG	N
גאוגרפיה	地理	גאוגרפיה	地理	N;FEM;SG	N
גאוגרפיה	地域	גאוגרפיה	地域	N;FEM;SG	N
גאוגרפיה	地理	גאוגרפיה	地理	N;FEM;SG	N
המורדים	叛亂	המורד	叛亂	N	N
המורדים	叛軍	המורד	叛軍	N	N
לתאר	描述	תיאר	描述	V;NFIN;ACT	V
לנצח	贏	ניצח	贏	V;NFIN;ACT	V
עומדת	站立	עמד	站立	V;FEM;SG;V.PTCP;ACT	V
היקף	周邊	היקף	周邊	N;MASC;SG	N
היקף	圓周	היקף	圓周	N;MASC;SG	N
קפה	咖啡	קפה	咖啡	N;MASC;SG	N
סיבות	理由	סיבה	理由	N;FEM;PL	N
סיבות	原因	סיבה	原因	N;FEM;PL	N
סיבות	起因	סיבה	起因	N;FEM;PL	N
מימון	財務	מימון	財務	N;MASC;SG	N
משורר	詩人	משורר	詩人	N;MASC;SG	N
תומך	支援	תמך	支援	V;MASC;SG;V.PTCP;ACT	V
דפוס	圖案	דפוס	圖案	N;MASC;SG	N
דפוס	格局	דפוס	格局	N;MASC;SG	N
דפוס	模式	דפוס	模式	N;MASC;SG	N
דפוס	印刷	דפוס	印刷	N;MASC;SG	N
מושבים	席位	מושב	席位	N;MASC;PL	N
מושבים	座位	מושב	座位	N;MASC;PL	N
משטר	政權	משטר	政權	N;MASC;SG	N
משטר	制度	משטר	制度	N;MASC;SG	N
הצעות	優惠	הצעה	優惠	N;FEM;PL	N
טילים	導彈	טיל	導彈	N;MASC;PL	N
טילים	火箭	טיל	火箭	N;MASC;PL	N
דונם	英畝	דונם	英畝	N;MASC;SG	N
מחלה	病	מחלה	病	N;FEM;SG	N
מחלה	疾病	מחלה	疾病	N;FEM;SG	N
מחלה	病	מחלה	病	N;FEM;SG	N
מחלה	疾病	מחלה	疾病	N;FEM;SG	N
מחלה	病	מחלה	病	N;FEM;SG	N
מחלה	疾病	מחלה	疾病	N;FEM;SG	N
עופות	禽	עופה	禽	N;MASC;PL	N
עופות	家	עופה	家	N;MASC;PL	N
עופות	禽	עופה	禽	N;MASC;PL	N
עופות	雞肉	עופה	雞肉	N;MASC;PL	N
עופות	山雞	עופה	山雞	N;MASC;PL	N
עופות	雞	עופה	雞	N;MASC;PL	N
עופות	鳥類	עופה	鳥類	N;MASC;PL	N
עופות	鳥	עופה	鳥	N;MASC;PL	N
עופות	鳥兒	עופה	鳥兒	N;MASC;PL	N
גיבור	英雄	גיבור	英雄	N;MASC;SG	N
ייחודי	獨特	ייחודי	獨特	ADJ;MASC;SG	ADJ
ייחודי	獨一	ייחודי	獨一	ADJ;MASC;SG	ADJ
פוליטיקאים	政界	פוליטיקאי	政界	N;MASC;PL	N
פוליטיקאים	政客	פוליטיקאי	政客	N;MASC;PL	N
פוליטיקאים	政治	פוליטיקאי	政治	N;MASC;PL	N
עצמאות	獨立	עצמאות	獨立	N;FEM;SG	N
התקבלה	接受	התקבל	接受	V;FEM;SG;3;PST	V
החליף	取代	החליף	取代	V;MASC;SG;3;PST;ACT	V
הסכמה	共識	הסכמה	共識	N;FEM;SG	N
הסכמה	協定	הסכמה	協定	N;FEM;SG	N
